
[00:00:00.000 --> 00:00:07.000]  我們繼續來領受從主的話語而來的信息
[00:05:42.000 --> 00:05:46.000]  就是說這不是我的本鄉或老家
[00:05:46.000 --> 00:05:50.000]  我是過客
[00:05:51.000 --> 00:05:55.000]  這是一個初試觀
[00:05:55.000 --> 00:05:59.000]  我們的家是在上面
[00:05:59.000 --> 00:06:01.000]  神的國度
[00:06:01.000 --> 00:06:04.000]  永遠的家鄉
[00:06:04.000 --> 00:06:08.000]  我們不屬這個世界
[00:06:08.000 --> 00:06:15.000]  這是很重要的一個基督徒的認識立場
[00:06:15.000 --> 00:06:18.000]  但是同時
[00:06:18.000 --> 00:06:20.000]  我們看彼得怎麼樣
[00:06:20.000 --> 00:06:24.000]  我們在另外一方面告訴我們
[00:06:24.000 --> 00:06:28.000]  我們看
[00:06:28.000 --> 00:06:31.000]  第十五節
[00:06:31.000 --> 00:06:34.000]  因為上帝的旨意
[00:06:34.000 --> 00:06:38.000]  原是要你們行善
[00:06:38.000 --> 00:06:41.000]  上帝要我們在社會裡
[00:06:41.000 --> 00:06:46.000]  我們所在的地方行善
[00:06:49.000 --> 00:06:54.000]  那麼這是注重監事的作為
[00:06:54.000 --> 00:06:59.000]  我們在社會中的責任
[00:06:59.000 --> 00:07:03.000]  彼得所講的和主耶穌
[00:07:03.000 --> 00:07:10.000]  在臨別教導門徒的信息裡面所講的一樣
[00:07:10.000 --> 00:07:16.000]  約翰福音14、15、16、17
[00:07:17.000 --> 00:07:22.000]  那幾章是主耶穌離別門徒之前
[00:07:22.000 --> 00:07:25.000]  向他們最後的教導
[00:07:25.000 --> 00:07:29.000]  平常一個人離別的時候
[00:07:29.000 --> 00:07:33.000]  最後的話是心底下的話
[00:07:33.000 --> 00:07:36.000]  他認為最重要的話
[00:07:36.000 --> 00:07:39.000]  在那個時候講出來
[00:07:39.000 --> 00:07:44.000]  所以約翰福音14、15、16、17
[00:07:44.000 --> 00:07:48.000]  是非常寶貴的經文
[00:07:48.000 --> 00:07:52.000]  是主耶穌的臨別教導
[00:07:52.000 --> 00:07:57.000]  他把心中他認為最重要
[00:07:57.000 --> 00:08:01.000]  最寶貴的信息真理
[00:08:01.000 --> 00:08:04.000]  向門徒講出來
[00:08:04.000 --> 00:08:09.000]  在那裡第十七章提到主耶穌說
[00:08:09.000 --> 00:08:14.000]  我不求你叫他們離開世界
[00:08:14.000 --> 00:08:20.000]  有說我差他們進入世上
[00:08:20.000 --> 00:08:29.000]  差我們進入到世上就是社會
[00:08:29.000 --> 00:08:33.000]  那麼在那一章裡頭
[00:08:33.000 --> 00:08:39.000]  這個中文翻譯的世界的原文
[00:08:39.000 --> 00:08:43.000]  大家知道有三個意思
[00:08:43.000 --> 00:08:47.000]  一個是宇宙
[00:08:47.000 --> 00:08:50.000]  創世
[00:08:50.000 --> 00:08:56.000]  第二個意思是
[00:08:56.000 --> 00:09:00.000]  這個社會
[00:09:00.000 --> 00:09:02.000]  社會
[00:09:03.000 --> 00:09:04.000]  有
[00:09:04.000 --> 00:09:07.000]  cosmos
[00:09:07.000 --> 00:09:08.000]  有
[00:09:08.000 --> 00:09:11.000]  這個society
[00:09:11.000 --> 00:09:12.000]  社會
[00:09:12.000 --> 00:09:17.000]  那麼還有世俗
[00:09:17.000 --> 00:09:18.000]  世俗
[00:09:18.000 --> 00:09:21.000]  第一樣是神方造的
[00:09:21.000 --> 00:09:26.000]  第二樣是基督徒的責任所在
[00:09:26.000 --> 00:09:27.000]  社會
[00:09:27.000 --> 00:09:31.000]  第三樣是基督徒要避免勝過的
[00:09:32.000 --> 00:09:38.000]  我們被拆入世界卻不屬世界
[00:09:38.000 --> 00:09:42.000]  我們入世而超世
[00:09:42.000 --> 00:09:45.000]  我們欣賞大自然
[00:09:45.000 --> 00:09:49.000]  這是上帝所創造的世界
[00:09:49.000 --> 00:09:51.000]  宇宙
[00:09:51.000 --> 00:09:56.000]  我們關心這個社會
[00:09:56.000 --> 00:10:01.000]  我們有別於世俗
[00:10:01.000 --> 00:10:03.000]  那麼在英文裡頭
[00:10:03.000 --> 00:10:06.000]  三個字都是world
[00:10:06.000 --> 00:10:07.000]  同一個字
[00:10:07.000 --> 00:10:09.000]  三個不同的意思
[00:10:09.000 --> 00:10:15.000]  每個基督徒要將同一個字的三種不同的意義
[00:10:15.000 --> 00:10:17.000]  清楚認識
[00:10:17.000 --> 00:10:22.000]  而從這個認識裡頭產生一個正確的人生觀
[00:10:25.000 --> 00:10:28.000]  我們在大自然裡
[00:10:28.000 --> 00:10:30.000]  感受到神的能力
[00:10:30.000 --> 00:10:31.000]  榮耀
[00:10:31.000 --> 00:10:32.000]  智慧
[00:10:32.000 --> 00:10:34.000]  都是無限的
[00:10:34.000 --> 00:10:47.000]  同時我們從這個認識裡頭也產生了愛護大自然的那個追求
[00:10:48.000 --> 00:10:50.000]  這很重要的
[00:10:50.000 --> 00:10:56.000]  今天保護大自然的這方面的作為
[00:10:56.000 --> 00:10:57.000]  很重要
[00:10:57.000 --> 00:11:02.000]  一個天長的基督徒
[00:11:02.000 --> 00:11:07.000]  就是完全不會欣賞大自然
[00:11:07.000 --> 00:11:14.000]  也沒有了解這個社會的意義
[00:11:14.000 --> 00:11:17.000]  基督徒對社會的責任
[00:11:17.000 --> 00:11:20.000]  這是講到要不屬世界
[00:11:20.000 --> 00:11:23.000]  從世界裡出來
[00:11:23.000 --> 00:11:25.000]  從世俗出來
[00:11:25.000 --> 00:11:28.000]  只有一個認識就是世俗
[00:11:28.000 --> 00:11:32.000]  這是三者之一
[00:11:32.000 --> 00:11:35.000]  那三分之一的認識
[00:11:35.000 --> 00:11:38.000]  偏差
[00:11:38.000 --> 00:11:40.000]  我們不屬這個世界
[00:11:40.000 --> 00:11:42.000]  主講得很清楚
[00:11:42.000 --> 00:11:46.000]  好幾次講你們不屬這個世界
[00:11:46.000 --> 00:11:48.000]  很確定
[00:11:48.000 --> 00:11:54.000]  這是阿羅在一夫所書第二章所講的
[00:11:54.000 --> 00:12:00.000]  我們從世界的風俗裡頭被拯救出來
[00:12:00.000 --> 00:12:04.000]  神是我們坐在天上
[00:12:04.000 --> 00:12:07.000]  和基督一同坐在天上
[00:12:07.000 --> 00:12:08.000]  二章六節
[00:12:08.000 --> 00:12:12.000]  那一個坐在天上是什麼意思呢
[00:12:12.000 --> 00:12:17.000]  不是地方的一個意義
[00:12:17.000 --> 00:12:25.000]  那是一個境界
[00:12:25.000 --> 00:12:30.000]  那就是一個heavenliness
[00:12:30.000 --> 00:12:34.000]  和他一同坐在天上
[00:12:34.000 --> 00:12:39.000]  這是形容基督徒現在一夫所說的二章六節
[00:12:40.000 --> 00:12:45.000]  神上帝是我們與基督一同坐在天上
[00:12:45.000 --> 00:12:47.000]  我們現在在天上嗎
[00:12:47.000 --> 00:12:49.000]  沒有我們還在地上
[00:12:49.000 --> 00:12:55.000]  但是我們是we are made to sit with Christ in heavenliness
[00:12:55.000 --> 00:12:59.000]  不是in heaven as a location
[00:12:59.000 --> 00:13:04.000]  in heavenliness屬天的境界
[00:13:05.000 --> 00:13:12.000]  所以我們教導基督徒一定要把這三樣
[00:13:12.000 --> 00:13:15.000]  有清楚的人士
[00:13:15.000 --> 00:13:19.000]  欣賞愛護讚嘆大自然
[00:13:19.000 --> 00:13:25.000]  同時呢我們也關心社會
[00:13:25.000 --> 00:13:27.000]  進入社會
[00:13:27.000 --> 00:13:33.000]  不是將社會裡面的那些重要的責任
[00:13:33.000 --> 00:13:36.000]  給非基督徒去做
[00:13:36.000 --> 00:13:39.000]  基督徒不愛世界
[00:13:39.000 --> 00:13:41.000]  連社會也不愛了
[00:13:41.000 --> 00:13:42.000]  也不理了
[00:13:42.000 --> 00:13:48.000]  這是古早的教會中有的天場
[00:13:48.000 --> 00:13:56.000]  這是一個很基本的很重要的觀念上的人士
[00:13:56.000 --> 00:14:03.000]  我們再看
[00:14:03.000 --> 00:14:14.000]  基督徒的使命觀也是雙重的平衡的
[00:14:14.000 --> 00:14:19.000]  第一福音的使命
[00:14:19.000 --> 00:14:25.000]  傳福音往福天下去傳福音給萬民聽
[00:14:25.000 --> 00:14:29.000]  第二榮耀上帝
[00:14:29.000 --> 00:14:32.000]  我們看格林多前書
[00:14:32.000 --> 00:14:35.000]  十章三十一節
[00:14:35.000 --> 00:14:39.000]  格林多前書
[00:14:39.000 --> 00:14:44.000]  十章三十一節
[00:14:44.000 --> 00:14:47.000]  我們很熟悉的
[00:14:47.000 --> 00:14:54.000]  所以你們或知或喝
[00:14:54.000 --> 00:14:56.000]  無論做什麼
[00:14:56.000 --> 00:14:58.000]  無論做什麼
[00:14:58.000 --> 00:15:02.000]  這是一個全面的範圍
[00:15:02.000 --> 00:15:05.000]  把一切包裹在其中
[00:15:05.000 --> 00:15:08.000]  所以這是一個總則
[00:15:08.000 --> 00:15:12.000]  一個總的原則
[00:15:12.000 --> 00:15:16.000]  這個總則是什麼
[00:15:16.000 --> 00:15:25.000]  都要為榮耀上帝而行
[00:15:25.000 --> 00:15:31.000]  這個是非常的基本
[00:15:31.000 --> 00:15:33.000]  非常的重要
[00:15:33.000 --> 00:15:35.000]  基督徒人生觀
[00:15:35.000 --> 00:15:38.000]  榮耀上帝的人生觀
[00:15:38.000 --> 00:15:40.000]  但是不能夠反映上帝的
[00:15:40.000 --> 00:15:43.000]  違反上帝的旨意的
[00:15:43.000 --> 00:15:45.000]  羞辱上帝的
[00:15:45.000 --> 00:15:47.000]  不合上帝原則的
[00:15:47.000 --> 00:15:49.000]  我們不做
[00:15:49.000 --> 00:15:51.000]  這是我們的使命
[00:15:51.000 --> 00:15:53.000]  讓上帝的榮耀
[00:15:53.000 --> 00:15:59.000]  在全世界彰顯出來
[00:15:59.000 --> 00:16:04.000]  還有另外一個無論如何
[00:16:04.000 --> 00:16:07.000]  也是一個總則
[00:16:07.000 --> 00:16:10.000]  是格林多前書
[00:16:10.000 --> 00:16:14.000]  第九章二十二節
[00:16:14.000 --> 00:16:20.000]  九章二十二節
[00:16:20.000 --> 00:16:22.000]  像軟弱的人
[00:16:22.000 --> 00:16:24.000]  我就做軟弱的人
[00:16:24.000 --> 00:16:26.000]  為要得軟弱的人
[00:16:26.000 --> 00:16:27.000]  像什麼樣的人
[00:16:27.000 --> 00:16:30.000]  我就做什麼樣的人
[00:16:30.000 --> 00:16:31.000]  無論如何
[00:16:31.000 --> 00:16:33.000]  無論如何
[00:16:33.000 --> 00:16:36.000]  總要救些人
[00:16:36.000 --> 00:16:38.000]  跟著說
[00:16:38.000 --> 00:16:40.000]  凡我所行的
[00:16:40.000 --> 00:16:43.000]  都是為福音的緣故
[00:16:43.000 --> 00:16:45.000]  為要與人同得
[00:16:45.000 --> 00:16:48.000]  這福音的好處
[00:16:48.000 --> 00:16:49.000]  無論如何
[00:16:49.000 --> 00:16:51.000]  凡我所行
[00:16:51.000 --> 00:16:54.000]  這都是基本的原則
[00:16:54.000 --> 00:16:56.000]  傳福音
[00:16:56.000 --> 00:16:58.000]  如果單單在生活上
[00:16:58.000 --> 00:17:01.000]  好地表現榮耀上帝
[00:17:01.000 --> 00:17:05.000]  而不傳福音是偏差
[00:17:05.000 --> 00:17:07.000]  反過來講
[00:17:07.000 --> 00:17:08.000]  單單傳福音
[00:17:08.000 --> 00:17:10.000]  而忽略了榮耀上帝
[00:17:10.000 --> 00:17:14.000]  沒有生活的見證
[00:17:14.000 --> 00:17:16.000]  偏差
[00:17:16.000 --> 00:17:20.000]  兩面都是偏差
[00:17:20.000 --> 00:17:21.000]  有人偏到這邊
[00:17:21.000 --> 00:17:23.000]  有人偏到那邊
[00:17:23.000 --> 00:17:24.000]  在這裡
[00:17:24.000 --> 00:17:26.000]  山東話語
[00:17:26.000 --> 00:17:31.000]  給我們很清楚的一個指示
[00:17:31.000 --> 00:17:36.000]  我們將這兩個重點
[00:17:36.000 --> 00:17:38.000]  拼合起來
[00:17:38.000 --> 00:17:40.000]  配合起來
[00:17:40.000 --> 00:17:42.000]  綜合起來
[00:17:42.000 --> 00:17:49.000]  成了一個完整的觀念
[00:17:49.000 --> 00:17:58.000]  再看第三方面
[00:17:58.000 --> 00:18:07.000]  就是他力與極力的平衡
[00:18:07.000 --> 00:18:13.000]  他力就是依靠我以外的力量
[00:18:13.000 --> 00:18:16.000]  就是上帝的力量
[00:18:16.000 --> 00:18:19.000]  他力
[00:18:19.000 --> 00:18:20.000]  極力
[00:18:20.000 --> 00:18:22.000]  我是靠自己
[00:18:22.000 --> 00:18:23.000]  我努力而做
[00:18:23.000 --> 00:18:27.000]  靠自己
[00:18:27.000 --> 00:18:30.000]  有的人批評基督教
[00:18:30.000 --> 00:18:33.000]  是他力的宗教
[00:18:33.000 --> 00:18:36.000]  凡事依靠上帝
[00:18:36.000 --> 00:18:40.000]  他們說中國的宗教
[00:18:40.000 --> 00:18:45.000]  是依靠實質力更生
[00:18:45.000 --> 00:18:51.000]  極力的追求學習
[00:18:51.000 --> 00:18:55.000]  這是很多中國文化界的人
[00:18:55.000 --> 00:18:57.000]  對基督教的批評
[00:18:57.000 --> 00:19:01.000]  你們是他力的路線
[00:19:01.000 --> 00:19:04.000]  我們是極力的路線
[00:19:04.000 --> 00:19:06.000]  我們盡上自己所能的
[00:19:06.000 --> 00:19:11.000]  依靠自己來做好
[00:19:11.000 --> 00:19:13.000]  所以他們認為
[00:19:13.000 --> 00:19:15.000]  他們那樣是高於的
[00:19:15.000 --> 00:19:18.000]  基督徒低的
[00:19:18.000 --> 00:19:20.000]  我們要靠第三者
[00:19:20.000 --> 00:19:23.000]  他力
[00:19:23.000 --> 00:19:26.000]  這是我們在文化界
[00:19:26.000 --> 00:19:30.000]  常常聽見對基督教的批評
[00:19:30.000 --> 00:19:34.000]  關於這件事
[00:19:34.000 --> 00:19:36.000]  事實上
[00:19:36.000 --> 00:19:40.000]  在基督徒的信仰中
[00:19:40.000 --> 00:19:44.000]  我們是他力和極力的平衡
[00:19:44.000 --> 00:19:49.000]  而不是偏差在任何一邊
[00:19:49.000 --> 00:19:52.000]  我們來看
[00:19:52.000 --> 00:20:09.000]  菲律賓書二章十三節
[00:20:09.000 --> 00:20:12.000]  因為你們立志行事
[00:20:12.000 --> 00:20:16.000]  獨視上帝在你們心裡運行
[00:20:16.000 --> 00:20:20.000]  為要成就他的美意
[00:20:20.000 --> 00:20:25.000]  在這裡提到上帝在人的心裡運行
[00:20:25.000 --> 00:20:31.000]  上帝在那裡推動
[00:20:31.000 --> 00:20:35.000]  但是一句告訴我們
[00:20:35.000 --> 00:20:38.000]  你們立志行事
[00:20:38.000 --> 00:20:40.000]  是自己的努力
[00:20:40.000 --> 00:20:42.000]  我立志
[00:20:42.000 --> 00:20:45.000]  是自己的追求
[00:20:45.000 --> 00:20:48.000]  努力
[00:20:48.000 --> 00:20:51.000]  這兩樣合在一起
[00:20:51.000 --> 00:20:57.000]  這是基督教超越的地方
[00:20:57.000 --> 00:21:02.000]  全被的真理
[00:21:02.000 --> 00:21:03.000]  我們知道如果一個人
[00:21:03.000 --> 00:21:06.000]  單單靠自己立志行事
[00:21:06.000 --> 00:21:11.000]  常常失敗
[00:21:11.000 --> 00:21:15.000]  黃無羅原來就是自己立志
[00:21:15.000 --> 00:21:18.000]  最後的感受結論
[00:21:18.000 --> 00:21:21.000]  我真是苦啊
[00:21:21.000 --> 00:21:23.000]  立志行善由得我
[00:21:23.000 --> 00:21:27.000]  只是行出來由不得我
[00:21:27.000 --> 00:21:31.000]  像保羅那樣的熱心的巴黎塞人
[00:21:31.000 --> 00:21:36.000]  他那一類人的追求和努力
[00:21:36.000 --> 00:21:38.000]  很強
[00:21:38.000 --> 00:21:42.000]  但是保羅走過那條路以後
[00:21:42.000 --> 00:21:47.000]  他體會到這條路的真正的情況
[00:21:47.000 --> 00:21:50.000]  我真是苦啊
[00:21:50.000 --> 00:21:53.000]  立志行善
[00:21:53.000 --> 00:21:54.000]  由得我
[00:21:54.000 --> 00:21:55.000]  我可以立志
[00:21:55.000 --> 00:21:57.000]  我可以要行善
[00:21:57.000 --> 00:21:59.000]  但是行出來的時候
[00:21:59.000 --> 00:22:01.000]  由不得我
[00:22:01.000 --> 00:22:05.000]  軟弱失敗
[00:22:05.000 --> 00:22:09.000]  這是保羅的見證
[00:22:09.000 --> 00:22:10.000]  在這裡保羅
[00:22:10.000 --> 00:22:12.000]  從他的經驗裡頭
[00:22:12.000 --> 00:22:16.000]  告訴我們非常重要的信息
[00:22:16.000 --> 00:22:18.000]  你們基督徒
[00:22:18.000 --> 00:22:22.000]  立志行事絕對需要
[00:22:22.000 --> 00:22:24.000]  但是同時你們要知道
[00:22:24.000 --> 00:22:27.000]  你們的立志行事裡面
[00:22:27.000 --> 00:22:31.000]  必須有上帝在你們心裡運行
[00:22:31.000 --> 00:22:33.000]  為要成全他的每一
[00:22:33.000 --> 00:22:37.000]  上帝在人心裡運行的時候
[00:22:37.000 --> 00:22:42.000]  我們的立志行事可以成全
[00:22:42.000 --> 00:22:47.000]  所以這是他力和吉力的配搭
[00:22:47.000 --> 00:22:50.000]  更完全
[00:22:50.000 --> 00:22:54.000]  更真實
[00:22:54.000 --> 00:22:58.000]  所以保羅有了這個認識之後
[00:22:58.000 --> 00:23:00.000]  他將他的信心
[00:23:00.000 --> 00:23:02.000]  他將他的盼望
[00:23:02.000 --> 00:23:04.000]  他的依靠
[00:23:04.000 --> 00:23:05.000]  放在上帝
[00:23:05.000 --> 00:23:07.000]  放在基督耶穌
[00:23:07.000 --> 00:23:11.000]  放在聖靈的身上
[00:23:11.000 --> 00:23:17.000]  所以我們和中國的文化人
[00:23:17.000 --> 00:23:19.000]  對話的時候
[00:23:19.000 --> 00:23:21.000]  談論的時候
[00:23:21.000 --> 00:23:28.000]  這是我們很重要的一個關鍵
[00:23:28.000 --> 00:23:33.000]  我們要將這個他力
[00:23:33.000 --> 00:23:36.000]  上帝在基督裡的恩典
[00:23:36.000 --> 00:23:41.000]  真理的信靠支出來
[00:23:41.000 --> 00:23:44.000]  將他們做挑戰
[00:23:44.000 --> 00:23:47.000]  我相信那些文化人
[00:23:47.000 --> 00:23:49.000]  他們很高的文化的觀念
[00:23:49.000 --> 00:23:51.000]  但是他們的人生如何
[00:23:51.000 --> 00:23:54.000]  他們自己知道
[00:23:54.000 --> 00:23:56.000]  所以他們聽見
[00:23:56.000 --> 00:24:01.000]  這個更完備的真理的信息的時候
[00:24:01.000 --> 00:24:03.000]  他們如果是尋求真理
[00:24:03.000 --> 00:24:07.000]  他們會打開他們的心來接受
[00:24:07.000 --> 00:24:13.000]  我相信歸於基督的中國的文化人
[00:24:13.000 --> 00:24:17.000]  他們歸向主的動力之一
[00:24:17.000 --> 00:24:24.000]  原因之一也是在此
[00:24:24.000 --> 00:24:31.000]  所以我們對於這個人生的角度
[00:24:31.000 --> 00:24:36.000]  有一個全倍的平衡的認識
[00:24:36.000 --> 00:24:38.000]  不是單單依靠他力
[00:24:38.000 --> 00:24:42.000]  也不是單單依靠吉力
[00:24:42.000 --> 00:24:45.000]  不是單單依靠上帝
[00:24:45.000 --> 00:24:47.000]  也不是單單依靠自己
[00:24:47.000 --> 00:24:50.000]  乃是上帝的恩
[00:24:50.000 --> 00:24:52.000]  在我們裡面起了作用
[00:24:52.000 --> 00:24:54.000]  我們的意志
[00:24:54.000 --> 00:24:55.000]  藉著奉獻
[00:24:55.000 --> 00:24:57.000]  藉著信心
[00:24:57.000 --> 00:25:01.000]  藉著順服和上帝的旨意
[00:25:01.000 --> 00:25:03.000]  配搭起來
[00:25:03.000 --> 00:25:05.000]  這兩樣的力量
[00:25:05.000 --> 00:25:07.000]  綜合起來的結果
[00:25:07.000 --> 00:25:14.000]  就是勝利的人生
[00:25:14.000 --> 00:25:21.000]  我們再看四方面的平衡與偏差
[00:25:21.000 --> 00:25:28.000]  我們先看《馬太福音》五章十六節
[00:25:28.000 --> 00:25:41.000]  先看《馬太福音》六章第一節
[00:25:41.000 --> 00:25:43.000]  你們要小心
[00:25:43.000 --> 00:25:50.000]  不可將善事行在人的面前
[00:25:50.000 --> 00:25:57.000]  不要將善事行在人面前給人看見
[00:25:57.000 --> 00:26:01.000]  那要如何呢
[00:26:01.000 --> 00:26:05.000]  要行在暗中
[00:26:05.000 --> 00:26:08.000]  行在暗中
[00:26:08.000 --> 00:26:11.000]  第三節 第四節
[00:26:11.000 --> 00:26:14.000]  你不在暗中察看
[00:26:14.000 --> 00:26:17.000]  必然報答你
[00:26:17.000 --> 00:26:19.000]  只隱藏善
[00:26:19.000 --> 00:26:22.000]  這個善主說是真善
[00:26:22.000 --> 00:26:26.000]  為了善而善
[00:26:26.000 --> 00:26:30.000]  如果是為了叫人知道
[00:26:30.000 --> 00:26:32.000]  得到稱讚
[00:26:32.000 --> 00:26:34.000]  得到人的高臺
[00:26:34.000 --> 00:26:37.000]  而得到地位
[00:26:37.000 --> 00:26:42.000]  那是假冒為善
[00:26:42.000 --> 00:26:46.000]  所以中原書說小心
[00:26:46.000 --> 00:26:50.000]  不可假冒為善
[00:26:50.000 --> 00:26:53.000]  不可坐在人的面前
[00:26:53.000 --> 00:26:55.000]  那要坐在暗中
[00:26:55.000 --> 00:26:58.000]  你的父在暗中觀察
[00:26:58.000 --> 00:27:02.000]  必然報答你
[00:27:02.000 --> 00:27:06.000]  這是一個真善的金句
[00:27:06.000 --> 00:27:07.000]  很重要
[00:27:07.000 --> 00:27:10.000]  很寶貴
[00:27:10.000 --> 00:27:17.000]  但是我們看馬太福音第五章十三節
[00:27:17.000 --> 00:27:23.000]  給我們看見另外一個角度
[00:27:23.000 --> 00:27:27.000]  十四節 五章十四節
[00:27:27.000 --> 00:27:40.000]  你們是世上的光
[00:27:40.000 --> 00:27:41.000]  第十六節
[00:27:41.000 --> 00:27:47.000]  你們的光也當這樣照在人前
[00:27:47.000 --> 00:27:49.000]  讓他們看見
[00:27:49.000 --> 00:27:52.000]  看見你們的好行為
[00:27:52.000 --> 00:27:56.000]  變成榮耀杯給你們在天上的補
[00:27:56.000 --> 00:27:59.000]  光顯明了
[00:27:59.000 --> 00:28:06.000]  這是行善給人知道的見證
[00:28:06.000 --> 00:28:10.000]  那麼和剛才提的剛剛相反
[00:28:10.000 --> 00:28:14.000]  隱藏的善不給人知道
[00:28:14.000 --> 00:28:18.000]  發光的善給人知道
[00:28:18.000 --> 00:28:20.000]  好像相反
[00:28:20.000 --> 00:28:23.000]  但是實際上
[00:28:23.000 --> 00:28:30.000]  是在於心態和動機
[00:28:30.000 --> 00:28:32.000]  如果我們行善要人知道
[00:28:32.000 --> 00:28:36.000]  是為了榮耀上帝做見證
[00:28:36.000 --> 00:28:40.000]  指導人認識真善之源
[00:28:40.000 --> 00:28:43.000]  它的源頭是上帝
[00:28:43.000 --> 00:28:46.000]  那我們叫人知道
[00:28:46.000 --> 00:28:52.000]  是好的 是好的
[00:28:52.000 --> 00:28:56.000]  但是如果是為了榮耀自己
