
[00:00:00.000 --> 00:00:12.000]  我們今天生活在一個很暴力、恐嚇、鬥爭、陷害、甚至危難的社會
[00:02:03.000 --> 00:02:09.000]  耶路撒冷,耶路撒冷,為什麼你要殺死那些在神派裡的才知道用石頭打死祂呢?
[00:02:09.000 --> 00:02:14.000]  耶穌說了很多個死亡的威脅,耶穌完全不知道
[00:02:14.000 --> 00:02:20.000]  所以今天你說我被人陷害,我好慘啊,耶穌說我比你還慘,你還沒被人殺而已
[00:02:20.000 --> 00:02:27.000]  人家還沒想殺你,你公司的同事,他想陷害你,想趕你
[00:02:27.000 --> 00:02:33.000]  還不知道買了人家,斬你兩雙手,那種做法,多數都不會
[00:02:33.000 --> 00:02:38.000]  我們說我們的主耶穌所面對的是同樣這麼困難的時間
[00:02:38.000 --> 00:02:44.000]  同樣這麼困難的時間,他被人恐嚇到一個地步,他知道死亡要臨到他
[00:02:44.000 --> 00:02:48.000]  有些弟兄姐妹說,你這樣說對不對?
[00:02:48.000 --> 00:02:53.000]  因為路加福音說有幾個法利賽人來到對耶穌說
[00:02:53.000 --> 00:02:57.000]  你離開這裡去吧,因為希律想要殺你
[00:02:57.000 --> 00:03:04.000]  表面上看來他們是挺好心的,希律想殺你,你快走,通風報信,這樣對耶穌是挺好的
[00:03:04.000 --> 00:03:08.000]  不過我們想深一層,肯定不是這個意思,也不是這麼表面
[00:03:08.000 --> 00:03:12.000]  第一,法利賽人從來對耶穌沒有好感
[00:03:12.000 --> 00:03:18.000]  馬可福音剛出來傳道的那段時間,他已經想殺他
[00:03:18.000 --> 00:03:21.000]  有什麼理由不想殺他,有什麼理由會救他呢?
[00:03:21.000 --> 00:03:24.000]  第二,希律是誰呢?
[00:03:24.000 --> 00:03:30.000]  這段聖經,路加福音記載,耶穌快要去耶路撒冷面對十字架
[00:03:30.000 --> 00:03:35.000]  所以耶穌基督在最後的機會,他去到一個叫比利亞這個區
[00:03:35.000 --> 00:03:39.000]  就是今天約旦河以東的一個比較少去的地區
[00:03:39.000 --> 00:03:43.000]  盡最後的努力將福音傳給那裡的地方
[00:03:43.000 --> 00:03:48.000]  這件事情發生在比利亞,耶穌臨到耶路撒冷之前的日子
[00:03:48.000 --> 00:03:51.000]  比利亞區當然是屬於羅馬政府
[00:03:51.000 --> 00:03:56.000]  而羅馬政府在比利亞區的政治領袖,最高的政治領袖是誰呢?
[00:03:56.000 --> 00:04:00.000]  就是希律,或者今天我們聽過的名字叫希律安提柏
[00:04:00.000 --> 00:04:02.000]  希律安提柏是誰呢?
[00:04:02.000 --> 00:04:04.000]  希律安提柏真的可以殺人的
[00:04:04.000 --> 00:04:07.000]  因為大家如果看聖經比較熟悉的就知道
[00:04:07.000 --> 00:04:11.000]  施洗約翰就是他殺的,斬他的頭
[00:04:11.000 --> 00:04:17.000]  就是說當時的羅馬政府雖然不一定是理會這些猶太人的事情
[00:04:17.000 --> 00:04:24.000]  但是這個希律安提柏是零射陰險,也是零射殘酷
[00:04:24.000 --> 00:04:29.000]  所以耶穌很有意思的,耶穌說你回去告訴那個狐狸
[00:04:29.000 --> 00:04:34.000]  耶穌很厲害的,不是說怎麼這麼狼,罵人的
[00:04:34.000 --> 00:04:36.000]  為什麼不能罵?
[00:04:36.000 --> 00:04:39.000]  待會兒我會和你們討論耶穌為什麼要罵他
[00:04:39.000 --> 00:04:44.000]  就是說這是一個很陰險的人,很毒辣的人
[00:04:44.000 --> 00:04:51.000]  然後這幫法利賽人告訴耶穌,希律想殺你,究竟有什麼意思呢?
[00:04:51.000 --> 00:04:55.000]  這句話肯定是一個威脅的說話,意思就是你快要走了
[00:04:55.000 --> 00:05:02.000]  我記得幾年前我在多倫多開車,第一次去美國,去波士頓這個大城市
[00:05:02.000 --> 00:05:06.000]  開車去波士頓的時候,在周到都沒有地方停車
[00:05:06.000 --> 00:05:12.000]  找了一段時間,最後才發現角落有塊爛地,停了幾輛車,空空的
[00:05:12.000 --> 00:05:17.000]  厲害,難得有地方可以停車,於是趕快把車停了,一停了之後
[00:05:17.000 --> 00:05:20.000]  鎖了道門,有幾個很難看的人走過來
[00:05:20.000 --> 00:05:23.000]  他說這裡不是很安全
[00:05:23.000 --> 00:05:30.000]  你快點把車拿走,不然很難保證你吃完飯回來的車還有沒有幾個輪子
[00:05:30.000 --> 00:05:34.000]  哇,當然是趕快走了,你猜他是不是好心想勸我?
[00:05:34.000 --> 00:05:37.000]  當然不是,你明白我的意思吧?
[00:05:37.000 --> 00:05:43.000]  就是這樣,你快點走,跟耶穌說,你不走的時候,希律會殺你的
[00:05:43.000 --> 00:05:55.000]  耶穌是面對恐嚇,面對陷害,人家佈局,而在安息日,這個神聖的日子裡要殺他
[00:05:55.000 --> 00:05:58.000]  耶穌知不知道?耶穌完全知道
[00:05:58.000 --> 00:06:04.000]  我們主耶穌所面對的,遠多於你和我今天所面對的壓力
[00:06:04.000 --> 00:06:08.000]  不過我們今天重點不是耶穌很慘,和你和我一樣
[00:06:08.000 --> 00:06:11.000]  我們今天研究一下耶穌如何面對,這個才重要
[00:06:11.000 --> 00:06:19.000]  當耶穌面對這些威脅,危難,陷害,和恐嚇的時候
[00:06:19.000 --> 00:06:21.000]  他的反應是怎樣呢?
[00:06:21.000 --> 00:06:26.000]  我們從這兩段聖經,我自己看到有兩個很重要的原則
[00:06:26.000 --> 00:06:28.000]  我們希望一起來學習
[00:06:28.000 --> 00:06:30.000]  兩個很重要的原則
[00:06:30.000 --> 00:06:35.000]  第一,耶穌去認識自己,他明白自己
[00:06:35.000 --> 00:06:41.000]  第二,耶穌他明白對方,明白自己,明白對方
[00:06:41.000 --> 00:06:43.000]  這個不難記的
[00:06:43.000 --> 00:06:46.000]  究竟是什麼意思呢?我們試試深入一點去研究
[00:06:46.000 --> 00:06:52.000]  耶穌如何去明白自己,來面對這個威脅呢?
[00:06:52.000 --> 00:06:57.000]  原來我們發覺主耶穌有一個很重要的原則
[00:06:57.000 --> 00:07:08.000]  就是他明白自己的使命,和他生命裡的標準,目標,他的價值
[00:07:08.000 --> 00:07:16.000]  在路加福音那裡,我們留意到當耶穌聽到這一幫法利賽人
[00:07:16.000 --> 00:07:19.000]  來這樣威脅他的時候
[00:07:19.000 --> 00:07:22.000]  我們主耶穌的反應是怎樣呢?有沒有留意?
[00:07:22.000 --> 00:07:25.000]  我們主耶穌的反應不是說,是這樣的嗎?不如我走走,我早點走
[00:07:25.000 --> 00:07:30.000]  耶穌不是這樣,耶穌說了兩次,你看看三十二和三十三節,很有意思的
[00:07:30.000 --> 00:07:39.000]  耶穌說你們去告訴那個狐狸,今天明天我趕鬼治病,第三天我的事情就完成了
[00:07:39.000 --> 00:07:45.000]  三十三節,雖然這樣,今天明天後天我必須前行
[00:07:45.000 --> 00:07:48.000]  說了兩次,今天明天後天,做什麼呢?
[00:07:48.000 --> 00:07:55.000]  就是說,今天明天我還要治病趕鬼,我還有未完成的使命要做
[00:07:55.000 --> 00:07:59.000]  所以希律你要殺我嗎?你不要以為你嚇我,我就走
[00:07:59.000 --> 00:08:04.000]  你嚇我,我也不走,因為我還沒完成我的工作,我會站在那裡,繼續做
[00:08:04.000 --> 00:08:09.000]  今天明天,我仍然要繼續留在這裡,不會因為你恐嚇,我就走
[00:08:09.000 --> 00:08:15.000]  還有,你不嚇我,我也走,第三天我就走了,我是耶路撒冷
[00:08:15.000 --> 00:08:20.000]  雖然這樣,但是我今天明天後天,我就要去耶路撒冷
[00:08:20.000 --> 00:08:25.000]  因為在我的計劃裡面,我的使命是從神而來的
[00:08:25.000 --> 00:08:28.000]  不是因為你嚇我,我就放棄的
[00:08:28.000 --> 00:08:34.000]  也不會因為你嚇我,我跟你鬥過,我多住三天,也不會的
[00:08:34.000 --> 00:08:39.000]  兩種都是受周圍的影響,飄來飄去,聖經所說的
[00:08:39.000 --> 00:08:47.000]  受周圍的人,飄來飄去的人,不足以像主耶穌那樣,來面對神給他的使命
[00:08:47.000 --> 00:08:51.000]  這就是我們主耶穌那種把握
[00:08:51.000 --> 00:08:55.000]  祂知道自己要做什麼,人最怕不知道自己要做什麼
[00:08:55.000 --> 00:09:00.000]  耶穌很清楚自己要做什麼,耶穌知道自己的使命是什麼
[00:09:00.000 --> 00:09:06.000]  任何的危難對祂來說,只不過是一個路障,而不是絕路,你明白嗎?
[00:09:06.000 --> 00:09:12.000]  祂不是因為別人的恐嚇,祂就放棄,就像我們今次有很多基督徒一樣
[00:09:12.000 --> 00:09:18.000]  因為別人的恐嚇,因為別人的引誘,祂就放棄原則,降低原則,跟著別人大火去做
[00:09:18.000 --> 00:09:21.000]  人人都是這樣做,不如我也是這樣做,耶穌不會
[00:09:21.000 --> 00:09:26.000]  耶穌也不會發脾氣上來說,你就是要我這樣做,我故意就不做
[00:09:26.000 --> 00:09:30.000]  我本來也想做的,但是你叫我做,我就故意不做
[00:09:30.000 --> 00:09:36.000]  我和你鬥過,也不是好事,仍然是另一個異常,也是受人影響,對不對?
[00:09:36.000 --> 00:09:38.000]  耶穌是不會受人影響的
[00:09:38.000 --> 00:09:42.000]  耶穌祂知道自己為何要在比利時這個地方
[00:09:42.000 --> 00:09:47.000]  祂知道祂要傳福音,還要把未完成的使命完成
[00:09:47.000 --> 00:09:50.000]  然後,你不趕我,我也會走
[00:09:50.000 --> 00:09:53.000]  也不是因為你趕我,我故意遲一點走,不會
[00:09:53.000 --> 00:09:56.000]  但是人最怕沒有使命
[00:09:56.000 --> 00:10:02.000]  基督徒如果有使命的話,有這種從神而來的呼召的話
[00:10:02.000 --> 00:10:07.000]  他面對危難的時候,只會將它成為一個操練的機會
[00:10:07.000 --> 00:10:14.000]  而不會將它成為一個決定他去留標準的一個因素
[00:10:14.000 --> 00:10:22.000]  我們今天很多人,包括我相信有些基督徒在內,都是混混樂樂的生活
[00:10:22.000 --> 00:10:24.000]  人最怕就是不知道自己在做什麼
[00:10:24.000 --> 00:10:28.000]  我知道有時候在你的工作裡面,每天都是這樣,很多重複,很多很沉悶的事情
[00:10:28.000 --> 00:10:33.000]  但是這個不足以給你一個足夠的理由,就好像其他人一樣,每天過一天就過一天
[00:10:33.000 --> 00:10:36.000]  不知道自己為了什麼,上班的時候就想著放工
[00:10:36.000 --> 00:10:42.000]  放工之後就不知道是在看電視,開著電視,好像死了一樣,躺著,不是看的
[00:10:42.000 --> 00:10:47.000]  是在Q time,躺著躺著,到了晚上的時候
[00:10:47.000 --> 00:10:51.000]  必須要做的事情,隨便做幾下就睡覺
[00:10:51.000 --> 00:10:56.000]  這樣做人是沒有意思的,這樣做人,就是別人推你,你就會去的了
[00:10:56.000 --> 00:11:01.000]  我和我太太幫了很多年輕人,很多睡在街上的,拍攝小丸子的,什麼都試過
[00:11:01.000 --> 00:11:04.000]  我們見到他,我告訴你,我們共同見到一個原因
[00:11:04.000 --> 00:11:10.000]  他們墮落之前,就是生活沒有目標的,年輕人的時候,他就開始墮落
[00:11:10.000 --> 00:11:17.000]  逢親那些,他一生目有目標的,他想著,我家裡這麼窮,我一定要很努力的讀書,要發奮的
[00:11:17.000 --> 00:11:21.000]  或者那些,總之無論如何,他知道自己為什麼要做人的那些人
[00:11:21.000 --> 00:11:27.000]  你會發覺學不好的那些,學得壞的那些,全部都不知道,不知自己在做什麼
[00:11:27.000 --> 00:11:32.000]  這樣就來了,開始那些人推他一下,叫他去就去,反正沒有什麼好做的,就去吧
[00:11:32.000 --> 00:11:37.000]  於是這樣就墮落了,大人同樣都是這樣,聖人同樣都是這樣
[00:11:37.000 --> 00:11:42.000]  我們的主耶穌不是這樣的,他看得很清楚,周圍的人有很多的聲音
[00:11:42.000 --> 00:11:47.000]  周圍的人有很多的恐嚇,但是他不會因為這樣而跟別人鬥
[00:11:47.000 --> 00:11:52.000]  也不會因為這樣而怕別人放棄他自己的言論
[00:11:52.000 --> 00:12:00.000]  這個就是我們主耶穌那種勇氣,好像今天我們的題目,他有一種剛強性在那裡,去踐行真理
[00:12:00.000 --> 00:12:04.000]  我們主耶穌就是這樣,為什麼我們主耶穌要有這樣的把握呢?
[00:12:04.000 --> 00:12:09.000]  因為我們看到,我們主耶穌看東西還有一樣很重要的,他看是長線的
[00:12:09.000 --> 00:12:16.000]  你跟著主耶穌說什麼?他說跟著我去耶路撒冷,跟著耶路撒冷的時候,他說你們有我
[00:12:16.000 --> 00:12:21.000]  你拒絕我的時候,你知不知道你會有後果的,你的地變為荒涼
[00:12:21.000 --> 00:12:29.000]  一直等到將來你自己悔改了,你說奉主名而來的,是應當稱頌的時候,才有轉機
[00:12:29.000 --> 00:12:37.000]  我們的主耶穌眼睛一看的時候,他不是看當下,今天,或者是暫時,他看的是永恆
[00:12:37.000 --> 00:12:43.000]  我們的主耶穌看的是,他自己擔心的是神的永恆計劃裡面去看,正如你和我都可以這樣做
[00:12:43.000 --> 00:12:47.000]  有時候我們好像用中華人的說法,不是爭朝夕的
[00:12:47.000 --> 00:12:52.000]  如果我們從一個歷史的角度看回2000年前,當日哪些是勝利者呢?
[00:12:52.000 --> 00:12:58.000]  在表面來講,誰贏呢?那些法利賽人贏了,誰封光呢?那些法利賽人和希律封光
[00:12:58.000 --> 00:13:00.000]  卓子比拉多不是殺了耶穌嗎?
[00:13:00.000 --> 00:13:08.000]  那,站穩,有自己的目標,有自己的使命,是很有勇氣的,但不一定等於從空化雞,耶穌就死了
[00:13:08.000 --> 00:13:10.000]  是不是?
[00:13:10.000 --> 00:13:15.000]  但是他不怕,為什麼?因為他有一種很長線的了解
[00:13:15.000 --> 00:13:18.000]  生命並不在乎爭朝夕
[00:13:18.000 --> 00:13:26.000]  坦白講,聖經裡面記載有幾個法利賽人對耶穌說,你走吧,因為希律要殺你
[00:13:26.000 --> 00:13:30.000]  這幾個是什麼人我不知道,但肯定是有頭有臉的人
[00:13:30.000 --> 00:13:34.000]  因為希律安提柏是羅馬政府官
[00:13:34.000 --> 00:13:39.000]  羅馬政府官通常都不用理那些猶太人的,為什麼?
[00:13:39.000 --> 00:13:45.000]  因為猶太人只不過是亡國的二等公民,他理他也傻,這些全部是低賤民
[00:13:45.000 --> 00:13:50.000]  但竟然這幾個法利賽人有把握說你不走,我就叫希律殺你
[00:13:50.000 --> 00:13:57.000]  就是說他能夠答得通羅馬政府肯定這些是社會上最有頭有臉的人
[00:13:57.000 --> 00:14:01.000]  如果希律找幾個人跟他吃一頓飯,大概就是這幾個
[00:14:01.000 --> 00:14:06.000]  所以當時那幾個人一定是很有名,一定很有代表性,一定很有權力
[00:14:06.000 --> 00:14:09.000]  在猶太教裡面他是最高的那些人
[00:14:09.000 --> 00:14:14.000]  問題是,現在我們問一個問題,到2000年之後我們看完聖經,這幾個是誰?
[00:14:14.000 --> 00:14:20.000]  怎麼認識他?2000年之後沒有人記得他,只不過有幾個法利賽人
[00:14:20.000 --> 00:14:25.000]  記得誰呢?記得的就是耶穌
[00:14:25.000 --> 00:14:31.000]  人生很奇怪的,有些人在一段時間裡面,誰不認識他呢?
[00:14:31.000 --> 00:14:36.000]  惡到盡,但過了歷史之後,記得的可能是當時很弱的人
[00:14:36.000 --> 00:14:40.000]  但他生命全有永恆價值的人
[00:14:40.000 --> 00:14:43.000]  我看過一本蜀靈的書,說得很有意思
[00:14:43.000 --> 00:14:47.000]  那是13世紀的時候,在歐洲有多少皇室貴族
[00:14:47.000 --> 00:14:51.000]  多少顯赫的軍事領袖和皇帝
[00:14:51.000 --> 00:14:55.000]  但今天你問我記得誰?我們一個都不記得
[00:14:55.000 --> 00:14:59.000]  我們只記得一個乞丐,叫做聖方濟各
[00:14:59.000 --> 00:15:03.000]  他錢又沒有什麼,每天就是乞丐的東西回來吃
[00:15:03.000 --> 00:15:08.000]  然後逐塊石頭建一間教堂,這個方濟會的創辦人
[00:15:08.000 --> 00:15:13.000]  為什麼?因為他的生命有永恆性
[00:15:13.000 --> 00:15:16.000]  有永恆性的人才能夠存留在歷史
[00:15:16.000 --> 00:15:21.000]  更加主耶穌看得到,有永恆性的人才能夠到那一天
[00:15:21.000 --> 00:15:24.000]  在永恆的裡面,我們的主說
[00:15:24.000 --> 00:15:30.000]  你有良善有忠心的僕人可以進到這裡來和我一起坐寂
[00:15:30.000 --> 00:15:35.000]  當天說的名字和標準是有良善有忠心的,在神的眼中
[00:15:35.000 --> 00:15:39.000]  不是說某某人你有頭有面,有你的名字就進來
[00:15:39.000 --> 00:15:42.000]  耶穌不會這樣說的,到永恆的時候
[00:15:42.000 --> 00:15:44.000]  請問你明不明白我的意思?
[00:15:44.000 --> 00:15:46.000]  我想我們看什麼?
[00:15:46.000 --> 00:15:49.000]  今天有些人可以截住你的路
[00:15:49.000 --> 00:15:54.000]  但到那天在天堂的路上,沒有人可以截到你
[00:15:54.000 --> 00:16:00.000]  主所判斷的,就是今天你有沒有按照他自己的標準和指引
[00:16:00.000 --> 00:16:03.000]  使命差遣來過你的人生
[00:16:03.000 --> 00:16:06.000]  如果有的話,到那天你仍然是勝利者
[00:16:06.000 --> 00:16:09.000]  勝利者是不差朝夕的
[00:16:09.000 --> 00:16:13.000]  我們做每一樣事情,無論沒有人明白也好
[00:16:13.000 --> 00:16:15.000]  沒有人看得起也好
[00:16:15.000 --> 00:16:20.000]  但只要合乎主的心意,都記在永恆的冊子上
[00:16:20.000 --> 00:16:23.000]  我們的主就是記住這一點
[00:16:23.000 --> 00:16:27.000]  所以他面對當時的驚嚇,當時的陷害的時候
[00:16:27.000 --> 00:16:28.000]  他不會害怕
[00:16:28.000 --> 00:16:30.000]  他的勇氣就來自他那種
[00:16:30.000 --> 00:16:33.000]  他知道有神,有他自己的時間,有他的作為
[00:16:33.000 --> 00:16:38.000]  他也不會受到周圍的影響,搖來搖去
[00:16:38.000 --> 00:16:41.000]  這是耶穌對自己的認識,對神的認識
[00:16:41.000 --> 00:16:46.000]  帶給他那種強行,來實踐真理的勇氣
[00:16:46.000 --> 00:16:50.000]  不過我們再看看耶穌還有另一個很重要的表現
[00:16:50.000 --> 00:16:52.000]  是值得我們留意的
[00:16:52.000 --> 00:16:54.000]  我們發覺主耶穌的表現是很硬的
[00:16:54.000 --> 00:17:00.000]  你看看這次,主耶穌在安息日的時候
[00:17:00.000 --> 00:17:02.000]  人們將一個敷手巾放在祂的面前
[00:17:02.000 --> 00:17:04.000]  擺明是整個局陷害祂
[00:17:04.000 --> 00:17:06.000]  聖經說什麼呢?
[00:17:06.000 --> 00:17:10.000]  耶穌就即時揭穿了他們的陰謀
[00:17:10.000 --> 00:17:13.000]  在安息日,醫病
[00:17:13.000 --> 00:17:17.000]  在安息日,救命,害命,行善,行惡
[00:17:17.000 --> 00:17:19.000]  是哪樣可言呢?
[00:17:19.000 --> 00:17:21.000]  你明白這句話說什麼嗎?
[00:17:21.000 --> 00:17:26.000]  其實這句話是耶穌揭穿了他們的陰謀
[00:17:26.000 --> 00:17:28.000]  他們的陰謀就是在安息日
[00:17:28.000 --> 00:17:32.000]  在猶太教的規矩裡,是不准做任何事的
[00:17:32.000 --> 00:17:34.000]  就將敷手巾推在你面前
[00:17:34.000 --> 00:17:36.000]  站在你面前
[00:17:36.000 --> 00:17:37.000]  你看看你醫不醫他
[00:17:37.000 --> 00:17:39.000]  你醫他就表示你有所行動
[00:17:39.000 --> 00:17:42.000]  有所行為的時候就犯了摩西的律法
[00:17:42.000 --> 00:17:44.000]  在安息日做錯事
[00:17:44.000 --> 00:17:46.000]  如果你不醫他的時候
[00:17:46.000 --> 00:17:48.000]  人們就說你有愛心
[00:17:48.000 --> 00:17:50.000]  有敷手巾站在你面前,把手遞給你
[00:17:50.000 --> 00:17:52.000]  你都不醫他,你真的沒有愛心
[00:17:52.000 --> 00:17:55.000]  所以無論耶穌醫他不醫他,都會用石頭扔死他
[00:17:55.000 --> 00:17:57.000]  整個是一個局
[00:17:57.000 --> 00:17:59.000]  耶穌絕對不會說
[00:17:59.000 --> 00:18:01.000]  那我今天不崇拜了,我去別的地方吧
[00:18:01.000 --> 00:18:04.000]  不會的
[00:18:04.000 --> 00:18:06.000]  他就看著他們
[00:18:06.000 --> 00:18:08.000]  正因為耶穌怒目地看著他們
[00:18:08.000 --> 00:18:11.000]  睜大眼睛來怒目地看著他們
[00:18:11.000 --> 00:18:14.000]  然後揭穿他們的錯誤
[00:18:14.000 --> 00:18:16.000]  他說你們在安息日
[00:18:16.000 --> 00:18:18.000]  究竟你們想救命還是害命
[00:18:18.000 --> 00:18:20.000]  行善還是行惡
[00:18:20.000 --> 00:18:22.000]  這兩句話是很有骨的
[00:18:22.000 --> 00:18:25.000]  你用好像救命的方式
[00:18:25.000 --> 00:18:27.000]  其實是想害我的命
[00:18:27.000 --> 00:18:30.000]  你安息日考驗我救不救人
[00:18:30.000 --> 00:18:32.000]  其實你們安息日的動機是什麼
[00:18:32.000 --> 00:18:34.000]  你們想殺人
[00:18:34.000 --> 00:18:37.000]  誰惡一點,誰可怕一點
[00:18:37.000 --> 00:18:39.000]  你們想殺人
[00:18:39.000 --> 00:18:40.000]  安息日
[00:18:40.000 --> 00:18:42.000]  你用一個救人的方式來殺人
[00:18:42.000 --> 00:18:45.000]  用一個做善事的方式來行惡
[00:18:45.000 --> 00:18:47.000]  你說是不是可怕
[00:18:47.000 --> 00:18:49.000]  耶穌當場就揭穿他們
[00:18:49.000 --> 00:18:51.000]  又怒目地看著他們
[00:18:51.000 --> 00:18:54.000]  不過我覺得馬開福音真是厲害
[00:18:54.000 --> 00:18:58.000]  如果馬開福音是按照耶穌的門徒彼得
[00:18:58.000 --> 00:19:01.000]  他自己的經歷
[00:19:01.000 --> 00:19:04.000]  然後他抄下來的話
[00:19:04.000 --> 00:19:07.000]  我相信彼得當時他真的很小心
[00:19:07.000 --> 00:19:09.000]  他看到耶穌怒目地看著這班人
[00:19:09.000 --> 00:19:12.000]  當場揭穿他們的錯誤之後
[00:19:12.000 --> 00:19:18.000]  但耶穌同時就憂心他們的肛硬
[00:19:18.000 --> 00:19:21.000]  耶穌的心是很軟的
[00:19:21.000 --> 00:19:23.000]  耶穌的手是很硬的
[00:19:23.000 --> 00:19:25.000]  你要留意這件事很奇怪
[00:19:25.000 --> 00:19:28.000]  耶穌的手很硬
[00:19:28.000 --> 00:19:29.000]  我問你
[00:19:29.000 --> 00:19:35.000]  耶穌為什麼要怒目地看著他們
[00:19:35.000 --> 00:19:37.000]  睜大眼睛問
[00:19:37.000 --> 00:19:38.000]  很生氣是吧
[00:19:38.000 --> 00:19:40.000]  不是,不要噏頭
[00:19:40.000 --> 00:19:41.000]  耶穌當然不生氣
[00:19:41.000 --> 00:19:44.000]  所以馬開就怕你搞錯
[00:19:44.000 --> 00:19:45.000]  耶穌生氣
[00:19:45.000 --> 00:19:46.000]  所以再加一句
[00:19:46.000 --> 00:19:49.000]  他心裡憂傷他們的肛硬
[00:19:49.000 --> 00:19:51.000]  當然不生氣
[00:19:51.000 --> 00:19:53.000]  生氣他們容易得他們死
[00:19:53.000 --> 00:19:54.000]  怎會擔心他們
[00:19:54.000 --> 00:19:55.000]  擔心就是關心他們
[00:19:55.000 --> 00:19:57.000]  不想他們犯錯
[00:19:57.000 --> 00:20:00.000]  耶穌的心是很軟的
[00:20:00.000 --> 00:20:02.000]  但耶穌的手可以很硬
[00:20:02.000 --> 00:20:03.000]  留心
[00:20:03.000 --> 00:20:06.000]  我們今天很多家長都做不到這件事
[00:20:06.000 --> 00:20:08.000]  他的心是很軟的
[00:20:08.000 --> 00:20:10.000]  但他的手不軟
[00:20:10.000 --> 00:20:11.000]  他的手很硬
[00:20:11.000 --> 00:20:12.000]  但他的心不硬
[00:20:12.000 --> 00:20:14.000]  你明白嗎
[00:20:14.000 --> 00:20:16.000]  路加夫人說的同樣
[00:20:16.000 --> 00:20:17.000]  耶穌很清楚說
[00:20:17.000 --> 00:20:19.000]  你們今天拒絕我
[00:20:19.000 --> 00:20:20.000]  還要殺我
[00:20:20.000 --> 00:20:23.000]  你知不知道後果很嚴重
[00:20:23.000 --> 00:20:26.000]  後果就是將來你的地變為方牆
[00:20:26.000 --> 00:20:28.000]  然後到有一天
[00:20:28.000 --> 00:20:29.000]  你發覺神要離開你
[00:20:29.000 --> 00:20:31.000]  你想找他也找不到
[00:20:31.000 --> 00:20:32.000]  直到你完全在神面前悔改
[00:20:32.000 --> 00:20:34.000]  經歷很多難處
[00:20:34.000 --> 00:20:36.000]  又說奉神命來的
[00:20:36.000 --> 00:20:37.000]  應當稱頌
[00:20:37.000 --> 00:20:38.000]  直到那一天
[00:20:38.000 --> 00:20:40.000]  你才能重新與神建立關係
[00:20:40.000 --> 00:20:43.000]  你們這樣做是有後果的
[00:20:43.000 --> 00:20:45.000]  是一種滅絕的後果
[00:20:45.000 --> 00:20:47.000]  是神離棄你的後果
[00:20:47.000 --> 00:20:49.000]  離棄神,神就離棄你
[00:20:49.000 --> 00:20:51.000]  但同樣的,同一段聖經
[00:20:51.000 --> 00:20:52.000]  聖經說什麼
[00:20:52.000 --> 00:20:54.000]  耶穌說耶路撒冷,耶路撒冷
[00:20:54.000 --> 00:20:56.000]  在馬太福音記載
[00:20:56.000 --> 00:20:58.000]  耶穌說這些話的時候
[00:20:58.000 --> 00:21:00.000]  是帶著眼淚來說的
[00:21:00.000 --> 00:21:01.000]  是哭泣來說的
[00:21:01.000 --> 00:21:02.000]  耶路撒冷,耶路撒冷
[00:21:02.000 --> 00:21:05.000]  我愛你,我關心你,才來找你
[00:21:05.000 --> 00:21:08.000]  就好像母雞要保護小雞一樣
[00:21:08.000 --> 00:21:11.000]  但只是這樣,你也不願意
[00:21:11.000 --> 00:21:13.000]  我們想將最好的給你
[00:21:13.000 --> 00:21:15.000]  將你帶到神的面前
[00:21:15.000 --> 00:21:16.000]  但你竟然拒絕
[00:21:16.000 --> 00:21:19.000]  耶穌的心很疼他們
