
[00:00:00.000 --> 00:00:05.000]  在最近一段時間我特別留意到很多不同的報導
[00:04:54.000 --> 00:04:57.000]  他們被擄掠去到巴比倫的宮廷
[00:04:57.000 --> 00:05:00.000]  要做太監
[00:05:00.000 --> 00:05:03.000]  要成為人家的奴僕
[00:05:03.000 --> 00:05:06.000]  在這些很悲哀的處境當中
[00:05:06.000 --> 00:05:08.000]  很快去到四十章的時候
[00:05:08.000 --> 00:05:10.000]  其實四十章的時候
[00:05:10.000 --> 00:05:13.000]  被擄的事情還沒有出現
[00:05:13.000 --> 00:05:15.000]  但是雖然是這樣
[00:05:15.000 --> 00:05:20.000]  神已經立刻地來發出對百姓的安慰
[00:05:20.000 --> 00:05:22.000]  沒錯要面對著艱難
[00:05:22.000 --> 00:05:24.000]  但是仍然有盼望
[00:05:24.000 --> 00:05:26.000]  一開始神告訴他們
[00:05:26.000 --> 00:05:33.000]  「你們的神說你們要安慰我的百姓」
[00:05:33.000 --> 00:05:35.000]  要安慰的不是哪些人
[00:05:35.000 --> 00:05:37.000]  是神的百姓
[00:05:37.000 --> 00:05:40.000]  沒錯要面對著神的管教
[00:05:40.000 --> 00:05:41.000]  神的刑罰
[00:05:41.000 --> 00:05:46.000]  但是仍然可以很清楚地知道一件事
[00:05:46.000 --> 00:05:50.000]  神無因此就撇棄了祂的百姓
[00:05:50.000 --> 00:05:52.000]  仍然是祂的百姓
[00:05:52.000 --> 00:05:55.000]  因為上帝仍然是我們的上帝
[00:05:55.000 --> 00:05:58.000]  仍然是我們的神
[00:05:58.000 --> 00:06:00.000]  神告訴他們「你放心
[00:06:00.000 --> 00:06:03.000]  我仍然看顧你們」
[00:06:03.000 --> 00:06:05.000]  很多時候我們會唱一首詩歌
[00:06:05.000 --> 00:06:07.000]  我偶爾會唱一首詩歌
[00:06:07.000 --> 00:06:10.000]  大家都會記得一首詩歌說
[00:06:10.000 --> 00:06:17.000]  「十家不會重過主恩典」
[00:06:17.000 --> 00:06:22.000]  沒錯有時候會遇到一種沉重的壓力
[00:06:22.000 --> 00:06:24.000]  但是不會重過主的恩典
[00:06:24.000 --> 00:06:28.000]  恩典永遠大過你要面對的十字架
[00:06:28.000 --> 00:06:32.000]  風波不會遮掩主的愛念
[00:06:32.000 --> 00:06:34.000]  沒錯突然間起了風浪
[00:06:34.000 --> 00:06:40.000]  但是神的愛不會比風浪更小
[00:06:40.000 --> 00:06:44.000]  風波也不能夠遮掩主的愛念
[00:06:44.000 --> 00:06:46.000]  有時候我們的生活
[00:06:46.000 --> 00:06:50.000]  突然間發覺出現了一些風浪
[00:06:50.000 --> 00:06:52.000]  突然間面對著一些
[00:06:52.000 --> 00:06:54.000]  好像黑雲滿佈的情況
[00:06:54.000 --> 00:06:55.000]  但是弟兄姊妹
[00:06:55.000 --> 00:06:57.000]  在這個時刻
[00:06:57.000 --> 00:07:00.000]  你記得去留意神的手
[00:07:00.000 --> 00:07:04.000]  怎樣在裡面仍然工作
[00:07:04.000 --> 00:07:07.000]  沒錯一方面知道國家要被擄掠
[00:07:07.000 --> 00:07:10.000]  但仍然留心聽
[00:07:10.000 --> 00:07:12.000]  神自己告訴我們
[00:07:12.000 --> 00:07:14.000]  你是我的百姓
[00:07:14.000 --> 00:07:16.000]  仍然告訴我們
[00:07:16.000 --> 00:07:20.000]  我們是有盼望的
[00:07:20.000 --> 00:07:24.000]  我記得早前一位姊妹
[00:07:24.000 --> 00:07:28.000]  分享到她自己家庭的情況
[00:07:28.000 --> 00:07:31.000]  突然間起了很多困難
[00:07:31.000 --> 00:07:35.000]  媽媽爸爸突然間都有重病
[00:07:35.000 --> 00:07:38.000]  不知為何家庭的家人
[00:07:38.000 --> 00:07:41.000]  突然間有這麼多病患的事情
[00:07:41.000 --> 00:07:42.000]  去到醫院的時候
[00:07:42.000 --> 00:07:45.000]  一直都要幫他們做很多打點
[00:07:45.000 --> 00:07:47.000]  一直照顧他們
[00:07:47.000 --> 00:07:48.000]  心裡也不明白
[00:07:48.000 --> 00:07:50.000]  為什麼神容許這些事情發生
[00:07:50.000 --> 00:07:53.000]  但突然間她留意到一件事情
[00:07:53.000 --> 00:07:55.000]  就是她遇到很多個
[00:07:55.000 --> 00:07:57.000]  很關心她爸爸媽媽的護士
[00:07:57.000 --> 00:08:00.000]  留意到原來他們都是基督徒
[00:08:00.000 --> 00:08:03.000]  神特別安排一些基督徒護士在身邊
[00:08:03.000 --> 00:08:05.000]  很留意地關心
[00:08:05.000 --> 00:08:08.000]  幫助她的爸爸媽媽
[00:08:08.000 --> 00:08:10.000]  沒錯要面對著一些風浪
[00:08:10.000 --> 00:08:12.000]  但突然間在風浪當中
[00:08:12.000 --> 00:08:16.000]  看到有神的手仍然托著他們
[00:08:16.000 --> 00:08:19.000]  仍然一直幫助他們去面對
[00:08:19.000 --> 00:08:21.000]  另一位姊妹說到
[00:08:21.000 --> 00:08:24.000]  突然間想不到自己的兒子
[00:08:24.000 --> 00:08:26.000]  少年人一直都很乖
[00:08:26.000 --> 00:08:28.000]  突然間跟爸爸媽媽說
[00:08:28.000 --> 00:08:31.000]  我不回教會了
[00:08:31.000 --> 00:08:32.000]  讀書也不肯
[00:08:32.000 --> 00:08:33.000]  用心讀書
[00:08:33.000 --> 00:08:35.000]  很多時候出現功課的問題
[00:08:35.000 --> 00:08:37.000]  爸爸媽媽很擔心
[00:08:37.000 --> 00:08:40.000]  為什麼突然間弟弟這麼大改變
[00:08:40.000 --> 00:08:44.000]  有人告訴她反叛期出現了
[00:08:44.000 --> 00:08:46.000]  在那個時候很擔心
[00:08:46.000 --> 00:08:48.000]  也不知道怎麼去處理
[00:08:48.000 --> 00:08:50.000]  但在自己祈禱的時候
[00:08:50.000 --> 00:08:52.000]  留意到一件事情
[00:08:52.000 --> 00:08:55.000]  想不到兒子仍然有一群好朋友在他身邊
[00:08:55.000 --> 00:08:58.000]  而且其中幾個是教徒
[00:08:58.000 --> 00:09:01.000]  都在旁邊一直關心他
[00:09:01.000 --> 00:09:06.000]  大家之間仍然可以互相鼓勵
[00:09:06.000 --> 00:09:10.000]  沒錯有些時候會出現很多不同的問題
[00:09:10.000 --> 00:09:11.000]  但留心
[00:09:11.000 --> 00:09:13.000]  在神的裡面
[00:09:13.000 --> 00:09:15.000]  祂仍然帶領著
[00:09:15.000 --> 00:09:16.000]  仍然保守著
[00:09:16.000 --> 00:09:20.000]  不要只看到眼前的環境
[00:09:20.000 --> 00:09:22.000]  這些不是事情的終局
[00:09:22.000 --> 00:09:25.000]  留心上帝要在過程當中
[00:09:25.000 --> 00:09:29.000]  要帶給你的最終的恩惠
[00:09:29.000 --> 00:09:31.000]  如果大家記得上個星期
[00:09:31.000 --> 00:09:34.000]  教會那份家信裡有一篇文章
[00:09:34.000 --> 00:09:37.000]  說到一位少年人在他少年期間
[00:09:37.000 --> 00:09:40.000]  突然間有一個問題出現
[00:09:40.000 --> 00:09:42.000]  就是產生了情緒病
[00:09:42.000 --> 00:09:45.000]  但當你看完這個見證之後
[00:09:45.000 --> 00:09:49.000]  你會看到後來的結局
[00:09:49.000 --> 00:09:51.000]  帶給我們很多的安慰
[00:09:51.000 --> 00:09:55.000]  因為上帝在我們有難處的時候
[00:09:55.000 --> 00:09:58.000]  跟我們說你們要接受安慰
[00:09:58.000 --> 00:10:00.000]  因為你是我的百姓
[00:10:00.000 --> 00:10:02.000]  是我的子民
[00:10:02.000 --> 00:10:04.000]  然後聖經再看的時候
[00:10:04.000 --> 00:10:05.000]  你會看到聖經說到
[00:10:05.000 --> 00:10:07.000]  你的罪都已經被赦免了
[00:10:07.000 --> 00:10:08.000]  第二節說
[00:10:08.000 --> 00:10:10.000]  向他宣告說
[00:10:10.000 --> 00:10:12.000]  他真正的日子已經滿了
[00:10:12.000 --> 00:10:14.000]  他的罪孽赦免了
[00:10:14.000 --> 00:10:16.000]  他為自己的一切罪
[00:10:16.000 --> 00:10:19.000]  和耶和華手中加倍受罰
[00:10:19.000 --> 00:10:23.000]  沒錯他們要面對著被擄的危險
[00:10:23.000 --> 00:10:25.000]  面對著神的管教
[00:10:25.000 --> 00:10:27.000]  但是神告訴他們知道
[00:10:27.000 --> 00:10:29.000]  已經赦免了他們的罪
[00:10:29.000 --> 00:10:32.000]  當然人犯罪之後
[00:10:32.000 --> 00:10:36.000]  神赦免了不等於一切都如常
[00:10:36.000 --> 00:10:39.000]  神會容許我們繼續承擔
[00:10:39.000 --> 00:10:43.000]  我們自己犯罪之後所帶來的後果
[00:10:43.000 --> 00:10:45.000]  大家看聖經的時候
[00:10:45.000 --> 00:10:47.000]  會留意到很多類似的事情
[00:10:47.000 --> 00:10:49.000]  例如他犯了淫亂的時候
[00:10:49.000 --> 00:10:51.000]  他殺了烏尼亞
[00:10:51.000 --> 00:10:53.000]  大家知道那件事情
[00:10:53.000 --> 00:10:55.000]  有沒有什麼後果呢?
[00:10:55.000 --> 00:10:58.000]  神透過拿丹給他提醒
[00:10:58.000 --> 00:11:00.000]  他願意面對神赦免他的罪
[00:11:00.000 --> 00:11:03.000]  但是神同時告訴他們知道
[00:11:03.000 --> 00:11:07.000]  在今後刀劍會不離開你的家
[00:11:07.000 --> 00:11:12.000]  在你的家中會興起禍患來攻擊你
[00:11:12.000 --> 00:11:14.000]  沒錯有些時候要承擔
[00:11:14.000 --> 00:11:16.000]  在罪之後的一些後果
[00:11:16.000 --> 00:11:18.000]  但是大衛在那個時候
[00:11:18.000 --> 00:11:20.000]  他接受上帝給他的安排
[00:11:20.000 --> 00:11:22.000]  他沒有埋怨
[00:11:22.000 --> 00:11:24.000]  他仍然是這樣相信
[00:11:24.000 --> 00:11:26.000]  雖然耶和華要管教我
[00:11:26.000 --> 00:11:29.000]  但是神的恩仍然是我的依靠
[00:11:29.000 --> 00:11:31.000]  所以你看到後來
[00:11:31.000 --> 00:11:33.000]  他繼續依靠神面對那些禍患
[00:11:33.000 --> 00:11:35.000]  到新約的時候
[00:11:35.000 --> 00:11:37.000]  當聖經講述大衛的時候
[00:11:37.000 --> 00:11:40.000]  仍然稱他為合神心意的人
[00:11:40.000 --> 00:11:44.000]  仍然在神面前是蒙神恩惠的人
[00:11:44.000 --> 00:11:46.000]  但是那些所謂
[00:11:46.000 --> 00:11:48.000]  聖經所提及的爭戰的日子
[00:11:48.000 --> 00:11:50.000]  那些苦難的日子
[00:11:50.000 --> 00:11:53.000]  是會有它的界限
[00:11:53.000 --> 00:11:56.000]  到了滿了的時候
[00:11:56.000 --> 00:11:57.000]  上帝告訴他們知道
[00:11:57.000 --> 00:12:00.000]  你放心我仍然在你的裡面
[00:12:00.000 --> 00:12:02.000]  赦免你的罪
[00:12:02.000 --> 00:12:05.000]  要看顧、要保守、要恩待你
[00:12:05.000 --> 00:12:10.000]  我們敢不敢讀耶利米書
[00:12:10.000 --> 00:12:11.000]  如果大家會留意到
[00:12:11.000 --> 00:12:13.000]  二十九章我們上上講
[00:12:13.000 --> 00:12:16.000]  神向我們所懷的意念
[00:12:16.000 --> 00:12:18.000]  是什麼意念?
[00:12:18.000 --> 00:12:21.000]  是賜平安的意念
[00:12:21.000 --> 00:12:23.000]  幸好有些時候面對一些事情
[00:12:23.000 --> 00:12:25.000]  不明白為什麼會發生一些事情
[00:12:25.000 --> 00:12:27.000]  但是神告訴我們知道
[00:12:27.000 --> 00:12:29.000]  祂所給我們所面對的
[00:12:29.000 --> 00:12:32.000]  一切一切不是要降災禍的
[00:12:32.000 --> 00:12:34.000]  是賜平安的
[00:12:34.000 --> 00:12:38.000]  是叫我們沒後有子亡
[00:12:38.000 --> 00:12:41.000]  叫我們可以得著神給我們的平安
[00:12:41.000 --> 00:12:43.000]  至終領受祂的恩惠
[00:12:43.000 --> 00:12:45.000]  因此仍然可以坦然的
[00:12:45.000 --> 00:12:48.000]  放心的去面對
[00:12:48.000 --> 00:12:50.000]  然後聖經再講
[00:12:50.000 --> 00:12:51.000]  你要留心
[00:12:51.000 --> 00:12:52.000]  上帝告訴你知道
[00:12:52.000 --> 00:12:54.000]  在赦罪之後
[00:12:54.000 --> 00:12:57.000]  我們可以重新歸回到
[00:12:57.000 --> 00:13:00.000]  上帝的平安和榮耀裡面
[00:13:00.000 --> 00:13:05.000]  接著大家看看第四節
[00:13:05.000 --> 00:13:08.000]  不如大家一起讀讀第四節
[00:13:08.000 --> 00:13:11.000]  一切山窪都要填滿
[00:13:11.000 --> 00:13:14.000]  大小山崗都要削平
[00:13:14.000 --> 00:13:17.000]  高高低低的要改為平坦
[00:13:17.000 --> 00:13:21.000]  崎嶇崎嶇的必成為平原
[00:13:21.000 --> 00:13:24.000]  好像在說一些山路
[00:13:24.000 --> 00:13:25.000]  聖經當時裡面
[00:13:25.000 --> 00:13:27.000]  向著一群以色列人說
[00:13:27.000 --> 00:13:28.000]  沒錯他們將要面對著
[00:13:28.000 --> 00:13:32.000]  很嚴重的一個管教的問題
[00:13:32.000 --> 00:13:35.000]  他們被擄到去外邦的地方
[00:13:35.000 --> 00:13:37.000]  他們能夠回到自己的故土
[00:13:37.000 --> 00:13:39.000]  機會很微
[00:13:39.000 --> 00:13:42.000]  而且是很艱難的事情
[00:13:42.000 --> 00:13:44.000]  好像一條路有高山阻擋
[00:13:44.000 --> 00:13:47.000]  有低窪難阻住
[00:13:47.000 --> 00:13:49.000]  但是上帝告訴他們知道
[00:13:49.000 --> 00:13:51.000]  這些高山會削平
[00:13:51.000 --> 00:13:53.000]  這些低窪會填滿
[00:13:53.000 --> 00:13:55.000]  你會重新有一條平坦的路
[00:13:55.000 --> 00:13:58.000]  回到上帝給你的家園
[00:13:58.000 --> 00:14:01.000]  回到平安之處
[00:14:01.000 --> 00:14:04.000]  上帝裡面沒有能力
[00:14:04.000 --> 00:14:10.000]  祂會賜你重新得著平安
[00:14:10.000 --> 00:14:12.000]  我想回到一位弟兄
[00:14:12.000 --> 00:14:14.000]  最近留意到他的見證
[00:14:14.000 --> 00:14:16.000]  這位弟兄講述到
[00:14:16.000 --> 00:14:18.000]  他每次回來教會崇拜的時候
[00:14:18.000 --> 00:14:21.000]  都覺得很不舒服
[00:14:21.000 --> 00:14:24.000]  覺得很尷尬
[00:14:24.000 --> 00:14:25.000]  為什麼呢?
[00:14:25.000 --> 00:14:28.000]  因為他知道自己平時的生活
[00:14:28.000 --> 00:14:32.000]  和教會的生活是很大的分別
[00:14:32.000 --> 00:14:34.000]  他做生意的平時一至六
[00:14:34.000 --> 00:14:36.000]  在中國內地生活
[00:14:36.000 --> 00:14:39.000]  周末回來香港陪家人
[00:14:39.000 --> 00:14:42.000]  但是平時在內地的時候
[00:14:42.000 --> 00:14:44.000]  因為做生意和很多朋友
[00:14:44.000 --> 00:14:46.000]  經常上夜總會
[00:14:46.000 --> 00:14:49.000]  喝酒、吸煙
[00:14:49.000 --> 00:14:53.000]  用他的話說和女士們互運
[00:14:53.000 --> 00:14:55.000]  經常是這樣生活的
[00:14:55.000 --> 00:14:57.000]  但星期天回到教會
[00:14:57.000 --> 00:14:58.000]  拿著一本聖經的時候
[00:14:58.000 --> 00:15:00.000]  雖然在讀聖經
[00:15:00.000 --> 00:15:02.000]  但心裡很混亂
[00:15:02.000 --> 00:15:05.000]  為什麼會這樣呢?
[00:15:05.000 --> 00:15:07.000]  直到有一次
[00:15:07.000 --> 00:15:10.000]  當他遇到一群教徒的商人
[00:15:10.000 --> 00:15:13.000]  他們大家一起都講到神的恩惠
[00:15:13.000 --> 00:15:15.000]  一直講他們怎樣經歷上帝
[00:15:15.000 --> 00:15:17.000]  改變他們、幫助他們
[00:15:17.000 --> 00:15:20.000]  因為突然間心中有一種醒察
[00:15:20.000 --> 00:15:22.000]  上帝有能力可以幫助我
[00:15:22.000 --> 00:15:26.000]  為什麼我還是維持在這樣的處境呢?
[00:15:26.000 --> 00:15:28.000]  後來他就重新向神認罪
[00:15:28.000 --> 00:15:32.000]  也真的經歷上帝給他的幫助改變過來
[00:15:32.000 --> 00:15:33.000]  其中一件事情
[00:15:33.000 --> 00:15:36.000]  他最大的一種經歷就是
[00:15:36.000 --> 00:15:38.000]  他以前很清楚知道
[00:15:38.000 --> 00:15:40.000]  如果不是用黑錢
[00:15:40.000 --> 00:15:42.000]  做不到生意
[00:15:42.000 --> 00:15:44.000]  在內地做生意
[00:15:44.000 --> 00:15:45.000]  不去賄賂一下
[00:15:45.000 --> 00:15:47.000]  你不用做了
[00:15:47.000 --> 00:15:49.000]  但後來他經歷到
[00:15:49.000 --> 00:15:50.000]  他可以不需要這樣做
[00:15:50.000 --> 00:15:52.000]  仍然做到生意
[00:15:52.000 --> 00:15:54.000]  後來有一次有位朋友
[00:15:54.000 --> 00:15:56.000]  走過來和他聊天
[00:15:56.000 --> 00:15:58.000]  你做投資的
[00:15:58.000 --> 00:16:00.000]  你不如安排你們公司
[00:16:00.000 --> 00:16:02.000]  投資在我的項目上
[00:16:02.000 --> 00:16:05.000]  我一定不會虧待你的
[00:16:05.000 --> 00:16:08.000]  他很明白對方在說什麼
[00:16:08.000 --> 00:16:11.000]  也很快這位弟兄就對對方說
[00:16:11.000 --> 00:16:13.000]  你不用這樣做的
[00:16:13.000 --> 00:16:15.000]  我過去這樣做
[00:16:15.000 --> 00:16:17.000]  不過現在不用了
[00:16:17.000 --> 00:16:19.000]  上帝幫助我們
[00:16:19.000 --> 00:16:22.000]  他會保守我們
[00:16:22.000 --> 00:16:24.000]  他說為什麼?
[00:16:24.000 --> 00:16:26.000]  以前我也是去教會的
[00:16:26.000 --> 00:16:28.000]  不過現在沒有去了
[00:16:28.000 --> 00:16:31.000]  不如大家談談怎樣做吧
[00:16:31.000 --> 00:16:33.000]  後來這位朋友也去了
[00:16:33.000 --> 00:16:35.000]  重新返回教會
[00:16:35.000 --> 00:16:37.000]  也因此順住
[00:16:37.000 --> 00:16:38.000]  當我聽到他的見證的時候
[00:16:38.000 --> 00:16:40.000]  我就會想
[00:16:40.000 --> 00:16:43.000]  有很多不同的弟兄姊妹都經歷過
[00:16:43.000 --> 00:16:45.000]  當他們心裏知道
[00:16:45.000 --> 00:16:48.000]  來到尋求神
[00:16:48.000 --> 00:16:50.000]  不單經歷神給他們赦罪
[00:16:50.000 --> 00:16:52.000]  也給他們有一種
[00:16:52.000 --> 00:16:54.000]  生命當中的力量
[00:16:54.000 --> 00:16:57.000]  可以一步步走出來
[00:16:57.000 --> 00:16:59.000]  而且可以走回平坦的路
[00:16:59.000 --> 00:17:02.000]  去耶路撒冷
[00:17:02.000 --> 00:17:06.000]  去神給他們蒙恩的路上
[00:17:06.000 --> 00:17:08.000]  因為上帝是有能力的
[00:17:08.000 --> 00:17:12.000]  他能夠將一切障礙清除
[00:17:12.000 --> 00:17:13.000]  因此在第五節就說
[00:17:13.000 --> 00:17:17.000]  耶和華的榮耀必然顯現
[00:17:17.000 --> 00:17:19.000]  彰顯在我們生命當中
[00:17:19.000 --> 00:17:21.000]  而且其他有血氣的人
[00:17:21.000 --> 00:17:22.000]  一同看見
[00:17:22.000 --> 00:17:25.000]  也知道是神的工作
[00:17:25.000 --> 00:17:28.000]  上帝可以帶著能力赦罪之餘
[00:17:28.000 --> 00:17:30.000]  讓我們可以重新走回
[00:17:30.000 --> 00:17:33.000]  一條平安的路上
[00:17:33.000 --> 00:17:35.000]  你再讀下去
[00:17:35.000 --> 00:17:37.000]  在整個講道不單這樣
[00:17:37.000 --> 00:17:40.000]  神的道也超越了我們的軟弱
[00:17:40.000 --> 00:17:42.000]  在第六節
[00:17:42.000 --> 00:17:45.000]  有人聲說:你喊叫吧
[00:17:45.000 --> 00:17:48.000]  有一個說:我喊叫甚麼?
[00:17:48.000 --> 00:17:50.000]  然後這把聲音就說
[00:17:50.000 --> 00:17:53.000]  凡有血氣的盡都如草
[00:17:53.000 --> 00:17:56.000]  他的美容都像野地的花
[00:17:56.000 --> 00:17:59.000]  草必枯乾 花必凋殘
[00:17:59.000 --> 00:18:01.000]  因為耶和華的氣吹在旗上
[00:18:01.000 --> 00:18:04.000]  百姓成言是草
[00:18:04.000 --> 00:18:05.000]  第八節一起讀
[00:18:05.000 --> 00:18:08.000]  草必枯乾 花必凋殘
[00:18:08.000 --> 00:18:13.000]  唯有我們神的話必永遠立定
[00:18:13.000 --> 00:18:17.000]  小英提到人是草
[00:18:17.000 --> 00:18:22.000]  是短暫即逝的生命
[00:18:22.000 --> 00:18:25.000]  這些草可能有些人覺得
[00:18:25.000 --> 00:18:27.000]  我不是一般的草
[00:18:27.000 --> 00:18:31.000]  我是貴價的草
[00:18:31.000 --> 00:18:35.000]  我是巨富 有錢的
[00:18:35.000 --> 00:18:38.000]  我不是一般的殘草
[00:18:38.000 --> 00:18:43.000]  我是莊王滿有榮耀的靚草
[00:18:43.000 --> 00:18:49.000]  我是君王 我是總統 我是總裁
[00:18:49.000 --> 00:18:55.000]  最近我們都聽到香港一位巨富離世的消息
[00:18:55.000 --> 00:18:59.000]  你都很難想像一個人擁有一千億
[00:18:59.000 --> 00:19:03.000]  但是無論怎樣都要過去
[00:19:03.000 --> 00:19:07.000]  聖經說:凡有血氣的盡都如草
[00:19:07.000 --> 00:19:10.000]  它的尾榮如草上的花
[00:19:10.000 --> 00:19:15.000]  野地的花 很快就會枯乾凋謝
[00:19:15.000 --> 00:19:17.000]  有些時候我們都不察覺
[00:19:17.000 --> 00:19:23.000]  這個世界最重要的追求就是草
[00:19:23.000 --> 00:19:26.000]  最重要的倚靠都是草
[00:19:26.000 --> 00:19:28.000]  有些時候我們都不察覺
