
[00:00:00.000 --> 00:00:07.000]  各位兄弟姐妹平安,我們分享這個題目
[00:02:49.000 --> 00:02:51.000]  是神的兒子
[00:02:51.000 --> 00:02:53.000]  所以耶穌看到第二章
[00:02:53.000 --> 00:02:55.000]  當祂繼續全道
[00:02:55.000 --> 00:02:57.000]  好像同樣在做一件事
[00:02:57.000 --> 00:03:00.000]  祂挑戰權勢
[00:03:00.000 --> 00:03:02.000]  不同意祂的人
[00:03:02.000 --> 00:03:04.000]  祂的反應
[00:03:04.000 --> 00:03:06.000]  其實跟一位主
[00:03:06.000 --> 00:03:08.000]  同樣的教導
[00:03:08.000 --> 00:03:10.000]  有些人得醫治蒙恩
[00:03:10.000 --> 00:03:15.000]  甚至因為覺得很驚訝
[00:03:15.000 --> 00:03:17.000]  之後祂讚美神
[00:03:17.000 --> 00:03:19.000]  但另一方面
[00:03:19.000 --> 00:03:23.000]  有些人是越來越憂慮
[00:03:23.000 --> 00:03:25.000]  很多反對,拒絕
[00:03:25.000 --> 00:03:28.000]  甚至說耶穌的問題
[00:03:28.000 --> 00:03:30.000]  但我們細心看聖經
[00:03:30.000 --> 00:03:33.000]  知道這些問題才在他們身上
[00:03:33.000 --> 00:03:35.000]  所以同樣的故事
[00:03:35.000 --> 00:03:37.000]  好像信息
[00:03:37.000 --> 00:03:39.000]  同樣的主離道
[00:03:39.000 --> 00:03:41.000]  是恩典的記號
[00:03:41.000 --> 00:03:43.000]  還是
[00:03:43.000 --> 00:03:45.000]  優秀的記號
[00:03:45.000 --> 00:03:47.000]  大概五個故事
[00:03:47.000 --> 00:03:49.000]  今天想和大家分享兩個
[00:03:49.000 --> 00:03:51.000]  關於圍繞著
[00:03:51.000 --> 00:03:55.000]  當耶穌所教導
[00:03:55.000 --> 00:03:57.000]  就好像一個優惠碼
[00:03:57.000 --> 00:03:59.000]  甚至好過
[00:03:59.000 --> 00:04:01.000]  但你不知道就當垃圾
[00:04:01.000 --> 00:04:03.000]  扔掉,忽略了
[00:04:03.000 --> 00:04:05.000]  那些才是寶
[00:04:05.000 --> 00:04:07.000]  第一章的聖經
[00:04:07.000 --> 00:04:10.000]  有少少結構去看
[00:04:10.000 --> 00:04:13.000]  好像不相關的故事
[00:04:13.000 --> 00:04:15.000]  後面幾個故事比較相關
[00:04:15.000 --> 00:04:17.000]  安息日
[00:04:17.000 --> 00:04:19.000]  結構的中心是新舊
[00:04:19.000 --> 00:04:21.000]  新的道理
[00:04:21.000 --> 00:04:23.000]  上次第一章
[00:04:23.000 --> 00:04:25.000]  是舊有的
[00:04:25.000 --> 00:04:27.000]  要更新改變過來
[00:04:27.000 --> 00:04:29.000]  而對應前後
[00:04:29.000 --> 00:04:31.000]  都是說醫治
[00:04:31.000 --> 00:04:33.000]  關於食的問題
[00:04:33.000 --> 00:04:35.000]  其實
[00:04:35.000 --> 00:04:37.000]  在這裡
[00:04:37.000 --> 00:04:39.000]  有沒有什麼值得我們反思
[00:04:39.000 --> 00:04:41.000]  原來真正的信仰
[00:04:41.000 --> 00:04:43.000]  來到
[00:04:43.000 --> 00:04:45.000]  主對我們有的要求
[00:04:45.000 --> 00:04:47.000]  卻是為了我們的益處
[00:04:47.000 --> 00:04:49.000]  而在這一連串的衝突
[00:04:49.000 --> 00:04:51.000]  矛盾
[00:04:51.000 --> 00:04:53.000]  那些不明白、不接受
[00:04:53.000 --> 00:04:55.000]  甚至拒絕,反而是優秀
[00:04:55.000 --> 00:04:57.000]  但我有前設知道耶穌不會陷害我們
[00:04:57.000 --> 00:04:59.000]  說俗語一點
[00:04:59.000 --> 00:05:01.000]  不會找我們笨
[00:05:01.000 --> 00:05:03.000]  或者
[00:05:03.000 --> 00:05:05.000]  將好的東西
[00:05:05.000 --> 00:05:07.000]  但如果我們走了另一邊的路線
[00:05:07.000 --> 00:05:09.000]  忽略了
[00:05:09.000 --> 00:05:11.000]  所以信息離不開
[00:05:11.000 --> 00:05:13.000]  第一、二段
[00:05:13.000 --> 00:05:15.000]  定罪和赦罪的問題
[00:05:15.000 --> 00:05:17.000]  第二個故事
[00:05:17.000 --> 00:05:19.000]  是罪人和義人的問題
[00:05:19.000 --> 00:05:21.000]  第一故事
[00:05:21.000 --> 00:05:23.000]  其實耶穌傳道
[00:05:23.000 --> 00:05:25.000]  過了一日子,來到加伯隆的地方
[00:05:25.000 --> 00:05:27.000]  很多人來到
[00:05:27.000 --> 00:05:29.000]  聽到甚至回家
[00:05:29.000 --> 00:05:31.000]  都遺罪到家
[00:05:31.000 --> 00:05:33.000]  門口都
[00:05:33.000 --> 00:05:35.000]  容不下人
[00:05:35.000 --> 00:05:37.000]  沒有特別說多少人
[00:05:37.000 --> 00:05:39.000]  總之很多
[00:05:39.000 --> 00:05:41.000]  相對我估當時的門
[00:05:41.000 --> 00:05:43.000]  有些空地都站滿了人
[00:05:43.000 --> 00:05:45.000]  幾十人?一百人?
[00:05:45.000 --> 00:05:47.000]  不知道
[00:05:47.000 --> 00:05:49.000]  但多到接近不了身的時間
[00:05:49.000 --> 00:05:51.000]  這段落真正的故事
[00:05:51.000 --> 00:05:53.000]  重要的地方
[00:05:53.000 --> 00:05:55.000]  就是講到第三節
[00:05:55.000 --> 00:05:57.000]  有一些人
[00:05:57.000 --> 00:05:59.000]  應該四個或以上
[00:05:59.000 --> 00:06:01.000]  在後面說
[00:06:01.000 --> 00:06:03.000]  這四個人將
[00:06:03.000 --> 00:06:05.000]  這一個癱瘓了的人
[00:06:05.000 --> 00:06:07.000]  帶到來找耶穌
[00:06:07.000 --> 00:06:09.000]  由於人多
[00:06:09.000 --> 00:06:11.000]  第四節說他們無法靠近耶穌
[00:06:11.000 --> 00:06:13.000]  就將
[00:06:13.000 --> 00:06:15.000]  耶穌的屋頂拆掉
[00:06:15.000 --> 00:06:17.000]  就將
[00:06:17.000 --> 00:06:19.000]  癱瘓的
[00:06:19.000 --> 00:06:21.000]  癱子吊了下去
[00:06:21.000 --> 00:06:25.000]  這也是
[00:06:25.000 --> 00:06:27.000]  頗大工程的一個動作
[00:06:27.000 --> 00:06:29.000]  如果你是耶穌
[00:06:29.000 --> 00:06:31.000]  會有什麼反應?
[00:06:31.000 --> 00:06:33.000]  喂!我
[00:06:33.000 --> 00:06:35.000]  開會
[00:06:35.000 --> 00:06:37.000]  還是在說道
[00:06:37.000 --> 00:06:39.000]  在查經
[00:06:39.000 --> 00:06:41.000]  你們在幹什麼?
[00:06:41.000 --> 00:06:43.000]  可能你說
[00:06:43.000 --> 00:06:45.000]  很迫切,癱子很需要找耶穌
[00:06:45.000 --> 00:06:47.000]  你說打尖嗎?
[00:06:47.000 --> 00:06:49.000]  前面的人一早就來到門口
[00:06:49.000 --> 00:06:51.000]  都未能靠近
[00:06:51.000 --> 00:06:53.000]  無論如何
[00:06:53.000 --> 00:06:55.000]  第五節是講耶穌的回應
[00:06:55.000 --> 00:06:57.000]  很有意思
[00:06:57.000 --> 00:06:59.000]  看見他們的信心
[00:06:59.000 --> 00:07:01.000]  無論那四個人
[00:07:01.000 --> 00:07:03.000]  或癱子就對癱子說
[00:07:03.000 --> 00:07:05.000]  孩子,你的罪赦免了
[00:07:05.000 --> 00:07:07.000]  花了那麼多功夫來到
[00:07:07.000 --> 00:07:09.000]  明顯
[00:07:09.000 --> 00:07:11.000]  相信人之常情
[00:07:11.000 --> 00:07:13.000]  他想什麼?
[00:07:13.000 --> 00:07:15.000]  得到醫治或能夠
[00:07:15.000 --> 00:07:17.000]  重新站起來
[00:07:17.000 --> 00:07:19.000]  有沒有留意第五節耶穌的回應?
[00:07:19.000 --> 00:07:23.000]  孩子,你的罪赦免了
[00:07:23.000 --> 00:07:25.000]  孩子,你
[00:07:25.000 --> 00:07:27.000]  站起來
[00:07:27.000 --> 00:07:31.000]  讓我們去買東西吃
[00:07:31.000 --> 00:07:33.000]  我明明買雞尖
[00:07:33.000 --> 00:07:35.000]  老闆娘夾了一個
[00:07:35.000 --> 00:07:37.000]  燒鵝髀給你
[00:07:37.000 --> 00:07:39.000]  你會不會生氣?
[00:07:39.000 --> 00:07:41.000]  除非你不吃我
[00:07:41.000 --> 00:07:43.000]  正常,貪心一點
[00:07:43.000 --> 00:07:45.000]  吃肉素吧,燒鵝髀
[00:07:45.000 --> 00:07:47.000]  還是我很喜歡吃雞尖
[00:07:47.000 --> 00:07:49.000]  你這樣給我燒鵝髀
[00:07:49.000 --> 00:07:51.000]  對應不到
[00:07:51.000 --> 00:07:53.000]  吃物也要還食物
[00:07:53.000 --> 00:07:55.000]  否則我買雞尖
[00:07:55.000 --> 00:07:57.000]  他給了一瓶
[00:07:57.000 --> 00:07:59.000]  紅酒
[00:07:59.000 --> 00:08:01.000]  名貴紅酒
[00:08:01.000 --> 00:08:03.000]  我買雞尖
[00:08:03.000 --> 00:08:05.000]  可能當時他也不明白
[00:08:05.000 --> 00:08:07.000]  不知道
[00:08:07.000 --> 00:08:09.000]  我們看的時候不明白
[00:08:09.000 --> 00:08:11.000]  你醫治他就行了
[00:08:11.000 --> 00:08:13.000]  你不是沒有做過
[00:08:13.000 --> 00:08:15.000]  耶穌之前也醫治過很多病患的人
[00:08:15.000 --> 00:08:17.000]  甚至
[00:08:17.000 --> 00:08:19.000]  為什麼這樣回應我?
[00:08:19.000 --> 00:08:21.000]  我們先看看
[00:08:21.000 --> 00:08:23.000]  猶太人的觀念
[00:08:23.000 --> 00:08:25.000]  病患直接和罪
[00:08:25.000 --> 00:08:27.000]  往往他們會想有關
[00:08:27.000 --> 00:08:29.000]  會不會是這個原因
[00:08:29.000 --> 00:08:31.000]  耶穌明白
[00:08:31.000 --> 00:08:33.000]  人應該最需要
[00:08:33.000 --> 00:08:35.000]  最渴望
[00:08:35.000 --> 00:08:37.000]  其實是罪得赦免
[00:08:37.000 --> 00:08:39.000]  所以耶穌用最好的
[00:08:39.000 --> 00:08:41.000]  最重要的禮物回應他
[00:08:41.000 --> 00:08:43.000]  所以特別看到
[00:08:43.000 --> 00:08:45.000]  你這麼有信心
[00:08:45.000 --> 00:08:47.000]  千方百計用盡方法
[00:08:47.000 --> 00:08:49.000]  竟然拆了屋頂也要來找我
[00:08:49.000 --> 00:08:51.000]  他看到信心
[00:08:51.000 --> 00:08:53.000]  用最寶貴的回應他
[00:08:53.000 --> 00:08:55.000]  就是罪得赦免
[00:08:55.000 --> 00:08:57.000]  福音我也知道是一份禮物
[00:08:57.000 --> 00:08:59.000]  赦免罪
[00:08:59.000 --> 00:09:01.000]  事實上是
[00:09:01.000 --> 00:09:03.000]  如果我們人生的罪重擔
[00:09:03.000 --> 00:09:05.000]  除去了
[00:09:05.000 --> 00:09:07.000]  比起我們只能夠健康行走
[00:09:07.000 --> 00:09:09.000]  可能更加有那種自由
[00:09:09.000 --> 00:09:11.000]  但這當然
[00:09:11.000 --> 00:09:13.000]  我們去看
[00:09:13.000 --> 00:09:15.000]  正常也想
[00:09:15.000 --> 00:09:17.000]  重新站起來
[00:09:17.000 --> 00:09:19.000]  故事未完
[00:09:19.000 --> 00:09:21.000]  到了第六節
[00:09:21.000 --> 00:09:23.000]  有幾位律法師
[00:09:23.000 --> 00:09:25.000]  吃了新的定點
[00:09:25.000 --> 00:09:27.000]  心裡想
[00:09:27.000 --> 00:09:29.000]  很特別
[00:09:29.000 --> 00:09:31.000]  他們想什麼
[00:09:31.000 --> 00:09:33.000]  耶穌也心裡想
[00:09:33.000 --> 00:09:35.000]  他們想什麼
[00:09:35.000 --> 00:09:37.000]  為什麼耶穌說話說褻瀆
[00:09:37.000 --> 00:09:39.000]  除了神以外
[00:09:39.000 --> 00:09:41.000]  誰會赦罪
[00:09:41.000 --> 00:09:43.000]  頭期太陽觀念也很清晰
[00:09:43.000 --> 00:09:45.000]  他們的看法是
[00:09:45.000 --> 00:09:47.000]  誰有赦罪的權柄
[00:09:47.000 --> 00:09:49.000]  只有上帝
[00:09:49.000 --> 00:09:51.000]  只有神才有
[00:09:51.000 --> 00:09:53.000]  所以他們的理解
[00:09:53.000 --> 00:09:55.000]  耶穌說赦免罪得赦免
[00:09:55.000 --> 00:09:57.000]  他們覺得這個人說話
[00:09:57.000 --> 00:09:59.000]  是褻瀆的神話
[00:09:59.000 --> 00:10:01.000]  換句話說
[00:10:01.000 --> 00:10:03.000]  耶穌說自己是神
[00:10:03.000 --> 00:10:05.000]  這是事實
[00:10:05.000 --> 00:10:07.000]  但他們不知道
[00:10:07.000 --> 00:10:09.000]  覺得耶穌說了褻瀆的話
[00:10:09.000 --> 00:10:11.000]  心裡就說
[00:10:11.000 --> 00:10:13.000]  對他們來說
[00:10:13.000 --> 00:10:15.000]  這事你們心裡為什麼想呢?
[00:10:15.000 --> 00:10:17.000]  褻瀆的話
[00:10:17.000 --> 00:10:19.000]  可以說是翻譯為淺妄的話
[00:10:19.000 --> 00:10:23.000]  指的是神行的事
[00:10:23.000 --> 00:10:25.000]  為什麼他會用
[00:10:25.000 --> 00:10:27.000]  這樣的說話
[00:10:27.000 --> 00:10:29.000]  說我有赦罪的權柄
[00:10:29.000 --> 00:10:31.000]  是神呢?
[00:10:31.000 --> 00:10:33.000]  當耶穌的回應
[00:10:33.000 --> 00:10:35.000]  第一,為什麼你們這麼想呢?
[00:10:35.000 --> 00:10:37.000]  接著
[00:10:39.000 --> 00:10:41.000]  耶穌提出一個問題
[00:10:41.000 --> 00:10:45.000]  在第九節
[00:10:45.000 --> 00:10:47.000]  他問問題是什麼呢?
[00:10:47.000 --> 00:10:49.000]  對譚嗣說你們的罪赦免了
[00:10:49.000 --> 00:10:51.000]  比較容易
[00:10:51.000 --> 00:10:53.000]  還是拿起你的玉子行走比較容易呢?
[00:10:53.000 --> 00:10:55.000]  你覺得哪樣比較容易呢?
[00:10:55.000 --> 00:10:59.000]  說我赦免你的罪
[00:10:59.000 --> 00:11:01.000]  還是起身行走
[00:11:01.000 --> 00:11:05.000]  赦免罪比較容易
[00:11:05.000 --> 00:11:07.000]  只是說而已
[00:11:07.000 --> 00:11:09.000]  又很合邏輯
[00:11:09.000 --> 00:11:13.000]  又量度不到
[00:11:13.000 --> 00:11:15.000]  我對著你,其實我沒有生你的氣
[00:11:15.000 --> 00:11:17.000]  是不是呢?
[00:11:17.000 --> 00:11:19.000]  你們就說
[00:11:19.000 --> 00:11:21.000]  很生氣
[00:11:21.000 --> 00:11:23.000]  又大方
[00:11:23.000 --> 00:11:25.000]  沒有生你的氣
[00:11:25.000 --> 00:11:27.000]  真還是假呢?
[00:11:27.000 --> 00:11:29.000]  只是說而已
[00:11:29.000 --> 00:11:33.000]  但起身行走
[00:11:33.000 --> 00:11:35.000]  可量度
[00:11:35.000 --> 00:11:37.000]  起身行走
[00:11:37.000 --> 00:11:39.000]  是看得很實在的
[00:11:39.000 --> 00:11:41.000]  不過聰明的你
[00:11:41.000 --> 00:11:43.000]  可能馬上想
[00:11:43.000 --> 00:11:45.000]  猶太人,特別是律法教師
[00:11:45.000 --> 00:11:47.000]  不是這樣想的
[00:11:47.000 --> 00:11:49.000]  因為他們的信仰標準
[00:11:49.000 --> 00:11:51.000]  赦罪是
[00:11:51.000 --> 00:11:53.000]  唯有上帝才能做到
[00:11:53.000 --> 00:11:55.000]  唯有神才能做到
[00:11:55.000 --> 00:11:57.000]  換句話說,沒有人能做到的事情
[00:11:57.000 --> 00:11:59.000]  才是最困難的
[00:11:59.000 --> 00:12:03.000]  沒有人能做到
[00:12:03.000 --> 00:12:05.000]  沒有權並赦罪的權柄
[00:12:05.000 --> 00:12:09.000]  所以耶穌並不是想
[00:12:09.000 --> 00:12:11.000]  終極化
[00:12:11.000 --> 00:12:13.000]  最後做公正
[00:12:13.000 --> 00:12:15.000]  哪一件事比較難
[00:12:15.000 --> 00:12:17.000]  而是思考問題
[00:12:17.000 --> 00:12:19.000]  讓在場人士一起思考
[00:12:19.000 --> 00:12:23.000]  無論出於赦罪
[00:12:23.000 --> 00:12:25.000]  或醫治的權柄
[00:12:25.000 --> 00:12:27.000]  都是出於神
[00:12:27.000 --> 00:12:29.000]  都是從耶穌他們眼前
[00:12:29.000 --> 00:12:31.000]  這位耶穌基督
[00:12:31.000 --> 00:12:33.000]  擁有權柄並施行
[00:12:33.000 --> 00:12:37.000]  所以在十一、十二節
[00:12:37.000 --> 00:12:39.000]  他隨即說
[00:12:39.000 --> 00:12:41.000]  我對你說起來,拿起你的玉子回家去
[00:12:41.000 --> 00:12:45.000]  那一人就起來,立起那一玉子
[00:12:45.000 --> 00:12:47.000]  當著大家的面出去
[00:12:47.000 --> 00:12:49.000]  大家都很詫異,讚頌神說
[00:12:49.000 --> 00:12:51.000]  這樣的事我們從來沒有見過
[00:12:51.000 --> 00:12:53.000]  這有些很正面
[00:12:53.000 --> 00:12:55.000]  進階的地方不是驚訝
[00:12:55.000 --> 00:12:57.000]  雖然仍然詫異
[00:12:57.000 --> 00:12:59.000]  但他們開始跟到
[00:12:59.000 --> 00:13:01.000]  或連接到
[00:13:01.000 --> 00:13:03.000]  這件事並不簡單
[00:13:03.000 --> 00:13:05.000]  是出於神的作為
[00:13:05.000 --> 00:13:07.000]  或耶穌會不會就是
[00:13:07.000 --> 00:13:09.000]  主的神
[00:13:09.000 --> 00:13:11.000]  祂才做到這件事
[00:13:11.000 --> 00:13:13.000]  耶穌直接結束這故事
[00:13:13.000 --> 00:13:15.000]  是吩咐他
[00:13:15.000 --> 00:13:17.000]  拿起玉子出來
[00:13:17.000 --> 00:13:19.000]  行走起來
[00:13:19.000 --> 00:13:21.000]  那動作是一種
[00:13:21.000 --> 00:13:23.000]  神的動作
[00:13:23.000 --> 00:13:25.000]  祂在那裡
[00:13:25.000 --> 00:13:27.000]  祂在那裡
[00:13:27.000 --> 00:13:29.000]  那動作是
[00:13:29.000 --> 00:13:31.000]  進行中的狀況
[00:13:31.000 --> 00:13:33.000]  不是一閃
[00:13:33.000 --> 00:13:35.000]  坐下來
[00:13:35.000 --> 00:13:37.000]  或彈下來
[00:13:37.000 --> 00:13:39.000]  所以他們很自然流露
[00:13:39.000 --> 00:13:41.000]  讚頌神的作為
[00:13:41.000 --> 00:13:43.000]  而不是像那些
[00:13:43.000 --> 00:13:45.000]  要定耶穌罪
[00:13:45.000 --> 00:13:47.000]  如果這個主題的重點
[00:13:47.000 --> 00:13:49.000]  是定罪和赦罪
[00:13:49.000 --> 00:13:51.000]  耶穌是赦罪那位有權柄
[00:13:51.000 --> 00:13:53.000]  先赦免
[00:13:53.000 --> 00:13:55.000]  這個彈子的罪
[00:13:55.000 --> 00:13:57.000]  使祂起來行走
[00:13:57.000 --> 00:13:59.000]  而那些
[00:13:59.000 --> 00:14:01.000]  律法教師
[00:14:01.000 --> 00:14:03.000]  的心裡
[00:14:03.000 --> 00:14:05.000]  卻是要定
[00:14:05.000 --> 00:14:07.000]  耶穌罪
[00:14:07.000 --> 00:14:09.000]  他在說不對的
[00:14:09.000 --> 00:14:11.000]  接續前往的說話
[00:14:11.000 --> 00:14:13.000]  第一點我們要反思的故事
[00:14:13.000 --> 00:14:15.000]  就是赦罪神的權柄
[00:14:15.000 --> 00:14:17.000]  在你和我身上
[00:14:17.000 --> 00:14:19.000]  是否給我們好心體
[00:14:19.000 --> 00:14:21.000]  我們蒙恩的罪人
[00:14:21.000 --> 00:14:23.000]  你常常有這種感恩
[00:14:23.000 --> 00:14:25.000]  我相信你看自己
[00:14:25.000 --> 00:14:27.000]  和看別人的生命
[00:14:27.000 --> 00:14:29.000]  都沒有那麼有意思
[00:14:29.000 --> 00:14:31.000]  也沒有那麼
[00:14:31.000 --> 00:14:33.000]  有多一點的寬容
[00:14:33.000 --> 00:14:35.000]  接納
[00:14:35.000 --> 00:14:37.000]  極端一點
[00:14:37.000 --> 00:14:39.000]  如果我們今天真的跛了
[00:14:39.000 --> 00:14:41.000]  我們生命有
[00:14:41.000 --> 00:14:43.000]  心靈的自由
[00:14:43.000 --> 00:14:45.000]  總比今生短暫
[00:14:45.000 --> 00:14:47.000]  行走更加可貴
[00:14:47.000 --> 00:14:49.000]  當然沒有人願意我們走不了路
[00:14:49.000 --> 00:14:51.000]  跛了腳
[00:14:51.000 --> 00:14:53.000]  我最近身體有狀況
[00:14:53.000 --> 00:14:55.000]  腰痛的時間
[00:14:55.000 --> 00:14:57.000]  都影響生活作息
[00:14:57.000 --> 00:14:59.000]  健康真是可貴
[00:14:59.000 --> 00:15:01.000]  但原來心靈罪得赦免
[00:15:01.000 --> 00:15:03.000]  那種生命的真正釋放自由
[00:15:03.000 --> 00:15:05.000]  更重要更可貴
[00:15:05.000 --> 00:15:07.000]  所以神赦免的罪
[00:15:07.000 --> 00:15:09.000]  唯獨主有的權柄
[00:15:09.000 --> 00:15:11.000]  並且已經在真心
[00:15:11.000 --> 00:15:13.000]  誠意信主的人身上
[00:15:13.000 --> 00:15:15.000]  去成就這件寶貴的事情
[00:15:15.000 --> 00:15:17.000]  而當我們用
[00:15:17.000 --> 00:15:19.000]  感恩的心
[00:15:19.000 --> 00:15:21.000]  去看蒙恩罪人
[00:15:21.000 --> 00:15:23.000]  我們再看
[00:15:23.000 --> 00:15:25.000]  真正有罪人出現的時間
[00:15:25.000 --> 00:15:27.000]  我們
[00:15:27.000 --> 00:15:29.000]  如何去定罪呢
[00:15:29.000 --> 00:15:31.000]  現代批判思考
[00:15:31.000 --> 00:15:33.000]  是好的
[00:15:33.000 --> 00:15:35.000]  網絡文化塑造
[00:15:35.000 --> 00:15:37.000]  怎樣的文化生態呢
[00:15:37.000 --> 00:15:39.000]  正面是正向思考去分析
[00:15:39.000 --> 00:15:41.000]  如何深入分析
[00:15:41.000 --> 00:15:43.000]  是對的
[00:15:43.000 --> 00:15:45.000]  但如果只停留了
[00:15:45.000 --> 00:15:47.000]  定別人罪的惡性
[00:15:47.000 --> 00:15:49.000]  會有更大的惡性
[00:15:49.000 --> 00:15:51.000]  最近有一個網絡資訊
[00:15:51.000 --> 00:15:53.000]  我不當是新聞
[00:15:53.000 --> 00:15:55.000]  大家可能有留意
[00:15:55.000 --> 00:15:57.000]  洗了涼板
[00:15:57.000 --> 00:15:59.000]  一間任吃的火鍋店
[00:15:59.000 --> 00:16:01.000]  有一對男女
[00:16:01.000 --> 00:16:03.000]  去吃東西
[00:16:03.000 --> 00:16:05.000]  做了什麼呢
[00:16:05.000 --> 00:16:07.000]  用了一個大袋子
[00:16:07.000 --> 00:16:09.000]  把不能夠帶離開
[00:16:09.000 --> 00:16:11.000]  只能夠現場吃的
[00:16:11.000 --> 00:16:13.000]  海鮮肥牛
[00:16:13.000 --> 00:16:15.000]  用了一個大袋子
[00:16:15.000 --> 00:16:17.000]  裝滿了一袋
[00:16:17.000 --> 00:16:19.000]  結果有一段片
[00:16:19.000 --> 00:16:21.000]  店員說
[00:16:21.000 --> 00:16:23.000]  你不可以這樣做
[00:16:23.000 --> 00:16:25.000]  他們就把東西拿出來
[00:16:25.000 --> 00:16:27.000]  這段是公司內部的片
[00:16:27.000 --> 00:16:29.000]  結果據說
[00:16:29.000 --> 00:16:31.000]  被上載到網上
[00:16:31.000 --> 00:16:33.000]  公審
[00:16:33.000 --> 00:16:35.000]  當然大家看了很訝異
[00:16:35.000 --> 00:16:37.000]  嘩!你搞錯
[00:16:37.000 --> 00:16:39.000]  吃歸吃
[00:16:39.000 --> 00:16:41.000]  為什麼要定罪
[00:16:41.000 --> 00:16:43.000]  不過那些網民
[00:16:43.000 --> 00:16:45.000]  很厲害
[00:16:45.000 --> 00:16:47.000]  不打格就在原裝的片
[00:16:47.000 --> 00:16:49.000]  我們試試投入
[00:16:49.000 --> 00:16:51.000]  我們不經意犯了錯
[00:16:51.000 --> 00:16:53.000]  未必會這樣
[00:16:53.000 --> 00:16:55.000]  然後你的原貌的片
[00:16:55.000 --> 00:16:57.000]  放到網上
[00:16:57.000 --> 00:16:59.000]  我們都想找個洞捐
[00:16:59.000 --> 00:17:01.000]  很難受
[00:17:01.000 --> 00:17:03.000]  不想見人
