
[00:00:00.000 --> 00:00:11.000]  我感謝主再一次賜給我機會能夠到下靈慧來和大家一同來聆受主的話
[00:06:10.000 --> 00:06:16.000]  我又想到宋長傑弟兄
[00:06:16.000 --> 00:06:17.000]  他被主解救的時候
[00:06:17.000 --> 00:06:21.000]  他的師母做見證
[00:06:21.000 --> 00:06:26.000]  有光出現在那個房間裡頭
[00:06:26.000 --> 00:06:31.000]  那是在光中、恩中、愛中被提取
[00:06:31.000 --> 00:06:37.000]  與神、與主永遠同在
[00:06:37.000 --> 00:06:40.000]  像這一類的事情
[00:06:40.000 --> 00:06:44.000]  也許我可以提好幾樣
[00:06:44.000 --> 00:06:46.000]  我再提一樣
[00:06:46.000 --> 00:06:54.000]  香港大學過去的副校長金星宇博士
[00:06:54.000 --> 00:06:58.000]  也是同類的弟兄
[00:06:58.000 --> 00:07:00.000]  他的見證
[00:07:00.000 --> 00:07:03.000]  他的父親離開世界的時候
[00:07:03.000 --> 00:07:05.000]  他的父親說
[00:07:05.000 --> 00:07:08.000]  我看見天使來迎接我
[00:07:08.000 --> 00:07:12.000]  很平安的、喜樂的離開世界
[00:07:12.000 --> 00:07:15.000]  這件事感動親弟兄
[00:07:15.000 --> 00:07:18.000]  為改信主
[00:07:18.000 --> 00:07:20.000]  有這一類的事情
[00:07:20.000 --> 00:07:25.000]  在我自己的經驗中也嘗到了
[00:07:25.000 --> 00:07:27.000]  我的先父
[00:07:27.000 --> 00:07:32.000]  他是在講台上傳講主話語的時候
[00:07:32.000 --> 00:07:35.000]  他就倒下去
[00:07:35.000 --> 00:07:40.000]  在婚禮中有幾天的時間
[00:07:40.000 --> 00:07:43.000]  後來主把他解去
[00:07:43.000 --> 00:07:45.000]  我在他的身邊
[00:07:45.000 --> 00:07:48.000]  他被主解去的時候
[00:07:48.000 --> 00:07:51.000]  用唱一首詩
[00:07:51.000 --> 00:07:53.000]  唱得自己不清楚
[00:07:53.000 --> 00:07:57.000]  但是我知道是唱哪一首詩
[00:07:57.000 --> 00:08:03.000]  在上有一天堂是我永遠假象
[00:08:03.000 --> 00:08:08.000]  他唱完了過世
[00:08:08.000 --> 00:08:16.000]  所以我內心深處深深的感受到
[00:08:16.000 --> 00:08:26.000]  耶穌基督將死亡的面目、實質、個人的感受完全改變
[00:08:26.000 --> 00:08:30.000]  我們在基督裡講到死亡的時候
[00:08:30.000 --> 00:08:32.000]  是回家
[00:08:32.000 --> 00:08:35.000]  回家與主愛我的天父
[00:08:35.000 --> 00:08:38.000]  愛我的主、愛我的聖靈
[00:08:38.000 --> 00:08:44.000]  永遠一種更完全的同在
[00:08:44.000 --> 00:08:51.000]  我現在自己也越來越接近要回偏鄉的時候
[00:08:51.000 --> 00:08:55.000]  我現在已經開始有禱告了
[00:08:55.000 --> 00:09:03.000]  我求主使我離開世界的時候滿有喜樂
[00:09:03.000 --> 00:09:05.000]  滿有喜樂
[00:09:05.000 --> 00:09:10.000]  能夠在那樣的一個喜樂中離開世界
[00:09:10.000 --> 00:09:13.000]  與主同在
[00:09:13.000 --> 00:09:15.000]  我現在都這樣求了
[00:09:15.000 --> 00:09:19.000]  要把那個離開世界一切的悲哀
[00:09:19.000 --> 00:09:22.000]  一切一般人的感覺出去
[00:09:22.000 --> 00:09:25.000]  讓主的恩、主的愛、主的靈
[00:09:25.000 --> 00:09:29.000]  來充滿四下數天的喜樂
[00:09:29.000 --> 00:09:33.000]  回家的喜樂
[00:09:33.000 --> 00:09:43.000]  我們現在再看第二個聖地的呼聲
[00:09:43.000 --> 00:09:50.000]  羅馬書七章二十四節到二十五節
[00:09:50.000 --> 00:09:56.000]  羅馬書第七章二十四、二十五
[00:09:58.000 --> 00:10:00.000]  石頭法羅這樣說
[00:10:00.000 --> 00:10:02.000]  我真是苦啊
[00:10:02.000 --> 00:10:07.000]  誰能救我脫離這屈死的身體呢?
[00:10:07.000 --> 00:10:12.000]  這是一個歎息的、痛苦的呼聲
[00:10:12.000 --> 00:10:15.000]  我真是苦啊
[00:10:15.000 --> 00:10:19.000]  誰能救我脫離這個屈死的
[00:10:19.000 --> 00:10:24.000]  一個犯罪的、敗壞的、墮落的身體呢?
[00:10:24.000 --> 00:10:27.000]  二十五節
[00:10:27.000 --> 00:10:35.000]  完全的一個奇妙的、榮耀的、勝利的、大改變的呼聲歡呼
[00:10:35.000 --> 00:10:37.000]  感謝神
[00:10:37.000 --> 00:10:42.000]  藉著我們的主耶穌基督就能脫離了
[00:10:42.000 --> 00:10:44.000]  感謝神
[00:10:44.000 --> 00:10:51.000]  靠著我們的主耶穌基督就能脫離了這個屈死的身體
[00:10:51.000 --> 00:10:55.000]  那就是人性的敗壞
[00:10:56.000 --> 00:11:05.000]  在這裡提到屈死的身體就是肉體
[00:11:05.000 --> 00:11:10.000]  在這個肉體中有三個因素
[00:11:10.000 --> 00:11:18.000]  我們的主都為我們成全了榮耀的完全的大勝利
[00:11:18.000 --> 00:11:20.000]  第一個因素
[00:11:20.000 --> 00:11:26.000]  那就是在我們的肉體裡面的邪、情、私、欲
[00:11:26.000 --> 00:11:30.000]  和我們的肉體緊緊的連在一起
[00:11:30.000 --> 00:11:37.000]  每個人的肉體裡面都有許多邪、情、私、欲
[00:11:37.000 --> 00:11:42.000]  與神的旨意相違反的事物
[00:11:42.000 --> 00:11:50.000]  但是這些已經與基督同定在十字架上了
[00:11:50.000 --> 00:11:55.000]  加拿大書第五章二十四節感謝主
[00:11:55.000 --> 00:12:02.000]  我們的肉體和肉體的邪、情、私、欲都與主同定十字架了
[00:12:02.000 --> 00:12:09.000]  十字架已經解決了我們這個肉體的邪、情、私、欲的問題
[00:12:09.000 --> 00:12:11.000]  根深蒂固的問題
[00:12:11.000 --> 00:12:15.000]  牢不可破的問題
[00:12:15.000 --> 00:12:18.000]  沒有人能勝過的問題
[00:12:18.000 --> 00:12:22.000]  我們的主為我們解決了
[00:12:22.000 --> 00:12:26.000]  感謝三位主
[00:12:26.000 --> 00:12:32.000]  肉體的第二個因素就是世界
[00:12:32.000 --> 00:12:36.000]  這個世界裡有許許多多的事物
[00:12:36.000 --> 00:12:42.000]  都是要引發一個人裡面的邪、情、私、欲
[00:12:42.000 --> 00:12:44.000]  使它暴露出來
[00:12:44.000 --> 00:12:53.000]  使它從內心的感覺、天性的敗壞變成罪惡的行動
[00:12:53.000 --> 00:12:58.000]  世界是這樣的一種作用
[00:12:58.000 --> 00:13:01.000]  向所有的人
[00:13:01.000 --> 00:13:05.000]  這個世界是與神為敵的
[00:13:05.000 --> 00:13:09.000]  但是在約翰福音十六章第三十三節
[00:13:09.000 --> 00:13:12.000]  主耶穌說你們可以放心
[00:13:12.000 --> 00:13:15.000]  我已經勝了世界
[00:13:15.000 --> 00:13:18.000]  我們的主已經勝過了世界
[00:13:18.000 --> 00:13:23.000]  勝過了世界一切在人眼中的強大的權勢
[00:13:23.000 --> 00:13:32.000]  這個世界對於人性、人心、人的生活所產生的一切的敗壞的作用
[00:13:32.000 --> 00:13:35.000]  主耶穌說你們可以放心
[00:13:35.000 --> 00:13:40.000]  我已經勝過了這個世界
[00:13:40.000 --> 00:13:42.000]  第三個因素
[00:13:42.000 --> 00:13:45.000]  肉體最基本的因素
[00:13:45.000 --> 00:13:50.000]  自我中心
[00:13:50.000 --> 00:13:55.000]  我們要代替神做主、做王
[00:13:55.000 --> 00:14:01.000]  我們要自我中心做主偉大
[00:14:01.000 --> 00:14:03.000]  我們要高居自己
[00:14:03.000 --> 00:14:08.000]  撒旦的那個心性進入我們裡面
[00:14:08.000 --> 00:14:13.000]  撒旦他要高居自己與至高者同等
[00:14:13.000 --> 00:14:15.000]  一個被造者
[00:14:15.000 --> 00:14:18.000]  這樣的狂妄自大
[00:14:18.000 --> 00:14:23.000]  高居自己與創造者、宇宙的主宰同等
[00:14:23.000 --> 00:14:26.000]  結果他這樣要高居自己的時候
[00:14:26.000 --> 00:14:32.000]  就是他開始墮落敗壞的時候
[00:14:32.000 --> 00:14:37.000]  撒旦他要帶著全世界的人
[00:14:37.000 --> 00:14:39.000]  和他一起走這條路
[00:14:39.000 --> 00:14:44.000]  他將人要帶到自我中心
[00:14:44.000 --> 00:14:48.000]  榮耀自己高居自己的高處
[00:14:48.000 --> 00:14:53.000]  然後和他彼此的墮落到最深之處
[00:14:53.000 --> 00:14:55.000]  他自己如此
[00:14:55.000 --> 00:14:59.000]  他不甘心單單自己如此
[00:14:59.000 --> 00:15:02.000]  他要帶著整個人類
[00:15:02.000 --> 00:15:05.000]  和他一同這樣的墮落敗壞
[00:15:05.000 --> 00:15:07.000]  要與神為敵
[00:15:07.000 --> 00:15:08.000]  要高居自己
[00:15:08.000 --> 00:15:11.000]  要與神平等
[00:15:11.000 --> 00:15:17.000]  這是人的肉體的那個最基本的因素性質
[00:15:18.000 --> 00:15:24.000]  我們的主在釋迦上也解決了這個問題
[00:15:24.000 --> 00:15:29.000]  保羅經歷了基督的恩典作為
[00:15:29.000 --> 00:15:33.000]  他說我已經與基督通丁釋迦
[00:15:33.000 --> 00:15:36.000]  現在活著的不再是我
[00:15:36.000 --> 00:15:39.000]  不再是我,乃是基督
[00:15:39.000 --> 00:15:43.000]  保定自我,確定基督
[00:15:43.000 --> 00:15:49.000]  這是釋迦對保羅的一個重要的意義
[00:15:49.000 --> 00:15:51.000]  基督為保羅丁釋迦
[00:15:51.000 --> 00:15:55.000]  保羅與基督同丁釋迦
[00:15:55.000 --> 00:15:58.000]  基督為保羅丁釋迦
[00:15:58.000 --> 00:16:01.000]  赦免他,拯救他
[00:16:01.000 --> 00:16:04.000]  然後保羅與基督同丁釋迦
[00:16:04.000 --> 00:16:08.000]  讓基督成了他的人生的中心
[00:16:08.000 --> 00:16:13.000]  保定自我中心,不再是我,乃是基督
[00:16:13.000 --> 00:16:18.000]  有人說這八個字,就是基督教最好的定義
[00:16:18.000 --> 00:16:23.000]  違不了神原來創造人的那個旨意
[00:16:23.000 --> 00:16:29.000]  神至高至大,至榮高於他
[00:16:29.000 --> 00:16:36.000]  我們在他的這樣的無限的恩典偉大之下
[00:16:36.000 --> 00:16:41.000]  來喜樂的,幸福的,順服的過日子
[00:16:41.000 --> 00:16:44.000]  那就是我們永遠的福分
[00:16:44.000 --> 00:16:49.000]  我們感謝主耶穌基督的釋迦
[00:16:49.000 --> 00:16:56.000]  解決了我們的肉體的三個基本的問題
[00:16:56.000 --> 00:17:00.000]  在這裡保羅發出了呼聲
[00:17:00.000 --> 00:17:04.000]  感謝神靠著我們的主耶穌基督
[00:17:04.000 --> 00:17:07.000]  就能脫離了
[00:17:07.000 --> 00:17:10.000]  脫離是旁邊一點點表示
[00:17:10.000 --> 00:17:14.000]  這是後加的,裡面的意思是
[00:17:14.000 --> 00:17:21.000]  靠著我們的主耶穌基督就能得勝肉體的敗壞
[00:17:21.000 --> 00:17:29.000]  關於肉體的問題
[00:17:29.000 --> 00:17:34.000]  在格林多前書九章二十七節
[00:17:34.000 --> 00:17:37.000]  值得我們注意
[00:17:37.000 --> 00:17:42.000]  格林多前書九章二十七節
[00:17:42.000 --> 00:17:49.000]  在這裡保羅這樣說
[00:17:49.000 --> 00:17:58.000]  我是功課幾身,教生無我
[00:17:58.000 --> 00:18:06.000]  保羅是功課幾身,教生無我
[00:18:06.000 --> 00:18:10.000]  這個我是功課幾身
[00:18:10.000 --> 00:18:15.000]  這句話的原文有一個意思
[00:18:15.000 --> 00:18:19.000]  是一個繼續的行動的意思
[00:18:19.000 --> 00:18:25.000]  繼續的進行中的一個行動
[00:18:25.000 --> 00:18:33.000]  不是一次功課幾身就能完全解決肉體的問題
[00:18:33.000 --> 00:18:38.000]  因為肉體死了它會活過來
[00:18:38.000 --> 00:18:40.000]  死了又活過來
[00:18:40.000 --> 00:18:45.000]  肉體在我們的人生中是個不倒翁
[00:18:45.000 --> 00:18:52.000]  所以一次功課幾身不夠
[00:18:52.000 --> 00:18:56.000]  還要繼續,繼續,繼續
[00:18:56.000 --> 00:19:06.000]  讓這件事一直在進行中成為一個繼續的現在式
[00:19:06.000 --> 00:19:08.000]  感謝主
[00:19:08.000 --> 00:19:15.000]  保羅他對自己的入身,肉體的認識是這樣
[00:19:15.000 --> 00:19:20.000]  不是一次解決了
[00:19:20.000 --> 00:19:26.000]  基督為我們在基本上一次而永遠的解決了
[00:19:26.000 --> 00:19:33.000]  但是我們在靈受神的,在基督的勝利的恩典的過程中
[00:19:33.000 --> 00:19:40.000]  需要繼續的,繼續的靠著主功課幾身,功課幾身,功課幾身
[00:19:40.000 --> 00:19:43.000]  教生無我,無我,無我
[00:19:43.000 --> 00:19:51.000]  也就是讓神順服基督和我必須順服基督
[00:19:51.000 --> 00:19:57.000]  這樣保羅說他就不會將恩典傳給別人
[00:19:57.000 --> 00:20:05.000]  自己反被拒絕了
[00:20:05.000 --> 00:20:12.000]  所以這是一個值得我們每一個基督徒注意的一件事
[00:20:12.000 --> 00:20:16.000]  現在看第三個勝利的護身
[00:20:16.000 --> 00:20:19.000]  羅馬書第八章
[00:20:19.000 --> 00:20:25.000]  羅馬書第八章很寶貴的幾節
[00:20:25.000 --> 00:20:32.000]  35節到37節
[00:20:32.000 --> 00:20:36.000]  誰能使我們與基督的愛之隔絕呢?
[00:20:36.000 --> 00:20:40.000]  這是個勝利的護身
[00:20:40.000 --> 00:20:43.000]  誰能使我們與基督的愛隔絕呢?
[00:20:43.000 --> 00:20:49.000]  言外之意就是誰也不能,什麼也不能
[00:20:49.000 --> 00:20:59.000]  難道是患難嗎?是困苦嗎?是逼迫嗎?是飢餓嗎?是吃酸弄貧嗎?是危險嗎?是刀劍嗎?
[00:20:59.000 --> 00:21:02.000]  這裡提到七樣
[00:21:02.000 --> 00:21:12.000]  七樣,每一樣都難以忍受,難以得勝
[00:21:12.000 --> 00:21:17.000]  但是保羅發出這個勝利的護身
[00:21:17.000 --> 00:21:22.000]  這一切的一切
[00:21:22.000 --> 00:21:27.000]  不能使我們與基督的愛隔絕
[00:21:27.000 --> 00:21:30.000]  基督的愛臨到我們身上
[00:21:30.000 --> 00:21:34.000]  他愛我們,是愛到底的愛
[00:21:34.000 --> 00:21:38.000]  基督快要面對死駕的時候
[00:21:38.000 --> 00:21:41.000]  在約翰福音十三章第一節
[00:21:41.000 --> 00:21:47.000]  他既愛世間屬自己的人,就愛他們到底
[00:21:47.000 --> 00:21:51.000]  到底的愛,永恆的愛,不變的愛
[00:21:51.000 --> 00:21:55.000]  就是我們的主對你對我的愛
[00:21:55.000 --> 00:22:02.000]  這個愛在我們的身上,在我們的心中,在我們的生活中
[00:22:02.000 --> 00:22:07.000]  是我們確知這個寶貴的事實
[00:22:07.000 --> 00:22:11.000]  必定成全了永不改變的基督的愛
[00:22:11.000 --> 00:22:14.000]  我們了解,我們掌握的時候
[00:22:14.000 --> 00:22:18.000]  我們就和保羅一起發出這個勝利的護身
[00:22:18.000 --> 00:22:24.000]  誰能使我們與基督的這種的愛隔絕呢?
[00:22:24.000 --> 00:22:27.000]  誰也不能,什麼也不能
[00:22:27.000 --> 00:22:30.000]  也要寶貴的歡呼
[00:22:30.000 --> 00:22:34.000]  跟著三十七節
[00:22:34.000 --> 00:22:39.000]  靠著愛我們的主,在這一切的事上
[00:22:39.000 --> 00:22:43.000]  已經得勝有餘了
[00:22:43.000 --> 00:22:47.000]  跟著他又提到十樣
[00:22:47.000 --> 00:22:51.000]  可能使人與神基督的愛隔絕的事
[00:22:51.000 --> 00:22:54.000]  也被保定
[00:22:54.000 --> 00:22:56.000]  三十八節
[00:22:56.000 --> 00:23:04.000]  因為我深信,無論是實,是生,是天實,是中全的,是有能的,是現在的事,將來的事
[00:23:04.000 --> 00:23:08.000]  高處的,低處的,別的受造之物
[00:23:08.000 --> 00:23:13.000]  十樣之多,都不能使我們與神的愛隔絕
[00:23:13.000 --> 00:23:19.000]  這愛是在我們的主耶穌基督裡的
[00:23:19.000 --> 00:23:21.000]  愚人體解
[00:23:21.000 --> 00:23:25.000]  保羅在賢,他的出現
[00:23:25.000 --> 00:23:31.000]  這個時候他的心情,他的感受到了高峰
[00:23:31.000 --> 00:23:36.000]  發出這樣的,連串的一個勝利的呼聲
[00:23:36.000 --> 00:23:40.000]  而且他說,得勝有餘
[00:23:40.000 --> 00:23:43.000]  那個有餘是什麼意思呢?
[00:23:43.000 --> 00:23:48.000]  第一個意思就是,這個得勝不是全勝
[00:23:48.000 --> 00:23:51.000]  有的兩國加大仗
[00:23:51.000 --> 00:23:55.000]  打了很久,最後一方勝利
[00:23:55.000 --> 00:24:00.000]  但是這個勝利的那個國家也是殘勝
[00:24:00.000 --> 00:24:02.000]  殘勝
[00:24:02.000 --> 00:24:06.000]  基督給我們的勝利不是殘勝
[00:24:06.000 --> 00:24:13.000]  基督給我們的勝利是得勝有餘
[00:24:16.000 --> 00:24:20.000]  在英文翻譯說,More than Conquers
[00:24:20.000 --> 00:24:24.000]  不但是Conquer,More than Conquers
[00:24:24.000 --> 00:24:27.000]  那是什麼意思呢?
[00:24:27.000 --> 00:24:30.000]  我們得了勝
[00:24:30.000 --> 00:24:34.000]  我們在這個勝利之中,享受更大的福分
[00:24:34.000 --> 00:24:37.000]  更大的賞賜,更大的榮耀
[00:24:37.000 --> 00:24:40.000]  而且保羅也有一個意思
[00:24:40.000 --> 00:24:45.000]  在格林多後書四章十一節和十二節對比的時候
[00:24:45.000 --> 00:24:48.000]  他說,死在我們身上發動
[00:24:48.000 --> 00:24:51.000]  生也在我們身上發動
[00:24:51.000 --> 00:24:53.000]  不但在我們身上發動
[00:24:53.000 --> 00:24:58.000]  也在你們,弟兄姊妹們,也在你們的身上發動
[00:24:58.000 --> 00:25:02.000]  我們經歷的死,我們被教育四弟
[00:25:02.000 --> 00:25:06.000]  我們這個死,讓更深更高
[00:25:06.000 --> 00:25:16.000]  更有豐富內容的生命在我們身上彰顯有作用
[00:25:16.000 --> 00:25:19.000]  不但在我們自己身上如此
[00:25:19.000 --> 00:25:22.000]  也藉著我們所付的代價
[00:25:22.000 --> 00:25:29.000]  讓你們,你們更多的基督徒來得到豐盛的生命
[00:25:29.000 --> 00:25:32.000]  這是得勝有餘
[00:25:33.000 --> 00:25:40.000]  不但得勝,得勝還帶來自己的豐盛的生命和別人的豐盛的生命
[00:25:40.000 --> 00:25:45.000]  所以保羅看他自己委屈都,被罪於十弟
[00:25:45.000 --> 00:25:49.000]  那一個十世如此的奇妙的一個過程
[00:25:49.000 --> 00:25:52.000]  對他自己的意義,對別人的意義
[00:25:52.000 --> 00:25:56.000]  是那麼樣的功美完全
[00:25:56.000 --> 00:25:59.000]  感謝主,感謝主
[00:26:00.000 --> 00:26:03.000]  我多次讀保羅的書信
[00:26:03.000 --> 00:26:08.000]  讀到好多地方都感受到,這不是人能說出來的話
[00:26:08.000 --> 00:26:10.000]  不是人能說出來的話
[00:26:10.000 --> 00:26:20.000]  只有神在基督復理界的聖靈才能表達,才能想到,才能意會,才能了解的一個信息
[00:26:20.000 --> 00:26:24.000]  很明顯地覺得不是保羅自己寫出來
[00:26:24.000 --> 00:26:26.000]  不可能,不可能
[00:26:26.000 --> 00:26:30.000]  聖靈在保羅的裡面
[00:26:30.000 --> 00:26:36.000]  藉著他的信息來做功,繼續地做功
[00:26:36.000 --> 00:26:40.000]  讓一切或生或死成為他自己的祝福
[00:26:40.000 --> 00:26:43.000]  他自己豐盛的生命的來源
[00:26:43.000 --> 00:26:50.000]  也成為許多別人,許多別人,許多別人這樣蒙恩的源頭
[00:26:50.000 --> 00:26:54.000]  感謝主,得勝有餘
[00:26:55.000 --> 00:27:02.000]  我們中間也許有人認識包忠傑牧師
[00:27:02.000 --> 00:27:07.000]  他是《聖經報》的主弟之一
[00:27:07.000 --> 00:27:11.000]  那麼這個王之弟兄
[00:27:11.000 --> 00:27:15.000]  他是多年的主弟
[00:27:15.000 --> 00:27:19.000]  《聖經報》在通行全中國
[00:27:19.000 --> 00:27:23.000]  有許多的弟兄妹得到幫助
[00:27:23.000 --> 00:27:28.000]  後來包忠傑牧師繼續這個工作
[00:27:28.000 --> 00:27:31.000]  包牧師最近過世
[00:27:31.000 --> 00:27:34.000]  97歲
[00:27:34.000 --> 00:27:40.000]  包牧師他的父母成了三教士
[00:27:40.000 --> 00:27:43.000]  創立了才會
[00:27:43.000 --> 00:27:48.000]  到今年六月,剛剛一百年
[00:27:49.000 --> 00:27:54.000]  現在這個家族,上百人的家族
[00:27:54.000 --> 00:27:58.000]  這個家族裡產生好多的宣教士
[00:27:58.000 --> 00:28:01.000]  一代一代,五代的宣教士
[00:28:01.000 --> 00:28:05.000]  他們聚在一起在Kansas
[00:28:05.000 --> 00:28:10.000]  他們有一個感恩大會
[00:28:10.000 --> 00:28:14.000]  一百年的恩典,向神獻上感謝
[00:28:14.000 --> 00:28:19.000]  包牧師97歲去參加
[00:28:19.000 --> 00:28:23.000]  結束充滿喜樂感謝讚美
[00:28:23.000 --> 00:28:28.000]  回到加州住的地方
[00:28:28.000 --> 00:28:34.000]  他幾天之後坐在椅子上
[00:28:34.000 --> 00:28:38.000]  平安飛出去回去
[00:28:38.000 --> 00:28:42.000]  沒有病,97歲飛出去回去
[00:28:43.000 --> 00:28:46.000]  最感動我的是什麼呢?
[00:28:46.000 --> 00:28:49.000]  他在八十幾歲的時候
[00:28:49.000 --> 00:28:53.000]  在八十四幾歲那個十年當中
[00:28:53.000 --> 00:28:59.000]  他有11次從美國回到中國大陸
[00:28:59.000 --> 00:29:03.000]  他從前開荒工作的地區
[00:29:03.000 --> 00:29:07.000]  探望弟兄姊妹,11次
[00:29:07.000 --> 00:29:10.000]  八十多歲的老人家
[00:29:10.000 --> 00:29:13.000]  去了又去,去了又去
[00:29:13.000 --> 00:29:17.000]  好多弟兄姊妹心裡有點著急了,擔心了
[00:29:17.000 --> 00:29:20.000]  包牧師啊,不要去了,你年紀這麼大
