
[00:00:00.000 --> 00:00:06.400]  我家有五姐妹
[00:01:32.160 --> 00:01:34.440]  對於一個這樣的年輕女孩來說
[00:01:34.440 --> 00:01:36.120]  我能夠有一個
[00:01:36.120 --> 00:01:38.400]  可能在物質上的滿足
[00:01:38.400 --> 00:01:40.880]  又或者對別人對我的尊敬
[00:01:40.880 --> 00:01:43.120]  這些都是幫我自己去建立
[00:01:43.120 --> 00:01:45.840]  我自己當時的自我價值的形象
[00:01:45.840 --> 00:01:47.480]  所以當我去問
[00:01:47.480 --> 00:01:48.480]  去今天反思
[00:01:48.480 --> 00:01:50.280]  如果我過去所經歷
[00:01:50.280 --> 00:01:51.720]  和所得到的這一切
[00:01:51.720 --> 00:01:53.120]  其實是不是真正能夠得到
[00:01:53.120 --> 00:01:54.680]  我得到的那份滿足
[00:01:54.680 --> 00:01:57.440]  而那份滿足是能夠持續下去的呢
[00:01:57.440 --> 00:01:59.760]  因為之前我所做的公司
[00:01:59.760 --> 00:02:01.040]  是模特兒經理人公司
[00:02:01.040 --> 00:02:02.640]  因為公司突然的倒閉
[00:02:02.640 --> 00:02:04.840]  而最後我也惹上了一個官非
[00:02:04.840 --> 00:02:08.000]  甚至最後我竟然被判入獄
[00:02:08.000 --> 00:02:11.360]  但是在監獄的時間裡面
[00:02:11.360 --> 00:02:13.640]  其實讓我生命有很大的改變
[00:02:13.640 --> 00:02:14.600]  那個改變就是
[00:02:14.600 --> 00:02:16.200]  我重新去認識自己
[00:02:16.200 --> 00:02:17.440]  我重新去認識
[00:02:17.440 --> 00:02:18.960]  到底我的價值是什麼
[00:02:18.960 --> 00:02:22.080]  從前我是一個全新名牌
[00:02:22.080 --> 00:02:23.800]  要有名牌的包包
[00:02:23.800 --> 00:02:25.640]  出街我會和人困袋
[00:02:25.640 --> 00:02:27.800]  也不會希望和人撞衣服
[00:02:27.800 --> 00:02:28.840]  我會刻意
[00:02:28.840 --> 00:02:30.680]  你有的我就不要有
[00:02:30.680 --> 00:02:33.200]  但是我想如果在坐牢的時候
[00:02:33.200 --> 00:02:35.880]  當我看到大家在監獄裡面
[00:02:35.880 --> 00:02:37.000]  一些的所願
[00:02:37.000 --> 00:02:39.160]  其實我們都是穿著同一套衣服
[00:02:39.160 --> 00:02:41.080]  同一條啡色的格仔裙
[00:02:41.080 --> 00:02:42.840]  同一雙啡色的拖鞋
[00:02:42.840 --> 00:02:43.520]  對於我來說
[00:02:43.520 --> 00:02:45.800]  其實當我們不再有任何比較
[00:02:45.800 --> 00:02:47.360]  而今天你和我都是穿著
[00:02:47.360 --> 00:02:48.800]  同一個款式的衣服的時候
[00:02:48.800 --> 00:02:50.280]  其實在這個情況裡面
[00:02:50.280 --> 00:02:51.240]  我才會發覺
[00:02:51.240 --> 00:02:52.880]  這個才是真正的我
[00:02:52.880 --> 00:02:53.840]  而真正的我
[00:02:53.840 --> 00:02:55.320]  是在告訴我自己
[00:02:55.320 --> 00:02:57.400]  其實不需要有任何比較之下
[00:02:57.400 --> 00:02:58.680]  這個最簡單
[00:02:58.680 --> 00:02:59.800]  也沒有修飾的
[00:02:59.800 --> 00:03:00.800]  那個就是我
[00:03:00.800 --> 00:03:03.160]  那個就是真偉利
[00:03:03.160 --> 00:03:05.080]  可能我們每個人都會去
[00:03:05.080 --> 00:03:08.040]  尋找自己生命的價值
[00:03:08.040 --> 00:03:10.120]  無論在我以前的模特兒裡面
[00:03:10.120 --> 00:03:11.680]  我能夠找到一桶
[00:03:11.680 --> 00:03:12.720]  有一桶金
[00:03:12.720 --> 00:03:14.640]  對我來說是一個身份的肯定
[00:03:14.640 --> 00:03:16.480]  是一個我們在物質上
[00:03:16.480 --> 00:03:17.320]  擁有的時候
[00:03:17.320 --> 00:03:18.840]  而帶來一種象徵
[00:03:18.840 --> 00:03:20.000]  但是對於我在
[00:03:20.000 --> 00:03:21.520]  砌監倉的日子的時候
[00:03:21.520 --> 00:03:24.560]  我對著大家都是穿同一套裙子的時候
[00:03:24.560 --> 00:03:25.080]  對我來說
[00:03:25.080 --> 00:03:27.200]  我開始去明白到
[00:03:27.200 --> 00:03:30.160]  人與人之間是不需要在比較的裡面
[00:03:30.160 --> 00:03:31.040]  而過去這麼多年
[00:03:31.040 --> 00:03:32.840]  在比較裡面被捆綁
[00:03:32.840 --> 00:03:35.480]  而當我離開監獄之後
[00:03:35.480 --> 00:03:36.400]  我再去反思
[00:03:36.400 --> 00:03:38.400]  到底我的價值是什麼
[00:03:38.400 --> 00:03:39.800]  當時我是感到很迷茫的
[00:03:39.800 --> 00:03:40.680]  我的迷茫是
[00:03:40.680 --> 00:03:41.880]  其實我不認識自己
[00:03:41.880 --> 00:03:43.520]  我不知道真正的我是怎樣
[00:03:43.520 --> 00:03:44.920]  我甚至去問天父
[00:03:44.920 --> 00:03:47.720]  天父到底你創造的真偉利是怎樣的呢
[00:03:47.720 --> 00:03:49.360]  你喜歡的我是怎樣的呢
[00:03:49.360 --> 00:03:50.920]  我重新去尋覓的時候
[00:03:50.920 --> 00:03:52.120]  我用了不少的時間
[00:03:52.120 --> 00:03:53.600]  用了起碼一年兩年的時間
[00:03:53.600 --> 00:03:55.160]  我去重新尋找自己
[00:03:55.160 --> 00:03:56.120]  而去到最後的時候
[00:03:56.120 --> 00:03:57.200]  我明白到一個道理
[00:03:57.200 --> 00:03:58.160]  就是在禱告裡面
[00:03:58.160 --> 00:04:00.040]  上帝很清楚地告訴我
[00:04:00.040 --> 00:04:02.600]  我是祂的那顆珍珠
[00:04:02.600 --> 00:04:06.360]  在一個很漂亮的珍珠棚裡面
[00:04:06.360 --> 00:04:08.040]  那顆封了塵
[00:04:08.040 --> 00:04:09.640]  而裡面被打開
[00:04:09.640 --> 00:04:11.560]  那個暗暗被打開的那顆珍珠
[00:04:11.560 --> 00:04:12.680]  這個就是我
[00:04:12.680 --> 00:04:13.840]  那個珍珠棚
[00:04:13.840 --> 00:04:15.800]  其實它旁邊有很多灰塵
[00:04:15.800 --> 00:04:16.920]  將它包圍著
[00:04:16.920 --> 00:04:18.680]  而這些所謂的灰塵
[00:04:18.680 --> 00:04:20.480]  其實就好像我們心中的罪
[00:04:20.480 --> 00:04:21.880]  也是我們的纏累
[00:04:21.880 --> 00:04:23.400]  也是我們的一些捆綁
[00:04:23.400 --> 00:04:26.240]  但是只要我們能夠慢慢將這些灰塵撥開的時候
[00:04:26.240 --> 00:04:28.080]  這顆珍珠它仍然是珍珠
[00:04:28.080 --> 00:04:29.840]  裡面仍然是這麼燦爛
[00:04:29.840 --> 00:04:32.040]  當這顆珍珠即使去到任何一個地方
[00:04:32.040 --> 00:04:33.320]  無論是垃圾站
[00:04:33.320 --> 00:04:34.840]  或者是廁所
[00:04:34.840 --> 00:04:36.360]  它都仍然是一顆珍珠
[00:04:36.360 --> 00:04:38.280]  而它本身的價值是不會改變的
[00:04:38.280 --> 00:04:39.280]  這個就是我們
[00:04:39.280 --> 00:04:40.600]  問題就是我們有沒有認識
[00:04:40.600 --> 00:04:41.840]  這個真正的珍珠
[00:04:41.840 --> 00:04:43.320]  其實就是我和你
[00:04:43.320 --> 00:04:45.320]  (CC字幕製作:貝爾)
[00:04:45.320 --> 00:04:47.320]  (CC字幕製作:貝爾)
[00:04:47.320 --> 00:04:49.320]  (CC字幕製作:貝爾)
[00:04:49.320 --> 00:04:51.320]  (CC字幕製作:貝爾)
[00:04:51.320 --> 00:04:53.320]  (CC字幕製作:貝爾)

