
[00:00:00.000 --> 00:00:02.000]  我們看看有什麼問題
[00:04:13.000 --> 00:04:15.000]  耶穌也生氣
[00:04:15.000 --> 00:04:16.000]  看清楚一點
[00:04:16.000 --> 00:04:17.000]  耶穌也生氣那些
[00:04:17.000 --> 00:04:19.000]  法理錯人沒有憐憫
[00:04:19.000 --> 00:04:22.000]  所以生氣本身不是一個問題
[00:04:22.000 --> 00:04:24.000]  不過我們要分辨什麼
[00:04:24.000 --> 00:04:28.000]  分辨正確的生氣和錯誤的生氣
[00:04:28.000 --> 00:04:30.000]  回到拍拖的關係
[00:04:30.000 --> 00:04:31.000]  我們會問
[00:04:31.000 --> 00:04:33.000]  究竟在拍拖的關係
[00:04:33.000 --> 00:04:37.000]  什麼是正確或者可以接受的生氣
[00:04:37.000 --> 00:04:41.000]  我們問拍拖的目的是什麼
[00:04:41.000 --> 00:04:44.000]  拍拖是兩個人一起拍拖
[00:04:44.000 --> 00:04:49.000]  去問究竟我現在的男朋友女朋友
[00:04:49.000 --> 00:04:51.000]  可不可以將來跟我結婚
[00:04:51.000 --> 00:04:54.000]  走一生一世的道路
[00:04:54.000 --> 00:04:57.000]  要知道大家願意去結婚
[00:04:57.000 --> 00:05:01.000]  其實是一個相當高難度的動作
[00:05:01.000 --> 00:05:04.000]  其實需要很多的操練
[00:05:04.000 --> 00:05:06.000]  很多的訓練
[00:05:06.000 --> 00:05:08.000]  我想我們可以用一個
[00:05:08.000 --> 00:05:11.000]  好像打球打羽毛球的比喻
[00:05:11.000 --> 00:05:14.000]  拍拖可能好像兩個人打羽毛球
[00:05:14.000 --> 00:05:16.000]  你打一球我打一球
[00:05:16.000 --> 00:05:17.000]  目標是怎樣
[00:05:17.000 --> 00:05:19.000]  希望可以繼續打下去
[00:05:19.000 --> 00:05:21.000]  打到如果決定到
[00:05:21.000 --> 00:05:23.000]  都適合一生一世了
[00:05:23.000 --> 00:05:24.000]  那就結婚
[00:05:24.000 --> 00:05:28.000]  你知道在這些操練過程中會出錯
[00:05:28.000 --> 00:05:30.000]  有時候打球打到地上
[00:05:30.000 --> 00:05:33.000]  所以有時候在過程中犯錯
[00:05:33.000 --> 00:05:35.000]  生氣也是很正常
[00:05:35.000 --> 00:05:39.000]  不過問題是我們不是要避免不生氣
[00:05:39.000 --> 00:05:41.000]  而是當有人做錯
[00:05:41.000 --> 00:05:44.000]  生氣之後如何去面對
[00:05:44.000 --> 00:05:47.000]  好讓大家更加適應
[00:05:47.000 --> 00:05:50.000]  大家更加懂得相處
[00:05:50.000 --> 00:05:53.000]  長波很能夠繼續打下去
[00:05:53.000 --> 00:05:56.000]  用比喻甚麼是正確的生氣
[00:05:56.000 --> 00:05:57.000]  舉些例子
[00:05:57.000 --> 00:06:00.000]  例如拍拖的過程中
[00:06:00.000 --> 00:06:03.000]  有一方病了
[00:06:03.000 --> 00:06:06.000]  第二個人一聲問候都沒有
[00:06:06.000 --> 00:06:07.000]  一點關心都沒有
[00:06:07.000 --> 00:06:11.000]  說真的拍拖表達關心
[00:06:11.000 --> 00:06:13.000]  當然是很基礎的東西
[00:06:13.000 --> 00:06:15.000]  你不要這樣做這樣生氣
[00:06:15.000 --> 00:06:17.000]  都是很正常的
[00:06:17.000 --> 00:06:19.000]  又或者另一個例子
[00:06:19.000 --> 00:06:22.000]  你講明會答應做些事
[00:06:22.000 --> 00:06:24.000]  幫甚麼忙你又甩底
[00:06:24.000 --> 00:06:27.000]  這些生氣是很正常的
[00:06:27.000 --> 00:06:29.000]  不過我們要問生氣是為了甚麼
[00:06:29.000 --> 00:06:33.000]  在這種狀況生氣我們控制不了情緒
[00:06:33.000 --> 00:06:37.000]  不過目標是很希望對方明白
[00:06:37.000 --> 00:06:41.000]  原來這樣對你其實不太對
[00:06:41.000 --> 00:06:44.000]  應該要關心應該不要甩底
[00:06:44.000 --> 00:06:46.000]  有這樣的目標
[00:06:46.000 --> 00:06:48.000]  我想這就是正確的生氣
[00:06:48.000 --> 00:06:51.000]  正確的生氣就是希望將來
[00:06:51.000 --> 00:06:54.000]  大家打得這場波更加長遠
[00:06:54.000 --> 00:06:56.000]  可以更加盡心關係
[00:06:56.000 --> 00:07:00.000]  又說到甚麼是不正確的生氣
[00:07:00.000 --> 00:07:02.000]  不正確的生氣我想
[00:07:02.000 --> 00:07:07.000]  是一種可以叫用情緒來控制
[00:07:07.000 --> 00:07:09.000]  甚至勒索對方
[00:07:09.000 --> 00:07:10.000]  舉些例子
[00:07:10.000 --> 00:07:13.000]  例如女朋友迫男朋友送些
[00:07:13.000 --> 00:07:15.000]  沒甚麼用但很貴的東西
[00:07:15.000 --> 00:07:18.000]  你不肯送我生氣你
[00:07:18.000 --> 00:07:20.000]  用情緒去勒索你
[00:07:20.000 --> 00:07:22.000]  這些就不正確了
[00:07:22.000 --> 00:07:24.000]  又或者反過來
[00:07:24.000 --> 00:07:30.000]  如果男的很想有些越軌的身體接觸
[00:07:30.000 --> 00:07:33.000]  你不肯我生氣你
[00:07:33.000 --> 00:07:34.000]  勒索你
[00:07:34.000 --> 00:07:36.000]  我想這些真的不是正確的生氣
[00:07:36.000 --> 00:07:38.000]  所以我想回到一個問題
[00:07:38.000 --> 00:07:40.000]  其實在拍拖裡
[00:07:40.000 --> 00:07:43.000]  有時候生氣也是很正常
[00:07:43.000 --> 00:07:44.000]  未必能控制
[00:07:44.000 --> 00:07:49.000]  我們要避免不要用生氣來要脅對方
[00:07:49.000 --> 00:07:52.000]  達到自己一些不應該的目的
[00:07:52.000 --> 00:07:54.000]  我想我們要這樣去分辨
[00:07:54.000 --> 00:07:56.000]  我會這樣去回答這條問題
