
[00:00:00.000 --> 00:00:01.200]  在新一年開始的時候
[00:03:23.200 --> 00:03:25.800]  「我等候耶和華,我的心等候」
[00:03:25.800 --> 00:03:28.200]  「我也仰望祂的話」
[00:03:28.200 --> 00:03:30.400]  「我的心等候主」
[00:03:30.400 --> 00:03:32.400]  「聖於守夜的等候天良」
[00:03:32.400 --> 00:03:35.400]  「聖於守夜的等候天良」
[00:03:35.400 --> 00:03:37.600]  在我們驕途當中
[00:03:37.600 --> 00:03:39.400]  很多時候內心都有不同的掙扎
[00:03:39.400 --> 00:03:41.000]  常常我們感受到
[00:03:41.000 --> 00:03:43.000]  有些罪捆綁著我們
[00:03:43.600 --> 00:03:45.200]  有些好像很多年的惡習
[00:03:45.200 --> 00:03:46.200]  是放不下的
[00:03:46.200 --> 00:03:48.600]  但詩篇在提醒我們
[00:03:48.600 --> 00:03:50.000]  我們不要擔心
[00:03:50.000 --> 00:03:52.000]  以為罪永遠都要纏繞我們
[00:03:52.000 --> 00:03:54.600]  聖經說我們的心等候主
[00:03:54.600 --> 00:03:56.200]  祂要給我們的救贖
[00:03:56.200 --> 00:03:58.400]  給我們的救恩
[00:03:58.400 --> 00:04:00.800]  將我們的罪完全地除去
[00:04:00.800 --> 00:04:01.800]  詩人說
[00:04:01.800 --> 00:04:02.800]  「我的心等候主」
[00:04:02.800 --> 00:04:04.800]  「好像守夜的等候天良」
[00:04:04.800 --> 00:04:06.600]  一個守夜的人
[00:04:06.600 --> 00:04:09.000]  他很盼望天亮快點臨到
[00:04:09.000 --> 00:04:10.800]  他可以完了他的責任
[00:04:11.200 --> 00:04:12.600]  他不需要再是一個人
[00:04:12.600 --> 00:04:14.000]  孤孤單單在晚上
[00:04:14.000 --> 00:04:16.600]  來看守整個城牆
[00:04:16.600 --> 00:04:18.600]  或者說看守整個城市
[00:04:18.600 --> 00:04:20.200]  守夜的人
[00:04:20.200 --> 00:04:21.400]  他內心很渴望
[00:04:21.400 --> 00:04:22.800]  天亮快點臨到
[00:04:22.800 --> 00:04:24.800]  以至他能夠得著盼望
[00:04:24.800 --> 00:04:26.200]  得著一個釋放
[00:04:26.200 --> 00:04:27.800]  當我們面對著
[00:04:27.800 --> 00:04:29.800]  我們自己生活上很多問題的時候
[00:04:29.800 --> 00:04:31.600]  我們都會經常帶著這樣的心情
[00:04:31.600 --> 00:04:33.400]  「神啊!我心等候祢」
[00:04:33.400 --> 00:04:35.200]  「直至到祢的恩典」
[00:04:35.200 --> 00:04:36.200]  「祢的救恩」
[00:04:36.200 --> 00:04:37.800]  「祢的赦罪之恩」
[00:04:37.800 --> 00:04:39.600]  「祢的釋放之恩」
[00:04:39.600 --> 00:04:41.200]  「臨到我的身上」
[00:04:41.200 --> 00:04:45.200]  很多時候我們參加一些婚禮
[00:04:45.200 --> 00:04:47.600]  特別當我有份來主持的時候
[00:04:47.600 --> 00:04:49.200]  在前面就會看得很清楚
[00:04:49.200 --> 00:04:50.600]  一個新郎哥
[00:04:50.600 --> 00:04:53.200]  旁邊有個伴郎站在那裡
[00:04:53.200 --> 00:04:55.000]  等待著新娘進來的時候
[00:04:55.000 --> 00:04:56.200]  那種神情
[00:04:56.200 --> 00:05:00.200]  當時每個人集中在新娘子的身上
[00:05:00.200 --> 00:05:00.800]  很多時候
[00:05:00.800 --> 00:05:02.000]  我就會將注意力
[00:05:02.000 --> 00:05:04.200]  集中在新郎身上
[00:05:04.200 --> 00:05:05.800]  我們感受一下
[00:05:05.800 --> 00:05:08.000]  他這種內心等候的心情
[00:05:08.600 --> 00:05:10.600]  稍稍為站高一點
[00:05:10.600 --> 00:05:13.000]  你感受到他的腳跟
[00:05:13.000 --> 00:05:15.000]  不是經常碰到地面
[00:05:15.000 --> 00:05:17.000]  好像是站高一點
[00:05:17.000 --> 00:05:21.000]  看得清楚新娘子的情況
[00:05:21.000 --> 00:05:22.000]  很多人站起來
[00:05:22.000 --> 00:05:23.000]  阻礙著他的視線
[00:05:23.000 --> 00:05:25.000]  他周圍看一看
[00:05:25.000 --> 00:05:28.400]  一種很喜樂、很開心
[00:05:28.400 --> 00:05:31.000]  等待著迎接新娘子來到
[00:05:31.000 --> 00:05:33.200]  很多時候有些花女
[00:05:33.200 --> 00:05:36.200]  撒一些鮮花撒得很慢
[00:05:36.200 --> 00:05:38.800]  耽誤了一段很長的時間
[00:05:38.800 --> 00:05:42.200]  而你會感受到新郎那種焦急的心情
[00:05:42.200 --> 00:05:44.000]  當我看的時候
[00:05:44.000 --> 00:05:46.400]  我就會感受到一種仰望
[00:05:46.400 --> 00:05:48.200]  等候的一種心境
[00:05:48.200 --> 00:05:51.200]  頂尖的其實我們也需要一種這樣的心情
[00:05:51.200 --> 00:05:54.000]  我們需要在心裡面深深地渴慕
[00:05:54.000 --> 00:05:56.200]  要見到神的恩典
[00:05:56.200 --> 00:05:59.000]  我們聖經說我們的心等候
[00:05:59.000 --> 00:06:01.400]  不單止好像守夜的
[00:06:01.400 --> 00:06:04.800]  甚至是勝過守夜的等候天良
[00:06:04.800 --> 00:06:06.800]  是有更大的渴望
[00:06:06.800 --> 00:06:10.400]  是有一種更強的、更專心的尋求
[00:06:10.400 --> 00:06:12.000]  要能夠仰望神恩典
[00:06:12.000 --> 00:06:13.400]  臨到我們身上
[00:06:13.400 --> 00:06:15.000]  讓我們釋放
[00:06:15.000 --> 00:06:16.400]  從罪惡當中
[00:06:16.400 --> 00:06:18.200]  從很多自己的捆綁當中
[00:06:18.200 --> 00:06:19.600]  釋放出來
[00:06:19.600 --> 00:06:22.200]  在這篇詩篇裡再說的時候
[00:06:22.200 --> 00:06:23.800]  到第七第八節
[00:06:23.800 --> 00:06:27.400]  詩人不單止說出自己的心情
[00:06:27.400 --> 00:06:29.800]  他開始提醒他身旁的朋友
[00:06:29.800 --> 00:06:32.400]  以色列人、眾弟兄姊妹
[00:06:32.400 --> 00:06:34.800]  以色列人:你當仰望耶和華
[00:06:34.800 --> 00:06:37.200]  因他有慈愛
[00:06:37.200 --> 00:06:39.800]  有豐盛的救恩
[00:06:39.800 --> 00:06:41.600]  他必救贖以色列
[00:06:41.600 --> 00:06:44.000]  脫離一切的罪孽
[00:06:44.000 --> 00:06:46.800]  一個很肯定的宣告就是
[00:06:46.800 --> 00:06:49.000]  這位神必然拯救我們
[00:06:49.000 --> 00:06:50.400]  脫離一切的捆綁
[00:06:50.400 --> 00:06:52.000]  一切的罪孽
[00:06:52.000 --> 00:06:53.800]  因為祂滿有慈愛
[00:06:53.800 --> 00:06:56.000]  祂有豐盛的救恩
[00:06:56.000 --> 00:06:57.800]  而詩人就這樣提醒我們
[00:06:57.800 --> 00:06:59.800]  當仰望耶和華
[00:06:59.800 --> 00:07:01.800]  成為了我們的盼望
[00:07:02.800 --> 00:07:07.800]  在詩篇130篇說完關於罪的依靠的時候
[00:07:07.800 --> 00:07:09.800]  到131篇的時候
[00:07:09.800 --> 00:07:12.800]  一種心情轉變了
[00:07:12.800 --> 00:07:14.400]  但是他在開始的時候
[00:07:14.400 --> 00:07:16.000]  重新說一件事情
[00:07:16.000 --> 00:07:18.800]  就是我們的心應該仰望神
[00:07:18.800 --> 00:07:21.800]  在131篇他繼續說
[00:07:21.800 --> 00:07:24.200]  耶和華:我的心不狂傲
[00:07:24.200 --> 00:07:26.000]  我的眼不高大
[00:07:26.000 --> 00:07:28.200]  重大和插不透的事
[00:07:28.200 --> 00:07:30.200]  我也不敢行
[00:07:31.200 --> 00:07:32.600]  在整篇詩篇當中
[00:07:32.600 --> 00:07:35.000]  是描寫一個仰望神的人
[00:07:35.000 --> 00:07:36.400]  他內心的境況
[00:07:36.400 --> 00:07:37.600]  內心的感受
[00:07:37.600 --> 00:07:40.400]  內心的體會是怎樣
[00:07:40.400 --> 00:07:41.400]  當一開始說的時候
[00:07:41.400 --> 00:07:45.000]  他就說:我的心不狂傲
[00:07:45.000 --> 00:07:46.600]  這個詩人是一種很強的
[00:07:46.600 --> 00:07:48.800]  一種謙卑的表現
[00:07:48.800 --> 00:07:50.400]  為何他能夠不狂傲
[00:07:50.400 --> 00:07:52.600]  他的內心不去自誇呢?
[00:07:52.600 --> 00:07:54.000]  是因為他很清楚知道
[00:07:54.000 --> 00:07:56.000]  他今天成為何等樣的人
[00:07:56.000 --> 00:08:00.200]  是完全是神的救恩所造成
[00:08:00.200 --> 00:08:03.200]  神自己將他從罪惡當中拯救出來
[00:08:03.200 --> 00:08:06.200]  因此他知道他沒有甚麼可誇的地方
[00:08:06.200 --> 00:08:08.400]  他說:若然神擦舊罪業
[00:08:08.400 --> 00:08:10.600]  沒有人能夠在神面前站得住
[00:08:10.600 --> 00:08:12.200]  今天我能夠站得住
[00:08:12.200 --> 00:08:14.600]  是因為神赦免我的罪
[00:08:14.600 --> 00:08:17.400]  是因為神將恩典賜給我
[00:08:17.400 --> 00:08:18.400]  他的心
[00:08:18.400 --> 00:08:22.200]  他沒有任何可以狂傲的原因
[00:08:22.200 --> 00:08:25.000]  沒有任何狂傲的一個藉口
[00:08:25.000 --> 00:08:26.200]  所以我在神面前
[00:08:26.200 --> 00:08:29.000]  耶和華說:我的心不狂傲
[00:08:29.000 --> 00:08:32.800]  我的眼也不高大
[00:08:32.800 --> 00:08:34.200]  他的內心的境況
[00:08:34.200 --> 00:08:38.200]  表現出在一個對人、對事的態度上
[00:08:38.200 --> 00:08:39.800]  他的眼不高傲
[00:08:39.800 --> 00:08:42.600]  他不去輕視別人
[00:08:42.600 --> 00:08:44.000]  他的內心謙虛
[00:08:44.000 --> 00:08:47.800]  他對人也採取一個同樣謙虛的態度
[00:08:47.800 --> 00:08:50.600]  他很樂意和弱者一起了生活
[00:08:50.600 --> 00:08:52.000]  他不去高舉自己
[00:08:52.000 --> 00:08:54.000]  不去自視過高
[00:08:54.000 --> 00:08:57.400]  以致他能夠和一些弱者相處
[00:08:57.400 --> 00:09:00.400]  他不會輕視其他弱的人
[00:09:00.400 --> 00:09:04.400]  無論是財智、身體比他弱的人
[00:09:04.400 --> 00:09:07.400]  他都能夠和他們一同相處
[00:09:07.400 --> 00:09:09.000]  他的眼不高大
[00:09:09.000 --> 00:09:13.000]  他的心也不狂傲
[00:09:13.000 --> 00:09:15.400]  早前我參加了一個小組
[00:09:15.400 --> 00:09:17.400]  這個小組是大家一班靈智妹
[00:09:17.400 --> 00:09:20.400]  一起思想到關於自己生活上的事情
[00:09:20.400 --> 00:09:22.600]  其中一位是一個中學的校長
[00:09:22.600 --> 00:09:26.400]  他就說到他自己生活上很多的掙扎
[00:09:26.400 --> 00:09:28.600]  他很坦白分享他自己在學校當中
[00:09:28.600 --> 00:09:30.600]  和老師之間的一些關係
[00:09:30.600 --> 00:09:32.600]  和學生之間的一些關係
[00:09:32.600 --> 00:09:35.800]  他心裏有很多很不開心的一些體驗
[00:09:35.800 --> 00:09:38.000]  當他在說自己的自我形象
[00:09:38.000 --> 00:09:39.400]  自己的發展
[00:09:39.400 --> 00:09:42.200]  自己的事業目標的時候
[00:09:42.200 --> 00:09:46.200]  那一刻突然間其中一位導師就提出一個問題
[00:09:46.200 --> 00:09:50.800]  他說如果你沒有做校長的職位
[00:09:50.800 --> 00:09:53.400]  你是誰呢?
[00:09:53.400 --> 00:09:55.200]  如果你不是校長的時候
[00:09:55.200 --> 00:09:57.800]  你是誰呢?
[00:09:57.800 --> 00:09:59.800]  突然間這位教徒
[00:09:59.800 --> 00:10:01.600]  突然間好像不知道怎樣說
[00:10:01.600 --> 00:10:04.200]  好像發覺他自己沒有甚麼可以說
[00:10:04.200 --> 00:10:05.200]  因為剛才他所說的
[00:10:05.200 --> 00:10:07.400]  一直都是關於他自己學校的情況
[00:10:07.400 --> 00:10:11.600]  他個人在校長這個崗位上所遇到的問題
[00:10:11.600 --> 00:10:13.000]  突然間他發覺
[00:10:13.000 --> 00:10:15.400]  我不是校長我是誰呢?
[00:10:15.400 --> 00:10:18.800]  但好像一個不是特別的人物
[00:10:18.800 --> 00:10:19.800]  只不過好像變回了一個
[00:10:19.800 --> 00:10:21.200]  我是爸爸還是女兒
[00:10:21.200 --> 00:10:22.800]  或者說我是哪一個太太
[00:10:22.800 --> 00:10:26.800]  或者哪一個媽媽
[00:10:26.800 --> 00:10:31.200]  即是說一些很一般人都有的身份
[00:10:31.200 --> 00:10:32.400]  當我們這樣去思想的時候
[00:10:32.400 --> 00:10:35.400]  我們就發覺很多時候我們對自己的認識
[00:10:35.400 --> 00:10:39.800]  是由於我們工作的崗位去認識自己
[00:10:39.800 --> 00:10:41.600]  有時會過份地看低
[00:10:41.600 --> 00:10:44.000]  或者有時過份地自高
[00:10:44.000 --> 00:10:47.400]  但何時我們將我們自己的身份放低的時候
[00:10:47.400 --> 00:10:49.200]  我們就發覺我們只不過是一個人
[00:10:49.200 --> 00:10:51.000]  一個平凡的人
[00:10:51.000 --> 00:10:52.400]  一個與人一樣的
[00:10:52.400 --> 00:10:56.000]  又五官又四肢的人
[00:10:56.000 --> 00:10:58.200]  然後我們就發覺我們只不過是神面前
[00:10:58.200 --> 00:11:01.200]  一個被塵土所造的人
[00:11:01.200 --> 00:11:05.600]  而今天是神恩典將我們造成這樣
[00:11:05.600 --> 00:11:06.800]  另一件事情我記得
[00:11:06.800 --> 00:11:08.600]  就是在我自己讀神學的時候
[00:11:08.600 --> 00:11:12.400]  當時我們有一位教授是教舊約
[00:11:12.400 --> 00:11:14.400]  我們的學校校園
[00:11:14.400 --> 00:11:18.600]  是在一個省政府的大學裏面
[00:11:18.600 --> 00:11:20.800]  而省政府的大學裏面有很多學生
[00:11:20.800 --> 00:11:22.800]  很多不同的設施
[00:11:22.800 --> 00:11:24.000]  有一次我和同學
[00:11:24.000 --> 00:11:26.400]  一個神學生一起行經一個地方
[00:11:26.400 --> 00:11:28.400]  就是大學校園裏面
[00:11:28.400 --> 00:11:32.000]  其中一個賣糖果的小食店
[00:11:32.000 --> 00:11:36.200]  當時有一大班當地學校的學生
[00:11:36.200 --> 00:11:38.800]  在排隊買糖果
[00:11:38.800 --> 00:11:42.000]  當時是中午休息的時間
[00:11:42.000 --> 00:11:44.600]  突然間發覺在這個排隊的隊伍當中
[00:11:44.600 --> 00:11:48.400]  有我們的教授在裏面
[00:11:48.400 --> 00:11:52.400]  我們感受到很有趣、很有趣的感覺
[00:11:52.400 --> 00:11:56.000]  原來教授也會買糖果吃
[00:11:56.000 --> 00:11:59.000]  其他前後都是一班年輕人等著買糖果
[00:11:59.000 --> 00:12:01.400]  而他站在中間預備等待
[00:12:01.400 --> 00:12:04.200]  也輪到他的份去買一份
[00:12:04.200 --> 00:12:06.200]  當時我們感覺就是
[00:12:06.200 --> 00:12:07.600]  每個人都有他的喜好
[00:12:07.600 --> 00:12:09.800]  有他喜歡的東西
[00:12:09.800 --> 00:12:11.000]  而另一方面突然間
[00:12:11.000 --> 00:12:14.000]  心裏覺得和他之間好像親近了一點
[00:12:14.000 --> 00:12:16.400]  覺得他人性了很多
[00:12:16.400 --> 00:12:21.000]  覺得他和我們好像不是太大分別
[00:12:21.000 --> 00:12:23.600]  雖然平時見他在課堂上
[00:12:23.600 --> 00:12:27.400]  講了很多高深的舊約知識真理
[00:12:27.400 --> 00:12:29.600]  但發覺他也有他自己人的一面
[00:12:29.600 --> 00:12:32.200]  有他自己喜好的一面
[00:12:32.200 --> 00:12:34.000]  而且他不顧及他
[00:12:34.000 --> 00:12:36.000]  不是太計較他的面子
[00:12:36.000 --> 00:12:40.600]  樂意去做他自己喜歡做的一些事情
[00:12:40.600 --> 00:12:42.800]  當然這樣說並不是說我們可以很隨便
[00:12:42.800 --> 00:12:44.400]  怎樣做都可以
[00:12:44.400 --> 00:12:45.600]  但我只是想指出一點
[00:12:45.600 --> 00:12:47.200]  就是在我們生活當中
[00:12:47.200 --> 00:12:51.000]  我們有我們自己生命的本質
[00:12:51.000 --> 00:12:54.000]  是與人沒有分別的
[00:12:54.000 --> 00:12:56.000]  我們每一個人都有我們自己的需要
[00:12:56.000 --> 00:12:58.600]  有我們自己的特點
[00:12:58.600 --> 00:13:00.800]  自己特殊的地方
[00:13:00.800 --> 00:13:02.600]  但是我們在神面前
[00:13:02.600 --> 00:13:04.400]  都是他所做的
[00:13:04.400 --> 00:13:07.800]  都是塵土所造的人
[00:13:07.800 --> 00:13:09.000]  當我們想起這些的時候
[00:13:09.000 --> 00:13:10.200]  我們就感受得到
[00:13:10.200 --> 00:13:11.800]  如果將我們很多的身份
[00:13:11.800 --> 00:13:14.600]  很多其他外表的所謂的資歷
[00:13:14.600 --> 00:13:16.200]  去撇除的時候
[00:13:16.200 --> 00:13:17.000]  我們在神面前
[00:13:17.000 --> 00:13:19.000]  我們就真的沒有甚麼可誇
[00:13:19.000 --> 00:13:21.000]  神啊 我們的心在祢面前
[00:13:21.000 --> 00:13:23.400]  沒有甚麼值得狂傲的地方
[00:13:23.400 --> 00:13:26.400]  我們的眼亦沒有甚麼高大
[00:13:26.400 --> 00:13:30.600]  沒有甚麼自視可以很高的地方
[00:13:30.600 --> 00:13:32.000]  我們看回詩篇的詩人
[00:13:32.000 --> 00:13:33.400]  他講回自己的心境的時候
[00:13:33.400 --> 00:13:35.200]  他說:我的心不狂傲
[00:13:35.200 --> 00:13:36.800]  我的眼不高大
[00:13:36.800 --> 00:13:39.000]  重大和插不透的事
[00:13:39.000 --> 00:13:41.600]  我也不敢行
[00:13:41.600 --> 00:13:43.200]  一些很偉大的事情
[00:13:43.200 --> 00:13:44.400]  一些插不透
[00:13:44.400 --> 00:13:46.400]  一些自己及不上
[00:13:46.400 --> 00:13:49.000]  我的能力範圍之外的事情
[00:13:49.000 --> 00:13:51.400]  他說:我也不敢行
[00:13:51.400 --> 00:13:52.200]  意思就是說
[00:13:52.200 --> 00:13:53.400]  我不將這些事情
[00:13:53.400 --> 00:13:55.400]  讓它充塞在我心裏面
[00:13:55.400 --> 00:13:57.400]  充滿著我內心
[00:13:57.400 --> 00:13:58.400]  我不敢行
[00:13:58.400 --> 00:13:59.400]  不敢讓這些事情
[00:13:59.400 --> 00:14:03.400]  來佔據我的心思
[00:14:03.400 --> 00:14:05.400]  在我們所身處的香港環境當中
[00:14:05.400 --> 00:14:06.800]  你會發覺香港文化
[00:14:06.800 --> 00:14:07.400]  是不同的
[00:14:07.400 --> 00:14:09.600]  這個觀念是很違背的
[00:14:09.600 --> 00:14:12.200]  我們需要去不斷有很多的大的理想
[00:14:12.200 --> 00:14:14.200]  大的夢想
[00:14:14.200 --> 00:14:15.200]  香港人提醒我們
[00:14:15.200 --> 00:14:16.800]  我們要去想得遠一點
[00:14:16.800 --> 00:14:17.800]  想得大一點
[00:14:17.800 --> 00:14:19.400]  Think Big
[00:14:19.400 --> 00:14:21.200]  要想得大一點
[00:14:21.200 --> 00:14:22.800]  讓你人生有一個大的目標
[00:14:22.800 --> 00:14:25.200]  大的方向
[00:14:25.200 --> 00:14:26.800]  當然基督徒也說
[00:14:26.800 --> 00:14:27.800]  偉大的方向
[00:14:27.800 --> 00:14:29.600]  也說Think Big
[00:14:29.600 --> 00:14:31.400]  但我們的意象
[00:14:31.400 --> 00:14:33.800]  並不是自己的一些野心
[00:14:33.800 --> 00:14:34.800]  而是神給我們一些
[00:14:34.800 --> 00:14:36.400]  對前面的一些信心
[00:14:36.400 --> 00:14:38.400]  而來的一種方向
[00:14:38.400 --> 00:14:41.000]  那種意象帶給了我們生活的動力
[00:14:41.000 --> 00:14:44.000]  帶給了我們信心的挑戰
[00:14:44.000 --> 00:14:48.000]  意象和人的野心當中很大的分別
[00:14:48.000 --> 00:14:48.600]  另一方面
[00:14:48.600 --> 00:14:51.400]  基督徒也有他的進取心
[00:14:51.400 --> 00:14:54.000]  我們不是說我們放棄一些的目標
[00:14:54.000 --> 00:14:56.200]  我們不去夢想
[00:14:56.200 --> 00:14:57.200]  我們是有進取心
[00:14:57.200 --> 00:14:59.400]  我們是上進的人
[00:14:59.400 --> 00:15:01.400]  但在基督徒的觀念當中
[00:15:01.400 --> 00:15:02.800]  我們的進取
[00:15:02.800 --> 00:15:04.800]  是一個不同的進取
[00:15:04.800 --> 00:15:09.200]  是一個在馴服當中的進取
[00:15:09.200 --> 00:15:10.600]  我們去尋求一些方向
[00:15:10.600 --> 00:15:11.200]  一些夢想
[00:15:11.200 --> 00:15:12.400]  一些目標的時候
[00:15:12.400 --> 00:15:15.000]  我們內心是一種馴服的態度
[00:15:15.000 --> 00:15:17.400]  一種願意按著神的心意
[00:15:17.400 --> 00:15:18.600]  神的主權
[00:15:18.600 --> 00:15:21.000]  來發揮自己的一種心意
[00:15:21.000 --> 00:15:22.400]  我們要發揮自己的潛質
[00:15:22.400 --> 00:15:23.400]  自己的才幹
[00:15:23.400 --> 00:15:26.400]  這是一個管家所應該有的態度
[00:15:26.400 --> 00:15:27.800]  但在管家的態度當中
[00:15:27.800 --> 00:15:31.800]  仍然保持著一種馴服的態度
[00:15:31.800 --> 00:15:33.600]  最近在辦公室和工作當中
[00:15:33.600 --> 00:15:37.400]  有一位他因為自己是晚上進修神學的
[00:15:37.400 --> 00:15:38.600]  有自己的計劃
[00:15:38.600 --> 00:15:40.600]  一步步進修中
[00:15:40.600 --> 00:15:44.400]  但最近他家中的親人突然有意外
[00:15:44.400 --> 00:15:47.000]  需要他長期照顧他
[00:15:47.000 --> 00:15:48.000]  關心他
[00:15:48.000 --> 00:15:51.600]  亦代替了親人照顧家庭很多事務
[00:15:51.600 --> 00:15:53.200]  所以在他自己的計劃當中
[00:15:53.200 --> 00:15:56.400]  突然他發覺他所定的進修計劃
[00:15:56.400 --> 00:16:00.400]  需要修改和延遲
[00:16:00.400 --> 00:16:01.800]  當他自己說回經歷的時候
[00:16:01.800 --> 00:16:04.200]  他便覺得他很多時候定的計劃
[00:16:04.200 --> 00:16:06.800]  不是他自己能夠完全掌握的
[00:16:06.800 --> 00:16:09.400]  是完全在乎神的掌權
[00:16:09.400 --> 00:16:12.600]  神的安排
[00:16:12.600 --> 00:16:14.200]  其實這都是我們自己的經歷
[00:16:14.200 --> 00:16:16.200]  在很多我們自己所定的計劃當中
[00:16:16.200 --> 00:16:18.600]  往往好像有些突發的事情
[00:16:18.600 --> 00:16:21.800]  阻礙了我們想做的事情
