
[00:00:00.000 --> 00:00:04.000]  剛才我們所讀的聖經就是我們今天要思想的華語
[00:02:06.000 --> 00:02:07.000]  是很悲的
[00:02:07.000 --> 00:02:11.000]  你說你新年來講這麼悲的事情
[00:02:11.000 --> 00:02:12.000]  不關我的事
[00:02:12.000 --> 00:02:13.000]  聖經是這樣講的
[00:02:13.000 --> 00:02:15.000]  聖經也講這些事情
[00:02:15.000 --> 00:02:17.000]  也不關聖經的事
[00:02:17.000 --> 00:02:19.000]  因為事實上是這樣
[00:02:19.000 --> 00:02:24.000]  我最近聽一個財經界的前輩
[00:02:24.000 --> 00:02:25.000]  他講道
[00:02:25.000 --> 00:02:27.000]  他說你有沒有留意到
[00:02:27.000 --> 00:02:29.000]  幾年前我們開始整個世界
[00:02:29.000 --> 00:02:32.000]  很多金融經濟上的危機
[00:02:32.000 --> 00:02:34.000]  當時我們沒有可能
[00:02:34.000 --> 00:02:37.000]  我想不到大公司竟然會倒閉
[00:02:37.000 --> 00:02:39.000]  那些叫做兄弟
[00:02:39.000 --> 00:02:42.000]  還有什麼叫做Enron
[00:02:42.000 --> 00:02:44.000]  又不知道防什麼美
[00:02:44.000 --> 00:02:47.000]  還有那些這麼大的國際公司都會倒閉
[00:02:47.000 --> 00:02:49.000]  我們把我們的信任都壓下去
[00:02:49.000 --> 00:02:50.000]  它都會倒閉
[00:02:50.000 --> 00:02:52.000]  不過這只是開始
[00:02:52.000 --> 00:02:53.000]  過了幾年之後
[00:02:53.000 --> 00:02:56.000]  現在不單止那些不可能倒閉的公司
[00:02:56.000 --> 00:02:57.000]  每間都倒閉
[00:02:57.000 --> 00:02:59.000]  現在不可能倒閉的國家
[00:02:59.000 --> 00:03:00.000]  一個個都倒閉
[00:03:00.000 --> 00:03:02.000]  我們看到整個希臘都倒閉
[00:03:02.000 --> 00:03:04.000]  整個意大利都倒閉
[00:03:04.000 --> 00:03:05.000]  整個西班牙都倒閉
[00:03:05.000 --> 00:03:08.000]  整天那幾隻豬還沒倒閉
[00:03:08.000 --> 00:03:09.000]  還繼續倒閉
[00:03:09.000 --> 00:03:11.000]  他說第三波會是什麼呢
[00:03:11.000 --> 00:03:14.000]  可能第三波整個州都倒閉
[00:03:14.000 --> 00:03:16.000]  整個歐元區都倒閉
[00:03:16.000 --> 00:03:18.000]  第四波就不用說了
[00:03:18.000 --> 00:03:19.000]  大家都很熟悉
[00:03:19.000 --> 00:03:22.000]  全世界都倒閉
[00:03:22.000 --> 00:03:24.000]  這些不是我說的話
[00:03:24.000 --> 00:03:26.000]  我相信是有理由的
[00:03:26.000 --> 00:03:27.000]  不是聖經說的這麼簡單
[00:03:27.000 --> 00:03:29.000]  這是一個事實
[00:03:29.000 --> 00:03:32.000]  我們看到整個世界的病菌
[00:03:32.000 --> 00:03:34.000]  一直一直變種
[00:03:34.000 --> 00:03:36.000]  我不是危言聳聽
[00:03:36.000 --> 00:03:38.000]  我們有一些社會學家
[00:03:38.000 --> 00:03:43.000]  80年代已經開始看見這幅圖畫
[00:03:43.000 --> 00:03:46.000]  現在一個現代的很著名的社會學家
[00:03:46.000 --> 00:03:48.000]  英國的社會學者叫做Anthony Giddens
[00:03:48.000 --> 00:03:50.000]  他說自從90年代開始
[00:03:50.000 --> 00:03:52.000]  我們進入一個新的世界
[00:03:52.000 --> 00:03:55.000]  我們互聯網將我們全世界連接起來
[00:03:55.000 --> 00:03:57.000]  整個世界走向一個消費主義
[00:03:57.000 --> 00:04:00.000]  一體化的一個大市場之後
[00:04:00.000 --> 00:04:02.000]  我們整個世界就好像一輛車
[00:04:02.000 --> 00:04:03.000]  已經失去控制
[00:04:03.000 --> 00:04:04.000]  沒有煞車
[00:04:04.000 --> 00:04:05.000]  向下衝
[00:04:05.000 --> 00:04:06.000]  你想停都停不到
[00:04:06.000 --> 00:04:08.000]  大家都叫停的
[00:04:08.000 --> 00:04:10.000]  誰停得到就沒有人停得到
[00:04:10.000 --> 00:04:12.000]  誰走到擋就先死
[00:04:12.000 --> 00:04:16.000]  這是一個悲劇性的不斷發生
[00:04:16.000 --> 00:04:18.000]  是沒有人能夠阻止的情況
[00:04:18.000 --> 00:04:20.000]  所以當我們這樣看的時候
[00:04:20.000 --> 00:04:22.000]  我們說聖經裡面這樣說
[00:04:22.000 --> 00:04:24.000]  絕對不是危言聳聽
[00:04:24.000 --> 00:04:26.000]  而是一個事實
[00:04:26.000 --> 00:04:29.000]  這就是一個現實的悲情
[00:04:29.000 --> 00:04:30.000]  為什麼會這麼悲呢?
[00:04:30.000 --> 00:04:32.000]  聖經很有意思
[00:04:32.000 --> 00:04:35.000]  如果你留心看羅馬書第八章
[00:04:35.000 --> 00:04:38.000]  19節、20節、21節、22節、4節裡面
[00:04:38.000 --> 00:04:40.000]  每一節都用一個字
[00:04:40.000 --> 00:04:42.000]  就是我們是受造之物
[00:04:42.000 --> 00:04:44.000]  我們是被造的
[00:04:44.000 --> 00:04:47.000]  原來我們發覺我們是被造的萬物裡面
[00:04:47.000 --> 00:04:49.000]  這是必然的趨勢
[00:04:49.000 --> 00:04:50.000]  因為我們是有限的
[00:04:50.000 --> 00:04:51.000]  我們只是被造的
[00:04:51.000 --> 00:04:55.000]  一切被造之物都會面對這件事
[00:04:55.000 --> 00:04:57.000]  我們的身體會越來越壞
[00:04:57.000 --> 00:04:59.000]  過了一年就會病了
[00:04:59.000 --> 00:05:03.000]  也是新年流流說這些話
[00:05:03.000 --> 00:05:05.000]  當然了
[00:05:05.000 --> 00:05:08.000]  大家也知道我跟北宣很有緣
[00:05:08.000 --> 00:05:10.000]  因為北宣多少歲,我就多少歲
[00:05:10.000 --> 00:05:13.000]  北宣成立那一年就是我出生的
[00:05:13.000 --> 00:05:14.000]  所以下年北宣多少歲
[00:05:14.000 --> 00:05:16.000]  你說了,記得嗎?
[00:05:16.000 --> 00:05:18.000]  我就是多少歲,我60歲了
[00:05:18.000 --> 00:05:19.000]  我知道的
[00:05:19.000 --> 00:05:22.000]  人生怎麼會一帆風順呢?
[00:05:22.000 --> 00:05:24.000]  你今年沒事,下年也有事
[00:05:24.000 --> 00:05:26.000]  不是詛咒你
[00:05:26.000 --> 00:05:27.000]  你看看是不是呢?
[00:05:27.000 --> 00:05:29.000]  你的身體沒事,你的家庭可能有事
[00:05:29.000 --> 00:05:31.000]  你的家庭沒事,沒事的時候
[00:05:31.000 --> 00:05:32.000]  可能你的工作有事
[00:05:32.000 --> 00:05:33.000]  人生是這樣的
[00:05:33.000 --> 00:05:35.000]  因為我們受造,我們有限的
[00:05:35.000 --> 00:05:39.000]  我們只是被造的,我們是受造之物
[00:05:39.000 --> 00:05:41.000]  我們受造的時候
[00:05:41.000 --> 00:05:44.000]  我們就面對這個不能改變的逆轉
[00:05:44.000 --> 00:05:46.000]  我們不想說太多的科學
[00:05:46.000 --> 00:05:47.000]  如果中間有些是讀科學的
[00:05:47.000 --> 00:05:49.000]  你會更加明白叫做anthropy
[00:05:49.000 --> 00:05:51.000]  你學第二定律
[00:05:51.000 --> 00:05:52.000]  你放一隻橙在這裡
[00:05:52.000 --> 00:05:53.000]  你不用理它
[00:05:53.000 --> 00:05:54.000]  你過了一個月之後
[00:05:54.000 --> 00:05:56.000]  又臭又髒又發霉
[00:05:56.000 --> 00:05:58.000]  你想一個月之後種一隻好橙
[00:05:58.000 --> 00:06:00.000]  要很多功夫的
[00:06:00.000 --> 00:06:02.000]  自然的走勢就會爛的
[00:06:02.000 --> 00:06:04.000]  你想它不壞
[00:06:04.000 --> 00:06:07.000]  又要雪藏,又要調節濕度
[00:06:07.000 --> 00:06:09.000]  又不能夠太冷,又不能夠太熱
[00:06:09.000 --> 00:06:10.000]  有很多功夫的
[00:06:10.000 --> 00:06:12.000]  你想變壞,一天就搞定的
[00:06:12.000 --> 00:06:14.000]  你想你的生命很高貴
[00:06:14.000 --> 00:06:16.000]  有很長時間你搞
[00:06:16.000 --> 00:06:18.000]  這個是一個自然的趨勢
[00:06:18.000 --> 00:06:20.000]  受造之物是這樣的
[00:06:20.000 --> 00:06:21.000]  說到這裡的時候
[00:06:21.000 --> 00:06:23.000]  我們都很悲觀
[00:06:23.000 --> 00:06:24.000]  這個世界就是會這樣
[00:06:24.000 --> 00:06:26.000]  不過聖經很好
[00:06:26.000 --> 00:06:27.000]  是這樣的
[00:06:27.000 --> 00:06:29.000]  不過23字就開始轉了
[00:06:29.000 --> 00:06:31.000]  有一樣東西是不同的
[00:06:31.000 --> 00:06:34.000]  就是一個有神生命的人
[00:06:34.000 --> 00:06:36.000]  一個基督徒有神生命的人
[00:06:36.000 --> 00:06:38.000]  他23字說到什麼
[00:06:38.000 --> 00:06:42.000]  他說我們有聖靈初結果子的人
[00:06:42.000 --> 00:06:45.000]  這個就是說到我們有神生命的人
[00:06:45.000 --> 00:06:47.000]  有我們的主耶穌基督為我們而死
[00:06:47.000 --> 00:06:48.000]  而埋葬而復活
[00:06:48.000 --> 00:06:50.000]  好像今天我們這個聖餐
[00:06:50.000 --> 00:06:52.000]  提醒我們這件事的時候
[00:06:52.000 --> 00:06:53.000]  我們本來不是這樣的
[00:06:53.000 --> 00:06:58.000]  但是我們白白的有一種生命的改變
[00:06:58.000 --> 00:07:00.000]  就是因為我們有了聖靈
[00:07:00.000 --> 00:07:02.000]  這種不是受造之物
[00:07:02.000 --> 00:07:03.000]  本來應該有的
[00:07:03.000 --> 00:07:06.000]  是從神自己賜給我們的生命
[00:07:06.000 --> 00:07:11.000]  就可以令到我們開始一種新的體會
[00:07:11.000 --> 00:07:14.000]  不可能的成為可能
[00:07:14.000 --> 00:07:16.000]  所以接著那兩節很有意思的
[00:07:16.000 --> 00:07:18.000]  24節說得很複雜的
[00:07:18.000 --> 00:07:19.000]  但是很哲學性的
[00:07:19.000 --> 00:07:22.000]  我們看到的東西都不是盼望的時候
[00:07:22.000 --> 00:07:23.000]  我們還盼望什麼
[00:07:23.000 --> 00:07:25.000]  他說我們盼望都看不到的
[00:07:25.000 --> 00:07:27.000]  你想說什麼
[00:07:27.000 --> 00:07:30.000]  這個才是最精彩的地方
[00:07:30.000 --> 00:07:32.000]  就是我們有神生命的人
[00:07:32.000 --> 00:07:35.000]  有一件事是沒有信仰的人
[00:07:35.000 --> 00:07:37.000]  受造之物是沒有的
[00:07:37.000 --> 00:07:38.000]  就是我們看到的
[00:07:38.000 --> 00:07:41.000]  我們看不到的東西
[00:07:41.000 --> 00:07:44.000]  中世紀的神學家叫做Thomas Aquinas
[00:07:44.000 --> 00:07:47.000]  通常我們叫他Aquina
[00:07:47.000 --> 00:07:49.000]  他曾經提醒我們
[00:07:49.000 --> 00:07:51.000]  他說我們人其實基督徒
[00:07:51.000 --> 00:07:55.000]  是有兩個生命的部分的層次
[00:07:55.000 --> 00:07:57.000]  一個叫本性
[00:07:57.000 --> 00:07:58.000]  Nature
[00:07:58.000 --> 00:08:00.000]  但是我們還有一部分
[00:08:00.000 --> 00:08:02.000]  叫做超性
[00:08:02.000 --> 00:08:04.000]  Super nature
[00:08:04.000 --> 00:08:06.000]  不是說你和我可以隨便走
[00:08:06.000 --> 00:08:08.000]  又可以在海面上走
[00:08:08.000 --> 00:08:09.000]  好像耶穌那樣
[00:08:09.000 --> 00:08:10.000]  不是
[00:08:10.000 --> 00:08:11.000]  而是我們生命裡面
[00:08:11.000 --> 00:08:12.000]  一些本來不是屬於我們的
[00:08:12.000 --> 00:08:14.000]  是神賜給我們的
[00:08:14.000 --> 00:08:15.000]  透過聖靈
[00:08:15.000 --> 00:08:17.000]  在我們生命裡面賜給我們的
[00:08:17.000 --> 00:08:20.000]  那些不可能的可能
[00:08:20.000 --> 00:08:24.000]  這個就是那種的超性
[00:08:24.000 --> 00:08:25.000]  什麼叫做靈修
[00:08:25.000 --> 00:08:26.000]  你不要說我講了這麼久都不見
[00:08:26.000 --> 00:08:27.000]  你說什麼靈修
[00:08:27.000 --> 00:08:29.000]  有了,現在說了
[00:08:29.000 --> 00:08:31.000]  靈修就是修煉
[00:08:31.000 --> 00:08:33.000]  或者是修養
[00:08:33.000 --> 00:08:36.000]  我們的超性
[00:08:36.000 --> 00:08:37.000]  為什麼要修養
[00:08:37.000 --> 00:08:39.000]  因為很多時候我們都是被造之物
[00:08:39.000 --> 00:08:41.000]  你和我都會好像普通人一樣
[00:08:41.000 --> 00:08:42.000]  我們都會病的時候
[00:08:42.000 --> 00:08:43.000]  我們都會擔心
[00:08:43.000 --> 00:08:44.000]  我們都會難過
[00:08:44.000 --> 00:08:45.000]  當然了,人來的
[00:08:45.000 --> 00:08:47.000]  我們挫敗的時候
[00:08:47.000 --> 00:08:48.000]  我們會覺得孤單
[00:08:48.000 --> 00:08:49.000]  我們覺得被人離棄
[00:08:49.000 --> 00:08:51.000]  這個是完全是事實
[00:08:51.000 --> 00:08:52.000]  我們經濟壞的時候
[00:08:52.000 --> 00:08:53.000]  我們都會很擔憂
[00:08:53.000 --> 00:08:54.000]  這些是事實
[00:08:54.000 --> 00:08:56.000]  我們受造之物都會是這樣
[00:08:56.000 --> 00:08:57.000]  你和所有人都是這樣
[00:08:57.000 --> 00:08:59.000]  不過我想提醒你
[00:08:59.000 --> 00:09:00.000]  我們有一樣東西不同
[00:09:00.000 --> 00:09:04.000]  因為我們有神兒女的身份
[00:09:04.000 --> 00:09:07.000]  我們有聖靈初結的果子
[00:09:07.000 --> 00:09:11.000]  這件事令到我們在這些一切同樣的事情上
[00:09:11.000 --> 00:09:13.000]  我們看見的那些看不到的
[00:09:13.000 --> 00:09:15.000]  這個就是成熟和不成熟的分別
[00:09:15.000 --> 00:09:16.000]  小朋友幾歲大
[00:09:16.000 --> 00:09:18.000]  不是很明白的時候
[00:09:18.000 --> 00:09:19.000]  早上起床吃早餐
[00:09:19.000 --> 00:09:21.000]  看著是正常的
[00:09:21.000 --> 00:09:23.000]  當然有早餐吃
[00:09:23.000 --> 00:09:25.000]  但是慢慢長大了才知道
[00:09:25.000 --> 00:09:28.000]  沒理由那塊麵包自己會放在桌上
[00:09:28.000 --> 00:09:30.000]  媽媽在做手腳
[00:09:30.000 --> 00:09:33.000]  沒理由那件衣服以前不明白
[00:09:33.000 --> 00:09:35.000]  為什麼過了幾天之後
[00:09:35.000 --> 00:09:37.000]  髒了之後又回到抽屜裡乾淨
[00:09:37.000 --> 00:09:39.000]  你以為你開心了
[00:09:39.000 --> 00:09:42.000]  當然是媽媽在做事
[00:09:42.000 --> 00:09:47.000]  你看到這個不同的時候
[00:09:47.000 --> 00:09:48.000]  你眼看見
[00:09:48.000 --> 00:09:50.000]  這個就是聖經裡面24節所說
[00:09:50.000 --> 00:09:55.000]  看見的那些沒有看見的
[00:09:55.000 --> 00:09:58.000]  這個就是真正的分別
[00:09:58.000 --> 00:10:00.000]  一個有靈修的人
[00:10:00.000 --> 00:10:02.000]  有修養靈性的人
[00:10:02.000 --> 00:10:04.000]  或者叫修養超性的人
[00:10:04.000 --> 00:10:07.000]  他就開始看見那些看不到的
[00:10:07.000 --> 00:10:09.000]  本來看見不到的
[00:10:09.000 --> 00:10:11.000]  這個就是成熟的分別
[00:10:11.000 --> 00:10:13.000]  我們很多時候都明白
[00:10:13.000 --> 00:10:14.000]  小朋友長大之後
[00:10:14.000 --> 00:10:15.000]  我們就明白
[00:10:15.000 --> 00:10:16.000]  小學也開始明白
[00:10:16.000 --> 00:10:18.000]  這些不是必然的
[00:10:18.000 --> 00:10:20.000]  你以為上一年這麼好
[00:10:20.000 --> 00:10:22.000]  為什麼我們每天都被人解僱
[00:10:22.000 --> 00:10:23.000]  我沒有被人解僱
[00:10:23.000 --> 00:10:25.000]  你以為不是必然的
[00:10:25.000 --> 00:10:27.000]  你知不知道手在下面托著你
[00:10:27.000 --> 00:10:28.000]  神的恩典在托著你
[00:10:28.000 --> 00:10:29.000]  你看到的那些
[00:10:29.000 --> 00:10:32.000]  這個就叫做感恩
[00:10:32.000 --> 00:10:33.000]  不過現在我們發覺
[00:10:33.000 --> 00:10:34.000]  這個世界不單是小朋友看不到
[00:10:34.000 --> 00:10:36.000]  我們二十幾歲都看不到
[00:10:36.000 --> 00:10:38.000]  那天我和一群人一起吃飯的時候
[00:10:38.000 --> 00:10:39.000]  有個二十歲的女孩
[00:10:39.000 --> 00:10:41.000]  家裡很有錢
[00:10:41.000 --> 00:10:42.000]  什麼都不懂
[00:10:42.000 --> 00:10:43.000]  讀書也不行
[00:10:43.000 --> 00:10:44.000]  什麼都不行
[00:10:44.000 --> 00:10:45.000]  只會化妝
[00:10:45.000 --> 00:10:47.000]  很典型
[00:10:47.000 --> 00:10:49.000]  有時候大家不知道怎麼鼓勵她
[00:10:49.000 --> 00:10:51.000]  不知道怎麼激勵她
[00:10:51.000 --> 00:10:53.000]  於是有個阿姨就說
[00:10:53.000 --> 00:10:54.000]  你知不知道現在化妝
[00:10:54.000 --> 00:10:55.000]  其實賺了很多錢
[00:10:55.000 --> 00:10:57.000]  你學化妝吧
[00:10:57.000 --> 00:10:59.000]  一個小時三千多塊
[00:10:59.000 --> 00:11:00.000]  你化得好
[00:11:00.000 --> 00:11:01.000]  她真的很喜歡化妝
[00:11:01.000 --> 00:11:02.000]  每天都在學化妝
[00:11:02.000 --> 00:11:03.000]  她說什麼
[00:11:03.000 --> 00:11:05.000]  三千多塊
[00:11:05.000 --> 00:11:07.000]  都不夠我買件T恤
[00:11:07.000 --> 00:11:09.000]  嘩
[00:11:09.000 --> 00:11:11.000]  我想那時候的人都看見我的樣子
[00:11:11.000 --> 00:11:12.000]  如果我不是死人
[00:11:12.000 --> 00:11:14.000]  我走過去一巴掌打她
[00:11:14.000 --> 00:11:16.000]  三千多塊
[00:11:16.000 --> 00:11:18.000]  你賺了一毛錢沒有
[00:11:18.000 --> 00:11:20.000]  全部都是你爸爸媽媽的錢
[00:11:20.000 --> 00:11:21.000]  不知道
[00:11:21.000 --> 00:11:22.000]  看不到
[00:11:22.000 --> 00:11:23.000]  她以為是理所當然
[00:11:23.000 --> 00:11:24.000]  她買了這件衣服
[00:11:24.000 --> 00:11:26.000]  她只是看見她買了這件衣服
[00:11:26.000 --> 00:11:27.000]  買了那件衣服
[00:11:27.000 --> 00:11:28.000]  她不知道自己的錢怎麼來
[00:11:28.000 --> 00:11:29.000]  這個就是
[00:11:29.000 --> 00:11:30.000]  我們不是說她
[00:11:30.000 --> 00:11:32.000]  我們說我們自己的靈性上
[00:11:32.000 --> 00:11:33.000]  在過去一年裡
[00:11:33.000 --> 00:11:35.000]  你看到多少
[00:11:35.000 --> 00:11:36.000]  你眼看到多少
[00:11:36.000 --> 00:11:37.000]  你應該看到
[00:11:37.000 --> 00:11:38.000]  但你沒有看到的東西
[00:11:38.000 --> 00:11:40.000]  你以為是你自己可以嗎
[00:11:40.000 --> 00:11:42.000]  有些電影節目一看到
[00:11:42.000 --> 00:11:43.000]  為什麼你減了
[00:11:43.000 --> 00:11:45.000]  我減了十五磅
[00:11:45.000 --> 00:11:47.000]  是有意的
[00:11:47.000 --> 00:11:48.000]  特意的
[00:11:48.000 --> 00:11:49.000]  不是病
[00:11:49.000 --> 00:11:50.000]  不用擔心
[00:11:50.000 --> 00:11:51.000]  我很精神
[00:11:51.000 --> 00:11:52.000]  十五磅很重要的
[00:11:52.000 --> 00:11:53.000]  兩個保齡球
[00:11:53.000 --> 00:11:54.000]  每天
[00:11:54.000 --> 00:11:56.000]  走路的時候
[00:11:56.000 --> 00:11:58.000]  很感謝主
[00:11:58.000 --> 00:12:00.000]  我決定會減十五磅
[00:12:00.000 --> 00:12:01.000]  因為我身體的血管
[00:12:01.000 --> 00:12:02.000]  大家都知道
[00:12:02.000 --> 00:12:03.000]  做了手術
[00:12:03.000 --> 00:12:04.000]  血壓越來越高
[00:12:04.000 --> 00:12:05.000]  減了十五磅之後
[00:12:05.000 --> 00:12:07.000]  我的血壓每度減了二十
[00:12:07.000 --> 00:12:09.000]  上壓下壓都減了二十
[00:12:09.000 --> 00:12:12.000]  六年困擾了我的睡眠窒息症
[00:12:12.000 --> 00:12:13.000]  自己沒有了
[00:12:13.000 --> 00:12:14.000]  感謝主
[00:12:14.000 --> 00:12:16.000]  但我回來祈禱會的時候
[00:12:16.000 --> 00:12:17.000]  我一開始的時候
[00:12:17.000 --> 00:12:18.000]  跟電影節目說
[00:12:18.000 --> 00:12:19.000]  多謝你們為我禱告
[00:12:19.000 --> 00:12:20.000]  因為我走之前
[00:12:20.000 --> 00:12:21.000]  我跟電影節目說
[00:12:21.000 --> 00:12:22.000]  我做兩件事
[00:12:22.000 --> 00:12:24.000]  這三個月裡
[00:12:24.000 --> 00:12:26.000]  第一我要完成三本書
[00:12:26.000 --> 00:12:28.000]  第二我要減十五磅
[00:12:28.000 --> 00:12:29.000]  真的可以做到
[00:12:29.000 --> 00:12:30.000]  三本書都寫完了
[00:12:30.000 --> 00:12:31.000]  下一年會出
[00:12:31.000 --> 00:12:32.000]  感謝主
[00:12:32.000 --> 00:12:33.000]  這些不是必然的
[00:12:33.000 --> 00:12:34.000]  我跟電影節目說
[00:12:34.000 --> 00:12:36.000]  多謝你們為我抬禱
[00:12:36.000 --> 00:12:39.000]  大了一年應該病得多一點
[00:12:39.000 --> 00:12:40.000]  是不是
[00:12:40.000 --> 00:12:41.000]  應該懊悶一點
[00:12:41.000 --> 00:12:42.000]  應該嘔一點
[00:12:42.000 --> 00:12:43.000]  頭髮會白一點
[00:12:43.000 --> 00:12:44.000]  這是自然的
[00:12:44.000 --> 00:12:45.000]  必然的
[00:12:45.000 --> 00:12:46.000]  但是感謝主
[00:12:46.000 --> 00:12:47.000]  我竟然還可以精神的話
[00:12:47.000 --> 00:12:49.000]  這個不是必然的
[00:12:49.000 --> 00:12:50.000]  這個就是因典了
[00:12:50.000 --> 00:12:53.000]  這個就是神的手在托著我看到
[00:12:53.000 --> 00:12:55.000]  我希望電影節目都看到
[00:12:55.000 --> 00:12:56.000]  每天都看到
[00:12:56.000 --> 00:12:57.000]  每天看到
[00:12:57.000 --> 00:12:58.000]  在過去一年裡
[00:12:58.000 --> 00:13:00.000]  你看不看到神的手
[00:13:00.000 --> 00:13:03.000]  這個就是分別
[00:13:03.000 --> 00:13:08.000]  靈修就是不斷的去看見那些不看得見的
[00:13:08.000 --> 00:13:12.000]  經驗神每天在你的生命裡的力量
[00:13:12.000 --> 00:13:13.000]  你的帶領
[00:13:13.000 --> 00:13:15.000]  所以第26節開始說
[00:13:15.000 --> 00:13:18.000]  我們甚至說都不懂得怎麼說
[00:13:18.000 --> 00:13:20.000]  聖靈幫我們說
[00:13:20.000 --> 00:13:21.000]  我們看見事情的時候
[00:13:21.000 --> 00:13:23.000]  我們都不知道怎麼理解
[00:13:23.000 --> 00:13:24.000]  聖經說你不用擔心
[00:13:24.000 --> 00:13:25.000]  你不明白
[00:13:25.000 --> 00:13:26.000]  不要緊
[00:13:26.000 --> 00:13:27.000]  你知道一件事
[00:13:27.000 --> 00:13:29.000]  萬事都會互相效力
[00:13:29.000 --> 00:13:30.000]  在後面神
[00:13:30.000 --> 00:13:33.000]  令到每一個愛他的人得到益處
[00:13:33.000 --> 00:13:35.000]  這就是你看到
[00:13:35.000 --> 00:13:37.000]  應該看不到的東西
[00:13:37.000 --> 00:13:39.000]  這個就是靈修
[00:13:39.000 --> 00:13:41.000]  一個有屬靈修養的人
[00:13:41.000 --> 00:13:45.000]  屬靈修養就是在超聖的層次裡
[00:13:45.000 --> 00:13:47.000]  越來越明顯
[00:13:47.000 --> 00:13:48.000]  越來越敏銳
[00:13:48.000 --> 00:13:50.000]  越來越健壯
[00:13:50.000 --> 00:13:53.000]  以至當他面向將來的日子的時候
[00:13:53.000 --> 00:13:56.000]  就是剛才我們看31節至39節
[00:13:56.000 --> 00:13:57.000]  那段經文
[00:13:57.000 --> 00:13:58.000]  31節至39節裡面
[00:13:58.000 --> 00:14:00.000]  是充滿了矛盾的
[00:14:00.000 --> 00:14:02.000]  那裡說到我們有罪
[00:14:02.000 --> 00:14:04.000]  我們應該受罰的
[00:14:04.000 --> 00:14:05.000]  竟然可以被稱為義
[00:14:05.000 --> 00:14:06.000]  沒可能的
[00:14:06.000 --> 00:14:08.000]  我不知道今天早上講了多少句
[00:14:08.000 --> 00:14:09.000]  沒可能
[00:14:09.000 --> 00:14:11.000]  沒可能成為可能
[00:14:11.000 --> 00:14:13.000]  我們應該受罰的
[00:14:13.000 --> 00:14:15.000]  但竟然被稱為義
[00:14:15.000 --> 00:14:16.000]  我們又被打倒
[00:14:16.000 --> 00:14:17.000]  又有刀劍危險
[00:14:17.000 --> 00:14:18.000]  又赤身露體
[00:14:18.000 --> 00:14:19.000]  又飢餓
[00:14:19.000 --> 00:14:20.000]  我們應該孤單
[00:14:20.000 --> 00:14:22.000]  覺得被遺棄的
