
[00:00:00.000 --> 00:00:04.000]  當我們講到自己成長的歷程的時候
[00:05:16.000 --> 00:05:20.000]  女兒在旁邊聽到也很滿意
[00:05:20.000 --> 00:05:22.000]  感謝神
[00:05:22.000 --> 00:05:25.000]  有些時候要透過不同的方法
[00:05:25.000 --> 00:05:28.000]  讓他們知道他們都有自己獨特之處
[00:05:28.000 --> 00:05:30.000]  都是父母所愛的
[00:05:30.000 --> 00:05:32.000]  在當中不要偏心
[00:05:32.000 --> 00:05:34.000]  期間有些時候要留心
[00:05:34.000 --> 00:05:38.000]  有些時候子女因為某些問題
[00:05:38.000 --> 00:05:40.000]  產生一些惡劣的關係
[00:05:40.000 --> 00:05:42.000]  大家再看下面
[00:05:42.000 --> 00:05:45.000]  你會發覺下面第五節到第十一節
[00:05:45.000 --> 00:05:47.000]  大徒約瑟發了兩個夢
[00:05:47.000 --> 00:05:51.000]  夢境當中好像是說自己的兄弟向他下拜
[00:05:51.000 --> 00:05:54.000]  因此兄弟聽見就更加生氣
[00:05:54.000 --> 00:05:56.000]  你看第八節
[00:05:56.000 --> 00:05:59.000]  第八節最後一句說話說
[00:05:59.000 --> 00:06:02.000]  當他們聽見約瑟的夢之後
[00:06:02.000 --> 00:06:05.000]  就越發恨他
[00:06:05.000 --> 00:06:09.000]  第四節第五節和這裡第八節都提到
[00:06:09.000 --> 00:06:12.000]  兄弟是恨約瑟的
[00:06:12.000 --> 00:06:16.000]  這種仇恨慢慢轉變成了嫉妒
[00:06:16.000 --> 00:06:19.000]  所以聖經下面就說他們是嫉妒約瑟
[00:06:19.000 --> 00:06:21.000]  其實都可以理解
[00:06:21.000 --> 00:06:23.000]  因為當時的彩色長衣
[00:06:23.000 --> 00:06:28.000]  很多時候是給一些王子來穿的
[00:06:28.000 --> 00:06:31.000]  雅各親手做衣的衣服
[00:06:31.000 --> 00:06:37.000]  意味著他將第十一的兒子排到頭位
[00:06:37.000 --> 00:06:43.000]  要他承受長子的位份的一些含義
[00:06:43.000 --> 00:06:46.000]  因此其他兄弟會心心不幸
[00:06:46.000 --> 00:06:50.000]  因此很妒忌這個弟弟
[00:06:50.000 --> 00:06:52.000]  這種妒忌產生出來的時候
[00:06:52.000 --> 00:06:55.000]  會引發後來所有的一種殺機
[00:06:55.000 --> 00:06:58.000]  帶來更大的罪
[00:06:58.000 --> 00:06:59.000]  在家庭裏面
[00:06:59.000 --> 00:07:04.000]  我們要很小心避開任何的妒恨的心情
[00:07:04.000 --> 00:07:07.000]  很多時候就算見到自己的親人
[00:07:07.000 --> 00:07:11.000]  竟然爸爸那麼愛他而不理我
[00:07:11.000 --> 00:07:13.000]  心裏面會很仇恨
[00:07:13.000 --> 00:07:17.000]  甚至會覺得我不想再見這個兄弟
[00:07:17.000 --> 00:07:18.000]  各位電影姊妹
[00:07:18.000 --> 00:07:21.000]  如果我們面對著類似的情況
[00:07:21.000 --> 00:07:23.000]  我們要問一個問題
[00:07:23.000 --> 00:07:26.000]  我是否有一種妒忌
[00:07:26.000 --> 00:07:32.000]  如果你發現你所有的兄弟姊妹當中
[00:07:32.000 --> 00:07:36.000]  有哪一個的成就和成績比你好
[00:07:36.000 --> 00:07:38.000]  你一聽到的時候
[00:07:38.000 --> 00:07:40.000]  你的心就像被抓住一樣
[00:07:40.000 --> 00:07:41.000]  你很不開心
[00:07:41.000 --> 00:07:43.000]  他有那麼好的成績
[00:07:43.000 --> 00:07:47.000]  可以證明你已經有妒忌
[00:07:47.000 --> 00:07:49.000]  當你有妒忌的時候
[00:07:49.000 --> 00:07:52.000]  你要留心聖經所鼓勵我們
[00:07:52.000 --> 00:07:54.000]  今日的金句提醒我們
[00:07:54.000 --> 00:07:57.000]  神以後恩待我們
[00:07:57.000 --> 00:08:00.000]  詩篇116篇第七節同樣說
[00:08:00.000 --> 00:08:04.000]  我的心你要迎歸安樂
[00:08:04.000 --> 00:08:08.000]  因為耶和華用後恩待我
[00:08:08.000 --> 00:08:11.000]  常常想起有些地方不如人
[00:08:11.000 --> 00:08:14.000]  但神仍然有很多恩典待我
[00:08:14.000 --> 00:08:16.000]  想起神的恩典的時候
[00:08:16.000 --> 00:08:20.000]  就可以勝過妒忌的試探
[00:08:20.000 --> 00:08:21.000]  不要緊
[00:08:21.000 --> 00:08:24.000]  神愛我,神仍然愛我
[00:08:24.000 --> 00:08:26.000]  一位姊妹最近分享
[00:08:26.000 --> 00:08:29.000]  在一個講座裡聽到導師說
[00:08:29.000 --> 00:08:31.000]  你知不知道我們的天父
[00:08:31.000 --> 00:08:34.000]  就是我們終極的父親
[00:08:34.000 --> 00:08:37.000]  用英文說ultimate father
[00:08:37.000 --> 00:08:41.000]  沒錯,可能在世上的父母不懂得愛惜我們
[00:08:41.000 --> 00:08:44.000]  但這位天上終極的父親
[00:08:44.000 --> 00:08:46.000]  他仍然愛我們
[00:08:46.000 --> 00:08:48.000]  他以後恩待我們
[00:08:48.000 --> 00:08:50.000]  因此我們可以安然
[00:08:50.000 --> 00:08:53.000]  不要緊,神仍然愛我
[00:08:53.000 --> 00:08:56.000]  可以勝過妒忌的試探
[00:08:56.000 --> 00:08:58.000]  我們再看經文
[00:08:58.000 --> 00:09:01.000]  不單要逃避偏愛和妒忌
[00:09:01.000 --> 00:09:03.000]  也要在另一方面思想
[00:09:03.000 --> 00:09:07.000]  就是常常記得神永遠不會離棄我們
[00:09:07.000 --> 00:09:10.000]  屬祂的人,祂永遠不會離棄
[00:09:10.000 --> 00:09:14.000]  在接著的第十二到第十七節
[00:09:14.000 --> 00:09:19.000]  聖經提到亞各吩咐若瑟去找哥哥
[00:09:19.000 --> 00:09:21.000]  叫他去曠野
[00:09:21.000 --> 00:09:23.000]  找找他們有沒有問題
[00:09:23.000 --> 00:09:25.000]  將消息告訴他
[00:09:25.000 --> 00:09:29.000]  十八節提到當哥哥們遠遠看見若瑟的時候
[00:09:29.000 --> 00:09:32.000]  就已經動了殺機
[00:09:32.000 --> 00:09:34.000]  要殺這個弟弟
[00:09:34.000 --> 00:09:37.000]  但神第一次對他有保護
[00:09:37.000 --> 00:09:39.000]  就是讓大哥留本
[00:09:39.000 --> 00:09:41.000]  突然間可能他心裡想到
[00:09:41.000 --> 00:09:44.000]  我是大哥,我是老大
[00:09:44.000 --> 00:09:46.000]  如果弟弟死了
[00:09:46.000 --> 00:09:49.000]  回去如何和爸爸交代
[00:09:49.000 --> 00:09:51.000]  不行,要救弟弟
[00:09:51.000 --> 00:09:52.000]  就說不要殺他
[00:09:52.000 --> 00:09:55.000]  就這樣將他放在一個枯井裡
[00:09:55.000 --> 00:09:58.000]  之後他想將他救出來
[00:09:58.000 --> 00:10:02.000]  因此神透過大哥保守若瑟
[00:10:02.000 --> 00:10:04.000]  當他們坐下吃飯的時候
[00:10:04.000 --> 00:10:08.000]  大家看二十五節
[00:10:08.000 --> 00:10:13.000]  弟弟在坑口大聲呼喊的時候
[00:10:13.000 --> 00:10:15.000]  他們都不理會
[00:10:15.000 --> 00:10:17.000]  就坐下吃飯
[00:10:17.000 --> 00:10:21.000]  舉目觀看見一群二十萬人從基列來
[00:10:21.000 --> 00:10:25.000]  帶著很多貨品去埃及
[00:10:25.000 --> 00:10:27.000]  大家留意到這個時候
[00:10:27.000 --> 00:10:29.000]  他們舉目觀看意味著
[00:10:29.000 --> 00:10:30.000]  突然間發現
[00:10:30.000 --> 00:10:31.000]  不知從何處來
[00:10:31.000 --> 00:10:34.000]  何處出現一對雙女
[00:10:34.000 --> 00:10:37.000]  他們帶著很多很貴重的貨品
[00:10:37.000 --> 00:10:40.000]  提到香料其實非常之名貴
[00:10:40.000 --> 00:10:42.000]  甚至有人覺得他們等於
[00:10:42.000 --> 00:10:45.000]  黃金和寶石那麼名貴
[00:10:45.000 --> 00:10:47.000]  在當時的時代
[00:10:47.000 --> 00:10:49.000]  因此大家一看見的時候
[00:10:49.000 --> 00:10:52.000]  兩眼發光
[00:10:52.000 --> 00:10:57.000]  突然間錢財在他們心中吸引了他們
[00:10:57.000 --> 00:10:59.000]  殺了弟弟有什麼利益呢
[00:10:59.000 --> 00:11:01.000]  不如將他賣掉吧
[00:11:01.000 --> 00:11:04.000]  賣掉賺到錢
[00:11:04.000 --> 00:11:07.000]  而竟然神用這種邪惡的念頭
[00:11:07.000 --> 00:11:11.000]  來奇妙地保守著約瑟
[00:11:11.000 --> 00:11:13.000]  讓他不至於死亡
[00:11:13.000 --> 00:11:17.000]  更清楚表明神對他的保守
[00:11:17.000 --> 00:11:18.000]  各位弟兄姊妹
[00:11:18.000 --> 00:11:21.000]  有些時候我們會經歷一種
[00:11:21.000 --> 00:11:25.000]  被出賣的狀況
[00:11:25.000 --> 00:11:28.000]  但你想想耶穌有沒有經歷過被出賣
[00:11:28.000 --> 00:11:30.000]  有沒有?有
[00:11:30.000 --> 00:11:33.000]  猶太人用多少錢出賣耶穌
[00:11:33.000 --> 00:11:35.000]  三十兩銀子
[00:11:35.000 --> 00:11:37.000]  當你感覺
[00:11:37.000 --> 00:11:39.000]  如果你是被出賣的時候
[00:11:39.000 --> 00:11:42.000]  你要知道耶穌完全明白你的心情
[00:11:42.000 --> 00:11:44.000]  因為祂經歷過
[00:11:44.000 --> 00:11:46.000]  或者你感覺
[00:11:46.000 --> 00:11:48.000]  你被人排斥
[00:11:48.000 --> 00:11:51.000]  被人遺棄
[00:11:51.000 --> 00:11:54.000]  你可以想到當時
[00:11:54.000 --> 00:11:55.000]  這位約瑟
[00:11:55.000 --> 00:11:57.000]  他在一個敷井裡面
[00:11:57.000 --> 00:12:01.000]  在後來聖經的創世紀第四十二章第二十一節
[00:12:01.000 --> 00:12:05.000]  提到當時他們去到約瑟的宮廷
[00:12:05.000 --> 00:12:08.000]  當時他做了宰相
[00:12:08.000 --> 00:12:12.000]  這位約瑟假裝說他們是間諜
[00:12:12.000 --> 00:12:15.000]  在當時這班兄弟心裡就說
[00:12:15.000 --> 00:12:18.000]  當然我們以前得罪了弟弟
[00:12:18.000 --> 00:12:20.000]  當時當他在坑裡面
[00:12:20.000 --> 00:12:22.000]  向我們不斷求情的時候
[00:12:22.000 --> 00:12:24.000]  我們見到他心裡很痛苦
[00:12:24.000 --> 00:12:26.000]  也不理他
[00:12:26.000 --> 00:12:28.000]  可以想像當時他們在吃飯的時候
[00:12:28.000 --> 00:12:31.000]  弟弟在敷井裡面大聲地叫
[00:12:31.000 --> 00:12:35.000]  為什麼拋棄我?快點救我出來
[00:12:35.000 --> 00:12:37.000]  這位姐妹說
[00:12:37.000 --> 00:12:39.000]  他小時候在國內
[00:12:39.000 --> 00:12:44.000]  很小就被媽媽放在自己的親人家裡
[00:12:44.000 --> 00:12:46.000]  放下之後
[00:12:46.000 --> 00:12:48.000]  從此之後不聞不聞
[00:12:48.000 --> 00:12:50.000]  不再見到自己的父母親
[00:12:50.000 --> 00:12:52.000]  因此長大之後
[00:12:52.000 --> 00:12:56.000]  常常感覺自己是被人遺棄
[00:12:56.000 --> 00:12:58.000]  被人拋棄的人
[00:12:58.000 --> 00:13:02.000]  常常很難過很傷心
[00:13:02.000 --> 00:13:03.000]  各位靈性姐妹
[00:13:03.000 --> 00:13:04.000]  或許我們或多或少
[00:13:04.000 --> 00:13:08.000]  受到某一種遺棄的感覺或經歷
[00:13:08.000 --> 00:13:10.000]  但你要記得一件事情
[00:13:10.000 --> 00:13:12.000]  在聖經清楚說
[00:13:12.000 --> 00:13:16.000]  在詩篇第27篇第10節
[00:13:16.000 --> 00:13:18.000]  父母離棄我
[00:13:18.000 --> 00:13:22.000]  耶和華必收留我
[00:13:22.000 --> 00:13:25.000]  就算你的父母離棄你
[00:13:25.000 --> 00:13:27.000]  耶和華必收留
[00:13:27.000 --> 00:13:28.000]  他必愛護
[00:13:28.000 --> 00:13:30.000]  他不會拋棄我們
[00:13:30.000 --> 00:13:31.000]  因此一個基督徒
[00:13:31.000 --> 00:13:33.000]  當他上到神的恩典的時候
[00:13:33.000 --> 00:13:36.000]  他就能夠面對這些難處
[00:13:36.000 --> 00:13:37.000]  在詩篇第27篇
[00:13:37.000 --> 00:13:39.000]  然後最後再說
[00:13:39.000 --> 00:13:41.000]  你們要壯膽
[00:13:41.000 --> 00:13:42.000]  堅固你們的心
[00:13:42.000 --> 00:13:45.000]  因為我們相信在活人之地
[00:13:45.000 --> 00:13:48.000]  必得見耶和華的恩惠
[00:13:48.000 --> 00:13:51.000]  所以可以不用放膽
[00:13:51.000 --> 00:13:52.000]  弟弟姐妹你們記得
[00:13:52.000 --> 00:13:55.000]  聖經第27篇所說的詩篇
[00:13:55.000 --> 00:13:58.000]  因為相信在活人之地
[00:13:58.000 --> 00:14:00.000]  得見神的恩惠
[00:14:00.000 --> 00:14:04.000]  就必不放膽
[00:14:04.000 --> 00:14:06.000]  我們再看經文後面的時候
[00:14:06.000 --> 00:14:08.000]  你會看到當時
[00:14:08.000 --> 00:14:11.000]  約瑟被賣到去埃及的地方
[00:14:11.000 --> 00:14:12.000]  在埃及的地方
[00:14:12.000 --> 00:14:14.000]  他經歷一個神蹟
[00:14:14.000 --> 00:14:16.000]  或是說兩個神蹟
[00:14:16.000 --> 00:14:17.000]  第一
[00:14:17.000 --> 00:14:19.000]  他竟然後來一步步成為宰相
[00:14:19.000 --> 00:14:20.000]  我們將來會說
[00:14:20.000 --> 00:14:22.000]  這個絕對是神蹟
[00:14:22.000 --> 00:14:24.000]  第二的神蹟就是
[00:14:24.000 --> 00:14:27.000]  他竟然見到自己的兄弟的時候
[00:14:27.000 --> 00:14:29.000]  他的怨恨
[00:14:29.000 --> 00:14:32.000]  神幫他清理了
[00:14:32.000 --> 00:14:35.000]  他竟然可以愛那些傷害他的人
[00:14:35.000 --> 00:14:37.000]  甚至供應他們食物
[00:14:37.000 --> 00:14:40.000]  甚至關心愛護他們
[00:14:40.000 --> 00:14:43.000]  這個同樣是神蹟
[00:14:43.000 --> 00:14:45.000]  有些時候你不會相信
[00:14:45.000 --> 00:14:47.000]  竟然神的愛臨到你
[00:14:47.000 --> 00:14:51.000]  你可以愛那些曾經傷害你的人
[00:14:51.000 --> 00:14:53.000]  包括了家人
[00:14:53.000 --> 00:14:55.000]  好像我開始時所說
[00:14:55.000 --> 00:14:58.000]  那個包袱放下了
[00:14:58.000 --> 00:15:01.000]  一個沉重的包袱放下了
[00:15:01.000 --> 00:15:04.000]  打開竟然可以見到有禮物在裡面
[00:15:04.000 --> 00:15:05.000]  可以拿出來
[00:15:05.000 --> 00:15:09.000]  送給那些曾經傷害自己的親人
[00:15:09.000 --> 00:15:10.000]  各位弟兄姊妹
[00:15:10.000 --> 00:15:12.000]  身在奇妙的上帝
[00:15:12.000 --> 00:15:13.000]  去倚靠祂
[00:15:13.000 --> 00:15:15.000]  去仰望祂的恩典
[00:15:15.000 --> 00:15:18.000]  將你很多好像很困難的歷程
[00:15:18.000 --> 00:15:22.000]  轉變成真正成為你自己
[00:15:22.000 --> 00:15:24.000]  和家人的祝福
[00:15:24.000 --> 00:15:26.000]  你去求靠祂
[00:15:26.000 --> 00:15:28.000]  去倚靠祂
[00:15:28.000 --> 00:15:30.000]  我們一起祈禱

