
[00:00:00.000 --> 00:00:04.320]  有powerpoint的,我們一起去看看
[00:02:37.760 --> 00:02:39.760]  又發抖又驚奇
[00:02:39.760 --> 00:02:41.760]  什麼也不告訴人
[00:02:41.760 --> 00:02:43.760]  因為他們害怕
[00:02:43.760 --> 00:02:45.760]  馬學福音的結尾
[00:02:45.760 --> 00:02:47.760]  很多的首抄本
[00:02:47.760 --> 00:02:51.200]  是說那些婦女很害怕
[00:02:51.200 --> 00:02:53.200]  結尾是很奇怪的
[00:02:53.200 --> 00:02:55.200]  是一個結束
[00:02:55.200 --> 00:02:57.200]  說耶穌怎樣傳道
[00:02:57.200 --> 00:02:59.200]  受死埋葬復活
[00:02:59.200 --> 00:03:01.200]  到最後說
[00:03:01.200 --> 00:03:03.200]  第八節應該是完結
[00:03:03.200 --> 00:03:05.200]  很多婦女很害怕
[00:03:05.200 --> 00:03:07.200]  跟隨耶穌的人很害怕
[00:03:07.200 --> 00:03:09.200]  很奇怪的
[00:03:09.200 --> 00:03:11.200]  所以有些人覺得
[00:03:11.200 --> 00:03:13.200]  第九到二十節應該存在
[00:03:13.200 --> 00:03:15.200]  不過也有很多學者認為
[00:03:15.200 --> 00:03:17.200]  第九到二十節應該存在
[00:03:17.200 --> 00:03:19.200]  因為第九到二十節
[00:03:19.200 --> 00:03:21.200]  他的寫作手法
[00:03:21.200 --> 00:03:23.200]  有別於前十六章的含義
[00:03:23.200 --> 00:03:25.200]  或者表達方式
[00:03:25.200 --> 00:03:27.200]  所以也有傳有疑問
[00:03:27.200 --> 00:03:29.200]  不過無論如何
[00:03:29.200 --> 00:03:31.200]  究竟真的存在還是不存在
[00:03:31.200 --> 00:03:33.200]  第九到二十節
[00:03:33.200 --> 00:03:35.200]  既然和合本有
[00:03:35.200 --> 00:03:37.200]  也有很多譯本
[00:03:37.200 --> 00:03:39.200]  我們就了解一下
[00:03:39.200 --> 00:03:41.200]  第九到二十節究竟發生什麼事
[00:03:41.200 --> 00:03:43.200]  他寫作的手法
[00:03:43.200 --> 00:03:45.200]  是有別於前十六章的含義
[00:03:45.200 --> 00:03:47.200]  究竟發生什麼事
[00:03:47.200 --> 00:03:49.200]  他講的是一個什麼故事
[00:03:49.200 --> 00:03:51.200]  帶給我們一個什麼訊息
[00:03:51.200 --> 00:03:53.200]  去到思想
[00:03:53.200 --> 00:03:55.200]  經文分開三個部分
[00:03:55.200 --> 00:03:57.200]  在第九到十四節
[00:03:57.200 --> 00:03:59.200]  十五和十六節
[00:03:59.200 --> 00:04:01.200]  接著在第十七到二十節
[00:04:01.200 --> 00:04:03.200]  我們先看第一部分
[00:04:03.200 --> 00:04:05.200]  九到十四節
[00:04:05.200 --> 00:04:07.200]  九到十四節這個大段落
[00:04:07.200 --> 00:04:09.200]  他最主要講了一件事
[00:04:09.200 --> 00:04:11.200]  他講了什麼
[00:04:11.200 --> 00:04:13.200]  他就講到
[00:04:13.200 --> 00:04:19.200]  受死埋葬的耶穌復活了
[00:04:19.200 --> 00:04:21.200]  他就講到一件事
[00:04:21.200 --> 00:04:23.200]  受死埋葬的耶穌復活了
[00:04:23.200 --> 00:04:25.200]  他特別
[00:04:25.200 --> 00:04:27.200]  作者很強調
[00:04:27.200 --> 00:04:31.200]  用了復活、顯現、活了、被看見
[00:04:31.200 --> 00:04:33.200]  這些形容詞
[00:04:33.200 --> 00:04:35.200]  來講述耶穌的復活
[00:04:35.200 --> 00:04:37.200]  更加用耶穌可以和人對話的
[00:04:37.200 --> 00:04:39.200]  耶穌可以責備人的
[00:04:39.200 --> 00:04:41.200]  來講述耶穌
[00:04:41.200 --> 00:04:43.200]  雖然他受死埋葬
[00:04:43.200 --> 00:04:45.200]  但他現在身體
[00:04:45.200 --> 00:04:47.200]  肉身復活了
[00:04:47.200 --> 00:04:49.200]  這個很明顯和我們
[00:04:49.200 --> 00:04:51.200]  在整本聖經所理解的
[00:04:51.200 --> 00:04:53.200]  福音是相吻合的
[00:04:53.200 --> 00:04:55.200]  譬如保羅在林前第十五章
[00:04:55.200 --> 00:04:57.200]  講的是一個怎樣的福音
[00:04:57.200 --> 00:04:59.200]  保羅說
[00:04:59.200 --> 00:05:01.200]  我將我的福音告訴你們
[00:05:01.200 --> 00:05:03.200]  基督照聖經所說
[00:05:03.200 --> 00:05:05.200]  為我們的罪死了
[00:05:05.200 --> 00:05:07.200]  而且埋葬了
[00:05:07.200 --> 00:05:09.200]  又照聖經所說
[00:05:09.200 --> 00:05:11.200]  我們已經復活了
[00:05:11.200 --> 00:05:13.200]  福音本身的重要性
[00:05:13.200 --> 00:05:15.200]  精髓就是指向耶穌基督
[00:05:15.200 --> 00:05:17.200]  這個受高的君王
[00:05:17.200 --> 00:05:19.200]  為我們的罪受死
[00:05:19.200 --> 00:05:21.200]  埋葬復活
[00:05:21.200 --> 00:05:23.200]  在第九節說
[00:05:23.200 --> 00:05:25.200]  復活的主
[00:05:25.200 --> 00:05:27.200]  先向末大拉的瑪利亞顯現
[00:05:27.200 --> 00:05:29.200]  這個瑪利亞
[00:05:29.200 --> 00:05:31.200]  曾經有七隻鬼附著
[00:05:31.200 --> 00:05:33.200]  然後耶穌趕走了
[00:05:33.200 --> 00:05:35.200]  然後他說向兩個人顯現
[00:05:35.200 --> 00:05:37.200]  我們知道
[00:05:37.200 --> 00:05:39.200]  這兩個人就是
[00:05:39.200 --> 00:05:41.200]  路加福第二十四章
[00:05:41.200 --> 00:05:43.200]  以馬五思路上的兩個人
[00:05:43.200 --> 00:05:45.200]  其中一個就是格劉巴
[00:05:45.200 --> 00:05:47.200]  這個人的名字
[00:05:47.200 --> 00:05:49.200]  他們這兩個人
[00:05:49.200 --> 00:05:51.200]  加上瑪利亞
[00:05:51.200 --> 00:05:53.200]  三個人
[00:05:53.200 --> 00:05:55.200]  他們遇上了復活的耶穌的時候
[00:05:55.200 --> 00:05:57.200]  他們做一件事
[00:05:57.200 --> 00:05:59.200]  兩個單位都做同一件事
[00:05:59.200 --> 00:06:01.200]  就是做什麼呢
[00:06:01.200 --> 00:06:03.200]  就是去告訴
[00:06:03.200 --> 00:06:05.200]  Go and tell
[00:06:05.200 --> 00:06:07.200]  去將這件事件
[00:06:07.200 --> 00:06:09.200]  去到門徒的根前
[00:06:09.200 --> 00:06:11.200]  告訴他們
[00:06:11.200 --> 00:06:13.200]  耶穌復活了
[00:06:13.200 --> 00:06:15.200]  Go and tell
[00:06:15.200 --> 00:06:17.200]  在舊約有一個神學
[00:06:17.200 --> 00:06:19.200]  叫做Come and see
[00:06:19.200 --> 00:06:21.200]  來看,來到見
[00:06:21.200 --> 00:06:23.200]  這個就是一個舊約的神學
[00:06:23.200 --> 00:06:25.200]  他說什麼呢
[00:06:25.200 --> 00:06:27.200]  譬如他引用
[00:06:27.200 --> 00:06:29.200]  學者又引用
[00:06:29.200 --> 00:06:31.200]  獵王記上第十章
[00:06:31.200 --> 00:06:33.200]  士巴女王
[00:06:33.200 --> 00:06:35.200]  在門徒的根前的時候
[00:06:35.200 --> 00:06:37.200]  他會見到所有門王的偉大智慧
[00:06:37.200 --> 00:06:39.200]  見到整個聖殿的宏偉
[00:06:39.200 --> 00:06:41.200]  他就很驚訝
[00:06:41.200 --> 00:06:43.200]  有一個神
[00:06:43.200 --> 00:06:45.200]  是多麼的尊崇
[00:06:45.200 --> 00:06:47.200]  榮耀
[00:06:47.200 --> 00:06:49.200]  Come and see 士巴女王
[00:06:49.200 --> 00:06:51.200]  來到耶路撒冷見到
[00:06:51.200 --> 00:06:53.200]  然後就驚訝上帝
[00:06:53.200 --> 00:06:55.200]  他自己的榮耀
[00:06:55.200 --> 00:06:57.200]  不過在新約就不是
[00:06:57.200 --> 00:06:59.200]  新約就是Go and tell
[00:06:59.200 --> 00:07:01.200]  去到不同的人當中
[00:07:01.200 --> 00:07:03.200]  去告訴別人
[00:07:03.200 --> 00:07:05.200]  耶穌復活了
[00:07:05.200 --> 00:07:07.200]  就好像我們的大使命
[00:07:07.200 --> 00:07:09.200]  所以你們要去
[00:07:09.200 --> 00:07:11.200]  使萬民作為門徒
[00:07:11.200 --> 00:07:13.200]  我們要去
[00:07:13.200 --> 00:07:15.200]  這是Go and tell的神學
[00:07:15.200 --> 00:07:17.200]  在經文當中你們會見到
[00:07:17.200 --> 00:07:19.200]  瑪利亞和這兩個
[00:07:19.200 --> 00:07:21.200]  二馬五少路上的人
[00:07:21.200 --> 00:07:23.200]  去到將
[00:07:23.200 --> 00:07:25.200]  耶穌復活這件事
[00:07:25.200 --> 00:07:27.200]  告訴11個
[00:07:27.200 --> 00:07:29.200]  流感類的門徒
[00:07:29.200 --> 00:07:31.200]  不過門徒的反應
[00:07:31.200 --> 00:07:33.200]  大家都見到的在第11和第13節
[00:07:33.200 --> 00:07:35.200]  就是不信
[00:07:35.200 --> 00:07:37.200]  不相信
[00:07:37.200 --> 00:07:39.200]  這個不相信
[00:07:39.200 --> 00:07:41.200]  他們不相信耶穌復活
[00:07:41.200 --> 00:07:43.200]  受死的人
[00:07:43.200 --> 00:07:45.200]  被埋葬的人
[00:07:45.200 --> 00:07:47.200]  怎麼可能復活呢
[00:07:47.200 --> 00:07:49.200]  所以他們就不信
[00:07:49.200 --> 00:07:51.200]  然後當他們不信的時候
[00:07:51.200 --> 00:07:53.200]  第14節又說到
[00:07:53.200 --> 00:07:55.200]  耶穌復活的主
[00:07:55.200 --> 00:07:57.200]  在他們的根前顯現
[00:07:57.200 --> 00:07:59.200]  第14節說到後
[00:07:59.200 --> 00:08:01.200]  有11個門徒坐直的時候
[00:08:01.200 --> 00:08:03.200]  就是靠著身體
[00:08:03.200 --> 00:08:05.200]  在吃飯的時候
[00:08:05.200 --> 00:08:07.200]  耶穌就向他們顯現
[00:08:07.200 --> 00:08:09.200]  並且責備他們什麼呢
[00:08:09.200 --> 00:08:11.200]  不信
[00:08:11.200 --> 00:08:13.200]  責備他們不相信瑪利亞
[00:08:13.200 --> 00:08:15.200]  和兩個人的見證
[00:08:15.200 --> 00:08:17.200]  而這個責備他們的不信
[00:08:17.200 --> 00:08:19.200]  是有一個
[00:08:19.200 --> 00:08:21.200]  更加 耶穌說什麼呢
[00:08:21.200 --> 00:08:23.200]  責備他們的什麼呢
[00:08:23.200 --> 00:08:25.200]  心裡剛硬
[00:08:25.200 --> 00:08:27.200]  他們的內心
[00:08:27.200 --> 00:08:29.200]  很固執
[00:08:29.200 --> 00:08:31.200]  堅持己見
[00:08:31.200 --> 00:08:33.200]  有自己的想法
[00:08:33.200 --> 00:08:35.200]  不知道大家有沒有遇到過
[00:08:35.200 --> 00:08:37.200]  這些人呢
[00:08:37.200 --> 00:08:39.200]  有人說一定是這樣的
[00:08:39.200 --> 00:08:41.200]  除非不是
[00:08:41.200 --> 00:08:43.200]  一定是這樣的
[00:08:43.200 --> 00:08:45.200]  一定是說過那件事
[00:08:45.200 --> 00:08:47.200]  某時某日
[00:08:47.200 --> 00:08:49.200]  是這樣發生的
[00:08:49.200 --> 00:08:51.200]  不可能不是的
[00:08:51.200 --> 00:08:53.200]  我記得是這樣的
[00:08:53.200 --> 00:08:55.200]  我都有一個堅持
[00:08:55.200 --> 00:08:57.200]  我和師母在金鐘地鐵站
[00:08:57.200 --> 00:08:59.200]  由尖沙咀去金鐘
[00:08:59.200 --> 00:09:01.200]  就在
[00:09:01.200 --> 00:09:03.200]  到站的時候
[00:09:03.200 --> 00:09:05.200]  看到對面月台有輛車
[00:09:05.200 --> 00:09:07.200]  打開門
[00:09:07.200 --> 00:09:09.200]  我和師母說一定是等我們
[00:09:09.200 --> 00:09:11.200]  因為通常是這樣的
[00:09:11.200 --> 00:09:13.200]  通常是要
[00:09:13.200 --> 00:09:15.200]  接對面的車
[00:09:15.200 --> 00:09:17.200]  通常是這樣
[00:09:17.200 --> 00:09:19.200]  我們車門就開了
[00:09:19.200 --> 00:09:21.200]  我們馬阿斯斯形走去
[00:09:21.200 --> 00:09:23.200]  對面車門就關了
[00:09:23.200 --> 00:09:25.200]  關了門之後
[00:09:25.200 --> 00:09:27.200]  我們慢慢走去月台
[00:09:27.200 --> 00:09:29.200]  車門不開
[00:09:29.200 --> 00:09:31.200]  我和師母說一定是開門
[00:09:31.200 --> 00:09:33.200]  關了門
[00:09:33.200 --> 00:09:35.200]  這麼久都不開車
[00:09:35.200 --> 00:09:37.200]  一定是開門
[00:09:37.200 --> 00:09:39.200]  但最終
[00:09:39.200 --> 00:09:41.200]  車門就走了
[00:09:41.200 --> 00:09:43.200]  走了
[00:09:43.200 --> 00:09:45.200]  就是這樣
[00:09:45.200 --> 00:09:47.200]  以為是這樣的
[00:09:47.200 --> 00:09:49.200]  原來不是
[00:09:49.200 --> 00:09:51.200]  這麼順
[00:09:51.200 --> 00:09:53.200]  耶穌他們的師父
[00:09:53.200 --> 00:09:55.200]  受死埋葬了三天
[00:09:55.200 --> 00:09:57.200]  怎麼會復活
[00:09:57.200 --> 00:09:59.200]  心裡固執
[00:09:59.200 --> 00:10:01.200]  又執著
[00:10:01.200 --> 00:10:03.200]  這個執著
[00:10:03.200 --> 00:10:05.200]  在經文
[00:10:05.200 --> 00:10:07.200]  是說到他們
[00:10:07.200 --> 00:10:09.200]  和神的關係疏離
[00:10:09.200 --> 00:10:11.200]  是說到他們
[00:10:11.200 --> 00:10:13.200]  離開了復活的道
[00:10:13.200 --> 00:10:15.200]  真理的道
[00:10:15.200 --> 00:10:17.200]  在臨後的四章說
[00:10:17.200 --> 00:10:19.200]  為什麼人們不信
[00:10:19.200 --> 00:10:21.200]  心裡剛硬是有原因的
[00:10:21.200 --> 00:10:23.200]  此等不信的人是比這
[00:10:23.200 --> 00:10:25.200]  世界的神
[00:10:25.200 --> 00:10:27.200]  弄合了心硬
[00:10:27.200 --> 00:10:29.200]  以至他們見不到的
[00:10:29.200 --> 00:10:33.200]  基督榮耀福音的榮光顯明在他們身上
[00:10:33.200 --> 00:10:35.200]  我們知道
[00:10:35.200 --> 00:10:37.200]  在《屬靈真展》當中
[00:10:37.200 --> 00:10:39.200]  我們很明白
[00:10:39.200 --> 00:10:41.200]  在二弗所書第二章第六章
[00:10:41.200 --> 00:10:43.200]  說得很清楚
[00:10:43.200 --> 00:10:45.200]  有空中掌權者
[00:10:45.200 --> 00:10:47.200]  迷惑了我們的心
[00:10:47.200 --> 00:10:49.200]  而我們本身
[00:10:49.200 --> 00:10:51.200]  是一個不信的人
[00:10:51.200 --> 00:10:53.200]  不信的
[00:10:53.200 --> 00:10:55.200]  不相信耶穌可以復活
[00:10:55.200 --> 00:10:57.200]  這個不相信
[00:10:57.200 --> 00:11:01.200]  是讓我們對神的復活產生了懷疑
[00:11:01.200 --> 00:11:03.200]  產生懷疑
[00:11:03.200 --> 00:11:05.200]  就像在臨前第一章
[00:11:05.200 --> 00:11:07.200]  也這麼說
[00:11:07.200 --> 00:11:09.200]  猶太人要神蹟
[00:11:09.200 --> 00:11:11.200]  希臘人要求智慧
[00:11:11.200 --> 00:11:13.200]  當保羅說我們傳十字架
[00:11:13.200 --> 00:11:15.200]  福音的時候
[00:11:15.200 --> 00:11:17.200]  耶穌在基督的時候
[00:11:17.200 --> 00:11:19.200]  在猶太人當中為半腳石
[00:11:19.200 --> 00:11:21.200]  在愛邦人當中為魚船
[00:11:21.200 --> 00:11:23.200]  有些人覺得
[00:11:23.200 --> 00:11:25.200]  一個死人會復活
[00:11:25.200 --> 00:11:27.200]  是一個神話故事
[00:11:27.200 --> 00:11:29.200]  不可信
[00:11:29.200 --> 00:11:31.200]  不過這個人
[00:11:31.200 --> 00:11:33.200]  他的不可信
[00:11:33.200 --> 00:11:35.200]  他這樣說的時候
[00:11:35.200 --> 00:11:37.200]  背後呈現了一個勢力
[00:11:37.200 --> 00:11:39.200]  惡者蒙蔽了人的心眼
[00:11:39.200 --> 00:11:41.200]  讓我們不能認識耶穌
[00:11:41.200 --> 00:11:43.200]  就是復活的主
[00:11:43.200 --> 00:11:47.200]  經文說到
[00:11:47.200 --> 00:11:49.200]  十一個門徒不信
[00:11:49.200 --> 00:11:51.200]  不過想深一層
[00:11:51.200 --> 00:11:53.200]  曾幾何時
[00:11:53.200 --> 00:11:55.200]  沒達拉的瑪利亞
[00:11:55.200 --> 00:11:57.200]  和二瑪五少皇上的兩個人
[00:11:57.200 --> 00:11:59.200]  都是不信
[00:11:59.200 --> 00:12:01.200]  在《約翰福音》第20章
[00:12:01.200 --> 00:12:03.200]  瑪利亞是第一個去到空墳墓
[00:12:03.200 --> 00:12:05.200]  沒達拉的瑪利亞
[00:12:05.200 --> 00:12:07.200]  她是第一個去到
[00:12:07.200 --> 00:12:09.200]  她去到的時候天使就問她
[00:12:09.200 --> 00:12:11.200]  主人,你為什麼哭?
[00:12:11.200 --> 00:12:13.200]  沒達拉的瑪利亞就說
[00:12:13.200 --> 00:12:15.200]  因為有人將我的主
[00:12:15.200 --> 00:12:17.200]  耶穌,拿走了
[00:12:17.200 --> 00:12:19.200]  現在在空墳墓
[00:12:19.200 --> 00:12:21.200]  我不知道他放在哪裡
[00:12:21.200 --> 00:12:23.200]  說完這話之後轉身
[00:12:23.200 --> 00:12:25.200]  她看見耶穌站在那裡
[00:12:25.200 --> 00:12:27.200]  卻不知道是耶穌
[00:12:27.200 --> 00:12:31.200]  親眼看到耶穌
[00:12:31.200 --> 00:12:33.200]  卻不知道這是耶穌
[00:12:33.200 --> 00:12:35.200]  在二瑪五少皇上
[00:12:35.200 --> 00:12:37.200]  更加奇怪
[00:12:37.200 --> 00:12:39.200]  在兩人對話的時候
[00:12:39.200 --> 00:12:41.200]  耶穌在旁邊經過
[00:12:41.200 --> 00:12:43.200]  問發生了什麼事?
[00:12:43.200 --> 00:12:45.200]  你沒聽過耶穌撒冷近我的事嗎?
[00:12:45.200 --> 00:12:47.200]  耶穌真的很主動地
[00:12:47.200 --> 00:12:49.200]  和這兩個人對話
[00:12:49.200 --> 00:12:51.200]  並且過了一晚
[00:12:51.200 --> 00:12:53.200]  住在她家
[00:12:53.200 --> 00:12:55.200]  直到他們什麼時候才認得出
[00:12:55.200 --> 00:12:57.200]  是耶穌呢?
[00:12:57.200 --> 00:12:59.200]  抹餅之後,耶穌忽然就不見了
[00:12:59.200 --> 00:13:01.200]  他們才察覺到
[00:13:01.200 --> 00:13:03.200]  原來和他們對話這麼久
[00:13:03.200 --> 00:13:05.200]  是耶穌
[00:13:05.200 --> 00:13:07.200]  想想,其實我們在
[00:13:07.200 --> 00:13:09.200]  信仰路上,我們也有
[00:13:09.200 --> 00:13:11.200]  這些掙扎,我們也有
[00:13:11.200 --> 00:13:13.200]  存疑過的時候
[00:13:13.200 --> 00:13:15.200]  人生總是有起有跌
[00:13:15.200 --> 00:13:17.200]  當在一些艱難歲月的時候
[00:13:17.200 --> 00:13:19.200]  我們起碼
[00:13:19.200 --> 00:13:21.200]  對神產生懷疑
[00:13:21.200 --> 00:13:23.200]  不信
[00:13:23.200 --> 00:13:25.200]  其實十一個門徒
[00:13:25.200 --> 00:13:27.200]  沒達拉的瑪利亞
[00:13:27.200 --> 00:13:29.200]  又或者二瑪五少皇上
[00:13:29.200 --> 00:13:31.200]  那兩個人
[00:13:31.200 --> 00:13:33.200]  其實都是代表著我們
[00:13:33.200 --> 00:13:35.200]  沒什麼特別
[00:13:35.200 --> 00:13:37.200]  我們也是有時候
[00:13:37.200 --> 00:13:39.200]  心裡存著疑問
[00:13:39.200 --> 00:13:41.200]  那怎麼樣呢?
[00:13:41.200 --> 00:13:43.200]  我們怎樣從不信去到信呢?
[00:13:43.200 --> 00:13:45.200]  原來
[00:13:45.200 --> 00:13:47.200]  從不信去到信
[00:13:47.200 --> 00:13:49.200]  都是神主動
[00:13:49.200 --> 00:13:51.200]  在我們身上
[00:13:51.200 --> 00:13:53.200]  作了一個很奇妙的工作
[00:13:53.200 --> 00:13:55.200]  在臨後的第四章
[00:13:55.200 --> 00:13:57.200]  是有世界的神
[00:13:57.200 --> 00:13:59.200]  弄下了心眼,但是拿了一副光
[00:13:59.200 --> 00:14:01.200]  從黑暗裡照出來的神
[00:14:01.200 --> 00:14:03.200]  照明在我們的心上
[00:14:03.200 --> 00:14:05.200]  讓我們認得出
[00:14:05.200 --> 00:14:07.200]  耶穌是基督
[00:14:07.200 --> 00:14:09.200]  有份光
[00:14:09.200 --> 00:14:11.200]  照進我們心中
[00:14:11.200 --> 00:14:13.200]  有聖靈的幫助
[00:14:13.200 --> 00:14:15.200]  讓我們認得出
[00:14:15.200 --> 00:14:17.200]  耶穌是基督
[00:14:17.200 --> 00:14:19.200]  我們得救是本福恩也恩著信
[00:14:19.200 --> 00:14:21.200]  得救本福恩也恩著信
[00:14:21.200 --> 00:14:23.200]  這個也是神的禮物
[00:14:23.200 --> 00:14:25.200]  我們能夠今天坐在這裡
[00:14:25.200 --> 00:14:27.200]  相信耶穌
[00:14:27.200 --> 00:14:29.200]  也是神給我們一個很大的禮物
[00:14:29.200 --> 00:14:31.200]  我們都未見過耶穌
[00:14:31.200 --> 00:14:33.200]  二千年前的人物
[00:14:33.200 --> 00:14:35.200]  未見過復活的主
[00:14:35.200 --> 00:14:37.200]  為什麼仍然相信呢?
[00:14:37.200 --> 00:14:39.200]  如果這個不是恩典
[00:14:39.200 --> 00:14:41.200]  不是禮物的時候,還是什麼呢?
[00:14:41.200 --> 00:14:43.200]  為什麼我們
[00:14:43.200 --> 00:14:45.200]  還能夠坐在這裡敬拜神
[00:14:45.200 --> 00:14:47.200]  一起有團契
[00:14:47.200 --> 00:14:49.200]  一起有小組生活
[00:14:49.200 --> 00:14:51.200]  或者可以甘心樂意地奉獻
[00:14:51.200 --> 00:14:53.200]  去侍奉
[00:14:53.200 --> 00:14:55.200]  這些是不是神的工作?
[00:14:55.200 --> 00:14:57.200]  點點滴滴
[00:14:57.200 --> 00:14:59.200]  點點滴滴
[00:14:59.200 --> 00:15:01.200]  都是在奉獻神很大的作為
[00:15:01.200 --> 00:15:03.200]  是的
[00:15:03.200 --> 00:15:05.200]  我們是被揀選的族群
[00:15:05.200 --> 00:15:07.200]  被揀選的
[00:15:07.200 --> 00:15:09.200]  徹頭徹尾
[00:15:09.200 --> 00:15:11.200]  福音就是
[00:15:11.200 --> 00:15:13.200]  拯救我們這些不信的人
[00:15:13.200 --> 00:15:15.200]  昨日如是
[00:15:15.200 --> 00:15:17.200]  今天也是
[00:15:17.200 --> 00:15:19.200]  直到永遠
[00:15:19.200 --> 00:15:21.200]  完全都是神在我們心中的工作
[00:15:21.200 --> 00:15:23.200]  我們只能夠今天
[00:15:23.200 --> 00:15:25.200]  楊正己仍然相信耶穌
[00:15:25.200 --> 00:15:27.200]  不是因為我讀了多少學位
[00:15:27.200 --> 00:15:29.200]  全部都不是
[00:15:29.200 --> 00:15:31.200]  是神很大的恩典,很大的工作
[00:15:31.200 --> 00:15:33.200]  復活的主
[00:15:33.200 --> 00:15:35.200]  是定義地揀選你和我
[00:15:35.200 --> 00:15:37.200]  在今時,此時,此刻
[00:15:37.200 --> 00:15:39.200]  這個世代,相信
[00:15:39.200 --> 00:15:41.200]  耶穌就是基督
[00:15:41.200 --> 00:15:43.200]  那個復活的主
[00:15:43.200 --> 00:15:45.200]  那怎麼樣?信了之後
[00:15:45.200 --> 00:15:47.200]  身份,我們相信了
[00:15:47.200 --> 00:15:49.200]  我們成為神的兒女
[00:15:49.200 --> 00:15:51.200]  轉換了身份
[00:15:51.200 --> 00:15:53.200]  那又怎麼樣?
[00:15:53.200 --> 00:15:55.200]  轉換身份,帶來新的生活
[00:15:55.200 --> 00:15:57.200]  新的使命
[00:15:57.200 --> 00:16:01.200]  第十五和第十六節
[00:16:01.200 --> 00:16:03.200]  十五和十六節
[00:16:03.200 --> 00:16:05.200]  復活的主
[00:16:05.200 --> 00:16:07.200]  吩咐門徒
[00:16:07.200 --> 00:16:09.200]  去將這個福音
[00:16:09.200 --> 00:16:11.200]  告訴很多人
[00:16:11.200 --> 00:16:13.200]  這個福音是什麼福音?
[00:16:13.200 --> 00:16:15.200]  接下來
[00:16:15.200 --> 00:16:17.200]  下個星期,7月7日
[00:16:17.200 --> 00:16:19.200]  我們將會展開
[00:16:19.200 --> 00:16:21.200]  馬學福音的系列
[00:16:21.200 --> 00:16:23.200]  有半年時間去研讀馬學福音
[00:16:23.200 --> 00:16:25.200]  Kendall傳道會講第一講
[00:16:25.200 --> 00:16:27.200]  第一講就講一章
[00:16:27.200 --> 00:16:29.200]  一節
[00:16:29.200 --> 00:16:31.200]  神的兒子耶穌基督
[00:16:31.200 --> 00:16:33.200]  福音的起頭
[00:16:33.200 --> 00:16:35.200]  整個福音的核心就是
[00:16:35.200 --> 00:16:37.200]  耶穌就是基督
