
[00:00:00.000 --> 00:00:03.800]  (字幕:我是在看影片的,請勿模仿)
[00:04:23.840 --> 00:04:25.240]  就看你的神學
[00:04:25.240 --> 00:04:30.800]  看侍奉的本質傾向是哪一種看法
[00:04:30.800 --> 00:04:32.640]  在教會裡面能夠
[00:04:32.640 --> 00:04:36.440]  所謂給予非信徒一些事情去做
[00:04:36.440 --> 00:04:37.840]  我覺得是好事
[00:04:37.840 --> 00:04:41.880]  盡量不要給非信徒一個感覺
[00:04:41.880 --> 00:04:45.280]  就像非法移民一樣
[00:04:45.280 --> 00:04:47.120]  甚麼都不能做
[00:04:47.120 --> 00:04:51.600]  最好有些位置給他們參與
[00:04:51.600 --> 00:04:55.880]  讓他們可以融入教會的友誼生活
[00:04:55.880 --> 00:04:58.360]  這點我都覺得是重要的
[00:04:58.360 --> 00:05:02.200]  看看這條問題是甚麼
[00:05:02.200 --> 00:05:03.760]  這條問題是
[00:05:03.760 --> 00:05:07.720]  基督徒是否要參與侍奉呢?
[00:05:07.720 --> 00:05:11.680]  參與是否不屬靈呢?
[00:05:11.680 --> 00:05:13.360]  要回答這條問題
[00:05:13.360 --> 00:05:17.760]  首先要問甚麼是侍奉
[00:05:17.760 --> 00:05:21.880]  有時在某些弟兄姊妹的心目中
[00:05:21.880 --> 00:05:23.560]  他們一說侍奉
[00:05:23.560 --> 00:05:26.040]  就想到在教會做些事情
[00:05:26.040 --> 00:05:29.240]  派程序表也好
[00:05:29.240 --> 00:05:30.400]  唱詩班也好
[00:05:30.400 --> 00:05:33.600]  團契裡面做團長或職員等等
[00:05:33.600 --> 00:05:36.520]  這些才叫做侍奉
[00:05:36.520 --> 00:05:40.320]  其實我們看侍奉可以有闊一點的場景
[00:05:40.320 --> 00:05:43.520]  例如有一些補習班
[00:05:43.520 --> 00:05:47.120]  幫助一些低收入人士
[00:05:47.120 --> 00:05:50.720]  於是你去做補習老師
[00:05:50.720 --> 00:05:53.520]  這從闊而易見來說
[00:05:53.520 --> 00:05:55.280]  都是一種侍奉
[00:05:55.280 --> 00:05:57.800]  假設你不是靠他吃飯
[00:05:57.800 --> 00:06:01.840]  而是想幫助那些低收入的小朋友
[00:06:01.840 --> 00:06:05.360]  所以你去幫忙做補習老師
[00:06:05.360 --> 00:06:06.400]  或者沒錢的
[00:06:06.400 --> 00:06:08.720]  或者收很少錢
[00:06:08.720 --> 00:06:14.360]  例如在你的職業裡面
[00:06:14.360 --> 00:06:15.760]  舉個例子來說
[00:06:15.760 --> 00:06:20.400]  你是一個保險從業員
[00:06:20.400 --> 00:06:23.120]  於是你想發起一些運動
[00:06:23.120 --> 00:06:26.640]  去改革香港保險業的規例
[00:06:26.640 --> 00:06:29.160]  讓香港保險業的從業員
[00:06:29.160 --> 00:06:31.560]  可以更加有動機
[00:06:31.560 --> 00:06:33.600]  去照顧顧客的利益
[00:06:33.600 --> 00:06:36.160]  而不是因為要收多些佣金
[00:06:36.160 --> 00:06:39.520]  這些不同的場景做的事情
[00:06:39.520 --> 00:06:40.760]  對我來說
[00:06:40.760 --> 00:06:43.680]  我覺得這些是一種侍奉
[00:06:43.680 --> 00:06:46.080]  侍奉不單單是在教會的場景
[00:06:46.080 --> 00:06:48.920]  而是要將上主的國度
[00:06:48.920 --> 00:06:51.000]  帶到這個世界上
[00:06:51.000 --> 00:06:52.640]  上主的國度是什麼呢?
[00:06:52.640 --> 00:06:54.840]  是一個公義和平
[00:06:54.840 --> 00:06:56.720]  有恩慈的國度
[00:06:56.720 --> 00:06:59.920]  所以如果在不同的場景裡面
[00:06:59.920 --> 00:07:02.480]  我們能夠將這份恩慈
[00:07:02.480 --> 00:07:04.480]  或者促進社會有一個
[00:07:04.480 --> 00:07:07.480]  更加公義的運作形式
[00:07:07.480 --> 00:07:11.400]  這些都是一些侍奉的方法
[00:07:11.400 --> 00:07:13.480]  不過回到
[00:07:13.480 --> 00:07:18.240]  是否不侍奉就不屬靈這個問題
[00:07:18.240 --> 00:07:21.400]  我們也真的要面對一件事
[00:07:21.400 --> 00:07:25.120]  就是人生在不同的場景
[00:07:25.120 --> 00:07:26.320]  或者生活過程
[00:07:26.320 --> 00:07:29.040]  人生在不同的階段的時候
[00:07:29.040 --> 00:07:32.720]  的確空間是不一樣的
[00:07:32.720 --> 00:07:37.720]  所以有時侍奉的形式也可能改變
[00:07:37.720 --> 00:07:39.440]  舉個很實際的例子
[00:07:39.440 --> 00:07:41.640]  我有三個女兒
[00:07:41.640 --> 00:07:43.400]  四年三個女兒
[00:07:43.400 --> 00:07:46.280]  所以當女兒小的時候
[00:07:46.280 --> 00:07:49.640]  我太太在教會的侍奉也很少
[00:07:49.640 --> 00:07:51.320]  偶然教一下主日學
[00:07:51.320 --> 00:07:53.720]  接著也沒有其他的侍奉
[00:07:53.720 --> 00:07:56.040]  因為她照顧三個女兒
[00:07:56.040 --> 00:07:59.320]  已經用了她大部分時間精力
[00:07:59.320 --> 00:08:01.720]  現在我的女兒都長大了
[00:08:01.720 --> 00:08:04.840]  她在教會多了一些侍奉
[00:08:04.840 --> 00:08:08.040]  她也去一些基督教機構
[00:08:08.040 --> 00:08:13.360]  做一些自願者的工作
[00:08:13.360 --> 00:08:15.400]  因為她現在去到另一個階段
[00:08:15.400 --> 00:08:17.320]  不用照顧女兒了
[00:08:17.320 --> 00:08:19.920]  同樣地另一個例子
[00:08:19.920 --> 00:08:22.480]  我的女兒是做醫生的
[00:08:22.480 --> 00:08:24.480]  剛剛開始出來做醫生
[00:08:24.480 --> 00:08:27.080]  她一個月要六天安科
[00:08:27.080 --> 00:08:28.320]  晚上不能睡覺
[00:08:28.320 --> 00:08:30.880]  做到明天中午
[00:08:30.880 --> 00:08:37.480]  如果真的有這樣的工作時間
[00:08:37.480 --> 00:08:40.240]  可能她沒有時間精力
[00:08:40.240 --> 00:08:41.840]  再去做什麼侍奉
[00:08:41.840 --> 00:08:42.840]  不要說侍奉
[00:08:42.840 --> 00:08:44.920]  連玩也沒有時間玩
[00:08:44.920 --> 00:08:47.080]  我們又要體恤
[00:08:47.080 --> 00:08:50.400]  有些人無論是人生階段
[00:08:50.400 --> 00:08:53.120]  或是工作的性質
[00:08:53.120 --> 00:08:55.800]  令她沒有時間和空間
[00:08:55.800 --> 00:08:58.920]  去做我們一般叫做的侍奉
[00:08:58.920 --> 00:09:02.440]  我們要體恤這些人
[00:09:02.440 --> 00:09:03.800]  當然另一方面
[00:09:03.800 --> 00:09:07.480]  我們也要自己問
[00:09:07.480 --> 00:09:10.000]  如果我真的忙到
[00:09:10.000 --> 00:09:14.080]  完全沒有時間和精力去侍奉
[00:09:14.080 --> 00:09:16.160]  無論是教會內的侍奉
[00:09:16.160 --> 00:09:18.040]  教會以外的侍奉
[00:09:18.040 --> 00:09:19.440]  我也要問自己
[00:09:19.440 --> 00:09:22.240]  其實我有沒有選擇呢?
[00:09:22.240 --> 00:09:24.160]  有時可能真的沒有選擇
[00:09:24.160 --> 00:09:25.880]  例如我女兒做醫生
[00:09:25.880 --> 00:09:27.960]  她的行程不到她選擇
[00:09:27.960 --> 00:09:31.320]  但有時候是可能有選擇
[00:09:31.320 --> 00:09:33.720]  特別是做生意的人
[00:09:33.720 --> 00:09:35.080]  舉個例子
[00:09:35.080 --> 00:09:37.200]  有時見少一個客人
[00:09:37.200 --> 00:09:38.800]  少一個機會
[00:09:38.800 --> 00:09:40.920]  也未必餓得死
[00:09:40.920 --> 00:09:43.680]  也可以繼續生活
[00:09:43.680 --> 00:09:46.400]  是否一定要見客越多
[00:09:46.400 --> 00:09:49.360]  一定要找最多的機會
[00:09:49.360 --> 00:09:52.200]  是我們人生的優先呢?
[00:09:52.200 --> 00:09:56.160]  所以我們要保持一個平衡
[00:09:56.160 --> 00:09:59.480]  我們不要因為一些所謂的
[00:09:59.480 --> 00:10:01.600]  「 Ambition」
[00:10:01.600 --> 00:10:04.760]  在世上想做某些目的
[00:10:04.760 --> 00:10:06.680]  令我們忙到一個地步
[00:10:06.680 --> 00:10:08.600]  沒有空間去侍奉神
[00:10:08.600 --> 00:10:10.200]  但如果有些弟兄姊妹
[00:10:10.200 --> 00:10:12.640]  真的面對一種環境
[00:10:12.640 --> 00:10:15.160]  她也很難有第二種選擇
[00:10:15.160 --> 00:10:17.080]  我們要體諒
[00:10:17.080 --> 00:10:19.920]  我們相信上主最關心的是
[00:10:19.920 --> 00:10:21.760]  我們對她的愛
[00:10:21.760 --> 00:10:25.240]  而不是我們要幫她侍奉
[00:10:25.240 --> 00:10:28.440]  我們看看這條是甚麼問題
[00:10:28.440 --> 00:10:40.800]  這個問題很複雜
[00:10:40.800 --> 00:10:42.320]  有人提出
[00:10:42.320 --> 00:10:45.320]  假設某弟兄
[00:10:45.320 --> 00:10:46.800]  當他是John
[00:10:46.800 --> 00:10:48.960]  John自己提出
[00:10:48.960 --> 00:10:50.000]  跟教會說
[00:10:50.000 --> 00:10:54.920]  不如我最近不要做某一類的侍奉
[00:10:54.920 --> 00:10:56.960]  怎樣看這件事?
[00:10:56.960 --> 00:11:00.200]  當然從一個角度來看
[00:11:00.200 --> 00:11:01.840]  是無可厚非的
[00:11:01.840 --> 00:11:03.800]  因為暫停一種侍奉
[00:11:03.800 --> 00:11:05.600]  可以有很多原因
[00:11:05.600 --> 00:11:08.600]  譬如我曾經有一段日子
[00:11:08.600 --> 00:11:11.680]  也幫一份基督教雜誌寫專欄
[00:11:11.680 --> 00:11:12.760]  寫了幾年後
[00:11:12.760 --> 00:11:14.520]  我就跟雜誌說
[00:11:14.520 --> 00:11:16.200]  我不再寫了
[00:11:16.200 --> 00:11:18.480]  其實我不是生了雜誌的氣
[00:11:18.480 --> 00:11:20.200]  不是有任何原因不喜歡
[00:11:20.200 --> 00:11:22.920]  只不過覺得人的時間有限
[00:11:22.920 --> 00:11:25.040]  我幫A雜誌寫東西
[00:11:25.040 --> 00:11:27.560]  我不可以幫B雜誌
[00:11:27.560 --> 00:11:31.360]  所以我覺得應該停一停這個階段
[00:11:31.360 --> 00:11:33.960]  看看其他方面的侍奉
[00:11:33.960 --> 00:11:36.960]  或者我覺得我能夠更好的投入
[00:11:36.960 --> 00:11:39.040]  所以有時純粹是因為覺得
[00:11:39.040 --> 00:11:40.880]  某一樣東西做到某個階段
[00:11:40.880 --> 00:11:43.360]  覺得所謂Mission Accomplished
[00:11:43.360 --> 00:11:45.160]  已經做了我想做的事
[00:11:45.160 --> 00:11:47.960]  所以現在我想試下另一樣東西
[00:11:47.960 --> 00:11:49.840]  沒什麼問題
[00:11:49.840 --> 00:11:51.520]  這裡也順帶一提
[00:11:51.520 --> 00:11:53.840]  我們希望我們的侍奉
[00:11:53.840 --> 00:11:57.160]  無論教會內或教會外
[00:11:57.160 --> 00:12:00.520]  都是出於一種熱切的盼望
[00:12:00.520 --> 00:12:03.600]  我很想用我某種能力
[00:12:03.600 --> 00:12:05.160]  用我有的時間
[00:12:05.160 --> 00:12:06.520]  去榮耀神的名
[00:12:06.520 --> 00:12:08.240]  去帶給人祝福
[00:12:08.240 --> 00:12:12.560]  希望是這種盼望
[00:12:12.560 --> 00:12:14.560]  來推動我們侍奉
[00:12:14.560 --> 00:12:17.160]  而不是純粹一種Guilt Feeling
[00:12:17.160 --> 00:12:18.400]  一種內疚感
[00:12:18.400 --> 00:12:21.240]  好像我在教會沒有崗位
[00:12:21.240 --> 00:12:23.400]  那我就很壞的基督徒
[00:12:23.400 --> 00:12:26.680]  所以我派傳單或什麼都好
[00:12:26.680 --> 00:12:28.480]  當派程序表
[00:12:28.480 --> 00:12:29.640]  做了十年
[00:12:29.640 --> 00:12:31.160]  其實我派程序表
[00:12:31.160 --> 00:12:32.920]  已經快要睡著了
[00:12:32.920 --> 00:12:34.760]  死都要堅持
[00:12:34.760 --> 00:12:37.160]  怕別人說我沒有見證
[00:12:37.160 --> 00:12:42.120]  希望不要出於這種內疚感
[00:12:42.120 --> 00:12:45.640]  或者不要純粹出於這種內疚感去侍奉
[00:12:45.640 --> 00:12:50.960]  應該找一些我們侍奉投入的時候
[00:12:50.960 --> 00:12:53.160]  能夠感受到能力
[00:12:53.160 --> 00:12:56.440]  讓我們感受到有能力
[00:12:56.440 --> 00:12:58.720]  從我們內裡流出來
[00:12:58.720 --> 00:13:00.320]  讓我們投入的時候
[00:13:00.320 --> 00:13:02.880]  不是真的令我們敷肝
[00:13:02.880 --> 00:13:05.800]  而是那種侍奉讓我們覺得
[00:13:05.800 --> 00:13:07.520]  英文叫Feel Alive
[00:13:07.520 --> 00:13:11.080]  讓我們覺得我們真的活在這個世界
[00:13:11.080 --> 00:13:12.640]  在這時候
[00:13:12.640 --> 00:13:15.280]  那種侍奉才是有意義的
[00:13:15.280 --> 00:13:16.440]  是常駐於人
[00:13:16.440 --> 00:13:18.640]  所以有時候我們某種侍奉
[00:13:18.640 --> 00:13:20.440]  可能到了一個階段
[00:13:20.440 --> 00:13:21.640]  什麼原因都好
[00:13:21.640 --> 00:13:24.240]  沒有了這種熱誠
[00:13:24.240 --> 00:13:25.840]  所以我們找另一種
[00:13:25.840 --> 00:13:28.320]  希望重現那種熱誠
[00:13:28.320 --> 00:13:30.040]  是可以的
[00:13:30.040 --> 00:13:32.800]  當然有另一種可能性
[00:13:32.800 --> 00:13:34.800]  也是人生階段的問題
[00:13:34.800 --> 00:13:37.240]  你想像有對夫婦
[00:13:37.240 --> 00:13:38.240]  最初沒有子女
[00:13:38.240 --> 00:13:41.040]  現在我生了一個嬰兒
[00:13:41.040 --> 00:13:43.040]  初為人的父母
[00:13:43.040 --> 00:13:44.840]  一定有很多事情要摸索
[00:13:44.840 --> 00:13:48.440]  所以他們想暫停教會某些崗位
[00:13:48.440 --> 00:13:50.920]  好好做父母
[00:13:50.920 --> 00:13:55.320]  我覺得這個也是很合理的
[00:13:55.320 --> 00:13:58.160]  我們又要理解
[00:13:58.160 --> 00:14:01.440]  也希望如果是大英尖的教母
[00:14:01.440 --> 00:14:05.680]  多些關心他們面對這些新的挑戰
[00:14:05.680 --> 00:14:07.760]  當然有另一個可能性
[00:14:07.760 --> 00:14:10.760]  就是有時暫停某種侍奉
[00:14:10.760 --> 00:14:15.760]  其實是出於一種厭惡
[00:14:15.760 --> 00:14:21.360]  我鼓勵如果你對某種侍奉
[00:14:21.360 --> 00:14:24.760]  感到開始厭惡的心情
[00:14:24.760 --> 00:14:26.960]  這個不一定是罪
[00:14:26.960 --> 00:14:28.760]  不需要拋棄
[00:14:28.760 --> 00:14:32.760]  但重點是當你放下某一種
[00:14:32.760 --> 00:14:35.560]  你已經失去熱情的東西
[00:14:35.560 --> 00:14:37.560]  你要找一些東西
[00:14:37.560 --> 00:14:39.960]  去重燃你的熱情
[00:14:39.960 --> 00:14:42.960]  我在另一個講座說過
[00:14:42.960 --> 00:14:45.960]  侍奉有很闊的維度
[00:14:45.960 --> 00:14:47.160]  可以在教會內
[00:14:47.160 --> 00:14:48.560]  可以在教會外
[00:14:48.560 --> 00:14:50.560]  但我們作為基督徒
[00:14:50.560 --> 00:14:52.560]  應該總有一些東西
[00:14:52.560 --> 00:14:54.560]  是我們想參與
[00:14:54.560 --> 00:14:57.160]  去幫忙去祝福別人
[00:14:57.160 --> 00:15:00.360]  如果做基督徒做到一個地步
[00:15:00.360 --> 00:15:02.760]  覺得蠻言虛誣
[00:15:02.760 --> 00:15:04.560]  做甚麼都有甚麼用
[00:15:04.560 --> 00:15:05.560]  沒用的
[00:15:05.560 --> 00:15:06.560]  派傳單有甚麼用
[00:15:06.560 --> 00:15:09.560]  人們都扔到垃圾桶
[00:15:09.560 --> 00:15:11.360]  為人禱告沒甚麼用
[00:15:11.360 --> 00:15:12.960]  上主不聽禱告
[00:15:12.960 --> 00:15:13.960]  關心人有甚麼用
[00:15:13.960 --> 00:15:16.960]  人家都不喜歡我關心他
[00:15:16.960 --> 00:15:18.160]  如果我們去到一個地步
[00:15:18.160 --> 00:15:19.960]  覺得做樣樣東西
[00:15:19.960 --> 00:15:21.960]  都好像沒甚麼用
[00:15:21.960 --> 00:15:25.360]  是一種心淡的原因
[00:15:25.360 --> 00:15:27.560]  令我們停止侍奉
[00:15:27.560 --> 00:15:30.560]  我覺得我們需要去到上主面前
[00:15:30.560 --> 00:15:32.360]  求主耶穌幫助我們
[00:15:32.360 --> 00:15:33.960]  或者我們找一個屬靈
[00:15:33.960 --> 00:15:34.960]  我們信得過的
[00:15:34.960 --> 00:15:35.960]  屬靈的弟兄姊妹
[00:15:35.960 --> 00:15:37.360]  跟他們談談
[00:15:37.360 --> 00:15:39.760]  基督徒活在世上
[00:15:39.760 --> 00:15:42.360]  神給我們時間、力量
[00:15:42.360 --> 00:15:43.960]  一定有些東西
[00:15:43.960 --> 00:15:46.560]  讓我們可以投入去祝福別人
[00:15:46.560 --> 00:15:48.560]  我們需要
[00:15:48.560 --> 00:15:49.960]  如果放下一件事
[00:15:49.960 --> 00:15:52.160]  我們需要找回另一件事
[00:15:52.160 --> 00:15:53.160]  到底上主
[00:15:53.160 --> 00:15:54.360]  你在哪方面
[00:15:54.360 --> 00:15:57.760]  你想我用我的精力時間
[00:15:57.760 --> 00:15:59.760]  去祝福那些人呢?
[00:15:59.760 --> 00:16:10.560]  請不吝點贊訂閱轉發打賞支持明鏡與點點欄目

