
[00:00:00.000 --> 00:00:05.800]  那么今天我们就看第一方面
[00:03:10.800 --> 00:03:17.800]  他应该讲几句赋音的信息的话语
[00:03:17.800 --> 00:03:27.800]  他就按照心里这个感动大声地讲了几句赋音的中心的信息
[00:03:27.800 --> 00:03:29.800]  讲完了
[00:03:29.800 --> 00:03:31.800]  想不到
[00:03:31.800 --> 00:03:33.800]  后来他发现
[00:03:33.800 --> 00:03:36.800]  在那个时候刚好有一个工人
[00:03:36.800 --> 00:03:41.800]  他是在会堂里面做修补工作的
[00:03:41.800 --> 00:03:45.800]  在讲台上当时斯伯珍没有看见任何的人
[00:03:45.800 --> 00:03:48.800]  他在一个隐蔽的地方工作
[00:03:48.800 --> 00:03:57.800]  他就听见了斯伯珍牧师在那里讲赋音的要道的几个要点
[00:03:57.800 --> 00:03:58.800]  他听见了
[00:03:58.800 --> 00:03:59.800]  圣灵做工
[00:03:59.800 --> 00:04:01.800]  他受感动
[00:04:01.800 --> 00:04:02.800]  他觉知
[00:04:02.800 --> 00:04:05.800]  悔改信主
[00:04:05.800 --> 00:04:08.800]  后来他把这件事告诉斯伯珍
[00:04:08.800 --> 00:04:16.800]  斯伯珍进一步地体会到内心圣灵的引导感动是多么重要
[00:04:16.800 --> 00:04:18.800]  在我们的侍奉
[00:04:18.800 --> 00:04:20.800]  在我们的生活中
[00:04:20.800 --> 00:04:24.800]  我们也要保持高度的敏感
[00:04:24.800 --> 00:04:30.800]  因为圣灵随时可能引导我们去做一些事
[00:04:30.800 --> 00:04:34.800]  我们越提高顺服的程度
[00:04:34.800 --> 00:04:36.800]  越提增加敏感的程度
[00:04:36.800 --> 00:04:44.800]  我们就越可能更多被圣灵来引导和使用
[00:04:44.800 --> 00:04:52.800]  跟着我要提圣经里面圣灵出人意外的引导的几个实例
[00:04:52.800 --> 00:04:53.800]  第一
[00:04:53.800 --> 00:04:59.800]  大家都记得主耶稣受洗以后
[00:04:59.800 --> 00:05:04.800]  圣灵立刻引导他到旷野去
[00:05:04.800 --> 00:05:08.800]  这是马可福音所告诉我们的
[00:05:08.800 --> 00:05:11.800]  在马可福音
[00:05:11.800 --> 00:05:15.800]  请翻到这个地方
[00:05:15.800 --> 00:05:20.800]  我们一同读这一节圣经
[00:05:20.800 --> 00:05:22.800]  第十二节
[00:05:22.800 --> 00:05:24.800]  一章十二节
[00:05:24.800 --> 00:05:30.800]  圣灵就把耶稣催到旷野里去
[00:05:30.800 --> 00:05:35.800]  上文提到主耶稣在月蛋盒里面受洗
[00:05:35.800 --> 00:05:41.800]  跟着即刻圣灵就催出他
[00:05:41.800 --> 00:05:43.800]  不但是引导他
[00:05:43.800 --> 00:05:48.800]  而且催出他到旷野去
[00:05:48.800 --> 00:05:53.800]  他在旷野四十天受撒旦的试探
[00:05:53.800 --> 00:06:00.800]  难道圣灵引导一个人去受撒旦的试探吗?
[00:06:00.800 --> 00:06:04.800]  主耶稣岂不是教导我们祷告说
[00:06:04.800 --> 00:06:08.800]  救我们脱离那恶者吗?
[00:06:08.800 --> 00:06:11.800]  叫我们不要受试探吗?
[00:06:11.800 --> 00:06:15.800]  为什么在主耶稣基督自己的经历里头
[00:06:15.800 --> 00:06:17.800]  圣灵不但引导他
[00:06:17.800 --> 00:06:24.800]  而且催出他到旷野去受撒旦的试探呢?
[00:06:24.800 --> 00:06:28.800]  我们从这件事实了解到
[00:06:28.800 --> 00:06:31.800]  主耶稣到世上来
[00:06:31.800 --> 00:06:38.800]  他在事实上充分地证明他是得胜者
[00:06:38.800 --> 00:06:40.800]  同时呢
[00:06:40.800 --> 00:06:43.800]  还有一个很重要的原因
[00:06:43.800 --> 00:06:50.800]  就是主耶稣和我们一样受过各式各样的试探
[00:06:50.800 --> 00:06:53.800]  但是他没有犯罪
[00:06:53.800 --> 00:06:57.800]  他有这个经历以后就清楚地告诉我们
[00:06:57.800 --> 00:07:00.800]  当我们受试探的时候不能说
[00:07:00.800 --> 00:07:02.800]  族不了解我
[00:07:02.800 --> 00:07:05.800]  因为他没有受过试探
[00:07:05.800 --> 00:07:07.800]  我们读到这个时候就知道
[00:07:07.800 --> 00:07:10.800]  主耶稣受了完全的试探
[00:07:10.800 --> 00:07:13.800]  但是他没有犯罪
[00:07:13.800 --> 00:07:15.800]  他有受试探的经验
[00:07:15.800 --> 00:07:16.800]  但是他得胜
[00:07:16.800 --> 00:07:18.800]  所以他能够了解我们
[00:07:18.800 --> 00:07:20.800]  他能够帮助我们
[00:07:20.800 --> 00:07:22.800]  能够提醒我们
[00:07:22.800 --> 00:07:25.800]  这是很重要的一件事
[00:07:25.800 --> 00:07:28.800]  在这里提到四十天的试探
[00:07:28.800 --> 00:07:31.800]  四十这个十五字在圣经里面
[00:07:31.800 --> 00:07:34.800]  有两个基本的意义
[00:07:34.800 --> 00:07:36.800]  第一是完全
[00:07:36.800 --> 00:07:39.800]  第二就是考验
[00:07:39.800 --> 00:07:42.800]  完全的考验
[00:07:42.800 --> 00:07:45.800]  好像在旧约里面
[00:07:45.800 --> 00:07:49.800]  以色列人在旷野四十年
[00:07:49.800 --> 00:07:54.800]  他们充分地发现了神
[00:07:54.800 --> 00:07:57.800]  供给他们一切的需要
[00:07:57.800 --> 00:08:00.800]  他们充分地发现
[00:08:00.800 --> 00:08:05.800]  神的恩典够他们用的
[00:08:05.800 --> 00:08:07.800]  他们说需要的一切的一切
[00:08:07.800 --> 00:08:09.800]  都得到神的供应
[00:08:09.800 --> 00:08:12.800]  所以神的信使
[00:08:12.800 --> 00:08:17.800]  神的恩典在他们旷野的四十年里头
[00:08:17.800 --> 00:08:20.800]  充分地鲜明出来
[00:08:20.800 --> 00:08:24.800]  还有让我们想到伊利亚
[00:08:24.800 --> 00:08:26.800]  在他逃跑的时候
[00:08:26.800 --> 00:08:28.800]  丧胆灰心的时候
[00:08:28.800 --> 00:08:31.800]  在罗腾树下求死
[00:08:31.800 --> 00:08:34.800]  神的使者来排行他
[00:08:34.800 --> 00:08:36.800]  供给他食物
[00:08:36.800 --> 00:08:38.800]  他吃了以后
[00:08:38.800 --> 00:08:41.800]  靠着那个食物给他的力量
[00:08:41.800 --> 00:08:43.800]  更是靠着神
[00:08:43.800 --> 00:08:45.800]  透过那个食物给他的力量
[00:08:45.800 --> 00:08:47.800]  奔走四十昼夜
[00:08:47.800 --> 00:08:49.800]  到了和列山
[00:08:49.800 --> 00:08:53.800]  那就是说神为他预备的力量恩典
[00:08:53.800 --> 00:08:57.800]  经过完全的需要的考验
[00:08:57.800 --> 00:09:01.800]  证明出来是足够他所需要的
[00:09:01.800 --> 00:09:08.800]  那么还有摩西派了十二个探子
[00:09:08.800 --> 00:09:11.800]  到迦南地区四十天
[00:09:11.800 --> 00:09:15.800]  在那里周围中横
[00:09:15.800 --> 00:09:16.800]  周边那地
[00:09:16.800 --> 00:09:22.800]  后来抬回一大挂的葡萄
[00:09:22.800 --> 00:09:27.800]  四十天证明神的应许是真实的
[00:09:27.800 --> 00:09:32.800]  那个留难育弥之地是真实的
[00:09:32.800 --> 00:09:37.800]  神对他们预备的迦南美地是真实的
[00:09:37.800 --> 00:09:39.800]  主耶稣复活以后
[00:09:39.800 --> 00:09:42.800]  四十天向门徒显现证明
[00:09:42.800 --> 00:09:43.800]  充分的证明
[00:09:43.800 --> 00:09:45.800]  他真是复活的主
[00:09:45.800 --> 00:09:47.800]  真是得圣的主
[00:09:47.800 --> 00:09:50.800]  你看在旧月新月
[00:09:50.800 --> 00:09:53.800]  这些不同的事实
[00:09:53.800 --> 00:09:56.800]  给我们看见同样的意义
[00:09:56.800 --> 00:09:59.800]  那就是表示整全本的圣经
[00:09:59.800 --> 00:10:05.800]  是神所默示之下写出来的
[00:10:05.800 --> 00:10:07.800]  在神的计划里头
[00:10:07.800 --> 00:10:10.800]  在神的救恩的行动里头
[00:10:10.800 --> 00:10:13.800]  是前后配合的
[00:10:13.800 --> 00:10:15.800]  是前后遥应的
[00:10:15.800 --> 00:10:17.800]  依挚的
[00:10:17.800 --> 00:10:24.800]  这也是圣经是神所默示的一个证据之一
[00:10:24.800 --> 00:10:27.800]  好,那我们又想到
[00:10:27.800 --> 00:10:34.800]  传福音的非力被圣灵引到的旷野去
[00:10:34.800 --> 00:10:40.800]  这是在我们的讲义里面有的
[00:10:40.800 --> 00:10:50.800]  这是在八章第29节
[00:10:50.800 --> 00:10:52.800]  在这里提到
[00:10:52.800 --> 00:10:55.800]  当传福音的非力在撒玛利亚
[00:10:55.800 --> 00:10:58.800]  工作非常成功的时候
[00:10:58.800 --> 00:11:01.800]  有很多人在那回敢信主的时候
[00:11:01.800 --> 00:11:07.800]  圣灵就引导他到旷野的路上去
[00:11:07.800 --> 00:11:09.800]  在那里
[00:11:09.800 --> 00:11:14.800]  他发现埃提亚伯的太监坐在车里头
[00:11:14.800 --> 00:11:16.800]  从那里经过
[00:11:16.800 --> 00:11:18.800]  圣灵就带领他
[00:11:18.800 --> 00:11:20.800]  贴近那个车子来走
[00:11:20.800 --> 00:11:22.800]  靠近那个车子来走
[00:11:22.800 --> 00:11:27.800]  他就听见车里面的太监在读伊赛亚的书
[00:11:27.800 --> 00:11:31.800]  他就开口向他传福音
[00:11:31.800 --> 00:11:33.800]  圣灵引导他
[00:11:33.800 --> 00:11:38.800]  放下了撒玛利亚城里面轰轰烈烈
[00:11:38.800 --> 00:11:41.800]  传福音的成功的工作
[00:11:41.800 --> 00:11:46.800]  却往旷野的小路上去
[00:11:46.800 --> 00:11:49.800]  好像是德不常识
[00:11:49.800 --> 00:11:54.800]  好像是本末道志
[00:11:54.800 --> 00:11:57.800]  好像是完全没有理由
[00:11:57.800 --> 00:12:01.800]  但是我们看后来的教会历史就晓得
[00:12:01.800 --> 00:12:04.800]  圣灵这个引导一点也没有错
[00:12:04.800 --> 00:12:07.800]  这个太监接受了主
[00:12:07.800 --> 00:12:09.800]  回到埃提亚伯
[00:12:09.800 --> 00:12:13.800]  那就是今天的还叫伊斯欧皮亚
[00:12:13.800 --> 00:12:17.800]  有一个史记叫阿比西尼亚
[00:12:17.800 --> 00:12:19.800]  教科历史告诉我们
[00:12:19.800 --> 00:12:24.800]  在主后第五世纪的时候
[00:12:24.800 --> 00:12:28.800]  埃提亚伯接受基督教成为国教
[00:12:28.800 --> 00:12:31.800]  很多的人在那边信主
[00:12:31.800 --> 00:12:32.800]  怎么开始的
[00:12:32.800 --> 00:12:39.800]  就是因为这个太监经过非力的引导而信了主
[00:12:39.800 --> 00:12:43.800]  而发起了发动了
[00:12:43.800 --> 00:12:47.800]  所以圣灵的工作没有错
[00:12:47.800 --> 00:12:48.800]  很奇妙
[00:12:48.800 --> 00:12:53.800]  常常超过我们的意料之外
[00:12:53.800 --> 00:12:56.800]  在我们的意念之上
[00:12:56.800 --> 00:12:59.800]  当我们有了这个历史的认识的时候
[00:12:59.800 --> 00:13:05.800]  我们就会把我们的观念放宽
[00:13:05.800 --> 00:13:09.800]  使我们的树林的容量增加
[00:13:09.800 --> 00:13:14.800]  更加会晓得如何接受圣灵的引导
[00:13:14.800 --> 00:13:16.800]  如果有的时候觉得特别一点
[00:13:16.800 --> 00:13:19.800]  不要先否定
[00:13:19.800 --> 00:13:21.800]  这件事很unusual
[00:13:21.800 --> 00:13:23.800]  你不要因为它是unusual
[00:13:23.800 --> 00:13:26.800]  你就否定它是圣灵的引导
[00:13:26.800 --> 00:13:31.800]  因为圣灵常常是unusually leading us
[00:13:31.800 --> 00:13:35.800]  我们有了这样的一个了解
[00:13:35.800 --> 00:13:36.800]  对我们的节奏
[00:13:36.800 --> 00:13:40.800]  圣灵的引导很有帮助
[00:13:40.800 --> 00:13:43.800]  好
[00:13:43.800 --> 00:13:50.800]  有了这三个历史事实的小引
[00:13:50.800 --> 00:13:54.800]  就对我们有了一种的思想上的准备
[00:13:54.800 --> 00:13:57.800]  现在我们就开始看
[00:13:57.800 --> 00:14:01.800]  圣灵怎么样在《诗图行传》里头
[00:14:01.800 --> 00:14:03.800]  对初期的教会
[00:14:03.800 --> 00:14:07.800]  诗图时代的教会引导
[00:14:07.800 --> 00:14:09.800]  首先我们看
[00:14:09.800 --> 00:14:14.800]  圣灵引导诗图和信图传福音
[00:14:14.800 --> 00:14:17.800]  从约洛撒冷到第几
[00:14:17.800 --> 00:14:22.800]  这是《诗图行传》一章第八节所说的
[00:14:22.800 --> 00:14:27.800]  我们都很熟悉这一节的圣经
[00:14:27.800 --> 00:14:29.800]  我们会背
[00:14:29.800 --> 00:14:32.800]  我们也会唱
[00:14:32.800 --> 00:14:34.800]  圣灵降临在你们身上
[00:14:34.800 --> 00:14:37.800]  你们就必得到能力
[00:14:37.800 --> 00:14:41.800]  并要在约洛撒冷、犹太权地和撒玛利亚
[00:14:41.800 --> 00:14:45.800]  知道地级,做我的见证
[00:14:45.800 --> 00:14:46.800]  我顺便提一提
[00:14:46.800 --> 00:14:49.800]  中文圣经说做我的见证
[00:14:49.800 --> 00:14:54.800]  意味着一样的工作
[00:14:54.800 --> 00:14:56.800]  做见证
[00:14:56.800 --> 00:14:59.800]  但是原来说的是
[00:14:59.800 --> 00:15:02.800]  You are my witnesses
[00:15:02.800 --> 00:15:06.800]  你是我的见证
[00:15:06.800 --> 00:15:08.800]  做见证和是见证
[00:15:08.800 --> 00:15:11.800]  两者之间还有分别
[00:15:11.800 --> 00:15:14.800]  做见证的范围小一点
[00:15:14.800 --> 00:15:17.800]  只要我们讲就是做见证
[00:15:17.800 --> 00:15:19.800]  做一样的工作是做见证
[00:15:19.800 --> 00:15:21.800]  但是是见证的
[00:15:21.800 --> 00:15:25.800]  我们整个的生命生活都是见证
[00:15:25.800 --> 00:15:28.800]  那个范围就更广了
[00:15:28.800 --> 00:15:34.800]  圣灵降临即刻给了门徒两件事
[00:15:34.800 --> 00:15:36.800]  第一能力
[00:15:36.800 --> 00:15:38.800]  第二方向
[00:15:38.800 --> 00:15:42.800]  能力在一章八节讲得很清楚了
[00:15:42.800 --> 00:15:44.800]  圣灵降临在你们身上
[00:15:44.800 --> 00:15:46.800]  你们就必得到能力
[00:15:46.800 --> 00:15:48.800]  能力的因素很清楚了
[00:15:48.800 --> 00:15:49.800]  没有圣灵
[00:15:49.800 --> 00:15:52.800]  我们不可能有效的传福音
[00:15:52.800 --> 00:15:54.800]  主耶稣对当时的门徒没有信心
[00:15:54.800 --> 00:15:58.800]  但他对圣灵有绝对的信心
[00:15:58.800 --> 00:15:59.800]  你看主耶稣对门徒说
[00:15:59.800 --> 00:16:00.800]  你们不要工作
[00:16:00.800 --> 00:16:02.800]  你们不要开始传福音
[00:16:02.800 --> 00:16:04.800]  你们要留在耶路撒冷
[00:16:04.800 --> 00:16:07.800]  等候那从上面来的能力
[00:16:07.800 --> 00:16:09.800]  意思就是说
[00:16:09.800 --> 00:16:11.800]  你们还没有得到圣灵的能力之前
[00:16:11.800 --> 00:16:13.800]  就工作是无效的
[00:16:13.800 --> 00:16:15.800]  是突然的
[00:16:15.800 --> 00:16:17.800]  你们不要做
[00:16:17.800 --> 00:16:20.800]  一直到圣灵降临在你们身上
[00:16:20.800 --> 00:16:21.800]  得到圣灵的能力
[00:16:21.800 --> 00:16:22.800]  那个时候才去做
[00:16:22.800 --> 00:16:24.800]  才有功效
[00:16:24.800 --> 00:16:27.800]  而且主耶稣讲了一句话
[00:16:27.800 --> 00:16:30.800]  是当时门徒完全不了解的
[00:16:30.800 --> 00:16:32.800]  很难很难接受的
[00:16:32.800 --> 00:16:34.800]  约翰福音14章12节
[00:16:34.800 --> 00:16:36.800]  约翰福音14章12节
[00:16:36.800 --> 00:16:41.800]  在那里主耶稣的门徒说
[00:16:41.800 --> 00:16:42.800]  我所做的事
[00:16:42.800 --> 00:16:45.800]  信我的人也要做
[00:16:45.800 --> 00:16:49.800]  而且要做比这更大的事
[00:16:49.800 --> 00:16:52.800]  因为我往复那里去
[00:16:52.800 --> 00:16:53.800]  那么下面呢
[00:16:53.800 --> 00:16:56.800]  跟着说要讲的就是圣灵要来
[00:16:56.800 --> 00:16:58.800]  因为我往复那里去
[00:16:58.800 --> 00:16:59.800]  圣灵要来
[00:16:59.800 --> 00:17:01.800]  所以我所做的事
[00:17:01.800 --> 00:17:02.800]  信我的人也要做
[00:17:02.800 --> 00:17:05.800]  而且要做比这个更大的事
[00:17:05.800 --> 00:17:07.800]  当门徒听见这个话的时候
[00:17:07.800 --> 00:17:09.800]  他们怎么能够接受呢
[00:17:09.800 --> 00:17:10.800]  怎么能够信得下去呢
[00:17:10.800 --> 00:17:13.800]  我们能够做比主自己所做
[00:17:13.800 --> 00:17:14.800]  更大的事吗
[00:17:14.800 --> 00:17:16.800]  那怎么可能呢
[00:17:16.800 --> 00:17:19.800]  但是事实上圣灵降临的
[00:17:19.800 --> 00:17:21.800]  显明是可能
[00:17:21.800 --> 00:17:23.800]  因为主在世的时候
[00:17:23.800 --> 00:17:25.800]  他有身体的限制
[00:17:25.800 --> 00:17:28.800]  他只能在某一个时间
[00:17:28.800 --> 00:17:31.800]  陷于某一个地方
[00:17:31.800 --> 00:17:33.800]  圣灵降临以后
[00:17:33.800 --> 00:17:38.800]  就同时可以在千千万万基督徒的身上
[00:17:38.800 --> 00:17:40.800]  接着他们去传福音
[00:17:40.800 --> 00:17:41.800]  接着他们去工作
[00:17:41.800 --> 00:17:45.800]  所以时空都是无限的
[00:17:45.800 --> 00:17:47.800]  因此主耶稣讲这个话
[00:17:47.800 --> 00:17:50.800]  是百分之百真实的
[00:17:50.800 --> 00:17:51.800]  好
[00:17:51.800 --> 00:17:52.800]  圣灵降临
[00:17:52.800 --> 00:17:53.800]  第一
[00:17:53.800 --> 00:17:54.800]  赐予传福音的能力
[00:17:54.800 --> 00:17:57.800]  我们要靠这个能力传福音
[00:17:57.800 --> 00:18:00.800]  圣灵感动我们去传福音的时候
[00:18:00.800 --> 00:18:03.800]  我们要记得我们要靠他的能力
[00:18:03.800 --> 00:18:04.800]  第二
[00:18:04.800 --> 00:18:05.800]  就是方向
[00:18:05.800 --> 00:18:07.800]  什么方向呢
[00:18:07.800 --> 00:18:09.800]  从耶路撒冷直到地基
[00:18:09.800 --> 00:18:12.800]  是个向外扩展的方向
[00:18:12.800 --> 00:18:15.800]  在讲义里头引用的另外一节的经文
[00:18:15.800 --> 00:18:20.800]  七十路五章第六节
[00:18:20.800 --> 00:18:22.800]  在那里提到
[00:18:22.800 --> 00:18:26.800]  师徒约翰在异象中看见
[00:18:26.800 --> 00:18:29.800]  被杀的高原的头上
[00:18:29.800 --> 00:18:32.800]  有七角七眼
[00:18:32.800 --> 00:18:34.800]  七角七眼
[00:18:34.800 --> 00:18:38.800]  下面解释说就是七灵
[00:18:38.800 --> 00:18:40.800]  七灵不是七个圣灵
[00:18:40.800 --> 00:18:43.800]  那是圣灵的全辈的工作
[00:18:43.800 --> 00:18:48.800]  那个七角七眼就是圣灵的全辈的工作
[00:18:48.800 --> 00:18:51.800]  角代表能力
[00:18:51.800 --> 00:18:53.800]  Seven horns
[00:18:53.800 --> 00:18:55.800]  Horn是代表能力
[00:18:55.800 --> 00:18:58.800]  Seven 七是代表完全
[00:18:58.800 --> 00:19:00.800]  所以七角完全的能力
[00:19:00.800 --> 00:19:02.800]  眼代表智慧
[00:19:02.800 --> 00:19:04.800]  七眼完全的智慧
[00:19:04.800 --> 00:19:07.800]  完全的能力加上完全的智慧
[00:19:07.800 --> 00:19:12.800]  这就是圣灵全辈工作的根据
[00:19:12.800 --> 00:19:14.800]  跟着下面最后一句说
[00:19:14.800 --> 00:19:17.800]  这个七灵是怎么样的七灵呢
[00:19:17.800 --> 00:19:19.800]  对他加以介绍
[00:19:19.800 --> 00:19:24.800]  说就是被拆迁往福天下去的
[00:19:24.800 --> 00:19:27.800]  往那就是方向
[00:19:27.800 --> 00:19:31.800]  圣灵的方向是往福天下去
[00:19:31.800 --> 00:19:34.800]  把福音传遍全世界
[00:19:34.800 --> 00:19:36.800]  圣灵的运行
[00:19:36.800 --> 00:19:38.800]  圣灵的运动
[00:19:38.800 --> 00:19:41.800]  都是传福音的
[00:19:41.800 --> 00:19:44.800]  圣灵一方面在我们里面结出圣灵的果子
[00:19:44.800 --> 00:19:46.800]  这是我们的质
[00:19:46.800 --> 00:19:48.800]  这是
[00:19:48.800 --> 00:19:50.800]  This has to do with quality
[00:19:50.800 --> 00:19:52.800]  但是同时
[00:19:52.800 --> 00:19:53.800]  它在外面
[00:19:53.800 --> 00:19:55.800]  它造成的运动
[00:19:55.800 --> 00:19:57.800]  是复兴的运动
[00:19:57.800 --> 00:19:58.800]  每一个复兴的运动
[00:19:58.800 --> 00:20:01.800]  都有传福音的功效
[00:20:01.800 --> 00:20:02.800]  你看
[00:20:02.800 --> 00:20:03.800]  在教科历史里面
[00:20:03.800 --> 00:20:05.800]  每一次的大复兴
[00:20:05.800 --> 00:20:07.800]  圣灵的浇灌
[00:20:07.800 --> 00:20:08.800]  结果
[00:20:08.800 --> 00:20:12.800]  不但弟兄姊妹灵性复兴
[00:20:12.800 --> 00:20:13.800]  而且呢
[00:20:13.800 --> 00:20:14.800]  他们就广传福音
[00:20:14.800 --> 00:20:18.800]  有很多很多的人悔改信诸德咎
[00:20:18.800 --> 00:20:21.800]  所以圣灵运行的方向
[00:20:21.800 --> 00:20:25.800]  是把福音传到地级
[00:20:25.800 --> 00:20:27.800]  圣灵引导我们
[00:20:27.800 --> 00:20:28.800]  去传福音
[00:20:28.800 --> 00:20:31.800]  而且把福音传遍世界
[00:20:31.800 --> 00:20:34.800]  所以我们一想到圣灵的引导
[00:20:34.800 --> 00:20:36.800]  我们就想到
[00:20:36.800 --> 00:20:37.800]  这个
[00:20:37.800 --> 00:20:38.800]  遍传福音
[00:20:38.800 --> 00:20:40.800]  包括拆传工作在内
[00:20:40.800 --> 00:20:42.800]  绝对不是单单在我们的
[00:20:42.800 --> 00:20:44.800]  这个堂会里面
[00:20:44.800 --> 00:20:46.800]  传福音就完了
[00:20:46.800 --> 00:20:48.800]  堂会传福音是基础
[00:20:48.800 --> 00:20:51.800]  每一个堂会要传福音
[00:20:51.800 --> 00:20:52.800]  这是圣灵的引导
[00:20:52.800 --> 00:20:55.800]  但是圣灵也在进一步
[00:20:55.800 --> 00:20:58.800]  引导我们有更广阔的眼光
[00:20:58.800 --> 00:21:00.800]  看见全世界的需要
[00:21:00.800 --> 00:21:01.800]  我们要做一个
[00:21:01.800 --> 00:21:02.800]  今天常常说的
[00:21:02.800 --> 00:21:05.800]  A world Christian
[00:21:05.800 --> 00:21:06.800]  就是说
[00:21:06.800 --> 00:21:08.800]  A Christian with a worldwide perspective
[00:21:08.800 --> 00:21:11.800]  我们把全世界放在我们的心中
[00:21:11.800 --> 00:21:14.800]  我们是心胸空空
[00:21:14.800 --> 00:21:16.800]  能够胸怀世界
[00:21:16.800 --> 00:21:19.800]  这是今天的这个World Christian
[00:21:19.800 --> 00:21:24.800]  的非常重要的信息和意义
[00:21:24.800 --> 00:21:29.800]  圣灵就引导我们走这个方向
[00:21:29.800 --> 00:21:31.800]  所以拆传清清楚楚
[00:21:31.800 --> 00:21:36.800]  是从圣灵的引导而来的
[00:21:36.800 --> 00:21:38.800]  同时我也要提一提
[00:21:38.800 --> 00:21:41.800]  在圣灵降临的时候
[00:21:41.800 --> 00:21:43.800]  门徒被圣灵充满
[00:21:43.800 --> 00:21:45.800]  就讲放眼
[00:21:45.800 --> 00:21:47.800]  为什么圣灵降临
[00:21:47.800 --> 00:21:49.800]  有放眼现象
[00:21:49.800 --> 00:21:51.800]  我觉得从前读到这里不明白
[00:21:51.800 --> 00:21:53.800]  圣灵降临和讲放眼
[00:21:53.800 --> 00:21:54.800]  我觉得是两回事
[00:21:54.800 --> 00:21:56.800]  完全不相干的两回事
[00:21:56.800 --> 00:21:58.800]  为什么连在一起
[00:21:58.800 --> 00:22:00.800]  后来我了解
[00:22:00.800 --> 00:22:02.800]  非常感谢主那样的了解
[00:22:02.800 --> 00:22:03.800]  了解的时候
[00:22:03.800 --> 00:22:05.800]  心里充满了喜乐和保证
[00:22:05.800 --> 00:22:07.800]  那就是说
[00:22:07.800 --> 00:22:10.800]  讲放眼是神预先赐下
[00:22:10.800 --> 00:22:15.800]  给当时门徒的一个保证
[00:22:15.800 --> 00:22:16.800]  保证什么
[00:22:16.800 --> 00:22:21.800]  在圣灵的工作和能力和引导之下
[00:22:21.800 --> 00:22:23.800]  福音将来要传到
[00:22:23.800 --> 00:22:27.800]  讲各种放眼的人当中去
[00:22:27.800 --> 00:22:30.800]  当时还没有这个成果
[00:22:30.800 --> 00:22:32.800]  福音还没有传开
[00:22:32.800 --> 00:22:35.800]  福音传遍世界还是将来的事
[00:22:35.800 --> 00:22:37.800]  但是神先赐给他们
[00:22:37.800 --> 00:22:44.800]  一个预先的神迹性的预表
[00:22:44.800 --> 00:22:48.800]  这是一个Prophetic Indication
[00:22:48.800 --> 00:22:52.800]  Prophetic Assurance
