
[00:00:00.000 --> 00:00:11.000]  我相信我們中間每一位基督徒都曾經有過失敗的軟弱的經歷
[00:03:11.000 --> 00:03:13.000]  我們看著祂的面的時候
[00:03:13.000 --> 00:03:18.000]  我們就得到吉利,我們就得到安慰
[00:03:18.000 --> 00:03:20.000]  我們就得到喜樂
[00:03:20.000 --> 00:03:22.000]  你我都不孤單
[00:03:22.000 --> 00:03:26.000]  主在我們身邊與我們同行
[00:03:26.000 --> 00:03:28.000]  祂知道我們的一切
[00:03:28.000 --> 00:03:30.000]  祂認識我們的軟弱
[00:03:30.000 --> 00:03:35.000]  但是我們要常常地記得自己的軟弱
[00:03:35.000 --> 00:03:40.000]  我們跌倒過的人讓我們過去的跌倒成為以後得勝的力量
[00:03:40.000 --> 00:03:44.000]  這是神要完成的事情
[00:03:44.000 --> 00:03:46.000]  今天晚上我們繼續
[00:03:46.000 --> 00:03:51.000]  今天早上我們繼續地來看榮耀的得勝
[00:03:51.000 --> 00:03:56.000]  第九點在大家手中的講義裡面
[00:03:56.000 --> 00:03:59.000]  一拜為勝
[00:03:59.000 --> 00:04:05.000]  請大家這樣翻到菲律賓書第一章第十一節
[00:04:05.000 --> 00:04:11.000]  菲律賓書第一章第十一節
[00:04:11.000 --> 00:04:14.000]  十二節開始
[00:04:14.000 --> 00:04:17.000]  弟兄們,我願意你們知道
[00:04:17.000 --> 00:04:23.000]  我所遭遇的事更是叫福音先王
[00:04:23.000 --> 00:04:32.000]  以致我受的困所在育嬰犬君和其餘的人中已經顯明是為基督的緣故
[00:04:32.000 --> 00:04:39.000]  並且那在主裡的弟兄多半因我受的困所就都信不疑
[00:04:39.000 --> 00:04:43.000]  越發放膽傳神的道
[00:04:43.000 --> 00:04:46.000]  無所懼怕
[00:04:46.000 --> 00:04:51.000]  我們看見保羅的經歷何等的奇妙寶貴
[00:04:51.000 --> 00:04:57.000]  他為傳福音被困所
[00:04:57.000 --> 00:04:59.000]  作奸
[00:04:59.000 --> 00:05:02.000]  這在人眼中看是失敗
[00:05:02.000 --> 00:05:05.000]  但是呢誰想得到
[00:05:05.000 --> 00:05:09.000]  因為他作奸受困所
[00:05:09.000 --> 00:05:11.000]  結果呢
[00:05:11.000 --> 00:05:16.000]  十四節那在主裡的弟兄和許多的弟兄
[00:05:16.000 --> 00:05:25.000]  包括在內多半多半大多數的弟兄
[00:05:25.000 --> 00:05:30.000]  因保羅受的困所就都信不疑
[00:05:30.000 --> 00:05:32.000]  不是懷疑
[00:05:32.000 --> 00:05:35.000]  那是都信不疑
[00:05:35.000 --> 00:05:40.000]  那個結果剛剛跟人預料相反
[00:05:40.000 --> 00:05:44.000]  像我們普通的推理
[00:05:44.000 --> 00:05:49.000]  如果一個熱心愛主依靠主主大用的人呢
[00:05:49.000 --> 00:05:53.000]  為傳福音作奸受困所
[00:05:53.000 --> 00:05:57.000]  很多的人的感受就是神在哪裡
[00:05:57.000 --> 00:06:01.000]  神沒有看顧神沒有幫助神沒有保守
[00:06:01.000 --> 00:06:04.000]  神沒有救他出來
[00:06:04.000 --> 00:06:08.000]  因此懷疑能幹退後
[00:06:08.000 --> 00:06:12.000]  這是我們的平常的想法
[00:06:12.000 --> 00:06:17.000]  面對一個為主受苦作奸的人
[00:06:17.000 --> 00:06:22.000]  我們許多的人心中很容易發出一個問題
[00:06:22.000 --> 00:06:25.000]  為什麼為什麼神沒有幫助他
[00:06:25.000 --> 00:06:27.000]  但是感謝神
[00:06:27.000 --> 00:06:30.000]  我們想的和事實
[00:06:30.000 --> 00:06:34.000]  想的恩典的作為有很大的距離
[00:06:34.000 --> 00:06:38.000]  在這裡保羅他看清楚了
[00:06:38.000 --> 00:06:41.000]  他受的困所
[00:06:41.000 --> 00:06:44.000]  前名是為基督的緣故
[00:06:44.000 --> 00:06:47.000]  多半的族內的弟兄妹妹
[00:06:47.000 --> 00:06:51.000]  因他受的困所就都信不疑
[00:06:51.000 --> 00:06:53.000]  信心更堅定
[00:06:53.000 --> 00:06:57.000]  而且越發放膽越發放膽
[00:06:57.000 --> 00:06:58.000]  更剛強
[00:06:58.000 --> 00:07:01.000]  傳神的道
[00:07:01.000 --> 00:07:04.000]  無所懼怕
[00:07:04.000 --> 00:07:10.000]  這真是超過人意料之外之上的一個結果
[00:07:10.000 --> 00:07:14.000]  真是以拜為聖
[00:07:14.000 --> 00:07:20.000]  我最喜歡讀的就是保羅的四封監獄的書信
[00:07:20.000 --> 00:07:22.000]  最寶貴
[00:07:22.000 --> 00:07:24.000]  裡面最豐富
[00:07:24.000 --> 00:07:26.000]  這個裡面的信息呢
[00:07:26.000 --> 00:07:31.000]  是非常的奇妙
[00:07:31.000 --> 00:07:35.000]  我相信有很多的弟兄妹妹也有這樣的感受
[00:07:35.000 --> 00:07:38.000]  很喜歡讀監獄書信
[00:07:38.000 --> 00:07:41.000]  是保羅為不應付代價
[00:07:41.000 --> 00:07:43.000]  為基督做監的時候
[00:07:43.000 --> 00:07:45.000]  在困苦之中
[00:07:45.000 --> 00:07:48.000]  逼迫之下寫的書信
[00:07:48.000 --> 00:07:50.000]  最寶貴
[00:07:50.000 --> 00:07:53.000]  流露出來很豐富的恩典
[00:07:53.000 --> 00:07:55.000]  奇妙的恩典
[00:07:55.000 --> 00:07:58.000]  也流露出來他在那樣的處境之中
[00:07:58.000 --> 00:08:00.000]  何等的堅定
[00:08:00.000 --> 00:08:01.000]  剛強
[00:08:01.000 --> 00:08:03.000]  信心不變
[00:08:03.000 --> 00:08:05.000]  繼續的依靠
[00:08:05.000 --> 00:08:07.000]  而且學信出來
[00:08:07.000 --> 00:08:09.000]  學信出來
[00:08:09.000 --> 00:08:11.000]  給許多的弟兄妹妹看見
[00:08:11.000 --> 00:08:12.000]  鼓勵他們
[00:08:12.000 --> 00:08:13.000]  幫助他們
[00:08:13.000 --> 00:08:15.000]  指導他們
[00:08:15.000 --> 00:08:20.000]  結果他的書信流傳那麼廣那麼久
[00:08:20.000 --> 00:08:21.000]  一直到今天
[00:08:21.000 --> 00:08:23.000]  還在你我的手中
[00:08:23.000 --> 00:08:25.000]  很自然的一打開
[00:08:25.000 --> 00:08:27.000]  我們讀的時候
[00:08:27.000 --> 00:08:29.000]  就得到幫助
[00:08:29.000 --> 00:08:32.000]  以拜為聖
[00:08:32.000 --> 00:08:35.000]  我們想到當日羅馬帝國
[00:08:35.000 --> 00:08:37.000]  十次
[00:08:37.000 --> 00:08:39.000]  十次迫害教會
[00:08:39.000 --> 00:08:43.000]  每一次都是殺害了許多的基督徒
[00:08:43.000 --> 00:08:47.000]  那是教會的很大的打擊
[00:08:47.000 --> 00:08:50.000]  但是教會的歷史告訴我們
[00:08:50.000 --> 00:08:52.000]  每一次的迫害之後
[00:08:52.000 --> 00:08:54.000]  信徒的人數增加
[00:08:54.000 --> 00:08:57.000]  教會聲望不應廣傳
[00:08:57.000 --> 00:09:00.000]  每一次都是這樣
[00:09:00.000 --> 00:09:02.000]  沒有一次例外
[00:09:02.000 --> 00:09:04.000]  到了第十次
[00:09:04.000 --> 00:09:07.000]  那就是第四世紀初年
[00:09:07.000 --> 00:09:11.000]  羅馬帝國接受基督教
[00:09:11.000 --> 00:09:13.000]  做他們的國教
[00:09:13.000 --> 00:09:15.000]  而且呢
[00:09:15.000 --> 00:09:17.000]  他們接受了基督教做國教以後
[00:09:17.000 --> 00:09:19.000]  第一件事
[00:09:19.000 --> 00:09:21.000]  第一個表現
[00:09:21.000 --> 00:09:25.000]  就是廢除奴隸制度
[00:09:25.000 --> 00:09:28.000]  廢除奴隸制度
[00:09:28.000 --> 00:09:32.000]  大家知道羅馬帝國的貴族
[00:09:32.000 --> 00:09:37.000]  是將他們的享受建立在奴隸制度的上面
[00:09:37.000 --> 00:09:43.000]  每一個貴族有很多的奴隸來服侍他們
[00:09:43.000 --> 00:09:48.000]  既有的權利誰肯放棄
[00:09:48.000 --> 00:09:50.000]  沒有人肯放棄的
[00:09:50.000 --> 00:09:53.000]  但是他們竟然放棄了
[00:09:53.000 --> 00:09:54.000]  為什麼
[00:09:54.000 --> 00:09:57.000]  他們接受了基督
[00:09:57.000 --> 00:10:01.000]  他們了解的好像保羅所說的
[00:10:01.000 --> 00:10:06.000]  做族人的要公公平平的待族人
[00:10:06.000 --> 00:10:08.000]  基督的真理
[00:10:08.000 --> 00:10:13.000]  有了一個社會改良改進的基礎
[00:10:13.000 --> 00:10:17.000]  一個呼聲一個挑戰一個完成
[00:10:17.000 --> 00:10:19.000]  帶來了衝擊
[00:10:19.000 --> 00:10:22.000]  是歷史裡面沒有見過的
[00:10:22.000 --> 00:10:25.000]  羅馬帝國廢除奴隸制度
[00:10:25.000 --> 00:10:28.000]  是過去的大帝國的歷史裡面
[00:10:28.000 --> 00:10:30.000]  從來沒有的
[00:10:30.000 --> 00:10:32.000]  因為接受了基督
[00:10:32.000 --> 00:10:39.000]  竟然出現竟然完成歷史中的奇蹟
[00:10:39.000 --> 00:10:43.000]  所以羅馬帝國他們學了功課
[00:10:43.000 --> 00:10:48.000]  基督的信仰是不能用迫害來消滅的
[00:10:48.000 --> 00:10:50.000]  來壓制的
[00:10:50.000 --> 00:10:53.000]  越壓制發展的越快
[00:10:53.000 --> 00:10:56.000]  教會越兵猛
[00:10:56.000 --> 00:10:58.000]  我們在教會歷史刊中
[00:10:58.000 --> 00:11:01.000]  教會擴展的最快的時期
[00:11:01.000 --> 00:11:05.000]  都是有難處有壓力的挑戰的時期
[00:11:05.000 --> 00:11:09.000]  中國大陸也是一個最近的一個好的例子
[00:11:09.000 --> 00:11:11.000]  感謝神
[00:11:11.000 --> 00:11:12.000]  感謝神
[00:11:12.000 --> 00:11:16.000]  所有要壓制基督信仰的人
[00:11:16.000 --> 00:11:19.000]  都是幫助基督的信仰光傳
[00:11:19.000 --> 00:11:22.000]  完全要迫害教會的人
[00:11:22.000 --> 00:11:26.000]  都是做了教會的真正的好幫助的人
[00:11:26.000 --> 00:11:28.000]  我們感謝神
[00:11:28.000 --> 00:11:29.000]  感謝神
[00:11:29.000 --> 00:11:35.000]  我們在神的大能大力無限的智慧恩典之下
[00:11:35.000 --> 00:11:37.000]  我們向一切的壓力
[00:11:37.000 --> 00:11:38.000]  一切的迫害
[00:11:38.000 --> 00:11:40.000]  一切的難處
[00:11:40.000 --> 00:11:41.000]  誇聖
[00:11:41.000 --> 00:11:42.000]  誇聖
[00:11:42.000 --> 00:11:45.000]  以拜為聖
[00:11:45.000 --> 00:11:48.000]  我們的以拜為聖
[00:11:48.000 --> 00:11:50.000]  是建基
[00:11:50.000 --> 00:11:56.000]  我們的基礎是在基督以拜為聖的上面
[00:11:56.000 --> 00:12:01.000]  由於解聖經這兩件事連在一起
[00:12:01.000 --> 00:12:08.000]  我們看一看很奇妙的連結在一起的相反的兩件事
[00:12:08.000 --> 00:12:11.000]  約翰·布音第十九章
[00:12:11.000 --> 00:12:15.000]  約翰·布音第十九章
[00:12:15.000 --> 00:12:25.000]  第二是九節和三十節
[00:12:25.000 --> 00:12:32.000]  有一個居民盛滿了醋放在那裡
[00:12:32.000 --> 00:12:36.000]  他們就拿孩茸蘸滿了醋
[00:12:36.000 --> 00:12:38.000]  放在牛七草上
[00:12:38.000 --> 00:12:40.000]  送到主的口中
[00:12:40.000 --> 00:12:46.000]  耶穌嚐了那醋就說成了
[00:12:46.000 --> 00:12:49.000]  在這裡這兩件事連在一起
[00:12:49.000 --> 00:12:53.000]  第一件事就是主耶穌在十字架上
[00:12:53.000 --> 00:12:56.000]  祂說我可了
[00:12:56.000 --> 00:12:58.000]  祂這樣說的時候
[00:12:58.000 --> 00:13:01.000]  是在什麼樣的處境之中呢?
[00:13:01.000 --> 00:13:06.000]  祂的身上有七處的地方流血
[00:13:06.000 --> 00:13:11.000]  祂的頭上戴著金雞冠冕
[00:13:11.000 --> 00:13:14.000]  受傷流血
[00:13:14.000 --> 00:13:20.000]  祂的肩上因為背著沉重的十字架
[00:13:20.000 --> 00:13:23.000]  磨血流血
[00:13:23.000 --> 00:13:31.000]  祂的肋旁被槍冰冰的槍刺透刺穿流血
[00:13:31.000 --> 00:13:36.000]  祂的背被鞭打流血
[00:13:36.000 --> 00:13:40.000]  祂的雙手釘在十字架上流血
[00:13:40.000 --> 00:13:45.000]  祂的雙腳也釘在十字架上流血
[00:13:45.000 --> 00:13:47.000]  七處的地方流血
[00:13:47.000 --> 00:13:51.000]  一個人有多少血可流啊?
[00:13:51.000 --> 00:13:54.000]  這樣的到處流血
[00:13:54.000 --> 00:13:57.000]  祂的血流盡了
[00:13:57.000 --> 00:14:02.000]  那個時候的乾渴是難以擔當的
[00:14:02.000 --> 00:14:05.000]  難以忍受的
[00:14:05.000 --> 00:14:09.000]  主耶穌在那個時候說我可了
[00:14:09.000 --> 00:14:15.000]  那個時候是主最軟弱的時候
[00:14:15.000 --> 00:14:19.000]  人看祂完全失敗了
[00:14:19.000 --> 00:14:24.000]  但是就在這個處境當中
[00:14:24.000 --> 00:14:29.000]  主耶穌說成了成了
[00:14:29.000 --> 00:14:33.000]  你看一個最可憐最軟弱無助的人
[00:14:33.000 --> 00:14:41.000]  竟然在那個最痛苦的十字架上說了這兩個字
[00:14:41.000 --> 00:14:43.000]  成了成了
[00:14:43.000 --> 00:14:46.000]  也真是成了
[00:14:46.000 --> 00:14:51.000]  原來好像失敗到極點的失敗
[00:14:51.000 --> 00:14:57.000]  但是從那裡產生了神的救恩的完成
[00:14:57.000 --> 00:15:00.000]  成了成了
[00:15:00.000 --> 00:15:06.000]  我們今天在這個完成的救恩中來接受來享受
[00:15:06.000 --> 00:15:10.000]  而且這個恩典越來越豐富
[00:15:10.000 --> 00:15:14.000]  一直要引導我們進入天上永遠的榮耀
[00:15:14.000 --> 00:15:19.000]  我們願意記得神的祂高過我們的道路
[00:15:19.000 --> 00:15:22.000]  神的意念高過我們的意念
[00:15:22.000 --> 00:15:24.000]  我們不要冤枉祂
[00:15:24.000 --> 00:15:28.000]  依靠祂交託給祂
[00:15:28.000 --> 00:15:30.000]  以拜為實
[00:15:30.000 --> 00:15:35.000]  這是和真實的一件事情
[00:15:35.000 --> 00:15:42.000]  那現在我們看第十個
[00:15:42.000 --> 00:15:49.000]  榮耀的聖義愛聖恨
[00:15:49.000 --> 00:15:52.000]  我們看
[00:15:52.000 --> 00:16:01.000]  詩篇三十五篇十三節
[00:16:01.000 --> 00:16:04.000]  大衛的話
[00:16:04.000 --> 00:16:07.000]  對於我當他們有病的時候
[00:16:07.000 --> 00:16:12.000]  我便穿馬衣見識刻苦己心
[00:16:12.000 --> 00:16:18.000]  我所求的都歸到自己的懷中
[00:16:18.000 --> 00:16:23.000]  這是大衛在什麼情境當中講的話呢
[00:16:23.000 --> 00:16:25.000]  上一節十二節
[00:16:25.000 --> 00:16:28.000]  他們向我一惡報
[00:16:28.000 --> 00:16:32.000]  使我的靈魂孤苦
[00:16:32.000 --> 00:16:35.000]  是在他受苦的時候
[00:16:35.000 --> 00:16:39.000]  有人竟然一惡報他的善
[00:16:39.000 --> 00:16:43.000]  他實在忍著結果是得到惡報
[00:16:43.000 --> 00:16:50.000]  這是何等令人難堪難受難忍的情況
[00:16:50.000 --> 00:16:52.000]  但是在這個時候
[00:16:52.000 --> 00:16:54.000]  他這樣說
[00:16:54.000 --> 00:16:58.000]  當他們這些迫害他的人有病的時候
[00:16:58.000 --> 00:17:03.000]  我便穿馬衣見識刻苦己心
[00:17:03.000 --> 00:17:06.000]  為他們禱告
[00:17:06.000 --> 00:17:13.000]  為他們表出他的內心的那個實際的反應
[00:17:13.000 --> 00:17:14.000]  結果呢
[00:17:14.000 --> 00:17:19.000]  我所求的都歸到自己的懷中
[00:17:19.000 --> 00:17:26.000]  這是義愛聖恨
[00:17:26.000 --> 00:17:33.000]  對頭用那個狠毒的心來對付大衛
[00:17:33.000 --> 00:17:35.000]  但在這個處境中
[00:17:35.000 --> 00:17:38.000]  大衛不是一惡報惡
[00:17:38.000 --> 00:17:42.000]  乃是義愛聖惡
[00:17:42.000 --> 00:17:45.000]  這是何等奇妙的
[00:17:45.000 --> 00:17:49.000]  何等像基督的一個表現
[00:17:49.000 --> 00:17:54.000]  也可以說是基督在救援的一個預像
[00:17:54.000 --> 00:18:01.000]  我們在聖經裡頭可以找出來無不的圖畫
[00:18:01.000 --> 00:18:05.000]  可以說是無和一的圖畫
[00:18:05.000 --> 00:18:12.000]  無間是和在一起同樣的一個中心的意義
[00:18:12.000 --> 00:18:16.000]  我們想到主在十字架上
[00:18:16.000 --> 00:18:19.000]  他是中心
[00:18:19.000 --> 00:18:21.000]  他在那裡禱告說
[00:18:21.000 --> 00:18:24.000]  不啊赦免他們
[00:18:24.000 --> 00:18:26.000]  因為他們所做的
[00:18:26.000 --> 00:18:29.000]  他們自己不知道
[00:18:29.000 --> 00:18:34.000]  耶穌竟然為釘死他的人禱告
[00:18:34.000 --> 00:18:36.000]  感謝主
[00:18:36.000 --> 00:18:38.000]  這樣的愛
[00:18:38.000 --> 00:18:39.000]  在十字架下的人
[00:18:39.000 --> 00:18:42.000]  有人聽見看見
[00:18:42.000 --> 00:18:46.000]  就悔改信主了
[00:18:46.000 --> 00:18:49.000]  在十字架下歸主的人
[00:18:49.000 --> 00:18:51.000]  至少有五位
[00:18:51.000 --> 00:18:52.000]  我不提了
[00:18:52.000 --> 00:18:53.000]  今天不提了
[00:18:53.000 --> 00:18:56.000]  大家自己再查考聖經
[00:18:56.000 --> 00:18:58.000]  至少有五個人
[00:18:58.000 --> 00:19:04.000]  是在十字架下受感動的信主
[00:19:04.000 --> 00:19:12.000]  這是主耶穌在圖畫中心的一個表現
[00:19:12.000 --> 00:19:16.000]  因為最中心的愛緣
[00:19:16.000 --> 00:19:23.000]  才有其他四方面的人的愛的表現
[00:19:23.000 --> 00:19:26.000]  以愛勝恨
[00:19:26.000 --> 00:19:29.000]  那麼在這邊呢
[00:19:29.000 --> 00:19:31.000]  我們想到斯蒂凡
[00:19:31.000 --> 00:19:39.000]  斯蒂凡在被猶太人在仇恨之中用石頭打死的時候
[00:19:39.000 --> 00:19:41.000]  斯蒂凡怎麼樣
[00:19:41.000 --> 00:19:43.000]  聖經記載
[00:19:43.000 --> 00:19:45.000]  他跪下禱告
[00:19:45.000 --> 00:19:51.000]  說不要將這罪歸到他們身上
[00:19:51.000 --> 00:19:54.000]  這是何等的愛
[00:19:54.000 --> 00:19:58.000]  斯蒂凡了解了基督的愛
[00:19:58.000 --> 00:20:00.000]  基督的愛在他們裡面
[00:20:00.000 --> 00:20:02.000]  他也同樣的
[00:20:02.000 --> 00:20:07.000]  能夠相同在十字架上同樣的表現
[00:20:07.000 --> 00:20:12.000]  不要將這罪歸在他們身上
[00:20:12.000 --> 00:20:15.000]  那麼我們在這邊就看見大衛了
[00:20:15.000 --> 00:20:17.000]  剛才我們讀的
[00:20:17.000 --> 00:20:21.000]  我們在上面看到約瑟
[00:20:21.000 --> 00:20:25.000]  約瑟被他的哥哥們出賣
[00:20:25.000 --> 00:20:29.000]  賣到埃及去做奴隸
[00:20:29.000 --> 00:20:34.000]  這是何等令約瑟傷心痛苦
[00:20:34.000 --> 00:20:38.000]  也是何等容易他有一個仇恨的心
[00:20:38.000 --> 00:20:41.000]  牢牢的記在心中
[00:20:41.000 --> 00:20:43.000]  你們這些都是哥哥的
[00:20:43.000 --> 00:20:46.000]  這樣對待一個小弟弟
[00:20:46.000 --> 00:20:49.000]  但是後來
[00:20:49.000 --> 00:20:53.000]  這哥哥們到了埃及
[00:20:53.000 --> 00:20:56.000]  要買糧食的時候
[00:20:56.000 --> 00:20:58.000]  正是面對約瑟
[00:20:58.000 --> 00:21:00.000]  他們沒有認出約瑟
[00:21:00.000 --> 00:21:03.000]  但是約瑟認出他們了
[00:21:03.000 --> 00:21:05.000]  聖經怎麼記載
[00:21:05.000 --> 00:21:07.000]  約瑟什麼樣的表現
[00:21:07.000 --> 00:21:11.000]  他抱住哥哥們哭
[00:21:11.000 --> 00:21:13.000]  完全的饒恕
[00:21:13.000 --> 00:21:17.000]  流出了饒恕的愛的
[00:21:17.000 --> 00:21:20.000]  的聖的眼淚
[00:21:20.000 --> 00:21:24.000]  約瑟是一個認識神的人
[00:21:24.000 --> 00:21:27.000]  是一個合神心意的人
[00:21:27.000 --> 00:21:30.000]  是一個勝過試探的人
[00:21:30.000 --> 00:21:34.000]  他也是一個勝過仇恨的人
[00:21:34.000 --> 00:21:37.000]  他一愛抱怨
[00:21:37.000 --> 00:21:41.000]  然後我們在第五個角度
[00:21:41.000 --> 00:21:45.000]  想到伊麗莎所做的事
[00:21:45.000 --> 00:21:49.000]  有一次亞蘭大軍來侵略以色列人
[00:21:49.000 --> 00:21:53.000]  那麼伊麗莎被神使用
[00:21:53.000 --> 00:21:54.000]  幫助以色列人
[00:21:54.000 --> 00:21:57.000]  帶領以色列人打了勝仗
[00:21:57.000 --> 00:22:02.000]  將許多的亞蘭軍人俘虜
[00:22:02.000 --> 00:22:04.000]  那個時候
[00:22:04.000 --> 00:22:07.000]  這個以色列王就問
[00:22:07.000 --> 00:22:08.000]  先知伊麗莎
[00:22:08.000 --> 00:22:11.000]  這些我們俘虜來的敵人
[00:22:11.000 --> 00:22:14.000]  應該怎麼樣處置他們
[00:22:14.000 --> 00:22:16.000]  伊麗莎怎麼說呢
[00:22:16.000 --> 00:22:17.000]  誰也想不到
[00:22:17.000 --> 00:22:18.000]  說王啊
[00:22:18.000 --> 00:22:21.000]  給他們喝
[00:22:21.000 --> 00:22:22.000]  吃飽喝足
[00:22:22.000 --> 00:22:25.000]  放他們回國
[00:22:25.000 --> 00:22:27.000]  如果你是王
[00:22:27.000 --> 00:22:28.000]  聽見這個建議
[00:22:28.000 --> 00:22:30.000]  會不會接受
[00:22:30.000 --> 00:22:32.000]  接受了
[00:22:32.000 --> 00:22:34.000]  真是這樣做了
[00:22:34.000 --> 00:22:35.000]  結果呢
[00:22:35.000 --> 00:22:36.000]  聖君告訴我們
[00:22:36.000 --> 00:22:41.000]  亞蘭以後再也不侵犯以色列人
[00:22:41.000 --> 00:22:46.000]  這真是一愛勝恨
[00:22:46.000 --> 00:22:48.000]  這巫婦的圖畫
[00:22:48.000 --> 00:22:50.000]  以主耶穌為中心
[00:22:50.000 --> 00:22:52.000]  其他的四婦
[00:22:52.000 --> 00:22:56.000]  都是因為神的愛在他們心中
[00:22:56.000 --> 00:22:58.000]  才能夠有那樣
[00:22:58.000 --> 00:23:03.000]  以愛勝恨的勝利的表現
[00:23:03.000 --> 00:23:04.000]  感謝神
[00:23:04.000 --> 00:23:08.000]  神的愛在基督身上彰顯
[00:23:08.000 --> 00:23:10.000]  無比的愛
[00:23:10.000 --> 00:23:13.000]  超過我們所求所想的愛
[00:23:13.000 --> 00:23:16.000]  讓我們受感動
[00:23:16.000 --> 00:23:18.000]  每一個信徒的人
[00:23:18.000 --> 00:23:20.000]  我相信
[00:23:20.000 --> 00:23:22.000]  都是因為了解了
[00:23:22.000 --> 00:23:24.000]  釋迦的愛
[00:23:24.000 --> 00:23:27.000]  而真心信徒
[00:23:27.000 --> 00:23:28.000]  所以那個愛
[00:23:28.000 --> 00:23:31.000]  成了神的能力
[00:23:31.000 --> 00:23:32.000]  不淵的能力
[00:23:32.000 --> 00:23:34.000]  也是我們傳不淵的能力
[00:23:34.000 --> 00:23:36.000]  也是釋迦
[00:23:36.000 --> 00:23:43.000]  蒙神的恩典的能力的中心
[00:23:43.000 --> 00:23:45.000]  我們現在來到
[00:23:45.000 --> 00:23:49.000]  第十一個榮耀的勝利
[00:23:49.000 --> 00:23:55.000]  以讚美勝強敵
[00:23:55.000 --> 00:23:58.000]  那麼這是歷代之下
[00:23:58.000 --> 00:24:01.000]  二十章二十一節
[00:24:01.000 --> 00:24:06.000]  給我們看見的一件榮耀的紀錄
[00:24:06.000 --> 00:24:09.000]  請大家翻到這個地方
[00:24:09.000 --> 00:24:11.000]  歷代之下
[00:24:11.000 --> 00:24:14.000]  我相信是大家熟悉的經文
[00:24:14.000 --> 00:24:21.000]  第二十章第二十節開始
[00:24:21.000 --> 00:24:24.000]  次日清早眾人起來
[00:24:24.000 --> 00:24:27.000]  往彼得雅的曠野去
[00:24:27.000 --> 00:24:28.000]  出去的時候
[00:24:28.000 --> 00:24:31.000]  約沙伐王站著說
[00:24:31.000 --> 00:24:33.000]  有大人和耶路撒冷的居民
[00:24:33.000 --> 00:24:35.000]  要聽我說
[00:24:35.000 --> 00:24:38.000]  信耶和華你們的神就必立文
[00:24:38.000 --> 00:24:42.000]  信他的先知就必很通
[00:24:42.000 --> 00:24:45.000]  約沙伐就與眾民商議了
[00:24:45.000 --> 00:24:49.000]  就設立各樣的人送贈耶和華
[00:24:49.000 --> 00:24:52.000]  使他們穿上聖潔的禮服
[00:24:52.000 --> 00:24:54.000]  走在軍前讚美耶和華
[00:24:54.000 --> 00:24:57.000]  說當稱謝耶和華
