
[00:00:00.000 --> 00:00:03.000]  大家再翻開聖經的《約翰福音》第八章
[00:01:55.900 --> 00:01:58.200]  這個不是一個道德問題
[00:01:58.200 --> 00:02:01.000]  是一個技術問題
[00:02:01.000 --> 00:02:02.800]  不知道你們有沒有聽到
[00:02:02.800 --> 00:02:05.500]  是為了很多的方便的考慮
[00:02:05.500 --> 00:02:08.500]  為了很多實際的需要
[00:02:08.500 --> 00:02:09.800]  所以這個不是道德問題
[00:02:09.800 --> 00:02:13.300]  是一個技術問題
[00:02:13.300 --> 00:02:16.400]  在內地的浙江大學曾經做一個調查
[00:02:16.400 --> 00:02:18.800]  向一班大學生訪問他們
[00:02:18.800 --> 00:02:22.500]  問他們怎樣看離婚的事件
[00:02:22.500 --> 00:02:25.400]  其中有76%超過
[00:02:25.400 --> 00:02:28.000]  或者四個有三個以上
[00:02:28.000 --> 00:02:32.500]  告訴他們離婚是一件私人的事情
[00:02:32.500 --> 00:02:36.200]  與傳統的道德觀念是沒有相關的
[00:02:36.200 --> 00:02:39.200]  所以不能用道德來批判
[00:02:39.200 --> 00:02:42.000]  去評價離婚的事情
[00:02:42.000 --> 00:02:43.800]  是私人的事情
[00:02:43.800 --> 00:02:48.300]  很多人將很多的道德判斷作為我個人的事情
[00:02:48.300 --> 00:02:52.400]  是高度的強調個人的權利
[00:02:52.400 --> 00:02:54.500]  以及獨立的意識
[00:02:54.500 --> 00:02:56.500]  我是獨立的我是自主的
[00:02:56.500 --> 00:02:59.500]  我不需要跟隨誰的意見
[00:02:59.500 --> 00:03:01.500]  因此將很多道德的問題
[00:03:01.500 --> 00:03:04.500]  變成了我個人的自由選擇
[00:03:04.500 --> 00:03:07.000]  因此不要有道德的概念
[00:03:07.000 --> 00:03:10.000]  或者規範在當中
[00:03:10.000 --> 00:03:12.800]  所以你看到有些人士
[00:03:12.800 --> 00:03:14.500]  當他們遊行的時候
[00:03:14.500 --> 00:03:16.800]  有很多不同的訴求
[00:03:16.800 --> 00:03:18.800]  其中不知道你們有沒有留意
[00:03:18.800 --> 00:03:23.000]  曾經出現一位18歲以下的朋友
[00:03:23.000 --> 00:03:24.200]  舉起一個牌
[00:03:24.200 --> 00:03:29.400]  18歲以下要性自由
[00:03:29.400 --> 00:03:32.000]  很多這個世界的趨勢就是
[00:03:32.000 --> 00:03:33.200]  不斷告訴你
[00:03:33.200 --> 00:03:35.600]  我不要任何的約束規範
[00:03:35.600 --> 00:03:38.800]  我要自由我要自由
[00:03:38.800 --> 00:03:41.600]  當時已經提到道德的問題
[00:03:41.600 --> 00:03:44.200]  人倫的相處問題
[00:03:44.200 --> 00:03:45.600]  很清楚告訴我們
[00:03:45.600 --> 00:03:50.000]  人不是可以按照自己個人的喜好
[00:03:50.000 --> 00:03:53.100]  純粹按照自己個人的權利
[00:03:53.100 --> 00:03:57.900]  或者說自己的功利的需要來作考慮
[00:03:57.900 --> 00:04:00.900]  所以提到那位創造主
[00:04:00.900 --> 00:04:02.900]  去創造人類
[00:04:02.900 --> 00:04:05.700]  是對人類有一個心意
[00:04:05.700 --> 00:04:07.400]  被造的人
[00:04:07.400 --> 00:04:12.100]  是需要留心創造者對我們的一個心意
[00:04:12.100 --> 00:04:14.600]  而他的心意透過聖經的真理
[00:04:14.600 --> 00:04:17.900]  好像一個藍本擺在我們面前
[00:04:17.900 --> 00:04:21.400]  因此當你看到很多社會的倫理的時候
[00:04:21.400 --> 00:04:23.700]  作為教徒我們會知道
[00:04:23.700 --> 00:04:25.700]  有一位神
[00:04:25.700 --> 00:04:29.900]  祂是一切道德的最終依歸
[00:04:29.900 --> 00:04:31.900]  而祂的真理
[00:04:31.900 --> 00:04:36.700]  就是今天真正叫人得到平安的一個基礎
[00:04:36.700 --> 00:04:39.900]  而我們在這些社會的發展裡面
[00:04:39.900 --> 00:04:42.700]  我們需要很留心聖經的說話
[00:04:42.700 --> 00:04:45.000]  是怎樣講述這些事情
[00:04:45.000 --> 00:04:47.700]  怎樣在其中得到神要給我們
[00:04:47.700 --> 00:04:51.200]  真正的平安和真正的滿足
[00:04:51.200 --> 00:04:54.200]  所以我們一起思想這段《若行寬恕經文》的時候
[00:04:54.200 --> 00:04:56.500]  又試試從這個角度思想
[00:04:56.500 --> 00:04:58.700]  什麼是真正的自由
[00:04:58.700 --> 00:05:02.000]  大家看看聖經《若行方》第31節
[00:05:02.000 --> 00:05:05.000]  第八章31節
[00:05:05.000 --> 00:05:08.000]  一開始的時候有一個很自然的問題提出
[00:05:08.000 --> 00:05:11.200]  哪一個是耶穌基督的真門徒呢?
[00:05:11.200 --> 00:05:12.400]  31節
[00:05:12.400 --> 00:05:15.900]  「於是耶穌對信了他的猶太人說
[00:05:15.900 --> 00:05:21.400]  你們若持守我的道,就真是我的門徒了。」
[00:05:21.400 --> 00:05:22.900]  耶穌說話的對象
[00:05:22.900 --> 00:05:27.200]  聖經說到是一群信了他的猶太人
[00:05:27.200 --> 00:05:29.400]  但是你看看下面的經文
[00:05:29.400 --> 00:05:30.900]  你就會發覺這一群猶太人
[00:05:30.900 --> 00:05:33.600]  似乎不是信耶穌
[00:05:33.600 --> 00:05:36.600]  如果你比較前面的30節
[00:05:36.600 --> 00:05:39.600]  前面一節的經文
[00:05:39.600 --> 00:05:42.400]  聖經說耶穌說了這些話的時候
[00:05:42.400 --> 00:05:45.600]  就有許多人信了他
[00:05:45.600 --> 00:05:48.600]  同樣說到信了耶穌的人
[00:05:48.600 --> 00:05:52.600]  表面上不是太清晰兩者之間的分別
[00:05:52.600 --> 00:05:56.600]  但是從聖經原來的文字文法上去分析
[00:05:56.600 --> 00:06:02.100]  就會發覺兩類的人是不同的
[00:06:02.100 --> 00:06:05.100]  30節的那些信主的人
[00:06:05.100 --> 00:06:08.100]  是一些真心信主的人
[00:06:08.100 --> 00:06:09.600]  他們不是表面的相信
[00:06:09.600 --> 00:06:12.600]  是誠實地信靠耶穌
[00:06:12.600 --> 00:06:17.600]  而31節提到的那些信了耶穌的猶太人
[00:06:17.600 --> 00:06:22.600]  他們可能在頭腦上認同耶穌所說的話
[00:06:22.600 --> 00:06:27.600]  但是認同神所說的話不等於是基督徒
[00:06:27.600 --> 00:06:31.600]  其實撒旦也認同耶穌是基督
[00:06:31.600 --> 00:06:35.600]  不過他不會去承認基督
[00:06:35.600 --> 00:06:36.600]  這裡所提到的
[00:06:36.600 --> 00:06:38.600]  他們可能在頭腦上認同
[00:06:38.600 --> 00:06:42.600]  但是他們沒有個人的毀身
[00:06:42.600 --> 00:06:45.600]  他們沒有真正的讓神的話
[00:06:45.600 --> 00:06:48.600]  成為他們生活上的一部分
[00:06:48.600 --> 00:06:52.600]  讓真理在他們生活中體現出來
[00:06:52.600 --> 00:06:53.600]  沒有
[00:06:53.600 --> 00:06:55.600]  因此當時主耶穌就跟他們說
[00:06:55.600 --> 00:06:59.600]  你們若持守我的道
[00:06:59.600 --> 00:07:02.600]  和合本旁邊會看到
[00:07:02.600 --> 00:07:07.600]  包含了你們若常常遵守我的道
[00:07:07.600 --> 00:07:09.600]  哪些是真門徒呢?
[00:07:09.600 --> 00:07:11.600]  就是那些遵守
[00:07:11.600 --> 00:07:15.600]  而且常常遵守神的道
[00:07:15.600 --> 00:07:20.600]  神的話很真實地表現在他們的生活上
[00:07:20.600 --> 00:07:22.600]  這些人聖經說
[00:07:22.600 --> 00:07:26.600]  就真是耶穌基督的門徒了
[00:07:26.600 --> 00:07:28.600]  主耶穌很清楚界定出來
[00:07:28.600 --> 00:07:30.600]  那些持守真道的
[00:07:30.600 --> 00:07:33.600]  是真正的門徒
[00:07:33.600 --> 00:07:35.600]  然後你再看的時候
[00:07:35.600 --> 00:07:39.600]  聖經說你們必定認識真理
[00:07:39.600 --> 00:07:43.600]  真理必定使你們自由了
[00:07:43.600 --> 00:07:45.600]  31至32節連在一起看的時候
[00:07:45.600 --> 00:07:46.600]  你就會發覺
[00:07:46.600 --> 00:07:48.600]  聖經說到認識真理
[00:07:48.600 --> 00:07:51.600]  是那些明白了
[00:07:51.600 --> 00:07:53.600]  有去遵行的人
[00:07:53.600 --> 00:07:55.600]  你記得我們教會信上說
[00:07:55.600 --> 00:08:00.600]  要明道和行道
[00:08:00.600 --> 00:08:04.600]  明道行道其實是一件事情
[00:08:04.600 --> 00:08:08.600]  不可以單是明道就停止了
[00:08:08.600 --> 00:08:11.600]  因為神的道理不是一些學科
[00:08:11.600 --> 00:08:14.600]  你在課堂上聽完明白了之後
[00:08:14.600 --> 00:08:17.600]  可以了我考試100分
[00:08:17.600 --> 00:08:21.600]  你在教會或者在一些茶經班
[00:08:21.600 --> 00:08:24.600]  你聽了明白了之後
[00:08:24.600 --> 00:08:27.600]  你是初步認識真道
[00:08:27.600 --> 00:08:30.600]  除非你實行真道
[00:08:30.600 --> 00:08:34.600]  否則你不算認識真道
[00:08:34.600 --> 00:08:38.600]  真正的認識是包不了實行的
[00:08:38.600 --> 00:08:42.600]  簡單的例子大家會明白
[00:08:42.600 --> 00:08:44.600]  有些未信主的朋友
[00:08:44.600 --> 00:08:46.600]  在信主之前
[00:08:46.600 --> 00:08:48.600]  很多個人的脾氣
[00:08:48.600 --> 00:08:50.600]  對人有些仇恨
[00:08:50.600 --> 00:08:52.600]  後來明白聖經教導我們
[00:08:52.600 --> 00:08:54.600]  接受主耶穌給我們的寬恕
[00:08:54.600 --> 00:08:57.600]  學習去寬恕別人
[00:08:57.600 --> 00:08:58.600]  當他明白這個道理之後
[00:08:58.600 --> 00:09:00.600]  他不去寬恕別人
[00:09:00.600 --> 00:09:03.600]  而內心充滿著很多的苦澀
[00:09:03.600 --> 00:09:04.600]  很多的仇恨
[00:09:04.600 --> 00:09:07.600]  他還未認識真理
[00:09:07.600 --> 00:09:09.600]  直至他認識真理之後
[00:09:09.600 --> 00:09:12.600]  又真的學習去寬恕
[00:09:12.600 --> 00:09:15.600]  去原諒得罪他的人
[00:09:15.600 --> 00:09:18.600]  在這個時候他才是認識真理
[00:09:18.600 --> 00:09:20.600]  接著聖經的應許
[00:09:20.600 --> 00:09:23.600]  你看看剛才32節
[00:09:23.600 --> 00:09:25.600]  你們必定認識真理
[00:09:25.600 --> 00:09:30.600]  真理必定使你們自由
[00:09:30.600 --> 00:09:32.600]  當他真正去寬恕的時候
[00:09:32.600 --> 00:09:35.600]  他才經歷那種釋放
[00:09:35.600 --> 00:09:37.600]  大家可能都會體驗過
[00:09:37.600 --> 00:09:40.600]  一個人當他不斷仇恨別人的時候
[00:09:40.600 --> 00:09:43.600]  最大的捆綁是誰?
[00:09:43.600 --> 00:09:44.600]  是自己
[00:09:44.600 --> 00:09:45.600]  不是對方
[00:09:45.600 --> 00:09:48.600]  對方可能甚至不知道你生他的氣
[00:09:48.600 --> 00:09:50.600]  但你經常都很不開心
[00:09:50.600 --> 00:09:51.600]  搞得有胃痛
[00:09:51.600 --> 00:09:54.600]  搞得自己經常都睡不著
[00:09:54.600 --> 00:09:57.600]  其實是自己受傷害
[00:09:57.600 --> 00:09:58.600]  因此聖經說
[00:09:58.600 --> 00:09:59.600]  當你認識真理
[00:09:59.600 --> 00:10:01.600]  明道有行道之餘
[00:10:01.600 --> 00:10:03.600]  你會得著而且經歷到
[00:10:03.600 --> 00:10:06.600]  神的道給你的釋放
[00:10:06.600 --> 00:10:10.600]  以及得到真正的自由
[00:10:10.600 --> 00:10:16.600]  因此當你認識聖經的道理之餘
[00:10:16.600 --> 00:10:18.600]  你要很留意
[00:10:18.600 --> 00:10:20.600]  不要沾沾自喜
[00:10:20.600 --> 00:10:22.600]  輕視別人
[00:10:22.600 --> 00:10:25.600]  直至你自己常常留心
[00:10:25.600 --> 00:10:27.600]  行在神的道上
[00:10:27.600 --> 00:10:29.600]  你就會察覺
[00:10:29.600 --> 00:10:33.600]  你經歷那種信仰的真實
[00:10:33.600 --> 00:10:34.600]  而你和我
[00:10:34.600 --> 00:10:36.600]  都是不斷求神幫助我們
[00:10:36.600 --> 00:10:42.600]  能夠常常遵守神給我們的道
[00:10:42.600 --> 00:10:44.600]  我們再看看下面所說
[00:10:44.600 --> 00:10:48.600]  聖經提到不單止遵守
[00:10:48.600 --> 00:10:51.600]  還會再說真正的自由
[00:10:51.600 --> 00:10:56.600]  是得勝罪才是真正的自由
[00:10:56.600 --> 00:10:59.600]  大家看下第33節
[00:10:59.600 --> 00:11:02.600]  他們說我們是阿伯拉罕的後裔
[00:11:02.600 --> 00:11:04.600]  從來都沒有做過奴僕
[00:11:04.600 --> 00:11:06.600]  沒有被誰奴役過
[00:11:06.600 --> 00:11:10.600]  你為什麼說你們必得自由呢?
[00:11:10.600 --> 00:11:11.600]  34節
[00:11:11.600 --> 00:11:13.600]  耶穌說我實實在在告訴你們
[00:11:13.600 --> 00:11:18.600]  犯罪的都是罪的奴隸
[00:11:18.600 --> 00:11:19.600]  他們不明白
[00:11:19.600 --> 00:11:22.600]  因為耶穌在說某些政治的奴役
[00:11:22.600 --> 00:11:25.600]  或者某些社會制度下做奴僕
[00:11:25.600 --> 00:11:28.600]  我們都沒有做過任何的奴僕
[00:11:28.600 --> 00:11:30.600]  其實歷史上他們做過奴僕
[00:11:30.600 --> 00:11:33.600]  他們在埃及做過奴僕
[00:11:33.600 --> 00:11:38.600]  但這個時候可能沒有這麼嚴重的政治壓力
[00:11:38.600 --> 00:11:42.600]  他們說我們沒有任何人奴役我們
[00:11:42.600 --> 00:11:46.600]  我們怎麼算沒有自由呢?
[00:11:46.600 --> 00:11:47.600]  但耶穌所說的
[00:11:47.600 --> 00:11:51.600]  不是他們所提的政治社會上的奴僕
[00:11:51.600 --> 00:11:54.600]  是在說生命上的自由
[00:11:54.600 --> 00:11:55.600]  耶穌還告訴他們
[00:11:55.600 --> 00:12:01.600]  犯罪的不能夠離開絕惡的綑綁的
[00:12:01.600 --> 00:12:04.600]  那些是罪的奴僕
[00:12:04.600 --> 00:12:06.600]  這一點你知道
[00:12:06.600 --> 00:12:11.600]  一個人當他有一些惡的習慣
[00:12:11.600 --> 00:12:13.600]  是他放不下的
[00:12:13.600 --> 00:12:15.600]  是他想不做
[00:12:15.600 --> 00:12:16.600]  但偏偏做了
[00:12:16.600 --> 00:12:18.600]  而且經常做的
[00:12:18.600 --> 00:12:22.600]  這種情況是在罪的奴僕當中
[00:12:22.600 --> 00:12:23.600]  有些男士
[00:12:23.600 --> 00:12:26.600]  當他見到一些很美貌的女孩的時候
[00:12:26.600 --> 00:12:29.600]  他就會立刻有很多性的幻想
[00:12:29.600 --> 00:12:31.600]  控制不了
[00:12:31.600 --> 00:12:32.600]  在那個時候
[00:12:32.600 --> 00:12:35.600]  其實他在罪的奴役當中
[00:12:35.600 --> 00:12:37.600]  有些時候有些朋友
[00:12:37.600 --> 00:12:40.600]  見到別人成就比自己好
[00:12:40.600 --> 00:12:42.600]  見到別人比自己強
[00:12:42.600 --> 00:12:44.600]  一見到對方這麼好的成就的時候
[00:12:44.600 --> 00:12:46.600]  心就很不舒服
[00:12:46.600 --> 00:12:49.600]  很不開心
[00:12:49.600 --> 00:12:52.600]  然後就很傷痛
[00:12:52.600 --> 00:12:54.600]  是什麼緣故呢?
[00:12:54.600 --> 00:12:56.600]  是妒忌
[00:12:56.600 --> 00:13:00.600]  是控制不了自己那種妒忌的心境
[00:13:00.600 --> 00:13:01.600]  其實也是被罪
[00:13:01.600 --> 00:13:03.600]  在奴役中
[00:13:03.600 --> 00:13:06.600]  聖經說凡是犯罪的
[00:13:06.600 --> 00:13:08.600]  這裡所說的不只是軟弱的時候
[00:13:08.600 --> 00:13:10.600]  跌倒一次兩次
[00:13:10.600 --> 00:13:13.600]  而是他自己不承認自己的問題
[00:13:13.600 --> 00:13:16.600]  看不見自己的問題
[00:13:16.600 --> 00:13:18.600]  同時很清楚地認為
[00:13:18.600 --> 00:13:20.600]  一切以自己為中心
[00:13:20.600 --> 00:13:21.600]  我解脫得到的
[00:13:21.600 --> 00:13:23.600]  我解決得到自己的問題
[00:13:23.600 --> 00:13:25.600]  不承認自己有需要
[00:13:25.600 --> 00:13:27.600]  這些情況
[00:13:27.600 --> 00:13:32.600]  聖經說他們其實在罪的奴役當中
[00:13:32.600 --> 00:13:35.600]  你一定記得我說過幾次
[00:13:35.600 --> 00:13:37.600]  很久之前我提及過
[00:13:37.600 --> 00:13:39.600]  有一位朋友
[00:13:39.600 --> 00:13:42.600]  當我以前做社工的時候
[00:13:42.600 --> 00:13:44.600]  在中心見到他進來
[00:13:44.600 --> 00:13:46.600]  有班小朋友說髒話
[00:13:46.600 --> 00:13:47.600]  很小的時候
[00:13:47.600 --> 00:13:50.600]  髒話很流利
[00:13:50.600 --> 00:13:52.600]  然後一位朋友
[00:13:52.600 --> 00:13:55.600]  四五十歲的一位叔叔
[00:13:55.600 --> 00:13:58.600]  他見到小朋友這麼大聲說髒話
[00:13:58.600 --> 00:13:59.600]  很不高興
[00:13:59.600 --> 00:14:01.600]  就走過去罵他們
[00:14:01.600 --> 00:14:03.600]  這麼小的時候就說髒話
[00:14:03.600 --> 00:14:05.600]  說到什麼時候呢?
[00:14:05.600 --> 00:14:09.600]  然後用髒話罵他們
[00:14:09.600 --> 00:14:11.600]  一直罵
[00:14:11.600 --> 00:14:14.600]  小朋友看著他
[00:14:14.600 --> 00:14:16.600]  我忍不住就走過去
[00:14:16.600 --> 00:14:17.600]  我就跟他說
[00:14:17.600 --> 00:14:18.600]  叔叔
[00:14:18.600 --> 00:14:19.600]  你也說髒話
[00:14:19.600 --> 00:14:23.600]  難怪他們從小就說
[00:14:23.600 --> 00:14:25.600]  最令我驚訝的是
[00:14:25.600 --> 00:14:27.600]  他睜開眼睛看著我
[00:14:27.600 --> 00:14:31.600]  我沒有說過
[00:14:31.600 --> 00:14:34.600]  每次想起這件事的時候
[00:14:34.600 --> 00:14:37.600]  我不知道是覺得好笑
[00:14:37.600 --> 00:14:40.600]  還是很生氣
[00:14:40.600 --> 00:14:43.600]  很多時候見到別人的問題
[00:14:43.600 --> 00:14:46.600]  但想不到可能是自己
[00:14:46.600 --> 00:14:49.600]  令對方這樣
[00:14:49.600 --> 00:14:51.600]  但人在罪當中
[00:14:51.600 --> 00:14:53.600]  不覺得自己有問題
[00:14:53.600 --> 00:14:55.600]  他覺得自己很自由
[00:14:55.600 --> 00:14:59.600]  但其實是被罪所綑綁著
[00:14:59.600 --> 00:15:02.600]  在當時我們看看那些猶太人
[00:15:02.600 --> 00:15:05.600]  其實他們覺得自己是很自由的
[00:15:05.600 --> 00:15:08.600]  所以你看33節
[00:15:08.600 --> 00:15:10.600]  他們說
[00:15:10.600 --> 00:15:14.600]  我們是阿伯拉罕的後裔
[00:15:14.600 --> 00:15:16.600]  有很光榮的身份
[00:15:16.600 --> 00:15:18.600]  很好的背景
[00:15:18.600 --> 00:15:21.600]  然後39節又重覆說
[00:15:21.600 --> 00:15:23.600]  我們的祖宗是阿伯拉罕
[00:15:23.600 --> 00:15:26.600]  是神與他納約的先祖
[00:15:26.600 --> 00:15:29.600]  是一個很重要的
[00:15:29.600 --> 00:15:32.600]  一個很寶貴的背景
[00:15:32.600 --> 00:15:34.600]  用我們現在說的話
[00:15:34.600 --> 00:15:37.600]  是根正苗紅
[00:15:37.600 --> 00:15:41.600]  是一個好像沒有人能否定他們
[00:15:41.600 --> 00:15:47.600]  很重要很受人尊重的歷史身份
[00:15:47.600 --> 00:15:49.600]  但他們說你不是
[00:15:49.600 --> 00:15:51.600]  你就是撒瑪利亞人
[00:15:51.600 --> 00:15:53.600]  大家看看38節
[00:15:53.600 --> 00:15:56.600]  對不起48節
[00:15:56.600 --> 00:15:57.600]  猶太人對耶穌說
[00:15:57.600 --> 00:16:02.600]  我們說你是撒瑪利亞人
[00:16:02.600 --> 00:16:04.600]  並且是鬼父的
[00:16:04.600 --> 00:16:05.600]  不是很對嗎?
[00:16:05.600 --> 00:16:06.600]  在他們心中
[00:16:06.600 --> 00:16:07.600]  撒瑪利亞人是那些
[00:16:07.600 --> 00:16:11.600]  與外族人混雜了的猶太人
[00:16:11.600 --> 00:16:13.600]  他們在神的救恩之外
[00:16:13.600 --> 00:16:14.600]  神不會揀選他們
[00:16:14.600 --> 00:16:17.600]  他們是那些拜假神的人
[00:16:17.600 --> 00:16:19.600]  因此他們輕視耶穌
[00:16:19.600 --> 00:16:20.600]  看不到自己
[00:16:20.600 --> 00:16:24.600]  反而指責別人
[00:16:24.600 --> 00:16:26.600]  大家會記得在歷史當中
[00:16:26.600 --> 00:16:28.600]  第二次世界大戰的時候
[00:16:28.600 --> 00:16:30.600]  德國的納粹
[00:16:30.600 --> 00:16:33.600]  他們不斷宣述
[00:16:33.600 --> 00:16:37.600]  他們是很優秀的日耳曼民族
[00:16:37.600 --> 00:16:39.600]  因此覺得那些猶太人
[00:16:39.600 --> 00:16:42.600]  是很污穢的
[00:16:42.600 --> 00:16:46.600]  是污染了他們民族的純正
[00:16:46.600 --> 00:16:49.600]  因此要殘殺那些猶太人
[00:16:49.600 --> 00:16:51.600]  歷史當中講述到
[00:16:51.600 --> 00:16:53.600]  幾十萬的猶太人
[00:16:53.600 --> 00:16:56.600]  在當時被殘殺
[00:16:56.600 --> 00:16:59.600]  人在一種不自知的情況
[00:16:59.600 --> 00:17:01.600]  覺得自己沒有問題
[00:17:01.600 --> 00:17:04.600]  但其實在罪的捆綁當中
[00:17:04.600 --> 00:17:07.600]  這是我們常常見到的情況
[00:17:07.600 --> 00:17:08.600]  今天的社會
[00:17:08.600 --> 00:17:09.600]  很多人會覺得
[00:17:09.600 --> 00:17:12.600]  我們不想有任何道德的規範
[00:17:12.600 --> 00:17:14.600]  這樣是最大的自由
[00:17:14.600 --> 00:17:16.600]  但其實想不到自己
[00:17:16.600 --> 00:17:18.600]  在罪的捆綁當中
[00:17:18.600 --> 00:17:21.600]  被情慾控制著
[00:17:21.600 --> 00:17:24.600]  有時候帶來對自己的傷害
[00:17:24.600 --> 00:17:26.600]  對別人的傷害
[00:17:26.600 --> 00:17:30.600]  你和我都需要警覺這些情況
[00:17:30.600 --> 00:17:32.600]  但主耶穌告訴他們
[00:17:32.600 --> 00:17:34.600]  當我釋放你們的時候
[00:17:34.600 --> 00:17:36.600]  你們就真的得到自由了
[00:17:36.600 --> 00:17:40.600]  大家再看35節
[00:17:40.600 --> 00:17:43.600]  奴隸不能永遠住在家裡
[00:17:43.600 --> 00:17:46.600]  唯有兒子才可以永遠住在家裡
[00:17:46.600 --> 00:17:49.600]  所以神的兒子若使你們自由
[00:17:49.600 --> 00:17:52.600]  你們就真的得到自由了
[00:17:52.600 --> 00:17:54.600]  神的兒子耶穌基督
[00:17:54.600 --> 00:17:56.600]  在神的家裡
[00:17:56.600 --> 00:17:58.600]  他是自由
[00:17:58.600 --> 00:18:01.600]  以至有權釋放那些奴僕
[00:18:01.600 --> 00:18:04.600]  因此奴僕自己不能釋放自己
[00:18:04.600 --> 00:18:06.600]  但神的兒子耶穌基督
[00:18:06.600 --> 00:18:08.600]  去釋放我們的時候
[00:18:08.600 --> 00:18:11.600]  我們就成為了神的兒子
[00:18:11.600 --> 00:18:13.600]  因為認識耶穌基督的真理
[00:18:13.600 --> 00:18:15.600]  就得以自由
[00:18:15.600 --> 00:18:17.600]  因此你知道
[00:18:17.600 --> 00:18:20.600]  在今天我們所尋求的
[00:18:20.600 --> 00:18:23.600]  在真理當中的自由
[00:18:23.600 --> 00:18:25.600]  我最近看了一本書
[00:18:25.600 --> 00:18:29.600]  這本書說到在美國的一間教會
[00:18:29.600 --> 00:18:32.600]  有一次晚上發生了一件事情
[00:18:32.600 --> 00:18:34.600]  這間教會舉行一個大的報道聚會
[00:18:34.600 --> 00:18:36.600]  很多不同的人等
[00:18:36.600 --> 00:18:41.600]  因為那區比較是一個不同階層的人
[00:18:41.600 --> 00:18:45.600]  都混雜在那個地區的一些社區
[00:18:45.600 --> 00:18:47.600]  在當中有很多人聽到的時候
[00:18:47.600 --> 00:18:49.600]  心中受感動
[00:18:49.600 --> 00:18:51.600]  他們想信耶穌
[00:18:51.600 --> 00:18:53.600]  牧師就呼籲大家一起祈禱
[00:18:53.600 --> 00:18:55.600]  在祈禱當中有人哀哭
[00:18:55.600 --> 00:18:57.600]  有人在當中準備信主
[00:18:57.600 --> 00:19:01.600]  在那時候突然間在禮堂的後面
[00:19:01.600 --> 00:19:03.600]  有一個男人
[00:19:03.600 --> 00:19:06.600]  從袋子裡拿出一把手槍
[00:19:06.600 --> 00:19:11.600]  拿著手槍向著前面的牧師一路向前走
[00:19:11.600 --> 00:19:13.600]  當時牧師低頭站著
[00:19:13.600 --> 00:19:15.600]  不知道發生什麼事
[00:19:15.600 --> 00:19:17.600]  周圍很多人都在祈禱
[00:19:17.600 --> 00:19:19.600]  低頭站著
[00:19:19.600 --> 00:19:21.600]  當這個男士去到講台前面的時候
[00:19:21.600 --> 00:19:23.600]  有人發現了
[00:19:23.600 --> 00:19:27.600]  大聲喊牧師有人拿著手槍向著你
[00:19:27.600 --> 00:19:29.600]  牧師就立刻抬起頭
[00:19:29.600 --> 00:19:32.600]  對方已經去到他的面前
[00:19:32.600 --> 00:19:35.600]  但這個男士沒有開槍
[00:19:35.600 --> 00:19:38.600]  只是把手槍拍了一下
[00:19:38.600 --> 00:19:40.600]  放在講台上
[00:19:40.600 --> 00:19:42.600]  把手槍放下
