
[00:00:00.000 --> 00:00:02.640]  我們今天思想的題目是
[00:05:24.080 --> 00:05:26.080]  一起來敬拜這位上帝
[00:05:26.080 --> 00:05:27.680]  去讚美祂
[00:05:27.680 --> 00:05:28.400]  而聖經說
[00:05:28.400 --> 00:05:30.720]  無論大或小
[00:05:30.720 --> 00:05:32.160]  凡是敬畏神的人
[00:05:32.160 --> 00:05:33.680]  信主的人
[00:05:33.680 --> 00:05:36.080]  都來讚美神
[00:05:36.080 --> 00:05:37.440]  然後第六節說
[00:05:37.440 --> 00:05:39.680]  「我聽見好像群眾的聲音
[00:05:39.680 --> 00:05:41.680]  大雷的聲音
[00:05:41.680 --> 00:05:43.680]  眾多屬神的人
[00:05:43.680 --> 00:05:45.680]  大聲的一起來說
[00:05:45.680 --> 00:05:46.680]  「哈利路亞
[00:05:46.680 --> 00:05:47.680]  讚美神
[00:05:47.680 --> 00:05:49.680]  因為主我們的神
[00:05:49.680 --> 00:05:51.680]  全能者作王」
[00:05:51.680 --> 00:05:53.680]  聖經提到這位上帝
[00:05:53.680 --> 00:05:55.680]  祂是主宰
[00:05:55.680 --> 00:05:57.680]  祂是神
[00:05:57.680 --> 00:05:59.680]  也是全能者
[00:05:59.680 --> 00:06:01.680]  聖經說祂作王
[00:06:01.680 --> 00:06:05.680]  並不是說祂以前不是王
[00:06:05.680 --> 00:06:07.680]  因為從耿孤到永遠
[00:06:07.680 --> 00:06:09.680]  祂是大君王
[00:06:09.680 --> 00:06:10.680]  但是在過去
[00:06:10.680 --> 00:06:12.680]  祂寬容很多罪人
[00:06:12.680 --> 00:06:14.680]  沒有立刻來審判
[00:06:14.680 --> 00:06:16.680]  但是今天祂作王
[00:06:16.680 --> 00:06:20.680]  意味著祂清楚發揮祂的王權
[00:06:20.680 --> 00:06:23.680]  去審判那些犯罪的人
[00:06:23.680 --> 00:06:25.680]  因此使者宣告
[00:06:25.680 --> 00:06:27.680]  「全能者作王」
[00:06:27.680 --> 00:06:29.680]  而第七節說
[00:06:29.680 --> 00:06:31.680]  「我們要歡喜快樂
[00:06:31.680 --> 00:06:33.680]  將榮耀歸給他
[00:06:33.680 --> 00:06:36.680]  因為羔羊分娶的時候到了
[00:06:36.680 --> 00:06:39.680]  辛苦自己也都預備好了」
[00:06:39.680 --> 00:06:42.680]  聖經提到一個最叫人興奮
[00:06:42.680 --> 00:06:45.680]  和歡欣的一件事情
[00:06:45.680 --> 00:06:49.680]  就是羔羊婚宴的時候到了
[00:06:49.680 --> 00:06:51.680]  大家很多時候
[00:06:51.680 --> 00:06:52.680]  在聖餐的時候
[00:06:52.680 --> 00:06:56.680]  你會想起我們會紀念如月節的羔羊
[00:06:56.680 --> 00:06:57.680]  在婚宴
[00:06:57.680 --> 00:06:59.680]  在聖餐的時候
[00:06:59.680 --> 00:07:01.680]  我們大家都會想到
[00:07:01.680 --> 00:07:04.680]  主耶穌曾經在設立聖餐的時候提到
[00:07:04.680 --> 00:07:06.680]  從今之後
[00:07:06.680 --> 00:07:08.680]  我不再和你們一起喝這個餅
[00:07:08.680 --> 00:07:10.680]  喝這個杯 吃這個餅
[00:07:10.680 --> 00:07:14.680]  直到在神的國內
[00:07:14.680 --> 00:07:16.680]  讓我們看到
[00:07:16.680 --> 00:07:19.680]  就是神經在當中預告在將來
[00:07:19.680 --> 00:07:22.680]  在一個更大的愛言裡面
[00:07:22.680 --> 00:07:23.680]  在商約時代
[00:07:23.680 --> 00:07:25.680]  聖餐就是他們的愛言
[00:07:25.680 --> 00:07:27.680]  一起去經歷關係
[00:07:27.680 --> 00:07:28.680]  人與人之間
[00:07:28.680 --> 00:07:31.680]  和人神之間的關係
[00:07:31.680 --> 00:07:33.680]  而祂都臨近他們裡面
[00:07:33.680 --> 00:07:35.680]  但是主耶穌說到
[00:07:35.680 --> 00:07:37.680]  在將來的國度裡面
[00:07:37.680 --> 00:07:40.680]  我們一起會吃身的
[00:07:40.680 --> 00:07:44.680]  而當時在將來的婚宴裡面
[00:07:44.680 --> 00:07:49.680]  你和我會和主有更深刻的生命的契合
[00:07:49.680 --> 00:07:51.680]  主耶穌在世上說
[00:07:51.680 --> 00:07:53.680]  祂說你們吃我的肉
[00:07:53.680 --> 00:07:55.680]  喝我的血
[00:07:55.680 --> 00:08:00.680]  當然這個說話不是從一個肉身的角度去說
[00:08:00.680 --> 00:08:02.680]  是從屬靈的角度去說
[00:08:02.680 --> 00:08:05.680]  是我們可以和主的生命聯繫
[00:08:05.680 --> 00:08:08.680]  可以聯合的
[00:08:08.680 --> 00:08:10.680]  去到將來的時候
[00:08:10.680 --> 00:08:12.680]  去到婚宴的時候
[00:08:12.680 --> 00:08:14.680]  我們的生命就更深刻的
[00:08:14.680 --> 00:08:16.680]  與主的生命結連
[00:08:16.680 --> 00:08:19.680]  因此我們要歡喜快樂
[00:08:19.680 --> 00:08:22.680]  大家記不記得我以前曾經分享過一本書
[00:08:22.680 --> 00:08:23.680]  這本書叫做
[00:08:23.680 --> 00:08:25.680]  在天堂九十分鐘
[00:08:25.680 --> 00:08:27.680]  90 minutes in heaven
[00:08:27.680 --> 00:08:28.680]  大家記不記得這本書
[00:08:28.680 --> 00:08:30.680]  Don Piper一位牧師
[00:08:30.680 --> 00:08:32.680]  在一個車禍當中
[00:08:32.680 --> 00:08:33.680]  立時喪生
[00:08:33.680 --> 00:08:35.680]  喪生之後
[00:08:35.680 --> 00:08:37.680]  有一位傳道人經過
[00:08:37.680 --> 00:08:38.680]  很特別的感動
[00:08:38.680 --> 00:08:41.680]  覺得一定要為這位牧師祈禱
[00:08:41.680 --> 00:08:43.680]  醫護人員就趕他走
[00:08:43.680 --> 00:08:45.680]  死了還要祈禱?
[00:08:45.680 --> 00:08:47.680]  但是他不放棄一直祈禱
[00:08:47.680 --> 00:08:48.680]  90分鐘之後
[00:08:48.680 --> 00:08:52.680]  這位牧師突然間醒了
[00:08:52.680 --> 00:08:55.680]  然後後來他康復
[00:08:55.680 --> 00:08:57.680]  他就將90分鐘
[00:08:57.680 --> 00:09:00.680]  去到天堂的經歷寫下來
[00:09:00.680 --> 00:09:03.680]  當中其中一些片段我想再講
[00:09:03.680 --> 00:09:05.680]  當他上到天堂的時候
[00:09:05.680 --> 00:09:07.680]  在天堂的門口見到很多
[00:09:07.680 --> 00:09:09.680]  熟悉的親友來迎接他
[00:09:09.680 --> 00:09:11.680]  充滿著快樂
[00:09:11.680 --> 00:09:13.680]  然後他就說
[00:09:13.680 --> 00:09:15.680]  我見到他
[00:09:15.680 --> 00:09:17.680]  一位他以前很親密的弟兄
[00:09:17.680 --> 00:09:21.680]  19歲的時候也是車禍喪生
[00:09:21.680 --> 00:09:22.680]  當時他就說
[00:09:22.680 --> 00:09:23.680]  這位弟兄
[00:09:23.680 --> 00:09:26.680]  在他當時19歲的時候
[00:09:26.680 --> 00:09:28.680]  是一個極之聰明的人
[00:09:28.680 --> 00:09:29.680]  而且很敬畏神
[00:09:29.680 --> 00:09:31.680]  很敬虔的生命
[00:09:31.680 --> 00:09:33.680]  很難得的一位青年人
[00:09:33.680 --> 00:09:36.680]  當時他車禍死的時候
[00:09:36.680 --> 00:09:39.680]  這位他就覺得完全不可以接受
[00:09:39.680 --> 00:09:41.680]  心中充滿著悲憤
[00:09:41.680 --> 00:09:43.680]  對神有很多的埋怨
[00:09:43.680 --> 00:09:45.680]  為什麼會這樣?
[00:09:45.680 --> 00:09:46.680]  他就說
[00:09:46.680 --> 00:09:49.680]  當我在天家見到他的時候
[00:09:49.680 --> 00:09:52.680]  他整個快樂的面容
[00:09:52.680 --> 00:09:54.680]  突然間一刻
[00:09:54.680 --> 00:09:57.680]  就將他心中很多的愁煩
[00:09:57.680 --> 00:09:58.680]  很多的怨煩
[00:09:58.680 --> 00:10:00.680]  完全消散了
[00:10:00.680 --> 00:10:02.680]  完全清除了
[00:10:02.680 --> 00:10:04.680]  那種快樂
[00:10:04.680 --> 00:10:08.680]  將那些苦惱、愁煩吞噬了
[00:10:08.680 --> 00:10:10.680]  各位弟兄姊妹
[00:10:10.680 --> 00:10:13.680]  當你知道天上那種榮耀
[00:10:13.680 --> 00:10:15.680]  和極大的喜樂的時候
[00:10:15.680 --> 00:10:18.680]  你就發覺人生所經歷的很多苦難
[00:10:18.680 --> 00:10:20.680]  突然間變得不是苦難
[00:10:20.680 --> 00:10:23.680]  因為相對那些極大的喜樂
[00:10:23.680 --> 00:10:27.680]  少許的苦難就不算是苦難
[00:10:27.680 --> 00:10:29.680]  這位弟兄就說
[00:10:29.680 --> 00:10:30.680]  他說在天家的時候
[00:10:30.680 --> 00:10:32.680]  第一個經歷就是
[00:10:32.680 --> 00:10:35.680]  那份大喜樂充滿著我們
[00:10:35.680 --> 00:10:36.680]  接著他說
[00:10:36.680 --> 00:10:39.680]  我見到很多親友走過來跟我聊天
[00:10:39.680 --> 00:10:41.680]  在期間那種感受就是
[00:10:41.680 --> 00:10:44.680]  一種完全被愛
[00:10:44.680 --> 00:10:45.680]  好像一個大家庭
[00:10:45.680 --> 00:10:48.680]  大家庭大重聚
[00:10:48.680 --> 00:10:50.680]  一種被愛包圍著
[00:10:50.680 --> 00:10:51.680]  然後他說
[00:10:51.680 --> 00:10:53.680]  我感覺自己的感官
[00:10:53.680 --> 00:10:58.680]  好像在享受一餐大的豐盛的宴席
[00:10:58.680 --> 00:10:59.680]  什麼意思呢?
[00:10:59.680 --> 00:11:04.680]  他說他的眼睛看得很清晰周圍的美景
[00:11:04.680 --> 00:11:08.680]  他耳朵聽得到一切最美妙的音樂
[00:11:08.680 --> 00:11:10.680]  可能比我們最好的Hi-Fi
[00:11:10.680 --> 00:11:12.680]  更加美妙的音樂
[00:11:12.680 --> 00:11:15.680]  他感受到各種的事情
[00:11:15.680 --> 00:11:18.680]  是很清晰地刻在他的心裡面
[00:11:18.680 --> 00:11:19.680]  因此他說
[00:11:19.680 --> 00:11:24.680]  我的感官好像享受豐富的宴席
[00:11:24.680 --> 00:11:25.680]  各位弟兄姊妹
[00:11:25.680 --> 00:11:27.680]  雖然我們未必會很明白
[00:11:27.680 --> 00:11:29.680]  但是有一天我們會經歷到
[00:11:29.680 --> 00:11:31.680]  神給我們永恆的天家
[00:11:31.680 --> 00:11:35.680]  是完全超越我們能夠想像
[00:11:35.680 --> 00:11:38.680]  是完美的天家
[00:11:38.680 --> 00:11:41.680]  而這個羔羊的婚宴
[00:11:41.680 --> 00:11:44.680]  我們不單單是被邀請
[00:11:44.680 --> 00:11:46.680]  而且我們是主角之一
[00:11:46.680 --> 00:11:49.680]  大家看回聖經第七節
[00:11:49.680 --> 00:11:51.680]  我們要歡喜快樂
[00:11:51.680 --> 00:11:53.680]  將榮耀歸給他
[00:11:53.680 --> 00:11:56.680]  因為羔羊婚娶的時候到了
[00:11:56.680 --> 00:12:00.680]  新婦也自己預備好了
[00:12:00.680 --> 00:12:02.680]  誰是新婦?
[00:12:02.680 --> 00:12:04.680]  教會就是新婦
[00:12:04.680 --> 00:12:05.680]  聖經清楚說到
[00:12:05.680 --> 00:12:08.680]  耶穌基督的教會就是他的新婦
[00:12:08.680 --> 00:12:10.680]  教會就是你和我
[00:12:10.680 --> 00:12:12.680]  我們這群屬神的人
[00:12:12.680 --> 00:12:14.680]  就是耶穌基督的新婦
[00:12:14.680 --> 00:12:17.680]  所以你不單單是去喝一餐
[00:12:17.680 --> 00:12:19.680]  喝完之後離開
[00:12:19.680 --> 00:12:21.680]  你是主角
[00:12:21.680 --> 00:12:23.680]  你是新娘
[00:12:23.680 --> 00:12:25.680]  被基督迎娶
[00:12:25.680 --> 00:12:27.680]  因此你和主耶穌的關係
[00:12:27.680 --> 00:12:31.680]  是建立了一種生命完全契合的關係
[00:12:31.680 --> 00:12:36.680]  在那個時候就完全地實現出來
[00:12:36.680 --> 00:12:37.680]  聖經就這樣說
[00:12:37.680 --> 00:12:39.680]  各位弟兄姊妹
[00:12:39.680 --> 00:12:40.680]  我們是新婦
[00:12:40.680 --> 00:12:42.680]  而且預備好了
[00:12:42.680 --> 00:12:44.680]  或者你覺得今天教會
[00:12:44.680 --> 00:12:45.680]  都有很多問題
[00:12:45.680 --> 00:12:47.680]  很多人的問題
[00:12:47.680 --> 00:12:48.680]  但感謝神
[00:12:48.680 --> 00:12:50.680]  我們的神要幫助我們
[00:12:50.680 --> 00:12:53.680]  預備好成為他的新婦
[00:12:53.680 --> 00:12:54.680]  祂會幫助我們
[00:12:54.680 --> 00:12:56.680]  能夠成聖成長
[00:12:56.680 --> 00:12:59.680]  預備好成為主的新婦
[00:12:59.680 --> 00:13:01.680]  而聖經就繼續說
[00:13:01.680 --> 00:13:04.680]  我們就蒙恩德川
[00:13:04.680 --> 00:13:07.680]  光明潔白的細麻衣
[00:13:07.680 --> 00:13:12.680]  這細麻衣就是聖徒所行的義
[00:13:12.680 --> 00:13:14.680]  我們蒙恩德川
[00:13:14.680 --> 00:13:18.680]  光明潔淨的細麻衣
[00:13:18.680 --> 00:13:20.680]  不是我們自己的功績
[00:13:20.680 --> 00:13:22.680]  不是我們做什麼偉大的事情
[00:13:22.680 --> 00:13:23.680]  所以得到這些
[00:13:23.680 --> 00:13:28.680]  而是神將他的公義的袍賜給我們
[00:13:28.680 --> 00:13:31.680]  潔淨我們一切的罪
[00:13:31.680 --> 00:13:33.680]  我曾經和弟兄姊妹分享過
[00:13:33.680 --> 00:13:35.680]  就是一位宣教士的見證
[00:13:35.680 --> 00:13:38.680]  這位宣教士說到他到了一個宣教工場
[00:13:38.680 --> 00:13:40.680]  一個比較落後的國家
[00:13:40.680 --> 00:13:42.680]  有一次晚上走在街上的時候
[00:13:42.680 --> 00:13:46.680]  一個不小心就踩了一條坑渠
[00:13:46.680 --> 00:13:47.680]  這條坑渠很深
[00:13:47.680 --> 00:13:49.680]  他半個人就下了坑渠
[00:13:49.680 --> 00:13:53.680]  後來有一個徒人幫他爬上來
[00:13:53.680 --> 00:13:55.680]  他爬上來之後才發覺
[00:13:55.680 --> 00:13:59.680]  原來那條坑渠是粉渠
[00:13:59.680 --> 00:14:00.680]  嘩
[00:14:00.680 --> 00:14:02.680]  他一上來的時候
[00:14:02.680 --> 00:14:05.680]  整個身體就惡臭
[00:14:05.680 --> 00:14:09.680]  他第一件事情做的是什麼呢?
[00:14:09.680 --> 00:14:10.680]  回家
[00:14:10.680 --> 00:14:11.680]  快點回家
[00:14:11.680 --> 00:14:14.680]  全身沖洗
[00:14:14.680 --> 00:14:16.680]  他就說我回家沖洗身體
[00:14:16.680 --> 00:14:19.680]  沖洗了四次
[00:14:19.680 --> 00:14:22.680]  徹底地沖洗
[00:14:22.680 --> 00:14:23.680]  沖洗完之後
[00:14:23.680 --> 00:14:24.680]  坐下來的時候
[00:14:24.680 --> 00:14:26.680]  突然有一種感覺
[00:14:26.680 --> 00:14:29.680]  幸好可以洗得掉
[00:14:29.680 --> 00:14:32.680]  幸好可以弄乾淨
[00:14:32.680 --> 00:14:35.680]  然後聖靈在他心中告訴他
[00:14:35.680 --> 00:14:39.680]  幸好我的罪可以得到赦免
[00:14:39.680 --> 00:14:44.680]  幸好我生命的邪惡可以被主潔淨
[00:14:44.680 --> 00:14:46.680]  各位弟兄姊妹
[00:14:46.680 --> 00:14:49.680]  如果你的生命帶著罪
[00:14:49.680 --> 00:14:51.680]  在永恆裡面
[00:14:51.680 --> 00:14:54.680]  受神永恆的咒助
[00:14:54.680 --> 00:14:57.680]  是多麼可怕的事情
[00:14:57.680 --> 00:14:59.680]  但是今天主耶穌赦免你的罪
[00:14:59.680 --> 00:15:01.680]  讓你的生命潔淨
[00:15:01.680 --> 00:15:04.680]  你不要看作是平常
[00:15:04.680 --> 00:15:05.680]  你不要說我信耶穌
[00:15:05.680 --> 00:15:06.680]  已經十幾二十年了
[00:15:06.680 --> 00:15:07.680]  三十年了
[00:15:07.680 --> 00:15:09.680]  因此我都聽慣了
[00:15:09.680 --> 00:15:10.680]  但是你記得
[00:15:10.680 --> 00:15:12.680]  一個重要的訊息
[00:15:12.680 --> 00:15:16.680]  耶穌基督赦免你的罪
[00:15:16.680 --> 00:15:18.680]  讓你能夠潔淨
[00:15:18.680 --> 00:15:23.680]  將光明潔白的細麻衣賜給你
[00:15:23.680 --> 00:15:26.680]  而你在當中可以歡喜快樂
[00:15:26.680 --> 00:15:27.680]  因為聖經說
[00:15:27.680 --> 00:15:30.680]  被邀請赴羔羊婚宴的人
[00:15:30.680 --> 00:15:32.680]  怎樣呢?
[00:15:32.680 --> 00:15:35.680]  然後怎樣呢?
[00:15:35.680 --> 00:15:38.680]  大家看回聖經
[00:15:38.680 --> 00:15:41.680]  我們一起再看回聖經第九節
[00:15:41.680 --> 00:15:43.680]  天使吩咐我說
[00:15:43.680 --> 00:15:44.680]  你要寫上
[00:15:44.680 --> 00:15:49.680]  犯被請赴羔羊之婚宴的有福了
[00:15:49.680 --> 00:15:51.680]  是有福的
[00:15:51.680 --> 00:15:55.680]  是極其有福的一份恩惠
[00:15:55.680 --> 00:15:57.680]  聖經剛才第八節所說
[00:15:57.680 --> 00:16:02.680]  不單止我們領受一份恩惠穿細麻衣
[00:16:02.680 --> 00:16:06.680]  因為細麻衣就是聖徒所行的義
[00:16:06.680 --> 00:16:07.680]  你發覺聖經所說
[00:16:07.680 --> 00:16:10.680]  不單止人領受神的恩典
[00:16:10.680 --> 00:16:12.680]  而是在蒙恩當中被激勵
[00:16:12.680 --> 00:16:14.680]  被感動
[00:16:14.680 --> 00:16:17.680]  以致我們很自然會行義
[00:16:17.680 --> 00:16:19.680]  一個常受神慈愛的人
[00:16:19.680 --> 00:16:22.680]  很自然他的心不想得罪神
[00:16:22.680 --> 00:16:25.680]  不想再被罪捆綁自己
[00:16:25.680 --> 00:16:28.680]  他就想行義
[00:16:28.680 --> 00:16:32.680]  我稱之為在被動當中的主動
[00:16:32.680 --> 00:16:33.680]  是神的工作
[00:16:33.680 --> 00:16:35.680]  不是我們的工作
[00:16:35.680 --> 00:16:37.680]  但他開始之後
[00:16:37.680 --> 00:16:38.680]  我們心被感動
[00:16:38.680 --> 00:16:41.680]  我們就很願意去行義
[00:16:41.680 --> 00:16:45.680]  等於當你在一些軟弱中的時候
[00:16:45.680 --> 00:16:47.680]  你不要擔心
[00:16:47.680 --> 00:16:50.680]  你只是常常想神對你的愛
[00:16:50.680 --> 00:16:53.680]  神會給你一份力量和感動
[00:16:53.680 --> 00:16:57.680]  你繼續行在義當中
[00:16:57.680 --> 00:17:00.680]  以致你可以去預備好自己
[00:17:00.680 --> 00:17:04.680]  去領受神給你的婚宴
[00:17:04.680 --> 00:17:06.680]  我們再看下一節經文
[00:17:06.680 --> 00:17:08.680]  當聖經說完這一部分之後
[00:17:08.680 --> 00:17:10.680]  來到聖經第十一節
[00:17:10.680 --> 00:17:14.680]  就說到主榮耀的降臨是怎樣的
[00:17:14.680 --> 00:17:15.680]  我想問問大家
[00:17:15.680 --> 00:17:17.680]  當主耶穌降生的時候
[00:17:17.680 --> 00:17:19.680]  祂在哪裡降生呢?
[00:17:19.680 --> 00:17:20.680]  馬槽
[00:17:20.680 --> 00:17:21.680]  大家一定知道
[00:17:21.680 --> 00:17:24.680]  主耶穌是很卑微地降生在馬槽裡面
[00:17:24.680 --> 00:17:27.680]  但當祂第二次再回來的時候
[00:17:27.680 --> 00:17:30.680]  祂不再是這樣的情況
[00:17:30.680 --> 00:17:32.680]  在第十一節這樣說
[00:17:32.680 --> 00:17:34.680]  「我觀看見天開了
[00:17:34.680 --> 00:17:37.680]  有一匹白馬騎在馬上的
[00:17:37.680 --> 00:17:39.680]  稱為誠信真實
[00:17:39.680 --> 00:17:44.680]  他審判、徵戰都按著公義」
[00:17:44.680 --> 00:17:45.680]  這位主基督
[00:17:45.680 --> 00:17:47.680]  祂騎著白馬回來
