
[00:00:00.000 --> 00:00:01.840]  大家知道接下來的季度
[00:01:46.560 --> 00:01:48.800]  躺在家裡非常痛苦
[00:01:48.800 --> 00:01:50.000]  耶穌對他說
[00:01:50.000 --> 00:01:52.160]  我去醫治他
[00:01:52.160 --> 00:01:54.560]  聖經提到這位伯夫長
[00:01:54.560 --> 00:01:56.000]  在當時大家知道
[00:01:56.000 --> 00:02:00.320]  猶太人當中有羅馬政權統治他們
[00:02:00.320 --> 00:02:02.640]  這位羅馬的官員
[00:02:02.640 --> 00:02:08.240]  他有很重要的政治及社會權位
[00:02:08.240 --> 00:02:09.280]  在那時候
[00:02:09.280 --> 00:02:11.360]  他特別為自己的僕人
[00:02:11.360 --> 00:02:13.920]  去尋求耶穌的醫治
[00:02:13.920 --> 00:02:15.440]  本來在當時來說
[00:02:15.440 --> 00:02:20.720]  僕人是有很多服侍這些官員
[00:02:20.720 --> 00:02:23.760]  但他可以不理會這個僕人
[00:02:23.760 --> 00:02:25.120]  甚至當他是工具
[00:02:25.120 --> 00:02:27.680]  他病了就不用他了
[00:02:27.680 --> 00:02:29.840]  但他有一顆愛僕人的心
[00:02:29.840 --> 00:02:34.000]  很願意來為他尋求耶穌的幫助
[00:02:34.000 --> 00:02:35.120]  當他這樣說的時候
[00:02:35.120 --> 00:02:37.440]  耶穌就接受他的邀請
[00:02:37.440 --> 00:02:41.040]  就和他去他的家中
[00:02:41.040 --> 00:02:42.720]  當耶穌這樣回答他的時候
[00:02:42.720 --> 00:02:44.640]  伯夫長馬上就回答了
[00:02:44.640 --> 00:02:47.200]  大家看第八節
[00:02:47.200 --> 00:02:48.320]  伯夫長回答說
[00:02:48.320 --> 00:02:51.120]  主啊 要你到我社下來
[00:02:51.120 --> 00:02:53.040]  實在不敢當
[00:02:53.040 --> 00:02:54.800]  只要你說一句話
[00:02:54.800 --> 00:02:57.360]  我的僕人就必好了
[00:02:57.360 --> 00:02:58.320]  第九節
[00:02:58.320 --> 00:03:00.560]  我自己是在別人的權下
[00:03:00.560 --> 00:03:02.240]  也有兵在我耳下
[00:03:02.240 --> 00:03:03.760]  我對這個說去
[00:03:03.760 --> 00:03:04.720]  他就去
[00:03:04.720 --> 00:03:06.160]  對另一個說來
[00:03:06.160 --> 00:03:07.440]  他就來
[00:03:07.440 --> 00:03:09.120]  對僕人說作這個
[00:03:09.120 --> 00:03:11.600]  他就作
[00:03:11.600 --> 00:03:16.000]  這位伯夫長很清楚向耶穌表達
[00:03:16.000 --> 00:03:17.680]  耶穌不用的
[00:03:17.680 --> 00:03:19.760]  不用你來到我家
[00:03:19.760 --> 00:03:21.440]  你只說一句話
[00:03:21.520 --> 00:03:24.800]  我的僕人就會好了
[00:03:24.800 --> 00:03:25.840]  然後他解釋
[00:03:25.840 --> 00:03:27.200]  為什麼他這樣理解
[00:03:27.200 --> 00:03:28.960]  耶穌的能力
[00:03:28.960 --> 00:03:32.480]  他說我自己在別人的權下
[00:03:32.480 --> 00:03:35.520]  他很明白什麼叫權力
[00:03:35.520 --> 00:03:36.720]  能夠一句話
[00:03:36.720 --> 00:03:38.800]  吩咐僕人做什麼事情
[00:03:38.800 --> 00:03:40.800]  他就會去做
[00:03:40.800 --> 00:03:41.840]  而自己也知道
[00:03:41.840 --> 00:03:44.000]  自己在別人的權下
[00:03:44.000 --> 00:03:48.720]  要聽從上者對他的指示
[00:03:48.720 --> 00:03:50.640]  既然他也是這樣做
[00:03:50.640 --> 00:03:52.240]  何況這位耶穌
[00:03:52.240 --> 00:03:54.240]  比自己更大的權力
[00:03:54.240 --> 00:03:56.800]  豈不是也能夠用一句話
[00:03:56.800 --> 00:03:58.240]  不需要再長
[00:03:58.240 --> 00:04:01.600]  就能夠醫治好他的僕人
[00:04:01.600 --> 00:04:03.200]  從他自己個人的經歷裡面
[00:04:03.200 --> 00:04:06.320]  他明白什麼叫權能
[00:04:06.320 --> 00:04:09.840]  所以他在當時就對耶穌說
[00:04:09.840 --> 00:04:10.880]  不用的主
[00:04:10.880 --> 00:04:13.840]  你說一句話就可以了
[00:04:13.840 --> 00:04:15.760]  當時耶穌聽到他這樣說的時候
[00:04:15.760 --> 00:04:16.960]  他就很驚奇
[00:04:16.960 --> 00:04:22.000]  大家看回後面的第十節
[00:04:22.000 --> 00:04:25.200]  耶穌聽了就很驚奇
[00:04:25.200 --> 00:04:27.200]  對跟隨的人說
[00:04:27.200 --> 00:04:29.440]  我實在告訴你們這樣的信心
[00:04:29.440 --> 00:04:34.240]  我在以色列中從來沒有見過
[00:04:34.240 --> 00:04:38.480]  很驚訝這位朋友對他的信心
[00:04:38.480 --> 00:04:40.160]  大家也會想起
[00:04:40.160 --> 00:04:42.560]  在舊約聖經裡面也提及過
[00:04:42.560 --> 00:04:46.560]  很多時候當人要去面對神的時候
[00:04:46.560 --> 00:04:49.360]  神說他要成就一件事
[00:04:49.360 --> 00:04:52.400]  但人就會覺得不可能
[00:04:52.400 --> 00:04:53.760]  好像一件事情
[00:04:53.760 --> 00:04:55.600]  以色列人在抗野
[00:04:55.600 --> 00:04:57.680]  他們沒有肉吃
[00:04:57.680 --> 00:04:58.560]  他們怎樣做呢?
[00:04:58.560 --> 00:05:00.240]  向神埋怨
[00:05:00.240 --> 00:05:01.680]  神聽完之後就應許
[00:05:01.680 --> 00:05:03.360]  好吧,我賜給你們肉吃
[00:05:03.360 --> 00:05:05.840]  甚至給你們吃足一個月
[00:05:05.840 --> 00:05:07.280]  武世聽完之後
[00:05:07.280 --> 00:05:09.920]  再跟神議論
[00:05:09.920 --> 00:05:11.520]  神啊,你知不知道
[00:05:11.520 --> 00:05:14.800]  這裡男人也有六十萬人
[00:05:14.800 --> 00:05:16.240]  你說給他們吃肉
[00:05:16.240 --> 00:05:17.120]  不單是一個星期
[00:05:17.120 --> 00:05:17.920]  兩個星期
[00:05:17.920 --> 00:05:20.000]  吃足一個月
[00:05:20.000 --> 00:05:22.240]  哪裡來的肉?
[00:05:22.240 --> 00:05:24.240]  就算把我們的牛羊殺掉
[00:05:24.240 --> 00:05:25.760]  也不夠他們吃
[00:05:25.760 --> 00:05:28.640]  整個海的海產聚集在一起
[00:05:28.640 --> 00:05:31.680]  給他們也不夠吃
[00:05:31.680 --> 00:05:34.000]  他為神擔心
[00:05:34.000 --> 00:05:35.280]  在那時候聖經就提到
[00:05:35.280 --> 00:05:37.360]  神就跟摩西說
[00:05:37.360 --> 00:05:42.000]  難道耶和伯的膀臂縮短嗎?
[00:05:42.000 --> 00:05:44.960]  膀臂在當時特別是形容法老
[00:05:44.960 --> 00:05:48.800]  埃及最高權力的人的能力
[00:05:48.800 --> 00:05:52.640]  他說神的膀臂不會縮短
[00:05:52.640 --> 00:05:54.160]  聖經多處說
[00:05:54.160 --> 00:05:57.360]  耶和伯豈有難成的事嗎?
[00:05:57.360 --> 00:06:01.600]  不會不能夠做成這些事情
[00:06:01.600 --> 00:06:04.160]  神不會缺少能力
[00:06:04.160 --> 00:06:06.720]  接著上帝一件很簡單的事情
[00:06:06.720 --> 00:06:09.920]  就是海邊起一些特別的風
[00:06:09.920 --> 00:06:14.160]  把海面上很多的暗春吹過來
[00:06:14.160 --> 00:06:16.720]  圍繞著營地
[00:06:16.720 --> 00:06:22.240]  他們說從營地一邊走到暗春的盡頭
[00:06:22.240 --> 00:06:23.600]  無數無盡
[00:06:23.600 --> 00:06:27.200]  走一天才到盡頭
[00:06:27.200 --> 00:06:29.280]  另一邊又走一天的路程
[00:06:29.280 --> 00:06:34.080]  才到暗春群聚的邊緣地方
[00:06:34.080 --> 00:06:36.080]  不是兩三隻在中間飛
[00:06:36.080 --> 00:06:37.680]  是佈滿了
[00:06:37.680 --> 00:06:39.920]  聖經說到離地有二爪
[00:06:39.920 --> 00:06:42.800]  大概三尺高的暗春
[00:06:42.800 --> 00:06:46.000]  佈滿了整個營地
[00:06:46.000 --> 00:06:47.200]  在那個時候
[00:06:47.200 --> 00:06:49.200]  他們很清楚知道
[00:06:49.200 --> 00:06:52.560]  上帝做奇妙的事情
[00:06:52.560 --> 00:06:55.280]  上帝的說話帶著能力
[00:06:55.280 --> 00:07:00.400]  所以詩篇103篇20節說了一句說話
[00:07:00.400 --> 00:07:04.080]  在當中提到有大能的天使
[00:07:04.080 --> 00:07:04.720]  聖經說
[00:07:04.720 --> 00:07:07.920]  聽從他命令
[00:07:07.920 --> 00:07:10.160]  承傳他旨意
[00:07:10.160 --> 00:07:12.720]  大有能力的天使
[00:07:12.720 --> 00:07:15.920]  他們都頌讚耶和華
[00:07:15.920 --> 00:07:17.040]  這些使者
[00:07:17.040 --> 00:07:18.560]  他們大有能力
[00:07:18.560 --> 00:07:22.560]  而他們是聽從神的命令
[00:07:22.560 --> 00:07:23.920]  神一句說話
[00:07:23.920 --> 00:07:27.360]  成就一切的事情
[00:07:27.360 --> 00:07:30.400]  而在摩西經歷中
[00:07:30.400 --> 00:07:34.240]  可以看到神的奇妙作為
[00:07:34.240 --> 00:07:35.200]  各位弟兄姊妹
[00:07:35.200 --> 00:07:37.600]  在你人生的路上
[00:07:37.600 --> 00:07:41.120]  有時候你會發覺自己有很多擔憂
[00:07:41.120 --> 00:07:42.400]  背後的原因就是
[00:07:42.400 --> 00:07:46.000]  你會覺得你的神很小
[00:07:46.000 --> 00:07:48.480]  解決不了你的問題
[00:07:48.480 --> 00:07:49.920]  有位作者寫了一本書
[00:07:49.920 --> 00:07:51.200]  英文名叫做
[00:07:51.200 --> 00:07:53.840]  Your God is Too Small
[00:07:53.840 --> 00:07:55.040]  你的神太小了
[00:07:55.040 --> 00:07:56.960]  所以你覺得你的問題太大
[00:07:56.960 --> 00:07:59.280]  神也解決不了
[00:07:59.280 --> 00:08:00.080]  如果你真的知道
[00:08:00.080 --> 00:08:02.000]  這位上帝是偉大的
[00:08:02.000 --> 00:08:04.000]  你就會覺得你的問題
[00:08:04.000 --> 00:08:05.680]  十十歲
[00:08:05.680 --> 00:08:08.960]  神一定能夠幫助
[00:08:08.960 --> 00:08:11.280]  認識這位上帝的權能
[00:08:11.280 --> 00:08:12.320]  你就會相信
[00:08:12.320 --> 00:08:12.960]  不要緊
[00:08:12.960 --> 00:08:14.240]  他一句話
[00:08:14.240 --> 00:08:18.480]  就可以解決這些事情
[00:08:18.480 --> 00:08:19.680]  剛剛在這段時間
[00:08:19.680 --> 00:08:22.240]  我們都說了很多關於猜拳的事情
[00:08:22.240 --> 00:08:24.480]  鼓勵弟兄姊妹關心宣教士
[00:08:24.480 --> 00:08:26.880]  奉獻支持他們
[00:08:26.880 --> 00:08:29.200]  我記得幾年之前
[00:08:29.200 --> 00:08:30.480]  一位姊妹分享
[00:08:30.480 --> 00:08:32.640]  她本身自己是做小生意
[00:08:32.640 --> 00:08:34.640]  也不是很多餘錢
[00:08:34.640 --> 00:08:37.360]  也沒有試過為宣教士奉獻
[00:08:37.360 --> 00:08:39.120]  有一次年會的時候
[00:08:39.120 --> 00:08:40.560]  她心裡有一種感動
[00:08:40.560 --> 00:08:42.400]  她說我都嘗試學習
[00:08:42.400 --> 00:08:44.800]  去為宣教士奉獻
[00:08:44.800 --> 00:08:46.960]  因此她自己填了一張刑訊卡
[00:08:46.960 --> 00:08:49.360]  寫了七千元
[00:08:49.360 --> 00:08:51.680]  但她不知道這七千元是怎麼來的
[00:08:51.680 --> 00:08:52.880]  她只是祈禱求神
[00:08:52.880 --> 00:08:54.480]  來給她恩典
[00:08:54.480 --> 00:08:57.520]  可以關心宣教士
[00:08:57.520 --> 00:09:00.240]  她說過了一段很短的時間
[00:09:00.240 --> 00:09:04.080]  突然間一份生意的機會出現
[00:09:04.080 --> 00:09:05.120]  是一個小生意
[00:09:05.120 --> 00:09:07.920]  做完之後她算一算
[00:09:07.920 --> 00:09:11.760]  剛剛賺了七千元
[00:09:11.760 --> 00:09:13.040]  她的心很驚訝
[00:09:13.040 --> 00:09:15.680]  她知道這筆錢不是屬於她
[00:09:15.680 --> 00:09:17.680]  是神來賜給她
[00:09:17.680 --> 00:09:20.160]  以至她能夠去奉獻
[00:09:20.160 --> 00:09:25.280]  能夠做自己本來不能做的事情
[00:09:25.280 --> 00:09:27.200]  當我聽到這位姊妹的分享的時候
[00:09:27.200 --> 00:09:29.680]  我就體會到很多很多的教徒
[00:09:29.680 --> 00:09:31.040]  在信心當中
[00:09:31.040 --> 00:09:34.400]  經歷神的能力在她身上
[00:09:34.400 --> 00:09:37.360]  是成就她自己想不到的事情
[00:09:37.360 --> 00:09:38.640]  但聖經再繼續說
[00:09:38.640 --> 00:09:40.160]  你回到經文
[00:09:40.160 --> 00:09:44.160]  耶穌讚賞白夫長之後就說了
[00:09:44.160 --> 00:09:45.760]  第十一節
[00:09:45.760 --> 00:09:46.640]  我告訴你們
[00:09:46.640 --> 00:09:49.200]  必有許多人從東從西來到
[00:09:49.200 --> 00:09:51.280]  和阿伯拉罕以撒亞國
[00:09:51.280 --> 00:09:53.920]  在天國裡一起吃飯
[00:09:53.920 --> 00:09:56.080]  但本來要承受天國的人
[00:09:56.080 --> 00:09:58.640]  反被雕在外面黑暗裡
[00:09:58.640 --> 00:10:02.000]  在那裡必要哀哭切齒
[00:10:02.000 --> 00:10:04.000]  全世界各族各方的人
[00:10:04.000 --> 00:10:08.240]  因為信靠耶穌而領受了那份恩惠
[00:10:08.240 --> 00:10:11.280]  和信心之父阿伯拉罕等等
[00:10:11.280 --> 00:10:13.440]  一同在神的國裡
[00:10:13.440 --> 00:10:16.800]  但有些神的子民因為沒有信心
[00:10:16.800 --> 00:10:18.640]  所以被趕逐
[00:10:18.640 --> 00:10:22.320]  失去他們的應許
[00:10:22.320 --> 00:10:24.320]  大家會記得在新約福音書裡
[00:10:24.320 --> 00:10:27.440]  耶穌很多時候都有責備他的門徒
[00:10:27.440 --> 00:10:30.160]  其中特別責備得多的就是
[00:10:30.160 --> 00:10:32.160]  說他們一件事
[00:10:32.160 --> 00:10:34.640]  小信的人啊
[00:10:34.640 --> 00:10:35.840]  大家記得嗎
[00:10:35.840 --> 00:10:37.040]  小信的人啊
[00:10:37.040 --> 00:10:38.480]  為什麼這樣呢
[00:10:38.480 --> 00:10:40.720]  當然耶穌背後的動機
[00:10:40.720 --> 00:10:44.080]  是想勉勵他們堅持要信靠上帝
[00:10:44.080 --> 00:10:46.160]  我想大家不用看了
[00:10:46.160 --> 00:10:50.240]  下面這八章二十六節
[00:10:50.240 --> 00:10:53.920]  這段經文提到平靜風浪的事情
[00:10:53.920 --> 00:10:56.800]  門徒在風浪當中很害怕
[00:10:56.800 --> 00:10:59.360]  就說我們快要沒命了
[00:10:59.360 --> 00:11:01.280]  然後叫醒耶穌
[00:11:01.280 --> 00:11:03.280]  在二十六節
[00:11:03.280 --> 00:11:05.680]  耶穌卻對他們說
[00:11:05.680 --> 00:11:07.520]  小信的人啊
[00:11:07.520 --> 00:11:09.920]  為什麼害怕呢
[00:11:09.920 --> 00:11:11.520]  如果格尼和學本說
[00:11:11.520 --> 00:11:14.800]  為什麼膽怯呢
[00:11:14.800 --> 00:11:19.600]  小信是帶來了膽怯
[00:11:19.600 --> 00:11:21.520]  或者說因為膽怯
[00:11:21.520 --> 00:11:24.960]  心就會失去了對神的信心
[00:11:24.960 --> 00:11:29.040]  要用自己的方法來解決問題
[00:11:29.040 --> 00:11:31.200]  然後你再看一看後面
[00:11:31.200 --> 00:11:36.640]  第十四章
[00:11:36.640 --> 00:11:41.840]  第十四章的第三十一節
[00:11:41.840 --> 00:11:44.880]  提到彼得行海的事情
[00:11:44.880 --> 00:11:46.400]  耶穌吩咐他下來
[00:11:46.400 --> 00:11:48.400]  你走到我身邊
[00:11:48.400 --> 00:11:49.440]  彼得一路走的時候
[00:11:49.440 --> 00:11:53.280]  突然間發現四周波濤洶湧
[00:11:53.280 --> 00:11:54.240]  很害怕
[00:11:54.240 --> 00:11:56.560]  因此就沉下去了
[00:11:56.560 --> 00:11:59.520]  然後在那時候三十一節
[00:11:59.520 --> 00:12:01.920]  耶穌馬上伸手拉著他
[00:12:01.920 --> 00:12:03.520]  對他說
[00:12:03.520 --> 00:12:05.120]  小信的人啊
[00:12:05.120 --> 00:12:09.280]  為什麼疑惑呢
[00:12:09.280 --> 00:12:12.800]  小信會帶來疑惑
[00:12:12.800 --> 00:12:14.560]  很懷疑是不是真的能夠
[00:12:14.560 --> 00:12:17.360]  可以走在海面上
[00:12:17.360 --> 00:12:20.320]  走在困難上
[00:12:20.320 --> 00:12:21.440]  有時候你會發覺
[00:12:21.440 --> 00:12:23.920]  聖經裡面提到小信
[00:12:23.920 --> 00:12:24.960]  你小心看的時候
[00:12:24.960 --> 00:12:27.760]  會發現有幾個很簡單的原因
[00:12:27.760 --> 00:12:28.800]  第一
[00:12:28.800 --> 00:12:31.360]  人將自己的注意力
[00:12:31.360 --> 00:12:35.760]  專注在環境的問題上
[00:12:35.760 --> 00:12:38.960]  風濤波濤大浪
[00:12:38.960 --> 00:12:41.760]  很洶湧很害怕
[00:12:41.760 --> 00:12:45.280]  因此內心出現了一種小信
[00:12:45.280 --> 00:12:46.160]  第二
[00:12:46.160 --> 00:12:50.720]  將注意力專注在自己的軟弱上
[00:12:50.720 --> 00:12:52.080]  我們怎麼辦
[00:12:52.080 --> 00:12:55.840]  怎麼可以撐船
[00:12:55.840 --> 00:12:57.600]  面對這麼大的風浪
[00:12:57.600 --> 00:13:01.200]  我們自己應付不了
[00:13:01.200 --> 00:13:04.400]  覺得自己有很多限制和不足的時候
[00:13:04.400 --> 00:13:08.480]  將注意力集中在自己的身上
[00:13:08.480 --> 00:13:12.240]  在那時候小信就會出現
[00:13:12.240 --> 00:13:13.440]  而主耶穌賞賞面
[00:13:13.440 --> 00:13:15.360]  是我們將我們的心
[00:13:15.360 --> 00:13:18.320]  專注在主的身上
[00:13:18.320 --> 00:13:19.680]  思想祂的偉大
[00:13:19.680 --> 00:13:20.400]  祂的能力
[00:13:20.400 --> 00:13:25.200]  祂能夠承傳超過我們軟弱的事情
[00:13:25.200 --> 00:13:26.000]  因此你記得
[00:13:26.000 --> 00:13:27.680]  聖經賞賞提醒我們
[00:13:27.680 --> 00:13:30.960]  你們要剛強壯膽
[00:13:30.960 --> 00:13:32.640]  有些人會說
[00:13:32.640 --> 00:13:34.800]  你以為我不想剛強嗎
[00:13:34.800 --> 00:13:37.520]  我剛強不了
[00:13:37.520 --> 00:13:39.520]  心裡面有些抗拒
[00:13:39.520 --> 00:13:41.440]  但當聖經這樣說的時候
[00:13:41.440 --> 00:13:44.960]  是意味著神知道我們可以剛強
[00:13:44.960 --> 00:13:48.560]  所以祂才吩咐我們剛強壯膽
[00:13:48.560 --> 00:13:50.160]  而在過程當中
[00:13:50.160 --> 00:13:51.840]  當我們內心學習
[00:13:51.840 --> 00:13:53.840]  將眼睛轉向耶穌
[00:13:53.840 --> 00:13:56.560]  不看自己的軟弱的時候
[00:13:56.560 --> 00:13:59.120]  內心有一種剛強
[00:13:59.120 --> 00:14:00.720]  而那種剛強
[00:14:00.720 --> 00:14:05.440]  幫助你更加能夠信靠神
[00:14:05.440 --> 00:14:07.280]  我想說一件很簡單的事情
[00:14:07.280 --> 00:14:08.960]  很多年前的一個經歷
[00:14:08.960 --> 00:14:10.720]  就是我自己去到美國的時候
[00:14:10.720 --> 00:14:11.920]  要重考車牌
[00:14:11.920 --> 00:14:14.800]  因為當地不承認我的車牌
[00:14:14.800 --> 00:14:17.600]  所以去到羅省的時候就考車
[00:14:17.600 --> 00:14:19.680]  當日去到考車場
[00:14:19.680 --> 00:14:21.040]  很多人排隊
[00:14:21.040 --> 00:14:23.840]  一輛車等著出去考車
[00:14:23.840 --> 00:14:25.120]  在排隊的過程裡面
[00:14:25.120 --> 00:14:28.400]  我看到一位很高大的黑人女士
[00:14:28.400 --> 00:14:30.320]  是一個考官
[00:14:30.320 --> 00:14:31.920]  幾次她回來的時候
[00:14:31.920 --> 00:14:33.680]  我看到司機走出來
[00:14:33.680 --> 00:14:35.840]  垂頭喪氣
[00:14:35.840 --> 00:14:38.000]  我知道是肥了腦
[00:14:38.000 --> 00:14:41.280]  這個黑人女士的考官就在很大聲地
[00:14:41.280 --> 00:14:44.800]  You are failed
[00:14:44.800 --> 00:14:47.040]  我聽見這樣的情況
[00:14:47.040 --> 00:14:50.080]  我就默默祈禱
[00:14:50.080 --> 00:14:53.760]  你知不知道我怎麼祈禱
[00:14:53.760 --> 00:14:56.000]  我說主啊如果可以
[00:14:56.000 --> 00:14:59.440]  不用讓她做我的考官
[00:14:59.440 --> 00:15:03.600]  因為我看到其他考官都比較平和
[00:15:03.600 --> 00:15:08.480]  有些華人的考官可能會對我善待多一點
[00:15:08.480 --> 00:15:10.240]  在那裡祈禱
[00:15:10.240 --> 00:15:12.240]  後來很快就輪到我
[00:15:12.240 --> 00:15:14.240]  有一個華人的考官
[00:15:14.240 --> 00:15:16.080]  剛剛在我面前
[00:15:16.080 --> 00:15:18.080]  我感謝上帝
[00:15:18.080 --> 00:15:21.680]  誰知道很快他走開了
[00:15:21.680 --> 00:15:26.320]  然後這個黑人的考官就回來
[00:15:26.320 --> 00:15:29.040]  很高大的一位女士
[00:15:29.040 --> 00:15:30.800]  她看到我了
[00:15:30.800 --> 00:15:32.960]  她就說進車吧
[00:15:32.960 --> 00:15:36.480]  原來是她負責考我
[00:15:36.480 --> 00:15:41.040]  我心裡面突然間很複雜的感受
[00:15:41.040 --> 00:15:43.920]  好像主沒有聽我祈禱
[00:15:43.920 --> 00:15:45.360]  但另一方面也會想
[00:15:45.360 --> 00:15:47.120]  既然我剛剛祈禱了
[00:15:47.120 --> 00:15:50.160]  主一定是有祂的意思
[00:15:50.160 --> 00:15:53.040]  而我也自己鼓勵自己
[00:15:53.040 --> 00:15:54.000]  不要緊
[00:15:54.000 --> 00:15:56.240]  主和你一起
[00:15:56.240 --> 00:15:58.160]  主與我同在
[00:15:58.160 --> 00:16:00.400]  我就如常地去考
[00:16:00.400 --> 00:16:03.040]  在過程當中她是很嚴格
[00:16:03.040 --> 00:16:05.680]  因此她在牌板上剔了幾個剔
[00:16:05.680 --> 00:16:07.120]  我也不知道她剔了什麼
[00:16:07.120 --> 00:16:10.640]  但每剔的時候我心跳一跳
[00:16:10.640 --> 00:16:12.640]  去到整件事情完結
[00:16:12.640 --> 00:16:14.640]  回到考車場的時候
[00:16:14.640 --> 00:16:16.960]  我還不知道結果
[00:16:16.960 --> 00:16:18.720]  然後她給我一張紙
[00:16:18.720 --> 00:16:21.040]  You are passed
[00:16:21.040 --> 00:16:23.920]  告訴我我成功了
[00:16:23.920 --> 00:16:25.440]  合格了
[00:16:25.440 --> 00:16:27.200]  我當然很開心
[00:16:27.200 --> 00:16:29.680]  但當時也會想
[00:16:29.680 --> 00:16:32.240]  上帝沒有按照我的意思
[00:16:32.240 --> 00:16:34.800]  聽我的祈禱
[00:16:34.800 --> 00:16:37.200]  祂也讓我能夠合格
[00:16:37.200 --> 00:16:38.560]  但祂讓我知道
[00:16:38.560 --> 00:16:42.080]  縱使是一個很嚴格的考官
[00:16:42.080 --> 00:16:46.160]  祂仍然可以來保守你
[00:16:46.160 --> 00:16:51.360]  按照祂對你的心意來成全
[00:16:51.360 --> 00:16:52.720]  有些時候你會發覺
[00:16:52.720 --> 00:16:55.680]  上帝未必按照你的心意成就
[00:16:55.680 --> 00:16:58.400]  但祂的心很盼望你能夠
[00:16:58.400 --> 00:17:01.120]  無論在什麼環境
[00:17:01.120 --> 00:17:03.920]  你繼續來信靠祂
[00:17:03.920 --> 00:17:06.640]  為什麼可以剛強壯膽呢?
[00:17:06.640 --> 00:17:09.840]  因為神與我們同在
[00:17:09.840 --> 00:17:11.280]  因為我與你同在
[00:17:11.280 --> 00:17:13.840]  不是你自己面對你自己
[00:17:13.840 --> 00:17:15.120]  而是上帝的能力
[00:17:15.120 --> 00:17:16.880]  可以超越你的軟弱
[00:17:16.880 --> 00:17:19.760]  成就祂的恩惠
[00:17:19.760 --> 00:17:21.760]  有一段時間
[00:17:21.760 --> 00:17:23.760]  我一直為自己的信心祈禱
[00:17:23.760 --> 00:17:25.520]  我覺得自己的信心
[00:17:25.520 --> 00:17:27.520]  有一些搖動
[00:17:27.520 --> 00:17:29.120]  我就一直向神祖的身下
[00:17:29.120 --> 00:17:31.760]  求祢兼顧我的信心
[00:17:31.760 --> 00:17:33.440]  在那段時間很奇怪
[00:17:33.440 --> 00:17:37.120]  反而有更多的困難出現
[00:17:37.120 --> 00:17:38.560]  我也不明白
[00:17:38.560 --> 00:17:40.640]  為什麼會有更多的難處
[00:17:40.640 --> 00:17:43.680]  不斷挑戰我的信心
[00:17:43.680 --> 00:17:47.440]  在那段日子一直面對
[00:17:47.440 --> 00:17:49.920]  大致平定之後
[00:17:49.920 --> 00:17:52.000]  有一段時間坐下來
[00:17:52.000 --> 00:17:54.480]  我就開始想起整件事情
[00:17:54.480 --> 00:17:56.160]  整個過程
[00:17:56.160 --> 00:17:57.040]  一直想的時候
[00:17:57.040 --> 00:17:58.560]  心裡有很大的感動
[00:17:58.560 --> 00:18:01.520]  甚至自己的眼淚也忍不住
[00:18:01.520 --> 00:18:03.680]  我心中是什麼感動呢?
[00:18:03.680 --> 00:18:06.400]  我突然記得好像
[00:18:06.400 --> 00:18:10.000]  我曾經為自己的信心祈禱
[00:18:10.000 --> 00:18:11.280]  也好像主告訴我
[00:18:11.280 --> 00:18:16.400]  你不是說求我賜信心給你嗎?
