
[00:00:00.000 --> 00:00:02.000]  我們今天繼續來到聖經的
[00:01:56.360 --> 00:02:00.440]  即婚姻以外所出生的孩子的比率
[00:02:00.440 --> 00:02:03.600]  佔全人口有多少呢?
[00:02:03.600 --> 00:02:06.240]  在早年1960年的統計
[00:02:06.240 --> 00:02:09.280]  荷蘭有1.4%
[00:02:09.280 --> 00:02:12.560]  100個大概有1.5%的人
[00:02:12.560 --> 00:02:15.360]  是在婚姻以外出生的
[00:02:15.360 --> 00:02:16.880]  但去到2000年的時候
[00:02:16.880 --> 00:02:21.800]  40年之後已經有22%
[00:02:21.800 --> 00:02:28.520]  差不多5個有1個是在婚姻以外出生的孩子
[00:02:28.520 --> 00:02:31.480]  當然鄰近很多國家的情況可能更加嚴重
[00:02:31.480 --> 00:02:33.280]  譬如鄰近的挪威
[00:02:33.280 --> 00:02:39.880]  1960年他們非婚生子的出生率是3.7%
[00:02:39.880 --> 00:02:41.720]  大概3-4個人
[00:02:41.720 --> 00:02:47.600]  但到今天已經超過50%
[00:02:47.600 --> 00:02:51.720]  兩個人有一個人是在婚姻以外出生的
[00:02:51.720 --> 00:02:54.400]  也意味著這些孩子的成長
[00:02:54.400 --> 00:02:56.800]  他們不一定有一個家庭
[00:02:56.800 --> 00:03:00.000]  或者不一定有父有母
[00:03:00.000 --> 00:03:04.400]  在成長的過程當中面對著很多成長的困難
[00:03:04.400 --> 00:03:09.280]  而帶給整個民族和國家有深遠的影響
[00:03:09.280 --> 00:03:11.640]  看回這些情況我們就發覺
[00:03:11.640 --> 00:03:15.400]  在我們所身處的香港也不遑多讓
[00:03:15.400 --> 00:03:22.680]  很多婚姻和家庭的問題同樣是急速惡化中
[00:03:22.680 --> 00:03:25.200]  信徒發覺聖經裏面是很清晰
[00:03:25.200 --> 00:03:29.320]  不斷地勉勵提醒祝福我們
[00:03:29.320 --> 00:03:36.280]  警告我們屬神的子民要遠避淫行
[00:03:36.280 --> 00:03:39.760]  以致我們能夠繼續在神的恩典當中
[00:03:39.760 --> 00:03:44.600]  領受祂給我們的平安和豐盛的生命
[00:03:44.600 --> 00:03:48.120]  當你去到聖經的《貼索尼加前書》第四章的時候
[00:03:48.120 --> 00:03:52.880]  你會發覺聖經特別就著這個重點去勉勵我們
[00:03:52.880 --> 00:03:58.280]  我們再看回聖經第四章第一節
[00:03:58.280 --> 00:04:00.280]  聖經說:此外弟兄們
[00:04:00.280 --> 00:04:03.200]  我們在主耶穌裡求你們
[00:04:03.200 --> 00:04:04.800]  勸你們
[00:04:04.800 --> 00:04:07.800]  你們既然接受了我們的教訓
[00:04:07.800 --> 00:04:10.800]  知道應該怎樣行事為人
[00:04:10.800 --> 00:04:13.280]  並且怎樣討神的喜悅
[00:04:13.280 --> 00:04:18.680]  就要照你們現在所行的更進一步
[00:04:18.680 --> 00:04:21.520]  在靈命上不要停滯
[00:04:21.520 --> 00:04:23.800]  是更進一步
[00:04:23.800 --> 00:04:25.800]  保羅的書信裏面你會知道
[00:04:25.800 --> 00:04:29.080]  當他講述很多真理的時候
[00:04:29.080 --> 00:04:31.400]  講述完很多真理知識
[00:04:31.400 --> 00:04:33.640]  在他的書信的後半部
[00:04:33.640 --> 00:04:35.400]  很多時候都會提及到
[00:04:35.400 --> 00:04:39.800]  在生活行為上怎樣遵行神的真理
[00:04:39.800 --> 00:04:41.240]  因此來到第四章的時候
[00:04:41.240 --> 00:04:43.720]  保羅就提醒弟兄姊妹
[00:04:43.720 --> 00:04:46.800]  他說你們既然領受了神的真理
[00:04:46.800 --> 00:04:50.080]  不是不明白神的道理的人
[00:04:50.080 --> 00:04:53.960]  既然領受了知道應該怎樣行事為人
[00:04:53.960 --> 00:04:57.760]  聖經應該是一個很強的字眼
[00:04:57.760 --> 00:04:59.760]  既然明白了真理
[00:04:59.760 --> 00:05:03.040]  知道怎樣行事為人
[00:05:03.040 --> 00:05:06.760]  就當來行出來
[00:05:06.760 --> 00:05:08.600]  知道當走過路了
[00:05:08.600 --> 00:05:11.000]  知道應該有的信仰原則了
[00:05:11.000 --> 00:05:14.160]  就應該去行出來
[00:05:14.160 --> 00:05:18.760]  亦都意味著不要被其他事情去阻礙我們
[00:05:18.760 --> 00:05:21.040]  除去那些障礙
[00:05:21.040 --> 00:05:22.680]  那些難阻
[00:05:22.680 --> 00:05:27.240]  去行出我們所認識的道理
[00:05:27.240 --> 00:05:28.200]  在過程裏面
[00:05:28.200 --> 00:05:31.000]  聖經就說知道怎樣可以討神的喜悅
[00:05:31.000 --> 00:05:33.120]  就走上去
[00:05:33.120 --> 00:05:36.000]  明知這條路是窄路
[00:05:36.000 --> 00:05:39.000]  但我們知道窄路通向永生
[00:05:39.000 --> 00:05:41.120]  因此就走上去
[00:05:41.120 --> 00:05:43.920]  不要讓自己停滯不前
[00:05:43.920 --> 00:05:45.240]  就站在這裏
[00:05:45.240 --> 00:05:48.200]  不再向前走
[00:05:48.200 --> 00:05:51.120]  聖經裏面的演例亦都給我們一個提醒
[00:05:51.120 --> 00:05:56.080]  當我們何時感覺自己在靈性上都不錯
[00:05:56.080 --> 00:06:00.000]  或者我們都覺得自己信仰都幾好
[00:06:00.000 --> 00:06:01.680]  在那時就要留意
[00:06:01.680 --> 00:06:04.880]  免得在這種心態裏面不知不覺
[00:06:04.880 --> 00:06:09.680]  就讓自己的靈性停滯不前
[00:06:09.680 --> 00:06:12.560]  聖經就說我們要更進一步
[00:06:12.560 --> 00:06:14.680]  如果你留心隔離的和合本提及
[00:06:14.680 --> 00:06:19.240]  它說你們要更加的勉勵
[00:06:19.240 --> 00:06:20.440]  保羅多處說
[00:06:20.440 --> 00:06:22.080]  你們要殷勤
[00:06:22.080 --> 00:06:24.800]  要繼續的成長
[00:06:24.800 --> 00:06:25.520]  所以你記得
[00:06:25.520 --> 00:06:27.200]  菲律賓書第三章
[00:06:27.200 --> 00:06:29.600]  大家都識念的經文說
[00:06:29.600 --> 00:06:31.000]  保羅多次說
[00:06:31.000 --> 00:06:35.840]  我不是以為自己已經得著了
[00:06:35.840 --> 00:06:39.440]  不認為自己已經達到目標
[00:06:39.440 --> 00:06:42.600]  我只有一件事
[00:06:42.600 --> 00:06:43.920]  多少件事?
[00:06:43.920 --> 00:06:45.080]  一件事
[00:06:45.080 --> 00:06:46.400]  是他最重要的
[00:06:46.400 --> 00:06:51.040]  就是忘記背後努力面前
[00:06:51.040 --> 00:06:51.960]  怎樣做?
[00:06:51.960 --> 00:06:54.440]  向著標桿直跑
[00:06:54.440 --> 00:06:57.000]  唯有得著神在基督耶穌裏
[00:06:57.000 --> 00:07:01.760]  從上面召我來得的賞賜
[00:07:01.760 --> 00:07:04.280]  不是擔心有什麼審判
[00:07:04.280 --> 00:07:06.800]  糟糕了 神要懲罰我
[00:07:06.800 --> 00:07:11.640]  而是知道神將祂的賞賜賜給我
[00:07:11.640 --> 00:07:13.360]  因此渴望能夠得著
[00:07:13.360 --> 00:07:15.880]  神要給我的恩惠
[00:07:15.880 --> 00:07:17.840]  不是滿足於今天
[00:07:17.840 --> 00:07:19.240]  而是繼續去追求
[00:07:19.240 --> 00:07:22.480]  得著神要賜給我們
[00:07:22.480 --> 00:07:24.000]  以致神會喜樂
[00:07:24.000 --> 00:07:27.280]  我們都可以忘乎
[00:07:27.280 --> 00:07:28.880]  我有些時候都會講及到
[00:07:28.880 --> 00:07:32.080]  我會很歡喜看一些大的樹木
[00:07:32.080 --> 00:07:33.560]  在過去我都提及過
[00:07:33.560 --> 00:07:35.440]  我曾經在美國
[00:07:35.440 --> 00:07:39.200]  去到全世界最大的樹木區
[00:07:39.200 --> 00:07:42.760]  是美洲杉的大樹石龜
[00:07:42.760 --> 00:07:44.160]  在這些大樹林裏面
[00:07:44.160 --> 00:07:45.800]  你會發覺這些大樹
[00:07:45.800 --> 00:07:47.680]  閒閒地你會見到一棵樹
[00:07:47.680 --> 00:07:50.320]  一千年的樹齡
[00:07:50.320 --> 00:07:54.000]  最高的可能有二千五百年的樹齡
[00:07:54.000 --> 00:07:56.160]  這些大樹的高度很高
[00:07:56.160 --> 00:07:58.280]  有二十層樓
[00:07:58.280 --> 00:08:01.000]  三十幾層樓的高度
[00:08:01.000 --> 00:08:02.320]  你要看樹頂
[00:08:02.320 --> 00:08:06.360]  差不多要躺在地上才能看見樹頂
[00:08:06.360 --> 00:08:07.680]  大樹很大
[00:08:07.680 --> 00:08:09.560]  因此十個人圍著
[00:08:09.560 --> 00:08:12.840]  都未必能圍到一棵樹
[00:08:12.840 --> 00:08:15.040]  當我一直在樹林當中
[00:08:15.040 --> 00:08:16.760]  去默想的時候
[00:08:16.760 --> 00:08:19.240]  我就留意到一些資料提及
[00:08:19.240 --> 00:08:21.240]  這些樹雖然很大
[00:08:21.240 --> 00:08:23.240]  年紀很老
[00:08:23.240 --> 00:08:26.920]  但它們仍然不斷地生長
[00:08:26.920 --> 00:08:29.640]  每一年新增的樹木
[00:08:29.640 --> 00:08:32.160]  一棵樹新增的樹木
[00:08:32.160 --> 00:08:37.920]  等於一棵六十呎高的大樹的樹木那麼多
[00:08:37.920 --> 00:08:40.360]  你可以想像一棵樹一直生長
[00:08:40.360 --> 00:08:43.080]  一年所生出來的新的木材
[00:08:43.080 --> 00:08:48.400]  竟然好像一棵六十呎大樹那麼多的木材
[00:08:48.400 --> 00:08:52.320]  當我在這個地方一直默想的時候
[00:08:52.320 --> 00:08:55.240]  心裡就很自然地祈禱
[00:08:55.240 --> 00:08:56.720]  我說:上帝啊
[00:08:56.720 --> 00:09:00.000]  祢讓我年紀一直漸長的時候
[00:09:00.000 --> 00:09:05.520]  不要讓我失去那種渴望追求成長的心
[00:09:05.520 --> 00:09:09.920]  祢讓我身體縱使開始有軟弱、有毛病
[00:09:09.920 --> 00:09:13.800]  不要讓我這種感受成為一種萎縮
[00:09:13.800 --> 00:09:18.920]  不追求靈性繼續成長的一個原因
[00:09:18.920 --> 00:09:21.960]  當我看著大樹可以繼續生長的時候
[00:09:21.960 --> 00:09:26.200]  我也會求神讓我的靈性可以一天生持一天
[00:09:26.200 --> 00:09:30.080]  繼續得著神要我得著
[00:09:30.080 --> 00:09:33.280]  各位弟兄姊妹在你自己信仰的歷程裡面
[00:09:33.280 --> 00:09:36.320]  幫助自己不要停滯
[00:09:36.320 --> 00:09:40.480]  繼續追求在靈性上的成長
[00:09:40.480 --> 00:09:42.000]  因此你會發覺下帝的經文
[00:09:42.000 --> 00:09:45.280]  也都在這個基礎上跟我們講述到
[00:09:45.280 --> 00:09:47.200]  神對我們的心意
[00:09:47.200 --> 00:09:50.000]  第二節
[00:09:50.000 --> 00:09:53.840]  我們憑著主耶穌傳給你們的是什麼命令
[00:09:53.840 --> 00:09:55.400]  你們知道的
[00:09:55.400 --> 00:10:01.320]  神的旨意是要你們聖潔、遠避人行
[00:10:01.320 --> 00:10:04.760]  小英提到聖潔原來的意思就是「誠誠」
[00:10:04.760 --> 00:10:09.240]  因此有些英文的聖經翻譯做Sanctification
[00:10:09.240 --> 00:10:11.560]  「誠誠」是什麼意思呢?
[00:10:11.560 --> 00:10:14.000]  是基督徒在信主之後
[00:10:14.000 --> 00:10:18.720]  一步一步地去成長、誠誠
[00:10:18.720 --> 00:10:20.680]  因此是一個過程
[00:10:20.680 --> 00:10:22.720]  不是一束即至的
[00:10:22.720 --> 00:10:26.080]  是一步一步地生命的成長、成熟
[00:10:26.080 --> 00:10:27.120]  那你說我信耶穌
[00:10:27.120 --> 00:10:29.080]  神潔淨了我
[00:10:29.080 --> 00:10:29.480]  沒錯
[00:10:29.480 --> 00:10:30.600]  聖經很多處地方
[00:10:30.600 --> 00:10:33.880]  特別在哥倫多前書第六章有提及
[00:10:33.880 --> 00:10:37.080]  當我們已經在神的面前
[00:10:37.080 --> 00:10:43.200]  即聖靈得到潔淨、誠誠、清義了
[00:10:43.200 --> 00:10:44.440]  信主的時候
[00:10:44.440 --> 00:10:47.520]  你已經去到一個神給你的地位
[00:10:47.520 --> 00:10:51.320]  就是你已經是誠誠、清義了
[00:10:51.320 --> 00:10:52.640]  但是你有這樣的地位
[00:10:52.640 --> 00:10:55.960]  不等於你生命的實際是一樣
[00:10:55.960 --> 00:10:58.360]  因此聖經提醒我們要誠誠
[00:10:58.360 --> 00:11:03.200]  讓生活的實際配合這個地位
[00:11:03.200 --> 00:11:05.080]  一個王子一出生
[00:11:05.080 --> 00:11:08.080]  已經是一個王子的地位
[00:11:08.080 --> 00:11:10.200]  但是他的言行品格
[00:11:10.200 --> 00:11:11.800]  他的學問知識
[00:11:11.800 --> 00:11:16.760]  未必是去到那個實際王子應該有的表現
[00:11:16.760 --> 00:11:20.040]  但是他在過程當中一路地成長
[00:11:20.040 --> 00:11:24.440]  聖經提醒我們要追求誠誠
[00:11:24.440 --> 00:11:27.720]  有些基督徒就說我們因信、清義
[00:11:27.720 --> 00:11:30.320]  我們信了耶穌、清義了
[00:11:30.320 --> 00:11:32.360]  因此不需要太擔心
[00:11:32.360 --> 00:11:32.960]  沒錯
[00:11:32.960 --> 00:11:38.560]  神已經將誠義的、德性的生命賜給我們
[00:11:38.560 --> 00:11:42.240]  但是那個信心不單只是信主那一刻的信心
[00:11:42.240 --> 00:11:45.280]  而是每一天繼續的信心
[00:11:45.280 --> 00:11:46.720]  繼續的信心
[00:11:46.720 --> 00:11:51.800]  來得著神要給我們全部的誠誠的生命
[00:11:51.800 --> 00:11:55.480]  因此信心繼續在閘道上
[00:11:55.480 --> 00:11:59.880]  繼續追求公義、信德、仁愛、和平
[00:11:59.880 --> 00:12:02.760]  他的信心表現在他的行動上
[00:12:02.760 --> 00:12:05.040]  去殷勤追求
[00:12:05.040 --> 00:12:10.680]  以至得著神要給他的真正的全盤的恩典
[00:12:10.680 --> 00:12:11.720]  所以當你這樣看的時候
[00:12:11.720 --> 00:12:13.440]  你會發覺聖經特別提到
[00:12:13.440 --> 00:12:17.680]  你們要誠誠、遠避淫行
[00:12:17.680 --> 00:12:19.760]  就在一個這樣的基礎上
[00:12:19.760 --> 00:12:25.240]  勉勵我們要去幫助自己逃避淫行
[00:12:25.240 --> 00:12:29.600]  因此你再看下第四、第五節
[00:12:29.600 --> 00:12:34.800]  我請大家一起讀一讀這兩節重要的經文
[00:12:34.800 --> 00:12:40.400]  「要你們各人曉得怎樣用聖潔尊貴的方法
[00:12:40.400 --> 00:12:42.800]  保守自己的身體
[00:12:42.800 --> 00:12:45.600]  不要放縱邪情私慾
[00:12:45.600 --> 00:12:50.160]  像那些不認識神的外族人一樣」
[00:12:50.160 --> 00:12:53.080]  聖提及要留心
[00:12:53.080 --> 00:12:57.240]  不要讓自己放縱私慾
[00:12:57.240 --> 00:13:03.280]  要留心用聖潔尊貴的方法來保守自己
[00:13:03.280 --> 00:13:06.880]  我們先看看甚麼叫做放縱
[00:13:06.880 --> 00:13:08.440]  聖經提到放縱的時候
[00:13:08.440 --> 00:13:13.680]  是表示被罪拖走了你
[00:13:13.680 --> 00:13:18.440]  有時候如果大家看到一些以前的漫畫
[00:13:18.440 --> 00:13:21.160]  提到一些土族互相爭鬥
[00:13:21.160 --> 00:13:25.200]  他們用一些武器去擊殺其他土族人士
[00:13:25.200 --> 00:13:27.560]  其中一個被人綁住
[00:13:27.560 --> 00:13:34.080]  然後拉著他向前面自己的營地走
[00:13:34.080 --> 00:13:37.920]  對方似乎已經完全投降
[00:13:37.920 --> 00:13:39.240]  放棄了
[00:13:39.240 --> 00:13:40.800]  不再拒絕
[00:13:40.800 --> 00:13:42.760]  不再去爭戰
[00:13:42.760 --> 00:13:46.440]  因為已經被對方擄掠了
[00:13:46.440 --> 00:13:48.960]  聖經裏有一個放縱的含義
[00:13:48.960 --> 00:13:53.720]  就是何時我們被罪拖走了我們
[00:13:53.720 --> 00:13:56.360]  我們已經投降了
[00:13:56.360 --> 00:14:01.360]  在那個時候情慾已經得著了我們
[00:14:01.360 --> 00:14:03.000]  或者我們也可以想想
[00:14:03.000 --> 00:14:05.320]  另一件事情大家都會熟悉
[00:14:05.320 --> 00:14:08.840]  大衛曾經犯淫亂的事
[00:14:08.840 --> 00:14:11.320]  那個過程大家會記得
[00:14:11.320 --> 00:14:13.480]  在甚麼情況下發生呢?
[00:14:13.480 --> 00:14:16.440]  《撒慕爾記》下第十一章提到
[00:14:16.440 --> 00:14:19.680]  當時聖經提到國家開始打仗
[00:14:19.680 --> 00:14:21.800]  獵王爭戰
[00:14:21.800 --> 00:14:24.840]  大衛就派了他的將軍約阿出去
[00:14:24.840 --> 00:14:28.560]  和很多的神文官兵出去打仗
[00:14:28.560 --> 00:14:30.680]  他自己在哪裏?
[00:14:30.680 --> 00:14:33.440]  他保留在耶路撒冷
[00:14:33.440 --> 00:14:37.080]  聖經就說他在一個時候起床了
[00:14:37.080 --> 00:14:40.240]  記不記得他在那個時候起床?
[00:14:40.240 --> 00:14:43.920]  聖經就說太陽平西的時候
[00:14:43.920 --> 00:14:47.920]  差不多已經是傍晚的時間
[00:14:47.920 --> 00:14:51.760]  難道他一早睡到這麼晚才起床?
[00:14:51.760 --> 00:14:55.040]  可能他晚上沒有睡早上才睡
[00:14:55.040 --> 00:14:57.360]  或者沒有甚麼事做繼續睡
[00:14:57.360 --> 00:15:00.760]  下午又睡到傍晚才起床
[00:15:00.760 --> 00:15:03.520]  起床的時候似乎無所事事就上去
[00:15:03.520 --> 00:15:08.080]  皇宮的平台就到處去看
[00:15:08.080 --> 00:15:12.880]  到處去走走散步
[00:15:12.880 --> 00:15:14.160]  各位電影姐妹
[00:15:14.160 --> 00:15:16.640]  在人生的過程裏面
[00:15:16.640 --> 00:15:20.840]  有些時刻有一些危險的時刻
[00:15:20.840 --> 00:15:24.960]  當你的思想閒蕩的時候
[00:15:24.960 --> 00:15:28.160]  往往是一些危險的時刻
[00:15:28.160 --> 00:15:29.840]  大衛沒有出去爭戰
[00:15:29.840 --> 00:15:33.400]  他保留在一個地方自己在休息
[00:15:33.400 --> 00:15:35.760]  或者是某些緣故
[00:15:35.760 --> 00:15:38.680]  但當他在那個情況下面對時潭
[00:15:38.680 --> 00:15:42.520]  見到有女士沐浴
[00:15:42.520 --> 00:15:44.280]  在那個時候其實他可以拒絕
[00:15:44.280 --> 00:15:48.080]  因為他不能控制他遇到的情景
[00:15:48.080 --> 00:15:52.200]  但接著放縱的步驟就出現
[00:15:52.200 --> 00:15:55.200]  第一他找人打聽一下
[00:15:55.200 --> 00:15:58.160]  這是誰來的
[00:15:58.160 --> 00:16:01.440]  知道原來是一個這樣的女士
[00:16:01.440 --> 00:16:07.720]  第二他就差派人請他來皇宮
[00:16:07.720 --> 00:16:09.640]  第三來到皇宮之後
[00:16:09.640 --> 00:16:14.960]  見到一位女士就跟他同房
[00:16:14.960 --> 00:16:18.920]  先講述到這個過程
[00:16:18.920 --> 00:16:21.160]  何時我們在一些情況
[00:16:21.160 --> 00:16:25.200]  或者你很辛苦忙碌之後又休息
[00:16:25.200 --> 00:16:28.040]  感謝神給我們有休息的機會
[00:16:28.040 --> 00:16:30.520]  但當你在一些壓力之下
[00:16:30.520 --> 00:16:32.840]  放下工作然後休息
[00:16:32.840 --> 00:16:36.320]  讓自己的心思閒蕩的時候
[00:16:36.320 --> 00:16:39.440]  要留心在那個時候出現這個試探
[00:16:39.440 --> 00:16:43.760]  而有些時候就會被這些罪
[00:16:43.760 --> 00:16:46.800]  拖著你走
[00:16:46.800 --> 00:16:50.320]  私欲懷了胎就生出罪來
[00:16:50.320 --> 00:16:54.840]  在過程當中產生很多對自己生命的試探
[00:16:54.840 --> 00:17:00.000]  今天在很多不同的社會的場合
[00:17:00.000 --> 00:17:02.080]  或者不同的情況之下
[00:17:02.080 --> 00:17:05.280]  我們會接觸到很多不同色情的資訊
[00:17:05.280 --> 00:17:06.760]  太普及了
[00:17:06.760 --> 00:17:08.800]  你都不想看的
[00:17:08.800 --> 00:17:10.800]  那天很空閒沒什麼事
[00:17:10.800 --> 00:17:12.840]  拿手機撥一下
[00:17:12.840 --> 00:17:15.360]  突然間紅燈出來
[00:17:15.360 --> 00:17:17.080]  有些畫面出來了
[00:17:17.080 --> 00:17:19.200]  有些訊號出來了
[00:17:19.200 --> 00:17:21.800]  你覺得都無妨了解一下
[00:17:21.800 --> 00:17:24.040]  在當中一進去的時候
[00:17:24.040 --> 00:17:26.520]  或者你可以拒絕它出來
[00:17:26.520 --> 00:17:29.360]  但在過程當中不留意
[00:17:29.360 --> 00:17:30.680]  放縱了自己
[00:17:30.680 --> 00:17:36.600]  一步一步進入危險被試探的環境
[00:17:36.600 --> 00:17:38.680]  因此聖經很多時候提醒
[00:17:38.680 --> 00:17:42.160]  要留心不要放縱邪情私欲
[00:17:42.160 --> 00:17:45.960]  因為我們不是那些不認識神的外族人
[00:17:45.960 --> 00:17:47.120]  因此要留心
[00:17:47.120 --> 00:17:49.400]  你知道什麼是靜怒
[00:17:49.400 --> 00:17:51.520]  什麼是試探
[00:17:51.520 --> 00:17:54.600]  而幫自己不要放縱
[00:17:54.600 --> 00:17:57.200]  聖經之前你還留心第三節說到
[00:17:57.200 --> 00:17:58.520]  第四節說到
[00:17:58.520 --> 00:18:02.560]  你們各人要懂得怎樣用聖潔尊貴的方法
[00:18:02.560 --> 00:18:05.640]  來保守自己的身體
[00:18:05.640 --> 00:18:11.840]  要保護著不要讓自己的身體受到污染
[00:18:11.840 --> 00:18:14.960]  說起污染我最近一件事
[00:18:14.960 --> 00:18:15.960]  一個經歷
[00:18:15.960 --> 00:18:17.800]  就是我家的大廈
[00:18:17.800 --> 00:18:21.240]  是因為外牆大維修
[00:18:21.240 --> 00:18:24.520]  有一天早上我和太太都在家裡
[00:18:24.520 --> 00:18:29.440]  突然間發覺外面在清洗外牆
[00:18:29.440 --> 00:18:33.840]  大家知不知道大廈清洗外牆不是用一杯水
[00:18:33.840 --> 00:18:37.400]  是用那些有化學成份的水在噴外牆
[00:18:37.400 --> 00:18:39.960]  沖洗石屎
[00:18:39.960 --> 00:18:43.280]  突然間我們發覺快點關窗
[00:18:43.280 --> 00:18:45.960]  立刻很緊張就把窗關上
[00:18:45.960 --> 00:18:49.920]  但那些噴水是很有強的噴力
[00:18:49.920 --> 00:18:53.000]  我們發覺窗的縫隙噴進來
[00:18:53.000 --> 00:18:55.280]  進來的水是黑色的水
[00:18:55.280 --> 00:18:57.240]  我們立刻衝忙拿很多毛巾
[00:18:57.240 --> 00:18:58.400]  就把縫隙塞進去
[00:18:58.400 --> 00:19:00.200]  就在那裡墊著
[00:19:00.200 --> 00:19:01.400]  一邊墊著的時候突然間
[00:19:01.400 --> 00:19:03.120]  糟了 進房間了
[00:19:03.120 --> 00:19:05.440]  房間又在噴
[00:19:05.440 --> 00:19:07.320]  立刻把那些物品搬開
[00:19:07.320 --> 00:19:09.120]  因為那些黑水一滲進來
[00:19:09.120 --> 00:19:12.280]  那些物品大概要丟掉了
[00:19:12.280 --> 00:19:14.600]  很緊張不讓那些髒水
[00:19:14.600 --> 00:19:17.920]  那些化學的水噴進來
[00:19:17.920 --> 00:19:21.520]  後來我們發覺窗簾噴濕了
[00:19:21.520 --> 00:19:22.680]  沒辦法
[00:19:22.680 --> 00:19:24.040]  在當天下午
[00:19:24.040 --> 00:19:26.560]  窗簾已經變了顏色
[00:19:26.560 --> 00:19:30.440]  因為化學物品給窗簾的影響
[00:19:30.440 --> 00:19:31.560]  但我們感謝神
[00:19:31.560 --> 00:19:33.400]  我們可以當時在這裡
[00:19:33.400 --> 00:19:34.560]  我們可以立刻關窗
[00:19:34.560 --> 00:19:35.800]  立刻防範
[00:19:35.800 --> 00:19:39.720]  免得家裡就浸滿了黑水
[00:19:39.720 --> 00:19:40.520]  在過程裡面
[00:19:40.520 --> 00:19:43.240]  我自己知道要防範著
[00:19:43.240 --> 00:19:45.400]  要保守著
[00:19:45.400 --> 00:19:46.680]  各位弟兄姊妹
[00:19:46.680 --> 00:19:50.400]  聖經裡面所說的是真實的提醒
[00:19:50.400 --> 00:19:54.840]  因為你和我的身體是聖靈的電
[00:19:54.840 --> 00:19:56.040]  上帝選擇
[00:19:56.040 --> 00:19:59.000]  讓聖靈居住在我們生命當中
[00:19:59.000 --> 00:20:02.160]  因此我們的身體是尊貴的
[00:20:02.160 --> 00:20:02.920]  而聖經就說
[00:20:02.920 --> 00:20:07.480]  用聖潔尊貴保守著自己的身體
[00:20:07.480 --> 00:20:12.280]  保護著免得我們身心靈受到傷害
[00:20:12.280 --> 00:20:15.000]  受到虧損
[00:20:15.000 --> 00:20:17.200]  一位姊妹
[00:20:17.200 --> 00:20:20.600]  在美國的一位教徒的作家
[00:20:20.600 --> 00:20:22.680]  Stormy O'Martian
[00:20:22.680 --> 00:20:24.640]  一位姊妹曾經寫了一些書
[00:20:24.640 --> 00:20:27.400]  講述她自己的年輕的情況
[00:20:27.400 --> 00:20:28.600]  在她年輕的時候
[00:20:28.600 --> 00:20:31.080]  因為她家庭成長很多的問題
