
[00:00:00.000 --> 00:00:03.680]  這次我回來看見牆牌的兩邊
[00:01:55.000 --> 00:01:56.080]  在一年的裏面
[00:01:56.080 --> 00:02:01.240]  (中文字幕)
[00:02:01.240 --> 00:02:02.920]  求主帶領和使用
[00:02:02.920 --> 00:02:06.360]  我們每一位弟兄姊妹
[00:02:06.360 --> 00:02:09.520]  (中文字幕)
[00:02:09.520 --> 00:02:11.920]  今天我想和大家分享的信息
[00:02:11.920 --> 00:02:13.560]  (中文字幕)
[00:02:13.560 --> 00:02:15.800]  是屬靈的變態
[00:02:15.800 --> 00:02:19.840]  (中文字幕)
[00:02:19.840 --> 00:02:22.680]  在大自然裏面有一些變態的現象
[00:02:22.680 --> 00:02:24.240]  (中文字幕)
[00:02:24.240 --> 00:02:25.880]  在我們的靈性裏面
[00:02:25.880 --> 00:02:27.240]  (中文字幕)
[00:02:27.240 --> 00:02:28.520]  如果不小心
[00:02:28.520 --> 00:02:32.160]  (中文字幕)
[00:02:32.160 --> 00:02:35.160]  有時也會發生變態的狀況
[00:02:35.160 --> 00:02:39.280]  (中文字幕)
[00:02:39.280 --> 00:02:42.280]  我們要用主的話在這方面來彼此勉勵
[00:02:42.280 --> 00:02:43.480]  (中文字幕)
[00:02:43.480 --> 00:02:45.040]  我們先低頭祈禱
[00:02:45.040 --> 00:02:47.360]  (中文字幕)
[00:02:47.360 --> 00:02:50.360]  主啊我們為了前面的日子仰望祢
[00:02:50.360 --> 00:02:52.560]  (中文字幕)
[00:02:52.560 --> 00:02:56.560]  祢的恩典不同的形式領導我們
[00:02:56.560 --> 00:02:59.560]  (中文字幕)
[00:02:59.560 --> 00:03:01.480]  但是我們信
[00:03:01.480 --> 00:03:05.880]  (中文字幕)
[00:03:05.880 --> 00:03:08.800]  主我們願意在一切的遭遇中認定祢
[00:03:08.800 --> 00:03:11.120]  (中文字幕)
[00:03:11.120 --> 00:03:13.680]  向我們一切的事交託祢
[00:03:13.680 --> 00:03:17.360]  (中文字幕)
[00:03:17.360 --> 00:03:19.680]  在這一年裏面祢保守我們每一個人的
[00:03:19.680 --> 00:03:22.800]  (中文字幕)
[00:03:22.800 --> 00:03:26.680]  讓我們隨時得到祢所給我們的福星
[00:03:26.680 --> 00:03:30.040]  (中文字幕)
[00:03:30.040 --> 00:03:33.240]  我們真的要領受祢的話語
[00:03:33.240 --> 00:03:36.640]  (中文字幕)
[00:03:36.640 --> 00:03:38.880]  祝祢親自的做我們的老師
[00:03:38.880 --> 00:03:41.280]  (中文字幕)
[00:03:41.280 --> 00:03:43.640]  讓我們每一個人有所領受
[00:03:43.640 --> 00:03:46.640]  (中文字幕)
[00:03:46.640 --> 00:03:47.640]  阿們
[00:03:47.640 --> 00:03:50.800]  請回到舊約
[00:03:50.800 --> 00:03:52.600]  《伊賽亞書》
[00:03:52.600 --> 00:03:55.600]  請大家回到舊約的《爾蓋亞書》
[00:03:55.600 --> 00:03:57.800]  第五章第四節
[00:03:57.800 --> 00:03:59.800]  五章四節
[00:03:59.800 --> 00:04:03.600]  《爾蓋亞書》五章四節
[00:04:03.600 --> 00:04:07.080]  我為我葡萄園所作之外
[00:04:07.080 --> 00:04:09.200]  還有什麼可作的呢
[00:04:09.200 --> 00:04:11.080]  我展望著好葡萄
[00:04:11.080 --> 00:04:13.800]  怎麼能夠脫掉野葡萄呢
[00:04:13.800 --> 00:04:15.280]  在這裏我們看見
[00:04:15.280 --> 00:04:16.600]  在這裏我們看到
[00:04:16.600 --> 00:04:19.080]  有件事讓神很失望
[00:04:19.080 --> 00:04:21.480]  有件事是使神很失望的
[00:04:21.480 --> 00:04:24.400]  就是好葡萄變了野葡萄
[00:04:24.400 --> 00:04:27.000]  就是好葡萄變了野葡萄
[00:04:27.000 --> 00:04:28.880]  這是屬靈的變態
[00:04:28.880 --> 00:04:31.600]  這是屬靈的變態
[00:04:31.600 --> 00:04:36.600]  屬靈的變態有不同的成因和原因
[00:04:36.600 --> 00:04:40.080]  屬靈的變態有不同的成因即是原因
[00:04:40.080 --> 00:04:43.880]  和大自然的變態有些相似
[00:04:43.880 --> 00:04:46.480]  與大自然的變態有一些相似
[00:04:46.480 --> 00:04:49.680]  我們提出來有各種不同的原因
[00:04:49.680 --> 00:04:52.080]  我們提出各種不同的原因
[00:04:52.080 --> 00:04:56.000]  每一種的成因可以說是一種變態的方式
[00:04:56.000 --> 00:04:59.000]  每一種的成因可以說是變態的方式
[00:04:59.000 --> 00:05:02.080]  我們從其中得到靈性的幫助
[00:05:02.080 --> 00:05:04.480]  我們從其中得到靈性的幫助
[00:05:04.480 --> 00:05:06.880]  第一種的屬靈的變態
[00:05:06.880 --> 00:05:08.680]  第一種屬靈的變態
[00:05:08.680 --> 00:05:13.480]  是靈性成長的過程的變化
[00:05:13.480 --> 00:05:17.280]  就是屬靈靈性成長的情況
[00:05:17.280 --> 00:05:19.080]  過程的情況
[00:05:19.080 --> 00:05:21.280]  那自然界來講
[00:05:21.280 --> 00:05:23.080]  在自然界來講
[00:05:23.080 --> 00:05:26.080]  一條毛蟲後來變成蝴蝶
[00:05:26.080 --> 00:05:28.680]  一條毛蟲後來變成蝴蝶
[00:05:28.680 --> 00:05:31.080]  這是一個非常好的變化
[00:05:31.080 --> 00:05:33.480]  這是一個非常好的變化
[00:05:33.480 --> 00:05:34.880]  但是在它的過程中
[00:05:34.880 --> 00:05:36.680]  但是在它的過程之中
[00:05:36.680 --> 00:05:37.680]  有一個階段
[00:05:37.680 --> 00:05:38.880]  有一個階段
[00:05:38.880 --> 00:05:40.880]  又像毛蟲又像蝴蝶
[00:05:40.880 --> 00:05:42.880]  又像毛蟲又像蝴蝶
[00:05:42.880 --> 00:05:45.880]  它有毛蟲的味道在裏面
[00:05:45.880 --> 00:05:47.880]  它有毛蟲的味道在裏面
[00:05:47.880 --> 00:05:50.880]  但是也開始有了蝴蝶的樣子
[00:05:50.880 --> 00:05:53.080]  也開始有了蝴蝶的樣子
[00:05:53.080 --> 00:05:54.680]  在那個階段裏
[00:05:54.680 --> 00:05:56.280]  在這個階段裏
[00:05:56.280 --> 00:05:58.080]  是不三不四
[00:05:58.080 --> 00:05:59.480]  就不三不四了
[00:05:59.480 --> 00:06:03.080]  所以是不好看的
[00:06:03.080 --> 00:06:04.480]  所以是不好看的
[00:06:04.480 --> 00:06:09.280]  但是它是向著一個好的變化的目標來進行
[00:06:09.280 --> 00:06:12.080]  但是它是向著一個好的目標來進行
[00:06:12.080 --> 00:06:15.280]  這種變態我們不必擔心
[00:06:15.280 --> 00:06:18.080]  這種變態我們不必擔心
[00:06:18.080 --> 00:06:20.480]  在我們的靈性裏面
[00:06:20.480 --> 00:06:23.280]  我們經過重生
[00:06:23.280 --> 00:06:26.680]  一步一步的靈性長進
[00:06:26.680 --> 00:06:28.480]  越來越有主的樣式
[00:06:28.480 --> 00:06:30.280]  越來越有主的樣式
[00:06:30.280 --> 00:06:32.680]  但是在過程中
[00:06:32.680 --> 00:06:34.480]  有的時候就不大相同
[00:06:34.480 --> 00:06:36.080]  有時候又不是很自主
[00:06:36.080 --> 00:06:37.280]  因為那個舊人
[00:06:37.280 --> 00:06:40.880]  那個老我的樣子還是保留的
[00:06:40.880 --> 00:06:41.880]  因為那個舊人
[00:06:41.880 --> 00:06:44.480]  那個老我的樣式仍然保留
[00:06:44.480 --> 00:06:46.680]  有時候相同就會像老我
[00:06:46.680 --> 00:06:47.680]  有時自主
[00:06:47.680 --> 00:06:49.080]  有時又像老我
[00:06:49.080 --> 00:06:51.080]  兩種情形同時出現
[00:06:51.080 --> 00:06:53.680]  兩種情形同時出現
[00:06:53.680 --> 00:06:56.280]  每一個人的靈性成長的過程裏面
[00:06:56.280 --> 00:06:57.880]  都有這種變態
[00:06:57.880 --> 00:06:59.680]  又像老我又像這種變態
[00:06:59.680 --> 00:07:02.280]  每一個人的靈性成長的過程裏面
[00:07:02.280 --> 00:07:03.680]  都有這種情形
[00:07:03.680 --> 00:07:05.080]  有時候會像主
[00:07:05.080 --> 00:07:06.680]  有時候又像老我
[00:07:06.680 --> 00:07:08.480]  這是必然的過程
[00:07:08.480 --> 00:07:10.080]  這是必然的過程
[00:07:10.080 --> 00:07:12.280]  我們不必太擔憂
[00:07:12.280 --> 00:07:13.880]  我們不需要太擔憂
[00:07:13.880 --> 00:07:14.680]  擔心
[00:07:14.680 --> 00:07:15.480]  但是呢
[00:07:15.480 --> 00:07:17.080]  讓它的時間不要太長
[00:07:17.080 --> 00:07:18.880]  這個時間不應該是太長
[00:07:18.880 --> 00:07:20.680]  如果這個過程太長了
[00:07:20.680 --> 00:07:22.080]  如果這個過程太長了
[00:07:22.080 --> 00:07:23.880]  就有第二種變態出現
[00:07:23.880 --> 00:07:25.880]  就有第二種變態出現
[00:07:25.880 --> 00:07:31.880]  那就是可以用大孩子三個字來代表
[00:07:31.880 --> 00:07:35.680]  那就是可以用大孩子三個字來代表
[00:07:35.680 --> 00:07:40.080]  一個孩子是我們自然成長的過程
[00:07:40.080 --> 00:07:42.680]  一個孩子是必然成長的過程
[00:07:42.680 --> 00:07:44.680]  但如果他繼續做孩子
[00:07:44.680 --> 00:07:46.880]  但如果他繼續做孩子
[00:07:46.880 --> 00:07:48.480]  到了十幾歲還是孩子
[00:07:48.480 --> 00:07:51.480]  到了十幾歲還是孩子
[00:07:51.480 --> 00:07:53.280]  二十幾歲還是孩子
[00:07:53.280 --> 00:07:55.280]  成長的過程拖慢了
[00:07:55.280 --> 00:07:57.480]  成長的過程拖慢了
[00:07:57.480 --> 00:07:59.280]  太長了
[00:07:59.280 --> 00:08:00.080]  那就是變態
[00:08:00.080 --> 00:08:01.280]  那就變態了
[00:08:01.280 --> 00:08:02.880]  大孩子是變態
[00:08:02.880 --> 00:08:05.880]  所以大孩子是變態的
[00:08:05.880 --> 00:08:08.880]  保羅寫信給哥林多的弟兄姐妹
[00:08:08.880 --> 00:08:08.880]  保羅寫信給哥林多的弟兄姐妹
[00:08:08.880 --> 00:08:11.480]  保羅寫信給哥林多的弟兄姐妹
[00:08:11.480 --> 00:08:13.280]  對他們說
[00:08:13.280 --> 00:08:16.080]  從前你們是孩子
[00:08:16.080 --> 00:08:17.080]  現在還是孩子
[00:08:17.080 --> 00:08:19.280]  現在還是孩子
[00:08:19.280 --> 00:08:22.880]  俗齡的嬰孩
[00:08:22.880 --> 00:08:26.080]  這個是使保羅很失望的事
[00:08:26.080 --> 00:08:28.880]  這個是使保羅很失望的事
[00:08:28.880 --> 00:08:31.280]  求主幫助我們
[00:08:31.280 --> 00:08:35.680]  在這個靈性的長進的裏面
[00:08:35.680 --> 00:08:39.080]  靠著主去追求
[00:08:39.080 --> 00:08:41.480]  在這個過程裏面加速
[00:08:41.480 --> 00:08:44.080]  在這個過程裏面加速
[00:08:44.080 --> 00:08:49.480]  俗齡的嬰孩的表現我們都知道
[00:08:49.480 --> 00:08:51.880]  在哥林多前書第三章裏面
[00:08:51.880 --> 00:08:54.280]  在哥林多前書第三章裏面
[00:08:54.280 --> 00:08:56.080]  講得很清楚
[00:08:56.080 --> 00:08:58.880]  講得很清楚
[00:08:58.880 --> 00:09:03.280]  我們看第一節到第三節
[00:09:03.280 --> 00:09:06.280]  臨前第三章一至三節
[00:09:06.280 --> 00:09:09.280]  弟兄們,我從前對你們說話
[00:09:09.280 --> 00:09:11.880]  不能把你們當作屬靈的
[00:09:11.880 --> 00:09:15.280]  只能把你們當作屬肉體
[00:09:15.280 --> 00:09:17.480]  在基督裏為嬰孩的
[00:09:17.480 --> 00:09:19.280]  我是用奶餵你們
[00:09:19.280 --> 00:09:21.080]  沒有用飯餵你們
[00:09:21.080 --> 00:09:22.680]  那時你們不能吃
[00:09:22.680 --> 00:09:24.680]  就是如今還不能
[00:09:24.680 --> 00:09:26.480]  你們仍是屬肉體的
[00:09:26.480 --> 00:09:29.280]  因為在你們中間有嫉妒紛爭
[00:09:29.280 --> 00:09:31.280]  這豈不是屬乎肉體
[00:09:31.280 --> 00:09:33.680]  叫做世人的樣子行嗎?
[00:09:33.680 --> 00:09:35.080]  保羅在這裏
[00:09:35.080 --> 00:09:38.680]  從心裏見面哥林多的弟兄姊妹
[00:09:38.680 --> 00:09:40.280]  保羅在這裏從心裏面
[00:09:40.280 --> 00:09:42.080]  見面哥林多的弟兄姊妹
[00:09:42.080 --> 00:09:43.880]  叫他們盡快離開
[00:09:43.880 --> 00:09:45.880]  屬靈的嬰孩的階段
[00:09:45.880 --> 00:09:47.280]  叫他們盡快離開
[00:09:47.280 --> 00:09:48.880]  屬靈嬰孩的階段
[00:09:48.880 --> 00:09:50.480]  快點長大成人
[00:09:50.480 --> 00:09:52.480]  快點盡快長大成人
[00:09:52.480 --> 00:09:54.480]  在這裏屬靈的嬰孩兩個表
[00:09:54.480 --> 00:09:57.480]  在這裏屬靈的嬰孩有兩個表現
[00:09:57.480 --> 00:09:58.480]  第一
[00:09:58.480 --> 00:09:59.480]  不能吃奶
[00:09:59.480 --> 00:10:00.480]  不能吃奶
[00:10:00.480 --> 00:10:01.480]  不能吃乾糧
[00:10:01.480 --> 00:10:02.680]  不能吃乾糧
[00:10:02.680 --> 00:10:05.080]  他們是領受初步的真理
[00:10:05.080 --> 00:10:08.080]  他們能夠領受初步的真理
[00:10:08.080 --> 00:10:09.480]  稍微進深一點
[00:10:09.480 --> 00:10:11.280]  他們就不能夠接受
[00:10:11.280 --> 00:10:12.480]  稍微進深一點
[00:10:12.480 --> 00:10:13.880]  他們就不能夠接受了
[00:10:13.880 --> 00:10:15.280]  這是第一個表現
[00:10:15.280 --> 00:10:16.480]  這是第一個表現
[00:10:16.480 --> 00:10:17.280]  第二個表現
[00:10:17.280 --> 00:10:18.280]  第二個表現
[00:10:18.280 --> 00:10:19.280]  屬肉體
[00:10:19.280 --> 00:10:20.680]  是屬肉體
[00:10:20.680 --> 00:10:21.680]  他們重生了
[00:10:21.680 --> 00:10:22.880]  他們重生了
[00:10:22.880 --> 00:10:25.280]  但是他們的肉體還在
[00:10:25.280 --> 00:10:27.080]  但是他們的肉體仍然在
[00:10:27.080 --> 00:10:28.880]  但是他們的肉體仍然在 肉體長長不見
[00:10:28.880 --> 00:10:30.880]  他們的肉體時時出現
[00:10:30.880 --> 00:10:32.280]  老自己的表現
[00:10:32.280 --> 00:10:34.280]  老我自己的表現
[00:10:34.280 --> 00:10:36.080]  時度紛爭等等
[00:10:36.080 --> 00:10:37.680]  時度紛爭等等
[00:10:37.680 --> 00:10:39.680]  沒有重生的人差不多了
[00:10:39.680 --> 00:10:41.880]  和沒有重生的人差不多
[00:10:41.880 --> 00:10:44.280]  這兩種表現
[00:10:44.280 --> 00:10:46.480]  保羅齊井弟兄姊妹
[00:10:46.480 --> 00:10:48.080]  保羅齊井弟兄姊妹
[00:10:48.080 --> 00:10:50.680]  很快要超越生存
[00:10:50.680 --> 00:10:53.880]  很快要超越生存
[00:10:53.880 --> 00:10:58.880]  變態的第三種形式
[00:10:58.880 --> 00:11:02.880]  變態的第三種形式
[00:11:02.880 --> 00:11:10.480]  那就是因為移植而產生的好像樹木
[00:11:10.480 --> 00:11:14.480]  從原來的自然環境土壤裡面
[00:11:14.480 --> 00:11:19.680]  來移植到另外一種環境土壤裡面
[00:11:19.680 --> 00:11:21.280]  就是移植了
[00:11:21.280 --> 00:11:25.080]  就是從本來的原有生長的土壤
[00:11:25.080 --> 00:11:28.280]  拿出來放在另外一種土壤裡面
[00:11:28.280 --> 00:11:31.480]  結果它就不能夠自然地生長
[00:11:31.480 --> 00:11:34.080]  結果它就不能夠自然地生長
[00:11:34.080 --> 00:11:35.480]  就好像盆栽
[00:11:35.480 --> 00:11:37.280]  就好像盆栽
[00:11:37.280 --> 00:11:40.080]  盆栽裡面的那些植物
[00:11:40.080 --> 00:11:41.480]  盆栽裡面的那些植物
[00:11:41.480 --> 00:11:44.880]  有的自然的原來的環境裡頭
[00:11:44.880 --> 00:11:47.680]  可以長高到一丈兩丈
[00:11:47.680 --> 00:11:49.480]  在本來的土壤
[00:11:49.480 --> 00:11:52.880]  本來的盆裡面能夠長到一兩丈高
[00:11:52.880 --> 00:11:55.680]  但是把它們栽到孔裡面以後
[00:11:55.680 --> 00:11:57.680]  如果你把它們栽進盆裡面
[00:11:57.680 --> 00:12:00.080]  只是那個一兩只那麼高
[00:12:00.080 --> 00:12:01.880]  只能夠長一兩尺
[00:12:01.880 --> 00:12:04.880]  因為它自然的條件改變了
[00:12:04.880 --> 00:12:08.080]  因為它自然的條件就改變了
[00:12:08.080 --> 00:12:09.480]  但我們的靈性
[00:12:09.480 --> 00:12:10.880]  在我們的靈性裡面
[00:12:10.880 --> 00:12:14.680]  我們的靈性有它的自然的土壤
[00:12:14.680 --> 00:12:17.680]  空氣、溫度、糧料等等
[00:12:17.680 --> 00:12:20.680]  我們的靈性有它本來自然的土壤
[00:12:20.680 --> 00:12:22.480]  空氣、溫度等等
[00:12:22.480 --> 00:12:25.280]  我們的土壤就是神的話
[00:12:25.280 --> 00:12:27.280]  我們的土壤就是神的話
[00:12:27.280 --> 00:12:29.280]  我們的自然的氣氛、空氣
[00:12:29.280 --> 00:12:31.880]  都是與神的凝交
[00:12:31.880 --> 00:12:33.880]  我們的自然的氣氛、空氣
[00:12:33.880 --> 00:12:35.280]  就是與神的凝交
[00:12:35.280 --> 00:12:37.680]  我們的糧料是弟兄姊妹的交通
[00:12:37.680 --> 00:12:40.080]  我們的糧料是弟兄姊妹的交通
[00:12:40.080 --> 00:12:41.680]  這是神安排的
[00:12:41.680 --> 00:12:44.080]  我們的靈性的自然的環境
[00:12:44.080 --> 00:12:45.480]  這是神所安排的
[00:12:45.480 --> 00:12:47.480]  我們的靈性自然的環境
[00:12:47.480 --> 00:12:49.680]  我們從這樣的情況裡面
[00:12:49.680 --> 00:12:51.480]  移植出去的時候
[00:12:51.480 --> 00:12:54.480]  當我們從這樣的環境移植出去的時候
[00:12:54.480 --> 00:12:57.680]  我們就矮小,不能夠成長
[00:12:57.680 --> 00:13:00.480]  我們就會矮小,不能夠成長
[00:13:00.480 --> 00:13:03.280]  就變成變態
[00:13:03.280 --> 00:13:07.080]  所以求主幫助我們
[00:13:07.080 --> 00:13:08.880]  保守自己在那個
[00:13:08.880 --> 00:13:13.080]  神所安排的環境裡面長大
[00:13:13.080 --> 00:13:14.480]  能夠保守自己在
[00:13:14.480 --> 00:13:18.880]  神所安排的那個土壤裡面長大
[00:13:18.880 --> 00:13:23.480]  第三種變態的形式
[00:13:23.480 --> 00:13:31.080]  那就是倒退的過程
[00:13:31.080 --> 00:13:34.080]  我用一個例子來講
[00:13:34.080 --> 00:13:37.080]  從前我在九龍柱
[00:13:37.080 --> 00:13:40.080]  在民生書院的後面
[00:13:40.080 --> 00:13:44.080]  有幾家傳道人士在那裡
[00:13:44.080 --> 00:13:47.080]  有一個小小的院子
[00:13:47.080 --> 00:13:50.080]  裡面有一棵玫瑰花
[00:13:50.080 --> 00:13:54.080]  有一個花王來打你
[00:13:54.080 --> 00:13:56.080]  那個花王對我說
[00:13:56.080 --> 00:14:00.080]  這個玫瑰花原來是金雞
[00:14:00.080 --> 00:14:04.080]  那我就把金雞上面的雞雞剪掉
[00:14:04.080 --> 00:14:06.080]  把玫瑰的雞雞剪上去
[00:14:06.080 --> 00:14:08.080]  後來就開玫瑰花
[00:14:08.080 --> 00:14:11.080]  他說本來這些玫瑰花是金雞
[00:14:11.080 --> 00:14:13.080]  那我就把金雞的上半部剪掉
[00:14:13.080 --> 00:14:16.080]  把玫瑰花插上去
[00:14:16.080 --> 00:14:18.080]  現在就長出了玫瑰花
[00:14:18.080 --> 00:14:23.080]  他說有件事要小心
[00:14:23.080 --> 00:14:25.080]  一路長上來
[00:14:25.080 --> 00:14:29.080]  後來玫瑰花開不成了
[00:14:29.080 --> 00:14:32.080]  又變成了金雞
[00:14:32.080 --> 00:14:36.080]  這是一個倒退的過程
[00:14:36.080 --> 00:14:39.080]  在基督徒的靈性裡
[00:14:39.080 --> 00:14:41.080]  有這種變態的現象
[00:14:41.080 --> 00:14:48.080]  因為靈性倒退而產生
[00:14:48.080 --> 00:14:52.080]  我們重生得救以後
[00:14:52.080 --> 00:14:57.080]  我們必須繼續地對付肉體
[00:14:57.080 --> 00:14:59.080]  對付罪惡
[00:14:59.080 --> 00:15:01.080]  很重要的
[00:15:01.080 --> 00:15:04.080]  這是我們每天的功課
[00:15:04.080 --> 00:15:06.080]  我們都知道
[00:15:06.080 --> 00:15:08.080]  一個人重生以後
[00:15:08.080 --> 00:15:10.080]  他的那個真性還在
[00:15:10.080 --> 00:15:12.080]  他的那個舊根性仍然在
[00:15:12.080 --> 00:15:14.080]  他的罪性還在
[00:15:14.080 --> 00:15:16.080]  他罪性還在
[00:15:16.080 --> 00:15:18.080]  我們需要隨時地制服他
[00:15:18.080 --> 00:15:20.080]  控制他 鎮過他
[00:15:20.080 --> 00:15:22.080]  是需要我們時時地制服他
[00:15:22.080 --> 00:15:24.080]  控制他和鎮過他
[00:15:24.080 --> 00:15:26.080]  這就是為什麼我們要繼續追求
[00:15:26.080 --> 00:15:28.080]  就是為了這樣的原因
[00:15:28.080 --> 00:15:30.080]  我們要繼續追求
[00:15:30.080 --> 00:15:32.080]  為什麼要時時警醒就在這裡
[00:15:32.080 --> 00:15:34.080]  警醒就是這樣的原因
[00:15:34.080 --> 00:15:36.080]  什麼時候我們靈性放鬆了
[00:15:36.080 --> 00:15:42.080]  那個舊態我們慢慢地又出現了
[00:15:42.080 --> 00:15:45.080]  那個舊態復萌慢慢地又會再出現了
[00:15:45.080 --> 00:15:49.080]  這是我們的靈性變態的第四個形式
[00:15:49.080 --> 00:15:53.080]  這是我們屬靈的變態的第四個形式
[00:15:53.080 --> 00:15:55.080]  第五種形式
[00:15:55.080 --> 00:15:59.080]  那就是老化而產生的
[00:15:59.080 --> 00:16:01.080]  是老化而產生的
[00:16:01.080 --> 00:16:03.080]  一個人年老了
[00:16:03.080 --> 00:16:05.080]  慢慢他的樣子就改變了
[00:16:05.080 --> 00:16:07.080]  慢慢他的樣子就會改
[00:16:07.080 --> 00:16:10.080]  他的背慢慢地變得高了
[00:16:10.080 --> 00:16:12.080]  他的背部慢慢地變得高了
[00:16:12.080 --> 00:16:15.080]  他的嘴巴慢慢地變得不彎了
[00:16:15.080 --> 00:16:17.080]  他的腿也會彎了
[00:16:17.080 --> 00:16:19.080]  頭髮會慢慢變少了
[00:16:19.080 --> 00:16:21.080]  頭髮又慢慢地變少了
[00:16:21.080 --> 00:16:23.080]  慢慢變白了
[00:16:23.080 --> 00:16:26.080]  皮膚上面的斑點會慢慢地出來
[00:16:26.080 --> 00:16:29.080]  皮膚上面會長出一些斑點
[00:16:29.080 --> 00:16:31.080]  耳朵會慢慢聾了
[00:16:31.080 --> 00:16:33.080]  耳朵又會慢慢聾了
[00:16:33.080 --> 00:16:34.080]  視力會慢慢減退了
[00:16:34.080 --> 00:16:36.080]  視力又會慢慢地減退了
[00:16:36.080 --> 00:16:39.080]  和他青春的時候的比較分別很大
[00:16:39.080 --> 00:16:42.080]  和他青春的時候的比較分別很大
[00:16:42.080 --> 00:16:44.080]  有的時候因為年老了
[00:16:44.080 --> 00:16:45.080]  樣子變了
[00:16:45.080 --> 00:16:47.080]  你認不出來是同一個人了
[00:16:47.080 --> 00:16:49.080]  有時候年老的樣子變了
[00:16:49.080 --> 00:16:51.080]  甚至你認不出他是同樣的一個人
[00:16:51.080 --> 00:16:53.080]  我們的靈性也會
[00:16:53.080 --> 00:16:55.080]  如果不小心也會老化
[00:16:55.080 --> 00:16:58.080]  我們的靈性如果不小心也會老化
[00:16:58.080 --> 00:17:03.080]  我們要保持靈性的青春
[00:17:03.080 --> 00:17:10.080]  我們的身體的青春沒有一個人能夠永遠保持
[00:17:10.080 --> 00:17:15.080]  所以今天青春的人不要驕傲
[00:17:15.080 --> 00:17:19.080]  你看見老人家不要輕看他
[00:17:19.080 --> 00:17:23.080]  因為有一天你也會有那個樣子
[00:17:23.080 --> 00:17:26.080]  沒有一個人能夠避得開
[00:17:26.080 --> 00:17:29.080]  但是我們的靈性的青春可以繼續保持
[00:17:29.080 --> 00:17:32.080]  但是我們靈性的青春就能夠繼續保持
[00:17:32.080 --> 00:17:34.080]  保羅講了一句話
[00:17:34.080 --> 00:17:35.080]  很寶貴
[00:17:35.080 --> 00:17:37.080]  很真實
[00:17:37.080 --> 00:17:39.080]  可能不多後書
[00:17:39.080 --> 00:17:40.080]  四章
[00:17:40.080 --> 00:17:41.080]  十四節
[00:17:41.080 --> 00:17:43.080]  十六節
[00:17:43.080 --> 00:17:44.080]  他說
[00:17:44.080 --> 00:17:48.080]  外體雖然毀壞
[00:17:48.080 --> 00:17:50.080]  內心卻一天
[00:17:50.080 --> 00:17:54.080]  心似一天
[00:17:54.080 --> 00:17:57.080]  內心的原文是裡面的人
[00:17:57.080 --> 00:18:02.080]  我們的身體是外面的人
[00:18:02.080 --> 00:18:07.080]  我們的靈性是裡面的人
