
[00:00:00.000 --> 00:00:04.000]  今天和大家思想的就是神為他子民征戰的原則
[00:03:30.000 --> 00:03:32.000]  如果你小心看很多傳記
[00:03:32.000 --> 00:03:33.000]  很多的記錄
[00:03:33.000 --> 00:03:35.000]  不少的宣教士和教徒
[00:03:35.000 --> 00:03:38.000]  曾經很真實地經驗
[00:03:38.000 --> 00:03:43.000]  天使、天君對他們的保護和幫助
[00:03:43.000 --> 00:03:44.000]  當然天使的出現
[00:03:44.000 --> 00:03:46.000]  不一定像我們所想像中
[00:03:46.000 --> 00:03:48.000]  一定是穿著白色長袍
[00:03:48.000 --> 00:03:51.000]  有對翼在後面那種
[00:03:51.000 --> 00:03:53.000]  可以有不同的形態出現
[00:03:53.000 --> 00:03:57.000]  但是成為了我們最適時的幫助
[00:03:57.000 --> 00:03:59.000]  有些時候神用不同的方法
[00:03:59.000 --> 00:04:00.000]  包括了天使
[00:04:00.000 --> 00:04:03.000]  成為了我們的保護
[00:04:03.000 --> 00:04:06.000]  當這些人快要進入迦南地
[00:04:06.000 --> 00:04:09.000]  預備面對這些強敵的時候
[00:04:09.000 --> 00:04:10.000]  他們很擔心
[00:04:10.000 --> 00:04:14.000]  他們怕不能夠戰勝這些強敵
[00:04:14.000 --> 00:04:15.000]  在那個時候神告訴他們
[00:04:15.000 --> 00:04:16.000]  你們放心
[00:04:16.000 --> 00:04:19.000]  我會保護你們
[00:04:19.000 --> 00:04:20.000]  你們放心
[00:04:20.000 --> 00:04:22.000]  我為你們征戰
[00:04:22.000 --> 00:04:25.000]  你們只管向前奪取這些土地
[00:04:25.000 --> 00:04:28.000]  我將德性賜給你們
[00:04:28.000 --> 00:04:29.000]  在過程當中
[00:04:29.000 --> 00:04:32.000]  神透過摩西提醒他們三方面
[00:04:32.000 --> 00:04:34.000]  你們留心這三方面
[00:04:34.000 --> 00:04:37.000]  我就將德性賜給你們
[00:04:37.000 --> 00:04:40.000]  今天我們未必見到一些敵軍在我們面前
[00:04:40.000 --> 00:04:42.000]  但是生活上有很多不同的困難
[00:04:42.000 --> 00:04:44.000]  是你和我都會明白的
[00:04:44.000 --> 00:04:46.000]  或者在工作上
[00:04:46.000 --> 00:04:47.000]  或者在健康方面
[00:04:47.000 --> 00:04:48.000]  或者在家庭方面
[00:04:48.000 --> 00:04:50.000]  都有不少的困難
[00:04:50.000 --> 00:04:53.000]  好像有重重的敵軍在我們眼前
[00:04:53.000 --> 00:04:54.000]  但是神告訴我們
[00:04:54.000 --> 00:04:55.000]  你放心
[00:04:55.000 --> 00:04:57.000]  我為你們征戰
[00:04:57.000 --> 00:05:00.000]  但是留心有幾個原則
[00:05:00.000 --> 00:05:01.000]  我們看回聖經
[00:05:01.000 --> 00:05:05.000]  《生命記》第七章
[00:05:05.000 --> 00:05:09.000]  在《生命記》第七章第十七節
[00:05:09.000 --> 00:05:11.000]  聖經說:你若心裡說
[00:05:11.000 --> 00:05:14.000]  這些國的民比我更多
[00:05:14.000 --> 00:05:16.000]  我怎能趕出他們呢?
[00:05:16.000 --> 00:05:18.000]  你不要懼怕他們
[00:05:18.000 --> 00:05:21.000]  要牢牢記念耶和華你神
[00:05:21.000 --> 00:05:25.000]  向法老和埃及全地所行的事
[00:05:25.000 --> 00:05:28.000]  當時神明白他們心裡會想些什麼
[00:05:28.000 --> 00:05:31.000]  面對著這些強敵
[00:05:31.000 --> 00:05:32.000]  他們人數多
[00:05:32.000 --> 00:05:35.000]  而且比他們更加的強大
[00:05:35.000 --> 00:05:38.000]  如果大家記得在第七章第一節提到
[00:05:38.000 --> 00:05:40.000]  有多少個民族
[00:05:40.000 --> 00:05:42.000]  有七大民族
[00:05:42.000 --> 00:05:45.000]  這七個民族都是很強悍的民族
[00:05:45.000 --> 00:05:46.000]  面對著他們的時候
[00:05:46.000 --> 00:05:50.000]  以色列人自然會很害怕
[00:05:50.000 --> 00:05:52.000]  因此神給他們第一個原則就是
[00:05:52.000 --> 00:05:55.000]  不要害怕
[00:05:55.000 --> 00:05:59.000]  你說如果說不怕就可以不怕
[00:05:59.000 --> 00:06:01.000]  那很容易
[00:06:01.000 --> 00:06:04.000]  但是說不怕也是怕的
[00:06:04.000 --> 00:06:06.000]  自然面對著這麼強大的勢力的時候
[00:06:06.000 --> 00:06:07.000]  他們內心很恐懼
[00:06:07.000 --> 00:06:10.000]  很怕、很害怕
[00:06:10.000 --> 00:06:11.000]  但是在這個時候神告訴他們
[00:06:11.000 --> 00:06:15.000]  不要怕有一個秘訣
[00:06:15.000 --> 00:06:16.000]  是什麼秘訣呢?
[00:06:16.000 --> 00:06:18.000]  你不要懼怕他們
[00:06:18.000 --> 00:06:23.000]  要牢牢地記念耶和華你神
[00:06:23.000 --> 00:06:28.000]  向法老和埃及全地所行的事情
[00:06:28.000 --> 00:06:30.000]  要他們不要忘記過去他們出埃及的時候
[00:06:30.000 --> 00:06:32.000]  神怎樣保守他們
[00:06:32.000 --> 00:06:33.000]  很奇妙
[00:06:33.000 --> 00:06:36.000]  雖然很強大的國家
[00:06:36.000 --> 00:06:39.000]  以色列只是當時的奴隸
[00:06:39.000 --> 00:06:41.000]  但是神竟然用十災
[00:06:41.000 --> 00:06:45.000]  用不同的方法讓他們能夠被釋放
[00:06:45.000 --> 00:06:46.000]  面對著法老
[00:06:46.000 --> 00:06:48.000]  面對著他的術士
[00:06:48.000 --> 00:06:49.000]  雖然初初的時候
[00:06:49.000 --> 00:06:52.000]  術士似乎能夠和他們勢均力敵
[00:06:52.000 --> 00:06:56.000]  但是很快就神的能力已經遮蓋他們
[00:06:56.000 --> 00:06:57.000]  在離開的時候
[00:06:57.000 --> 00:07:03.000]  他們經歷了神怎樣猜探滅命的天使
[00:07:03.000 --> 00:07:06.000]  將他們的長子殺滅
[00:07:06.000 --> 00:07:09.000]  在一種極大的能力當中
[00:07:09.000 --> 00:07:11.000]  他們被釋放
[00:07:11.000 --> 00:07:15.000]  聖經提到神自己當時用大事二五十九節
[00:07:15.000 --> 00:07:21.000]  神職騎士大能的手伸出來的膀背
[00:07:21.000 --> 00:07:23.000]  這些都是神領他們出來的時候
[00:07:23.000 --> 00:07:25.000]  所用的各種方法
[00:07:25.000 --> 00:07:27.000]  當他們離開埃及的時候
[00:07:27.000 --> 00:07:28.000]  去到紅海
[00:07:28.000 --> 00:07:31.000]  整個大能的膀背現身出去
[00:07:31.000 --> 00:07:33.000]  叫紅海分開
[00:07:33.000 --> 00:07:36.000]  然後將埃及人淹在水中
[00:07:36.000 --> 00:07:38.000]  這些事情大家一定記得
[00:07:38.000 --> 00:07:40.000]  當時神提醒他們
[00:07:40.000 --> 00:07:43.000]  你要記得這位神是滿有能力的神
[00:07:43.000 --> 00:07:45.000]  你回想的時候
[00:07:45.000 --> 00:07:48.000]  你就得著勇氣
[00:07:48.000 --> 00:07:49.000]  各位靈靈姐妹
[00:07:49.000 --> 00:07:51.000]  很多時候面對著困難的時候
[00:07:51.000 --> 00:07:53.000]  我們會怎樣做呢?
[00:07:53.000 --> 00:07:57.000]  大多數我們集中我們的眼光在困難本身
[00:07:57.000 --> 00:07:59.000]  越留心困難
[00:07:59.000 --> 00:08:01.000]  就越覺得問題很大
[00:08:01.000 --> 00:08:05.000]  越忘記神是那位滿有能力的神
[00:08:05.000 --> 00:08:10.000]  神提醒我們不要只顧著困難
[00:08:10.000 --> 00:08:13.000]  你要回想神在你的生命當中
[00:08:13.000 --> 00:08:15.000]  曾經怎樣幫助你
[00:08:15.000 --> 00:08:16.000]  在歷史當中
[00:08:16.000 --> 00:08:20.000]  神曾經怎樣保守不同的人
[00:08:20.000 --> 00:08:24.000]  你就有一種勇氣
[00:08:24.000 --> 00:08:27.000]  大家知道我們教會一直在思想抗唐的事情
[00:08:27.000 --> 00:08:30.000]  積極地去做一些工作
[00:08:30.000 --> 00:08:33.000]  我自己是其中一個一直接觸的人
[00:08:33.000 --> 00:08:38.000]  我很明白未來有的挑戰是很大的
[00:08:38.000 --> 00:08:39.000]  我記得有一次
[00:08:39.000 --> 00:08:42.000]  偶然之間進了一位傳道同工的辦公室
[00:08:42.000 --> 00:08:46.000]  看到他桌上有兩疊文件
[00:08:46.000 --> 00:08:51.000]  原來是兩次北宣抗唐的抗唐快訊
[00:08:51.000 --> 00:08:54.000]  每次有十幾份
[00:08:54.000 --> 00:08:55.000]  我看到的時候
[00:08:55.000 --> 00:08:56.000]  不如看一看
[00:08:56.000 --> 00:08:59.000]  我就拿回來再重新看
[00:08:59.000 --> 00:09:02.000]  在當初教會搬進來這個地方
[00:09:02.000 --> 00:09:04.000]  和購買教育樓的時候
[00:09:04.000 --> 00:09:07.000]  過程當中的快訊
[00:09:07.000 --> 00:09:08.000]  一邊看的時候
[00:09:08.000 --> 00:09:10.000]  看回當時經歷的事情
[00:09:10.000 --> 00:09:15.000]  也看回很多當時神給我們的經歷和感恩的事情
[00:09:15.000 --> 00:09:16.000]  一邊看的時候
[00:09:16.000 --> 00:09:18.000]  心中有很大的鼓勵
[00:09:18.000 --> 00:09:21.000]  之後心裡有更大的膽量
[00:09:21.000 --> 00:09:24.000]  我知道神過去怎樣保守教會
[00:09:24.000 --> 00:09:29.000]  今天祂仍然可以同樣保守我們
[00:09:29.000 --> 00:09:32.000]  這些事情其實是我們自己親身經歷的
[00:09:32.000 --> 00:09:33.000]  但這麼多年之後
[00:09:33.000 --> 00:09:34.000]  很多已經淡忘了
[00:09:34.000 --> 00:09:36.000]  當看回的時候
[00:09:36.000 --> 00:09:38.000]  才開始得到一種鼓勵
[00:09:38.000 --> 00:09:42.000]  神能夠成就奇妙的事情
[00:09:42.000 --> 00:09:43.000]  各位弟兄姊妹
[00:09:43.000 --> 00:09:47.000]  留心回想你在過去當中所經歷的事
[00:09:47.000 --> 00:09:48.000]  不要忘記
[00:09:48.000 --> 00:09:50.000]  人是善忘
[00:09:50.000 --> 00:09:53.000]  記起神在你生命當中的工作
[00:09:53.000 --> 00:09:54.000]  或者你會覺得
[00:09:54.000 --> 00:09:59.000]  過去好像神給我一份奇妙的工作
[00:09:59.000 --> 00:10:02.000]  今天可能突然間失業
[00:10:02.000 --> 00:10:05.000]  你想起以前神怎樣保守你
[00:10:05.000 --> 00:10:07.000]  你繼續憑信心去等候神
[00:10:07.000 --> 00:10:09.000]  不要害怕
[00:10:09.000 --> 00:10:11.000]  等候祂
[00:10:11.000 --> 00:10:14.000]  我自己記得有一次我買了一部電腦
[00:10:14.000 --> 00:10:15.000]  買回來之後
[00:10:15.000 --> 00:10:16.000]  兒子幫我處理
[00:10:16.000 --> 00:10:19.000]  因為他的電腦技術比我高明很多
[00:10:19.000 --> 00:10:21.000]  他幫我處理的時候
[00:10:21.000 --> 00:10:26.000]  我發覺他幫我處理了一個開機的時候的桌面
[00:10:26.000 --> 00:10:27.000]  Screen saver
[00:10:27.000 --> 00:10:28.000]  一開的時候
[00:10:28.000 --> 00:10:31.000]  一些很漂亮的大樹的森林
[00:10:31.000 --> 00:10:33.000]  我兒子知道我很喜歡大樹
[00:10:33.000 --> 00:10:36.000]  不知道哪裡找到一幅很漂亮的相片
[00:10:36.000 --> 00:10:39.000]  接著下面一節的金句
[00:10:39.000 --> 00:10:43.000]  這節金句是C篇56篇第三節
[00:10:43.000 --> 00:10:49.000]  我懼怕的時候要依靠你
[00:10:49.000 --> 00:10:51.000]  不知道為什麼他選了《聖經》
[00:10:51.000 --> 00:10:54.000]  可能他認為爸爸很多時候都很懼怕
[00:10:54.000 --> 00:10:56.000]  所以要鼓勵一下我
[00:10:56.000 --> 00:10:57.000]  我很受用
[00:10:57.000 --> 00:10:58.000]  當我看回的時候
[00:10:58.000 --> 00:10:59.000]  感謝神
[00:10:59.000 --> 00:11:02.000]  沒錯有些時候我會懼怕
[00:11:02.000 --> 00:11:06.000]  但是我懼怕的時候要依靠你
[00:11:06.000 --> 00:11:08.000]  而《聖經》接著就說
[00:11:08.000 --> 00:11:12.000]  我依靠神必不懼怕
[00:11:12.000 --> 00:11:17.000]  血氣之輩能把我怎麼養呢
[00:11:17.000 --> 00:11:18.000]  當你懼怕的時候
[00:11:18.000 --> 00:11:21.000]  你會想起這位神是沒有能力的
[00:11:21.000 --> 00:11:22.000]  你放心
[00:11:22.000 --> 00:11:23.000]  你都要去依靠祂
[00:11:23.000 --> 00:11:25.000]  不要害怕
[00:11:25.000 --> 00:11:26.000]  《聖經》接著再說
[00:11:26.000 --> 00:11:29.000]  在其中的第20節
[00:11:29.000 --> 00:11:34.000]  並且耶和華你神必打發黃蜂飛到他們中間
[00:11:34.000 --> 00:11:39.000]  直到那剩下而藏躲的人從你面前滅亡
[00:11:39.000 --> 00:11:44.000]  《聖經》提到神不單止是自己來工作
[00:11:44.000 --> 00:11:49.000]  祂更加用自然界的一切來成就祂自己的事情
[00:11:49.000 --> 00:11:50.000]  這裡的黃蜂
[00:11:50.000 --> 00:11:52.000]  新日本也叫大黃蜂
[00:11:52.000 --> 00:11:54.000]  很可能是當時一些很毒的
[00:11:54.000 --> 00:11:57.000]  全群出來的一些大黃蜂
[00:11:57.000 --> 00:11:58.000]  當然在打仗當中
[00:11:58.000 --> 00:12:00.000]  有些敵人會躲避了
[00:12:00.000 --> 00:12:01.000]  躲藏了
[00:12:01.000 --> 00:12:03.000]  沒有辦法找得到的
[00:12:03.000 --> 00:12:05.000]  但是神都可以擦顯那些大黃蜂
[00:12:05.000 --> 00:12:07.000]  去把他們抓出來
[00:12:07.000 --> 00:12:09.000]  去滅絕他們
[00:12:09.000 --> 00:12:12.000]  雖然以色列人未必有能力這樣做
[00:12:12.000 --> 00:12:16.000]  但是神有極大的能力
[00:12:16.000 --> 00:12:17.000]  多樣的方法
[00:12:17.000 --> 00:12:21.000]  能夠成就這種的得勝
[00:12:21.000 --> 00:12:22.000]  因此告訴我們
[00:12:22.000 --> 00:12:23.000]  你不用怕
[00:12:23.000 --> 00:12:26.000]  是我幫你成全這種的得勝
[00:12:26.000 --> 00:12:32.000]  是我來為你將困難處理、去除去
[00:12:32.000 --> 00:12:34.000]  第二方面大家再看
[00:12:34.000 --> 00:12:37.000]  《聖經》在其中的第22節
[00:12:38.000 --> 00:12:39.000]  《聖經》說
[00:12:39.000 --> 00:12:43.000]  「也說你神必將這些國的民從你面前漸漸趕出
[00:12:43.000 --> 00:12:46.000]  你不可怕他們速速滅盡
[00:12:46.000 --> 00:12:51.000]  恐怕他們的獸多起來害你」
[00:12:51.000 --> 00:12:52.000]  在這裡我們發現
[00:12:52.000 --> 00:12:55.000]  神為我們去除去困難的時候
[00:12:55.000 --> 00:12:57.000]  有一個原則
[00:12:57.000 --> 00:13:00.000]  原來祂未必一次過幫我們解決問題
[00:13:00.000 --> 00:13:05.000]  而是漸漸地去解決了我們的問題
[00:13:05.000 --> 00:13:06.000]  我們也明白
[00:13:06.000 --> 00:13:08.000]  如果你面對困難的時候
[00:13:08.000 --> 00:13:12.000]  你最大的希望是什麼?
[00:13:12.000 --> 00:13:13.000]  一次解決
[00:13:13.000 --> 00:13:15.000]  不要有首尾
[00:13:15.000 --> 00:13:18.000]  一次處理完就最好了
[00:13:18.000 --> 00:13:21.000]  如果突然間發覺身體有個鈕
[00:13:21.000 --> 00:13:23.000]  一刀就解決了它
[00:13:23.000 --> 00:13:25.000]  那就簡單利落
[00:13:25.000 --> 00:13:26.000]  不要那麼多問題
[00:13:26.000 --> 00:13:29.000]  不要那麼多首尾
[00:13:29.000 --> 00:13:32.000]  但是神的眼光和我們眼光不同
[00:13:32.000 --> 00:13:33.000]  有些時候祂會知道
[00:13:33.000 --> 00:13:36.000]  如果我們的問題馬上處理
[00:13:36.000 --> 00:13:40.000]  可能會有更大的問題接續出現
[00:13:40.000 --> 00:13:43.000]  因此祂有些時候容許我們
[00:13:43.000 --> 00:13:47.000]  去和這些問題一起相處一段時間
[00:13:47.000 --> 00:13:49.000]  直至到祂的時間來到
[00:13:49.000 --> 00:13:55.000]  祂將問題一步一步地幫我們去處理
[00:13:55.000 --> 00:13:57.000]  有位姐妹說到
[00:13:57.000 --> 00:13:59.000]  她的公司裡有一個同事
[00:13:59.000 --> 00:14:01.000]  經常針對著她
[00:14:01.000 --> 00:14:02.000]  令她很難受
[00:14:02.000 --> 00:14:04.000]  因此她有時祈禱神
[00:14:04.000 --> 00:14:06.000]  求祢要不把我調走
[00:14:06.000 --> 00:14:08.000]  要不把她調走
[00:14:08.000 --> 00:14:09.000]  去另一個部門
[00:14:09.000 --> 00:14:12.000]  不可以和她同事
[00:14:12.000 --> 00:14:14.000]  但是經過了很長的時間
[00:14:14.000 --> 00:14:16.000]  其他同事都離開了
[00:14:16.000 --> 00:14:21.000]  但偏偏同事和她都繼續留在部門
[00:14:21.000 --> 00:14:22.000]  經過了很多年之後
[00:14:22.000 --> 00:14:25.000]  這位同事真的離開了
[00:14:25.000 --> 00:14:27.000]  但突然間這位姐妹有一種感受
[00:14:27.000 --> 00:14:29.000]  就是她發覺原來這位同事
[00:14:29.000 --> 00:14:32.000]  在這裡工作了幾年
[00:14:32.000 --> 00:14:36.000]  竟然將一種特別的操練給了她
[00:14:36.000 --> 00:14:39.000]  她發覺自己開始做事謹慎很多
[00:14:39.000 --> 00:14:42.000]  因為不想被人挑剔
[00:14:42.000 --> 00:14:45.000]  另外她發覺自己更加懂得去倚靠神
[00:14:45.000 --> 00:14:46.000]  有困難的時候
[00:14:46.000 --> 00:14:48.000]  沒有辦法只能一直祈禱神
[00:14:48.000 --> 00:14:50.000]  要保守著 要保守著
[00:14:50.000 --> 00:14:52.000]  學會凡事去倚靠神
[00:14:52.000 --> 00:14:56.000]  沒有將她認為問題的人
[00:14:56.000 --> 00:14:58.000]  很快地拿走
[00:14:58.000 --> 00:15:02.000]  這就成為了她生命中一個重要的祝福
[00:15:02.000 --> 00:15:03.000]  在當時的意識裡
[00:15:03.000 --> 00:15:06.000]  人神沒有說將那些野獸很快地離開
[00:15:06.000 --> 00:15:09.000]  這些城市很快地交給他們
[00:15:09.000 --> 00:15:10.000]  為什麼呢?
[00:15:10.000 --> 00:15:14.000]  因為當這些城邑一旦空置的時候
[00:15:14.000 --> 00:15:15.000]  他們本身人數很少
[00:15:15.000 --> 00:15:18.000]  未必能夠即時去管理這些城邑
[00:15:18.000 --> 00:15:21.000]  因此很可能有野地的走獸進入
[00:15:21.000 --> 00:15:24.000]  甚至傷害了他們的人
[00:15:24.000 --> 00:15:25.000]  因此神就說
[00:15:25.000 --> 00:15:31.000]  我們漸漸地將他們趕走
[00:15:31.000 --> 00:15:34.000]  因此要領受神給我們的德性
[00:15:34.000 --> 00:15:36.000]  要忍耐著
[00:15:36.000 --> 00:15:39.000]  信心忍耐著神的時候
[00:15:39.000 --> 00:15:43.000]  這是神對我們的吩咐
[00:15:43.000 --> 00:15:46.000]  因此在期間不要心急
[00:15:46.000 --> 00:15:48.000]  神有她的時候
[00:15:48.000 --> 00:15:51.000]  這是第二方面
[00:15:51.000 --> 00:15:54.000]  最後我們看回第25節
[00:15:54.000 --> 00:15:56.000]  「他們挑剋的神像
[00:15:56.000 --> 00:15:58.000]  你們要用火焚燒
[00:15:58.000 --> 00:16:00.000]  其上的金銀你不可貪圖
[00:16:00.000 --> 00:16:02.000]  也不可收取
[00:16:02.000 --> 00:16:04.000]  不得你因此陷入網羅
[00:16:04.000 --> 00:16:06.000]  這原是耶和華你神所憎惡的
[00:16:06.000 --> 00:16:09.000]  可憎的物你不可帶進家去
[00:16:09.000 --> 00:16:13.000]  不然你就成了當毀滅的與那物一樣
[00:16:13.000 --> 00:16:14.000]  你要十分厭惡
[00:16:14.000 --> 00:16:16.000]  十分憎厭
[00:16:16.000 --> 00:16:19.000]  因為這是當毀滅的物」
[00:16:19.000 --> 00:16:20.000]  當時神吩咐他們
[00:16:20.000 --> 00:16:24.000]  不可以將當滅的物帶進自己家當中
[00:16:24.000 --> 00:16:27.000]  包括那些用金銀所造的偶像
[00:16:27.000 --> 00:16:28.000]  或者他們認為
[00:16:28.000 --> 00:16:29.000]  不要緊的神
[00:16:29.000 --> 00:16:31.000]  我們將那些偶像融化了
[00:16:31.000 --> 00:16:33.000]  我們不拜偶像
[00:16:33.000 --> 00:16:36.000]  但那些金銀很值錢的
[00:16:36.000 --> 00:16:40.000]  神就說那些金銀絕對不可以要
[00:16:40.000 --> 00:16:42.000]  因為有人可能後來
[00:16:42.000 --> 00:16:47.000]  認為那些金銀有特別的神聖力量
[00:16:47.000 --> 00:16:48.000]  因此產生試探
[00:16:48.000 --> 00:16:49.000]  再次用那些金銀
[00:16:49.000 --> 00:16:53.000]  再鑄造一些偶像
[00:16:53.000 --> 00:16:58.000]  神不給他們任何將來試探的機會
[00:16:58.000 --> 00:16:59.000]  大家有沒有印象
[00:16:59.000 --> 00:17:03.000]  當摩西在新亞三聖面領受十誡的時候
[00:17:03.000 --> 00:17:06.000]  亞倫和百姓在拜什麼?
[00:17:06.000 --> 00:17:09.000]  在拜金牛毒
[00:17:09.000 --> 00:17:10.000]  摩西下來的時候
[00:17:10.000 --> 00:17:14.000]  吩咐他們將金牛毒磨得粉碎
[00:17:14.000 --> 00:17:16.000]  他們說不用那麼麻煩
[00:17:16.000 --> 00:17:17.000]  丟掉就行了
[00:17:17.000 --> 00:17:19.000]  他們將它磨成粉碎
[00:17:19.000 --> 00:17:21.000]  然後將它散在水中
[00:17:21.000 --> 00:17:23.000]  我想問問你
[00:17:23.000 --> 00:17:25.000]  可不可以在水中撿一些金粉
[00:17:25.000 --> 00:17:28.000]  回來再做一隻金牛毒
[00:17:28.000 --> 00:17:30.000]  完全不可能的事
[00:17:30.000 --> 00:17:33.000]  因為清楚神要讓他們知道
[00:17:33.000 --> 00:17:37.000]  不可以再拿這些東西
[00:17:37.000 --> 00:17:38.000]  當中這些物品
[00:17:38.000 --> 00:17:41.000]  稱為當毀滅的物
[00:17:41.000 --> 00:17:44.000]  意思是說是奉獻給神
[00:17:44.000 --> 00:17:48.000]  讓神來毀滅這些物品
