
[00:00:00.000 --> 00:00:07.520]  好 今天我們繼續思考約翰一書
[00:05:55.200 --> 00:05:59.200]  我們願意立志走一個新的方向
[00:05:59.200 --> 00:06:05.200]  我們的生命改變表達了我們願意聽從神的話語
[00:06:05.200 --> 00:06:07.200]  一個新的方向
[00:06:07.200 --> 00:06:09.200]  當時未信耶穌之前
[00:06:09.200 --> 00:06:14.200]  例如說我自己 偶爾說粗口 沒所謂
[00:06:14.200 --> 00:06:19.200]  但信了耶穌之後 我就努力的戒粗口
[00:06:19.200 --> 00:06:21.200]  努力的不說
[00:06:21.200 --> 00:06:27.200]  這個生命的改變就能夠凸顯我真正的生命是跟隨神
[00:06:27.200 --> 00:06:31.200]  所以若翰第一個向導
[00:06:31.200 --> 00:06:36.200]  就是如果我們真的認識神 跟從耶穌 就要守他的誡命
[00:06:36.200 --> 00:06:38.200]  所以在第四節就這麼說
[00:06:38.200 --> 00:06:41.200]  因為上次說的諾斯底主義
[00:06:41.200 --> 00:06:44.200]  第一世紀有一個思潮
[00:06:44.200 --> 00:06:49.200]  肉體敗壞 零才是好的
[00:06:49.200 --> 00:06:54.200]  所以若翰就說 有些人這樣說
[00:06:54.200 --> 00:06:57.200]  我認識神 但又不守他的誡命
[00:06:57.200 --> 00:07:00.200]  我認識神 不守誡命
[00:07:00.200 --> 00:07:06.200]  這些人就如說方說的 真理不在他們裡面
[00:07:06.200 --> 00:07:08.200]  就像一章六節這樣說
[00:07:08.200 --> 00:07:13.200]  我們不守神的誡命 就等於我們不認識神
[00:07:13.200 --> 00:07:15.200]  也不跟神相交
[00:07:15.200 --> 00:07:18.200]  用正反的兩面去說
[00:07:18.200 --> 00:07:24.200]  第三節說完正面的 第四節就說負面的說話
[00:07:24.200 --> 00:07:28.200]  然後若翰進一步說
[00:07:28.200 --> 00:07:31.200]  當我們守神的誡命的時候
[00:07:31.200 --> 00:07:33.200]  有一樣東西發生了
[00:07:33.200 --> 00:07:35.200]  是我們不察覺的
[00:07:35.200 --> 00:07:42.200]  但若翰就說 愛神的心在他裡面是完全的
[00:07:42.200 --> 00:07:46.200]  又或者你看其他日本的文章
[00:07:46.200 --> 00:07:49.200]  意思就是說 當我們守神的誡命的時候
[00:07:49.200 --> 00:07:53.200]  神的愛就達到他預期的目標
[00:07:53.200 --> 00:07:58.200]  神的愛臨在我們身上 達到預期的目標
[00:07:58.200 --> 00:08:00.200]  是什麼預期目標呢
[00:08:00.200 --> 00:08:05.200]  就是當我們認識神的時候 跟神相交的時候
[00:08:05.200 --> 00:08:11.200]  就像保羅所說的 看萬事都當作墳土
[00:08:11.200 --> 00:08:15.200]  以致我們認識耶穌基督為我們之寶
[00:08:15.200 --> 00:08:19.200]  以前不認識神 神是誰呢
[00:08:19.200 --> 00:08:21.200]  現在發現了寶藏
[00:08:21.200 --> 00:08:25.200]  認識神之後 神這麼聰明 光這麼聰明
[00:08:25.200 --> 00:08:29.200]  不斷去認識祂 追求祂 學悟祂
[00:08:29.200 --> 00:08:32.200]  以致我們生命不斷與神相交
[00:08:32.200 --> 00:08:35.200]  喜樂更加滿足
[00:08:35.200 --> 00:08:39.200]  過去是滿足自己的生活
[00:08:39.200 --> 00:08:41.200]  現在是滿足神的生活
[00:08:41.200 --> 00:08:50.200]  過去我們為了炫耀自己的生命長處
[00:08:50.200 --> 00:08:53.200]  現在我們去榮耀上帝
[00:08:53.200 --> 00:08:57.200]  這個生命的改變正正是福音的本質
[00:08:57.200 --> 00:09:00.200]  福音是讓我們悔改
[00:09:00.200 --> 00:09:03.200]  天國近了 我們應當悔改
[00:09:03.200 --> 00:09:07.200]  福音是改變了我們生命的軌道
[00:09:07.200 --> 00:09:11.200]  原本走一個方向 現在就走另一個方向
[00:09:11.200 --> 00:09:17.200]  約翰在第五節下半節再繼續說
[00:09:17.200 --> 00:09:24.200]  當我們守神的誡命 也有愛神的心的時候
[00:09:24.200 --> 00:09:29.200]  其實我們住在主的裡面
[00:09:29.200 --> 00:09:32.200]  按著主的心意而行
[00:09:32.200 --> 00:09:38.200]  我們如何理解愛神 守神的誡命
[00:09:38.200 --> 00:09:40.200]  如何實踐
[00:09:40.200 --> 00:09:45.200]  約翰有一個向導讓我們思考
[00:09:45.200 --> 00:09:48.200]  「照主所行的去行」
[00:09:48.200 --> 00:09:50.200]  我們如何守神的誡命
[00:09:50.200 --> 00:09:53.200]  我們如何活出神的愛
[00:09:53.200 --> 00:09:55.200]  是一個怎樣的樣式呢
[00:09:55.200 --> 00:09:57.200]  就是看著主自己
[00:09:57.200 --> 00:10:00.200]  主耶穌基督成為我們的榜樣
[00:10:00.200 --> 00:10:03.200]  我們可以去效法跟從
[00:10:03.200 --> 00:10:10.200]  有一次我和一個牧者吃飯
[00:10:10.200 --> 00:10:12.200]  也是宣道會的牧者
[00:10:12.200 --> 00:10:13.200]  他也是堂主任
[00:10:13.200 --> 00:10:15.200]  吃飯的時候
[00:10:15.200 --> 00:10:20.200]  他說:楊牧師我看到你的特質
[00:10:20.200 --> 00:10:22.200]  似曾相識的特質
[00:10:22.200 --> 00:10:24.200]  我說:有什麼特質呢
[00:10:24.200 --> 00:10:28.200]  你好像不孫的特質
[00:10:28.200 --> 00:10:29.200]  我說:不孫的特質?
[00:10:29.200 --> 00:10:31.200]  因為我也是來自不孫的特質
[00:10:31.200 --> 00:10:34.200]  他說:我有什麼不孫的特質呢
[00:10:34.200 --> 00:10:38.200]  你覺得自己有一點像藤劍輝
[00:10:38.200 --> 00:10:40.200]  有一點像蕭秀華嗎
[00:10:40.200 --> 00:10:42.200]  我說:沒有啊
[00:10:42.200 --> 00:10:44.200]  因為我年紀很大
[00:10:44.200 --> 00:10:46.200]  我已經捱了一段時間
[00:10:46.200 --> 00:10:48.200]  他說:不是啊
[00:10:48.200 --> 00:10:50.200]  你真的挺謙卑的
[00:10:50.200 --> 00:10:51.200]  他說了一句
[00:10:51.200 --> 00:10:53.200]  然後我暗笑
[00:10:53.200 --> 00:10:54.200]  當我暗笑的時候
[00:10:54.200 --> 00:10:56.200]  其實我也不是那麼謙卑
[00:10:56.200 --> 00:10:58.200]  但我不知道
[00:10:58.200 --> 00:11:01.200]  但我肯定一件事
[00:11:01.200 --> 00:11:07.200]  蕭牧師好像有著藤牧師的影子
[00:11:07.200 --> 00:11:09.200]  很溫文
[00:11:09.200 --> 00:11:11.200]  很柔和
[00:11:11.200 --> 00:11:12.200]  很謙卑
[00:11:12.200 --> 00:11:14.200]  這個我很肯定
[00:11:14.200 --> 00:11:18.200]  原來我們可以有些效法的對象
[00:11:18.200 --> 00:11:20.200]  慢慢看著他
[00:11:20.200 --> 00:11:22.200]  親近他的時候
[00:11:22.200 --> 00:11:24.200]  就會越來越像他
[00:11:24.200 --> 00:11:26.200]  約翰也是這樣說
[00:11:26.200 --> 00:11:28.200]  我們說要活出神的道
[00:11:28.200 --> 00:11:29.200]  要認識神
[00:11:29.200 --> 00:11:30.200]  住在主裡面
[00:11:30.200 --> 00:11:32.200]  跟他相交的時候
[00:11:32.200 --> 00:11:34.200]  是怎麼一回事呢
[00:11:34.200 --> 00:11:37.200]  就是按著主的樣式
[00:11:37.200 --> 00:11:40.200]  去過著我們的人生
[00:11:40.200 --> 00:11:42.200]  那是怎麼去
[00:11:42.200 --> 00:11:46.200]  好像看著耶穌
[00:11:46.200 --> 00:11:48.200]  當然耶穌為我們釘十字架
[00:11:48.200 --> 00:11:50.200]  受死埋葬
[00:11:50.200 --> 00:11:52.200]  我們不需要
[00:11:52.200 --> 00:11:55.200]  也不可能這樣做
[00:11:55.200 --> 00:11:59.200]  因為是主才可以救贖世人
[00:11:59.200 --> 00:12:00.200]  我們是不可以的
[00:12:00.200 --> 00:12:03.200]  不過我們可以效法主很多事情
[00:12:03.200 --> 00:12:05.200]  譬如他的謙卑
[00:12:05.200 --> 00:12:06.200]  他的服侍
[00:12:06.200 --> 00:12:08.200]  很多不同的層次
[00:12:08.200 --> 00:12:10.200]  我們都可以去思考
[00:12:10.200 --> 00:12:12.200]  約翰在這裡給我們思考一個層次
[00:12:12.200 --> 00:12:14.200]  就是主的愛
[00:12:14.200 --> 00:12:16.200]  主的愛
[00:12:16.200 --> 00:12:18.200]  讓我們思考主的愛
[00:12:18.200 --> 00:12:20.200]  讓我們如何去實踐主的愛的時候
[00:12:20.200 --> 00:12:22.200]  達致我們不斷跟神相交
[00:12:22.200 --> 00:12:24.200]  跟弟兄姊妹相交
[00:12:24.200 --> 00:12:27.200]  活在神的喜樂當中
[00:12:27.200 --> 00:12:30.200]  這個就是在第七節說的
[00:12:30.200 --> 00:12:32.200]  第七節
[00:12:33.200 --> 00:12:36.200]  約翰說
[00:12:36.200 --> 00:12:40.200]  他現在所教導的不是一條新的命令
[00:12:40.200 --> 00:12:41.200]  不是新的命令
[00:12:41.200 --> 00:12:43.200]  因為舊約有提及
[00:12:43.200 --> 00:12:47.200]  愛人如己在利未記十九章十八節有提及
[00:12:47.200 --> 00:12:50.200]  還有生命記錄章五節也有提及
[00:12:50.200 --> 00:12:52.200]  而耶穌基督也在
[00:12:52.200 --> 00:12:55.200]  當有一次
[00:12:55.200 --> 00:12:58.200]  當法利塞人聽到
[00:12:58.200 --> 00:13:00.200]  耶穌堵住了撒都哥人的口
[00:13:00.200 --> 00:13:02.200]  其中有一個教法師
[00:13:02.200 --> 00:13:05.200]  一些律法師文士
[00:13:05.200 --> 00:13:07.200]  他去試探耶穌
[00:13:07.200 --> 00:13:08.200]  就問耶穌一個問題
[00:13:08.200 --> 00:13:09.200]  他說夫子
[00:13:09.200 --> 00:13:12.200]  律法上的誡命哪一條是最大的
[00:13:12.200 --> 00:13:16.200]  耶穌就引用生命記和利未記的經文
[00:13:16.200 --> 00:13:20.200]  你要盡心盡性盡義愛神
[00:13:20.200 --> 00:13:22.200]  有耶和華記的神
[00:13:22.200 --> 00:13:24.200]  其次相訪就要愛人如己
[00:13:24.200 --> 00:13:27.200]  所以耶穌也肯定了舊約的經文
[00:13:27.200 --> 00:13:28.200]  舊約有寫到
[00:13:28.200 --> 00:13:30.200]  所以這條不是新的命令
[00:13:30.200 --> 00:13:32.200]  是愛人如己
[00:13:32.200 --> 00:13:34.200]  是舊的命令
[00:13:34.200 --> 00:13:37.200]  不過又看到第八節提及
[00:13:37.200 --> 00:13:39.200]  這條是新的命令
[00:13:39.200 --> 00:13:42.200]  又說是舊命令
[00:13:42.200 --> 00:13:43.200]  現在又說是新的命令
[00:13:43.200 --> 00:13:45.200]  那新在哪裏呢
[00:13:45.200 --> 00:13:47.200]  新在哪裏呢
[00:13:47.200 --> 00:13:53.200]  這個新就是耶穌基督做了一個示範
[00:13:53.200 --> 00:13:56.200]  這個示範是
[00:13:56.200 --> 00:13:59.200]  當然舊約沒有記載
[00:13:59.200 --> 00:14:00.200]  沒有出現過
[00:14:00.200 --> 00:14:04.200]  更加是耶穌將愛凸顯出來
[00:14:04.200 --> 00:14:06.200]  一個完備的愛是怎樣的愛
[00:14:06.200 --> 00:14:09.200]  就在約翰福音第十三章
[00:14:09.200 --> 00:14:10.200]  大家都很熟悉的經文
[00:14:10.200 --> 00:14:13.200]  十三章就說到
[00:14:13.200 --> 00:14:15.200]  一開始說如月節以前
[00:14:15.200 --> 00:14:18.200]  耶穌知道自己離世歸附的時候到了
[00:14:18.200 --> 00:14:21.200]  他既然愛世間屬自己的人
[00:14:21.200 --> 00:14:23.200]  就愛他們到底
[00:14:23.200 --> 00:14:25.200]  耶穌愛他的門徒
[00:14:25.200 --> 00:14:27.200]  愛到一個很深的程度
[00:14:27.200 --> 00:14:28.200]  怎樣愛呢
[00:14:28.200 --> 00:14:29.200]  就是為門徒洗腳
[00:14:29.200 --> 00:14:32.200]  大家都很熟悉這段文
[00:14:32.200 --> 00:14:33.200]  為門徒洗腳
[00:14:33.200 --> 00:14:37.200]  所以在約翰福音第十三章三十四節
[00:14:37.200 --> 00:14:41.200]  亦是我九十年代中期
[00:14:41.200 --> 00:14:44.200]  由英國回香港去北宣的時候
[00:14:44.200 --> 00:14:46.200]  參加北宣的一個團契
[00:14:46.200 --> 00:14:49.200]  叫以賽亞團契的團訓
[00:14:49.200 --> 00:14:51.200]  我賜給你們一條新命令
[00:14:51.200 --> 00:14:53.200]  才叫你們彼此相愛
[00:14:53.200 --> 00:14:54.200]  我怎樣愛你們
[00:14:54.200 --> 00:14:56.200]  你們也要怎樣相愛
[00:14:56.200 --> 00:14:58.200]  你們若有彼此相愛的心
[00:14:58.200 --> 00:15:02.200]  眾人就因此認出你們是我的門徒了
[00:15:02.200 --> 00:15:06.200]  約翰福音十三章三十四、三十五節
[00:15:06.200 --> 00:15:10.200]  耶穌做了一個示範
[00:15:10.200 --> 00:15:12.200]  為門徒洗腳
[00:15:12.200 --> 00:15:14.200]  而這個洗腳的樣式
[00:15:14.200 --> 00:15:17.200]  就是讓門徒去效法
[00:15:17.200 --> 00:15:20.200]  懂得怎樣去彼此相愛
[00:15:20.200 --> 00:15:25.200]  看上去好像很簡單
[00:15:25.200 --> 00:15:27.200]  其實並不是
[00:15:27.200 --> 00:15:30.200]  如果大家很明白
[00:15:30.200 --> 00:15:32.200]  約翰福音十三章
[00:15:32.200 --> 00:15:34.200]  十三、十四、十五、十六、十七
[00:15:34.200 --> 00:15:38.200]  這五章經文就是耶穌告別的說話
[00:15:38.200 --> 00:15:40.200]  因為約翰福音十八章一開始
[00:15:40.200 --> 00:15:43.200]  耶穌就被捕了
[00:15:43.200 --> 00:15:45.200]  在臨別的陣營當中
[00:15:45.200 --> 00:15:47.200]  耶穌就告訴門徒
[00:15:47.200 --> 00:15:50.200]  什麼是愛
[00:15:50.200 --> 00:15:54.200]  什麼是愛、洗腳、服侍呢
[00:15:54.200 --> 00:15:56.200]  我們要知道
[00:15:56.200 --> 00:16:00.200]  耶穌在流放上
[00:16:00.200 --> 00:16:02.200]  從第十三章開始
[00:16:02.200 --> 00:16:04.200]  是跟十二個門徒說的
[00:16:04.200 --> 00:16:07.200]  然後很快的,猶太人就離開了
[00:16:07.200 --> 00:16:11.200]  因為猶太人在十三章第三十節
[00:16:11.200 --> 00:16:14.200]  就拿著錢離開了
[00:16:14.200 --> 00:16:16.200]  耶穌說你出賣我,你走吧
[00:16:16.200 --> 00:16:18.200]  乞耶爾道
[00:16:18.200 --> 00:16:20.200]  就這樣離開了,只剩下十一個門徒
[00:16:20.200 --> 00:16:22.200]  這十一個門徒
[00:16:22.200 --> 00:16:24.200]  他們在十八章
[00:16:24.200 --> 00:16:26.200]  我剛才說的約翰福音第十八章
[00:16:26.200 --> 00:16:27.200]  耶穌被捕
[00:16:27.200 --> 00:16:29.200]  之後發生什麼事呢
[00:16:29.200 --> 00:16:31.200]  大家就知道發生什麼事了
[00:16:31.200 --> 00:16:35.200]  彼得三次不認主
[00:16:35.200 --> 00:16:38.200]  門徒四散
[00:16:38.200 --> 00:16:40.200]  甚至耶穌復活的時候
[00:16:40.200 --> 00:16:44.200]  多瑪有疑惑
[00:16:44.200 --> 00:16:46.200]  要代入那個場景
[00:16:46.200 --> 00:16:51.200]  現在耶穌或使徒約翰在約翰一書第二章所說
[00:16:51.200 --> 00:16:53.200]  你們要效法主
[00:16:53.200 --> 00:16:56.200]  去愛人如己
[00:16:56.200 --> 00:16:58.200]  包括約翰自己在外
[00:16:58.200 --> 00:17:00.200]  你就會代入那個處境
[00:17:00.200 --> 00:17:04.200]  原來在那個場景當中
[00:17:04.200 --> 00:17:11.200]  每一個門徒都不可愛
[00:17:11.200 --> 00:17:19.200]  每一個門徒都曾經離開過耶穌基督
[00:17:19.200 --> 00:17:26.200]  你叫我去愛一個曾經三次不認主的彼得?
[00:17:26.200 --> 00:17:34.200]  你叫我去愛一個曾經當耶穌被捕的時候逃跑的門徒?
[00:17:34.200 --> 00:17:44.200]  你叫我去愛一個對信仰充滿疑惑的多瑪?
[00:17:44.200 --> 00:17:48.200]  甚至在21章他們回到打魚
[00:17:48.200 --> 00:17:50.200]  在提比利亞海
[00:17:50.200 --> 00:17:53.200]  門徒沒有理會
[00:17:53.200 --> 00:17:56.200]  好像把神的呼召和使命放下
[00:17:56.200 --> 00:17:57.200]  回到打魚
[00:17:57.200 --> 00:17:58.200]  因為他們要維新
[00:17:58.200 --> 00:18:00.200]  他們要過生活
[00:18:00.200 --> 00:18:10.200]  你要愛一些放棄信仰和呼召的弟兄姊妹?
[00:18:10.200 --> 00:18:11.200]  明白嗎?
[00:18:11.200 --> 00:18:14.200]  張力就在這裡
[00:18:14.200 --> 00:18:16.200]  愛人如己
[00:18:16.200 --> 00:18:18.200]  我聽了耶穌三十年
[00:18:18.200 --> 00:18:24.200]  我聽了無數次
[00:18:24.200 --> 00:18:26.200]  聽了太多次
[00:18:26.200 --> 00:18:28.200]  好像很麻木
[00:18:28.200 --> 00:18:30.200]  當真正實踐的時候
[00:18:30.200 --> 00:18:36.200]  你會發覺很困難
[00:18:36.200 --> 00:18:38.200]  一點都不容易
[00:18:38.200 --> 00:18:41.200]  你要按照主的榜樣
[00:18:41.200 --> 00:18:43.200]  按照主的意思
[00:18:43.200 --> 00:18:45.200]  剛才說了什麼
[00:18:45.200 --> 00:18:48.200]  按照主的所行的去行
[00:18:48.200 --> 00:18:50.200]  你要按照主的約翰福音第十三章
[00:18:50.200 --> 00:18:53.200]  為每一個門徒洗腳
[00:18:53.200 --> 00:18:54.200]  包括猶太人
[00:18:54.200 --> 00:18:56.200]  因為之後他才離開
[00:18:56.200 --> 00:18:58.200]  為每一個門徒洗腳
[00:18:58.200 --> 00:19:01.200]  然後就叫門徒
[00:19:01.200 --> 00:19:05.200]  你們要按照我的榜樣去行
[00:19:05.200 --> 00:19:07.200]  彼此相愛
[00:19:07.200 --> 00:19:12.200]  眾人就認出你們是我的門徒
[00:19:12.200 --> 00:19:14.200]  你們要去愛一些
[00:19:14.200 --> 00:19:19.200]  在你眼中覺得非常不可愛的人
[00:19:19.200 --> 00:19:21.200]  非常不可愛的人
[00:19:21.200 --> 00:19:23.200]  在你心中覺得
[00:19:23.200 --> 00:19:25.200]  你走得這麼遠
[00:19:25.200 --> 00:19:27.200]  避開他們
[00:19:27.200 --> 00:19:29.200]  甚至不要說恨他們
[00:19:29.200 --> 00:19:30.200]  保持距離
[00:19:30.200 --> 00:19:31.200]  你愛那些人
[00:19:31.200 --> 00:19:34.200]  你就是我的門徒
[00:19:34.200 --> 00:19:39.200]  挺大的挑戰
[00:19:39.200 --> 00:19:41.200]  我預備這篇訊息的時候
[00:19:41.200 --> 00:19:42.200]  我都問自己
[00:19:42.200 --> 00:19:48.200]  有什麼人我會保持距離
[00:19:48.200 --> 00:19:49.200]  意思是
[00:19:49.200 --> 00:19:52.200]  其實我也很難去愛他們
[00:19:52.200 --> 00:19:54.200]  其實也有
[00:19:54.200 --> 00:19:58.200]  不要對號入座
[00:19:58.200 --> 00:20:00.200]  因為我已經在19年
[00:20:00.200 --> 00:20:02.200]  第19年
[00:20:02.200 --> 00:20:04.200]  還有我上了耶穌教30年
[00:20:04.200 --> 00:20:05.200]  我遇見很多人
[00:20:05.200 --> 00:20:06.200]  包括你們在內
[00:20:06.200 --> 00:20:08.200]  你們有同事、親友
[00:20:08.200 --> 00:20:10.200]  很多人
[00:20:10.200 --> 00:20:12.200]  有什麼人我是很難
[00:20:12.200 --> 00:20:14.200]  有些人
[00:20:14.200 --> 00:20:16.200]  譬如有些人
[00:20:16.200 --> 00:20:22.200]  他很炫耀自己的學位
[00:20:22.200 --> 00:20:24.200]  自己成功的地方
[00:20:24.200 --> 00:20:30.200]  那些人我會保持距離
[00:20:30.200 --> 00:20:33.200]  有些人將同一個概念
[00:20:33.200 --> 00:20:34.200]  他堅持的概念
[00:20:34.200 --> 00:20:36.200]  重複重複重複
[00:20:36.200 --> 00:20:38.200]  在我面前想洗我的澡
[00:20:38.200 --> 00:20:44.200]  那些人我也是不行的
[00:20:44.200 --> 00:20:49.200]  或者有些人過著很奢華的生活
[00:20:49.200 --> 00:20:51.200]  穿著名牌
[00:20:51.200 --> 00:20:57.200]  過著一些很漂亮的東西
[00:20:57.200 --> 00:20:59.200]  那些人我也是不行的
[00:20:59.200 --> 00:21:01.200]  這些人是什麼呢?
[00:21:01.200 --> 00:21:03.200]  再底層下面
[00:21:03.200 --> 00:21:09.200]  就是和我的生活模式很不同的人
[00:21:09.200 --> 00:21:12.200]  相近的人很容易聊天
[00:21:12.200 --> 00:21:13.200]  大家知道吧
[00:21:13.200 --> 00:21:14.200]  相近的人
[00:21:14.200 --> 00:21:16.200]  和我完全相反的人
[00:21:16.200 --> 00:21:18.200]  我是很難接受的
[00:21:18.200 --> 00:21:20.200]  有時候覺得這樣也行
[00:21:20.200 --> 00:21:22.200]  不是吧
[00:21:22.200 --> 00:21:24.200]  你是牧師來的
[00:21:24.200 --> 00:21:28.200]  這樣也可以
