
[00:00:00.000 --> 00:00:05.000]  我們下午的這個時間呢
[00:02:33.000 --> 00:02:37.000]  而是我們受對方的決定
[00:02:37.000 --> 00:02:40.000]  他如果可愛我就愛他
[00:02:40.000 --> 00:02:43.000]  如果他不可愛我就不愛他
[00:02:43.000 --> 00:02:46.000]  或者討厭他
[00:02:46.000 --> 00:02:50.000]  或者拒之千里之外
[00:02:50.000 --> 00:02:59.000]  我們很容易按照我們的喜歡不喜歡來決定我們和別人的關係
[00:02:59.000 --> 00:03:06.000]  基督徒對這件事應該向如來學習
[00:03:06.000 --> 00:03:10.000]  光羅說當我們還做罪人的時候
[00:03:10.000 --> 00:03:12.000]  基督就為我們死
[00:03:12.000 --> 00:03:17.000]  神的愛就在此向我們顯明瞭
[00:03:17.000 --> 00:03:22.000]  神的愛是向罪人不可愛的人
[00:03:22.000 --> 00:03:24.000]  頂撞他的人
[00:03:24.000 --> 00:03:29.000]  違反他的律則的人發出來的
[00:03:29.000 --> 00:03:31.000]  原來我們不可愛
[00:03:31.000 --> 00:03:34.000]  甚至於可憎
[00:03:34.000 --> 00:03:36.000]  可惡
[00:03:36.000 --> 00:03:42.000]  特別是在我們眼中看見的那些我們都覺得是罪人的人
[00:03:42.000 --> 00:03:46.000]  神仍然愛他們
[00:03:46.000 --> 00:03:53.000]  主耶穌在十字架上最後拯救的人是一個強盜
[00:03:53.000 --> 00:03:56.000]  一個最不可愛的人
[00:03:56.000 --> 00:04:00.000]  但是因為他悔改了
[00:04:00.000 --> 00:04:04.000]  他表現了悔改的心意
[00:04:04.000 --> 00:04:06.000]  主耶穌接納他
[00:04:06.000 --> 00:04:09.000]  所以他說我實在告訴你
[00:04:09.000 --> 00:04:14.000]  今日你要同我在樂園裡
[00:04:14.000 --> 00:04:17.000]  主耶穌釘死的時候
[00:04:17.000 --> 00:04:22.000]  有六個人受感動信主
[00:04:22.000 --> 00:04:26.000]  其中兩個是強盜
[00:04:26.000 --> 00:04:29.000]  與主同釘的那個是強盜
[00:04:29.000 --> 00:04:31.000]  還有一個
[00:04:31.000 --> 00:04:36.000]  這個在聖經裡面有提到他悔改
[00:04:36.000 --> 00:04:41.000]  但是在教會的傳統裡面有提到
[00:04:41.000 --> 00:04:45.000]  就是那個大盜巴拉巴
[00:04:45.000 --> 00:04:49.000]  原來是應該他被釘死
[00:04:49.000 --> 00:04:52.000]  但是這些人出於嫉妒
[00:04:52.000 --> 00:04:57.000]  就選擇了基督來釘十字架
[00:04:57.000 --> 00:05:02.000]  寧願意饒恕巴拉巴
[00:05:02.000 --> 00:05:08.000]  而不肯讓基督免死
[00:05:08.000 --> 00:05:15.000]  這是猶太人的一個非常可悲的選擇
[00:05:15.000 --> 00:05:18.000]  但是教會歷史相傳
[00:05:18.000 --> 00:05:22.000]  巴拉巴他突然被釋放
[00:05:22.000 --> 00:05:24.000]  他原來預備要死了
[00:05:24.000 --> 00:05:27.000]  忽然得到消息
[00:05:27.000 --> 00:05:29.000]  他不必釘十字架了
[00:05:29.000 --> 00:05:31.000]  不必死了
[00:05:31.000 --> 00:05:36.000]  另外一個人代替他來死
[00:05:36.000 --> 00:05:38.000]  那麼他覺得很稀奇
[00:05:38.000 --> 00:05:41.000]  他一定要看看這個人是誰
[00:05:41.000 --> 00:05:44.000]  是什麼樣的人
[00:05:44.000 --> 00:05:47.000]  他怎麼樣的死法
[00:05:47.000 --> 00:05:50.000]  取代我的地位來死
[00:05:50.000 --> 00:05:55.000]  這是他很強的一個感覺
[00:05:55.000 --> 00:05:59.000]  他被釋放以後就留在十字架附近
[00:05:59.000 --> 00:06:02.000]  在那裡觀望
[00:06:02.000 --> 00:06:06.000]  他在觀望的時候聽見
[00:06:06.000 --> 00:06:10.000]  這位釘在十字架上的耶穌
[00:06:10.000 --> 00:06:14.000]  仍然為那釘死他的人禱告說
[00:06:14.000 --> 00:06:16.000]  父啊赦免他們
[00:06:16.000 --> 00:06:20.000]  因為他們所做的他們不曉得
[00:06:20.000 --> 00:06:25.000]  又聽見他把他的母親交托給門主
[00:06:25.000 --> 00:06:31.000]  他感受到這是一個何等慈愛的人
[00:06:31.000 --> 00:06:35.000]  一個何等寬宏大量有愛心的人
[00:06:35.000 --> 00:06:39.000]  他不瞭解為什麼他被釘死
[00:06:39.000 --> 00:06:44.000]  他也不瞭解為什麼他這個殺人的罪犯
[00:06:44.000 --> 00:06:47.000]  突然被釋放
[00:06:47.000 --> 00:06:51.000]  教父歷史相傳巴拉巴拉後來信主了
[00:06:51.000 --> 00:06:55.000]  就是因為在十字架下親眼看見
[00:06:55.000 --> 00:06:59.000]  親耳聽見耶穌所做所講
[00:06:59.000 --> 00:07:04.000]  他的剛硬的心大受感動
[00:07:04.000 --> 00:07:09.000]  就回來信主改變
[00:07:09.000 --> 00:07:15.000]  所以我們的主他所愛的不是可愛的人
[00:07:15.000 --> 00:07:19.000]  他說我來不是找義人是找罪人
[00:07:19.000 --> 00:07:22.000]  他的門徒當中有稅吏
[00:07:22.000 --> 00:07:25.000]  稅吏當時人很清看的
[00:07:25.000 --> 00:07:29.000]  麻太是個稅吏
[00:07:29.000 --> 00:07:32.000]  但是主耶穌呼召他來跟隨主
[00:07:32.000 --> 00:07:35.000]  主的愛改變他
[00:07:35.000 --> 00:07:38.000]  成了一個使徒
[00:07:38.000 --> 00:07:40.000]  寫了麻太賦音
[00:07:40.000 --> 00:07:45.000]  留下了那麼寶貴的一卷書
[00:07:45.000 --> 00:07:50.000]  在我們的手中也進入我們的心中
[00:07:50.000 --> 00:07:53.000]  這是神的愛
[00:07:53.000 --> 00:07:59.000]  這是主耶穌所表現的神的愛
[00:07:59.000 --> 00:08:01.000]  神愛世人
[00:08:01.000 --> 00:08:03.000]  一切的人
[00:08:03.000 --> 00:08:06.000]  甚至將他的獨生子賜給他們
[00:08:06.000 --> 00:08:10.000]  教他們信他的不知滅亡
[00:08:10.000 --> 00:08:13.000]  凡德永生
[00:08:13.000 --> 00:08:17.000]  由一個宣教士的經驗
[00:08:17.000 --> 00:08:21.000]  見證很感動人
[00:08:21.000 --> 00:08:24.000]  他的這個見證呢
[00:08:24.000 --> 00:08:31.000]  就表示喜歡和愛原來不同
[00:08:31.000 --> 00:08:33.000]  你看見一個人不順眼
[00:08:33.000 --> 00:08:35.000]  你就不喜歡他
[00:08:35.000 --> 00:08:36.000]  但是
[00:08:36.000 --> 00:08:38.000]  如果你有了愛
[00:08:38.000 --> 00:08:42.000]  你這個愛就能夠引起你喜歡
[00:08:42.000 --> 00:08:45.000]  不但愛你說不喜歡的人
[00:08:45.000 --> 00:08:49.000]  而且你會慢慢地喜歡他
[00:08:49.000 --> 00:08:54.000]  這是愛進一步的作用
[00:08:54.000 --> 00:08:57.000]  能夠改變我們的感覺
[00:08:57.000 --> 00:09:02.000]  讓我們開始喜歡我們原來不喜歡的人
[00:09:02.000 --> 00:09:06.000]  但是是從愛入手
[00:09:06.000 --> 00:09:08.000]  相愛這個人
[00:09:08.000 --> 00:09:10.000]  慢慢地感覺到
[00:09:10.000 --> 00:09:17.000]  啊,他並不像我原來所想的那樣的令人不喜歡
[00:09:17.000 --> 00:09:19.000]  這個見證是怎麼樣呢
[00:09:19.000 --> 00:09:22.000]  有一對宣教士夫婦
[00:09:22.000 --> 00:09:29.000]  很奉獻自己到非洲的一個很小的國家去傳福音
[00:09:29.000 --> 00:09:31.000]  他們到了那裡
[00:09:31.000 --> 00:09:34.000]  就發現
[00:09:34.000 --> 00:09:38.000]  那個部落的風俗
[00:09:38.000 --> 00:09:42.000]  非常的令人難以接受
[00:09:42.000 --> 00:09:45.000]  他們的喜歡
[00:09:45.000 --> 00:09:47.000]  他們
[00:09:47.000 --> 00:09:52.000]  對外來的宣教士的那個排斥
[00:09:52.000 --> 00:09:55.000]  那種沒有禮貌
[00:09:55.000 --> 00:10:01.000]  讓他們夫婦兩個人感覺到很難過
[00:10:01.000 --> 00:10:06.000]  無法愛他們
[00:10:06.000 --> 00:10:09.000]  他們就禱告
[00:10:09.000 --> 00:10:12.000]  夫婦兩個懇切地禱告說
[00:10:12.000 --> 00:10:15.000]  主啊,既然你讓我們來
[00:10:15.000 --> 00:10:17.000]  我們如果不愛他們
[00:10:17.000 --> 00:10:22.000]  我們怎麼能夠像他們傳福音那樣長期在這裡工作呢
[00:10:22.000 --> 00:10:25.000]  求你將你的愛賜給我們
[00:10:25.000 --> 00:10:28.000]  讓我們能夠愛他們
[00:10:28.000 --> 00:10:30.000]  他們這樣地求
[00:10:30.000 --> 00:10:32.000]  一直地求
[00:10:32.000 --> 00:10:36.000]  那麼後來真是經歷到神回慶禱告
[00:10:36.000 --> 00:10:41.000]  神發他的愛給了這對宣教士
[00:10:41.000 --> 00:10:46.000]  他們開始用基督的心去看他們想他們
[00:10:46.000 --> 00:10:48.000]  不分析他們的時候就想
[00:10:48.000 --> 00:10:51.000]  基督會怎麼樣呢
[00:10:51.000 --> 00:10:54.000]  面對這樣的人基督會怎麼做呢
[00:10:54.000 --> 00:10:57.000]  他們這樣地來
[00:10:57.000 --> 00:11:04.000]  靠著主把自己帶進一個能愛他們的一個感受中
[00:11:04.000 --> 00:11:07.000]  後來真是
[00:11:07.000 --> 00:11:12.000]  他們可以用愛來面對這些人
[00:11:12.000 --> 00:11:14.000]  但是還是不喜歡他們
[00:11:14.000 --> 00:11:20.000]  愛他們,幫助他們,為他們工作,為他們服務
[00:11:20.000 --> 00:11:26.000]  但是呢,在感覺上還是喜歡不下去
[00:11:26.000 --> 00:11:27.000]  他們繼續禱告
[00:11:27.000 --> 00:11:32.000]  神啊,求禰使我們對他們的愛
[00:11:32.000 --> 00:11:37.000]  能夠影響我們的感覺,感情
[00:11:37.000 --> 00:11:40.000]  後來慢慢慢慢地
[00:11:40.000 --> 00:11:42.000]  是發現他們的好處
[00:11:42.000 --> 00:11:46.000]  就向好的一方面看他們想他們
[00:11:46.000 --> 00:11:49.000]  解釋他們的行動
[00:11:49.000 --> 00:11:52.000]  他們和我們的文化不同
[00:11:52.000 --> 00:11:53.000]  他們這樣做
[00:11:53.000 --> 00:11:57.000]  他們的動機可能和我們所想象的不同
[00:11:57.000 --> 00:12:01.000]  他們的那個表達的方式和我們的文化不同
[00:12:01.000 --> 00:12:07.000]  這樣地盡量地去向好處想,向好處看
[00:12:07.000 --> 00:12:14.000]  最後,真是他們很喜歡這些徒人
[00:12:14.000 --> 00:12:17.000]  他們工作了35年以後
[00:12:17.000 --> 00:12:20.000]  拆會要他們退休回國
[00:12:20.000 --> 00:12:22.000]  他們怎麼樣呢
[00:12:22.000 --> 00:12:27.000]  請求拆會再延長5年
[00:12:27.000 --> 00:12:29.000]  他們不願意離開這些人
[00:12:29.000 --> 00:12:32.000]  捨不得離開這些人
[00:12:32.000 --> 00:12:36.000]  這個見證很寶貴的
[00:12:36.000 --> 00:12:39.000]  就是從愛入手
[00:12:39.000 --> 00:12:42.000]  從主的愛入手
[00:12:42.000 --> 00:12:43.000]  有了愛
[00:12:43.000 --> 00:12:49.000]  愛能夠叫我們慢慢慢慢地喜歡我們不喜歡的人
[00:12:49.000 --> 00:12:53.000]  所以在這第一個分題裡頭
[00:12:53.000 --> 00:12:55.000]  我們首先注意到
[00:12:55.000 --> 00:12:59.000]  喜歡和愛是兩回事
[00:12:59.000 --> 00:13:02.000]  愛是我們自己裡面有的東西
[00:13:02.000 --> 00:13:06.000]  喜歡是根據對方的可愛不可愛
[00:13:06.000 --> 00:13:12.000]  而有的反應主動決定權在對方
[00:13:12.000 --> 00:13:15.000]  這樣的分別之後
[00:13:15.000 --> 00:13:20.000]  那麼就追求神愛這些人的那個愛
[00:13:20.000 --> 00:13:21.000]  有了那個愛以後
[00:13:21.000 --> 00:13:28.000]  再讓這個愛來影響自己的感覺
[00:13:28.000 --> 00:13:35.000]  慢慢慢慢也能夠喜歡那些我們原來不喜歡的人
[00:13:35.000 --> 00:13:39.000]  這是一個極大的改造
[00:13:39.000 --> 00:13:43.000]  這是一個重造
[00:13:43.000 --> 00:13:46.000]  重造一顆心
[00:13:46.000 --> 00:13:49.000]  重造感情
[00:13:49.000 --> 00:13:54.000]  非常非常的寶貴
[00:13:54.000 --> 00:13:58.000]  所以在格林多前書13章
[00:13:58.000 --> 00:14:02.000]  保羅講到愛的意義的時候
[00:14:02.000 --> 00:14:04.000]  在第七節
[00:14:04.000 --> 00:14:09.000]  愛是不計算人的惡
[00:14:09.000 --> 00:14:14.000]  沒有愛就著眼在人的惡上
[00:14:14.000 --> 00:14:15.000]  這樣不好那樣不好
[00:14:15.000 --> 00:14:18.000]  這樣缺點那樣缺點
[00:14:18.000 --> 00:14:21.000]  越計算越多
[00:14:21.000 --> 00:14:23.000]  很會計算
[00:14:23.000 --> 00:14:25.000]  他對不起我
[00:14:25.000 --> 00:14:26.000]  我記賬
[00:14:26.000 --> 00:14:29.000]  永遠不會忘記
[00:14:29.000 --> 00:14:31.000]  這個計算很厲害
[00:14:31.000 --> 00:14:34.000]  很周全
[00:14:34.000 --> 00:14:40.000]  但是愛是不計算人的惡
[00:14:40.000 --> 00:14:42.000]  那麼一不計算以後呢
[00:14:42.000 --> 00:14:46.000]  你就開始慢慢的把你的注意轉移到
[00:14:46.000 --> 00:14:49.000]  啊還有可愛的地方呢
[00:14:49.000 --> 00:14:52.000]  不僅是可討厭的地方
[00:14:52.000 --> 00:14:53.000]  還有可愛的地方呢
[00:14:53.000 --> 00:14:56.000]  就開始不同的著眼點
[00:14:56.000 --> 00:14:59.000]  不同的著眼點產生
[00:14:59.000 --> 00:15:01.000]  不同的發現
[00:15:01.000 --> 00:15:03.000]  不同的發現帶來新的感受
[00:15:03.000 --> 00:15:05.000]  新的結論
[00:15:05.000 --> 00:15:07.000]  啊我還可以喜歡他
[00:15:07.000 --> 00:15:09.000]  我還能喜歡他
[00:15:09.000 --> 00:15:12.000]  慢慢的就真喜歡他了
[00:15:12.000 --> 00:15:14.000]  愛就是這樣的
[00:15:14.000 --> 00:15:16.000]  盲目的
[00:15:16.000 --> 00:15:19.000]  愛又是明亮的眼睛的
[00:15:19.000 --> 00:15:21.000]  看人的好處
[00:15:21.000 --> 00:15:25.000]  你喜歡一個人就會注意他的好處
[00:15:25.000 --> 00:15:29.000]  我記得有一次在香港坐輪渡
[00:15:29.000 --> 00:15:31.000]  到九龍去
[00:15:31.000 --> 00:15:36.000]  一刻鐘的這個時間
[00:15:36.000 --> 00:15:39.000]  那麼坐在我前面那一行的
[00:15:39.000 --> 00:15:40.000]  那一排
[00:15:40.000 --> 00:15:45.000]  長凳上的是一個二十幾歲的媽媽
[00:15:45.000 --> 00:15:52.000]  抱著她的幾個月的小北碑
[00:15:52.000 --> 00:15:54.000]  那麼我就注意到
[00:15:54.000 --> 00:15:57.000]  這個媽媽呢
[00:15:57.000 --> 00:16:05.000]  就一直的在親吻她的這個北碑
[00:16:05.000 --> 00:16:08.000]  我再仔細看看這個北碑
[00:16:08.000 --> 00:16:11.000]  這個北碑流出來很多
[00:16:11.000 --> 00:16:13.000]  媽媽都沒有給她抹
[00:16:13.000 --> 00:16:14.000]  我看看
[00:16:14.000 --> 00:16:16.000]  這面也不乾淨
[00:16:16.000 --> 00:16:18.000]  一桶北碑
[00:16:18.000 --> 00:16:20.000]  哎呀如果叫我去吻她呢
[00:16:20.000 --> 00:16:22.000]  我吻不下去的
[00:16:22.000 --> 00:16:24.000]  但是媽媽抱著她
[00:16:24.000 --> 00:16:25.000]  一會兒吻下
[00:16:25.000 --> 00:16:26.000]  一會兒吻下
[00:16:26.000 --> 00:16:28.000]  我引起好奇心
[00:16:28.000 --> 00:16:30.000]  我就數一數
[00:16:30.000 --> 00:16:31.000]  那一刻鐘啊
[00:16:31.000 --> 00:16:38.000]  她親她的這個北碑五十多次
[00:16:38.000 --> 00:16:39.000]  這是一個發現啊
[00:16:39.000 --> 00:16:40.000]  一個發現
[00:16:40.000 --> 00:16:42.000]  一個佈置
[00:16:42.000 --> 00:16:44.000]  我看這個北碑不可愛
[00:16:44.000 --> 00:16:47.000]  但是媽媽看得很可愛
[00:16:47.000 --> 00:16:48.000]  這是媽媽的眼睛
[00:16:48.000 --> 00:16:52.000]  媽媽的眼睛是愛的眼睛
[00:16:52.000 --> 00:16:54.000]  我們感謝主
[00:16:54.000 --> 00:16:58.000]  我們把喜歡和愛區別之後
[00:16:58.000 --> 00:17:01.000]  然後再重生的愛
[00:17:01.000 --> 00:17:08.000]  再發揮到喜歡那原本不喜歡的人
[00:17:08.000 --> 00:17:11.000]  我們再看第二個本體
[00:17:11.000 --> 00:17:15.000]  得救和得賞
[00:17:15.000 --> 00:17:18.000]  我們看兩節經文
[00:17:18.000 --> 00:17:24.000]  格林多前書三章十四十五
[00:17:24.000 --> 00:17:30.000]  格林多前書第三章十四節十五節
[00:17:30.000 --> 00:17:34.000]  很重要的兩節經文
[00:17:34.000 --> 00:17:38.000]  人在那根基上所建造的工程
[00:17:38.000 --> 00:17:40.000]  若存得住
[00:17:40.000 --> 00:17:42.000]  他就要得賞賜
[00:17:42.000 --> 00:17:44.000]  人的工程若被燒了
[00:17:44.000 --> 00:17:46.000]  他就要受虧損
[00:17:46.000 --> 00:17:49.000]  自己卻要得救
[00:17:49.000 --> 00:17:50.000]  雖然得救
[00:17:50.000 --> 00:17:55.000]  乃像從火里經過的一樣
[00:17:55.000 --> 00:17:57.000]  在這裡提到的人
[00:17:57.000 --> 00:17:58.000]  他得救了
[00:17:58.000 --> 00:18:00.000]  不錯
[00:18:00.000 --> 00:18:01.000]  在這裡暴露
[00:18:01.000 --> 00:18:04.000]  確定說他是得救了
[00:18:04.000 --> 00:18:09.000]  但是好像從火里經過一樣
[00:18:09.000 --> 00:18:12.000]  一個人經過火災
[00:18:12.000 --> 00:18:24.000]  許許多多的所有的東西都被燒光了
[00:18:24.000 --> 00:18:27.000]  一個人逃出來
[00:18:27.000 --> 00:18:30.000]  一切都燒掉
[00:18:30.000 --> 00:18:33.000]  單單一個人逃出來
[00:18:33.000 --> 00:18:39.000]  那就是從火里經過的意思
[00:18:39.000 --> 00:18:41.000]  一切所有的都燒掉了
[00:18:41.000 --> 00:18:44.000]  只剩下自己一條命
[00:18:44.000 --> 00:18:48.000]  這是僅僅得救
[00:18:48.000 --> 00:18:53.000]  那麼另外有的人得救是怎麼樣的呢?
[00:18:53.000 --> 00:18:55.000]  我們看第十二節
[00:18:55.000 --> 00:18:58.000]  十三節
[00:18:58.000 --> 00:19:04.000]  若有人用金銀寶石草木火階在這根基上建造
[00:19:04.000 --> 00:19:07.000]  個人的工程必然險陋
[00:19:07.000 --> 00:19:10.000]  因為那日子要將它表明出來
[00:19:10.000 --> 00:19:12.000]  由火發現
[00:19:12.000 --> 00:19:16.000]  這火要試驗個人的工程怎樣
[00:19:16.000 --> 00:19:20.000]  人在那根基上所建造的工程若存得住
[00:19:20.000 --> 00:19:24.000]  他就要得賞賜
[00:19:24.000 --> 00:19:26.000]  他也得救了
[00:19:26.000 --> 00:19:30.000]  還加賞得賞賜
[00:19:30.000 --> 00:19:33.000]  所以我們看見僅僅得救
[00:19:33.000 --> 00:19:36.000]  像火里經過那樣的得救
[00:19:36.000 --> 00:19:41.000]  來比對得賞賜的得救
[00:19:41.000 --> 00:19:48.000]  這是保羅向格林多的弟兄姊妹傳達的信息
[00:19:48.000 --> 00:19:50.000]  這是他為聖靈感動
[00:19:50.000 --> 00:19:56.000]  告訴基督徒一個重要的信息
[00:19:56.000 --> 00:19:59.000]  如果一個人他得賞
[00:19:59.000 --> 00:20:03.000]  這個得賞不是暫時的好處
[00:20:03.000 --> 00:20:08.000]  那是在天家裡永恆的財富
[00:20:08.000 --> 00:20:10.000]  永恆的榮耀
[00:20:10.000 --> 00:20:12.000]  永恆的地位
[00:20:12.000 --> 00:20:16.000]  永恆的恩典
[00:20:16.000 --> 00:20:19.000]  如果一個人尋失了
[00:20:19.000 --> 00:20:20.000]  僅僅得救
[00:20:20.000 --> 00:20:26.000]  他的尋失也是永恆性的尋失
[00:20:26.000 --> 00:20:27.000]  這個分別呢
[00:20:27.000 --> 00:20:30.000]  如果我們不用心去想呢
[00:20:30.000 --> 00:20:36.000]  我們體會不到那個意義何等重大
[00:20:36.000 --> 00:20:38.000]  在這個世上
[00:20:38.000 --> 00:20:41.000]  我們有什麼物質上的尋失的時候
[00:20:41.000 --> 00:20:43.000]  我們覺得很心痛
[00:20:43.000 --> 00:20:48.000]  但那不過是暫時的尋失
[00:20:48.000 --> 00:20:50.000]  很快就過去了
[00:20:50.000 --> 00:20:52.000]  還是可以補上的
[00:20:52.000 --> 00:20:55.000]  那情況可以轉變的
[00:20:55.000 --> 00:20:58.000]  可以補救的
[00:20:58.000 --> 00:21:01.000]  但是在這裡說說的
[00:21:01.000 --> 00:21:04.000]  得賞或者是尋失虧尋
[00:21:04.000 --> 00:21:08.000]  卻是永永遠遠的
[00:21:08.000 --> 00:21:11.000]  所以那個尋失很大很大
[00:21:11.000 --> 00:21:15.000]  很嚴重的一件事
[00:21:15.000 --> 00:21:17.000]  但是我們讀到這裡的時候
[00:21:17.000 --> 00:21:23.000]  不容易入心的瞭解感受
[00:21:23.000 --> 00:21:25.000]  但是聖靈工作的時候
[00:21:25.000 --> 00:21:28.000]  我忽然發現
[00:21:28.000 --> 00:21:33.000]  是這麼關係重大的一件事
[00:21:33.000 --> 00:21:37.000]  我將來在天上的地位
[00:21:37.000 --> 00:21:40.000]  部分的等級
[00:21:40.000 --> 00:21:44.000]  是這樣的決定的
[00:21:44.000 --> 00:21:46.000]  我必須認真
[00:21:46.000 --> 00:21:50.000]  我必須正視這件事
[00:21:50.000 --> 00:21:52.000]  不可掉以輕心
[00:21:52.000 --> 00:21:56.000]  讓它在我的感受中滑過去
[00:21:56.000 --> 00:21:57.000]  又想知道
[00:21:57.000 --> 00:22:01.000]  又沒有真知道
[00:22:01.000 --> 00:22:03.000]  所以不起作用
[00:22:03.000 --> 00:22:05.000]  知道了知道了
[00:22:05.000 --> 00:22:08.000]  心裡沒有感動
[00:22:08.000 --> 00:22:13.000]  所以沒有得到這個信息
[00:22:13.000 --> 00:22:16.000]  所以保羅和格林多的弟兄姊妹
[00:22:16.000 --> 00:22:19.000]  聽清楚想清楚
[00:22:19.000 --> 00:22:24.000]  知道它的永恆性的意義
[00:22:24.000 --> 00:22:26.000]  所以主耶穌說
[00:22:26.000 --> 00:22:30.000]  你要積攢財寶在天上
[00:22:30.000 --> 00:22:33.000]  那是永遠的財寶
[00:22:33.000 --> 00:22:37.000]  那個價值無法估計
[00:22:37.000 --> 00:22:41.000]  所以每個基督徒應該對主說的
[00:22:41.000 --> 00:22:45.000]  和保羅在這裡說的來體會
[00:22:45.000 --> 00:22:49.000]  來真的從內心的深處去瞭解
[00:22:49.000 --> 00:22:54.000]  這件事的永恆性的那一個價值
[00:22:54.000 --> 00:22:57.000]  我順便提一件事
[00:22:57.000 --> 00:23:00.000]  有一次我跟一個青年人談話
[00:23:00.000 --> 00:23:03.000]  他問我一個問題
[00:23:03.000 --> 00:23:10.000]  他說聖經要我們追求賞賜
[00:23:10.000 --> 00:23:18.000]  他說他感覺這個教導好像有問題
[00:23:18.000 --> 00:23:25.000]  他說我為了愛主來做每一件事
[00:23:25.000 --> 00:23:28.000]  我不是為了賞賜
[00:23:28.000 --> 00:23:32.000]  如果為了賞賜我覺得是低等的動機
[00:23:32.000 --> 00:23:36.000]  我應該是不要想賞賜
[00:23:36.000 --> 00:23:39.000]  甚至不要賞賜
[00:23:39.000 --> 00:23:40.000]  就是為了主
[00:23:40.000 --> 00:23:43.000]  主愛我我要回應他的愛
[00:23:43.000 --> 00:23:45.000]  就是這麼多了
[00:23:45.000 --> 00:23:48.000]  他說聖經里講要我們得賞賜
[00:23:48.000 --> 00:23:51.000]  得賞賜好像很自私
[00:23:51.000 --> 00:23:53.000]  很自我中心
[00:23:53.000 --> 00:23:56.000]  他問我你覺得怎麼樣
[00:23:56.000 --> 00:23:59.000]  我想的對不對
[00:23:59.000 --> 00:24:02.000]  我聽見了很受感動
[00:24:02.000 --> 00:24:04.000]  一個青年人
[00:24:04.000 --> 00:24:08.000]  也不過是二十一二歲的青年人
[00:24:08.000 --> 00:24:10.000]  竟然有這樣的感受
[00:24:10.000 --> 00:24:12.000]  很難得
[00:24:12.000 --> 00:24:14.000]  就是為了主的愛
[00:24:14.000 --> 00:24:16.000]  不是為了賞賜
[00:24:16.000 --> 00:24:18.000]  有沒有賞賜不在乎
[00:24:18.000 --> 00:24:22.000]  很少記得聖經是這樣
[00:24:22.000 --> 00:24:26.000]  但是這個問題怎麼解答呢
[00:24:26.000 --> 00:24:32.000]  聖經明明地要我們有得賞賜的心
[00:24:32.000 --> 00:24:35.000]  和追求和希望
[00:24:35.000 --> 00:24:40.000]  在聖經里很清楚有這樣的教導
[00:24:40.000 --> 00:24:42.000]  這是錯的嗎
[00:24:42.000 --> 00:24:44.000]  他一問我的時候
[00:24:44.000 --> 00:24:48.000]  我當時好像不曉得怎麼回答
[00:24:48.000 --> 00:24:56.000]  但是我們內心跟著去有一個瞭解
[00:24:56.000 --> 00:24:58.000]  我就對他說
[00:24:58.000 --> 00:25:01.000]  我問你一個問題
[00:25:01.000 --> 00:25:04.000]  一個媽媽有孩子做事
[00:25:04.000 --> 00:25:08.000]  孩子為了愛媽媽做了
[00:25:08.000 --> 00:25:10.000]  那麼這個孩子說
[00:25:10.000 --> 00:25:12.000]  媽媽為了愛你做的
