
[00:00:00.000 --> 00:00:02.280]  大家或許會記得一位人物
[00:01:47.600 --> 00:01:51.120]  喜樂的道是從基督而來的
[00:01:51.400 --> 00:01:54.200]  因此今天讀的《耳塞書》五十五章
[00:01:54.200 --> 00:01:56.640]  正是將這份喜樂的真道
[00:01:56.640 --> 00:01:58.640]  來講解給我們聽
[00:01:58.640 --> 00:02:00.920]  大家一起看開剛才讀過的
[00:02:00.920 --> 00:02:04.040]  《耳塞書》第五十五章
[00:02:04.040 --> 00:02:13.120]  這張聖經是聖經裡面各章裡面
[00:02:13.120 --> 00:02:16.160]  其中一章非常之完美的聖經
[00:02:16.160 --> 00:02:18.680]  裡面的詞組、裡面的內容
[00:02:18.920 --> 00:02:21.520]  好像一首詩詞很美妙
[00:02:21.520 --> 00:02:24.040]  是值得我們常常小心去讀的
[00:02:24.040 --> 00:02:27.280]  開始的時候聖經就提及這位上帝
[00:02:27.280 --> 00:02:31.560]  很熱情地邀請我們去領受祂自己的福氣
[00:02:31.560 --> 00:02:34.280]  祂熱情地請我們來吧來吧
[00:02:34.280 --> 00:02:36.600]  在第五十五章第一節說
[00:02:36.600 --> 00:02:39.000]  「管你們一切乾渴的
[00:02:39.000 --> 00:02:42.520]  都當就近水來
[00:02:42.520 --> 00:02:44.680]  沒有銀錢的也可以來
[00:02:44.680 --> 00:02:46.680]  你們都來買了吃
[00:02:46.880 --> 00:02:49.200]  不用銀錢、不用價值
[00:02:49.200 --> 00:02:52.720]  也來買酒和奶」
[00:02:52.720 --> 00:02:56.520]  聖經提到這位上帝知道我們乾渴
[00:02:56.520 --> 00:02:59.640]  知道我們心靈的貧乏
[00:02:59.640 --> 00:03:01.840]  就呼喚我們你們來吧
[00:03:01.840 --> 00:03:04.480]  來領受我給你們的豐富
[00:03:04.480 --> 00:03:06.520]  聖經提到說
[00:03:06.520 --> 00:03:08.080]  「你們不用擔心
[00:03:08.080 --> 00:03:09.760]  不用擔心你們沒有錢
[00:03:09.760 --> 00:03:10.680]  給不起
[00:03:10.680 --> 00:03:12.560]  買不到這份恩典
[00:03:12.560 --> 00:03:14.880]  聖經說沒有錢的也可以來
[00:03:14.880 --> 00:03:16.880]  我要白白地給你們
[00:03:16.880 --> 00:03:18.560]  只要你們來到
[00:03:18.560 --> 00:03:21.200]  帶著一個平安的心去知取
[00:03:21.200 --> 00:03:22.680]  就給你們」
[00:03:22.680 --> 00:03:25.040]  在當中向所有的人
[00:03:25.040 --> 00:03:27.680]  來發出一個很熱情的邀請
[00:03:27.680 --> 00:03:30.680]  我記得當我自己有一年
[00:03:30.680 --> 00:03:33.600]  在美國進修的時候
[00:03:33.600 --> 00:03:36.200]  去到當地找一個比較好的
[00:03:36.200 --> 00:03:37.720]  或者大一點的地方
[00:03:37.720 --> 00:03:41.560]  讓我一個家庭可以在裡面住一段短時間
[00:03:42.360 --> 00:03:43.560]  當時到處去問
[00:03:43.560 --> 00:03:45.320]  似乎也沒有什麼地方
[00:03:45.320 --> 00:03:47.800]  後來突然間收到一個電話
[00:03:47.800 --> 00:03:49.280]  一對夫婦
[00:03:49.280 --> 00:03:50.800]  一對夫婦的朋友
[00:03:50.800 --> 00:03:52.400]  他們打電話給我
[00:03:52.400 --> 00:03:54.760]  他們說知道我在這裡找地方
[00:03:54.760 --> 00:03:56.920]  我們有一個地方
[00:03:56.920 --> 00:03:58.600]  你不如來我們這裡住
[00:03:58.600 --> 00:04:01.440]  我們平時不用那個地方
[00:04:01.440 --> 00:04:04.120]  我去到的時候覺得很快樂
[00:04:04.120 --> 00:04:06.200]  因為一個很大的地方
[00:04:06.200 --> 00:04:07.440]  足夠我們用
[00:04:07.440 --> 00:04:08.560]  不單這樣
[00:04:08.560 --> 00:04:09.400]  我就問他們
[00:04:09.400 --> 00:04:12.040]  不如你給我一些租金
[00:04:13.040 --> 00:04:14.960]  這對夫婦很清楚
[00:04:14.960 --> 00:04:16.440]  很決絕地說
[00:04:16.440 --> 00:04:17.160]  不用
[00:04:17.160 --> 00:04:19.320]  不需要你付什麼代價
[00:04:19.320 --> 00:04:22.000]  後來當我們搬進去的時候就發覺
[00:04:22.000 --> 00:04:24.720]  他不單止預備了很多物品給我們
[00:04:24.720 --> 00:04:26.400]  連雪櫃的食物
[00:04:26.400 --> 00:04:27.600]  他都預備了
[00:04:27.600 --> 00:04:31.240]  我們感到很被款待
[00:04:31.240 --> 00:04:32.760]  心裡面很感謝神
[00:04:32.760 --> 00:04:34.760]  有些時候我們會經歷到
[00:04:34.760 --> 00:04:35.880]  在人之間
[00:04:35.880 --> 00:04:36.920]  人際之間
[00:04:36.920 --> 00:04:39.040]  別人對我們的恩情
[00:04:39.040 --> 00:04:41.120]  很熱情地來吧
[00:04:41.120 --> 00:04:42.560]  不需要付什麼代價
[00:04:42.560 --> 00:04:43.520]  你只是來
[00:04:43.520 --> 00:04:44.440]  我們很歡喜
[00:04:44.440 --> 00:04:45.880]  來招待你
[00:04:45.880 --> 00:04:48.200]  但是最大的招待
[00:04:48.200 --> 00:04:49.920]  最熱情的款待
[00:04:49.920 --> 00:04:51.840]  是一位天地的主宰
[00:04:51.840 --> 00:04:53.160]  他向我們發出呼籲
[00:04:53.160 --> 00:04:54.040]  來吧
[00:04:54.040 --> 00:04:56.680]  凡是乾渴的都可以來
[00:04:56.680 --> 00:04:58.160]  你來
[00:04:58.160 --> 00:04:59.360]  不用銀錢
[00:04:59.360 --> 00:05:01.400]  買酒和奶
[00:05:01.400 --> 00:05:04.160]  是在表示一些上好的東西
[00:05:04.160 --> 00:05:06.440]  來白白賜給我們
[00:05:06.440 --> 00:05:08.440]  在聖誕節的時候
[00:05:08.440 --> 00:05:10.360]  正是因為疫情的要約
[00:05:10.360 --> 00:05:11.560]  告訴我們
[00:05:11.560 --> 00:05:14.680]  這位主邀請我們到祂的面前
[00:05:14.680 --> 00:05:16.200]  聖經說
[00:05:16.200 --> 00:05:18.520]  你們為什麼做一些不同的事呢?
[00:05:18.520 --> 00:05:19.560]  在第二節說
[00:05:19.560 --> 00:05:21.680]  你們為何花錢
[00:05:21.680 --> 00:05:24.240]  賣那不足為食物的
[00:05:24.240 --> 00:05:26.240]  用勞碌得來的
[00:05:26.240 --> 00:05:28.800]  賣那不使人飽足的呢?
[00:05:28.800 --> 00:05:31.280]  你們要留意聽我的話
[00:05:31.280 --> 00:05:32.840]  就讓吃那美物
[00:05:32.840 --> 00:05:34.400]  得享肥金
[00:05:34.400 --> 00:05:36.080]  心中喜樂
[00:05:36.080 --> 00:05:37.800]  聖經說
[00:05:37.800 --> 00:05:40.040]  你們不要耗費自己的力量
[00:05:40.160 --> 00:05:43.040]  去找一些得不到滿足的東西
[00:05:43.040 --> 00:05:45.880]  你們為什麼去勞碌
[00:05:45.880 --> 00:05:48.600]  去買那些不能使人飽足的呢?
[00:05:48.600 --> 00:05:50.880]  這句話正是描寫著
[00:05:50.880 --> 00:05:52.640]  整個世界的現實
[00:05:52.640 --> 00:05:55.080]  這個世界最大的矛盾就是
[00:05:55.080 --> 00:05:56.960]  人是不斷的勞苦
[00:05:56.960 --> 00:05:59.840]  去尋找得到自己的理想
[00:05:59.840 --> 00:06:01.720]  但得到之後
[00:06:01.720 --> 00:06:03.680]  卻是發覺這些理想
[00:06:03.680 --> 00:06:06.120]  完全滿足不了自己的內心
[00:06:06.120 --> 00:06:08.560]  我不單單說金錢
[00:06:08.680 --> 00:06:11.080]  也說了很多人熱切追求的
[00:06:11.080 --> 00:06:12.440]  他自己的理想
[00:06:12.440 --> 00:06:13.520]  他的名譽
[00:06:13.520 --> 00:06:14.560]  他的地位
[00:06:14.560 --> 00:06:16.760]  聖經說
[00:06:16.760 --> 00:06:19.800]  不要去買那些不足為食物的
[00:06:19.800 --> 00:06:23.000]  反而你要留意聽我的話
[00:06:23.000 --> 00:06:24.280]  留意聽
[00:06:24.280 --> 00:06:25.080]  聖經接著說
[00:06:25.080 --> 00:06:27.840]  你要則以聽第三節說
[00:06:27.840 --> 00:06:30.680]  你們當就近我來
[00:06:30.680 --> 00:06:32.320]  則以而聽
[00:06:32.320 --> 00:06:34.160]  就必存活
[00:06:34.160 --> 00:06:36.680]  神要指示我們一個道理
[00:06:36.680 --> 00:06:37.880]  是什麼道理呢?
[00:06:38.200 --> 00:06:42.440]  就是神要赦免人的罪的道理
[00:06:42.440 --> 00:06:43.960]  要我們留心聽
[00:06:43.960 --> 00:06:45.200]  要我們則以聽
[00:06:45.200 --> 00:06:46.120]  意味著
[00:06:46.120 --> 00:06:47.800]  叫我們不要輕忽
[00:06:47.800 --> 00:06:51.200]  是關乎我們永遠的前途的
[00:06:51.200 --> 00:06:53.800]  如果不小心聽
[00:06:53.800 --> 00:06:56.600]  就是失去了很大很大的福氣
[00:06:56.600 --> 00:06:58.720]  所以聖經呼籲我們
[00:06:58.720 --> 00:06:59.920]  要則以去聽
[00:06:59.920 --> 00:07:01.880]  這個最重要的真理
[00:07:01.880 --> 00:07:03.680]  當你領受的時候
[00:07:03.680 --> 00:07:06.000]  你就得享肥金
[00:07:06.520 --> 00:07:08.400]  肥金這兩個字在聖經裡面
[00:07:08.400 --> 00:07:10.840]  是描述著很多豐富
[00:07:10.840 --> 00:07:13.320]  很多滿足的一種狀況
[00:07:13.320 --> 00:07:15.320]  有人說
[00:07:15.320 --> 00:07:17.600]  聖誕節最大的禮物
[00:07:17.600 --> 00:07:18.880]  是主耶穌
[00:07:18.880 --> 00:07:20.160]  我們很同意
[00:07:20.160 --> 00:07:22.680]  聖經同時
[00:07:22.680 --> 00:07:23.800]  也告訴我們
[00:07:23.800 --> 00:07:25.040]  領受這份禮物
[00:07:25.040 --> 00:07:26.840]  就是最大的禮物
[00:07:26.840 --> 00:07:27.960]  當然
[00:07:27.960 --> 00:07:29.840]  如果你有機會在聖誕節期間
[00:07:29.840 --> 00:07:31.680]  有幾天的假期的時候
[00:07:31.680 --> 00:07:34.200]  你能夠和你的家人一起歡聚
[00:07:34.520 --> 00:07:37.120]  享受和諧的歡笑的時刻
[00:07:37.120 --> 00:07:39.040]  這也是一份大的禮物
[00:07:39.040 --> 00:07:40.440]  聖經說
[00:07:40.440 --> 00:07:42.640]  當你領受神的恩惠的時候
[00:07:42.640 --> 00:07:44.240]  神要賜福給你
[00:07:44.240 --> 00:07:45.640]  恩待你
[00:07:45.640 --> 00:07:47.920]  你就享受肥金
[00:07:47.920 --> 00:07:49.560]  心中快樂
[00:07:49.560 --> 00:07:51.240]  聖經說
[00:07:51.240 --> 00:07:53.800]  「我必與你門立永約」
[00:07:53.800 --> 00:07:56.920]  是永久的固定的約
[00:07:56.920 --> 00:08:01.280]  「就是應許大位那可靠的恩典」
[00:08:01.280 --> 00:08:03.640]  「可靠的恩典」這幾個字
[00:08:03.760 --> 00:08:05.160]  好像很平常
[00:08:05.160 --> 00:08:06.880]  但其實是指
[00:08:06.880 --> 00:08:08.320]  這位尼塞亞基督
[00:08:08.320 --> 00:08:11.240]  神應許將祂賜給我們
[00:08:11.240 --> 00:08:14.640]  在《舍曇傳》第十三章三十四節
[00:08:14.640 --> 00:08:16.560]  大家或者不需要翻
[00:08:16.560 --> 00:08:19.320]  聖經當時引用這句經文
[00:08:19.320 --> 00:08:21.440]  是描寫尼塞亞的
[00:08:21.440 --> 00:08:24.040]  「可靠的恩典」
[00:08:24.040 --> 00:08:25.880]  就是神要賜給我們
[00:08:25.880 --> 00:08:29.200]  應許要透過大位的一個後裔
[00:08:29.200 --> 00:08:31.080]  將救恩賜給我們
[00:08:32.320 --> 00:08:35.520]  我自己的兒子在加拿大讀大學
[00:08:35.520 --> 00:08:37.400]  他跟我們說
[00:08:37.400 --> 00:08:40.000]  有一次在屋泰華的地方
[00:08:40.000 --> 00:08:41.080]  有一個家庭
[00:08:41.080 --> 00:08:44.360]  一對夫婦有一間很大的大屋
[00:08:44.360 --> 00:08:45.760]  很華麗的大屋
[00:08:45.760 --> 00:08:48.960]  邀請他去過感恩節
[00:08:48.960 --> 00:08:52.360]  他怎能肯定他能去到呢?
[00:08:52.360 --> 00:08:55.320]  他怎知道這個邀請是真實的呢?
[00:08:55.320 --> 00:08:57.280]  是否真的有人請他去
[00:08:57.280 --> 00:09:00.080]  享受幾天感恩節的假期呢?
[00:09:00.080 --> 00:09:01.920]  他很放心
[00:09:01.920 --> 00:09:03.560]  他知道是確定的
[00:09:03.560 --> 00:09:05.880]  因為這對夫婦的兒子
[00:09:05.880 --> 00:09:08.160]  就是我兒子的同屋
[00:09:08.160 --> 00:09:09.680]  是他的同學
[00:09:09.680 --> 00:09:11.880]  到時候
[00:09:11.880 --> 00:09:13.120]  他的兒子
[00:09:13.120 --> 00:09:14.240]  屋主的兒子
[00:09:14.240 --> 00:09:15.560]  就在家裏
[00:09:15.560 --> 00:09:16.800]  即是宿舍裏
[00:09:16.800 --> 00:09:18.400]  就帶我的兒子
[00:09:18.400 --> 00:09:21.720]  坐灰色的巴士
[00:09:21.720 --> 00:09:22.880]  大家知道的Greyhound
[00:09:22.880 --> 00:09:26.000]  然後就很準確地
[00:09:26.000 --> 00:09:28.160]  帶他去到那間屋裏
[00:09:28.160 --> 00:09:30.920]  當中的父母歡迎他們
[00:09:30.920 --> 00:09:32.920]  包括他的兒子和他的朋友
[00:09:32.920 --> 00:09:35.200]  一起歡聚聖誕
[00:09:35.200 --> 00:09:36.600]  這個感恩的節
[00:09:36.600 --> 00:09:39.120]  聖經提到
[00:09:39.120 --> 00:09:43.440]  我們怎知道神要將確實的因典賜給我們
[00:09:43.440 --> 00:09:45.800]  主耶穌來到世上
[00:09:45.800 --> 00:09:47.120]  告訴我們
[00:09:47.120 --> 00:09:49.920]  「我就是道路、真理和生命」
[00:09:49.920 --> 00:09:51.800]  「你們只管跟從我」
[00:09:51.800 --> 00:09:55.120]  「我帶你們去到永恆的恩惠裏」
[00:09:55.120 --> 00:09:59.320]  這個被稱為可靠的因典
[00:10:00.280 --> 00:10:01.880]  是我們確實知道
[00:10:01.880 --> 00:10:04.400]  是神要定義賜給我們的
[00:10:04.400 --> 00:10:05.920]  這位尼沙基督
[00:10:05.920 --> 00:10:07.440]  聖經如何描寫他呢?
[00:10:07.440 --> 00:10:08.840]  在第四節說
[00:10:08.840 --> 00:10:12.360]  「我以納他作萬民的見證」
[00:10:12.360 --> 00:10:15.480]  「為萬民的君王和司令」
[00:10:15.480 --> 00:10:17.200]  三個描寫
[00:10:17.200 --> 00:10:20.240]  見證、君王和司令
[00:10:20.240 --> 00:10:22.480]  耶穌基督來到世上
[00:10:22.480 --> 00:10:25.360]  祂將神永恆的救恩向我們講述
[00:10:25.360 --> 00:10:27.920]  見證這位天地的上帝
[00:10:27.920 --> 00:10:29.720]  祂是見證者
[00:10:29.920 --> 00:10:31.040]  祂是君王
[00:10:31.040 --> 00:10:32.440]  祂是司令
[00:10:32.440 --> 00:10:37.600]  司令是成就偉大救恩工作的司令
[00:10:37.600 --> 00:10:40.600]  這位基督耶穌
[00:10:40.600 --> 00:10:42.360]  祂就是一個這樣的身份
[00:10:42.360 --> 00:10:45.120]  叫萬人能夠領受救恩
[00:10:45.120 --> 00:10:47.000]  我們再看第五節
[00:10:47.000 --> 00:10:51.800]  「你素不認識的國民也必召來」
[00:10:51.800 --> 00:10:56.240]  「素不認識你的國民也必向你奔跑」
[00:10:56.240 --> 00:10:58.040]  「道因耶和華是你的神」
[00:10:58.040 --> 00:10:59.400]  「也是你的聖者」
[00:10:59.560 --> 00:11:02.160]  「因為祂已經榮耀你」
[00:11:02.160 --> 00:11:06.480]  這位尼塞亞呼召萬民歸向他
[00:11:06.480 --> 00:11:09.480]  萬民向主奔跑
[00:11:09.480 --> 00:11:12.200]  意味著一種很快暢、很興奮
[00:11:12.200 --> 00:11:14.360]  很願意的態度
[00:11:14.360 --> 00:11:17.840]  我看到一段文字說到
[00:11:17.840 --> 00:11:20.480]  在第一次世界大戰的時候
[00:11:20.480 --> 00:11:23.520]  當時很多國家參與在戰爭裡面
[00:11:23.520 --> 00:11:26.720]  1914年當時的聖誕節
[00:11:27.160 --> 00:11:29.760]  他們宣佈暫時停火
[00:11:29.760 --> 00:11:33.240]  他們一起在戰爭當中暫停
[00:11:33.240 --> 00:11:34.680]  慶祝聖誕節
[00:11:34.680 --> 00:11:38.240]  那天在西伯利亞的集中營
[00:11:38.240 --> 00:11:40.040]  一個戰俘營
[00:11:40.040 --> 00:11:43.000]  當時有德國、澳大利亞
[00:11:43.000 --> 00:11:44.480]  還有很多歐洲國家
[00:11:44.480 --> 00:11:45.960]  包括匈牙利等等
[00:11:45.960 --> 00:11:48.880]  很多戰俘在這個軍營裡面
[00:11:48.880 --> 00:11:50.680]  這個戰俘營裡面
[00:11:50.680 --> 00:11:54.360]  當天晚上一群戰俘
[00:11:54.480 --> 00:11:57.520]  他們就一起去慶祝聚會
[00:11:57.520 --> 00:12:03.240]  他們一起在台上唱「平安夜」
[00:12:03.240 --> 00:12:06.440]  來自不同國家的戰俘
[00:12:06.440 --> 00:12:07.720]  很多是基督徒
[00:12:07.720 --> 00:12:09.640]  他們就唱「平安夜」
[00:12:09.640 --> 00:12:11.280]  唱的時候
[00:12:11.280 --> 00:12:13.800]  當中有一些俄國的軍官
[00:12:13.800 --> 00:12:17.080]  他們一邊聽一邊看這個情況
[00:12:17.080 --> 00:12:20.000]  他們不期然流出眼淚
[00:12:20.000 --> 00:12:23.440]  其中一個軍官用德國話
[00:12:23.440 --> 00:12:27.000]  用德文向這群歐洲的戰俘說
[00:12:27.000 --> 00:12:29.680]  他說自從開戰以來
[00:12:29.680 --> 00:12:34.000]  我第一次覺得我們之間不是仇敵
[00:12:34.000 --> 00:12:39.240]  這件事情一直被記述下來到今天
[00:12:39.240 --> 00:12:41.640]  在人的內心何等盼望
[00:12:41.640 --> 00:12:44.800]  眾民族都能夠同心合意
[00:12:44.800 --> 00:12:46.640]  唱「平安夜」的詩歌
[00:12:46.640 --> 00:12:49.720]  都渴望能夠歸向一位的真神
[00:12:49.920 --> 00:12:53.480]  都渴望之間沒有戰爭有和平
[00:12:53.480 --> 00:12:56.560]  萬民要歸向一位的主
[00:12:56.560 --> 00:12:58.080]  有一天我們要見到
[00:12:58.080 --> 00:13:02.040]  萬族萬民要向主奔跑
[00:13:02.040 --> 00:13:04.120]  因為祂呼召我們
[00:13:04.120 --> 00:13:05.800]  一同歸向祂
[00:13:05.800 --> 00:13:07.360]  來創下基督
[00:13:07.360 --> 00:13:09.360]  將人之間的隔膜
[00:13:09.360 --> 00:13:11.680]  淫慮除去
[00:13:11.680 --> 00:13:13.600]  帶來真正的和平
[00:13:13.600 --> 00:13:16.000]  我們再看第二部分
[00:13:16.000 --> 00:13:17.120]  聖經再說到
[00:13:17.360 --> 00:13:20.640]  不僅神邀約我們去這份恩惠裡面
[00:13:20.640 --> 00:13:23.960]  更加見到很多人很歡喜地赴約
[00:13:23.960 --> 00:13:25.440]  第六節說
[00:13:25.440 --> 00:13:29.040]  「當趁耶和華可尋找的時候尋找他
[00:13:29.040 --> 00:13:31.760]  相近的時候求告他
[00:13:31.760 --> 00:13:34.320]  惡人當離棄自己的道路
[00:13:34.320 --> 00:13:35.520]  不義的人
[00:13:35.520 --> 00:13:37.760]  當除掉自己的意念
[00:13:37.760 --> 00:13:39.200]  歸向耶和華
[00:13:39.200 --> 00:13:41.200]  耶和華就必連恤他
[00:13:41.200 --> 00:13:43.280]  當歸向我們的神
[00:13:43.280 --> 00:13:46.680]  因為神必廣行赦免」
[00:13:47.480 --> 00:13:48.480]  請提醒我們
[00:13:48.480 --> 00:13:50.960]  要趁著機會去尋求主
[00:13:50.960 --> 00:13:53.240]  機會不是常常有的
[00:13:53.240 --> 00:13:54.760]  要把握著時機
[00:13:54.760 --> 00:13:57.200]  來領受這份救恩
[00:13:57.200 --> 00:14:00.320]  要遠離自己很多錯誤的道路
[00:14:00.320 --> 00:14:03.200]  一位賭徒
[00:14:03.200 --> 00:14:07.880]  當他去參加福音戒賭的活動的時候
[00:14:07.880 --> 00:14:11.840]  在當中他見到太太和自己的子女都有參與
[00:14:11.840 --> 00:14:15.040]  在過程當中分享一些往事
[00:14:15.600 --> 00:14:17.840]  太太和子女就在哭泣
[00:14:17.840 --> 00:14:20.120]  哭得很悲哀
[00:14:20.120 --> 00:14:21.560]  很傷痛
[00:14:21.560 --> 00:14:23.280]  這位男士說
[00:14:23.280 --> 00:14:25.720]  當時我見到太太哭泣的時候
[00:14:25.720 --> 00:14:27.440]  我才深刻體會
[00:14:27.440 --> 00:14:29.240]  原來自己的錯失
[00:14:29.240 --> 00:14:31.920]  帶給家人這麼大的傷害
[00:14:31.920 --> 00:14:33.880]  在那時候
[00:14:33.880 --> 00:14:35.440]  他說我要改變
[00:14:35.440 --> 00:14:38.840]  他深刻體會
[00:14:38.840 --> 00:14:39.920]  我要去改變
[00:14:39.920 --> 00:14:41.120]  我要去迴轉
[00:14:41.120 --> 00:14:42.880]  我要去信靠耶穌
[00:14:44.280 --> 00:14:46.760]  人有時候走在錯誤的路上
[00:14:46.760 --> 00:14:48.440]  不知道自己走在錯誤的路上
[00:14:48.440 --> 00:14:49.920]  不知道迴轉
[00:14:49.920 --> 00:14:52.600]  但在神的真光照耀的時候
[00:14:52.600 --> 00:14:53.800]  就呼籲我們
[00:14:53.800 --> 00:14:55.880]  惡人離開自己的路
[00:14:55.880 --> 00:14:57.800]  迴轉歸向神
[00:14:57.800 --> 00:14:59.960]  除掉自己的意念
[00:14:59.960 --> 00:15:02.760]  然後聖經在第八節說
[00:15:02.760 --> 00:15:06.360]  耶穌說:我的意念非同你們的意念
[00:15:06.360 --> 00:15:08.920]  我的道路非同你們的道路
[00:15:08.920 --> 00:15:10.760]  天怎樣高過地
[00:15:10.760 --> 00:15:14.240]  照樣我的道路高過你們的道路
[00:15:14.320 --> 00:15:17.680]  我的意念高過你們的意念
[00:15:17.680 --> 00:15:20.760]  之前說到的是惡人的道路
[00:15:20.760 --> 00:15:23.240]  是不義的人的意念
[00:15:23.240 --> 00:15:25.280]  現在說的是什麼道路
[00:15:25.280 --> 00:15:26.360]  什麼意念呢?
[00:15:26.360 --> 00:15:28.400]  是神的道路
[00:15:28.400 --> 00:15:29.960]  是神的意念
[00:15:29.960 --> 00:15:31.200]  是正直的
[00:15:31.200 --> 00:15:32.640]  是正義的路
[00:15:32.640 --> 00:15:35.040]  是永恆的道
[00:15:35.040 --> 00:15:36.800]  相對於剛才所說的
[00:15:36.800 --> 00:15:39.200]  是一個完全不同的路
[00:15:39.200 --> 00:15:42.760]  神呼籲我們走的是祂自己的路
[00:15:43.360 --> 00:15:44.920]  在聖經第八節
[00:15:44.920 --> 00:15:47.640]  很強調「非同」的意思
[00:15:47.640 --> 00:15:49.640]  在原來的聖經
[00:15:49.640 --> 00:15:53.000]  這個字眼是極之大的強調語句
[00:15:53.000 --> 00:15:54.600]  不同你們的路
[00:15:54.600 --> 00:15:55.640]  我是公義的路
[00:15:55.640 --> 00:15:56.880]  是正直的路
[00:15:56.880 --> 00:15:59.400]  你們不要再跟隨自己的路
[00:15:59.400 --> 00:16:02.320]  你們要跟著我正直的路
[00:16:02.320 --> 00:16:04.560]  祂說:何時你轉向神
[00:16:04.560 --> 00:16:07.000]  耶和華就必連續我們
[00:16:07.000 --> 00:16:09.080]  大家已經知道
[00:16:09.080 --> 00:16:10.320]  也很深刻地明白
[00:16:10.320 --> 00:16:11.160]  一個人
[00:16:11.160 --> 00:16:13.240]  如果他在浮沙裡面
[00:16:13.720 --> 00:16:14.520]  在浮沙裡面
[00:16:14.520 --> 00:16:16.520]  當他不斷向下沉的時候
[00:16:16.520 --> 00:16:19.000]  他能不能夠自己救自己
[00:16:19.000 --> 00:16:22.360]  他是沒有辦法自救的
[00:16:22.360 --> 00:16:25.720]  但當他願意呼求人幫助他的時候
[00:16:25.720 --> 00:16:28.560]  有人用方法將他的手拉上來
[00:16:28.560 --> 00:16:30.120]  他就得到拯救
[00:16:30.120 --> 00:16:32.320]  這位彌賽亞呼籲
[00:16:32.320 --> 00:16:34.000]  你們向我尋求
[00:16:34.000 --> 00:16:35.000]  轉向我
[00:16:35.000 --> 00:16:36.680]  你們呼籲我的時候
[00:16:36.680 --> 00:16:39.040]  我就必連續你
[00:16:39.040 --> 00:16:41.800]  我會廣行赦免
[00:16:42.640 --> 00:16:45.560]  這位神向我們發出他的應許
[00:16:45.560 --> 00:16:47.320]  然後第十節說
[00:16:47.320 --> 00:16:49.880]  他說:與說從天而降
[00:16:49.880 --> 00:16:51.320]  並不返回
[00:16:51.320 --> 00:16:53.200]  卻滋潤地土
[00:16:53.200 --> 00:16:55.520]  聖經描寫著
[00:16:55.520 --> 00:16:57.040]  神自己的說話
[00:16:57.040 --> 00:16:58.760]  要成就
[00:16:58.760 --> 00:17:01.000]  他決意要成就的事情
[00:17:01.000 --> 00:17:02.680]  他宣告要成就的事情
[00:17:02.680 --> 00:17:04.600]  是沒有人能夠阻擋的
[00:17:04.600 --> 00:17:06.800]  是必要承傳的
[00:17:06.800 --> 00:17:07.800]  第一
[00:17:07.800 --> 00:17:08.800]  他要拯救
[00:17:08.800 --> 00:17:09.480]  第二
[00:17:09.480 --> 00:17:10.560]  他要審判
[00:17:10.800 --> 00:17:13.320]  這些事情是必然會成就
[00:17:13.320 --> 00:17:15.720]  正如與說在天上降臨
[00:17:15.720 --> 00:17:17.480]  是會滋潤地土
