
[00:00:00.000 --> 00:00:06.000]  我們今天思想就是領受了普世猜拳使命的教會
[00:03:58.000 --> 00:04:02.000]  很多時候有弟兄姊妹想參加一些短宣隊
[00:04:02.000 --> 00:04:06.000]  會擔心能否適應,身體是否可行
[00:04:06.000 --> 00:04:09.000]  如果長期參與宣教服侍
[00:04:09.000 --> 00:04:12.000]  無論是支援性的,或者是直接的宣教
[00:04:12.000 --> 00:04:17.000]  很多弟兄姊妹會問,我這個年紀,是否可行
[00:04:17.000 --> 00:04:23.000]  有人說,他很怕骯髒,他是非常衛生的
[00:04:23.000 --> 00:04:27.000]  他說一旦看到骯髒的東西,他全身會發抖
[00:04:27.000 --> 00:04:31.000]  他說我去到的地方,是否能夠適應
[00:04:31.000 --> 00:04:34.000]  有些人會說,當我去了不同的地方
[00:04:34.000 --> 00:04:39.000]  參與全方位的工作,誰會照顧我爸爸媽媽
[00:04:39.000 --> 00:04:41.000]  最近有一群宣教士,宣導警察會
[00:04:41.000 --> 00:04:43.000]  40多位宣教士回到香港
[00:04:43.000 --> 00:04:47.000]  他們有一起的退休會議
[00:04:47.000 --> 00:04:50.000]  我聽到他們分享,一位姐妹說
[00:04:50.000 --> 00:04:55.000]  當我最初決定去馬來西亞傳福音
[00:04:55.000 --> 00:04:59.000]  最令我掛心的,不是金錢問題
[00:04:59.000 --> 00:05:05.000]  不是其他組織的問題,而是他自己的喉嚨
[00:05:05.000 --> 00:05:08.000]  他說他很多年的喉嚨的問題
[00:05:08.000 --> 00:05:13.000]  就是稍為吃少少辣的東西,就會咳得很厲害
[00:05:13.000 --> 00:05:17.000]  大家知道馬來西亞吃什麼?
[00:05:17.000 --> 00:05:21.000]  很辣的食品,去到不是很多選擇
[00:05:21.000 --> 00:05:23.000]  但他自己很清楚地被他的感動
[00:05:23.000 --> 00:05:25.000]  他就憑信心去
[00:05:25.000 --> 00:05:29.000]  他在當中講見證,他說我現在甚麼辣都可以吃
[00:05:29.000 --> 00:05:32.000]  完全不會咳嗽
[00:05:32.000 --> 00:05:35.000]  他很感謝神,亦解釋不了為何去到之後
[00:05:35.000 --> 00:05:39.000]  他就不怕辣,他就可以吃到當地的食物
[00:05:39.000 --> 00:05:43.000]  他又說,當我很掛心,我的媽媽還未順序
[00:05:43.000 --> 00:05:46.000]  我去了之後,誰關心我媽媽呢?
[00:05:46.000 --> 00:05:50.000]  有一次回來探望他媽媽,很想跟媽媽講福音
[00:05:50.000 --> 00:05:55.000]  但奇怪的是,剛好那時候感冒,失了聲音
[00:05:55.000 --> 00:05:58.000]  對著媽媽的時候,只有聽,沒得講
[00:05:58.000 --> 00:06:03.000]  媽媽很開心,女兒在旁邊那麼乖,一邊聽她講話
[00:06:03.000 --> 00:06:07.000]  三天之後,她說她開了聲
[00:06:07.000 --> 00:06:09.000]  當她開聲的時候,她就說
[00:06:09.000 --> 00:06:12.000]  她說她有很奇妙的感動
[00:06:12.000 --> 00:06:15.000]  她說媽媽,那麼多困難,沒有人可以幫我們
[00:06:15.000 --> 00:06:17.000]  你相信耶穌吧
[00:06:17.000 --> 00:06:22.000]  媽媽突然有一種感動,她就流眼淚
[00:06:22.000 --> 00:06:24.000]  她說好,相信耶穌
[00:06:24.000 --> 00:06:27.000]  在那一刻,她媽媽相信了耶穌
[00:06:27.000 --> 00:06:31.000]  有誰會想過,感冒三天之後
[00:06:31.000 --> 00:06:36.000]  聽完三天的說話,媽媽會自動相信耶穌
[00:06:36.000 --> 00:06:38.000]  但很奇妙的是,神自己的工作
[00:06:38.000 --> 00:06:41.000]  讓他們看到神自己一步步的安排
[00:06:41.000 --> 00:06:45.000]  以至他能夠放心繼續作宣教的服事
[00:06:45.000 --> 00:06:48.000]  各位電影節目,這位上帝是會負責任的
[00:06:48.000 --> 00:06:50.000]  如果他差遣我們出去
[00:06:50.000 --> 00:06:54.000]  他一定會將平安應許給我們
[00:06:54.000 --> 00:06:58.000]  他將平安賜下,然後呼籲我們
[00:06:58.000 --> 00:07:01.000]  大家記得《楊福音》二十三章說
[00:07:01.000 --> 00:07:07.000]  「父怎樣差遣了我,我也照樣差遣你們」
[00:07:07.000 --> 00:07:10.000]  呼籲我們學習他的榜樣
[00:07:10.000 --> 00:07:14.000]  繼續延續這種被差的身份
[00:07:14.000 --> 00:07:21.000]  因此我們看到,平安將他們很多內心的疑惑和驚慌驅除
[00:07:21.000 --> 00:07:25.000]  所以大家再看下一個經文
[00:07:25.000 --> 00:07:28.000]  在44節主對他們說
[00:07:28.000 --> 00:07:33.000]  「這就是我從前與你們同在的時候對你們說過的話
[00:07:33.000 --> 00:07:38.000]  武士的律法第一,先知書第二,和詩篇上第三
[00:07:38.000 --> 00:07:42.000]  所記關於我的一切事都必定應驗
[00:07:42.000 --> 00:07:47.000]  於是他開他們的心竅,使他們明白聖經」
[00:07:47.000 --> 00:07:54.000]  在聖經裏面有很多處地方是預言耶穌基督的降生、受苦和復活
[00:07:54.000 --> 00:07:56.000]  各位電影節目的觀眾都知道
[00:07:56.000 --> 00:08:02.000]  在這個世界上沒有一本宗教經典是有預言的
[00:08:02.000 --> 00:08:05.000]  因為很多人都清楚知道
[00:08:05.000 --> 00:08:11.000]  如果預言失效,就立即將這本經典否定了
[00:08:11.000 --> 00:08:14.000]  是假的,預言不應驗的
[00:08:14.000 --> 00:08:20.000]  但唯獨聖經裏面超過一千處是不同的獨立預言
[00:08:20.000 --> 00:08:27.000]  而所有的預言在今天以前的事情都已經應驗了
[00:08:27.000 --> 00:08:33.000]  當你查考很多不同的歷史考古學等等的經典你就會知道
[00:08:33.000 --> 00:08:39.000]  而且主耶穌說到在舊的聖經的三部分摩西的律法
[00:08:39.000 --> 00:08:44.000]  先知、詩篇都有不斷講述他自己
[00:08:44.000 --> 00:08:48.000]  會來到世間受苦、會復活的事
[00:08:48.000 --> 00:08:52.000]  聖經說一切的事情都要應驗
[00:08:52.000 --> 00:08:55.000]  但很多時候我們的心信得很慢
[00:08:55.000 --> 00:08:59.000]  明明看到,但覺得好像未能立即相信
[00:08:59.000 --> 00:09:01.000]  因此當時主耶穌做了一件事
[00:09:01.000 --> 00:09:04.000]  就是開他們的心竅
[00:09:04.000 --> 00:09:08.000]  我想大家看看聖經上面第31節
[00:09:08.000 --> 00:09:16.000]  「而萬物思路的兩個門徒,他們的眼睛開了,才認出是耶穌來」
[00:09:16.000 --> 00:09:19.000]  然後第32節他們就想起
[00:09:19.000 --> 00:09:21.000]  當時耶穌在路上跟我們說話
[00:09:21.000 --> 00:09:24.000]  「給我們解釋聖經」
[00:09:24.000 --> 00:09:27.000]  或者說「給我們開啟聖經」
[00:09:27.000 --> 00:09:31.000]  這裡解釋原來文字都是開的意思
[00:09:31.000 --> 00:09:34.000]  所以立善你會發覺這三節經文
[00:09:34.000 --> 00:09:38.000]  原來神將我們的心眼打開
[00:09:38.000 --> 00:09:41.000]  將我們的心竅打開
[00:09:41.000 --> 00:09:44.000]  將聖經開啟在我們面前
[00:09:44.000 --> 00:09:47.000]  我們就明白聖經
[00:09:47.000 --> 00:09:52.000]  因此讀聖經絕對不是單單是理性上的理解
[00:09:52.000 --> 00:09:55.000]  而是神的令幫助我們明白
[00:09:55.000 --> 00:09:58.000]  體會到聖經所說的真實
[00:09:58.000 --> 00:10:02.000]  也都知道福音是使人得救的福音
[00:10:02.000 --> 00:10:05.000]  各位弟兄姐妹,不會因為你信主來
[00:10:05.000 --> 00:10:09.000]  你減輕了對福音那種的確信
[00:10:09.000 --> 00:10:12.000]  天下人間沒有次下其他的名字
[00:10:12.000 --> 00:10:14.000]  而是只有主耶穌
[00:10:14.000 --> 00:10:16.000]  可以成為我們得救的盼望
[00:10:16.000 --> 00:10:18.000]  這是福音
[00:10:18.000 --> 00:10:21.000]  福音能夠叫人得到真正永恆的信息
[00:10:21.000 --> 00:10:24.000]  和盼望,這是福音
[00:10:24.000 --> 00:10:27.000]  各位弟兄姐妹,我想你會見過不少教徒
[00:10:27.000 --> 00:10:30.000]  在信主之後生命的改變
[00:10:30.000 --> 00:10:32.000]  其實很多世界上的民族
[00:10:32.000 --> 00:10:35.000]  因為領受福音而生命得改變
[00:10:35.000 --> 00:10:37.000]  我很簡單說一說
[00:10:37.000 --> 00:10:40.000]  大家會記得我以前曾經提及過一件事情
[00:10:40.000 --> 00:10:45.000]  在1956年在厄瓜多爾的地方,Ecuador
[00:10:45.000 --> 00:10:49.000]  他們發現了有五具宣教士的屍體
[00:10:49.000 --> 00:10:53.000]  旁邊有一部小型飛機被破壞了
[00:10:53.000 --> 00:10:55.000]  他們所身在的地方
[00:10:55.000 --> 00:10:59.000]  是一個民族叫做華族印第安人
[00:10:59.000 --> 00:11:02.000]  是以強悍、凶狠出名
[00:11:02.000 --> 00:11:05.000]  這班宣教士他們一路祈禱的時候
[00:11:05.000 --> 00:11:07.000]  很感受到神的帶領
[00:11:07.000 --> 00:11:09.000]  一顧自己的安危
[00:11:09.000 --> 00:11:13.000]  就去到他們當中,想傳福音給他們
[00:11:13.000 --> 00:11:18.000]  但想不到一下去,這個地方就被殘殺
[00:11:18.000 --> 00:11:22.000]  這件事情轟動了當時整個世界
[00:11:22.000 --> 00:11:25.000]  很多人就說,這班人沒得救了
[00:11:25.000 --> 00:11:29.000]  但竟然19個月之後,有另一批宣教士去
[00:11:29.000 --> 00:11:32.000]  很多人都說,他們不怕死嗎?
[00:11:32.000 --> 00:11:35.000]  這些宣教士不是什麼出名的人物
[00:11:35.000 --> 00:11:41.000]  是一批婦孺,是這架飛機的飛機師的女兒
[00:11:41.000 --> 00:11:47.000]  是其中一些殉道的宣教士的配偶,他們的太太
[00:11:47.000 --> 00:11:51.000]  去到的時候竟然被這班印第安人接納
[00:11:51.000 --> 00:11:54.000]  他們可能想回自己以前殺過他們的親人
[00:11:54.000 --> 00:11:56.000]  好吧,就看他們做什麼
[00:11:56.000 --> 00:12:02.000]  但竟然神用這些婦孺,就帶領了很多族人信主
[00:12:02.000 --> 00:12:05.000]  1966年,十年之後
[00:12:05.000 --> 00:12:08.000]  他們當中的教會,已經成立了教會
[00:12:08.000 --> 00:12:11.000]  舉行了一個浸禮,這個浸禮很隆重
[00:12:11.000 --> 00:12:14.000]  很多的土族信主受洗
[00:12:14.000 --> 00:12:18.000]  但其中包括了有兩個人
[00:12:18.000 --> 00:12:23.000]  一個就是剛才所說的飛機師的女兒
[00:12:23.000 --> 00:12:25.000]  她去的時候還沒受洗
[00:12:25.000 --> 00:12:29.000]  但一個很特別的情況就是,負責施洗的
[00:12:29.000 --> 00:12:36.000]  這間教會的領袖,也有份殺害她爸爸當時的土族
[00:12:36.000 --> 00:12:39.000]  因此在這個浸禮過程當中
[00:12:39.000 --> 00:12:44.000]  大家都很感動,一起敬拜,讚美上帝
[00:12:44.000 --> 00:12:48.000]  各位電影姊妹,當你看回很多這些事情的時候
[00:12:48.000 --> 00:12:51.000]  你會知道什麼是福音
[00:12:51.000 --> 00:12:56.000]  福音能夠讓人可以寬恕殺害自己親人的人
[00:12:56.000 --> 00:13:03.000]  福音可以讓兩個本來是仇恨的人彼此和好
[00:13:03.000 --> 00:13:05.000]  福音能夠改變一個強悍的民族
[00:13:05.000 --> 00:13:10.000]  讓他們能夠成為一個彼此相愛的民族
[00:13:10.000 --> 00:13:12.000]  當我們想回想一些的時候
[00:13:12.000 --> 00:13:18.000]  我們要知道,求聖靈幫我們明白福音是何等的寶貴
[00:13:18.000 --> 00:13:20.000]  何等的真實
[00:13:20.000 --> 00:13:22.000]  當你傳福音的時候
[00:13:22.000 --> 00:13:25.000]  你記得,不單單考慮到自己的需要
[00:13:25.000 --> 00:13:28.000]  我過去曾經提及過,星期六早上
[00:13:28.000 --> 00:13:32.000]  大家會看到很多人出去賣旗
[00:13:32.000 --> 00:13:36.000]  我試過有一次見到一個朋友在賣旗
[00:13:36.000 --> 00:13:38.000]  他一個中年男士站在那裡
[00:13:38.000 --> 00:13:41.000]  我很少見到中年男士賣旗
[00:13:41.000 --> 00:13:43.000]  他站在那裡完全不動的
[00:13:43.000 --> 00:13:45.000]  拿著他的旗袋、旗箱
[00:13:45.000 --> 00:13:47.000]  但是他有說話的
[00:13:47.000 --> 00:13:51.000]  他說:各位先生、小姐,買一支旗吧
[00:13:51.000 --> 00:13:54.000]  做些善事很有價值的
[00:13:54.000 --> 00:13:56.000]  買支旗吧,做些善事很有價值的
[00:13:56.000 --> 00:13:58.000]  一邊站著一邊說
[00:13:58.000 --> 00:14:02.000]  但是所有人都走過,沒有人理他
[00:14:02.000 --> 00:14:04.000]  我就問一個問題
[00:14:04.000 --> 00:14:06.000]  他既然這麼有信念
[00:14:06.000 --> 00:14:10.000]  認為賣旗做善事有價值
[00:14:10.000 --> 00:14:12.000]  為什麼他不走到人身邊
[00:14:12.000 --> 00:14:15.000]  去邀請人,先生買支旗吧
[00:14:15.000 --> 00:14:16.000]  很有意思的
[00:14:16.000 --> 00:14:19.000]  做善事很有價值的,買吧
[00:14:19.000 --> 00:14:22.000]  我突然間明白
[00:14:22.000 --> 00:14:27.000]  單有信念,沒有熱誠,是沒有用的
[00:14:27.000 --> 00:14:30.000]  除非我們真正體會到
[00:14:30.000 --> 00:14:32.000]  福音是很寶貴的
[00:14:32.000 --> 00:14:34.000]  是能夠叫人得生命的
[00:14:34.000 --> 00:14:36.000]  因此我們明白
[00:14:36.000 --> 00:14:38.000]  也都帶著神給我們的熱誠
[00:14:38.000 --> 00:14:43.000]  去邀請、去鼓勵生命能夠順轉
[00:14:43.000 --> 00:14:44.000]  當你讀聖經的時候
[00:14:44.000 --> 00:14:46.000]  你發覺聖經就這樣說
[00:14:46.000 --> 00:14:48.000]  我們回到聖經第46節
[00:14:48.000 --> 00:14:51.000]  主耶穌開他們的心竅的時候
[00:14:51.000 --> 00:14:53.000]  就說經上這樣記著
[00:14:53.000 --> 00:14:57.000]  「基督必須受苦,第三天從死人中復活」
[00:14:57.000 --> 00:15:03.000]  「人要奉他的名,傳講悔改與赦罪的道」
[00:15:03.000 --> 00:15:05.000]  從所在的耶路撒冷起
[00:15:05.000 --> 00:15:08.000]  直傳到哪裡呢?
[00:15:08.000 --> 00:15:10.000]  萬邦
[00:15:10.000 --> 00:15:12.000]  主耶穌對我們的吩咐
[00:15:12.000 --> 00:15:14.000]  不單單在你身邊傳福音
[00:15:14.000 --> 00:15:18.000]  是呼籲我們去到萬邦傳福音的
[00:15:18.000 --> 00:15:21.000]  在最近一份的國家雜誌
[00:15:21.000 --> 00:15:22.000]  大家可能會留意到
[00:15:22.000 --> 00:15:26.000]  宣佈全世界有多少人口?
[00:15:26.000 --> 00:15:28.000]  70億
[00:15:28.000 --> 00:15:31.000]  但用一個華人的面譜
[00:15:31.000 --> 00:15:33.000]  來表達出這個人數
[00:15:33.000 --> 00:15:35.000]  為什麼用華人呢?
[00:15:35.000 --> 00:15:37.000]  因為70億當中
[00:15:37.000 --> 00:15:40.000]  有19%是華人
[00:15:40.000 --> 00:15:44.000]  是全世界最大的群族
[00:15:44.000 --> 00:15:48.000]  接著17%是印度人
[00:15:48.000 --> 00:15:50.000]  當你看到這裡的時候
[00:15:50.000 --> 00:15:51.000]  你會發覺
[00:15:51.000 --> 00:15:56.000]  華人的教會有更大對這個世界的責任
[00:15:56.000 --> 00:15:57.000]  最近孫教士回來
[00:15:57.000 --> 00:15:58.000]  剛才我說到
[00:15:58.000 --> 00:16:02.000]  有孫教士從英國回來
[00:16:02.000 --> 00:16:04.000]  在英國倫敦的東部
[00:16:04.000 --> 00:16:07.000]  他們就在周圍傳福音
[00:16:07.000 --> 00:16:09.000]  發覺在超市見到一些的教徒
[00:16:09.000 --> 00:16:11.000]  他們說是信耶穌的
[00:16:11.000 --> 00:16:12.000]  當然很開心
[00:16:12.000 --> 00:16:15.000]  問他們平時有沒有去教會
[00:16:15.000 --> 00:16:17.000]  他們就說有
[00:16:17.000 --> 00:16:19.000]  我們有去一間教會
[00:16:19.000 --> 00:16:23.000]  這間教會是耶和華見證人教會
[00:16:23.000 --> 00:16:27.000]  大家知道是異端的組織
[00:16:27.000 --> 00:16:29.000]  但孫教士發現這個地方
[00:16:29.000 --> 00:16:32.000]  是完全沒有一間華人的教會
[00:16:32.000 --> 00:16:34.000]  因此他們沒有選擇
[00:16:34.000 --> 00:16:38.000]  就去了一些異端的地方聽耶穌的事
[00:16:38.000 --> 00:16:40.000]  當他們說不單在這裡
[00:16:40.000 --> 00:16:44.000]  在曼城上我們發現有很多摩門教
[00:16:44.000 --> 00:16:47.000]  他們很流利的普通話
[00:16:47.000 --> 00:16:49.000]  專門向華人傳福音
[00:16:49.000 --> 00:16:51.000]  傳他們的福音
[00:16:51.000 --> 00:16:52.000]  各位弟兄姊妹
[00:16:52.000 --> 00:16:53.000]  我們不傳的時候
[00:16:53.000 --> 00:16:55.000]  很多人都會傳
[00:16:55.000 --> 00:17:00.000]  不過是傳一個假的福音
[00:17:00.000 --> 00:17:03.000]  當你認識聖經裡面所講及
[00:17:03.000 --> 00:17:06.000]  主耶穌第三天從死人中復活的時候
[00:17:06.000 --> 00:17:07.000]  祂就告訴我們
[00:17:07.000 --> 00:17:09.000]  我猜你們出去
[00:17:09.000 --> 00:17:12.000]  是同時賜給你們能力的
[00:17:12.000 --> 00:17:13.000]  你們清楚表達出
[00:17:13.000 --> 00:17:15.000]  祂會賜下能力
[00:17:15.000 --> 00:17:19.000]  讓我們能夠可以去作見證
[00:17:19.000 --> 00:17:21.000]  不是我們自己
[00:17:21.000 --> 00:17:23.000]  是主賜下聖靈的能力
[00:17:23.000 --> 00:17:26.000]  讓我們能夠傳揚主的福音
[00:17:26.000 --> 00:17:28.000]  各位弟兄姊妹
[00:17:28.000 --> 00:17:32.000]  將我們心中掛心的事情交託給主
[00:17:32.000 --> 00:17:37.000]  然後承受神給我們的差遣
[00:17:37.000 --> 00:17:39.000]  帶著主賜給我們的能力
[00:17:39.000 --> 00:17:42.000]  來到近處的地方
[00:17:42.000 --> 00:17:43.000]  在遠處的地方
[00:17:43.000 --> 00:17:47.000]  去見證這個寶貴的福音
[00:17:47.000 --> 00:17:50.000]  但願你和我都成為福音的使者
[00:17:50.000 --> 00:17:53.000]  都見證我們的主
[00:17:53.000 --> 00:17:54.000]  我們一起祈禱

