
[00:00:00.000 --> 00:00:04.000]  在最近一年的報紙裏面
[00:03:28.480 --> 00:03:30.280]  保羅第一句說的就是
[00:03:30.280 --> 00:03:34.600]  御營的全軍在我坐牢的範圍裏面
[00:03:34.600 --> 00:03:35.960]  即是那些御營全軍
[00:03:35.960 --> 00:03:39.600]  是當時羅馬的一些精英部隊
[00:03:39.600 --> 00:03:41.600]  看守我的羅馬官
[00:03:41.600 --> 00:03:42.360]  我的兵丁
[00:03:42.360 --> 00:03:44.800]  都知道我為甚麼會坐牢
[00:03:44.800 --> 00:03:50.040]  我不是因為犯了羅馬的法律而去坐牢
[00:03:50.040 --> 00:03:51.680]  而是因為
[00:03:51.680 --> 00:03:53.680]  我是因為傳福音的緣故
[00:03:53.680 --> 00:03:55.720]  我是因為向人傳講
[00:03:55.720 --> 00:03:57.720]  這個救恩的緣故
[00:03:57.720 --> 00:03:59.720]  我現在來到這裏了
[00:03:59.720 --> 00:04:01.400]  御營的全軍那些士兵
[00:04:01.400 --> 00:04:05.000]  全部都知道我是因為這樣的原因
[00:04:05.000 --> 00:04:08.320]  他們看見我有這樣的生命的表現
[00:04:08.320 --> 00:04:10.280]  為甚麼一個曾經
[00:04:10.280 --> 00:04:13.040]  很有生活環境很好
[00:04:13.040 --> 00:04:15.280]  亦都是一個很有學問的人
[00:04:15.280 --> 00:04:17.520]  本來生活環境很優厚的一個人
[00:04:17.520 --> 00:04:21.320]  甘於去傳講福音的緣故
[00:04:21.320 --> 00:04:25.120]  而去成為一個階下囚呢
[00:04:25.120 --> 00:04:26.800]  而且在之前
[00:04:26.800 --> 00:04:28.560]  這個人還說是
[00:04:28.560 --> 00:04:31.560]  捉拿那些相信耶穌的人
[00:04:31.560 --> 00:04:34.200]  即是要去捉那些人入去坐牢的
[00:04:34.200 --> 00:04:35.440]  一個這樣的人
[00:04:35.440 --> 00:04:37.760]  現在他竟然反過來
[00:04:37.760 --> 00:04:40.760]  願意去傳講福音
[00:04:40.760 --> 00:04:43.040]  落在這樣的地步呢
[00:04:43.040 --> 00:04:46.040]  這班士兵看見這樣的情況
[00:04:46.040 --> 00:04:48.840]  因著保羅的生命見證
[00:04:48.840 --> 00:04:50.840]  他們願意去再了解多一點
[00:04:50.840 --> 00:04:53.320]  究竟福音是一回事
[00:04:53.320 --> 00:04:54.720]  亦都因為這樣的緣故
[00:04:54.720 --> 00:04:55.920]  有一些士兵
[00:04:55.920 --> 00:04:58.400]  因此相信耶穌
[00:04:58.400 --> 00:04:59.960]  所以保羅第一個說
[00:04:59.960 --> 00:05:01.760]  我這個坐牢
[00:05:01.760 --> 00:05:03.800]  反而導致這裏的人
[00:05:03.800 --> 00:05:06.920]  有機會去認識耶穌
[00:05:06.920 --> 00:05:08.000]  另一方面
[00:05:08.000 --> 00:05:11.920]  他說在監牢之外的一些信徒
[00:05:11.920 --> 00:05:15.640]  亦都因為我這個生命的見證
[00:05:15.640 --> 00:05:20.760]  而更加激勵他們去傳揚福音
[00:05:20.760 --> 00:05:22.640]  當時保羅的處境
[00:05:22.640 --> 00:05:27.760]  或者當時基督徒的處境是怎樣的呢?
[00:05:27.760 --> 00:05:29.640]  我在這裏都講了幾次
[00:05:29.640 --> 00:05:30.280]  我不知道大家記不記得
[00:05:30.280 --> 00:05:31.560]  有沒有印象
[00:05:31.560 --> 00:05:34.960]  即是羅馬帝國之下
[00:05:34.960 --> 00:05:36.560]  那個宗教政策
[00:05:36.560 --> 00:05:42.360]  是和現在中國的宗教政策是雷同的
[00:05:42.360 --> 00:05:44.400]  香港是一個很自由的地方
[00:05:44.400 --> 00:05:49.080]  只要你不做一些違反道德標準的事
[00:05:49.080 --> 00:05:50.600]  基本上你在租的地方
[00:05:50.600 --> 00:05:53.160]  你就可以傳講任何的信仰
[00:05:53.160 --> 00:05:54.520]  你都可以
[00:05:54.520 --> 00:05:56.720]  當時的羅馬政府
[00:05:56.720 --> 00:05:59.760]  它就要定下一些標準
[00:05:59.760 --> 00:06:01.920]  就是說哪些是合法的宗教
[00:06:01.920 --> 00:06:03.600]  如果不是在名單裏面
[00:06:03.600 --> 00:06:04.560]  就是不合法
[00:06:04.560 --> 00:06:07.240]  你就沒有這個權利
[00:06:07.240 --> 00:06:09.520]  可以自由地傳講
[00:06:09.520 --> 00:06:11.560]  相信你的信仰
[00:06:11.560 --> 00:06:14.960]  而當時猶太教在羅馬的政府裏面
[00:06:14.960 --> 00:06:16.600]  是一個合法的宗教
[00:06:16.600 --> 00:06:21.440]  所以是可以自由地傳講信仰
[00:06:21.440 --> 00:06:24.280]  向人去講猶太教的事情
[00:06:24.280 --> 00:06:25.560]  在開始的時候
[00:06:25.560 --> 00:06:29.000]  一班羅馬政府的官員
[00:06:29.000 --> 00:06:33.200]  他們認為基督教只是猶太教的一個分支
[00:06:33.200 --> 00:06:35.000]  所以開始的時候
[00:06:35.000 --> 00:06:37.280]  基督教都是受保護的
[00:06:37.280 --> 00:06:38.640]  受保護的一個宗教
[00:06:38.640 --> 00:06:41.240]  但是漸漸羅馬的官員就發覺
[00:06:41.240 --> 00:06:43.480]  基督教和猶太教是不同的
[00:06:43.480 --> 00:06:45.280]  是另一個宗教
[00:06:45.280 --> 00:06:48.520]  所以漸漸基督教或者信耶穌的人
[00:06:48.520 --> 00:06:51.760]  就不可以受到政治上的保護
[00:06:51.760 --> 00:06:54.000]  成為一個非法的宗教
[00:06:54.000 --> 00:06:55.520]  既然是非法的宗教
[00:06:55.520 --> 00:07:00.720]  你就不可以自由地傳講你的信仰
[00:07:00.720 --> 00:07:03.480]  所以在這樣的情況之下
[00:07:03.480 --> 00:07:06.280]  有很多已經信了耶穌的人
[00:07:06.280 --> 00:07:09.760]  他就漸漸不想讓人知道自己信耶穌
[00:07:09.760 --> 00:07:12.960]  以及更公開地將福音傳開
[00:07:12.960 --> 00:07:14.720]  但是保羅在這裡說
[00:07:14.720 --> 00:07:16.760]  有很多的信徒
[00:07:16.760 --> 00:07:20.240]  因為知道自己在監獄裏面
[00:07:20.240 --> 00:07:25.200]  是為了福音的緣故而在監牢當中
[00:07:25.200 --> 00:07:27.720]  這個見證去激勵他們
[00:07:27.720 --> 00:07:33.280]  他們願意在自己的處境的場合裏面
[00:07:33.280 --> 00:07:35.880]  去將福音繼續地傳開
[00:07:35.880 --> 00:07:39.400]  「越發放膽,無所懼怕」
[00:07:39.400 --> 00:07:41.040]  保羅在這裡
[00:07:41.040 --> 00:07:44.680]  可以說是傳了一個喜樂的心情、一個態度
[00:07:44.680 --> 00:07:46.480]  去向一班菲律賓信徒
[00:07:46.480 --> 00:07:52.080]  去講出他自己這個生命的體會
[00:07:52.080 --> 00:07:56.400]  而這班監獄外面的弟兄姊妹
[00:07:56.400 --> 00:07:58.600]  他們顯出了格外的勇氣
[00:07:58.600 --> 00:08:03.080]  在困難當中仍然去傳講福音的寶貴
[00:08:03.080 --> 00:08:04.000]  在這裡
[00:08:04.000 --> 00:08:06.480]  可以說保羅如何看自己的處境
[00:08:06.480 --> 00:08:08.760]  以及自己的際遇呢?
[00:08:08.760 --> 00:08:10.320]  從羅馬人的角度去看
[00:08:10.320 --> 00:08:11.360]  羅馬官員去看
[00:08:11.360 --> 00:08:14.160]  保羅的情況
[00:08:14.160 --> 00:08:17.480]  就是說基督教究竟是不是一個合法的宗教?
[00:08:17.480 --> 00:08:19.960]  基督教是不是一個合法的宗教?
[00:08:19.960 --> 00:08:23.760]  究竟保羅有沒有犯下一個叛國罪呢?
[00:08:23.760 --> 00:08:24.840]  另一方面
[00:08:24.840 --> 00:08:28.600]  在當時的整個社會處境裡面
[00:08:28.600 --> 00:08:29.920]  皇帝就說
[00:08:29.920 --> 00:08:34.360]  「我是所敬拜的神明派下來管理大家
[00:08:34.360 --> 00:08:36.200]  所以你們要敬拜我」
[00:08:36.200 --> 00:08:39.640]  敬拜我就等於敬拜那個神明
[00:08:39.640 --> 00:08:41.160]  不敬拜皇帝
[00:08:41.160 --> 00:08:44.200]  就即是叛國罪
[00:08:44.200 --> 00:08:46.840]  而當時的教徒就要面對一個問題
[00:08:46.840 --> 00:08:48.080]  耶穌是主
[00:08:48.080 --> 00:08:50.560]  不敬拜地上任何一個人
[00:08:50.560 --> 00:08:52.240]  或者其他的神明
[00:08:52.240 --> 00:08:53.880]  所以在當時來說
[00:08:53.880 --> 00:08:56.440]  究竟這群基督徒
[00:08:56.440 --> 00:08:59.040]  究竟是不是犯下一個叛國罪呢?
[00:08:59.040 --> 00:09:01.920]  你不去敬拜這個皇帝
[00:09:01.920 --> 00:09:05.360]  就等於你去叛國
[00:09:05.360 --> 00:09:07.120]  這是死罪
[00:09:07.120 --> 00:09:09.600]  保羅怎麼看自己的際遇呢?
[00:09:09.600 --> 00:09:10.800]  保羅的觀點就是
[00:09:10.800 --> 00:09:12.200]  我的入獄
[00:09:12.200 --> 00:09:13.640]  我在現在的坐牢
[00:09:13.640 --> 00:09:16.080]  正正是上帝的旨意
[00:09:16.080 --> 00:09:17.760]  上帝要藉著
[00:09:17.760 --> 00:09:19.720]  可以說藉著我
[00:09:19.720 --> 00:09:22.720]  去顯明福音的真實
[00:09:22.720 --> 00:09:24.000]  保羅這次坐牢
[00:09:24.000 --> 00:09:25.720]  其實是自己
[00:09:25.720 --> 00:09:28.120]  就是把自己放在監牢裏面
[00:09:28.120 --> 00:09:31.440]  因為他向人傳福音的時候
[00:09:31.440 --> 00:09:32.480]  就被人抓了
[00:09:32.480 --> 00:09:34.400]  到了一個政府的官員
[00:09:34.400 --> 00:09:36.960]  叫做菲斯都
[00:09:36.960 --> 00:09:38.240]  在他受審的過程裏面
[00:09:38.240 --> 00:09:40.000]  這個菲斯都也發覺不到
[00:09:40.000 --> 00:09:42.000]  保羅犯了什麼罪
[00:09:42.000 --> 00:09:47.600]  但他也不想得罪當時的猶太人
[00:09:47.600 --> 00:09:49.560]  所以這個菲斯都就這樣
[00:09:49.560 --> 00:09:51.280]  無緣無故地過去了
[00:09:51.280 --> 00:09:52.840]  保羅就說
[00:09:52.840 --> 00:09:54.960]  我要上訴於蓋薩
[00:09:54.960 --> 00:09:57.920]  蓋薩就是當時的皇帝
[00:09:57.920 --> 00:09:59.080]  我說我在皇帝面前
[00:09:59.080 --> 00:10:00.080]  我要申辯
[00:10:00.080 --> 00:10:01.920]  辯明我這個福音
[00:10:01.920 --> 00:10:04.200]  我不是一個叛國者
[00:10:04.200 --> 00:10:05.600]  當然他要辯明
[00:10:05.600 --> 00:10:09.280]  他也要辯明這個福音的可貴
[00:10:09.280 --> 00:10:11.000]  保羅可以說
[00:10:11.000 --> 00:10:15.360]  他是把自己放在自己的困境裏面
[00:10:15.360 --> 00:10:17.680]  其實他可以不在這個處境
[00:10:17.680 --> 00:10:20.240]  但因為他要辯明福音
[00:10:20.240 --> 00:10:24.160]  向人傳講這個福音的真實和寶貴
[00:10:24.160 --> 00:10:27.360]  他把自己放在一個很困難的境地裏面
[00:10:27.360 --> 00:10:29.400]  不過他看自己的處境
[00:10:29.400 --> 00:10:30.440]  不是看困難
[00:10:30.440 --> 00:10:34.280]  他只是看福音有沒有傳開
[00:10:34.280 --> 00:10:37.440]  他看到福音在這個地方裏面傳開了
[00:10:37.440 --> 00:10:38.600]  不單止這樣
[00:10:38.600 --> 00:10:41.440]  也因為我自己的榜樣的緣故
[00:10:41.440 --> 00:10:43.800]  在監牢裏面有很多弟兄姐妹被激勵
[00:10:43.800 --> 00:10:45.520]  以致更多的人
[00:10:45.520 --> 00:10:49.160]  雖然在同樣的困境裏面
[00:10:49.160 --> 00:10:50.920]  但仍然努力
[00:10:50.920 --> 00:10:54.440]  越發放膽傳揚這個福音
[00:10:54.440 --> 00:10:57.920]  保羅因此心中有個喜樂
[00:10:57.920 --> 00:10:59.240]  另一方面
[00:10:59.240 --> 00:11:03.000]  保羅可以說有這個喜樂
[00:11:03.000 --> 00:11:05.040]  其實也有代價
[00:11:05.040 --> 00:11:06.120]  甚麼代價呢
[00:11:06.120 --> 00:11:07.440]  接著他再說
[00:11:07.440 --> 00:11:08.960]  其實在過程裏面
[00:11:08.960 --> 00:11:11.560]  他知道有很多人
[00:11:11.560 --> 00:11:13.440]  傳揚福音
[00:11:13.440 --> 00:11:15.240]  是有不同的動機
[00:11:15.240 --> 00:11:16.640]  傳講這個福音
[00:11:16.640 --> 00:11:19.640]  其實福音是一樣的
[00:11:19.640 --> 00:11:21.560]  傳講一個純正的道理
[00:11:21.560 --> 00:11:23.400]  耶穌是我們生命的主
[00:11:23.400 --> 00:11:27.200]  耶穌因為我們的罪釘在十字架上
[00:11:27.200 --> 00:11:28.760]  福音是純正的
[00:11:28.760 --> 00:11:30.920]  不過傳講福音的人
[00:11:30.920 --> 00:11:32.640]  他是有不同的動機
[00:11:32.640 --> 00:11:33.600]  保羅在這裏說
[00:11:33.600 --> 00:11:36.480]  有些人是出於惡意
[00:11:36.480 --> 00:11:38.480]  是出於一個嫉妒
[00:11:38.480 --> 00:11:41.800]  這裏也有這樣的情況
[00:11:41.800 --> 00:11:42.560]  有些人
[00:11:42.560 --> 00:11:44.200]  當時有些教會的人
[00:11:44.200 --> 00:11:47.080]  見到保羅傳揚福音的時候
[00:11:47.080 --> 00:11:49.040]  很多人擁戴
[00:11:49.040 --> 00:11:50.960]  他的地位又很抬高
[00:11:50.960 --> 00:11:52.160]  有一些人
[00:11:52.160 --> 00:11:54.680]  教會裏面的一些信徒
[00:11:54.680 --> 00:11:56.400]  見到保羅這樣的情況
[00:11:56.400 --> 00:11:57.800]  出於一個嫉妒
[00:11:57.800 --> 00:11:59.080]  出於一個紛爭
[00:11:59.080 --> 00:12:00.560]  所以他傳揚福音
[00:12:00.560 --> 00:12:03.400]  是為了顯明自己的能力
[00:12:03.400 --> 00:12:05.920]  和顯明自己的地位
[00:12:05.920 --> 00:12:06.600]  另一方面
[00:12:06.600 --> 00:12:09.840]  這班人也想和保羅劃清界線
[00:12:09.840 --> 00:12:14.720]  好讓保羅在獄中受審的案件
[00:12:14.720 --> 00:12:15.920]  無論結果是怎樣
[00:12:15.920 --> 00:12:19.840]  都不要影響到我們這班人
[00:12:19.840 --> 00:12:21.400]  所以保羅在過程裏面
[00:12:21.400 --> 00:12:24.040]  見到這樣的情況
[00:12:24.040 --> 00:12:25.040]  為何會這樣呢?
[00:12:25.040 --> 00:12:26.360]  傳揚耶穌
[00:12:26.360 --> 00:12:27.640]  為何有這樣的動機呢?
[00:12:27.640 --> 00:12:28.640]  其實他很傷心
[00:12:28.640 --> 00:12:29.560]  可以這樣說
[00:12:29.560 --> 00:12:30.640]  他很傷心
[00:12:30.640 --> 00:12:31.320]  不過另一方面
[00:12:31.320 --> 00:12:32.800]  他見到另一班人
[00:12:32.800 --> 00:12:35.040]  存著一份的愛心
[00:12:35.040 --> 00:12:37.800]  去傳講福音
[00:12:37.800 --> 00:12:39.600]  亦可能因為有一班人
[00:12:39.600 --> 00:12:42.760]  他見到保羅在監牢裏面
[00:12:42.760 --> 00:12:45.760]  仍然這麼努力地去將福音傳開
[00:12:45.760 --> 00:12:47.680]  他的生命的榜樣
[00:12:47.680 --> 00:12:49.720]  成為了這班人的激勵
[00:12:49.720 --> 00:12:52.400]  以致他們在自己的處境
[00:12:52.400 --> 00:12:54.200]  自己的生活的場景裏面
[00:12:54.200 --> 00:12:57.280]  雖然都面對不同的困難和挑戰
[00:12:57.280 --> 00:12:59.840]  但仍然努力放膽地
[00:12:59.840 --> 00:13:01.280]  去將福音傳揚
[00:13:01.280 --> 00:13:04.720]  使更多人去認識耶穌
[00:13:07.080 --> 00:13:10.720]  保羅最後如何看待呢?
[00:13:10.720 --> 00:13:12.280]  在獄中裏面
[00:13:12.280 --> 00:13:16.960]  他認為自己成為了別人的
[00:13:16.960 --> 00:13:18.520]  很大的激勵和榜樣
[00:13:18.520 --> 00:13:20.080]  他也見到有些人
[00:13:20.080 --> 00:13:22.160]  出於不純正的動機
[00:13:22.160 --> 00:13:24.200]  去傳揚福音
[00:13:24.200 --> 00:13:28.280]  但保羅最後在18至20節這樣說
[00:13:28.280 --> 00:13:30.040]  他說「那又何妨呢?
[00:13:30.040 --> 00:13:32.280]  或是假意或是真心
[00:13:32.280 --> 00:13:34.760]  基督究竟被傳開了
[00:13:34.760 --> 00:13:36.920]  為此我就歡喜
[00:13:36.920 --> 00:13:39.200]  並且還要歡喜」
[00:13:39.200 --> 00:13:42.440]  保羅最後在此說
[00:13:42.440 --> 00:13:44.480]  「無論真心 無論假意
[00:13:44.480 --> 00:13:46.480]  無論動機如何
[00:13:46.480 --> 00:13:48.640]  總福音傳開了」
[00:13:48.640 --> 00:13:50.880]  亦有很多人因為這樣的緣故
[00:13:50.880 --> 00:13:52.360]  去相信耶穌
[00:13:52.360 --> 00:13:54.160]  所以他的心
[00:13:54.160 --> 00:13:56.800]  就為了讓這班人有機會去相信耶穌
[00:13:56.800 --> 00:13:58.480]  他的心就起來了
[00:13:58.480 --> 00:14:02.120]  保羅其實有很多的信念在他的心裏面
[00:14:02.120 --> 00:14:04.400]  他很相信上帝已經直著
[00:14:04.400 --> 00:14:06.920]  耶穌的死和復活
[00:14:06.920 --> 00:14:09.120]  達成了上帝的救恩
[00:14:09.120 --> 00:14:11.920]  並且直著聖靈在教會當中
[00:14:11.920 --> 00:14:13.960]  每一個信徒裏面運行
[00:14:13.960 --> 00:14:17.040]  亦都成就上帝自己的旨意
[00:14:17.040 --> 00:14:20.520]  保羅是很一心一意地去跟從耶穌
[00:14:20.520 --> 00:14:22.800]  在這個心態裏面
[00:14:22.800 --> 00:14:28.680]  去衡量或再看回自己所遭遇的每一件事
[00:14:28.680 --> 00:14:31.000]  保羅可以說是深愛著
[00:14:31.000 --> 00:14:32.920]  愛他的耶穌
[00:14:32.920 --> 00:14:35.200]  所以他很認識自己的身份
[00:14:35.200 --> 00:14:38.400]  他很認識自己的使命
[00:14:38.400 --> 00:14:41.720]  他思想到他所跟隨的主
[00:14:41.720 --> 00:14:43.480]  在在世的幾十年裏面
[00:14:43.480 --> 00:14:45.040]  都走過一條不容易的路
[00:14:45.040 --> 00:14:48.560]  耶穌在地上走過一條很困難的路
[00:14:48.560 --> 00:14:50.600]  可以說是一條受苦的路
[00:14:50.600 --> 00:14:53.240]  但是耶穌默默地去經過
[00:14:53.240 --> 00:14:56.920]  在過程當中如何去遵從上帝的旨意
[00:14:56.920 --> 00:14:59.120]  保羅很清楚知道
[00:14:59.120 --> 00:15:01.600]  他去跟隨的就是一位這樣的主
[00:15:01.600 --> 00:15:03.640]  他跟從耶穌的緣故
[00:15:03.640 --> 00:15:05.400]  耶穌都走過一條這樣的路
[00:15:05.400 --> 00:15:08.200]  去受一些苦、一些困難
[00:15:08.200 --> 00:15:10.160]  又有些甚麼出奇呢?
[00:15:10.160 --> 00:15:11.760]  又有些甚麼奇怪呢?
[00:15:11.760 --> 00:15:14.360]  又有些甚麼好埋怨呢?
[00:15:14.360 --> 00:15:16.680]  保羅在過程當中
[00:15:16.680 --> 00:15:18.400]  就是存在著這樣的心態
[00:15:18.400 --> 00:15:20.600]  去看他自己的遭遇
[00:15:20.600 --> 00:15:23.400]  在他前面的路是怎樣
[00:15:23.400 --> 00:15:24.400]  不知道
[00:15:24.400 --> 00:15:26.720]  可能他會因為在審訊過程裏面
[00:15:26.720 --> 00:15:28.840]  被判為叛國罪
[00:15:28.840 --> 00:15:30.080]  而判處死刑
[00:15:30.080 --> 00:15:32.200]  亦都可能會被釋放
[00:15:32.200 --> 00:15:34.520]  前路對他來說是不知道的
[00:15:34.520 --> 00:15:36.240]  他的祈禱亦都不是說
[00:15:36.240 --> 00:15:40.320]  上帝求你讓我不要面對死亡
[00:15:40.320 --> 00:15:41.040]  不是
[00:15:41.040 --> 00:15:42.560]  保羅說甚麼呢?
[00:15:42.560 --> 00:15:49.160]  「或生或死,總要基督在我身上照常顯大」
[00:15:49.160 --> 00:15:51.440]  保羅所關心的就是
[00:15:51.440 --> 00:15:53.160]  他不會因為入獄
[00:15:53.160 --> 00:15:55.800]  即是坐牢而覺得羞愧
[00:15:55.800 --> 00:15:59.960]  他真的希望他在見證福音的過程裏面
[00:15:59.960 --> 00:16:01.800]  他不至於羞愧
[00:16:01.800 --> 00:16:03.800]  他能夠在皇帝的面前
[00:16:03.800 --> 00:16:05.280]  在不同人面前
[00:16:05.280 --> 00:16:08.360]  去傳講福音、信仰的時候
[00:16:08.360 --> 00:16:11.000]  他能夠放膽無懼地宣講
[00:16:11.000 --> 00:16:14.160]  上帝在我們身上的這份欽點
[00:16:14.160 --> 00:16:16.760]  這是保羅的心態
[00:16:16.760 --> 00:16:17.960]  或者是保羅的態度
[00:16:17.960 --> 00:16:20.680]  所以他有這份喜樂
[00:16:20.680 --> 00:16:25.280]  保羅的焦點不是在自己困難的處境上
[00:16:25.280 --> 00:16:27.520]  在他的焦點就是
[00:16:27.520 --> 00:16:30.320]  如何可以彰顯耶穌是主
[00:16:30.320 --> 00:16:32.640]  如何可以讓福音傳開
[00:16:32.640 --> 00:16:35.800]  這是他生命最主要的核心
[00:16:35.800 --> 00:16:37.680]  他亦因為這個緣故
[00:16:37.680 --> 00:16:39.040]  所以
[00:16:39.040 --> 00:16:42.080]  縱然外在有很多困難
[00:16:42.080 --> 00:16:47.040]  但是他仍然心存喜樂地過去每一天的日子
[00:16:47.040 --> 00:16:50.440]  這是保羅面對逆境的一個很重要的態度
[00:16:50.440 --> 00:16:53.080]  亦都為甚麼他不是用一個消極的態度
[00:16:53.080 --> 00:16:55.760]  面對他坐牢的情況
[00:16:56.760 --> 00:16:58.760]  在保羅的這段經歷裏面
[00:16:58.760 --> 00:17:01.760]  可能對我們有些提醒
[00:17:01.760 --> 00:17:02.760]  究竟在我們來說
[00:17:02.760 --> 00:17:04.240]  我們如何才可以面對
[00:17:04.240 --> 00:17:06.520]  我們自己人生的困難
[00:17:06.520 --> 00:17:09.760]  和人生的逆境的挑戰
[00:17:09.760 --> 00:17:12.080]  當我們面對困難的時候
[00:17:12.080 --> 00:17:15.320]  很多時候我們都會有這樣的想法
[00:17:15.320 --> 00:17:18.880]  我們要將我們的眼光向外望
[00:17:18.880 --> 00:17:20.080]  遇到困難的時候
[00:17:20.080 --> 00:17:21.760]  眼光向外望
[00:17:21.760 --> 00:17:22.920]  是甚麼意思呢
[00:17:22.920 --> 00:17:24.240]  就是通常面對我們的困難
[00:17:24.240 --> 00:17:25.280]  有兩方面而已
[00:17:25.280 --> 00:17:27.880]  一是有人給你有困難
[00:17:27.880 --> 00:17:29.680]  你遇到一些人
[00:17:29.680 --> 00:17:31.800]  那個人給你很多困難
[00:17:31.800 --> 00:17:34.280]  接著可能你面對一些事情
[00:17:34.280 --> 00:17:37.840]  那些事情你要去面對
[00:17:37.840 --> 00:17:41.960]  你好像很困難去解決那些困難
[00:17:41.960 --> 00:17:42.920]  這些問題
[00:17:42.920 --> 00:17:44.840]  所以你覺得
[00:17:44.840 --> 00:17:47.800]  那些人是不可以改變的
[00:17:47.800 --> 00:17:49.880]  那些事亦都不可以改變
[00:17:49.880 --> 00:17:51.480]  但我又要去面對這些事
[00:17:51.480 --> 00:17:52.680]  我要去面對這些人
