
[00:00:00.000 --> 00:00:03.000]  各位住內的弟兄姊妹
[00:03:11.000 --> 00:03:16.000]  你看他在要離開門徒之前
[00:03:16.000 --> 00:03:19.000]  最後向他們傳講信息
[00:03:19.000 --> 00:03:21.000]  是他心裡的話
[00:03:21.000 --> 00:03:23.000]  重要的話
[00:03:23.000 --> 00:03:26.000]  基本的信息要講給他們聽
[00:03:26.000 --> 00:03:32.000]  一共用了三張的天賦記載主最後的信息
[00:03:32.000 --> 00:03:36.000]  約翰福音14到16
[00:03:36.000 --> 00:03:39.000]  我們看見那三篇信息
[00:03:39.000 --> 00:03:43.000]  就是主臨別教導的中心的信息
[00:03:43.000 --> 00:03:45.000]  就是聖靈
[00:03:45.000 --> 00:03:50.000]  14張15張16張中心都是聖靈
[00:03:50.000 --> 00:03:55.000]  可見我們的主知道門徒最大的需要
[00:03:55.000 --> 00:03:57.000]  就是寶貴是聖靈
[00:03:57.000 --> 00:04:00.000]  所以他用了那麼多的天賦
[00:04:00.000 --> 00:04:03.000]  在最重要的關頭時刻
[00:04:03.000 --> 00:04:06.000]  向他們清楚的宣講
[00:04:06.000 --> 00:04:08.000]  而且在聖靈的引導之下
[00:04:08.000 --> 00:04:11.000]  有清楚的記載在聖經裡面
[00:04:11.000 --> 00:04:17.000]  讓我們常常可以打開思想領受
[00:04:17.000 --> 00:04:19.000]  在約翰福音剛才我提到的
[00:04:19.000 --> 00:04:23.000]  臨別的教導裡面14章12節
[00:04:23.000 --> 00:04:25.000]  主耶穌講了一句話
[00:04:25.000 --> 00:04:29.000]  是當時的門徒很難領受的
[00:04:29.000 --> 00:04:32.000]  他們很難信得下去
[00:04:32.000 --> 00:04:34.000]  主耶穌說什麼
[00:04:34.000 --> 00:04:39.000]  我所做的信我的人也要做
[00:04:39.000 --> 00:04:42.000]  並且要做比這更大的事
[00:04:42.000 --> 00:04:45.000]  因為我往父那裡去
[00:04:45.000 --> 00:04:48.000]  下面就講他去了
[00:04:48.000 --> 00:04:50.000]  聖靈就來了
[00:04:50.000 --> 00:04:53.000]  所以在聖靈之內
[00:04:53.000 --> 00:04:59.000]  信主的人要做主自己在世所做的工作
[00:04:59.000 --> 00:05:01.000]  更大的工作
[00:05:01.000 --> 00:05:03.000]  你想當時的門徒
[00:05:03.000 --> 00:05:07.000]  怎麼能夠領受得了這樣的信息
[00:05:07.000 --> 00:05:09.000]  他們怎麼能夠信得下去
[00:05:09.000 --> 00:05:11.000]  哪有這樣的事
[00:05:11.000 --> 00:05:16.000]  難道他們能夠做比主耶穌說的更大的事嗎
[00:05:16.000 --> 00:05:19.000]  主耶穌就是那樣講
[00:05:19.000 --> 00:05:21.000]  如果另外一個人那樣講
[00:05:21.000 --> 00:05:22.000]  我們可以質疑
[00:05:22.000 --> 00:05:25.000]  我們可以批評
[00:05:25.000 --> 00:05:31.000]  但是主就是親自親口這樣講
[00:05:31.000 --> 00:05:32.000]  主的意思就是說
[00:05:32.000 --> 00:05:35.000]  他在世的時候有入生
[00:05:35.000 --> 00:05:37.000]  他受入生的限制
[00:05:37.000 --> 00:05:40.000]  受時空的限制
[00:05:40.000 --> 00:05:42.000]  同時只能在一個地方
[00:05:42.000 --> 00:05:44.000]  但是聖靈降臨
[00:05:44.000 --> 00:05:49.000]  可以住在所有屬神的人裡面
[00:05:49.000 --> 00:05:54.000]  所以他可以同時使用千萬的信徒
[00:05:54.000 --> 00:05:57.000]  來為主工作
[00:05:57.000 --> 00:06:03.000]  聖靈的能力能夠在全世界每一個角落
[00:06:03.000 --> 00:06:05.000]  只要有福音傳達的地方
[00:06:05.000 --> 00:06:08.000]  就有聖靈的工作
[00:06:08.000 --> 00:06:14.000]  因此那個總和比主耶穌自己在世的時候更大
[00:06:14.000 --> 00:06:20.000]  我們看見主正是注重聖靈無疑輔佳
[00:06:20.000 --> 00:06:23.000]  既然主這樣的重視
[00:06:23.000 --> 00:06:27.000]  我們應該重視主所重視的
[00:06:27.000 --> 00:06:31.000]  我們最大的智慧就是愛主所愛
[00:06:31.000 --> 00:06:33.000]  樂主所樂
[00:06:33.000 --> 00:06:34.000]  憂主所憂
[00:06:34.000 --> 00:06:36.000]  重主所重
[00:06:36.000 --> 00:06:38.000]  如果主重視一件事
[00:06:38.000 --> 00:06:39.000]  我們輕看
[00:06:39.000 --> 00:06:42.000]  那就是犯了一個很大的過錯
[00:06:42.000 --> 00:06:45.000]  所以我們願意預備好我們的心
[00:06:45.000 --> 00:06:48.000]  我們要面對一個最基本的
[00:06:48.000 --> 00:06:49.000]  最重要的
[00:06:49.000 --> 00:06:54.000]  我們每一個人的屬靈的生命和屬靈的事況
[00:06:54.000 --> 00:06:58.000]  屬靈的生活都有密切關係的一個信息
[00:06:58.000 --> 00:07:06.000]  就是主要我們每一個人明白有靈受有經歷的一個信息
[00:07:06.000 --> 00:07:08.000]  聖靈的工作
[00:07:08.000 --> 00:07:10.000]  在這末世的時候
[00:07:10.000 --> 00:07:14.000]  我們更加需要聖靈的工作
[00:07:14.000 --> 00:07:15.000]  為什麼呢
[00:07:15.000 --> 00:07:18.000]  我們有七十路裡面的根據
[00:07:18.000 --> 00:07:21.000]  七十路十二章十二節
[00:07:21.000 --> 00:07:24.000]  很容易記得的一個章節
[00:07:24.000 --> 00:07:27.000]  七十路十二章十二節
[00:07:27.000 --> 00:07:33.000]  這是在天上的聲音的宣告
[00:07:33.000 --> 00:07:37.000]  我們看第十節一句
[00:07:37.000 --> 00:07:41.000]  我聽見在天上有大聲音說
[00:07:41.000 --> 00:07:45.000]  這是天上的宣告的信息
[00:07:45.000 --> 00:07:48.000]  這個信息一直的講下去
[00:07:48.000 --> 00:07:52.000]  到了第十二節
[00:07:52.000 --> 00:07:55.000]  所以住天和住在其中的
[00:07:55.000 --> 00:07:57.000]  你們都快樂吧
[00:07:57.000 --> 00:08:00.000]  這是地與海有互聊
[00:08:00.000 --> 00:08:03.000]  因為魔鬼知道自己的時候不多
[00:08:03.000 --> 00:08:07.000]  就氣憤憤的嚇到你們那裡去了
[00:08:07.000 --> 00:08:09.000]  在末世的時候
[00:08:09.000 --> 00:08:15.000]  Satan魔鬼氣憤憤的嚇到地上
[00:08:15.000 --> 00:08:17.000]  他在那裡變本加厲
[00:08:17.000 --> 00:08:20.000]  更加猖狂的來工作
[00:08:20.000 --> 00:08:23.000]  真是無所不用其極的
[00:08:23.000 --> 00:08:26.000]  那樣的來破壞聖靈工作
[00:08:26.000 --> 00:08:28.000]  在這個時候
[00:08:28.000 --> 00:08:30.000]  我們面對強敵
[00:08:30.000 --> 00:08:35.000]  最強大的敵人是超自然的敵人
[00:08:35.000 --> 00:08:37.000]  那麼我們要勝過他
[00:08:37.000 --> 00:08:41.000]  我們必須有超自然的能力
[00:08:41.000 --> 00:08:44.000]  超自然的能力已經為我們預備好
[00:08:44.000 --> 00:08:47.000]  就是聖靈的能力
[00:08:47.000 --> 00:08:49.000]  所以我們要渴慕
[00:08:49.000 --> 00:08:50.000]  我們要追求
[00:08:50.000 --> 00:08:55.000]  我們要得著經歷聖靈的工作
[00:08:55.000 --> 00:08:58.000]  在聖經裡面有三卷書
[00:08:58.000 --> 00:09:01.000]  是把聖靈的工作講得最清楚的
[00:09:01.000 --> 00:09:04.000]  如果大家願意對聖靈的工作
[00:09:04.000 --> 00:09:07.000]  有進一步的查考靈授
[00:09:07.000 --> 00:09:10.000]  可以多讀這三卷書
[00:09:10.000 --> 00:09:14.000]  第一卷書就是《師徒行傳》
[00:09:14.000 --> 00:09:18.000]  第二卷書就是舊約的《依希節書》
[00:09:18.000 --> 00:09:22.000]  第三卷書就是我們在這個夏令會裡面
[00:09:22.000 --> 00:09:26.000]  要詳細查看的《依夫碩書》
[00:09:26.000 --> 00:09:32.000]  這三卷書把聖靈的真理講得相當的清楚
[00:09:32.000 --> 00:09:34.000]  在這三卷書之外
[00:09:34.000 --> 00:09:37.000]  當然加上我剛才提到的
[00:09:37.000 --> 00:09:40.000]  主耶穌離別的教導
[00:09:40.000 --> 00:09:44.000]  約翰福音14 15 16三章
[00:09:44.000 --> 00:09:50.000]  如果一個基督徒把這些經文都能夠詳細的查考
[00:09:50.000 --> 00:09:52.000]  能夠靈會
[00:09:52.000 --> 00:09:56.000]  能夠追求其中的經歷
[00:09:56.000 --> 00:10:00.000]  就可以得到很大的恩典
[00:10:00.000 --> 00:10:02.000]  在這個末世的時候
[00:10:02.000 --> 00:10:04.000]  能夠慰助戰慄的主
[00:10:04.000 --> 00:10:06.000]  有聖靈的統共
[00:10:06.000 --> 00:10:08.000]  有聖靈的國旨
[00:10:08.000 --> 00:10:10.000]  有聖靈的恩賜
[00:10:10.000 --> 00:10:12.000]  有聖靈的充滿
[00:10:12.000 --> 00:10:14.000]  也可以有聖靈的交換
[00:10:14.000 --> 00:10:16.000]  在我們的身上
[00:10:16.000 --> 00:10:18.000]  我們就可以奉主的名
[00:10:18.000 --> 00:10:20.000]  打美好的仗
[00:10:20.000 --> 00:10:23.000]  所以我們面對的信息
[00:10:23.000 --> 00:10:28.000]  是一個真實的經驗的信息
[00:10:28.000 --> 00:10:30.000]  不是理論的信息
[00:10:30.000 --> 00:10:34.000]  不是一種高調的信息
[00:10:34.000 --> 00:10:37.000]  那是我們每一個人可以進入其中
[00:10:37.000 --> 00:10:42.000]  靈受得到的信息
[00:10:42.000 --> 00:10:47.000]  我記得讀這個賓路易師母
[00:10:47.000 --> 00:10:49.000]  她所寫的書
[00:10:49.000 --> 00:10:51.000]  她的書有兩個重點
[00:10:51.000 --> 00:10:56.000]  一個是十字架
[00:10:56.000 --> 00:10:57.000]  十字架
[00:10:57.000 --> 00:11:01.000]  與基督同時經歷十字架
[00:11:01.000 --> 00:11:05.000]  最基本最重要最寶貴的信息
[00:11:05.000 --> 00:11:08.000]  第二就是聖靈充滿
[00:11:08.000 --> 00:11:12.000]  她追求聖靈充滿的道路
[00:11:12.000 --> 00:11:14.000]  就是先相信
[00:11:14.000 --> 00:11:19.000]  聖靈充滿是神已經預備好的一個恩典
[00:11:19.000 --> 00:11:21.000]  這是神的旨意
[00:11:21.000 --> 00:11:24.000]  要屬神的人都得到
[00:11:24.000 --> 00:11:27.000]  這是用在每一個信徒身上
[00:11:27.000 --> 00:11:31.000]  都是真實的一個信息
[00:11:31.000 --> 00:11:32.000]  然後呢
[00:11:32.000 --> 00:11:34.000]  她就要對付自己
[00:11:34.000 --> 00:11:36.000]  對付一切的罪
[00:11:36.000 --> 00:11:38.000]  對付自我
[00:11:38.000 --> 00:11:42.000]  追求與基督同定十字架
[00:11:42.000 --> 00:11:44.000]  然後禱告
[00:11:44.000 --> 00:11:46.000]  等候聖靈充滿
[00:11:46.000 --> 00:11:49.000]  最後得到聖靈充滿
[00:11:49.000 --> 00:11:52.000]  而這幾部裡面的
[00:11:52.000 --> 00:11:55.000]  每一部之中都有一個共同的因素
[00:11:55.000 --> 00:11:58.000]  就是信心
[00:11:58.000 --> 00:11:59.000]  信心
[00:11:59.000 --> 00:12:01.000]  抓住神話
[00:12:01.000 --> 00:12:02.000]  根據神話
[00:12:02.000 --> 00:12:04.000]  來這樣的追求
[00:12:04.000 --> 00:12:06.000]  這樣的經歷
[00:12:06.000 --> 00:12:09.000]  她在英國許多的地方
[00:12:09.000 --> 00:12:10.000]  到處領會
[00:12:10.000 --> 00:12:12.000]  都是講聖靈充滿
[00:12:12.000 --> 00:12:15.000]  帶領人追求聖靈充滿
[00:12:15.000 --> 00:12:17.000]  每一個人必須做的
[00:12:17.000 --> 00:12:19.000]  就是先有信心
[00:12:19.000 --> 00:12:22.000]  相信聖靈充滿是神的旨意
[00:12:22.000 --> 00:12:24.000]  神已經預備好的恩典
[00:12:24.000 --> 00:12:26.000]  要給追求的人
[00:12:26.000 --> 00:12:30.000]  神不許渴慕的人空手回去
[00:12:30.000 --> 00:12:33.000]  神豈不把好東西
[00:12:33.000 --> 00:12:35.000]  給求祂的人嗎
[00:12:35.000 --> 00:12:39.000]  然後要學習與同定十字架
[00:12:39.000 --> 00:12:40.000]  向罪死
[00:12:40.000 --> 00:12:41.000]  向世界死
[00:12:41.000 --> 00:12:42.000]  向自我死
[00:12:42.000 --> 00:12:44.000]  然後
[00:12:44.000 --> 00:12:46.000]  藉著信心
[00:12:46.000 --> 00:12:49.000]  接受聖靈的充滿
[00:12:49.000 --> 00:12:51.000]  有許多的弟兄姊妹
[00:12:51.000 --> 00:12:53.000]  經歷了聖靈的充滿
[00:12:53.000 --> 00:12:54.000]  蠻有喜樂
[00:12:54.000 --> 00:12:55.000]  蠻有能力
[00:12:55.000 --> 00:12:57.000]  開始了新的見證
[00:12:57.000 --> 00:12:59.000]  新的侍奉
[00:12:59.000 --> 00:13:00.000]  新的生活
[00:13:00.000 --> 00:13:02.000]  她在英國
[00:13:02.000 --> 00:13:03.000]  後來到歐洲大陸
[00:13:03.000 --> 00:13:05.000]  後來到俄國
[00:13:05.000 --> 00:13:06.000]  在俄國那個時候
[00:13:06.000 --> 00:13:08.000]  在共產黨開始之前
[00:13:08.000 --> 00:13:11.000]  在俄國的王室
[00:13:11.000 --> 00:13:14.000]  皇家裡面來傳福音
[00:13:14.000 --> 00:13:16.000]  得到許多的人信主
[00:13:16.000 --> 00:13:18.000]  後來到印度
[00:13:18.000 --> 00:13:20.000]  後來到美國
[00:13:20.000 --> 00:13:23.000]  她在美國的慕迪紀念堂
[00:13:23.000 --> 00:13:25.000]  講到第一個姊妹
[00:13:25.000 --> 00:13:27.000]  在那裡領會
[00:13:27.000 --> 00:13:29.000]  講到許多的人
[00:13:29.000 --> 00:13:33.000]  得到聖靈充滿的敬意
[00:13:33.000 --> 00:13:37.000]  我們看見有許多神大用的人
[00:13:37.000 --> 00:13:38.000]  像慕迪先生
[00:13:38.000 --> 00:13:40.000]  像約翰威斯尼
[00:13:40.000 --> 00:13:42.000]  他是六十位統公
[00:13:42.000 --> 00:13:45.000]  1739年1月
[00:13:45.000 --> 00:13:47.000]  他們通宵禱告
[00:13:47.000 --> 00:13:49.000]  禱告到半夜三點鐘的時候
[00:13:49.000 --> 00:13:51.000]  聖靈降臨在他們身上
[00:13:51.000 --> 00:13:53.000]  他們被聖靈充滿
[00:13:53.000 --> 00:13:54.000]  充滿了喜樂
[00:13:54.000 --> 00:13:55.000]  充滿了讚美
[00:13:55.000 --> 00:13:57.000]  充滿了敬拜
[00:13:57.000 --> 00:13:59.000]  他們那種的喜樂
[00:13:59.000 --> 00:14:02.000]  好像難以言數
[00:14:02.000 --> 00:14:04.000]  歷史就把那個叫做
[00:14:04.000 --> 00:14:08.000]  威斯尼宗的吳尋姐
[00:14:08.000 --> 00:14:10.000]  The Methodist Pentecost
[00:14:10.000 --> 00:14:12.000]  非常非常的寶貴
[00:14:12.000 --> 00:14:17.000]  是在約翰威斯尼的日記裡面
[00:14:17.000 --> 00:14:19.000]  清楚地記載的
[00:14:19.000 --> 00:14:21.000]  所以我們看見
[00:14:21.000 --> 00:14:23.000]  在教科律師裡面
[00:14:23.000 --> 00:14:26.000]  從1732年
[00:14:26.000 --> 00:14:28.000]  250年以前
[00:14:28.000 --> 00:14:30.000]  摩拉維亞弟兄會
[00:14:30.000 --> 00:14:32.000]  他們追求聖靈充滿
[00:14:32.000 --> 00:14:34.000]  聖靈降臨
[00:14:34.000 --> 00:14:35.000]  充滿在他們中間
[00:14:35.000 --> 00:14:38.000]  與教官他們開始
[00:14:38.000 --> 00:14:40.000]  他們就拆遷宣教士
[00:14:40.000 --> 00:14:42.000]  到世界各國
[00:14:42.000 --> 00:14:44.000]  到六大洲去
[00:14:44.000 --> 00:14:47.000]  頭十年已經拆遷宣教士
[00:14:47.000 --> 00:14:49.000]  到了六大洲
[00:14:49.000 --> 00:14:53.000]  第十年他們就拆遷宣教士
[00:14:53.000 --> 00:14:56.000]  到了西藏的邊境
[00:14:56.000 --> 00:15:00.000]  從那個時候開始的150年裡面
[00:15:00.000 --> 00:15:05.000]  他們拆遷了2158位宣教士
[00:15:05.000 --> 00:15:08.000]  從聖靈充滿開始
[00:15:08.000 --> 00:15:09.000]  所以我們看見
[00:15:09.000 --> 00:15:11.000]  聖靈充滿開始之後
[00:15:11.000 --> 00:15:14.000]  有了復興運動
[00:15:14.000 --> 00:15:17.000]  從那個時候開始到今天
[00:15:17.000 --> 00:15:21.000]  這個復興運動一波一波一波
[00:15:21.000 --> 00:15:24.000]  大概四五十年就發生一次
[00:15:24.000 --> 00:15:27.000]  就是大概的平均的數字
[00:15:27.000 --> 00:15:30.000]  每一次都是聖靈的工作
[00:15:30.000 --> 00:15:32.000]  聖靈的能力
[00:15:32.000 --> 00:15:33.000]  聖靈的教官
[00:15:33.000 --> 00:15:34.000]  聖靈的充滿
[00:15:34.000 --> 00:15:38.000]  在中國松川節
[00:15:38.000 --> 00:15:43.000]  弟兄他被族大大使用
[00:15:43.000 --> 00:15:45.000]  聖靈充滿他
[00:15:45.000 --> 00:15:47.000]  他在各地靈慧
[00:15:47.000 --> 00:15:48.000]  所結的果子
[00:15:48.000 --> 00:15:50.000]  所留下的屬靈的功效
[00:15:50.000 --> 00:15:52.000]  一直到今天
[00:15:52.000 --> 00:15:56.000]  還是清清楚楚的被我們看見
[00:15:56.000 --> 00:15:58.000]  我在不久之前
[00:15:58.000 --> 00:16:03.000]  去了馬來西亞的檳城
[00:16:03.000 --> 00:16:04.000]  檳榔嶼
[00:16:04.000 --> 00:16:08.000]  在那裡我還看見
[00:16:08.000 --> 00:16:11.000]  松川節到那裡靈慧的時候
[00:16:11.000 --> 00:16:14.000]  說諸城的佈道隊
[00:16:14.000 --> 00:16:17.000]  他們的退休會
[00:16:17.000 --> 00:16:20.000]  他們每年年初的時候
[00:16:20.000 --> 00:16:22.000]  通宵的禱告
[00:16:22.000 --> 00:16:23.000]  一連幾天
[00:16:23.000 --> 00:16:25.000]  進食禱告
[00:16:25.000 --> 00:16:27.000]  從三十年代開始
[00:16:27.000 --> 00:16:29.000]  到了九十年代
[00:16:29.000 --> 00:16:31.000]  六十年之久
[00:16:31.000 --> 00:16:34.000]  那個果子還繼續存在
[00:16:34.000 --> 00:16:36.000]  你到許多的地方
[00:16:36.000 --> 00:16:37.000]  南洋
[00:16:37.000 --> 00:16:38.000]  印尼也好
[00:16:38.000 --> 00:16:40.000]  台灣也好
[00:16:40.000 --> 00:16:41.000]  泰國也好
[00:16:41.000 --> 00:16:43.000]  越南也好
[00:16:43.000 --> 00:16:45.000]  馬來西亞
[00:16:45.000 --> 00:16:47.000]  新加坡也好
[00:16:47.000 --> 00:16:50.000]  你會看見一些熱心愛族的弟兄姊妹
[00:16:50.000 --> 00:16:52.000]  年紀已經大了
[00:16:52.000 --> 00:16:54.000]  他們還會告訴你
[00:16:54.000 --> 00:16:56.000]  從松川節
[00:16:56.000 --> 00:16:58.000]  靈復興會
[00:16:58.000 --> 00:16:59.000]  佈道會
[00:16:59.000 --> 00:17:00.000]  慶祝
[00:17:00.000 --> 00:17:01.000]  復興
[00:17:01.000 --> 00:17:02.000]  奉獻自己
[00:17:02.000 --> 00:17:04.000]  那個聖靈的工作的能力
[00:17:04.000 --> 00:17:08.000]  一直的留在教會裡面
[00:17:08.000 --> 00:17:11.000]  去年
[00:17:11.000 --> 00:17:14.000]  松川節的日記
[00:17:14.000 --> 00:17:15.000]  被整理
[00:17:15.000 --> 00:17:18.000]  現在正在浮印
[00:17:18.000 --> 00:17:20.000]  我相信今年年底前
[00:17:20.000 --> 00:17:22.000]  一萬本就會印出來了
[00:17:22.000 --> 00:17:27.000]  過去是以他的工作為骨幹的傳記
[00:17:27.000 --> 00:17:30.000]  現在他的日記
[00:17:30.000 --> 00:17:32.000]  十五年
[00:17:32.000 --> 00:17:34.000]  師風族的日記
[00:17:34.000 --> 00:17:36.000]  我詳細的看過了
[00:17:36.000 --> 00:17:38.000]  非常的寶貴
[00:17:38.000 --> 00:17:41.000]  他被聖靈充滿的那個精力
[00:17:41.000 --> 00:17:44.000]  那個能力的表現
[00:17:44.000 --> 00:17:48.000]  他又收到了五萬多封的信
[00:17:48.000 --> 00:17:51.000]  都是有人聽他講到
[00:17:51.000 --> 00:17:53.000]  慶祝了寫信給他
[00:17:53.000 --> 00:17:57.000]  有的人奉獻了寫信給他
[00:17:57.000 --> 00:18:00.000]  有人病得醫治了寫信給他
[00:18:00.000 --> 00:18:02.000]  有人復興了寫信給他
[00:18:02.000 --> 00:18:04.000]  五萬多封的信
[00:18:04.000 --> 00:18:07.000]  都是聖靈工作的紀錄
[00:18:07.000 --> 00:18:09.000]  見證
[00:18:09.000 --> 00:18:11.000]  非常的寶貴
[00:18:11.000 --> 00:18:13.000]  所以聖靈的工作
[00:18:13.000 --> 00:18:15.000]  這個超自然的能力
[00:18:15.000 --> 00:18:17.000]  是何等的真實
[00:18:17.000 --> 00:18:19.000]  在教會歷史裡面
[00:18:19.000 --> 00:18:23.000]  在許多個人基督徒的經驗裡頭
[00:18:23.000 --> 00:18:25.000]  在集體的經驗裡頭
[00:18:25.000 --> 00:18:28.000]  我們都常常看見
[00:18:28.000 --> 00:18:30.000]  常常聽見
[00:18:30.000 --> 00:18:31.000]  這麼真實
[00:18:31.000 --> 00:18:33.000]  這麼重要的一件事
[00:18:33.000 --> 00:18:34.000]  在我們這個時代
[00:18:34.000 --> 00:18:36.000]  我們不能忽略
[00:18:36.000 --> 00:18:38.000]  我們不能越過
[00:18:38.000 --> 00:18:40.000]  我們願意打開我們的心
[00:18:40.000 --> 00:18:43.000]  也開放我們的思想
[00:18:43.000 --> 00:18:45.000]  我們用心靈誠實
[00:18:45.000 --> 00:18:46.000]  和睦的心
[00:18:46.000 --> 00:18:48.000]  在主的話語裡頭
[00:18:48.000 --> 00:18:49.000]  來思想
[00:18:49.000 --> 00:18:50.000]  來靈受
[00:18:50.000 --> 00:18:52.000]  來經歷
[00:18:52.000 --> 00:18:55.000]  讓榮耀為更多人
[00:18:55.000 --> 00:18:56.000]  信主
[00:18:56.000 --> 00:18:57.000]  結出果子來
[00:18:57.000 --> 00:19:04.000]  能夠成為主的見證
[00:19:04.000 --> 00:19:06.000]  我也把我自己的
[00:19:06.000 --> 00:19:08.000]  在這方面的經驗
[00:19:08.000 --> 00:19:10.000]  稍微做一個見證
[00:19:10.000 --> 00:19:13.000]  來感謝主
[00:19:13.000 --> 00:19:16.000]  1956年
[00:19:16.000 --> 00:19:19.000]  有一個叫基督教的出版社
[00:19:19.000 --> 00:19:22.000]  要我翻譯一本書
[00:19:22.000 --> 00:19:25.000]  從英文翻成中文
[00:19:25.000 --> 00:19:27.000]  這個英文書本的名字
[00:19:27.000 --> 00:19:30.000]  叫Preacher and Power
[00:19:30.000 --> 00:19:34.000]  傳達人於能力
[00:19:34.000 --> 00:19:35.000]  也有的叫做
[00:19:35.000 --> 00:19:37.000]  Power through Prayer
[00:19:37.000 --> 00:19:40.000]  從禱告出來的能力
[00:19:40.000 --> 00:19:42.000]  那麼我就
[00:19:42.000 --> 00:19:43.000]  接了這個責任
[00:19:43.000 --> 00:19:46.000]  我就天天來翻譯
[00:19:46.000 --> 00:19:48.000]  那麼翻譯的時候
[00:19:48.000 --> 00:19:51.000]  常常深受感動
[00:19:51.000 --> 00:19:52.000]  有一天
[00:19:52.000 --> 00:19:55.000]  那個感動非常的強
[00:19:55.000 --> 00:19:56.000]  我一面翻譯
[00:19:56.000 --> 00:19:58.000]  眼淚一面滴下
[00:19:58.000 --> 00:20:00.000]  滴在我的稿子上
[00:20:00.000 --> 00:20:01.000]  後來呢
[00:20:01.000 --> 00:20:02.000]  我不能進行了
[00:20:02.000 --> 00:20:05.000]  不能繼續翻譯了
[00:20:05.000 --> 00:20:06.000]  我就放下工作
[00:20:06.000 --> 00:20:08.000]  在旁邊跪下
[00:20:08.000 --> 00:20:10.000]  在那裡禱告
[00:20:10.000 --> 00:20:13.000]  跪下就是兩三個小時的禱告
[00:20:13.000 --> 00:20:15.000]  不知不覺過去了
[00:20:15.000 --> 00:20:17.000]  心裡覺得充滿
[00:20:17.000 --> 00:20:18.000]  覺得喜樂
[00:20:18.000 --> 00:20:20.000]  覺得走得清明的交通
[00:20:20.000 --> 00:20:23.000]  那就開始了我一連三個月
[00:20:23.000 --> 00:20:26.000]  這樣的一個感受
[00:20:26.000 --> 00:20:30.000]  在那個經驗開始以後的第一個主日
[00:20:30.000 --> 00:20:33.000]  我就到一個教會去講道
[00:20:33.000 --> 00:20:35.000]  我還沒有講完道
[00:20:35.000 --> 00:20:39.000]  我發現這個教會中的情況不同了
