
[00:00:00.000 --> 00:00:03.000]  大家知道我們這段時間一直在說
[00:01:59.000 --> 00:02:01.640]  看到我這麼淒涼 就讓我撩
[00:02:01.640 --> 00:02:04.280]  大家可以想像 用一支鐵尺
[00:02:04.280 --> 00:02:09.240]  怎麼可以撩到在七八尺下面的幾個毫子呢?
[00:02:09.240 --> 00:02:11.920]  當我在撩的時候
[00:02:11.920 --> 00:02:15.720]  我個人很慌張 很不知道怎麼辦
[00:02:15.720 --> 00:02:18.640]  一個男士在那時候走過來
[00:02:18.640 --> 00:02:20.200]  他說「小朋友 掉了錢嗎?」
[00:02:20.200 --> 00:02:22.080]  我說「是的」
[00:02:22.080 --> 00:02:26.000]  他看到我這麼淒涼 就幫我撩
[00:02:26.000 --> 00:02:28.600]  一起在那裡撩了很久
[00:02:28.600 --> 00:02:31.360]  撩了很久之後 我發覺還是沒有什麼幫助
[00:02:31.360 --> 00:02:36.000]  我開始情急之下就哭了
[00:02:36.000 --> 00:02:37.480]  在淒涼的情況之下
[00:02:37.480 --> 00:02:40.080]  這個男士又覺得幫不到我
[00:02:40.080 --> 00:02:44.400]  他就從袋子裡拿了一個五毫子出來
[00:02:44.400 --> 00:02:48.800]  不用擔心 你去買吧
[00:02:48.800 --> 00:02:54.960]  我在小時候很少得到一些陌生人對我的幫助
[00:02:54.960 --> 00:02:59.280]  一毫子對我來說 在小朋友的眼中是很大
[00:02:59.280 --> 00:03:03.600]  我想不到一個陌生的人拿了五毫子給我
[00:03:03.600 --> 00:03:07.160]  然後我拿去買報紙
[00:03:07.160 --> 00:03:09.080]  這件事情幾十年之前
[00:03:09.080 --> 00:03:12.760]  當我想起來的時候 都會有一點點會心微笑
[00:03:12.760 --> 00:03:16.320]  對於他來說 可能是一個很小的錢幣
[00:03:16.320 --> 00:03:21.880]  但對一個小孩子 在當時的幫助是很大的
[00:03:21.880 --> 00:03:24.360]  不單只是那幾個毫子
[00:03:24.360 --> 00:03:27.320]  而是對我的關懷 對我的幫助
[00:03:27.320 --> 00:03:29.920]  深刻在我的心裡面
[00:03:29.920 --> 00:03:35.040]  到今天 一把年紀 仍然記得這件事情
[00:03:35.040 --> 00:03:36.680]  我猜大家都有不同的經歷
[00:03:36.680 --> 00:03:40.320]  在不同的階段曾經得過別人對你的幫助
[00:03:40.320 --> 00:03:44.360]  你或者會說 這個朋友曾經恩待我
[00:03:44.360 --> 00:03:46.840]  回想起來的時候 我的心都會很感動
[00:03:46.840 --> 00:03:49.760]  甚至覺得自己都不值得他幫助
[00:03:49.760 --> 00:03:52.280]  沒有什麼特別必要他幫我
[00:03:52.280 --> 00:03:54.080]  我不配他幫的
[00:03:54.080 --> 00:03:58.080]  但你又承受過別人曾經對你的幫助
[00:03:58.080 --> 00:04:01.200]  如果我給你機會 你向你旁邊的人說一說
[00:04:01.200 --> 00:04:04.800]  可能會有很多事情可以說出來
[00:04:04.800 --> 00:04:06.480]  但當你想起這些事情的時候
[00:04:06.480 --> 00:04:10.280]  我們更加想到的是我們的天父
[00:04:10.280 --> 00:04:13.880]  聖經說到他恩待過一些忘恩的人
[00:04:13.880 --> 00:04:17.200]  和作惡的人
[00:04:17.200 --> 00:04:19.240]  那些不配得到恩典的人
[00:04:19.240 --> 00:04:23.640]  只是恩待他們 而且是思念民
[00:04:23.640 --> 00:04:26.760]  其實我們豈不是一些忘恩的人
[00:04:26.760 --> 00:04:28.720]  曾經作惡的人
[00:04:28.720 --> 00:04:30.800]  但聖經就說這位天上的父親
[00:04:30.800 --> 00:04:33.880]  恩待我們這些人
[00:04:33.880 --> 00:04:36.680]  當我們今天成為天父的兒女之後
[00:04:36.680 --> 00:04:38.800]  聖經清楚地鼓勵我們
[00:04:38.800 --> 00:04:40.400]  我們作為神的兒女
[00:04:40.400 --> 00:04:43.160]  學習這位天父的榜樣
[00:04:43.160 --> 00:04:48.880]  同樣學習去施恩給那些忘恩和作惡的人
[00:04:48.880 --> 00:04:53.320]  在那一刻 你就被配稱為天父的兒女
[00:04:53.320 --> 00:04:54.320]  各位弟兄姊妹
[00:04:54.320 --> 00:04:57.080]  這個說話在現代來說
[00:04:57.080 --> 00:05:00.440]  是不流行、不受歡迎的說話
[00:05:00.440 --> 00:05:04.000]  但正是聖經對我們奇妙的教導
[00:05:04.000 --> 00:05:05.440]  因此我們一起看看聖經
[00:05:05.440 --> 00:05:09.400]  如何教導我們學習去恩待那些忘恩的人
[00:05:09.400 --> 00:05:19.960]  我們看看剛才聖經路加福音第六章的經文
[00:05:19.960 --> 00:05:22.840]  聖經路加福音第六章
[00:05:22.840 --> 00:05:24.280]  剛才大家讀過的時候
[00:05:24.280 --> 00:05:28.520]  你會感受到這段經文有很多好像很難理解
[00:05:28.520 --> 00:05:30.240]  好像很愚昧
[00:05:30.240 --> 00:05:32.880]  怎麼會別人打你的臉
[00:05:32.880 --> 00:05:35.920]  你就連那邊臉都被他打
[00:05:35.920 --> 00:05:38.080]  是不是很懦弱呢?
[00:05:38.080 --> 00:05:41.120]  我都深刻記得在我自己中學時期
[00:05:41.120 --> 00:05:45.680]  我爸爸和另一位弟弟和我一起喝茶
[00:05:45.680 --> 00:05:48.320]  這位弟弟聽見我是一個教徒
[00:05:48.320 --> 00:05:51.280]  他就帶著一個很取笑的口吻
[00:05:51.280 --> 00:05:53.200]  問我一個問題
[00:05:53.200 --> 00:05:54.920]  他說你讀過聖經的
[00:05:54.920 --> 00:05:55.960]  你有沒有讀過聖經說
[00:05:55.960 --> 00:05:57.800]  當別人打你左臉的時候
[00:05:57.800 --> 00:06:01.400]  你接著要怎麼做?
[00:06:01.400 --> 00:06:03.280]  我知道他想說什麼
[00:06:03.280 --> 00:06:05.400]  我都不敢回答他
[00:06:05.400 --> 00:06:07.720]  聽見他說了一大堆的話
[00:06:07.720 --> 00:06:13.280]  告訴我聖經其實告訴你的教導是很愚昧的
[00:06:13.280 --> 00:06:16.320]  你不應該信耶穌
[00:06:16.320 --> 00:06:17.920]  我不懂得怎樣回答他
[00:06:17.920 --> 00:06:21.160]  但這件事一直在我心裏
[00:06:21.160 --> 00:06:23.880]  聖經說有人打你的這邊臉
[00:06:23.880 --> 00:06:25.800]  連那邊臉也由他打
[00:06:25.800 --> 00:06:28.920]  是不是很懦弱的表現呢?
[00:06:28.920 --> 00:06:31.600]  當我們仔細看整篇聖經的時候
[00:06:31.600 --> 00:06:35.640]  你會發覺整段經文有一個重要的基礎
[00:06:35.640 --> 00:06:37.160]  就是聖經說
[00:06:37.160 --> 00:06:42.040]  神對人的愛是一種不改變的愛
[00:06:42.040 --> 00:06:46.840]  而真正的愛是一種人心裏面的本性
[00:06:46.840 --> 00:06:51.840]  這種本性是不會因為人的改變而改變的
[00:06:51.840 --> 00:06:56.000]  整段經文是說一種不改變的愛人的本性
[00:06:56.000 --> 00:06:57.800]  而從一個角度去思想
[00:06:57.800 --> 00:07:01.200]  這些經文就幫助我們能夠明白
[00:07:01.200 --> 00:07:03.440]  在聖經裏面有很多字眼描寫愛
[00:07:03.440 --> 00:07:04.920]  大家都會知道
[00:07:04.920 --> 00:07:09.160]  有字眼描寫兄弟之間的愛
[00:07:09.160 --> 00:07:12.680]  有字眼用來描寫男女之間的愛
[00:07:12.680 --> 00:07:16.760]  有些是講述到人自然的情感等等
[00:07:16.760 --> 00:07:20.560]  但有一個特別的字是描寫神對人的愛
[00:07:20.560 --> 00:07:22.560]  大家很多場合都會聽過
[00:07:22.560 --> 00:07:24.960]  所謂阿加皮的愛
[00:07:24.960 --> 00:07:27.120]  這種愛的特點就是
[00:07:27.120 --> 00:07:32.240]  神對人的愛不因為我們的改變而改變
[00:07:32.240 --> 00:07:34.760]  就算我們變得不可愛
[00:07:34.760 --> 00:07:37.200]  神仍然愛我們
[00:07:37.200 --> 00:07:40.720]  因為神的愛是一種祂的本性
[00:07:40.720 --> 00:07:44.920]  永遠堅定的、不改變的本性
[00:07:44.920 --> 00:07:47.960]  好像一個指南針
[00:07:47.960 --> 00:07:49.560]  你會知道如果你撞一撞它
[00:07:49.560 --> 00:07:50.960]  那支針會怎樣?
[00:07:50.960 --> 00:07:53.400]  會動一下、搖擺一下
[00:07:53.400 --> 00:07:57.160]  但它很快就會指向南、向北
[00:07:57.160 --> 00:08:01.640]  是永遠不會轉變的定向
[00:08:01.640 --> 00:08:03.040]  聖經描寫這位神
[00:08:03.040 --> 00:08:05.520]  祂的愛就是不改變的愛
[00:08:05.520 --> 00:08:06.600]  就算我們改變
[00:08:06.600 --> 00:08:08.400]  祂也不會改變自己
[00:08:08.400 --> 00:08:11.040]  這是祂的定向
[00:08:11.040 --> 00:08:13.960]  所以從聖經裏面的一個角度思想的時候
[00:08:13.960 --> 00:08:15.880]  你會明白在二十七節
[00:08:15.880 --> 00:08:20.560]  聖經說:只是我告訴你們者聽道的人
[00:08:20.560 --> 00:08:23.440]  你們的仇敵要愛他
[00:08:23.440 --> 00:08:27.280]  恨你們的要待他們好
[00:08:27.280 --> 00:08:30.400]  就坐你們的要為他們祝福
[00:08:30.400 --> 00:08:34.720]  凌辱你們的要為他禱告
[00:08:34.720 --> 00:08:37.320]  無論別人怎樣待你
[00:08:37.320 --> 00:08:39.720]  按照這位天父的愛
[00:08:39.720 --> 00:08:43.280]  你可以仍然堅定地愛他
[00:08:43.280 --> 00:08:44.720]  因為你的本性
[00:08:44.720 --> 00:08:47.520]  你的新的生命告訴你
[00:08:47.520 --> 00:08:50.200]  你是有一種生命的質素
[00:08:50.200 --> 00:08:53.840]  是能夠堅定地去愛的
[00:08:53.840 --> 00:08:57.480]  我以前曾經和大家分享過一個比喻
[00:08:57.480 --> 00:09:01.760]  有一次一位老人家去到一個海邊
[00:09:01.760 --> 00:09:04.480]  在海邊裏面見到一棵樹
[00:09:04.480 --> 00:09:09.160]  這棵樹的根已經伸出了海裏
[00:09:09.160 --> 00:09:11.400]  在那時候他見到一隻蠍子
[00:09:11.400 --> 00:09:14.360]  在海邊這棵樹的樹根裏面
[00:09:14.360 --> 00:09:16.520]  被樹根纏著
[00:09:16.520 --> 00:09:19.240]  在那裏掙扎地爬出來
[00:09:19.240 --> 00:09:23.400]  因此這位老人家不怕危險地爬出去
[00:09:23.400 --> 00:09:27.960]  去到樹根上想把樹根推開
[00:09:27.960 --> 00:09:30.800]  讓蠍子可以爬出來
[00:09:30.800 --> 00:09:32.720]  當他在那裏撥頸的時候
[00:09:32.720 --> 00:09:35.280]  蠍子以為他想傷害他
[00:09:35.280 --> 00:09:38.240]  因此就針了這位老人家的手
[00:09:38.240 --> 00:09:41.640]  他針得很痛 而且有些紅腫
[00:09:41.640 --> 00:09:43.040]  但是他不肯放棄
[00:09:43.040 --> 00:09:45.120]  他就繼續地撥 繼續地撥
[00:09:45.120 --> 00:09:47.920]  希望蠍子可以走出來
[00:09:47.920 --> 00:09:50.040]  當他一直在撥的時候
[00:09:50.040 --> 00:09:51.800]  有一個老人家經過
[00:09:51.800 --> 00:09:53.640]  見到他正在做這件事情
[00:09:53.640 --> 00:09:56.000]  就大聲地取笑他
[00:09:56.000 --> 00:09:58.320]  他說:阿伯 你不要理他了
[00:09:58.320 --> 00:10:01.880]  你再理他 他會把你的手針腫了
[00:10:01.880 --> 00:10:06.560]  你出來吧 他會針人的
[00:10:06.560 --> 00:10:11.200]  這時候這位老伯一聽到這位老人家這樣說的時候
[00:10:11.200 --> 00:10:13.760]  他就回頭跟這位朋友說
[00:10:13.760 --> 00:10:15.560]  他說:先生 沒錯
[00:10:15.560 --> 00:10:18.640]  蠍子有個本性是要刺人的
[00:10:18.640 --> 00:10:20.120]  但是你要記得
[00:10:20.120 --> 00:10:25.040]  我作為人 我的本性是要去救助的
[00:10:25.040 --> 00:10:27.560]  因此他就繼續不理這個老人家
[00:10:27.560 --> 00:10:32.680]  就繼續去將這個蠍子解開出來
[00:10:32.680 --> 00:10:34.440]  這個比喻讓我們看到一件事情
[00:10:34.440 --> 00:10:40.360]  有些時候對方對你的反應可能是傷害你的
[00:10:40.360 --> 00:10:42.440]  但你不因為他的反應
[00:10:42.440 --> 00:10:47.120]  而影響了你本身的一種獨特的堅持
[00:10:47.120 --> 00:10:49.520]  就是你是愛人的人
[00:10:49.520 --> 00:10:53.960]  因此仍然去學習去幫助、去輔助
[00:10:53.960 --> 00:10:56.320]  當時已經提到 沒錯 他們是凌辱你
[00:10:56.320 --> 00:10:57.640]  但你為他們祈禱
[00:10:57.640 --> 00:11:00.600]  沒錯 他們周助你 你為他們祝福
[00:11:00.600 --> 00:11:05.240]  這正是主耶穌對我們一個很特別的提醒
[00:11:05.240 --> 00:11:07.400]  然後聖經二十九節就提到
[00:11:07.400 --> 00:11:09.240]  有人打你這邊的面
[00:11:09.240 --> 00:11:11.840]  那邊的面也由他打
[00:11:11.840 --> 00:11:12.640]  我們要很小心
[00:11:12.640 --> 00:11:16.280]  我們不需要去表面去理解這節經文
[00:11:16.280 --> 00:11:18.040]  認為誰打你
[00:11:18.040 --> 00:11:21.560]  你就快快把另一邊也打掉
[00:11:21.560 --> 00:11:24.800]  事實上我們的主耶穌也沒有這樣做
[00:11:24.800 --> 00:11:25.720]  大家一定會記得
[00:11:25.720 --> 00:11:27.800]  當主耶穌被捉拿的時候
[00:11:27.800 --> 00:11:32.160]  在大祭司的院庭庭子裡
[00:11:32.160 --> 00:11:35.400]  當時有一個差役打耶穌
[00:11:35.400 --> 00:11:36.560]  記不記得?
[00:11:36.560 --> 00:11:37.800]  耶穌說了一些話之後
[00:11:37.800 --> 00:11:39.720]  差役就打他
[00:11:39.720 --> 00:11:43.560]  當時主耶穌有沒有立刻把另一邊也打掉呢?
[00:11:43.560 --> 00:11:45.000]  沒有
[00:11:45.000 --> 00:11:45.880]  主耶穌當時說
[00:11:45.880 --> 00:11:48.760]  如果我說的話是有不對的
[00:11:48.760 --> 00:11:51.240]  你可以指正我的不是
[00:11:51.240 --> 00:11:53.360]  如果我所說的話是對的
[00:11:53.360 --> 00:11:57.160]  你為何要打我?
[00:11:57.160 --> 00:11:58.640]  當時耶穌很清楚知道
[00:11:58.640 --> 00:12:00.360]  祂所說的是甚麼說話
[00:12:00.360 --> 00:12:02.520]  對方是不應該打祂
[00:12:02.520 --> 00:12:05.360]  因此清楚用說話指出祂的錯誤
[00:12:05.360 --> 00:12:08.800]  要求祂面對自己的錯誤
[00:12:08.800 --> 00:12:11.080]  因此我們不需要表面去看這節經文
[00:12:11.080 --> 00:12:15.800]  認為我們可以隨便接受別人的欺負
[00:12:15.800 --> 00:12:17.200]  但聖經有一個很清楚的意思
[00:12:17.200 --> 00:12:19.240]  就是一般人
[00:12:19.240 --> 00:12:23.000]  當你被別人打的時候
[00:12:23.000 --> 00:12:25.600]  你會怎樣反應呢?
[00:12:25.600 --> 00:12:27.000]  怎樣反應呢?
[00:12:27.000 --> 00:12:28.520]  回頭看
[00:12:28.520 --> 00:12:30.800]  一般的反應是報復的
[00:12:30.800 --> 00:12:33.520]  這是人的自然反應
[00:12:33.520 --> 00:12:35.160]  我記得有一次坐巴士
[00:12:35.160 --> 00:12:37.000]  看到兩個小孩子
[00:12:37.000 --> 00:12:38.960]  是姊弟
[00:12:38.960 --> 00:12:40.360]  媽媽在旁邊
[00:12:40.360 --> 00:12:43.960]  弟弟在玩家姐的手指
[00:12:43.960 --> 00:12:45.480]  玩著玩著覺得很有趣
[00:12:45.480 --> 00:12:48.120]  就咬一口
[00:12:48.120 --> 00:12:51.480]  家姐痛得很大聲地叫一聲
[00:12:51.480 --> 00:12:53.480]  然後撞一下弟弟
[00:12:53.480 --> 00:12:55.040]  為何要咬我?
[00:12:55.040 --> 00:12:56.840]  弟弟就說:為何要撞我?
[00:12:56.840 --> 00:12:58.840]  就打了家姐
[00:12:58.840 --> 00:13:01.320]  然後兩個就打打碰碰
[00:13:01.320 --> 00:13:03.160]  媽媽當然就罵他們
[00:13:03.160 --> 00:13:04.760]  為何打架?
[00:13:04.760 --> 00:13:09.520]  弟弟就說:家姐她打我
[00:13:09.520 --> 00:13:11.160]  有些時候人的反應就是這樣
[00:13:11.160 --> 00:13:12.560]  受到少許傷害
[00:13:12.560 --> 00:13:14.160]  無論誰對誰錯
[00:13:14.160 --> 00:13:17.800]  就會自然地去做報復的行動
[00:13:17.800 --> 00:13:19.080]  當時已經提到
[00:13:19.080 --> 00:13:23.360]  當你的面被人打的時候
[00:13:23.360 --> 00:13:26.640]  並不是說你不需要保護自己
[00:13:26.640 --> 00:13:27.920]  而是提醒你
[00:13:27.920 --> 00:13:29.960]  你準備好
[00:13:29.960 --> 00:13:32.760]  準備好去再承受
[00:13:32.760 --> 00:13:35.080]  有其他的傷害
[00:13:35.080 --> 00:13:37.800]  甚至是其他的損失
[00:13:37.800 --> 00:13:40.400]  就算再要承受傷害
[00:13:40.400 --> 00:13:45.640]  自己也不會主動地去傷害別人
[00:13:45.640 --> 00:13:48.600]  你不必要再接受別人的攻擊
[00:13:48.600 --> 00:13:49.840]  但你的內心是
[00:13:49.840 --> 00:13:52.040]  我不會去攻擊別人
[00:13:52.040 --> 00:13:54.280]  我不會去傷害別人
[00:13:54.280 --> 00:13:57.320]  縱使我面對再一次的傷害
[00:13:57.320 --> 00:14:00.760]  我都仍然堅持去愛他
[00:14:00.760 --> 00:14:01.800]  因此準備好
[00:14:01.800 --> 00:14:03.640]  就算再受一次傷害
[00:14:03.640 --> 00:14:08.840]  仍然保持內心那種愛的本性
[00:14:08.840 --> 00:14:10.520]  大家會記得斯提反
[00:14:10.520 --> 00:14:13.640]  在新約當中的一位殉道者
[00:14:13.640 --> 00:14:15.840]  大家記得當時一大群的群眾
[00:14:15.840 --> 00:14:17.840]  用甚麼來打他?
[00:14:17.840 --> 00:14:20.320]  用很多石頭打他
[00:14:20.320 --> 00:14:24.640]  在那個時候一般的反應可以怎樣做呢?
[00:14:24.640 --> 00:14:26.200]  哇 地上有很多石頭
[00:14:26.200 --> 00:14:28.000]  有些是自己的血在上面
[00:14:28.000 --> 00:14:30.960]  撿起兩塊 扔回他
[00:14:30.960 --> 00:14:33.160]  這是自然的反應
[00:14:33.160 --> 00:14:36.000]  甚至會出口咒詛他們
[00:14:36.000 --> 00:14:39.760]  你們故意將來要審判你們
[00:14:39.760 --> 00:14:42.640]  但斯提反怎樣做呢?
[00:14:42.640 --> 00:14:46.800]  斯提反他準備好去承受更多的傷害
[00:14:46.800 --> 00:14:50.560]  但他沒有拿回石頭扔回別人
[00:14:50.560 --> 00:14:53.360]  而且在他臨離世的時候
[00:14:53.360 --> 00:14:54.800]  他就向主耶穌
[00:14:54.800 --> 00:14:56.800]  他就自己這樣祈禱
[00:14:56.800 --> 00:14:59.040]  他說:主啊
[00:14:59.040 --> 00:15:04.080]  不要將這罪歸於他們
[00:15:04.080 --> 00:15:06.000]  如果不是有神的生命
[00:15:06.000 --> 00:15:08.640]  沒有人能夠說一句這樣的說話
[00:15:08.640 --> 00:15:11.040]  但因為有神的生命在他裡面
[00:15:11.040 --> 00:15:12.480]  受傷害的時候
[00:15:12.480 --> 00:15:14.320]  他仍然可以說:主啊
[00:15:14.320 --> 00:15:17.200]  不要將這罪歸於他們
[00:15:17.200 --> 00:15:19.360]  雖然他們應當受刑罰
[00:15:19.360 --> 00:15:22.400]  但主啊 你赦免他們
[00:15:22.400 --> 00:15:25.920]  這就是當別人打你的左臉的時候
[00:15:25.920 --> 00:15:28.640]  給他右臉打
[00:15:28.640 --> 00:15:32.080]  當別人奪你的外衣的時候
[00:15:32.080 --> 00:15:34.800]  連女衣都由他拿去
[00:15:34.800 --> 00:15:37.600]  正正是表達他內心的那種堅持
[00:15:37.600 --> 00:15:39.680]  要行在良善當中
[00:15:39.680 --> 00:15:42.640]  行在愛的當中
[00:15:42.640 --> 00:15:44.960]  聖經再說在第30節說:
[00:15:44.960 --> 00:15:48.080]  「凡求你的就給他」
[00:15:48.080 --> 00:15:49.760]  有人奪你的東西去
[00:15:49.760 --> 00:15:52.080]  不用再要回來
[00:15:52.080 --> 00:15:54.320]  凡是求你的就給他
[00:15:54.320 --> 00:15:57.760]  是否真的可以這樣做呢?
[00:15:57.760 --> 00:16:00.000]  如果從表面去理解
[00:16:00.000 --> 00:16:02.560]  凡是有什麼人向你借錢
[00:16:02.560 --> 00:16:05.040]  你一定要給他
[00:16:05.040 --> 00:16:08.160]  大家會聽過一些戒毒、戒毒的中心
[00:16:08.160 --> 00:16:10.320]  對一些家人的勸告
[00:16:10.320 --> 00:16:12.960]  就是三個「不」字
[00:16:12.960 --> 00:16:18.240]  不利、不棄、不謝
[00:16:18.240 --> 00:16:20.080]  你說這樣很殘忍
[00:16:20.080 --> 00:16:22.800]  但對於一個有倒印的人
[00:16:22.800 --> 00:16:26.320]  你不斷借給他只會害了他
[00:16:26.320 --> 00:16:28.000]  而不會幫助他
[00:16:28.000 --> 00:16:30.320]  所以他們經驗之談
[00:16:30.320 --> 00:16:31.280]  不可以借
[00:16:31.280 --> 00:16:34.000]  雖然很辛苦拒絕一個愛的人
[00:16:34.000 --> 00:16:36.160]  他受的困難
[00:16:36.160 --> 00:16:39.040]  但你仍然堅持不借給他
[00:16:39.040 --> 00:16:40.720]  所以很多時候
[00:16:40.720 --> 00:16:41.840]  當我們看聖經
[00:16:41.840 --> 00:16:43.200]  這裡所說的
[00:16:43.200 --> 00:16:45.680]  「凡求你的就給他」
[00:16:45.680 --> 00:16:48.000]  並不是叫我們表面上去理解
[00:16:48.000 --> 00:16:51.280]  就說所有人要求就給他
[00:16:51.280 --> 00:16:53.920]  但你會發覺一個很重要的地方
[00:16:53.920 --> 00:16:56.960]  對方有真正的需要
[00:16:56.960 --> 00:17:00.000]  他多次地請你幫助他
[00:17:00.000 --> 00:17:02.560]  你說我幫他一次
[00:17:02.560 --> 00:17:05.360]  或是幫不到第二次
[00:17:05.360 --> 00:17:07.600]  但你仍然要幫他
[00:17:07.600 --> 00:17:09.840]  當然你未必是給錢他
[00:17:09.840 --> 00:17:13.920]  但你的內心仍然樂意不斷地幫助他
[00:17:13.920 --> 00:17:17.920]  這正如剛才所說的「不利、不棄」
[00:17:17.920 --> 00:17:19.680]  沒錯他多次要求
[00:17:19.680 --> 00:17:21.680]  但你仍然去幫助他
[00:17:21.680 --> 00:17:23.840]  甚至你自己受了一些虧損
[00:17:23.840 --> 00:17:26.960]  仍然去關心、愛護他
[00:17:26.960 --> 00:17:28.560]  這就是聖經所說的
[00:17:28.560 --> 00:17:32.720]  「凡求你的就給他」
[00:17:32.720 --> 00:17:34.880]  在當中因為堅持對他的愛
[00:17:34.880 --> 00:17:38.800]  仍然繼續幫助、繼續輔助他
[00:17:38.800 --> 00:17:40.320]  我認識一些弟兄姊妹
[00:17:40.320 --> 00:17:44.800]  他們有一個朋友是精神病患的病人
[00:17:44.800 --> 00:17:47.280]  當中長期面對困難
[00:17:47.280 --> 00:17:48.720]  有時發覺很困擾
[00:17:48.720 --> 00:17:50.480]  都不知道怎樣幫助
[00:17:50.480 --> 00:17:53.920]  沒錯我們有些時候未必能夠長期幫助
[00:17:53.920 --> 00:17:55.280]  但我見到一些弟兄姊妹
[00:17:55.280 --> 00:17:56.640]  甚至給他們恩典
[00:17:56.640 --> 00:17:59.680]  他們學習長期關心、愛護
[00:17:59.680 --> 00:18:03.760]  是我自己很欣賞的一個見證
[00:18:03.760 --> 00:18:07.040]  聖經所說「凡求你的就給他」
[00:18:07.040 --> 00:18:10.880]  正是表達出一種這樣的愛的堅持
[00:18:10.880 --> 00:18:13.040]  有人奪了你的東西
[00:18:13.040 --> 00:18:15.520]  你不要拿回頭
[00:18:15.520 --> 00:18:17.920]  當然在我們生活上都體會到
[00:18:17.920 --> 00:18:20.800]  有人拿了屬於你的東西
[00:18:20.800 --> 00:18:25.920]  你是合理地可以要求他拿回頭
[00:18:25.920 --> 00:18:27.760]  但從整段經文看
[00:18:27.760 --> 00:18:29.360]  從愛的原則看
[00:18:29.360 --> 00:18:32.720]  有些時候對方有真實的需要
[00:18:32.720 --> 00:18:37.280]  或者你可能要考慮讓他拿走
[00:18:37.280 --> 00:18:40.160]  或者一個簡單的比喻大家會明白
[00:18:40.160 --> 00:18:43.040]  如果你有機會去到很多貧窮的地方
[00:18:43.040 --> 00:18:44.720]  如果你去到菲律賓
[00:18:44.720 --> 00:18:48.720]  你去過一個叫垃圾山的地方
[00:18:48.720 --> 00:18:50.480]  住了很多的貧民
[00:18:50.480 --> 00:18:54.160]  他們的生活就是靠著那些垃圾為生
[00:18:54.160 --> 00:18:55.840]  如果你帶了一袋的食物
[00:18:55.840 --> 00:18:59.440]  去到那個地方嘗試去參觀那個環境
[00:18:59.440 --> 00:19:00.960]  當你拿著的時候
[00:19:00.960 --> 00:19:03.120]  突然間有一個小孩子走過來
[00:19:03.120 --> 00:19:04.480]  一撞你
[00:19:04.480 --> 00:19:07.840]  然後把你的那包食物搶走了
[00:19:07.840 --> 00:19:09.280]  在那個時候
[00:19:09.280 --> 00:19:14.160]  或者你可以不再要求拿回頭
