
[00:00:00.000 --> 00:00:19.000]  十天的晚上,各位弟兄姊妹,對於說話語的科目,聽到的精神,使兄弟得到很大的鼓勵。
[00:19:34.000 --> 00:19:46.000]  能夠保持平安,如果有平安,教會就能夠發展,就能夠進步,
[00:19:46.000 --> 00:19:54.000]  就有工作的果下,有人信主的救,什麼時候失去平安,
[00:19:54.000 --> 00:20:06.000]  撒旦立刻工作,教會的聖公受到攔阻打擊挫折,
[00:20:06.000 --> 00:20:21.000]  所以使人非常渴慕平安,平安,平安,今天在我們的宗教會裏面,也求主賜下平安,
[00:20:21.000 --> 00:20:35.000]  讓弟兄姊妹們,同工們同心合意,把一切的紛爭,把一切的摩擦都除去,
[00:20:35.000 --> 00:20:44.000]  還有,愛主的人還有一個表現,那是第四個求,第九節,
[00:20:44.000 --> 00:20:52.000]  因要我們神前的緣故,我要為你求福,求福,
[00:20:52.000 --> 00:20:59.000]  這個求的原文和剛才我們看的求平安的那個求不同,
[00:20:59.000 --> 00:21:04.000]  這個求的原文和剛才我們所看的求平安的求是不同的,
[00:21:04.000 --> 00:21:08.000]  求平安的求是祈求,禱告的求,
[00:21:08.000 --> 00:21:15.000]  求福的這個求是尋求,
[00:21:15.000 --> 00:21:22.000]  兩種的求,都是需要,
[00:21:22.000 --> 00:21:27.000]  在禱告中向神求平安,
[00:21:27.000 --> 00:21:33.000]  願合而為一的心充滿了教會裏面,
[00:21:33.000 --> 00:21:41.000]  大家竭力保守聖靈所賜,合而為一的心,
[00:21:41.000 --> 00:21:46.000]  還有要尋求教會的福氣,
[00:21:46.000 --> 00:21:51.000]  這個福也就是好處,也就是益處,
[00:21:51.000 --> 00:21:59.000]  所有教會的弟兄姊妹,同心合一地求教會的益處,
[00:21:59.000 --> 00:22:03.000]  讓教會更蒙恩,
[00:22:03.000 --> 00:22:11.000]  這兩種的求,合在一起就是完全的求,
[00:22:11.000 --> 00:22:15.000]  現在我們要問了,
[00:22:15.000 --> 00:22:21.000]  世人這樣的愛慕聖殿聖城,
[00:22:21.000 --> 00:22:29.000]  他們最欣賞這個聖殿聖城裏面的什麼呢?
[00:22:29.000 --> 00:22:33.000]  第一樣,第三件,
[00:22:33.000 --> 00:22:38.000]  耶路撒冷被建造,如同連絡整齊的一座城,
[00:22:38.000 --> 00:22:46.000]  人到高處去,居高下望,
[00:22:46.000 --> 00:22:50.000]  看見耶路撒冷很美麗,
[00:22:50.000 --> 00:22:55.000]  因為這個房屋是有計劃的,
[00:22:55.000 --> 00:22:59.000]  互相連絡得很整齊,
[00:22:59.000 --> 00:23:01.000]  很美觀,
[00:23:01.000 --> 00:23:05.000]  所以他登高下望的時候,很欣賞這個情況,
[00:23:05.000 --> 00:23:09.000]  這是世人第一樣欣賞的,
[00:23:09.000 --> 00:23:13.000]  就是連絡整齊的房屋,
[00:23:13.000 --> 00:23:16.000]  在今天的教會裏面,
[00:23:16.000 --> 00:23:21.000]  神也在那裏欣賞弟兄姊妹們,
[00:23:21.000 --> 00:23:27.000]  互相配搭,互相聯繫的團契生活,
[00:23:27.000 --> 00:23:36.000]  神也在那裏欣賞弟兄姊妹們的配搭,彼此幫助的生活,
[00:23:36.000 --> 00:23:40.000]  教會裏面不是亂七八糟,
[00:23:40.000 --> 00:23:45.000]  那是井井有條,有團契,
[00:23:45.000 --> 00:23:49.000]  互相的合作,互相的配搭,
[00:23:49.000 --> 00:23:54.000]  按照聖靈所賜的恩賜,
[00:23:54.000 --> 00:23:59.000]  一同來侍奉,每個人把手伸出來,
[00:23:59.000 --> 00:24:05.000]  用神擺在手中的恩賜來工作,
[00:24:05.000 --> 00:24:08.000]  神在天上看見祂的教會,
[00:24:08.000 --> 00:24:11.000]  這樣好好地對答,
[00:24:11.000 --> 00:24:13.000]  祂的心裏快樂欣賞,
[00:24:13.000 --> 00:24:17.000]  神在天上看到教會這樣的好的配搭,
[00:24:17.000 --> 00:24:19.000]  祂又非常欣賞,是快樂,
[00:24:19.000 --> 00:24:22.000]  這是弟兄姊妹們的團契生活,
[00:24:22.000 --> 00:24:26.000]  我們要建立,
[00:24:26.000 --> 00:24:29.000]  讓我們的教會就好像耶路撒冷一樣,
[00:24:29.000 --> 00:24:36.000]  是一座連絡整體的城,
[00:24:36.000 --> 00:24:40.000]  我們要發現我們的恩賜,
[00:24:40.000 --> 00:24:43.000]  要去運用我們的恩賜,
[00:24:43.000 --> 00:24:49.000]  我們要去增進我們的恩賜,
[00:24:49.000 --> 00:24:55.000]  讓我們的恩賜的作用更加發揮出來,
[00:24:55.000 --> 00:25:00.000]  我們不要讓我們的恩賜生鏽,
[00:25:00.000 --> 00:25:05.000]  我們不要把恩賜的銀子埋在地上,
[00:25:05.000 --> 00:25:12.000]  我們要忠心地運用神給我們的恩賜,
[00:25:12.000 --> 00:25:15.000]  保羅提到恩賜的時候,
[00:25:15.000 --> 00:25:17.000]  他講了一句話,
[00:25:17.000 --> 00:25:24.000]  哥林多前書十二章第八節,
[00:25:24.000 --> 00:25:26.000]  他在那裏這樣說,
[00:25:26.000 --> 00:25:29.000]  飲於聖靈,
[00:25:29.000 --> 00:25:32.000]  十三節,
[00:25:32.000 --> 00:25:35.000]  就是把聖靈當作一個水泉,
[00:25:35.000 --> 00:25:41.000]  要常常地到水泉這裏來飲泉,
[00:25:41.000 --> 00:25:43.000]  就是將聖靈當作一個水泉,
[00:25:43.000 --> 00:25:47.000]  時時要到聖靈這個水池那裏去飲水,
[00:25:47.000 --> 00:25:51.000]  聖靈是我們的恩賜的源頭,
[00:25:51.000 --> 00:25:54.000]  我們得到聖靈的恩賜以後,
[00:25:54.000 --> 00:26:00.000]  還要常常到源頭那裏去飲水,
[00:26:00.000 --> 00:26:02.000]  一個人一喝水,
[00:26:02.000 --> 00:26:07.000]  整個精神就振作起來,
[00:26:07.000 --> 00:26:09.000]  所以在英文裏面,
[00:26:09.000 --> 00:26:11.000]  喝點水,吃點餅乾,
[00:26:11.000 --> 00:26:13.000]  叫做refreshment,
[00:26:13.000 --> 00:26:16.000]  就是讓我們的精神一振的意思,
[00:26:16.000 --> 00:26:18.000]  所以在英文方面,
[00:26:18.000 --> 00:26:19.000]  吃點餅乾,喝點水,
[00:26:19.000 --> 00:26:20.000]  就叫做refreshment,
[00:26:20.000 --> 00:26:22.000]  就叫我們的精神振作起來,
[00:26:22.000 --> 00:26:25.000]  我們的恩賜也需要到恩賜的源頭,
[00:26:25.000 --> 00:26:29.000]  聖靈那裏去重新地飲取,
[00:26:29.000 --> 00:26:32.000]  飲取得到振作,得到福興,
[00:26:32.000 --> 00:26:35.000]  所以我們的恩賜就要到聖靈的源頭那裏,
[00:26:35.000 --> 00:26:36.000]  讓我們能夠飲取,
[00:26:36.000 --> 00:26:38.000]  能夠得到福興,
[00:26:38.000 --> 00:26:39.000]  這樣的話,
[00:26:39.000 --> 00:26:45.000]  我們恩賜的作用會慢慢慢慢消退下去,
[00:26:45.000 --> 00:26:50.000]  它的功效會慢慢地減少下去,
[00:26:50.000 --> 00:26:57.000]  在我們互相的團聚生活裏面,
[00:26:57.000 --> 00:27:03.000]  我們看見第一節告訴我們那個美好的作用,
[00:27:03.000 --> 00:27:09.000]  人對我說,我們往耶和華的殿去,
[00:27:09.000 --> 00:27:11.000]  我就觀喜,
[00:27:11.000 --> 00:27:15.000]  這裏提到有四方面,
[00:27:15.000 --> 00:27:19.000]  第一是我,
[00:27:19.000 --> 00:27:21.000]  第二是人,
[00:27:21.000 --> 00:27:23.000]  第三耶和華,
[00:27:23.000 --> 00:27:27.000]  第四耶和華的殿,
[00:27:27.000 --> 00:27:30.000]  人對我說,
[00:27:30.000 --> 00:27:36.000]  不但有我,還有其他屬神的人,
[00:27:36.000 --> 00:27:40.000]  其他屬神的人對我說,
[00:27:40.000 --> 00:27:46.000]  來呀,來呀,我們一起到耶和華的殿去,
[00:27:46.000 --> 00:27:48.000]  我一聽就歡喜了,
[00:27:48.000 --> 00:27:50.000]  那些人是什麽人?
[00:27:50.000 --> 00:27:52.000]  愛神的人,
[00:27:52.000 --> 00:27:56.000]  他們自己歡喜到耶和華的殿去,
[00:27:56.000 --> 00:27:58.000]  他們也希望我去,
[00:27:58.000 --> 00:28:00.000]  他們就來提醒我,
[00:28:00.000 --> 00:28:03.000]  對我說你也來呀,你也來呀,
[00:28:03.000 --> 00:28:05.000]  我一聽到,
[00:28:05.000 --> 00:28:09.000]  我的愛神的心就眺望起來,
[00:28:09.000 --> 00:28:11.000]  我說好,我也來,
[00:28:11.000 --> 00:28:13.000]  大家一起來,
[00:28:13.000 --> 00:28:16.000]  原來是那些人要去,
[00:28:16.000 --> 00:28:21.000]  也許我已經忘記了要到神那裏去,
[00:28:21.000 --> 00:28:24.000]  但是這些人對我說,
[00:28:24.000 --> 00:28:27.000]  來呀,我們一起去親近神,
[00:28:27.000 --> 00:28:30.000]  我愛神的心就眺望起來,
[00:28:30.000 --> 00:28:34.000]  我又歡歡喜喜地和他們一起去了,
[00:28:34.000 --> 00:28:38.000]  這四方面連在一起了,
[00:28:38.000 --> 00:28:41.000]  人來鼓勵了我,
[00:28:41.000 --> 00:28:45.000]  我響應了弟兄姐妹的鼓勵,
[00:28:45.000 --> 00:28:48.000]  我們就一起愛神,
[00:28:48.000 --> 00:28:51.000]  一起愛神的殿,
[00:28:51.000 --> 00:28:53.000]  一起親近神,
[00:28:53.000 --> 00:28:55.000]  一起敬拜神,
[00:28:55.000 --> 00:28:58.000]  這就是團契的作用,
[00:28:58.000 --> 00:29:01.000]  彼此一起歡喜,
[00:29:01.000 --> 00:29:03.000]  一起親近神,
[00:29:03.000 --> 00:29:05.000]  一起敬拜神,
[00:29:05.000 --> 00:29:07.000]  一起侍奉神,
[00:29:07.000 --> 00:29:09.000]  一起榮耀神,
[00:29:09.000 --> 00:29:11.000]  多麼美好!
[00:29:11.000 --> 00:29:15.000]  這個整個的功效就是歡喜,
[00:29:15.000 --> 00:29:17.000]  俗齡的喜樂,
[00:29:17.000 --> 00:29:21.000]  這是從團契的交通而產生的,
[00:29:21.000 --> 00:29:23.000]  多麼美好!
[00:29:23.000 --> 00:29:27.000]  這個整個的功效就是歡喜,
[00:29:27.000 --> 00:29:29.000]  俗齡的喜樂,
[00:29:29.000 --> 00:29:35.000]  這是從團契的交通而產生的,
[00:29:35.000 --> 00:29:40.000]  我們再看世人還欣賞聖神裡面的什麼呢?
[00:29:40.000 --> 00:29:44.000]  我們說,看看世人所欣賞聖神的什麼呢?
[00:29:44.000 --> 00:29:46.000]  第五節,
[00:29:46.000 --> 00:29:50.000]  因為在那裡設立等半的寶座,
[00:29:50.000 --> 00:29:52.000]  就是大衛家的寶座,
[00:29:52.000 --> 00:29:55.000]  世人很欣賞寶座,
[00:29:55.000 --> 00:29:58.000]  大衛家的寶座,
[00:29:58.000 --> 00:30:00.000]  我們知道大衛家的寶座,
[00:30:00.000 --> 00:30:04.000]  預表基督的寶座,
[00:30:04.000 --> 00:30:08.000]  耶路撒冷裡面有寶座,
[00:30:08.000 --> 00:30:12.000]  在今天的教會裡面要有寶座,
[00:30:12.000 --> 00:30:14.000]  基督的寶座,
[00:30:14.000 --> 00:30:18.000]  我們要一同建立基督的寶座,
[00:30:18.000 --> 00:30:21.000]  我們要擁戴基督作王,
[00:30:21.000 --> 00:30:24.000]  我們要接受基督的主權,
[00:30:24.000 --> 00:30:26.000]  我們要信服祂,
[00:30:26.000 --> 00:30:28.000]  我們要高舉祂,
[00:30:28.000 --> 00:30:30.000]  我們要榮耀祂,
[00:30:30.000 --> 00:30:36.000]  祂坐在祂的國度的寶座上,
[00:30:36.000 --> 00:30:40.000]  神的國度是什麼呢?
[00:30:40.000 --> 00:30:42.000]  哥林多前書,
[00:30:42.000 --> 00:30:44.000]  四章二十節,
[00:30:44.000 --> 00:30:49.000]  很囉嗦,因為神的國不在乎言語,
[00:30:49.000 --> 00:30:52.000]  祂在乎權能,
[00:30:52.000 --> 00:30:56.000]  神的國的要素是權能,
[00:30:56.000 --> 00:31:01.000]  神的國的權能怎麼樣表現出來呢?
[00:31:01.000 --> 00:31:04.000]  當國民信服的時候,
[00:31:04.000 --> 00:31:09.000]  這個權能就顯出來,
[00:31:09.000 --> 00:31:12.000]  當我們這些在基督國度裡面的人,
[00:31:12.000 --> 00:31:17.000]  信服基督的時候,
[00:31:17.000 --> 00:31:21.000]  基督的權柄就顯現出來,
[00:31:21.000 --> 00:31:25.000]  祂的寶座就顯出來了,
[00:31:25.000 --> 00:31:30.000]  基督的國度在於我們的信服,
[00:31:30.000 --> 00:31:34.000]  在於我們接受祂的主權,
[00:31:34.000 --> 00:31:38.000]  在於我們常常對著說「是的,是的,是的」,
[00:31:38.000 --> 00:31:44.000]  在彼得後書裡面,
[00:31:44.000 --> 00:31:48.000]  主題是講到長進,
[00:31:48.000 --> 00:31:52.000]  而在這一點講長進的書裡面,
[00:31:52.000 --> 00:31:58.000]  特別提到主的一個名字,
[00:31:58.000 --> 00:32:03.000]  四次提到主耶穌一個完全的名字,
[00:32:03.000 --> 00:32:10.000]  就是我們的主,舊主耶穌基督,
[00:32:10.000 --> 00:32:13.000]  四次用這個名字,
[00:32:13.000 --> 00:32:19.000]  這是彼得後書最明顯的特點,
[00:32:19.000 --> 00:32:22.000]  最重要的特點,
[00:32:22.000 --> 00:32:28.000]  主耶穌的主的身份和祂舊主的身份連在一起,
[00:32:28.000 --> 00:32:34.000]  祂不單是我們的舊主,
[00:32:34.000 --> 00:32:37.000]  祂也是我們的主,
[00:32:37.000 --> 00:32:42.000]  我們對主的關係是這樣雙重的關係,
[00:32:42.000 --> 00:32:47.000]  第一步我們接受耶穌做舊主,
[00:32:47.000 --> 00:32:50.000]  當我們靈性長進的時候,
[00:32:50.000 --> 00:32:57.000]  接受耶穌基督做我們的主人,
[00:32:57.000 --> 00:33:04.000]  這個時候祂就是我們的主,舊主耶穌基督,
[00:33:04.000 --> 00:33:09.000]  這個時候我們的靈性就開始長進,
[00:33:09.000 --> 00:33:12.000]  我們就開始做門徒了,
[00:33:12.000 --> 00:33:16.000]  從信徒到了門徒,
[00:33:16.000 --> 00:33:21.000]  這是我們的靈前的經歷,
[00:33:21.000 --> 00:33:24.000]  我們要在我們的教會裡面建立基督的寶座,
[00:33:24.000 --> 00:33:28.000]  我們要學習做門徒,
[00:33:28.000 --> 00:33:32.000]  我們要學習信服,
[00:33:32.000 --> 00:33:39.000]  我們要學習否定自己確定基督,
[00:33:39.000 --> 00:33:47.000]  還有世人欣賞耶路撒冷裡面的什麼呢?
[00:33:47.000 --> 00:33:51.000]  第七節,第二句,
[00:33:51.000 --> 00:33:55.000]  願祢宮內興旺,
[00:33:55.000 --> 00:33:57.000]  宮內是什麼地方?
[00:33:57.000 --> 00:33:59.000]  是靈修住的地方,
[00:33:59.000 --> 00:34:01.000]  是靈修的地方,
[00:34:01.000 --> 00:34:03.000]  是靈修主的地方,
[00:34:03.000 --> 00:34:05.000]  是靈修主的地方,
[00:34:05.000 --> 00:34:09.000]  宮內興旺就是靈修們門徒,
[00:34:09.000 --> 00:34:12.000]  這個宮內興旺就是靈修們門徒,
[00:34:12.000 --> 00:34:14.000]  這是很重要,
[00:34:14.000 --> 00:34:17.000]  如果要教會蒙恩,
[00:34:17.000 --> 00:34:22.000]  第一步要教會的靈修蒙恩,
[00:34:22.000 --> 00:34:25.000]  教會的靈修是誰?
[00:34:25.000 --> 00:34:29.000]  是傳道人,長老,知識,
[00:34:29.000 --> 00:34:33.000]  是各部門的職員,
[00:34:33.000 --> 00:34:36.000]  是團企的職員,
[00:34:36.000 --> 00:34:38.000]  是修學的先生,
[00:34:38.000 --> 00:34:42.000]  在聖宮上有份的弟兄姊妹,
[00:34:42.000 --> 00:34:44.000]  這些是靈修,
[00:34:44.000 --> 00:34:47.000]  如果他們的靈性蒙恩,
[00:34:47.000 --> 00:34:50.000]  整個教會就蒙恩,
[00:34:50.000 --> 00:34:55.000]  靈修是走在前頭的人,
[00:34:55.000 --> 00:34:59.000]  靈修有三個因素,
[00:34:59.000 --> 00:35:04.000]  第一,他看見神的旨意,
[00:35:04.000 --> 00:35:09.000]  第二,他遵行神的旨意,
[00:35:09.000 --> 00:35:14.000]  第三,他推動別人遵行神的旨意,
[00:35:14.000 --> 00:35:16.000]  這就是靈修,
[00:35:16.000 --> 00:35:19.000]  他看見了神的旨意,
[00:35:19.000 --> 00:35:22.000]  他自己又去遵行神的旨意,
[00:35:22.000 --> 00:35:28.000]  然後他推動鼓勵別人一起去遵行神的旨意,
[00:35:28.000 --> 00:35:30.000]  他有所看見,
[00:35:30.000 --> 00:35:32.000]  他有所實行,
[00:35:32.000 --> 00:35:34.000]  他有所推動,
[00:35:34.000 --> 00:35:36.000]  這就是靈修,
[00:35:36.000 --> 00:35:37.000]  這就是靈修,
[00:35:37.000 --> 00:35:39.000]  靈修蒙恩,
[00:35:39.000 --> 00:35:41.000]  宮內興旺,
[00:35:41.000 --> 00:35:46.000]  整個耶路撒冷蒙恩興旺,
[00:35:46.000 --> 00:35:49.000]  整個教會蒙恩興旺,
[00:35:49.000 --> 00:35:55.000]  求神在宗教會裏面興起靈修,
[00:35:55.000 --> 00:36:00.000]  現在我們看一百三十二篇,
[00:36:00.000 --> 00:36:05.000]  我們先看世人對神的愛慕,
[00:36:05.000 --> 00:36:08.000]  我們先看世人對神的愛慕,
[00:36:08.000 --> 00:36:11.000]  第一節到第五節,
