
[00:00:00.000 --> 00:00:04.000]  當我們思想到按真理行紀律的時候
[00:01:27.000 --> 00:01:29.000]  我們一起看聖經
[00:01:29.000 --> 00:01:31.000]  在第十三章的經文
[00:01:31.000 --> 00:01:34.000]  大家先看其中的第四、第五節
[00:01:35.000 --> 00:01:36.000]  聖經就說
[00:01:36.000 --> 00:01:37.000]  聖經就說
[00:01:37.000 --> 00:02:04.000]  (聖經)
[00:02:04.000 --> 00:02:05.000]  如果大家有印象
[00:02:05.000 --> 00:02:08.000]  我們以前曾經讀過第九章、第十章的時候
[00:02:08.000 --> 00:02:11.000]  當時尼西米呼籲百姓
[00:02:11.000 --> 00:02:14.000]  要去重新毀身於神的律法
[00:02:14.000 --> 00:02:17.000]  一切中毒神的律法
[00:02:17.000 --> 00:02:19.000]  在當中百姓就納藥
[00:02:19.000 --> 00:02:21.000]  要去毀身於神
[00:02:21.000 --> 00:02:25.000]  但很快他們似乎忘記了曾經所納的藥
[00:02:25.000 --> 00:02:28.000]  後來當尼西米做省長十二年之後
[00:02:28.000 --> 00:02:29.000]  大家記得
[00:02:29.000 --> 00:02:33.000]  他就回到同王述職
[00:02:33.000 --> 00:02:34.000]  當他回去之後
[00:02:34.000 --> 00:02:36.000]  似乎百姓沒有領袖
[00:02:36.000 --> 00:02:40.000]  他們就開始忘記了之前所納的藥
[00:02:40.000 --> 00:02:42.000]  聖經就提他們重新犯罪
[00:02:42.000 --> 00:02:45.000]  特別是祭司犯罪
[00:02:45.000 --> 00:02:47.000]  在這件事情發生的時候
[00:02:47.000 --> 00:02:49.000]  尼西米不在場
[00:02:49.000 --> 00:02:50.000]  後來當他回來的時候
[00:02:50.000 --> 00:02:53.000]  他就再次來幫助百姓
[00:02:53.000 --> 00:02:57.000]  去勇敢地面對他們的罪
[00:02:57.000 --> 00:03:01.000]  大家再留意前面的第四節
[00:03:01.000 --> 00:03:03.000]  當時聖經就提到
[00:03:03.000 --> 00:03:06.000]  一位以利亞實祭司
[00:03:06.000 --> 00:03:10.000]  他就和多比亞的關係很密切
[00:03:10.000 --> 00:03:11.000]  大家有印象
[00:03:11.000 --> 00:03:13.000]  多比亞在過去我們曾經提
[00:03:13.000 --> 00:03:16.000]  他是多次地來敵對尼西米
[00:03:16.000 --> 00:03:19.000]  不讓尼西米來建築城牆
[00:03:19.000 --> 00:03:22.000]  多比亞是當時的亞門人當中
[00:03:22.000 --> 00:03:25.000]  很有權勢很有地位的人
[00:03:25.000 --> 00:03:28.000]  而且他很懂得搞關係
[00:03:28.000 --> 00:03:30.000]  因此他和這位祭司很熟絡
[00:03:30.000 --> 00:03:32.000]  關係很密切
[00:03:32.000 --> 00:03:36.000]  以至祭司將一間大房間給他
[00:03:36.000 --> 00:03:39.000]  大家知道這間房間是怎樣用的嗎?
[00:03:39.000 --> 00:03:43.000]  是用來安放很多素祭、祭品
[00:03:43.000 --> 00:03:45.000]  很多人奉獻給尼米人的食糧
[00:03:45.000 --> 00:03:47.000]  都儲存在這個地方
[00:03:47.000 --> 00:03:49.000]  聖殿裡面一些重要的器皿
[00:03:49.000 --> 00:03:51.000]  都是放在這個地方
[00:03:51.000 --> 00:03:54.000]  但是祭司竟然將這個很神聖的地方
[00:03:54.000 --> 00:03:57.000]  竟然將這些祭品騰空
[00:03:57.000 --> 00:04:02.000]  將房間給了一個人私自居住
[00:04:02.000 --> 00:04:05.000]  再闢作他自己一個私人住所
[00:04:05.000 --> 00:04:07.000]  住屋的地方
[00:04:07.000 --> 00:04:09.000]  這件事情是得罪神的
[00:04:09.000 --> 00:04:11.000]  是神所不起願的
[00:04:11.000 --> 00:04:13.000]  當然大家知道在過去
[00:04:13.000 --> 00:04:16.000]  尼西米曾經面對過百姓不同的罪
[00:04:16.000 --> 00:04:18.000]  但是似乎來到今天的時候
[00:04:18.000 --> 00:04:20.000]  又有新的問題
[00:04:20.000 --> 00:04:22.000]  我不知道大家有什麼感覺
[00:04:22.000 --> 00:04:24.000]  如果你們的朋友
[00:04:24.000 --> 00:04:27.000]  被規勸去犯一些錯失
[00:04:27.000 --> 00:04:29.000]  他改變了又再犯
[00:04:29.000 --> 00:04:31.000]  改變了又再犯
[00:04:31.000 --> 00:04:33.000]  接二連三地犯錯
[00:04:33.000 --> 00:04:35.000]  你會有什麼感覺呢?
[00:04:35.000 --> 00:04:37.000]  可能你說
[00:04:37.000 --> 00:04:38.000]  算了我不理他了
[00:04:38.000 --> 00:04:39.000]  他是這樣的了
[00:04:39.000 --> 00:04:40.000]  沒有辦法了
[00:04:40.000 --> 00:04:42.000]  想放棄了
[00:04:42.000 --> 00:04:44.000]  但是尼西米在那個時候
[00:04:44.000 --> 00:04:46.000]  完全沒有放棄的一種表達
[00:04:46.000 --> 00:04:48.000]  他繼續堅定地
[00:04:48.000 --> 00:04:50.000]  要幫助百姓
[00:04:50.000 --> 00:04:53.000]  去清除那些污穢的事情
[00:04:53.000 --> 00:04:56.000]  我想回到一件事情
[00:04:56.000 --> 00:04:58.000]  在幾年之前
[00:04:58.000 --> 00:05:00.000]  我曾經看到一個紀錄片
[00:05:00.000 --> 00:05:02.000]  說到一個國家
[00:05:02.000 --> 00:05:04.000]  這個國家在海岸線外
[00:05:04.000 --> 00:05:07.000]  有一艘郵輪擱淺
[00:05:07.000 --> 00:05:12.000]  因此原油一直污染整個海岸線
[00:05:12.000 --> 00:05:15.000]  大家都見過不少這樣的事情
[00:05:15.000 --> 00:05:16.000]  但這個紀錄片說到的
[00:05:16.000 --> 00:05:18.000]  不是這艘郵輪的事情
[00:05:18.000 --> 00:05:21.000]  是一大群義工
[00:05:21.000 --> 00:05:23.000]  他們是自願者
[00:05:23.000 --> 00:05:28.000]  他們幫助清洗海鳥身上的油污
[00:05:28.000 --> 00:05:30.000]  鏡頭拍攝到很多雀鳥
[00:05:30.000 --> 00:05:31.000]  很大隻的
[00:05:31.000 --> 00:05:33.000]  但身上是黑漆漆的
[00:05:33.000 --> 00:05:36.000]  油污沾染了他們的身體
[00:05:36.000 --> 00:05:40.000]  毛是一塊塊的黑色
[00:05:40.000 --> 00:05:43.000]  這些義工他們做的工作
[00:05:43.000 --> 00:05:45.000]  就是用特別的液體
[00:05:45.000 --> 00:05:47.000]  去清洗他們身上的油污
[00:05:47.000 --> 00:05:49.000]  我看到鏡頭
[00:05:49.000 --> 00:05:51.000]  看到他們拿著一隻雀鳥
[00:05:51.000 --> 00:05:53.000]  但雀鳥不會明白
[00:05:53.000 --> 00:05:55.000]  別人幫他們清洗油污
[00:05:55.000 --> 00:05:58.000]  以為別人想傷害他們
[00:05:58.000 --> 00:05:59.000]  因此在掙扎的時候
[00:05:59.000 --> 00:06:02.000]  一掂在義工的手上
[00:06:02.000 --> 00:06:03.000]  義工很痛
[00:06:03.000 --> 00:06:05.000]  有些還流血
[00:06:05.000 --> 00:06:06.000]  然後去包紮一下
[00:06:06.000 --> 00:06:07.000]  又回來
[00:06:07.000 --> 00:06:10.000]  又繼續幫他們清洗油污
[00:06:10.000 --> 00:06:13.000]  但雀鳥就繼續掂他們
[00:06:13.000 --> 00:06:17.000]  我想如果我是當時的義工
[00:06:17.000 --> 00:06:19.000]  被雀鳥一掂的時候
[00:06:19.000 --> 00:06:21.000]  我可能會發脾氣
[00:06:21.000 --> 00:06:22.000]  拍他一巴掌
[00:06:22.000 --> 00:06:25.000]  喂!這麼壞呀!
[00:06:25.000 --> 00:06:26.000]  可能我會很不開心
[00:06:26.000 --> 00:06:27.000]  再掂兩下的時候
[00:06:27.000 --> 00:06:28.000]  我就扔他出去
[00:06:28.000 --> 00:06:31.000]  你自己自生自滅
[00:06:31.000 --> 00:06:33.000]  很難接受我幫他
[00:06:33.000 --> 00:06:35.000]  他還傷害我
[00:06:35.000 --> 00:06:37.000]  但當時我一邊看的時候
[00:06:37.000 --> 00:06:39.000]  發覺義工繼續很認真
[00:06:39.000 --> 00:06:41.000]  不介意受傷害
[00:06:41.000 --> 00:06:44.000]  繼續幫雀鳥清洗油污
[00:06:44.000 --> 00:06:46.000]  清洗完之後
[00:06:46.000 --> 00:06:47.000]  帶他們出去
[00:06:47.000 --> 00:06:49.000]  放他們
[00:06:49.000 --> 00:06:51.000]  他們就可以再展翅
[00:06:51.000 --> 00:06:54.000]  來到飛翔
[00:06:54.000 --> 00:06:56.000]  我想說的是
[00:06:56.000 --> 00:06:57.000]  很多時候
[00:06:57.000 --> 00:06:59.000]  你發覺幫助別人
[00:06:59.000 --> 00:07:02.000]  離開他們的罪
[00:07:02.000 --> 00:07:04.000]  去清除一些污穢
[00:07:04.000 --> 00:07:07.000]  有些時候吃力不討好
[00:07:07.000 --> 00:07:10.000]  甚至會傷害你
[00:07:10.000 --> 00:07:12.000]  聖經就常常勉勵我們
[00:07:12.000 --> 00:07:14.000]  不單留心自己的事情
[00:07:14.000 --> 00:07:17.000]  也學習留心別人的事
[00:07:17.000 --> 00:07:18.000]  大家記得聖經的
[00:07:18.000 --> 00:07:21.000]  現在是書第六章第一節
[00:07:21.000 --> 00:07:23.000]  我們常常讀的經文說
[00:07:23.000 --> 00:07:27.000]  若有人偶然被過犯所成
[00:07:27.000 --> 00:07:30.000]  然後怎麼說
[00:07:30.000 --> 00:07:31.000]  你們屬靈的人
[00:07:31.000 --> 00:07:33.000]  就要用溫柔的心
[00:07:33.000 --> 00:07:36.000]  將他挽回過來
[00:07:36.000 --> 00:07:37.000]  有你的弟兄姊妹
[00:07:37.000 --> 00:07:40.000]  偶然被過犯所成
[00:07:40.000 --> 00:07:42.000]  你們屬靈的人
[00:07:42.000 --> 00:07:44.000]  不是說那些超級的聖徒
[00:07:44.000 --> 00:07:45.000]  不是
[00:07:45.000 --> 00:07:47.000]  是說所有的人
[00:07:47.000 --> 00:07:48.000]  當你幫助他的時候
[00:07:48.000 --> 00:07:50.000]  不是用你的血氣
[00:07:50.000 --> 00:07:51.000]  去罵他一生
[00:07:51.000 --> 00:07:53.000]  他就會改變
[00:07:53.000 --> 00:07:55.000]  是藉由聖靈給你的幫助
[00:07:55.000 --> 00:07:56.000]  甚至說話
[00:07:56.000 --> 00:07:58.000]  聖靈給你的引導
[00:07:58.000 --> 00:08:00.000]  來幫助他
[00:08:00.000 --> 00:08:03.000]  將他挽回
[00:08:03.000 --> 00:08:05.000]  什麼叫挽回
[00:08:05.000 --> 00:08:07.000]  大家不知道有沒有試過
[00:08:07.000 --> 00:08:08.000]  有時候意外
[00:08:08.000 --> 00:08:09.000]  跌到手
[00:08:09.000 --> 00:08:10.000]  跌到腳
[00:08:10.000 --> 00:08:12.000]  可能有骨折
[00:08:12.000 --> 00:08:13.000]  找骨科醫生
[00:08:13.000 --> 00:08:15.000]  來幫助你
[00:08:15.000 --> 00:08:17.000]  去駁骨
[00:08:17.000 --> 00:08:20.000]  這個駁骨就是挽回
[00:08:20.000 --> 00:08:22.000]  聖經的字眼是說
[00:08:22.000 --> 00:08:25.000]  當我們什麼時候受了傷害的時候
[00:08:25.000 --> 00:08:29.000]  能夠重新恢復原有的健康
[00:08:29.000 --> 00:08:31.000]  這個就是挽回
[00:08:31.000 --> 00:08:33.000]  聖經勉勵我們
[00:08:33.000 --> 00:08:34.000]  不單關心自己的事情
[00:08:34.000 --> 00:08:36.000]  留心你身旁有人
[00:08:36.000 --> 00:08:37.000]  陷在罪當中
[00:08:37.000 --> 00:08:40.000]  而學習去將他挽回過來
[00:08:40.000 --> 00:08:42.000]  這個是屬靈的人
[00:08:42.000 --> 00:08:44.000]  如果你感覺你是屬靈的
[00:08:44.000 --> 00:08:46.000]  你是屬神的
[00:08:46.000 --> 00:08:48.000]  你當做的事情
[00:08:48.000 --> 00:08:50.000]  我們當關注的事情
[00:08:50.000 --> 00:08:52.000]  在當時的尼熙米
[00:08:52.000 --> 00:08:53.000]  他很留意到
[00:08:53.000 --> 00:08:55.000]  祭司犯罪
[00:08:55.000 --> 00:08:56.000]  他留意到
[00:08:56.000 --> 00:08:58.000]  祭司竟然做了一件惡事
[00:08:58.000 --> 00:09:01.000]  大家再看《馬哈迪聖經》第七展
[00:09:03.000 --> 00:09:05.000]  當他回到耶路撒冷的時候
[00:09:05.000 --> 00:09:07.000]  才知道以尼亞實
[00:09:07.000 --> 00:09:09.000]  在神殿的院子裡
[00:09:09.000 --> 00:09:13.000]  維多比亞裏面一間房間那件惡事
[00:09:13.000 --> 00:09:16.000]  他清楚知道是惡事
[00:09:16.000 --> 00:09:18.000]  為什麼當時沒有人理會呢?
[00:09:18.000 --> 00:09:21.000]  可能很多人都怕得罪這些權貴
[00:09:21.000 --> 00:09:22.000]  得罪祭司
[00:09:22.000 --> 00:09:25.000]  因此沒有人理會這件事情
[00:09:25.000 --> 00:09:27.000]  而祭司竟然明知是錯的
[00:09:27.000 --> 00:09:29.000]  而去犯罪
[00:09:29.000 --> 00:09:30.000]  為什麼呢?
[00:09:30.000 --> 00:09:33.000]  因為他很重視關係
[00:09:33.000 --> 00:09:38.000]  我們中國人很留心人際關係
[00:09:38.000 --> 00:09:39.000]  我們有時會說笑
[00:09:39.000 --> 00:09:41.000]  有關係、沒有關係
[00:09:41.000 --> 00:09:43.000]  就是最大的關係
[00:09:43.000 --> 00:09:49.000]  但有些時候我們太重視那種關係
[00:09:49.000 --> 00:09:51.000]  而疏忽了神的旨意
[00:09:51.000 --> 00:09:53.000]  就是最大的危機
[00:09:53.000 --> 00:09:56.000]  在聖經上提到關係
[00:09:56.000 --> 00:09:58.000]  但同時提到聖結
[00:09:58.000 --> 00:10:01.000]  我請大家一起去聖經另一處經文
[00:10:01.000 --> 00:10:03.000]  在新約的希伯來書
[00:10:03.000 --> 00:10:04.000]  我們看看
[00:10:04.000 --> 00:10:10.000]  聖經的希伯來書第十二章
[00:10:10.000 --> 00:10:15.000]  聖經的一千八百二十五頁
[00:10:15.000 --> 00:10:21.000]  希伯來書第十二章
[00:10:21.000 --> 00:10:23.000]  我們看看第十四節
[00:10:23.000 --> 00:10:32.000]  十二章第十四節和本
[00:10:32.000 --> 00:10:33.000]  這樣說
[00:10:33.000 --> 00:10:36.000]  「你們要追求與眾人和睦
[00:10:36.000 --> 00:10:40.000]  並要追求聖結
[00:10:40.000 --> 00:10:44.000]  非聖結沒有人能見主」
[00:10:44.000 --> 00:10:47.000]  一節很簡短的經文
[00:10:47.000 --> 00:10:48.000]  但很重心地提出
[00:10:48.000 --> 00:10:51.000]  沒錯,神歡迎我們追求與人和睦
[00:10:51.000 --> 00:10:55.000]  祂叫我們學習愛護我們的朋友
[00:10:55.000 --> 00:11:02.000]  但不可以帶著和睦的心
[00:11:02.000 --> 00:11:04.000]  卻失去聖結
[00:11:04.000 --> 00:11:08.000]  沒有聖結的人不能見主
[00:11:08.000 --> 00:11:11.000]  不能因為保存和睦而犧牲聖結
[00:11:11.000 --> 00:11:13.000]  聖經很清楚強調
[00:11:13.000 --> 00:11:15.000]  我們必須保持聖結
[00:11:15.000 --> 00:11:17.000]  才能有真正的和睦
[00:11:18.000 --> 00:11:22.000]  我們回到尼希米的經文再看
[00:11:22.000 --> 00:11:26.000]  在當時聖經提醒尼希米
[00:11:26.000 --> 00:11:30.000]  這是惡事,要直接面對
[00:11:30.000 --> 00:11:34.000]  因此在第十三章第八節
[00:11:34.000 --> 00:11:36.000]  尼希米十分惱怒
[00:11:36.000 --> 00:11:43.000]  把多比亞的一切家具都從房間裡拋出去
[00:11:43.000 --> 00:11:46.000]  又吩咐人潔淨那幾間房間
[00:11:46.000 --> 00:11:49.000]  然後把神的器皿與掃祭和
[00:11:49.000 --> 00:11:51.000]  與香搬回那裡
[00:11:51.000 --> 00:11:52.000]  他很生氣
[00:11:52.000 --> 00:11:54.000]  因此把當中不應該放置的物品
[00:11:54.000 --> 00:11:57.000]  拋出去,去潔淨那地方
[00:11:57.000 --> 00:12:00.000]  大家想分析那件事嗎?
[00:12:00.000 --> 00:12:04.000]  新約的主耶穌潔淨聖殿
[00:12:04.000 --> 00:12:06.000]  我們曾經提過
[00:12:06.000 --> 00:12:08.000]  有人以為主耶穌發脾氣
[00:12:08.000 --> 00:12:11.000]  趕走牛羊甲子
[00:12:11.000 --> 00:12:12.000]  但我們提過
[00:12:12.000 --> 00:12:17.000]  主耶穌當時用繩子編成鞭子
[00:12:17.000 --> 00:12:19.000]  沒有一個人在發脾氣的時候
[00:12:19.000 --> 00:12:22.000]  坐下來等我編條鞭
[00:12:22.000 --> 00:12:24.000]  而是很清楚
[00:12:24.000 --> 00:12:25.000]  祂是知道要做的事情
[00:12:25.000 --> 00:12:26.000]  作出計劃
[00:12:26.000 --> 00:12:29.000]  然後趕走這些污穢聖殿的東西
[00:12:29.000 --> 00:12:32.000]  然後讓聖殿重新得到潔淨
[00:12:32.000 --> 00:12:34.000]  尼希米當時他做了一件事
[00:12:34.000 --> 00:12:36.000]  他就趕走這些人
[00:12:36.000 --> 00:12:40.000]  把這些物品搬走出去
[00:12:40.000 --> 00:12:42.000]  在今天的教會
[00:12:42.000 --> 00:12:45.000]  上上都會提及要彼此寬容
[00:12:45.000 --> 00:12:47.000]  的確我們真的要寬容弟兄姊妹
[00:12:47.000 --> 00:12:50.000]  特別要留心自己對別人的評價
[00:12:50.000 --> 00:12:52.000]  是否按真理
[00:12:52.000 --> 00:12:54.000]  還是只不過是一種論斷
[00:12:54.000 --> 00:12:57.000]  不清楚情況而作出一些妄論
[00:12:57.000 --> 00:13:00.000]  但我們不可以將寬容和姑息
[00:13:00.000 --> 00:13:03.000]  混為一談
[00:13:03.000 --> 00:13:06.000]  寬容不等於我們要姑息罪
[00:13:06.000 --> 00:13:08.000]  因此聖經所說的
[00:13:08.000 --> 00:13:10.000]  貼述諾迪加的前書五章所說
[00:13:10.000 --> 00:13:12.000]  那些不守規矩的
[00:13:12.000 --> 00:13:14.000]  要怎樣?
[00:13:14.000 --> 00:13:17.000]  要警戒他們
[00:13:17.000 --> 00:13:18.000]  那些不守規矩的
[00:13:18.000 --> 00:13:19.000]  要警戒他們
[00:13:19.000 --> 00:13:20.000]  聖經提到說
[00:13:20.000 --> 00:13:23.000]  分門結黨的人
[00:13:23.000 --> 00:13:24.000]  警戒一兩次
[00:13:24.000 --> 00:13:26.000]  如果不聽警戒的話
[00:13:26.000 --> 00:13:29.000]  要使他棄絕他
[00:13:29.000 --> 00:13:31.000]  使他離開教會
[00:13:31.000 --> 00:13:33.000]  因此在歷代的教會
[00:13:33.000 --> 00:13:35.000]  都在執行教會紀律的事情
[00:13:35.000 --> 00:13:37.000]  教會紀律不是要懲罰人
[00:13:37.000 --> 00:13:40.000]  教會紀律是要挽回
[00:13:40.000 --> 00:13:42.000]  跌倒的弟兄姊妹
[00:13:42.000 --> 00:13:44.000]  讓罪不會蔓延出去
[00:13:44.000 --> 00:13:47.000]  而是讓弟兄姊妹能夠清楚知道
[00:13:47.000 --> 00:13:49.000]  什麼是神的真理
[00:13:49.000 --> 00:13:52.000]  而真實地遵從神的真理
[00:13:52.000 --> 00:13:55.000]  當教會不去執行紀律的時候
[00:13:55.000 --> 00:13:58.000]  當我們不幫助弟兄姊妹離開罪的時候
[00:13:58.000 --> 00:14:02.000]  神的殿就成為賊窩
[00:14:02.000 --> 00:14:05.000]  我記得一位目者跟我分享
[00:14:05.000 --> 00:14:06.000]  他說有一次
[00:14:06.000 --> 00:14:08.000]  他教會有一對弟兄姊妹
[00:14:08.000 --> 00:14:11.000]  他知道他們犯了一些姦淫的事情
[00:14:11.000 --> 00:14:13.000]  有不正當的關係
[00:14:13.000 --> 00:14:15.000]  因此他掙扎了一段長時間
[00:14:15.000 --> 00:14:17.000]  他終於決心邀請他們來
[00:14:17.000 --> 00:14:19.000]  跟他們聊天
[00:14:19.000 --> 00:14:20.000]  坐下來的時候
[00:14:20.000 --> 00:14:22.000]  這位目者心裡很驚慌
[00:14:22.000 --> 00:14:24.000]  裡面也很慌張
[00:14:24.000 --> 00:14:25.000]  不知道對方會怎麼反應
[00:14:25.000 --> 00:14:28.000]  會不會突然發脾氣離開
[00:14:28.000 --> 00:14:30.000]  但是他決心單刀直入
[00:14:30.000 --> 00:14:32.000]  告訴他們
[00:14:32.000 --> 00:14:33.000]  弟兄姊妹
[00:14:33.000 --> 00:14:35.000]  我很關心你們
[00:14:35.000 --> 00:14:38.000]  我知道你們在這方面跌倒了
[00:14:38.000 --> 00:14:40.000]  你們要快快悔改
[00:14:40.000 --> 00:14:44.000]  放棄這種得罪神的事情
[00:14:44.000 --> 00:14:46.000]  突然間他想像
[00:14:46.000 --> 00:14:47.000]  這兩位弟兄姊妹
[00:14:47.000 --> 00:14:50.000]  很接受他所說的話
[00:14:50.000 --> 00:14:52.000]  他們說其實我們都知道
[00:14:52.000 --> 00:14:54.000]  自己做得罪神的事情
[00:14:54.000 --> 00:14:57.000]  但是自己不能夠自拔
[00:14:57.000 --> 00:14:59.000]  他也說不知道跟誰說
[00:14:59.000 --> 00:15:03.000]  也沒有膽量跟別人說自己的問題
[00:15:03.000 --> 00:15:05.000]  他說我們突然間覺得
[00:15:05.000 --> 00:15:07.000]  你很關心我們
[00:15:07.000 --> 00:15:09.000]  因為目者突然間感覺
[00:15:09.000 --> 00:15:12.000]  當他去虧欠別人的時候
[00:15:12.000 --> 00:15:15.000]  其實是一種愛心的表達
[00:15:15.000 --> 00:15:17.000]  沒有了得罪別人的危險
[00:15:17.000 --> 00:15:19.000]  去虧欠別人的時候
[00:15:19.000 --> 00:15:22.000]  反而是一種真誠的愛的表達
[00:15:22.000 --> 00:15:24.000]  在那次的經驗
[00:15:24.000 --> 00:15:25.000]  他就告訴我們
[00:15:25.000 --> 00:15:26.000]  他說我知道
[00:15:26.000 --> 00:15:28.000]  我需要來到更多學習
[00:15:28.000 --> 00:15:30.000]  放膽憑著信心
[00:15:30.000 --> 00:15:32.000]  來作出應該有的虧權
[00:15:32.000 --> 00:15:35.000]  這是一個教徒
[00:15:35.000 --> 00:15:38.000]  屬神的人所當作的事情
[00:15:38.000 --> 00:15:40.000]  當時李希米做完這件事情之後
[00:15:40.000 --> 00:15:42.000]  我們發覺來到第二方面
[00:15:42.000 --> 00:15:45.000]  你再看下面的經文
[00:15:45.000 --> 00:15:47.000]  在第十節就說
[00:15:47.000 --> 00:15:50.000]  我發覺利美人應得的份
[00:15:50.000 --> 00:15:52.000]  沒有人供給他們
[00:15:52.000 --> 00:15:54.000]  甚至公職的利美人和歌唱者
[00:15:54.000 --> 00:15:58.000]  各人都跑回自己的田地去
[00:15:58.000 --> 00:16:00.000]  當神的子民犯罪的時候
[00:16:00.000 --> 00:16:02.000]  已經很心軟
[00:16:02.000 --> 00:16:04.000]  影響到其他的事情
[00:16:04.000 --> 00:16:06.000]  包括很多的百姓
[00:16:06.000 --> 00:16:09.000]  不再願意奉獻給神的殿
[00:16:09.000 --> 00:16:12.000]  因為那個儲存奉獻的房間
[00:16:12.000 --> 00:16:15.000]  都已經被人霸佔了
[00:16:15.000 --> 00:16:17.000]  所以很多利美人得不到供應
[00:16:17.000 --> 00:16:19.000]  他們就回到自己的田地去耕田
[00:16:19.000 --> 00:16:23.000]  為自己去慰募生活的需要
[00:16:23.000 --> 00:16:25.000]  在那個時候
[00:16:25.000 --> 00:16:27.000]  聖經就說到
[00:16:27.000 --> 00:16:29.000]  李希米就說
[00:16:29.000 --> 00:16:32.000]  你們為什麼疏忽供應神的殿呢?
[00:16:32.000 --> 00:16:34.000]  第十一節
[00:16:34.000 --> 00:16:37.000]  你們為什麼疏忽供應神的殿呢?
[00:16:37.000 --> 00:16:39.000]  我就再召集利美人
[00:16:39.000 --> 00:16:42.000]  使他們重站原來的崗位
[00:16:42.000 --> 00:16:45.000]  《遠流深和》合本第十一節
[00:16:45.000 --> 00:16:47.000]  另一個翻譯就是
[00:16:47.000 --> 00:16:50.000]  為何離棄神的殿呢?
[00:16:50.000 --> 00:16:54.000]  聖經就提到他們離棄了神的殿
[00:16:54.000 --> 00:16:57.000]  大家知不知道在聖經舊約
[00:16:57.000 --> 00:17:00.000]  最後一本書是什麼書?
[00:17:00.000 --> 00:17:02.000]  《馬拉基書》
[00:17:02.000 --> 00:17:06.000]  馬拉基先知也是當時李希米時期的先知
[00:17:06.000 --> 00:17:09.000]  而他見到百姓不再理會神的殿
[00:17:09.000 --> 00:17:11.000]  離棄神的殿
[00:17:11.000 --> 00:17:13.000]  因此他發出對他們的呼籲
[00:17:13.000 --> 00:17:14.000]  大家熟悉
[00:17:14.000 --> 00:17:16.000]  《馬拉基書》第三章就提及
[00:17:16.000 --> 00:17:20.000]  你們要將當立的十分之一
[00:17:20.000 --> 00:17:23.000]  全然的送入倉庫
[00:17:23.000 --> 00:17:25.000]  以此去試下我
[00:17:25.000 --> 00:17:27.000]  看我會不會將
[00:17:27.000 --> 00:17:29.000]  各樣豐富的恩惠
[00:17:29.000 --> 00:17:31.000]  好像打開天上的窗戶
[00:17:31.000 --> 00:17:33.000]  傾注給你
[00:17:33.000 --> 00:17:37.000]  你可以試下我會不會這樣賜福給你
[00:17:37.000 --> 00:17:39.000]  然後聖經就說
[00:17:39.000 --> 00:17:43.000]  你們不將當立的物供獻給上帝
[00:17:43.000 --> 00:17:46.000]  就是奪取神的供物
[00:17:46.000 --> 00:17:49.000]  百姓問我們何時奪取神的供物
[00:17:49.000 --> 00:17:53.000]  他說你沒有將當立的奉獻放上
[00:17:53.000 --> 00:17:57.000]  就是奪取了神的供物
[00:17:57.000 --> 00:17:59.000]  各位靈姐妹
[00:17:59.000 --> 00:18:00.000]  其實大家可以試下
[00:18:00.000 --> 00:18:02.000]  神有沒有缺乏呢?
[00:18:02.000 --> 00:18:06.000]  需要我們奉獻物品給祂嗎?
[00:18:06.000 --> 00:18:08.000]  絕對不需要
[00:18:08.000 --> 00:18:11.000]  天上的生畜都是屬神的
