
[00:00:00.000 --> 00:00:02.000]  (字幕:我是波子)
[00:02:26.480 --> 00:02:28.000]  我講過了
[00:02:28.000 --> 00:02:29.400]  人的內心
[00:02:29.400 --> 00:02:31.600]  我們不能夠直接看得到
[00:02:31.600 --> 00:02:35.560]  假設那個人只是一個有行為
[00:02:35.560 --> 00:02:37.440]  沒有內心的人
[00:02:37.440 --> 00:02:38.480]  舉個例子
[00:02:38.480 --> 00:02:40.600]  他對人很客氣
[00:02:40.600 --> 00:02:44.000]  但其實你知道他心裏有很多怨恨
[00:02:44.000 --> 00:02:46.040]  他只是表面上
[00:02:46.040 --> 00:02:48.360]  對教會的弟兄姊妹很客氣
[00:02:48.360 --> 00:02:52.000]  他對家人對牧師有很多批評
[00:02:52.000 --> 00:02:53.400]  但在牧師面前
[00:02:53.400 --> 00:02:54.800]  就像很尊敬的牧師般
[00:02:54.800 --> 00:02:56.360]  舉個例子
[00:02:56.360 --> 00:03:00.040]  你不知道他經過了甚麼心路歷程
[00:03:00.040 --> 00:03:02.000]  可能他那種虛偽
[00:03:02.000 --> 00:03:03.760]  所謂他那種虛偽
[00:03:03.760 --> 00:03:05.960]  是他自己也控制不了的
[00:03:05.960 --> 00:03:06.560]  你明白嗎
[00:03:06.560 --> 00:03:09.400]  有時我們做某些行為
[00:03:09.400 --> 00:03:10.920]  去表達我的愛意
[00:03:10.920 --> 00:03:13.600]  其實我不是真的很愛那個人
[00:03:13.600 --> 00:03:15.600]  有時不代表是我
[00:03:15.600 --> 00:03:16.880]  當然要假裝
[00:03:16.880 --> 00:03:19.800]  而是我改變不了我的內心
[00:03:19.800 --> 00:03:22.360]  我唯有能夠做到的
[00:03:22.360 --> 00:03:25.720]  只是我行為上嘗試做得好看一點
[00:03:25.720 --> 00:03:27.600]  不要將我醜惡的內心
[00:03:27.600 --> 00:03:29.480]  全都做給你看
[00:03:29.480 --> 00:03:31.040]  所以我們要明白
[00:03:31.040 --> 00:03:34.440]  這個可能是另一個處境
[00:03:34.440 --> 00:03:35.840]  最後一點
[00:03:35.840 --> 00:03:38.680]  就算他真的為虛偽而虛偽
[00:03:38.680 --> 00:03:40.320]  他故意裝模作樣
[00:03:40.320 --> 00:03:42.800]  笑你藏刀
[00:03:42.800 --> 00:03:46.520]  我覺得交託給上主
[00:03:46.520 --> 00:03:49.920]  我們相信審判在上主手裡
[00:03:49.920 --> 00:03:54.600]  我們不需要急於下一個定論
[00:03:54.600 --> 00:03:57.640]  到底這個人做這個行為時
[00:03:57.640 --> 00:04:00.120]  有沒有內心相伴
[00:04:00.120 --> 00:04:02.120]  舉個例子
[00:04:02.120 --> 00:04:05.360]  我們教會浸一個人時
[00:04:05.360 --> 00:04:06.760]  都會考問信德
[00:04:06.760 --> 00:04:08.560]  以前考問信德很嚴格
[00:04:08.560 --> 00:04:10.880]  現在教會通常只問你兩句
[00:04:10.880 --> 00:04:12.320]  「是否真信耶穌?」
[00:04:12.320 --> 00:04:13.760]  那個人說「我信」
[00:04:13.760 --> 00:04:15.440]  浸你
[00:04:15.440 --> 00:04:19.480]  其實教會考問信德時
[00:04:19.480 --> 00:04:22.880]  是否真的問到那個人的內心
[00:04:22.880 --> 00:04:24.400]  那個浸泥的人
[00:04:24.400 --> 00:04:27.080]  是否其實是間諜
[00:04:27.080 --> 00:04:28.880]  我們都不知道
[00:04:28.880 --> 00:04:30.760]  其實我們外面的人
[00:04:30.760 --> 00:04:32.840]  沒有辦法看到那個人內心
[00:04:32.840 --> 00:04:34.760]  不過我們憑著他說的
[00:04:34.760 --> 00:04:36.360]  我們就去浸他
[00:04:36.360 --> 00:04:38.760]  即是我們始終很多時
[00:04:38.760 --> 00:04:39.840]  對著他人
[00:04:39.840 --> 00:04:43.800]  我們實在沒有能力去審判
[00:04:43.800 --> 00:04:45.600]  上主亦不要求我們
[00:04:45.600 --> 00:04:48.120]  這樣去審判別人的內心
[00:04:48.120 --> 00:04:51.480]  上主要求的是我們彼此鼓勵
[00:04:51.480 --> 00:04:54.160]  我們勸勉他人
[00:04:54.160 --> 00:04:55.760]  讓他可以過一個
[00:04:55.760 --> 00:04:58.360]  合神心意的生活
[00:04:58.360 --> 00:05:01.400]  同時我想上主對我們的命令是
[00:05:01.400 --> 00:05:05.600]  我們自己最好不要做一個
[00:05:05.600 --> 00:05:09.080]  有行為、沒有內心的人
[00:05:09.080 --> 00:05:10.760]  其實我覺得這個問題
[00:05:10.760 --> 00:05:13.360]  主要應該問我們自己
[00:05:13.360 --> 00:05:16.080]  當我們做一些行為
[00:05:16.080 --> 00:05:18.800]  譬如星期日去敬拜神的時候
[00:05:18.800 --> 00:05:23.080]  我們是否真的帶著敬畏的心去呢?
[00:05:23.080 --> 00:05:27.200]  我覺得這是一個比較問自己的問題
[00:05:27.200 --> 00:05:28.760]  問題是需要問的
[00:05:28.760 --> 00:05:30.200]  不過我又鼓勵
[00:05:30.200 --> 00:05:32.440]  不需要太苛刻
[00:05:32.440 --> 00:05:35.000]  你每個星期日去敬拜
[00:05:35.000 --> 00:05:36.560]  是否每個星期日
[00:05:36.560 --> 00:05:38.680]  走進教堂的時候
[00:05:38.680 --> 00:05:41.160]  都心裡充滿敬畏呢?
[00:05:41.160 --> 00:05:42.280]  我想不是的
[00:05:42.280 --> 00:05:44.320]  如果你每個星期日都這麼敬畏
[00:05:44.320 --> 00:05:45.560]  走進教堂
[00:05:45.560 --> 00:05:46.480]  我恭喜你
[00:05:46.480 --> 00:05:48.160]  你的靈力高超
[00:05:48.160 --> 00:05:50.000]  非我所及
[00:05:50.000 --> 00:05:52.760]  我想我們每個人有時都會
[00:05:52.760 --> 00:05:55.280]  有時做到行為
[00:05:55.280 --> 00:05:56.800]  未必做到內心
[00:05:56.800 --> 00:05:59.520]  有些時間是內心很想做
[00:05:59.520 --> 00:06:01.800]  好像彼得在赫西瑪利園
[00:06:01.800 --> 00:06:02.840]  心靈願意
[00:06:02.840 --> 00:06:04.520]  肉體就睡著了
[00:06:04.520 --> 00:06:06.720]  有時有內心沒有行為
[00:06:06.720 --> 00:06:08.560]  我想這種不一致
[00:06:08.560 --> 00:06:10.880]  這種矛盾
[00:06:10.880 --> 00:06:13.440]  是我們這些有罪軟弱的人
[00:06:13.440 --> 00:06:16.320]  時不時都一定會跌下去
[00:06:16.320 --> 00:06:18.440]  我們盡力做得好
[00:06:18.440 --> 00:06:19.720]  做得不好的時候
[00:06:19.720 --> 00:06:21.320]  求主饒恕
[00:06:21.320 --> 00:06:22.680]  我們覺得其他人
[00:06:22.680 --> 00:06:24.440]  可能有這個問題的時候
[00:06:24.440 --> 00:06:26.000]  為他代禱
[00:06:26.000 --> 00:06:28.440]  我相信上主是有恩典的
[00:06:28.440 --> 00:06:32.120]  今次的問題就是
[00:06:32.120 --> 00:06:35.440]  基督徒可否抱怨?
[00:06:35.440 --> 00:06:37.720]  簡單的答案就是
[00:06:37.720 --> 00:06:39.360]  當然可以
[00:06:39.360 --> 00:06:41.960]  如果我們看詩篇裏面
[00:06:41.960 --> 00:06:45.760]  其實有很多抱怨的字眼
[00:06:45.760 --> 00:06:48.400]  譬如我們看到詩人說
[00:06:48.400 --> 00:06:50.160]  我死了對你有甚麼好處?
[00:06:50.160 --> 00:06:52.200]  在陰間我怎可以讚美你?
[00:06:52.200 --> 00:06:53.320]  求你救我
[00:06:53.320 --> 00:06:55.560]  讓我脫離死亡的陰谷
[00:06:55.560 --> 00:06:57.520]  接著詩人又會說
[00:06:57.520 --> 00:06:59.680]  那些敵人好像惡狗一樣
[00:06:59.680 --> 00:07:01.480]  在追著我
[00:07:01.480 --> 00:07:03.560]  我被惡狗圍繞
[00:07:03.560 --> 00:07:05.720]  我很慘
[00:07:05.720 --> 00:07:07.560]  我們有時又會說
[00:07:07.560 --> 00:07:10.000]  我們每個人都是罪人
[00:07:10.000 --> 00:07:11.160]  為何詩人說
[00:07:11.160 --> 00:07:14.160]  他自己的手是清潔的?
[00:07:14.160 --> 00:07:15.920]  不過這些都是反映
[00:07:15.920 --> 00:07:18.320]  詩篇是反映一種
[00:07:18.320 --> 00:07:20.200]  內心的感受
[00:07:20.200 --> 00:07:23.720]  譬如為何詩人會說自己清潔?
[00:07:23.720 --> 00:07:26.760]  其實他只是對比那個人
[00:07:26.760 --> 00:07:30.280]  你想像有人殺人放火
[00:07:30.280 --> 00:07:32.200]  我對比希特拉
[00:07:32.200 --> 00:07:33.560]  對比希特拉雷勁業
[00:07:33.560 --> 00:07:35.360]  都真的挺清潔的
[00:07:35.360 --> 00:07:37.720]  所以有時是說一種
[00:07:37.720 --> 00:07:40.760]  心中的感受
[00:07:40.760 --> 00:07:42.440]  一種對比
[00:07:42.440 --> 00:07:43.040]  同樣地
[00:07:43.040 --> 00:07:43.800]  譬如詩人說
[00:07:43.800 --> 00:07:45.920]  那些惡狗圍繞他
[00:07:45.920 --> 00:07:48.120]  其實實際他的敵人
[00:07:48.120 --> 00:07:49.880]  是否真的惡狗?
[00:07:49.880 --> 00:07:52.600]  其實這不是那個詩關心
[00:07:52.600 --> 00:07:54.520]  其實可能他的敵人
[00:07:54.520 --> 00:07:56.960]  根本不是當他是敵人
[00:07:56.960 --> 00:07:58.600]  不過他主觀上覺得
[00:07:58.600 --> 00:08:00.080]  那些是他的敵人
[00:08:00.080 --> 00:08:02.920]  不過詩篇所記錄的
[00:08:02.920 --> 00:08:05.280]  就是他主觀的感受
[00:08:05.280 --> 00:08:08.400]  所以詩篇給我們的例子
[00:08:08.400 --> 00:08:11.120]  我們心中有怨憤
[00:08:11.120 --> 00:08:12.920]  其實是可以跟上主說的
[00:08:12.920 --> 00:08:15.360]  因為詩人也是這樣跟上主說
[00:08:15.360 --> 00:08:17.240]  將自己的怨憤
[00:08:17.240 --> 00:08:20.640]  甚至他覺得他周圍的人很壞
[00:08:20.640 --> 00:08:23.640]  甚至一些報復的語言
[00:08:23.640 --> 00:08:26.000]  他都跟上主說
[00:08:26.000 --> 00:08:30.480]  這就看到上主很渴望我們
[00:08:30.480 --> 00:08:31.800]  對他真誠
[00:08:31.800 --> 00:08:34.880]  我們禱告不是要用一些華麗的話
[00:08:34.880 --> 00:08:37.640]  用一些所謂神學正確的話
[00:08:37.640 --> 00:08:41.000]  上主最希望的是我們坦誠
[00:08:41.000 --> 00:08:43.360]  我們心中是這樣想
[00:08:43.360 --> 00:08:45.640]  我們就這樣呈獻給上主
[00:08:45.640 --> 00:08:47.240]  跟上主說
[00:08:47.240 --> 00:08:49.520]  但抱怨或者你看詩篇
[00:08:49.520 --> 00:08:51.240]  這些投訴
[00:08:51.240 --> 00:08:52.240]  說別人惡狗
[00:08:52.240 --> 00:08:54.960]  要審判這些詩的時候
[00:08:54.960 --> 00:08:56.280]  你又要意識到
[00:08:56.280 --> 00:08:58.920]  其實裡面有一個很重要的觀念
[00:08:58.920 --> 00:09:04.080]  就是當詩人向上主投訴別人的壞的時候
[00:09:04.080 --> 00:09:06.840]  甚至他去求上主出手
[00:09:06.840 --> 00:09:08.720]  激打那些壞人也好
[00:09:08.720 --> 00:09:14.160]  其實他是將報復的權柄
[00:09:14.160 --> 00:09:17.840]  或者報復的權利
[00:09:17.840 --> 00:09:19.840]  交回給上主
[00:09:19.840 --> 00:09:21.200]  詩人就是跟上主說
[00:09:21.200 --> 00:09:24.600]  我真的覺得那個人很壞
[00:09:24.600 --> 00:09:28.840]  他真的應該被雷劈死
[00:09:28.840 --> 00:09:31.880]  不過這是我的感受
[00:09:31.880 --> 00:09:34.920]  那他真的應該被雷劈死嗎?
[00:09:34.920 --> 00:09:37.240]  我不是全知的神
[00:09:37.240 --> 00:09:39.400]  所以我沒有能力去做一個
[00:09:39.400 --> 00:09:41.280]  絕對真理的審判
[00:09:41.280 --> 00:09:43.040]  所以詩人展示的就是
[00:09:43.040 --> 00:09:46.320]  我將我的感受跟你去說
[00:09:46.320 --> 00:09:48.480]  但當我們跟上主說了
[00:09:48.480 --> 00:09:50.200]  抱了怨的時候
[00:09:50.200 --> 00:09:51.440]  我們又要學習
[00:09:51.440 --> 00:09:53.320]  真的將這些怨氣
[00:09:53.320 --> 00:09:55.400]  放在上主面前
[00:09:55.400 --> 00:09:56.560]  放下它
[00:09:56.560 --> 00:09:58.920]  或者逐漸放下
[00:09:58.920 --> 00:10:00.960]  不要等在上主面前
[00:10:00.960 --> 00:10:03.320]  繼續執著它
[00:10:03.320 --> 00:10:06.240]  跟上主去抱怨
[00:10:06.240 --> 00:10:07.520]  其實是一個過程
[00:10:07.520 --> 00:10:10.360]  學習將我們見到
[00:10:10.360 --> 00:10:12.040]  不公義的事情也好
[00:10:12.040 --> 00:10:14.200]  不公義的人也好
[00:10:14.200 --> 00:10:17.800]  或者一些很騷擾我們
[00:10:17.800 --> 00:10:19.960]  一些困擾我們的事情
[00:10:19.960 --> 00:10:23.760]  學習將它交託給上主
[00:10:23.760 --> 00:10:26.600]  所以抱怨是可以的
[00:10:26.600 --> 00:10:29.320]  不過交託也是重要的
[00:10:29.320 --> 00:10:31.160]  所以例如
[00:10:31.160 --> 00:10:32.520]  你見到
[00:10:32.520 --> 00:10:34.160]  當你是老闆
[00:10:34.160 --> 00:10:35.880]  你覺得老闆很壞
[00:10:35.880 --> 00:10:37.120]  你跟上主抱怨
[00:10:37.120 --> 00:10:38.880]  為什麼要給我一個壞老闆
[00:10:38.880 --> 00:10:42.440]  你的抱怨要學習慢慢減輕
[00:10:42.440 --> 00:10:45.280]  例如你能夠在公司熬十年也好
[00:10:45.280 --> 00:10:47.880]  你十年也抱怨老闆同一樣事情
[00:10:47.880 --> 00:10:49.480]  那就無謂了
[00:10:49.480 --> 00:10:50.320]  你要學習
[00:10:50.320 --> 00:10:54.400]  我覺得老闆那件事很不公平
[00:10:54.400 --> 00:10:56.960]  我們跟上主投訴了
[00:10:56.960 --> 00:11:00.280]  慢慢就要開始學習放手
[00:11:00.280 --> 00:11:05.040]  知道老闆真的有一種不公平的性格
[00:11:05.040 --> 00:11:09.280]  不過學習不要再見到也這麼憤怒
[00:11:09.280 --> 00:11:11.720]  因為你知道憤怒不能夠成就
[00:11:11.720 --> 00:11:13.480]  慢慢將它放下
[00:11:13.480 --> 00:11:18.680]  所以抱怨其實是一個治療過程
[00:11:18.680 --> 00:11:25.440]  就是讓我們不再受負面的情緒捆綁
[00:11:25.440 --> 00:11:28.040]  所以抱怨是可以的
[00:11:28.040 --> 00:11:30.320]  但是抱怨也是一個
[00:11:30.320 --> 00:11:34.880]  我們要將負面情緒交給上主的過程
[00:11:34.880 --> 00:11:36.760]  不要給了上主
[00:11:36.760 --> 00:11:38.440]  又捉住不放
[00:11:38.440 --> 00:11:40.680]  這樣對我們的生命
[00:11:40.680 --> 00:11:42.920]  就有一個比較不好的影響
[00:11:42.920 --> 00:11:53.920]  多謝您收睇時局新聞,再會!

