
[00:00:00.000 --> 00:00:04.000]  如果一個人面對痛苦的時候
[00:02:09.000 --> 00:02:15.000]  又能夠從你當下從一種絕對信心所湧出來的勇氣
[00:02:15.000 --> 00:02:22.000]  對神作出一個勇氣的回應
[00:02:22.000 --> 00:02:28.000]  對際遇提出一個有信心的挑戰
[00:02:28.000 --> 00:02:32.000]  然後向前更加看見擺在你前面
[00:02:32.000 --> 00:02:36.000]  有很多等待你去完成的使命
[00:02:36.000 --> 00:02:41.000]  從一種熟練鬥爭的感覺裏面
[00:02:41.000 --> 00:02:46.000]  昂然抬手繼續向前行
[00:02:46.000 --> 00:02:51.000]  我深信這個就是能夠將你
[00:02:51.000 --> 00:02:57.000]  在低沉的心境、信心的危機當中
[00:02:57.000 --> 00:03:01.000]  重新支取力量
[00:03:01.000 --> 00:03:04.000]  重新對神說:神啊
[00:03:04.000 --> 00:03:09.000]  縱然一切的際遇、一切的打擊
[00:03:09.000 --> 00:03:13.000]  都要叫我離開你或懷疑你
[00:03:13.000 --> 00:03:18.000]  但我仍然相信你是真的
[00:03:18.000 --> 00:03:24.000]  我仍然相信你的愛沒有離開我
[00:03:24.000 --> 00:03:29.000]  我相信這是一個很重要的態度
[00:03:29.000 --> 00:03:35.000]  當我們能夠重新對神發出一個肯定的時候
[00:03:35.000 --> 00:03:39.000]  我們的心、我們整個人的心境、情緒
[00:03:39.000 --> 00:03:42.000]  都有很大的改變
[00:03:42.000 --> 00:03:46.000]  其實為甚麼還有這些一切的打擊
[00:03:46.000 --> 00:03:51.000]  對神發生懷疑、對神埋怨
[00:03:51.000 --> 00:03:57.000]  在實際上能夠幫助到你呢?
[00:03:57.000 --> 00:03:59.000]  我有一個很好的朋友
[00:03:59.000 --> 00:04:02.000]  曾經說過這樣的說話
[00:04:02.000 --> 00:04:08.000]  他說:難道我們因為這一切的打擊
[00:04:08.000 --> 00:04:11.000]  不再跟隨神嗎?
[00:04:11.000 --> 00:04:16.000]  我們就可以離開這些痛苦嗎?
[00:04:16.000 --> 00:04:24.000]  豈不是反而在這一切必然要接受的痛苦裡
[00:04:24.000 --> 00:04:27.000]  如果我們因此而離開神的話
[00:04:27.000 --> 00:04:32.000]  這個痛苦只能更加的加深
[00:04:32.000 --> 00:04:39.000]  我們的孤單感只能更加的令我們傷痛
[00:04:39.000 --> 00:04:42.000]  這是事實
[00:04:42.000 --> 00:04:45.000]  在這一切的打擊當中
[00:04:45.000 --> 00:04:48.000]  縱然你不再相信神
[00:04:48.000 --> 00:04:54.000]  難道你就不會再受這些打擊嗎?
[00:04:54.000 --> 00:04:58.000]  如果從這樣的角度來說
[00:04:58.000 --> 00:05:03.000]  我相信我們最積極能夠做的
[00:05:03.000 --> 00:05:06.000]  就是重新回到神的面前
[00:05:06.000 --> 00:05:10.000]  從祂那裡支取力量、支取信心
[00:05:10.000 --> 00:05:14.000]  勇敢地繼續走下去
[00:05:14.000 --> 00:05:16.000]  我總相信有一天
[00:05:16.000 --> 00:05:19.000]  當我們回顧這段日子
[00:05:19.000 --> 00:05:24.000]  我們就會明白神是怎樣執著
[00:05:24.000 --> 00:05:29.000]  這是我們當時不能夠接受的際遇
[00:05:29.000 --> 00:05:34.000]  將我們的生命帶向一個很不同的歷程
[00:05:34.000 --> 00:05:44.000]  將我們的人生帶向一種很難以想像的豐富的地步
[00:05:44.000 --> 00:05:47.000]  我相信說到這裡
[00:05:47.000 --> 00:05:53.000]  你已經開始能夠接受生命裡的痛苦的際遇
[00:05:53.000 --> 00:05:55.000]  或者在這個時間
[00:05:55.000 --> 00:05:58.000]  我嘗試說到第五方面
[00:05:58.000 --> 00:06:00.000]  請我們看看
[00:06:00.000 --> 00:06:03.000]  其實痛苦的際遇
[00:06:03.000 --> 00:06:09.000]  事實上是有一些積極的意思的
[00:06:09.000 --> 00:06:12.000]  當我們痛苦的時候
[00:06:12.000 --> 00:06:17.000]  當然不會想到痛苦有什麼積極的意思
[00:06:17.000 --> 00:06:19.000]  如果我一開始跟你說
[00:06:19.000 --> 00:06:21.000]  你會很反感
[00:06:21.000 --> 00:06:25.000]  但我相信你現在已經稍為冷靜下來
[00:06:25.000 --> 00:06:27.000]  面對這一切
[00:06:27.000 --> 00:06:31.000]  我稍為跟你分享一下
[00:06:31.000 --> 00:06:34.000]  也是我自己的一些體會
[00:06:34.000 --> 00:06:39.000]  在一個漫長的痛苦歷程的過程裡
[00:06:39.000 --> 00:06:47.000]  事實上我又可以體會有很大的益處
[00:06:47.000 --> 00:06:50.000]  第一個益處我看到的
[00:06:50.000 --> 00:06:55.000]  就是原來一段痛苦的際遇
[00:06:55.000 --> 00:06:59.000]  可以幫助我發現和享受到
[00:06:59.000 --> 00:07:04.000]  以前從來享受不到人家對我的安慰
[00:07:04.000 --> 00:07:08.000]  愛和友情
[00:07:08.000 --> 00:07:12.000]  當我未有這些痛苦的際遇之前
[00:07:12.000 --> 00:07:16.000]  我發現不到原來我的朋友
[00:07:16.000 --> 00:07:21.000]  我的親人對我的那種愛和關心
[00:07:21.000 --> 00:07:24.000]  原來是這麼深切的
[00:07:24.000 --> 00:07:26.000]  痛苦來臨的時候
[00:07:26.000 --> 00:07:30.000]  我得到很多花、很多卡
[00:07:30.000 --> 00:07:34.000]  每一張卡、每一束花
[00:07:34.000 --> 00:07:37.000]  都代表了一種關心和愛
[00:07:37.000 --> 00:07:41.000]  這是我以往從來沒有得到這麼多的
[00:07:41.000 --> 00:07:43.000]  我更加發覺
[00:07:43.000 --> 00:07:47.000]  原來那些我以往不是很留意的人
[00:07:47.000 --> 00:07:51.000]  或者那些我們以往不是很相信
[00:07:51.000 --> 00:07:53.000]  他們這麼愛我們的親友
[00:07:53.000 --> 00:08:00.000]  在心底裡這麼關心我們
[00:08:00.000 --> 00:08:04.000]  當痛苦的際遇來臨的時候
[00:08:04.000 --> 00:08:10.000]  原來我發覺我的朋友、我的親戚
[00:08:10.000 --> 00:08:16.000]  可以為了我整夜不睡覺
[00:08:16.000 --> 00:08:23.000]  可以為了我太太的病到處奔跑
[00:08:23.000 --> 00:08:25.000]  由香港跑到台灣
[00:08:25.000 --> 00:08:27.000]  由台灣跑到大陸
[00:08:27.000 --> 00:08:31.000]  為了找一些她認為可以幫助她的藥
[00:08:31.000 --> 00:08:36.000]  或者我太太希望吃到一點點的東西
[00:08:36.000 --> 00:08:39.000]  我們的朋友就會不惜一切
[00:08:39.000 --> 00:08:43.000]  甚至告誡一天、兩天去幫她找
[00:08:43.000 --> 00:08:47.000]  這些行動、這些愛的表現
[00:08:47.000 --> 00:08:52.000]  帶給我們的生命裡很大的滿足和充實
[00:08:52.000 --> 00:08:55.000]  我突然間發覺
[00:08:55.000 --> 00:08:58.000]  就是因為有這個痛苦的際遇
[00:08:58.000 --> 00:09:03.000]  原來我們一直在別人的心目中
[00:09:03.000 --> 00:09:06.000]  是這麼重要的
[00:09:06.000 --> 00:09:09.000]  在這個痛苦的際遇裡
[00:09:09.000 --> 00:09:14.000]  我又發覺原來那些圍繞著我們的人
[00:09:14.000 --> 00:09:17.000]  本來是這麼可愛的
[00:09:17.000 --> 00:09:24.000]  我發覺我們的女兒、我們的親戚、我們的朋友
[00:09:24.000 --> 00:09:27.000]  當我們還沒有痛苦的時候
[00:09:27.000 --> 00:09:29.000]  或者他們不是很懂得表達
[00:09:29.000 --> 00:09:32.000]  他們對我們是多麼關心和愛
[00:09:32.000 --> 00:09:36.000]  但是當痛苦來臨的時候
[00:09:36.000 --> 00:09:42.000]  他們就打破了一直以來的含蓄和矜持
[00:09:42.000 --> 00:09:52.000]  充分表達他們對我、對我太太那種踴躍的愛
[00:09:52.000 --> 00:09:57.000]  這個我相信如果我不是落在一個痛苦的際遇裡
[00:09:57.000 --> 00:10:00.000]  我嘗不到、體會不到
[00:10:00.000 --> 00:10:09.000]  實在很珍惜這段日子所得到的愛、關心和友情
[00:10:09.000 --> 00:10:16.000]  我相信這個是痛苦的際遇裡一些積極的體會
[00:10:16.000 --> 00:10:22.000]  另外一方面,我相信一個痛苦的經歷
[00:10:22.000 --> 00:10:28.000]  實在將我們的人生帶向一個更加成熟的地步
[00:10:28.000 --> 00:10:32.000]  我和我太太經常說
[00:10:32.000 --> 00:10:39.000]  過去這幾年好像過了幾十年一樣
[00:10:39.000 --> 00:10:42.000]  當然以消極的意義來說
[00:10:42.000 --> 00:10:45.000]  就是幾年的生命充滿了痛苦
[00:10:45.000 --> 00:10:48.000]  好像很漫長的歷程
[00:10:48.000 --> 00:10:50.000]  但是積極來說
[00:10:50.000 --> 00:10:55.000]  我們過去那幾年因為痛苦的際遇、掙扎
[00:10:55.000 --> 00:10:59.000]  我們對人生的體會、的深度
[00:10:59.000 --> 00:11:04.000]  等於人家過了幾十年的生命一樣
[00:11:04.000 --> 00:11:09.000]  其實我們都很熟習一個說話
[00:11:09.000 --> 00:11:13.000]  生命的長短不是最重要
[00:11:13.000 --> 00:11:18.000]  是在乎它生存得有多深
[00:11:18.000 --> 00:11:23.000]  有些人勞勞碌碌,過了十年八年
[00:11:23.000 --> 00:11:26.000]  但是生命仍然是那麼膚淺
[00:11:26.000 --> 00:11:29.000]  生活得仍然是那麼無聊
[00:11:29.000 --> 00:11:35.000]  有些人在沉痛的日子裡過了兩三年
[00:11:35.000 --> 00:11:37.000]  但是他所體會的
[00:11:37.000 --> 00:11:41.000]  因為他痛苦的痕跡所帶來的
[00:11:41.000 --> 00:11:47.000]  是一個相等於人家幾十年的體會
[00:11:47.000 --> 00:11:52.000]  這種生命的深度是寶貴的
[00:11:52.000 --> 00:11:54.000]  這種生命的深度
[00:11:54.000 --> 00:12:00.000]  有時候我覺得是值得用痛苦去換取的
[00:12:00.000 --> 00:12:05.000]  因為當我們有這樣的痛苦的時候
[00:12:05.000 --> 00:12:08.000]  我們就可以去體會
[00:12:08.000 --> 00:12:12.000]  其他人同樣的痛苦
[00:12:12.000 --> 00:12:15.000]  這種體會不是理論的
[00:12:15.000 --> 00:12:19.000]  是你自己親自嘗過的那種創傷
[00:12:19.000 --> 00:12:20.000]  你就會明白
[00:12:20.000 --> 00:12:25.000]  其他創傷的人的痛楚是多麼深
[00:12:25.000 --> 00:12:28.000]  當你受過創傷的時候
[00:12:28.000 --> 00:12:31.000]  你說出來的那幾句安慰的話
[00:12:31.000 --> 00:12:37.000]  是和其他未受過創傷的人所說的話是不同的
[00:12:37.000 --> 00:12:41.000]  是深深地進入對方的生命裡
[00:12:41.000 --> 00:12:46.000]  托著他、支持他、抹乾他的眼淚
[00:12:46.000 --> 00:12:53.000]  這是必須要經過痛苦才能獲得的代價
[00:12:53.000 --> 00:12:56.000]  最後我覺得我很想跟你說
[00:12:56.000 --> 00:13:00.000]  其實一個人的生命
[00:13:00.000 --> 00:13:06.000]  永遠都有黑暗的一面和光明的一面
[00:13:06.000 --> 00:13:08.000]  其實一個人一生的際遇
[00:13:08.000 --> 00:13:13.000]  總是黑暗和光明兩個面的交織
[00:13:13.000 --> 00:13:16.000]  一些我們以為是黑暗的日子
[00:13:16.000 --> 00:13:22.000]  其實是一些將來要光明的日子的前奏
[00:13:22.000 --> 00:13:25.000]  一些我們以為是很光明的時刻
[00:13:25.000 --> 00:13:31.000]  其實是隱含著黑暗的契機
[00:13:31.000 --> 00:13:35.000]  我想我這樣說不是只是想安慰你
[00:13:35.000 --> 00:13:40.000]  而是我實際可以從聖經裡看到這個真理
[00:13:40.000 --> 00:13:45.000]  我們簡單就以創世紀裡的那個弱失
[00:13:45.000 --> 00:13:50.000]  一生坎坷的際遇來看
[00:13:50.000 --> 00:13:53.000]  我們就看見這個道理
[00:13:53.000 --> 00:13:59.000]  今天我們幸福的因為我們可以回顧弱失的一生
[00:13:59.000 --> 00:14:04.000]  從一個更加闊、更加超越的眼光去看回他的一生
[00:14:04.000 --> 00:14:08.000]  我們看見一個人一生的際遇裡
[00:14:08.000 --> 00:14:12.000]  所謂黑暗的時刻、所謂光明的時刻
[00:14:12.000 --> 00:14:20.000]  其實很多時候是相對並且互相牽連的
[00:14:20.000 --> 00:14:24.000]  我們想想當弱失的父親雅各
[00:14:24.000 --> 00:14:28.000]  穿了一件彩衣送給他的時候
[00:14:28.000 --> 00:14:30.000]  對於弱失來說
[00:14:30.000 --> 00:14:35.000]  這是他人生無比幸福、最歡愉的時刻
[00:14:35.000 --> 00:14:41.000]  但豈不知道這件彩衣穿在他身上
[00:14:41.000 --> 00:14:47.000]  就是他後來被賣、差不多被人殺的契機
[00:14:47.000 --> 00:14:55.000]  我們再想想當弱失被他的兄長賣給米殿人
[00:14:55.000 --> 00:15:00.000]  帶著他去埃及的路上要做奴隸的時候
[00:15:00.000 --> 00:15:03.000]  我相信對於弱失來說
[00:15:03.000 --> 00:15:06.000]  當時是人生最黑暗的時間
[00:15:06.000 --> 00:15:11.000]  一切人生的盼望都是那個時刻要結束
[00:15:11.000 --> 00:15:15.000]  但豈不知道今天我們回頭看
[00:15:15.000 --> 00:15:18.000]  這個去埃及做奴隸的旅程
[00:15:18.000 --> 00:15:25.000]  成為他後來做宰相的第一步
[00:15:25.000 --> 00:15:29.000]  我們看到當弱失去到埃及
[00:15:29.000 --> 00:15:35.000]  竟然幸運地做了護衛長波提弗的管家
[00:15:35.000 --> 00:15:38.000]  以一個本來應該做奴隸的人
[00:15:38.000 --> 00:15:41.000]  暫然間成為管家
[00:15:41.000 --> 00:15:45.000]  這也是人生最意外的轉機
[00:15:45.000 --> 00:15:48.000]  但我們現在回頭看
[00:15:48.000 --> 00:15:50.000]  這個所謂的轉機
[00:15:50.000 --> 00:15:55.000]  豈不是以後因為他的女主人
[00:15:55.000 --> 00:16:02.000]  而被判終身監禁的一個起始點
[00:16:02.000 --> 00:16:07.000]  我又看到當弱失被判無期徒刑的時候
[00:16:07.000 --> 00:16:13.000]  我相信這是人生最黑暗、最絕望的一個際遇
[00:16:13.000 --> 00:16:16.000]  但當然我們可以知道
[00:16:16.000 --> 00:16:19.000]  這個監獄的生涯
[00:16:19.000 --> 00:16:23.000]  正是他以後平步青雲
[00:16:23.000 --> 00:16:29.000]  成為埃及第二號人物的起始點
[00:16:29.000 --> 00:16:32.000]  我們看到這一切一切
[00:16:32.000 --> 00:16:35.000]  我們就要問究竟何時
[00:16:35.000 --> 00:16:38.000]  我們才可以真正把觸到
[00:16:38.000 --> 00:16:41.000]  神的手在人生際遇的背後
[00:16:41.000 --> 00:16:46.000]  所作奇妙的安排呢?
[00:16:46.000 --> 00:16:49.000]  你也可以想一想
[00:16:49.000 --> 00:16:52.000]  你找一件在你人生裏面
[00:16:52.000 --> 00:16:58.000]  你覺得是最幸運、最歡愉、最欣慰的一件事
[00:16:58.000 --> 00:17:02.000]  那件事可能是你的婚姻
[00:17:02.000 --> 00:17:04.000]  可能是你的一個職業
[00:17:04.000 --> 00:17:09.000]  可能是你一樣的友情
[00:17:09.000 --> 00:17:10.000]  你想一想
[00:17:10.000 --> 00:17:13.000]  這一件你最歡愉的事
[00:17:13.000 --> 00:17:16.000]  你追溯、追溯回頭
[00:17:16.000 --> 00:17:20.000]  是怎樣開始的?
[00:17:20.000 --> 00:17:23.000]  當你慢慢想起最開始
[00:17:23.000 --> 00:17:30.000]  引發你有這種最好的際遇的起始點的時候
[00:17:30.000 --> 00:17:34.000]  你會發現是你萬不經意的時候
[00:17:34.000 --> 00:17:39.000]  神就已經在那裏開始預備
[00:17:39.000 --> 00:17:40.000]  最開始的時候
[00:17:40.000 --> 00:17:44.000]  可能一個無意的交往裏面
[00:17:44.000 --> 00:17:48.000]  人家對你所說的一句說話提醒你
[00:17:48.000 --> 00:17:52.000]  你就去寫一封信去申請
[00:17:52.000 --> 00:17:56.000]  又或者偶然地撿起一份報紙
[00:17:56.000 --> 00:17:59.000]  又或者偶然地跟人家聊天的時候
[00:17:59.000 --> 00:18:01.000]  人家的一個意見
[00:18:01.000 --> 00:18:04.000]  或者一個很偶然的機會
[00:18:04.000 --> 00:18:08.000]  你碰見一個人
[00:18:08.000 --> 00:18:11.000]  你會想到當你那一刻完全想不到
[00:18:11.000 --> 00:18:17.000]  原來神已經在為你部署一個很美麗的前景
[00:18:17.000 --> 00:18:20.000]  一個起始點
[00:18:20.000 --> 00:18:25.000]  如果我們從這樣更加闊、更加超過角度來看的時候
[00:18:25.000 --> 00:18:29.000]  我們就知道我們的神沒有離開我們
[00:18:29.000 --> 00:18:33.000]  甚至當我們還沒有察覺的時候
[00:18:33.000 --> 00:18:39.000]  神已經安排好為了此恩典給我們
[00:18:39.000 --> 00:18:44.000]  所以當我們面對痛苦而感到絕望的時候
[00:18:44.000 --> 00:18:51.000]  我希望你同樣用回顧若瑟的心境
[00:18:51.000 --> 00:18:54.000]  去向前看你的生命
[00:18:54.000 --> 00:18:58.000]  豈不知道那些以為是最黑暗的時間
[00:18:58.000 --> 00:19:03.000]  可能是一些未見的祝福的第一步
[00:19:03.000 --> 00:19:07.000]  我承認我們需要很大的勇氣
[00:19:07.000 --> 00:19:09.000]  需要很大的信心
[00:19:09.000 --> 00:19:15.000]  但我相信這個信心和勇氣不是憑空幻想出來的
[00:19:15.000 --> 00:19:21.000]  因為真實可以在神的話語裡面得到確定
[00:19:21.000 --> 00:19:26.000]  甚至可以在你以往的生命裡面得到證明
[00:19:26.000 --> 00:19:34.000]  神在我們最黑暗的時間其實是在安排光明
[00:19:34.000 --> 00:19:39.000]  所以我們要記得在詩篇的詩人所說的話
[00:19:39.000 --> 00:19:42.000]  詩篇139篇
[00:19:42.000 --> 00:19:50.000]  詩人說到黑暗和光明在你看都是一樣
[00:19:50.000 --> 00:19:52.000]  其實是的
[00:19:52.000 --> 00:19:57.000]  一個黑暗的人生面和一個光明的人生面
[00:19:57.000 --> 00:20:04.000]  在神看來都是他要完成他美麗的計劃的一些過程
[00:20:04.000 --> 00:20:10.000]  在神看來黑暗和光明都是一樣
[00:20:10.000 --> 00:20:13.000]  其實如果你留意聖經裡面
[00:20:13.000 --> 00:20:15.000]  元文所說到這句話的時候
[00:20:15.000 --> 00:20:18.000]  有更深入一步的意思
[00:20:18.000 --> 00:20:21.000]  其實原來文字所說的
[00:20:21.000 --> 00:20:26.000]  黑暗和光明在你看這幾個字是沒有的
[00:20:26.000 --> 00:20:29.000]  原來詩人所說的話
[00:20:29.000 --> 00:20:34.000]  就是黑暗和光明都是一樣
[00:20:34.000 --> 00:20:36.000]  是的
[00:20:36.000 --> 00:20:42.000]  對於一個有信心、有勇氣、對神絕對信任的人
[00:20:42.000 --> 00:20:47.000]  不單止他知道黑暗和光明在神看來都是一樣
[00:20:47.000 --> 00:20:54.000]  他可以說黑暗和光明在我看都是一樣
[00:20:54.000 --> 00:20:59.000]  不得了有這種信心和勇氣
[00:20:59.000 --> 00:21:06.000]  去面對你人生好像是一個最黑暗的時候的際遇
[00:21:06.000 --> 00:21:09.000]  在這個時候
[00:21:09.000 --> 00:21:14.000]  我很想你跟我一起有一個祈禱
[00:21:15.000 --> 00:21:19.000]  掌管生命的主宰
[00:21:19.000 --> 00:21:23.000]  你也是賜生命給我們的主宰
[00:21:23.000 --> 00:21:32.000]  讓我這個時刻在你面前靜默等候你
[00:21:32.000 --> 00:21:38.000]  我承認我曾經因為我的際遇掙扎過
[00:21:38.000 --> 00:21:43.000]  曾經因為我的痛苦質問過生命
[00:21:43.000 --> 00:21:49.000]  甚至質問過你覺得你對我不公平
[00:21:49.000 --> 00:21:57.000]  但我知道你不會因為這樣而懲罰我
[00:21:57.000 --> 00:22:04.000]  正如當日瑪大瑪利亞質問你為何這麼遲
[00:22:04.000 --> 00:22:08.000]  不去救她的弟弟拉薩諾的時候
[00:22:08.000 --> 00:22:13.000]  你沒有怪責他們一樣
[00:22:13.000 --> 00:22:21.000]  我知道當我這樣向你發出呼叫的時候
[00:22:21.000 --> 00:22:29.000]  你只是好像當日和我們一起哭泣
[00:22:29.000 --> 00:22:34.000]  因為我知道你是愛我
[00:22:34.000 --> 00:22:38.000]  當一個你愛的人哭泣的時候
[00:22:38.000 --> 00:22:42.000]  你怎會不和他一起哭泣呢?
[00:22:42.000 --> 00:22:50.000]  神啊,求祢給我一個更廣闊更高的眼光
[00:22:50.000 --> 00:22:55.000]  去看自己人生的命運和際遇
[00:22:55.000 --> 00:23:00.000]  看見在黑暗背後的光明
[00:23:00.000 --> 00:23:07.000]  求祢給我有絕對的信心去相信
[00:23:07.000 --> 00:23:13.000]  縱然一切的際遇不斷地來打擊我
[00:23:13.000 --> 00:23:20.000]  但我仍然能夠堅持相信你是真實的存在
[00:23:20.000 --> 00:23:25.000]  你的愛並沒有改變
[00:23:25.000 --> 00:23:30.000]  神啊,求祢賜給我生命的勇氣
[00:23:30.000 --> 00:23:34.000]  讓我不求明天會更好
[00:23:34.000 --> 00:23:45.000]  只是求明天可以更有生命力去面對人生的風風雨雨
[00:23:45.000 --> 00:23:53.000]  求祢讓我不要糟蹋了你為我悉心預備的痛苦際遇
[00:23:53.000 --> 00:23:59.000]  以致我可以從中學到人生更深度的真理
[00:23:59.000 --> 00:24:05.000]  以致我能夠更深入地去體會其他人的困苦
[00:24:05.000 --> 00:24:13.000]  更能貼切地說出幾句安慰的話
[00:24:13.000 --> 00:24:21.000]  神啊,求祢賜給我一個真正的心境
[00:24:21.000 --> 00:24:28.000]  去接納那些我知道不能改變的事實
[00:24:28.000 --> 00:24:32.000]  神啊,求祢賜給我勇氣
[00:24:32.000 --> 00:24:38.000]  去改變那些可以仍然挽救的情況
[00:24:38.000 --> 00:24:44.000]  神啊,我更加求祢賜給我有智慧
[00:24:44.000 --> 00:24:49.000]  去判斷那兩者之間的分別
[00:24:49.000 --> 00:25:02.000]  以致我不會擾亂奉耶穌這裡的名義禱告,阿門
[00:25:02.000 --> 00:25:08.000]  本來這卷錄音帶應該在這裡就結束
[00:25:08.000 --> 00:25:14.000]  不過我在這裡想再加上一些話
[00:25:14.000 --> 00:25:22.000]  我最恐怕我們聽的人有一些不單止面對痛苦
[00:25:22.000 --> 00:25:28.000]  我相信有一些也是要面對死亡的陰影
[00:25:28.000 --> 00:25:32.000]  死亡不是一個很容易說的題目
[00:25:32.000 --> 00:25:37.000]  也不是一個很多人喜歡聽的題目
[00:25:37.000 --> 00:25:44.000]  我覺得我們始終還是要面對它
[00:25:44.000 --> 00:25:47.000]  可能在你的痛苦裡
[00:25:47.000 --> 00:25:54.000]  其中一個最大的陰影就是你可能會面對死亡
[00:25:54.000 --> 00:26:02.000]  又或者你所愛的人正在面對死亡的來臨
[00:26:02.000 --> 00:26:09.000]  如果這樣的話,我願意讓以下幾樣的分享
[00:26:09.000 --> 00:26:19.000]  和你一起去走這一條面對死亡的道路
[00:26:19.000 --> 00:26:30.000]  首先當我們突然間發覺死亡的陰影籠罩我們的時候
[00:26:30.000 --> 00:26:35.000]  我們第一個反應會是放棄
[00:26:35.000 --> 00:26:40.000]  除了埋怨之外,我們很快就會放棄
[00:26:40.000 --> 00:26:43.000]  我們放棄因為醫生告訴我們
[00:26:43.000 --> 00:26:45.000]  或者其他人告訴我們
[00:26:45.000 --> 00:26:50.000]  在這樣的情況下,沒得救了
[00:26:50.000 --> 00:26:58.000]  不如你好好的預備自己接受命運的安排吧
[00:26:58.000 --> 00:27:04.000]  但我想跟你說,在我的際遇和了解裡
[00:27:04.000 --> 00:27:08.000]  你第一個反應不應該是放棄
[00:27:08.000 --> 00:27:10.000]  為什麼呢?
[00:27:10.000 --> 00:27:13.000]  我們不放棄不是因為我們固執
[00:27:13.000 --> 00:27:18.000]  更加不是因為我們不信服神
[00:27:18.000 --> 00:27:22.000]  很多時候我覺得我們有一個錯誤的了解
[00:27:22.000 --> 00:27:27.000]  以為所謂信服就是乖乖地放棄自己
[00:27:27.000 --> 00:27:31.000]  然後等候命運的安排
[00:27:31.000 --> 00:27:35.000]  我們不放棄不是因為我們固執
[00:27:35.000 --> 00:27:39.000]  更加不是因為我們不信服神
[00:27:39.000 --> 00:27:43.000]  很多時候我覺得我們有一個錯誤的了解
[00:27:43.000 --> 00:27:48.000]  以為所謂信服就是乖乖地放棄自己
[00:27:48.000 --> 00:27:53.000]  然後等候命運的安排
[00:27:53.000 --> 00:27:59.000]  我覺得這不是基督徒應該有即時的反應
[00:27:59.000 --> 00:28:01.000]  這不是表示信服
[00:28:01.000 --> 00:28:03.000]  我們想想如果一個醫生
[00:28:03.000 --> 00:28:05.000]  一個不信神的醫生
[00:28:05.000 --> 00:28:09.000]  他都會盡他的力量去挽救
[00:28:09.000 --> 00:28:12.000]  挽救到最後真的沒有希望了
[00:28:12.000 --> 00:28:14.000]  然後才放棄
[00:28:14.000 --> 00:28:19.000]  為什麼我們那些相信神掌管生命的人
[00:28:19.000 --> 00:28:24.000]  一開始就打定輸數
[00:28:24.000 --> 00:28:31.000]  我們不可以用這個所謂信服的藉口去放棄
[00:28:31.000 --> 00:28:33.000]  因為我們只記得聖經裏面
[00:28:33.000 --> 00:28:39.000]  神說過神的眼中看他聖民之死是極其寶貴
[00:28:39.000 --> 00:28:43.000]  而且任何一件事的發生都不是偶然
[00:28:43.000 --> 00:28:48.000]  耶穌說過甚至我們的頭髮都是祂所掃過
[00:28:48.000 --> 00:28:54.000]  我們的頭髮掉到地上也是要祂的准許
[00:28:54.000 --> 00:28:56.000]  如果這樣的話
[00:28:56.000 --> 00:28:59.000]  我相信我們基督徒更加要爭取
[00:28:59.000 --> 00:29:06.000]  雖然我不知道將來神怎樣安排我們人生命運的長短
[00:29:06.000 --> 00:29:09.000]  但我們總覺得我們在這個時刻
[00:29:09.000 --> 00:29:11.000]  在這一剎那
