
[00:00:00.000 --> 00:00:04.400]  我們親愛的天父上帝 願祢的聖靈臨到我們心中
[00:03:19.400 --> 00:03:23.400]  聯合去打以色列的兄弟猶大
[00:03:23.400 --> 00:03:28.400]  為甚麼阿蘭加上以法連要打猶大呢
[00:03:28.400 --> 00:03:33.400]  這件事首先是在主持的七百三十五年發生的
[00:03:33.400 --> 00:03:36.400]  歷史上叫做敘利亞以法連戰爭
[00:03:36.400 --> 00:03:39.400]  真有其事 不是假的
[00:03:39.400 --> 00:03:42.400]  而這件事在聖經裏面也有的
[00:03:42.400 --> 00:03:44.400]  以色列王紀夏的十六章
[00:03:44.400 --> 00:03:46.400]  和歷代治夏的二十八章六到九節
[00:03:46.400 --> 00:03:48.400]  你找到平衡的經文
[00:03:48.400 --> 00:03:50.400]  所以看這段以塞亞書七章的經文
[00:03:50.400 --> 00:03:52.400]  要看回其他部分的
[00:03:52.400 --> 00:03:54.400]  而第一節就說到
[00:03:54.400 --> 00:04:00.400]  烏西亞的孫約坦的兒子猶大王阿哈斯在位的時候
[00:04:00.400 --> 00:04:04.400]  阿蘭王利遜 即是敘利亞的王利遜
[00:04:04.400 --> 00:04:08.400]  和利瑪利的兒子以色列王比加
[00:04:08.400 --> 00:04:12.400]  來打耶路撒冷卻不能夠攻城
[00:04:12.400 --> 00:04:14.400]  這已經是在說危機
[00:04:14.400 --> 00:04:19.400]  即是兩個大的國家一起去打猶大
[00:04:19.400 --> 00:04:23.400]  為甚麼他們兩個國家要打猶大呢
[00:04:23.400 --> 00:04:25.400]  根據聖經學者的推測
[00:04:25.400 --> 00:04:27.400]  或者一些歷史的根據
[00:04:27.400 --> 00:04:31.400]  就是阿蘭和以色列有意擺脫當時
[00:04:31.400 --> 00:04:34.400]  當時非常強大的強國亞述
[00:04:34.400 --> 00:04:36.400]  你應該聽過這個國家名
[00:04:36.400 --> 00:04:38.400]  亞述控制著那裡
[00:04:38.400 --> 00:04:41.400]  他就有心在這兩個國家造反
[00:04:41.400 --> 00:04:44.400]  就找了猶大一起
[00:04:44.400 --> 00:04:46.400]  兩個不夠多 要找多一個
[00:04:46.400 --> 00:04:50.400]  但是猶大就不想來反叛亞述
[00:04:50.400 --> 00:04:55.400]  結果阿蘭 即是敘利亞那邊
[00:04:55.400 --> 00:04:58.400]  就和以色列說我先打了你猶大
[00:04:58.400 --> 00:04:59.400]  作為懲罰你
[00:04:59.400 --> 00:05:01.400]  你明不明白那個故事
[00:05:01.400 --> 00:05:07.400]  原來是這樣在國際的政治和國力的底下
[00:05:07.400 --> 00:05:09.400]  發生一件這樣的事
[00:05:09.400 --> 00:05:11.400]  而聖經記載了下來
[00:05:11.400 --> 00:05:14.400]  第二節有人告訴大衛教
[00:05:14.400 --> 00:05:17.400]  說阿蘭和以法連已經同盟了
[00:05:17.400 --> 00:05:20.400]  王的心和百姓的心都跳動
[00:05:20.400 --> 00:05:23.400]  好像林中的樹被風吹動一樣
[00:05:23.400 --> 00:05:25.400]  即是說大家都很害怕
[00:05:25.400 --> 00:05:27.400]  猶大王阿哈斯和人民
[00:05:27.400 --> 00:05:31.400]  很擔心要和阿蘭和以色列打仗
[00:05:31.400 --> 00:05:33.400]  很怕輸給他們
[00:05:33.400 --> 00:05:37.400]  第三節就出現耶和華對以塞亞說
[00:05:37.400 --> 00:05:39.400]  在這樣的背景下
[00:05:39.400 --> 00:05:41.400]  神就感動先知以塞亞
[00:05:41.400 --> 00:05:46.400]  說你和你的兒子斯瓦亞述就出去
[00:05:46.400 --> 00:05:48.400]  去上池的水溝頭
[00:05:48.400 --> 00:05:52.400]  在漂泊地的大路上去迎接阿哈斯
[00:05:52.400 --> 00:05:56.400]  神就吩咐以塞亞帶他的兒子去見阿哈斯
[00:05:56.400 --> 00:05:58.400]  一會兒我解釋為何要帶他的兒子
[00:05:58.400 --> 00:06:00.400]  在這裡我給一個註腳
[00:06:00.400 --> 00:06:04.400]  阿哈斯其實是一個非常不虔誠的人
[00:06:04.400 --> 00:06:05.400]  你不要以為他虔誠
[00:06:05.400 --> 00:06:07.400]  是非常不虔誠的
[00:06:07.400 --> 00:06:10.400]  還有他有獻小孩做人祭
[00:06:10.400 --> 00:06:13.400]  猶大王做這些事
[00:06:13.400 --> 00:06:15.400]  第四節就說
[00:06:15.400 --> 00:06:17.400]  以塞亞對他說
[00:06:17.400 --> 00:06:19.400]  你要謹慎安靜
[00:06:19.400 --> 00:06:22.400]  不要因為阿蘭王利信和利瑪利的兒子
[00:06:22.400 --> 00:06:24.400]  這兩個無焉的火
[00:06:24.400 --> 00:06:27.400]  火把頭所發出的烈露來害怕
[00:06:27.400 --> 00:06:29.400]  也不要心裡膽怯
[00:06:29.400 --> 00:06:31.400]  這節經文很有意思
[00:06:31.400 --> 00:06:35.400]  神吩咐以塞亞用了四個命令式的動詞
[00:06:35.400 --> 00:06:36.400]  和阿哈斯說話
[00:06:36.400 --> 00:06:38.400]  你要謹慎
[00:06:38.400 --> 00:06:39.400]  你要安靜
[00:06:39.400 --> 00:06:40.400]  不要害怕
[00:06:40.400 --> 00:06:42.400]  不要心裡膽怯
[00:06:42.400 --> 00:06:45.400]  意思是阿哈斯你千萬不要輕舉妄動
[00:06:45.400 --> 00:06:47.400]  先知神感動
[00:06:47.400 --> 00:06:50.400]  先知以塞亞和阿哈斯說的那番話
[00:06:50.400 --> 00:06:51.400]  全部都是說這件事
[00:06:51.400 --> 00:06:52.400]  你不用怕
[00:06:52.400 --> 00:06:53.400]  你不要亂來
[00:06:53.400 --> 00:06:56.400]  第七節就說
[00:06:56.400 --> 00:06:59.400]  所以主耶和華是如此說
[00:06:59.400 --> 00:07:01.400]  這所謀的必立不住
[00:07:01.400 --> 00:07:03.400]  也不得成就
[00:07:03.400 --> 00:07:05.400]  以塞亞已經和阿哈斯說
[00:07:05.400 --> 00:07:07.400]  這件事不會成功
[00:07:07.400 --> 00:07:10.400]  他們兩個國家來攻猶大都不行
[00:07:10.400 --> 00:07:14.400]  神就說阿蘭和以法尼的計謀是不會成功
[00:07:14.400 --> 00:07:16.400]  即是神透過先知說了
[00:07:16.400 --> 00:07:18.400]  那件事一定不行
[00:07:18.400 --> 00:07:19.400]  沒事的
[00:07:19.400 --> 00:07:20.400]  第八節
[00:07:20.400 --> 00:07:23.400]  原來阿蘭的首城是大馬式
[00:07:23.400 --> 00:07:25.400]  即是大馬士革
[00:07:25.400 --> 00:07:27.400]  大馬式的首領是尼遜
[00:07:27.400 --> 00:07:29.400]  那段經文是括弧的
[00:07:29.400 --> 00:07:30.400]  65年以來
[00:07:30.400 --> 00:07:32.400]  以法尼必定會破壞
[00:07:32.400 --> 00:07:34.400]  不再成為國民
[00:07:34.400 --> 00:07:37.400]  這是說後來發生的歷史事件
[00:07:37.400 --> 00:07:39.400]  但是如果我們留心
[00:07:39.400 --> 00:07:41.400]  其實大馬式和撒瑪利亞
[00:07:41.400 --> 00:07:43.400]  不用65年毀滅
[00:07:43.400 --> 00:07:46.400]  其實在主前的732年
[00:07:46.400 --> 00:07:48.400]  大馬式就已經被攻陷
[00:07:48.400 --> 00:07:50.400]  主前722年
[00:07:50.400 --> 00:07:52.400]  撒瑪利亞城被攻陷
[00:07:52.400 --> 00:07:54.400]  即是以色列的北角
[00:07:54.400 --> 00:07:58.400]  所以在735年出現以法尼和敘利亞戰爭
[00:07:58.400 --> 00:08:01.400]  威脅大概都是兩三年的事
[00:08:01.400 --> 00:08:03.400]  即是說這兩個國家
[00:08:03.400 --> 00:08:07.400]  在三年裏面構成對猶大國很大的威脅
[00:08:07.400 --> 00:08:11.400]  所以神就感動以塞亞和阿哈斯說
[00:08:11.400 --> 00:08:12.400]  你不用怕
[00:08:12.400 --> 00:08:14.400]  這三年是虛火
[00:08:14.400 --> 00:08:17.400]  如果敘利亞
[00:08:17.400 --> 00:08:20.400]  在主前732年被攻陷
[00:08:20.400 --> 00:08:22.400]  其實三年的日子
[00:08:22.400 --> 00:08:25.400]  當阿蘭被亞述攻陷的時候
[00:08:25.400 --> 00:08:29.400]  以法尼他自己都要退兵自保
[00:08:29.400 --> 00:08:31.400]  在第八節裏面記載
[00:08:31.400 --> 00:08:34.400]  以法尼的首城是撒瑪利亞
[00:08:34.400 --> 00:08:37.400]  撒瑪利亞的首領是阿利馬利的兒子
[00:08:37.400 --> 00:08:39.400]  你們若是不信
[00:08:39.400 --> 00:08:42.400]  必按定然不能立穩
[00:08:42.400 --> 00:08:45.400]  這個中文翻譯就比較糟糕
[00:08:45.400 --> 00:08:47.400]  但是有些聖經學者就說
[00:08:47.400 --> 00:08:49.400]  這句說話是很押韻的
[00:08:49.400 --> 00:08:50.400]  在希伯來文裏面
[00:08:50.400 --> 00:08:52.400]  你們若是不信
[00:08:52.400 --> 00:08:56.400]  必按定然不能立穩
[00:08:56.400 --> 00:08:59.400]  即是他們是有些文字的遊戲
[00:08:59.400 --> 00:09:02.400]  這些經文就是說一個很重要的訊息
[00:09:02.400 --> 00:09:04.400]  就是要信靠神
[00:09:04.400 --> 00:09:06.400]  倚靠 信靠
[00:09:06.400 --> 00:09:08.400]  這個主題其實一直貫穿在
[00:09:08.400 --> 00:09:10.400]  成本的以塞亞書裏面
[00:09:10.400 --> 00:09:12.400]  特別是第七到三十九章
[00:09:12.400 --> 00:09:14.400]  所以說在這樣的危機裏面
[00:09:14.400 --> 00:09:17.400]  神要阿哈斯學一件事
[00:09:17.400 --> 00:09:19.400]  你不要慌亂
[00:09:19.400 --> 00:09:21.400]  你要信靠
[00:09:21.400 --> 00:09:23.400]  但是你看回經文的時候
[00:09:23.400 --> 00:09:25.400]  這個阿哈斯是學不到的
[00:09:25.400 --> 00:09:28.400]  雖然眼前是有嚴重的危機
[00:09:28.400 --> 00:09:31.400]  君王和人民是很需要同心
[00:09:31.400 --> 00:09:33.400]  要對神有信心
[00:09:33.400 --> 00:09:34.400]  如果不是站立不穩的
[00:09:34.400 --> 00:09:39.400]  倚塞亞正是想跟阿哈斯講這番說話
[00:09:39.400 --> 00:09:41.400]  但是阿哈斯其實是聽不到的
[00:09:41.400 --> 00:09:44.400]  雖然他們希望仍然存在
[00:09:44.400 --> 00:09:47.400]  但是你要知道在歷史後面的時候
[00:09:47.400 --> 00:09:50.400]  有一個很重要的訊息在倚塞亞書裏面
[00:09:50.400 --> 00:09:52.400]  就是剩餘的子民要回來
[00:09:52.400 --> 00:09:53.400]  要歸回
[00:09:53.400 --> 00:09:55.400]  神吩咐倚塞亞帶著他的兒子
[00:09:55.400 --> 00:09:57.400]  去見阿哈斯
[00:09:57.400 --> 00:10:00.400]  他的兒子的名字叫斯亞亞述
[00:10:00.400 --> 00:10:02.400]  Syar Yashub
[00:10:02.400 --> 00:10:04.400]  意思是甚麼
[00:10:04.400 --> 00:10:06.400]  就是剩餘的子民要歸回
[00:10:06.400 --> 00:10:08.400]  你可能覺得很有趣
[00:10:08.400 --> 00:10:11.400]  原來在舊約聖經裏面的人改名字
[00:10:11.400 --> 00:10:13.400]  全部是有意思的
[00:10:13.400 --> 00:10:16.400]  改了這樣的名字出來
[00:10:16.400 --> 00:10:19.400]  以塞亞改他的兒子叫斯亞亞述
[00:10:19.400 --> 00:10:22.400]  就是說將來剩餘的子民要回去
[00:10:22.400 --> 00:10:24.400]  你會發覺有時很奇怪
[00:10:24.400 --> 00:10:26.400]  為甚麼會這樣改名字
[00:10:26.400 --> 00:10:28.400]  大家這些就是
[00:10:28.400 --> 00:10:31.400]  聖經裏面不會這麼詳細講給你聽的
[00:10:31.400 --> 00:10:33.400]  你要看一些《釋經》書
[00:10:33.400 --> 00:10:35.400]  神的拯救在這件事上
[00:10:35.400 --> 00:10:37.400]  比大家想像中快
[00:10:37.400 --> 00:10:39.400]  三年就搞定了
[00:10:39.400 --> 00:10:40.400]  以塞亞的預言
[00:10:40.400 --> 00:10:42.400]  三年後應驗
[00:10:42.400 --> 00:10:44.400]  從聖經的歷史資料來看
[00:10:44.400 --> 00:10:47.400]  倒轉阿哈斯的想法是怎樣的呢
[00:10:47.400 --> 00:10:49.400]  是從國際政治的角度去想
[00:10:49.400 --> 00:10:51.400]  他想著想著
[00:10:51.400 --> 00:10:53.400]  其實我面對著
[00:10:53.400 --> 00:10:55.400]  阿蘭和以色列
[00:10:55.400 --> 00:10:57.400]  兩個強國
[00:10:57.400 --> 00:11:00.400]  他們要我和他們一起去造反
[00:11:00.400 --> 00:11:03.400]  我最好的方法就是和亞述求援
[00:11:03.400 --> 00:11:06.400]  我和亞述這個老大哥說
[00:11:06.400 --> 00:11:08.400]  他們兩個造反
[00:11:08.400 --> 00:11:10.400]  你來幫我
[00:11:10.400 --> 00:11:13.400]  這就是阿哈斯想的最好的方法
[00:11:13.400 --> 00:11:15.400]  在第十到第十七節
[00:11:15.400 --> 00:11:17.400]  大家要留心
[00:11:17.400 --> 00:11:20.400]  神現在是對阿哈斯說話
[00:11:20.400 --> 00:11:24.400]  剛才那一節是神透過以塞亞和阿哈斯說話
[00:11:24.400 --> 00:11:26.400]  說一次不夠
[00:11:26.400 --> 00:11:28.400]  到第二次神自己跟他說
[00:11:28.400 --> 00:11:30.400]  你看到經文第十到十一節
[00:11:30.400 --> 00:11:32.400]  耶和華又巧遇阿哈斯
[00:11:32.400 --> 00:11:34.400]  親自跟他說話
[00:11:34.400 --> 00:11:37.400]  你向耶和華你的神求一個兆頭
[00:11:37.400 --> 00:11:39.400]  神也不需要重複
[00:11:39.400 --> 00:11:42.400]  以塞亞和他說過的那番話
[00:11:42.400 --> 00:11:44.400]  一來就跟他說
[00:11:44.400 --> 00:11:46.400]  阿哈斯你來求一個兆頭
[00:11:46.400 --> 00:11:48.400]  或求顯在深處
[00:11:48.400 --> 00:11:50.400]  或求顯在高處
[00:11:50.400 --> 00:11:53.400]  不跟他繞圈子
[00:11:53.400 --> 00:11:56.400]  你求個記號吧
[00:11:56.400 --> 00:11:59.400]  以塞亞和阿哈斯第七章十二節
[00:11:59.400 --> 00:12:01.400]  阿哈斯說我不求
[00:12:01.400 --> 00:12:03.400]  我不試探耶和華
[00:12:03.400 --> 00:12:05.400]  如果單看經文
[00:12:05.400 --> 00:12:07.400]  你會覺得阿哈斯很虔誠
[00:12:07.400 --> 00:12:09.400]  很屬靈
[00:12:09.400 --> 00:12:11.400]  千萬不要被他騙了
[00:12:11.400 --> 00:12:13.400]  經文有些事是沒有說的
[00:12:13.400 --> 00:12:16.400]  經文記載阿哈斯不試探耶和華的理由
[00:12:16.400 --> 00:12:22.400]  其實他拒絕神叫他求記號的吩咐
[00:12:22.400 --> 00:12:24.400]  表面是很屬靈的
[00:12:24.400 --> 00:12:28.400]  但其實原因是他根本不相信神的能力
[00:12:28.400 --> 00:12:29.400]  說得白一點
[00:12:29.400 --> 00:12:30.400]  他根本不相信
[00:12:30.400 --> 00:12:32.400]  在第七章十三節
[00:12:32.400 --> 00:12:33.400]  裡面記載了
[00:12:33.400 --> 00:12:34.400]  以塞亞說
[00:12:34.400 --> 00:12:36.400]  大衛家你們當聽
[00:12:36.400 --> 00:12:39.400]  你們使人厭煩的事
[00:12:39.400 --> 00:12:41.400]  豈算小事
[00:12:41.400 --> 00:12:44.400]  還要使我的神厭煩嗎
[00:12:44.400 --> 00:12:45.400]  大家有沒有想過
[00:12:45.400 --> 00:12:47.400]  為什麼突然間調子轉了這麼重
[00:12:47.400 --> 00:12:49.400]  第十三節
[00:12:49.400 --> 00:12:52.400]  以塞亞就像發炮罵他一樣
[00:12:52.400 --> 00:12:54.400]  其實背景是
[00:12:54.400 --> 00:12:57.400]  因為阿哈斯根本不聽神的話
[00:12:57.400 --> 00:12:59.400]  他自己有了答案
[00:12:59.400 --> 00:13:01.400]  並且他還要扮屬靈
[00:13:01.400 --> 00:13:03.400]  你明不明白
[00:13:03.400 --> 00:13:05.400]  所以到第十三節的時候
[00:13:05.400 --> 00:13:07.400]  以塞亞就發火說他
[00:13:07.400 --> 00:13:09.400]  你這樣就使人討厭了
[00:13:09.400 --> 00:13:11.400]  你還要使神討厭嗎
[00:13:11.400 --> 00:13:13.400]  如果我們沒有背景
[00:13:13.400 --> 00:13:16.400]  我們不明白經文原來是這樣前進的
[00:13:16.400 --> 00:13:18.400]  第十四節更精彩
[00:13:18.400 --> 00:13:21.400]  因此主自己要給你一個兆頭
[00:13:21.400 --> 00:13:23.400]  經文很快
[00:13:23.400 --> 00:13:26.400]  不會有些沉醉的東西
[00:13:26.400 --> 00:13:29.400]  現在是神自己給一個兆頭亞克薩
[00:13:29.400 --> 00:13:31.400]  必有同女懷孕生子
[00:13:31.400 --> 00:13:33.400]  給他起名叫以瑪萊尼
[00:13:33.400 --> 00:13:36.400]  意思就是神與我們同在
[00:13:36.400 --> 00:13:38.400]  亞克薩不願意求記號
[00:13:38.400 --> 00:13:41.400]  但現在是神賜給他一個記號
[00:13:41.400 --> 00:13:43.400]  你明不明白這段經文的爆炸性就在這裡
[00:13:43.400 --> 00:13:46.400]  亞克薩是這樣的
[00:13:46.400 --> 00:13:48.400]  但神也要賜一個記號出來
[00:13:48.400 --> 00:13:51.400]  同女在希臘文七十四譯本
[00:13:51.400 --> 00:13:53.400]  將希伯來文的母親
[00:13:53.400 --> 00:13:54.400]  這個年輕婦女
[00:13:54.400 --> 00:13:56.400]  譯成了同女
[00:13:56.400 --> 00:13:59.400]  Paternus
[00:13:59.400 --> 00:14:00.400]  但這不是重點
[00:14:00.400 --> 00:14:02.400]  也不是很影響
[00:14:02.400 --> 00:14:03.400]  重點在哪裡呢
[00:14:03.400 --> 00:14:04.400]  就是以瑪萊尼
[00:14:04.400 --> 00:14:06.400]  神與我們同在
[00:14:06.400 --> 00:14:08.400]  Yaveh Shebaot Immanuel
[00:14:08.400 --> 00:14:11.400]  Immanuel就是這個意思
[00:14:11.400 --> 00:14:14.400]  經文是由現在式開始到未來式
[00:14:14.400 --> 00:14:16.400]  即是神與我們同在
[00:14:16.400 --> 00:14:19.400]  是由現在開始一直延續下去
[00:14:19.400 --> 00:14:22.400]  經文沒有說這個婦人是誰
[00:14:22.400 --> 00:14:23.400]  究竟是不是亞克薩的太太呢
[00:14:23.400 --> 00:14:25.400]  這個也不重要
[00:14:25.400 --> 00:14:27.400]  最重要是這個英孩
[00:14:27.400 --> 00:14:30.400]  是神與我們同在的意思
[00:14:30.400 --> 00:14:32.400]  第十五章十六節更有趣
[00:14:32.400 --> 00:14:35.400]  到他曉得棄惡擇善的時候
[00:14:35.400 --> 00:14:37.400]  他必吃奶油和蜂蜜
[00:14:37.400 --> 00:14:41.400]  因為在這個孩子還未曉得擇善棄惡之先
[00:14:41.400 --> 00:14:45.400]  你所珍惡的兩個王的弟必自見棄
[00:14:45.400 --> 00:14:47.400]  或者說這個小孩
[00:14:47.400 --> 00:14:51.400]  猶太人沒有說明小孩什麼時候會棄惡擇善
[00:14:51.400 --> 00:14:53.400]  意思是很快
[00:14:53.400 --> 00:14:55.400]  很快這件事會發生
[00:14:55.400 --> 00:14:57.400]  結果在歷史上是三年內發生
[00:14:57.400 --> 00:14:59.400]  到了第十七節
[00:14:59.400 --> 00:15:01.400]  耶和華必洗亞述王攻擊你的日子
[00:15:01.400 --> 00:15:03.400]  臨到你和你的百姓
[00:15:03.400 --> 00:15:06.400]  並你的夫家自從以法尼尼開猶大以來
[00:15:06.400 --> 00:15:08.400]  未曾有這樣的日子
[00:15:08.400 --> 00:15:11.400]  這個並不是在說敘利亞以法尼尼戰爭的日子
[00:15:11.400 --> 00:15:13.400]  是在說另外一件事
[00:15:13.400 --> 00:15:16.400]  另外一件事就是主前的586年
[00:15:16.400 --> 00:15:20.400]  巴比倫俘虜猶大
[00:15:20.400 --> 00:15:22.400]  他有很多正應
[00:15:22.400 --> 00:15:24.400]  其實聖經裡面的先知書
[00:15:24.400 --> 00:15:28.400]  很多時候將很多以色列歷史裡面的重要事件
[00:15:28.400 --> 00:15:31.400]  是由很早以前講到後面發生
[00:15:31.400 --> 00:15:33.400]  有時候我們都不知道為什麼
[00:15:33.400 --> 00:15:34.400]  你這麼厲害
[00:15:34.400 --> 00:15:36.400]  你講了這麼多年以後的事
[00:15:36.400 --> 00:15:37.400]  是很難明白的
[00:15:37.400 --> 00:15:40.400]  主前722年亞述就打敗以法尼尼
[00:15:40.400 --> 00:15:43.400]  主前78年到669年
[00:15:43.400 --> 00:15:47.400]  亞述王就將以色列人遷徙到其他國家
[00:15:47.400 --> 00:15:51.400]  然後在以色列的地方殖民
[00:15:51.400 --> 00:15:54.400]  然後就和當地人通婚
[00:15:54.400 --> 00:15:57.400]  這一幫人就叫混種了的薩瑪利亞人
[00:15:57.400 --> 00:15:59.400]  大家還記得耶穌在
[00:15:59.400 --> 00:16:03.400]  在荒書去薩瑪利亞和井旁的婦人討論問題
[00:16:03.400 --> 00:16:06.400]  薩瑪利亞人就說我們從來不來往的
[00:16:06.400 --> 00:16:07.400]  為什麼不來往呢?
[00:16:07.400 --> 00:16:09.400]  因為在猶太人眼中
[00:16:09.400 --> 00:16:12.400]  這幫薩瑪利亞人已經是不純種
[00:16:12.400 --> 00:16:15.400]  和那些亞述人結了婚
[00:16:15.400 --> 00:16:18.400]  並且有很多其他外邦宗教的東西
[00:16:18.400 --> 00:16:21.400]  這些在滅亡之時的17章24-34節出現
[00:16:21.400 --> 00:16:24.400]  所以這些東西我們要知道的背景
[00:16:24.400 --> 00:16:28.400]  就是原來亞述曾經這樣統治過以法尼尼
[00:16:28.400 --> 00:16:32.400]  以色列書第七章18-25節才有四個宣告
[00:16:32.400 --> 00:16:35.400]  我很快將三個部分的東西先講了
[00:16:35.400 --> 00:16:37.400]  都是和那時
[00:16:37.400 --> 00:16:39.400]  你看那個經文有四次用那時
[00:16:39.400 --> 00:16:43.400]  那時就是以色列書第七章14節的記號的延伸
[00:16:43.400 --> 00:16:46.400]  那時會怎樣怎樣
[00:16:46.400 --> 00:16:49.400]  以色列書第七章1-9節10-17節
[00:16:49.400 --> 00:16:57.400]  記載了神兩次告訴以塞瓦和阿克斯
[00:16:57.400 --> 00:17:00.400]  阿蘭和伊法蓮的計劃是無效的
[00:17:00.400 --> 00:17:03.400]  但是阿克斯兩次都否定神的要求
[00:17:03.400 --> 00:17:06.400]  因為阿克斯心裏已經有了決定
[00:17:06.400 --> 00:17:09.400]  他向亞述求援就已經覺得最好
[00:17:09.400 --> 00:17:13.400]  這只是看到阿克斯表面上不是太好的地方
[00:17:13.400 --> 00:17:15.400]  還有我一會兒會講經文的其他地方
[00:17:15.400 --> 00:17:17.400]  你知道更加不好
[00:17:17.400 --> 00:17:20.400]  以瑪內利就是在講神與我們同在
[00:17:20.400 --> 00:17:24.400]  在七章14節八章10節出現
[00:17:24.400 --> 00:17:27.400]  以瑪內利是神賜給我們的應許
[00:17:27.400 --> 00:17:29.400]  神的說話是應許
[00:17:29.400 --> 00:17:32.400]  也用記號來印證自己的應許
[00:17:32.400 --> 00:17:34.400]  所以我們真的要很小心
[00:17:34.400 --> 00:17:36.400]  不要試探神
[00:17:36.400 --> 00:17:38.400]  阿克斯講的那句是對的
[00:17:38.400 --> 00:17:39.400]  只是他做不到的意思
[00:17:39.400 --> 00:17:42.400]  不要隨便要求神給我們一個記號
[00:17:42.400 --> 00:17:44.400]  不過我們又要很小心
[00:17:44.400 --> 00:17:46.400]  神給我們一個記號的時候
[00:17:46.400 --> 00:17:48.400]  我們又不要反過來不相信
[00:17:48.400 --> 00:17:51.400]  不要被人的思想框框框著我們
[00:17:51.400 --> 00:17:53.400]  否定神可以行神蹟
[00:17:53.400 --> 00:17:55.400]  阿克斯就已經否定了
[00:17:55.400 --> 00:17:58.400]  為甚麼阿克斯不願意相信
