
[00:00:00.000 --> 00:00:03.080]  大家好,歡迎來到我們新一集的節目
[00:05:44.880 --> 00:05:51.880]  但這件事是否好像我們很少用這個方式去想
[00:05:51.880 --> 00:05:53.880]  為甚麼呢?
[00:05:53.880 --> 00:05:57.880]  即是我們現代人很少用這樣的方式
[00:05:57.880 --> 00:06:01.880]  我想其實事源是受我們現在的那個
[00:06:01.880 --> 00:06:05.880]  繁色去規範了
[00:06:05.880 --> 00:06:07.880]  規範了我們的思考
[00:06:07.880 --> 00:06:09.880]  很簡單其實就是
[00:06:09.880 --> 00:06:12.880]  我們很多時候現在講歷史
[00:06:12.880 --> 00:06:15.880]  我們甚至說聖經是歷史的不是歷史的
[00:06:15.880 --> 00:06:19.880]  用歷史這種探究的理解
[00:06:19.880 --> 00:06:21.880]  其實是一個很近代的產物
[00:06:21.880 --> 00:06:26.880]  其實是這一二百年開始才有正式的試學的研究
[00:06:26.880 --> 00:06:31.880]  但我們用一個現代的史學觀點去讀入古代的文獻
[00:06:31.880 --> 00:06:32.880]  包括聖經
[00:06:32.880 --> 00:06:36.880]  他們其實當時對歷史的理解和我們可以是很不同的
[00:06:36.880 --> 00:06:37.880]  如果我們這樣去讀入
[00:06:37.880 --> 00:06:40.880]  其實會不會是一種所謂的時代錯誤
[00:06:40.880 --> 00:06:41.880]  Anachronism
[00:06:41.880 --> 00:06:43.880]  會有一個危險性在
[00:06:43.880 --> 00:06:46.880]  就是我們用現代人的思維去看古代人
[00:06:46.880 --> 00:06:48.880]  古代人對於歷史和神話那種分野
[00:06:48.880 --> 00:06:50.880]  那種認知和理解
[00:06:50.880 --> 00:06:53.880]  和我們今時今日可能是一件很不同的事
[00:06:53.880 --> 00:06:55.880]  這個會是一個危險
[00:06:55.880 --> 00:06:57.880]  Daniel的意思是
[00:06:57.880 --> 00:07:01.880]  以前的人其實是用神話這種形式去思考的
[00:07:01.880 --> 00:07:02.880]  的確是
[00:07:02.880 --> 00:07:05.880]  我們現代人就似乎是一種
[00:07:05.880 --> 00:07:06.880]  剛才一開始所說
[00:07:06.880 --> 00:07:08.880]  是實在在考古上面
[00:07:08.880 --> 00:07:12.880]  譬如發掘到一個可以顯現的古物
[00:07:12.880 --> 00:07:14.880]  這樣去看歷史的
[00:07:14.880 --> 00:07:15.880]  絕對是的
[00:07:15.880 --> 00:07:16.880]  或者這樣說
[00:07:16.880 --> 00:07:21.880]  我們對真正的那種感受和追求
[00:07:21.880 --> 00:07:23.880]  其實大家都是共有的
[00:07:23.880 --> 00:07:25.880]  無論是古代還是現代人都有
[00:07:25.880 --> 00:07:29.880]  其實如果想到早期教父那些人
[00:07:29.880 --> 00:07:33.880]  其實都要探討究竟這本書是不是真的那個人寫的
[00:07:33.880 --> 00:07:34.880]  其實是
[00:07:34.880 --> 00:07:36.880]  他都很講求這些東西
[00:07:36.880 --> 00:07:39.880]  以至於這些書卷才可以放在正典裏面
[00:07:39.880 --> 00:07:42.880]  但他們那種的標準
[00:07:42.880 --> 00:07:45.880]  那種的標準和我們今天的標準很不同
[00:07:45.880 --> 00:07:50.880]  我們今天要用一種科學的精神去證明那件事是真的
[00:07:50.880 --> 00:07:52.880]  但他們那時候可能是用其他的標準
[00:07:52.880 --> 00:07:55.880]  所以就可能是帶入一個
[00:07:55.880 --> 00:07:57.880]  即是另一個的話題
[00:07:57.880 --> 00:08:00.880]  你們這樣說令我想起另一個例子
[00:08:00.880 --> 00:08:02.880]  就是我曾經聽過
[00:08:02.880 --> 00:08:05.880]  我們現在現代的思維就要覺得
[00:08:05.880 --> 00:08:08.880]  那件事一定是這樣發生過
[00:08:08.880 --> 00:08:10.880]  才叫是真的
[00:08:10.880 --> 00:08:12.880]  按著字面這樣寫
[00:08:12.880 --> 00:08:15.880]  真的這樣發生過才叫是真的
[00:08:15.880 --> 00:08:20.880]  但是我們現在就說有電話
[00:08:20.880 --> 00:08:21.880]  可以有相機
[00:08:21.880 --> 00:08:24.880]  可能我們以前還會說有圖有真相
[00:08:24.880 --> 00:08:27.880]  現在有圖都未必有真相
[00:08:27.880 --> 00:08:32.880]  所以你說以前的人是不是真的要逐個字記清楚
[00:08:32.880 --> 00:08:37.880]  是不是真的有個記者跟著那些人寫發生過甚麼事
[00:08:37.880 --> 00:08:39.880]  他們反而不是這樣想
[00:08:39.880 --> 00:08:40.880]  我們知道
[00:08:40.880 --> 00:08:47.880]  所以一定沒有可能他們想寫一件完完整整那時候發生甚麼事給我們聽
[00:08:47.880 --> 00:08:49.880]  或者是給那時候的人去記錄
[00:08:49.880 --> 00:08:54.880]  其實他們可能不是說那件事是怎樣發生才叫可信
[00:08:54.880 --> 00:08:56.880]  但他們是透過說一些東西
[00:08:56.880 --> 00:08:59.880]  去說出一個可能他們的經驗
[00:08:59.880 --> 00:09:01.880]  甚至是一些意義世界的東西
[00:09:01.880 --> 00:09:02.880]  說一些意義
[00:09:02.880 --> 00:09:04.880]  但那些意義都是可信的
[00:09:04.880 --> 00:09:10.880]  我想他們也不會完全沒有了那個實在的記錄
[00:09:10.880 --> 00:09:14.880]  但似乎這件事不是那時候的主流的想法
[00:09:14.880 --> 00:09:22.880]  他們主流可能是用一些神話虛構的故事去表達他們所經驗到的東西
[00:09:22.880 --> 00:09:24.880]  如果我們跟剛才所說的
[00:09:24.880 --> 00:09:25.880]  似乎是這樣
[00:09:25.880 --> 00:09:29.880]  不過剛才Daniel介紹了一個詞彙
[00:09:29.880 --> 00:09:32.880]  可能我們需要再討論一下嗎
[00:09:32.880 --> 00:09:35.880]  你提過是泛式這件事
[00:09:35.880 --> 00:09:37.880]  其實是甚麼呢
[00:09:37.880 --> 00:09:41.880]  其實我們用翻譯字英文paradigm這個字
[00:09:41.880 --> 00:09:45.880]  其實我們普遍會因為Hans Kuhn
[00:09:45.880 --> 00:09:48.880]  一位天主教的神學家提倡
[00:09:48.880 --> 00:09:52.880]  在基督教歷史上分了不同的階段
[00:09:52.880 --> 00:09:58.880]  他們每個階段其實是那些人有某種的思考
[00:09:58.880 --> 00:10:03.880]  所以會在不同時候有不同的paradigm去理解他們的信仰
[00:10:03.880 --> 00:10:04.880]  大概是這樣
[00:10:04.880 --> 00:10:07.880]  我想這個泛式的概念很重要
[00:10:07.880 --> 00:10:11.880]  因為單是告訴他們歷史上有不同的時期
[00:10:11.880 --> 00:10:14.880]  而是在說不同的時期有不同的泛式
[00:10:14.880 --> 00:10:19.880]  即是不同時期的人去思考有一個特定的框架
[00:10:19.880 --> 00:10:22.880]  即是說如果我們剛才說的神話
[00:10:22.880 --> 00:10:26.880]  可能古時的泛式就是用神話思考的一個泛式
[00:10:26.880 --> 00:10:29.880]  而我們為何不明白那時候的人是這樣
[00:10:29.880 --> 00:10:32.880]  然後可能去找石,找一塊木
[00:10:32.880 --> 00:10:38.880]  用一些很自我實證的眼光去看歷史
[00:10:38.880 --> 00:10:41.880]  就是因為我們入不到他們那時候的泛式
[00:10:41.880 --> 00:10:45.880]  而有趣的是其實我們是處於另一個泛式
[00:10:45.880 --> 00:10:47.880]  就是剛才所說的
[00:10:47.880 --> 00:10:53.880]  我們每次都可能用一種所謂的實證主義的泛式去看歷史
[00:10:53.880 --> 00:10:57.880]  所以那個問題就是
[00:10:57.880 --> 00:10:59.880]  當然我們可能會再問一個問題
[00:10:59.880 --> 00:11:02.880]  我們為何有一個泛式,跳對齡的泛式呢?
[00:11:02.880 --> 00:11:05.880]  這個我們可能沒有時間再說
[00:11:05.880 --> 00:11:07.880]  但是似乎我們都告訴他們
[00:11:07.880 --> 00:11:13.880]  亦都告訴他們上山找木頭的人
[00:11:13.880 --> 00:11:18.880]  其實他們是明白自己為何會這樣想
[00:11:18.880 --> 00:11:20.880]  為何要去找
[00:11:20.880 --> 00:11:23.880]  可能要有一種意識
[00:11:23.880 --> 00:11:27.880]  就是我們是處於一個和以前在神話年代的泛式
[00:11:27.880 --> 00:11:30.880]  是一個很不同的泛式
[00:11:30.880 --> 00:11:37.880]  在這裡我都希望可以解釋多一點
[00:11:37.880 --> 00:11:41.880]  Ben解釋了神話這個詞語
[00:11:41.880 --> 00:11:43.880]  對於很多信徒來說
[00:11:43.880 --> 00:11:48.880]  神話好像是一個假的、異教的東西
[00:11:48.880 --> 00:11:52.880]  你帶入了神話這個概念
[00:11:52.880 --> 00:11:56.880]  其實是否有一種特別的意思呢?
[00:11:56.880 --> 00:11:58.880]  是否說它是假的呢?
[00:11:58.880 --> 00:12:00.880]  我相信不是
[00:12:00.880 --> 00:12:11.880]  它所表達的不是一系列的虛無的、很虛構的東西這麼簡單
[00:12:11.880 --> 00:12:14.880]  而是用一種象徵
[00:12:14.880 --> 00:12:19.880]  不同的表達方式去描述一些人的經驗
[00:12:19.880 --> 00:12:24.880]  一些人共有的追求、價值等等
[00:12:24.880 --> 00:12:26.880]  是否這樣解釋呢?
[00:12:26.880 --> 00:12:28.880]  我想我們今集就差不多了
[00:12:28.880 --> 00:12:30.880]  今節就差不多了
[00:12:30.880 --> 00:12:34.880]  如果再說下去就很糟糕了
[00:12:34.880 --> 00:12:36.880]  我們留些懸念給大家
[00:12:36.880 --> 00:12:40.880]  我們嘗試總括一下我們今集說了甚麼
[00:12:40.880 --> 00:12:42.880]  討論了一個問題
[00:12:42.880 --> 00:12:44.880]  究竟聖經所寫的東西
[00:12:44.880 --> 00:12:47.880]  全部都要我們所證明才算是真呢?
[00:12:47.880 --> 00:12:49.880]  我們嘗試帶出了
[00:12:49.880 --> 00:12:53.880]  其實不是我們現在想證明的東西是真
[00:12:53.880 --> 00:12:54.880]  這是其中一種
[00:12:54.880 --> 00:12:55.880]  要證明的
[00:12:55.880 --> 00:12:58.880]  假設我真的找到六亞方舟的那塊木
[00:12:58.880 --> 00:13:00.880]  這個可能是一個真
[00:13:00.880 --> 00:13:02.880]  但我們仔細想想
[00:13:02.880 --> 00:13:04.880]  就算我們找到那塊木
[00:13:04.880 --> 00:13:07.880]  其實我們都不可能證明
[00:13:07.880 --> 00:13:11.880]  是否真的好像聖經所寫的完整
[00:13:11.880 --> 00:13:16.880]  我們永遠都證明不到一個最完美的答案
[00:13:16.880 --> 00:13:19.880]  我們還要怎樣去相信呢?
[00:13:19.880 --> 00:13:21.880]  如果我們沒有證明的時候
[00:13:21.880 --> 00:13:25.880]  我們就提出了另一種思考方式
[00:13:25.880 --> 00:13:27.880]  看真的方式
[00:13:27.880 --> 00:13:29.880]  這個真就是
[00:13:29.880 --> 00:13:33.880]  我們知道歷史未必是完全寫的東西
[00:13:33.880 --> 00:13:36.880]  都是跟隨我們現在想的
[00:13:36.880 --> 00:13:39.880]  可能是透過我們所說的神話去說
[00:13:39.880 --> 00:13:41.880]  或者是說一些經驗
[00:13:41.880 --> 00:13:44.880]  或者是說一些意義世界的東西出來
[00:13:44.880 --> 00:13:46.880]  而這些意義世界的東西
[00:13:46.880 --> 00:13:48.880]  我們都可以說是真實可信
[00:13:48.880 --> 00:13:50.880]  我還想到一樣東西
[00:13:50.880 --> 00:13:52.880]  就好像我們看電影
[00:13:52.880 --> 00:13:55.880]  其實已經寫明了
[00:13:55.880 --> 00:13:58.880]  是情節純屬虛構
[00:13:58.880 --> 00:14:01.880]  但我們不會覺得那套電影是假的
[00:14:01.880 --> 00:14:03.880]  我們都不會覺得那套電影是假的
[00:14:03.880 --> 00:14:04.880]  不值得看
[00:14:04.880 --> 00:14:07.880]  它實面帶出了那些意義世界
[00:14:07.880 --> 00:14:08.880]  都是我們很值得看的
[00:14:08.880 --> 00:14:10.880]  甚至有些時候我們看電影
[00:14:10.880 --> 00:14:12.880]  看完散場後離開的時候
[00:14:12.880 --> 00:14:14.880]  會覺得很真實
[00:14:14.880 --> 00:14:16.880]  反映我們內心世界
[00:14:16.880 --> 00:14:18.880]  我們會這樣說話
[00:14:18.880 --> 00:14:20.880]  其實就是說
[00:14:20.880 --> 00:14:23.880]  它好像在呼應我們內心的
[00:14:23.880 --> 00:14:25.880]  剛才所說的那些全觀感受
[00:14:25.880 --> 00:14:28.880]  原來我們可以這樣形容它為真實
[00:14:28.880 --> 00:14:29.880]  是
[00:14:29.880 --> 00:14:31.880]  所以我們今集就探討到這裡
[00:14:31.880 --> 00:14:34.880]  我們希望大家可以有一個新的理解
[00:14:34.880 --> 00:14:36.880]  如何看聖經
[00:14:36.880 --> 00:14:38.880]  如何真實可信
[00:14:38.880 --> 00:14:41.880]  我們下一節再繼續探討這個問題
[00:14:41.880 --> 00:14:42.880]  拜拜
[00:14:42.880 --> 00:14:44.880]  (CC字幕製作:貝爾)
[00:14:44.880 --> 00:14:46.880]  (CC字幕製作:貝爾)
[00:14:46.880 --> 00:14:48.880]  (CC字幕製作:貝爾)

