
[00:00:00.000 --> 00:00:05.000]  主要學習的是認真學習神的真理
[00:01:35.240 --> 00:01:38.640]  也會講前面的一些經文配搭
[00:01:38.640 --> 00:01:40.200]  但是我們的核心
[00:01:40.200 --> 00:01:41.400]  就是講四節而已
[00:01:41.400 --> 00:01:42.200]  聖經裡面
[00:01:42.200 --> 00:01:44.200]  四節都可以是很豐富
[00:01:44.200 --> 00:01:47.000]  我也是好像我一直以來的習慣
[00:01:47.000 --> 00:01:48.120]  和我的風格
[00:01:48.120 --> 00:01:50.120]  我就真的按照聖經來講
[00:01:50.120 --> 00:01:50.880]  聖經說什麼
[00:01:50.880 --> 00:01:52.400]  我就告訴大家是什麼
[00:01:52.400 --> 00:01:53.840]  因為我自己看這段聖經
[00:01:53.840 --> 00:01:55.680]  一邊看一邊看的時候
[00:01:55.680 --> 00:01:58.840]  我也被這段聖經改了很多東西
[00:01:58.840 --> 00:02:00.440]  突破了很多東西
[00:02:00.440 --> 00:02:03.520]  或者是調教了我很多觀念
[00:02:03.520 --> 00:02:06.360]  我就將調教的過程告訴大家
[00:02:06.360 --> 00:02:09.440]  希望大家看這段聖經也學習得到
[00:02:09.440 --> 00:02:11.320]  如果你看這四節的聖經
[00:02:11.320 --> 00:02:12.920]  那四個指標是什麼呢?
[00:02:12.920 --> 00:02:15.120]  講出來你也會很熟悉
[00:02:15.120 --> 00:02:16.320]  很熟悉而已
[00:02:16.320 --> 00:02:17.840]  你也會說我也知道
[00:02:17.840 --> 00:02:18.920]  第一
[00:02:18.920 --> 00:02:20.000]  我們要明白
[00:02:20.000 --> 00:02:21.400]  要認識真理
[00:02:22.280 --> 00:02:23.760]  這就是第九節
[00:02:23.760 --> 00:02:25.120]  第十節呢
[00:02:25.120 --> 00:02:26.760]  明白認識之後
[00:02:26.760 --> 00:02:27.720]  我們要成長
[00:02:27.720 --> 00:02:29.040]  要多結果子
[00:02:29.040 --> 00:02:31.160]  然後第十一節呢
[00:02:31.160 --> 00:02:33.000]  我們在世的時候
[00:02:33.000 --> 00:02:34.160]  面對困難
[00:02:34.160 --> 00:02:34.920]  面對日子
[00:02:34.920 --> 00:02:37.120]  我們需要有一種忍耐寬容
[00:02:37.120 --> 00:02:39.600]  然後我們遙望著將來
[00:02:39.600 --> 00:02:40.400]  我們很感激
[00:02:40.400 --> 00:02:43.120]  因為我們將來會和眾聖徒
[00:02:43.120 --> 00:02:45.520]  享受光明的國度
[00:02:45.520 --> 00:02:46.800]  那種資格
[00:02:46.800 --> 00:02:49.800]  我相信我這樣講完的時候
[00:02:49.800 --> 00:02:51.760]  你說我也很熟悉了
[00:02:51.760 --> 00:02:53.960]  聖經裡面有很多觀念
[00:02:53.960 --> 00:02:55.160]  大家都聽熟了
[00:02:55.160 --> 00:02:56.040]  聽慣了
[00:02:56.040 --> 00:02:58.480]  今天我就想和大家
[00:02:58.480 --> 00:03:01.600]  再看回這四個指標
[00:03:01.600 --> 00:03:03.440]  我聽聖經怎麼講
[00:03:03.440 --> 00:03:06.840]  然後我們用聖經的講法來再調教
[00:03:06.840 --> 00:03:09.240]  相信我們所知道的也不會是錯的
[00:03:09.240 --> 00:03:12.280]  不過可能還沒到聖經那麼認真
[00:03:12.280 --> 00:03:13.480]  提醒我們的地步
[00:03:13.480 --> 00:03:14.480]  我們就試試
[00:03:14.480 --> 00:03:16.120]  很坦誠地開放我們的心
[00:03:16.120 --> 00:03:18.840]  謙卑地聽一聽神要我們
[00:03:18.840 --> 00:03:20.560]  怎麼了解這四樣東西
[00:03:20.560 --> 00:03:21.080]  好不好?
[00:03:21.080 --> 00:03:21.520]  好
[00:03:21.520 --> 00:03:22.480]  我們現在就開始了
[00:03:22.480 --> 00:03:23.800]  首先我們看第九節
[00:03:23.800 --> 00:03:26.680]  保羅說我為你們祈禱
[00:03:26.680 --> 00:03:28.040]  祈禱第一件事
[00:03:28.040 --> 00:03:28.840]  他說
[00:03:28.840 --> 00:03:33.360]  願你們藉著一切屬靈的智慧和悟性
[00:03:33.360 --> 00:03:37.760]  可以充分明白神的旨意
[00:03:37.760 --> 00:03:41.520]  認識明白
[00:03:41.520 --> 00:03:44.120]  這個觀念
[00:03:44.120 --> 00:03:46.240]  在十二節聖經裡面
[00:03:46.240 --> 00:03:47.560]  出現了四次
[00:03:47.560 --> 00:03:49.640]  就是說其實有意無意
[00:03:49.640 --> 00:03:51.520]  你們也知道這是一個重心
[00:03:51.520 --> 00:03:52.760]  我們作為一個基督徒
[00:03:52.760 --> 00:03:55.880]  一定要明白認識神的真理
[00:03:55.880 --> 00:03:57.120]  這就是主要學習
[00:03:57.120 --> 00:03:58.600]  所以為什麼你要特意
[00:03:58.600 --> 00:03:59.560]  除了崇拜之外
[00:03:59.560 --> 00:04:02.040]  還要加一些時間進入主要學習裡面
[00:04:02.040 --> 00:04:02.640]  去學習
[00:04:02.640 --> 00:04:05.600]  就是因為我們要認識明白
[00:04:05.600 --> 00:04:06.600]  第五節講了一次
[00:04:06.600 --> 00:04:07.400]  第六節講了一次
[00:04:07.400 --> 00:04:08.280]  第九節講了一次
[00:04:08.280 --> 00:04:09.040]  第十節講了一次
[00:04:09.040 --> 00:04:10.000]  我不讀給你聽了
[00:04:10.000 --> 00:04:10.960]  你回去看你就知道了
[00:04:10.960 --> 00:04:12.080]  講了四次
[00:04:12.080 --> 00:04:13.640]  雖然不同的方式來講
[00:04:13.640 --> 00:04:16.840]  有時候說是接受神的真理
[00:04:16.840 --> 00:04:18.520]  有時候是要明白真理
[00:04:18.520 --> 00:04:20.240]  有時候是要認識明白
[00:04:20.240 --> 00:04:22.080]  認識來講也是這樣
[00:04:22.080 --> 00:04:22.560]  好了
[00:04:22.560 --> 00:04:23.360]  講完了
[00:04:23.360 --> 00:04:25.760]  現在我想再看看第九節
[00:04:25.760 --> 00:04:28.400]  究竟什麼叫做認識
[00:04:28.400 --> 00:04:29.800]  什麼叫做明白
[00:04:29.800 --> 00:04:31.400]  第六節講到
[00:04:31.400 --> 00:04:34.160]  他說這個福音來了你們那裡的時候
[00:04:34.160 --> 00:04:38.640]  你們就能夠認識真理
[00:04:38.640 --> 00:04:39.320]  不過
[00:04:39.320 --> 00:04:40.120]  第六節
[00:04:40.120 --> 00:04:42.120]  鬥心
[00:04:42.120 --> 00:04:45.120]  第六節說我們要認識真理的意思是什麼呢?
[00:04:45.120 --> 00:04:48.720]  是認識神的因典
[00:04:48.720 --> 00:04:49.320]  是不是?
[00:04:49.320 --> 00:04:50.200]  第六節
[00:04:50.200 --> 00:04:51.720]  你要認識真理
[00:04:51.720 --> 00:04:54.920]  就是認識神的因典
[00:04:54.920 --> 00:04:58.600]  所以不是普通說認識一些內容
[00:04:58.600 --> 00:04:59.600]  內容重要
[00:04:59.600 --> 00:05:01.280]  新的道論重要
[00:05:01.280 --> 00:05:02.720]  舊的背景重要
[00:05:02.720 --> 00:05:05.520]  某一本聖經的書裡面的結構重要
[00:05:05.520 --> 00:05:07.440]  那句敬經為什麼很重要
[00:05:07.440 --> 00:05:08.360]  不過
[00:05:08.360 --> 00:05:11.680]  更加要進一步不能夠停留在這些資料
[00:05:11.680 --> 00:05:13.520]  最重要是認識真理
[00:05:13.520 --> 00:05:14.200]  是認識什麼呢?
[00:05:14.200 --> 00:05:16.000]  認識神的因典
[00:05:16.000 --> 00:05:16.600]  這是第一樣
[00:05:16.600 --> 00:05:18.000]  待會再解釋給你聽為什麼
[00:05:18.000 --> 00:05:20.000]  接著第十節說什麼呢?
[00:05:20.000 --> 00:05:26.000]  求神讓我們有屬靈的智慧和悟性去充分明白
[00:05:26.000 --> 00:05:27.800]  明白什麼呢?
[00:05:27.800 --> 00:05:31.800]  明白神的旨意
[00:05:31.800 --> 00:05:33.200]  神的心意
[00:05:33.200 --> 00:05:35.400]  所以我們知道現在明白認識
[00:05:35.400 --> 00:05:37.400]  有一點點跟我們習慣說
[00:05:37.400 --> 00:05:38.000]  我知道了
[00:05:38.000 --> 00:05:38.600]  我明白聖經
[00:05:38.600 --> 00:05:39.600]  明白真理
[00:05:39.600 --> 00:05:40.600]  聖經說
[00:05:40.600 --> 00:05:41.800]  還有一點
[00:05:42.200 --> 00:05:45.000]  最終極的目標我們要認識的
[00:05:45.000 --> 00:05:46.400]  是認識神的因典
[00:05:46.400 --> 00:05:48.600]  最重要要充分明白的
[00:05:48.600 --> 00:05:50.400]  是明白神的旨意
[00:05:50.400 --> 00:05:53.800]  什麼叫做認識神的因典
[00:05:53.800 --> 00:05:55.400]  明白神的旨意呢?
[00:05:55.400 --> 00:05:56.800]  現在我們再看看
[00:05:56.800 --> 00:06:02.200]  其實這種認識和明白是一個更進一步更深刻的明白
[00:06:02.200 --> 00:06:04.800]  什麼叫做認識神的因典呢?
[00:06:04.800 --> 00:06:07.800]  就是說我們不單單認識神一些事實
[00:06:07.800 --> 00:06:09.000]  一些真理
[00:06:09.000 --> 00:06:10.600]  我們還要認識神的因典
[00:06:10.600 --> 00:06:14.400]  就是說認識不斷知道神在我
[00:06:14.400 --> 00:06:18.200]  在你的身上不斷所發生的
[00:06:18.200 --> 00:06:21.000]  祂的手怎麼給我們因典
[00:06:21.000 --> 00:06:22.800]  就是說我們不斷去認識神
[00:06:22.800 --> 00:06:25.600]  認識神在我們身上給了我們什麼因典
[00:06:25.600 --> 00:06:27.400]  很多時候我們沒有留意到
[00:06:27.400 --> 00:06:29.000]  我想告訴大家
[00:06:29.000 --> 00:06:30.600]  我和太太有一個
[00:06:30.600 --> 00:06:33.000]  很喜歡做一件事
[00:06:33.000 --> 00:06:35.000]  這是我們的節目
[00:06:35.000 --> 00:06:36.000]  做什麼呢?
[00:06:36.000 --> 00:06:39.000]  有時間的時候我們就走這些商場
[00:06:39.400 --> 00:06:41.400]  那些是不用做的
[00:06:41.400 --> 00:06:42.400]  不是
[00:06:42.400 --> 00:06:44.000]  我們走商場很有意思的
[00:06:44.000 --> 00:06:45.200]  我們不去買東西
[00:06:45.200 --> 00:06:46.200]  我們去看
[00:06:46.200 --> 00:06:48.800]  我們牽著手去商場看
[00:06:48.800 --> 00:06:50.200]  我們一走進去就說
[00:06:50.200 --> 00:06:52.000]  有了那樣東西在家
[00:06:52.000 --> 00:06:52.800]  不用買了
[00:06:52.800 --> 00:06:53.600]  走到那裡
[00:06:53.600 --> 00:06:54.800]  這個款式很新
[00:06:54.800 --> 00:06:56.400]  不過這麼新我也不會用
[00:06:56.400 --> 00:06:56.800]  是不是?
[00:06:56.800 --> 00:06:57.600]  買回來也沒用
[00:06:57.600 --> 00:06:59.200]  現在這個夠用了
[00:06:59.200 --> 00:07:00.000]  不用買
[00:07:00.000 --> 00:07:00.800]  走到那裡的時候
[00:07:00.800 --> 00:07:03.600]  那些買了也不知道等到哪裡好
[00:07:03.600 --> 00:07:04.600]  回家是不是?
[00:07:04.600 --> 00:07:06.200]  給我也不要了
[00:07:06.200 --> 00:07:08.400]  走完一段時間回去很滿足的
[00:07:08.400 --> 00:07:09.000]  你知道嗎?
[00:07:09.200 --> 00:07:10.200]  哇!多爽!
[00:07:10.200 --> 00:07:11.600]  不用買東西
[00:07:11.600 --> 00:07:13.200]  你明白我的意思嗎?
[00:07:13.200 --> 00:07:14.600]  我們不是很有錢
[00:07:14.600 --> 00:07:15.800]  我們比上不足
[00:07:15.800 --> 00:07:17.200]  但是我們是足夠的
[00:07:17.200 --> 00:07:18.400]  我們生活足夠
[00:07:18.400 --> 00:07:19.600]  每樣東西都好
[00:07:19.600 --> 00:07:21.000]  有時候去過別人家
[00:07:21.000 --> 00:07:21.800]  哇!很漂亮
[00:07:21.800 --> 00:07:22.400]  回家說
[00:07:22.400 --> 00:07:23.400]  我家也挺好的
[00:07:23.400 --> 00:07:24.400]  很溫馨
[00:07:24.400 --> 00:07:25.000]  小小的
[00:07:25.000 --> 00:07:25.400]  是不是?
[00:07:25.400 --> 00:07:26.400]  你明白我的意思嗎?
[00:07:26.400 --> 00:07:28.200]  就是那種滿足感
[00:07:28.200 --> 00:07:29.800]  這個真的不是騙你的
[00:07:29.800 --> 00:07:31.200]  因為是我們的節目
[00:07:31.200 --> 00:07:32.400]  我們很喜歡這個節目
[00:07:32.400 --> 00:07:34.600]  因為我們可以很大的享受
[00:07:34.600 --> 00:07:37.400]  然後我們的娛樂就是數一下整個因典
[00:07:37.400 --> 00:07:37.800]  真的
[00:07:37.800 --> 00:07:38.800]  有時候我們坐下來想
[00:07:38.800 --> 00:07:41.200]  阿神為什麼最近會這樣做呢?
[00:07:41.200 --> 00:07:42.200]  我們猜一下
[00:07:42.200 --> 00:07:43.600]  將來他想怎麼樣呢?
[00:07:43.600 --> 00:07:44.800]  回頭看
[00:07:44.800 --> 00:07:46.400]  這次一定沒有搞錯的
[00:07:46.400 --> 00:07:48.800]  我們看看神的手在做什麼
[00:07:48.800 --> 00:07:49.200]  我告訴你
[00:07:49.200 --> 00:07:50.600]  信仰是很刺激
[00:07:50.600 --> 00:07:51.400]  很好玩的
[00:07:51.400 --> 00:07:53.000]  經常看看神在做什麼
[00:07:53.000 --> 00:07:54.600]  看看神給我們什麼
[00:07:54.600 --> 00:07:55.600]  這樣數的時候
[00:07:55.600 --> 00:07:58.400]  這個就是我們對神不斷的認識
[00:07:58.400 --> 00:08:01.600]  這種認識是一種很親切的認識
[00:08:01.600 --> 00:08:04.600]  不是一種冷冰冰的資料上的認識
[00:08:04.600 --> 00:08:06.200]  所以如果你這樣明白的時候
[00:08:06.200 --> 00:08:06.900]  就知道
[00:08:06.900 --> 00:08:08.300]  接著那句又有意思了
[00:08:08.300 --> 00:08:11.800]  他充分明白神的旨意
[00:08:11.800 --> 00:08:13.400]  神的旨意
[00:08:13.400 --> 00:08:13.600]  哇
[00:08:13.600 --> 00:08:14.600]  我想起剛才姐妹說的
[00:08:14.600 --> 00:08:15.200]  很複雜的
[00:08:15.200 --> 00:08:16.800]  如何明白神的旨意
[00:08:16.800 --> 00:08:18.300]  整堂課都講不完的
[00:08:18.300 --> 00:08:19.000]  神學問題
[00:08:19.000 --> 00:08:20.900]  今天不是跟你說這些神學的問題
[00:08:20.900 --> 00:08:23.100]  其實神的旨意怎麼可以明白
[00:08:23.100 --> 00:08:24.200]  就是神的心意
[00:08:24.200 --> 00:08:26.400]  你怎麼可以明白一個人的心意呢?
[00:08:26.400 --> 00:08:28.200]  你跟他很親切
[00:08:28.200 --> 00:08:29.000]  你跟他做好朋友
[00:08:29.000 --> 00:08:29.900]  你明白他的心意嗎?
[00:08:29.900 --> 00:08:30.500]  大家明白嗎?
[00:08:30.500 --> 00:08:32.400]  我很感謝神給我有機會
[00:08:32.400 --> 00:08:33.300]  在過去這幾年
[00:08:33.300 --> 00:08:36.400]  在中國因為侍奉各方面認識了
[00:08:36.400 --> 00:08:39.500]  有好幾位中國的知識分子的教授
[00:08:39.500 --> 00:08:40.900]  成為我莫逆之交
[00:08:40.900 --> 00:08:42.200]  人生難求
[00:08:42.200 --> 00:08:43.600]  莫逆之交真的很好
[00:08:43.600 --> 00:08:47.400]  那些人什麼叫做明白心意呢?
[00:08:47.400 --> 00:08:48.900]  你明白一個真正的莫逆之交
[00:08:48.900 --> 00:08:49.600]  他就會明白
[00:08:49.600 --> 00:08:50.600]  就是知心
[00:08:50.600 --> 00:08:51.100]  你明白嗎?
[00:08:51.100 --> 00:08:52.700]  就是情義兩心之
[00:08:52.700 --> 00:08:54.500]  就是他知道你想些什麼
[00:08:54.500 --> 00:08:57.300]  他跟你好像如身同感受一樣
[00:08:57.300 --> 00:08:58.600]  他感覺到你的感覺
[00:08:58.600 --> 00:08:59.500]  我舉個例子給你聽
[00:08:59.500 --> 00:09:00.200]  我上一年
[00:09:00.200 --> 00:09:02.400]  2009年2月
[00:09:02.400 --> 00:09:05.400]  我這個上海的教授
[00:09:06.100 --> 00:09:07.700]  2月的時候突然間
[00:09:07.700 --> 00:09:09.900]  一家人他和他太太和他兒子
[00:09:09.900 --> 00:09:11.700]  下來香港一個星期
[00:09:11.700 --> 00:09:14.300]  特意下來一個星期
[00:09:14.300 --> 00:09:16.200]  當然他們那時候是新年假
[00:09:16.200 --> 00:09:18.600]  但是他新年假下來香港也不簡單
[00:09:18.600 --> 00:09:20.000]  下來一個星期
[00:09:20.000 --> 00:09:21.200]  我打電話給他
[00:09:21.200 --> 00:09:22.600]  我說為什麼下來?
[00:09:22.600 --> 00:09:24.200]  他說我來探望你
[00:09:24.200 --> 00:09:25.200]  我說好啊
[00:09:25.200 --> 00:09:27.100]  他無端端就來探望我
[00:09:27.100 --> 00:09:28.300]  那很開心啊
[00:09:28.300 --> 00:09:28.900]  很開心
[00:09:28.900 --> 00:09:29.300]  真的
[00:09:29.300 --> 00:09:30.000]  跟他在一起
[00:09:30.000 --> 00:09:31.600]  然後他就說2月10日
[00:09:31.600 --> 00:09:32.100]  還記得嗎?
[00:09:32.100 --> 00:09:33.100]  2月10日晚
[00:09:33.100 --> 00:09:35.200]  我上來他家坐下聊聊天
[00:09:35.800 --> 00:09:37.100]  我一聽我就明白
[00:09:37.100 --> 00:09:40.500]  2月11日是我女兒過世一年
[00:09:40.500 --> 00:09:42.100]  真是有意思
[00:09:42.100 --> 00:09:43.600]  男人不多說的
[00:09:43.600 --> 00:09:44.900]  沒有說得很感性的
[00:09:44.900 --> 00:09:45.900]  哎呀我很掛念你
[00:09:45.900 --> 00:09:46.800]  不說那些的
[00:09:46.800 --> 00:09:48.100]  但是男人就是這樣
[00:09:48.100 --> 00:09:49.300]  一家人
[00:09:49.300 --> 00:09:51.500]  和太太和兒子下來
[00:09:51.500 --> 00:09:53.700]  就是知道你2月11日
[00:09:53.700 --> 00:09:54.500]  你的女兒過世
[00:09:54.500 --> 00:09:55.300]  一修年的時候
[00:09:55.300 --> 00:09:55.900]  我不知道
[00:09:55.900 --> 00:09:57.200]  他掛念我那晚
[00:09:57.200 --> 00:09:58.100]  不知道怎麼度過
[00:09:58.100 --> 00:09:59.300]  來陪我
[00:09:59.300 --> 00:10:01.400]  這個就是知心
[00:10:01.400 --> 00:10:02.200]  你明白我的意思嗎?
[00:10:02.200 --> 00:10:05.400]  就是他進入到我那個感受裡面
[00:10:05.500 --> 00:10:06.800]  頂姐妹這個就是對神
[00:10:06.800 --> 00:10:09.700]  我們充分明白神的心意的人
[00:10:09.700 --> 00:10:10.800]  就是他好像
[00:10:10.800 --> 00:10:11.700]  開始慢慢
[00:10:11.700 --> 00:10:14.100]  接觸到神想事情的那樣想
[00:10:14.100 --> 00:10:16.400]  好像神的感覺那樣感覺的時候
[00:10:16.400 --> 00:10:18.600]  這個才是一個真正的明白
[00:10:18.600 --> 00:10:20.000]  真正的認識
[00:10:20.000 --> 00:10:21.800]  這個就是保羅說
[00:10:21.800 --> 00:10:23.400]  為什麼我們要明白
[00:10:23.400 --> 00:10:24.000]  為什麼要認識
[00:10:24.000 --> 00:10:25.800]  我們要認識神的因典
[00:10:25.800 --> 00:10:26.700]  在我們生命裡面
[00:10:26.700 --> 00:10:28.200]  那種親切
[00:10:28.200 --> 00:10:29.300]  那種溫馨
[00:10:29.300 --> 00:10:32.000]  我們有明白神的心意的時候
[00:10:32.000 --> 00:10:33.700]  我們可以跟祂的關係
[00:10:33.700 --> 00:10:35.900]  進入一個很深的層次
[00:10:35.900 --> 00:10:37.000]  這是第一樣
[00:10:37.000 --> 00:10:38.100]  第二樣
[00:10:38.100 --> 00:10:40.300]  第十節
[00:10:40.300 --> 00:10:41.800]  成長
[00:10:41.800 --> 00:10:43.300]  和結果子
[00:10:43.300 --> 00:10:45.500]  剛才我們說這段聖經裡面
[00:10:45.500 --> 00:10:47.700]  也不止一次說到這件事情
[00:10:47.700 --> 00:10:50.800]  剛才說認識明白就說了四次
[00:10:50.800 --> 00:10:54.500]  成長結果子就說了兩次
[00:10:54.500 --> 00:10:57.800]  中文的翻譯就沒有翻得那麼
[00:10:57.800 --> 00:10:59.500]  清楚翻得出來
[00:10:59.500 --> 00:11:01.500]  多結果子就很清楚
[00:11:01.500 --> 00:11:02.500]  bearing fruit(果實)
[00:11:02.900 --> 00:11:04.200]  第六節說了一次
[00:11:04.200 --> 00:11:05.100]  你看到嗎?
[00:11:05.100 --> 00:11:06.200]  第十節又說了一次
[00:11:06.200 --> 00:11:06.900]  說了兩次
[00:11:06.900 --> 00:11:08.100]  差不多是一樣的說法
[00:11:08.100 --> 00:11:10.800]  你們要不斷的結果子
[00:11:10.800 --> 00:11:13.500]  但是第六節和第十節還有另外一個字出現的
[00:11:13.500 --> 00:11:14.600]  就叫做 growing(成長)
[00:11:14.600 --> 00:11:15.900]  成長
[00:11:15.900 --> 00:11:21.100]  中文字的時候有時候也不是特別明確
[00:11:21.100 --> 00:11:23.500]  譬如第六節的譯組就打斷了
[00:11:23.500 --> 00:11:25.700]  就是不斷的增長
[00:11:25.700 --> 00:11:27.100]  其實原文是一個字
[00:11:27.100 --> 00:11:28.400]  成長
[00:11:28.400 --> 00:11:30.400]  第十節又再說一次
[00:11:30.400 --> 00:11:32.800]  你們是要成長
[00:11:32.800 --> 00:11:34.800]  不過第十節中文譯組又說什麼?
[00:11:34.800 --> 00:11:36.500]  增加認識神
[00:11:36.500 --> 00:11:38.300]  不過其實就是成長的字
[00:11:38.300 --> 00:11:39.200]  就是要兩樣東西
[00:11:39.200 --> 00:11:40.000]  你要有成長
[00:11:40.000 --> 00:11:41.000]  要 growing(成長)
[00:11:41.000 --> 00:11:42.200]  和 bearing fruit(果實)
[00:11:42.200 --> 00:11:44.400]  要有成長
[00:11:44.400 --> 00:11:47.000]  要有結果子
[00:11:47.000 --> 00:11:48.600]  為什麼?
[00:11:48.600 --> 00:11:51.500]  因為有生命的人
[00:11:51.500 --> 00:11:53.700]  就一定會有結果子的
[00:11:53.700 --> 00:11:54.700]  耶穌也說過
[00:11:54.700 --> 00:11:55.900]  很久以前也有再說過
[00:11:55.900 --> 00:11:58.500]  有生命的人他是不會停滯的
[00:11:58.500 --> 00:12:00.000]  他不會死亡的
[00:12:00.200 --> 00:12:02.400]  交花是不會變化的
[00:12:02.400 --> 00:12:04.900]  但是如果一個真的花有生命的
[00:12:04.900 --> 00:12:06.000]  他會長的
[00:12:06.000 --> 00:12:07.000]  他會開花
[00:12:07.000 --> 00:12:08.300]  他會結果的
[00:12:08.300 --> 00:12:10.300]  耶穌說你看到一個果子
[00:12:10.300 --> 00:12:12.000]  就知道那棵樹是怎麼樣的
[00:12:12.000 --> 00:12:14.000]  所以一個真正的信仰
[00:12:14.000 --> 00:12:15.300]  一個真正的明白
[00:12:15.300 --> 00:12:16.500]  真正的認識
[00:12:16.500 --> 00:12:17.400]  是騙不了人的
[00:12:17.400 --> 00:12:18.400]  有東西看
[00:12:18.400 --> 00:12:18.900]  簡單的
[00:12:18.900 --> 00:12:19.400]  結果子
[00:12:19.400 --> 00:12:19.900]  有東西看
[00:12:19.900 --> 00:12:21.100]  這個果子是什麼呢?
[00:12:21.100 --> 00:12:21.800]  更有意思的
[00:12:21.800 --> 00:12:22.900]  第十節說得很明白
[00:12:22.900 --> 00:12:25.200]  就是你們的行事為人
[00:12:25.200 --> 00:12:26.800]  對得起主
[00:12:26.800 --> 00:12:28.400]  在善事上
[00:12:28.400 --> 00:12:30.400]  好的行為表現上
[00:12:30.400 --> 00:12:32.200]  多結果子
[00:12:32.200 --> 00:12:33.600]  這個果子就是
[00:12:33.600 --> 00:12:34.500]  你有東西看的
[00:12:34.500 --> 00:12:35.500]  你整個生命
[00:12:35.500 --> 00:12:36.800]  有行為看的
[00:12:36.800 --> 00:12:38.200]  你不可以騙人的
[00:12:38.200 --> 00:12:39.200]  騙不了人的
[00:12:39.200 --> 00:12:40.100]  你裡面怎麼樣
[00:12:40.100 --> 00:12:40.900]  外面怎麼樣
[00:12:40.900 --> 00:12:41.400]  你裡面
[00:12:41.400 --> 00:12:43.500]  你說得天花龍鳳也沒用的
[00:12:43.500 --> 00:12:46.100]  我很怕基督徒只有一個"講"字
[00:12:46.100 --> 00:12:46.900]  哇
[00:12:46.900 --> 00:12:48.200]  他查經的時候
[00:12:48.200 --> 00:12:49.200]  講講講講
[00:12:49.200 --> 00:12:50.700]  討論得很興奮
[00:12:50.700 --> 00:12:51.500]  討論完之後
[00:12:51.500 --> 00:12:53.100]  他的生命沒有改變
[00:12:53.100 --> 00:12:54.300]  沒有因為那段聖經
[00:12:54.300 --> 00:12:55.800]  而他自己有改變的
[00:12:55.800 --> 00:12:56.900]  這個是不行的
[00:12:56.900 --> 00:12:58.800]  這是一個虛偽的生命
[00:12:58.800 --> 00:13:00.500]  騙不了人的
[00:13:00.500 --> 00:13:01.900]  其實大家都知道的
[00:13:01.900 --> 00:13:04.200]  那些人只是不說話而已
[00:13:04.200 --> 00:13:05.700]  看著你說的大餐
[00:13:05.700 --> 00:13:07.600]  跟你做同事
[00:13:07.600 --> 00:13:09.100]  天天看著你的時候
