
[00:00:00.000 --> 00:00:04.600]  今天我們來到第五位被稱爲神人的人物
[00:01:54.600 --> 00:02:01.900]  所以有這樣的歡喜親近神、敬拜神、讚美神的表現
[00:02:01.900 --> 00:02:06.800]  同時也像三十四篇第九節說的
[00:02:06.800 --> 00:02:09.700]  他有敬畏神的心
[00:02:09.700 --> 00:02:11.800]  因此他敬拜神
[00:02:11.800 --> 00:02:14.700]  他知道神是可敬拜的
[00:02:14.700 --> 00:02:21.100]  是偉大的、是威嚴的、高高在上的、是無限的
[00:02:21.100 --> 00:02:24.200]  值得每一個人去敬拜
[00:02:24.200 --> 00:02:29.800]  他對於耶和華神真是五體投地那樣的歸服
[00:02:29.800 --> 00:02:36.300]  所以他的敬拜是從心底深處所發出來的敬拜
[00:02:36.300 --> 00:02:38.000]  聖經也告訴了我們
[00:02:38.000 --> 00:02:41.300]  大衛設立了二十四個師班
[00:02:41.300 --> 00:02:43.800]  每一班有十二個人
[00:02:43.800 --> 00:02:47.000]  一共有二百八十八個人
[00:02:47.000 --> 00:02:50.800]  這二十四個師班在聖殿裏面
[00:02:50.800 --> 00:02:52.900]  讚美、敬拜神
[00:02:52.900 --> 00:02:55.700]  有的時候輪流敬拜、讚美
[00:02:55.700 --> 00:02:58.900]  有的時候同聲敬拜、讚美
[00:02:58.900 --> 00:03:02.900]  記載在歷代至上二十五章裏面
[00:03:02.900 --> 00:03:06.700]  歷代至上二十五章裏面
[00:03:06.700 --> 00:03:12.300]  以色列人因此就成爲一個歌唱讚美神的民族
[00:03:12.300 --> 00:03:16.500]  大衛自己也是一個音樂家和歌唱家
[00:03:16.500 --> 00:03:19.800]  他寫了許多讚美神的詩篇
[00:03:19.800 --> 00:03:21.600]  留在聖經裏面
[00:03:21.600 --> 00:03:23.600]  我們每一封讀的時候
[00:03:23.600 --> 00:03:28.900]  都引發起來我們敬拜讚美神的心
[00:03:28.900 --> 00:03:34.200]  今天我們應該在任何的環境裏面讚美神
[00:03:34.200 --> 00:03:39.700]  我們的喜樂從我們的讚美裏面流露出來
[00:03:39.700 --> 00:03:42.800]  在每一個教會里面、每一個聚會的地方
[00:03:42.800 --> 00:03:46.900]  都應該充滿了敬拜讚美的心和氣氛
[00:03:46.900 --> 00:03:50.800]  讓神被高舉的榮耀、神的恩惠
[00:03:50.800 --> 00:03:55.600]  就會澆灌下來、傾倒在我們的心中
[00:03:55.600 --> 00:03:58.700]  大衛第二方面的好表現
[00:03:58.700 --> 00:04:03.300]  就是他是一個最注重禱告的領袖
[00:04:03.300 --> 00:04:05.500]  他對禱告的注重的心
[00:04:05.500 --> 00:04:09.300]  可以從他所寫的許多的詩篇裏面
[00:04:09.300 --> 00:04:10.900]  流露出來
[00:04:10.900 --> 00:04:15.400]  就好像詩篇一百四十一篇第二節
[00:04:15.400 --> 00:04:18.600]  一百四十一篇第二節
[00:04:18.600 --> 00:04:21.400]  大衛說他早上的禱告
[00:04:21.400 --> 00:04:24.600]  好像香一樣升到神的面前
[00:04:24.600 --> 00:04:26.500]  他晚上的禱告
[00:04:26.500 --> 00:04:30.100]  就好像丸祭一樣獻給神
[00:04:30.100 --> 00:04:33.000]  他早晚禱告
[00:04:33.000 --> 00:04:37.100]  他有的時候一天多次地禱告
[00:04:37.100 --> 00:04:40.100]  他是一個最注重禱告的人
[00:04:40.100 --> 00:04:42.800]  因爲他知道神聽禱告
[00:04:42.800 --> 00:04:44.900]  他知道禱告的重要
[00:04:44.900 --> 00:04:47.400]  他認識禱告的意義
[00:04:47.400 --> 00:04:49.700]  他的禱告是很活潑的
[00:04:49.700 --> 00:04:52.400]  我們從他的詩篇裏面看出來
[00:04:52.400 --> 00:04:55.700]  他的禱告有豐富的內涵
[00:04:55.700 --> 00:04:59.000]  我們向大衛學習禱告
[00:04:59.000 --> 00:05:03.400]  這是一個很好的熟練的功課
[00:05:03.400 --> 00:05:05.000]  有許許多多的人
[00:05:05.000 --> 00:05:07.500]  因爲讀大衛所寫的詩篇
[00:05:07.500 --> 00:05:10.000]  就得到靈性的幫助
[00:05:10.000 --> 00:05:11.900]  這些有深度的詩篇
[00:05:11.900 --> 00:05:16.300]  把我們帶進書林的深度裏面
[00:05:16.300 --> 00:05:19.000]  大衛第三方面好的表現
[00:05:19.000 --> 00:05:23.000]  就是他很瞭解耶和華的愛
[00:05:23.000 --> 00:05:25.200]  也因此對於神
[00:05:25.200 --> 00:05:29.100]  有很真誠的愛的表露
[00:05:29.100 --> 00:05:31.600]  他接受了神的愛
[00:05:31.600 --> 00:05:33.800]  他感激神的愛
[00:05:33.800 --> 00:05:36.000]  神的愛感動他
[00:05:36.000 --> 00:05:38.400]  就使他也生出來對神
[00:05:38.400 --> 00:05:41.700]  有真實的愛的感情
[00:05:41.700 --> 00:05:43.400]  至少有三方面
[00:05:43.400 --> 00:05:46.600]  他對神的愛流露出來
[00:05:46.600 --> 00:05:49.900]  第一方面他愛神自己
[00:05:49.900 --> 00:05:52.900]  他不是單愛神給他的恩典
[00:05:52.900 --> 00:05:56.100]  他最愛的是神自己
[00:05:56.100 --> 00:06:00.900]  神自己是他愛的最高的目標
[00:06:00.900 --> 00:06:07.900]  詩篇十六篇第五節
[00:06:07.900 --> 00:06:10.000]  他有這樣的話
[00:06:10.000 --> 00:06:13.900]  他說耶和華是他杯中的糞
[00:06:13.900 --> 00:06:16.200]  這個杯中的糞這句話
[00:06:16.200 --> 00:06:18.200]  到底是什麼意思呢
[00:06:18.200 --> 00:06:19.400]  很坦白講
[00:06:19.400 --> 00:06:21.800]  這個杯就是酒杯
[00:06:21.800 --> 00:06:23.200]  大衛的意思就是說
[00:06:23.200 --> 00:06:25.700]  在一般人的心目中
[00:06:25.700 --> 00:06:27.400]  喝酒才滿足
[00:06:27.400 --> 00:06:29.700]  才喜樂才高興
[00:06:29.700 --> 00:06:31.700]  但是大衛說
[00:06:31.700 --> 00:06:35.000]  他的喜樂、他的滿足、他的高興
[00:06:35.000 --> 00:06:36.200]  就是神
[00:06:36.200 --> 00:06:39.500]  所以神是他杯中的糞
[00:06:39.500 --> 00:06:45.000]  這是愛的很真實的至情的流露
[00:06:45.000 --> 00:06:50.300]  還有在詩篇十七篇第十五節
[00:06:50.300 --> 00:06:51.800]  有這樣的話說
[00:06:51.800 --> 00:06:55.800]  詩篇十七篇十五節有這樣的話說
[00:06:55.800 --> 00:06:58.100]  我讀給大家聽
[00:06:58.100 --> 00:07:00.100]  大衛說至於我
[00:07:00.100 --> 00:07:03.100]  我必在意中見神的面
[00:07:03.100 --> 00:07:04.700]  我醒了的時候
[00:07:04.700 --> 00:07:06.600]  得見神的形象
[00:07:06.600 --> 00:07:09.100]  就心滿意足了
[00:07:09.100 --> 00:07:11.400]  大衛在這裏的意思就是說
[00:07:11.400 --> 00:07:15.400]  當他在永世裏面醒過來的時候
[00:07:15.400 --> 00:07:18.300]  就是他走完了人生的道路
[00:07:18.300 --> 00:07:20.000]  進入永恆
[00:07:20.000 --> 00:07:23.400]  在天家醒過來的時候
[00:07:23.400 --> 00:07:26.900]  那個時候是他最滿足的是什麼
[00:07:26.900 --> 00:07:29.400]  是他最喜樂的是什麼呢?
[00:07:29.400 --> 00:07:33.000]  不是天上所謂的黃金、黃金階
[00:07:33.000 --> 00:07:34.400]  和碧玉層
[00:07:34.400 --> 00:07:36.600]  乃是神的面
[00:07:36.600 --> 00:07:41.100]  他說我醒了的時候得見神的形象
[00:07:41.100 --> 00:07:43.600]  就心滿意足了
[00:07:43.600 --> 00:07:47.300]  神自己是他最大的滿足
[00:07:47.300 --> 00:07:51.400]  超過神一切的恩典
[00:07:51.400 --> 00:07:52.700]  所以我再說
[00:07:52.700 --> 00:07:55.400]  他的愛的最高的對象
[00:07:55.400 --> 00:07:58.400]  不是神給他的恩典好處
[00:07:58.400 --> 00:08:00.400]  乃是神自己
[00:08:00.400 --> 00:08:03.600]  這是非常非常寶貴的
[00:08:03.600 --> 00:08:07.300]  一個功課教導我們來學習的
[00:08:07.300 --> 00:08:10.100]  大衛對神的愛第二方面的表現
[00:08:10.100 --> 00:08:12.000]  就是他因爲愛神
[00:08:12.000 --> 00:08:15.100]  就非常地關懷神的殿
[00:08:15.100 --> 00:08:18.000]  愛神就愛神的殿
[00:08:18.000 --> 00:08:21.800]  這是詩篇六十九篇第九節
[00:08:21.800 --> 00:08:23.500]  給我們看見的
[00:08:23.500 --> 00:08:27.200]  詩篇六十九篇第九節
[00:08:27.200 --> 00:08:29.200]  我讀給大家聽
[00:08:29.200 --> 00:08:32.300]  大衛說:因我爲你的殿
[00:08:32.300 --> 00:08:36.400]  心裏焦急如同火燒
[00:08:36.400 --> 00:08:38.600]  大衛關心神的殿
[00:08:38.600 --> 00:08:43.600]  當神的殿有什麼不如意的地方的時候
[00:08:43.600 --> 00:08:46.500]  有什麼敗落的地方的時候
[00:08:46.500 --> 00:08:50.300]  裏面有什麼不合神心意的情況的時候
[00:08:50.300 --> 00:08:53.900]  他就焦急 他很難過 很傷心
[00:08:53.900 --> 00:08:57.400]  好像火燒在心中一樣
[00:08:57.400 --> 00:09:00.400]  他關懷神的殿
[00:09:00.400 --> 00:09:03.100]  神的殿也就是神的家
[00:09:03.100 --> 00:09:06.000]  讓我們想到今天的教會
[00:09:06.000 --> 00:09:09.200]  今天的教會是神的家
[00:09:09.200 --> 00:09:11.000]  我們在教會里面
[00:09:11.000 --> 00:09:15.200]  因爲愛神而關心神的家
[00:09:15.200 --> 00:09:17.800]  神的一切的事工在教會里面
[00:09:17.800 --> 00:09:20.500]  我們願意去努力地做
[00:09:20.500 --> 00:09:24.000]  我們願意擔當神聖公的責任
[00:09:24.000 --> 00:09:27.600]  我們用愛神的心去愛教會
[00:09:27.600 --> 00:09:30.800]  當我們如此面對教會的時候
[00:09:30.800 --> 00:09:33.500]  我們就會歡歡喜喜地
[00:09:33.500 --> 00:09:36.400]  在教會里面去侍奉
[00:09:36.400 --> 00:09:43.100]  去獻上我們的力量、恩賜、精神、心血、金錢
[00:09:43.100 --> 00:09:46.400]  讓我們好同心合一地是神的家
[00:09:46.400 --> 00:09:49.400]  是神的興旺、是神的榮耀
[00:09:49.400 --> 00:09:51.500]  是神興滿一族
[00:09:51.500 --> 00:09:53.200]  當我們這樣做的時候
[00:09:53.200 --> 00:09:55.100]  雖然要付代價
[00:09:55.100 --> 00:09:56.900]  有的時候要受難爲
[00:09:56.900 --> 00:09:59.200]  但是我們都是因爲愛神
[00:09:59.200 --> 00:10:03.100]  而歡歡喜喜地如此行的
[00:10:03.100 --> 00:10:06.500]  大衛愛神的第三方面的表現
[00:10:06.500 --> 00:10:11.500]  就是他因爲愛神而獻上自己最寶貴的
[00:10:11.500 --> 00:10:15.800]  虛虛多多的難以計算的金銀
[00:10:15.800 --> 00:10:21.900]  在歷代至上二十九章三節到五節
[00:10:21.900 --> 00:10:27.300]  歷代至上二十九章第三節到五節
[00:10:27.300 --> 00:10:31.000]  我要讀給大家聽
[00:10:31.000 --> 00:10:34.500]  大衛在這裏這樣說
[00:10:34.500 --> 00:10:38.300]  因爲我心中愛慕我神的殿
[00:10:38.300 --> 00:10:42.700]  就在預備建造聖殿的材料之外
[00:10:42.700 --> 00:10:46.900]  又將我自己急需的金銀獻上
[00:10:46.900 --> 00:10:48.900]  建造我神的殿
[00:10:48.900 --> 00:10:52.300]  就是阿非金三千塔蘭德
[00:10:52.300 --> 00:10:55.800]  金鍊的銀子七千塔蘭德
[00:10:55.800 --> 00:10:58.300]  用來鐵殿牆
[00:10:58.300 --> 00:11:00.300]  金子做金器
[00:11:00.300 --> 00:11:02.500]  銀子做銀器
[00:11:02.500 --> 00:11:06.100]  並借匠人的手製造一切
[00:11:06.100 --> 00:11:07.000]  跟着他說
[00:11:07.000 --> 00:11:12.100]  今天有誰樂意將自己獻給耶和華呢?
[00:11:12.100 --> 00:11:15.500]  大衛真是樂意將自己
[00:11:15.500 --> 00:11:19.400]  和自己所有的一切都獻給耶和華
[00:11:19.400 --> 00:11:21.600]  就是他所愛的神
[00:11:21.600 --> 00:11:26.800]  在這裏他將他自己所有的急需的金銀都獻上
[00:11:26.800 --> 00:11:28.800]  一個很大的數字
[00:11:28.800 --> 00:11:31.300]  這不是國庫裏面的金銀
[00:11:31.300 --> 00:11:35.300]  乃是周圍許許多多的國家
[00:11:35.300 --> 00:11:37.300]  向他進貢
[00:11:37.300 --> 00:11:39.600]  而送給他個人的禮物
[00:11:39.600 --> 00:11:43.900]  他把這些都獻給神用在聖殿上
[00:11:43.900 --> 00:11:48.600]  這是他愛神的很真實的表現
[00:11:48.600 --> 00:11:54.100]  現在我們看大衛的第四方面的好靈性表現
[00:11:54.100 --> 00:11:57.400]  就是大衛看重神
[00:11:57.400 --> 00:12:00.600]  過於看重自己的王位
[00:12:00.600 --> 00:12:05.100]  神的榮耀在他的心目中是居首位
[00:12:05.100 --> 00:12:08.900]  比一切更重要更寶貴
[00:12:08.900 --> 00:12:10.600]  他自己的王位
[00:12:10.600 --> 00:12:15.100]  他都看得輕過神的榮耀
[00:12:15.100 --> 00:12:19.300]  有兩件事可以做實際的例證
[00:12:19.300 --> 00:12:20.900]  我們都記得
[00:12:20.900 --> 00:12:23.400]  大衛至少有兩次的機會
[00:12:23.400 --> 00:12:26.500]  可以很容易殺掉掃羅
[00:12:26.500 --> 00:12:29.200]  就是那個逼迫他的掃羅
[00:12:29.200 --> 00:12:31.400]  要殺他的掃羅
[00:12:31.400 --> 00:12:35.600]  那麼現在他有了機會殺他的敵人
[00:12:35.600 --> 00:12:42.300]  而使自己免掉到處流浪逃命的狼狽的情況
[00:12:42.300 --> 00:12:44.700]  何樂而不爲呢?
[00:12:44.700 --> 00:12:47.200]  照一般人的反應來說
[00:12:47.200 --> 00:12:50.900]  他必然抓住這兩個好機會
[00:12:50.900 --> 00:12:54.100]  很快地殺死仇敵掃羅
[00:12:54.100 --> 00:12:58.400]  但是當他面對這樣機會的時候
[00:12:58.400 --> 00:12:59.900]  他不肯這樣做
[00:12:59.900 --> 00:13:00.800]  爲什麼?
[00:13:00.800 --> 00:13:01.600]  他用字
[00:13:01.600 --> 00:13:03.800]  他曾經說過一句話
[00:13:03.800 --> 00:13:08.900]  我是水怎麼可以傷害耶和華的受高者呢?
[00:13:08.900 --> 00:13:13.100]  掃羅王是耶和華的受高者
[00:13:13.100 --> 00:13:15.200]  是神說高利的王
[00:13:15.200 --> 00:13:17.700]  既然是神說高利的
[00:13:17.700 --> 00:13:20.800]  大衛就不敢去傷害他
[00:13:20.800 --> 00:13:22.500]  是爲了神的掩護
[00:13:22.500 --> 00:13:24.700]  不是爲了掃羅的掩護
[00:13:24.700 --> 00:13:25.700]  你看
[00:13:25.700 --> 00:13:29.100]  大衛明明知道殺死掃羅以後
[00:13:29.100 --> 00:13:31.100]  他自己就可以做王了
[00:13:31.100 --> 00:13:33.700]  就可以登上寶座
[00:13:33.700 --> 00:13:36.400]  就可以享受最高的榮耀
[00:13:36.400 --> 00:13:37.300]  但是
[00:13:37.300 --> 00:13:39.200]  爲了神的榮耀
[00:13:39.200 --> 00:13:43.300]  他把自己的王位都放在一邊
[00:13:43.300 --> 00:13:47.100]  他看神過於一切的一切
[00:13:47.100 --> 00:13:50.800]  爲了尊重神而不殺掃羅
[00:13:50.800 --> 00:13:55.000]  這樣的人真是合乎神的心意
[00:13:55.000 --> 00:14:00.300]  難怪神說大衛是合乎他心意的人
[00:14:00.300 --> 00:14:03.700]  神在大衛身上也應驗了
[00:14:03.700 --> 00:14:05.800]  神向撒瑪爾所說的話
[00:14:05.800 --> 00:14:06.900]  尊重神的
[00:14:06.900 --> 00:14:09.000]  神就尊重他
[00:14:09.000 --> 00:14:10.500]  大衛尊重神
[00:14:10.500 --> 00:14:12.100]  把神放在第一位
[00:14:12.100 --> 00:14:14.100]  所以神也尊重大衛
[00:14:14.100 --> 00:14:16.200]  最後把他放上
[00:14:16.200 --> 00:14:19.600]  以色列人全國的寶座
[00:14:19.600 --> 00:14:21.700]  第五方面的好表現
[00:14:21.700 --> 00:14:25.400]  就是大衛很關心
[00:14:25.400 --> 00:14:28.900]  神在外邦人中的名聲
[00:14:28.900 --> 00:14:30.600]  不願意神的名聲
[00:14:30.600 --> 00:14:34.200]  在外邦人中間受到玷污
[00:14:34.200 --> 00:14:38.500]  這是記載在《撒瑪爾記》下
[00:14:38.500 --> 00:14:42.100]  一章十七節到二十節裏面
[00:14:42.100 --> 00:14:43.400]  撒瑪爾記下
[00:14:43.400 --> 00:14:47.500]  一章十七節到二十節裏面
[00:14:47.500 --> 00:14:52.800]  當時掃羅和約拉丹都死在戰場上
[00:14:52.800 --> 00:14:57.200]  所以有人向大衛報告信息
[00:14:57.200 --> 00:14:59.900]  這個報信息的人心裏想
[00:14:59.900 --> 00:15:04.200]  這個信息一定是大衛很關心聽的
[00:15:04.200 --> 00:15:07.600]  因此大衛一定給他很多的獎賞
[00:15:07.600 --> 00:15:11.800]  但是當他把這個消息告訴大衛的時候
[00:15:11.800 --> 00:15:14.100]  大衛的反應怎麼樣呢
[00:15:14.100 --> 00:15:16.800]  大衛反而做了挨戈
[00:15:16.800 --> 00:15:20.200]  他心裏充滿了憂傷
[00:15:20.200 --> 00:15:25.400]  他禁止以色列人來傳講這件事
[00:15:25.400 --> 00:15:28.700]  爲什麼他禁止以色列人傳講
[00:15:28.700 --> 00:15:30.800]  掃羅的死信呢
[00:15:30.800 --> 00:15:32.400]  因爲他擔心
[00:15:32.400 --> 00:15:36.800]  神的名在外邦人中間會受到羞辱
[00:15:36.800 --> 00:15:38.800]  因爲外邦人不曉得
[00:15:38.800 --> 00:15:44.800]  爲什麼神讓掃羅遭受這樣的結局
[00:15:44.800 --> 00:15:46.000]  他們只知道
[00:15:46.000 --> 00:15:50.000]  掃羅王是以後華所揀選高利的
[00:15:50.000 --> 00:15:52.000]  現在死了
[00:15:52.000 --> 00:15:56.300]  如果以後華所高利的揀選的王死了
[00:15:56.300 --> 00:16:00.700]  就表示這位神是沒有能力的
[00:16:00.700 --> 00:16:05.200]  不能夠保守他所高利的王的性命
[00:16:05.200 --> 00:16:08.800]  這樣神的名就在外邦人中間
[00:16:08.800 --> 00:16:12.000]  受了窺尋受了羞辱
[00:16:12.000 --> 00:16:17.200]  大衛最關心的是神的名的榮耀
[00:16:17.200 --> 00:16:21.000]  他要神的名在全地得到榮耀
[00:16:21.000 --> 00:16:25.000]  這種的心也正是他青年的時候
[00:16:25.000 --> 00:16:30.600]  和巨人哥利亞面對的時候的勇敢的來源
[00:16:30.600 --> 00:16:36.600]  在撒末爾記上17章46節47節
[00:16:36.600 --> 00:16:41.600]  撒上17章46節47節
[00:16:41.600 --> 00:16:44.800]  在那裏記載大衛面對哥利亞
[00:16:44.800 --> 00:16:50.000]  跑過去與哥利亞作戰的時候
[00:16:50.000 --> 00:16:53.000]  他口裏說呼喊的一句話
[00:16:53.000 --> 00:16:56.600]  他說今天我要全世界都知道
[00:16:56.600 --> 00:16:59.400]  以色列的神是真的神
[00:16:59.400 --> 00:17:03.400]  他的這個要榮耀神的心意願望
[00:17:03.400 --> 00:17:06.000]  成了他的勇敢的源頭
[00:17:06.000 --> 00:17:09.400]  他就不顧性命的跑上前去
[00:17:09.400 --> 00:17:12.600]  結果他戰勝了巨人哥利亞
[00:17:12.600 --> 00:17:14.600]  榮耀了神的名
[00:17:14.600 --> 00:17:19.600]  這是何等動人的一個好表現
[00:17:19.600 --> 00:17:23.800]  大衛第六方面的好表現
[00:17:23.800 --> 00:17:29.800]  就是他憂傷痛悔離開罪惡
[00:17:29.800 --> 00:17:31.400]  他曾經跌倒過
[00:17:31.400 --> 00:17:34.000]  跌倒得很可憐
[00:17:34.000 --> 00:17:37.800]  但是他在罪惡中醒悟過來
[00:17:37.800 --> 00:17:40.600]  神的愛提醒了他
[00:17:40.600 --> 00:17:42.000]  當他醒過來的時候
[00:17:42.000 --> 00:17:44.200]  他心裏充滿了痛苦
[00:17:44.200 --> 00:17:48.000]  因爲他知道他的罪是神傷心
[00:17:48.000 --> 00:17:50.400]  所以神的傷痛
[00:17:50.400 --> 00:17:53.000]  就變成了他自己的傷痛
[00:17:53.000 --> 00:17:56.200]  他在傷痛中認罪
[00:17:56.200 --> 00:17:58.800]  記載在詩篇三十二篇裏面
[00:17:58.800 --> 00:18:01.200]  和詩篇五十一篇裏面
[00:18:01.200 --> 00:18:03.600]  沒有人讀這兩篇詩篇
[00:18:03.600 --> 00:18:05.600]  能夠無動於衷
[00:18:05.600 --> 00:18:07.600]  不錯大衛墮落
[00:18:07.600 --> 00:18:09.600]  跌倒很厲害
[00:18:09.600 --> 00:18:10.800]  很悲慘
[00:18:10.800 --> 00:18:11.800]  很可怕
[00:18:11.800 --> 00:18:13.200]  很可惜
[00:18:13.200 --> 00:18:15.400]  但是有一天
[00:18:15.400 --> 00:18:16.800]  神的愛得勝了
[00:18:16.800 --> 00:18:18.600]  他真的悔改了
[00:18:18.600 --> 00:18:20.400]  這不是表面悔改
[00:18:20.400 --> 00:18:23.200]  但那是憂傷痛悔的悔改
[00:18:23.200 --> 00:18:25.800]  他在詩篇五十一篇
[00:18:25.800 --> 00:18:27.800]  第十六節、十七節
[00:18:27.800 --> 00:18:29.000]  他向神說
[00:18:29.000 --> 00:18:31.600]  神那憂傷痛悔的心
[00:18:31.600 --> 00:18:33.800]  禰必不輕看
[00:18:33.800 --> 00:18:36.800]  他在神的面前心破碎了
[00:18:36.800 --> 00:18:37.800]  因爲他知道
[00:18:37.800 --> 00:18:41.200]  他曾經是神的心破碎了
[00:18:41.200 --> 00:18:45.200]  當他這樣憂傷痛悔悔改的時候
[00:18:45.200 --> 00:18:47.400]  他求神給他
[00:18:47.400 --> 00:18:50.800]  重新創造一個正直的心靈
[00:18:50.800 --> 00:18:53.800]  讓他能夠在神的面前站得住
[00:18:53.800 --> 00:18:56.800]  能夠用真誠聖潔的心
[00:18:56.800 --> 00:18:59.400]  來親近神來侍奉神
[00:18:59.400 --> 00:19:02.400]  他能夠再一次舉起聖潔的手
[00:19:02.400 --> 00:19:03.600]  來讚美神
[00:19:03.600 --> 00:19:05.000]  來禱告
[00:19:05.000 --> 00:19:06.600]  來榮耀神
[00:19:06.600 --> 00:19:08.000]  在這篇詩裏面
[00:19:08.000 --> 00:19:10.200]  就是詩篇五十一篇裏面
[00:19:10.200 --> 00:19:12.600]  他大衛也提到
[00:19:12.600 --> 00:19:15.000]  他在悔改的時候
[00:19:15.000 --> 00:19:17.400]  神就重新開他的口
[00:19:17.400 --> 00:19:22.200]  使他滿有讚美的歌聲發出來
[00:19:22.200 --> 00:19:26.200]  他的悔改是一個好的見證
[00:19:26.200 --> 00:19:29.600]  正如在詩篇第四十篇
[00:19:29.600 --> 00:19:33.800]  第一節第二節給我們看見
[00:19:33.800 --> 00:19:34.800]  大衛說
[00:19:34.800 --> 00:19:37.800]  他沉落在淤泥裏面的時候
[00:19:37.800 --> 00:19:40.200]  神的手把他拉上來
[00:19:40.200 --> 00:19:43.200]  然後把他的腳放在磐石上
[00:19:43.200 --> 00:19:46.000]  這個時候他就口唱新歌
[00:19:46.000 --> 00:19:52.000]  他這個從罪惡中得到拯救的見證
[00:19:52.000 --> 00:19:56.400]  就是許多的人悔改歸向神
[00:19:56.400 --> 00:19:59.400]  有許多的人跌倒犯罪
[00:19:59.400 --> 00:20:02.400]  他們引用大衛的例子
[00:20:02.400 --> 00:20:05.000]  他們說大衛既然也跌倒
[00:20:05.000 --> 00:20:07.400]  我們跌倒算得什麼呢
[00:20:07.400 --> 00:20:09.600]  他們只學大衛跌倒
[00:20:09.600 --> 00:20:14.600]  卻不肯學大衛憂傷痛悔的悔改
[00:20:14.600 --> 00:20:17.000]  大衛是我們的警戒
[00:20:17.000 --> 00:20:19.000]  又是我們的好榜樣
[00:20:19.000 --> 00:20:21.200]  他的跌倒是我們的警戒
[00:20:21.200 --> 00:20:24.000]  他的悔改是我們的好榜樣
[00:20:24.000 --> 00:20:27.200]  每一個在神的面前知罪的人
[00:20:27.200 --> 00:20:29.800]  應該畏罪憂傷
[00:20:29.800 --> 00:20:34.200]  每一個畏罪憂傷了之後的人
[00:20:34.200 --> 00:20:36.800]  應該在神的面前認罪
[00:20:36.800 --> 00:20:39.600]  然後歡歡喜喜地知道
[00:20:39.600 --> 00:20:41.000]  神必赦免
[00:20:41.000 --> 00:20:43.000]  神的恩 神的愛
[00:20:43.000 --> 00:20:46.200]  大過我們一切的罪惡過犯
[00:20:46.200 --> 00:20:48.000]  他必赦免我們
[00:20:48.000 --> 00:20:52.400]  使我們的罪惡不留絲毫的痕跡
[00:20:52.400 --> 00:20:56.000]  他將我們的罪投在深海里面
[00:20:56.000 --> 00:20:58.400]  他用基督的寶學
[00:20:58.400 --> 00:21:00.600]  洗淨我們的罪
[00:21:00.600 --> 00:21:03.800]  將我們完完全全地得到赦免
[00:21:03.800 --> 00:21:06.000]  不是一部分得到赦免
[00:21:06.000 --> 00:21:07.800]  而留下一部分
[00:21:07.800 --> 00:21:10.600]  也不是小罪得到赦免
[00:21:10.600 --> 00:21:13.400]  而大罪不能得赦免
[00:21:13.400 --> 00:21:15.800]  乃是所有的罪
[00:21:15.800 --> 00:21:20.200]  完完全全的百分之百的得到赦免
[00:21:20.200 --> 00:21:22.000]  神不再紀念
[00:21:22.000 --> 00:21:25.200]  大衛知道神這樣的慈愛
