
[00:00:00.000 --> 00:00:03.480]  我們思想一位的主
[00:06:14.200 --> 00:06:17.520]  震到西邊 東邊
[00:06:17.520 --> 00:06:18.960]  但不要緊
[00:06:18.960 --> 00:06:20.440]  定一定的時候
[00:06:20.440 --> 00:06:21.800]  當它平定了
[00:06:21.800 --> 00:06:26.960]  它就再指向北 指向南
[00:06:26.960 --> 00:06:29.040]  很多的教徒都體會到
[00:06:29.040 --> 00:06:31.520]  沒有了經歷難處的時候
[00:06:31.520 --> 00:06:33.800]  裡面很多慌張
[00:06:33.800 --> 00:06:37.040]  情緒有些高高低低
[00:06:37.040 --> 00:06:39.320]  但何時安定的時候再想起
[00:06:39.320 --> 00:06:42.720]  這位上帝仍然是我的盼望
[00:06:42.720 --> 00:06:45.280]  因此心轉向神
[00:06:45.280 --> 00:06:50.640]  在過程中重新得到神給的幫助
[00:06:50.640 --> 00:06:52.720]  此人在英國的處境裡
[00:06:52.720 --> 00:06:57.120]  雖然有人會認為神已經離棄他
[00:06:57.120 --> 00:07:00.360]  但他仍然很清楚講述一件事情
[00:07:00.360 --> 00:07:01.960]  神不會離棄我
[00:07:01.960 --> 00:07:04.480]  因為祂是我永久的盤石
[00:07:04.480 --> 00:07:07.040]  你再看第三節
[00:07:07.040 --> 00:07:10.000]  你上去第三節看
[00:07:10.000 --> 00:07:15.000]  祂求你作我避難的盤石
[00:07:15.000 --> 00:07:17.880]  作我避難的盤石
[00:07:17.880 --> 00:07:21.680]  成為祂逃避一切的困難
[00:07:21.680 --> 00:07:25.320]  成為祂可以站穩的盤石
[00:07:25.320 --> 00:07:28.680]  聖經上說到神是盤石
[00:07:28.680 --> 00:07:30.680]  盤石也提及
[00:07:30.680 --> 00:07:33.760]  這個盤石不是短暫的倚靠
[00:07:33.760 --> 00:07:35.480]  所以聖經其他的經文提到
[00:07:35.480 --> 00:07:37.720]  是永久的盤石
[00:07:37.720 --> 00:07:41.240]  亦是他們堅固的盤石
[00:07:41.240 --> 00:07:46.160]  不是一些會鬆動的石頭
[00:07:46.160 --> 00:07:49.560]  而是堅定堅固的盤石
[00:07:49.560 --> 00:07:53.240]  所以回想起詩人在詩篇十六篇
[00:07:53.240 --> 00:07:55.080]  我們常常讀到的經文說
[00:07:55.080 --> 00:08:00.080]  我將耶和華常擺在我的面前
[00:08:00.080 --> 00:08:02.800]  因祂在我的右邊
[00:08:02.800 --> 00:08:08.480]  我便不至於搖動
[00:08:08.480 --> 00:08:10.520]  將神擺在自己的面前
[00:08:10.520 --> 00:08:14.120]  清楚以祂為我的倚靠
[00:08:14.120 --> 00:08:16.720]  而經歷神有能力的右手
[00:08:16.720 --> 00:08:20.000]  在我旁邊帶領幫助
[00:08:20.000 --> 00:08:22.480]  因此不會動搖
[00:08:22.480 --> 00:08:25.040]  就算環境有多少問題
[00:08:25.040 --> 00:08:28.240]  但生命仍然可以安穩在神的裡面
[00:08:28.240 --> 00:08:31.920]  來經歷上帝的幫助
[00:08:31.920 --> 00:08:34.080]  因此你看到詩人當祈禱時
[00:08:34.080 --> 00:08:38.160]  「新拉 求祢作我避難的盤石
[00:08:38.160 --> 00:08:41.480]  使我可以常來投靠」
[00:08:41.480 --> 00:08:43.640]  或是《格尼和學本》所提及的
[00:08:43.640 --> 00:08:47.320]  「求祢作我常住的盤石」
[00:08:47.320 --> 00:08:49.080]  不是一次、兩次
[00:08:49.080 --> 00:08:52.440]  而是可以持續不斷地來到上帝的面前
[00:08:52.440 --> 00:08:54.280]  去領受祂的幫助
[00:08:54.280 --> 00:08:59.680]  去領受祂自己的保守
[00:08:59.680 --> 00:09:02.800]  我想起幾個星期前
[00:09:02.800 --> 00:09:04.200]  剛剛參加一個團契
[00:09:04.200 --> 00:09:06.120]  他們有一個週年的慶祝
[00:09:06.120 --> 00:09:07.320]  聚會完結後
[00:09:07.320 --> 00:09:09.800]  弟兄姊妹會一起圍在前面
[00:09:09.800 --> 00:09:12.880]  拍攝一張集體照
[00:09:12.880 --> 00:09:13.920]  我看到一個爸爸
[00:09:13.920 --> 00:09:17.280]  帶著他的小女孩也參加聚會
[00:09:17.280 --> 00:09:19.760]  在拍照的時候
[00:09:19.760 --> 00:09:21.440]  小女孩走出來
[00:09:21.440 --> 00:09:23.160]  四處玩、四處看
[00:09:23.160 --> 00:09:24.600]  很開心
[00:09:24.600 --> 00:09:26.720]  前面很多姐妹坐在那裡
[00:09:26.720 --> 00:09:29.160]  這些阿姨就入手
[00:09:29.160 --> 00:09:31.680]  「過來吧 一起拍照吧」
[00:09:31.680 --> 00:09:33.320]  小孩子很開心
[00:09:33.320 --> 00:09:35.400]  就向前走
[00:09:35.400 --> 00:09:37.320]  我看著她走了幾步
[00:09:37.320 --> 00:09:38.720]  突然間看一看
[00:09:38.720 --> 00:09:41.920]  「咦?全部都不認識的」
[00:09:41.920 --> 00:09:44.240]  很陌生的面孔
[00:09:44.240 --> 00:09:45.920]  看到她馬上轉身
[00:09:45.920 --> 00:09:49.160]  就馬上向爸爸的方向跑過去
[00:09:49.160 --> 00:09:52.040]  抱著爸爸的腳
[00:09:52.040 --> 00:09:54.440]  小孩子自然會體會
[00:09:54.440 --> 00:09:57.680]  在一個好像不安全的環境
[00:09:57.680 --> 00:09:59.240]  最安全的
[00:09:59.240 --> 00:10:03.000]  是回到爸爸的身旁
[00:10:03.000 --> 00:10:07.080]  回到生命的保障
[00:10:07.080 --> 00:10:08.520]  很多基督徒會體會到
[00:10:08.520 --> 00:10:11.920]  沒錯 有些事情會衝擊自己
[00:10:11.920 --> 00:10:13.200]  甚至自己也會懷疑
[00:10:13.200 --> 00:10:15.400]  神會不會來氣我
[00:10:15.400 --> 00:10:16.760]  但在那個時候
[00:10:16.760 --> 00:10:19.320]  知道要轉向這位上帝
[00:10:19.320 --> 00:10:22.040]  因為祂是永久的盆石
[00:10:22.040 --> 00:10:23.440]  不會改變的
[00:10:23.440 --> 00:10:24.760]  對我的幫助
[00:10:24.760 --> 00:10:26.120]  對我的依靠
[00:10:26.120 --> 00:10:31.000]  而在當中經歷神自己奇妙的保守
[00:10:31.000 --> 00:10:31.920]  詩人提到
[00:10:31.920 --> 00:10:34.840]  上帝是我堅固的盆石
[00:10:34.840 --> 00:10:35.960]  而你再讀的時候
[00:10:35.960 --> 00:10:38.160]  你會發覺當你再祈禱的時候
[00:10:38.160 --> 00:10:41.760]  祂繼續堅持地仰望上帝
[00:10:41.760 --> 00:10:44.400]  繼續堅持去讚美上帝
[00:10:44.400 --> 00:10:49.120]  你看看第七節
[00:10:49.120 --> 00:10:52.760]  沒錯 很多人來說祂是怪人
[00:10:52.760 --> 00:10:54.760]  但無論別人怎麼說也好
[00:10:54.760 --> 00:10:55.520]  祂說
[00:10:55.520 --> 00:10:59.400]  但祢是我堅固的避難所
[00:10:59.400 --> 00:11:00.680]  第八節說
[00:11:00.680 --> 00:11:02.440]  我要滿口讚美祢
[00:11:02.440 --> 00:11:06.200]  我終日重揚祢的榮美
[00:11:06.200 --> 00:11:08.080]  祂仍然要讚美上帝
[00:11:08.080 --> 00:11:10.000]  仍然將祂的焦點
[00:11:10.000 --> 00:11:12.800]  集中在主的身上
[00:11:12.800 --> 00:11:14.520]  甚麼是讚美
[00:11:14.520 --> 00:11:16.600]  讚美的時候是重新肯定
[00:11:16.600 --> 00:11:18.080]  這位上帝
[00:11:18.080 --> 00:11:21.920]  祂是那位配得上稱頌的主
[00:11:21.920 --> 00:11:24.520]  也意味著承認這位主
[00:11:24.520 --> 00:11:26.560]  祂是沒有改變的
[00:11:26.560 --> 00:11:30.400]  祂仍然是那位信實的
[00:11:30.400 --> 00:11:32.240]  保守我們的上帝
[00:11:32.240 --> 00:11:33.960]  在讚美的過程當中
[00:11:33.960 --> 00:11:37.560]  也再次重新去幫助自己
[00:11:37.560 --> 00:11:40.600]  知道將那種關注
[00:11:40.600 --> 00:11:42.840]  放在上帝的身上
[00:11:42.840 --> 00:11:44.800]  因此在讚美之餘
[00:11:44.800 --> 00:11:47.800]  祂就繼續在下面第九節
[00:11:47.800 --> 00:11:50.160]  憑著信心來向主求
[00:11:50.160 --> 00:11:52.120]  主啊 我年老的時候
[00:11:52.120 --> 00:11:54.000]  祢不要丟棄我
[00:11:54.000 --> 00:11:55.600]  我氣力衰弱的時候
[00:11:55.600 --> 00:11:57.320]  祢不要離棄我
[00:11:57.320 --> 00:12:01.480]  一直向上帝表達祂的尋求
[00:12:01.480 --> 00:12:03.280]  你再讀下去有類似的表達
[00:12:03.280 --> 00:12:07.320]  在十三節
[00:12:07.320 --> 00:12:08.320]  十三節的時候
[00:12:08.320 --> 00:12:11.280]  祂提到有一些人在控告祂
[00:12:11.280 --> 00:12:14.400]  甚至去謀害祂的生命
[00:12:14.400 --> 00:12:15.720]  是一個很軟弱
[00:12:15.720 --> 00:12:19.200]  備受困難的時刻
[00:12:19.200 --> 00:12:20.360]  但是踏實十節
[00:12:20.360 --> 00:12:21.680]  祂就馬上說了
[00:12:21.680 --> 00:12:23.000]  十四節
[00:12:23.000 --> 00:12:24.440]  至於我
[00:12:24.440 --> 00:12:26.840]  我要常常地仰望祢
[00:12:26.840 --> 00:12:29.920]  我要多多地讚美祢
[00:12:29.920 --> 00:12:31.120]  旁邊和學本
[00:12:31.120 --> 00:12:32.320]  你再看
[00:12:32.320 --> 00:12:35.000]  我卻要常常盼望
[00:12:35.000 --> 00:12:38.400]  並要越發地讚美祢
[00:12:38.400 --> 00:12:40.280]  沒有再自己練腦了
[00:12:40.280 --> 00:12:42.600]  自己身體有很多軟弱
[00:12:42.600 --> 00:12:44.960]  很多人甚至在旁邊告訴祂
[00:12:44.960 --> 00:12:46.320]  神離開了你
[00:12:46.320 --> 00:12:49.840]  神還會理會你嗎
[00:12:49.840 --> 00:12:50.640]  但這個時候
[00:12:50.640 --> 00:12:51.600]  斯人說
[00:12:51.600 --> 00:12:53.000]  至於我
[00:12:53.000 --> 00:12:56.320]  我仍然是越發地讚美祢
[00:12:56.320 --> 00:12:57.720]  越軟弱的時候
[00:12:57.720 --> 00:12:59.960]  越發地去感謝神
[00:12:59.960 --> 00:13:01.400]  去讚美神
[00:13:01.400 --> 00:13:04.360]  越發地去仰望上帝
[00:13:04.360 --> 00:13:06.960]  繼續地向神表達出
[00:13:06.960 --> 00:13:11.960]  祂心中那種倚靠和尋求的心
[00:13:11.960 --> 00:13:12.720]  各位靈智妹妹
[00:13:12.720 --> 00:13:14.600]  我們在生活上
[00:13:14.600 --> 00:13:16.320]  在軟弱的時候
[00:13:16.320 --> 00:13:20.680]  我們有些時候放下去感謝祂
[00:13:20.680 --> 00:13:22.240]  我們容易在那個時候
[00:13:22.240 --> 00:13:27.160]  我們忘記了祂繼續地仰望
[00:13:27.160 --> 00:13:28.760]  我想分析一件事情
[00:13:28.760 --> 00:13:30.880]  是一位我們大家都熟悉的人物
[00:13:30.880 --> 00:13:32.560]  戴德生先生
[00:13:32.560 --> 00:13:34.000]  中國內地會的創辦人
[00:13:34.000 --> 00:13:37.280]  一位很重要的宣教士
[00:13:37.280 --> 00:13:38.040]  很多人都知道
[00:13:38.040 --> 00:13:40.040]  他是一位信心的偉人
[00:13:40.040 --> 00:13:41.680]  很有信心
[00:13:41.680 --> 00:13:43.920]  但在他自己的傳記當中提及到
[00:13:43.920 --> 00:13:46.720]  他自己在三十七歲那年
[00:13:46.720 --> 00:13:48.960]  經歷了一段很長時間的
[00:13:48.960 --> 00:13:52.680]  一段靈性的低潮
[00:13:52.680 --> 00:13:53.920]  他們說在那段時間
[00:13:53.920 --> 00:13:57.440]  感到自己情緒很波動
[00:13:57.440 --> 00:14:00.120]  而且他覺得自己脾氣很暴躁
[00:14:00.120 --> 00:14:02.000]  可能你會不太相信
[00:14:02.000 --> 00:14:04.960]  大牧師怎會脾氣暴躁
[00:14:04.960 --> 00:14:06.000]  但他說那段時間
[00:14:06.000 --> 00:14:07.560]  控制不了自己的情緒
[00:14:07.560 --> 00:14:09.400]  自己的脾氣
[00:14:09.400 --> 00:14:10.720]  而且他在那段時間
[00:14:10.720 --> 00:14:13.360]  感覺神好像和他分隔很遠
[00:14:13.360 --> 00:14:14.800]  他在工場上
[00:14:14.800 --> 00:14:17.120]  太太和他分隔兩地
[00:14:17.120 --> 00:14:20.280]  而且他患了一場大病
[00:14:20.280 --> 00:14:23.120]  然後情緒很波動
[00:14:23.120 --> 00:14:24.040]  在那個時候他說
[00:14:24.040 --> 00:14:26.080]  他知道他要真的尋求神
[00:14:26.080 --> 00:14:29.440]  因此他自己特別小心地讀聖經
[00:14:29.440 --> 00:14:31.160]  在那段日子自己禁食
[00:14:31.160 --> 00:14:32.640]  自己祈禱
[00:14:32.640 --> 00:14:35.040]  一直想抓住神
[00:14:35.040 --> 00:14:37.080]  但靈性仍然很波動
[00:14:37.080 --> 00:14:39.920]  情緒仍然很不穩定
[00:14:39.920 --> 00:14:42.000]  他就說在那時候他想到
[00:14:42.000 --> 00:14:44.080]  聖經起碼不是說
[00:14:44.080 --> 00:14:46.920]  主耶穌是葡萄樹
[00:14:46.920 --> 00:14:49.240]  只要接在葡萄樹上
[00:14:49.240 --> 00:14:51.600]  就可以從葡萄樹得到執像
[00:14:51.600 --> 00:14:53.440]  得到光影
[00:14:53.440 --> 00:14:54.840]  但接著他說
[00:14:54.840 --> 00:14:58.520]  我怎樣能夠接住葡萄樹呢?
[00:14:58.520 --> 00:15:01.480]  好像接來接去接不上
[00:15:01.480 --> 00:15:04.280]  為甚麼會這樣?
[00:15:04.280 --> 00:15:07.240]  我相信很多我們靈性姐妹都會經歷過
[00:15:07.240 --> 00:15:09.600]  不單有些時候身體的軟弱
[00:15:09.600 --> 00:15:10.600]  好像剛才所說
[00:15:10.600 --> 00:15:13.160]  私人年老的時候所體會的
[00:15:13.160 --> 00:15:18.120]  很多時候都會體會自己生活上很多的變化
[00:15:18.120 --> 00:15:21.480]  以前都會覺得神好像福祉自己的家庭
[00:15:21.480 --> 00:15:24.480]  但突然間經歷到
[00:15:24.480 --> 00:15:28.880]  跟自己的配偶關係突然間很緊張
[00:15:28.880 --> 00:15:32.120]  出現很多很多的爭拗
[00:15:32.120 --> 00:15:34.280]  感覺自己很失敗
[00:15:34.280 --> 00:15:37.600]  家庭的事情搞得一塌糊塗
[00:15:37.600 --> 00:15:41.440]  突然間會感覺自己很多的生活上的變化
[00:15:41.440 --> 00:15:43.560]  以前靈性都好像挺好的
[00:15:43.560 --> 00:15:45.280]  以前都很多福祉的
[00:15:45.280 --> 00:15:48.600]  但突然間感覺現在都沒有動力
[00:15:48.600 --> 00:15:50.800]  突然間感覺自己都不想讀聖經
[00:15:50.800 --> 00:15:54.480]  偶然一至讀聖經都好像很辛苦
[00:15:54.480 --> 00:15:58.160]  有些時候感覺自己的脾氣
[00:15:58.160 --> 00:16:03.560]  不知為甚麼突然間發覺自己經常都在罵人
[00:16:03.560 --> 00:16:05.160]  很多這些生活上的轉變
[00:16:05.160 --> 00:16:07.760]  是我們在不同階段裏面
[00:16:07.760 --> 00:16:10.000]  有時突然間察覺這些情況
[00:16:10.000 --> 00:16:12.800]  好像神好像離開了自己
[00:16:12.800 --> 00:16:14.320]  好像自己都沒有甚麼辦法
[00:16:14.320 --> 00:16:18.840]  可以再跟隨上帝
[00:16:18.840 --> 00:16:23.320]  當時大德相牧師在這個時刻收到一封信
[00:16:23.320 --> 00:16:27.360]  牧師的一位同工John McCarthy弟兄
[00:16:27.360 --> 00:16:29.320]  寫了一封信給他
[00:16:29.320 --> 00:16:32.280]  這封信很簡單講一件事情
[00:16:32.280 --> 00:16:33.760]  這封信講
[00:16:33.760 --> 00:16:37.360]  當你自己苦苦的掙扎要求信心
[00:16:37.360 --> 00:16:40.920]  但卻得不到信心
[00:16:40.920 --> 00:16:42.680]  不是你自己
[00:16:42.680 --> 00:16:44.880]  你只要放心
[00:16:44.880 --> 00:16:47.840]  將你的心思集中在主耶穌
[00:16:47.840 --> 00:16:50.720]  所為你做的一切
[00:16:50.720 --> 00:16:53.800]  祂為你成全的一切事情
[00:16:53.800 --> 00:16:55.960]  你去紀念祂
[00:16:55.960 --> 00:16:59.200]  你來到祂的面前
[00:16:59.200 --> 00:17:02.520]  你去仰望祂
[00:17:02.520 --> 00:17:06.280]  你去等候祂
[00:17:06.280 --> 00:17:11.920]  大牧師接受這位同工對他的一種提醒
[00:17:11.920 --> 00:17:15.200]  他就放下自己的掙扎
[00:17:15.200 --> 00:17:18.680]  然後他更多地集中他的心思
[00:17:18.680 --> 00:17:21.320]  在這位主的身上
[00:17:21.320 --> 00:17:25.400]  想到他過去奇妙的工作
[00:17:25.400 --> 00:17:28.760]  想到這位主曾經有的英許
[00:17:28.760 --> 00:17:33.160]  他就在當時上上上翻起主的說話講
[00:17:33.160 --> 00:17:36.320]  「我永不離棄你」
[00:17:36.320 --> 00:17:37.640]  「我永不離棄你」
[00:17:37.640 --> 00:17:39.800]  原來這就是他的安息
[00:17:39.800 --> 00:17:41.320]  突然間他察覺到
[00:17:41.320 --> 00:17:43.720]  不是自己去苦苦的掙扎
[00:17:43.720 --> 00:17:45.560]  而是在神的面前
[00:17:45.560 --> 00:17:48.400]  進入神所給的英許裏面
[00:17:48.400 --> 00:17:51.040]  很清楚地抓緊著神的英許
[00:17:51.040 --> 00:17:53.480]  知道祂永不離棄我
[00:17:53.480 --> 00:17:56.520]  知道祂永遠不會失信
[00:17:56.520 --> 00:17:57.920]  就在那些時刻
[00:17:57.920 --> 00:17:59.000]  大牧師說
[00:17:59.000 --> 00:18:04.400]  「我自己從那種低沉裏面重新站立起來」
[00:18:04.400 --> 00:18:08.000]  體會到都不是自己的掙扎
[00:18:08.000 --> 00:18:11.880]  而是再次去確認這位上帝
[00:18:11.880 --> 00:18:13.880]  我繼續仰望祂的時候
[00:18:13.880 --> 00:18:17.400]  祂就成為我的幫助
[00:18:17.400 --> 00:18:18.760]  我再想到另外
[00:18:18.760 --> 00:18:21.640]  我看到一些福音的漫畫
[00:18:21.640 --> 00:18:23.440]  幾輯的漫畫
[00:18:23.440 --> 00:18:25.960]  其中一輯講到一件很簡單的事情
[00:18:25.960 --> 00:18:29.840]  一位基督徒他和上帝很親密
[00:18:29.840 --> 00:18:32.480]  他伸手握著他的手
[00:18:32.480 --> 00:18:36.960]  那幅漫畫畫出兩隻手握著的情形
[00:18:36.960 --> 00:18:40.760]  但這位弟兄握著握著的時候
[00:18:40.760 --> 00:18:42.160]  覺得手很累
[00:18:42.160 --> 00:18:44.800]  所以垂下了下來
[00:18:44.800 --> 00:18:48.440]  放下了神的手
[00:18:48.440 --> 00:18:52.200]  突然間他覺得上帝好像離他很遠
[00:18:52.200 --> 00:18:57.400]  因此他再次努力地想去抓緊神的手
[00:18:57.400 --> 00:18:59.080]  但好像還是不夠力量
[00:18:59.080 --> 00:19:03.440]  還是總是抓不住神的手
