
[00:00:00.000 --> 00:00:03.240]  現在我們進入第二個專題
[00:03:01.680 --> 00:03:05.160]  這個是一個歷程
[00:03:05.160 --> 00:03:06.200]  如果從這個角度來說
[00:03:06.200 --> 00:03:07.840]  我覺得今天一個悲劇
[00:03:07.840 --> 00:03:09.880]  就在我們大部分的基督徒裏面
[00:03:09.880 --> 00:03:11.240]  從來沒有留意到
[00:03:11.240 --> 00:03:13.280]  他自己的屬靈和神的關係
[00:03:13.280 --> 00:03:16.880]  是一個歷程
[00:03:16.880 --> 00:03:18.880]  我們今天大部分的情況就是
[00:03:18.880 --> 00:03:20.760]  自己不知道自己在哪裏
[00:03:20.760 --> 00:03:21.680]  亦都不知道
[00:03:21.680 --> 00:03:24.400]  原來他自己是以為自己的生命是停滯的
[00:03:24.400 --> 00:03:26.040]  其實生命不可能停滯的
[00:03:26.040 --> 00:03:29.320]  只有退步或者進步這回事
[00:03:29.320 --> 00:03:29.920]  總而言之
[00:03:29.920 --> 00:03:32.800]  他從來都不關心自己的屬靈的經驗
[00:03:32.800 --> 00:03:35.360]  究竟是向哪裏走
[00:03:35.360 --> 00:03:37.600]  所以我們看見很多的祈禱會裏面
[00:03:37.600 --> 00:03:38.760]  祈禱了
[00:03:38.760 --> 00:03:41.400]  你都不期待神有甚麼回答的
[00:03:41.400 --> 00:03:43.080]  神回答了
[00:03:43.080 --> 00:03:44.680]  你又不留意到
[00:03:44.680 --> 00:03:46.600]  神沒有聽到你祈求的那件事
[00:03:46.600 --> 00:03:48.040]  最後沒有應驗到
[00:03:48.040 --> 00:03:49.800]  又不問神為甚麼你這次不應驗
[00:03:49.800 --> 00:03:51.040]  那次是應驗
[00:03:51.040 --> 00:03:52.600]  從來都沒有關心過這些事情
[00:03:52.600 --> 00:03:54.240]  所以我們祈禱會完全
[00:03:54.240 --> 00:03:55.080]  參加祈禱會的時候
[00:03:55.080 --> 00:03:56.360]  我們是沒有興趣的
[00:03:56.360 --> 00:03:57.320]  沒有期待而來
[00:03:57.320 --> 00:03:58.240]  也沒有期待而走的
[00:03:58.240 --> 00:03:59.200]  是不是?
[00:03:59.200 --> 00:03:59.800]  祈禱了的事情
[00:03:59.800 --> 00:04:01.480]  下個星期又忘記了祈禱了甚麼
[00:04:01.480 --> 00:04:02.400]  又祈禱了幾件事
[00:04:02.400 --> 00:04:03.240]  一來到已經知道
[00:04:03.240 --> 00:04:04.320]  已經寫好了幾項的
[00:04:04.320 --> 00:04:05.640]  當然是祈禱了幾項
[00:04:05.640 --> 00:04:08.600]  祈禱完之後又不問神為甚麼不聽
[00:04:08.600 --> 00:04:09.280]  神聽了
[00:04:09.280 --> 00:04:09.960]  你又沒有留意到
[00:04:09.960 --> 00:04:11.120]  又不感謝他
[00:04:11.120 --> 00:04:13.360]  這個就是我們今天的困難
[00:04:13.360 --> 00:04:15.280]  沒有留意到
[00:04:15.280 --> 00:04:17.040]  有些人可能他有很多的
[00:04:17.040 --> 00:04:19.600]  一些靈碎的屬靈經歷
[00:04:19.600 --> 00:04:20.000]  有
[00:04:20.000 --> 00:04:21.680]  有時神聽了祂的禱告
[00:04:21.680 --> 00:04:23.360]  有時神給予他挫折
[00:04:23.360 --> 00:04:25.320]  有時神給予他失敗
[00:04:25.320 --> 00:04:27.720]  但是他又從來都不想過究竟
[00:04:27.720 --> 00:04:29.160]  或者可能他真的不知道
[00:04:29.160 --> 00:04:33.520]  他這個屬靈途徑上的藍圖是怎樣的
[00:04:33.520 --> 00:04:35.280]  於是他的靈碎的經歷
[00:04:35.280 --> 00:04:37.120]  只是很靈碎的在他生命當中
[00:04:37.120 --> 00:04:38.440]  這裡一部分那裡一部分
[00:04:38.440 --> 00:04:40.080]  從來不知道原來他這個經歷
[00:04:40.080 --> 00:04:41.840]  應該等於這個步驟
[00:04:41.840 --> 00:04:44.680]  而那個失敗應該等於另外一個步驟
[00:04:44.680 --> 00:04:45.960]  他不知道
[00:04:45.960 --> 00:04:47.720]  以至他只是零零碎碎的
[00:04:47.720 --> 00:04:48.880]  經歷一些事情
[00:04:48.880 --> 00:04:51.520]  從來看不見這些屬靈的經歷
[00:04:51.520 --> 00:04:56.160]  能夠成為他成長的一個很重要的部分
[00:04:56.160 --> 00:04:58.800]  在這個時候我相信
[00:04:58.800 --> 00:05:01.400]  我相信我們應該去回顧一下
[00:05:01.400 --> 00:05:03.760]  在教會歷史當中
[00:05:03.760 --> 00:05:05.720]  一些屬靈追尋的人
[00:05:05.720 --> 00:05:07.080]  他自己經歷的時候
[00:05:07.080 --> 00:05:10.760]  將他的心路歷程寫出來
[00:05:10.760 --> 00:05:12.360]  心路歷程寫出來
[00:05:12.360 --> 00:05:15.400]  我以下所說的是綜合了不同的人
[00:05:15.400 --> 00:05:17.520]  他們共同的經歷
[00:05:17.520 --> 00:05:19.240]  不是特別一個人
[00:05:19.240 --> 00:05:21.240]  不是特別一個人
[00:05:21.240 --> 00:05:26.160]  這個屬靈的經歷
[00:05:26.160 --> 00:05:32.160]  其實一樣是按照剛才我們上一次所說的屬靈的模式
[00:05:32.160 --> 00:05:33.920]  就是一路降臂
[00:05:33.920 --> 00:05:35.520]  然後一路升高的模式
[00:05:35.520 --> 00:05:37.080]  所以這個是聖經的模式
[00:05:37.080 --> 00:05:39.400]  也是歷代信徒的模式
[00:05:39.400 --> 00:05:40.400]  不斷地降臂
[00:05:40.400 --> 00:05:42.560]  我們看到這裡有七重的經歷
[00:05:42.560 --> 00:05:44.320]  一步一步向上走
[00:05:44.320 --> 00:05:47.880]  正如一個十六世紀的屬靈偉人所說的話
[00:05:47.880 --> 00:05:50.040]  我們的心靈的進程
[00:05:50.040 --> 00:05:52.720]  就好像一個內心的堡壘一樣
[00:05:52.720 --> 00:05:54.280]  Interior Castle
[00:05:54.280 --> 00:05:55.200]  內心的堡壘
[00:05:55.200 --> 00:05:56.720]  裡面有一層一層的
[00:05:56.720 --> 00:05:58.840]  一走完第一層
[00:05:58.840 --> 00:05:59.440]  升過了
[00:05:59.440 --> 00:06:00.680]  你走上第二層
[00:06:00.680 --> 00:06:01.960]  第二層、第三層
[00:06:01.960 --> 00:06:03.560]  一路一層一層的層
[00:06:03.560 --> 00:06:04.600]  上到第七層
[00:06:04.600 --> 00:06:05.960]  是最高的
[00:06:05.960 --> 00:06:07.080]  那麼今天我們來看看
[00:06:07.080 --> 00:06:09.120]  究竟這七層的屬靈的經歷
[00:06:09.120 --> 00:06:11.480]  究竟是怎樣的
[00:06:11.480 --> 00:06:12.680]  在七層的屬靈經歷裡面
[00:06:12.680 --> 00:06:14.520]  我們可以把它分為三大部分
[00:06:14.520 --> 00:06:15.440]  第一第二層
[00:06:15.440 --> 00:06:16.360]  我們可以說是一個
[00:06:16.360 --> 00:06:20.200]  勝過罪惡的爭戰
[00:06:20.200 --> 00:06:22.000]  第三第四層
[00:06:22.000 --> 00:06:23.680]  我們可以說是另外一個部分
[00:06:23.680 --> 00:06:26.760]  就是開始被神完全的吸引
[00:06:26.760 --> 00:06:28.680]  然後第五第六第七層
[00:06:28.680 --> 00:06:33.080]  可以說是一個與神完全聯合的生命
[00:06:33.080 --> 00:06:34.640]  勝過罪惡
[00:06:34.640 --> 00:06:35.800]  被神吸引
[00:06:35.800 --> 00:06:37.600]  然後與神聯合的
[00:06:37.600 --> 00:06:38.720]  這七層
[00:06:38.720 --> 00:06:40.400]  那麼大家看著這些講義
[00:06:40.400 --> 00:06:42.240]  我跟大家很快的
[00:06:42.240 --> 00:06:44.080]  去看看這七層的經歷
[00:06:44.080 --> 00:06:45.680]  究竟是怎樣的
[00:06:45.680 --> 00:06:51.840]  第一層的經歷
[00:06:51.840 --> 00:06:54.520]  我們可以稱為一種在罪惡當中
[00:06:54.520 --> 00:06:56.080]  僅僅勝過
[00:06:56.080 --> 00:07:01.000]  但是仍然在掙扎打滾的生命
[00:07:01.000 --> 00:07:02.480]  它是一個基督徒
[00:07:02.480 --> 00:07:05.560]  但是最差的基督徒
[00:07:05.560 --> 00:07:07.560]  那這類的特色是怎樣的呢
[00:07:07.560 --> 00:07:09.360]  這一層經歷的人的特色
[00:07:09.360 --> 00:07:11.720]  他就是信耶穌
[00:07:11.720 --> 00:07:12.920]  他開始
[00:07:12.920 --> 00:07:13.640]  他是一個基督徒
[00:07:13.640 --> 00:07:15.160]  他開始對屬靈的事物
[00:07:15.160 --> 00:07:17.680]  感到有些興趣
[00:07:17.680 --> 00:07:18.640]  但是他的特質
[00:07:18.640 --> 00:07:20.800]  他屬靈的情況是擺動的
[00:07:20.800 --> 00:07:22.800]  很擺動不定的
[00:07:22.800 --> 00:07:25.760]  而且他對神那種的渴慕
[00:07:25.760 --> 00:07:26.680]  不是自發的
[00:07:26.680 --> 00:07:29.600]  多數是要靠外來的刺激或者推動的
[00:07:29.600 --> 00:07:31.560]  就是一年一次的培靈會
[00:07:31.560 --> 00:07:34.000]  一年一次的夏靈會
[00:07:34.000 --> 00:07:35.880]  那麼他就打著強心針
[00:07:35.880 --> 00:07:38.120]  他曾經試過有幾天外出
[00:07:38.120 --> 00:07:39.240]  出去的時候
[00:07:39.240 --> 00:07:41.440]  一下子就轉下來
[00:07:41.440 --> 00:07:42.760]  找一個好的講員回來
[00:07:42.760 --> 00:07:43.560]  散了一輪
[00:07:43.560 --> 00:07:44.160]  那就說
[00:07:44.160 --> 00:07:45.840]  真是對不起主
[00:07:45.840 --> 00:07:47.520]  過了兩天之後又來過
[00:07:47.520 --> 00:07:48.320]  這類這樣的
[00:07:48.320 --> 00:07:49.840]  就是掙扎的
[00:07:49.840 --> 00:07:50.800]  捱一下好一點
[00:07:50.800 --> 00:07:51.440]  又差一點
[00:07:51.440 --> 00:07:51.840]  好一點
[00:07:51.840 --> 00:07:53.000]  又差一點
[00:07:53.000 --> 00:07:53.400]  努力
[00:07:53.400 --> 00:07:54.320]  其實有些嘗試
[00:07:54.320 --> 00:07:55.760]  想改一下自己的屬靈生命
[00:07:55.760 --> 00:07:57.040]  知道自己這樣不對
[00:07:57.040 --> 00:07:58.960]  但是經常經驗到的
[00:07:58.960 --> 00:08:00.480]  是失敗多於成功
[00:08:00.480 --> 00:08:03.920]  這類是第一重經歷的特質
[00:08:03.920 --> 00:08:05.760]  這類的經歷的人
[00:08:05.760 --> 00:08:07.320]  大概是屬於哪些類型的人呢
[00:08:07.320 --> 00:08:09.920]  大概有三類的人會是這樣
[00:08:09.920 --> 00:08:10.760]  當然不一定的
[00:08:10.760 --> 00:08:12.520]  不過我們可以這樣看
[00:08:12.520 --> 00:08:15.120]  第一類就是他剛剛信主
[00:08:15.120 --> 00:08:17.920]  就是說他對於屬靈的事物
[00:08:17.920 --> 00:08:20.640]  經歷那些認識是很膚淺
[00:08:20.640 --> 00:08:22.800]  他不知道什麼叫屬靈的進進
[00:08:22.800 --> 00:08:24.040]  他還帶著很多
[00:08:24.040 --> 00:08:25.720]  他未信主之前的習慣
[00:08:25.720 --> 00:08:27.240]  那些心態
[00:08:27.240 --> 00:08:28.760]  來做基督徒
[00:08:28.760 --> 00:08:29.640]  如果這樣的話
[00:08:29.640 --> 00:08:32.840]  我相信我們對他應該要幫助
[00:08:32.840 --> 00:08:34.160]  應該在知識上
[00:08:34.160 --> 00:08:37.560]  和經歷上鼓勵他更多向前進
[00:08:37.560 --> 00:08:39.880]  但這類的人是很有前途的
[00:08:39.880 --> 00:08:43.720]  雖然他當時仍然有很多軟弱
[00:08:43.720 --> 00:08:44.840]  知識上應該
[00:08:44.840 --> 00:08:47.680]  他可能不知道原來神的要求是這麼高的
[00:08:47.680 --> 00:08:51.000]  他不知道神的性格原來是公義和慈愛的
[00:08:51.000 --> 00:08:52.920]  於是他不知道標準是這麼高
[00:08:52.920 --> 00:08:56.280]  多一些帶他去看耶穌基督的生平
[00:08:56.280 --> 00:08:58.040]  在經歷上他需要
[00:08:58.040 --> 00:08:59.840]  有其他基督徒告訴他
[00:08:59.840 --> 00:09:01.680]  原來基督徒可以這樣向上
[00:09:01.680 --> 00:09:02.240]  向上
[00:09:02.240 --> 00:09:04.480]  向前來掌進
[00:09:04.480 --> 00:09:05.480]  一個最有效的方法
[00:09:05.480 --> 00:09:08.240]  是介紹他看一些屬靈的人的傳記
[00:09:08.240 --> 00:09:10.600]  讓他知道原來基督徒可以這樣
[00:09:10.600 --> 00:09:11.680]  原來基督徒會這樣
[00:09:11.680 --> 00:09:12.520]  很多時候很有效
[00:09:12.520 --> 00:09:13.760]  他看了之後他感受到
[00:09:13.760 --> 00:09:17.440]  原來知道向前可以走很漫長的路
[00:09:17.440 --> 00:09:20.760]  那他就會開始一步一步向上提升
[00:09:20.760 --> 00:09:22.320]  另外一類的人就是
[00:09:22.320 --> 00:09:23.920]  信了耶穌很久了
[00:09:23.920 --> 00:09:26.600]  但長期停滯狀態的信徒
[00:09:26.600 --> 00:09:28.040]  都是這樣的情況
[00:09:28.040 --> 00:09:30.240]  這類的信徒就比較麻煩
[00:09:30.240 --> 00:09:34.760]  他對自己的屬靈的情況相當麻木
[00:09:34.760 --> 00:09:36.240]  他也不知道自己在做什麼
[00:09:36.240 --> 00:09:38.520]  每天都來看禮拜堂
[00:09:38.520 --> 00:09:41.800]  這類的信徒我相信要對他有一些
[00:09:41.800 --> 00:09:46.240]  更加重新開始一個有規律的禱告
[00:09:46.240 --> 00:09:48.600]  和為神犧牲的決心
[00:09:48.600 --> 00:09:49.480]  而最重要的一件事
[00:09:49.480 --> 00:09:53.440]  我相信給一些高的靈情和榜樣去吸引他
[00:09:53.440 --> 00:09:55.240]  以致讓他知道原來做基督徒
[00:09:55.240 --> 00:09:57.880]  不是這樣才算是做基督徒
[00:09:57.880 --> 00:09:59.920]  這個是很重要的
[00:09:59.920 --> 00:10:02.400]  我記得我在以前的教會裏面
[00:10:02.400 --> 00:10:05.400]  我當時初初信了主
[00:10:05.400 --> 00:10:06.440]  一樣有這樣的困難
[00:10:06.440 --> 00:10:08.640]  我不說那間什麼教會
[00:10:08.640 --> 00:10:10.920]  不是我現在這一間
[00:10:10.920 --> 00:10:12.000]  我信了主之後
[00:10:12.000 --> 00:10:13.280]  我自己大發熱心
[00:10:13.280 --> 00:10:14.800]  我很想讀聖經
[00:10:14.800 --> 00:10:17.560]  很覺得教會或者傳道人牧師
[00:10:17.560 --> 00:10:18.960]  所說的道不夠我滿足
[00:10:18.960 --> 00:10:20.840]  於是我就看屬靈書籍
[00:10:20.840 --> 00:10:21.960]  我就去問那個女傳道
[00:10:21.960 --> 00:10:24.440]  我記得那一次我信了主之後一年
[00:10:24.440 --> 00:10:26.120]  我說怎樣才能夠靈性
[00:10:26.120 --> 00:10:26.680]  長進一點
[00:10:26.680 --> 00:10:28.520]  我覺得不夠厚
[00:10:28.520 --> 00:10:30.920]  那個女傳道告訴我一件事很有意思
[00:10:30.920 --> 00:10:33.400]  很特別的
[00:10:33.400 --> 00:10:35.520]  聽起來很妙
[00:10:35.520 --> 00:10:37.400]  她說你不要那麼急
[00:10:37.400 --> 00:10:39.600]  我們屬靈的事
[00:10:39.600 --> 00:10:41.680]  不用那麼緊張
[00:10:41.680 --> 00:10:43.040]  吃點稀粥
[00:10:43.040 --> 00:10:45.120]  吃點鹹魚青菜
[00:10:45.120 --> 00:10:46.200]  這樣就夠了
[00:10:46.200 --> 00:10:48.400]  你不要經常要求那麼多
[00:10:48.400 --> 00:10:50.720]  我很記得那位老人家這樣說
[00:10:50.720 --> 00:10:54.160]  她說吃得太多會發脾氣
[00:10:54.160 --> 00:10:58.800]  幸好當時我沒有信她
[00:10:58.800 --> 00:10:59.600]  這個就是
[00:10:59.600 --> 00:11:00.800]  即是覺得很滿足
[00:11:00.800 --> 00:11:01.440]  我很好
[00:11:01.440 --> 00:11:02.520]  我有兩個課
[00:11:02.520 --> 00:11:03.520]  我可以奉獻
[00:11:03.520 --> 00:11:05.120]  這樣的情況
[00:11:05.120 --> 00:11:08.320]  能夠令到一個人長期停滯
[00:11:08.320 --> 00:11:10.720]  這是第一重
[00:11:10.720 --> 00:11:12.000]  另外一些人就是
[00:11:12.000 --> 00:11:13.800]  以前曾經熱心過
[00:11:13.800 --> 00:11:15.120]  後來又倒退
[00:11:15.120 --> 00:11:17.200]  這類也是很難處理的
[00:11:17.200 --> 00:11:20.640]  通常以往越熱心的人
[00:11:20.640 --> 00:11:21.560]  他不知道什麼事情
[00:11:21.560 --> 00:11:24.040]  總之一些事情令到他現在倒退了
[00:11:24.040 --> 00:11:25.120]  他現在越心硬
[00:11:25.120 --> 00:11:28.800]  越難開始屬靈的更新
[00:11:28.800 --> 00:11:29.520]  怎樣做呢
[00:11:29.520 --> 00:11:31.040]  我相信我們要做的事
[00:11:31.040 --> 00:11:32.440]  是要去發現
[00:11:32.440 --> 00:11:34.520]  究竟什麼主要的原因
[00:11:34.520 --> 00:11:36.400]  令到他倒退
[00:11:36.400 --> 00:11:37.640]  總是有些原因
[00:11:37.640 --> 00:11:38.880]  以前那麼熱心愛主
[00:11:38.880 --> 00:11:39.880]  而突然間
[00:11:39.880 --> 00:11:41.080]  或者經過一段時間之後
[00:11:41.080 --> 00:11:43.200]  完全倒退了
[00:11:43.200 --> 00:11:46.160]  可能是對於真理的無知
[00:11:46.160 --> 00:11:46.800]  對於真理的無知
[00:11:46.800 --> 00:11:48.680]  可能他以為
[00:11:48.680 --> 00:11:50.120]  以為信了耶穌之後
[00:11:50.120 --> 00:11:51.160]  就一帆風順
[00:11:51.160 --> 00:11:53.240]  這是真理上的錯誤的了解
[00:11:53.240 --> 00:11:54.400]  誰知道他信了耶穌之後
[00:11:54.400 --> 00:11:56.360]  他發覺人生很多的挫折
[00:11:56.360 --> 00:11:59.640]  他突然間灰心了
[00:11:59.640 --> 00:12:02.240]  有些人可能以為他信了耶穌之後
[00:12:02.240 --> 00:12:04.600]  可能我們給他的觀念錯了
[00:12:04.600 --> 00:12:06.640]  他以為來到教會是天堂
[00:12:06.640 --> 00:12:08.480]  誰知道教會裡面有那麼多人
[00:12:08.480 --> 00:12:10.120]  是令到他那麼難過、那麼失望的
[00:12:10.120 --> 00:12:12.080]  於是他又倒退了
[00:12:12.080 --> 00:12:15.160]  這些我相信是真理上的錯誤
[00:12:15.160 --> 00:12:16.400]  要教導他告訴他
[00:12:16.400 --> 00:12:17.320]  原來不是這樣的
[00:12:17.320 --> 00:12:18.240]  真理上沒有這麼說
[00:12:18.240 --> 00:12:19.040]  聖經也沒有這麼說
[00:12:19.040 --> 00:12:21.360]  教會裡面全部都是聖人
[00:12:21.360 --> 00:12:22.440]  聖經裡也沒有說過
[00:12:22.440 --> 00:12:24.280]  信了耶穌之後一帆風順
[00:12:24.280 --> 00:12:25.800]  沒有受挫折的
[00:12:25.800 --> 00:12:27.480]  而可能挫折更多
[00:12:27.480 --> 00:12:29.120]  他讓他知道這件事的時候
[00:12:29.120 --> 00:12:33.040]  可能他重新有一個真正的更新
[00:12:33.040 --> 00:12:34.880]  又或者很多時候
[00:12:34.880 --> 00:12:37.760]  會有一些特殊的罪纏繞著他
[00:12:37.760 --> 00:12:41.000]  有些事情他很知道神要他放下的
[00:12:41.000 --> 00:12:42.240]  但是他不捨得
[00:12:42.240 --> 00:12:43.400]  一直不肯捨得
[00:12:43.400 --> 00:12:45.640]  於是他開始發覺祈禱沒有興趣
[00:12:45.640 --> 00:12:47.120]  祈禱沒有辦法通道
[00:12:47.120 --> 00:12:49.200]  唱詩好像每句都罵他
[00:12:49.200 --> 00:12:50.880]  於是他慢慢地要逃避
[00:12:50.880 --> 00:12:51.960]  他要周圍的環境
[00:12:51.960 --> 00:12:53.080]  看到頂姐妹的笑容
[00:12:53.080 --> 00:12:55.360]  他覺得她們是嘲笑他
[00:12:55.360 --> 00:12:56.600]  覺得是審問他
[00:12:56.600 --> 00:12:57.840]  別人的關心
[00:12:57.840 --> 00:12:59.720]  這些事情使他離開
[00:12:59.720 --> 00:13:01.240]  可能是一些罪纏繞著他
[00:13:01.240 --> 00:13:02.080]  那時候一定要找出
[00:13:02.080 --> 00:13:05.160]  究竟什麼真正的原因的罪纏繞著他
[00:13:05.160 --> 00:13:07.040]  那時候幫助他
[00:13:07.040 --> 00:13:08.600]  如果能夠脫離那個罪
[00:13:08.600 --> 00:13:09.480]  那樣的事情
[00:13:09.480 --> 00:13:11.640]  那他就能夠重新回來
[00:13:11.640 --> 00:13:12.320]  所以無論如何
[00:13:12.320 --> 00:13:13.640]  這個第一重的經歷
[00:13:13.640 --> 00:13:15.440]  這裡是我們第一重的經歷
[00:13:15.440 --> 00:13:17.880]  第一重的經歷是一種搖擺不定
[00:13:17.880 --> 00:13:21.280]  掙扎打滾的生命
[00:13:21.280 --> 00:13:23.040]  如果他能夠勝過這些
[00:13:23.040 --> 00:13:25.200]  他開始進到第二重的經歷
[00:13:25.200 --> 00:13:27.360]  上二樓了
[00:13:27.360 --> 00:13:28.520]  第二重的經歷
[00:13:28.520 --> 00:13:33.200]  可以說是一種開始勝過罪惡的生命
[00:13:33.200 --> 00:13:36.560]  勝過罪惡的生命
[00:13:36.560 --> 00:13:39.560]  這種經歷的特色
[00:13:39.560 --> 00:13:40.520]  就是第一
[00:13:40.520 --> 00:13:45.000]  他開始追尋敬虔的生活
[00:13:45.000 --> 00:13:46.320]  雖然他有追尋
[00:13:46.320 --> 00:13:48.000]  但也不是時常在禱告中
[00:13:48.000 --> 00:13:49.240]  獲得很親切的經歷
[00:13:49.240 --> 00:13:52.080]  但是他堅持他需要祈禱
[00:13:52.080 --> 00:13:53.280]  他願意祈禱
[00:13:53.280 --> 00:13:54.200]  所以很多時候祈禱
[00:13:54.200 --> 00:13:56.200]  他不一定得到什麼
[00:13:56.200 --> 00:13:57.360]  追尋
[00:13:57.360 --> 00:13:58.800]  也開始嘗試一些
[00:13:58.800 --> 00:14:00.880]  自我否定的功夫
[00:14:00.880 --> 00:14:04.160]  例如所謂的為主能夠犧牲一些東西
[00:14:04.160 --> 00:14:06.000]  他可以開始公開承認
[00:14:06.000 --> 00:14:07.280]  他自己是基督徒
[00:14:07.280 --> 00:14:09.000]  他朋友笑他的時候
[00:14:09.000 --> 00:14:09.840]  他不怕
[00:14:09.840 --> 00:14:12.080]  他覺得他為主的緣故應該承認
[00:14:12.080 --> 00:14:13.840]  他家人對他有反對
[00:14:13.840 --> 00:14:15.720]  他都覺得我應該為主
[00:14:15.720 --> 00:14:17.760]  是忍受這些苦難
[00:14:17.760 --> 00:14:19.520]  他開始有一步步的
[00:14:19.520 --> 00:14:21.680]  勝過自己
[00:14:21.680 --> 00:14:23.160]  也勝過一些嚴重的罪
[00:14:23.160 --> 00:14:24.320]  就是一些大件的罪
[00:14:24.320 --> 00:14:25.160]  第一重那些未必的
[00:14:25.160 --> 00:14:26.160]  可能仍然是吸煙的
[00:14:26.160 --> 00:14:27.480]  沒有人看到的時候
