
[00:00:00.000 --> 00:00:03.400]  我們再打開聖經剛才讀過的萬禮記書
[00:01:51.000 --> 00:01:54.000]  你們用自己的言語使耶和華厭煩
[00:01:54.000 --> 00:01:59.000]  你們總在說我們怎樣使祂厭煩呢
[00:01:59.000 --> 00:02:05.000]  因為你們說作惡的耶和華都看為善並且喜悅他們
[00:02:05.000 --> 00:02:09.000]  或說公義的神在哪裡呢
[00:02:09.000 --> 00:02:13.000]  在當時猶太人所面對的處境
[00:02:13.000 --> 00:02:16.000]  就是他們已經回到自己的故土
[00:02:16.000 --> 00:02:18.000]  他們已經回歸
[00:02:18.000 --> 00:02:22.000]  而且他們也建造了新的聖殿
[00:02:22.000 --> 00:02:27.000]  他們經歷了一段片刻的歡欣的時間
[00:02:27.000 --> 00:02:29.000]  但是經過一段時間之後
[00:02:29.000 --> 00:02:33.000]  就發現他們所身處的環境出現了很多的困難
[00:02:33.000 --> 00:02:35.000]  包括有自然的災禍
[00:02:35.000 --> 00:02:37.000]  有蝗蟲的災禍
[00:02:37.000 --> 00:02:39.000]  令他們生活很困難
[00:02:39.000 --> 00:02:43.000]  同時他們仍然在當時波斯帝國的統治之下
[00:02:43.000 --> 00:02:46.000]  他們感覺被奴役
[00:02:46.000 --> 00:02:51.000]  他們也知道上帝允許他們離錯的角度會再臨
[00:02:51.000 --> 00:02:54.000]  但是他們覺得好像完全沒有任何的跡象
[00:02:54.000 --> 00:02:57.000]  神的角度會臨到他們
[00:02:57.000 --> 00:03:00.000]  他們看到很多惡人當道
[00:03:00.000 --> 00:03:03.000]  而人反而受苦
[00:03:03.000 --> 00:03:05.000]  在這種情況下他們就覺得
[00:03:05.000 --> 00:03:09.000]  神是以惡為善
[00:03:09.000 --> 00:03:12.000]  祂喜歡那些惡事
[00:03:12.000 --> 00:03:14.000]  甚至他們再問一個問題
[00:03:14.000 --> 00:03:17.000]  公義的神在那裡呢?
[00:03:17.000 --> 00:03:19.000]  意味著他們感覺到
[00:03:19.000 --> 00:03:22.000]  其實可能沒有一位公義的神
[00:03:22.000 --> 00:03:26.000]  他們懷疑神的真實
[00:03:26.000 --> 00:03:30.000]  在頂節有些時候我們軟弱跌倒
[00:03:30.000 --> 00:03:33.000]  不一定因為我們自己犯罪
[00:03:33.000 --> 00:03:35.000]  而是因為看到別人犯罪
[00:03:35.000 --> 00:03:38.000]  看到不義的事情
[00:03:38.000 --> 00:03:41.000]  以至我們對神產生一種質疑
[00:03:41.000 --> 00:03:43.000]  為什麼祂會容許這些事情
[00:03:43.000 --> 00:03:47.000]  為什麼祂容許不義的事情在世上出現
[00:03:47.000 --> 00:03:50.000]  因此自己對神失了信心
[00:03:50.000 --> 00:03:54.000]  甚至懷疑有沒有一位公義的上帝呢?
[00:03:54.000 --> 00:03:57.000]  而在那個時候遠離上帝
[00:03:57.000 --> 00:04:00.000]  甚至不再相信
[00:04:00.000 --> 00:04:02.000]  我所說的其實是一些我自己
[00:04:02.000 --> 00:04:07.000]  也親自經驗的一些基督徒的情況
[00:04:07.000 --> 00:04:10.000]  在今天這個世界充滿著很多不義的事情
[00:04:10.000 --> 00:04:12.000]  惡的事情
[00:04:12.000 --> 00:04:13.000]  但你們留心
[00:04:13.000 --> 00:04:18.000]  不要讓這些事情去打擊你對神的信心
[00:04:18.000 --> 00:04:22.000]  知道這位神仍然存在
[00:04:22.000 --> 00:04:24.000]  聖經就繼續說
[00:04:24.000 --> 00:04:27.000]  神怎麼回答他們應該的質問呢?
[00:04:27.000 --> 00:04:30.000]  在第三章聖經就說到
[00:04:30.000 --> 00:04:31.000]  三章第一節
[00:04:31.000 --> 00:04:34.000]  「看那我派我的使者在我前面預備道路
[00:04:34.000 --> 00:04:39.000]  你們所尋求的主必忽然進入他的殿」
[00:04:39.000 --> 00:04:41.000]  聖經提到
[00:04:41.000 --> 00:04:44.000]  上帝會介入在人類的歷史裡面
[00:04:44.000 --> 00:04:47.000]  祂的公義必然臨到
[00:04:47.000 --> 00:04:51.000]  這也意味著這個世界裡面有很多很多罪惡的事情
[00:04:51.000 --> 00:04:54.000]  我們未必會看到問題會解決
[00:04:54.000 --> 00:04:56.000]  反而很可能
[00:04:56.000 --> 00:05:00.000]  這些問題越來越嚴重
[00:05:00.000 --> 00:05:03.000]  世界的敗壞越加的厲害
[00:05:03.000 --> 00:05:06.000]  但這位上帝祂會再臨
[00:05:06.000 --> 00:05:10.000]  祂會帶進真正的公義
[00:05:10.000 --> 00:05:12.000]  聖經提到
[00:05:12.000 --> 00:05:15.000]  你們所尋求所渴望的尼塞亞
[00:05:15.000 --> 00:05:18.000]  祂會忽然進入神的殿
[00:05:18.000 --> 00:05:21.000]  這裡提到主耶穌基督的降生
[00:05:21.000 --> 00:05:25.000]  同時也指向主耶穌將來的再臨
[00:05:25.000 --> 00:05:27.000]  聖經提到是忽然來到
[00:05:27.000 --> 00:05:29.000]  大家看聖經新約的時候
[00:05:29.000 --> 00:05:31.000]  就會知道聖經不斷說
[00:05:31.000 --> 00:05:33.000]  當主再來的時候
[00:05:33.000 --> 00:05:36.000]  好像賊來到一樣
[00:05:36.000 --> 00:05:39.000]  當然不是說主來到去偷竊
[00:05:39.000 --> 00:05:41.000]  而是說那個時間
[00:05:41.000 --> 00:05:43.000]  是你不會預計的時間
[00:05:43.000 --> 00:05:45.000]  估計不到的情況之下
[00:05:45.000 --> 00:05:47.000]  主的再來出現
[00:05:47.000 --> 00:05:49.000]  忽然來到
[00:05:49.000 --> 00:05:51.000]  但當祂來到的時候
[00:05:51.000 --> 00:05:53.000]  有一個很重要的訊聞
[00:05:53.000 --> 00:05:56.000]  因為主的來到正如剛才所說的
[00:05:56.000 --> 00:05:59.000]  一方面帶來了憐憫請求
[00:05:59.000 --> 00:06:01.000]  另外帶來了審判
[00:06:01.000 --> 00:06:04.000]  因此在第二節就接著說
[00:06:04.000 --> 00:06:09.000]  「可視祂來的日子誰能當得起呢?
[00:06:09.000 --> 00:06:12.000]  祂顯現的時候,誰能夠站立得住呢?
[00:06:12.000 --> 00:06:15.000]  因為祂像煉金之人的火
[00:06:15.000 --> 00:06:18.000]  又像漂泊之人的鹼
[00:06:18.000 --> 00:06:22.000]  祂再臨的時候,誰能夠站立得住呢?
[00:06:22.000 --> 00:06:27.000]  能不能夠面對這位公義的上帝的審判呢?」
[00:06:27.000 --> 00:06:29.000]  聖經就接著說
[00:06:29.000 --> 00:06:31.000]  當主再臨的時候
[00:06:31.000 --> 00:06:34.000]  好像煉金之人的火一樣
[00:06:34.000 --> 00:06:37.000]  去試煉你和我
[00:06:37.000 --> 00:06:40.000]  沒錯,聖經講述當主再臨的時候
[00:06:40.000 --> 00:06:42.000]  神的審判會臨到惡人
[00:06:42.000 --> 00:06:45.000]  在下面四章第一節我們遲些會看到
[00:06:45.000 --> 00:06:50.000]  就是這個火會迎罰惡人
[00:06:50.000 --> 00:06:54.000]  但同時這個試煉的火會臨到教徒
[00:06:54.000 --> 00:06:57.000]  但它的目的是要去試煉
[00:06:57.000 --> 00:06:59.000]  背後的意思是說
[00:06:59.000 --> 00:07:02.000]  是將裡面的雜質、裡面的污穢
[00:07:02.000 --> 00:07:06.000]  是將這些一切清除去
[00:07:06.000 --> 00:07:08.000]  煉淨它
[00:07:08.000 --> 00:07:11.000]  聖經提及到煉金之人
[00:07:11.000 --> 00:07:16.000]  我們今天在香港經常聽到很多人說
[00:07:16.000 --> 00:07:19.000]  買金好呀,買金保值呀
[00:07:19.000 --> 00:07:22.000]  買純金最好呀
[00:07:22.000 --> 00:07:25.000]  是不是保值是另一件事情
[00:07:25.000 --> 00:07:28.000]  但問題是金要能夠純淨
[00:07:28.000 --> 00:07:32.000]  是必定經過一個煉淨的過程
[00:07:32.000 --> 00:07:35.000]  有一些熟悉這方面的人講述
[00:07:35.000 --> 00:07:38.000]  如果你要得到純金
[00:07:38.000 --> 00:07:42.000]  一般的金礦通常有很多的鉛質、鉛粉在裡面
[00:07:42.000 --> 00:07:45.000]  你必須將它放在高溫的地方
[00:07:45.000 --> 00:07:48.000]  他們說去到一千三百度攝氏
[00:07:48.000 --> 00:07:50.000]  在那些時候,在高溫之下
[00:07:50.000 --> 00:07:53.000]  在鉛礦裡面的那些鉛的質料
[00:07:53.000 --> 00:07:55.000]  就會氣化了
[00:07:55.000 --> 00:07:58.000]  會離開了那些金
[00:07:58.000 --> 00:08:00.000]  因此金留下的時候
[00:08:00.000 --> 00:08:03.000]  就會變得更加的純
[00:08:03.000 --> 00:08:05.000]  有些時候會加入一些物質
[00:08:05.000 --> 00:08:08.000]  他們稱為叫做「綠綠胺」
[00:08:08.000 --> 00:08:11.000]  或者某些叫做「彭沙」的物質
[00:08:11.000 --> 00:08:15.000]  放進去,再迫使那些雜質離開金礦
[00:08:15.000 --> 00:08:19.000]  而可以變成了純的金
[00:08:19.000 --> 00:08:21.000]  聖經同時講到
[00:08:21.000 --> 00:08:23.000]  神容許在末世的時候
[00:08:23.000 --> 00:08:28.000]  有很多不同的試煉臨到教徒的身上
[00:08:28.000 --> 00:08:30.000]  這些試煉包括了
[00:08:30.000 --> 00:08:35.000]  很多人因為你信主的緣故而迫迫你
[00:08:35.000 --> 00:08:38.000]  甚至包括了在教會裡面
[00:08:38.000 --> 00:08:42.000]  聖經提到有教徒會因此跌倒
[00:08:42.000 --> 00:08:46.000]  甚至會彼此的恨惡
[00:08:46.000 --> 00:08:49.000]  彼此的陷害
[00:08:49.000 --> 00:08:51.000]  這些事情是會出現的
[00:08:51.000 --> 00:08:53.000]  但聖經說神的心意是容許
[00:08:53.000 --> 00:08:56.000]  這些惡者所帶來的一些事情
[00:08:56.000 --> 00:08:58.000]  神將它扭轉
[00:08:58.000 --> 00:09:03.000]  反而帶來了給我們生命試煉的一個機會
[00:09:03.000 --> 00:09:06.000]  祂要將我們生命很多的雜質
[00:09:06.000 --> 00:09:10.000]  很多的渣滓清理好
[00:09:10.000 --> 00:09:14.000]  叫我們不需要面對將來至終的審判
[00:09:14.000 --> 00:09:16.000]  但在過程裡面
[00:09:16.000 --> 00:09:18.000]  聖經不斷提醒我們
[00:09:18.000 --> 00:09:21.000]  你堅持你的良善
[00:09:21.000 --> 00:09:26.000]  免得你在這些過程當中因此跌倒
[00:09:26.000 --> 00:09:28.000]  頂節你記得聖經
[00:09:28.000 --> 00:09:30.000]  馬特科音當主耶穌講到末世的時候
[00:09:30.000 --> 00:09:32.000]  聖經就不斷講一件事情
[00:09:32.000 --> 00:09:36.000]  祂說你們要行義
[00:09:36.000 --> 00:09:40.000]  惟有義人必至終得救
[00:09:40.000 --> 00:09:43.000]  是在說一個人當面對很多不義的事情
[00:09:43.000 --> 00:09:46.000]  惟有當他自己保持行義
[00:09:46.000 --> 00:09:51.000]  他能夠去成過這些一切的挑戰和試探
[00:09:51.000 --> 00:09:53.000]  所以聖經下面再講
[00:09:53.000 --> 00:09:57.000]  他說上帝透過一些事情去煉證生命
[00:09:57.000 --> 00:09:59.000]  因此第三節中間講
[00:09:59.000 --> 00:10:05.000]  這樣他們就會憑公義獻禮物給密和華
[00:10:05.000 --> 00:10:12.000]  他們可以在公義當中獻情那份真正的生命奉獻給神
[00:10:12.000 --> 00:10:15.000]  蒙神的越南
[00:10:15.000 --> 00:10:18.000]  各位聽眾我們今天在這個世界
[00:10:18.000 --> 00:10:21.000]  你會面對很多惡的事情
[00:10:21.000 --> 00:10:23.000]  不義的事情
[00:10:23.000 --> 00:10:26.000]  甚至帶給你自己有很多不同程度的傷害
[00:10:26.000 --> 00:10:28.000]  但你記得一件事情
[00:10:28.000 --> 00:10:30.000]  聖經告訴你和我
[00:10:30.000 --> 00:10:34.000]  因為上帝是不改變的上帝
[00:10:34.000 --> 00:10:37.000]  祂一定會主持公義
[00:10:37.000 --> 00:10:40.000]  一定會審判惡人
[00:10:40.000 --> 00:10:44.000]  因此在聖經去到這一段的最後一節講
[00:10:44.000 --> 00:10:45.000]  第六節
[00:10:45.000 --> 00:10:47.000]  萬君子耶和華說
[00:10:47.000 --> 00:10:50.000]  因為我耶和華是不改變的
[00:10:50.000 --> 00:10:52.000]  或者說信實不變的
[00:10:52.000 --> 00:10:56.000]  所以你們亞國的子孫也不會滅門
[00:10:56.000 --> 00:10:59.000]  上帝會保守他的子民
[00:10:59.000 --> 00:11:02.000]  他是守約的上帝
[00:11:02.000 --> 00:11:03.000]  信實的上帝
[00:11:03.000 --> 00:11:05.000]  聖經上上強調一件事情
[00:11:05.000 --> 00:11:07.000]  因為他信實
[00:11:07.000 --> 00:11:10.000]  他一定會保守凡是倚靠他的人
[00:11:10.000 --> 00:11:12.000]  因此我們可以在這些情況下
[00:11:12.000 --> 00:11:15.000]  仍然放心倚靠他行善
[00:11:15.000 --> 00:11:17.000]  你記得我們今天的金句
[00:11:17.000 --> 00:11:22.000]  你們當倚靠耶和華而行善
[00:11:22.000 --> 00:11:24.000]  不是你自己有力量
[00:11:24.000 --> 00:11:27.000]  但你靠著耶和華你可以行善
[00:11:27.000 --> 00:11:32.000]  還有在地上以他的甚麼為糧食
[00:11:32.000 --> 00:11:34.000]  信神
[00:11:34.000 --> 00:11:35.000]  因為神是信實的
[00:11:35.000 --> 00:11:37.000]  他一定會守約
[00:11:37.000 --> 00:11:38.000]  私持愛
[00:11:38.000 --> 00:11:39.000]  保守你
[00:11:39.000 --> 00:11:41.000]  同樣他是信實的
[00:11:41.000 --> 00:11:44.000]  他一定會按他的公義審判
[00:11:44.000 --> 00:11:47.000]  剛才的經文提及很多罪惡的事情
[00:11:47.000 --> 00:11:49.000]  這些罪惡的事情其實是在講
[00:11:49.000 --> 00:11:52.000]  之前第二章十七節
[00:11:52.000 --> 00:11:56.000]  這些猶太人他們說公義的上帝在哪裡
[00:11:56.000 --> 00:11:58.000]  而他們因此離開神
[00:11:58.000 --> 00:12:02.000]  而陷在這裡所提及的各種罪惡當中
[00:12:02.000 --> 00:12:06.000]  聖經就說公義的上帝必然臨在
[00:12:06.000 --> 00:12:08.000]  因為他是信實的
[00:12:08.000 --> 00:12:11.000]  他所說過的
[00:12:11.000 --> 00:12:14.000]  他必定行出來
[00:12:14.000 --> 00:12:16.000]  因此弟兄姊妹
[00:12:16.000 --> 00:12:18.000]  當我們看到聖經裡面講述
[00:12:18.000 --> 00:12:20.000]  我們憑著他的信實
[00:12:20.000 --> 00:12:23.000]  我們自己可以生存
[00:12:23.000 --> 00:12:25.000]  可以得到糧食
[00:12:25.000 --> 00:12:27.000]  得到真正的存活
[00:12:27.000 --> 00:12:30.000]  因為你知道他是公義
[00:12:30.000 --> 00:12:32.000]  有審判的主
[00:12:32.000 --> 00:12:35.000]  但願今天我們無論在什麼處境
[00:12:35.000 --> 00:12:38.000]  你幫助你自己
[00:12:38.000 --> 00:12:40.000]  信靠這位主
[00:12:40.000 --> 00:12:43.000]  繼續行在良善當中
[00:12:43.000 --> 00:12:45.000]  經歷這些磨練
[00:12:45.000 --> 00:12:47.000]  你會變成精金
[00:12:47.000 --> 00:12:51.000]  你的生命也可以獻上禮物
[00:12:51.000 --> 00:12:53.000]  蒙主的月亮
[00:12:53.000 --> 00:12:55.000]  我們一起祈禱

