
[00:00:00.000 --> 00:00:02.800]  我們不經不覺地講述《少年人傳》
[00:01:51.640 --> 00:01:55.600]  保羅在向一班猶太人做一個呼籲
[00:01:55.600 --> 00:01:57.880]  就是說你們要信耶穌了
[00:01:57.880 --> 00:01:59.200]  既然你們拒絕
[00:01:59.200 --> 00:02:02.240]  我就將福音走向外邦人
[00:02:02.240 --> 00:02:04.840]  做一個宣教的工作
[00:02:04.840 --> 00:02:09.720]  他說這裡成為了全本書的一個高峰
[00:02:09.720 --> 00:02:14.240]  就回應在《斯特蘭傳》第一章第八節所說
[00:02:14.240 --> 00:02:16.680]  「但聖靈降臨在你們身上
[00:02:16.680 --> 00:02:18.440]  你們就必得著能力
[00:02:18.440 --> 00:02:21.080]  並要在耶路撒冷、猶太傳遞
[00:02:21.080 --> 00:02:24.560]  和撒瑪利亞直到地極作我的見證」
[00:02:24.560 --> 00:02:27.560]  在這裡福音的擴展已經去到羅馬
[00:02:27.560 --> 00:02:33.760]  毫無難阻地向外邦人傳講福音
[00:02:33.760 --> 00:02:36.320]  福音去到羅馬不是一個終站
[00:02:36.320 --> 00:02:38.320]  而是另一個起點
[00:02:38.320 --> 00:02:39.720]  直著一個地方
[00:02:39.720 --> 00:02:42.880]  福音傳到更遠的一個地方
[00:02:42.880 --> 00:02:44.640]  接著我們再詳細看看
[00:02:44.640 --> 00:02:47.000]  究竟路加如何去表達
[00:02:47.000 --> 00:02:50.880]  這幾個很重要的信息
[00:02:50.880 --> 00:02:54.800]  一開始保羅經過很多風風雨雨
[00:02:54.800 --> 00:02:57.800]  面對海難的危險、生命的危險
[00:02:57.800 --> 00:02:59.960]  最後就去到羅馬這個地方
[00:02:59.960 --> 00:03:04.000]  接著他有一間房屋居住
[00:03:04.000 --> 00:03:08.960]  接著他邀請了羅馬的猶太人領袖
[00:03:08.960 --> 00:03:10.880]  來到他的房屋裡
[00:03:10.880 --> 00:03:14.840]  去解釋為什麼他會被困所、被捉拿
[00:03:14.840 --> 00:03:18.560]  來到羅馬這個地方
[00:03:18.560 --> 00:03:22.880]  在這裡保羅說出
[00:03:22.880 --> 00:03:25.800]  是因為之前他在耶路撒冷的時候
[00:03:25.800 --> 00:03:27.960]  他去傳講一個福音
[00:03:27.960 --> 00:03:29.880]  向猶太人傳講一個福音
[00:03:29.880 --> 00:03:31.480]  但是猶太人就說
[00:03:31.480 --> 00:03:35.800]  「你(保羅)已經離經半道了
[00:03:35.800 --> 00:03:37.920]  你已經離開了上帝了」
[00:03:37.920 --> 00:03:40.680]  接著耶路撒冷的猶太人
[00:03:40.680 --> 00:03:43.400]  就希望藉著政治的力量
[00:03:43.400 --> 00:03:46.240]  去將保羅定罪
[00:03:46.240 --> 00:03:48.200]  控告保羅
[00:03:48.200 --> 00:03:49.680]  說保羅去宣稱
[00:03:49.680 --> 00:03:52.800]  有一個皇耶穌來到地上要作王
[00:03:52.800 --> 00:03:55.520]  這個可以說是一個政治上的罪
[00:03:55.520 --> 00:03:58.120]  因為有一個人來作王
[00:03:58.120 --> 00:03:59.800]  即是說是一個反叛
[00:03:59.800 --> 00:04:03.240]  就是不讓羅馬的皇帝作你的皇帝
[00:04:03.240 --> 00:04:05.400]  基本上是一個革命
[00:04:05.400 --> 00:04:07.920]  但是羅馬的官員
[00:04:07.920 --> 00:04:09.800]  接受這個案件之後
[00:04:09.800 --> 00:04:13.240]  再去詳細地查考這個案件
[00:04:13.240 --> 00:04:17.320]  就發覺其實猶太人去控告保羅的
[00:04:17.320 --> 00:04:19.880]  政治上的罪名基本上不成立
[00:04:19.880 --> 00:04:23.000]  保羅所說的耶穌作為一個皇
[00:04:23.000 --> 00:04:25.520]  只是一個宗教上的信仰
[00:04:25.520 --> 00:04:30.520]  而不是想推翻地上的政治制度
[00:04:30.520 --> 00:04:33.360]  所以當時的羅馬的官員
[00:04:33.360 --> 00:04:35.400]  就很想去放了保羅
[00:04:35.400 --> 00:04:37.440]  不過耶路撒冷的猶太人
[00:04:37.440 --> 00:04:41.640]  他們是不服羅馬的官員的判決
[00:04:41.640 --> 00:04:44.440]  所以保羅說我迫不得已
[00:04:44.440 --> 00:04:45.440]  我要上告
[00:04:45.440 --> 00:04:47.600]  我要繼續上訴該殺
[00:04:47.600 --> 00:04:49.160]  所以保羅在這裡澄清
[00:04:49.160 --> 00:04:51.280]  我不是想去控告
[00:04:51.280 --> 00:04:54.480]  我本國的猶太人的領袖
[00:04:54.480 --> 00:04:55.760]  我不是想攻擊他們
[00:04:55.760 --> 00:04:58.320]  其實我這個上訴是防護性
[00:04:58.320 --> 00:04:59.680]  可以說是防衛性
[00:04:59.680 --> 00:05:00.560]  既然你們不服
[00:05:00.560 --> 00:05:02.520]  好 那我繼續上訴
[00:05:02.520 --> 00:05:04.480]  還自己一個清白
[00:05:04.480 --> 00:05:05.360]  基本上
[00:05:05.480 --> 00:05:09.480]  保羅說出了一個很重要的信息
[00:05:09.480 --> 00:05:11.280]  所以保羅就在這裡
[00:05:11.280 --> 00:05:12.760]  叫了一群猶太人
[00:05:12.760 --> 00:05:14.120]  在去到羅馬的時候
[00:05:14.120 --> 00:05:16.560]  就來到將一個事實的真相
[00:05:16.560 --> 00:05:18.400]  告訴他們
[00:05:18.400 --> 00:05:22.680]  但是在羅馬的猶太人就說
[00:05:22.680 --> 00:05:23.840]  我們沒有收到任何
[00:05:23.840 --> 00:05:26.080]  在耶路撒冷的猶太人的信息
[00:05:26.080 --> 00:05:27.040]  就說你來到的時候
[00:05:27.040 --> 00:05:28.240]  我們要控告你
[00:05:28.240 --> 00:05:29.240]  我們要怎樣對待你
[00:05:29.240 --> 00:05:31.720]  我們沒有收到任何這些信息
[00:05:33.560 --> 00:05:35.920]  不過既然你來到的時候
[00:05:35.920 --> 00:05:38.600]  我們也很想聽清楚
[00:05:38.600 --> 00:05:40.200]  你所信的是什麼
[00:05:40.200 --> 00:05:41.680]  其實在羅馬的地方
[00:05:41.680 --> 00:05:46.040]  也有些人相信福音
[00:05:46.040 --> 00:05:47.920]  我們略略的也聽見
[00:05:47.920 --> 00:05:49.200]  福音是什麼
[00:05:49.200 --> 00:05:50.680]  不過不是太清楚
[00:05:50.680 --> 00:05:51.800]  不過我們所聽見的
[00:05:51.800 --> 00:05:53.760]  很多都是負面的信息
[00:05:53.760 --> 00:05:56.600]  所以我們也很希望了解多一點
[00:05:56.600 --> 00:05:59.520]  什麼叫做信耶穌的事
[00:05:59.520 --> 00:06:03.280]  接著保羅約了一群猶太人
[00:06:03.280 --> 00:06:06.600]  來到當中
[00:06:06.600 --> 00:06:08.960]  去約定日子
[00:06:08.960 --> 00:06:10.480]  去再說明
[00:06:10.480 --> 00:06:12.840]  什麼叫做相信耶穌
[00:06:12.840 --> 00:06:15.240]  其實保羅一開始就已經
[00:06:15.240 --> 00:06:16.960]  他講得很清楚
[00:06:16.960 --> 00:06:18.720]  我沒有離開過
[00:06:18.720 --> 00:06:21.360]  我們作為猶太人的
[00:06:21.360 --> 00:06:23.080]  宗教信仰的傳統
[00:06:23.080 --> 00:06:23.960]  我們只不過說
[00:06:23.960 --> 00:06:26.320]  我們相信耶穌就是
[00:06:26.320 --> 00:06:28.440]  在舊約聖經裡面
[00:06:28.440 --> 00:06:30.600]  上帝藉著摩西的律法
[00:06:30.600 --> 00:06:32.200]  藉著不同的先知
[00:06:32.200 --> 00:06:34.920]  所謂預言要來到地上
[00:06:34.920 --> 00:06:36.560]  要拯救人類
[00:06:36.560 --> 00:06:39.720]  要幫助我們認識上帝的
[00:06:39.720 --> 00:06:41.720]  那個僕人已經來了
[00:06:41.720 --> 00:06:43.920]  那個就是耶穌
[00:06:43.920 --> 00:06:49.440]  所以保羅他一直說明
[00:06:49.440 --> 00:06:51.000]  我一直下來都是一個
[00:06:51.000 --> 00:06:52.520]  忠心的猶太人
[00:06:52.520 --> 00:06:55.000]  無論按照我的血統
[00:06:55.000 --> 00:06:57.160]  無論按照我的信仰
[00:06:57.160 --> 00:06:59.760]  我始終都是一個猶太人
[00:06:59.760 --> 00:07:02.480]  未曾離開過上帝
[00:07:02.480 --> 00:07:06.160]  只不過我們這一群
[00:07:06.160 --> 00:07:07.560]  相信耶穌的人
[00:07:07.560 --> 00:07:10.800]  耶穌就是上帝所差派來的
[00:07:10.800 --> 00:07:12.400]  那個救主
[00:07:12.400 --> 00:07:14.600]  耶穌就是上帝所差派來的
[00:07:14.600 --> 00:07:15.600]  那個僕人
[00:07:15.600 --> 00:07:16.960]  讓到地上的人
[00:07:16.960 --> 00:07:20.000]  去認識上帝的那一位
[00:07:20.000 --> 00:07:21.920]  接著保羅說完之後
[00:07:21.920 --> 00:07:23.000]  聽眾的反應
[00:07:23.000 --> 00:07:24.600]  有不同的反應
[00:07:24.600 --> 00:07:25.680]  有些相信
[00:07:25.680 --> 00:07:27.040]  也有些不相信
[00:07:27.040 --> 00:07:29.360]  最後保羅用了一句
[00:07:29.360 --> 00:07:30.920]  很嚴厲的話
[00:07:30.920 --> 00:07:32.360]  跟我們說
[00:07:32.360 --> 00:07:33.880]  保羅說
[00:07:33.880 --> 00:07:36.240]  聖靈藉著先知耳俠所說的話
[00:07:36.240 --> 00:07:37.320]  是真實的
[00:07:37.320 --> 00:07:40.320]  用我們現在的說話來說
[00:07:40.320 --> 00:07:42.240]  有其父必有其子
[00:07:42.240 --> 00:07:43.560]  你們的祖宗
[00:07:43.560 --> 00:07:48.640]  如何封閉著自己的心
[00:07:48.640 --> 00:07:50.480]  讓自己不聽上帝的話
[00:07:50.480 --> 00:07:51.680]  這種態度
[00:07:51.680 --> 00:07:53.520]  今天你們同樣一樣
[00:07:53.520 --> 00:07:55.320]  你們封閉著自己的心
[00:07:55.320 --> 00:07:56.920]  不聽上帝的話
[00:07:56.920 --> 00:07:59.880]  以至上帝已經很清楚
[00:07:59.880 --> 00:08:01.000]  讓我們知道
[00:08:01.000 --> 00:08:03.560]  耶穌就是上帝所差派來的
[00:08:03.560 --> 00:08:04.680]  那個救主
[00:08:04.680 --> 00:08:08.040]  而你們不願意去相信
[00:08:08.040 --> 00:08:09.160]  在這裡
[00:08:09.160 --> 00:08:13.160]  其實耳俠所說的一段話
[00:08:13.160 --> 00:08:16.240]  其實意思就是說
[00:08:16.240 --> 00:08:18.800]  猶太人他們的心裡面
[00:08:18.800 --> 00:08:21.680]  基本上是不想相信上帝
[00:08:21.680 --> 00:08:24.120]  所以無論有多少先知
[00:08:24.120 --> 00:08:25.920]  無論說了多少話
[00:08:25.920 --> 00:08:27.560]  他們都是不聽的
[00:08:27.560 --> 00:08:29.640]  上帝說既然你們不聽
[00:08:29.640 --> 00:08:30.200]  好
[00:08:30.200 --> 00:08:31.840]  就讓你們不聽
[00:08:31.840 --> 00:08:33.280]  讓你們聽不到
[00:08:33.280 --> 00:08:34.400]  其實讓你們聽不到
[00:08:34.400 --> 00:08:36.200]  也是一個審判
[00:08:36.200 --> 00:08:39.160]  所以保羅在這裡說出
[00:08:39.160 --> 00:08:40.960]  既然你們拒絕
[00:08:40.960 --> 00:08:42.240]  那我就將這個福音
[00:08:42.240 --> 00:08:45.760]  傳給外邦人去知道
[00:08:45.760 --> 00:08:47.960]  福音就傳給外邦人
[00:08:47.960 --> 00:08:49.360]  即不是猶太人的人
[00:08:49.360 --> 00:08:51.800]  都有機會去相信耶穌
[00:08:51.800 --> 00:08:52.680]  然後到最後
[00:08:52.680 --> 00:08:57.480]  救恩的訊息就傳給外邦人
[00:08:57.480 --> 00:08:59.680]  而且保羅路加在這裡說
[00:08:59.680 --> 00:09:01.960]  外邦人聽見福音
[00:09:01.960 --> 00:09:04.760]  那個反應比你們一定好
[00:09:04.760 --> 00:09:05.760]  你們不接受
[00:09:05.760 --> 00:09:07.480]  但有很多外邦人聽見之後
[00:09:07.480 --> 00:09:08.760]  他們都會接受
[00:09:08.760 --> 00:09:11.000]  這個就是上帝所賜給我們
[00:09:11.000 --> 00:09:12.680]  永恆的福氣
[00:09:12.680 --> 00:09:14.520]  接著保羅繼續在自己的房屋
[00:09:14.520 --> 00:09:16.000]  租了兩年的時間
[00:09:16.000 --> 00:09:18.760]  有兩年的日子
[00:09:18.760 --> 00:09:20.680]  有可能去自己工作
[00:09:20.680 --> 00:09:22.440]  去維持自己的生活所需
[00:09:22.440 --> 00:09:24.440]  也有可能有人供應
[00:09:24.440 --> 00:09:27.920]  保羅生活的所需
[00:09:27.920 --> 00:09:29.880]  在這裡描述最後的畫面
[00:09:29.880 --> 00:09:34.040]  是描述到保羅放膽傳講神的道
[00:09:34.040 --> 00:09:35.880]  沒有人禁止
[00:09:35.880 --> 00:09:39.440]  在這裡可以說是一個側面去說
[00:09:39.440 --> 00:09:41.840]  人對保羅的控訴
[00:09:41.840 --> 00:09:43.520]  其實都是偽造的
[00:09:43.520 --> 00:09:45.640]  所有的控訴都是假的
[00:09:45.640 --> 00:09:47.280]  保羅在這裡很自由地
[00:09:47.280 --> 00:09:48.960]  將福音傳開
[00:09:48.960 --> 00:09:50.200]  其實在這裡
[00:09:50.200 --> 00:09:52.960]  他講出一個很重要的信息
[00:09:52.960 --> 00:09:55.680]  就是說人一切的難阻
[00:09:55.680 --> 00:09:57.320]  人一切敵對的工作
[00:09:57.320 --> 00:09:59.000]  一對敵對的勢力
[00:09:59.000 --> 00:10:00.680]  對福音的難阻
[00:10:00.680 --> 00:10:02.280]  完全沒有果效
[00:10:02.280 --> 00:10:05.800]  最終福音是會繼續去抗戰
[00:10:05.800 --> 00:10:06.760]  人的難阻
[00:10:06.760 --> 00:10:11.720]  是不可以有任何的結果
[00:10:11.720 --> 00:10:16.280]  在這最後的少林寺
[00:10:16.280 --> 00:10:17.360]  最後那幾章的聖經
[00:10:17.360 --> 00:10:18.360]  如果大家還記得
[00:10:18.360 --> 00:10:23.520]  保羅從耶路撒冷到羅馬的過程中
[00:10:23.520 --> 00:10:26.960]  在海上遇到很多大風
[00:10:26.960 --> 00:10:31.360]  幾乎整艘船都翻船
[00:10:31.360 --> 00:10:33.600]  全船的人都可能失去生命
[00:10:33.600 --> 00:10:36.320]  也有兵兵想殺害他們
[00:10:36.320 --> 00:10:39.080]  上帝也藉著八夫長
[00:10:39.080 --> 00:10:42.640]  拯救了保羅和全船的囚犯生命
[00:10:42.640 --> 00:10:44.080]  接著保羅上岸
[00:10:44.080 --> 00:10:49.240]  被毒蛇咬傷
[00:10:49.240 --> 00:10:53.080]  整個過程都好像有計劃
[00:10:53.080 --> 00:10:57.120]  逼著保羅不可以去羅馬
[00:10:57.120 --> 00:10:59.000]  為上帝作見證
[00:10:59.000 --> 00:11:03.560]  不過路加在未遇到這件事之前
[00:11:03.560 --> 00:11:05.440]  耶穌已經對保羅說
[00:11:05.440 --> 00:11:08.920]  你一定平安到達耶路撒冷這個地方
[00:11:08.920 --> 00:11:10.680]  去為我作見證
[00:11:10.680 --> 00:11:12.200]  雖然有很多困難
[00:11:12.200 --> 00:11:15.280]  但最後你一定會到達這個地方
[00:11:15.280 --> 00:11:16.920]  到達羅馬的地方
[00:11:16.920 --> 00:11:21.400]  去為我作見證
[00:11:21.400 --> 00:11:24.360]  這段經文有幾個重要的訊息
[00:11:24.360 --> 00:11:27.640]  是配合整卷《舍蘭傳》所說的內容
[00:11:27.640 --> 00:11:31.200]  《舍蘭傳》其實是說福音的擴展
[00:11:31.200 --> 00:11:34.240]  福音如何從幾個人開始
[00:11:34.240 --> 00:11:37.240]  慢慢一步形成更大的群體
[00:11:37.240 --> 00:11:38.800]  由近到遠
[00:11:38.800 --> 00:11:43.400]  可以說整個《舍蘭傳》是說福音初期教會的發展歷史
[00:11:43.400 --> 00:11:45.120]  福音的擴展史
[00:11:45.120 --> 00:11:49.240]  接著一個人心沒有預備
[00:11:49.240 --> 00:11:50.880]  環境沒有預備的情況下
[00:11:50.880 --> 00:11:53.800]  為什麼可以這樣發生呢?
[00:11:53.800 --> 00:11:55.880]  其實聖經的作者就說
[00:11:55.880 --> 00:11:58.360]  因為背後有上帝自己的工作
[00:11:58.360 --> 00:12:00.800]  上帝藉著聖靈的工作
[00:12:00.800 --> 00:12:02.680]  上帝的工作也有兩部分
[00:12:02.680 --> 00:12:05.160]  第一就是藉著很多神蹟奇事
[00:12:05.160 --> 00:12:09.800]  如果大家去看初期《舍蘭傳》
[00:12:09.800 --> 00:12:12.440]  描述到試圖有能力
[00:12:12.440 --> 00:12:14.720]  讓一些已死的人復活
[00:12:14.720 --> 00:12:16.520]  有些重病的人
[00:12:16.520 --> 00:12:18.160]  就是治不好的人的病
[00:12:18.160 --> 00:12:21.080]  能夠藉著神蹟奇事康復
[00:12:21.080 --> 00:12:22.880]  上帝藉著一個這樣的工作
[00:12:22.880 --> 00:12:24.280]  讓福音的擴展
[00:12:24.280 --> 00:12:26.040]  但更重要的就是
[00:12:26.040 --> 00:12:29.320]  聖靈的工作在信徒的身上彰顯
[00:12:29.320 --> 00:12:33.040]  讓一班信徒無論遇到多大的困難
[00:12:33.040 --> 00:12:34.920]  仍然堅持信仰
[00:12:34.920 --> 00:12:38.520]  將福音繼續一步一步地傳開
[00:12:38.520 --> 00:12:41.840]  這一段經文其實配合整個《舍蘭傳》裡面
[00:12:41.840 --> 00:12:44.240]  一個很重要的這幾方面的信息
[00:12:44.240 --> 00:12:46.760]  我都希望從這三方面的信息
[00:12:46.760 --> 00:12:51.080]  去跟大家做一個深一步的思想
[00:12:51.080 --> 00:12:54.720]  第一方面就是福音的擴展
[00:12:54.720 --> 00:12:56.120]  整個《舍蘭傳》就是在說
[00:12:56.120 --> 00:13:00.680]  信耶穌的人如何將福音一步一步地傳開
[00:13:00.680 --> 00:13:03.440]  然後他問什麼叫做福音呢?
[00:13:03.440 --> 00:13:06.880]  福音是什麼呢?
[00:13:06.880 --> 00:13:08.680]  其實在《舍蘭傳》
[00:13:08.680 --> 00:13:10.680]  福音有兩個很重要的內容
[00:13:10.680 --> 00:13:15.280]  第一個內容就是證明耶穌是基督
[00:13:15.280 --> 00:13:16.840]  現在我們說耶穌是基督
[00:13:16.840 --> 00:13:18.200]  耶穌是一個名字
[00:13:18.200 --> 00:13:19.840]  基督是一個稱呼
[00:13:19.840 --> 00:13:21.040]  基督的意思就是說
[00:13:21.040 --> 00:13:22.560]  在舊約的聖經裡面
[00:13:22.560 --> 00:13:24.720]  提到上帝藉著不同的先知
[00:13:24.720 --> 00:13:25.920]  在不同的時代都會說
[00:13:25.920 --> 00:13:30.600]  將來會有一個上帝所差派來的僕人來到
[00:13:30.600 --> 00:13:35.200]  去帶領地上的人去認識上帝
[00:13:35.200 --> 00:13:36.440]  用了很長的時間
[00:13:36.440 --> 00:13:38.800]  用了不同的先知
[00:13:38.800 --> 00:13:40.000]  上帝不同的僕人
[00:13:40.000 --> 00:13:42.360]  去將一個信息去顯明出來
[00:13:42.360 --> 00:13:45.200]  其實初期教會的信徒就是證明
[00:13:45.200 --> 00:13:47.000]  耶穌就是那一位
[00:13:47.000 --> 00:13:49.120]  耶穌就是舊約聖經裡面
[00:13:49.120 --> 00:13:51.520]  所一直預言的那一個離道
[00:13:51.520 --> 00:13:54.320]  所以用耶穌在地上所作的事
[00:13:54.320 --> 00:13:56.760]  所發生的事去證明
[00:13:56.760 --> 00:13:58.200]  耶穌就是應驗了
[00:13:58.200 --> 00:14:01.320]  在舊約聖經不同的先知所說的那一位
[00:14:01.320 --> 00:14:02.200]  來到了
[00:14:02.200 --> 00:14:04.280]  耶穌就是那一位
[00:14:04.280 --> 00:14:06.400]  上帝差派來的救主
[00:14:06.400 --> 00:14:09.520]  第二個很重要的信息就是內容
[00:14:09.520 --> 00:14:12.400]  就是一班初期教會的門徒
[00:14:12.400 --> 00:14:15.520]  說我見過死而復活的耶穌
[00:14:15.520 --> 00:14:18.520]  耶穌被受審埋葬
[00:14:18.520 --> 00:14:20.400]  死了,然後復活
[00:14:20.400 --> 00:14:23.760]  所以保羅在聖經裡面所說
[00:14:23.760 --> 00:14:25.720]  如果耶穌沒有復活
[00:14:25.720 --> 00:14:28.320]  就是他死了
[00:14:28.320 --> 00:14:29.320]  而沒有復活
[00:14:29.320 --> 00:14:31.320]  我們所信的一切都是謊言
[00:14:31.320 --> 00:14:33.320]  在初期教會我們見到有很多門徒
[00:14:33.320 --> 00:14:35.520]  他說我見過這個復活的耶穌
[00:14:35.520 --> 00:14:38.840]  我證明,我為此而作見證
[00:14:38.840 --> 00:14:40.040]  不單止這樣
[00:14:40.040 --> 00:14:44.040]  我們願為這個見證而付上任何的代價
[00:14:44.040 --> 00:14:45.480]  所以大家看《斯坦傳》
[00:14:45.480 --> 00:14:46.720]  你見到就是
[00:14:46.720 --> 00:14:49.360]  當他們說我見過這個復活的耶穌的時候
[00:14:49.360 --> 00:14:51.040]  有很多政府的官員就抓了他們
[00:14:51.040 --> 00:14:52.320]  然後叫他們不要再說了
[00:14:52.320 --> 00:14:53.640]  你們不要再傳了
[00:14:53.640 --> 00:14:56.480]  有很多政治的壓迫力量
[00:14:56.480 --> 00:15:00.040]  去讓他們,叫他們不要再說了
[00:15:00.040 --> 00:15:01.440]  但是一班門徒說
[00:15:01.440 --> 00:15:03.840]  我們真的見過這個復活的耶穌
[00:15:03.840 --> 00:15:05.840]  不單止一個門徒,兩個門徒
[00:15:05.840 --> 00:15:08.360]  很多人都說我們見過這個復活的耶穌
[00:15:08.360 --> 00:15:10.320]  所以我們不能夠不說
[00:15:10.320 --> 00:15:13.040]  就算你怎樣對我們,我們都照樣說
[00:15:13.040 --> 00:15:14.680]  你怎樣對我都好
[00:15:14.680 --> 00:15:16.640]  我仍然會繼續傳講
[00:15:16.640 --> 00:15:19.800]  我們見過這個復活的耶穌
[00:15:19.800 --> 00:15:21.680]  福音是什麼呢?
[00:15:21.680 --> 00:15:27.040]  福音不是說我們相信耶穌是一個偉大的人
[00:15:27.040 --> 00:15:30.400]  祂的生命很偉大
[00:15:30.400 --> 00:15:32.680]  我們值得去學習
[00:15:32.680 --> 00:15:36.600]  成為我們學習的榜樣
[00:15:36.600 --> 00:15:39.840]  中國,近代中國,大約一百年前
[00:15:39.840 --> 00:15:41.560]  從歷史角度不是很遠
[00:15:41.560 --> 00:15:42.880]  一百年前
[00:15:42.880 --> 00:15:44.800]  可能大家未必很清楚
[00:15:44.800 --> 00:15:47.000]  一百年前的中國其實是很混亂的
[00:15:47.000 --> 00:15:51.840]  亡國的意識很強
[00:15:51.840 --> 00:15:53.160]  中國亡了
[00:15:53.160 --> 00:15:56.440]  當時有很多人提出不同的救國方案
[00:15:56.440 --> 00:15:58.160]  怎樣可以救中國呢?
[00:15:58.160 --> 00:16:00.360]  其中有一個說法是
[00:16:00.360 --> 00:16:02.040]  中國為什麼會亡呢?
[00:16:02.040 --> 00:16:04.920]  就是因為中國人的品格不行
[00:16:04.920 --> 00:16:06.760]  中國人的品格淪亡了
[00:16:06.760 --> 00:16:09.200]  所以我們要建立中國人的品格
[00:16:09.200 --> 00:16:11.600]  所以中國就要建立起來
[00:16:11.600 --> 00:16:14.840]  所以當時有一個叫人格救國
[00:16:14.840 --> 00:16:16.080]  當時有些人就
[00:16:16.080 --> 00:16:17.640]  就算耶穌說
[00:16:17.640 --> 00:16:18.760]  這樣就對了
[00:16:18.760 --> 00:16:21.080]  耶穌是一個偉大的人格
[00:16:21.080 --> 00:16:23.440]  所以我們學習耶穌的偉大人格
[00:16:23.440 --> 00:16:24.640]  偉大的愛
[00:16:24.640 --> 00:16:26.600]  中國就有希望了
[00:16:26.600 --> 00:16:30.400]  所以把耶穌作為一個學習的榜樣
[00:16:30.400 --> 00:16:32.720]  但是福音是不是這樣呢?
[00:16:32.720 --> 00:16:35.520]  福音是不是耶穌就是我們的榜樣這麼簡單呢?
[00:16:35.520 --> 00:16:37.120]  當然我們可以說
[00:16:37.120 --> 00:16:40.080]  耶穌某程度是我們學習的榜樣
[00:16:40.080 --> 00:16:41.520]  祂怎樣去跟從上帝
[00:16:41.520 --> 00:16:43.960]  我們學習祂怎樣跟從上帝
[00:16:43.960 --> 00:16:46.560]  但是福音就是說
[00:16:46.560 --> 00:16:50.040]  耶穌是我們生命的主
[00:16:50.040 --> 00:16:52.320]  耶穌救了我們
[00:16:52.320 --> 00:16:55.360]  祂釘在十字架上承擔了我們的罪
[00:16:55.360 --> 00:16:57.400]  祂也是我們生命的主
[00:16:57.400 --> 00:16:58.720]  祂是主
[00:16:58.720 --> 00:17:01.200]  我們願意跟從祂
[00:17:01.200 --> 00:17:04.320]  而以色列人的問題是什麼呢?
[00:17:04.320 --> 00:17:06.880]  他們在形式上有很多宗教活動
[00:17:06.880 --> 00:17:09.120]  有很多宗教的禮儀
[00:17:09.120 --> 00:17:11.680]  如果先知問他們
[00:17:11.680 --> 00:17:13.680]  你們是不是仍然跟從上帝呢?
[00:17:13.680 --> 00:17:14.880]  一班以色列人就會說
[00:17:14.880 --> 00:17:17.080]  是,我們是跟從上帝
