
[00:00:00.000 --> 00:00:02.000]  在唐慶主日的時候
[00:02:53.820 --> 00:02:56.540]  但義理是其中的一個
[00:02:56.540 --> 00:03:01.820]  這些總督要在不同的地區裡面
[00:03:01.820 --> 00:03:03.420]  去做兩種主要的工作
[00:03:03.420 --> 00:03:05.500]  第一就是徵稅
[00:03:05.500 --> 00:03:10.700]  第二就是防止那個區裡面有任何的動亂
[00:03:10.700 --> 00:03:15.260]  在這裡設立三個總長
[00:03:15.260 --> 00:03:18.540]  就是要免得王受虧損
[00:03:18.540 --> 00:03:22.380]  就是一些總督他要徵稅的時候
[00:03:22.380 --> 00:03:24.940]  他要將稅款上繳中央
[00:03:24.940 --> 00:03:27.660]  但當時可能有些不同的總督
[00:03:27.660 --> 00:03:29.980]  會不會有些貪婪的在這裡
[00:03:29.980 --> 00:03:35.020]  所以這些總長就要去為王監察著這些總督
[00:03:35.020 --> 00:03:40.620]  讓應該要有的稅項來到國家裡面
[00:03:40.620 --> 00:03:45.420]  但義理很看得起
[00:03:45.420 --> 00:03:48.700]  在這裡形容但義理有美好的靈性
[00:03:48.700 --> 00:03:54.540]  接著也說到他有一個超凡的能管理的能力
[00:03:54.540 --> 00:03:57.340]  他在三個總長之上
[00:03:57.340 --> 00:04:01.900]  他比其他兩個總長更有能力
[00:04:01.900 --> 00:04:04.060]  但義理更加看得起他
[00:04:04.060 --> 00:04:09.260]  在這裡但義理希望他成為全國的首相
[00:04:09.260 --> 00:04:12.140]  幫助統管全國
[00:04:12.140 --> 00:04:14.140]  就在這個時候
[00:04:14.140 --> 00:04:16.140]  在第四至第九節
[00:04:16.140 --> 00:04:19.100]  就說到但義理的同僚
[00:04:19.100 --> 00:04:22.700]  就是他的很多同僚
[00:04:22.700 --> 00:04:25.820]  他們就不值得但義理
[00:04:25.820 --> 00:04:28.460]  為什麼你是一個亡國奴
[00:04:28.460 --> 00:04:31.020]  為什麼大利烏王會這麼看得起你
[00:04:31.020 --> 00:04:35.420]  為什麼我們身為本地人
[00:04:35.420 --> 00:04:39.900]  和他同族的人都沒有這麼好的待遇
[00:04:39.900 --> 00:04:43.580]  所以這一群人就聯同起來
[00:04:43.580 --> 00:04:46.460]  如何去陷害但義理
[00:04:46.460 --> 00:04:47.900]  某程度上我們去說
[00:04:47.900 --> 00:04:49.900]  這個也是宮廷鬥爭劇
[00:04:49.900 --> 00:04:52.940]  如果你習慣看電視的話
[00:04:52.940 --> 00:04:55.420]  在宮廷裡面有很多這樣的鬥爭
[00:04:55.420 --> 00:04:57.420]  接著這一群人就去想
[00:04:57.420 --> 00:05:01.580]  去看看但義理有什麼問題
[00:05:01.580 --> 00:05:03.580]  讓我們參與一本
[00:05:03.580 --> 00:05:06.380]  首先但義理的敵人
[00:05:06.380 --> 00:05:09.980]  他的同僚就在他的工作上
[00:05:09.980 --> 00:05:11.980]  在他個人的品格上
[00:05:11.980 --> 00:05:13.980]  去找一些錯處
[00:05:13.980 --> 00:05:17.500]  找了很久但也找不到
[00:05:17.500 --> 00:05:20.540]  在但義理個人的品格上
[00:05:20.540 --> 00:05:22.540]  和在工作表現上
[00:05:22.540 --> 00:05:24.060]  可以用四個字去形容
[00:05:24.060 --> 00:05:26.060]  無懈可擊
[00:05:26.060 --> 00:05:28.060]  沒有任何的錯處
[00:05:28.060 --> 00:05:30.060]  可以被他們找到
[00:05:30.060 --> 00:05:33.100]  因為但義理對上帝忠心
[00:05:33.100 --> 00:05:35.100]  辦事都很謹慎
[00:05:35.100 --> 00:05:36.140]  全力以赴
[00:05:36.140 --> 00:05:38.140]  所以每件事都可以做得很好
[00:05:38.140 --> 00:05:41.820]  沒有任何的瑕疵可以被人抽清
[00:05:41.820 --> 00:05:44.620]  接著他的敵人就去想
[00:05:44.620 --> 00:05:46.620]  如果要找他的錯處
[00:05:46.620 --> 00:05:49.580]  除非在他的信仰裡面
[00:05:49.580 --> 00:05:51.580]  去找他的錯處
[00:05:51.580 --> 00:05:53.580]  去找他的問題
[00:05:53.580 --> 00:05:54.540]  接著他們就發覺
[00:05:54.540 --> 00:05:56.540]  但義理有一個習慣
[00:05:56.540 --> 00:05:58.540]  就是一天三次
[00:05:58.540 --> 00:06:00.540]  都會打開窗戶
[00:06:00.540 --> 00:06:02.540]  向著耶路撒冷去祈禱
[00:06:02.540 --> 00:06:04.540]  他們找到但義理
[00:06:04.540 --> 00:06:06.540]  有這個信仰上的習慣
[00:06:06.540 --> 00:06:08.540]  接著就藉著這件事
[00:06:08.540 --> 00:06:10.540]  他們想了一條
[00:06:10.540 --> 00:06:12.540]  相當
[00:06:12.540 --> 00:06:14.540]  從人間的角度去說
[00:06:14.540 --> 00:06:16.540]  相當聰明
[00:06:16.540 --> 00:06:18.540]  從另一個角度去說
[00:06:18.540 --> 00:06:20.540]  相當陰險的一個計謀
[00:06:20.540 --> 00:06:22.540]  他們就向大利烏王
[00:06:22.540 --> 00:06:24.540]  提出一個禁令
[00:06:24.540 --> 00:06:26.540]  向大利烏王說
[00:06:26.540 --> 00:06:28.540]  王啊
[00:06:28.540 --> 00:06:30.540]  你立下一條禁令
[00:06:30.540 --> 00:06:32.540]  這條禁令就是
[00:06:32.540 --> 00:06:34.540]  三十天內
[00:06:34.540 --> 00:06:36.540]  沒有任何人可以向神明
[00:06:36.540 --> 00:06:38.540]  去祈禱
[00:06:38.540 --> 00:06:40.540]  如果違反的話
[00:06:40.540 --> 00:06:42.540]  就會被扔進獅子坑裡面
[00:06:42.540 --> 00:06:44.540]  就是死刑
[00:06:44.540 --> 00:06:46.540]  誰違反就誰有死刑
[00:06:46.540 --> 00:06:48.540]  當時大利烏王
[00:06:48.540 --> 00:06:50.540]  聽見這個上書的時候
[00:06:50.540 --> 00:06:52.540]  他就去接納
[00:06:52.540 --> 00:06:54.540]  這個請求
[00:06:54.540 --> 00:06:56.540]  有不同的原因
[00:06:56.540 --> 00:06:58.540]  他在這裡因為
[00:06:58.540 --> 00:07:00.540]  第一步就是
[00:07:00.540 --> 00:07:02.540]  大利烏王是不知道
[00:07:02.540 --> 00:07:04.540]  這一班大臣定下一個禁令
[00:07:04.540 --> 00:07:06.540]  是要陷害但義理
[00:07:06.540 --> 00:07:08.540]  他是不知道的
[00:07:08.540 --> 00:07:10.540]  第二就是
[00:07:10.540 --> 00:07:12.540]  這個禁令也可以考驗
[00:07:12.540 --> 00:07:14.540]  人民對他的一個信服
[00:07:14.540 --> 00:07:16.540]  間接將他的地位
[00:07:16.540 --> 00:07:18.540]  去提升
[00:07:18.540 --> 00:07:20.540]  成為他在地上
[00:07:20.540 --> 00:07:22.540]  神明的一個代表
[00:07:22.540 --> 00:07:24.540]  所以
[00:07:24.540 --> 00:07:26.540]  大利烏王很快的
[00:07:26.540 --> 00:07:28.540]  就批准了這個禁令
[00:07:28.540 --> 00:07:30.540]  也可以這麼說
[00:07:30.540 --> 00:07:32.540]  這個禁令也是三十天
[00:07:32.540 --> 00:07:34.540]  不是長期的禁令
[00:07:34.540 --> 00:07:36.540]  所以比較容易通過
[00:07:36.540 --> 00:07:38.540]  就在這個時候
[00:07:38.540 --> 00:07:40.540]  這個禁令
[00:07:40.540 --> 00:07:42.540]  得到大利烏王批准
[00:07:42.540 --> 00:07:44.540]  就公佈全國
[00:07:44.540 --> 00:07:46.540]  在第十至第十八節
[00:07:46.540 --> 00:07:48.540]  就記載
[00:07:48.540 --> 00:07:50.540]  記載
[00:07:50.540 --> 00:07:52.540]  但義理的際遇
[00:07:52.540 --> 00:07:54.540]  但義理聽見
[00:07:54.540 --> 00:07:56.540]  王的一個禁令的時候
[00:07:56.540 --> 00:07:58.540]  究竟他怎麼做呢
[00:07:58.540 --> 00:08:00.540]  他有什麼反應呢
[00:08:00.540 --> 00:08:02.540]  這一段經文裡面
[00:08:02.540 --> 00:08:04.540]  由第十節到第十八節
[00:08:04.540 --> 00:08:06.540]  就記載著但義理
[00:08:06.540 --> 00:08:08.540]  對上帝一份忠心和信靠
[00:08:08.540 --> 00:08:10.540]  當他聽見
[00:08:10.540 --> 00:08:12.540]  一個禁令的內容
[00:08:12.540 --> 00:08:14.540]  他也知道違反禁令的結果
[00:08:14.540 --> 00:08:16.540]  他知道
[00:08:16.540 --> 00:08:18.540]  當他知道的時候
[00:08:18.540 --> 00:08:20.540]  他做什麼呢
[00:08:20.540 --> 00:08:22.540]  聖經形容
[00:08:22.540 --> 00:08:24.540]  他如素常一樣
[00:08:24.540 --> 00:08:26.540]  跟著去祈禱
[00:08:26.540 --> 00:08:28.540]  他的禱告也有特點
[00:08:28.540 --> 00:08:30.540]  就是
[00:08:30.540 --> 00:08:32.540]  固定的地方
[00:08:32.540 --> 00:08:34.540]  仍然在固定的地方
[00:08:34.540 --> 00:08:36.540]  去祈禱
[00:08:36.540 --> 00:08:38.540]  仍然打開窗戶
[00:08:38.540 --> 00:08:40.540]  面向耶路撒冷去祈禱
[00:08:40.540 --> 00:08:42.540]  仍然一天三次
[00:08:42.540 --> 00:08:44.540]  去祈禱
[00:08:44.540 --> 00:08:46.540]  跪在地上
[00:08:46.540 --> 00:08:48.540]  有一個禱告
[00:08:48.540 --> 00:08:50.540]  在禱告的內容裡
[00:08:50.540 --> 00:08:52.540]  他有祈求
[00:08:52.540 --> 00:08:54.540]  也有感恩
[00:08:54.540 --> 00:08:56.540]  有祈求有感恩
[00:08:56.540 --> 00:08:58.540]  他的祈禱是沒有間斷
[00:08:58.540 --> 00:09:00.540]  每天都是這樣
[00:09:00.540 --> 00:09:02.540]  當他做了這樣的行動之後
[00:09:02.540 --> 00:09:04.540]  他的敵人
[00:09:04.540 --> 00:09:06.540]  一見到
[00:09:06.540 --> 00:09:08.540]  當然正中下懷
[00:09:08.540 --> 00:09:10.540]  機會來了
[00:09:10.540 --> 00:09:12.540]  他們馬上去到
[00:09:12.540 --> 00:09:14.540]  王面前提出一個控訴
[00:09:14.540 --> 00:09:16.540]  在第十
[00:09:16.540 --> 00:09:18.540]  在這段經文裡
[00:09:18.540 --> 00:09:20.540]  這段
[00:09:20.540 --> 00:09:22.540]  但義烈的敵人
[00:09:22.540 --> 00:09:24.540]  對但義烈有三次的控訴
[00:09:24.540 --> 00:09:26.540]  重申這個控訴
[00:09:26.540 --> 00:09:28.540]  他來到王面前
[00:09:28.540 --> 00:09:30.540]  首先是說
[00:09:30.540 --> 00:09:32.540]  王啊,你是否立了一條禁令
[00:09:32.540 --> 00:09:34.540]  三十天內
[00:09:34.540 --> 00:09:36.540]  不准任何人向神明去祈禱
[00:09:36.540 --> 00:09:38.540]  確定第一個內容
[00:09:38.540 --> 00:09:40.540]  當時沒有說但義烈犯了這個內容
[00:09:40.540 --> 00:09:42.540]  第一次不說
[00:09:42.540 --> 00:09:44.540]  第一次就對但義烈說
[00:09:44.540 --> 00:09:46.540]  你是否立了這個禁令
[00:09:46.540 --> 00:09:48.540]  當然是立了這個禁令
[00:09:48.540 --> 00:09:50.540]  接著第二步
[00:09:50.540 --> 00:09:52.540]  再對大利烏王說
[00:09:52.540 --> 00:09:54.540]  但義烈犯了這個禁令
[00:09:54.540 --> 00:09:56.540]  犯了這個禁令
[00:09:56.540 --> 00:09:58.540]  他們也沒有說禁令的刑罰
[00:09:58.540 --> 00:10:00.540]  其實他們是希望
[00:10:00.540 --> 00:10:02.540]  大利烏王自己去說出這個刑罰
[00:10:02.540 --> 00:10:04.540]  你怎樣去處置
[00:10:04.540 --> 00:10:06.540]  但義烈
[00:10:06.540 --> 00:10:08.540]  第三步再進逼的
[00:10:08.540 --> 00:10:10.540]  就是
[00:10:10.540 --> 00:10:12.540]  馬代人和波斯人
[00:10:12.540 --> 00:10:14.540]  在我們民族裡
[00:10:14.540 --> 00:10:16.540]  王定立了的東西
[00:10:16.540 --> 00:10:18.540]  是不能更改的
[00:10:18.540 --> 00:10:20.540]  即是說王你自己也不能更改這個禁令
[00:10:20.540 --> 00:10:22.540]  迫到王去死地
[00:10:22.540 --> 00:10:24.540]  就算在聖經形容
[00:10:24.540 --> 00:10:26.540]  大利烏王知道這件事後
[00:10:26.540 --> 00:10:28.540]  他其實很想幫但義烈
[00:10:28.540 --> 00:10:30.540]  他很想救但義烈
[00:10:30.540 --> 00:10:32.540]  但被大神一步一步進逼
[00:10:32.540 --> 00:10:34.540]  去到連他自己
[00:10:34.540 --> 00:10:36.540]  雖然
[00:10:36.540 --> 00:10:38.540]  即是皇帝
[00:10:38.540 --> 00:10:40.540]  他也不能去救但義烈
[00:10:40.540 --> 00:10:42.540]  在這個時候
[00:10:42.540 --> 00:10:44.540]  只能將但義烈
[00:10:44.540 --> 00:10:46.540]  拎在獅子坑中
[00:10:46.540 --> 00:10:48.540]  當時大利烏王能夠做的是什麼呢
[00:10:48.540 --> 00:10:50.540]  就是將但義烈
[00:10:50.540 --> 00:10:52.540]  放進獅子坑中的時候
[00:10:52.540 --> 00:10:54.540]  就跟但義烈說
[00:10:54.540 --> 00:10:56.540]  但義烈
[00:10:56.540 --> 00:10:58.540]  你所嘗侍奉的上帝
[00:10:58.540 --> 00:11:00.540]  必然救你
[00:11:00.540 --> 00:11:02.540]  你所嘗侍奉的上帝
[00:11:02.540 --> 00:11:04.540]  必然救你
[00:11:04.540 --> 00:11:06.540]  可以說
[00:11:06.540 --> 00:11:08.540]  作為一個但義烈的安慰
[00:11:08.540 --> 00:11:10.540]  當時的王的心情
[00:11:10.540 --> 00:11:12.540]  很沉重
[00:11:12.540 --> 00:11:14.540]  吃不下飯
[00:11:14.540 --> 00:11:16.540]  睡不著
[00:11:16.540 --> 00:11:18.540]  一夜不能成眠
[00:11:18.540 --> 00:11:20.540]  在19-24節
[00:11:20.540 --> 00:11:22.540]  接著再說
[00:11:22.540 --> 00:11:24.540]  這個事件的發生
[00:11:24.540 --> 00:11:26.540]  繼續是怎樣呢
[00:11:26.540 --> 00:11:28.540]  在這裡可以說
[00:11:28.540 --> 00:11:30.540]  在過程裡面
[00:11:30.540 --> 00:11:32.540]  見到大利烏王很照顧
[00:11:32.540 --> 00:11:34.540]  很想幫但義烈
[00:11:34.540 --> 00:11:36.540]  睡不著
[00:11:36.540 --> 00:11:38.540]  一大清早
[00:11:38.540 --> 00:11:40.540]  就去看看但義烈的安危
[00:11:40.540 --> 00:11:42.540]  按照當時的律法
[00:11:42.540 --> 00:11:44.540]  如果一個人犯了很重的罪
[00:11:44.540 --> 00:11:46.540]  他拋在獅子坑中
[00:11:46.540 --> 00:11:48.540]  如果他不死
[00:11:48.540 --> 00:11:50.540]  他就可以無罪釋放
[00:11:50.540 --> 00:11:52.540]  因為在顯明
[00:11:52.540 --> 00:11:54.540]  他是無辜的
[00:11:54.540 --> 00:11:56.540]  在這樣的情況下
[00:11:56.540 --> 00:11:58.540]  他死都不死
[00:11:58.540 --> 00:12:00.540]  一定是他的神明救他
[00:12:00.540 --> 00:12:02.540]  所以在當時
[00:12:02.540 --> 00:12:04.540]  如果你拋在獅子坑中
[00:12:04.540 --> 00:12:06.540]  你不死的話
[00:12:06.540 --> 00:12:08.540]  你就可以無罪釋放
[00:12:08.540 --> 00:12:10.540]  但利烏王其實
[00:12:10.540 --> 00:12:12.540]  他也很期望
[00:12:12.540 --> 00:12:14.540]  但義烈有一線生機
[00:12:14.540 --> 00:12:16.540]  其實他也期望
[00:12:16.540 --> 00:12:18.540]  但義烈所侍奉的上帝
[00:12:18.540 --> 00:12:20.540]  或者會救他
[00:12:20.540 --> 00:12:22.540]  他來到的時候
[00:12:22.540 --> 00:12:24.540]  但義烈果然仍然在生
[00:12:24.540 --> 00:12:26.540]  他問但義烈
[00:12:26.540 --> 00:12:28.540]  你還在嗎
[00:12:28.540 --> 00:12:30.540]  我還在
[00:12:30.540 --> 00:12:32.540]  但義烈說
[00:12:32.540 --> 00:12:34.540]  上帝命獅子
[00:12:34.540 --> 00:12:36.540]  吩咐天使
[00:12:36.540 --> 00:12:38.540]  封住獅子的口
[00:12:38.540 --> 00:12:40.540]  使他不能傷害我
[00:12:40.540 --> 00:12:42.540]  中人救出了但義烈
[00:12:42.540 --> 00:12:44.540]  但義烈有一個解釋
[00:12:44.540 --> 00:12:46.540]  為什麼上帝保護我
[00:12:46.540 --> 00:12:48.540]  他給了兩個理由
[00:12:48.540 --> 00:12:50.540]  第一個理由
[00:12:50.540 --> 00:12:52.540]  但義烈說我沒有做錯事
[00:12:52.540 --> 00:12:54.540]  第二在22節所說
[00:12:54.540 --> 00:12:56.540]  23節說
[00:12:56.540 --> 00:12:58.540]  因為我信靠上帝
[00:12:58.540 --> 00:13:00.540]  但義烈脫險後
[00:13:00.540 --> 00:13:02.540]  王按波斯人的律例
[00:13:02.540 --> 00:13:04.540]  處決攻擊但義烈的人
[00:13:04.540 --> 00:13:06.540]  的官員
[00:13:06.540 --> 00:13:08.540]  他們的家人也受到牽連
[00:13:08.540 --> 00:13:10.540]  接著在25-28節
[00:13:10.540 --> 00:13:12.540]  經過這件事後
[00:13:12.540 --> 00:13:14.540]  但利烏王再下了一道聖旨
[00:13:14.540 --> 00:13:16.540]  他的聖旨是說什麼呢
[00:13:16.540 --> 00:13:18.540]  就是要命人民
[00:13:18.540 --> 00:13:20.540]  尊崇但義烈所侍奉的上帝
[00:13:20.540 --> 00:13:22.540]  因為他沒有做錯事
[00:13:22.540 --> 00:13:24.540]  他沒有做錯事
[00:13:24.540 --> 00:13:26.540]  他就要命人民尊崇但義烈所侍奉的上帝
[00:13:26.540 --> 00:13:28.540]  這幾節的經文裡
[00:13:28.540 --> 00:13:30.540]  基本上揉合了
[00:13:30.540 --> 00:13:32.540]  但義烈書第二章
[00:13:32.540 --> 00:13:34.540]  第三章第五章
[00:13:34.540 --> 00:13:36.540]  對上帝的特性的描述
[00:13:36.540 --> 00:13:38.540]  在這段經文裡
[00:13:38.540 --> 00:13:40.540]  上帝是一個什麼樣的上帝呢
[00:13:40.540 --> 00:13:42.540]  上帝是一個
[00:13:42.540 --> 00:13:44.540]  很積極參與人類歷史的上帝
[00:13:44.540 --> 00:13:46.540]  他是掌管歷史進程的上帝
[00:13:46.540 --> 00:13:48.540]  他是一個永遠
[00:13:48.540 --> 00:13:50.540]  常存的上帝
[00:13:50.540 --> 00:13:52.540]  他的國度
[00:13:52.540 --> 00:13:54.540]  永不滅亡
[00:13:54.540 --> 00:13:56.540]  在人間的地上
[00:13:56.540 --> 00:13:58.540]  天上
[00:13:58.540 --> 00:14:00.540]  他是永遠掌權的上帝
[00:14:00.540 --> 00:14:02.540]  他保護敬畏他的人
[00:14:02.540 --> 00:14:04.540]  他會拯救人
[00:14:04.540 --> 00:14:06.540]  他行神跡騎士
[00:14:06.540 --> 00:14:08.540]  顯明他是真實上帝的主
[00:14:08.540 --> 00:14:10.540]  在這裡
[00:14:10.540 --> 00:14:12.540]  作者再去說
[00:14:12.540 --> 00:14:14.540]  他指出
[00:14:14.540 --> 00:14:16.540]  但義烈的敵人設計陷害但義烈
[00:14:16.540 --> 00:14:18.540]  但義烈沒有因此死亡
[00:14:18.540 --> 00:14:20.540]  反而如是坑通
[00:14:20.540 --> 00:14:22.540]  在一章的經文裡
[00:14:22.540 --> 00:14:24.540]  大利烏王
[00:14:24.540 --> 00:14:26.540]  下了兩道聖旨
[00:14:26.540 --> 00:14:28.540]  第一道聖旨是
[00:14:28.540 --> 00:14:30.540]  不准人民在三十天內
[00:14:30.540 --> 00:14:32.540]  向任何的神明祈禱
[00:14:32.540 --> 00:14:34.540]  第二次的降旨
[00:14:34.540 --> 00:14:36.540]  是要吩咐人民
[00:14:36.540 --> 00:14:38.540]  去敬拜敬崇
[00:14:38.540 --> 00:14:40.540]  但義烈所侍奉的上帝
[00:14:40.540 --> 00:14:42.540]  兩次的聖旨
[00:14:42.540 --> 00:14:44.540]  是很不同的內容
[00:14:44.540 --> 00:14:46.540]  中間夾雜著
[00:14:46.540 --> 00:14:48.540]  但義烈是忠心的
[00:14:48.540 --> 00:14:50.540]  如何在困難中
[00:14:50.540 --> 00:14:52.540]  仍然忠心的去敬拜
[00:14:52.540 --> 00:14:54.540]  跟從上帝
[00:14:54.540 --> 00:14:56.540]  就是因為
[00:14:56.540 --> 00:14:58.540]  上帝的權能彰顯
[00:14:58.540 --> 00:15:00.540]  但義烈的信心跟從
[00:15:00.540 --> 00:15:02.540]  就影響了第二次
[00:15:02.540 --> 00:15:04.540]  降下聖旨的內容
[00:15:04.540 --> 00:15:06.540]  是完全的不同
[00:15:06.540 --> 00:15:08.540]  這章的經文
[00:15:08.540 --> 00:15:10.540]  長不長
[00:15:10.540 --> 00:15:12.540]  短不短
[00:15:12.540 --> 00:15:14.540]  講述了一個歷史的事跡
[00:15:14.540 --> 00:15:16.540]  第六章
[00:15:16.540 --> 00:15:18.540]  第六章
[00:15:18.540 --> 00:15:20.540]  但義烈的經歷
[00:15:20.540 --> 00:15:22.540]  跟第三章
[00:15:22.540 --> 00:15:24.540]  但義烈的三個朋友的經歷
[00:15:24.540 --> 00:15:26.540]  其實有很多相似的地方
[00:15:26.540 --> 00:15:28.540]  也可以反映他們對
[00:15:28.540 --> 00:15:30.540]  上帝的心態
[00:15:30.540 --> 00:15:32.540]  為什麼他們
[00:15:32.540 --> 00:15:34.540]  在逆境
[00:15:34.540 --> 00:15:36.540]  在死亡的面前
[00:15:36.540 --> 00:15:38.540]  仍然甘於去面對
[00:15:38.540 --> 00:15:40.540]  這個死亡呢
[00:15:40.540 --> 00:15:42.540]  第一方面
[00:15:42.540 --> 00:15:44.540]  他們有同一個情況
[00:15:44.540 --> 00:15:46.540]  無論順境或逆境
[00:15:46.540 --> 00:15:48.540]  他們很認定
[00:15:48.540 --> 00:15:50.540]  上帝仍然是主
[00:15:50.540 --> 00:15:52.540]  上帝仍然是我的主
[00:15:52.540 --> 00:15:54.540]  當但義烈去聽聞
[00:15:54.540 --> 00:15:56.540]  這個預令之後
[00:15:56.540 --> 00:15:58.540]  他如常的回到家
[00:15:58.540 --> 00:16:00.540]  他在房間裡
[00:16:00.540 --> 00:16:02.540]  向著耶路撒冷去祈禱
[00:16:02.540 --> 00:16:04.540]  耶路撒冷即是
[00:16:04.540 --> 00:16:06.540]  代表著聖殿在
[00:16:06.540 --> 00:16:08.540]  耶路撒冷的地方
[00:16:08.540 --> 00:16:10.540]  其實聖殿在猶太人的心目中
[00:16:10.540 --> 00:16:12.540]  是相當的重要
[00:16:12.540 --> 00:16:14.540]  聖殿是上帝應許
[00:16:14.540 --> 00:16:16.540]  納為他的居所
[00:16:16.540 --> 00:16:18.540]  聖經說
[00:16:18.540 --> 00:16:20.540]  用一個具體的形象說
[00:16:20.540 --> 00:16:22.540]  上帝在其中垂聽他子民的禱告
[00:16:22.540 --> 00:16:24.540]  在但義烈的時代
[00:16:24.540 --> 00:16:26.540]  其實聖殿已經被毀了
[00:16:26.540 --> 00:16:28.540]  沒有了聖殿
[00:16:28.540 --> 00:16:30.540]  但是被擄的猶太人
[00:16:30.540 --> 00:16:32.540]  他們還沒忘記所羅門
[00:16:32.540 --> 00:16:34.540]  當他建成聖殿的時候
[00:16:34.540 --> 00:16:36.540]  在聖殿面前的
[00:16:36.540 --> 00:16:38.540]  那一個禱告
[00:16:38.540 --> 00:16:40.540]  在聖經第八章
[00:16:40.540 --> 00:16:42.540]  第36節
[00:16:42.540 --> 00:16:44.540]  當時所羅門這樣說
[00:16:44.540 --> 00:16:46.540]  你的民因得罪你
[00:16:46.540 --> 00:16:48.540]  你懲罰他們使天閉塞不下雨
[00:16:48.540 --> 00:16:50.540]  他們若向此處禱告
[00:16:50.540 --> 00:16:52.540]  承認你的名
[00:16:52.540 --> 00:16:54.540]  離開他們的罪
[00:16:54.540 --> 00:16:56.540]  求你在天上垂聽
[00:16:56.540 --> 00:16:58.540]  赦免你僕人以色列民的罪
[00:16:58.540 --> 00:17:00.540]  將當行的善道
[00:17:00.540 --> 00:17:02.540]  指教他們
[00:17:02.540 --> 00:17:04.540]  且降雨在你的地
[00:17:04.540 --> 00:17:06.540]  就是你賜給你民遺孽之地
[00:17:06.540 --> 00:17:08.540]  向著耶路撒冷的方向
