
[00:00:00.000 --> 00:00:02.460]  當我們回到教會一段時間的時候
[00:01:37.560 --> 00:01:39.760]  才可以成為基督徒呢?
[00:01:39.760 --> 00:01:41.640]  才可以跟從耶穌呢?
[00:01:41.640 --> 00:01:43.240]  當時的大會的決議
[00:01:43.240 --> 00:01:44.240]  決定就是
[00:01:44.240 --> 00:01:45.640]  雅各帶著大家
[00:01:45.640 --> 00:01:46.920]  有一個決議
[00:01:46.920 --> 00:01:49.720]  就是愛邦人不需要遵守
[00:01:49.720 --> 00:01:52.400]  猶太人的一些規矩
[00:01:52.400 --> 00:01:54.920]  才可以跟從耶穌
[00:01:54.920 --> 00:01:59.600]  這個成為一個很重要的方向
[00:01:59.600 --> 00:02:03.160]  在之後很長的時期
[00:02:03.160 --> 00:02:04.760]  都是根據這樣的原則
[00:02:04.760 --> 00:02:06.440]  去傳揚這個福音
[00:02:06.440 --> 00:02:10.680]  這本書是雅各寫給當時的猶太信徒
[00:02:10.680 --> 00:02:13.920]  在這裡說是四散的十二支派
[00:02:13.920 --> 00:02:16.240]  在初期的教會
[00:02:16.240 --> 00:02:18.520]  有一群猶太人信了耶穌
[00:02:18.520 --> 00:02:20.480]  但是一些猶太基督徒
[00:02:20.480 --> 00:02:23.440]  是受著自己的同胞的迫害
[00:02:23.440 --> 00:02:25.640]  那些未相信耶穌的猶太人
[00:02:25.640 --> 00:02:28.720]  為什麼你們要相信耶穌呢?
[00:02:28.720 --> 00:02:30.520]  為什麼相信他是尼塞亞呢?
[00:02:30.520 --> 00:02:32.840]  為什麼你們要從這個角度去說
[00:02:32.840 --> 00:02:34.080]  「搏弈上帝」呢?
[00:02:34.080 --> 00:02:38.200]  所以當時有一群猶太基督徒
[00:02:38.200 --> 00:02:39.720]  就面對很多的迫害
[00:02:39.720 --> 00:02:42.480]  他們就從耶路撒冷裡面
[00:02:42.480 --> 00:02:45.040]  四散到不同的地方
[00:02:45.040 --> 00:02:50.080]  雅各就寫給這一群猶太信徒
[00:02:50.080 --> 00:02:51.480]  過了一段時間
[00:02:51.480 --> 00:02:53.800]  外在壓力是減少了一點
[00:02:53.800 --> 00:02:57.480]  雖然還是有不少的外在迫害壓力
[00:02:57.480 --> 00:02:59.360]  但是外面壓力減少
[00:02:59.360 --> 00:03:02.240]  又形成一個生命上的挑戰
[00:03:02.240 --> 00:03:04.960]  有一群信徒
[00:03:04.960 --> 00:03:08.560]  他們在比較安定的環境裡面
[00:03:08.560 --> 00:03:11.720]  他們的生命裡面的生命
[00:03:11.720 --> 00:03:13.440]  就出現了很多問題
[00:03:13.440 --> 00:03:15.120]  雅許又去問
[00:03:15.120 --> 00:03:17.720]  為什麼上帝要我們面對這些困境呢?
[00:03:17.720 --> 00:03:20.040]  上帝有沒有能力去保護我們呢?
[00:03:20.040 --> 00:03:21.040]  如果你愛我們
[00:03:21.040 --> 00:03:23.400]  為什麼我們要面對這樣的遭遇呢?
[00:03:23.400 --> 00:03:25.600]  這些聲音就在裡面
[00:03:25.600 --> 00:03:29.040]  可以說是自己的生命裡面提出來
[00:03:29.040 --> 00:03:31.080]  雅各就在這樣的情況當中
[00:03:31.080 --> 00:03:33.560]  去寫出這一本雅各書
[00:03:33.560 --> 00:03:36.840]  在雅各一開始
[00:03:36.840 --> 00:03:38.520]  一個問候之後
[00:03:38.520 --> 00:03:42.440]  他就進入了一個很重要的主題
[00:03:42.440 --> 00:03:44.000]  一開始說我的弟兄們
[00:03:44.000 --> 00:03:45.440]  經常在雅各書裡面
[00:03:45.440 --> 00:03:48.040]  一個很重要的段落的開始
[00:03:48.040 --> 00:03:50.400]  雅各所關心的是什麼呢?
[00:03:50.400 --> 00:03:51.960]  就是這一群信徒
[00:03:51.960 --> 00:03:54.440]  他們在面對艱難的時候
[00:03:54.440 --> 00:03:57.600]  他們可不可以勝過艱難
[00:03:57.600 --> 00:03:59.960]  又或者可不可以在艱難裡面
[00:03:59.960 --> 00:04:01.760]  讓他們更加明白
[00:04:01.760 --> 00:04:04.960]  上帝如何透過這些艱難
[00:04:04.960 --> 00:04:06.960]  去塑造他們的生命
[00:04:06.960 --> 00:04:08.440]  可以說雅各一開始
[00:04:08.440 --> 00:04:10.160]  是從很正面的去看
[00:04:10.160 --> 00:04:13.840]  他們每一個艱難和際遇
[00:04:13.840 --> 00:04:16.000]  在雅各書裡面去說
[00:04:16.000 --> 00:04:17.520]  試煉和試探
[00:04:17.520 --> 00:04:19.320]  基本上都是同一個字
[00:04:19.320 --> 00:04:22.840]  試煉可以說是正面的表達
[00:04:22.840 --> 00:04:25.560]  試探就是負面的一個表達
[00:04:25.560 --> 00:04:29.320]  積極的就是藉著一件事
[00:04:29.320 --> 00:04:32.920]  讓人去認識上帝 跟近上帝
[00:04:32.920 --> 00:04:35.320]  負面的就是這件事來到了
[00:04:35.320 --> 00:04:37.200]  讓這個人遠離上帝
[00:04:37.200 --> 00:04:38.280]  這個就是試探
[00:04:38.280 --> 00:04:41.240]  但是究竟這件事是試探
[00:04:41.240 --> 00:04:45.600]  因為試煉是根據上下文的情況
[00:04:45.600 --> 00:04:46.800]  而有所翻譯
[00:04:46.800 --> 00:04:50.240]  所以在第一章的第二大祭詞裡面
[00:04:50.240 --> 00:04:51.800]  這裡也做試煉
[00:04:51.800 --> 00:04:53.960]  因為很正面的去看
[00:04:53.960 --> 00:04:56.560]  我們的一些遭遇
[00:04:56.560 --> 00:04:59.440]  雅各在這裡第一個這樣的表達
[00:04:59.440 --> 00:05:01.320]  當我們經過試煉之後
[00:05:01.320 --> 00:05:02.880]  經過這些逆境之後
[00:05:02.880 --> 00:05:05.080]  我們的生命是更加成長
[00:05:05.080 --> 00:05:07.240]  所以雅各一開始就很正面
[00:05:07.240 --> 00:05:09.280]  去看這個試煉
[00:05:09.280 --> 00:05:10.800]  接著雅各就去說
[00:05:10.800 --> 00:05:13.080]  哪一些人是可以
[00:05:13.080 --> 00:05:15.280]  真的經過試煉之後
[00:05:15.280 --> 00:05:17.280]  生命有所成長呢
[00:05:17.280 --> 00:05:20.680]  這些人是有智慧的人
[00:05:20.680 --> 00:05:22.080]  第五節第八節
[00:05:22.080 --> 00:05:23.280]  雅各就這樣說
[00:05:23.280 --> 00:05:25.640]  你們中間若有缺少智慧的
[00:05:25.640 --> 00:05:28.040]  應當求那厚賜於眾人
[00:05:28.040 --> 00:05:29.680]  也不斥責人的實
[00:05:29.680 --> 00:05:31.200]  主就必賜給他
[00:05:31.200 --> 00:05:32.480]  只要憑著信心求
[00:05:32.480 --> 00:05:33.600]  一點不疑惑
[00:05:33.600 --> 00:05:35.080]  因為那疑惑的人
[00:05:35.080 --> 00:05:37.280]  就像海中的波浪
[00:05:37.280 --> 00:05:39.080]  被風吹動翻騰
[00:05:39.080 --> 00:05:42.600]  這樣的人不要想從主那裡得甚麼
[00:05:42.600 --> 00:05:43.920]  深懷異議的人
[00:05:43.920 --> 00:05:45.520]  在一切所人的事上
[00:05:45.520 --> 00:05:47.520]  都沒有定見
[00:05:47.520 --> 00:05:49.800]  在這裡雅各去說
[00:05:49.800 --> 00:05:53.080]  人在試煉當中最大的
[00:05:53.080 --> 00:05:54.480]  喜樂是甚麼呢
[00:05:54.480 --> 00:05:57.080]  就是從上帝而來得的智慧
[00:05:57.080 --> 00:05:59.720]  去面對這個逆境
[00:05:59.720 --> 00:06:03.160]  有些人可能憑著自己的努力
[00:06:03.160 --> 00:06:04.440]  個人的性格
[00:06:04.440 --> 00:06:06.560]  一時的逆境可以去面對
[00:06:06.560 --> 00:06:09.320]  但當逆境持續不斷的時候
[00:06:09.320 --> 00:06:11.000]  環境依舊
[00:06:11.000 --> 00:06:13.000]  但沒有出路的時候
[00:06:13.000 --> 00:06:14.440]  可能在這裡
[00:06:14.440 --> 00:06:15.840]  如何繼續堅持下去呢
[00:06:15.840 --> 00:06:16.720]  雅各在這裡說
[00:06:16.720 --> 00:06:19.920]  我們要祈求上帝給我們一個智慧
[00:06:19.920 --> 00:06:23.920]  這個智慧是上帝賜給我們的
[00:06:23.920 --> 00:06:25.240]  上帝很甘心
[00:06:25.240 --> 00:06:27.440]  很願意將這個智慧給我們
[00:06:27.440 --> 00:06:28.960]  讓我們看得見
[00:06:28.960 --> 00:06:29.960]  我們的處境
[00:06:29.960 --> 00:06:31.960]  價值意義在哪裡
[00:06:31.960 --> 00:06:33.360]  當我們有一個智慧的時候
[00:06:33.360 --> 00:06:35.160]  我們才有一個信心
[00:06:35.160 --> 00:06:37.920]  持續地在艱難的過程中
[00:06:37.920 --> 00:06:39.400]  去跟從上帝
[00:06:39.400 --> 00:06:40.400]  在過程中
[00:06:40.400 --> 00:06:42.920]  當我們經過這些艱難的時候
[00:06:42.920 --> 00:06:44.720]  我們的屬靈的生命
[00:06:44.720 --> 00:06:46.600]  就有所成長
[00:06:46.600 --> 00:06:47.680]  雅各在這裡說
[00:06:47.680 --> 00:06:50.440]  哪些人是不會得到這個智慧的呢
[00:06:50.440 --> 00:06:51.040]  雅各在這裡說
[00:06:51.040 --> 00:06:52.920]  一些心懷異議的人
[00:06:52.920 --> 00:06:54.880]  那些沒有定見的人
[00:06:54.880 --> 00:06:56.000]  嚴格來說
[00:06:56.000 --> 00:06:57.400]  如果從雅各的角度去說
[00:06:57.400 --> 00:07:01.000]  這些人基本上都未曾相信耶穌
[00:07:01.000 --> 00:07:03.880]  所以他們都是心懷異議
[00:07:03.880 --> 00:07:04.920]  有時說信耶穌
[00:07:04.920 --> 00:07:05.920]  有時說不信耶穌
[00:07:05.920 --> 00:07:06.640]  有時說跟隨你
[00:07:06.640 --> 00:07:07.640]  有時說不跟隨你
[00:07:07.640 --> 00:07:09.120]  雅各說這種人
[00:07:09.120 --> 00:07:13.280]  基本上是得不到上帝給他們的智慧
[00:07:13.280 --> 00:07:17.200]  也得不到上帝給他們生命的那一份福分
[00:07:17.200 --> 00:07:20.680]  在這裡雅各說
[00:07:20.680 --> 00:07:23.280]  當我們能夠得到這個智慧
[00:07:23.280 --> 00:07:24.800]  從神的眼光
[00:07:24.800 --> 00:07:28.640]  去看回我們人生的逆境的時候
[00:07:28.640 --> 00:07:31.960]  我們就會從當中見到
[00:07:31.960 --> 00:07:34.920]  為什麼這件事會淋到我們身上
[00:07:34.920 --> 00:07:36.680]  思貪
[00:07:36.680 --> 00:07:38.520]  思念和苦難
[00:07:38.520 --> 00:07:40.120]  究竟意義在哪裡呢
[00:07:40.120 --> 00:07:41.440]  其中的意義就是說
[00:07:41.440 --> 00:07:43.160]  藉著這個思念
[00:07:43.160 --> 00:07:45.240]  可以去印證我們
[00:07:45.240 --> 00:07:48.280]  跟從上帝的這一份信心
[00:07:48.280 --> 00:07:52.600]  在雅各很正面地去論述
[00:07:52.600 --> 00:07:55.760]  人生所面對的不同的艱難
[00:07:55.760 --> 00:07:58.000]  和不同的苦難
[00:07:58.000 --> 00:07:59.880]  接著第9至12節
[00:07:59.880 --> 00:08:01.200]  雅各繼續說
[00:08:01.200 --> 00:08:03.680]  藉著人生的艱難
[00:08:03.680 --> 00:08:05.480]  我們看到些什麼呢
[00:08:05.480 --> 00:08:07.280]  第9至12節說
[00:08:07.280 --> 00:08:09.880]  卑微的弟兄升高就該起落
[00:08:09.880 --> 00:08:11.920]  富足的干貝也該如此
[00:08:11.920 --> 00:08:15.280]  因為他必要過去如同草上的花一樣
[00:08:15.280 --> 00:08:17.480]  太陽出來 熱風刮起
[00:08:17.480 --> 00:08:19.680]  草就枯乾
[00:08:19.680 --> 00:08:20.920]  花也凋謝
[00:08:20.920 --> 00:08:23.320]  美容就消滅了
[00:08:23.320 --> 00:08:27.200]  富足的人在他所人的事上也要這樣需察
[00:08:27.200 --> 00:08:29.200]  忍受試探的人是有福的
[00:08:29.200 --> 00:08:30.800]  因為他經過試探
[00:08:30.800 --> 00:08:33.400]  思念以後必得生命的冠冕
[00:08:33.400 --> 00:08:37.120]  這是主應許給那些愛他之人的
[00:08:37.120 --> 00:08:39.000]  在這裡當雅各去說
[00:08:39.000 --> 00:08:40.000]  就是
[00:08:40.000 --> 00:08:43.120]  那些人缺乏智慧
[00:08:43.120 --> 00:08:45.800]  去面對他們人生的艱難
[00:08:45.800 --> 00:08:48.000]  所以我們應該要祈求上帝
[00:08:48.000 --> 00:08:50.400]  給我們有這個智慧
[00:08:50.400 --> 00:08:51.680]  有這個信心
[00:08:51.680 --> 00:08:53.600]  去面對不同的逆境
[00:08:53.600 --> 00:08:54.640]  說完之後
[00:08:54.640 --> 00:08:56.400]  雅各繼續去說
[00:08:56.400 --> 00:09:00.800]  究竟在這個人生的逆境裡
[00:09:00.800 --> 00:09:02.200]  我們學到什麼呢
[00:09:02.200 --> 00:09:03.600]  在這裡雅各去說
[00:09:03.600 --> 00:09:05.600]  貧和富的問題
[00:09:05.600 --> 00:09:06.600]  在這裡說
[00:09:06.600 --> 00:09:08.400]  卑微的弟兄升高
[00:09:08.400 --> 00:09:09.600]  就該起落
[00:09:09.600 --> 00:09:12.000]  富足的干貝也是
[00:09:12.000 --> 00:09:14.200]  富足的各也是如此
[00:09:14.200 --> 00:09:17.000]  雅各其實在這裡表達什麼意思呢
[00:09:17.000 --> 00:09:17.800]  其實在這裡說
[00:09:17.800 --> 00:09:21.200]  當我們見到有些信耶穌的人
[00:09:21.200 --> 00:09:24.200]  他們因著信耶穌的緣故
[00:09:24.200 --> 00:09:28.200]  而失去了很多的
[00:09:28.200 --> 00:09:29.800]  可以說是舒適的生活
[00:09:29.800 --> 00:09:31.000]  但是這一群人
[00:09:31.000 --> 00:09:32.600]  在這個艱難的裡面
[00:09:32.600 --> 00:09:34.400]  他們仍然持守
[00:09:34.400 --> 00:09:36.200]  就是一個跟從上帝的心
[00:09:36.200 --> 00:09:38.600]  他們的生命沒有埋怨上帝
[00:09:38.600 --> 00:09:41.400]  反而不斷地有所成長的時候
[00:09:41.400 --> 00:09:42.800]  就是這一群人
[00:09:42.800 --> 00:09:44.200]  在上帝的面前
[00:09:44.200 --> 00:09:45.800]  是被升高的
[00:09:45.800 --> 00:09:49.000]  在人來看好像什麼都沒有了
[00:09:49.000 --> 00:09:50.200]  但是在神來看
[00:09:50.200 --> 00:09:51.400]  他們什麼都有
[00:09:51.400 --> 00:09:52.800]  所以這一群人
[00:09:52.800 --> 00:09:53.600]  我們為了祂
[00:09:53.600 --> 00:09:54.400]  我們要感恩
[00:09:54.400 --> 00:09:55.400]  見到祂的時候
[00:09:55.400 --> 00:09:57.200]  我們心中應該快樂
[00:09:57.200 --> 00:09:59.600]  因為他們的生命更加激勵我們
[00:09:59.600 --> 00:10:01.800]  能夠在艱難裡面
[00:10:01.800 --> 00:10:03.200]  去跟從上帝
[00:10:03.200 --> 00:10:05.400]  富足的干貝是什麼呢
[00:10:05.400 --> 00:10:06.600]  就是同樣的
[00:10:06.600 --> 00:10:07.800]  有一些人
[00:10:07.800 --> 00:10:09.600]  可能因著信仰的緣故
[00:10:09.600 --> 00:10:12.800]  而失去了自己舒適的生活
[00:10:12.800 --> 00:10:14.200]  失去了財富
[00:10:14.200 --> 00:10:15.600]  在過程裡面
[00:10:15.600 --> 00:10:17.000]  其實讓我們見到
[00:10:17.000 --> 00:10:18.200]  金錢不可誇
[00:10:18.200 --> 00:10:19.800]  財富不可誇
[00:10:19.800 --> 00:10:24.400]  不要把安全感建立在財富那裡
[00:10:24.400 --> 00:10:28.000]  過去你有那些穩定的生活
[00:10:28.000 --> 00:10:29.400]  將來未必有
[00:10:29.400 --> 00:10:31.200]  所以其實雅各在這裡說
[00:10:31.200 --> 00:10:32.600]  我們不要擁抱
[00:10:32.600 --> 00:10:35.000]  我們那個物質的一些生活
[00:10:35.000 --> 00:10:36.400]  所以同樣的
[00:10:36.400 --> 00:10:38.600]  當我們見到這樣的情況的時候
[00:10:38.600 --> 00:10:40.400]  提醒我們自己
[00:10:40.400 --> 00:10:43.000]  不要倚靠那些無定的錢財
[00:10:43.000 --> 00:10:45.800]  所以雅各在十二節那裡
[00:10:45.800 --> 00:10:46.800]  重點就是說
[00:10:46.800 --> 00:10:47.800]  好像那些花
[00:10:47.800 --> 00:10:50.000]  靚如不會永恆的靚
[00:10:50.000 --> 00:10:51.600]  他們都會碎碎
[00:10:51.600 --> 00:10:53.400]  所以這些都會過去
[00:10:53.400 --> 00:10:55.800]  所以雅各其實在這裡提醒我們
[00:10:55.800 --> 00:10:57.400]  藉著這些艱難
[00:10:57.400 --> 00:10:58.800]  反而去提醒我們
[00:10:58.800 --> 00:11:00.400]  究竟我們有些什麼
[00:11:00.400 --> 00:11:02.400]  人生的焦點
[00:11:02.400 --> 00:11:03.800]  應該放在哪裡呢
[00:11:03.800 --> 00:11:06.800]  我們倚靠的應該是些什麼呢
[00:11:06.800 --> 00:11:08.000]  雅各在這裡說
[00:11:08.000 --> 00:11:12.000]  當我們能夠經過這些試煉之後
[00:11:12.000 --> 00:11:14.000]  我們會得著生命的冠冕
[00:11:14.000 --> 00:11:16.000]  這個生命的冠冕
[00:11:16.000 --> 00:11:18.800]  可以指的是一個成熟的生命
[00:11:18.800 --> 00:11:21.800]  以我們成熟的生命為一個冠冕
[00:11:21.800 --> 00:11:23.400]  其實雅各在這裡說
[00:11:23.400 --> 00:11:25.800]  當我們面對逆境之後
[00:11:25.800 --> 00:11:30.600]  上帝賜給我們一個成熟的生命
[00:11:30.600 --> 00:11:32.800]  這個生命是上帝所賜的
[00:11:32.800 --> 00:11:34.800]  所以雅各在這裡說
[00:11:34.800 --> 00:11:38.800]  我們應該要為這個生命的緣故
[00:11:38.800 --> 00:11:40.400]  這個成熟的生命的緣故
[00:11:40.400 --> 00:11:41.800]  去感謝上帝
[00:11:41.800 --> 00:11:43.400]  接著雅各繼續說
[00:11:43.400 --> 00:11:45.600]  當人在逆境當中
[00:11:45.600 --> 00:11:47.000]  為什麼會失敗呢
[00:11:47.000 --> 00:11:48.600]  為什麼會遠離上帝呢
[00:11:48.600 --> 00:11:49.800]  雅各在這裡說
[00:11:49.800 --> 00:11:52.600]  不要將責任放在上帝那裡
[00:11:52.600 --> 00:11:53.800]  責任在哪裡呢
[00:11:53.800 --> 00:11:56.400]  當你在面對純境也好
[00:11:56.400 --> 00:11:57.400]  或者逆境也好
[00:11:57.400 --> 00:11:59.600]  你遠離上帝是你的責任
[00:11:59.600 --> 00:12:01.400]  而不是上帝的責任
[00:12:01.400 --> 00:12:03.200]  所以第十三十五節
[00:12:03.200 --> 00:12:04.000]  第十五節
[00:12:04.000 --> 00:12:05.000]  雅各這樣說
[00:12:05.000 --> 00:12:06.600]  人被試探不可說
[00:12:06.600 --> 00:12:08.200]  我是被神試探
[00:12:08.200 --> 00:12:10.200]  因為神不能被惡試探
[00:12:10.200 --> 00:12:11.600]  他也不是探人
[00:12:11.600 --> 00:12:12.800]  但各人被試探
[00:12:12.800 --> 00:12:14.400]  那是被自己的私慾
[00:12:14.400 --> 00:12:17.400]  牽人柔滑的私慾的懷了胎
[00:12:17.400 --> 00:12:18.600]  就身出罪來
[00:12:18.600 --> 00:12:21.800]  罪機長成就身出死來
[00:12:21.800 --> 00:12:22.600]  在這裡
[00:12:22.600 --> 00:12:25.200]  雅各在第二節
[00:12:25.200 --> 00:12:26.600]  一開始就開宗明義
[00:12:26.600 --> 00:12:29.000]  去說什麼叫做試煉的問題
[00:12:29.000 --> 00:12:30.400]  三至十二節
[00:12:30.400 --> 00:12:32.800]  繼續去討論這個問題
[00:12:32.800 --> 00:12:34.800]  接著在這裡
[00:12:34.800 --> 00:12:36.200]  他繼續十三節
[00:12:36.200 --> 00:12:38.000]  就開始繼續去說
[00:12:38.000 --> 00:12:39.800]  究竟試煉
[00:12:39.800 --> 00:12:42.400]  就是和試探的一個分別
[00:12:42.400 --> 00:12:45.400]  其實兩者不容易去分
[00:12:45.400 --> 00:12:47.600]  有時我們都去
[00:12:47.600 --> 00:12:49.800]  我不知道你有沒有和自己的弟妹討論過
[00:12:49.800 --> 00:12:51.800]  究竟什麼是試探什麼是試煉
[00:12:51.800 --> 00:12:52.400]  很多人說
[00:12:52.400 --> 00:12:55.400]  試探來自於撒旦
[00:12:55.400 --> 00:13:00.000]  試煉來自上帝
[00:13:00.000 --> 00:13:01.600]  所以我們的生命有所成長
[00:13:01.600 --> 00:13:03.400]  試探來自撒旦
[00:13:03.400 --> 00:13:05.200]  要我們遠離上帝
[00:13:05.200 --> 00:13:09.800]  但其實從事件去說
[00:13:09.800 --> 00:13:11.400]  你都很難去分
[00:13:11.400 --> 00:13:13.400]  這件事是來自於上帝
[00:13:13.400 --> 00:13:15.000]  因為來自於撒旦
[00:13:15.000 --> 00:13:17.800]  就算來自於撒旦
[00:13:17.800 --> 00:13:20.200]  上帝容許這件事發生
[00:13:20.200 --> 00:13:22.000]  都可以藉著這件事
[00:13:22.000 --> 00:13:23.600]  去讓你生命有所成長
[00:13:23.600 --> 00:13:25.000]  變成一個試煉
[00:13:25.000 --> 00:13:27.200]  就算這件事是來自上帝
[00:13:27.200 --> 00:13:29.000]  去對你磨練你的生命
[00:13:29.000 --> 00:13:31.000]  但撒旦都會利用這件事
[00:13:31.000 --> 00:13:33.000]  讓你遠離上帝
[00:13:33.000 --> 00:13:35.400]  所以其實雅各在這裡不是去說
[00:13:35.400 --> 00:13:37.400]  我們逆境的來源是什麼
[00:13:37.400 --> 00:13:39.000]  究竟來自上帝還是來自撒旦
[00:13:39.000 --> 00:13:39.800]  不是
[00:13:39.800 --> 00:13:41.200]  雅各其實在這裡說
[00:13:41.200 --> 00:13:45.000]  我們怎樣去面對逆境這個態度
[00:13:45.000 --> 00:13:47.400]  他不是問那個來源
[00:13:47.400 --> 00:13:49.600]  其實我們不妨可以這樣說
[00:13:49.600 --> 00:13:51.200]  從雅各的角度去說
[00:13:51.200 --> 00:13:53.400]  其實我們所有一切的困難
[00:13:53.400 --> 00:13:55.000]  我們都可以看為
[00:13:55.000 --> 00:13:57.000]  是上帝給我們的試煉
[00:13:57.000 --> 00:13:59.400]  就算是撒旦的試探
[00:13:59.400 --> 00:14:00.800]  上帝都是容許當中
[00:14:00.800 --> 00:14:04.000]  讓它成為磨練我們的一個工具
[00:14:04.000 --> 00:14:06.600]  所以雅各在這裡去說
[00:14:06.600 --> 00:14:08.600]  當時可能有些人說
[00:14:08.600 --> 00:14:12.200]  上帝為什麼要讓這些艱難淋到我身上
[00:14:12.200 --> 00:14:14.600]  使我跌倒遠離你呢
[00:14:14.600 --> 00:14:18.000]  將跌倒遠離上帝的責任
[00:14:18.000 --> 00:14:19.200]  放在上帝那裡
[00:14:19.200 --> 00:14:20.600]  但雅各在這裡提醒
[00:14:20.600 --> 00:14:22.600]  上帝不會試探人
[00:14:22.600 --> 00:14:25.200]  上帝不會做些事叫你遠離上帝
[00:14:25.200 --> 00:14:26.000]  不會
[00:14:26.000 --> 00:14:28.600]  所以雅各在這裡提醒
[00:14:28.600 --> 00:14:31.800]  你的跌倒是你自己
[00:14:31.800 --> 00:14:32.800]  為什麼跌倒呢
[00:14:32.800 --> 00:14:34.000]  因為你的私慾
[00:14:34.000 --> 00:14:36.800]  因為你人的內心裡有一種私慾
[00:14:36.800 --> 00:14:39.600]  以至你顯出一個罪
[00:14:39.600 --> 00:14:41.600]  有罪星就有罪
[00:14:41.600 --> 00:14:43.600]  有罪接著你就會跌倒
[00:14:43.600 --> 00:14:46.200]  所以整個過程就不是上帝的問題
[00:14:46.200 --> 00:14:47.800]  是你的問題
[00:14:47.800 --> 00:14:50.800]  所以雅各在這裡要說這個死亡
[00:14:50.800 --> 00:14:52.800]  當人面對逆境的時候
[00:14:52.800 --> 00:14:54.600]  有兩種不同的反應
[00:14:54.600 --> 00:14:57.600]  有些人藉著一局的逆境
[00:14:57.600 --> 00:15:00.200]  他們的生命不斷被上帝塑造
[00:15:00.200 --> 00:15:01.400]  學習堅忍
[00:15:01.400 --> 00:15:04.000]  以至他們的生命有了成熟
[00:15:04.000 --> 00:15:07.400]  上帝就用這個成熟的生命為他們的冠冕
[00:15:07.400 --> 00:15:09.400]  有另一種人面對逆境
[00:15:09.400 --> 00:15:11.400]  但是他們的內心
[00:15:11.400 --> 00:15:14.000]  用一個不正確的態度去面對
[00:15:14.000 --> 00:15:17.400]  以至到一路一路的
[00:15:17.400 --> 00:15:19.800]  最後跌倒遠離上帝
[00:15:19.800 --> 00:15:23.000]  最後就是一個遠離上帝的生命
[00:15:23.000 --> 00:15:24.200]  這個就是死亡
[00:15:24.200 --> 00:15:30.000]  雅各就要說出這個很重要的方向
[00:15:30.000 --> 00:15:32.000]  在《伊利經文》裡面
[00:15:32.000 --> 00:15:34.800]  其實雅各很快的就跟我們說出
[00:15:34.800 --> 00:15:39.000]  人生應該怎樣去面對這個逆境
[00:15:39.000 --> 00:15:40.600]  在雅各書裡面
[00:15:40.600 --> 00:15:44.600]  稱為新約的真言
[00:15:44.600 --> 00:15:46.200]  充滿了很多實踐
[00:15:46.200 --> 00:15:48.200]  生活上的教導
[00:15:48.200 --> 00:15:49.400]  一至十五節
[00:15:49.400 --> 00:15:51.800]  很重的焦點就聚焦在
[00:15:51.800 --> 00:15:54.800]  什麼是試煉和試探的主題
