
[00:00:00.000 --> 00:00:03.120]  詩篇七十一篇的標題寫著
[00:05:32.160 --> 00:05:33.720]  當我考了大學的時候
[00:05:33.720 --> 00:05:35.520]  神給我很好的成績
[00:05:35.520 --> 00:05:37.640]  我可以很順利地進入大學
[00:05:37.640 --> 00:05:40.920]  以繼續接受教育
[00:05:40.920 --> 00:05:44.040]  大家會記得詩篇34篇第八節嗎?
[00:05:44.040 --> 00:05:45.200]  詩篇這樣說
[00:05:45.200 --> 00:05:50.000]  「你表上上主恩的知微
[00:05:50.000 --> 00:05:54.040]  便知道他是美善
[00:05:54.040 --> 00:05:58.440]  求靠他的人有福」
[00:05:58.440 --> 00:05:59.920]  很多歷世的教徒
[00:05:59.920 --> 00:06:01.520]  他們經歷到
[00:06:01.520 --> 00:06:04.600]  當他們嘗過主恩的知微
[00:06:04.600 --> 00:06:08.040]  便知道已靠神的人有福
[00:06:08.040 --> 00:06:10.160]  甚麼叫做「嘗」呢?
[00:06:10.160 --> 00:06:13.280]  甚麼叫「品嘗主的知微」呢?
[00:06:13.280 --> 00:06:14.320]  兩個字
[00:06:14.320 --> 00:06:16.320]  就是「求告」
[00:06:16.320 --> 00:06:17.440]  求告主的名
[00:06:17.440 --> 00:06:19.320]  知道祂是我們的已靠
[00:06:19.320 --> 00:06:20.640]  去投靠祂
[00:06:20.640 --> 00:06:22.320]  而經歷祂的信實
[00:06:22.320 --> 00:06:23.880]  經歷祂的幫助
[00:06:23.880 --> 00:06:27.320]  以致生命領受很多恩典
[00:06:27.320 --> 00:06:28.640]  有些年老
[00:06:28.640 --> 00:06:30.360]  先信主的弟兄姊妹
[00:06:30.360 --> 00:06:32.400]  或者他們年青的時候
[00:06:32.400 --> 00:06:33.360]  壯年的時候
[00:06:33.360 --> 00:06:35.560]  未必有很多機會經歷神
[00:06:35.560 --> 00:06:37.320]  但我見到很多年長的弟兄姊妹
[00:06:37.320 --> 00:06:38.440]  一信主之後
[00:06:38.440 --> 00:06:40.600]  便會緊緊地找著神
[00:06:40.600 --> 00:06:42.440]  而生命當中經歷了很多神
[00:06:42.440 --> 00:06:45.760]  給他們的保守和幫助
[00:06:45.760 --> 00:06:47.520]  一位傳道人跟我說
[00:06:47.520 --> 00:06:50.160]  他說見到一位年長的
[00:06:50.160 --> 00:06:51.920]  來參加福音班
[00:06:51.920 --> 00:06:53.080]  未信主
[00:06:53.080 --> 00:06:54.960]  但愁眉苦臉
[00:06:54.960 --> 00:06:56.880]  很痛苦的樣子
[00:06:56.880 --> 00:06:58.800]  但看著他一直認識神
[00:06:58.800 --> 00:07:00.080]  一直信主
[00:07:00.080 --> 00:07:01.160]  現在見到他
[00:07:01.160 --> 00:07:03.880]  每次都是歡喜快樂地回來教會
[00:07:03.880 --> 00:07:05.080]  很歡喜很快樂
[00:07:05.080 --> 00:07:06.600]  很歡喜唱詩歌
[00:07:06.600 --> 00:07:08.520]  很感謝神
[00:07:08.520 --> 00:07:10.920]  當見到生命他們已靠神的時候
[00:07:10.920 --> 00:07:14.240]  而經歷神給他們很奇妙的恩典
[00:07:14.240 --> 00:07:16.080]  各位弟兄姊妹
[00:07:16.080 --> 00:07:18.480]  無論你在哪一個人生階段
[00:07:18.480 --> 00:07:20.240]  你記住
[00:07:20.240 --> 00:07:23.720]  這位上帝是可信可靠的主
[00:07:23.720 --> 00:07:24.840]  你定義
[00:07:24.840 --> 00:07:27.920]  立定你的心意去投靠祂
[00:07:27.920 --> 00:07:30.520]  你會嘗到主恩的滋味
[00:07:30.520 --> 00:07:33.880]  而經歷神的恩惠
[00:07:33.880 --> 00:07:35.000]  第二方面我們再看
[00:07:35.000 --> 00:07:35.880]  聖經提及
[00:07:35.880 --> 00:07:38.880]  當人年長的時候有很多軟弱
[00:07:38.880 --> 00:07:41.240]  但他們越發地讚美神
[00:07:41.240 --> 00:07:44.520]  在第20節
[00:07:44.520 --> 00:07:45.480]  在第20節說
[00:07:45.480 --> 00:07:49.360]  「你是叫我們多經歷重大急難的
[00:07:49.360 --> 00:07:52.440]  必使我們復活或復甦
[00:07:52.440 --> 00:07:55.680]  從地的深處救上來
[00:07:55.680 --> 00:07:57.360]  從一些深淵
[00:07:57.360 --> 00:07:59.640]  自己不能爬上來的地方
[00:07:59.640 --> 00:08:02.880]  神將我們救上來」
[00:08:02.880 --> 00:08:06.360]  使人體會到人生經歷很多不同的難處
[00:08:06.360 --> 00:08:08.480]  但神給我們在難處當中
[00:08:08.480 --> 00:08:13.080]  經歷祂很奇妙的保守
[00:08:13.080 --> 00:08:14.680]  我記得剛剛在上星期
[00:08:14.680 --> 00:08:16.040]  和一對夫婦聊天
[00:08:16.040 --> 00:08:17.840]  他們從北美回來
[00:08:17.840 --> 00:08:23.200]  他們都踏入一個長者的階段
[00:08:23.200 --> 00:08:26.480]  在他們在北美生活的時候要開車
[00:08:26.480 --> 00:08:27.160]  他就說
[00:08:27.160 --> 00:08:30.000]  有一次他們夫婦兩個人開車
[00:08:30.000 --> 00:08:32.520]  在公路上一路開車
[00:08:32.520 --> 00:08:34.800]  當然這個年紀要很小心
[00:08:34.800 --> 00:08:36.280]  但有些時候你小心
[00:08:36.280 --> 00:08:37.800]  人家不小心
[00:08:37.800 --> 00:08:39.600]  都會有問題
[00:08:39.600 --> 00:08:40.560]  在開車的時候
[00:08:40.560 --> 00:08:41.800]  旁邊一條線
[00:08:41.800 --> 00:08:43.160]  有另一輛車
[00:08:43.160 --> 00:08:47.320]  司機拿著手提電話在聊天
[00:08:47.320 --> 00:08:50.760]  一不小心他可能扭過頭
[00:08:50.760 --> 00:08:55.680]  車子橫向撞上他們的車上
[00:08:55.680 --> 00:08:57.960]  因此這對夫婦所開的車
[00:08:57.960 --> 00:09:00.320]  180度就掉轉了
[00:09:00.320 --> 00:09:02.600]  向前變成向後
[00:09:02.600 --> 00:09:04.880]  是極其危險的情況
[00:09:04.880 --> 00:09:05.920]  而當時這輛車
[00:09:05.920 --> 00:09:10.920]  立即變成一個完全破爛的車
[00:09:10.920 --> 00:09:12.760]  在那時候附近的車都停下來
[00:09:12.760 --> 00:09:15.280]  很多人走下來看看發生什麼事
[00:09:15.280 --> 00:09:17.080]  但竟然這對夫婦
[00:09:17.080 --> 00:09:19.720]  他們自己走出來
[00:09:19.720 --> 00:09:23.920]  全身完全沒有任何的損傷
[00:09:23.920 --> 00:09:25.000]  他們很驚訝
[00:09:25.000 --> 00:09:27.040]  為什麼我們可以這樣
[00:09:27.040 --> 00:09:28.800]  後來他們去醫院檢查
[00:09:28.800 --> 00:09:31.160]  但發覺完全沒有骨折
[00:09:31.160 --> 00:09:33.160]  沒有什麼問題
[00:09:33.160 --> 00:09:36.920]  他們深刻感受到神給予他們的保守
[00:09:36.920 --> 00:09:37.560]  各位弟兄姊妹
[00:09:37.560 --> 00:09:38.720]  有些時候
[00:09:38.720 --> 00:09:40.240]  無論你有意外
[00:09:40.240 --> 00:09:42.240]  或者避開意外
[00:09:42.240 --> 00:09:43.360]  你知道有些時候
[00:09:43.360 --> 00:09:46.600]  神容許你面對著急難
[00:09:46.600 --> 00:09:47.800]  但祂給你經歷
[00:09:47.800 --> 00:09:50.120]  祂給你的復甦
[00:09:50.120 --> 00:09:51.800]  從很多困難當中
[00:09:51.800 --> 00:09:54.440]  將你救拔出來
[00:09:54.440 --> 00:09:56.120]  剛才我進來禮堂的時候
[00:09:56.120 --> 00:09:57.760]  很多弟兄姊妹看到我
[00:09:57.760 --> 00:10:01.200]  有些會提及她的病患情形
[00:10:01.200 --> 00:10:02.840]  也有很多告訴我
[00:10:02.840 --> 00:10:05.360]  神保守他們經歷這些難處
[00:10:05.360 --> 00:10:08.120]  讓他們知道神的恩惠
[00:10:08.120 --> 00:10:09.760]  神的奇妙
[00:10:09.760 --> 00:10:13.160]  再看前面第十九節
[00:10:13.160 --> 00:10:15.320]  「神啊!你的公義甚高
[00:10:15.320 --> 00:10:19.200]  行過大事的神啊!誰能像你?」
[00:10:19.200 --> 00:10:20.400]  各位弟兄姊妹
[00:10:20.400 --> 00:10:23.120]  一看到「誰能像你?」
[00:10:23.120 --> 00:10:25.320]  他們立刻想起一件事情
[00:10:25.320 --> 00:10:27.560]  就是想起以前
[00:10:27.560 --> 00:10:30.480]  出埃及過紅海的事情
[00:10:30.480 --> 00:10:31.960]  大家一起看聖經
[00:10:31.960 --> 00:10:34.960]  出埃及記第十五章
[00:10:34.960 --> 00:10:43.280]  聖經出埃及記第十五章
[00:10:43.280 --> 00:10:50.880]  這些是摩西眾讚神的詩歌
[00:10:50.880 --> 00:10:52.520]  他們經過紅海
[00:10:52.520 --> 00:10:54.520]  紅海分開之後
[00:10:54.520 --> 00:10:56.360]  摩西就作了這首詩歌
[00:10:56.360 --> 00:10:59.640]  大家請看第十一節
[00:10:59.640 --> 00:11:02.800]  十五章十一節
[00:11:02.800 --> 00:11:04.720]  耶和華眾神之中
[00:11:04.720 --> 00:11:07.360]  「誰能像你?」
[00:11:07.360 --> 00:11:08.760]  「誰能像你?
[00:11:08.760 --> 00:11:10.200]  自聖自榮
[00:11:10.200 --> 00:11:11.600]  可重可畏
[00:11:11.600 --> 00:11:13.480]  施行其事
[00:11:13.480 --> 00:11:14.720]  你伸出右手
[00:11:14.720 --> 00:11:16.240]  地面吞滅他們
[00:11:16.240 --> 00:11:17.680]  你憑慈愛
[00:11:17.680 --> 00:11:19.840]  領了你所屬的百姓
[00:11:19.840 --> 00:11:21.160]  你憑能力
[00:11:21.160 --> 00:11:24.600]  引他們到了你的聖所」
[00:11:24.600 --> 00:11:26.120]  「誰能像你?」
[00:11:26.120 --> 00:11:27.960]  很多的教徒經歷人生裡
[00:11:27.960 --> 00:11:30.480]  很多出乎意料的事情
[00:11:30.480 --> 00:11:33.560]  是神奇妙地來保守我們
[00:11:33.560 --> 00:11:35.040]  救拔我們
[00:11:35.040 --> 00:11:36.680]  「誰能像你?」
[00:11:36.680 --> 00:11:40.320]  也意味著能力和保守
[00:11:40.320 --> 00:11:45.520]  大家回到詩篇七十一篇
[00:11:45.520 --> 00:11:46.640]  斯人年長的時候
[00:11:46.640 --> 00:11:47.680]  面對很多難處
[00:11:47.680 --> 00:11:49.920]  但他堅持著做一件事
[00:11:49.920 --> 00:11:51.920]  就是越發地去讚美神
[00:11:51.920 --> 00:11:55.200]  大家看第十四節
[00:11:55.200 --> 00:11:57.800]  之前提到惡人對他的傷害
[00:11:57.800 --> 00:11:58.920]  十四節說
[00:11:58.920 --> 00:12:01.880]  「我卻要常常盼望
[00:12:01.880 --> 00:12:04.640]  並要越發地讚美你」
[00:12:04.640 --> 00:12:05.920]  這句話太寶貴了
[00:12:05.920 --> 00:12:08.400]  大家一起讀一讀十四節
[00:12:08.400 --> 00:12:11.320]  「我卻要常常盼望
[00:12:11.320 --> 00:12:14.160]  並要越發地讚美你」
[00:12:14.160 --> 00:12:14.840]  十五節
[00:12:14.840 --> 00:12:17.600]  「我的口終日要述說你的公義
[00:12:17.600 --> 00:12:19.000]  和你的救恩
[00:12:19.000 --> 00:12:21.480]  因我不計其數」
[00:12:21.480 --> 00:12:22.680]  上上的讚美
[00:12:22.680 --> 00:12:24.920]  上上的感謝神
[00:12:24.920 --> 00:12:26.640]  我很記得我自己
[00:12:26.640 --> 00:12:30.480]  當我踏入五十的時候
[00:12:30.480 --> 00:12:32.800]  那段日子有很多適應
[00:12:32.800 --> 00:12:35.560]  突然發覺自己身體有些變化
[00:12:35.560 --> 00:12:38.520]  有些毛病是以前沒有的
[00:12:38.520 --> 00:12:40.480]  我記得有一次去打籃球
[00:12:40.480 --> 00:12:41.320]  我都很開心
[00:12:41.320 --> 00:12:44.200]  五十歲還可以打籃球
[00:12:44.200 --> 00:12:47.040]  但很快就跌傷了
[00:12:47.040 --> 00:12:50.600]  腳趾有瘀血積聚在那裏
[00:12:50.600 --> 00:12:51.280]  我不以為然
[00:12:51.280 --> 00:12:53.360]  因為過去都試過很多次
[00:12:53.360 --> 00:12:54.200]  年輕的時候
[00:12:54.200 --> 00:12:56.840]  很快就痊癒了
[00:12:56.840 --> 00:12:58.160]  那次回家後
[00:12:58.160 --> 00:12:59.240]  小心護理一下
[00:12:59.240 --> 00:13:01.200]  以為很快就沒事了
[00:13:01.200 --> 00:13:03.600]  誰知一個月不好
[00:13:03.600 --> 00:13:05.760]  兩個月都不好
[00:13:05.760 --> 00:13:09.360]  最後是九個月才康復
[00:13:09.360 --> 00:13:10.680]  我常常對著腳趾
[00:13:10.680 --> 00:13:14.480]  「為何你這麼遲才康復?」
[00:13:14.480 --> 00:13:15.520]  心裡很奇怪
[00:13:15.520 --> 00:13:17.160]  為何會這樣呢?
[00:13:17.160 --> 00:13:18.120]  有人告訴我
[00:13:18.120 --> 00:13:19.040]  「是這樣的了」
[00:13:19.040 --> 00:13:20.120]  「年紀大一點」
[00:13:20.120 --> 00:13:23.840]  「康復的能力會慢一點」
[00:13:23.840 --> 00:13:25.040]  不僅如此
[00:13:25.040 --> 00:13:28.520]  發覺自己有些小毛病就出現
[00:13:28.520 --> 00:13:30.400]  有些時候發現很奇怪
[00:13:30.400 --> 00:13:33.360]  為何以前連續幾天
[00:13:33.360 --> 00:13:34.920]  做五萬工作
[00:13:34.920 --> 00:13:36.600]  沒甚麼問題
[00:13:36.600 --> 00:13:38.000]  但到五十歲的時候
[00:13:38.000 --> 00:13:39.640]  開始發覺不行了
[00:13:39.640 --> 00:13:41.720]  很疲倦
[00:13:41.720 --> 00:13:44.600]  不可以長時間工作
[00:13:44.600 --> 00:13:45.520]  而且發覺有些時候
[00:13:45.520 --> 00:13:48.920]  自己的情緒有點波動
[00:13:48.920 --> 00:13:49.720]  有點害怕
[00:13:49.720 --> 00:13:52.360]  為何會這樣呢?
[00:13:52.360 --> 00:13:53.840]  在那段時間我參加
[00:13:53.840 --> 00:13:57.240]  或主持一個安息禮拜
[00:13:57.240 --> 00:13:59.000]  我參加安息禮拜的時候
[00:13:59.000 --> 00:14:00.440]  我留心回想一位弟兄
[00:14:00.440 --> 00:14:03.760]  一個新的弟兄的背景
[00:14:03.760 --> 00:14:04.760]  一看
[00:14:04.760 --> 00:14:07.800]  原來他已經五十歲了
[00:14:07.800 --> 00:14:09.160]  再看清楚一點
[00:14:09.160 --> 00:14:12.760]  他結婚的年齡是二十五歲
[00:14:12.760 --> 00:14:14.480]  而我也是剛剛結婚
[00:14:14.480 --> 00:14:17.880]  當時結婚二十五年
[00:14:17.880 --> 00:14:19.920]  我突然有很多感受
[00:14:19.920 --> 00:14:20.760]  我的感受就是
[00:14:20.760 --> 00:14:22.760]  為何我站在港台
[00:14:22.760 --> 00:14:24.440]  主持安息禮拜
[00:14:24.440 --> 00:14:27.920]  這位弟兄躺在棺木裏面
[00:14:27.920 --> 00:14:30.480]  為何不是倒轉的呢?
[00:14:30.480 --> 00:14:32.160]  為何不可以五十歲
[00:14:32.160 --> 00:14:35.000]  天父就接我回天家
[00:14:35.000 --> 00:14:37.520]  為何他保存我的生命
[00:14:37.520 --> 00:14:38.840]  而讓這位弟兄
[00:14:38.840 --> 00:14:42.080]  可以先安然地回去
[00:14:42.080 --> 00:14:43.360]  我立時去感謝神
[00:14:43.360 --> 00:14:45.840]  神我感謝祢保存我的生命
[00:14:45.840 --> 00:14:48.640]  有一口氣能夠說一句話
[00:14:48.640 --> 00:14:51.360]  能夠做半天的工作
[00:14:51.360 --> 00:14:53.440]  我就很感恩
[00:14:53.440 --> 00:14:56.480]  因為今天仍然能夠有生命
[00:14:56.480 --> 00:14:58.000]  已經是恩典
[00:14:58.000 --> 00:14:59.480]  已經是祝福
[00:14:59.480 --> 00:15:01.520]  我就學習去感謝神
[00:15:01.520 --> 00:15:04.760]  學習更多去接納自己的軟弱
[00:15:04.760 --> 00:15:08.840]  而在當中更多去經歷神的恩典
[00:15:08.840 --> 00:15:10.320]  我突然間明白多一點
[00:15:10.320 --> 00:15:12.040]  中國人的智慧
[00:15:12.040 --> 00:15:12.960]  中國人說
[00:15:12.960 --> 00:15:15.320]  三十而立
[00:15:15.320 --> 00:15:17.760]  四十而不劃
[00:15:17.760 --> 00:15:19.120]  五十呢?
[00:15:19.120 --> 00:15:22.040]  五十而知天命
[00:15:22.040 --> 00:15:24.680]  開始明白一切都在神的掌管當中
[00:15:24.680 --> 00:15:27.920]  你的健康不在你自己的掌握裏面
[00:15:27.920 --> 00:15:31.000]  你更多知道去倚靠祂
[00:15:31.000 --> 00:15:32.520]  去信靠祂
[00:15:32.520 --> 00:15:36.400]  知道你的生命在祂的手中
[00:15:36.400 --> 00:15:39.840]  我剛剛前幾天遇到另一位年長的弟兄
[00:15:39.840 --> 00:15:40.480]  我問候他
[00:15:40.480 --> 00:15:42.240]  因為他的心臟有問題
[00:15:42.240 --> 00:15:44.240]  他加了一個起搏器
[00:15:44.240 --> 00:15:45.760]  大家知道是甚麼嗎?
[00:15:45.760 --> 00:15:47.720]  當心臟慢一點的時候
[00:15:47.720 --> 00:15:49.200]  起搏器發出電波
[00:15:49.200 --> 00:15:52.240]  幫助心臟平復
[00:15:52.240 --> 00:15:53.920]  我問他你怎樣?
[00:15:53.920 --> 00:15:55.840]  他說沒甚麼事
[00:15:55.840 --> 00:15:57.160]  我問你沒事嗎?
[00:15:57.160 --> 00:15:58.560]  他說當然沒事
[00:15:58.560 --> 00:16:00.320]  我知道自己有事
[00:16:00.320 --> 00:16:02.200]  所以我留心自己有沒有事
[00:16:02.200 --> 00:16:03.200]  所以沒事
[00:16:03.200 --> 00:16:06.680]  (笑聲)
[00:16:06.680 --> 00:16:09.240]  他說得很爽快
[00:16:09.240 --> 00:16:10.840]  我知道真的
[00:16:10.840 --> 00:16:13.960]  當一個人留心自己的情況
[00:16:13.960 --> 00:16:15.520]  接納自己有問題
[00:16:15.520 --> 00:16:18.200]  小心保護著自己
[00:16:18.200 --> 00:16:20.160]  他就沒事了
[00:16:20.160 --> 00:16:22.560]  那些反而以為自己沒事的人
[00:16:22.560 --> 00:16:26.600]  疏忽自己就會有事
[00:16:26.600 --> 00:16:27.960]  我突然想起
[00:16:27.960 --> 00:16:29.720]  當我去到加拿大的時候
[00:16:29.720 --> 00:16:33.160]  去到奧泰華這個地方港島
[00:16:33.160 --> 00:16:33.920]  他們告訴我
[00:16:33.920 --> 00:16:36.560]  奧泰華經常下大雪
[00:16:36.560 --> 00:16:37.880]  很冷
[00:16:37.880 --> 00:16:40.560]  但因為經過這麼多次的經驗
[00:16:40.560 --> 00:16:42.320]  政府就很有把握
[00:16:42.320 --> 00:16:43.120]  下大雪
[00:16:43.120 --> 00:16:45.120]  整條公路鋪滿雪之後
[00:16:45.120 --> 00:16:46.880]  即時第一隊車隊出去
[00:16:46.880 --> 00:16:49.160]  在地上實驗
[00:16:49.160 --> 00:16:50.360]  第二隊車隊出去
[00:16:50.360 --> 00:16:51.800]  馬上把雪鏟走
[00:16:51.800 --> 00:16:53.680]  用最好的儀器
[00:16:53.680 --> 00:16:54.480]  很快速地
[00:16:54.480 --> 00:16:57.880]  整條公路就通暢無阻
[00:16:57.880 --> 00:16:58.880]  但他們說
[00:16:58.880 --> 00:17:01.040]  如果你去溫哥華
[00:17:01.040 --> 00:17:02.400]  偶然下一場大雪
[00:17:02.400 --> 00:17:04.320]  整個城市就會混亂
[00:17:04.320 --> 00:17:06.320]  因為他們沒有甚麼準備
[00:17:06.320 --> 00:17:07.760]  亦都不知道怎樣處理
[00:17:07.760 --> 00:17:11.400]  這些不常出現的問題
[00:17:11.400 --> 00:17:12.680]  各位電影姐妹
[00:17:12.680 --> 00:17:15.240]  有些時候常有問題
