
[00:00:00.000 --> 00:00:03.360]  慈悲的父神,我們向你獻上感謝
[00:03:54.240 --> 00:04:02.080]  就是言語上和工作上的見證
[00:04:02.080 --> 00:04:06.840]  可以配合拆傳組織
[00:04:06.840 --> 00:04:12.120]  現在我們看生活的見證
[00:04:12.120 --> 00:04:15.840]  剛才我們所讀的經文
[00:04:15.840 --> 00:04:24.640]  把保羅所強調的重點講出來
[00:04:24.640 --> 00:04:28.520]  我們再看第十六節
[00:04:28.520 --> 00:04:31.440]  「將生命的道表明出來
[00:04:31.440 --> 00:04:33.560]  叫我在基督的日子
[00:04:33.560 --> 00:04:37.600]  好誇我沒有空跑也沒有逃路」
[00:04:37.600 --> 00:04:40.800]  這句話的意思就是說
[00:04:40.800 --> 00:04:49.760]  如果基督徒不能把生命的道表明出來
[00:04:49.760 --> 00:04:58.520]  保羅說他的一切的工作都歸於圖然
[00:04:58.520 --> 00:05:04.480]  保羅很著重講這句話
[00:05:04.480 --> 00:05:06.960]  由此可以見到
[00:05:06.960 --> 00:05:09.800]  在保羅的心目中
[00:05:09.800 --> 00:05:13.240]  有一件很重要的事
[00:05:13.240 --> 00:05:19.840]  就是信徒信了真道以後
[00:05:19.840 --> 00:05:26.320]  還要追求把真道表明出來
[00:05:26.320 --> 00:05:33.560]  不然保羅一切的工作都落空了
[00:05:33.560 --> 00:05:37.280]  求神把這個強調放在我們心
[00:05:37.280 --> 00:05:41.680]  在幾年前
[00:05:41.680 --> 00:05:47.120]  在我們門口的通道那裡
[00:05:47.120 --> 00:05:52.120]  有一個青年人的壁報
[00:05:52.120 --> 00:05:55.600]  上面出現了一幅漫畫
[00:05:55.600 --> 00:06:00.040]  一顆星在腿上
[00:06:00.040 --> 00:06:06.840]  一個心在腿上
[00:06:06.840 --> 00:06:10.600]  在腿上 在腳上
[00:06:10.600 --> 00:06:13.920]  當時我看到了
[00:06:13.920 --> 00:06:15.200]  覺得很有意思
[00:06:15.200 --> 00:06:17.000]  心不是在這裡
[00:06:17.000 --> 00:06:18.280]  而是在這裡
[00:06:18.280 --> 00:06:19.520]  心不是在這裡
[00:06:19.520 --> 00:06:20.960]  而是在腳上
[00:06:20.960 --> 00:06:23.240]  意思就是說
[00:06:23.240 --> 00:06:29.360]  心和行動配合起來
[00:06:29.360 --> 00:06:33.000]  很有意思
[00:06:33.000 --> 00:06:36.480]  我們把生命的道表明出來
[00:06:36.480 --> 00:06:40.880]  用我們的行動
[00:06:40.880 --> 00:06:45.200]  來表達我們的生命之道
[00:06:45.200 --> 00:06:50.560]  剛才鄧力兄告訴我們
[00:06:50.560 --> 00:06:55.480]  現在有一個警察的團體
[00:06:55.480 --> 00:06:59.160]  叫「以諾團體」
[00:06:59.160 --> 00:07:02.720]  和我們本堂的「以諾團體」沒有關係
[00:07:02.720 --> 00:07:05.400]  在上個月
[00:07:05.400 --> 00:07:11.120]  我有機會到那個團體講道
[00:07:11.120 --> 00:07:16.800]  我發現有六、七十位警察參加
[00:07:16.800 --> 00:07:19.800]  他們很熱心
[00:07:19.800 --> 00:07:23.720]  他們很熱心
[00:07:23.720 --> 00:07:25.720]  很有喜樂
[00:07:25.720 --> 00:07:28.640]  唱詩很好聽
[00:07:28.640 --> 00:07:32.360]  彼此交通勉勵
[00:07:32.360 --> 00:07:34.680]  這是香港的一個創舉
[00:07:34.680 --> 00:07:37.080]  這是香港的一個創舉
[00:07:37.080 --> 00:07:39.560]  過去是不可能的
[00:07:39.560 --> 00:07:44.160]  現在得到警務處的批准
[00:07:44.160 --> 00:07:50.080]  這些在警界服務的弟兄姊妹
[00:07:50.080 --> 00:07:56.280]  他們要在同行中間傳福音
[00:07:56.280 --> 00:07:59.880]  更加要彼此勉勵
[00:07:59.880 --> 00:08:04.640]  在他們的崗位上榮耀神
[00:08:04.640 --> 00:08:07.960]  遵行神的旨意
[00:08:07.960 --> 00:08:12.240]  這是一件很難得的事
[00:08:12.240 --> 00:08:15.240]  我們真的要為他們祈禱
[00:08:15.240 --> 00:08:17.640]  使這個團體
[00:08:17.640 --> 00:08:24.880]  成為了許多弟兄姊妹們的力量來源
[00:08:24.880 --> 00:08:32.800]  我要分幾方面來講生活的見證
[00:08:32.800 --> 00:08:34.680]  第一方面
[00:08:34.680 --> 00:08:43.000]  生活的見證是裡面生命的流露
[00:08:43.000 --> 00:08:46.200]  正如主講過
[00:08:46.200 --> 00:08:50.000]  好樹結好果子
[00:08:50.000 --> 00:08:53.480]  壞樹結壞果子
[00:08:53.480 --> 00:08:56.640]  好樹的生命好
[00:08:56.640 --> 00:08:59.720]  從它的好生命裡面結出好果子
[00:08:59.720 --> 00:09:04.120]  我們接著要問
[00:09:04.120 --> 00:09:07.960]  當我們有了好生命以後
[00:09:07.960 --> 00:09:10.720]  換句話說
[00:09:10.720 --> 00:09:14.080]  當我們得到主進到我們心裡
[00:09:14.080 --> 00:09:18.880]  把祂的生命賜給我們以後
[00:09:18.880 --> 00:09:22.160]  我們應該如何呢?
[00:09:22.160 --> 00:09:25.480]  我們應該是怎樣的呢?
[00:09:25.480 --> 00:09:28.680]  有三個重點
[00:09:28.680 --> 00:09:31.280]  第一
[00:09:31.280 --> 00:09:36.320]  一棵好的樹要很小心保守它的好果子
[00:09:36.320 --> 00:09:45.280]  我們看見果園的族人在這方面很小心
[00:09:45.280 --> 00:09:51.640]  結出來的果子越貴重
[00:09:51.640 --> 00:09:56.760]  他們就越加小心的看守
[00:09:56.760 --> 00:10:02.080]  有的用紙把果子包起來
[00:10:02.080 --> 00:10:07.200]  有的用袋子把它套起來
[00:10:07.200 --> 00:10:11.360]  有的把殺蟲粉噴在上面
[00:10:11.360 --> 00:10:18.120]  總之不要讓飛鳥來把果子吃掉
[00:10:18.120 --> 00:10:24.400]  也不要讓昆蟲來傷害果子
[00:10:24.400 --> 00:10:28.920]  要小心的保守
[00:10:28.920 --> 00:10:33.960]  我們有了新生命在裡面以後
[00:10:33.960 --> 00:10:37.520]  我們還要小心
[00:10:37.520 --> 00:10:42.600]  要保守這個生命
[00:10:42.600 --> 00:10:50.480]  不要讓撒旦用各樣的方式來損害它
[00:10:50.480 --> 00:10:56.360]  聖靈的九樣果子真是很美麗
[00:10:56.360 --> 00:10:58.360]  真是很寶貴
[00:10:58.360 --> 00:11:04.400]  我們真是要一個一個的看守
[00:11:04.400 --> 00:11:08.960]  不要讓它們受損害
[00:11:08.960 --> 00:11:15.240]  這正是舊約的雅歌書所說的
[00:11:15.240 --> 00:11:20.080]  要看守自己的葡萄園
[00:11:20.080 --> 00:11:25.600]  因為葡萄正在開花
[00:11:25.600 --> 00:11:28.960]  要小心保守
[00:11:28.960 --> 00:11:32.880]  免得果子結不出來
[00:11:32.880 --> 00:11:38.600]  或者果子結出來以後受損害
[00:11:38.600 --> 00:11:42.160]  聖靈在我們心裡工作
[00:11:42.160 --> 00:11:45.320]  讓我們結果子
[00:11:45.320 --> 00:11:50.440]  彰顯我們所信的道
[00:11:50.440 --> 00:11:55.400]  我們每逢結出一個果子的時候
[00:11:55.400 --> 00:11:59.280]  就要小心來保守它
[00:11:59.280 --> 00:12:01.640]  第二
[00:12:01.640 --> 00:12:09.760]  每一個果子要讓它到成熟的地步
[00:12:09.760 --> 00:12:13.120]  不管這個果子的本質多麼好
[00:12:13.120 --> 00:12:20.520]  如果沒有成熟就吃不得
[00:12:20.520 --> 00:12:24.000]  它的顏色不夠美麗
[00:12:24.000 --> 00:12:29.800]  它的味道不夠甜美
[00:12:29.800 --> 00:12:34.200]  它會是苦的澀的
[00:12:34.200 --> 00:12:37.040]  但是熟了以後
[00:12:37.040 --> 00:12:41.400]  在顏色上顯出美麗
[00:12:41.400 --> 00:12:45.920]  在味道上甜美
[00:12:45.920 --> 00:12:49.760]  成熟需要時間
[00:12:49.760 --> 00:12:56.480]  沒有任何的水果一結出來就熟了
[00:12:56.480 --> 00:13:01.240]  照樣沒有任何一個基督徒
[00:13:01.240 --> 00:13:06.720]  一信主它的靈性就成熟了
[00:13:06.720 --> 00:13:09.120]  沒有這樣的人
[00:13:09.120 --> 00:13:13.800]  要經過成長的階段
[00:13:13.800 --> 00:13:19.320]  成長的過程是必須的
[00:13:19.320 --> 00:13:25.440]  昨天晚上我在「百里行團契」講到
[00:13:25.440 --> 00:13:27.360]  他們報告
[00:13:27.360 --> 00:13:32.920]  他們中間有一個福音小組
[00:13:32.920 --> 00:13:38.200]  這個團契聚會的第一段完了以後
[00:13:38.200 --> 00:13:42.720]  福音小組就分開
[00:13:42.720 --> 00:13:45.800]  那些是已經絕痔信主
[00:13:45.800 --> 00:13:53.760]  但是還沒有受洗的
[00:13:53.760 --> 00:14:00.880]  就特別的在福音的真道上栽培他們
[00:14:00.880 --> 00:14:04.720]  他們的出席率很穩定
[00:14:04.720 --> 00:14:10.160]  他們的計劃是一年七個月給他們上福音真道的課程
[00:14:10.160 --> 00:14:18.080]  是相當長的時間
[00:14:18.080 --> 00:14:20.640]  是很寶貴的
[00:14:20.640 --> 00:14:22.760]  他們絕痔了
[00:14:22.760 --> 00:14:26.680]  然後繼續的學習
[00:14:26.680 --> 00:14:31.000]  認識更深入的認識
[00:14:31.000 --> 00:14:34.880]  更完整的認識
[00:14:34.880 --> 00:14:39.120]  最後加入教會
[00:14:39.120 --> 00:14:46.160]  一步一步的向成熟進展
[00:14:46.160 --> 00:14:50.360]  是非常美好的
[00:14:50.360 --> 00:14:53.200]  第三
[00:14:53.200 --> 00:14:55.640]  有了生命以後
[00:14:55.640 --> 00:15:01.680]  還需要有培植
[00:15:01.680 --> 00:15:03.720]  一棵好的樹
[00:15:03.720 --> 00:15:10.040]  還要把它栽在好的土壤裏面
[00:15:10.040 --> 00:15:12.840]  還要加肥料
[00:15:12.840 --> 00:15:16.840]  氣候也很重要
[00:15:16.840 --> 00:15:20.000]  這樣就能夠結出好的果子
[00:15:20.000 --> 00:15:24.520]  單單樹的本質好還不夠
[00:15:24.520 --> 00:15:28.840]  各位都見過盆栽
[00:15:28.840 --> 00:15:33.280]  有的樹在自然的環境裏面
[00:15:33.280 --> 00:15:37.200]  可以長到一丈兩丈那麼高
[00:15:37.200 --> 00:15:42.400]  但是換了一個環境以後
[00:15:42.400 --> 00:15:47.360]  它只會長到兩三尺那麼高
[00:15:47.360 --> 00:15:49.800]  成了盆栽
[00:15:49.800 --> 00:15:52.400]  同樣的樹
[00:15:52.400 --> 00:15:54.880]  生命一樣
[00:15:54.880 --> 00:15:57.400]  但是長成不同
[00:15:57.400 --> 00:15:59.600]  因為環境不同
[00:15:59.600 --> 00:16:02.160]  可能土壤不同
[00:16:02.160 --> 00:16:05.320]  可能肥料不同
[00:16:05.320 --> 00:16:08.080]  可能氣候不同
[00:16:08.080 --> 00:16:13.840]  後天的作用相當大
[00:16:13.840 --> 00:16:16.640]  我們現在的生命
[00:16:16.640 --> 00:16:18.880]  後天的作用相當大
[00:16:18.880 --> 00:16:22.280]  我們信主也是一樣
[00:16:22.280 --> 00:16:26.840]  我們有了主的生命在裏面以後
[00:16:26.840 --> 00:16:31.680]  還要有適當的土壤
[00:16:31.680 --> 00:16:37.680]  神的道是我們屬靈的土壤
[00:16:37.680 --> 00:16:40.480]  屬靈的養料
[00:16:40.480 --> 00:16:42.400]  肥料
[00:16:42.400 --> 00:16:46.000]  如果我們沒有繼續吸收神的道
[00:16:46.000 --> 00:16:48.960]  如果我們沒有繼續吸收神的道
[00:16:48.960 --> 00:16:53.360]  我們的生命不能成長
[00:16:53.360 --> 00:16:58.040]  不能夠有最好的表現
[00:16:58.040 --> 00:17:04.440]  不會結出好的果子來
[00:17:04.440 --> 00:17:09.240]  現在我們看第二方面
[00:17:09.240 --> 00:17:15.960]  見證生活是愛的流露
[00:17:15.960 --> 00:17:18.520]  第一是生命的流露
[00:17:18.520 --> 00:17:23.840]  第二是愛的流露
[00:17:23.840 --> 00:17:34.880]  請回到約翰福音14章21節
[00:17:34.880 --> 00:17:37.840]  約翰福音14章第21節
[00:17:37.840 --> 00:17:40.480]  有了我的命令又遵守的
[00:17:40.480 --> 00:17:43.760]  這人就是愛我的
[00:17:43.760 --> 00:17:46.000]  必蒙我父愛他
[00:17:46.000 --> 00:17:47.880]  我也要愛他
[00:17:47.880 --> 00:17:50.080]  並且要向他敬意
[00:17:50.080 --> 00:17:51.160]  這是主的話
[00:17:51.160 --> 00:17:52.520]  這是主的話
[00:17:52.520 --> 00:17:57.880]  有了主的命令又遵守的
[00:17:57.880 --> 00:17:59.680]  這就是行道的人
[00:17:59.680 --> 00:18:01.320]  這是行道的人
[00:18:01.320 --> 00:18:02.040]  主說
[00:18:02.040 --> 00:18:02.680]  主說
[00:18:02.680 --> 00:18:05.000]  行道的人就是愛主的人
[00:18:05.000 --> 00:18:07.640]  行道的人就等於愛主的人
[00:18:07.640 --> 00:18:09.680]  由此可見
[00:18:09.680 --> 00:18:12.440]  對主的愛是一種能力
[00:18:12.440 --> 00:18:14.440]  對主的愛是一種能力
[00:18:14.440 --> 00:18:17.440]  是一種動力
[00:18:17.440 --> 00:18:23.960]  推動我們去遵守主的道
[00:18:23.960 --> 00:18:29.040]  一個人愛主的心多
[00:18:29.040 --> 00:18:34.000]  他在真道上長進就快
[00:18:34.000 --> 00:18:38.880]  有一次我到美國的羅省
[00:18:38.880 --> 00:18:41.520]  在一個聚會裏面
[00:18:41.520 --> 00:18:46.320]  發現主席是一個姊妹
[00:18:46.320 --> 00:18:49.000]  從她的禱告裏面
[00:18:49.000 --> 00:18:52.600]  從她的幾句話裏面
[00:18:52.600 --> 00:18:54.680]  我就感覺到
[00:18:54.680 --> 00:19:00.280]  她的靈性相當的有深度
[00:19:00.280 --> 00:19:02.600]  後來散會了
[00:19:02.600 --> 00:19:05.240]  我就知道
[00:19:05.240 --> 00:19:08.160]  她信主才半年
[00:19:08.160 --> 00:19:10.240]  我還以為她信主很多年
[00:19:10.240 --> 00:19:12.240]  我還以為她信主很多年
[00:19:12.240 --> 00:19:16.000]  事實上她信主半年
[00:19:16.000 --> 00:19:22.040]  但是她很熱切愛主的心
[00:19:22.040 --> 00:19:26.360]  所以她的靈性長進得很快
[00:19:26.360 --> 00:19:32.840]  她是加州大學的數學教授
[00:19:32.840 --> 00:19:35.600]  她信主以後
[00:19:35.600 --> 00:19:41.240]  愛主的心表現得很清楚
[00:19:41.240 --> 00:19:49.480]  因此她有出色的屬靈的表現
[00:19:49.480 --> 00:19:51.400]  我們可以說
[00:19:51.400 --> 00:19:53.760]  沒有一個愛主的人
[00:19:53.760 --> 00:19:55.760]  他的靈性是不長進的
[00:19:55.760 --> 00:19:57.520]  沒有一個愛主的人
[00:19:57.520 --> 00:19:59.360]  他的靈性是不長進的
[00:19:59.360 --> 00:20:01.160]  反過來講
[00:20:01.160 --> 00:20:03.000]  沒有一個不愛主的人
[00:20:03.000 --> 00:20:05.160]  他的靈性會長進得快
[00:20:05.160 --> 00:20:07.320]  沒有一個不愛主的人
[00:20:07.320 --> 00:20:09.560]  他的靈性會長進得快
[00:20:09.560 --> 00:20:11.600]  我們的靈性
[00:20:11.600 --> 00:20:15.240]  我們對真道的表現
[00:20:15.240 --> 00:20:20.240]  是我們對主的愛的流露
[00:20:20.240 --> 00:20:22.720]  第三方面
[00:20:22.720 --> 00:20:25.120]  生活的見證
[00:20:25.120 --> 00:20:31.480]  是真誠的信仰的流露
[00:20:31.480 --> 00:20:34.840]  如果一個人的信仰很膚淺
[00:20:34.840 --> 00:20:37.280]  如果一個人的信仰很膚淺
[00:20:37.280 --> 00:20:39.000]  或者不夠真誠
[00:20:39.000 --> 00:20:40.480]  或者不夠真誠
[00:20:40.480 --> 00:20:41.640]  或者沒有基礎
[00:20:41.640 --> 00:20:43.040]  或者沒有基礎
[00:20:43.040 --> 00:20:48.760]  他就很難來見證、表露、彰顯他的信仰
[00:20:48.760 --> 00:20:54.160]  他就很難來見證、表露、彰顯他的信仰
[00:20:54.160 --> 00:20:55.960]  保羅說
[00:20:55.960 --> 00:21:01.560]  我所信的道我已經守住了
[00:21:01.560 --> 00:21:03.400]  保羅又說
[00:21:03.400 --> 00:21:11.160]  我們為所信的道齊心努力
[00:21:11.160 --> 00:21:12.680]  我們所信的
[00:21:12.680 --> 00:21:13.840]  我們所信的
[00:21:13.840 --> 00:21:17.160]  才能夠表現出來
[00:21:17.160 --> 00:21:20.280]  在今天的時代裏面
[00:21:20.280 --> 00:21:25.960]  沒有根基的信仰站不住腳
[00:21:25.960 --> 00:21:31.000]  因為這個潮流的衝擊很厲害
[00:21:31.000 --> 00:21:32.760]  而且在這個潮流裏面
[00:21:32.760 --> 00:21:35.040]  而且在這個潮流裏面
[00:21:35.040 --> 00:21:37.720]  有壓力
[00:21:37.720 --> 00:21:43.640]  對於有信仰的人有逼迫
[00:21:43.640 --> 00:21:46.400]  在提摩太后書
[00:21:46.400 --> 00:21:48.840]  三章十二節
[00:21:48.840 --> 00:21:50.960]  保羅這樣說
[00:21:50.960 --> 00:21:56.320]  凡是在基督裏立志敬虔度日的人
[00:21:56.320 --> 00:22:00.600]  凡是在基督裏立志敬虔度日的人
[00:22:00.600 --> 00:22:06.040]  都要這樣受逼迫
[00:22:06.040 --> 00:22:07.640]  這個社會的潮流
[00:22:07.640 --> 00:22:09.760]  不歡喜跟從基督的
[00:22:09.760 --> 00:22:12.360]  這個世界的潮流是不歡迎
[00:22:12.360 --> 00:22:14.800]  不歡喜跟隨基督的人的
[00:22:14.800 --> 00:22:16.600]  昨天
[00:22:16.600 --> 00:22:20.680]  我和團友們從夏令會回來
[00:22:20.680 --> 00:22:23.480]  我和團友們從夏令會回來
[00:22:23.480 --> 00:22:27.520]  從芬林坐旅遊巴士回來
[00:22:27.520 --> 00:22:29.920]  在粉嶺坐旅遊巴士回來
[00:22:29.920 --> 00:22:32.200]  在我旁邊的
[00:22:32.200 --> 00:22:34.120]  是一位弟兄
[00:22:34.120 --> 00:22:36.040]  不是本堂的
[00:22:36.040 --> 00:22:39.480]  是我們麗堯分堂的
[00:22:39.480 --> 00:22:41.680]  我們就談話了
[00:22:41.680 --> 00:22:45.600]  他最多20歲
[00:22:45.600 --> 00:22:49.320]  至少他的樣子是這樣
[00:22:49.320 --> 00:22:51.840]  談話的時候
[00:22:51.840 --> 00:22:52.960]  他就告訴我
[00:22:52.960 --> 00:22:58.440]  他在一個貨倉裏面工作
[00:22:58.440 --> 00:23:00.680]  他信主之前
[00:23:00.680 --> 00:23:03.360]  同事對他很好
[00:23:03.360 --> 00:23:05.640]  但他信主之後
[00:23:05.640 --> 00:23:07.320]  很奇怪
[00:23:07.320 --> 00:23:10.720]  同事就不歡喜他
[00:23:10.720 --> 00:23:11.880]  要封死他
[00:23:11.880 --> 00:23:13.080]  要笑他
[00:23:13.080 --> 00:23:17.200]  要難為他
[00:23:17.200 --> 00:23:20.480]  折磨他
[00:23:20.480 --> 00:23:22.640]  他心裏很難過
[00:23:22.640 --> 00:23:27.160]  但是他有一個很強的信心
[00:23:27.160 --> 00:23:33.880]  他能夠勝過這些壓力和難阻
[00:23:33.880 --> 00:23:38.040]  這是很難得的弟兄
[00:23:38.040 --> 00:23:40.560]  在這個社會裏面
[00:23:40.560 --> 00:23:44.560]  如果我們的信仰沒有根基
[00:23:44.560 --> 00:23:49.280]  或者我們還不了解我們的信仰
[00:23:49.280 --> 00:23:53.400]  或者我們的信仰不真誠
[00:23:53.400 --> 00:23:57.520]  遲早我們都會倒下
[00:23:57.520 --> 00:24:01.200]  不能站立得住
[00:24:01.200 --> 00:24:03.960]  所以我們要求
[00:24:03.960 --> 00:24:06.720]  真誠的信仰
[00:24:06.720 --> 00:24:10.280]  有根有基的信仰
[00:24:10.280 --> 00:24:13.520]  是心靈裏面的信仰
[00:24:13.520 --> 00:24:17.440]  又是頭腦裏面的信仰
[00:24:17.440 --> 00:24:19.680]  意思就是說
[00:24:19.680 --> 00:24:22.960]  我們用心來信主
[00:24:22.960 --> 00:24:25.720]  同時我們在理智上也要認識
[00:24:25.720 --> 00:24:27.280]  了解我們的信仰
[00:24:27.280 --> 00:24:35.280]  我們的心和我們的頭腦合在一起的時候
[00:24:35.280 --> 00:24:38.280]  我們的心和我們的頭腦合在一起的時候
[00:24:38.280 --> 00:24:40.720]  就會有一個很強的信仰
[00:24:40.720 --> 00:24:45.800]  有人的信仰是單單是心靈的
[00:24:45.800 --> 00:24:50.680]  這樣的信仰有時候也很強
[00:24:50.680 --> 00:24:56.480]  但是不能幫助別人
[00:24:56.480 --> 00:25:00.560]  有時別人問他為什麼信
[00:25:00.560 --> 00:25:03.840]  他講不出來理由
[00:25:03.840 --> 00:25:06.800]  也不能解釋他為什麼信
[00:25:06.800 --> 00:25:10.640]  結果就不能幫助別人
[00:25:10.640 --> 00:25:14.080]  他的信仰很堅定
[00:25:14.080 --> 00:25:19.840]  可能把生命賠於對外
[00:25:19.840 --> 00:25:23.000]  可能會把生命置於道外
[00:25:23.000 --> 00:25:25.040]  但是他對自己的信仰
[00:25:25.040 --> 00:25:27.520]  沒有一個足夠的了解
[00:25:27.520 --> 00:25:32.160]  這也是美中不足
[00:25:32.160 --> 00:25:36.160]  一方面我們的信仰
[00:25:36.160 --> 00:25:39.720]  絕對需要是心靈裏真誠的信仰
[00:25:39.720 --> 00:25:47.160]  同時在這個世代裏面
[00:25:47.160 --> 00:25:52.840]  在一個講求理智的世代裏面
[00:25:52.840 --> 00:25:57.000]  我們就應該盡量的研究
[00:25:57.000 --> 00:26:00.080]  盡量的學習
[00:26:00.080 --> 00:26:06.200]  讓我們能夠更多的了解我們所信的
[00:26:06.200 --> 00:26:12.760]  這樣我們就有加倍堅固的基礎
[00:26:12.760 --> 00:26:16.240]  這是雙料的基礎
[00:26:16.240 --> 00:26:18.520]  讓我們在這樣一個時代裏面
[00:26:18.520 --> 00:26:26.720]  能夠慰助站得穩
[00:26:26.720 --> 00:26:30.240]  第四方面
[00:26:30.240 --> 00:26:40.720]  生活的見證是能力的流露
[00:26:40.720 --> 00:26:43.320]  我說說的能力
[00:26:43.320 --> 00:26:46.320]  不是我們自己的能力
[00:26:46.320 --> 00:26:49.240]  那是神的能力
[00:26:49.240 --> 00:26:52.200]  我們自己很軟弱
[00:26:52.200 --> 00:26:54.920]  是沒有能力的
[00:26:54.920 --> 00:26:56.280]  但是神有能力
[00:26:56.280 --> 00:27:04.720]  我們要學習知取神的超自然的能力
[00:27:04.720 --> 00:27:08.640]  然後我們才能夠很堅強的行道
[00:27:08.640 --> 00:27:11.440]  正如保羅所說
[00:27:11.440 --> 00:27:14.520]  我靠著那加給我力量的
[00:27:14.520 --> 00:27:17.400]  凡事都能做
[00:27:17.400 --> 00:27:19.640]  保羅不是說
[00:27:19.640 --> 00:27:22.200]  靠著我的自信
[00:27:22.200 --> 00:27:24.760]  靠著我的意志力
[00:27:24.760 --> 00:27:27.840]  靠著我的智慧
[00:27:27.840 --> 00:27:30.920]  靠著我的計劃
[00:27:30.920 --> 00:27:34.240]  靠著我的能力
[00:27:34.240 --> 00:27:37.520]  靠著我的智慧
[00:27:37.520 --> 00:27:39.000]  靠著我的計劃
[00:27:39.000 --> 00:27:42.280]  我凡事都能做
[00:27:42.280 --> 00:27:44.080]  他不是這樣說的
[00:27:44.080 --> 00:27:49.560]  他只是說靠著那加力量給我的
[00:27:49.560 --> 00:27:52.040]  就是靠著神
[00:27:52.040 --> 00:27:55.520]  他凡事都能做
[00:27:55.520 --> 00:28:02.000]  他和能力的源頭連接起來
[00:28:02.000 --> 00:28:04.400]  他就能夠說
[00:28:04.400 --> 00:28:06.200]  我什麼時候軟弱
[00:28:06.200 --> 00:28:11.120]  就什麼時候剛強
[00:28:11.120 --> 00:28:14.120]  這是保羅的見證
