
[00:00:00.000 --> 00:00:05.420]  弟兄姊妹平安,我們在復活節的主日一起去敬拜
[00:01:55.420 --> 00:02:01.420]  人們濫藥或逃避的方法其實是太清醒
[00:02:01.420 --> 00:02:04.420]  當然不是說我們不應該清醒
[00:02:04.420 --> 00:02:08.420]  我們清醒的話就更加在信仰裡很清醒
[00:02:08.420 --> 00:02:10.420]  知道依靠你為神
[00:02:10.420 --> 00:02:14.420]  所以死和醒的音很接近
[00:02:14.420 --> 00:02:23.420]  清醒,但我們死亡卻是一個很現實
[00:02:23.420 --> 00:02:28.420]  令我們感覺到一種威嚇的經歷狀態
[00:02:28.420 --> 00:02:33.420]  所以我最近也發現社交平台有些人寫字挺有趣
[00:02:33.420 --> 00:02:39.420]  他寫一個S或SI代表死字
[00:02:39.420 --> 00:02:45.420]  不寫死字,寫的是忌諱,不知道是什麼原因
[00:02:45.420 --> 00:02:51.420]  今天我們分享的經文就在《貼撒萊迦前書》4章13至18
[00:02:51.420 --> 00:02:53.420]  的確是說死的
[00:02:53.420 --> 00:02:57.420]  但死當然是我們附屆和復活很有關係
[00:02:57.420 --> 00:03:05.420]  經文特別貼前13至5章11節
[00:03:05.420 --> 00:03:11.420]  其實是關於耶穌再來臨的訊息和鼓勵
[00:03:11.420 --> 00:03:15.420]  所以聖經有關生死盼望很重要的主題
[00:03:15.420 --> 00:03:17.420]  而基督再來到復活
[00:03:17.420 --> 00:03:21.420]  與那些已死之人的命運會怎樣呢?
[00:03:21.420 --> 00:03:23.420]  會很清楚地表達
[00:03:23.420 --> 00:03:26.420]  也包括如仍然活著的人又如何呢?
[00:03:26.420 --> 00:03:30.420]  5章當然是當人仍活著
[00:03:30.420 --> 00:03:34.420]  是否不知道主再來而不與主相遇呢?
[00:03:34.420 --> 00:03:37.420]  今天就不說第5章的訊息
[00:03:37.420 --> 00:03:39.420]  集中在第4章很重要的訊息
[00:03:39.420 --> 00:03:42.420]  死亡被人感覺到一種憂心黑暗
[00:03:42.420 --> 00:03:45.420]  好像很難去接觸理解
[00:03:45.420 --> 00:03:48.420]  但又跟我們很近距離
[00:03:48.420 --> 00:03:52.420]  如果我們誤解了死亡對基督徒的意義
[00:03:52.420 --> 00:03:54.420]  是會失去盼望的
[00:03:54.420 --> 00:03:56.420]  失去盼望甚至會沒有一個
[00:03:56.420 --> 00:04:00.420]  剛才我們說能夠感動的幾首詩歌
[00:04:00.420 --> 00:04:03.420]  帶出一個整全的圖畫
[00:04:03.420 --> 00:04:10.420]  我們先從經文看第13節
[00:04:10.420 --> 00:04:14.420]  他說:令瑞了人,我不希望你們不知道,免得你們憂傷
[00:04:14.420 --> 00:04:17.420]  像其餘那些沒有盼望的人一樣
[00:04:17.420 --> 00:04:20.420]  大家都知道瑞了的人是指甚麼人
[00:04:20.420 --> 00:04:24.420]  死了的人
[00:04:24.420 --> 00:04:31.420]  我們先簡單思想一下死的儀式
[00:04:31.420 --> 00:04:35.420]  或者從不同的文化傳統
[00:04:35.420 --> 00:04:40.420]  切理去理解死亡的感覺或看法
[00:04:40.420 --> 00:04:43.420]  死了認識死亡
[00:04:43.420 --> 00:04:46.420]  下面有引述一些不同的看法
[00:04:46.420 --> 00:04:49.420]  其中一個就是五福裏面
[00:04:49.420 --> 00:04:52.420]  大家知道最後那個是甚麼嗎?
[00:04:52.420 --> 00:04:54.420]  善終
[00:04:54.420 --> 00:04:57.420]  原本上書的說法就是
[00:04:57.420 --> 00:05:05.420]  長壽富貴,健康安寧,真性仁厚,善終
[00:05:05.420 --> 00:05:07.420]  這個就是五福的看法
[00:05:07.420 --> 00:05:10.420]  但後來有些忌諱想改
[00:05:10.420 --> 00:05:12.420]  又世俗化又改
[00:05:12.420 --> 00:05:15.420]  所以改版是沒有善終的
[00:05:15.420 --> 00:05:17.420]  只是一些覺得好的東西
[00:05:17.420 --> 00:05:23.420]  富壽,貴,安樂,子孫眾多
[00:05:23.420 --> 00:05:27.420]  或者再直接一點,世俗化一點
[00:05:27.420 --> 00:05:33.420]  福祿壽,起財,不講死,不講善終
[00:05:33.420 --> 00:05:37.420]  但其實一些宗教的表達
[00:05:37.420 --> 00:05:40.420]  都是接近上書的說法
[00:05:40.420 --> 00:05:45.420]  富貴長壽,康寧好德,最後有善終
[00:05:45.420 --> 00:05:50.420]  這個就是完整真實的人生
[00:05:50.420 --> 00:05:56.420]  不能避開,所以有些人看死亡是從有和沒有去看
[00:05:56.420 --> 00:05:59.420]  有一個日本的作家去看
[00:05:59.420 --> 00:06:02.420]  死是nothing,是沒有的
[00:06:02.420 --> 00:06:05.420]  生總歸是something,是有的
[00:06:05.420 --> 00:06:11.420]  something肯定,有的比nothing,比沒有的多
[00:06:11.420 --> 00:06:17.420]  另外的作家周作人的說法也是很接近
[00:06:17.420 --> 00:06:20.420]  人生都是如此,只是機運罷了
[00:06:20.420 --> 00:06:23.420]  你如先得了,就是你的了
[00:06:23.420 --> 00:06:25.420]  你得,就是有了
[00:06:25.420 --> 00:06:29.420]  如果你死了,或者沒有了
[00:06:29.420 --> 00:06:32.420]  都是別人的
[00:06:32.420 --> 00:06:34.420]  你擁有的死了又如何
[00:06:34.420 --> 00:06:37.420]  遺產成敗,就是給了你的子孫
[00:06:37.420 --> 00:06:39.420]  總之你沒有了
[00:06:39.420 --> 00:06:42.420]  原來這樣看生死是有和沒有的分別
[00:06:42.420 --> 00:06:47.420]  從人倫關係,有和沒有都有點有趣
[00:06:47.420 --> 00:06:51.420]  如果你還記得傳道書的一些表達
[00:06:51.420 --> 00:06:54.420]  有點像,那種人生哲理
[00:06:54.420 --> 00:06:58.420]  當然傳道書最重要是第五章的中心
[00:06:58.420 --> 00:07:05.420]  敬畏神,有核心去對應世界的生活
[00:07:05.420 --> 00:07:09.420]  第三種就是講人倫關係的看死亡
[00:07:09.420 --> 00:07:13.420]  這個我覺得比較刺激
[00:07:13.420 --> 00:07:16.420]  有一些學者的看法就是
[00:07:16.420 --> 00:07:20.420]  死不是死者不幸,而是生者不幸
[00:07:20.420 --> 00:07:24.420]  我們如果有些經歷都有一種感覺
[00:07:24.420 --> 00:07:26.420]  死了的人就死了
[00:07:26.420 --> 00:07:28.420]  當你說死了很慘
[00:07:28.420 --> 00:07:31.420]  不過誰哭得最淒涼
[00:07:31.420 --> 00:07:33.420]  在生的人
[00:07:33.420 --> 00:07:37.420]  在生的人會很難過,很傷心
[00:07:37.420 --> 00:07:41.420]  無論是情緒,或者真的影響到他的生活
[00:07:41.420 --> 00:07:44.420]  有很多的問題產生了
[00:07:44.420 --> 00:07:46.420]  所以這個講法
[00:07:46.420 --> 00:07:49.420]  究竟是死者不幸還是生者不幸
[00:07:49.420 --> 00:07:51.420]  我們可以再思想一下
[00:07:51.420 --> 00:07:53.420]  或者聖經怎麼看呢
[00:07:53.420 --> 00:07:57.420]  從時間線上的看死亡也有
[00:07:57.420 --> 00:08:04.420]  他說死亡不僅是停止,而是消滅
[00:08:04.420 --> 00:08:07.420]  他說完就完,有什麼奇怪
[00:08:07.420 --> 00:08:09.420]  他說是一種消滅
[00:08:09.420 --> 00:08:11.420]  所以他的看法就是
[00:08:11.420 --> 00:08:14.420]  死亡可怕的在於哪裡呢
[00:08:14.420 --> 00:08:17.420]  是沒有終結的痛苦
[00:08:17.420 --> 00:08:22.420]  有個作家或學者叫卡夫卡說
[00:08:22.420 --> 00:08:29.420]  死亡殘忍之處在於它帶來的終結是真正的痛苦
[00:08:29.420 --> 00:08:34.420]  即是說死亡他覺得會帶來一種完結
[00:08:34.420 --> 00:08:38.420]  有真正的痛苦,即是入血入骨的
[00:08:38.420 --> 00:08:41.420]  入肉的那種痛就是痛的
[00:08:41.420 --> 00:08:43.420]  但卻沒有終結
[00:08:43.420 --> 00:08:46.420]  那個描述真的很厲害
[00:08:46.420 --> 00:08:49.420]  聽不聽得懂他的意思
[00:08:49.420 --> 00:08:51.420]  他說死亡帶給你的痛苦
[00:08:51.420 --> 00:08:53.420]  是真正的痛苦
[00:08:53.420 --> 00:08:56.420]  而這個痛苦是沒有終結的
[00:08:56.420 --> 00:09:00.420]  死的那種虛無
[00:09:00.420 --> 00:09:04.420]  所以生死從來我們不容易回答這些問題
[00:09:04.420 --> 00:09:09.420]  不過以上4.5.1可能是部分一些傳統
[00:09:09.420 --> 00:09:14.420]  不同的宗教或文化的一些看法
[00:09:14.420 --> 00:09:16.420]  正經怎麼看呢
[00:09:16.420 --> 00:09:19.420]  我們常常思想數算日子
[00:09:19.420 --> 00:09:21.420]  昨天有些答得很快
[00:09:21.420 --> 00:09:23.420]  大家都知道的基本常識
[00:09:23.420 --> 00:09:27.420]  普遍男人長命或女人長命
[00:09:27.420 --> 00:09:29.420]  現在的統計
[00:09:29.420 --> 00:09:31.420]  女人開心還是不開心
[00:09:31.420 --> 00:09:33.420]  有些會搖頭
[00:09:33.420 --> 00:09:34.420]  為什麼呢
[00:09:34.420 --> 00:09:36.420]  長命一點開心一點嗎
[00:09:36.420 --> 00:09:38.420]  為什麼這麼快搖頭
[00:09:38.420 --> 00:09:41.420]  男士短命一點是開心還是不開心
[00:09:41.420 --> 00:09:44.420]  點頭,我們真是這麼悲觀
[00:09:44.420 --> 00:09:50.420]  事實上你這樣問很難回答的
[00:09:50.420 --> 00:09:53.420]  劉牧師,長命一點還是短命一點
[00:09:53.420 --> 00:09:56.420]  你講了原因
[00:09:56.420 --> 00:10:00.420]  你長命開心還是不開心
[00:10:00.420 --> 00:10:02.420]  有些分別
[00:10:02.420 --> 00:10:06.420]  如果五福是一個描述的人生
[00:10:06.420 --> 00:10:08.420]  你有了這五福
[00:10:08.420 --> 00:10:11.420]  繼續長命一點也好
[00:10:11.420 --> 00:10:14.420]  你說我前面那四福都沒有了
[00:10:14.420 --> 00:10:16.420]  那快點善終吧
[00:10:16.420 --> 00:10:19.420]  可能也很真實
[00:10:19.420 --> 00:10:24.420]  我又病又窮又孤獨
[00:10:24.420 --> 00:10:28.420]  也不要這麼長命吧
[00:10:28.420 --> 00:10:32.420]  不過生死長命在上帝的手裡
[00:10:32.420 --> 00:10:37.420]  我們當然不鼓吹自殺等等的做法
[00:10:37.420 --> 00:10:41.420]  但我們沒有人知道八十歲九十歲
[00:10:41.420 --> 00:10:43.420]  而五福真的沒有
[00:10:43.420 --> 00:10:46.420]  有人長壽如果不健康
[00:10:46.420 --> 00:10:49.420]  甚至有錢長壽不健康
[00:10:49.420 --> 00:10:50.420]  那也是一種痛苦
[00:10:50.420 --> 00:10:53.420]  或者我又很有錢短命
[00:10:53.420 --> 00:10:55.420]  可能我們也繼續
[00:10:55.420 --> 00:10:59.420]  好像讓我享受多一點長命一點
[00:10:59.420 --> 00:11:02.420]  如果用五福看人生
[00:11:02.420 --> 00:11:05.420]  但現實裡我們也知道不會擁有一切
[00:11:05.420 --> 00:11:07.420]  你說很有錢也健康
[00:11:07.420 --> 00:11:10.420]  或者我有錢自然可以幫自己健康
[00:11:10.420 --> 00:11:12.420]  以前的埃及王秦始皇
[00:11:12.420 --> 00:11:16.420]  我們也嘗試想他們有權有勢追求一件事
[00:11:16.420 --> 00:11:18.420]  長生不老
[00:11:18.420 --> 00:11:20.420]  他們有道理
[00:11:20.420 --> 00:11:22.420]  我有錢有權有勢
[00:11:22.420 --> 00:11:26.420]  希望可以再長命一點
[00:11:26.420 --> 00:11:28.420]  但他們所追求的
[00:11:28.420 --> 00:11:33.420]  只有我們去旅行看的兵馬俑和金字塔
[00:11:33.420 --> 00:11:36.420]  他們最大的貢獻就是
[00:11:36.420 --> 00:11:40.420]  我們多了一些七大奇蹟或十大古蹟
[00:11:40.420 --> 00:11:43.420]  讓我們去旅行多個景點
[00:11:43.420 --> 00:11:48.420]  事實上他們不能在那個景點跟大家揮手
[00:11:48.420 --> 00:11:50.420]  如果是就嚇死我們
[00:11:50.420 --> 00:11:53.420]  還是我們也請教一下他們
[00:11:53.420 --> 00:11:54.420]  你怎樣可以做到
[00:11:54.420 --> 00:11:55.420]  沒有
[00:11:55.420 --> 00:12:00.420]  那個陵墓只是一些死物或者古蹟
[00:12:00.420 --> 00:12:02.420]  所以我們回頭一看
[00:12:02.420 --> 00:12:05.420]  五福的智慧也是真實的
[00:12:05.420 --> 00:12:09.420]  最後只有長壽沒有善終
[00:12:09.420 --> 00:12:15.420]  長壽和善終沒有不死和永生
[00:12:15.420 --> 00:12:17.420]  因為有三個肯定
[00:12:17.420 --> 00:12:18.420]  第一個肯定就是
[00:12:18.420 --> 00:12:20.420]  死亡我們都會憂傷
[00:12:20.420 --> 00:12:21.420]  人情難辨
[00:12:21.420 --> 00:12:23.420]  剛才說的經文
[00:12:23.420 --> 00:12:26.420]  睡了人你們會憂傷
[00:12:26.420 --> 00:12:29.420]  不過你不要憂傷到沒有盼望
[00:12:29.420 --> 00:12:31.420]  等一下會說多一點
[00:12:31.420 --> 00:12:32.420]  第二個肯定就是
[00:12:32.420 --> 00:12:34.420]  死亡我們不能逃避
[00:12:34.420 --> 00:12:35.420]  事實上都會
[00:12:35.420 --> 00:12:36.420]  睡了人
[00:12:36.420 --> 00:12:39.420]  睡了人都會睡了,即是會死
[00:12:39.420 --> 00:12:40.420]  第三個肯定就是
[00:12:40.420 --> 00:12:43.420]  永生只有神才可以賜予
[00:12:43.420 --> 00:12:46.420]  人靠自己努力不能夠得到
[00:12:46.420 --> 00:12:48.420]  亦都不需要靠自己努力
[00:12:48.420 --> 00:12:51.420]  因為是神所賜予
[00:12:51.420 --> 00:12:54.420]  永生是神所賜予
[00:12:54.420 --> 00:13:00.420]  睡了的人
[00:13:00.420 --> 00:13:06.420]  或者整個經文都看一次
[00:13:06.420 --> 00:13:08.420]  讀完這五節經文
[00:13:08.420 --> 00:13:09.420]  預備起
[00:13:09.420 --> 00:13:15.420]  弟兄們
[00:13:15.420 --> 00:13:17.420]  免得你們憂傷
[00:13:17.420 --> 00:13:20.420]  像其餘那些沒有盼望的人一樣
[00:13:20.420 --> 00:13:21.420]  事實上
[00:13:21.420 --> 00:13:24.420]  我們既然相信死就死了
[00:13:24.420 --> 00:13:25.420]  又復活了
[00:13:25.420 --> 00:13:27.420]  就應該相信神
[00:13:27.420 --> 00:13:30.420]  將來也要把那些在耶穌裡
[00:13:30.420 --> 00:13:31.420]  睡了的人
[00:13:31.420 --> 00:13:33.420]  其耶穌一同帶來
[00:13:33.420 --> 00:13:37.420]  我們照著主的話告訴你們
[00:13:37.420 --> 00:13:39.420]  我們這些會著前後
[00:13:39.420 --> 00:13:41.420]  道主愛我們的人
[00:13:41.420 --> 00:13:44.420]  絕不會在那些睡了的人之前
[00:13:44.420 --> 00:13:48.420]  因為主必親自從天上降臨
[00:13:48.420 --> 00:13:50.420]  伴隨著號令聲
[00:13:50.420 --> 00:13:52.420]  天使長的呼喊聲
[00:13:52.420 --> 00:13:54.420]  和神的號召聲
[00:13:54.420 --> 00:13:57.420]  那些在基督裡死了的人
[00:13:57.420 --> 00:13:58.420]  必先復活
[00:13:58.420 --> 00:14:00.420]  意義是我們
[00:14:00.420 --> 00:14:02.420]  這些會著前後的人
[00:14:02.420 --> 00:14:06.420]  希望他們能夠提督魂裡
[00:14:06.420 --> 00:14:08.420]  在空中與主相遇
[00:14:08.420 --> 00:14:12.420]  這樣我們就永遠與主同在
[00:14:12.420 --> 00:14:16.420]  所以你們要用這些話來祈禱
[00:14:16.420 --> 00:14:18.420]  好,一途解說
[00:14:18.420 --> 00:14:20.420]  講完了嗎?
[00:14:20.420 --> 00:14:25.420]  大概是這樣,完整完全
[00:14:25.420 --> 00:14:27.420]  會醒的一天就是
[00:14:27.420 --> 00:14:28.420]  睡了的人才活
[00:14:28.420 --> 00:14:30.420]  主從天降臨
[00:14:30.420 --> 00:14:32.420]  那些我們之後活著
[00:14:32.420 --> 00:14:34.420]  如果你還沒離世,還沒死的信徒
[00:14:34.420 --> 00:14:35.420]  就一同被提
[00:14:35.420 --> 00:14:37.420]  永遠與主同在
[00:14:37.420 --> 00:14:40.420]  大概就是這個經文很重要
[00:14:40.420 --> 00:14:46.420]  但是很簡潔的解說
[00:14:46.420 --> 00:14:51.420]  為什麼呢?我們再看第13節
[00:14:51.420 --> 00:14:53.420]  睡了人,死亡離別
[00:14:53.420 --> 00:14:56.420]  是基督徒我們天父而來都要面對
[00:14:56.420 --> 00:15:02.420]  暫別,但有像睡了一樣去形容
[00:15:02.420 --> 00:15:05.420]  還有他的分別是什麼呢?
[00:15:05.420 --> 00:15:07.420]  他提醒
[00:15:07.420 --> 00:15:10.420]  不希望你們不知道會
[00:15:10.420 --> 00:15:12.420]  憂傷到
[00:15:12.420 --> 00:15:16.420]  好像其餘那些沒有盼望的人一樣
[00:15:16.420 --> 00:15:19.420]  這裡說他睡了的人就是已死的人
[00:15:19.420 --> 00:15:23.420]  其餘的人直譯就是未信主的人
[00:15:23.420 --> 00:15:28.420]  因為死亡帶來的那種永遠的憂傷
[00:15:28.420 --> 00:15:30.420]  在墳墓裡
[00:15:30.420 --> 00:15:34.420]  如果離世不能夠與人再相聚
[00:15:34.420 --> 00:15:36.420]  會永遠分離
[00:15:36.420 --> 00:15:39.420]  更加沒有了與主的同在
[00:15:39.420 --> 00:15:44.420]  所以這個憂傷沒有盼望憂傷
[00:15:44.420 --> 00:15:46.420]  但是我們應當
[00:15:46.420 --> 00:15:49.420]  我們信主的人是存有盼望的憂傷
[00:15:49.420 --> 00:15:51.420]  意思是仍會憂傷
[00:15:51.420 --> 00:15:54.420]  你說我們做牧師傳道
[00:15:54.420 --> 00:15:58.420]  我們很多時候會面對生死
[00:15:58.420 --> 00:15:59.420]  安息禮
[00:15:59.420 --> 00:16:01.420]  我真的經歷
[00:16:01.420 --> 00:16:03.420]  不是會變得麻木
[00:16:03.420 --> 00:16:08.420]  因為活人我們仍會有經歷做憂傷
[00:16:08.420 --> 00:16:10.420]  但是這種憂傷
[00:16:10.420 --> 00:16:13.420]  我們不會傷心欲絕到絕望
[00:16:13.420 --> 00:16:17.420]  因為我們安息禮裡再提醒我們訊息
[00:16:17.420 --> 00:16:19.420]  信主復活的人
[00:16:19.420 --> 00:16:22.420]  我們有這種盼望
[00:16:22.420 --> 00:16:24.420]  得到真正的平安和安慰
[00:16:24.420 --> 00:16:26.420]  包括自己經歷家人離世
[00:16:26.420 --> 00:16:28.420]  或者送別我們相熟
[00:16:28.420 --> 00:16:31.420]  或者沒有認識的已信主的人
[00:16:31.420 --> 00:16:33.420]  我們身同感受帶來那種
[00:16:33.420 --> 00:16:37.420]  只有從神賜到的安慰和盼望
[00:16:37.420 --> 00:16:40.420]  我們面對死亡不能逃避
[00:16:40.420 --> 00:16:42.420]  但是有沒有這個知道
[00:16:42.420 --> 00:16:45.420]  開始人生到終結的時間
[00:16:45.420 --> 00:16:47.420]  我們會下車
[00:16:47.420 --> 00:16:49.420]  我們會上車下車的過程
[00:16:49.420 --> 00:16:52.420]  我們有著一個盼望
[00:16:52.420 --> 00:16:56.420]  盼望就是今早我都上一架車來到
[00:16:56.420 --> 00:16:58.420]  就知道會來到這裡可以下車
[00:16:58.420 --> 00:17:01.420]  如果上一架車不是來到這個地方敬拜
[00:17:01.420 --> 00:17:02.420]  那我就不上一架車
[00:17:02.420 --> 00:17:03.420]  或者我更加
[00:17:03.420 --> 00:17:05.420]  你不知道車我去那裡
[00:17:05.420 --> 00:17:07.420]  而這個告訴我們
[00:17:07.420 --> 00:17:08.420]  今日經文告訴我們
[00:17:08.420 --> 00:17:10.420]  總站去那裡
[00:17:10.420 --> 00:17:11.420]  是重要的
[00:17:11.420 --> 00:17:14.420]  幫助我們定了我們今生的人生
[00:17:14.420 --> 00:17:17.420]  你無論你的車程多長
[00:17:17.420 --> 00:17:19.420]  或者多短
[00:17:19.420 --> 00:17:25.420]  是一個給我們一個把握和方向
[00:17:25.420 --> 00:17:27.420]  十四節
[00:17:27.420 --> 00:17:31.420]  他說事實上我們既然
[00:17:31.420 --> 00:17:36.420]  既然如果我們相信耶穌死了又復活了
[00:17:36.420 --> 00:17:38.420]  就應當相信神將他
[00:17:38.420 --> 00:17:41.420]  來到要將那些在耶穌裡睡了的人
[00:17:41.420 --> 00:17:42.420]  與耶穌同帶來
[00:17:42.420 --> 00:17:43.420]  好像說得很複雜
[00:17:43.420 --> 00:17:45.420]  其實不是太複雜
[00:17:45.420 --> 00:17:46.420]  很簡單
[00:17:46.420 --> 00:17:48.420]  總之就是耶穌已經死了又復活了
[00:17:48.420 --> 00:17:49.420]  今日復活節
[00:17:49.420 --> 00:17:51.420]  我們都應該要相信
[00:17:51.420 --> 00:17:55.420]  他神會將來將那些在耶穌
[00:17:55.420 --> 00:17:57.420]  在耶穌裡睡了的人
[00:17:57.420 --> 00:17:58.420]  死了的人
[00:17:58.420 --> 00:17:59.420]  和耶穌同帶來
[00:17:59.420 --> 00:18:01.420]  這個不只是耶穌復活
[00:18:01.420 --> 00:18:06.420]  他給我們也有復活的盼望意思
[00:18:06.420 --> 00:18:08.420]  我們真的會有這樣的經歷
[00:18:08.420 --> 00:18:11.420]  提醒我們又苦又短人生
[00:18:11.420 --> 00:18:15.420]  我們對死的確是無法逃避
[00:18:15.420 --> 00:18:20.420]  但是我們不會赫赫朗朗
[00:18:20.420 --> 00:18:22.420]  今朝走今朝聚
[00:18:22.420 --> 00:18:23.420]  這樣去過我們人生
[00:18:23.420 --> 00:18:25.420]  因為我們知道
[00:18:25.420 --> 00:18:27.420]  短暫有限人生
[00:18:27.420 --> 00:18:29.420]  我們更加珍惜
[00:18:29.420 --> 00:18:30.420]  因為有一天
[00:18:30.420 --> 00:18:34.420]  我們會去到這位復活主那裡
[00:18:34.420 --> 00:18:36.420]  永遠與祂同在
[00:18:36.420 --> 00:18:39.420]  甚至要向祂交仗
[00:18:39.420 --> 00:18:41.420]  我們今生可能仍有很多未解決問題
[00:18:41.420 --> 00:18:43.420]  叫我們失望
[00:18:43.420 --> 00:18:45.420]  但不代表我們就
[00:18:45.420 --> 00:18:46.420]  沒有了
[00:18:46.420 --> 00:18:47.420]  隨便吧
[00:18:47.420 --> 00:18:48.420]  放縱人生
[00:18:48.420 --> 00:18:49.420]  這個世界還是那麼差
[00:18:49.420 --> 00:18:50.420]  沒有盼望
[00:18:50.420 --> 00:18:53.420]  盼望在永恆的主那裡
[00:18:53.420 --> 00:18:54.420]  所以十五至十八節
[00:18:54.420 --> 00:18:58.420]  他比較具體嘗試描述
[00:18:58.420 --> 00:19:02.420]  在將來的大圖畫會是怎樣
[00:19:02.420 --> 00:19:04.420]  就像剛才展示的圖畫
[00:19:04.420 --> 00:19:05.420]  他在十五節說
[00:19:05.420 --> 00:19:07.420]  我這裡說要
[00:19:07.420 --> 00:19:09.420]  與主永遠同在一件事
[00:19:09.420 --> 00:19:11.420]  因為和合本其實就是
[00:19:11.420 --> 00:19:12.420]  十五節說
[00:19:12.420 --> 00:19:15.420]  我現在照主的話告訴你們一件事
[00:19:15.420 --> 00:19:17.420]  對應我們今年的年體
[00:19:17.420 --> 00:19:19.420]  一件重要的事
[00:19:19.420 --> 00:19:20.420]  很重要
[00:19:20.420 --> 00:19:23.420]  他說我照主的話告訴你什麼呢
[00:19:23.420 --> 00:19:25.420]  我們這些活著傳流
[00:19:25.420 --> 00:19:27.420]  到主來臨的人
[00:19:27.420 --> 00:19:30.420]  絕不會在那些睡了的人之先
[00:19:30.420 --> 00:19:31.420]  什麼事呢
[00:19:31.420 --> 00:19:35.420]  就是因為主必親自從天上降臨
[00:19:35.420 --> 00:19:37.420]  隨著號令聲
[00:19:37.420 --> 00:19:39.420]  天使掌的呼喊聲和神的號令聲
[00:19:39.420 --> 00:19:43.420]  那些耶穌在基督裡死了的人必先復活
[00:19:43.420 --> 00:19:47.420]  那些睡了的人會復活
[00:19:47.420 --> 00:19:49.420]  他特別這段經文
[00:19:49.420 --> 00:19:51.420]  給我們一個呼應
[00:19:51.420 --> 00:19:54.420]  他第一說你不要憂傷到沒有盼望
[00:19:54.420 --> 00:19:56.420]  應該不是我們有盼望
[00:19:56.420 --> 00:19:59.420]  而在十八節就告訴我們
[00:19:59.420 --> 00:20:02.420]  我們要用這些說話彼此安慰
[00:20:02.420 --> 00:20:05.420]  在這個中間我們仍活著的時空
[00:20:05.420 --> 00:20:06.420]  我們會憂傷
[00:20:06.420 --> 00:20:11.420]  面對死亡的事情
[00:20:11.420 --> 00:20:13.420]  但是他告訴我們
[00:20:13.420 --> 00:20:17.420]  今生的安慰
[00:20:17.420 --> 00:20:19.420]  不要過度憂傷
[00:20:19.420 --> 00:20:21.420]  這些說話彼此勸諱
[00:20:21.420 --> 00:20:23.420]  而他提到
[00:20:23.420 --> 00:20:27.420]  主必親自從天上降臨
[00:20:27.420 --> 00:20:29.420]  主的來臨
[00:20:29.420 --> 00:20:31.420]  他一再提到主的來臨
[00:20:31.420 --> 00:20:33.420]  是什麼事呢
[00:20:33.420 --> 00:20:35.420]  耶穌基督會再來
[00:20:35.420 --> 00:20:38.420]  基督再來是怎樣的
[00:20:38.420 --> 00:20:42.420]  如果我們看其他經文的描述是突然的
[00:20:42.420 --> 00:20:46.420]  甚至形容好像賊來到一樣
[00:20:46.420 --> 00:20:48.420]  意思不是說好像賊
[00:20:48.420 --> 00:20:51.420]  而是賊不會告訴你什麼時候來
[00:20:51.420 --> 00:20:53.420]  他會來到是突然的
[00:20:53.420 --> 00:20:55.420]  但是更重要的是
[00:20:55.420 --> 00:20:57.420]  今日的經文描述這件事情
[00:20:57.420 --> 00:20:59.420]  是親身和可見的
[00:20:59.420 --> 00:21:04.420]  因為有一些過去的信仰的探討
[00:21:04.420 --> 00:21:07.420]  主再來的意思其實是說
[00:21:07.420 --> 00:21:09.420]  他精神上的再臨
[00:21:09.420 --> 00:21:15.420]  我們有時候都會形容一些有貢獻的偉人
