
[00:00:00.000 --> 00:00:03.000]  歡迎回來神學四重奏
[00:03:02.880 --> 00:03:05.920]  其實他們已經是很貼地
[00:03:05.920 --> 00:03:09.440]  包括他們做了很多的社會工作
[00:03:09.440 --> 00:03:12.360]  包括去到起學校
[00:03:12.360 --> 00:03:13.960]  醫療中心
[00:03:13.960 --> 00:03:17.240]  一些長者的中心等等
[00:03:17.240 --> 00:03:18.320]  因為我知道
[00:03:18.320 --> 00:03:20.120]  因為我的教會是在中學入院的
[00:03:20.120 --> 00:03:24.560]  我的教會有不同的堂會
[00:03:24.560 --> 00:03:26.640]  他們每一個都是在學校入院的
[00:03:26.640 --> 00:03:30.280]  基本上都是貼著學校
[00:03:30.280 --> 00:03:34.920]  其實我聽說有些說法就是
[00:03:34.920 --> 00:03:38.000]  你剛才提過亞蘇薩街
[00:03:38.000 --> 00:03:39.920]  但亦都好像有一些學者
[00:03:39.920 --> 00:03:44.200]  他們說起源有很多個
[00:03:44.200 --> 00:03:45.760]  不是在美國那邊
[00:03:45.760 --> 00:03:51.560]  其實那些學者的說法是怎樣說的呢?
[00:03:51.560 --> 00:03:54.360]  這個其實就是剛才我們說的一個學者
[00:03:54.360 --> 00:03:55.440]  叫做Alan Anderson
[00:03:55.440 --> 00:03:57.560]  其實他在英國伯明罕大學
[00:03:57.560 --> 00:03:59.320]  他們有一個叫做
[00:03:59.320 --> 00:04:01.480]  五重節及靈恩運動研究中心
[00:04:01.480 --> 00:04:02.680]  他提出一個觀點
[00:04:02.680 --> 00:04:06.960]  就是一個叫做全球的五重節觀點
[00:04:06.960 --> 00:04:10.760]  因為一般我們說到五重節的起源
[00:04:10.760 --> 00:04:12.480]  都會說到北美
[00:04:12.480 --> 00:04:14.240]  特別是著重亞蘇薩街
[00:04:14.240 --> 00:04:16.560]  一個所謂的大埔卿的起源
[00:04:16.560 --> 00:04:19.440]  根據Alan Anderson的研究發現
[00:04:19.440 --> 00:04:22.360]  他在全球不同的地區裏面
[00:04:22.360 --> 00:04:24.680]  都會找到一些起源
[00:04:24.680 --> 00:04:28.560]  他們的源頭似乎和北美沒有什麼關係
[00:04:28.560 --> 00:04:29.720]  所以他提出一個觀點
[00:04:29.720 --> 00:04:33.600]  就是似乎差不多在20世紀初的時間
[00:04:33.600 --> 00:04:36.760]  在全球不同的地方是共同
[00:04:36.760 --> 00:04:39.880]  是不同的教會群體的人
[00:04:39.880 --> 00:04:43.680]  是領受到一些關於這些科研的跡象
[00:04:43.680 --> 00:04:45.840]  所以他就提出這個叫做
[00:04:45.840 --> 00:04:48.440]  全球五重節主義的觀點
[00:04:48.440 --> 00:04:50.520]  去到八九十年代
[00:04:50.520 --> 00:04:52.240]  如果根據Michael Burgundy
[00:04:52.240 --> 00:04:54.480]  剛才那個學者的說法
[00:04:54.480 --> 00:04:56.040]  其實去到這個時代
[00:04:56.040 --> 00:04:58.080]  才是整個五重節運動
[00:04:58.080 --> 00:05:00.240]  成為一個全球性的運動
[00:05:00.240 --> 00:05:04.520]  即是成為一個全球性的現象的開始
[00:05:04.520 --> 00:05:07.040]  所以為什麼我們很多時候說靈恩派
[00:05:07.040 --> 00:05:10.280]  都是會覺得集中在一些很奇怪的經歷
[00:05:10.280 --> 00:05:11.920]  就是因為八九十年代
[00:05:11.920 --> 00:05:14.440]  其實有些學者會歸納他們
[00:05:14.440 --> 00:05:17.440]  那一類的運動是第三波
[00:05:17.440 --> 00:05:21.200]  的確第三波是比較著重我們剛才說的那一類
[00:05:21.200 --> 00:05:25.040]  很神跡醫治那些東西
[00:05:25.040 --> 00:05:27.280]  所以我們就會有一個這樣的普遍現象
[00:05:27.280 --> 00:05:30.200]  但這個是不限於整個五重節
[00:05:30.200 --> 00:05:31.960]  所以如果我們梳理整個香港
[00:05:31.960 --> 00:05:33.760]  在五重節的歷史來講
[00:05:33.760 --> 00:05:35.960]  由1907年來到香港
[00:05:35.960 --> 00:05:36.640]  去到現在
[00:05:36.640 --> 00:05:39.440]  其實的確很多的五重節教會
[00:05:39.440 --> 00:05:43.240]  其實在香港是有很多不同的社會服務
[00:05:43.240 --> 00:05:44.440]  甚至政治參與
[00:05:44.440 --> 00:05:45.480]  是的
[00:05:45.480 --> 00:05:48.760]  其實我們可以留意到
[00:05:48.760 --> 00:05:54.040]  學界似乎忽略了五重節運動
[00:05:54.040 --> 00:05:55.360]  特別是香港
[00:05:55.360 --> 00:05:58.600]  它的社會參與的面向
[00:05:58.600 --> 00:06:02.120]  以古典五重節教會為例
[00:06:02.120 --> 00:06:03.960]  在香港戰後
[00:06:03.960 --> 00:06:08.360]  我們可以看到其實他們都有很多的學校興建
[00:06:08.360 --> 00:06:12.200]  譬如是早期的天台學校
[00:06:12.200 --> 00:06:16.800]  一直去到發展他們的教育的時空
[00:06:16.800 --> 00:06:20.840]  我們可以看到更多的中小學的興起
[00:06:20.840 --> 00:06:23.560]  還有他們也有其他的面向
[00:06:23.560 --> 00:06:25.600]  正如剛才說了一點
[00:06:25.600 --> 00:06:27.680]  就是一些醫療中心
[00:06:27.680 --> 00:06:30.000]  或者一些長者護老
[00:06:30.000 --> 00:06:32.280]  譬如是一些庇護中心
[00:06:32.280 --> 00:06:34.080]  庇護工場
[00:06:34.080 --> 00:06:37.200]  他們的社會參與其實是很大
[00:06:37.200 --> 00:06:38.720]  很全面
[00:06:38.720 --> 00:06:41.200]  而且是很立體的
[00:06:41.200 --> 00:06:44.680]  而他們做這些社會參與
[00:06:44.680 --> 00:06:47.040]  背後他們的想法就是剛才所說
[00:06:47.040 --> 00:06:50.600]  這是在這個世界上的工作
[00:06:50.600 --> 00:06:55.880]  或者推動他們去做這些社會參與
[00:06:55.880 --> 00:06:56.480]  是的
[00:06:56.480 --> 00:06:59.840]  其實在他們眼中
[00:06:59.840 --> 00:07:02.480]  一個主流的說法就是
[00:07:02.480 --> 00:07:07.480]  性靈工作不限於在個人身體裏面
[00:07:07.480 --> 00:07:08.480]  可以體驗到
[00:07:08.480 --> 00:07:10.920]  譬如是被性靈充滿
[00:07:10.920 --> 00:07:12.920]  講謊言 騙異象
[00:07:12.920 --> 00:07:15.640]  醫治 講鬼等等
[00:07:15.640 --> 00:07:18.880]  其實更加可以看到的就是
[00:07:18.880 --> 00:07:20.160]  在社會上
[00:07:20.160 --> 00:07:22.600]  都是有一個參與在裏面
[00:07:22.600 --> 00:07:23.720]  譬如有學者
[00:07:23.720 --> 00:07:26.720]  就會用一個Progressive Pentecostalism
[00:07:26.720 --> 00:07:29.200]  這個概念去指
[00:07:29.200 --> 00:07:33.320]  現在我們所觀察到一個全球的景觀
[00:07:33.320 --> 00:07:36.480]  有一班叫做Progressive Pentecostalism
[00:07:36.480 --> 00:07:40.560]  一班進步式的不秦始教會正在興起
[00:07:40.560 --> 00:07:44.120]  這班教會一方面他們是很強調
[00:07:44.120 --> 00:07:48.040]  當然是個人那種性靈工作經驗
[00:07:48.040 --> 00:07:49.680]  和屬靈因此的實踐
[00:07:49.680 --> 00:07:53.000]  同一時間他們也是仿效了耶穌基督
[00:07:53.000 --> 00:07:55.280]  怎樣去愛論人
[00:07:55.280 --> 00:07:58.920]  以致他們可以平衡到社會參與
[00:07:58.920 --> 00:08:05.640]  和追求五神節靈性的範疇
[00:08:05.640 --> 00:08:08.040]  其實都不限於古典傳宗
[00:08:08.040 --> 00:08:10.920]  就算我們看一班新靈魂群體
[00:08:10.920 --> 00:08:13.480]  其實他們都不只是強調一個
[00:08:13.480 --> 00:08:16.400]  很個人式的靈因經驗
[00:08:16.400 --> 00:08:18.160]  你看到他們的論述裏面
[00:08:18.160 --> 00:08:22.120]  他們會經常說一些大地的轉化
[00:08:22.120 --> 00:08:23.440]  Transformation
[00:08:23.440 --> 00:08:24.840]  社會的轉化等等
[00:08:24.840 --> 00:08:28.720]  甚至他們會提倡一個七山攻略出來
[00:08:28.720 --> 00:08:31.240]  即是Seven Mandates
[00:08:31.240 --> 00:08:33.360]  真的Seven Mountain Mandates
[00:08:33.360 --> 00:08:37.440]  其實就是要將世界不同的範疇
[00:08:37.440 --> 00:08:39.560]  分成七個範疇
[00:08:39.560 --> 00:08:41.960]  例如有教育界、娛樂界等等
[00:08:41.960 --> 00:08:45.080]  他們甚至認為基督徒應該進入那些界別
[00:08:45.080 --> 00:08:46.760]  去轉化那個界別
[00:08:46.760 --> 00:08:48.760]  所以你見到對於他們的思想來講
[00:08:48.760 --> 00:08:50.800]  他們不只是說我要留在這裏
[00:08:50.800 --> 00:08:51.920]  經歷一下性靈充滿
[00:08:51.920 --> 00:08:52.560]  這樣就完了
[00:08:52.560 --> 00:08:55.960]  他們是有計劃地進入這個世界
[00:08:55.960 --> 00:08:57.560]  然後去轉化這個世界
[00:08:57.560 --> 00:08:58.840]  至少在他們的思想裏面
[00:08:58.840 --> 00:09:00.280]  他們會這樣去理解
[00:09:00.280 --> 00:09:02.040]  我們見到一個現象就是
[00:09:02.040 --> 00:09:04.600]  新靈因群體其實他們有一種
[00:09:04.600 --> 00:09:06.360]  自我修正的本能
[00:09:06.360 --> 00:09:07.480]  即是甚麼來的
[00:09:07.480 --> 00:09:10.640]  就是他們有時做了一些事情
[00:09:10.640 --> 00:09:11.840]  過了位的話
[00:09:11.840 --> 00:09:14.440]  他們懂得自我修正
[00:09:14.440 --> 00:09:16.520]  怎樣例如先知預言
[00:09:16.520 --> 00:09:18.600]  他們可能會做一些很奇怪的
[00:09:18.600 --> 00:09:19.560]  所謂先知性行動
[00:09:19.560 --> 00:09:22.720]  例如會去叱吒颱風
[00:09:22.720 --> 00:09:26.120]  去叱吒颱風發現好像不可行
[00:09:26.120 --> 00:09:28.080]  甚至是有些問題
[00:09:28.080 --> 00:09:29.920]  他們就會思考
[00:09:29.920 --> 00:09:32.440]  似乎這個行動是有些問題的
[00:09:32.440 --> 00:09:33.800]  然後他們就開始覺得
[00:09:33.800 --> 00:09:37.200]  先知的機制會不會不應該這樣做
[00:09:37.200 --> 00:09:39.200]  他們就設立多一些的框架
[00:09:39.200 --> 00:09:41.160]  例如應該要有先知團隊
[00:09:41.160 --> 00:09:42.400]  不只是一個先知
[00:09:42.400 --> 00:09:43.480]  就這樣說幾句
[00:09:43.480 --> 00:09:45.160]  就說要跟著組和教會
[00:09:45.160 --> 00:09:46.320]  要有認可
[00:09:46.920 --> 00:09:49.800]  甚至要有上一層的使徒
[00:09:49.800 --> 00:09:51.160]  去接觸他們
[00:09:51.160 --> 00:09:52.160]  才可以成為一個
[00:09:52.160 --> 00:09:54.240]  上帝對教會的說話
[00:09:54.240 --> 00:09:57.200]  他們會有這樣的自我修正的機制
[00:09:57.200 --> 00:09:59.200]  而另外我們看到
[00:09:59.200 --> 00:10:00.280]  就算我們經常覺得
[00:10:00.280 --> 00:10:02.000]  他們會舉辦很多祈禱特會
[00:10:02.000 --> 00:10:04.040]  那些醫治大會
[00:10:04.040 --> 00:10:07.600]  其實面向都不只是個人化
[00:10:07.600 --> 00:10:09.160]  他們的祈禱
[00:10:09.160 --> 00:10:10.120]  甚至醫治
[00:10:10.120 --> 00:10:12.280]  很多是對於社會
[00:10:12.280 --> 00:10:14.680]  對於大地的醫治
[00:10:14.680 --> 00:10:16.120]  甚至是復興
[00:10:16.120 --> 00:10:17.160]  他們覺得那個罪
[00:10:17.160 --> 00:10:19.320]  可能是整個世界裏面的罪
[00:10:19.320 --> 00:10:21.360]  他要為這個世界去悔改
[00:10:21.360 --> 00:10:24.480]  他要為大地得著醫治而祈禱
[00:10:24.480 --> 00:10:26.800]  他會有這樣的論述
[00:10:26.800 --> 00:10:29.840]  在他們平時的禱告會議
[00:10:29.840 --> 00:10:33.040]  甚至是他們的實習的裏面
[00:10:33.040 --> 00:10:33.640]  是的
[00:10:33.640 --> 00:10:36.640]  還有一個很重要的位置
[00:10:36.640 --> 00:10:37.840]  是很多時候
[00:10:37.840 --> 00:10:39.600]  我們都忽略了的
[00:10:39.600 --> 00:10:42.080]  就是他們在日常生活當中
[00:10:42.080 --> 00:10:45.120]  不只是純粹說聖靈工作
[00:10:45.120 --> 00:10:47.440]  又或者是一些追求
[00:10:47.440 --> 00:10:48.400]  聖靈經驗
[00:10:48.400 --> 00:10:49.680]  屬靈恩賜
[00:10:49.680 --> 00:10:51.080]  那些的面向
[00:10:51.080 --> 00:10:52.880]  他們亦都很強調
[00:10:52.880 --> 00:10:55.440]  耶穌基督在他們生命裏面
[00:10:55.440 --> 00:10:57.360]  那個角色和位置
[00:10:57.360 --> 00:10:59.040]  他們和日常生活裏面
[00:10:59.040 --> 00:11:02.080]  都強調聖經的權柄
[00:11:02.080 --> 00:11:03.960]  都強調聖經真理
[00:11:03.960 --> 00:11:07.120]  從他們無論是祈禱讀經
[00:11:07.120 --> 00:11:10.120]  無論是在敬拜與讚美
[00:11:10.120 --> 00:11:11.880]  我們都不只是看到
[00:11:12.040 --> 00:11:15.000]  他們一直追求聖靈
[00:11:15.000 --> 00:11:16.160]  或者被聖靈充滿
[00:11:16.160 --> 00:11:17.280]  講方言那些
[00:11:17.280 --> 00:11:19.280]  他們亦都在詩歌裏面
[00:11:19.280 --> 00:11:21.400]  他們都會對於耶穌基督
[00:11:21.400 --> 00:11:23.640]  去表達一份情感
[00:11:23.640 --> 00:11:25.400]  渴望在禱告裏面
[00:11:25.400 --> 00:11:26.480]  在敬拜裏面
[00:11:26.480 --> 00:11:30.680]  都渴望和耶穌基督去到相遇
[00:11:30.680 --> 00:11:32.520]  如果聽大家
[00:11:32.520 --> 00:11:34.720]  Daniel和Vision說
[00:11:34.720 --> 00:11:38.440]  其實我們第一節說的
[00:11:38.440 --> 00:11:40.160]  靈恩的言論
[00:11:40.160 --> 00:11:42.480]  似乎是和我說的
[00:11:42.480 --> 00:11:45.480]  很表面的一些東西
[00:11:45.480 --> 00:11:46.240]  聽你們這樣說
[00:11:46.240 --> 00:11:47.880]  其實背後的脈絡
[00:11:47.880 --> 00:11:49.240]  是可以很豐富
[00:11:49.240 --> 00:11:52.080]  亦都是因為脈絡這麼豐富
[00:11:52.080 --> 00:11:55.080]  加深我們對於所謂靈恩派
[00:11:55.080 --> 00:11:57.120]  雖然他們不太喜歡這個詞語
[00:11:57.120 --> 00:11:59.480]  他們對聖靈的工作
[00:11:59.480 --> 00:12:01.640]  其實是可以很深入
[00:12:01.640 --> 00:12:04.240]  很闊很複雜的
[00:12:04.240 --> 00:12:05.640]  亦都回應了我們第一節
[00:12:05.640 --> 00:12:09.120]  其實我們有時太過偏面
[00:12:09.120 --> 00:12:11.160]  或者是過分地
[00:12:11.160 --> 00:12:14.840]  去概括了他們的一些想法
[00:12:14.840 --> 00:12:17.840]  其實是一個很複雜的現場
[00:12:17.840 --> 00:12:19.600]  所以我覺得你說得好
[00:12:19.600 --> 00:12:22.600]  你終結了我要做的事情
[00:12:22.600 --> 00:12:25.320]  今節的時間都差不多
[00:12:25.320 --> 00:12:27.000]  所以今節就讓大家
[00:12:27.000 --> 00:12:28.160]  再豐富些
[00:12:28.160 --> 00:12:29.040]  再立體些
[00:12:29.040 --> 00:12:31.400]  見到五秦宗究竟是怎樣
[00:12:31.400 --> 00:12:34.360]  我們有很多很多面向
[00:12:34.360 --> 00:12:36.160]  有社會工作
[00:12:36.160 --> 00:12:39.080]  不只是說很靈的一面
[00:12:39.080 --> 00:12:41.480]  我們下節回來繼續探討
[00:12:41.480 --> 00:12:43.000]  靈恩現象的問題
[00:12:43.840 --> 00:12:49.680]  (每週固定3~4部影片 喜歡我的影片請訂閱或按讚)

