
[00:00:00.000 --> 00:00:01.800]  在人生的路上
[00:01:10.720 --> 00:01:14.640]  最近我女兒都有一些濕疹的情況
[00:01:14.640 --> 00:01:16.360]  有一支藥水吃完
[00:01:16.360 --> 00:01:18.600]  就會沒那麼癢
[00:01:18.600 --> 00:01:20.160]  就會好了
[00:01:20.160 --> 00:01:21.680]  因為濕疹令她很癢
[00:01:21.680 --> 00:01:24.640]  但藥水又不是很好吃
[00:01:24.640 --> 00:01:27.360]  應該說不是那麼好味
[00:01:27.360 --> 00:01:29.480]  所以有時叫她吃藥水
[00:01:29.480 --> 00:01:31.200]  就有些困難
[00:01:31.200 --> 00:01:32.360]  最近她有癢
[00:01:32.360 --> 00:01:33.600]  叫她吃藥水
[00:01:33.600 --> 00:01:35.680]  她又在掙扎不吃
[00:01:35.680 --> 00:01:37.080]  最後我就說
[00:01:37.080 --> 00:01:39.560]  是你選擇癢
[00:01:39.560 --> 00:01:41.400]  是你選擇不吃藥水
[00:01:41.400 --> 00:01:42.600]  你選擇癢
[00:01:42.600 --> 00:01:44.720]  是你的問題
[00:01:44.720 --> 00:01:46.160]  我不知道她明不明白
[00:01:46.160 --> 00:01:47.040]  說完之後
[00:01:47.040 --> 00:01:48.600]  過了一會兒
[00:01:48.600 --> 00:01:52.960]  她就自己願意吃藥水
[00:01:52.960 --> 00:01:55.360]  我覺得這就是人生裏面
[00:01:55.360 --> 00:01:58.320]  我們真的做大大小小不同的選擇
[00:01:58.320 --> 00:02:00.040]  快樂是一種選擇
[00:02:00.040 --> 00:02:02.600]  不快樂亦是一種選擇
[00:02:02.600 --> 00:02:05.320]  保羅在傳方的過程裏面
[00:02:05.320 --> 00:02:07.400]  其實他面對很多困難
[00:02:07.400 --> 00:02:10.680]  面對很多人生安危的處境
[00:02:10.680 --> 00:02:11.760]  的危險
[00:02:11.760 --> 00:02:13.840]  但保羅仍然選擇
[00:02:13.840 --> 00:02:16.440]  他繼續很熱切的
[00:02:16.440 --> 00:02:18.760]  很熱誠的去將方去傳開
[00:02:18.760 --> 00:02:23.200]  我們看看為何會有這樣的表現
[00:02:23.200 --> 00:02:25.360]  在今天我們所讀的經文裏面
[00:02:25.360 --> 00:02:28.120]  不是很長
[00:02:28.120 --> 00:02:31.000]  大約有十一節的聖經
[00:02:31.000 --> 00:02:34.000]  這段經文的上一部分是說了甚麼呢
[00:02:34.000 --> 00:02:36.920]  就是保羅在猶太人的會堂裏面
[00:02:36.920 --> 00:02:41.040]  去傳講了一次的救恩
[00:02:41.040 --> 00:02:43.040]  內容主要是說到
[00:02:43.040 --> 00:02:45.720]  耶穌就是大衛的後裔
[00:02:45.720 --> 00:02:50.360]  耶穌亦是上帝所差派來的救主
[00:02:50.360 --> 00:02:53.920]  耶穌的一生應驗了上帝在舊約裏面
[00:02:53.920 --> 00:02:56.200]  要差派來拯救人類的
[00:02:56.200 --> 00:02:58.000]  那一個救主的應許
[00:02:58.000 --> 00:03:00.840]  接著保羅再講耶穌的一生
[00:03:00.840 --> 00:03:02.880]  祂的生平、祂的工作
[00:03:02.880 --> 00:03:04.920]  接著講到祂如何去受死
[00:03:04.920 --> 00:03:06.520]  寫在十字架上
[00:03:06.520 --> 00:03:10.120]  接著講到祂如何從死裏面復活
[00:03:10.120 --> 00:03:12.840]  死裏面復活有兩個很重要的證明
[00:03:12.840 --> 00:03:15.000]  保羅說有目擊證人
[00:03:15.000 --> 00:03:17.400]  有人見過復活了的耶穌
[00:03:17.400 --> 00:03:20.000]  第二就是有聖經為證
[00:03:20.000 --> 00:03:21.040]  舊的聖經已經講到
[00:03:21.040 --> 00:03:25.960]  耶穌的身體會不老
[00:03:25.960 --> 00:03:28.760]  祂會從死裏面復活
[00:03:28.760 --> 00:03:30.360]  所以結論是甚麼呢?
[00:03:30.360 --> 00:03:32.040]  保羅的結論是
[00:03:32.040 --> 00:03:35.720]  如果願意接受上帝的恩典
[00:03:35.720 --> 00:03:36.920]  上帝救恩的人
[00:03:36.920 --> 00:03:39.960]  就可以免去上帝的審判
[00:03:39.960 --> 00:03:42.600]  得到上帝對他的罪的赦免
[00:03:42.600 --> 00:03:44.440]  如果拒絕這個救恩
[00:03:44.440 --> 00:03:46.880]  拒絕耶穌為我們所成就的
[00:03:46.880 --> 00:03:48.280]  這個恩典的受
[00:03:48.280 --> 00:03:50.680]  必遭上帝的審判
[00:03:50.680 --> 00:03:53.640]  接著保羅講完這篇
[00:03:53.640 --> 00:03:56.400]  很清楚的福音的受
[00:03:56.400 --> 00:03:58.200]  接著結果是怎樣呢?
[00:03:58.200 --> 00:04:00.600]  在此就講出一些結果
[00:04:00.600 --> 00:04:04.280]  又發生了甚麼事情
[00:04:04.280 --> 00:04:07.520]  當四十二、四十三節那裏去講
[00:04:07.520 --> 00:04:08.200]  保羅在此說
[00:04:08.200 --> 00:04:09.680]  「他們出會堂的時候
[00:04:09.680 --> 00:04:12.000]  眾人就請他們到下安息日
[00:04:12.000 --> 00:04:14.920]  再講這話給他們聽
[00:04:14.920 --> 00:04:16.680]  散會以後
[00:04:16.680 --> 00:04:19.960]  猶太人和經乾遷進猶太教的人
[00:04:19.960 --> 00:04:22.600]  多有跟從保羅巴拿巴的
[00:04:22.600 --> 00:04:23.800]  二人對他們講道
[00:04:23.800 --> 00:04:26.760]  勸他們勿要行久在神的恩中」
[00:04:26.760 --> 00:04:28.680]  保羅去勸勉這一班
[00:04:28.680 --> 00:04:32.400]  願意相信耶穌的猶太人
[00:04:32.400 --> 00:04:35.280]  勸勉他們要行久在神的恩中
[00:04:35.280 --> 00:04:35.960]  即是說
[00:04:35.960 --> 00:04:38.280]  過去你們已經在上帝的恩典裏面
[00:04:38.280 --> 00:04:41.480]  你們是一班願意跟從上帝的人
[00:04:41.480 --> 00:04:42.120]  在過去
[00:04:42.120 --> 00:04:43.760]  即是你藉著《舊約聖經》
[00:04:43.760 --> 00:04:44.720]  去認識上帝
[00:04:44.720 --> 00:04:46.400]  去跟從上帝
[00:04:46.400 --> 00:04:49.120]  現在認識到
[00:04:49.120 --> 00:04:51.920]  耶穌就是上帝所差派來的
[00:04:51.920 --> 00:04:53.480]  那一位的救主
[00:04:53.480 --> 00:04:56.800]  成就上帝對人類的那個應許
[00:04:56.800 --> 00:04:57.960]  保羅在此勸勉
[00:04:57.960 --> 00:05:00.560]  你們要繼續堅持地去相信耶穌
[00:05:00.560 --> 00:05:02.520]  跟從耶穌
[00:05:02.520 --> 00:05:05.640]  繼續在上帝的恩典當中
[00:05:05.640 --> 00:05:08.520]  接著在四十四至四十七節裏面
[00:05:08.520 --> 00:05:10.120]  就講到保羅
[00:05:10.120 --> 00:05:13.280]  去到之後的一個安息日
[00:05:13.280 --> 00:05:14.400]  去到會堂裏面
[00:05:14.400 --> 00:05:17.560]  繼續宣講這個救恩的道理
[00:05:17.560 --> 00:05:19.160]  接著有甚麼反應呢?
[00:05:19.160 --> 00:05:20.680]  結果就是
[00:05:20.680 --> 00:05:22.080]  在會堂裏面
[00:05:22.080 --> 00:05:24.440]  有很多主要的領袖
[00:05:24.440 --> 00:05:26.760]  對保羅和巴拿巴
[00:05:26.760 --> 00:05:29.200]  有一個妒忌的情況
[00:05:29.200 --> 00:05:31.680]  為甚麼會妒忌呢?
[00:05:31.680 --> 00:05:32.760]  在四十三節裏面講
[00:05:32.760 --> 00:05:34.520]  他們滿心的嫉妒
[00:05:34.520 --> 00:05:36.240]  硬咬保羅所說的話
[00:05:36.240 --> 00:05:38.000]  並且誹謗
[00:05:38.000 --> 00:05:40.120]  有兩個原因
[00:05:40.120 --> 00:05:41.760]  一個原因可能是因為
[00:05:41.760 --> 00:05:46.680]  他們猶太會堂的主要領袖
[00:05:46.680 --> 00:05:49.360]  他們自己去講上帝真理的時候
[00:05:49.360 --> 00:05:50.800]  或者講舊約聖經的時候
[00:05:50.800 --> 00:05:53.520]  可能那個果效不是很多
[00:05:53.520 --> 00:05:54.880]  沒有那麼多人去聽
[00:05:54.880 --> 00:05:58.360]  但是保羅在會堂裏面
[00:05:58.360 --> 00:06:01.360]  去宣講一個信息的時候
[00:06:01.360 --> 00:06:02.320]  宣講上帝真理的時候
[00:06:02.320 --> 00:06:03.440]  那麼多人去聽
[00:06:03.440 --> 00:06:05.320]  是基於一個的質度
[00:06:05.320 --> 00:06:06.960]  基於保羅和巴拿巴
[00:06:06.960 --> 00:06:09.440]  傳道的果效的質度
[00:06:09.440 --> 00:06:11.800]  另一個可能就是
[00:06:11.800 --> 00:06:14.200]  他們聽著聽著
[00:06:14.200 --> 00:06:16.280]  他們認為保羅所說的
[00:06:16.280 --> 00:06:19.680]  耶穌是上帝差派來的那個人
[00:06:19.680 --> 00:06:21.040]  他們不同意
[00:06:21.040 --> 00:06:22.320]  他們不覺得是
[00:06:22.320 --> 00:06:26.560]  所以他們不同意保羅所說的信息
[00:06:26.560 --> 00:06:30.240]  所以他們就誹謗保羅
[00:06:30.240 --> 00:06:33.960]  也抵擋保羅所說的福音
[00:06:33.960 --> 00:06:36.160]  當然這些猶太人
[00:06:36.160 --> 00:06:39.280]  也不是全面一面倒的態度
[00:06:39.280 --> 00:06:40.840]  在當中有一些猶太人
[00:06:40.840 --> 00:06:42.440]  有一部分的猶太人
[00:06:42.440 --> 00:06:45.920]  他們是持一個願意開放
[00:06:45.920 --> 00:06:48.080]  也願意相信的態度
[00:06:48.080 --> 00:06:52.920]  不過以會堂主要的領袖
[00:06:52.920 --> 00:06:54.240]  那些猶太人
[00:06:54.240 --> 00:06:57.280]  他們很明顯是拒絕這個舊音
[00:06:57.280 --> 00:06:59.640]  拒絕這個福音
[00:06:59.640 --> 00:07:04.080]  接著保羅就去跟這些猶太人說
[00:07:04.080 --> 00:07:07.280]  既然你們拒絕這個舊音
[00:07:07.280 --> 00:07:13.880]  我們就主力向外邦人傳講這個福音
[00:07:13.880 --> 00:07:18.120]  保羅在這裡不是用一個報復的心態
[00:07:18.120 --> 00:07:19.800]  就是說既然你們不要
[00:07:19.800 --> 00:07:22.200]  我才去向外邦人傳道
[00:07:22.200 --> 00:07:24.080]  我就不繼續說了
[00:07:24.080 --> 00:07:25.720]  向你報復的心態
[00:07:25.720 --> 00:07:29.360]  就是轉向外邦人去傳道
[00:07:29.360 --> 00:07:30.640]  在初期教會裡
[00:07:30.640 --> 00:07:32.080]  其實可以看見
[00:07:32.080 --> 00:07:35.120]  初期教會的信徒很明白
[00:07:35.120 --> 00:07:38.080]  上帝的救恩不單止臨到猶太人
[00:07:38.080 --> 00:07:41.760]  是臨到地上每一個人
[00:07:41.760 --> 00:07:43.280]  保羅在這裡引用了
[00:07:43.280 --> 00:07:44.480]  《舊聖經》的一段經文
[00:07:44.480 --> 00:07:45.560]  在47節裡說
[00:07:45.560 --> 00:07:48.320]  「因為主曾這樣吩咐我們算
[00:07:48.320 --> 00:07:51.040]  我已經立你作外邦人的光
[00:07:51.040 --> 00:07:54.640]  叫你施行救恩直到地極」
[00:07:54.640 --> 00:07:59.200]  初期教會的門徒去看《舊聖經》
[00:07:59.200 --> 00:08:00.800]  很清楚這一節的經文
[00:08:00.800 --> 00:08:02.280]  是指耶穌所說的
[00:08:02.280 --> 00:08:03.760]  耶穌是上帝的僕人
[00:08:03.760 --> 00:08:06.760]  祂來到是要作萬國的光
[00:08:06.760 --> 00:08:09.760]  是要使救恩臨到地上每一個人
[00:08:09.760 --> 00:08:13.440]  不過初期教會的信徒也很明白
[00:08:13.440 --> 00:08:17.040]  這個任務不單止是耶穌去實踐
[00:08:17.040 --> 00:08:18.800]  跟從耶穌的門徒
[00:08:18.800 --> 00:08:21.560]  也同樣領受了這個使命
[00:08:21.560 --> 00:08:26.600]  是要將福音傳給地上每一個人
[00:08:26.600 --> 00:08:28.240]  不單止是猶太人
[00:08:28.240 --> 00:08:31.240]  不過他們也很深的去感受
[00:08:31.240 --> 00:08:35.400]  他們首先是猶太人去領受了救恩
[00:08:35.400 --> 00:08:39.520]  所以先向猶太人傳講這個福音
[00:08:39.520 --> 00:08:43.360]  接著就向外邦人去傳講
[00:08:43.360 --> 00:08:49.240]  接著在48至52節裡就說出了一些反應
[00:08:49.240 --> 00:08:52.280]  在第48至52節裡說
[00:08:52.280 --> 00:08:55.000]  當外邦人聽見保羅這樣說的時候
[00:08:55.000 --> 00:08:57.640]  他們就全心全意地回應
[00:08:57.640 --> 00:09:03.400]  他們說為了領受上帝賜給他們的救恩而快樂
[00:09:03.400 --> 00:09:06.360]  然後去讚美上帝的道
[00:09:06.360 --> 00:09:09.360]  意思就是說當他們願意去接受
[00:09:09.360 --> 00:09:11.960]  相信耶穌的救恩
[00:09:11.960 --> 00:09:14.280]  接受耶穌為生命的主的時候
[00:09:14.280 --> 00:09:17.160]  去將這個事情歸榮給上帝
[00:09:17.160 --> 00:09:18.640]  48節裡說
[00:09:18.640 --> 00:09:24.000]  外邦人聽見就歡喜了讚美神的道
[00:09:24.000 --> 00:09:27.600]  凡預定得永生的人都信了
[00:09:27.600 --> 00:09:28.400]  路加在這裡說
[00:09:28.400 --> 00:09:31.600]  凡預定得永生的人都信了
[00:09:31.600 --> 00:09:33.640]  這裡有兩個可能的意思
[00:09:33.640 --> 00:09:35.000]  第一個意思就是說
[00:09:35.000 --> 00:09:37.840]  是指個人上信耶穌來說
[00:09:37.840 --> 00:09:40.040]  上帝預定那個人信耶穌
[00:09:40.040 --> 00:09:43.120]  那個人就在那一刻信耶穌了
[00:09:43.120 --> 00:09:46.600]  就好像我們在報道會裡開報道會
[00:09:46.600 --> 00:09:48.600]  接著有人去信耶穌
[00:09:48.600 --> 00:09:51.280]  就說是上帝預定那個人去信耶穌
[00:09:51.280 --> 00:09:53.720]  那個人那一晚就信耶穌了
[00:09:53.720 --> 00:09:55.720]  這是第一個可能的意思
[00:09:55.720 --> 00:09:58.280]  不過更有可能的解釋是
[00:09:58.280 --> 00:10:02.840]  其實路加是指整個外邦人的群體
[00:10:02.840 --> 00:10:06.400]  都是上帝的救恩計劃當中
[00:10:06.400 --> 00:10:08.000]  是將整個救恩
[00:10:08.000 --> 00:10:10.920]  包括外邦人這個群體裡面
[00:10:10.920 --> 00:10:13.120]  上帝是預定這個群體
[00:10:13.120 --> 00:10:16.280]  都同樣得到上帝的拯救的恩典
[00:10:16.280 --> 00:10:19.880]  因為我們去看上下文的脈絡的話
[00:10:19.880 --> 00:10:22.320]  我們看到保羅一開始的時候
[00:10:22.320 --> 00:10:23.960]  他對群眾
[00:10:23.960 --> 00:10:26.920]  聽講道的時候的對象
[00:10:26.920 --> 00:10:28.080]  是包括猶太人
[00:10:28.080 --> 00:10:29.840]  也包括外邦人
[00:10:29.840 --> 00:10:32.760]  但是漸漸開始將主要的焦點
[00:10:32.760 --> 00:10:34.760]  放在外邦人那裡
[00:10:34.760 --> 00:10:41.280]  所以其實路加所說的意思
[00:10:41.280 --> 00:10:43.720]  是說上帝的救恩計劃
[00:10:43.720 --> 00:10:46.240]  是預定這一群外邦人的群體
[00:10:46.240 --> 00:10:49.920]  同樣得到上帝的恩典
[00:10:49.920 --> 00:10:53.080]  接著說到這一群願意相信耶穌的人
[00:10:53.080 --> 00:10:54.360]  他們就去到不同的地方
[00:10:54.360 --> 00:10:55.480]  回到自己的地方裡
[00:10:55.480 --> 00:10:57.080]  就將福音的全篇
[00:10:57.080 --> 00:10:58.600]  那一帶的地方
[00:10:58.600 --> 00:10:59.880]  信耶穌的人
[00:10:59.880 --> 00:11:03.640]  就馬上開始去做傳福音的工作
[00:11:03.640 --> 00:11:05.400]  不過事情的發展
[00:11:05.400 --> 00:11:08.760]  卻不是這麼順利
[00:11:08.760 --> 00:11:10.680]  接著結果是怎樣呢?
[00:11:10.680 --> 00:11:14.480]  第49、50-52節就說到
[00:11:14.480 --> 00:11:18.360]  「但猶太人挑唆乾淨尊貴的婦女
[00:11:18.360 --> 00:11:20.200]  城內有名望的人
[00:11:20.200 --> 00:11:23.600]  迫伯保羅·巴拿巴將她們趕出境外
[00:11:23.600 --> 00:11:26.040]  二人對著眾人
[00:11:26.040 --> 00:11:28.520]  妥下腳上的塵土
[00:11:28.520 --> 00:11:30.280]  就往以歌唸去撩
[00:11:30.280 --> 00:11:32.520]  門徒滿心喜樂
[00:11:32.520 --> 00:11:34.600]  又被聖靈充滿」
[00:11:34.600 --> 00:11:35.440]  在這裡
[00:11:35.440 --> 00:11:38.960]  當保羅·巴拿巴的傳道
[00:11:38.960 --> 00:11:41.000]  有很多人去相信的時候
[00:11:41.000 --> 00:11:46.080]  引起當時的管會堂的領袖的嫉妒
[00:11:46.080 --> 00:11:47.280]  他們就挑唆
[00:11:47.280 --> 00:11:49.600]  這裡說到那些尊貴的婦女
[00:11:49.600 --> 00:11:51.640]  和城內有名望的人
[00:11:51.640 --> 00:11:52.320]  可以這麼說
[00:11:52.320 --> 00:11:54.240]  即是有權有勢的人
[00:11:54.240 --> 00:11:55.800]  去挑唆這些人
[00:11:55.800 --> 00:11:59.040]  將保羅·巴拿巴趕出他們的地方
[00:11:59.040 --> 00:12:01.000]  接著保羅離開的時候
[00:12:01.000 --> 00:12:02.280]  他做了一個動作
[00:12:02.280 --> 00:12:04.240]  就是將腳上的塵
[00:12:04.240 --> 00:12:06.520]  做了一個動作
[00:12:06.520 --> 00:12:09.400]  然後將塵放回下來
[00:12:09.400 --> 00:12:11.880]  然後就代表著
[00:12:11.880 --> 00:12:15.760]  你們的罪不在我身上
[00:12:15.760 --> 00:12:17.120]  其實這個行動
[00:12:17.120 --> 00:12:19.480]  猶太人都有這樣的習慣
[00:12:19.480 --> 00:12:21.400]  他們去到一個地方的時候
[00:12:21.400 --> 00:12:23.120]  離開一個城市
[00:12:23.120 --> 00:12:25.960]  都會將腳上的塵放回下來
[00:12:25.960 --> 00:12:29.240]  這代表著他們和外邦
[00:12:29.240 --> 00:12:31.840]  不認識上帝的人沒有關係
[00:12:31.840 --> 00:12:33.560]  我們是一群跟從上帝的人
[00:12:33.560 --> 00:12:35.960]  我們是一群願意過聖潔生活的人
[00:12:35.960 --> 00:12:39.560]  他們的罪惡和我們是無關的
[00:12:39.560 --> 00:12:41.680]  所以保羅在這裡做這個行動
[00:12:41.680 --> 00:12:43.080]  是有點奇怪的
[00:12:43.080 --> 00:12:45.960]  因為猶太人是對外邦人這樣做的
[00:12:45.960 --> 00:12:47.240]  但保羅在這裡
[00:12:47.240 --> 00:12:49.400]  就是對猶太人這樣做
[00:12:49.400 --> 00:12:51.000]  某個程度上就是說
[00:12:51.000 --> 00:12:54.960]  保羅去視這一群猶太人
[00:12:54.960 --> 00:12:56.800]  好像外邦人一樣
[00:12:56.800 --> 00:13:00.600]  他們表面上好像是上帝的選民
[00:13:00.600 --> 00:13:01.720]  跟從上帝
[00:13:01.720 --> 00:13:04.160]  但其實他們是離開上帝
[00:13:04.160 --> 00:13:08.640]  實際他們沒有領受上帝給他們的欽點
[00:13:08.640 --> 00:13:11.280]  接著再講到最後一個結論
[00:13:11.280 --> 00:13:12.800]  路加在這裡說出
[00:13:12.800 --> 00:13:16.880]  「門徒滿心喜樂又被聖靈充滿」
[00:13:16.880 --> 00:13:21.080]  保羅傳道之後離開了
[00:13:21.080 --> 00:13:22.160]  這個門徒可以指
[00:13:22.160 --> 00:13:24.440]  門徒即是保羅和巴拿巴
[00:13:24.440 --> 00:13:28.920]  他們雖然經歷這些挑戰和困難
[00:13:28.920 --> 00:13:31.320]  但他們仍然不會因為這些緣故
[00:13:31.320 --> 00:13:33.960]  而妨礙他們傳風的熱誠
[00:13:33.960 --> 00:13:35.440]  他們被聖靈充滿
[00:13:35.440 --> 00:13:37.480]  他們就滿心喜樂
[00:13:37.480 --> 00:13:39.400]  而這個門徒也可以指
[00:13:39.400 --> 00:13:40.680]  當他們傳風的時候
[00:13:40.680 --> 00:13:43.000]  有人去信了耶穌
[00:13:43.000 --> 00:13:44.880]  即是當地人信了耶穌
[00:13:44.880 --> 00:13:47.240]  這些人保羅已經離開了
[00:13:47.240 --> 00:13:52.000]  理論上我們用人間的角度去說
[00:13:52.000 --> 00:13:55.040]  這些人剛剛聽了沒多久的福音
[00:13:55.040 --> 00:13:57.920]  接著傳的也離開了
[00:13:57.920 --> 00:14:00.040]  沒有任何的支援
[00:14:00.040 --> 00:14:02.520]  理論上他們應該一窩蜂而散
[00:14:02.520 --> 00:14:03.640]  但又不是
[00:14:03.640 --> 00:14:04.640]  這些門徒說
[00:14:04.640 --> 00:14:08.840]  縱然他們面對不友善的環境
[00:14:08.840 --> 00:14:10.720]  不是一個很有利的環境
[00:14:10.720 --> 00:14:12.320]  讓他們繼續去成長
[00:14:12.320 --> 00:14:15.000]  但說到這班門徒滿心的喜樂
[00:14:15.000 --> 00:14:18.840]  因為被聖靈充滿
[00:14:18.840 --> 00:14:24.040]  這段經文講述了一個很簡短的情況
[00:14:24.040 --> 00:14:28.520]  從這個情況我們可以學到些什麼呢?
[00:14:28.520 --> 00:14:32.720]  有三方面我覺得可以反省的地方
[00:14:32.720 --> 00:14:34.240]  在這張聖經裡
[00:14:34.240 --> 00:14:36.920]  我們看到保羅傳講福音的時候
[00:14:36.920 --> 00:14:40.400]  有不同的人有不同的反應
[00:14:40.400 --> 00:14:41.680]  有一些人
[00:14:41.680 --> 00:14:43.480]  有一些猶太人
[00:14:43.480 --> 00:14:45.800]  他們聽完保羅所說
[00:14:45.800 --> 00:14:47.400]  他們傳一個開放的態度
[00:14:47.400 --> 00:14:50.920]  你們下個安息日再來吧
[00:14:50.920 --> 00:14:52.360]  我想再聽多一點
[00:14:52.360 --> 00:14:53.440]  這是開放
[00:14:53.440 --> 00:14:54.760]  就像我們現在傳福音的時候
[00:14:54.760 --> 00:14:56.080]  他們不是馬上相信
[00:14:56.080 --> 00:14:58.000]  他們不是拒絕
[00:14:58.000 --> 00:14:59.160]  我想聽多一點
[00:14:59.160 --> 00:15:00.160]  想了解多一點
[00:15:00.160 --> 00:15:01.400]  再去思考
[00:15:01.400 --> 00:15:02.840]  有一類這樣的人
[00:15:02.840 --> 00:15:03.960]  第二類人就是
[00:15:03.960 --> 00:15:06.880]  有一些猶太人馬上去相信
[00:15:06.880 --> 00:15:07.920]  聽完之後
[00:15:07.920 --> 00:15:08.880]  他就信了耶穌
[00:15:08.880 --> 00:15:12.000]  去接受上帝的救恩
[00:15:12.000 --> 00:15:14.240]  有另一些猶太人
[00:15:14.240 --> 00:15:16.320]  聽完之後
[00:15:16.320 --> 00:15:17.720]  他就拒絕
[00:15:17.720 --> 00:15:19.760]  拒絕這個救恩
[00:15:19.760 --> 00:15:22.520]  拒絕上帝這份恩典
[00:15:22.520 --> 00:15:24.000]  有一些外邦人
[00:15:24.000 --> 00:15:25.120]  聽完之後
[00:15:25.120 --> 00:15:28.960]  他們很歡喜地接受了這個信息
[00:15:28.960 --> 00:15:31.920]  接受了這個信仰
[00:15:31.920 --> 00:15:34.000]  保羅所說
[00:15:34.000 --> 00:15:35.120]  是同一個信息
[00:15:35.120 --> 00:15:38.080]  有不同的人有不同的反應
[00:15:38.080 --> 00:15:40.800]  今天當我們說去傳福音的時候
[00:15:40.800 --> 00:15:43.080]  我們同樣會面對一個這樣的情況
[00:15:43.080 --> 00:15:44.960]  我不知道大家有沒有這樣的經驗
[00:15:44.960 --> 00:15:46.480]  當你跟別人說信仰的時候
[00:15:46.480 --> 00:15:47.600]  可能有些人
[00:15:47.600 --> 00:15:50.080]  如果有人很願意樂意去聽
[00:15:50.080 --> 00:15:52.120]  或者很開放地去了解
[00:15:52.120 --> 00:15:53.400]  你當然很開心
[00:15:53.400 --> 00:15:57.280]  你也會對自己的信心慢慢建立起來
[00:15:57.280 --> 00:16:00.160]  但是如果你跟別人說信仰的時候
[00:16:00.160 --> 00:16:01.400]  跟別人說福音的時候
[00:16:01.400 --> 00:16:02.880]  馬上被人拒絕
[00:16:02.880 --> 00:16:04.960]  你又會怎樣呢?
[00:16:04.960 --> 00:16:07.840]  你也會慢慢打擊自己的自信心
[00:16:07.840 --> 00:16:09.320]  下次我會不會跟別人說呢?
[00:16:09.320 --> 00:16:11.160]  我說的時候會不會被人拒絕呢?
[00:16:11.160 --> 00:16:13.560]  人總是想被人接納
[00:16:13.560 --> 00:16:15.880]  而不是想被人拒絕
[00:16:15.880 --> 00:16:18.520]  所以在過程中
[00:16:18.520 --> 00:16:20.040]  其實我們很容易
[00:16:20.040 --> 00:16:22.800]  會慢慢對我們傳福音的信心
[00:16:22.800 --> 00:16:26.800]  會慢慢地一路一路地減弱
[00:16:26.800 --> 00:16:28.520]  但是我們要看保羅
[00:16:28.520 --> 00:16:33.440]  保羅為什麼去傳福音的時候
[00:16:33.440 --> 00:16:34.880]  他面對很多的困難
[00:16:34.880 --> 00:16:37.920]  面對很多人身安全的危險
[00:16:37.920 --> 00:16:41.400]  但是為什麼他仍然可以不斷地堅持
[00:16:41.400 --> 00:16:45.200]  很有熱誠地向人傳福音呢?
[00:16:45.200 --> 00:16:46.080]  第一點很重要
[00:16:46.080 --> 00:16:50.800]  就是他對福音有百分之一百的信心
[00:16:50.800 --> 00:16:51.640]  可以這麼說
[00:16:51.640 --> 00:16:52.760]  我們可以說
[00:16:52.760 --> 00:16:54.360]  去跟別人傳福音
[00:16:54.360 --> 00:16:57.400]  我們都是在介紹一些產品給別人
[00:16:57.400 --> 00:16:59.280]  不知道大家同不同意這個看法
[00:16:59.280 --> 00:17:02.440]  就好像我們一個推銷員一樣
[00:17:02.440 --> 00:17:04.600]  我們是推介一些產品
[00:17:04.600 --> 00:17:07.360]  這個產品我們說是福音
