
[00:00:00.000 --> 00:00:10.800]  從今天開始,我們要一連六次宣講《聖經》裏面被稱爲"神人"的六個人物
[00:02:21.000 --> 00:02:23.600]  就是一個與基督聯合的人
[00:02:23.600 --> 00:02:25.800]  一個被基督充滿的人
[00:02:25.800 --> 00:02:27.800]  一個被基督得着的人
[00:02:27.800 --> 00:02:30.000]  一個被基督使用的人
[00:02:30.000 --> 00:02:31.800]  一個愛基督的人
[00:02:31.800 --> 00:02:33.600]  一個信仰基督的人
[00:02:33.600 --> 00:02:35.600]  一個見證基督的人
[00:02:35.600 --> 00:02:38.400]  一個高居基督的人
[00:02:38.400 --> 00:02:43.000]  所以基督徒這個名稱原來是非常的寶貴
[00:02:43.000 --> 00:02:47.000]  這個名稱《詩圖行傳》告訴我們
[00:02:47.000 --> 00:02:51.800]  從安提阿的教會纔開始用
[00:02:51.800 --> 00:03:00.800]  記載在《詩圖行傳》第11章26節到28節裏面
[00:03:00.800 --> 00:03:05.600]  我們現在要開始查考在新舊約裏面
[00:03:05.600 --> 00:03:09.000]  這六位被稱爲神人的人物
[00:03:09.000 --> 00:03:13.400]  他們給我們所留下的榜樣和見解
[00:03:13.400 --> 00:03:17.600]  首先我們要看摩西
[00:03:17.600 --> 00:03:23.200]  摩西在舊約《生命記》33章第一節
[00:03:23.200 --> 00:03:26.600]  告訴我們摩西是神人
[00:03:26.600 --> 00:03:29.200]  他是一個如何的神人呢?
[00:03:29.200 --> 00:03:34.400]  我們現在開始看五方面有關摩西的事
[00:03:34.400 --> 00:03:40.600]  我們要從其中得到益處、提醒和幫助
[00:03:40.600 --> 00:03:41.800]  第一方面
[00:03:41.800 --> 00:03:46.400]  摩西被稱爲一個站在破口的人
[00:03:46.400 --> 00:03:52.000]  這是詩篇106篇23節所告訴我們的
[00:03:52.000 --> 00:03:56.600]  詩篇106篇23節
[00:03:56.600 --> 00:04:00.600]  在這裏說摩西站在破口
[00:04:00.600 --> 00:04:02.800]  他爲以色列人禱告
[00:04:02.800 --> 00:04:05.200]  神就憐憫了以色列人
[00:04:05.200 --> 00:04:07.800]  神的心意就回轉
[00:04:07.800 --> 00:04:12.000]  因此以色列人得免死亡
[00:04:12.000 --> 00:04:17.000]  摩西的代求實在是非常的感動我們
[00:04:17.000 --> 00:04:24.800]  他是整個的心靈力量都投入在他的禱告裏面
[00:04:24.800 --> 00:04:27.400]  是何等的寶貴
[00:04:27.400 --> 00:04:34.000]  他的代求記載在《出埃及記》32章32節
[00:04:34.000 --> 00:04:37.000]  這是很容易記得的一個章節
[00:04:37.000 --> 00:04:40.800]  《出埃及記》32章32節
[00:04:40.800 --> 00:04:42.400]  這裏這樣說
[00:04:42.400 --> 00:04:47.400]  我讀給大家聽摩西的禱詞
[00:04:47.400 --> 00:04:50.600]  他向耶和華神說
[00:04:50.600 --> 00:04:54.000]  倘若你肯赦免他們的罪
[00:04:54.000 --> 00:04:55.800]  下面有幾個點
[00:04:55.800 --> 00:04:58.400]  表示他說不下去了
[00:04:58.400 --> 00:05:01.000]  他在流淚
[00:05:01.000 --> 00:05:03.600]  跟着聖經又說
[00:05:03.600 --> 00:05:07.800]  不然求你從你所寫的冊上
[00:05:07.800 --> 00:05:10.600]  也就是神的生命冊上
[00:05:10.600 --> 00:05:13.400]  塗抹我的名
[00:05:13.400 --> 00:05:15.800]  你看這樣的禱告
[00:05:15.800 --> 00:05:19.000]  是何等的有負擔的禱告
[00:05:19.000 --> 00:05:21.000]  有愛心的禱告
[00:05:21.000 --> 00:05:23.600]  有關懷的禱告
[00:05:23.600 --> 00:05:28.600]  他寧可自己失去永生的恩惠
[00:05:28.600 --> 00:05:31.000]  他用這樣的代價
[00:05:31.000 --> 00:05:33.000]  來爲了神的百姓
[00:05:33.000 --> 00:05:35.200]  以色列人祈求
[00:05:35.200 --> 00:05:38.400]  這是千古的好榜樣
[00:05:38.400 --> 00:05:40.400]  我們每逢讀到這裏
[00:05:40.400 --> 00:05:42.800]  我們就不能不受感動
[00:05:42.800 --> 00:05:45.800]  摩西的禱告和新約裏面
[00:05:45.800 --> 00:05:47.600]  保羅的禱告
[00:05:47.600 --> 00:05:50.600]  是同樣的寶貴
[00:05:50.600 --> 00:05:56.200]  我們記得保羅在羅馬書第九章
[00:05:56.200 --> 00:05:58.800]  第一節到第三節
[00:05:58.800 --> 00:06:02.600]  他的禱告同樣的寶貴
[00:06:02.600 --> 00:06:04.800]  難得深刻
[00:06:04.800 --> 00:06:07.800]  滿有負擔 愛心 關懷
[00:06:07.800 --> 00:06:10.000]  我讀給大家聽
[00:06:10.000 --> 00:06:13.600]  在羅馬書九章一節到三節
[00:06:13.600 --> 00:06:16.000]  師徒保羅在這裏說
[00:06:16.000 --> 00:06:18.400]  我在記錄裏說真話
[00:06:18.400 --> 00:06:20.000]  並不謊言
[00:06:20.000 --> 00:06:22.600]  由我良心被聖靈感動
[00:06:22.600 --> 00:06:24.200]  給我做見證
[00:06:24.200 --> 00:06:26.200]  我是大有憂愁
[00:06:26.200 --> 00:06:28.400]  心裏時常傷痛
[00:06:28.400 --> 00:06:31.400]  爲我的兄 我骨肉之親
[00:06:31.400 --> 00:06:33.600]  就是自己被咒詛
[00:06:33.600 --> 00:06:35.000]  與基督分離
[00:06:35.000 --> 00:06:37.200]  我也願意
[00:06:37.200 --> 00:06:38.600]  你看保羅
[00:06:38.600 --> 00:06:41.600]  他願意自己受咒詛
[00:06:41.600 --> 00:06:43.400]  失去永遠的生命
[00:06:43.400 --> 00:06:45.200]  與基督分離
[00:06:45.200 --> 00:06:50.600]  他都願意慰聊以色列人的緣故
[00:06:50.600 --> 00:06:52.400]  摩西的禱告
[00:06:52.400 --> 00:06:54.200]  保羅的禱告
[00:06:54.200 --> 00:06:57.800]  都是使我們得到益處
[00:06:57.800 --> 00:07:01.800]  提醒 幫助的好榜樣
[00:07:01.800 --> 00:07:05.400]  保羅他在好幾處的地方
[00:07:05.400 --> 00:07:08.000]  在書信中流露出來
[00:07:08.000 --> 00:07:11.200]  他禱告的態度
[00:07:11.200 --> 00:07:13.800]  在格林多後書二章四節
[00:07:13.800 --> 00:07:18.800]  他說他爲格林多的弟兄姊妹流淚禱告
[00:07:18.800 --> 00:07:22.000]  石圖行傳二十章三十一節
[00:07:22.000 --> 00:07:27.000]  這裏說他爲了醫護所的基督徒流淚禱告
[00:07:27.000 --> 00:07:30.600]  在菲律賓書三章十八節
[00:07:30.600 --> 00:07:32.200]  在這裏保羅說
[00:07:32.200 --> 00:07:37.000]  他爲了在菲律賓的一些人流淚禱告
[00:07:37.000 --> 00:07:40.600]  他爲格林多的人流淚禱告
[00:07:40.600 --> 00:07:44.000]  爲醫護所的人流淚禱告
[00:07:44.000 --> 00:07:48.400]  爲菲律賓的人流淚禱告
[00:07:48.400 --> 00:07:53.400]  我們又想到摩西曾經在山上舉手
[00:07:53.400 --> 00:07:57.800]  山下以色列人和亞馬里人作戰
[00:07:57.800 --> 00:08:01.200]  在這一個重要的關頭裏面
[00:08:01.200 --> 00:08:07.000]  摩西站在山頂上舉手禱告
[00:08:07.000 --> 00:08:11.800]  在《出埃及記》第十七章
[00:08:11.800 --> 00:08:14.000]  告訴我們這樣說
[00:08:14.000 --> 00:08:17.200]  非常重要的話十一節
[00:08:17.200 --> 00:08:20.600]  《出埃及記》十七章十一節
[00:08:20.600 --> 00:08:22.800]  摩西何時舉手
[00:08:22.800 --> 00:08:24.800]  以色列人就得勝
[00:08:24.800 --> 00:08:26.400]  何時垂手
[00:08:26.400 --> 00:08:30.000]  亞馬里人就得勝
[00:08:30.000 --> 00:08:32.600]  摩西一直舉手禱告
[00:08:32.600 --> 00:08:35.000]  後來他的手發沉
[00:08:35.000 --> 00:08:36.400]  他疲倦了
[00:08:36.400 --> 00:08:37.600]  就在這個時候
[00:08:37.600 --> 00:08:39.400]  他的兩個瞳孔
[00:08:39.400 --> 00:08:42.000]  一個在左邊一個在右邊
[00:08:42.000 --> 00:08:43.600]  就扶住他的手
[00:08:43.600 --> 00:08:47.000]  因此他禱告的時候就穩定下來
[00:08:47.000 --> 00:08:52.000]  一直到日落勝利完成的時候
[00:08:52.000 --> 00:08:55.600]  我們在這裏學了一個多麼重要的功課
[00:08:55.600 --> 00:08:58.400]  我們需要舉手禱告
[00:08:58.400 --> 00:09:01.400]  爲神的百姓舉手禱告
[00:09:01.400 --> 00:09:04.000]  爲神的教會舉手禱告
[00:09:04.000 --> 00:09:07.400]  爲還沒有信住的人舉手禱告
[00:09:07.400 --> 00:09:10.800]  我們這樣的禱告必不落空
[00:09:10.800 --> 00:09:12.800]  同時我們也想到
[00:09:12.800 --> 00:09:15.400]  當我們在禱告上有疲倦
[00:09:15.400 --> 00:09:18.200]  我們在禱告的時候發沉的時候
[00:09:18.200 --> 00:09:21.000]  我們需要同心禱告的人
[00:09:21.000 --> 00:09:22.800]  在左在右
[00:09:22.800 --> 00:09:25.200]  扶住我們禱告的手
[00:09:25.200 --> 00:09:26.600]  彼此的勉勵
[00:09:26.600 --> 00:09:29.000]  能夠繼續地禱告下去
[00:09:29.000 --> 00:09:34.000]  一直到蘇聯的戰爭完成的時候
[00:09:34.000 --> 00:09:38.600]  我們現在要看摩西的第二方面的事
[00:09:38.600 --> 00:09:42.800]  摩西他爲了神和他的同胞
[00:09:42.800 --> 00:09:45.800]  他付上了巨大的代價
[00:09:45.800 --> 00:09:51.400]  他放棄了埃及王宮的榮華富貴
[00:09:51.400 --> 00:09:56.600]  他願意與神的百姓同受苦難
[00:09:56.600 --> 00:10:00.000]  他帶領伊斯利爾人出埃及
[00:10:00.000 --> 00:10:03.600]  這是記載在新原希伯來書
[00:10:03.600 --> 00:10:06.000]  第十一章裏面的話
[00:10:06.000 --> 00:10:08.600]  我要讀給大家聽
[00:10:08.600 --> 00:10:15.200]  希伯來書第十一章二十四節到二十七節
[00:10:15.200 --> 00:10:20.200]  希伯來書十一章二十四節到二十七節
[00:10:20.200 --> 00:10:21.400]  在這裏說
[00:10:21.400 --> 00:10:24.200]  摩西因德信長大了
[00:10:24.200 --> 00:10:28.000]  就不肯稱爲法老女兒之子
[00:10:28.000 --> 00:10:32.000]  他寧可和神的百姓同受苦害
[00:10:32.000 --> 00:10:35.800]  也不願暫時享受最終之樂
[00:10:35.800 --> 00:10:38.400]  他看爲基督受的領入
[00:10:38.400 --> 00:10:41.400]  比埃及的財物更寶貴
[00:10:41.400 --> 00:10:45.200]  因他嚮往所要得的賞賜
[00:10:45.200 --> 00:10:48.200]  他因德信就離開埃及
[00:10:48.200 --> 00:10:49.800]  不怕王怒
[00:10:49.800 --> 00:10:52.000]  因爲他恆心忍耐
[00:10:52.000 --> 00:10:56.600]  如同看見那不能看見的主
[00:10:56.600 --> 00:11:01.200]  摩西生長在埃及的王宮裏面
[00:11:01.200 --> 00:11:06.000]  他可以過一個最享受的生活
[00:11:06.000 --> 00:11:09.200]  最徹華豔樂的生活
[00:11:09.200 --> 00:11:11.200]  對他的肉體來講
[00:11:11.200 --> 00:11:15.200]  是完全得到滿足的一種生活
[00:11:15.200 --> 00:11:18.800]  但是他的心靈卻不滿足
[00:11:18.800 --> 00:11:22.400]  他對耶和華神有信心
[00:11:22.400 --> 00:11:25.200]  有愛心 有忠心
[00:11:25.200 --> 00:11:28.400]  所以他對於自己的同袍
[00:11:28.400 --> 00:11:31.400]  有愛心 有關心
[00:11:31.400 --> 00:11:35.400]  他看見他的同袍在埃及受壓制的時候
[00:11:35.400 --> 00:11:38.200]  他的心覺得非常的痛苦
[00:11:38.200 --> 00:11:41.200]  他就願意付上代價
[00:11:41.200 --> 00:11:46.800]  願意放棄法老王宮裏面的一切的享受
[00:11:46.800 --> 00:11:49.600]  就和以色列人 神的百姓
[00:11:49.600 --> 00:11:52.400]  一同走曠野的路
[00:11:52.400 --> 00:11:56.400]  他們到了英許美地
[00:11:56.400 --> 00:11:58.400]  就是流乃淤泥之地
[00:11:58.400 --> 00:12:01.000]  在那裏建立神的國度
[00:12:01.000 --> 00:12:04.600]  這是何等動人的犧牲
[00:12:04.600 --> 00:12:07.000]  我們爲了摩西感謝主
[00:12:07.000 --> 00:12:10.800]  我們要想到世界各國各民當中
[00:12:10.800 --> 00:12:14.800]  有不少跟從摩西而行的人
[00:12:14.800 --> 00:12:18.800]  他們爲了神的名 爲了福音
[00:12:18.800 --> 00:12:22.600]  他們願意付上巨大的代價
[00:12:22.600 --> 00:12:27.200]  把最寶貴的 最愛的奉獻給神
[00:12:27.200 --> 00:12:31.800]  他們真是像瑪利亞打破了玉瓶
[00:12:31.800 --> 00:12:36.200]  把他們愛的香膏爲主傾倒
[00:12:36.200 --> 00:12:40.600]  這是主所紀念的 也是我們所紀念的
[00:12:40.600 --> 00:12:44.600]  現在看關於摩西的第三件事
[00:12:44.600 --> 00:12:50.000]  就是《石頭行傳》七章二十二節
[00:12:50.000 --> 00:12:53.000]  《石頭行傳》七章二十二節
[00:12:53.000 --> 00:12:58.200]  告訴我們摩西說話行事都有才能
[00:12:58.200 --> 00:13:02.600]  這就表示他會辦事 也有口才
[00:13:02.600 --> 00:13:07.600]  但是在《出埃及記》四章第十節
[00:13:07.600 --> 00:13:13.600]  記載說摩西認爲他自己是拙口笨舌的人
[00:13:13.600 --> 00:13:15.600]  他沒有口才
[00:13:15.600 --> 00:13:19.600]  那麼到底《聖經》兩處的經文所說的
[00:13:19.600 --> 00:13:23.400]  哪一處的經文是正確 是事實呢?
[00:13:23.400 --> 00:13:26.400]  到底摩西有沒有口才呢?
[00:13:26.400 --> 00:13:30.600]  爲什麼《聖經》的話語好像互相矛盾呢?
[00:13:30.600 --> 00:13:34.600]  一處說他說話行事都有才能
[00:13:34.600 --> 00:13:40.400]  而另一處卻說他是拙口笨舌沒有口才的人呢?
[00:13:40.400 --> 00:13:45.600]  那麼關於這件事有三種可能的解釋
[00:13:45.600 --> 00:13:47.400]  第一種的解釋
[00:13:47.400 --> 00:13:53.600]  就是說摩西他藉此推爲神對他的託付
[00:13:53.600 --> 00:13:57.000]  他不願意到法老那裏去
[00:13:57.000 --> 00:14:01.400]  請求法老准許以色列人離開埃及
[00:14:01.400 --> 00:14:04.600]  到迦南英許之地去
[00:14:04.600 --> 00:14:09.800]  因此他就這樣的來說自己沒有口才
[00:14:09.800 --> 00:14:12.000]  不能擔當重任
[00:14:12.000 --> 00:14:13.600]  第二種的解釋
[00:14:13.600 --> 00:14:19.200]  就是摩西在礦業裏面已經居住了40年了
[00:14:19.200 --> 00:14:23.200]  他已經習慣用礦業裏面的那種話語了
[00:14:23.200 --> 00:14:26.800]  因此就荒書了埃及語了
[00:14:26.800 --> 00:14:31.600]  因此要他忽然到法老的王宮裏面去
[00:14:31.600 --> 00:14:33.800]  擔起那麼重大的責任
[00:14:33.800 --> 00:14:37.600]  他感覺他的話語已經不夠用了
[00:14:37.600 --> 00:14:41.600]  因爲已經不習慣用埃及話了
[00:14:41.600 --> 00:14:43.400]  第三個解釋
[00:14:43.400 --> 00:14:47.200]  就是雖然他是一個有口才的人
[00:14:47.200 --> 00:14:52.600]  他也知道自己比一般的人比較起來說是有口才
[00:14:52.600 --> 00:14:56.200]  但是他面對艱鉅的任務
[00:14:56.200 --> 00:14:59.600]  自己的一點的口才有什麼用呢
[00:14:59.600 --> 00:15:03.400]  所以在對比之下相形見着
[00:15:03.400 --> 00:15:06.800]  他覺得自己的口才無濟於事
[00:15:06.800 --> 00:15:11.000]  因此他就說他的口纔沒有用
[00:15:11.000 --> 00:15:13.400]  他是一個左口奔舌的人
[00:15:13.400 --> 00:15:16.400]  不能完成這樣巨大的任務
[00:15:16.400 --> 00:15:18.600]  不能夠說服法老
[00:15:18.600 --> 00:15:21.600]  毀心轉意准許神的百姓
[00:15:21.600 --> 00:15:25.200]  以色列人從埃及出來
[00:15:25.200 --> 00:15:29.800]  這三種的解釋都有它的理由
[00:15:29.800 --> 00:15:33.000]  那麼我們現在要進一步問一問
[00:15:33.000 --> 00:15:39.200]  到底熟齡的口才是什麼因素構成的呢
[00:15:39.200 --> 00:15:47.000]  一般的口才和熟齡的口才兩者之間有什麼分別呢
[00:15:47.000 --> 00:15:49.600]  有很重要的分別
[00:15:49.600 --> 00:15:54.400]  熟齡的口才至少有四種的因素
[00:15:54.400 --> 00:15:57.400]  是和一般的口才不同的
[00:15:57.400 --> 00:16:00.600]  熟齡口才的第一種的因素
[00:16:00.600 --> 00:16:05.000]  就是傳講神自己的話語
[00:16:05.000 --> 00:16:08.200]  因爲神自己的話語本身有能力
[00:16:08.200 --> 00:16:12.200]  所以當一個人傳講神的話語的時候
[00:16:12.200 --> 00:16:14.400]  就有了能力了
[00:16:14.400 --> 00:16:18.000]  能力就是口才
[00:16:18.000 --> 00:16:22.800]  第二個因素就是當一個人
[00:16:22.800 --> 00:16:27.800]  見證他所經驗的基督的時候
[00:16:27.800 --> 00:16:31.600]  他所說的話就帶着基督的能力
[00:16:31.600 --> 00:16:33.600]  當一個人認識了基督
[00:16:33.600 --> 00:16:35.200]  和基督同在
[00:16:35.200 --> 00:16:37.400]  領會了基督的真理
[00:16:37.400 --> 00:16:40.800]  他把自己從基督所領會的
[00:16:40.800 --> 00:16:43.800]  所經驗的講出來
[00:16:43.800 --> 00:16:45.400]  這就是他的見證
[00:16:45.400 --> 00:16:50.600]  這種見證自然就有基督本身的能力
[00:16:50.600 --> 00:16:54.400]  用他所講的不是自己乃是基督
[00:16:54.400 --> 00:16:58.400]  這正是使徒們的經驗
[00:16:58.400 --> 00:17:00.400]  他們傳講神的話
[00:17:00.400 --> 00:17:03.000]  所以他們的話語有能力
[00:17:03.000 --> 00:17:04.800]  他們跟過基督
[00:17:04.800 --> 00:17:08.000]  他們把基督介紹給人
[00:17:08.000 --> 00:17:10.600]  他們就是單單述說
[00:17:10.600 --> 00:17:13.200]  基督在他們身上所做的
[00:17:13.200 --> 00:17:18.000]  這樣已經是有足夠的大能大力了
[00:17:18.000 --> 00:17:22.000]  所以在《使徒行傳》四章二十節
[00:17:22.000 --> 00:17:25.400]  《使徒行傳》四章二十節
[00:17:25.400 --> 00:17:27.400]  記載使徒們說
[00:17:27.400 --> 00:17:30.200]  我們所看見所聽見的
[00:17:30.200 --> 00:17:31.400]  不能不說
[00:17:31.400 --> 00:17:32.800]  他們所說的
[00:17:32.800 --> 00:17:34.000]  所講論的
[00:17:34.000 --> 00:17:35.400]  所傳達的
[00:17:35.400 --> 00:17:37.600]  就是他們在基督身上
[00:17:37.600 --> 00:17:39.000]  所看見過的
[00:17:39.000 --> 00:17:40.600]  所聽見過的
[00:17:40.600 --> 00:17:43.000]  他們照說出來
[00:17:43.000 --> 00:17:45.400]  就有了能力了
[00:17:45.400 --> 00:17:47.200]  第三個因素
[00:17:47.200 --> 00:17:50.600]  就是聖靈與他們同工
[00:17:50.600 --> 00:17:54.000]  聖靈的工作就產生能力
[00:17:54.000 --> 00:17:56.200]  而他們藉着禱告
[00:17:56.200 --> 00:17:58.600]  就運用了聖靈的能力
[00:17:58.600 --> 00:18:00.800]  聖靈工作的時候
[00:18:00.800 --> 00:18:05.400]  就無人能夠抵擋他們所說的話
[00:18:05.400 --> 00:18:07.400]  第四個因素
[00:18:07.400 --> 00:18:11.400]  在《使徒行傳》五章十三節
[00:18:11.400 --> 00:18:14.600]  《使徒行傳》五章十三節
[00:18:14.600 --> 00:18:19.400]  提到使徒們得到衆人的尊重
[00:18:19.400 --> 00:18:20.600]  這就表示
[00:18:20.600 --> 00:18:22.200]  在衆人的眼中
[00:18:22.200 --> 00:18:25.400]  使徒們是品格高尚的人
[00:18:25.400 --> 00:18:27.800]  他們所作所爲
[00:18:27.800 --> 00:18:31.400]  都是可靠可信的
[00:18:31.400 --> 00:18:34.200]  他們的品格很聳高
[00:18:34.200 --> 00:18:37.200]  所以得到一般人的敬佩
[00:18:37.200 --> 00:18:40.600]  因此他們講的話就有能力
[00:18:40.600 --> 00:18:41.400]  照樣
[00:18:41.400 --> 00:18:44.400]  如果今天我們講話
[00:18:44.400 --> 00:18:45.800]  有品格
[00:18:45.800 --> 00:18:49.200]  有豪靈性做我們話語的後盾
[00:18:49.200 --> 00:18:51.000]  那麼我們的話語
[00:18:51.000 --> 00:18:55.000]  也有贖靈的口才的作用了
[00:18:55.000 --> 00:18:57.400]  所以如果一個基督徒
[00:18:57.400 --> 00:18:59.200]  或者一個傳福音的人
[00:18:59.200 --> 00:19:01.200]  或者一個侍奉神的人
[00:19:01.200 --> 00:19:04.400]  想得到贖靈的口才的話
[00:19:04.400 --> 00:19:08.000]  他必須注意這四種因素
[00:19:08.000 --> 00:19:09.000]  第一
[00:19:09.000 --> 00:19:11.200]  他要傳講神的話
[00:19:11.200 --> 00:19:13.800]  神的話本身有能力
[00:19:13.800 --> 00:19:15.600]  好像保羅說
[00:19:15.600 --> 00:19:18.400]  這福音本是神的大能
[00:19:18.400 --> 00:19:20.800]  要救一切相信的人
[00:19:20.800 --> 00:19:22.600]  如果我們講自己的話
[00:19:22.600 --> 00:19:24.000]  我們就沒有能力
[00:19:24.000 --> 00:19:25.600]  我們講神的話
[00:19:25.600 --> 00:19:27.400]  就有能力
[00:19:27.400 --> 00:19:28.400]  第二
[00:19:28.400 --> 00:19:32.800]  我們必須有和基督同在的經驗
[00:19:32.800 --> 00:19:37.000]  我們必須親自地認識基督
[00:19:37.000 --> 00:19:38.800]  我們經歷基督
[00:19:38.800 --> 00:19:40.800]  瞭解基督
[00:19:40.800 --> 00:19:42.800]  這樣我們就見證
[00:19:42.800 --> 00:19:45.600]  我們和主一起的經驗
[00:19:45.600 --> 00:19:48.400]  這種的見證就有能力
[00:19:48.400 --> 00:19:49.600]  第三
[00:19:49.600 --> 00:19:51.400]  我們要接着禱告
[00:19:51.400 --> 00:19:54.400]  領取聖靈工作的能力
[00:19:54.400 --> 00:19:55.400]  第四
[00:19:55.400 --> 00:19:58.600]  我們要有美好的靈性和品格
[00:19:58.600 --> 00:20:02.000]  這樣我們的話就有後盾
[00:20:02.000 --> 00:20:06.000]  現在我們看與摩西有關的第四件事
[00:20:06.000 --> 00:20:08.600]  就是摩西經驗了
[00:20:08.600 --> 00:20:10.400]  神給他的意象
[00:20:10.400 --> 00:20:13.400]  他不但看見了神給他的意象
[00:20:13.400 --> 00:20:19.600]  他也經歷了神給他的意象的實際
[00:20:19.600 --> 00:20:23.600]  《出埃及記》三章第二節
[00:20:23.600 --> 00:20:24.600]  這裏提到
[00:20:24.600 --> 00:20:28.400]  神將一個重要的意象
[00:20:28.400 --> 00:20:32.400]  給摩西看見
[00:20:32.400 --> 00:20:36.400]  當時摩西在赫列山上牧羊
[00:20:36.400 --> 00:20:39.800]  以後華德使者從經濟裏火焰中
[00:20:39.800 --> 00:20:41.800]  向摩西顯現
[00:20:41.800 --> 00:20:45.600]  摩西觀看不料經濟被火燒着
[00:20:45.600 --> 00:20:47.200]  卻沒有燒燬
[00:20:47.200 --> 00:20:51.000]  摩西說我要過去看這大意象
[00:20:51.000 --> 00:20:54.200]  這經濟爲何沒有燒燬呢?
[00:20:54.200 --> 00:20:57.200]  這個意象是何等的奇妙
[00:20:57.200 --> 00:21:00.000]  它的意義有兩方面
[00:21:00.000 --> 00:21:02.800]  第一方面是關於以色列人的
[00:21:02.800 --> 00:21:05.600]  第二方面是關於摩西自己的
[00:21:05.600 --> 00:21:10.000]  第一方面關於以色列人的是怎樣的意義呢?
[00:21:10.000 --> 00:21:14.800]  經濟就是象徵或者說代表以色列人
[00:21:14.800 --> 00:21:17.600]  他們是很普通的人
[00:21:17.600 --> 00:21:19.600]  好像經濟在礦業裏面
[00:21:19.600 --> 00:21:22.600]  是很普通的一種質物一樣
[00:21:22.600 --> 00:21:25.800]  毫無特點和價值
[00:21:25.800 --> 00:21:29.800]  但是神卻保守他們
[00:21:29.800 --> 00:21:31.800]  他們被火燒着
[00:21:31.800 --> 00:21:34.200]  火代表逼迫
[00:21:34.200 --> 00:21:38.600]  他們是經過如火的試煉
[00:21:38.600 --> 00:21:40.800]  原來是要消滅的
[00:21:40.800 --> 00:21:42.800]  但是神保守他們
[00:21:42.800 --> 00:21:45.800]  在火煉之中不消滅
[00:21:45.800 --> 00:21:49.200]  這是神大能的綁庇的保守
[00:21:49.200 --> 00:21:52.200]  以色列人真是有了這樣的經驗
[00:21:52.200 --> 00:21:56.200]  他們在埃及忍受極大的壓迫
[00:21:56.200 --> 00:21:59.400]  但是神使他們在壓迫之下
[00:21:59.400 --> 00:22:01.200]  加倍的興盛
[00:22:01.200 --> 00:22:04.800]  這是神自己超自然的作爲
[00:22:04.800 --> 00:22:06.400]  第二方面的意義
[00:22:06.400 --> 00:22:09.800]  就是與摩西個人有關的意義
[00:22:09.800 --> 00:22:13.800]  摩西自己也經歷了神的保守
[00:22:13.800 --> 00:22:16.400]  他爲神用活熱的心
[00:22:16.400 --> 00:22:18.800]  真是燃燒了自己的生命
[00:22:18.800 --> 00:22:20.400]  爲着神的事工
[00:22:20.400 --> 00:22:22.000]  爲了神的名
[00:22:22.000 --> 00:22:24.000]  爲了神的榮耀
[00:22:24.000 --> 00:22:28.600]  神就供應他爲神燃燒的能力
[00:22:28.600 --> 00:22:32.600]  使他越燃燒就越有能力燃燒
[00:22:32.600 --> 00:22:35.000]  按照常情來講
[00:22:35.000 --> 00:22:39.400]  那種工作的壓力和艱鉅
[00:22:39.400 --> 00:22:44.400]  足使任何一個人被消耗盡盡
[00:22:44.400 --> 00:22:47.000]  但是因爲神的供應
[00:22:47.000 --> 00:22:50.400]  摩西能夠一年四十年
[00:22:50.400 --> 00:22:53.200]  爲神做了偉大的工作
