
[00:00:00.000 --> 00:00:02.000]  現在我們轉一轉mood
[00:04:59.000 --> 00:05:03.000]  如果大家手上有聖經都可以看
[00:05:03.000 --> 00:05:09.000]  主要是啟示錄的第20章
[00:05:09.000 --> 00:05:11.000]  說到基督來的時候
[00:05:11.000 --> 00:05:16.000]  第一次的復活當然是20章那裡
[00:05:16.000 --> 00:05:21.000]  譬如
[00:05:21.000 --> 00:05:23.000]  20章第五節
[00:05:23.000 --> 00:05:25.000]  這是頭一次的復活
[00:05:25.000 --> 00:05:27.000]  其餘的死人還沒有復活
[00:05:27.000 --> 00:05:29.000]  直等到那一千年完了
[00:05:29.000 --> 00:05:31.000]  一千年之前是有頭一次的復活
[00:05:31.000 --> 00:05:34.000]  這個就指信徒的復活
[00:05:34.000 --> 00:05:36.000]  然後就說到一千年完了之後
[00:05:36.000 --> 00:05:38.000]  第七節說到
[00:05:38.000 --> 00:05:41.000]  撒旦在奴裡面釋放出迷惑地上的滅國
[00:05:41.000 --> 00:05:44.000]  然後有一個戰爭 很重要的戰爭
[00:05:44.000 --> 00:05:47.000]  第十一節他看見一個白色的大補助在座上
[00:05:47.000 --> 00:05:49.000]  從他面前天地都要逃避
[00:05:49.000 --> 00:05:51.000]  災無可遍之處了
[00:05:51.000 --> 00:05:55.000]  看見死了的人無論大小都站在補助前
[00:05:55.000 --> 00:05:56.000]  案件展開
[00:05:56.000 --> 00:06:01.000]  然後死了的人都憑著案件所在受審判
[00:06:01.000 --> 00:06:05.000]  於是海、陰間都交出其中的死人
[00:06:05.000 --> 00:06:09.000]  然後十四節說死亡的陰間也被永在火湖
[00:06:09.000 --> 00:06:11.000]  火湖就是第二次的死人
[00:06:11.000 --> 00:06:14.000]  有人沒有記載這個名字的時候
[00:06:14.000 --> 00:06:16.000]  就是永在火湖裡面
[00:06:16.000 --> 00:06:19.000]  所以我們大概知道情況就是這樣
[00:06:19.000 --> 00:06:23.000]  當然我們說有很多不同的論點
[00:06:23.000 --> 00:06:25.000]  簡單解釋來說
[00:06:25.000 --> 00:06:27.000]  派系叫千禧年後派的
[00:06:27.000 --> 00:06:32.000]  相信耶穌基督再來是經過千禧年之後才來
[00:06:32.000 --> 00:06:35.000]  就是說我們教會一直發展到一個地步
[00:06:35.000 --> 00:06:41.000]  就帶來這個整個世界的一個完全理想的世界
[00:06:41.000 --> 00:06:43.000]  千禧年完了 耶穌基督來了
[00:06:43.000 --> 00:06:45.000]  一來的時候馬上有大戰
[00:06:45.000 --> 00:06:48.000]  大戰之後馬上開始白色大補助的審判
[00:06:48.000 --> 00:06:49.000]  然後就新天新地
[00:06:49.000 --> 00:06:51.000]  這是一個看法
[00:06:51.000 --> 00:06:52.000]  千禧年前派就是耶穌基督
[00:06:52.000 --> 00:06:54.000]  是千禧年之前來的
[00:06:54.000 --> 00:06:57.000]  沒有千禧年派的就相信千禧年這個字
[00:06:57.000 --> 00:06:58.000]  一千年這個字
[00:06:58.000 --> 00:07:01.000]  在事實上一千年是一個象徵的意義
[00:07:01.000 --> 00:07:05.000]  所以一千年就不是真的指一千年這段時間
[00:07:05.000 --> 00:07:08.000]  而是指基督耶穌掌權的時間
[00:07:08.000 --> 00:07:10.000]  基督耶穌什麼時候掌權呢
[00:07:10.000 --> 00:07:11.000]  對於他們來說
[00:07:11.000 --> 00:07:13.000]  在屬靈的意義來說
[00:07:13.000 --> 00:07:16.000]  當耶穌基督在世的時候
[00:07:16.000 --> 00:07:17.000]  他說天國近了
[00:07:17.000 --> 00:07:20.000]  當耶穌基督有神跡騎士的時候
[00:07:20.000 --> 00:07:22.000]  他證明神的能力已經掌管了
[00:07:22.000 --> 00:07:25.000]  於是耶穌開始已經是千禧年了
[00:07:25.000 --> 00:07:28.000]  所以十字架的時間已經是千禧年
[00:07:28.000 --> 00:07:30.000]  屬靈的意義上的千禧年
[00:07:30.000 --> 00:07:32.000]  可以說是一個交接的時間
[00:07:32.000 --> 00:07:34.000]  在屬靈的意義上
[00:07:34.000 --> 00:07:36.000]  耶穌基督掌權勝過撒旦
[00:07:36.000 --> 00:07:38.000]  但是在現實的世界當中
[00:07:38.000 --> 00:07:40.000]  撒旦仍然有他的工作
[00:07:40.000 --> 00:07:42.000]  所以人信徒就在這兩種
[00:07:42.000 --> 00:07:45.000]  已經得到屬靈的能力
[00:07:45.000 --> 00:07:48.000]  但是又要在現實生活的交接下
[00:07:48.000 --> 00:07:50.000]  將來繼續生活
[00:07:50.000 --> 00:07:53.000]  這個千禧年其實現在已經是千禧年了
[00:07:53.000 --> 00:07:55.000]  所以將來沒有一個獨特的千禧年
[00:07:55.000 --> 00:07:58.000]  這是無千禧年派的看法
[00:07:58.000 --> 00:08:01.000]  千禧年前派就是剛才我說的看法
[00:08:01.000 --> 00:08:06.000]  我們相信在一千年一段長的時間
[00:08:06.000 --> 00:08:09.000]  耶穌基督是真的掌權的
[00:08:09.000 --> 00:08:11.000]  撒旦暫時被捆索
[00:08:11.000 --> 00:08:13.000]  之前有一個大災難
[00:08:13.000 --> 00:08:16.000]  災難的時間有些人認為
[00:08:16.000 --> 00:08:17.000]  教會信徒被提
[00:08:17.000 --> 00:08:19.000]  然後才開始災難
[00:08:19.000 --> 00:08:21.000]  這個叫大災難前被提
[00:08:21.000 --> 00:08:24.000]  有些人相信災難開始一半
[00:08:24.000 --> 00:08:27.000]  我們基督徒也有份經驗這個災難
[00:08:27.000 --> 00:08:29.000]  經驗了一半就被提
[00:08:29.000 --> 00:08:32.000]  當然有很多不同的根據
[00:08:32.000 --> 00:08:34.000]  根據彼得意書或是希斯路裏
[00:08:34.000 --> 00:08:35.000]  很多時候講日期
[00:08:35.000 --> 00:08:38.000]  和一載二載半載就是三年半
[00:08:38.000 --> 00:08:40.000]  通常講的大災難是七天
[00:08:40.000 --> 00:08:45.000]  只是七年或者是豪國吹響的時候
[00:08:45.000 --> 00:08:46.000]  開始節期吹
[00:08:46.000 --> 00:08:48.000]  然後中間再吹前
[00:08:48.000 --> 00:08:51.000]  所以中間吹的時候可能才被提
[00:08:51.000 --> 00:08:52.000]  這些理論我們不詳細講
[00:08:52.000 --> 00:08:54.000]  因為今天的重點不是在這裏
[00:08:54.000 --> 00:08:57.000]  我們認為大災難後被提
[00:08:57.000 --> 00:08:59.000]  即是基督徒要和世上所有人
[00:08:59.000 --> 00:09:01.000]  經驗了所有的大災難
[00:09:01.000 --> 00:09:03.000]  在一個最終極的大戰裏
[00:09:03.000 --> 00:09:05.000]  基督徒才被提上去
[00:09:05.000 --> 00:09:07.000]  耶穌基督才下來戰勝撒旦
[00:09:07.000 --> 00:09:08.000]  暫時被捆綁
[00:09:08.000 --> 00:09:11.000]  不過無論如何我們要留意一件事
[00:09:11.000 --> 00:09:17.000]  就是這些解釋都有它的根據
[00:09:17.000 --> 00:09:19.000]  我很希望大家了解
[00:09:19.000 --> 00:09:22.000]  無論你是千禧年前派的
[00:09:22.000 --> 00:09:24.000]  千年後的千禧年前
[00:09:24.000 --> 00:09:27.000]  再前被提再中被提再後被提都好
[00:09:27.000 --> 00:09:29.000]  都有好人的
[00:09:29.000 --> 00:09:31.000]  都不是奸的
[00:09:31.000 --> 00:09:34.000]  千萬不要因為有些人和你的看法不同
[00:09:34.000 --> 00:09:36.000]  認為他是奸的
[00:09:36.000 --> 00:09:38.000]  中國教會很多時候用這些東西
[00:09:38.000 --> 00:09:40.000]  害死很多人
[00:09:40.000 --> 00:09:42.000]  不過我不怕的
[00:09:42.000 --> 00:09:45.000]  千禧年前派的大災難中被提
[00:09:45.000 --> 00:09:49.000]  是大部分中國教會的前代人的看法
[00:09:49.000 --> 00:09:51.000]  我不是因為他們
[00:09:51.000 --> 00:09:53.000]  所以我個人覺得
[00:09:53.000 --> 00:09:57.000]  教會對我來說是說服力較強的
[00:09:57.000 --> 00:09:58.000]  還有另外一個原因
[00:09:58.000 --> 00:10:00.000]  為甚麼解釋這麼多解釋不同呢
[00:10:00.000 --> 00:10:03.000]  因為關於將來所發生的事
[00:10:03.000 --> 00:10:06.000]  聖經用的字眼
[00:10:06.000 --> 00:10:10.000]  是介乎字面的意義
[00:10:10.000 --> 00:10:13.000]  和象徵的意義之間
[00:10:13.000 --> 00:10:16.000]  因為我們知道聖經說到將來的事情
[00:10:16.000 --> 00:10:19.000]  一定有用到象徵性的意義
[00:10:19.000 --> 00:10:21.000]  但也一定有用到字面的
[00:10:21.000 --> 00:10:23.000]  真正直接描述的意義
[00:10:23.000 --> 00:10:25.000]  為甚麼呢
[00:10:25.000 --> 00:10:27.000]  我想我們很少人解體時
[00:10:27.000 --> 00:10:29.000]  會解到那個大人物
[00:10:29.000 --> 00:10:30.000]  他拿著一個杯子
[00:10:30.000 --> 00:10:32.000]  真是一個人在天上飛過
[00:10:32.000 --> 00:10:34.000]  我們多數將他看為一個國家
[00:10:34.000 --> 00:10:36.000]  或者是一種意識形態
[00:10:36.000 --> 00:10:38.000]  或者是一種極權
[00:10:38.000 --> 00:10:39.000]  諸如此類
[00:10:39.000 --> 00:10:42.000]  或者是一種思想上的參雜
[00:10:42.000 --> 00:10:46.000]  我們當它是一個象徵的解釋
[00:10:46.000 --> 00:10:47.000]  但另一方面
[00:10:47.000 --> 00:10:48.000]  我們也不相信
[00:10:48.000 --> 00:10:50.000]  所有關於將來的預言的說話
[00:10:50.000 --> 00:10:51.000]  都是象徵的
[00:10:51.000 --> 00:10:53.000]  沒有直接字面的預言
[00:10:53.000 --> 00:10:54.000]  一定有的
[00:10:54.000 --> 00:10:55.000]  如果不是的話
[00:10:55.000 --> 00:10:56.000]  如果全部都是象徵
[00:10:56.000 --> 00:10:57.000]  將來的新天新地
[00:10:57.000 --> 00:10:58.000]  這些全部都是假的
[00:10:58.000 --> 00:11:00.000]  天地這些全部都是假的
[00:11:00.000 --> 00:11:02.000]  所有基督再來
[00:11:02.000 --> 00:11:03.000]  這些再來的字
[00:11:03.000 --> 00:11:05.000]  基督再來都是象徵
[00:11:05.000 --> 00:11:06.000]  這是另一個極端
[00:11:06.000 --> 00:11:10.000]  我相信我們不應該走向兩個極端
[00:11:10.000 --> 00:11:14.000]  通常較為用象徵意義解釋聖經的人
[00:11:14.000 --> 00:11:17.000]  都會傾向毛千禧年後派
[00:11:17.000 --> 00:11:20.000]  較為強調用正字面
[00:11:20.000 --> 00:11:22.000]  盡量聖經是這樣說
[00:11:22.000 --> 00:11:24.000]  就當它字面是這樣的意義
[00:11:24.000 --> 00:11:25.000]  將來這樣發生
[00:11:25.000 --> 00:11:28.000]  就會較為傾向千禧年前派
[00:11:28.000 --> 00:11:30.000]  我自己是靠傾向千禧年前派
[00:11:30.000 --> 00:11:32.000]  表示了我一些立場
[00:11:32.000 --> 00:11:34.000]  但不等於其他的立場是不對的
[00:11:34.000 --> 00:11:35.000]  為什麼呢
[00:11:35.000 --> 00:11:38.000]  因為最微妙的就是
[00:11:38.000 --> 00:11:39.000]  兩者極端是不可以的
[00:11:39.000 --> 00:11:41.000]  但中間如何集開
[00:11:41.000 --> 00:11:43.000]  那句是字面
[00:11:43.000 --> 00:11:46.000]  那句是象徵
[00:11:46.000 --> 00:11:47.000]  大家就有不同的看法
[00:11:47.000 --> 00:11:49.000]  例如千禧年這個字
[00:11:49.000 --> 00:11:52.000]  那一千年究竟是象徵的意義呢
[00:11:52.000 --> 00:11:53.000]  還是字面的意義呢
[00:11:53.000 --> 00:11:55.000]  字面到什麼地步呢
[00:11:55.000 --> 00:11:56.000]  是剛剛一千年呢
[00:11:56.000 --> 00:11:58.000]  還是一段很長的時間呢
[00:11:58.000 --> 00:12:00.000]  根本就沒有所謂一千年
[00:12:00.000 --> 00:12:03.000]  只不過是代表了耶穌基督掌皇權的天國
[00:12:03.000 --> 00:12:05.000]  的另一個字眼的稱呼
[00:12:05.000 --> 00:12:07.000]  你看看有不同的程度
[00:12:07.000 --> 00:12:09.000]  不同的學者就在這裡
[00:12:09.000 --> 00:12:10.000]  有他們不同的立場
[00:12:10.000 --> 00:12:13.000]  得出不同的結果
[00:12:13.000 --> 00:12:15.000]  有時候我們覺得很煩
[00:12:15.000 --> 00:12:19.000]  為什麼神啟示的東西這麼麻煩呢
[00:12:19.000 --> 00:12:20.000]  不清楚的
[00:12:20.000 --> 00:12:21.000]  又這樣又這樣
[00:12:21.000 --> 00:12:23.000]  那到底什麼時候來呢
[00:12:23.000 --> 00:12:25.000]  我覺得好東西就在這裡
[00:12:25.000 --> 00:12:27.000]  幸好你不知道什麼時候來
[00:12:27.000 --> 00:12:29.000]  它隨時都可以來
[00:12:29.000 --> 00:12:31.000]  那你才會警醒
[00:12:31.000 --> 00:12:33.000]  如果我們像在耳邊那樣
[00:12:33.000 --> 00:12:35.000]  計算它足足數多少月多少日
[00:12:35.000 --> 00:12:38.000]  湊夠多少人數來的時候呢
[00:12:38.000 --> 00:12:40.000]  那你和我都不會警醒
[00:12:40.000 --> 00:12:44.000]  我自己的了解就是這樣
[00:12:44.000 --> 00:12:46.000]  就算耶穌現在馬上來
[00:12:46.000 --> 00:12:48.000]  都可以說得通的
[00:12:48.000 --> 00:12:49.000]  就這麼簡單
[00:12:49.000 --> 00:12:50.000]  今晚來都可以說得通
[00:12:50.000 --> 00:12:51.000]  隨時都可以來
[00:12:51.000 --> 00:12:53.000]  我覺得這個才是聖經的智慧
[00:12:53.000 --> 00:12:55.000]  就是讓我們不斷的警醒
[00:12:55.000 --> 00:12:58.000]  如果你說一定要過了這幾關才來
[00:12:58.000 --> 00:13:00.000]  那看著它還有三關還沒過
[00:13:00.000 --> 00:13:01.000]  為什麼這麼緊張呢
[00:13:01.000 --> 00:13:03.000]  慢慢在面前吧
[00:13:03.000 --> 00:13:04.000]  起碼有幾十年
[00:13:04.000 --> 00:13:05.000]  那不是的
[00:13:05.000 --> 00:13:06.000]  如果這樣的話
[00:13:06.000 --> 00:13:07.000]  我們就不會警醒
[00:13:07.000 --> 00:13:08.000]  這個很重要
[00:13:08.000 --> 00:13:10.000]  很重要的一個真理在這裡
[00:13:10.000 --> 00:13:11.000]  所以我覺得
[00:13:11.000 --> 00:13:12.000]  精彩就精彩
[00:13:12.000 --> 00:13:15.000]  我們沒辦法解得清楚
[00:13:15.000 --> 00:13:17.000]  所以希望大家明白這件事
[00:13:17.000 --> 00:13:18.000]  好了
[00:13:18.000 --> 00:13:22.000]  那我暫且按下我們說到審判的問題
[00:13:22.000 --> 00:13:25.000]  對基督徒有興趣大一點的
[00:13:25.000 --> 00:13:27.000]  將來有審判
[00:13:27.000 --> 00:13:30.000]  而且所有人都要接受審判
[00:13:30.000 --> 00:13:32.000]  希伯來書那裡說到
[00:13:32.000 --> 00:13:35.000]  我們每個人都要在神面前接受審判
[00:13:35.000 --> 00:13:37.000]  包括信的和未信的
[00:13:37.000 --> 00:13:39.000]  那我們不詳細說那些未信的
[00:13:39.000 --> 00:13:40.000]  怎樣審判
[00:13:40.000 --> 00:13:42.000]  當我們中間的弟兄姊妹
[00:13:42.000 --> 00:13:44.000]  如果你是未信耶穌的人
[00:13:44.000 --> 00:13:45.000]  可能在其他的場合
[00:13:45.000 --> 00:13:47.000]  你會認識更多
[00:13:47.000 --> 00:13:51.000]  我們先說說兩次的審判
[00:13:51.000 --> 00:13:52.000]  第一次的審判
[00:13:52.000 --> 00:13:54.000]  就是在千禧年之前的
[00:13:54.000 --> 00:13:56.000]  剛才我們說了
[00:13:56.000 --> 00:13:59.000]  在第20章第5至6節那裡說到
[00:13:59.000 --> 00:14:01.000]  這是頭一次的復活
[00:14:01.000 --> 00:14:03.000]  其他人都還未復活
[00:14:03.000 --> 00:14:04.000]  正等到那一千年
[00:14:04.000 --> 00:14:07.000]  頭一次的復活就是指基督徒
[00:14:07.000 --> 00:14:09.000]  那些信了耶穌的人
[00:14:09.000 --> 00:14:11.000]  或者已經離開世界的
[00:14:11.000 --> 00:14:13.000]  就被升到天上
[00:14:13.000 --> 00:14:15.000]  復活了
[00:14:15.000 --> 00:14:16.000]  在那裡的時候
[00:14:16.000 --> 00:14:18.000]  就有耶穌基督第一次來的時候
[00:14:18.000 --> 00:14:20.000]  有這個審判
[00:14:20.000 --> 00:14:22.000]  是為了信的
[00:14:22.000 --> 00:14:24.000]  信徒的審判
[00:14:24.000 --> 00:14:27.000]  哥林多的後書那裡說到
[00:14:27.000 --> 00:14:30.000]  我們每一個人將來都要在基督台前面
[00:14:30.000 --> 00:14:32.000]  顯露出來
[00:14:32.000 --> 00:14:34.000]  憑著我們所作的功
[00:14:34.000 --> 00:14:38.000]  來受到神的察驗
[00:14:38.000 --> 00:14:40.000]  然後有第二次
[00:14:40.000 --> 00:14:42.000]  剛才說到的所謂白色大寶座的審判
[00:14:42.000 --> 00:14:44.000]  是千禧年之後的
[00:14:44.000 --> 00:14:46.000]  第20章第11至15節那裡說過
[00:14:46.000 --> 00:14:47.000]  白色的大寶座審判
[00:14:47.000 --> 00:14:49.000]  就是一切的人都有份
[00:14:49.000 --> 00:14:51.000]  是為不信的人
[00:14:51.000 --> 00:14:52.000]  那裡就決定
[00:14:52.000 --> 00:14:56.000]  他將來是落到永遠的
[00:14:56.000 --> 00:14:58.000]  和神離開的地方
[00:14:58.000 --> 00:15:00.000]  剛才我們說
[00:15:00.000 --> 00:15:02.000]  我們興趣就多說一些
[00:15:02.000 --> 00:15:04.000]  關於我們信了的人
[00:15:04.000 --> 00:15:05.000]  有些弟兄姊妹以為
[00:15:05.000 --> 00:15:06.000]  信了的人就不用受審判
[00:15:06.000 --> 00:15:08.000]  其實是要的
[00:15:08.000 --> 00:15:10.000]  走不掉的
[00:15:10.000 --> 00:15:12.000]  不過受的審判是不同的
[00:15:12.000 --> 00:15:14.000]  就我自己所了解
[00:15:14.000 --> 00:15:15.000]  跟大家說一下
[00:15:15.000 --> 00:15:17.000]  不知道大家知不知道你們會有什麼審判
[00:15:17.000 --> 00:15:18.000]  這個很重要的
[00:15:18.000 --> 00:15:20.000]  影響你現在怎樣過基督道生活
[00:15:20.000 --> 00:15:25.000]  哥林多前書三章十三節那裡
[00:15:25.000 --> 00:15:26.000]  就這樣說
[00:15:26.000 --> 00:15:28.000]  「各人的工程必然顯露」
[00:15:28.000 --> 00:15:31.000]  「因為那日子要將它表明出來」
[00:15:31.000 --> 00:15:34.000]  「有火發然,這火要試驗各人的工程怎樣」
[00:15:34.000 --> 00:15:37.000]  「人在那根基上所建造的工程若存得住」
[00:15:37.000 --> 00:15:39.000]  「他就要得獎賞賜」
[00:15:39.000 --> 00:15:41.000]  「人的工程若被燒了」
[00:15:41.000 --> 00:15:44.000]  「他就要受虧損,自己卻要得救」
[00:15:44.000 --> 00:15:47.000]  「雖然得救,乃像從火裡經過的一樣」
[00:15:47.000 --> 00:15:49.000]  所以在這裡我們看到
[00:15:49.000 --> 00:15:53.000]  信徒所受的審判
[00:15:53.000 --> 00:15:55.000]  不是決定他將來的命運怎樣
[00:15:55.000 --> 00:15:59.000]  不會審判他很保險,但不合格
[00:15:59.000 --> 00:16:01.000]  等第二次復活吧
[00:16:01.000 --> 00:16:03.000]  不會這樣的
[00:16:03.000 --> 00:16:07.000]  那次雖然好像從火裡經過
[00:16:07.000 --> 00:16:10.000]  雖然得救,但仍然像從火裡經過
[00:16:10.000 --> 00:16:14.000]  所以那次不是決定你將來上天堂還是落地獄
[00:16:14.000 --> 00:16:15.000]  那個審判
[00:16:15.000 --> 00:16:16.000]  那個不是
[00:16:16.000 --> 00:16:18.000]  而是顯露生命
[00:16:18.000 --> 00:16:20.000]  用了好幾次這個字眼
[00:16:20.000 --> 00:16:22.000]  哥林多後書五章十節就說到
[00:16:22.000 --> 00:16:23.000]  顯露出來
[00:16:23.000 --> 00:16:26.000]  顯露就是本來隱藏的東西
[00:16:26.000 --> 00:16:27.000]  揭露出來
[00:16:27.000 --> 00:16:29.000]  揭露些什麼呢
[00:16:29.000 --> 00:16:31.000]  基本上我們說不是揭露
[00:16:31.000 --> 00:16:32.000]  他信了耶穌
[00:16:32.000 --> 00:16:34.000]  信耶穌之前的罪行
[00:16:34.000 --> 00:16:36.000]  因為我們很清楚知道
[00:16:36.000 --> 00:16:40.000]  在希伯來書和羅馬書第八章一節
[00:16:40.000 --> 00:16:43.000]  說「如今在基督裡的人不再被定罪」
[00:16:43.000 --> 00:16:45.000]  即是神在耶穌基督的十字架裡面
