
[00:00:00.000 --> 00:00:07.640]  當我們思想去明白敬畏耶和華
[00:04:00.320 --> 00:04:02.480]  你們要側而聽智慧
[00:04:02.480 --> 00:04:04.360]  專心求聰明
[00:04:04.360 --> 00:04:06.200]  是很專心
[00:04:06.200 --> 00:04:09.640]  這個專心不單止是用你的智慧去明白
[00:04:09.640 --> 00:04:12.080]  而是用你的意志
[00:04:13.240 --> 00:04:15.560]  包含了一種意志的含義
[00:04:15.560 --> 00:04:18.680]  你去決心要明白
[00:04:18.680 --> 00:04:20.640]  要去聽到神的話
[00:04:20.640 --> 00:04:23.120]  所以旁邊的新譯本看到
[00:04:23.120 --> 00:04:25.160]  留心聽智慧
[00:04:25.160 --> 00:04:26.560]  智力的
[00:04:26.560 --> 00:04:28.560]  你去求聰明
[00:04:28.560 --> 00:04:30.920]  意味著用各種的能力
[00:04:30.920 --> 00:04:33.040]  去明白神的話
[00:04:33.040 --> 00:04:35.360]  去了解、去領受
[00:04:35.360 --> 00:04:38.520]  最近我聽到一些弟兄姊妹說
[00:04:38.520 --> 00:04:40.240]  很想學一下書法
[00:04:40.240 --> 00:04:41.960]  有些就去學書法
[00:04:42.360 --> 00:04:45.200]  學書法的人很有興趣
[00:04:45.200 --> 00:04:48.040]  他們會留心一些字帖
[00:04:48.040 --> 00:04:51.880]  去看看字帖的書法、筆法是怎樣
[00:04:51.880 --> 00:04:54.960]  然後學習、操練
[00:04:54.960 --> 00:04:56.680]  大家很多人都知道
[00:04:56.680 --> 00:04:59.160]  我們以前的藤斤輝牧師
[00:04:59.160 --> 00:05:00.560]  他寫的書法
[00:05:00.560 --> 00:05:04.000]  是非常優雅的文字
[00:05:04.000 --> 00:05:07.280]  我曾經記得有一次問藤牧師
[00:05:07.280 --> 00:05:09.760]  你寫字寫得這麼漂亮
[00:05:09.760 --> 00:05:11.440]  你從哪裡學回來的?
[00:05:12.440 --> 00:05:13.920]  他就跟我說
[00:05:13.920 --> 00:05:15.200]  我沒有學過
[00:05:15.200 --> 00:05:18.120]  我問他沒有學過
[00:05:18.120 --> 00:05:20.280]  你怎麼寫得這麼漂亮的書法呢?
[00:05:20.280 --> 00:05:21.760]  他就告訴我
[00:05:21.760 --> 00:05:25.600]  我是常常很小心地看字帖
[00:05:25.600 --> 00:05:30.440]  一直留意字帖的筆法、筆畫是怎樣寫
[00:05:30.440 --> 00:05:32.160]  小心地看
[00:05:32.160 --> 00:05:34.840]  然後我自己就去寫
[00:05:34.840 --> 00:05:36.440]  寫的過程當中
[00:05:36.440 --> 00:05:39.640]  有一種練習、雜練的情況
[00:05:39.640 --> 00:05:42.240]  一步步就可以寫到書法
[00:05:42.240 --> 00:05:45.040]  當我想起這件事情的時候
[00:05:45.040 --> 00:05:45.960]  我就想起
[00:05:45.960 --> 00:05:47.760]  要能夠真正學習
[00:05:47.760 --> 00:05:49.960]  是需要將心放在心上
[00:05:49.960 --> 00:05:53.880]  去留心、去看、去學、去練習
[00:05:53.880 --> 00:05:56.040]  同樣對神的話
[00:05:56.040 --> 00:05:58.840]  當你要將神的話放在心裏
[00:05:58.840 --> 00:06:05.160]  去執耳聽、去專心、去致力地尋求
[00:06:05.160 --> 00:06:07.920]  在這個時候你才會得獎
[00:06:08.920 --> 00:06:11.840]  有一些朋友回到教會裏聽道
[00:06:11.840 --> 00:06:12.960]  聽了十年
[00:06:12.960 --> 00:06:15.320]  但你問他
[00:06:15.320 --> 00:06:17.720]  什麼叫做信耶穌?
[00:06:17.720 --> 00:06:19.880]  可能他也說不出來
[00:06:19.880 --> 00:06:22.200]  因為如果他只是聽一聽
[00:06:22.200 --> 00:06:25.040]  很快就會忘記了
[00:06:25.040 --> 00:06:28.800]  整個說話就像種子落在硬土上
[00:06:28.800 --> 00:06:30.680]  很快就會散了出來
[00:06:30.680 --> 00:06:34.120]  而且你知道聖經裏面說到殺種的比喻
[00:06:34.120 --> 00:06:36.480]  當種子落在地土上
[00:06:36.480 --> 00:06:39.160]  還有一些落在土墊的石頭上
[00:06:39.160 --> 00:06:41.800]  有飛鳥來將種子帶走了
[00:06:41.800 --> 00:06:43.320]  是什麼意思?
[00:06:43.320 --> 00:06:45.440]  聖經就解釋
[00:06:45.440 --> 00:06:49.640]  人的心沒有傳寄神的話
[00:06:49.640 --> 00:06:51.440]  沒有真正領受
[00:06:51.440 --> 00:06:55.800]  撒旦很快就將人心中的道種奪走了
[00:06:55.800 --> 00:06:58.960]  因為惡者很清楚知道
[00:06:58.960 --> 00:07:01.360]  神的話對我們生命的寶貴
[00:07:01.360 --> 00:07:03.200]  因此把握著機會
[00:07:03.200 --> 00:07:06.120]  當人沒有將神的話藏在心中的時候
[00:07:06.120 --> 00:07:08.680]  就很快就將它奪走
[00:07:08.680 --> 00:07:12.840]  免得種子在生命當中發芽生長
[00:07:12.840 --> 00:07:16.640]  聖經說到神的話的時候
[00:07:16.640 --> 00:07:17.800]  是很認真的
[00:07:17.800 --> 00:07:19.880]  它說你要側耳聽
[00:07:19.880 --> 00:07:21.520]  你要專心求
[00:07:21.520 --> 00:07:23.680]  你要呼求明哲
[00:07:23.680 --> 00:07:25.520]  揚聲求聰明
[00:07:25.520 --> 00:07:29.080]  去呼求也要捏住內心一種的決心
[00:07:29.080 --> 00:07:31.000]  無論有什麼困難
[00:07:31.000 --> 00:07:33.400]  仍然繼續去呼籲
[00:07:33.400 --> 00:07:36.000]  去渴求得到神的話
[00:07:36.600 --> 00:07:38.640]  如果呼求未足夠
[00:07:38.640 --> 00:07:41.520]  更加更大聲地去揚聲
[00:07:41.520 --> 00:07:45.680]  表達出內心那種渴望
[00:07:45.680 --> 00:07:47.280]  要去得到
[00:07:47.280 --> 00:07:50.480]  為什麼要有這麼大的渴求呢?
[00:07:50.480 --> 00:07:53.320]  因為知道要尋找的是什麼
[00:07:53.320 --> 00:07:54.880]  所以第四節說
[00:07:54.880 --> 00:07:58.400]  尋找他如尋找銀子
[00:07:58.400 --> 00:08:01.440]  搜求他如搜求什麼?
[00:08:01.440 --> 00:08:04.720]  隱藏的珍寶
[00:08:05.320 --> 00:08:08.040]  因為知道神的話是珍寶
[00:08:08.040 --> 00:08:10.320]  因此他尋求的時候
[00:08:10.320 --> 00:08:12.280]  不會懶懶行
[00:08:12.280 --> 00:08:13.640]  因為太寶貴了
[00:08:13.640 --> 00:08:14.960]  太重要了
[00:08:14.960 --> 00:08:18.480]  因此他很小心地去尋索
[00:08:18.480 --> 00:08:20.320]  尋找引真亦意味著
[00:08:20.320 --> 00:08:22.720]  未必即時尋找到
[00:08:22.720 --> 00:08:24.160]  但繼續去尋找
[00:08:24.160 --> 00:08:26.160]  直至尋找得著
[00:08:26.160 --> 00:08:30.720]  有些弟兄姐妹去過長洲的建道神學院
[00:08:30.720 --> 00:08:34.040]  在圖書館的門口有一塊碑石
[00:08:34.040 --> 00:08:37.920]  寫著如搜引真
[00:08:37.920 --> 00:08:41.320]  好像搜尋隱藏的珍寶
[00:08:41.320 --> 00:08:43.560]  你都可以明白神的話
[00:08:43.560 --> 00:08:47.400]  這正是聖經一直對我們的勉勵
[00:08:47.400 --> 00:08:50.240]  要去殷勤地去追求
[00:08:50.240 --> 00:08:51.920]  去尋求得著
[00:08:51.920 --> 00:08:55.000]  弟兄姐妹如果你真的相信
[00:08:55.000 --> 00:08:56.760]  聖經是神的話
[00:08:56.760 --> 00:08:59.160]  如果你真的相信
[00:08:59.160 --> 00:09:01.360]  你會很自然地
[00:09:01.360 --> 00:09:04.360]  願意去認真地去讀
[00:09:04.360 --> 00:09:07.080]  我記得很多年前
[00:09:07.080 --> 00:09:09.800]  當我自己有機會進修
[00:09:09.800 --> 00:09:11.360]  寫一篇論文
[00:09:11.360 --> 00:09:14.240]  因為論文指導老師一直來幫我
[00:09:14.240 --> 00:09:15.360]  很多時候初稿
[00:09:15.360 --> 00:09:18.440]  他會立即寫一些回應給我
[00:09:18.440 --> 00:09:19.640]  叫我怎樣去修改
[00:09:19.640 --> 00:09:22.680]  或者從不同的方向去探索
[00:09:22.680 --> 00:09:24.680]  每次當他寫回來的時候
[00:09:24.680 --> 00:09:26.920]  我要很小心地看
[00:09:26.920 --> 00:09:30.000]  很自然地想知道他對我有甚麼提議
[00:09:30.000 --> 00:09:31.520]  甚麼提醒
[00:09:31.520 --> 00:09:35.720]  因為那些文字影響了整個論文
[00:09:35.720 --> 00:09:39.240]  將來是否能夠有好的結果
[00:09:39.240 --> 00:09:42.040]  或者是甚至能否得到接受
[00:09:42.040 --> 00:09:42.880]  很小心地看
[00:09:42.880 --> 00:09:44.600]  然後留心著他的提議
[00:09:44.600 --> 00:09:45.920]  然後去修訂
[00:09:45.920 --> 00:09:48.680]  有些事情當你察覺它重要的時候
[00:09:48.680 --> 00:09:51.200]  你會放在心思之間
[00:09:51.200 --> 00:09:53.120]  如果你真的相信
[00:09:53.120 --> 00:09:57.080]  地上有神的話
[00:09:57.080 --> 00:09:58.760]  有真理的道
[00:09:58.760 --> 00:10:01.720]  你是會去付上代價
[00:10:01.720 --> 00:10:03.720]  付上時間
[00:10:03.720 --> 00:10:06.280]  如果你發覺自己很少時間
[00:10:06.280 --> 00:10:08.400]  放在神的話上面
[00:10:08.400 --> 00:10:09.840]  或者你要問一問自己
[00:10:09.840 --> 00:10:13.600]  我是否真正相信有神的話
[00:10:13.600 --> 00:10:19.360]  這個正是我們需要留意的事情
[00:10:19.360 --> 00:10:20.360]  你再看下去的時候
[00:10:20.360 --> 00:10:21.240]  聖經就說
[00:10:21.240 --> 00:10:22.360]  當我們這樣做的時候
[00:10:22.360 --> 00:10:23.640]  第五節
[00:10:23.640 --> 00:10:26.720]  聖經就清楚說出那個結果
[00:10:26.720 --> 00:10:28.360]  第二章第五節
[00:10:28.360 --> 00:10:30.920]  你就明白敬畏耶和華
[00:10:30.920 --> 00:10:33.520]  得以認識神
[00:10:33.520 --> 00:10:34.560]  當你這樣做的時候
[00:10:34.560 --> 00:10:37.320]  你就可以明白
[00:10:37.320 --> 00:10:39.120]  這個明白是說的一種
[00:10:39.120 --> 00:10:41.400]  內心的一種動見
[00:10:41.400 --> 00:10:43.120]  一種的insight
[00:10:43.120 --> 00:10:46.760]  是體會到神的話是甚麼意思
[00:10:46.760 --> 00:10:49.120]  從而去認識神
[00:10:49.120 --> 00:10:50.440]  這個認識聖經所說
[00:10:50.440 --> 00:10:52.760]  不單是在你頭腦上認識
[00:10:52.760 --> 00:10:56.480]  而是你自己真的和神結了一種關係
[00:10:56.480 --> 00:10:57.720]  聖經說認識的時候
[00:10:57.720 --> 00:11:00.200]  純粹說到關係
[00:11:00.200 --> 00:11:02.000]  當你這樣追尋的時候
[00:11:02.000 --> 00:11:06.000]  你發覺你就明白敬畏神
[00:11:06.000 --> 00:11:11.480]  也都和神建立有生命的關係
[00:11:11.480 --> 00:11:14.080]  我剛剛和一群的執事
[00:11:14.080 --> 00:11:15.600]  去了宣教的工場
[00:11:15.600 --> 00:11:16.480]  探望宣教士
[00:11:16.480 --> 00:11:20.320]  還有在當中有一些學習
[00:11:20.320 --> 00:11:22.120]  在過程當中和宣教士聊天
[00:11:22.120 --> 00:11:25.720]  他們帶給我們很多不同的提醒
[00:11:25.720 --> 00:11:27.000]  很多的鼓勵
[00:11:27.000 --> 00:11:29.520]  其中一位宣教士說到
[00:11:29.520 --> 00:11:32.720]  當我自己在大學畢業的時候
[00:11:32.720 --> 00:11:34.320]  在考慮工作
[00:11:34.320 --> 00:11:37.680]  很多人都建議找一些比較有名的公司
[00:11:37.680 --> 00:11:40.040]  如果這些大企業接受了你
[00:11:40.040 --> 00:11:43.000]  你將來有很好的發展前途
[00:11:43.000 --> 00:11:47.600]  所以大家都很想能夠進入這些大公司、大企業
[00:11:47.600 --> 00:11:50.360]  當他和家人聊天的時候
[00:11:50.360 --> 00:11:54.920]  父母是敬虔的、敬畏神的父母
[00:11:54.920 --> 00:11:56.920]  媽媽就和他說
[00:11:56.920 --> 00:12:00.560]  能否進入大公司不是最重要的
[00:12:00.560 --> 00:12:03.760]  最重要的是要敬畏神
[00:12:03.760 --> 00:12:09.640]  最重要的是能夠更加學習敬畏神
[00:12:09.640 --> 00:12:13.680]  這句話對孩子有很大的幫助
[00:12:13.680 --> 00:12:15.000]  也在他人生的路上
[00:12:15.000 --> 00:12:16.720]  他知道如何選擇
[00:12:16.720 --> 00:12:20.360]  什麼是更加重要、更加有價值
[00:12:20.360 --> 00:12:22.600]  人生能夠真正敬畏神
[00:12:22.600 --> 00:12:23.720]  聖經就說
[00:12:23.720 --> 00:12:25.720]  敬畏耶和華的人
[00:12:25.720 --> 00:12:28.440]  一樣好處都不缺
[00:12:28.440 --> 00:12:30.280]  神應許讓敬畏神的人
[00:12:30.280 --> 00:12:32.800]  得到一切生命的祝福
[00:12:32.800 --> 00:12:33.600]  或者你說
[00:12:33.600 --> 00:12:34.640]  我是一個虧的
[00:12:34.640 --> 00:12:36.800]  進不了大公司
[00:12:36.800 --> 00:12:38.480]  但你可以放心
[00:12:38.480 --> 00:12:40.400]  神的應許是真實
[00:12:40.400 --> 00:12:42.000]  神用其他的方式
[00:12:42.000 --> 00:12:44.880]  讓你得著神要給你的恩惠
[00:12:44.880 --> 00:12:45.960]  聖經就這樣說
[00:12:45.960 --> 00:12:48.520]  當我們如此追求的時候
[00:12:48.520 --> 00:12:51.240]  我們就能夠敬畏耶和華
[00:12:51.240 --> 00:12:53.520]  得以認識神
[00:12:53.520 --> 00:12:55.040]  然後你再讀下去的時候
[00:12:55.040 --> 00:12:57.080]  聖經就再進一步解釋
[00:12:57.080 --> 00:12:59.600]  下面第六節
[00:12:59.600 --> 00:13:00.840]  因為
[00:13:00.840 --> 00:13:02.920]  因為耶和華賜人智慧
[00:13:02.920 --> 00:13:06.440]  知識和聰明都由他口而出
[00:13:06.440 --> 00:13:09.280]  他給正直人傳流真智慧
[00:13:09.280 --> 00:13:13.600]  給行為純正的人作盾牌
[00:13:13.600 --> 00:13:15.360]  聖經提到敬畏神
[00:13:15.360 --> 00:13:19.960]  而敬畏神產生有幾方面的了解
[00:13:19.960 --> 00:13:22.000]  就是人去尋找的時候
[00:13:22.000 --> 00:13:27.000]  知道其實智慧知識是從神所賜的
[00:13:27.000 --> 00:13:29.400]  沒錯你是去追求
[00:13:29.400 --> 00:13:31.600]  但不因為你自己拼命追求
[00:13:31.600 --> 00:13:34.120]  就一定會得著
[00:13:34.120 --> 00:13:35.120]  你會發覺
[00:13:35.120 --> 00:13:38.520]  有一些很熟悉聖經的人
[00:13:38.520 --> 00:13:42.920]  有些時候不一定比其他人更虔誠
[00:13:42.920 --> 00:13:48.600]  我見過一些很有學問的
[00:13:48.600 --> 00:13:51.440]  一些聖經學者
[00:13:51.440 --> 00:13:54.760]  但和他相處的時候體會到
[00:13:54.760 --> 00:13:59.440]  在我認識的另一位沒有學問的長者
[00:13:59.440 --> 00:14:01.920]  這位長者的敬虔的生命
[00:14:01.920 --> 00:14:08.080]  比這位聖經學者更加清楚表達出來
[00:14:08.080 --> 00:14:10.120]  因為人當他尋求的時候
[00:14:10.120 --> 00:14:12.280]  他是在尋求神
[00:14:12.280 --> 00:14:14.400]  他向神表達出他的渴望
[00:14:14.400 --> 00:14:16.120]  沒錯他是在研讀聖經
[00:14:16.120 --> 00:14:20.200]  但內心裏面他知道是神
[00:14:20.200 --> 00:14:22.440]  不是自己的掙扎
[00:14:22.440 --> 00:14:27.280]  而是神賜下他的智慧和真理
[00:14:27.280 --> 00:14:30.000]  當然在過程當中努力地學習
[00:14:30.000 --> 00:14:33.480]  但更加清楚地向神表達出一種渴望
[00:14:33.480 --> 00:14:39.560]  而那種渴望讓神賜下他的智慧和聰明
[00:14:39.560 --> 00:14:40.760]  聖經就說
[00:14:40.760 --> 00:14:43.640]  他要賜下這種真智慧
[00:14:43.640 --> 00:14:45.480]  第七節所說
[00:14:45.480 --> 00:14:47.840]  這種智慧是真實的智慧
[00:14:47.840 --> 00:14:48.680]  或者另一個翻譯
[00:14:48.680 --> 00:14:50.000]  聖經有說到的
[00:14:50.000 --> 00:14:52.880]  是一個勝利的意思
[00:14:52.880 --> 00:14:55.920]  因為能夠得著智慧
[00:14:55.920 --> 00:14:59.080]  以至經歷到神所賜給我們的
[00:14:59.080 --> 00:15:03.720]  那種成就、勝利、幫助
[00:15:03.720 --> 00:15:05.520]  因為得到智慧
[00:15:05.520 --> 00:15:07.960]  因此領受了這種勝利
[00:15:07.960 --> 00:15:11.440]  聖經稱為「真智慧」
[00:15:11.440 --> 00:15:13.360]  聖經說那些敬畏神的人
[00:15:13.360 --> 00:15:15.480]  賜下一份的真智慧
[00:15:15.480 --> 00:15:17.520]  劉森曾經用過一個字很特別
[00:15:17.520 --> 00:15:20.640]  就是「全留真智慧」
[00:15:20.640 --> 00:15:25.360]  記不記得前面第一節曾經提及到保存
[00:15:25.360 --> 00:15:27.400]  甚麼是保存?
[00:15:27.400 --> 00:15:32.040]  將神的話全放在心中
[00:15:32.040 --> 00:15:35.320]  而神就為我們全留真智慧
[00:15:35.320 --> 00:15:38.920]  全留亦表示單單為你保存
[00:15:38.920 --> 00:15:40.560]  沒有為其他人保存
[00:15:40.560 --> 00:15:44.040]  為那些真正願意傳寄神說話的人
[00:15:44.040 --> 00:15:49.720]  去存留、留下了真正的智慧
[00:15:49.720 --> 00:15:52.920]  讓他在其中得著
[00:15:52.920 --> 00:15:53.960]  聖經是這樣說的
[00:15:53.960 --> 00:15:58.560]  因為上帝應許將真智慧賜給尋求的人
[00:15:58.560 --> 00:16:03.520]  那些領受神的敬畏之道的人
[00:16:03.520 --> 00:16:05.800]  這是我們所看到的
[00:16:05.800 --> 00:16:07.280]  我們再看下去的時候
[00:16:07.280 --> 00:16:08.640]  你再看回
[00:16:08.640 --> 00:16:10.120]  聖經提到敬畏上帝
[00:16:10.120 --> 00:16:14.120]  第九節我們再看
[00:16:14.120 --> 00:16:18.120]  「你也必明白仁義、公平、正直
[00:16:18.120 --> 00:16:20.240]  一切的善道
[00:16:20.240 --> 00:16:21.840]  智慧必入你心
[00:16:21.840 --> 00:16:24.480]  你的靈要以知識為美
[00:16:24.480 --> 00:16:25.920]  謀略要護衛你
[00:16:25.920 --> 00:16:29.320]  聰明必保守你」
[00:16:29.320 --> 00:16:32.480]  第十一節你看看新譯本
[00:16:32.480 --> 00:16:35.480]  「明辨的能力必護衛你
[00:16:35.480 --> 00:16:38.200]  聰明必看顧你」
[00:16:38.200 --> 00:16:42.040]  聖經提到當我們來到跟隨神的時候
[00:16:42.040 --> 00:16:46.040]  你會發覺不單在敬畏裡蒙恩
[00:16:46.040 --> 00:16:47.800]  而敬畏也帶來了一種
[00:16:47.800 --> 00:16:51.720]  讓我們能夠分辨是非的能力
[00:16:51.720 --> 00:16:54.240]  今天在社會上越來越多人
[00:16:54.240 --> 00:16:57.920]  將是非黑白顛倒
[00:16:57.920 --> 00:17:01.920]  你會察覺到在網上有人留言
[00:17:01.920 --> 00:17:04.520]  你一看錯成這樣
[00:17:04.520 --> 00:17:08.000]  這樣也敢這樣寫出來
[00:17:08.000 --> 00:17:09.480]  但後來你再看
[00:17:09.480 --> 00:17:13.000]  有二百個人讚好了它
[00:17:13.000 --> 00:17:15.320]  再後來發覺這句話
[00:17:15.320 --> 00:17:18.320]  周圍的人都轉述它所說
[00:17:18.320 --> 00:17:22.200]  當作是真理來講出來
[00:17:22.200 --> 00:17:23.080]  你會很驚訝
[00:17:23.080 --> 00:17:25.360]  為甚麼很多人會接受
[00:17:25.360 --> 00:17:30.200]  當作是一個真實的事實來傳講出來
[00:17:30.200 --> 00:17:31.760]  這個時代你會發覺
[00:17:31.760 --> 00:17:33.960]  越多人贊成的說話
[00:17:33.960 --> 00:17:37.120]  就會變成了真理
[00:17:37.120 --> 00:17:39.160]  因為沒有了真理的根基
[00:17:39.160 --> 00:17:41.600]  因此就按照多少它支持
[00:17:41.600 --> 00:17:44.240]  來表達出那個是否真實
[00:17:44.240 --> 00:17:47.320]  是否虛假的事情
[00:17:47.320 --> 00:17:50.520]  聖經提到當我們真的敬畏神的時候
[00:17:50.520 --> 00:17:52.480]  神要讓我們明白
[00:17:52.480 --> 00:17:55.680]  仁義、公平、正直和善道
[00:17:55.680 --> 00:17:59.000]  能夠分辨到有明辨的能力
[00:17:59.000 --> 00:18:03.920]  知道如何去作出生命很多的抉擇
[00:18:03.920 --> 00:18:05.640]  我想分析另一位宣教士
[00:18:05.640 --> 00:18:07.880]  這位宣教士有一次我看到他寫的傳記
[00:18:07.880 --> 00:18:09.760]  裡面提及一件事
[00:18:09.760 --> 00:18:11.080]  他提及到很多年前
[00:18:11.080 --> 00:18:12.800]  他自己在中東的地方
[00:18:12.800 --> 00:18:16.880]  向著穆斯林朋友作見證
[00:18:16.880 --> 00:18:18.920]  在那個地區很多適應
[00:18:18.920 --> 00:18:20.840]  文化很大的差異
[00:18:20.840 --> 00:18:23.040]  他自己也適應很多
[00:18:23.040 --> 00:18:26.080]  有一次他去到一個商舖去買物品
[00:18:26.080 --> 00:18:28.240]  他買完之後就留意一下
[00:18:28.240 --> 00:18:29.520]  數一數錢
[00:18:29.520 --> 00:18:32.240]  發覺原來對方的店員
[00:18:32.240 --> 00:18:34.240]  是給他多了錢
[00:18:34.240 --> 00:18:35.840]  找多了錢
[00:18:35.840 --> 00:18:37.160]  所以他自己想
[00:18:37.160 --> 00:18:39.640]  我應該還給他
[00:18:39.640 --> 00:18:42.520]  否則他可能會被老闆罵
[00:18:42.520 --> 00:18:44.160]  然後他就走回頭
[00:18:44.160 --> 00:18:45.800]  把錢想還給他
[00:18:45.800 --> 00:18:48.080]  但想不到有一條龍排在那裡
[00:18:48.080 --> 00:18:50.560]  很多人排隊找錢
[00:18:50.560 --> 00:18:53.520]  在那個時候他就鼓勵自己
[00:18:53.520 --> 00:18:55.200]  不要緊,等一下吧
[00:18:55.200 --> 00:18:56.600]  他就排隊
[00:18:56.600 --> 00:18:58.480]  排了頗長時間
[00:18:58.480 --> 00:19:01.840]  然後去到商舖的時候
[00:19:01.840 --> 00:19:04.280]  就把錢還給店員
[00:19:04.280 --> 00:19:06.440]  你找多了給我吧
[00:19:06.440 --> 00:19:08.920]  店員看著他
[00:19:08.920 --> 00:19:11.480]  好像不是他欣賞
[00:19:11.480 --> 00:19:14.160]  好了,就拿回他的錢
