
[00:00:00.000 --> 00:00:04.800]  好,弟子妹平安,我們分享經文
[00:01:54.240 --> 00:01:56.160]  要付代價
[00:01:56.160 --> 00:01:58.480]  因為要拿黃牌
[00:01:58.480 --> 00:02:04.160]  但他也要表示他的興奮
[00:02:04.160 --> 00:02:05.680]  要這樣慶祝
[00:02:05.680 --> 00:02:07.440]  感謝耶穌
[00:02:07.440 --> 00:02:10.400]  讓他能夠入球
[00:02:10.400 --> 00:02:13.280]  究竟這個「我屬於耶穌」
[00:02:13.280 --> 00:02:15.920]  是印一件衣服就行
[00:02:15.920 --> 00:02:17.600]  我們穿一件衣服就行
[00:02:17.600 --> 00:02:18.640]  還是呢?
[00:02:18.640 --> 00:02:20.240]  這是時尚
[00:02:20.240 --> 00:02:24.960]  有名人士也會這樣表達
[00:02:24.960 --> 00:02:28.800]  或是基督徒拿了金像獎
[00:02:28.800 --> 00:02:31.200]  「永遠歸於神,感謝神」
[00:02:31.200 --> 00:02:34.000]  我們這樣做、這樣表達
[00:02:34.000 --> 00:02:35.040]  我們很真實
[00:02:35.040 --> 00:02:37.680]  裡面有一種生命的特質
[00:02:37.680 --> 00:02:38.880]  今天分享的經文
[00:02:38.880 --> 00:02:40.560]  是神國子民的特質
[00:02:40.560 --> 00:02:43.600]  就是跟小孩子有關
[00:02:43.600 --> 00:02:45.760]  或是很像小孩子的特性
[00:02:45.760 --> 00:02:47.760]  不過小孩子的特性是怎樣呢?
[00:02:47.760 --> 00:02:55.280]  可能網絡上有些像笑話一樣有趣的片段
[00:02:55.280 --> 00:02:57.280]  最近看到這兩個
[00:02:57.280 --> 00:03:00.160]  這是小學生的試卷
[00:03:00.160 --> 00:03:02.960]  第一個,這邊有一把刀
[00:03:02.960 --> 00:03:05.760]  「你最感興趣的現代兵器是什麼?」
[00:03:05.760 --> 00:03:07.760]  他寫了「菜刀」
[00:03:07.760 --> 00:03:09.520]  下面說「簡單解釋」
[00:03:09.520 --> 00:03:11.040]  因為可以切菜、切肉
[00:03:11.040 --> 00:03:14.160]  還可以照光
[00:03:14.160 --> 00:03:16.160]  挺有創意的想法
[00:03:16.160 --> 00:03:18.160]  旁邊有一首情詩
[00:03:18.160 --> 00:03:24.560]  「我的媽媽美如鮮花,我的爸爸醜如泥巴」
[00:03:24.560 --> 00:03:26.560]  不要介意,裡面有爸爸
[00:03:26.560 --> 00:03:28.560]  他寫他爸爸媽媽
[00:03:28.560 --> 00:03:34.960]  「以為何媽媽愛爸爸,唉,因為鮮花不可沒泥巴」
[00:03:34.960 --> 00:03:38.960]  不知道這麼有創意
[00:03:38.960 --> 00:03:40.960]  小學多少年級呢?
[00:03:40.960 --> 00:03:46.960]  另外有小孩子很真誠、很直接、很有創意
[00:03:46.960 --> 00:03:48.960]  另一個就有條問題
[00:03:48.960 --> 00:03:52.960]  「如果你爸爸媽媽想給你一個弟弟或妹妹
[00:03:52.960 --> 00:03:55.760]  跟你商量你會說什麼呢?」
[00:03:55.760 --> 00:03:57.760]  可能真實發生在你身上
[00:03:57.760 --> 00:04:03.760]  「請把你想說的話寫在還善上,盡量將你的意見說得明白具體」
[00:04:03.760 --> 00:04:05.760]  這個第一個就說
[00:04:05.760 --> 00:04:10.880]  「媽媽,如果你要做剖腹產的話,後面的結果我真不敢想像」
[00:04:10.880 --> 00:04:14.880]  「所以求你保重身體,別再生了」
[00:04:14.880 --> 00:04:21.760]  小學生說這些話,不要小看小學生,他們也有很多知識
[00:04:21.760 --> 00:04:23.760]  另一個就說
[00:04:23.760 --> 00:04:27.760]  「我會說,我能不能不要再添弟弟或妹妹啊」
[00:04:27.760 --> 00:04:31.760]  「因為如果添了的話,我就不是獨生女了」
[00:04:31.760 --> 00:04:37.760]  「這樣你肯定會更愛,都差了愛他了」
[00:04:37.760 --> 00:04:43.760]  「我出了事也不會全力救我,因為你們心裡一定」
[00:04:43.760 --> 00:04:45.760]  我也看不懂
[00:04:45.760 --> 00:04:47.760]  「死了一個還有一個呢?」
[00:04:47.760 --> 00:04:53.760]  他們真的是我心就寫我口
[00:04:53.760 --> 00:04:59.760]  小學生,你說他沒有思想也不是,他有感受、有想法
[00:04:59.760 --> 00:05:05.760]  「待會讀經文,耶穌要像小孩子,究竟是什麼意思呢?」
[00:05:05.760 --> 00:05:09.760]  「天主賜天國的人就是這樣」
[00:05:09.760 --> 00:05:13.760]  「不過還沒讀經文,我先給田中提,我們也做田中提吧」
[00:05:13.760 --> 00:05:17.760]  「這裡是成年人,雖然可能也有在讀書」
[00:05:17.760 --> 00:05:19.760]  「如果有一天你…」
[00:05:19.760 --> 00:05:21.760]  唐興馬,當然是說教會
[00:05:21.760 --> 00:05:25.760]  「…教會,請填入你心目中想對教會說的」
[00:05:25.760 --> 00:05:28.760]  「也不一定動詞的,你會填什麼?」
[00:05:28.760 --> 00:05:30.760]  「即時想不想到?」
[00:05:30.760 --> 00:05:34.760]  「你的答案是如果有一天,或者不用有一天」
[00:05:34.760 --> 00:05:39.760]  「如果有一天你很想回教會」
[00:05:39.760 --> 00:05:43.760]  「很喜歡教會」
[00:05:43.760 --> 00:05:45.760]  「很想念教會」
[00:05:45.760 --> 00:05:50.760]  「或者是如果有一天你不想回教會」
[00:05:50.760 --> 00:05:55.760]  「還是有一天你很討厭教會」
[00:05:55.760 --> 00:05:58.760]  「正面反面我不知道」
[00:05:58.760 --> 00:06:01.760]  「或者有一天你不屬於教會」
[00:06:01.760 --> 00:06:05.760]  「還是屬於主的教會?」
[00:06:05.760 --> 00:06:10.760]  今天的經文是說馬可福音
[00:06:10.760 --> 00:06:12.760]  熟悉的經文是說
[00:06:12.760 --> 00:06:16.760]  「有一個人帶著一些小孩子來到耶穌那裡」
[00:06:16.760 --> 00:06:18.760]  「好讓耶穌摸摸他們」
[00:06:18.760 --> 00:06:20.760]  「門徒就責備他們」
[00:06:20.760 --> 00:06:24.760]  「耶穌看見就很生氣,對門徒說」
[00:06:24.760 --> 00:06:27.760]  「讓小孩子來到我這裡,不要攔阻他們」
[00:06:27.760 --> 00:06:29.760]  「因為神的國正是屬於這樣的人」
[00:06:29.760 --> 00:06:32.760]  「我實在告訴你們,無論誰不像小孩子那樣」
[00:06:32.760 --> 00:06:35.760]  「接受神的國,絕不能進去」
[00:06:35.760 --> 00:06:38.760]  「於是耶穌就把小孩子抱起來」
[00:06:38.760 --> 00:06:41.760]  「按手在他們身上,祝福他們」
[00:06:41.760 --> 00:06:48.760]  這經文是說一個情況
[00:06:48.760 --> 00:06:51.760]  主要有幾個人物
[00:06:51.760 --> 00:06:53.760]  其實這裡還有一個人
[00:06:53.760 --> 00:06:56.760]  輕輕的長大,就是帶小孩子來的人
[00:06:56.760 --> 00:06:59.760]  不過小孩子的確是這段經文
[00:06:59.760 --> 00:07:01.760]  很突出的一個主角之一
[00:07:01.760 --> 00:07:04.760]  有門徒和耶穌
[00:07:04.760 --> 00:07:07.760]  耶穌歡迎小孩子
[00:07:07.760 --> 00:07:11.760]  經文是說,他歡迎,喜愛,鍾意都好
[00:07:11.760 --> 00:07:14.760]  有人帶著小孩子來到耶穌那裡
[00:07:14.760 --> 00:07:16.760]  請耶穌摸摸他,親他
[00:07:16.760 --> 00:07:19.760]  什麼原因呢?似乎是想祝福小孩子
[00:07:19.760 --> 00:07:21.760]  摸這個字有祝福的含義
[00:07:21.760 --> 00:07:23.760]  也在當時的背景
[00:07:23.760 --> 00:07:28.760]  有很多人會把小孩帶到祭司或拉比面前
[00:07:28.760 --> 00:07:30.760]  特別是在贖罪日的前夕
[00:07:30.760 --> 00:07:33.760]  請他們為小孩子祝福
[00:07:33.760 --> 00:07:35.760]  其實是很正常的事
[00:07:35.760 --> 00:07:38.760]  不過你看到下面,或者13節接著
[00:07:38.760 --> 00:07:41.760]  就說門徒卻責備那些人
[00:07:41.760 --> 00:07:44.760]  門徒責備那些人
[00:07:44.760 --> 00:07:47.760]  或者他未必是責備小孩子
[00:07:47.760 --> 00:07:50.760]  但故事的核心似乎是焦點小孩子
[00:07:50.760 --> 00:07:54.760]  那些人做了這件事
[00:07:54.760 --> 00:07:56.760]  為什麼門徒會責備呢?
[00:07:56.760 --> 00:07:58.760]  或者原因是覺得
[00:07:58.760 --> 00:08:04.760]  看福音書就知道門徒和跟著耶穌很忙
[00:08:04.760 --> 00:08:06.760]  連吃飯都沒空
[00:08:06.760 --> 00:08:10.760]  很多事要做,人們又來找耶穌幫助
[00:08:10.760 --> 00:08:12.760]  可能他也計劃了
[00:08:12.760 --> 00:08:15.760]  門徒,我不知道有沒有哪一個是行政主任
[00:08:15.760 --> 00:08:18.760]  或者做計劃
[00:08:18.760 --> 00:08:22.760]  就覺得耶穌和我們這麼忙
[00:08:22.760 --> 00:08:25.760]  休息也沒時間
[00:08:25.760 --> 00:08:30.760]  你們還帶小孩子來打擾耶穌休息
[00:08:30.760 --> 00:08:35.760]  成年人有些很正經重要的事要做
[00:08:35.760 --> 00:08:38.760]  不要浪費我的時間
[00:08:38.760 --> 00:08:40.760]  所以他就責備那些人
[00:08:40.760 --> 00:08:43.760]  或者更大的參考就是
[00:08:43.760 --> 00:08:47.760]  門徒拒絕這個事情責備
[00:08:47.760 --> 00:08:51.760]  很可能門徒不太看得起他們
[00:08:51.760 --> 00:08:55.760]  你必須用古代去理解
[00:08:55.760 --> 00:09:00.760]  小孩子在古代以前的社會不是那麼重要
[00:09:00.760 --> 00:09:02.760]  你說跟剛剛相反
[00:09:02.760 --> 00:09:04.760]  現在似乎對小朋友
[00:09:04.760 --> 00:09:06.760]  我們不是說不重視
[00:09:06.760 --> 00:09:08.760]  跟現在好像兩個極端
[00:09:08.760 --> 00:09:12.760]  現在的小朋友很重視到一個地步
[00:09:12.760 --> 00:09:16.760]  反過來老人就容易忽略
[00:09:16.760 --> 00:09:18.760]  以前老人是長老
[00:09:18.760 --> 00:09:22.760]  很有社會地位被尊敬
[00:09:22.760 --> 00:09:24.760]  小朋友就被忽略
[00:09:24.760 --> 00:09:26.760]  所以主一學的歷史也是這樣
[00:09:26.760 --> 00:09:30.760]  兒童說街童沒什麼人理會
[00:09:30.760 --> 00:09:32.760]  為了生活小朋友到處走
[00:09:32.760 --> 00:09:35.760]  有人有感動要照顧他們
[00:09:35.760 --> 00:09:37.760]  去教他們
[00:09:37.760 --> 00:09:39.760]  關心他們,焦聚他們
[00:09:39.760 --> 00:09:41.760]  特別教他們信仰聖經的事情
[00:09:41.760 --> 00:09:46.760]  當時他們的眼界的確不是很重要
[00:09:46.760 --> 00:09:49.760]  邊緣、卑微
[00:09:49.760 --> 00:09:52.760]  事實上形容他們的情況就是
[00:09:52.760 --> 00:09:54.760]  沒什麼可依靠
[00:09:54.760 --> 00:09:58.760]  小朋友沒什麼貢獻
[00:09:58.760 --> 00:09:59.760]  沒什麼能力
[00:09:59.760 --> 00:10:01.760]  沒什麼社會地位
[00:10:01.760 --> 00:10:05.760]  跟現在特別西方社會的價值觀相反
[00:10:05.760 --> 00:10:09.760]  所以現代很寵愛小朋友
[00:10:09.760 --> 00:10:11.760]  如果有古代人來看到他們
[00:10:11.760 --> 00:10:14.760]  簡直會覺得匪夷所思的事情
[00:10:14.760 --> 00:10:20.760]  不過焦點是門徒似乎不太看重小朋友
[00:10:20.760 --> 00:10:22.760]  所以不要妨礙他們
[00:10:22.760 --> 00:10:23.760]  責備他們
[00:10:23.760 --> 00:10:26.760]  責備是一個嚴重的字
[00:10:26.760 --> 00:10:27.760]  不是勸他們
[00:10:27.760 --> 00:10:29.760]  是罵他們
[00:10:29.760 --> 00:10:31.760]  不過在十四節你看到耶穌
[00:10:31.760 --> 00:10:33.760]  看到的時候
[00:10:33.760 --> 00:10:35.760]  也是同樣很大的反應
[00:10:35.760 --> 00:10:37.760]  對門徒說就肯生氣
[00:10:37.760 --> 00:10:39.760]  讓小朋友來這裡
[00:10:39.760 --> 00:10:40.760]  不要攔阻他們
[00:10:40.760 --> 00:10:43.760]  因為神的國正是屬於這樣的人
[00:10:43.760 --> 00:10:44.760]  他不是純粹覺得
[00:10:44.760 --> 00:10:46.760]  你們這些門徒沒什麼愛心的
[00:10:46.760 --> 00:10:47.760]  讓他們過來吧
[00:10:47.760 --> 00:10:50.760]  就像明星那樣
[00:10:50.760 --> 00:10:52.760]  簽名就有點阻礙
[00:10:52.760 --> 00:10:54.760]  不要讓他們過來
[00:10:54.760 --> 00:10:56.760]  我先跟他們自拍
[00:10:56.760 --> 00:10:58.760]  耶穌說了很重要的原因
[00:10:58.760 --> 00:11:01.760]  因為神的國正是屬於這樣的人
[00:11:01.760 --> 00:11:04.760]  耶穌的反應是生氣
[00:11:04.760 --> 00:11:07.760]  叫他們讓小孩子過來
[00:11:07.760 --> 00:11:09.760]  我們有時候看經文會想
[00:11:09.760 --> 00:11:14.760]  是不是關於小朋友的天真純樸呢
[00:11:14.760 --> 00:11:16.760]  又或者經文說
[00:11:16.760 --> 00:11:18.760]  唐慶講兒童事工
[00:11:18.760 --> 00:11:20.760]  其實不是
[00:11:20.760 --> 00:11:21.760]  小孩子
[00:11:21.760 --> 00:11:25.760]  我們回想剛才的試卷
[00:11:25.760 --> 00:11:30.760]  小孩子的生命的確還沒成長成熟
[00:11:30.760 --> 00:11:33.760]  所以耶穌不會認為
[00:11:33.760 --> 00:11:36.760]  所有小孩子等於好
[00:11:36.760 --> 00:11:40.760]  要所有小孩子的行為都稱讚
[00:11:40.760 --> 00:11:43.760]  他不是要將小孩子的本質理想化
[00:11:43.760 --> 00:11:45.760]  性化了
[00:11:45.760 --> 00:11:48.760]  有些人看了經文就強調
[00:11:48.760 --> 00:11:50.760]  小孩子這麼單純
[00:11:50.760 --> 00:11:52.760]  甚至對信心
[00:11:52.760 --> 00:11:55.760]  好像不用理性分析
[00:11:55.760 --> 00:11:57.760]  那種信心就是最好了
[00:11:57.760 --> 00:11:59.760]  但這也不準確
[00:11:59.760 --> 00:12:01.760]  因為聖經也很清楚
[00:12:01.760 --> 00:12:04.760]  在新約到舊約也有教導
[00:12:04.760 --> 00:12:07.760]  我們要有單純的信心對神
[00:12:07.760 --> 00:12:12.760]  但也要強調認知上去分辨真理
[00:12:12.760 --> 00:12:14.760]  特別是很多異端
[00:12:14.760 --> 00:12:16.760]  要懂得分辨
[00:12:16.760 --> 00:12:18.760]  所以耶穌的教導是甚麼呢
[00:12:18.760 --> 00:12:19.760]  15節
[00:12:19.760 --> 00:12:21.760]  「實在告訴你們
[00:12:21.760 --> 00:12:23.760]  無論誰不像小孩子那樣
[00:12:23.760 --> 00:12:25.760]  接受神的國,絕不能進去」
[00:12:25.760 --> 00:12:26.760]  甚麼意思呢
[00:12:26.760 --> 00:12:29.760]  意思是教導有關進入神國
[00:12:29.760 --> 00:12:32.760]  或神的國屬於這樣的人
[00:12:32.760 --> 00:12:35.760]  就要像小孩子那樣
[00:12:35.760 --> 00:12:37.760]  接受神的國度
[00:12:37.760 --> 00:12:39.760]  才能進去
[00:12:39.760 --> 00:12:44.760]  像小孩子的屬靈生命特質是甚麼呢
[00:12:44.760 --> 00:12:48.760]  我們先排除他單純到不用理性
[00:12:48.760 --> 00:12:50.760]  不是這樣說
[00:12:50.760 --> 00:12:52.760]  所以他不是要強調
[00:12:52.760 --> 00:12:55.760]  小孩子天真無邪
[00:12:55.760 --> 00:12:57.760]  要很可愛
[00:12:57.760 --> 00:12:59.760]  哄人
[00:12:59.760 --> 00:13:01.760]  而是說小孩子
[00:13:01.760 --> 00:13:03.760]  像他缺乏能力
[00:13:03.760 --> 00:13:05.760]  很軟弱
[00:13:05.760 --> 00:13:07.760]  甚至被厭棄
[00:13:07.760 --> 00:13:09.760]  當時的門徒示範了
[00:13:09.760 --> 00:13:11.760]  責備他們
[00:13:11.760 --> 00:13:13.760]  不要過來
[00:13:13.760 --> 00:13:18.760]  或者是無能無助的情況
[00:13:18.760 --> 00:13:20.760]  小孩子的特點
[00:13:20.760 --> 00:13:23.760]  從這幾節經文可以看到
[00:13:23.760 --> 00:13:26.760]  他作為主角
[00:13:26.760 --> 00:13:31.760]  大部分情況都是被接受
[00:13:31.760 --> 00:13:33.760]  被施予
[00:13:33.760 --> 00:13:36.760]  顯出他的無能無助
[00:13:36.760 --> 00:13:39.760]  當然我們說要有這種特質
[00:13:39.760 --> 00:13:42.760]  不是說要做一個廢人
[00:13:42.760 --> 00:13:44.760]  很差勁
[00:13:44.760 --> 00:13:46.760]  否定自己
[00:13:46.760 --> 00:13:53.760]  沒有人喜歡被人厭棄
[00:13:53.760 --> 00:13:56.760]  這裡我想說的無助無能
[00:13:56.760 --> 00:14:01.760]  是指你進入神國的情況
[00:14:01.760 --> 00:14:03.760]  在信仰
[00:14:03.760 --> 00:14:04.760]  在永生
[00:14:04.760 --> 00:14:06.760]  在得救
[00:14:06.760 --> 00:14:08.760]  在信仰裏
[00:14:08.760 --> 00:14:12.760]  你的狀態是無能為力
[00:14:12.760 --> 00:14:18.760]  所以耶穌進入神的角度
[00:14:18.760 --> 00:14:21.760]  心目中進入神的角度
[00:14:21.760 --> 00:14:24.760]  不是說天真無邪
[00:14:24.760 --> 00:14:26.760]  可愛
[00:14:26.760 --> 00:14:28.760]  有些人告訴我
[00:14:28.760 --> 00:14:30.760]  有時小朋友雖然可愛
[00:14:30.760 --> 00:14:32.760]  但也有小魔怪
[00:14:32.760 --> 00:14:37.760]  也會有頑皮或狡猾的情況
[00:14:37.760 --> 00:14:40.760]  這裡想說的是無助無能
[00:14:40.760 --> 00:14:42.760]  無依無靠的時間
[00:14:42.760 --> 00:14:48.760]  我們才學懂順靠依靠實
[00:14:48.760 --> 00:14:50.760]  而耶穌說的這裡
[00:14:50.760 --> 00:14:53.760]  他說絕不能進去的意思
[00:14:53.760 --> 00:14:55.760]  或用其他譯本說斷不能
[00:14:55.760 --> 00:14:57.760]  強調必須的條件
[00:14:57.760 --> 00:15:01.760]  進入神的國裏必須的條件
[00:15:01.760 --> 00:15:03.760]  今天你和我如果清楚信耶穌
[00:15:03.760 --> 00:15:04.760]  進入神的國
[00:15:04.760 --> 00:15:06.760]  有沒有這種特質
[00:15:06.760 --> 00:15:08.760]  沒有還是有
[00:15:08.760 --> 00:15:10.760]  無依無靠
[00:15:10.760 --> 00:15:14.760]  無法依靠自己計劃
[00:15:14.760 --> 00:15:16.760]  有議價能力
[00:15:16.760 --> 00:15:19.760]  說我講服耶穌讓我進入天國
[00:15:19.760 --> 00:15:23.760]  或我和上帝談籌碼
[00:15:23.760 --> 00:15:26.760]  或我外表高大
[00:15:26.760 --> 00:15:28.760]  英俊美女
[00:15:28.760 --> 00:15:30.760]  我個人學術能力很高
[00:15:30.760 --> 00:15:32.760]  或工作能力很高
[00:15:32.760 --> 00:15:33.760]  所以有這樣的條件
[00:15:33.760 --> 00:15:35.760]  沒有,這些全部沒有用
[00:15:35.760 --> 00:15:41.760]  只有內心對神的國度的渴慕
[00:15:41.760 --> 00:15:47.760]  而承認有的就是無能為力
[00:15:47.760 --> 00:15:51.760]  而捨棄一切願意跟從主
[00:15:51.760 --> 00:15:53.760]  所以像小孩子那樣的人
[00:15:53.760 --> 00:15:57.760]  才能夠接受上主主權的人
[00:15:57.760 --> 00:16:02.760]  就是那些被門徒拒之門外
[00:16:02.760 --> 00:16:07.760]  生命很柔弱的小孩子的狀態
[00:16:07.760 --> 00:16:12.760]  但只有這些人才能真心相信神
[00:16:12.760 --> 00:16:16.760]  靠神得生命進入神的國
[00:16:16.760 --> 00:16:20.760]  丁子妹,你信了主多久?
[00:16:20.760 --> 00:16:23.760]  你是不是這樣的?
[00:16:23.760 --> 00:16:26.760]  初信的時候是?
[00:16:26.760 --> 00:16:30.760]  十年前?二十年前?三十年前?
[00:16:30.760 --> 00:16:32.760]  現在是不是呢?
[00:16:32.760 --> 00:16:34.760]  現在是不是有這種特質
[00:16:34.760 --> 00:16:38.760]  我來到主的面前就是這麼無助?
[00:16:38.760 --> 00:16:43.760]  可能你在你的家裡很厲害
[00:16:43.760 --> 00:16:48.760]  可能你在社會工作很有成就
[00:16:48.760 --> 00:16:52.760]  或者你在學校我是考最前幾名的
[00:16:52.760 --> 00:16:56.760]  感謝主,這些都是神給你的祝福
[00:16:56.760 --> 00:17:00.760]  但來到進入神的國裡
[00:17:00.760 --> 00:17:03.760]  卻是像小孩子無能為力
[00:17:03.760 --> 00:17:07.760]  小孩子成為無能無助
[00:17:07.760 --> 00:17:10.760]  或者你也可以說是很單純的心
[00:17:10.760 --> 00:17:14.760]  謙卑,很純粹來到主面前親近他
[00:17:14.760 --> 00:17:18.760]  所以登山寶藩百福裡清心的人有福
[00:17:18.760 --> 00:17:20.760]  因為他們必得見神
[00:17:20.760 --> 00:17:23.760]  我們看不到神,因為不夠清心
[00:17:23.760 --> 00:17:25.760]  或者很多東西自以為得
[00:17:25.760 --> 00:17:29.760]  所以你留意耶穌生的門徒氣
[00:17:29.760 --> 00:17:33.760]  或者你用一個翻譯叫老老
[00:17:33.760 --> 00:17:35.760]  原因就是
[00:17:35.760 --> 00:17:40.760]  這些人是耶穌最擁抱他們才能進入神的國
[00:17:40.760 --> 00:17:42.760]  你就走去幫我關了門
[00:17:42.760 --> 00:17:47.760]  禁止他們來到主面前
[00:17:47.760 --> 00:17:50.760]  剛才所說的不是天真無邪
[00:17:50.760 --> 00:17:54.760]  也不是年紀小就像小孩子才進入天國
[00:17:54.760 --> 00:17:59.760]  而是門徒拒絕的小孩子
[00:17:59.760 --> 00:18:03.760]  其實完全違背了福音
[00:18:03.760 --> 00:18:08.760]  福音是讓那些發現自己無能為力
[00:18:08.760 --> 00:18:12.760]  需要耶穌,需要上帝的人來到主面前
[00:18:12.760 --> 00:18:15.760]  所以一個不需要神的人
[00:18:15.760 --> 00:18:17.760]  你叫他回教會
[00:18:17.760 --> 00:18:21.760]  他可能回來也連接不到上帝
[00:18:21.760 --> 00:18:22.760]  有可能
[00:18:22.760 --> 00:18:25.760]  當然你說不是,我們報會帶他來
[00:18:25.760 --> 00:18:26.760]  等於經驗下
[00:18:26.760 --> 00:18:27.760]  也是的
[00:18:27.760 --> 00:18:30.760]  神會有方法感動他
[00:18:30.760 --> 00:18:31.760]  接近上帝
[00:18:31.760 --> 00:18:34.760]  但是門徒剛剛相反
[00:18:34.760 --> 00:18:39.760]  拒絕的就是違背了福音真正的精神
[00:18:39.760 --> 00:18:43.760]  其實有機會你看回第九章
[00:18:43.760 --> 00:18:44.760]  門徒不是第一次
[00:18:44.760 --> 00:18:46.760]  門徒第一次
[00:18:46.760 --> 00:18:53.760]  在第九章38節禁止那些奉主名說鬼的人
[00:18:53.760 --> 00:18:55.760]  就是說
[00:18:55.760 --> 00:18:58.760]  耶穌我們是不是要禁止他們
[00:18:58.760 --> 00:19:01.760]  門徒不認識這班人
[00:19:01.760 --> 00:19:02.760]  耶穌當然說
[00:19:02.760 --> 00:19:06.760]  奉主名不是他的敵黨
[00:19:06.760 --> 00:19:08.760]  他們是跟他們一起
[00:19:08.760 --> 00:19:11.760]  他們真正相信神
[00:19:11.760 --> 00:19:13.760]  所以其實門徒兩次都做了
[00:19:13.760 --> 00:19:16.760]  好像代表一樣去禁止
[00:19:16.760 --> 00:19:18.760]  但是有兩次都撞板
[00:19:18.760 --> 00:19:20.760]  特別這次耶穌生氣
[00:19:20.760 --> 00:19:23.760]  去擾擾他們
[00:19:23.760 --> 00:19:30.760]  為什麼他們所做的違背了耶穌的信仰價值觀
[00:19:30.760 --> 00:19:35.760]  耶穌也曾經在九章的經文教導
[00:19:35.760 --> 00:19:39.760]  以小孩子的教導門徒神國的價值觀
[00:19:39.760 --> 00:19:45.760]  接待小孩就好像無能為力
[00:19:45.760 --> 00:19:47.760]  不能夠回報人
[00:19:47.760 --> 00:19:49.760]  你去服侍他
[00:19:49.760 --> 00:19:51.760]  不是去服侍那些很有錢的
[00:19:51.760 --> 00:19:54.760]  我做了好事他一定對我好
[00:19:54.760 --> 00:19:55.760]  可以回報我
[00:19:55.760 --> 00:19:56.760]  他的意思是
[00:19:56.760 --> 00:19:58.760]  這些無能力的小孩
[00:19:58.760 --> 00:20:00.760]  你接待他就是接待耶穌
[00:20:00.760 --> 00:20:02.760]  甚至接到神一樣
[00:20:02.760 --> 00:20:05.760]  現在門徒就在做相反的事
[00:20:05.760 --> 00:20:07.760]  拒絕
[00:20:07.760 --> 00:20:08.760]  所以責備他
[00:20:08.760 --> 00:20:13.760]  門徒認為信仰群體沒有這些人的空間
[00:20:13.760 --> 00:20:15.760]  或者如果用現代的
[00:20:15.760 --> 00:20:17.760]  拒絕這些卑微無可
[00:20:17.760 --> 00:20:21.760]  沒有依靠無能力回報的人
[00:20:21.760 --> 00:20:27.760]  我門徒理解他責備那些人帶小孩來是對的
[00:20:27.760 --> 00:20:31.760]  不過耶穌卻一直宣講神國的奧秘
[00:20:31.760 --> 00:20:34.760]  不是按照人的身份地位才講
[00:20:34.760 --> 00:20:36.760]  好比我們今天去侍奉
[00:20:36.760 --> 00:20:39.760]  可能我們會預備好一個崇拜
[00:20:39.760 --> 00:20:42.760]  盡全力預備好崇拜
[00:20:42.760 --> 00:20:46.760]  結果我們自己沒有去崇拜
[00:20:46.760 --> 00:20:49.760]  就好像安息日為人
[00:20:49.760 --> 00:20:51.760]  人不是為了安息日去教導
[00:20:51.760 --> 00:20:52.760]  這個讓我自己提醒
[00:20:52.760 --> 00:20:54.760]  特別我們做教務
[00:20:54.760 --> 00:20:57.760]  有時候顧很多事情
[00:20:57.760 --> 00:20:58.760]  不太專心
