
[00:00:00.000 --> 00:00:04.860]  我們今天的題目是「看見主就喜樂」
[00:02:24.260 --> 00:02:26.660]  屈身往裡面觀看
[00:02:26.660 --> 00:02:28.160]  見到兩位天使
[00:02:28.160 --> 00:02:30.460]  十三節天使問她
[00:02:30.460 --> 00:02:34.360]  「夫人,你為什麼哭?」
[00:02:34.360 --> 00:02:35.660]  穆大拉的瑪利亞
[00:02:35.660 --> 00:02:38.660]  曾經提到在《瑪福音》第十六章提到
[00:02:38.660 --> 00:02:42.160]  她經歷很大很大的神的工作
[00:02:42.160 --> 00:02:44.860]  她曾經有七個鬼在她身上
[00:02:44.860 --> 00:02:47.660]  但耶穌將她這些鬼趕逐出來
[00:02:47.660 --> 00:02:50.260]  她經歷耶穌的大難
[00:02:50.260 --> 00:02:52.760]  但她不明白這位大能的主
[00:02:52.760 --> 00:02:56.160]  為什麼會死在十字架上
[00:02:56.160 --> 00:02:57.360]  她想不通
[00:02:57.360 --> 00:02:58.760]  因此她很悲傷
[00:02:58.760 --> 00:03:00.860]  她一直流眼淚
[00:03:00.860 --> 00:03:01.760]  現在耶穌在哪裡?
[00:03:01.760 --> 00:03:04.260]  連屍體也被人搬走了
[00:03:04.260 --> 00:03:07.660]  她不能夠明白為什麼會這樣
[00:03:07.660 --> 00:03:10.260]  有時候我們也會遇到一些事情
[00:03:10.260 --> 00:03:11.560]  經歷神的恩典
[00:03:11.560 --> 00:03:13.560]  很奇妙地保守了自己
[00:03:13.560 --> 00:03:16.160]  但突然在為一些事情祈禱的時候
[00:03:16.160 --> 00:03:18.160]  好像耶穌也不聽
[00:03:18.160 --> 00:03:20.560]  而且好像越祈越斃
[00:03:20.560 --> 00:03:23.960]  開始問耶穌你去了哪裡?
[00:03:23.960 --> 00:03:26.860]  為什麼見不到你?
[00:03:26.860 --> 00:03:29.160]  當時的瑪利亞的心情很沉重
[00:03:29.160 --> 00:03:30.560]  很哀傷
[00:03:30.560 --> 00:03:31.860]  她見到天使的時候
[00:03:31.860 --> 00:03:34.460]  天使問她「你為什麼哭?」
[00:03:34.460 --> 00:03:38.660]  她也不太明白這個問題背後的含義
[00:03:38.660 --> 00:03:40.960]  含義是什麼呢?
[00:03:40.960 --> 00:03:43.460]  其實你不用哭
[00:03:43.460 --> 00:03:45.460]  你不用哭
[00:03:45.460 --> 00:03:47.060]  但似乎瑪利亞也不明白
[00:03:47.060 --> 00:03:48.760]  天使的問題的意思
[00:03:48.760 --> 00:03:50.860]  她繼續一直哭
[00:03:50.860 --> 00:03:52.560]  但主耶穌連問她
[00:03:52.560 --> 00:03:55.160]  主耶穌親自向她顯現
[00:03:55.160 --> 00:03:58.160]  大家看下面
[00:03:58.160 --> 00:03:59.360]  十四節
[00:03:59.360 --> 00:04:00.860]  瑪利亞說了這話
[00:04:00.860 --> 00:04:02.160]  就轉過身來
[00:04:02.160 --> 00:04:04.260]  看見耶穌站在那裡
[00:04:04.260 --> 00:04:07.660]  卻不知道祂就是耶穌
[00:04:07.660 --> 00:04:08.960]  竟然耶穌在她面前
[00:04:08.960 --> 00:04:10.860]  也不知道是耶穌
[00:04:10.860 --> 00:04:13.160]  或者當時天很早
[00:04:13.160 --> 00:04:15.860]  或者有些煙下遮蓋著
[00:04:15.860 --> 00:04:18.360]  但更加明顯的原因
[00:04:18.360 --> 00:04:22.260]  是她淚眼盈眶
[00:04:22.260 --> 00:04:25.560]  也看不到耶穌在哪裡
[00:04:25.560 --> 00:04:27.660]  有些時候耶穌在我們身邊
[00:04:27.660 --> 00:04:30.660]  我們也未必見到祂
[00:04:30.660 --> 00:04:32.560]  當時主耶穌連問她
[00:04:32.560 --> 00:04:34.060]  再問她一個問題
[00:04:34.060 --> 00:04:37.860]  「夫人,你為什麼哭?」
[00:04:37.860 --> 00:04:39.860]  或者今天主也問我們
[00:04:39.860 --> 00:04:42.060]  「你為什麼要哭?」
[00:04:42.060 --> 00:04:44.460]  「為什麼你要這麼憂愁?」
[00:04:44.460 --> 00:04:48.360]  「你不知道耶穌復活了嗎?」
[00:04:48.360 --> 00:04:49.560]  有些時候我們讀詩篇
[00:04:49.560 --> 00:04:51.460]  感覺詩篇給我們很多安慰
[00:04:51.460 --> 00:04:53.860]  很多很多詩人坦誠分享
[00:04:53.860 --> 00:04:56.260]  他們自己內心的掙扎
[00:04:56.260 --> 00:04:57.460]  但在其中
[00:04:57.460 --> 00:04:59.660]  也要經歷神給他們的安慰
[00:04:59.660 --> 00:05:01.160]  詩篇四十二篇
[00:05:01.160 --> 00:05:03.260]  詩人很坦誠地說
[00:05:03.260 --> 00:05:04.660]  他告訴自己
[00:05:04.660 --> 00:05:08.760]  「我的心啊,你為何憂悶?」
[00:05:08.760 --> 00:05:11.560]  「為何在我裡面煩躁?」
[00:05:11.560 --> 00:05:13.760]  「應當仰望神」
[00:05:13.760 --> 00:05:16.560]  「因祂用笑臉幫助我」
[00:05:16.560 --> 00:05:20.560]  「我還要稱讚祂」
[00:05:20.560 --> 00:05:21.560]  大家會經歷到
[00:05:21.560 --> 00:05:24.360]  有些時候心很憂悶
[00:05:24.360 --> 00:05:26.760]  有什麼可以有出路呢?
[00:05:26.760 --> 00:05:28.060]  三方面
[00:05:28.060 --> 00:05:31.260]  第一,轉眼仰望耶穌
[00:05:31.260 --> 00:05:32.960]  「我還要仰望祂」
[00:05:32.960 --> 00:05:36.660]  第二,相信祂有能力幫助我
[00:05:36.660 --> 00:05:39.960]  第三,我還要稱讚祂
[00:05:39.960 --> 00:05:44.160]  繼續以讚美驅逐你的懷疑
[00:05:44.160 --> 00:05:46.060]  你的憂悶
[00:05:46.060 --> 00:05:49.360]  在當中經歷神自己的報仇
[00:05:49.360 --> 00:05:51.160]  當時的瑪利亞
[00:05:51.160 --> 00:05:53.360]  她雖然聽見耶穌這樣說
[00:05:53.360 --> 00:05:56.460]  但她似乎都不太明白耶穌問什麼
[00:05:56.460 --> 00:06:00.460]  所以耶穌直接呼喚她的名字
[00:06:00.460 --> 00:06:03.560]  第十六節
[00:06:03.560 --> 00:06:04.660]  耶穌對她說
[00:06:04.660 --> 00:06:07.460]  「瑪利亞」
[00:06:07.460 --> 00:06:09.960]  這句話好像很簡單
[00:06:09.960 --> 00:06:12.360]  只是提出祂的名字
[00:06:12.360 --> 00:06:14.560]  但這個名字的表達
[00:06:14.560 --> 00:06:17.560]  我相信是充滿著感情
[00:06:17.560 --> 00:06:19.060]  當瑪利亞聽的時候
[00:06:19.060 --> 00:06:21.460]  可能她聽到一把很熟悉的聲音
[00:06:21.460 --> 00:06:23.960]  想起耶穌曾經跟她說過的話
[00:06:23.960 --> 00:06:28.060]  想起過去很多很多主給她的恩典
[00:06:28.060 --> 00:06:29.360]  各位弟姐妹
[00:06:29.360 --> 00:06:31.760]  有些時候在憂悶當中
[00:06:31.760 --> 00:06:35.560]  回想起耶穌基督曾經對你的恩惠
[00:06:35.560 --> 00:06:37.760]  想起祂的作為
[00:06:37.760 --> 00:06:40.460]  突然間你的心蘇醒了
[00:06:40.460 --> 00:06:45.560]  突然間你發覺自己看見耶穌
[00:06:45.560 --> 00:06:47.960]  看見復活的主
[00:06:47.960 --> 00:06:50.960]  我們未必是肉眼看見
[00:06:50.960 --> 00:06:53.660]  但體會到祂仍然在當中
[00:06:53.660 --> 00:06:56.660]  以祂的大能幫助你
[00:06:56.660 --> 00:06:57.960]  抹去眼淚
[00:06:57.960 --> 00:06:59.860]  想起神自己的恩惠
[00:06:59.860 --> 00:07:02.760]  聽到主對你說「瑪利亞」
[00:07:02.760 --> 00:07:06.360]  然後就看見耶穌
[00:07:06.360 --> 00:07:10.260]  在當時她立刻稱主「拉波尼」
[00:07:10.260 --> 00:07:14.460]  一個比老師更加尊貴的稱號
[00:07:14.460 --> 00:07:17.360]  很清楚表達對主的感恩
[00:07:17.360 --> 00:07:19.160]  當她看見主之後
[00:07:19.160 --> 00:07:21.760]  接著她就接受主的差遣
[00:07:21.760 --> 00:07:23.060]  主差遣她
[00:07:23.060 --> 00:07:24.360]  回到弟兄當中
[00:07:24.360 --> 00:07:26.360]  講述她已經復活了
[00:07:26.360 --> 00:07:28.660]  所以十八節繼續說
[00:07:28.660 --> 00:07:30.460]  「莫大拉的瑪利亞就去
[00:07:30.460 --> 00:07:32.260]  向門徒報信說
[00:07:32.260 --> 00:07:34.860]  我已經看見主了」
[00:07:34.860 --> 00:07:36.060]  很開心很快樂地
[00:07:36.060 --> 00:07:37.560]  來講述這件事
[00:07:37.560 --> 00:07:41.260]  和剛才的情況很大的分別
[00:07:41.260 --> 00:07:42.660]  看見主了
[00:07:42.660 --> 00:07:44.660]  她就可以奉差遣
[00:07:44.660 --> 00:07:49.060]  將訊息傳給門徒知道
[00:07:49.060 --> 00:07:50.860]  我們見到瑪利亞是這樣
[00:07:50.860 --> 00:07:52.660]  另一群人也是這樣
[00:07:52.660 --> 00:07:54.360]  因此我們再看下
[00:07:54.360 --> 00:07:56.260]  另一組人的情況
[00:07:56.260 --> 00:07:57.760]  十九節
[00:07:57.760 --> 00:07:59.360]  這段經文大家熟悉
[00:07:59.360 --> 00:08:00.860]  當時一群門徒
[00:08:00.860 --> 00:08:03.060]  他們在房間裡
[00:08:03.060 --> 00:08:04.260]  你留心到
[00:08:04.260 --> 00:08:07.060]  那些門戶怎樣
[00:08:07.060 --> 00:08:08.260]  都很慣常
[00:08:08.260 --> 00:08:10.660]  很怕猶太人來捉拿他們
[00:08:10.660 --> 00:08:12.260]  他們很驚慌
[00:08:12.260 --> 00:08:14.060]  很恐懼
[00:08:14.060 --> 00:08:15.060]  耶穌一來到的時候
[00:08:15.060 --> 00:08:16.460]  跟他們說一句話
[00:08:16.460 --> 00:08:17.860]  說什麼呢?
[00:08:17.860 --> 00:08:21.460]  「願你們平安」
[00:08:21.460 --> 00:08:23.760]  最重要要告訴他們的
[00:08:23.760 --> 00:08:25.360]  就是這個訊息
[00:08:25.360 --> 00:08:27.360]  平安的訊息
[00:08:27.360 --> 00:08:29.460]  在教會的歷史裡
[00:08:29.460 --> 00:08:31.860]  很多教會的彼此問安的方式
[00:08:31.860 --> 00:08:34.560]  都是「願你平安」
[00:08:34.560 --> 00:08:37.260]  Peace be with you
[00:08:37.260 --> 00:08:39.460]  「願你們平安」
[00:08:39.460 --> 00:08:41.360]  我們今天第二課的時候
[00:08:41.360 --> 00:08:43.760]  弟兄姊妹都彼此問安
[00:08:43.760 --> 00:08:45.460]  「願你平安」
[00:08:45.460 --> 00:08:46.860]  在離開的時候
[00:08:46.860 --> 00:08:50.960]  我們送一隻小的復活蛋給弟兄姊妹
[00:08:50.960 --> 00:08:53.560]  我今天第二課完了之後
[00:08:53.560 --> 00:08:56.060]  我送一隻小蛋給一位弟兄
[00:08:56.060 --> 00:08:58.160]  我就說「願你平安」
[00:08:58.160 --> 00:09:00.660]  他就跟我說「願你平安」
[00:09:00.660 --> 00:09:08.360]  然後給我一顆喉糖
[00:09:08.360 --> 00:09:12.160]  這顆喉糖代表了他對我的關懷
[00:09:12.160 --> 00:09:15.360]  也將平安帶給我
[00:09:15.360 --> 00:09:16.660]  當我們在教會裡面
[00:09:16.660 --> 00:09:17.660]  弟兄姊妹之間
[00:09:17.660 --> 00:09:19.760]  我們領受主給我們的平安
[00:09:19.760 --> 00:09:22.760]  我們也可以將平安帶給我們身邊
[00:09:22.760 --> 00:09:24.960]  很多很多的弟兄姊妹
[00:09:24.960 --> 00:09:27.060]  但這種平安是怎樣的平安呢?
[00:09:27.060 --> 00:09:35.660]  你揭一揭前面十四章第二十七節
[00:09:35.660 --> 00:09:43.060]  第四章第二十七節
[00:09:43.060 --> 00:09:45.960]  「我留下平安給你們
[00:09:45.960 --> 00:09:48.660]  我把自己的平安賜給你們
[00:09:48.660 --> 00:09:50.660]  我給你們的
[00:09:50.660 --> 00:09:53.260]  不像世界所給的
[00:09:53.260 --> 00:09:55.660]  你們心裡不要難過
[00:09:55.660 --> 00:09:58.360]  也不要恐懼」
[00:09:58.360 --> 00:10:00.060]  主將平安賜給我們
[00:10:00.060 --> 00:10:01.760]  是甚麼平安呢?
[00:10:01.760 --> 00:10:03.760]  是祂的平安
[00:10:03.760 --> 00:10:07.760]  「我將我的平安賜給你們」
[00:10:07.760 --> 00:10:09.760]  這句說話在哪裡看到?
[00:10:09.760 --> 00:10:13.260]  在教會哪裡看到?
[00:10:13.260 --> 00:10:16.660]  在外面對著英皇道的玻璃幕
[00:10:16.660 --> 00:10:19.260]  有一句很大的金句主說
[00:10:19.260 --> 00:10:23.760]  「我將我的平安賜給你們」
[00:10:23.760 --> 00:10:25.060]  不是哪一個平安
[00:10:25.060 --> 00:10:28.060]  是主自己的平安
[00:10:28.060 --> 00:10:30.660]  如果在火場裡
[00:10:30.660 --> 00:10:33.360]  大家一起都被火困住
[00:10:33.360 --> 00:10:35.660]  旁邊的朋友突然跟你說
[00:10:35.660 --> 00:10:39.060]  「我將我的平安賜給你」
[00:10:39.060 --> 00:10:40.660]  你有甚麼感覺?
[00:10:40.660 --> 00:10:41.660]  你都沒有平安
[00:10:41.660 --> 00:10:44.160]  說甚麼平安給我?
[00:10:44.160 --> 00:10:46.760]  但主耶穌的平安是甚麼平安呢?
[00:10:46.760 --> 00:10:53.160]  你再看十四章三十節
[00:10:53.160 --> 00:10:56.560]  「我不會再跟你們說很多的事
[00:10:56.560 --> 00:10:58.660]  因為這世界的統治者
[00:10:58.660 --> 00:11:01.860]  或者說這世界的王將到
[00:11:01.860 --> 00:11:05.260]  他在我身上毫無作用」
[00:11:05.260 --> 00:11:06.060]  和合本說
[00:11:06.060 --> 00:11:10.460]  「他在我裡面是毫無所有」
[00:11:10.460 --> 00:11:15.060]  主耶穌是勝過一切權勢的君王
[00:11:15.060 --> 00:11:19.160]  祂的平安就是沒有權柄的平安
[00:11:19.160 --> 00:11:21.160]  祂是帶著能力告訴我們
[00:11:21.160 --> 00:11:22.960]  祂勝過一切權勢
[00:11:22.960 --> 00:11:24.660]  包括罪惡的權勢
[00:11:24.660 --> 00:11:28.160]  而將這種德性的平安賜給你
[00:11:28.160 --> 00:11:29.260]  所以你記得
[00:11:29.260 --> 00:11:31.360]  不是一般的平安
[00:11:31.360 --> 00:11:35.660]  是主自己同在的平安
[00:11:35.660 --> 00:11:38.360]  權柄的平安
[00:11:38.360 --> 00:11:38.960]  有一本書
[00:11:38.960 --> 00:11:40.560]  可能大家之前有看過
[00:11:40.560 --> 00:11:42.860]  佩利博士寫的那本書叫做
[00:11:42.860 --> 00:11:45.160]  《天使的天使》
[00:11:45.160 --> 00:11:47.860]  裡面說很多關於聖經教導真理
[00:11:47.860 --> 00:11:50.060]  有關天使的教導
[00:11:50.060 --> 00:11:51.360]  而其中有很多例子
[00:11:51.360 --> 00:11:54.060]  提到人見到天使的例子
[00:11:54.060 --> 00:11:56.460]  有一個例子我簡單說
[00:11:56.460 --> 00:11:58.560]  佩利博士他自己的外父
[00:11:58.560 --> 00:12:00.360]  一位醫生宣教士
[00:12:00.360 --> 00:12:02.860]  在中國的江蘇省工作
[00:12:02.860 --> 00:12:06.660]  1942年當時日軍入侵中國
[00:12:06.660 --> 00:12:09.060]  他們在一間基督教書室
[00:12:09.060 --> 00:12:11.060]  一位醫生經常去買單張
[00:12:11.060 --> 00:12:13.860]  送給自己的同事、病友
[00:12:13.860 --> 00:12:15.560]  向他們傳福音
[00:12:15.560 --> 00:12:19.060]  有一天突然發現有一輛卡車
[00:12:19.060 --> 00:12:22.460]  五個日本軍到了
[00:12:22.460 --> 00:12:25.460]  基督教書室的門口停下來
[00:12:25.460 --> 00:12:27.960]  五個兵走下來的時候
[00:12:27.960 --> 00:12:29.260]  他們就預備進去
[00:12:29.260 --> 00:12:31.560]  好像要拿些東西
[00:12:31.560 --> 00:12:33.860]  原來卡車已經裝滿了很多書本
[00:12:33.860 --> 00:12:39.460]  將當地的很多書本沒收
[00:12:39.460 --> 00:12:41.060]  在這個時候突然有一個男士
[00:12:41.060 --> 00:12:42.660]  不知在哪裡出現的
[00:12:42.660 --> 00:12:44.060]  很整齊的衣服
[00:12:44.060 --> 00:12:46.260]  就進入了書室
[00:12:46.260 --> 00:12:48.060]  當他進入書室的時候
[00:12:48.060 --> 00:12:49.460]  這五個兵很奇怪
[00:12:49.460 --> 00:12:52.860]  不知為何發覺好像有些阻礙
[00:12:52.860 --> 00:12:55.260]  不能進入這間書室
[00:12:55.260 --> 00:12:57.460]  因此在書室門口徘徊
[00:12:57.460 --> 00:13:00.060]  到處看
[00:13:00.060 --> 00:13:01.660]  對於店員來說
[00:13:01.660 --> 00:13:04.060]  這位男士是他很陌生的
[00:13:04.060 --> 00:13:06.460]  到處來買書的人他都熟悉的
[00:13:06.460 --> 00:13:09.460]  偏偏是一個好像從未見過的男士
[00:13:09.460 --> 00:13:10.860]  這位男士問他
[00:13:10.860 --> 00:13:13.260]  他們五個想做什麼
[00:13:13.260 --> 00:13:14.260]  店員說
[00:13:14.260 --> 00:13:16.560]  可能他們想沒收我們的書
[00:13:16.560 --> 00:13:18.860]  我們也沒辦法了
[00:13:18.860 --> 00:13:21.260]  但這位男士一直安慰他
[00:13:21.260 --> 00:13:22.060]  放心
[00:13:22.060 --> 00:13:24.060]  上帝會保守我們
[00:13:24.060 --> 00:13:26.260]  一直和他聊天
[00:13:26.260 --> 00:13:28.960]  聊了兩個小時
[00:13:28.960 --> 00:13:31.260]  兩個小時這五個日本兵
[00:13:31.260 --> 00:13:33.360]  在門外一直徘徊
[00:13:33.360 --> 00:13:35.060]  沒有進去
[00:13:35.060 --> 00:13:36.660]  兩個小時之後
[00:13:36.660 --> 00:13:37.960]  他們就沒辦法
[00:13:37.960 --> 00:13:39.860]  就走了
[00:13:39.860 --> 00:13:41.060]  當他們走了的時候
[00:13:41.060 --> 00:13:43.260]  這位男士也離開了書店
[00:13:43.260 --> 00:13:46.060]  但他沒有買一本書
[00:13:46.060 --> 00:13:50.060]  也沒有問及任何有關書本的事情
[00:13:50.060 --> 00:13:52.060]  當他離開的時候
[00:13:52.060 --> 00:13:54.460]  這位店員就想
[00:13:54.460 --> 00:13:56.360]  為什麼?
[00:13:56.360 --> 00:13:59.060]  這是誰來的?
[00:13:59.060 --> 00:14:01.260]  突然間他就意識到
[00:14:01.260 --> 00:14:04.260]  是天使
[00:14:04.260 --> 00:14:05.160]  各位弟兄姊妹
[00:14:05.160 --> 00:14:08.460]  天使不一定是有兩對翼的
[00:14:08.460 --> 00:14:11.460]  不一定是白衣裳的
[00:14:11.460 --> 00:14:12.660]  聖經說
[00:14:12.660 --> 00:14:14.460]  天使是伏翼的靈
[00:14:14.460 --> 00:14:17.860]  為上帝而作不同的功
[00:14:17.860 --> 00:14:19.960]  叫人得幫助
[00:14:19.960 --> 00:14:22.060]  而祂可以透過不同的方式
[00:14:22.060 --> 00:14:25.260]  帶給我們保守和平安
[00:14:25.260 --> 00:14:26.860]  不一定是天使
[00:14:26.860 --> 00:14:28.660]  但賜平安的主
[00:14:28.660 --> 00:14:33.460]  應許將祂自己的平安賜下
[00:14:33.460 --> 00:14:34.760]  所以你記得
[00:14:34.760 --> 00:14:38.160]  主耶穌復活向門徒說的第一句話
[00:14:38.160 --> 00:14:41.160]  「願你們平安」
[00:14:41.160 --> 00:14:43.560]  然後接著門徒似乎還不明白
[00:14:43.560 --> 00:14:45.560]  我們回到第二十章
[00:14:45.560 --> 00:14:52.060]  第二十章
[00:14:52.060 --> 00:14:53.460]  「願你們平安」之後
[00:14:53.460 --> 00:14:54.660]  說了者說
[00:14:54.660 --> 00:14:57.960]  「就把手和肋旁給他們看」
[00:14:57.960 --> 00:15:01.160]  「滿道看見主就歡喜了」
[00:15:01.160 --> 00:15:01.960]  各位弟兄姊妹
[00:15:01.960 --> 00:15:04.660]  主耶穌的手有什麼?
[00:15:04.660 --> 00:15:06.660]  有釘痕
[00:15:06.660 --> 00:15:08.660]  耶穌當時已經復活了
[00:15:08.660 --> 00:15:10.160]  一個榮耀的身體
[00:15:10.160 --> 00:15:11.460]  永恆的身體
[00:15:11.460 --> 00:15:14.860]  為什麼還有釘痕?
[00:15:14.860 --> 00:15:19.360]  榮耀的身體應該不再有任何傷痕
[00:15:19.360 --> 00:15:23.460]  但主刻意保存著釘痕
[00:15:23.460 --> 00:15:26.360]  為了讓我們永恆地知道
[00:15:26.360 --> 00:15:28.260]  祂愛我們
[00:15:28.260 --> 00:15:31.360]  祂為我們犧牲在十字架上
[00:15:31.360 --> 00:15:33.560]  也讓我們清楚知道
[00:15:33.560 --> 00:15:37.260]  耶穌基督不會被釘所征服
[00:15:37.260 --> 00:15:39.660]  不會被死亡所征服
[00:15:39.660 --> 00:15:43.860]  祂勝過死亡
[00:15:43.860 --> 00:15:45.760]  我們星期五
[00:15:45.760 --> 00:15:47.560]  我們回來受夫妻崇拜
[00:15:47.560 --> 00:15:49.060]  有一個象徵
[00:15:49.060 --> 00:15:51.360]  就是耶穌洗腳
[00:15:51.360 --> 00:15:54.960]  在周刊的封面也有畫這幅圖
[00:15:54.960 --> 00:15:57.060]  我們說這是一個象徵
[00:15:57.060 --> 00:15:58.760]  因為不單單是洗腳
[00:15:58.760 --> 00:16:03.560]  也象徵著耶穌將要為他們受死
[00:16:03.560 --> 00:16:04.860]  今天復活節的主日
[00:16:04.860 --> 00:16:07.560]  有另一個象徵
[00:16:07.560 --> 00:16:09.060]  是什麼?
[00:16:09.060 --> 00:16:12.460]  主耶穌被釘的手
[00:16:12.460 --> 00:16:14.560]  有釘痕的手
[00:16:14.560 --> 00:16:15.860]  我相信歷史當中
[00:16:15.860 --> 00:16:18.760]  很多畫家曾經畫這雙手
[00:16:18.760 --> 00:16:22.560]  讓他們知道主永遠愛我們
[00:16:22.560 --> 00:16:25.760]  當門徒見到耶穌的手的時候
[00:16:25.760 --> 00:16:27.860]  他們就歡喜了
[00:16:27.860 --> 00:16:29.960]  他們忘記了之前的憂愁
[00:16:29.960 --> 00:16:31.660]  心中很快樂
[00:16:31.660 --> 00:16:33.860]  你看看聖經另一處的經文
[00:16:33.860 --> 00:16:40.260]  大家遣去前面第十六章
[00:16:40.260 --> 00:16:49.760]  《約翰福音》第十六章第二十節
[00:16:49.760 --> 00:16:52.860]  十六章二十節這樣說
[00:16:52.860 --> 00:16:55.060]  「我實實在在告訴你們」
[00:16:55.060 --> 00:16:58.360]  當時耶穌就快上十字架
[00:16:58.360 --> 00:17:00.460]  「你們要痛哭哀號
[00:17:00.460 --> 00:17:02.360]  世人卻要歡喜
[00:17:02.360 --> 00:17:03.860]  你們要憂愁
[00:17:03.860 --> 00:17:07.060]  但你們的憂愁要變為喜樂
[00:17:07.060 --> 00:17:09.660]  婦人生產的時候會有憂愁
[00:17:09.660 --> 00:17:11.560]  因為她的時候到了
[00:17:11.560 --> 00:17:12.960]  但生了孩子以後
[00:17:12.960 --> 00:17:15.360]  就不再記住那痛苦了
[00:17:15.360 --> 00:17:16.460]  因為歡喜
[00:17:16.460 --> 00:17:18.560]  有一個人生到世上來」
[00:17:18.560 --> 00:17:20.660]  二十二節大家一起讀
[00:17:20.660 --> 00:17:23.460]  「現在你們也有憂愁
[00:17:23.460 --> 00:17:25.860]  但我要再見你們
[00:17:25.860 --> 00:17:28.460]  你們的心就會喜樂
[00:17:28.460 --> 00:17:29.760]  你們的喜樂
[00:17:29.760 --> 00:17:33.660]  是沒有人能夠奪去的」
[00:17:33.660 --> 00:17:35.860]  沒錯曾經憂愁
[00:17:35.860 --> 00:17:38.860]  但憂愁要變為喜樂
[00:17:38.860 --> 00:17:40.360]  而神給你的喜樂
[00:17:40.360 --> 00:17:44.660]  是沒有人能夠奪去的
[00:17:44.660 --> 00:17:46.560]  或者你覺得曾經有一些人
[00:17:46.560 --> 00:17:49.060]  將你的喜樂奪去
[00:17:49.060 --> 00:17:50.960]  甚至你最親密的人
[00:17:50.960 --> 00:17:53.560]  叫你很難過
[00:17:53.560 --> 00:17:56.160]  甚至發覺一些很有權勢的人
[00:17:56.160 --> 00:17:59.760]  你的老闆令你受很大的壓迫
[00:17:59.760 --> 00:18:01.960]  感覺很憂愁
