
[00:00:00.000 --> 00:00:04.040]  我記得有一次和一位年長的弟兄聊天
[00:07:18.240 --> 00:07:20.840]  一個很深刻的勉勵就是
[00:07:20.840 --> 00:07:24.840]  你要知道我們今生的實況
[00:07:24.840 --> 00:07:29.840]  以至你不會誤以為今生就是永恆
[00:07:29.840 --> 00:07:33.840]  誤以為這些事情已經滿足了你
[00:07:33.840 --> 00:07:38.640]  你就不去追尋真正永恆的滿足
[00:07:38.640 --> 00:07:40.140]  當聖經裏面講到
[00:07:40.140 --> 00:07:43.740]  他說這些事情無論地上的聰明愚昧
[00:07:43.740 --> 00:07:46.240]  其實始終都是一樣的時候
[00:07:46.240 --> 00:07:47.240]  然後他就說
[00:07:47.240 --> 00:07:49.540]  他說我其實很恨惡生命
[00:07:49.540 --> 00:07:51.640]  大家看第十七節
[00:07:51.640 --> 00:07:54.940]  在第二章的第十七節
[00:07:54.940 --> 00:07:57.240]  聖經就這樣講
[00:07:57.240 --> 00:08:00.940]  他說因此我恨惡生命
[00:08:00.940 --> 00:08:03.340]  因為在日光之下所發生的事
[00:08:03.340 --> 00:08:05.040]  都使我厭煩
[00:08:05.040 --> 00:08:06.840]  一切都是虛空
[00:08:06.840 --> 00:08:08.740]  都是暴風
[00:08:08.740 --> 00:08:10.940]  可能大家看不見了
[00:08:10.940 --> 00:08:15.040]  不過你聽到我讀
[00:08:15.040 --> 00:08:19.340]  似乎傳道者很消極
[00:08:19.340 --> 00:08:21.240]  很灰暗地說
[00:08:21.240 --> 00:08:23.740]  但大家留意到聖經所講的
[00:08:23.740 --> 00:08:25.740]  是一段智慧文學
[00:08:25.740 --> 00:08:27.240]  聖經所講的智慧文學
[00:08:27.240 --> 00:08:31.140]  有不同的一些表達方式
[00:08:31.140 --> 00:08:33.340]  傳道者並不是說生命沒有價值
[00:08:33.340 --> 00:08:34.940]  其實在整本傳道書裏面
[00:08:34.940 --> 00:08:38.740]  有七次講述到享受生命
[00:08:38.740 --> 00:08:41.940]  提到生命比死亡更加寶貴
[00:08:41.940 --> 00:08:43.340]  但他一個表達的方式
[00:08:43.340 --> 00:08:46.440]  就是將生命兩個不同層面的感受
[00:08:46.440 --> 00:08:48.640]  一起擺出來
[00:08:48.640 --> 00:08:50.640]  好像是矛盾
[00:08:50.640 --> 00:08:54.940]  但其實意者都非常真實
[00:08:54.940 --> 00:08:57.440]  有它美善的地方
[00:08:57.440 --> 00:08:59.240]  但這種美善
[00:08:59.240 --> 00:09:01.840]  又是一種短暫的美善
[00:09:01.840 --> 00:09:02.940]  因此在某方面
[00:09:02.940 --> 00:09:07.240]  又會覺得很難接受
[00:09:07.240 --> 00:09:08.540]  但無論如何
[00:09:08.540 --> 00:09:10.240]  聖經講出一個事實
[00:09:10.240 --> 00:09:13.240]  就是你和我在這個地域上
[00:09:13.240 --> 00:09:15.440]  這種情況我們要明白
[00:09:15.440 --> 00:09:19.240]  以致我們知道如何走我們人生的路
[00:09:19.240 --> 00:09:20.840]  然後聖經再講到
[00:09:20.840 --> 00:09:25.040]  究竟工作會否都有滿足呢?
[00:09:25.040 --> 00:09:26.940]  但傳道者接著就講
[00:09:26.940 --> 00:09:28.740]  第十八至二十三節
[00:09:28.740 --> 00:09:32.840]  提到關於勞碌的工作
[00:09:32.840 --> 00:09:35.140]  其實都是虛空的情形
[00:09:35.140 --> 00:09:37.040]  這裡聖經又再講到
[00:09:37.040 --> 00:09:39.640]  我們看看在下面的
[00:09:39.640 --> 00:09:44.640]  或者我們先上第十節
[00:09:44.640 --> 00:09:52.640]  第二章第十節
[00:09:52.640 --> 00:09:55.640]  我們看十五節所講
[00:09:55.640 --> 00:09:59.240]  「我心裡說如每人所遇見的
[00:09:59.240 --> 00:10:00.940]  我也必遇見」
[00:10:00.940 --> 00:10:03.740]  這裡我們剛才解釋到的情況
[00:10:03.740 --> 00:10:08.440]  是為何我更有智慧的一種矛盾的情況
[00:10:08.440 --> 00:10:10.840]  接著當他再講到
[00:10:10.840 --> 00:10:14.240]  勞碌工作的虛空的時候
[00:10:14.240 --> 00:10:16.240]  他就一路講到
[00:10:16.240 --> 00:10:18.340]  工作、勞碌
[00:10:18.340 --> 00:10:20.540]  這裡講的是辛勞的工作
[00:10:20.540 --> 00:10:23.740]  其實並非完全沒有價值
[00:10:23.740 --> 00:10:26.240]  所以第十節下面一句說話說
[00:10:26.240 --> 00:10:30.340]  「我的心因我的一切勞碌而快樂
[00:10:30.340 --> 00:10:33.940]  這就是我從一切勞碌中所得的份」
[00:10:33.940 --> 00:10:35.740]  傳道者講述到他在勞碌當中
[00:10:35.740 --> 00:10:38.940]  的確會得到一份的好處
[00:10:38.940 --> 00:10:41.040]  是他當中的快樂
[00:10:41.040 --> 00:10:42.640]  不過當你看回上下文的時候
[00:10:42.640 --> 00:10:44.240]  你就知道他在講
[00:10:44.240 --> 00:10:47.240]  這些是短暫滿足
[00:10:47.240 --> 00:10:50.740]  他並體會不到有長久的意義
[00:10:50.740 --> 00:10:52.940]  為何有這樣的情況呢?
[00:10:52.940 --> 00:10:56.240]  在下面聖經十八節就繼續講
[00:10:56.240 --> 00:10:59.440]  「我恨惡我的一切勞碌
[00:10:59.440 --> 00:11:02.040]  就是我在日光之下的勞碌
[00:11:02.040 --> 00:11:06.740]  因為我不得不把勞碌的成果留給後人」
[00:11:06.740 --> 00:11:10.040]  在他裡面他有一種的體會就是
[00:11:10.040 --> 00:11:14.240]  那個人是智慧或者愚蠢
[00:11:14.240 --> 00:11:16.540]  似乎沒有甚麼分別
[00:11:16.540 --> 00:11:20.440]  最終都是得到同一個結果
[00:11:20.440 --> 00:11:23.740]  就算他累積了很多的財富
[00:11:23.740 --> 00:11:27.040]  他交給了他的子女或者其他人
[00:11:27.040 --> 00:11:31.740]  他不能夠肯定他的子女是智慧地運用
[00:11:31.740 --> 00:11:34.240]  還是愚蠢地運用
[00:11:34.240 --> 00:11:35.440]  錯誤地運用
[00:11:35.440 --> 00:11:40.340]  甚至在當中受到這些錢財所禍害
[00:11:40.340 --> 00:11:42.440]  甚至想不到的時候
[00:11:42.440 --> 00:11:45.440]  把錢財轉到別人的手上
[00:11:45.440 --> 00:11:47.440]  有誰能夠了解呢?
[00:11:47.440 --> 00:11:48.240]  當他這樣講的時候
[00:11:48.240 --> 00:11:51.340]  必然會得到一種內心的惆悵
[00:11:51.340 --> 00:11:53.840]  那種無奈的感受
[00:11:53.840 --> 00:11:57.240]  然後19節才在中間的一句話說
[00:11:57.240 --> 00:12:03.240]  「就算我在日光之下用智慧得來的
[00:12:03.240 --> 00:12:09.440]  這些財富竟然是被其他人掌管
[00:12:09.440 --> 00:12:13.340]  被其他人來控制著」
[00:12:13.340 --> 00:12:15.040]  是他完全不知道
[00:12:15.040 --> 00:12:18.640]  哪一個會這樣來控制、去掌管
[00:12:18.640 --> 00:12:20.640]  然後21節他再說
[00:12:20.640 --> 00:12:26.640]  「這些財富竟然會留給那些未曾勞碌的人
[00:12:26.640 --> 00:12:29.840]  那些不知是哪一個未曾勞碌
[00:12:29.840 --> 00:12:31.740]  但是可以不勞而獲地得到
[00:12:31.740 --> 00:12:37.340]  我辛苦所賺取的、所得來的成果」
[00:12:37.340 --> 00:12:41.140]  我估計我們香港電影節會會特別深刻的一件事情
[00:12:41.140 --> 00:12:45.940]  就是香港環境要置業的時候
[00:12:45.940 --> 00:12:47.540]  有一種體會就是
[00:12:47.540 --> 00:12:53.440]  很多人將他們生活上入息的大部分去供樓
[00:12:53.440 --> 00:12:55.140]  沒錯 在供樓過程中
[00:12:55.140 --> 00:12:58.540]  得到自己居住的地方
[00:12:58.540 --> 00:13:02.240]  但是發覺自己辛苦勞碌的大部分的成果
[00:13:02.240 --> 00:13:04.740]  好像去了別人的身上
[00:13:04.740 --> 00:13:08.540]  去了很多其他的商人的身上
[00:13:08.540 --> 00:13:10.040]  對他們來說
[00:13:10.040 --> 00:13:15.440]  沒錯 可能會多了一些銀行的數目
[00:13:15.440 --> 00:13:19.140]  但是似乎又不會說真正很大的得益
[00:13:19.140 --> 00:13:22.240]  而且當他們離開世界的時候
[00:13:22.240 --> 00:13:27.140]  他們都未必會知道他們的財富去了哪裡
[00:13:27.140 --> 00:13:30.540]  會怎樣繼續發展
[00:13:30.540 --> 00:13:35.140]  我最近有一次去到荃灣的魚心廣場
[00:13:35.140 --> 00:13:40.440]  馬上就想起很多以前香港所看到的事情
[00:13:40.440 --> 00:13:43.340]  一位一代的女富豪
[00:13:43.340 --> 00:13:47.240]  我想她一生的勞苦做不同的工作
[00:13:47.240 --> 00:13:49.640]  賺取了很多不同的成果
[00:13:49.640 --> 00:13:52.240]  但是我想沒有人會想到她的成果
[00:13:52.240 --> 00:13:54.940]  今天會去了誰的手
[00:13:54.940 --> 00:13:57.540]  會發生什麼事情
[00:13:57.540 --> 00:13:59.440]  聖經描述那種真實的情況
[00:13:59.440 --> 00:14:02.940]  就提到這種工作帶來的後果
[00:14:02.940 --> 00:14:07.540]  然後接著在22、23節
[00:14:07.540 --> 00:14:09.840]  22、23節聖經再說
[00:14:09.840 --> 00:14:13.040]  「人的一切勞碌和操心」
[00:14:13.040 --> 00:14:17.940]  「就是他在日光之下所勞碌的對自己有什麼益處呢?」
[00:14:17.940 --> 00:14:20.440]  然後接著有一句話
[00:14:20.440 --> 00:14:22.740]  大家跟我一起讀一讀
[00:14:22.740 --> 00:14:29.640]  「其實終其一生 他的旦子既痛苦又煩惱」
[00:14:29.640 --> 00:14:35.640]  「在夜間也不能安心 這也是虛空」
[00:14:35.640 --> 00:14:37.640]  既痛苦又煩惱
[00:14:37.640 --> 00:14:41.040]  用很大的代價來勞碌工作
[00:14:41.040 --> 00:14:43.040]  但是帶來很多的煩惱
[00:14:43.040 --> 00:14:47.340]  就算是晚上也不能安心休息睡覺
[00:14:47.340 --> 00:14:51.640]  這描述了很多人在地上工作的情況
[00:14:51.640 --> 00:14:55.640]  我記得我曾經提及一位姐妹
[00:14:55.640 --> 00:14:59.240]  她是香港一位出名的電影明星
[00:14:59.240 --> 00:15:00.640]  在她未信主之前
[00:15:00.640 --> 00:15:03.140]  她有很多經歷曾經分享
[00:15:03.140 --> 00:15:08.740]  她說「我人生很早期就很想能夠可以出名」
[00:15:08.740 --> 00:15:10.840]  要賺到錢要出名
[00:15:10.840 --> 00:15:13.140]  所以她拼命地工作
[00:15:13.140 --> 00:15:16.840]  後來她賺了很多錢
[00:15:16.840 --> 00:15:18.340]  但是有一次她坐下來的時候
[00:15:18.340 --> 00:15:20.440]  她突然間感覺
[00:15:20.440 --> 00:15:24.540]  「為什麼我還是不開心呢?」
[00:15:24.540 --> 00:15:27.740]  就在那個時候她給自己一個答案
[00:15:27.740 --> 00:15:30.640]  「因為我賺得不夠多」
[00:15:30.640 --> 00:15:32.640]  「因為我不夠出名」
[00:15:32.640 --> 00:15:35.140]  「不是那麼多人認識我」
[00:15:35.140 --> 00:15:37.240]  所以她說「我努力一點」
[00:15:37.240 --> 00:15:38.440]  她繼續努力
[00:15:38.440 --> 00:15:39.840]  經過幾年之後
[00:15:39.840 --> 00:15:42.640]  她說「我賺到更多的錢」
[00:15:42.640 --> 00:15:47.840]  在香港沒有誰不認識她
[00:15:47.840 --> 00:15:50.340]  但是那次她再坐下來的時候
[00:15:50.340 --> 00:15:52.740]  她就說「我去感受一下」
[00:15:52.740 --> 00:15:54.540]  「我開不開心」
[00:15:54.540 --> 00:15:56.640]  「我滿不滿足呢?」
[00:15:56.640 --> 00:15:57.840]  然後她說
[00:15:57.840 --> 00:16:04.040]  「我感覺有一種恐怖的虛空在我裏面」
[00:16:04.040 --> 00:16:06.440]  那種感受是她難以去解釋
[00:16:06.440 --> 00:16:10.040]  為什麼會越來越空虛
[00:16:10.040 --> 00:16:14.640]  得到的反而叫它更大的空虛
[00:16:14.640 --> 00:16:15.640]  我想回到一些時候
[00:16:15.640 --> 00:16:16.840]  去到一些公園
[00:16:16.840 --> 00:16:19.440]  看到小朋友玩一些吹波波
[00:16:19.440 --> 00:16:21.840]  大家都見過
[00:16:21.840 --> 00:16:22.840]  以前是一吹
[00:16:22.840 --> 00:16:24.240]  很多個小球球小時候出來
[00:16:24.240 --> 00:16:25.040]  很開心
[00:16:25.040 --> 00:16:27.840]  一吹的時候破了
[00:16:27.840 --> 00:16:30.240]  後來發覺有些人很大個瓶
[00:16:30.240 --> 00:16:31.440]  一拿出一支棒
[00:16:31.440 --> 00:16:32.340]  一吹那個球
[00:16:32.340 --> 00:16:35.040]  嘩!很大個
[00:16:35.040 --> 00:16:36.440]  但是後來又發現
[00:16:36.440 --> 00:16:41.240]  有些很長的條形的桶
[00:16:41.240 --> 00:16:42.840]  一拿出來一支棒
[00:16:42.840 --> 00:16:44.640]  一撐開
[00:16:44.640 --> 00:16:46.040]  一發的時候
[00:16:46.040 --> 00:16:50.240]  嘩!一個巨型的氣泡就出現
[00:16:50.240 --> 00:16:50.640]  沒錯
[00:16:50.640 --> 00:16:52.040]  球球大一點
[00:16:52.040 --> 00:16:55.040]  好像開心了一點
[00:16:55.040 --> 00:16:57.640]  但是你一追它的時候
[00:16:57.640 --> 00:16:59.440]  或者不用追
[00:16:59.440 --> 00:17:01.040]  它都會怎樣?
[00:17:01.040 --> 00:17:02.040]  都會爆開
[00:17:02.040 --> 00:17:04.640]  都會爆破
[00:17:04.640 --> 00:17:08.040]  不要以為越大
[00:17:08.040 --> 00:17:09.440]  越多
[00:17:09.440 --> 00:17:11.840]  就會滿足
[00:17:11.840 --> 00:17:15.040]  整個人生的情況就是
[00:17:15.040 --> 00:17:17.040]  地上這些事情
[00:17:17.040 --> 00:17:19.640]  不會給你長久的滿足
[00:17:19.640 --> 00:17:22.240]  你越依賴它給你有滿足
[00:17:22.240 --> 00:17:26.040]  你會有越大的虛空
[00:17:26.040 --> 00:17:28.040]  當講到這件情況的時候
[00:17:28.040 --> 00:17:29.040]  私人在的時候
[00:17:29.040 --> 00:17:30.840]  馬上轉向
[00:17:30.840 --> 00:17:34.240]  去講另一個的情況
[00:17:34.240 --> 00:17:38.040]  就是我們剛才讀過的第24節
[00:17:38.040 --> 00:17:40.440]  當他看完這些虛空的事情的時候
[00:17:40.440 --> 00:17:40.840]  他就說
[00:17:40.840 --> 00:17:44.440]  「人最好是吃海
[00:17:44.440 --> 00:17:48.040]  在自己的牢籠中自得其樂」
[00:17:48.040 --> 00:17:50.040]  第24節
[00:17:50.040 --> 00:17:55.240]  「我看這也是出於神的手」
[00:17:55.240 --> 00:17:57.440]  當你讀到《永生經文》的時候
[00:17:57.440 --> 00:18:00.440]  你見到聖經說「最好」
[00:18:00.440 --> 00:18:03.240]  這個「好」其實跟聖經創世記
[00:18:03.240 --> 00:18:04.840]  當神創造萬物的時候
[00:18:04.840 --> 00:18:08.240]  祂說「看這些都是好的」
[00:18:08.240 --> 00:18:11.840]  這個「好」是同一個字
[00:18:11.840 --> 00:18:13.240]  同樣表達
[00:18:13.240 --> 00:18:15.840]  這是屬於神的創造
[00:18:15.840 --> 00:18:18.640]  是好的事情
[00:18:18.640 --> 00:18:23.840]  神創造地上的百物給我們享用
[00:18:23.840 --> 00:18:26.040]  這是好事
[00:18:26.040 --> 00:18:27.440]  但是聖經繼續說
[00:18:27.440 --> 00:18:29.440]  「是出於神的手」
[00:18:29.440 --> 00:18:33.440]  意味著全在乎神
[00:18:33.440 --> 00:18:37.240]  所以在下一節的第25節
[00:18:37.240 --> 00:18:38.040]  聖經說
[00:18:38.040 --> 00:18:41.040]  「離開了他,誰能有吃的呢?
[00:18:41.040 --> 00:18:43.240]  誰能享樂呢?」
[00:18:43.240 --> 00:18:44.640]  「離開了他」意味著
[00:18:44.640 --> 00:18:46.440]  如果不是出於神
[00:18:46.440 --> 00:18:48.840]  誰能真正的吃喝
[00:18:48.840 --> 00:18:50.840]  真正的享受到
[00:18:50.840 --> 00:18:54.440]  在神所給予的物質的世界
[00:18:54.440 --> 00:18:56.440]  是祂所賜的
[00:18:56.440 --> 00:18:59.040]  是祂所給的
[00:18:59.040 --> 00:19:03.040]  我想回到剛才我提及手術的事情
[00:19:03.040 --> 00:19:05.840]  我出了手術室
[00:19:05.840 --> 00:19:09.240]  在加護病房
[00:19:09.240 --> 00:19:11.840]  當時是不可以吃東西
[00:19:11.840 --> 00:19:14.240]  也完全沒有胃口吃東西
[00:19:14.240 --> 00:19:17.640]  護士給了我一些特別的餐
[00:19:17.640 --> 00:19:20.640]  我一看叫做「薄血餐」
[00:19:20.640 --> 00:19:22.440]  吃薄血丸的人要吃
[00:19:22.440 --> 00:19:27.640]  一看其實是一些碎肉的稀粥
[00:19:27.640 --> 00:19:31.240]  我一看,有些東西可以吃
[00:19:31.240 --> 00:19:34.440]  但是吃兩匙已經不想吃
[00:19:34.440 --> 00:19:36.840]  吃不下
[00:19:36.840 --> 00:19:39.240]  就在這個時候突然間
[00:19:39.240 --> 00:19:40.840]  很感恩
[00:19:40.840 --> 00:19:42.640]  感恩就是
[00:19:42.640 --> 00:19:45.040]  我是吃得到東西的
[00:19:45.040 --> 00:19:46.840]  我說我日常的生活
[00:19:46.840 --> 00:19:48.440]  是可以吃得到東西
[00:19:48.440 --> 00:19:50.640]  是可以享受到食物
[00:19:50.640 --> 00:19:55.240]  我可以到處體會大自然的環境
[00:19:55.240 --> 00:20:00.040]  神給我各樣的物質的供應和享受
[00:20:00.040 --> 00:20:03.240]  當我突然間不能夠得到的時候
[00:20:03.240 --> 00:20:06.840]  反而給我更加去感謝神
[00:20:06.840 --> 00:20:08.840]  然後過了兩三天
[00:20:08.840 --> 00:20:11.640]  我開始會吃得到東西
[00:20:11.640 --> 00:20:14.040]  不過現在不是給薄血餐
[00:20:14.040 --> 00:20:16.840]  是給營養餐
[00:20:16.840 --> 00:20:18.040]  營養餐是什麼呢?
[00:20:18.040 --> 00:20:21.840]  就是少糖、少鹽、少油
[00:20:21.840 --> 00:20:25.040]  一拿到來的時候我看到
[00:20:25.040 --> 00:20:30.440]  是一些菜、生菜、肉片等等
[00:20:30.440 --> 00:20:32.040]  是有營養的
[00:20:32.040 --> 00:20:36.440]  不過似乎不是很美味
[00:20:36.440 --> 00:20:39.840]  當我對著營養餐的時候
