
[00:00:00.000 --> 00:00:02.440]  今日和大家思想一個熟悉的題目
[00:03:16.680 --> 00:03:18.680]  有些聖經學者解釋
[00:03:18.680 --> 00:03:20.680]  可能因為希臘文有限制
[00:03:20.680 --> 00:03:22.680]  因為希臘文有城的字
[00:03:22.680 --> 00:03:24.680]  有鄉的字眼
[00:03:24.680 --> 00:03:26.680]  但沒有鎮的字眼
[00:03:26.680 --> 00:03:29.680]  所以可能這是一個小城鎮
[00:03:29.680 --> 00:03:32.680]  但沒有其他更加合適的字
[00:03:32.680 --> 00:03:34.680]  就姑且叫做城
[00:03:34.680 --> 00:03:36.680]  但很多歷史給我們發現
[00:03:36.680 --> 00:03:40.680]  其實這是一個絕對寂寂無名的小鄉鎮
[00:03:40.680 --> 00:03:42.680]  不起眼的
[00:03:42.680 --> 00:03:43.680]  沒有人認識的
[00:03:43.680 --> 00:03:46.680]  但神選擇這個地方
[00:03:46.680 --> 00:03:50.680]  來向人介紹他的救恩
[00:03:50.680 --> 00:03:53.680]  這個城市裡一個很平凡的小女子
[00:03:53.680 --> 00:03:55.680]  瑪利亞
[00:03:55.680 --> 00:03:57.680]  神就揀選她
[00:03:57.680 --> 00:04:01.680]  讓聖嬰臨在她身上
[00:04:01.680 --> 00:04:02.680]  你會發覺
[00:04:02.680 --> 00:04:05.680]  因此當天使來向她宣告的時候
[00:04:05.680 --> 00:04:08.680]  這個小女子很難明白
[00:04:08.680 --> 00:04:11.680]  為什麼會向我這樣來恭賀她呢?
[00:04:11.680 --> 00:04:15.680]  我們再看下第20節的經文
[00:04:15.680 --> 00:04:17.680]  天使進去對她說
[00:04:17.680 --> 00:04:21.680]  恭喜蒙大恩的女子主與你同在
[00:04:21.680 --> 00:04:23.680]  她卻因此驚慌起來
[00:04:23.680 --> 00:04:27.680]  反覆思想這祝賀是什麼意思
[00:04:27.680 --> 00:04:28.680]  很害怕
[00:04:28.680 --> 00:04:30.680]  我是誰呢?
[00:04:30.680 --> 00:04:31.680]  一個很平凡的小女子
[00:04:31.680 --> 00:04:35.680]  為什麼說我是蒙大恩呢?
[00:04:35.680 --> 00:04:37.680]  為什麼說神與我同在?
[00:04:37.680 --> 00:04:38.680]  不可能的
[00:04:38.680 --> 00:04:40.680]  怎麼會呢?
[00:04:40.680 --> 00:04:42.680]  瑪利亞當時的內心很驚慌
[00:04:42.680 --> 00:04:46.680]  也不能相信是向她表達的祝賀
[00:04:46.680 --> 00:04:47.680]  在這個時候
[00:04:47.680 --> 00:04:50.680]  天使再加倍地跟她說
[00:04:50.680 --> 00:04:59.680]  接著的下第29節
[00:04:59.680 --> 00:05:02.680]  她卻因此驚慌起來
[00:05:02.680 --> 00:05:05.680]  反覆思想這祝賀是什麼意思
[00:05:05.680 --> 00:05:07.680]  接著天使說
[00:05:07.680 --> 00:05:09.680]  瑪利亞不要怕
[00:05:09.680 --> 00:05:13.680]  因你已從神那裡蒙了恩
[00:05:13.680 --> 00:05:17.680]  再強調說你是蒙了恩
[00:05:17.680 --> 00:05:19.680]  剛剛過去星期三、四、九
[00:05:19.680 --> 00:05:20.680]  有一個浸禮
[00:05:20.680 --> 00:05:21.680]  兩晚的浸禮
[00:05:21.680 --> 00:05:23.680]  很多弟兄姊妹就受浸
[00:05:23.680 --> 00:05:25.680]  我相信很多他們都有一種感受
[00:05:25.680 --> 00:05:28.680]  就是其實自己都很平凡
[00:05:28.680 --> 00:05:30.680]  不一定有很多偉大的事業
[00:05:30.680 --> 00:05:32.680]  讀書不一定很厲害
[00:05:32.680 --> 00:05:34.680]  但是不知為什麼
[00:05:34.680 --> 00:05:36.680]  有人將福音介紹給他們
[00:05:36.680 --> 00:05:38.680]  竟然現在今天信了耶穌
[00:05:38.680 --> 00:05:41.680]  成為了神的兒女
[00:05:41.680 --> 00:05:43.680]  信主的人很深感受到
[00:05:43.680 --> 00:05:45.680]  我其實不配
[00:05:45.680 --> 00:05:48.680]  恩典臨到我的身上
[00:05:48.680 --> 00:05:50.680]  瑪利亞感受到我不配
[00:05:50.680 --> 00:05:53.680]  怎麼會有大恩臨到我呢
[00:05:53.680 --> 00:05:55.680]  接著她一路明白之後
[00:05:55.680 --> 00:05:59.680]  去到大家熟悉的專主頌第46節
[00:05:59.680 --> 00:06:01.680]  瑪利亞說
[00:06:01.680 --> 00:06:03.680]  我心尊主為大
[00:06:03.680 --> 00:06:06.680]  我寧以神我的救主為樂
[00:06:06.680 --> 00:06:11.680]  因為祂誰顧他使裡的卑微
[00:06:11.680 --> 00:06:12.680]  大家很清楚知道
[00:06:12.680 --> 00:06:14.680]  當用誰顧這個字
[00:06:14.680 --> 00:06:17.680]  表示從高高在上的位置
[00:06:17.680 --> 00:06:19.680]  是虎鑑下來
[00:06:19.680 --> 00:06:22.680]  去看顧一個微不足道的人
[00:06:22.680 --> 00:06:24.680]  叫做誰顧
[00:06:24.680 --> 00:06:26.680]  因此弟兄姊妹的祈禱就說
[00:06:26.680 --> 00:06:30.680]  天父啊求你誰顧我的困難
[00:06:30.680 --> 00:06:32.680]  誰顧
[00:06:32.680 --> 00:06:33.680]  或者你會想起聖經
[00:06:33.680 --> 00:06:36.680]  聖經書57章就說到
[00:06:36.680 --> 00:06:39.680]  那住在至高至聖的所在
[00:06:39.680 --> 00:06:41.680]  這位上帝
[00:06:41.680 --> 00:06:44.680]  他與那些心靈痛悔
[00:06:44.680 --> 00:06:47.680]  和謙卑的人同在
[00:06:47.680 --> 00:06:51.680]  這位住在至高至聖的所在的上帝
[00:06:51.680 --> 00:06:54.680]  他不是高高在上不理會我們
[00:06:54.680 --> 00:06:57.680]  而是他很願意與一些人同在
[00:06:57.680 --> 00:06:59.680]  是哪些人
[00:06:59.680 --> 00:07:02.680]  是那些謙卑的人
[00:07:02.680 --> 00:07:04.680]  很多時候我們都會說
[00:07:04.680 --> 00:07:06.680]  一個人要能夠蒙恩
[00:07:06.680 --> 00:07:09.680]  一個必須有的基本條件
[00:07:09.680 --> 00:07:10.680]  是什麼?
[00:07:10.680 --> 00:07:12.680]  是謙卑
[00:07:12.680 --> 00:07:14.680]  我們純粹說一杯水
[00:07:14.680 --> 00:07:17.680]  如果你自己有一些飲品
[00:07:17.680 --> 00:07:18.680]  裝在裡面
[00:07:18.680 --> 00:07:21.680]  人家想將上好的清水
[00:07:21.680 --> 00:07:23.680]  倒進去給你
[00:07:23.680 --> 00:07:25.680]  你能不能夠接受到?
[00:07:25.680 --> 00:07:27.680]  或者接受到一點點
[00:07:27.680 --> 00:07:29.680]  但是除非你倒走
[00:07:29.680 --> 00:07:31.680]  你杯裡面原本的水
[00:07:31.680 --> 00:07:34.680]  你才可以接受到最好的
[00:07:34.680 --> 00:07:35.680]  完全的
[00:07:35.680 --> 00:07:39.680]  注入的新的清潔的水
[00:07:39.680 --> 00:07:40.680]  上帝都是這樣
[00:07:40.680 --> 00:07:41.680]  尋找一些人
[00:07:41.680 --> 00:07:43.680]  心靈會開廠
[00:07:43.680 --> 00:07:45.680]  有空處為神預備
[00:07:45.680 --> 00:07:49.680]  神可以將他全部的恩典注入去
[00:07:49.680 --> 00:07:50.680]  不單止賜給他
[00:07:50.680 --> 00:07:53.680]  同時可以使用他
[00:07:53.680 --> 00:07:54.680]  我有個經歷
[00:07:54.680 --> 00:07:55.680]  我想大家都經歷過
[00:07:55.680 --> 00:07:57.680]  有一次去飲的時候
[00:07:57.680 --> 00:07:59.680]  很好的食物放在眼前
[00:07:59.680 --> 00:08:01.680]  預備吃了
[00:08:01.680 --> 00:08:02.680]  一拿起筷子一看
[00:08:02.680 --> 00:08:04.680]  嘩!很漂亮
[00:08:04.680 --> 00:08:06.680]  那些筷子的筷子頭
[00:08:06.680 --> 00:08:08.680]  是有些很漂亮的金屬
[00:08:08.680 --> 00:08:09.680]  還好像鍍銀
[00:08:09.680 --> 00:08:11.680]  有一點點雕花在那裡
[00:08:11.680 --> 00:08:13.680]  嘩!我說很漂亮的筷子
[00:08:13.680 --> 00:08:14.680]  但是一夾送的時候
[00:08:14.680 --> 00:08:16.680]  發覺不行
[00:08:16.680 --> 00:08:18.680]  知不知道為什麼不行?
[00:08:18.680 --> 00:08:20.680]  筷子頭很重
[00:08:20.680 --> 00:08:21.680]  一夾出去的時候
[00:08:21.680 --> 00:08:23.680]  一聚回頭
[00:08:23.680 --> 00:08:25.680]  很難夾東西
[00:08:25.680 --> 00:08:27.680]  我突然間就會立刻想
[00:08:27.680 --> 00:08:29.680]  嘩!好看
[00:08:29.680 --> 00:08:31.680]  不過不好用
[00:08:31.680 --> 00:08:32.680]  我心裡面想
[00:08:32.680 --> 00:08:33.680]  不如叫個夥計
[00:08:33.680 --> 00:08:37.680]  拿支膠筷子給我
[00:08:37.680 --> 00:08:39.680]  真正好用的
[00:08:39.680 --> 00:08:41.680]  不一定是輝煌
[00:08:41.680 --> 00:08:43.680]  甚至在期間
[00:08:43.680 --> 00:08:45.680]  是一些很平凡的物品
[00:08:45.680 --> 00:08:48.680]  但是神在其中使用
[00:08:48.680 --> 00:08:50.680]  瑪利亞在當中
[00:08:50.680 --> 00:08:52.680]  一個很平凡的小女子
[00:08:52.680 --> 00:08:53.680]  但是神在其中
[00:08:53.680 --> 00:08:56.680]  很奇妙的使用她
[00:08:56.680 --> 00:08:58.680]  因為她有一種特質
[00:08:58.680 --> 00:09:00.680]  就是她一種謙卑的特質
[00:09:00.680 --> 00:09:03.680]  一種謙虛自己的特質
[00:09:03.680 --> 00:09:05.680]  有時候有些頂尖妹妹說
[00:09:05.680 --> 00:09:07.680]  我要追求成為謙卑
[00:09:07.680 --> 00:09:09.680]  慢慢她就告訴自己
[00:09:09.680 --> 00:09:10.680]  都不錯
[00:09:10.680 --> 00:09:13.680]  我都很謙卑
[00:09:13.680 --> 00:09:16.680]  我都比她謙卑一點
[00:09:16.680 --> 00:09:18.680]  大家明白嗎?
[00:09:18.680 --> 00:09:19.680]  當你什麼時候認為
[00:09:19.680 --> 00:09:21.680]  自己很謙卑的時候
[00:09:21.680 --> 00:09:24.680]  你已經遠離了謙卑
[00:09:24.680 --> 00:09:25.680]  當你認為自己比別人
[00:09:25.680 --> 00:09:27.680]  強一點的時候
[00:09:27.680 --> 00:09:30.680]  你已經失去了真正的謙卑
[00:09:30.680 --> 00:09:32.680]  你會發覺真正的謙卑的人
[00:09:32.680 --> 00:09:33.680]  他會明白
[00:09:33.680 --> 00:09:36.680]  其實那種謙卑的質素
[00:09:36.680 --> 00:09:38.680]  都是神賜給他的
[00:09:38.680 --> 00:09:42.680]  是神將那種謙虛的心靈賜給他
[00:09:42.680 --> 00:09:43.680]  你發覺聖經說到
[00:09:43.680 --> 00:09:45.680]  揀選的時候
[00:09:45.680 --> 00:09:46.680]  當然是我有什麼長處
[00:09:46.680 --> 00:09:48.680]  神揀選我
[00:09:48.680 --> 00:09:50.680]  羅莽書第五章第十一節就說
[00:09:50.680 --> 00:09:54.680]  神的揀選是因典的揀選
[00:09:54.680 --> 00:09:56.680]  是出於他的因典揀選我們
[00:09:56.680 --> 00:10:00.680]  不因為我們有什麼強人之處
[00:10:00.680 --> 00:10:02.680]  所以英文的翻譯很特別
[00:10:02.680 --> 00:10:05.680]  叫做Chosen by Grace
[00:10:05.680 --> 00:10:06.680]  因為出於因典
[00:10:06.680 --> 00:10:08.680]  所以揀選你
[00:10:08.680 --> 00:10:09.680]  神揀選你之後
[00:10:09.680 --> 00:10:12.680]  他幫助你領受一顆謙虛的心靈
[00:10:12.680 --> 00:10:14.680]  給你一些特殊的環境
[00:10:14.680 --> 00:10:16.680]  去塗造你
[00:10:16.680 --> 00:10:18.680]  如果你信服得著謙卑的心
[00:10:18.680 --> 00:10:20.680]  如果你不信服
[00:10:20.680 --> 00:10:22.680]  你就得不著
[00:10:22.680 --> 00:10:23.680]  是什麼環境呢
[00:10:23.680 --> 00:10:25.680]  大家會很明白
[00:10:25.680 --> 00:10:27.680]  有些頂尖的上上說
[00:10:27.680 --> 00:10:31.680]  自己過去都有把握做的事情
[00:10:31.680 --> 00:10:34.680]  有一次面對一個新的挑戰
[00:10:34.680 --> 00:10:35.680]  不要緊
[00:10:35.680 --> 00:10:36.680]  自己拼搏一點
[00:10:36.680 --> 00:10:38.680]  盡力去做
[00:10:38.680 --> 00:10:40.680]  靠著自己過往的經驗
[00:10:40.680 --> 00:10:42.680]  和一些技巧知識
[00:10:42.680 --> 00:10:44.680]  搞得定的
[00:10:44.680 --> 00:10:45.680]  誰知突然間發覺
[00:10:45.680 --> 00:10:46.680]  無論如何拼搏
[00:10:46.680 --> 00:10:49.680]  完全沒有果效
[00:10:49.680 --> 00:10:52.680]  做不到過去所能做到的
[00:10:52.680 --> 00:10:54.680]  突然間心裡體會到
[00:10:54.680 --> 00:10:55.680]  哎呀
[00:10:55.680 --> 00:10:58.680]  人都是有限制的
[00:10:58.680 --> 00:10:59.680]  開始老了
[00:10:59.680 --> 00:11:01.680]  開始不行了
[00:11:01.680 --> 00:11:04.680]  突然間體會到人有限制
[00:11:04.680 --> 00:11:05.680]  有些頂尖智慧
[00:11:05.680 --> 00:11:08.680]  突然間經歷到一些意外
[00:11:08.680 --> 00:11:11.680]  突然間有些很特別的手術要做
[00:11:11.680 --> 00:11:12.680]  在手術的時候
[00:11:12.680 --> 00:11:13.680]  突然間發覺
[00:11:13.680 --> 00:11:15.680]  自己可以這麼軟弱
[00:11:15.680 --> 00:11:17.680]  有位醫生說
[00:11:17.680 --> 00:11:19.680]  他最明白自己軟弱的時候
[00:11:19.680 --> 00:11:22.680]  是當他自己做病人的時候
[00:11:22.680 --> 00:11:23.680]  平時很威猛
[00:11:23.680 --> 00:11:25.680]  在醫院裡面到處巡訪
[00:11:25.680 --> 00:11:27.680]  吩咐護士做什麼
[00:11:27.680 --> 00:11:29.680]  突然間現在躺在床上
[00:11:29.680 --> 00:11:32.680]  同事來照顧他
[00:11:32.680 --> 00:11:34.680]  下屬護士來吩咐他
[00:11:34.680 --> 00:11:38.680]  記住要吃藥
[00:11:38.680 --> 00:11:39.680]  在那些環境
[00:11:39.680 --> 00:11:43.680]  突然間察覺自己其實是軟弱的
[00:11:43.680 --> 00:11:44.680]  有些時候
[00:11:44.680 --> 00:11:46.680]  突然間發覺自己做錯事
[00:11:46.680 --> 00:11:48.680]  為什麼做這樣的決定
[00:11:48.680 --> 00:11:50.680]  明明真的沒有想清楚
[00:11:50.680 --> 00:11:51.680]  做了這樣的決定
[00:11:51.680 --> 00:11:53.680]  後來面對一些責備
[00:11:53.680 --> 00:11:55.680]  受到一些羞辱
[00:11:55.680 --> 00:11:56.680]  但在羞辱過程當中
[00:11:56.680 --> 00:11:57.680]  突然間體會
[00:11:57.680 --> 00:11:59.680]  其實自己都可以錯
[00:11:59.680 --> 00:12:02.680]  不一定永遠都這麼堅強
[00:12:02.680 --> 00:12:05.680]  我常常記得一位先賢
[00:12:05.680 --> 00:12:06.680]  說一句英文的話
[00:12:06.680 --> 00:12:08.680]  成為我很大的提醒
[00:12:08.680 --> 00:12:10.680]  這句話很簡單
[00:12:10.680 --> 00:12:11.680]  他就說
[00:12:11.680 --> 00:12:14.680]  It takes a lot of humiliation
[00:12:14.680 --> 00:12:18.680]  to give us a little bit of humility
[00:12:18.680 --> 00:12:20.680]  用很多的羞辱
[00:12:20.680 --> 00:12:22.680]  神容許一些羞辱淋到我們
[00:12:22.680 --> 00:12:24.680]  讓我們面對自己的一些失敗
[00:12:24.680 --> 00:12:26.680]  面對羞辱
[00:12:26.680 --> 00:12:28.680]  才將少許的謙卑
[00:12:28.680 --> 00:12:31.680]  放在我們的心靈裡面
[00:12:31.680 --> 00:12:32.680]  有些時候你會發覺
[00:12:32.680 --> 00:12:33.680]  環境出現很多
[00:12:33.680 --> 00:12:35.680]  你意想不到的事情
[00:12:35.680 --> 00:12:36.680]  但其實背後
[00:12:36.680 --> 00:12:38.680]  是神讓你知道
[00:12:38.680 --> 00:12:41.680]  你需要謙卑自己
[00:12:41.680 --> 00:12:42.680]  但是各位弟妹
[00:12:42.680 --> 00:12:44.680]  謙卑不等於自卑
[00:12:44.680 --> 00:12:47.680]  教徒不需要自卑
[00:12:47.680 --> 00:12:49.680]  當我們謙卑自己的時候
[00:12:49.680 --> 00:12:51.680]  更加知道我們需要神
[00:12:51.680 --> 00:12:52.680]  就全心依靠神
[00:12:52.680 --> 00:12:54.680]  知道神是我們的能力
[00:12:54.680 --> 00:12:56.680]  是我們的力量
[00:12:56.680 --> 00:12:57.680]  是我們的幫助
[00:12:57.680 --> 00:12:59.680]  以至在一些挑戰的環境當中
[00:12:59.680 --> 00:13:01.680]  仍然放開膽量
[00:13:01.680 --> 00:13:03.680]  知道神會幫助我們
[00:13:03.680 --> 00:13:06.680]  因此當中剛強壯膽
[00:13:06.680 --> 00:13:09.680]  去做不同的事情
[00:13:09.680 --> 00:13:11.680]  因此在謙卑的過程當中
[00:13:11.680 --> 00:13:14.680]  體會到神更能夠進入你生命裡面
[00:13:14.680 --> 00:13:17.680]  成為你的力量
[00:13:17.680 --> 00:13:18.680]  因此你看回聖經
[00:13:18.680 --> 00:13:20.680]  由最開始當主耶穌降生的時候
[00:13:20.680 --> 00:13:22.680]  已經清楚的訊息就是
[00:13:22.680 --> 00:13:26.680]  神恩代那些謙卑的人
[00:13:26.680 --> 00:13:29.680]  或者我們再看第二類人
[00:13:29.680 --> 00:13:31.680]  第二類人是哪些人呢
[00:13:31.680 --> 00:13:32.680]  是牧羊人
[00:13:32.680 --> 00:13:38.680]  我們看見後面第二章
[00:13:38.680 --> 00:13:41.680]  第二章第八節
[00:13:41.680 --> 00:13:43.680]  在伯里行的郊外
[00:13:43.680 --> 00:13:46.680]  有一些牧人在夜間看守羊群
[00:13:46.680 --> 00:13:48.680]  當時使者出現
[00:13:48.680 --> 00:13:50.680]  有榮光四面照耀
[00:13:50.680 --> 00:13:53.680]  他們就非常害怕
[00:13:53.680 --> 00:13:55.680]  牧羊人是甚麼人呢
[00:13:55.680 --> 00:13:57.680]  是一些很平凡
[00:13:57.680 --> 00:13:59.680]  是被人輕視的人
[00:13:59.680 --> 00:14:00.680]  為甚麼被輕視呢
[00:14:00.680 --> 00:14:03.680]  因為當時的律法規條
[00:14:03.680 --> 00:14:05.680]  牧羊人一般是守不到的
[00:14:05.680 --> 00:14:08.680]  特別牽涉一些潔淨禮儀
[00:14:08.680 --> 00:14:11.680]  牧羊人常常接觸甚麼
[00:14:11.680 --> 00:14:13.680]  牧羊人接觸羊群
[00:14:13.680 --> 00:14:15.680]  羊群乾不乾淨
[00:14:15.680 --> 00:14:16.680]  不乾淨的
[00:14:16.680 --> 00:14:18.680]  在山澗周圍走來走去
[00:14:18.680 --> 00:14:20.680]  要接觸牧羊人
[00:14:20.680 --> 00:14:23.680]  關心看守羊群
[00:14:23.680 --> 00:14:27.680]  牧羊人一般是守不到那些律法規條
[00:14:27.680 --> 00:14:29.680]  因此被當時的祭司們
[00:14:29.680 --> 00:14:32.680]  看守羊群是一些很低層的人
[00:14:32.680 --> 00:14:34.680]  看不起他們
[00:14:34.680 --> 00:14:35.680]  但他們特別之處
[00:14:35.680 --> 00:14:38.680]  就是他們最明白羊群是怎樣的
[00:14:38.680 --> 00:14:39.680]  有些研究認為
[00:14:39.680 --> 00:14:42.680]  在伯尼罕礦野飼養的羊
[00:14:42.680 --> 00:14:46.680]  一般是拿來去到耶路撒冷的聖殿當中
[00:14:46.680 --> 00:14:48.680]  來作獻祭
[00:14:48.680 --> 00:14:50.680]  因此牧羊人很明白
[00:14:50.680 --> 00:14:52.680]  他們守所養的羊群
[00:14:52.680 --> 00:14:56.680]  將來會成為袋屬羔羊
[00:14:56.680 --> 00:15:00.680]  他們對袋屬羔羊是很明白的
[00:15:00.680 --> 00:15:02.680]  以臣就是揀選這一班人
[00:15:02.680 --> 00:15:04.680]  向他們傳達訊息
[00:15:04.680 --> 00:15:07.680]  大家看回第十節
[00:15:07.680 --> 00:15:08.680]  第十節
[00:15:08.680 --> 00:15:09.680]  天使說
[00:15:09.680 --> 00:15:10.680]  不要怕
[00:15:10.680 --> 00:15:12.680]  看那我報給你們大喜的訊息
[00:15:12.680 --> 00:15:15.680]  是關乎萬民的
[00:15:15.680 --> 00:15:16.680]  今天在大圍的城裡
[00:15:16.680 --> 00:15:18.680]  為你們生了救主
[00:15:18.680 --> 00:15:21.680]  就是主基督
[00:15:21.680 --> 00:15:23.680]  一個極其偉大大喜的訊息
[00:15:23.680 --> 00:15:26.680]  首先向哪些人傳訊呢
[00:15:26.680 --> 00:15:28.680]  是向牧羊人
[00:15:28.680 --> 00:15:33.680]  而哪些人首先將這重要的訊息傳開呢
[00:15:33.680 --> 00:15:36.680]  你看看下面第十七節
[00:15:36.680 --> 00:15:40.680]  當他們去到見到真正的主耶穌的時候
[00:15:40.680 --> 00:15:42.680]  他們見過以後
[00:15:42.680 --> 00:15:46.680]  就把天使對他們論者孩之的話
[00:15:46.680 --> 00:15:47.680]  做什麼呢
[00:15:47.680 --> 00:15:49.680]  傳開了
[00:15:49.680 --> 00:15:50.680]  是第一群
[00:15:50.680 --> 00:15:54.680]  是首先將耶穌基督的訊息傳開的人
[00:15:54.680 --> 00:15:56.680]  這一群是蒙福人
[00:15:56.680 --> 00:15:58.680]  他們領受訊息
[00:15:58.680 --> 00:16:00.680]  又將訊息傳開
[00:16:00.680 --> 00:16:02.680]  這個訊息是什麼呢
[00:16:02.680 --> 00:16:04.680]  這個訊息很清楚說
[00:16:04.680 --> 00:16:06.680]  在大圍的城裡
[00:16:06.680 --> 00:16:08.680]  為你們生了救主
[00:16:08.680 --> 00:16:10.680]  這位救主來臨了
[00:16:10.680 --> 00:16:13.680]  是萬人所等候的
[00:16:13.680 --> 00:16:15.680]  這位救主的降生
[00:16:15.680 --> 00:16:16.680]  所帶來的潔淨
[00:16:16.680 --> 00:16:18.680]  不是像祭司一樣
[00:16:18.680 --> 00:16:20.680]  只是一次一次地做
[00:16:20.680 --> 00:16:24.680]  如果你們記得聖經希伯來書第十章所提及的
[00:16:24.680 --> 00:16:27.680]  凡是祭司天天獻上祭品
[00:16:27.680 --> 00:16:30.680]  但總不能除罪
[00:16:30.680 --> 00:16:31.680]  每次獻上羔羊
[00:16:31.680 --> 00:16:34.680]  知道其實不能夠真正除罪
[00:16:34.680 --> 00:16:37.680]  但唯獨主耶穌當他一次獻祭
[00:16:37.680 --> 00:16:39.680]  獻誰呢
[00:16:39.680 --> 00:16:40.680]  獻自己
[00:16:40.680 --> 00:16:42.680]  一次獻祭
[00:16:42.680 --> 00:16:46.680]  就叫我們永遠得赦免
