
[00:00:00.000 --> 00:00:02.000]  大家會記得我們在今個季度
[00:01:47.280 --> 00:01:50.880]  「好叫你和你的子子孫孫一生一世
[00:01:50.880 --> 00:01:53.120]  敬畏耶和華你的神
[00:01:53.120 --> 00:01:55.920]  遵守他的一切律例誡命
[00:01:55.920 --> 00:01:58.080]  就是我吩咐你的
[00:01:58.080 --> 00:02:02.000]  使你的日子可以長久」
[00:02:02.000 --> 00:02:04.080]  這句話很清楚說到
[00:02:04.080 --> 00:02:07.600]  神賜給人的吩咐
[00:02:07.600 --> 00:02:10.400]  是要我們自己和我們的家人
[00:02:10.400 --> 00:02:12.800]  都一生能夠聽從的
[00:02:12.800 --> 00:02:13.920]  不單是自己
[00:02:13.920 --> 00:02:15.280]  而是整個的家庭
[00:02:15.280 --> 00:02:18.560]  都是這樣去聽從上帝
[00:02:18.560 --> 00:02:19.680]  當我們想到以色列人
[00:02:19.680 --> 00:02:21.840]  進入應許之地的時候
[00:02:21.840 --> 00:02:25.360]  就好像我們今天在新約裡面的教徒
[00:02:25.360 --> 00:02:27.680]  我們被神所選召
[00:02:27.680 --> 00:02:30.560]  進入神的救恩裡面
[00:02:30.560 --> 00:02:32.240]  或者說我們進入救恩的
[00:02:32.240 --> 00:02:34.640]  應許之地裡面
[00:02:34.640 --> 00:02:35.760]  在這個應許之地
[00:02:35.760 --> 00:02:37.040]  神就告訴我們知道
[00:02:37.040 --> 00:02:40.640]  我將我的說話賜給你
[00:02:40.640 --> 00:02:43.760]  但是是為了要你去聽從
[00:02:43.760 --> 00:02:45.280]  當你聽從的時候
[00:02:45.280 --> 00:02:46.960]  你就可以蒙受
[00:02:46.960 --> 00:02:50.320]  我所賜給你的各樣的應許
[00:02:50.320 --> 00:02:51.600]  正如以色列人
[00:02:51.600 --> 00:02:53.520]  當他們在應許之地
[00:02:53.520 --> 00:02:55.520]  聽從神的話的時候
[00:02:55.520 --> 00:02:56.640]  他們就可以承受
[00:02:56.640 --> 00:02:57.680]  聖經所說的
[00:02:57.680 --> 00:02:59.920]  在地土長久
[00:02:59.920 --> 00:03:01.200]  可以享福
[00:03:01.200 --> 00:03:04.400]  可以人數大大增加
[00:03:04.400 --> 00:03:05.440]  在基督徒進入了
[00:03:05.440 --> 00:03:08.160]  這個救恩之地的時候
[00:03:08.160 --> 00:03:09.840]  有些時候我們會覺得
[00:03:09.840 --> 00:03:12.640]  已經得到一切了
[00:03:12.640 --> 00:03:15.280]  問題已經得到解決了
[00:03:15.280 --> 00:03:16.640]  但聖經不是這樣說
[00:03:16.640 --> 00:03:18.000]  聖經說到就是
[00:03:18.000 --> 00:03:20.400]  當你在應許之地的時候
[00:03:20.400 --> 00:03:25.040]  你要聽從神的話
[00:03:25.040 --> 00:03:27.200]  聖經後面也一路在說
[00:03:27.200 --> 00:03:28.080]  在應許之地
[00:03:28.080 --> 00:03:30.560]  去違背上帝的恩言
[00:03:30.560 --> 00:03:31.760]  聖經就說
[00:03:31.760 --> 00:03:34.320]  他們會在神的應許之地
[00:03:34.320 --> 00:03:37.360]  速速滅亡
[00:03:37.360 --> 00:03:39.280]  因此在聖經裡面很清楚說
[00:03:39.280 --> 00:03:42.800]  你們要留心聽神的話
[00:03:42.800 --> 00:03:45.200]  一生一世來敬畏神
[00:03:45.200 --> 00:03:47.600]  遵從祂的話
[00:03:47.600 --> 00:03:49.440]  當然這裡所說的是
[00:03:49.440 --> 00:03:51.040]  人生的各方面
[00:03:51.040 --> 00:03:53.520]  去留心去聽從神
[00:03:53.520 --> 00:03:56.240]  但聖經在第六章就特別強調
[00:03:56.240 --> 00:03:58.800]  在我們的家庭裡面
[00:03:58.800 --> 00:04:01.200]  家庭是我們去跟隨神的
[00:04:01.200 --> 00:04:03.760]  一個重要的範圍
[00:04:03.760 --> 00:04:05.840]  在裡面更加要留心
[00:04:05.840 --> 00:04:07.440]  讓神的話
[00:04:07.440 --> 00:04:08.640]  在你的生命
[00:04:08.640 --> 00:04:10.320]  在你的家庭當中
[00:04:10.320 --> 00:04:12.160]  活現出來
[00:04:12.160 --> 00:04:13.520]  因此不要讓你的信仰
[00:04:13.520 --> 00:04:15.680]  停留在教會裡
[00:04:15.680 --> 00:04:18.880]  讓你的信仰真實在你的家庭裡面
[00:04:18.880 --> 00:04:21.600]  來遵行神的話
[00:04:21.600 --> 00:04:24.800]  所以你看到在第四節下
[00:04:24.800 --> 00:04:27.280]  就一路說到關於家庭當中
[00:04:27.280 --> 00:04:28.960]  如何遵行
[00:04:28.960 --> 00:04:31.680]  如何學習神的話
[00:04:31.680 --> 00:04:34.160]  在第四節
[00:04:34.160 --> 00:04:36.240]  「以此列顏,你要聽耶和華
[00:04:36.240 --> 00:04:39.360]  我們的神是獨一的耶和華
[00:04:39.360 --> 00:04:42.000]  你要全心全性全力地愛
[00:04:42.000 --> 00:04:44.960]  耶和華你的神」
[00:04:44.960 --> 00:04:46.720]  在聖經裡吩咐人
[00:04:46.720 --> 00:04:49.600]  要在家庭裡面聽從神的時候
[00:04:49.600 --> 00:04:52.240]  首先強調一件事情
[00:04:52.240 --> 00:04:55.600]  這位上帝是你的神
[00:04:55.600 --> 00:04:56.880]  祂是揀選了你
[00:04:56.880 --> 00:05:00.080]  跟神有直接的關係
[00:05:00.080 --> 00:05:02.880]  所以你要聽從神的時候
[00:05:02.880 --> 00:05:04.320]  不是說一套的
[00:05:04.320 --> 00:05:07.040]  好像外在的標準
[00:05:07.040 --> 00:05:08.240]  而是這位上帝
[00:05:08.240 --> 00:05:11.760]  祂因為愛你而賜給你祂的道
[00:05:11.760 --> 00:05:14.160]  因此知道帶著愛神的心
[00:05:14.160 --> 00:05:16.320]  回應神的愛
[00:05:16.320 --> 00:05:18.960]  也表示你聽從祂
[00:05:18.960 --> 00:05:20.160]  而聖經就特別強調
[00:05:20.160 --> 00:05:24.640]  這位上帝不是眾位的神靈當中一位
[00:05:24.640 --> 00:05:26.960]  祂是天地獨一的真神
[00:05:26.960 --> 00:05:32.160]  因此你唯獨要去聽從祂
[00:05:32.160 --> 00:05:34.320]  我剛剛大概兩個星期之前
[00:05:34.320 --> 00:05:35.760]  跟第二堂弟兄姊妹說
[00:05:35.760 --> 00:05:37.360]  及一件事情
[00:05:37.360 --> 00:05:39.600]  我也想在這裡跟大家提起
[00:05:39.600 --> 00:05:41.680]  一位姊妹的故事
[00:05:41.680 --> 00:05:44.080]  這位姊妹在我們中間受浸
[00:05:44.080 --> 00:05:47.200]  當時她分享她自己的見證
[00:05:47.200 --> 00:05:48.560]  她去到一間醫院裡面
[00:05:48.560 --> 00:05:50.720]  她要接受一個手術
[00:05:50.720 --> 00:05:51.760]  接受手術的時候
[00:05:51.760 --> 00:05:54.000]  她發覺自己很害怕
[00:05:54.000 --> 00:05:56.880]  因為很擔心手術不成功
[00:05:56.880 --> 00:06:00.000]  有一次偶然看到一個十字架
[00:06:00.000 --> 00:06:01.280]  看到十字架的時候
[00:06:01.280 --> 00:06:05.920]  心裡很自然地浮出一個祈禱
[00:06:05.920 --> 00:06:07.520]  祂不是基督徒
[00:06:07.520 --> 00:06:10.080]  但祂想起耶穌
[00:06:10.080 --> 00:06:13.360]  祂說:耶穌說:如果祢是神的話
[00:06:13.360 --> 00:06:16.080]  祢給我健康
[00:06:16.080 --> 00:06:18.000]  給我手術成功
[00:06:18.000 --> 00:06:21.120]  如果手術成功我就相信祢了
[00:06:21.120 --> 00:06:23.920]  很多時候我們都這樣祈禱
[00:06:23.920 --> 00:06:26.960]  我們有時候祈禱都頗功利
[00:06:26.960 --> 00:06:29.840]  如果祢給我這些好處我就相信祢了
[00:06:29.840 --> 00:06:33.520]  如果沒有這些好處就對不起了
[00:06:33.520 --> 00:06:34.560]  但神都連問
[00:06:34.560 --> 00:06:37.200]  很多時候祂都聽我們的祈禱
[00:06:37.200 --> 00:06:39.840]  一位女士當時未信主
[00:06:39.840 --> 00:06:41.920]  但當她這樣祈禱的時候
[00:06:41.920 --> 00:06:45.600]  後來她就經歷到很奇妙
[00:06:45.600 --> 00:06:47.360]  手術很成功
[00:06:47.360 --> 00:06:49.440]  很快就康復了
[00:06:49.440 --> 00:06:51.680]  因此回家了
[00:06:51.680 --> 00:06:54.640]  她說:我回家的時候
[00:06:54.640 --> 00:06:56.560]  心裡就很想信耶穌
[00:06:56.560 --> 00:06:58.560]  知道是要信的
[00:06:58.560 --> 00:06:59.760]  但突然間
[00:06:59.760 --> 00:07:03.600]  先生在大埔拿了一個四面佛回來
[00:07:03.600 --> 00:07:07.520]  四面佛不單是泰國有的
[00:07:07.520 --> 00:07:10.320]  然後說我們拜四面佛
[00:07:10.320 --> 00:07:12.240]  太太就不知怎麼辦
[00:07:12.240 --> 00:07:15.680]  究竟拜耶穌還是拜四面佛好呢
[00:07:15.680 --> 00:07:18.080]  一路掙扎一段時間
[00:07:18.080 --> 00:07:21.920]  她說在晚上當她睡覺的時候
[00:07:21.920 --> 00:07:26.320]  突然在晚上見到一個使者
[00:07:26.320 --> 00:07:30.320]  光明的使者跟她說了一句話
[00:07:30.320 --> 00:07:35.440]  你看十誡的第二誡
[00:07:35.440 --> 00:07:39.200]  她起來的時候很驚慌
[00:07:39.200 --> 00:07:41.280]  十誡在哪裡看到
[00:07:41.280 --> 00:07:43.280]  第二誡是什麼來的
[00:07:43.280 --> 00:07:44.880]  她不知道哪裡找到
[00:07:44.880 --> 00:07:47.600]  知道第二誡是什麼
[00:07:47.600 --> 00:07:50.800]  一直放在心裡不知道怎麼辦
[00:07:50.800 --> 00:07:53.440]  後來很奇妙有一位北宣家的姐妹
[00:07:53.440 --> 00:07:56.480]  帶她回來參加福音班
[00:07:56.480 --> 00:07:58.560]  福音班看到一個導師的時候
[00:07:58.560 --> 00:08:00.320]  很快就問導師
[00:08:00.320 --> 00:08:01.520]  導師啊
[00:08:01.520 --> 00:08:04.560]  十誡第二誡是什麼來的
[00:08:04.560 --> 00:08:05.680]  導師有點奇怪
[00:08:05.680 --> 00:08:08.400]  為什麼她特別有興趣第二誡
[00:08:08.400 --> 00:08:11.040]  然後很快就幫她看聖經
[00:08:11.040 --> 00:08:13.120]  大家知道第二誡
[00:08:13.120 --> 00:08:17.520]  不可為自己挑剔偶像
[00:08:17.520 --> 00:08:19.280]  不可跪拜他
[00:08:19.280 --> 00:08:22.320]  不可侍奉他
[00:08:22.320 --> 00:08:24.240]  當她明白的時候
[00:08:24.240 --> 00:08:28.080]  她說我知道耶穌基督是真神
[00:08:28.080 --> 00:08:30.000]  突然她心裡體會到
[00:08:30.000 --> 00:08:32.400]  這位上帝幫她明白
[00:08:32.400 --> 00:08:34.800]  唯獨耶穌基督是真神
[00:08:34.800 --> 00:08:38.160]  不可以跪拜其他的偶像
[00:08:38.160 --> 00:08:42.240]  後來她就在當中順了主
[00:08:42.240 --> 00:08:44.800]  很多人當認識神的時候
[00:08:44.800 --> 00:08:46.800]  體會一件事情
[00:08:46.800 --> 00:08:48.240]  就是天地間
[00:08:48.240 --> 00:08:51.440]  既然有一位獨一的真神
[00:08:51.440 --> 00:08:56.080]  生命裡面就不可以容許有偶像
[00:08:56.080 --> 00:08:59.200]  或者有形的或者無形的
[00:08:59.200 --> 00:09:04.480]  這些偶像不是我們聽從的一種對象
[00:09:04.480 --> 00:09:05.680]  當聖經裡面提到
[00:09:05.680 --> 00:09:09.200]  神要我們去聽從祂的話的時候
[00:09:09.200 --> 00:09:11.200]  很清楚地說出一個真理
[00:09:11.200 --> 00:09:12.560]  一個事實
[00:09:12.560 --> 00:09:15.040]  就是耶和華是獨一的神
[00:09:15.040 --> 00:09:19.200]  因此唯有祂是值得你去聽從的
[00:09:19.200 --> 00:09:24.400]  也都唯有祂是你應該立志去聽從的
[00:09:24.400 --> 00:09:25.520]  因此當聖經說到
[00:09:25.520 --> 00:09:26.560]  祂是獨一的真神
[00:09:26.560 --> 00:09:27.600]  接著祂就說
[00:09:27.600 --> 00:09:34.160]  你要盡心盡性盡力去愛你的神
[00:09:34.160 --> 00:09:34.880]  盡心
[00:09:34.880 --> 00:09:36.160]  我們有時候會感覺
[00:09:36.160 --> 00:09:37.440]  現在說到心
[00:09:37.440 --> 00:09:39.040]  你的心情好不好
[00:09:39.040 --> 00:09:42.400]  可能說得好像一些感受、情緒
[00:09:42.400 --> 00:09:45.440]  但當聖經說到你要盡心愛神的時候
[00:09:45.440 --> 00:09:49.120]  這個心是在說你的悟性
[00:09:49.120 --> 00:09:51.040]  你的意向
[00:09:51.040 --> 00:09:52.160]  你的意志
[00:09:52.160 --> 00:09:53.680]  your will
[00:09:53.680 --> 00:09:55.840]  你是立定心志
[00:09:55.840 --> 00:09:57.360]  是堅定的
[00:09:57.360 --> 00:10:00.400]  你都去愛這位的神
[00:10:00.400 --> 00:10:03.360]  因為祂是獨一的真神
[00:10:03.360 --> 00:10:05.600]  而因為祂是獨一的
[00:10:05.600 --> 00:10:09.680]  因此你和我都應當是如此堅定的
[00:10:09.680 --> 00:10:10.960]  決定的
[00:10:10.960 --> 00:10:13.040]  你都去聽從祂
[00:10:13.040 --> 00:10:14.320]  而愛神
[00:10:14.320 --> 00:10:16.480]  也都透過你聽從神
[00:10:16.480 --> 00:10:19.360]  去清楚地表達出來
[00:10:19.360 --> 00:10:20.960]  因此當聖經再說到
[00:10:20.960 --> 00:10:22.480]  怎樣去聽從的時候
[00:10:22.480 --> 00:10:24.560]  一個很清楚的大前提
[00:10:24.560 --> 00:10:25.840]  祂是獨一的神
[00:10:25.840 --> 00:10:28.160]  你應該去聽從祂
[00:10:28.160 --> 00:10:31.120]  而聖經就接著特別說到
[00:10:31.120 --> 00:10:32.800]  在家庭當中
[00:10:32.800 --> 00:10:36.480]  你怎樣去聽從上帝
[00:10:36.480 --> 00:10:39.040]  今日經文未必會詳細說到
[00:10:39.040 --> 00:10:40.000]  在不同方面
[00:10:40.000 --> 00:10:42.400]  我們怎樣在家中聽從
[00:10:42.400 --> 00:10:43.920]  但首先的是
[00:10:43.920 --> 00:10:46.880]  你立定心志
[00:10:46.880 --> 00:10:49.040]  如果你是跟隨上帝的人
[00:10:49.040 --> 00:10:52.800]  你不要讓你的上帝
[00:10:52.800 --> 00:10:56.560]  只是放在教會
[00:10:56.560 --> 00:11:00.160]  你的上帝是在你的家庭裏面
[00:11:00.160 --> 00:11:01.760]  有些電影節目都常常說
[00:11:01.760 --> 00:11:04.320]  我們都會在家中掛牌
[00:11:04.320 --> 00:11:10.080]  寫著「基督是我家之主」
[00:11:10.080 --> 00:11:12.720]  當你掛牌的時候
[00:11:12.720 --> 00:11:13.680]  感謝上帝
[00:11:13.680 --> 00:11:17.120]  你認耶穌基督是你家庭之主
[00:11:17.120 --> 00:11:20.240]  但你不要輕易地掛牌
[00:11:20.240 --> 00:11:22.080]  就代表一切
[00:11:22.080 --> 00:11:22.880]  因為你知道
[00:11:22.880 --> 00:11:26.320]  既然你以祂為你家庭的主
[00:11:26.320 --> 00:11:27.360]  祂是主
[00:11:27.360 --> 00:11:30.560]  你就當聽從祂
[00:11:30.560 --> 00:11:33.040]  在你跟家人的相處
[00:11:33.040 --> 00:11:35.600]  在你家庭很多的抉擇上
[00:11:35.600 --> 00:11:38.400]  你知道要按祂的意思
[00:11:38.400 --> 00:11:42.640]  立定意思去聽從祂
[00:11:42.640 --> 00:11:44.880]  我記得一位姐妹
[00:11:44.880 --> 00:11:46.240]  也分享到一件事情
[00:11:46.240 --> 00:11:49.040]  就是她在家庭當中
[00:11:49.040 --> 00:11:51.360]  有一個小孩
[00:11:51.360 --> 00:11:52.560]  有一次帶著小孩
[00:11:52.560 --> 00:11:55.040]  去自己妹妹的家
[00:11:55.040 --> 00:11:56.880]  兒子的姨姨家
[00:11:56.880 --> 00:11:57.840]  去到的時候很開心
[00:11:57.840 --> 00:12:00.480]  大家玩了一會兒
[00:12:00.480 --> 00:12:01.440]  回家的時候
[00:12:01.440 --> 00:12:02.640]  發覺小孩
[00:12:02.640 --> 00:12:03.600]  不知為何
[00:12:03.600 --> 00:12:08.080]  袋裏有一塊很漂亮的擦字膠
[00:12:08.080 --> 00:12:09.280]  現在大家知道
[00:12:09.280 --> 00:12:10.560]  擦字膠不是普通的
[00:12:10.560 --> 00:12:13.600]  是很多公仔印在上面
[00:12:13.600 --> 00:12:15.120]  很漂亮的大的擦字膠
[00:12:15.120 --> 00:12:17.440]  很漂亮的公仔擦字膠
[00:12:17.440 --> 00:12:18.400]  媽媽問她
[00:12:18.400 --> 00:12:20.560]  「你從哪裏來的?」
[00:12:20.560 --> 00:12:22.880]  兒子滾來滾去
[00:12:22.880 --> 00:12:25.280]  「我同學給我的」
[00:12:25.280 --> 00:12:26.480]  「剛才外出你都沒有的」
[00:12:26.480 --> 00:12:28.720]  「怎會回來就有的?」
[00:12:28.720 --> 00:12:29.360]  問了一問
[00:12:29.360 --> 00:12:32.880]  知道原來是表弟的
[00:12:32.880 --> 00:12:35.840]  是阿姨的兒子
[00:12:35.840 --> 00:12:37.120]  他說「在她的桌子上」
[00:12:37.120 --> 00:12:39.200]  「我看見很喜歡」
[00:12:39.200 --> 00:12:41.760]  就拿了回來
[00:12:41.760 --> 00:12:44.640]  放在袋裏面
[00:12:44.640 --> 00:12:47.120]  媽媽當時也有些猶豫
[00:12:47.120 --> 00:12:48.880]  但她接著說
[00:12:48.880 --> 00:12:54.400]  「我們家是信耶穌的家」
[00:12:54.400 --> 00:12:57.840]  「我們是敬愛神的」
[00:12:57.840 --> 00:13:00.160]  「明天我們會回去」
[00:13:00.160 --> 00:13:02.080]  「你把這個擦字膠」
[00:13:02.080 --> 00:13:05.920]  「給表弟和他道歉」
[00:13:05.920 --> 00:13:07.360]  兒子說
[00:13:07.360 --> 00:13:08.080]  「不用了媽媽」
[00:13:08.080 --> 00:13:10.240]  「你拿回去就可以了」
[00:13:10.240 --> 00:13:11.840]  媽媽說「不行」
[00:13:11.840 --> 00:13:13.600]  「你一起去」
[00:13:13.600 --> 00:13:16.320]  「我們不做這件事」
[00:13:16.320 --> 00:13:20.720]  「不會去偷取別人的物品」
[00:13:20.720 --> 00:13:22.880]  第二天他們去到的時候
[00:13:22.880 --> 00:13:25.040]  兒子聽媽媽的話
[00:13:25.040 --> 00:13:29.360]  把擦字膠送給表弟
[00:13:29.360 --> 00:13:32.480]  也向表弟道歉
[00:13:32.480 --> 00:13:33.680]  有些時候我們聽到電影
[00:13:33.680 --> 00:13:35.200]  才會講述他們的經歷
[00:13:35.200 --> 00:13:36.400]  但背後你會察覺
[00:13:36.400 --> 00:13:38.640]  一個很重要的原因
[00:13:38.640 --> 00:13:40.480]  因為他們知道
[00:13:40.480 --> 00:13:43.120]  他們是敬畏神
[00:13:43.120 --> 00:13:44.800]  他們願意決心
[00:13:44.800 --> 00:13:47.600]  無論是否要付代價
[00:13:47.600 --> 00:13:49.600]  舒服或不舒服
[00:13:49.600 --> 00:13:51.360]  尷尬或不尷尬
[00:13:51.360 --> 00:13:54.000]  但方向仍然是一個
[00:13:54.000 --> 00:13:56.080]  是聽從神的
[00:13:56.080 --> 00:14:00.720]  是按他的心意去聽從上帝
[00:14:00.720 --> 00:14:02.400]  因此你發覺聖經說到
[00:14:02.400 --> 00:14:03.440]  「獨一的真神」
[00:14:03.440 --> 00:14:06.160]  「你要全心全性全力愛他」
[00:14:06.160 --> 00:14:10.160]  然後教導作父母
[00:14:10.160 --> 00:14:12.400]  不單是你自己去遵從
[00:14:12.400 --> 00:14:17.040]  你要小心地教導子女去聽從
[00:14:17.040 --> 00:14:19.760]  所以大家再讀第七節
[00:14:19.760 --> 00:14:22.880]  我請大家一起讀出第七節
[00:14:22.880 --> 00:14:25.040]  「你要把這些話
[00:14:25.040 --> 00:14:28.000]  不斷地教訓你的兒女
[00:14:28.000 --> 00:14:30.400]  無論你坐在家裡
[00:14:30.400 --> 00:14:32.400]  或行在路上
[00:14:32.400 --> 00:14:35.600]  或躺下或起來的時候
[00:14:35.600 --> 00:14:37.840]  都要談論」
[00:14:37.840 --> 00:14:39.120]  你一讀的時候
[00:14:39.120 --> 00:14:40.960]  可能你有一種感覺
[00:14:40.960 --> 00:14:45.360]  嘩!這樣也頗煩的
[00:14:45.360 --> 00:14:47.600]  是否很煩呢?
[00:14:47.600 --> 00:14:49.680]  聖經不是叫我們
[00:14:49.680 --> 00:14:51.680]  或在家庭當中
[00:14:51.680 --> 00:14:53.280]  我們要歲歲不休地
[00:14:53.280 --> 00:14:57.280]  來家裡去講聖經
[00:14:57.280 --> 00:15:00.080]  但很清楚一個訊息在說
[00:15:00.080 --> 00:15:03.920]  就是聖經說是不斷地教導
[00:15:03.920 --> 00:15:06.000]  你見到第七節在說
[00:15:06.000 --> 00:15:11.440]  「把這些話不斷地教訓你的兒女」
[00:15:11.440 --> 00:15:14.960]  然後在很多生活的自然相處
[00:15:14.960 --> 00:15:16.960]  在家裡一起吃飯
[00:15:16.960 --> 00:15:19.840]  或坐地鐵
[00:15:19.840 --> 00:15:22.000]  或早上吃早餐
[00:15:22.000 --> 00:15:24.960]  晚上可能有機會在一起
[00:15:24.960 --> 00:15:27.040]  甚至躺在床上
[00:15:27.040 --> 00:15:32.560]  也可以來講述神自己的道
[00:15:32.560 --> 00:15:36.160]  不是一種歲歲不休的說話
[00:15:36.160 --> 00:15:37.360]  而是在說
[00:15:37.360 --> 00:15:39.760]  百處有的機會
[00:15:39.760 --> 00:15:42.480]  或你製造一些機會
[00:15:42.480 --> 00:15:45.040]  可以來幫助你的家人
[00:15:45.040 --> 00:15:47.840]  能夠認識神的說話
[00:15:47.840 --> 00:15:49.120]  當然今天我們可以
[00:15:49.120 --> 00:15:50.640]  將孩子帶到主學
[00:15:50.640 --> 00:15:52.560]  讓他們在當中學習聖經
[00:15:52.560 --> 00:15:54.160]  這是重要的
[00:15:54.160 --> 00:15:57.200]  但這種主學課程學習
[00:15:57.200 --> 00:16:00.000]  絕對不可以代替父母
[00:16:00.000 --> 00:16:05.440]  在家中幫助孩子認識神的說話
[00:16:05.440 --> 00:16:10.240]  在其中怎樣幫助孩子認識
[00:16:10.240 --> 00:16:12.320]  生活上很多不同的處境
[00:16:12.320 --> 00:16:14.880]  不同的經歷的事情
[00:16:14.880 --> 00:16:19.040]  讓他們知道認識神的說話
[00:16:19.040 --> 00:16:25.360]  有些家庭在一些特別的處境
[00:16:25.360 --> 00:16:27.600]  我記得有一次
[00:16:27.600 --> 00:16:32.000]  一個孩子和媽媽提出
[00:16:32.000 --> 00:16:38.160]  為什麼要將這份禮物送給朋友
[00:16:38.160 --> 00:16:41.680]  媽媽在過程中
[00:16:41.680 --> 00:16:44.720]  知道孩子很喜歡這份禮物
[00:16:44.720 --> 00:16:46.800]  但媽媽對他說
[00:16:46.800 --> 00:16:48.160]  你記得嗎
[00:16:48.160 --> 00:16:52.000]  聖經說「施比受禁為有福」
[00:16:52.000 --> 00:16:54.080]  我們很想將這份禮物
[00:16:54.080 --> 00:16:57.920]  送給我們的朋友
[00:16:57.920 --> 00:16:59.520]  然後鼓勵他
[00:16:59.520 --> 00:17:03.200]  你也有自己有多的物品
[00:17:03.200 --> 00:17:07.200]  你可以送給你的朋友
[00:17:07.200 --> 00:17:08.640]  好像一些很簡單
[00:17:08.640 --> 00:17:10.400]  生活上的一些事情
[00:17:10.400 --> 00:17:12.480]  但怎樣能夠在生活當中
[00:17:12.480 --> 00:17:14.160]  把握著不同的機會
[00:17:14.160 --> 00:17:17.520]  讓孩子可以認識神的說話
[00:17:17.520 --> 00:17:19.360]  知道神的道
[00:17:19.360 --> 00:17:22.800]  也在當中跟隨神的道
[00:17:22.800 --> 00:17:23.840]  你再讀的時候
[00:17:23.840 --> 00:17:26.320]  聖經更加說到
[00:17:26.320 --> 00:17:27.920]  將這些說話放在一些
[00:17:27.920 --> 00:17:29.840]  好像很當眼的地方
[00:17:29.840 --> 00:17:32.240]  讓人可以常常留意到
[00:17:32.240 --> 00:17:33.520]  第八節說
[00:17:33.520 --> 00:17:35.440]  「你也要把這些話
[00:17:35.440 --> 00:17:38.320]  繫在手上作記號
[00:17:38.320 --> 00:17:41.200]  戴在額上作頭帶」
[00:17:41.200 --> 00:17:43.280]  大家如果有機會去過
[00:17:43.280 --> 00:17:44.880]  以色列的地方
[00:17:44.880 --> 00:17:48.960]  今天很多稱為正統猶太人
[00:17:48.960 --> 00:17:50.640]  穿著黑袍
[00:17:50.640 --> 00:17:52.400]  黑的尖帽
[00:17:52.400 --> 00:17:53.440]  有沒有看到有時候
[00:17:53.440 --> 00:17:57.120]  他們戴著一條帶在額頭上
[00:17:57.120 --> 00:17:59.760]  然後有一個小小的盒子
[00:17:59.760 --> 00:18:01.920]  裡面有經文
[00:18:01.920 --> 00:18:03.840]  他們就按照聖經字免的意思
