
[00:00:00.000 --> 00:00:04.560]  今天我們一起繼續這個雅歌的旅程
[00:02:53.960 --> 00:02:55.960]  讓我們經歷你自己
[00:02:55.960 --> 00:02:57.960]  不單止在頭腦上認識你
[00:02:57.960 --> 00:03:00.800]  讓我們在心底裏看見你
[00:03:00.800 --> 00:03:02.800]  摸到你
[00:03:02.800 --> 00:03:04.800]  就好像詩歌裏所講的
[00:03:04.800 --> 00:03:06.800]  我們能夠親吻你一樣
[00:03:06.800 --> 00:03:08.800]  奉耶穌名祈禱
[00:03:08.800 --> 00:03:13.800]  這幾條問題其實都幾好的
[00:03:13.800 --> 00:03:19.400]  可以澄清少少和引進我們今天所講的東西
[00:03:19.400 --> 00:03:23.600]  首先一條我都知道一定會問的
[00:03:23.600 --> 00:03:25.600]  不過很簡單的回答
[00:03:25.600 --> 00:03:27.600]  有何具體的證據證明
[00:03:27.600 --> 00:03:29.600]  所羅門王創作雅歌的時候
[00:03:29.600 --> 00:03:31.600]  有背後的隱喻神人關係的意念
[00:03:31.600 --> 00:03:33.600]  而非純粹的一種藝術的角度
[00:03:33.600 --> 00:03:35.600]  去撰寫愛情戀愛的歌劇呢
[00:03:35.600 --> 00:03:37.600]  當然很難說有什麼直接的證據
[00:03:37.600 --> 00:03:39.600]  因為究竟雅歌是不是所有所羅門所寫的都是一個問題
[00:03:39.600 --> 00:03:41.600]  我們這次就不詳細的解釋了
[00:03:41.600 --> 00:03:43.600]  因為我們今天就不詳細的解釋了
[00:03:43.600 --> 00:03:45.600]  所以我們就不詳細的解釋了
[00:03:45.600 --> 00:03:47.600]  所以我們今天就不詳細的解釋了
[00:03:47.600 --> 00:03:49.600]  因為我們今天就不詳細的解釋了
[00:03:49.600 --> 00:03:51.600]  因為我們今天就不詳細的解釋了
[00:03:51.600 --> 00:03:53.600]  因為我們今天就不詳細的解釋了
[00:03:53.600 --> 00:03:55.600]  因為我們今天就不詳細的解釋了
[00:03:55.600 --> 00:03:57.600]  因為我們今天就不詳細的解釋了
[00:03:57.600 --> 00:03:59.600]  因為我們今天就不詳細的解釋了
[00:03:59.600 --> 00:04:01.600]  因為我們今天就不詳細的解釋了
[00:04:01.600 --> 00:04:03.600]  因為我們今天就不詳細的解釋了
[00:04:03.600 --> 00:04:05.600]  因為我們今天就不詳細的解釋了
[00:04:05.600 --> 00:04:07.600]  因為我們今天就不詳細的解釋了
[00:04:07.600 --> 00:04:09.600]  因為我們今天就不詳細的解釋了
[00:04:09.600 --> 00:04:11.600]  因為我們今天就不詳細的解釋了
[00:04:11.600 --> 00:04:13.600]  因為我們今天就不詳細的解釋了
[00:04:13.600 --> 00:04:15.600]  因為我們今天就不詳細的解釋了
[00:04:15.600 --> 00:04:17.600]  因為我們今天就不詳細的解釋了
[00:04:17.600 --> 00:04:19.600]  因為我們今天就不詳細的解釋了
[00:04:19.600 --> 00:04:21.600]  因為我們今天就不詳細的解釋了
[00:04:21.600 --> 00:04:23.600]  因為我們今天就不詳細的解釋了
[00:04:23.600 --> 00:04:25.600]  因為我們今天就不詳細的解釋了
[00:04:25.600 --> 00:04:27.600]  因為我們今天就不詳細的解釋了
[00:04:27.600 --> 00:04:29.600]  因為我們今天就不詳細的解釋了
[00:04:29.600 --> 00:04:31.600]  因為我們今天就不詳細的解釋了
[00:04:31.600 --> 00:04:33.600]  因為我們今天就不詳細的解釋了
[00:04:33.600 --> 00:04:35.600]  因為我們今天就不詳細的解釋了
[00:04:35.600 --> 00:04:37.600]  因為我們今天就不詳細的解釋了
[00:04:37.600 --> 00:04:39.600]  因為我們今天就不詳細的解釋了
[00:04:39.600 --> 00:04:41.600]  因為我們今天就不詳細的解釋了
[00:04:41.600 --> 00:04:43.600]  因為我們今天就不詳細的解釋了
[00:04:43.600 --> 00:04:45.600]  因為我們今天就不詳細的解釋了
[00:04:45.600 --> 00:04:47.600]  因為我們今天就不詳細的解釋了
[00:04:47.600 --> 00:04:49.600]  因為我們今天就不詳細的解釋了
[00:04:49.600 --> 00:04:51.600]  因為我們今天就不詳細的解釋了
[00:04:51.600 --> 00:04:53.600]  因為我們今天就不詳細的解釋了
[00:04:53.600 --> 00:04:55.600]  因為我們今天就不詳細的解釋了
[00:04:55.600 --> 00:04:57.600]  因為我們今天就不詳細的解釋了
[00:04:57.600 --> 00:04:59.600]  因為我們今天就不詳細的解釋了
[00:04:59.600 --> 00:05:01.600]  因為我們今天就不詳細的解釋了
[00:05:01.600 --> 00:05:03.600]  因為我們今天就不詳細的解釋了
[00:05:03.600 --> 00:05:05.600]  因為我們今天就不詳細的解釋了
[00:05:05.600 --> 00:05:07.600]  因為我們今天就不詳細的解釋了
[00:05:07.600 --> 00:05:09.600]  因為我們今天就不詳細的解釋了
[00:05:09.600 --> 00:05:11.600]  因為我們今天就不詳細的解釋了
[00:05:11.600 --> 00:05:13.600]  因為我們今天就不詳細的解釋了
[00:05:13.600 --> 00:05:15.600]  因為我們今天就不詳細的解釋了
[00:05:15.600 --> 00:05:17.600]  因為我們今天就不詳細的解釋了
[00:05:17.600 --> 00:05:19.600]  另外一個就是
[00:05:19.600 --> 00:05:21.600]  另外一個就是
[00:05:21.600 --> 00:05:23.600]  問的問題
[00:05:23.600 --> 00:05:25.600]  這兩條問題其實今天我們都會
[00:05:25.600 --> 00:05:27.600]  某個意義來說
[00:05:27.600 --> 00:05:29.600]  我們會回答的
[00:05:29.600 --> 00:05:31.600]  第一條問題是請問在這個頌哥的部分
[00:05:31.600 --> 00:05:33.600]  二章七節三章五節八章四節當中
[00:05:33.600 --> 00:05:35.600]  有什麼屬靈的教導
[00:05:35.600 --> 00:05:37.600]  就是那個頌哥
[00:05:37.600 --> 00:05:39.600]  就是那個頌哥
[00:05:39.600 --> 00:05:41.600]  兩個主要的副歌
[00:05:41.600 --> 00:05:43.600]  一個是我屬主主屬我
[00:05:43.600 --> 00:05:45.600]  一個是他屬我
[00:05:45.600 --> 00:05:47.600]  我屬他
[00:05:47.600 --> 00:05:49.600]  我屬我的主他又戀無我
[00:05:49.600 --> 00:05:51.600]  這是第一個頌哥重覆三次
[00:05:51.600 --> 00:05:53.600]  第二個頌哥就差不多相同的
[00:05:53.600 --> 00:05:55.600]  第二個頌哥就差不多相同的
[00:05:55.600 --> 00:05:57.600]  但是重覆也是三次的
[00:05:57.600 --> 00:05:59.600]  就是說你不要驚動讓他自圓
[00:05:59.600 --> 00:06:01.600]  天間的母鹿
[00:06:01.600 --> 00:06:03.600]  你不要驚動讓他自圓
[00:06:03.600 --> 00:06:05.600]  說了三次
[00:06:05.600 --> 00:06:07.600]  這兩個頌哥有什麼意思呢
[00:06:07.600 --> 00:06:09.600]  今天我們就會說
[00:06:09.600 --> 00:06:11.600]  所以就忍一忍
[00:06:11.600 --> 00:06:13.600]  第二個問題再問
[00:06:13.600 --> 00:06:17.600]  怎樣才能產生像佳偶對良人那種渴慕之情呢
[00:06:17.600 --> 00:06:19.600]  是人自己能有所作為呢
[00:06:19.600 --> 00:06:21.600]  還是只能養賴主的恩典呢
[00:06:21.600 --> 00:06:23.600]  兩個都對
[00:06:23.600 --> 00:06:25.600]  但是最重要
[00:06:25.600 --> 00:06:27.600]  今天我想說的
[00:06:27.600 --> 00:06:29.600]  在我們今天的課題裡面
[00:06:29.600 --> 00:06:31.600]  經文裡面說到
[00:06:31.600 --> 00:06:33.600]  第三種的原因
[00:06:33.600 --> 00:06:35.600]  令到你不能夠不渴慕主的
[00:06:35.600 --> 00:06:37.600]  一會兒會說的
[00:06:37.600 --> 00:06:39.600]  有時候你自己努力
[00:06:39.600 --> 00:06:41.600]  有時候養賴主的恩典
[00:06:41.600 --> 00:06:43.600]  當然也是
[00:06:43.600 --> 00:06:45.600]  在經歷上
[00:06:45.600 --> 00:06:47.600]  靈修學者和雅歌
[00:06:47.600 --> 00:06:49.600]  提出了第三條路
[00:06:49.600 --> 00:06:51.600]  這三條路
[00:06:51.600 --> 00:06:53.600]  很詭秘很奇怪
[00:06:53.600 --> 00:06:55.600]  聽的時候好像不能夠接受
[00:06:55.600 --> 00:06:57.600]  但想想的時候
[00:06:57.600 --> 00:06:59.600]  是真的
[00:06:59.600 --> 00:07:01.600]  今天我們看聖經和歷代的靈修學者
[00:07:01.600 --> 00:07:03.600]  他的經歷
[00:07:03.600 --> 00:07:05.600]  你會看到出來
[00:07:05.600 --> 00:07:07.600]  第三條路我一會兒再說
[00:07:07.600 --> 00:07:09.600]  最後第三條問題
[00:07:09.600 --> 00:07:11.600]  引入我們
[00:07:11.600 --> 00:07:13.600]  很簡單總結一下我們上一次
[00:07:13.600 --> 00:07:15.600]  昨晚我們所說的
[00:07:15.600 --> 00:07:17.600]  說淑玲經歷的第一手
[00:07:17.600 --> 00:07:19.600]  和第二手的婚夜
[00:07:19.600 --> 00:07:21.600]  是否可以有絕對的戒婚
[00:07:21.600 --> 00:07:23.600]  這個問題很理性
[00:07:23.600 --> 00:07:25.600]  不要緊的
[00:07:25.600 --> 00:07:27.600]  我也是很理性的人
[00:07:27.600 --> 00:07:29.600]  雖然這次是感性的經歷
[00:07:29.600 --> 00:07:31.600]  但絕不等於我不理性
[00:07:31.600 --> 00:07:33.600]  這個很理性的反應
[00:07:33.600 --> 00:07:35.600]  第一手的經歷
[00:07:35.600 --> 00:07:37.600]  第二手的經歷
[00:07:37.600 --> 00:07:39.600]  我們不要第二手的經歷
[00:07:39.600 --> 00:07:41.600]  不是借來的經歷
[00:07:41.600 --> 00:07:43.600]  借來的信仰
[00:07:43.600 --> 00:07:45.600]  我要直接的親民的經歷
[00:07:45.600 --> 00:07:47.600]  這個有沒有絕對的婚戒
[00:07:47.600 --> 00:07:49.600]  個人和群體不同的淑玲經歷
[00:07:49.600 --> 00:07:51.600]  不能作出比較
[00:07:51.600 --> 00:07:53.600]  很簡單的想和大家
[00:07:53.600 --> 00:07:55.600]  分享
[00:07:55.600 --> 00:07:57.600]  第一條的問題
[00:07:57.600 --> 00:07:59.600]  有什麼分別呢
[00:07:59.600 --> 00:08:01.600]  其實很簡單的總結
[00:08:01.600 --> 00:08:03.600]  上一堂我們昨晚所說的
[00:08:03.600 --> 00:08:05.600]  兩樣東西
[00:08:05.600 --> 00:08:07.600]  我們和神
[00:08:07.600 --> 00:08:09.600]  像雅歌所說的
[00:08:09.600 --> 00:08:11.600]  直接的愛
[00:08:11.600 --> 00:08:13.600]  直接的渴慕的愛
[00:08:13.600 --> 00:08:15.600]  不是透過一些
[00:08:15.600 --> 00:08:19.600]  其他搞機搞路的東西
[00:08:19.600 --> 00:08:21.600]  而是直接的愛
[00:08:21.600 --> 00:08:23.600]  有什麼不同
[00:08:23.600 --> 00:08:25.600]  我說得很抽象嗎?不抽象的
[00:08:25.600 --> 00:08:27.600]  因為和主有直接的愛
[00:08:27.600 --> 00:08:31.600]  是產生了一種新的動力
[00:08:31.600 --> 00:08:33.600]  那種新的動力
[00:08:33.600 --> 00:08:35.600]  在我們的經驗
[00:08:35.600 --> 00:08:37.600]  昨晚我們說了兩樣東西
[00:08:37.600 --> 00:08:39.600]  當然還有很多
[00:08:39.600 --> 00:08:41.600]  但主要說了兩樣東西
[00:08:41.600 --> 00:08:43.600]  第一就是
[00:08:43.600 --> 00:08:45.600]  如果我是因為愛主的緣故
[00:08:45.600 --> 00:08:47.600]  因為愛他
[00:08:47.600 --> 00:08:49.600]  因為我經歷了神自己很真實的愛
[00:08:49.600 --> 00:08:51.600]  我又愛他
[00:08:51.600 --> 00:08:53.600]  而產生一切我們的動力
[00:08:53.600 --> 00:08:55.600]  我們的工作
[00:08:55.600 --> 00:08:57.600]  我們的侍奉
[00:08:57.600 --> 00:08:59.600]  我們發覺是有不同的
[00:08:59.600 --> 00:09:01.600]  但我們說有時候
[00:09:01.600 --> 00:09:03.600]  我們也會騙自己
[00:09:03.600 --> 00:09:05.600]  我們因為主的緣故
[00:09:05.600 --> 00:09:07.600]  所以我們的侍奉
[00:09:07.600 --> 00:09:09.600]  我們很忙碌很辛苦
[00:09:09.600 --> 00:09:11.600]  甚至家人都會抱怨我們
[00:09:11.600 --> 00:09:13.600]  或者我們很愛主
[00:09:13.600 --> 00:09:15.600]  所以我們為了教會
[00:09:15.600 --> 00:09:17.600]  去到遠方做宣教的工作
[00:09:17.600 --> 00:09:19.600]  這些我相信不是騙自己的
[00:09:19.600 --> 00:09:21.600]  你自己都以為自己是這樣的
[00:09:21.600 --> 00:09:23.600]  直到什麼時候呢?
[00:09:23.600 --> 00:09:25.600]  直到當有挫敗的時候
[00:09:25.600 --> 00:09:27.600]  就一個考驗了
[00:09:27.600 --> 00:09:29.600]  因為有時候我們以為
[00:09:29.600 --> 00:09:31.600]  自己是因為主的緣故去侍奉
[00:09:31.600 --> 00:09:33.600]  但其實我們不知不覺
[00:09:33.600 --> 00:09:35.600]  可能開始的時候是
[00:09:35.600 --> 00:09:37.600]  那幾年之後我發覺因為我是教神學的
[00:09:37.600 --> 00:09:39.600]  教了二十多年了
[00:09:39.600 --> 00:09:41.600]  很多神學家在我
[00:09:41.600 --> 00:09:43.600]  受教裡面的出來做牧師
[00:09:43.600 --> 00:09:45.600]  我們有和他們有很多的接觸
[00:09:45.600 --> 00:09:49.600]  有一個很危險很隱蔽的危險和危機
[00:09:49.600 --> 00:09:51.600]  就是他出去侍奉的時候
[00:09:51.600 --> 00:09:53.600]  他真的是為了主的緣故
[00:09:53.600 --> 00:09:55.600]  但慢慢過了一段日子的時候
[00:09:55.600 --> 00:09:57.600]  他仍然繼續侍奉
[00:09:57.600 --> 00:09:59.600]  甚至越做越大
[00:09:59.600 --> 00:10:01.600]  教會越來越成功
[00:10:01.600 --> 00:10:03.600]  但慢慢你會發覺
[00:10:03.600 --> 00:10:05.600]  他自己不知道動機已經慢慢轉了
[00:10:05.600 --> 00:10:07.600]  shift了
[00:10:07.600 --> 00:10:09.600]  他的努力他的投入
[00:10:09.600 --> 00:10:11.600]  他的犧牲
[00:10:11.600 --> 00:10:13.600]  在所不計的投入
[00:10:13.600 --> 00:10:15.600]  那種焚燒自己
[00:10:15.600 --> 00:10:17.600]  有時候是為了
[00:10:17.600 --> 00:10:19.600]  那個侍奉的成就
[00:10:19.600 --> 00:10:21.600]  為了一件事做得好
[00:10:21.600 --> 00:10:23.600]  為了那種成功感
[00:10:23.600 --> 00:10:25.600]  不一定是表面的讚賞
[00:10:25.600 --> 00:10:27.600]  為了那件事做得最好為止
[00:10:27.600 --> 00:10:29.600]  成為他的動力
[00:10:29.600 --> 00:10:31.600]  或者有時候為了那些會友
[00:10:31.600 --> 00:10:33.600]  為了那些有需要的人
[00:10:33.600 --> 00:10:35.600]  投入去做
[00:10:35.600 --> 00:10:37.600]  但那個動機已經慢慢從
[00:10:37.600 --> 00:10:39.600]  他直接是因為愛主的原因
[00:10:39.600 --> 00:10:41.600]  給他的感動
[00:10:41.600 --> 00:10:43.600]  而去做
[00:10:43.600 --> 00:10:45.600]  動機轉了
[00:10:45.600 --> 00:10:47.600]  動機轉了之後不一定發覺到
[00:10:47.600 --> 00:10:49.600]  自己做了幾十年了
[00:10:49.600 --> 00:10:51.600]  直到有一天突然間你發覺
[00:10:51.600 --> 00:10:53.600]  你做了一件大事
[00:10:53.600 --> 00:10:55.600]  你認為最好的侍奉原來是一鑊泡
[00:10:55.600 --> 00:10:57.600]  你做壽做生做死
[00:10:57.600 --> 00:10:59.600]  然後那班人
[00:10:59.600 --> 00:11:01.600]  還批評你
[00:11:01.600 --> 00:11:03.600]  還說你做得不好
[00:11:03.600 --> 00:11:05.600]  但因為打擊一切都沒有的時候
[00:11:05.600 --> 00:11:07.600]  很多人說他燒脾氣
[00:11:07.600 --> 00:11:09.600]  昨晚說
[00:11:09.600 --> 00:11:11.600]  所謂燒脾氣其實不單單是一種
[00:11:11.600 --> 00:11:13.600]  身體上或者情緒上的燒脾氣
[00:11:13.600 --> 00:11:15.600]  是突然間他發覺
[00:11:15.600 --> 00:11:17.600]  原來當那些反應沒有了的時候
[00:11:17.600 --> 00:11:19.600]  他找不到動力
[00:11:19.600 --> 00:11:21.600]  他不想再做
[00:11:21.600 --> 00:11:23.600]  他突然不敢
[00:11:23.600 --> 00:11:25.600]  覺得他想再服侍這班人
[00:11:25.600 --> 00:11:27.600]  這班人實在太不知情色序
[00:11:27.600 --> 00:11:29.600]  我一生人這樣
[00:11:29.600 --> 00:11:31.600]  扔給他的會友
[00:11:31.600 --> 00:11:33.600]  給那麼多心機犧牲那麼多
[00:11:33.600 --> 00:11:35.600]  人們這樣說話
[00:11:35.600 --> 00:11:37.600]  教育他又錯錯完又再教
[00:11:37.600 --> 00:11:39.600]  教育他又悔改悔改又去做錯
[00:11:39.600 --> 00:11:41.600]  這樣的人我沒有心機再理他
[00:11:41.600 --> 00:11:43.600]  突然間你發覺
[00:11:43.600 --> 00:11:45.600]  原來你一切的動機
[00:11:45.600 --> 00:11:47.600]  不知不覺就是因為他
[00:11:47.600 --> 00:11:49.600]  而不是因為
[00:11:49.600 --> 00:11:51.600]  害主的緣故
[00:11:51.600 --> 00:11:53.600]  到那天你就突然間
[00:11:53.600 --> 00:11:55.600]  發覺當這些全部
[00:11:55.600 --> 00:11:57.600]  消失了之後這些滿足感
[00:11:57.600 --> 00:11:59.600]  消失了之後你的動力原來
[00:11:59.600 --> 00:12:01.600]  乾了的時候你發覺原來
[00:12:01.600 --> 00:12:03.600]  那個動力不是來自對神的愛
[00:12:03.600 --> 00:12:05.600]  而那個人他一直保持
[00:12:05.600 --> 00:12:07.600]  是因為他愛神他願意
[00:12:07.600 --> 00:12:09.600]  因為很多時候我們很無聊
[00:12:09.600 --> 00:12:11.600]  做了很多侍奉我們發覺
[00:12:11.600 --> 00:12:13.600]  我們和神之間的關係越來越疏遠
[00:12:13.600 --> 00:12:15.600]  很荒謬的
[00:12:15.600 --> 00:12:17.600]  直接的關係越來越疏遠
[00:12:17.600 --> 00:12:19.600]  但我們做越做越多的事
[00:12:19.600 --> 00:12:21.600]  關於神的事越做越多
[00:12:21.600 --> 00:12:23.600]  經常有這樣的荒謬的情況出現
[00:12:23.600 --> 00:12:25.600]  到一個地步突然間
[00:12:25.600 --> 00:12:27.600]  發覺那些東西沒有了的時候
[00:12:27.600 --> 00:12:29.600]  突然間發覺原來
[00:12:29.600 --> 00:12:31.600]  神直接給你的
[00:12:31.600 --> 00:12:33.600]  和神之間的愛所產生的動力
[00:12:33.600 --> 00:12:35.600]  原來是這樣經不起考驗
[00:12:35.600 --> 00:12:37.600]  那麼破那麼脆弱
[00:12:37.600 --> 00:12:39.600]  那麼不堪一擊
[00:12:39.600 --> 00:12:41.600]  所以在那時候就分別了
[00:12:41.600 --> 00:12:43.600]  有些人一切都沒有了
[00:12:43.600 --> 00:12:45.600]  他心裡仍然有那種愛
[00:12:45.600 --> 00:12:47.600]  仍然有一種做法
[00:12:47.600 --> 00:12:49.600]  沒有人理他
[00:12:49.600 --> 00:12:51.600]  沒有人知道像耶穌一樣
[00:12:51.600 --> 00:12:53.600]  門徒都走了
[00:12:53.600 --> 00:12:55.600]  耶穌繼續走上十字架
[00:12:55.600 --> 00:12:57.600]  改了他的行程
[00:12:57.600 --> 00:12:59.600]  為什麼?他不是為了那群人而上十字架
[00:12:59.600 --> 00:13:01.600]  那群人的反應而上十字架
[00:13:01.600 --> 00:13:03.600]  他知道他要做什麼
[00:13:03.600 --> 00:13:05.600]  這個情況下就分到那種
[00:13:05.600 --> 00:13:07.600]  所謂第一手和二手的
[00:13:07.600 --> 00:13:09.600]  信仰的分別
[00:13:09.600 --> 00:13:11.600]  同樣的昨晚我們都提到另外一個
[00:13:11.600 --> 00:13:13.600]  就是一個人如果真的因為
[00:13:13.600 --> 00:13:15.600]  神的愛
[00:13:15.600 --> 00:13:17.600]  基督對他的愛
[00:13:17.600 --> 00:13:19.600]  他對基督的愛
[00:13:19.600 --> 00:13:21.600]  而產生那種生命力的話
[00:13:21.600 --> 00:13:23.600]  這種愛就像昨晚我所說的那些人
[00:13:23.600 --> 00:13:25.600]  就是他因為愛
[00:13:25.600 --> 00:13:27.600]  所謂被愛
[00:13:27.600 --> 00:13:29.600]  所以他自重
[00:13:29.600 --> 00:13:31.600]  自重不是因為別人對他的讚賞
[00:13:31.600 --> 00:13:33.600]  甚至自重不會因為別人對他的踐踏
[00:13:33.600 --> 00:13:35.600]  而有所改變
[00:13:35.600 --> 00:13:37.600]  因為主愛我
[00:13:37.600 --> 00:13:39.600]  好像這個女子一樣
[00:13:39.600 --> 00:13:41.600]  我讓人愛我
[00:13:41.600 --> 00:13:43.600]  雖然黑但我覺得我好靚
[00:13:43.600 --> 00:13:45.600]  為什麼?我讓人覺得我靚就夠了
[00:13:45.600 --> 00:13:47.600]  你不覺得我靚
[00:13:47.600 --> 00:13:49.600]  好,你們笑我,好啊
[00:13:49.600 --> 00:13:51.600]  不要緊,這種就是那種
[00:13:51.600 --> 00:13:53.600]  不會被別人的
[00:13:53.600 --> 00:13:55.600]  閒言閒語或者別人的眼光
[00:13:55.600 --> 00:13:57.600]  而決定他自己有沒有價值
[00:13:57.600 --> 00:13:59.600]  更加不會像一些明星
[00:13:59.600 --> 00:14:01.600]  一些演藝者
[00:14:01.600 --> 00:14:03.600]  看看掌聲有多少
[00:14:03.600 --> 00:14:05.600]  而決定他自己有沒有存在的價值
[00:14:05.600 --> 00:14:07.600]  值多少錢
[00:14:07.600 --> 00:14:09.600]  不會的
[00:14:09.600 --> 00:14:11.600]  因為主對他愛
[00:14:11.600 --> 00:14:13.600]  他做這一切的事
[00:14:13.600 --> 00:14:15.600]  他知道不是向人交著
[00:14:15.600 --> 00:14:17.600]  所以這個分別
[00:14:17.600 --> 00:14:19.600]  在某些時間裏
[00:14:19.600 --> 00:14:21.600]  大家看不到的
[00:14:21.600 --> 00:14:23.600]  但當一些事情發生的時候
[00:14:23.600 --> 00:14:25.600]  就演出來了
[00:14:25.600 --> 00:14:27.600]  為什麼同一個打擊臨到兩個基督徒
[00:14:27.600 --> 00:14:29.600]  兩個人反應這麼不同
[00:14:29.600 --> 00:14:31.600]  一個砰就馬上散了
[00:14:31.600 --> 00:14:33.600]  從今早起不去禮拜堂
[00:14:33.600 --> 00:14:35.600]  生氣了,生氣了神和神就吵架了
[00:14:35.600 --> 00:14:37.600]  兩個人一直哭著,一直很痛苦
[00:14:37.600 --> 00:14:39.600]  但他生命裏面仍然有一種
[00:14:39.600 --> 00:14:41.600]  你會發覺一種眼淚裏面的堅忍
[00:14:41.600 --> 00:14:43.600]  堅忍產生了一種力量
[00:14:43.600 --> 00:14:45.600]  好像保羅一樣
[00:14:45.600 --> 00:14:47.600]  什麼都沒有的時候
[00:14:47.600 --> 00:14:49.600]  在哥倫多後書或者在
[00:14:49.600 --> 00:14:51.600]  菲律賓書
[00:14:51.600 --> 00:14:53.600]  或者在提摩太后書裏面
[00:14:53.600 --> 00:14:55.600]  什麼都沒有的時候
[00:14:55.600 --> 00:14:57.600]  他才發出那種生命力
[00:14:57.600 --> 00:14:59.600]  那種生命力
[00:14:59.600 --> 00:15:01.600]  才是感人
[00:15:01.600 --> 00:15:03.600]  這個分別有時在這裏分別出來
[00:15:03.600 --> 00:15:05.600]  這個就是昨晚我們講到
[00:15:05.600 --> 00:15:07.600]  我們學武主的時候
[00:15:07.600 --> 00:15:09.600]  那個追求的時候
[00:15:09.600 --> 00:15:11.600]  所產生出來的分別
[00:15:11.600 --> 00:15:13.600]  第二幕
[00:15:13.600 --> 00:15:15.600]  當然就講到這個約會
[00:15:15.600 --> 00:15:17.600]  和驚夢
[00:15:17.600 --> 00:15:19.600]  約會和驚夢
[00:15:19.600 --> 00:15:21.600]  有什麼特別的
[00:15:21.600 --> 00:15:23.600]  屬靈上的意思呢
[00:15:23.600 --> 00:15:25.600]  和大家稍為一個分享
[00:15:25.600 --> 00:15:27.600]  首先講到這個約會
[00:15:27.600 --> 00:15:29.600]  這個良人從遠處走來
[00:15:29.600 --> 00:15:31.600]  然後找他
[00:15:31.600 --> 00:15:33.600]  在靈修學者對這個
[00:15:33.600 --> 00:15:35.600]  這段聖經的理解裏面
[00:15:35.600 --> 00:15:37.600]  我想和大家分享幾樣東西
[00:15:37.600 --> 00:15:39.600]  這個比較輕鬆一點
[00:15:39.600 --> 00:15:41.600]  簡單一點
[00:15:41.600 --> 00:15:43.600]  但我覺得值得提一提
