
[00:00:00.000 --> 00:00:05.300]  亞伯蘭的妻子撒萊沒有為他生孩子
[00:07:07.900 --> 00:07:11.100]  距離我們今天肯定有好幾千年歷史了
[00:07:11.100 --> 00:07:13.400]  但有一點我想提醒各位
[00:07:13.400 --> 00:07:15.100]  我們看這段經文的時候
[00:07:15.100 --> 00:07:18.800]  千萬不要把當事人對上帝的認知
[00:07:18.800 --> 00:07:20.700]  跟我們相同的
[00:07:20.700 --> 00:07:23.200]  因為我們有舊約和新約
[00:07:23.200 --> 00:07:24.700]  他們是在新約之前
[00:07:24.700 --> 00:07:27.900]  甚至是在以色列民族還沒有形成之前
[00:07:27.900 --> 00:07:29.400]  始祖時代
[00:07:29.400 --> 00:07:30.900]  他們對上帝的認知
[00:07:30.900 --> 00:07:32.700]  通常是模糊的
[00:07:32.700 --> 00:07:35.500]  需要通過什麼來經歷上帝呢
[00:07:35.500 --> 00:07:36.300]  看得到
[00:07:36.300 --> 00:07:37.200]  摸得到
[00:07:37.200 --> 00:07:38.600]  聽得到的
[00:07:38.600 --> 00:07:41.000]  這個叫做宗教經驗
[00:07:41.000 --> 00:07:42.500]  所以在這段經文裡面
[00:07:42.500 --> 00:07:45.000]  一個默默無聞的埃及婦女
[00:07:45.000 --> 00:07:46.600]  其實她不重要的
[00:07:46.600 --> 00:07:52.600]  但卻出現在《篡十記》這個篇幅當中
[00:07:52.600 --> 00:07:54.200]  如果她沒有出現在十六章
[00:07:54.200 --> 00:07:56.700]  我們永遠不知道亞伯蘭
[00:07:56.700 --> 00:07:58.100]  或者叫亞伯拉罕
[00:07:58.100 --> 00:07:59.700]  她有一個使女
[00:07:59.700 --> 00:08:02.700]  這個名字叫做夏賈
[00:08:02.700 --> 00:08:05.800]  就是因為她成為亞伯蘭家庭的一部分
[00:08:05.800 --> 00:08:08.800]  她的故事就成為了聖經的一部分
[00:08:08.800 --> 00:08:10.800]  聖經的一部分就包括了
[00:08:10.800 --> 00:08:14.900]  凸顯出上帝到底是怎樣形象的
[00:08:14.900 --> 00:08:16.500]  的一個記載
[00:08:16.500 --> 00:08:18.500]  所以《篡十記》十六章
[00:08:18.500 --> 00:08:22.200]  記載了一個非常重大的失誤
[00:08:22.200 --> 00:08:24.600]  這個重大的失誤是
[00:08:24.600 --> 00:08:30.000]  亞伯蘭兩夫婦急於想看到上帝的
[00:08:30.000 --> 00:08:31.900]  音許
[00:08:31.900 --> 00:08:34.000]  的確上帝跟他們講過的
[00:08:34.000 --> 00:08:35.300]  我會給你孩子
[00:08:35.300 --> 00:08:37.500]  但他們等了很久
[00:08:37.500 --> 00:08:39.600]  似乎好像沒有眉目
[00:08:39.600 --> 00:08:41.700]  於是嘗試著用自己的方法
[00:08:41.700 --> 00:08:43.300]  來幫助上帝
[00:08:43.300 --> 00:08:45.300]  實行上帝講過的音許
[00:08:45.300 --> 00:08:47.100]  是不是上帝忘記了呢
[00:08:47.100 --> 00:08:49.100]  是不是上帝沉默了呢
[00:08:49.100 --> 00:08:52.800]  是不是上帝太多答應人類的音許
[00:08:52.800 --> 00:08:57.200]  他忽略了呢
[00:08:57.200 --> 00:09:00.800]  各位這裡並不是說亞伯蘭放棄對上帝的信仰
[00:09:00.800 --> 00:09:02.200]  不是的
[00:09:02.200 --> 00:09:05.800]  而是因為她太渴望上帝的音許
[00:09:05.800 --> 00:09:07.600]  上帝親口講的
[00:09:07.600 --> 00:09:09.400]  我們等了這麼多年
[00:09:09.400 --> 00:09:11.600]  沒有等到
[00:09:11.600 --> 00:09:14.100]  甚至是不是上帝的時機
[00:09:14.100 --> 00:09:16.400]  都沒有來臨呢
[00:09:16.400 --> 00:09:19.900]  如果你注意在《創世紀》的15章
[00:09:19.900 --> 00:09:24.000]  亞伯蘭的信心遇到一個非常大的挑戰
[00:09:24.000 --> 00:09:27.600]  聖經說亞伯蘭信靠耶和華
[00:09:27.600 --> 00:09:31.200]  耶和華就以他為義
[00:09:31.200 --> 00:09:33.500]  信心就是信任
[00:09:33.500 --> 00:09:36.100]  什麼叫信任呢
[00:09:36.100 --> 00:09:37.100]  我不知道未來
[00:09:37.100 --> 00:09:38.400]  但他說了
[00:09:38.400 --> 00:09:40.400]  說話就算數
[00:09:40.400 --> 00:09:44.500]  我敢肯定他不會收回他的承諾
[00:09:44.500 --> 00:09:45.700]  但信心裡面
[00:09:45.700 --> 00:09:46.600]  你會發現
[00:09:46.600 --> 00:09:48.900]  15章講說他有信心
[00:09:48.900 --> 00:09:50.000]  到了16章
[00:09:50.000 --> 00:09:53.200]  我們不知道15到16章過了多少年
[00:09:53.200 --> 00:09:54.900]  但至少在這裡我們可以看到
[00:09:54.900 --> 00:09:57.300]  信心並沒有意味著
[00:09:57.300 --> 00:10:01.400]  你是沒有疑惑的
[00:10:01.400 --> 00:10:03.600]  信心不會說你
[00:10:03.600 --> 00:10:06.900]  永遠是保持著100度的熱情對上帝
[00:10:06.900 --> 00:10:09.000]  不會消滅
[00:10:09.000 --> 00:10:10.400]  你會有疑問
[00:10:10.400 --> 00:10:12.700]  你會有困惑
[00:10:12.700 --> 00:10:16.900]  所以亞伯拉罕在這裡問上帝
[00:10:16.900 --> 00:10:18.200]  甚至有疑惑
[00:10:18.200 --> 00:10:21.400]  他的妻子的角色就凸顯出來了
[00:10:21.400 --> 00:10:24.200]  因為他的妻子比他更著急
[00:10:24.200 --> 00:10:27.200]  過了生育的年齡
[00:10:27.200 --> 00:10:28.500]  所以你會發現
[00:10:28.500 --> 00:10:30.800]  原來信心是動態的
[00:10:30.800 --> 00:10:32.900]  它不是靜態的
[00:10:32.900 --> 00:10:34.300]  我信上帝
[00:10:34.300 --> 00:10:36.000]  我信任上帝
[00:10:36.000 --> 00:10:37.700]  但信任上帝什麼呢
[00:10:37.700 --> 00:10:40.700]  信任上帝曾經跟你講過的話
[00:10:40.700 --> 00:10:42.400]  但這個話似乎好像
[00:10:42.400 --> 00:10:44.900]  禪識器沒有對信
[00:10:44.900 --> 00:10:47.000]  於是在這個動態當中
[00:10:47.000 --> 00:10:48.600]  信心就像一個波浪
[00:10:48.600 --> 00:10:51.500]  你有沒有去過醫院看那個定波圖
[00:10:51.500 --> 00:10:52.800]  有上有下的
[00:10:52.800 --> 00:10:55.600]  有高山有低谷
[00:10:55.600 --> 00:10:57.400]  有信心充滿的時刻
[00:10:57.400 --> 00:10:59.200]  有灰心的時刻
[00:10:59.200 --> 00:11:01.500]  太正常了
[00:11:01.500 --> 00:11:04.800]  他等了20多年
[00:11:04.800 --> 00:11:05.800]  上帝跟他講說
[00:11:05.800 --> 00:11:07.200]  你有孩子我給你的
[00:11:07.200 --> 00:11:09.300]  他整整等了25年
[00:11:09.300 --> 00:11:12.500]  最後才迎來他的兒子
[00:11:12.500 --> 00:11:14.800]  在這25年的日子當中
[00:11:14.800 --> 00:11:20.000]  對亞伯拉他的妻子撒萊來講
[00:11:20.000 --> 00:11:23.000]  是一個非常大的考驗來著的
[00:11:23.000 --> 00:11:24.200]  為什麼呢
[00:11:24.200 --> 00:11:26.600]  你生不了孩子
[00:11:26.600 --> 00:11:28.700]  意味著要忍受
[00:11:28.700 --> 00:11:30.400]  生不了孩子的羞恥
[00:11:30.400 --> 00:11:32.200]  就像華人一樣
[00:11:32.200 --> 00:11:34.100]  過去的傳統中國人
[00:11:34.100 --> 00:11:34.900]  沒有孩子
[00:11:34.900 --> 00:11:37.700]  在村莊裡面這個熟人社會當中
[00:11:37.700 --> 00:11:40.800]  通常會被人瞧不起
[00:11:40.800 --> 00:11:43.400]  在村裡面有總是那些
[00:11:43.400 --> 00:11:45.900]  三姑六婆會議論紛紛
[00:11:45.900 --> 00:11:48.500]  因為華人有命子文化
[00:11:48.500 --> 00:11:49.800]  承受不了
[00:11:49.800 --> 00:11:52.600]  似乎在漫長的等待當中
[00:11:52.600 --> 00:11:55.000]  撒萊也是同樣
[00:11:55.000 --> 00:11:57.700]  他們問上帝還有聽我們家的禱告嗎
[00:11:57.700 --> 00:12:00.700]  我相信這25年裡面
[00:12:00.700 --> 00:12:02.200]  亞伯拉跟他的太太
[00:12:02.200 --> 00:12:04.400]  經常會提醒上帝
[00:12:04.400 --> 00:12:07.600]  上帝當年祢告訴我
[00:12:07.600 --> 00:12:08.800]  我們家有小孩
[00:12:08.800 --> 00:12:11.200]  如天上的星 地上的沙
[00:12:11.200 --> 00:12:12.900]  似乎現在還沒有
[00:12:12.900 --> 00:12:16.000]  任何的可敬的孩子出現
[00:12:16.000 --> 00:12:19.000]  談何說那麼多人數呢
[00:12:19.000 --> 00:12:21.200]  你會發現一到六節
[00:12:21.200 --> 00:12:24.300]  在這兩夫婦的心目當中
[00:12:24.300 --> 00:12:26.000]  上帝是沉默了
[00:12:26.000 --> 00:12:29.500]  而且沉默了很多年
[00:12:29.500 --> 00:12:31.500]  所以他的信心開始動搖
[00:12:31.500 --> 00:12:33.200]  他開始疑惑
[00:12:33.200 --> 00:12:36.000]  於是他想出了一個解決的方案
[00:12:36.000 --> 00:12:40.200]  這個方案就是讓亞伯拉和他的使女
[00:12:40.200 --> 00:12:44.200]  另外的翻譯叫做婢女
[00:12:44.200 --> 00:12:46.400]  來與自己的丈夫同房
[00:12:46.400 --> 00:12:49.600]  希望通過這種方式獲得一個孩子
[00:12:49.600 --> 00:12:52.100]  亞伯拉當時沒有反對的
[00:12:52.100 --> 00:12:53.900]  你會發現聖經裡面記載
[00:12:53.900 --> 00:12:55.300]  他照做了
[00:12:55.300 --> 00:12:57.900]  他很順服自己的太太
[00:12:57.900 --> 00:13:00.000]  但問題出現在哪裡呢
[00:13:00.000 --> 00:13:02.600]  亞伯拉跟撒萊
[00:13:02.600 --> 00:13:06.500]  兩個人是憑著
[00:13:06.500 --> 00:13:08.700]  已經沒有辦法生育的身體
[00:13:08.700 --> 00:13:10.400]  來看問題的
[00:13:10.400 --> 00:13:13.300]  而不是憑信心
[00:13:13.300 --> 00:13:17.700]  耶和華曾經承諾過的事情
[00:13:17.700 --> 00:13:20.900]  他覺得上帝的應許太遙遠了
[00:13:20.900 --> 00:13:23.400]  忍不住用自己的方法
[00:13:23.400 --> 00:13:25.500]  來幫助上帝
[00:13:25.500 --> 00:13:28.600]  當我們感覺上帝不講話的時候
[00:13:28.600 --> 00:13:32.500]  你常常會有一個感受的
[00:13:32.500 --> 00:13:35.100]  上帝又沒有明確說不可以這麼做
[00:13:35.100 --> 00:13:37.100]  對不對
[00:13:37.100 --> 00:13:39.000]  你明白我的意思嗎
[00:13:39.000 --> 00:13:42.500]  我們常常沒有立即明白上帝的意思
[00:13:42.500 --> 00:13:44.200]  我們想了一個方案
[00:13:44.200 --> 00:13:46.100]  這個方案為了能夠符合上帝
[00:13:46.100 --> 00:13:49.300]  通常會心中有一個給自己的出路的
[00:13:49.300 --> 00:13:52.000]  上帝又沒有反對我的一個做法
[00:13:52.000 --> 00:13:54.000]  上帝又沒有插手干預說
[00:13:54.000 --> 00:13:56.400]  你不可以通過這個方法
[00:13:56.400 --> 00:14:00.000]  好像似乎沒有這麼明顯
[00:14:00.000 --> 00:14:04.600]  但問題不是在於上帝是不是沉默
[00:14:04.600 --> 00:14:07.600]  坦白說上帝並沒有沉默的
[00:14:07.600 --> 00:14:12.100]  因為祂的話仍然在這兩夫婦的耳中
[00:14:12.100 --> 00:14:14.000]  你會發現撒賴講
[00:14:14.000 --> 00:14:17.600]  當年耶和華跟我們說會賜給我們孩子的
[00:14:17.600 --> 00:14:19.900]  請問這是不是上帝的應許啊
[00:14:19.900 --> 00:14:23.100]  所以這句話牢牢在他腦海裡
[00:14:23.100 --> 00:14:26.200]  他一直抓住上帝曾經給他的承諾
[00:14:26.200 --> 00:14:29.400]  那為什麼現在要想一個方法呢
[00:14:29.400 --> 00:14:34.300]  因為他認為這個方法並不跟上帝的應許衝突
[00:14:34.300 --> 00:14:36.300]  所以他就想
[00:14:36.300 --> 00:14:39.000]  上帝既然沉默
[00:14:39.000 --> 00:14:42.400]  換句話講也沒有反對他採取這個方法
[00:14:42.400 --> 00:14:45.000]  你會發現做基督徒經常向上帝禱告
[00:14:45.000 --> 00:14:48.000]  我的孩子大了要去美國留學還是英國留學
[00:14:48.000 --> 00:14:49.900]  好像菜市場買菜
[00:14:49.900 --> 00:14:51.300]  我要買冬瓜還是西瓜
[00:14:51.300 --> 00:14:54.900]  今天煮紅燒肉還是煮糖醋排骨肉
[00:14:54.900 --> 00:14:58.000]  上帝你的旨意在哪裡
[00:14:58.000 --> 00:15:00.000]  沒有答案
[00:15:00.000 --> 00:15:03.700]  那我就替上帝選擇一下
[00:15:03.700 --> 00:15:07.300]  似乎應該沒有什麼太大問題的
[00:15:07.300 --> 00:15:10.800]  但實際上上帝的應許一直在他們耳中
[00:15:10.800 --> 00:15:14.400]  他也沒有說對上帝失去信仰
[00:15:14.400 --> 00:15:17.300]  至少他們知道上帝應許過他們
[00:15:17.300 --> 00:15:20.000]  問題在哪裡呢
[00:15:20.000 --> 00:15:23.300]  因為他等的時間太長了
[00:15:23.300 --> 00:15:27.700]  他們求助上帝的表面
[00:15:27.700 --> 00:15:29.700]  說上帝沉默了
[00:15:29.700 --> 00:15:32.200]  實際上是為自己來庇護
[00:15:32.200 --> 00:15:35.200]  尋找一個出路
[00:15:35.200 --> 00:15:40.000]  反正上帝沒有禁止這種關係的發生
[00:15:40.000 --> 00:15:43.500]  反正上帝沒有反對這種活動
[00:15:43.500 --> 00:15:47.200]  反正上帝沒有拒絕這種想法
[00:15:47.200 --> 00:15:49.500]  我對我自己說
[00:15:49.500 --> 00:15:51.400]  我對我的太太這樣講
[00:15:51.400 --> 00:15:56.200]  或者太太跟我這麼講
[00:15:56.200 --> 00:15:58.700]  反正上帝一直在沉默
[00:15:58.700 --> 00:16:03.200]  你會發現撒賴把責任推給了上帝
[00:16:03.200 --> 00:16:06.700]  是上帝一直沉默
[00:16:06.700 --> 00:16:09.500]  那我就尋找一個方法
[00:16:09.500 --> 00:16:11.100]  因為你應許過
[00:16:11.100 --> 00:16:15.400]  我尋找這個方法並沒有跟你的應許衝突
[00:16:15.400 --> 00:16:17.500]  你還記得上帝說要給你孩子
[00:16:17.500 --> 00:16:22.600]  但沒有說這個孩子到底哪裡來呢
[00:16:22.600 --> 00:16:23.900]  他不管了
[00:16:23.900 --> 00:16:25.500]  這些都是給自己的出路
[00:16:25.500 --> 00:16:28.300]  他抓住了上帝部分的應許
[00:16:28.300 --> 00:16:33.000]  因為他實際上知道孩子應該從自己出來
[00:16:33.000 --> 00:16:36.700]  但現在等不及了
[00:16:36.700 --> 00:16:38.500]  耶和華曾經應許說
[00:16:38.500 --> 00:16:42.300]  你的後世要從你的身上出來
[00:16:42.300 --> 00:16:46.600]  亞伯蘭跟撒賴兩個結合之下的孩子
[00:16:46.600 --> 00:16:48.600]  他明明知道上帝創造婚姻
[00:16:48.600 --> 00:16:55.400]  是一男一女 一夫一妻 一生一世的
[00:16:55.400 --> 00:17:02.100]  亞伯蘭知道自己的孩子應該從自己的太太出來的
[00:17:02.100 --> 00:17:03.600]  但聖經記載
[00:17:03.600 --> 00:17:06.000]  撒賴對亞伯蘭說
[00:17:06.000 --> 00:17:09.300]  耶和華是我不能生育
[00:17:09.300 --> 00:17:10.800]  你有沒有看到這句話
[00:17:10.800 --> 00:17:14.200]  對上帝的一種沉默的指控
[00:17:14.200 --> 00:17:16.000]  他不敢直接埋怨上帝
[00:17:16.000 --> 00:17:17.800]  轉向了跟丈夫講
[00:17:17.800 --> 00:17:19.900]  實際上要提醒丈夫
[00:17:19.900 --> 00:17:23.200]  你看 上帝沉默了吧
[00:17:23.200 --> 00:17:26.100]  不如我們想一個方法
[00:17:26.100 --> 00:17:31.300]  求你跟我的使女 我的婢女
[00:17:31.300 --> 00:17:34.800]  可以得一個孩子
[00:17:34.800 --> 00:17:38.800]  《寅夏之醫》說上帝阻止了他們生孩子
[00:17:38.800 --> 00:17:42.300]  這句話其實充滿了苦澀的味道
[00:17:42.300 --> 00:17:43.300]  對不對
[00:17:43.300 --> 00:17:46.000]  你注意來看這句話 很有意思的
[00:17:46.000 --> 00:17:49.600]  耶和華使我不能生孩子
[00:17:49.600 --> 00:17:51.200]  他阻止了我
[00:17:51.200 --> 00:17:54.000]  一方面他承認上帝有主權
[00:17:54.000 --> 00:17:55.400]  上帝有權能的
[00:17:55.400 --> 00:17:59.100]  上帝阻止我 所以導致我生不了小孩
[00:17:59.100 --> 00:18:04.300]  但另外一方面 他又把自己的痛苦歸於上帝
[00:18:04.300 --> 00:18:09.600]  他沒有相信上帝為什麼辭營的意思
[00:18:09.600 --> 00:18:15.900]  而是選擇了上帝你讓我不生
[00:18:15.900 --> 00:18:19.500]  他沒有丟失耶和華的信仰
[00:18:19.500 --> 00:18:23.300]  但是他丟失了
[00:18:23.300 --> 00:18:29.800]  把上帝的應許做了一個切割
[00:18:29.800 --> 00:18:32.200]  他給我 但他沉默了
[00:18:32.200 --> 00:18:35.900]  所以我對上帝失望
[00:18:35.900 --> 00:18:37.300]  這句話實際上就是
[00:18:37.300 --> 00:18:40.600]  上帝不講話了 我對他失望
[00:18:40.600 --> 00:18:42.700]  在失望的情緒當中
[00:18:42.700 --> 00:18:46.300]  撒萊感到上帝的應許遲遲沒有實現
[00:18:46.300 --> 00:18:49.500]  他認為必須採取一種行動
[00:18:49.500 --> 00:18:54.700]  來補充上帝的應許跟信實之間的差距
[00:18:54.700 --> 00:18:57.300]  所以我要用我的人的努力
[00:18:57.300 --> 00:19:00.300]  拉近跟上帝的應許
[00:19:00.300 --> 00:19:03.700]  於是他選擇了一個好像很實際
[00:19:03.700 --> 00:19:07.000]  卻充滿了他設計的一種道路
[00:19:07.000 --> 00:19:12.900]  用人的方法來提前實行神聖的承諾
[00:19:12.900 --> 00:19:14.300]  他想一個方法
[00:19:14.300 --> 00:19:20.100]  把自己的死女給自己的丈夫懷孕
[00:19:20.100 --> 00:19:24.800]  孩子當然就算祖母的
[00:19:24.800 --> 00:19:30.000]  當時沒有孩子在中東的文化裡面是比較麻煩的
[00:19:30.000 --> 00:19:32.200]  他們家庭比較富裕
[00:19:32.200 --> 00:19:34.500]  有孩子繼承才可以
[00:19:34.500 --> 00:19:37.700]  但實際上即使死女生了孩子
[00:19:37.700 --> 00:19:41.400]  為祖母生了 地位還是不能改變的
[00:19:41.400 --> 00:19:47.800]  但是這個計畫從一開始就埋下了一個重要的種子
