
[00:00:00.000 --> 00:00:07.000]  聖靈的工作是非常重要
[00:04:51.000 --> 00:04:58.000]  這個印記和印記的主人有意義上的連帶關係
[00:04:58.000 --> 00:05:03.000]  這個印記和印記的主人在意義上有連帶的關係
[00:05:03.000 --> 00:05:09.000]  這個印記把這個印記的主人的思想特性表達出來
[00:05:09.000 --> 00:05:14.000]  這個印記把印記的主人的思想特性表現出來
[00:05:14.000 --> 00:05:16.000]  就好像說
[00:05:16.000 --> 00:05:19.000]  我的印記裡面有兩個字
[00:05:19.000 --> 00:05:21.000]  我的印記裡面有兩個字
[00:05:21.000 --> 00:05:22.000]  敬暉
[00:05:22.000 --> 00:05:23.000]  近暉
[00:05:23.000 --> 00:05:28.000]  這是我開始侍奉主的時候起的一個名字
[00:05:28.000 --> 00:05:31.000]  這是我開始侍奉主的時候起的一個名字
[00:05:31.000 --> 00:05:35.000]  那就是1950年底我起的名字
[00:05:35.000 --> 00:05:37.000]  是1950年底我自己起的名字
[00:05:37.000 --> 00:05:39.000]  為什麼起這個名字呢
[00:05:39.000 --> 00:05:41.000]  為什麼我起這個名字呢
[00:05:41.000 --> 00:05:43.000]  這個代表我的一個盼望
[00:05:43.000 --> 00:05:45.000]  這個是代表我的一個盼望
[00:05:45.000 --> 00:05:50.000]  我希望我一生一世能夠靠近主的光輝
[00:05:50.000 --> 00:05:54.000]  我希望我一生一世能夠靠近主的光輝
[00:05:54.000 --> 00:05:58.000]  這兩個字把我的一種思想表達出來
[00:05:58.000 --> 00:06:02.000]  這個名字就把我的思想表達出來了
[00:06:02.000 --> 00:06:04.000]  也表達我的心願
[00:06:04.000 --> 00:06:05.000]  也表達我的心願
[00:06:05.000 --> 00:06:07.000]  也表達我的追求
[00:06:07.000 --> 00:06:09.000]  也表達了我的追求
[00:06:09.000 --> 00:06:11.000]  聖靈的印記
[00:06:11.000 --> 00:06:12.000]  聖靈的印記
[00:06:12.000 --> 00:06:14.000]  表達了基督
[00:06:14.000 --> 00:06:16.000]  主耶穌說了一句話
[00:06:16.000 --> 00:06:18.000]  主耶穌說了一句話
[00:06:18.000 --> 00:06:22.000]  聖靈來了要為我做見證
[00:06:22.000 --> 00:06:25.000]  聖靈來了是為我做見證
[00:06:25.000 --> 00:06:28.000]  聖靈見證的對象就是基督
[00:06:28.000 --> 00:06:31.000]  聖靈見證的對象就是基督
[00:06:31.000 --> 00:06:36.000]  祂要把基督的樣式印在我們的生命中
[00:06:36.000 --> 00:06:39.000]  祂要把基督的樣式印在我們的生命中
[00:06:39.000 --> 00:06:44.000]  這是哥林多後書第三章十八節講得很清楚的
[00:06:44.000 --> 00:06:48.000]  這是哥林多後書第三章十八節講得很清楚的
[00:06:48.000 --> 00:06:51.000]  我們眾人既然闖著臉
[00:06:51.000 --> 00:06:54.000]  德爾罕見主的榮光
[00:06:54.000 --> 00:06:56.000]  好像從鏡子裡反照
[00:06:56.000 --> 00:06:58.000]  就變成主的形狀
[00:06:58.000 --> 00:07:00.000]  榮上加榮
[00:07:00.000 --> 00:07:02.000]  如同從主的靈變成的
[00:07:02.000 --> 00:07:05.000]  這裡說變成主的形狀
[00:07:05.000 --> 00:07:07.000]  這裡說變成主的形狀
[00:07:07.000 --> 00:07:09.000]  怎麼變成的呢
[00:07:09.000 --> 00:07:10.000]  怎麼變呢
[00:07:10.000 --> 00:07:11.000]  末了一句說
[00:07:11.000 --> 00:07:12.000]  最後那句話
[00:07:12.000 --> 00:07:15.000]  如同從主的靈變成的
[00:07:15.000 --> 00:07:18.000]  如同從主的靈變成的
[00:07:18.000 --> 00:07:22.000]  如同就是正式從主的靈變成的
[00:07:22.000 --> 00:07:25.000]  如同就是正式從主的靈變成的
[00:07:25.000 --> 00:07:27.000]  聖靈工作
[00:07:27.000 --> 00:07:28.000]  聖靈工作
[00:07:28.000 --> 00:07:32.000]  把基督的樣式印在我們生命中
[00:07:32.000 --> 00:07:35.000]  就把基督的樣式印在我們生命當中
[00:07:35.000 --> 00:07:40.000]  我們就會更加更加的像主
[00:07:40.000 --> 00:07:45.000]  越像主就越榮耀
[00:07:45.000 --> 00:07:52.000]  聖靈不斷在我們的生命中打這個印記
[00:07:52.000 --> 00:07:54.000]  感謝主
[00:07:54.000 --> 00:07:58.000]  在聖靈的工作之下
[00:07:58.000 --> 00:08:01.000]  我們從信主長進到像主
[00:08:01.000 --> 00:08:06.000]  我們從信主長進到像主
[00:08:06.000 --> 00:08:09.000]  有一次我病了
[00:08:09.000 --> 00:08:12.000]  進了拿打素醫院
[00:08:12.000 --> 00:08:16.000]  在那裡住了幾天
[00:08:16.000 --> 00:08:23.000]  我就從病友當中知道了一件事
[00:08:23.000 --> 00:08:28.000]  他們給拿打素醫院長起了一個幻名
[00:08:28.000 --> 00:08:33.000]  他們給拿打素醫院長起了一個幻名
[00:08:33.000 --> 00:08:36.000]  叫做活耶穌
[00:08:36.000 --> 00:08:38.000]  就好像平常說活菩薩
[00:08:38.000 --> 00:08:40.000]  就像人家平常說活菩薩
[00:08:40.000 --> 00:08:43.000]  為什麼這樣叫他呢
[00:08:43.000 --> 00:08:46.000]  因為這些人覺得這個院長很有愛心
[00:08:46.000 --> 00:08:49.000]  因為他們覺得這個院長很有愛心
[00:08:49.000 --> 00:08:51.000]  他們想耶穌有愛心
[00:08:51.000 --> 00:08:53.000]  這個院長很有愛心
[00:08:53.000 --> 00:08:54.000]  就是像耶穌
[00:08:54.000 --> 00:08:55.000]  所以叫他活耶穌
[00:08:55.000 --> 00:08:58.000]  他們覺得這個院長很有愛心
[00:08:58.000 --> 00:08:59.000]  耶穌很有愛心
[00:08:59.000 --> 00:09:03.000]  所以就把這個院長叫做活耶穌
[00:09:03.000 --> 00:09:07.000]  我聽見這個幻名覺得很寶貴
[00:09:07.000 --> 00:09:09.000]  我聽到這個幻名覺得很寶貴
[00:09:09.000 --> 00:09:12.000]  非基督徒給院長起的名字
[00:09:12.000 --> 00:09:15.000]  一個非基督徒為院長起的名字
[00:09:15.000 --> 00:09:18.000]  這是一個最高的榮譽
[00:09:18.000 --> 00:09:19.000]  像耶穌
[00:09:19.000 --> 00:09:21.000]  是像耶穌
[00:09:21.000 --> 00:09:25.000]  聖靈帶領我們向著這個方向來長進
[00:09:25.000 --> 00:09:28.000]  聖靈帶領我們向著這個方向來長進
[00:09:28.000 --> 00:09:30.000]  我們越像耶穌
[00:09:30.000 --> 00:09:32.000]  我們的靈性就越好
[00:09:32.000 --> 00:09:33.000]  我們越像耶穌
[00:09:33.000 --> 00:09:35.000]  我們的靈性就越好
[00:09:35.000 --> 00:09:36.000]  我們的靈性越好
[00:09:36.000 --> 00:09:38.000]  我們就越像耶穌
[00:09:38.000 --> 00:09:39.000]  我們的靈性越好
[00:09:39.000 --> 00:09:41.000]  我們就會越像耶穌
[00:09:41.000 --> 00:09:44.000]  第二方面的長進
[00:09:44.000 --> 00:09:49.000]  我們再翻回一福所書第一章
[00:09:49.000 --> 00:09:51.000]  第十四節
[00:09:51.000 --> 00:09:53.000]  這個長進就是
[00:09:53.000 --> 00:09:59.000]  聖靈把我們來生的經驗
[00:09:59.000 --> 00:10:04.000]  提前帶進我們現在的生活中
[00:10:04.000 --> 00:10:07.000]  這個經驗這個長進
[00:10:07.000 --> 00:10:10.000]  就是聖靈將我們來生的經驗
[00:10:10.000 --> 00:10:13.000]  帶進我們今生的生活裏面
[00:10:13.000 --> 00:10:16.000]  這是很寶貴的一個長進
[00:10:16.000 --> 00:10:18.000]  這是一個很寶貴的長進
[00:10:18.000 --> 00:10:23.000]  讓我們預先嘗到將來恩典的滋味
[00:10:23.000 --> 00:10:27.000]  讓我們先宣嘗到將來恩典的滋味
[00:10:27.000 --> 00:10:28.000]  我們看十四節
[00:10:28.000 --> 00:10:30.000]  我們看第十四節
[00:10:30.000 --> 00:10:33.000]  我們要從這一節的歷史背景裏頭
[00:10:33.000 --> 00:10:35.000]  來看見這一點
[00:10:35.000 --> 00:10:37.000]  我們要從這一節的歷史背景裏面
[00:10:37.000 --> 00:10:39.000]  來看這一點
[00:10:39.000 --> 00:10:44.000]  這聖靈是我們得基業的憑據
[00:10:44.000 --> 00:10:47.000]  這聖靈是我們得基業的憑據
[00:10:47.000 --> 00:10:50.000]  小字原文作字
[00:10:50.000 --> 00:10:53.000]  小字原文作字
[00:10:53.000 --> 00:10:57.000]  聖靈是我們的字
[00:10:57.000 --> 00:11:03.000]  這個字有一個歷史的背景
[00:11:03.000 --> 00:11:06.000]  在保羅的時代
[00:11:06.000 --> 00:11:11.000]  如果有一個人要買一塊土地
[00:11:11.000 --> 00:11:15.000]  他要經過兩步的過程
[00:11:15.000 --> 00:11:17.000]  第一步
[00:11:17.000 --> 00:11:20.000]  他付了訂金
[00:11:20.000 --> 00:11:27.000]  賣主就預備一個罐子
[00:11:27.000 --> 00:11:30.000]  把要賣的土地的土
[00:11:30.000 --> 00:11:31.000]  裝滿這個罐子
[00:11:31.000 --> 00:11:33.000]  把要賣的土地的土
[00:11:33.000 --> 00:11:35.000]  裝滿這個罐子
[00:11:35.000 --> 00:11:38.000]  然後封起來
[00:11:38.000 --> 00:11:41.000]  打上它的印
[00:11:41.000 --> 00:11:44.000]  把它交給賣主
[00:11:44.000 --> 00:11:48.000]  賣主就拿著這個罐子
[00:11:48.000 --> 00:11:54.000]  等到第二步的過程來
[00:11:54.000 --> 00:11:57.000]  在這一步裏面
[00:11:57.000 --> 00:12:02.000]  他要把餘款付清
[00:12:02.000 --> 00:12:08.000]  他把這個罐子帶去給賣主看
[00:12:08.000 --> 00:12:13.000]  賣主看見他自己的印
[00:12:13.000 --> 00:12:17.000]  知道這是真實的
[00:12:17.000 --> 00:12:22.000]  把餘款付清就成交了
[00:12:22.000 --> 00:12:26.000]  這個賣主在成交之前
[00:12:26.000 --> 00:12:27.000]  先有這個罐子
[00:12:27.000 --> 00:12:31.000]  這個賣主在付錢之前
[00:12:31.000 --> 00:12:32.000]  就得到這個罐子
[00:12:32.000 --> 00:12:39.000]  這個罐子裏頭有他將來要得到的土地的土壤
[00:12:39.000 --> 00:12:44.000]  這個罐子裏頭有他將來要得到的土地的土壤
[00:12:44.000 --> 00:12:46.000]  還沒有得到那個土地
[00:12:46.000 --> 00:12:48.000]  但是得到了那個土地的樣本
[00:12:48.000 --> 00:12:50.000]  在他的罐子裏頭
[00:12:50.000 --> 00:12:51.000]  他還沒有得到那塊土地
[00:12:51.000 --> 00:12:54.000]  但是他已經得到了這個土地的樣本
[00:12:54.000 --> 00:12:55.000]  在他的罐子裏頭
[00:12:55.000 --> 00:13:01.000]  那就是預先得到將來基業的那個樣本
[00:13:01.000 --> 00:13:05.000]  就是要預先得到將來的基業的那個樣本
[00:13:05.000 --> 00:13:07.000]  這是聖靈的工作
[00:13:07.000 --> 00:13:10.000]  聖靈在我們裏面
[00:13:10.000 --> 00:13:19.000]  讓我們不斷地預先嘗到將來的天上的豐盛的恩典的味道
[00:13:19.000 --> 00:13:25.000]  讓我們不斷地來到嘗受到將來在天上的那個豐盛甜美的恩典的味道
[00:13:25.000 --> 00:13:31.000]  這個叫天恩的預償
[00:13:31.000 --> 00:13:35.000]  有的時候一個人一個基督徒在禱告中
[00:13:35.000 --> 00:13:42.000]  忽然心裏充滿了喜樂
[00:13:42.000 --> 00:13:45.000]  甚至流下眼淚
[00:13:45.000 --> 00:13:48.000]  不是悲傷的眼淚
[00:13:48.000 --> 00:13:50.000]  不是憂愁的眼淚
[00:13:50.000 --> 00:13:55.000]  那是感動喜樂的眼淚
[00:13:55.000 --> 00:13:59.000]  是聖靈在他裏面的工作
[00:13:59.000 --> 00:14:03.000]  在美國的神學院裏頭
[00:14:03.000 --> 00:14:08.000]  有一次我們同工們一起禱告
[00:14:08.000 --> 00:14:14.000]  我們有一二十位講師在一起禱告
[00:14:14.000 --> 00:14:17.000]  在禱告的時候
[00:14:17.000 --> 00:14:22.000]  不曉得為什麼眼淚一直流出來
[00:14:22.000 --> 00:14:25.000]  不是有什麼難過的事
[00:14:25.000 --> 00:14:28.000]  有什麼憂傷的事
[00:14:28.000 --> 00:14:30.000]  完全不是
[00:14:30.000 --> 00:14:31.000]  一點都不是
[00:14:31.000 --> 00:14:34.000]  就是心裏有喜樂
[00:14:34.000 --> 00:14:37.000]  從眼淚流出來
[00:14:37.000 --> 00:14:41.000]  那是聖靈的工作
[00:14:41.000 --> 00:14:45.000]  有的基督徒讀聖經
[00:14:45.000 --> 00:14:52.000]  忽然覺得有一節聖經好像跳出來
[00:14:52.000 --> 00:14:57.000]  好像有一節聖經特別發光
[00:14:57.000 --> 00:15:02.000]  對自己產生了一個新的意義
[00:15:02.000 --> 00:15:05.000]  非常真實
[00:15:05.000 --> 00:15:08.000]  非常寶貴
[00:15:08.000 --> 00:15:16.000]  好像是神直接把這節聖經賜給他一樣
[00:15:16.000 --> 00:15:21.000]  那是聖靈的工作
[00:15:21.000 --> 00:15:24.000]  有一次在聚會裏頭
[00:15:24.000 --> 00:15:27.000]  在紐約
[00:15:27.000 --> 00:15:30.000]  有一個師班唱詩
[00:15:30.000 --> 00:15:34.000]  一個師班員唱詩的時候受感動
[00:15:34.000 --> 00:15:38.000]  他就流淚了
[00:15:38.000 --> 00:15:43.000]  他旁邊的師班員發現了
[00:15:43.000 --> 00:15:45.000]  他也流淚了
[00:15:45.000 --> 00:15:50.000]  後來整個師班都流淚了
[00:15:50.000 --> 00:15:52.000]  他們還是唱
[00:15:52.000 --> 00:15:55.000]  非常好看和好聽
[00:15:55.000 --> 00:15:58.000]  一面唱一面流淚
[00:15:58.000 --> 00:16:00.000]  充滿了喜樂
[00:16:00.000 --> 00:16:02.000]  充滿了讚美
[00:16:02.000 --> 00:16:06.000]  好像在地如在天
[00:16:06.000 --> 00:16:10.000]  聖靈在我們心裏
[00:16:10.000 --> 00:16:16.000]  讓我們預先嘗到天家永恆的喜樂味道
[00:16:16.000 --> 00:16:24.000]  在地如在天
[00:16:24.000 --> 00:16:32.000]  基本的信心可以讓一個人進天堂
[00:16:32.000 --> 00:16:36.000]  但是慕迪先生說
[00:16:36.000 --> 00:16:44.000]  大的信心可以把天堂帶進心裏
[00:16:44.000 --> 00:16:48.000]  在地如在天
[00:16:48.000 --> 00:16:50.000]  好像我們唱的那首詩歌
[00:16:50.000 --> 00:16:58.000]  耶穌同在就是天堂
[00:16:58.000 --> 00:17:03.000]  有些人在最痛苦的時候
[00:17:03.000 --> 00:17:09.000]  得到了聖靈高遊的撫摸
[00:17:09.000 --> 00:17:12.000]  讓他的心得到安慰
[00:17:12.000 --> 00:17:17.000]  人看不可能得到安慰
[00:17:17.000 --> 00:17:20.000]  聖靈高遊撫摸在他心裏
[00:17:20.000 --> 00:17:23.000]  他就有平安就有安慰
[00:17:23.000 --> 00:17:32.000]  有不少的基督徒有這個經驗
[00:17:32.000 --> 00:17:38.000]  結果他的苦難變成了祝福
[00:17:38.000 --> 00:17:43.000]  第三方面在聖靈裏長進
[00:17:43.000 --> 00:17:52.000]  就是從知道神長進到真知道神
[00:17:52.000 --> 00:17:57.000]  我們看第一章第十七節
[00:17:57.000 --> 00:18:01.000]  求我們主耶穌基督的神榮耀的父
[00:18:01.000 --> 00:18:06.000]  將那賜人智慧和奇事的靈賞給你們
[00:18:06.000 --> 00:18:12.000]  使你們真知道祂在這裏保羅禱告
[00:18:12.000 --> 00:18:15.000]  他求神什麼呢
[00:18:15.000 --> 00:18:20.000]  他求神藉著聖靈來工作
[00:18:20.000 --> 00:18:23.000]  做什麼工作呢
[00:18:23.000 --> 00:18:29.000]  叫基督徒真知道神
[00:18:29.000 --> 00:18:35.000]  知道神和真知道神有分別
[00:18:35.000 --> 00:18:40.000]  知道可能是頭腦的知道
[00:18:40.000 --> 00:18:43.000]  知識的知道
[00:18:43.000 --> 00:18:50.000]  但是真知道是經驗上的知道
[00:18:50.000 --> 00:18:53.000]  聖靈做工的時候
[00:18:53.000 --> 00:18:59.000]  把我們帶進神的經驗裏
[00:18:59.000 --> 00:19:03.000]  那個時候整個的信仰的意義就不同了
[00:19:03.000 --> 00:19:08.000]  有時候我們看見一些掛名的基督徒
[00:19:08.000 --> 00:19:12.000]  忽然熱心起來了
[00:19:12.000 --> 00:19:15.000]  忽然靈性活潑起來了
[00:19:15.000 --> 00:19:17.000]  為什麼呢
[00:19:17.000 --> 00:19:20.000]  因為他有一個新的經驗
[00:19:20.000 --> 00:19:23.000]  是對神的經驗
[00:19:23.000 --> 00:19:25.000]  是對主的經驗
[00:19:25.000 --> 00:19:28.000]  是對聖靈的經驗
[00:19:28.000 --> 00:19:31.000]  他整個的靈性都改變了
[00:19:31.000 --> 00:19:38.000]  他覺得屬靈的事那麼真實那麼有意義
[00:19:38.000 --> 00:19:43.000]  有一個大專的學院
[00:19:43.000 --> 00:19:48.000]  裏面有一個基督徒和學生團契
[00:19:48.000 --> 00:19:57.000]  這個團契的職員當中有一位是掛名的基督徒
[00:19:57.000 --> 00:20:07.000]  有一年這個團契在受難節的時候演一個話劇
[00:20:07.000 --> 00:20:12.000]  要演耶穌釘十字架
[00:20:12.000 --> 00:20:17.000]  因為這個職員平時很活潑
[00:20:17.000 --> 00:20:21.000]  也是很有人緣
[00:20:21.000 --> 00:20:24.000]  很喜歡跟別人做朋友
[00:20:24.000 --> 00:20:27.000]  很多人都喜歡他
[00:20:27.000 --> 00:20:30.000]  就選他來表演耶穌的角色
[00:20:30.000 --> 00:20:38.000]  那天最後預演的晚上
[00:20:38.000 --> 00:20:43.000]  他把禮堂的燈光放暗
[00:20:43.000 --> 00:20:47.000]  把十字架安放起來
[00:20:47.000 --> 00:20:55.000]  用很細的鐵絲把他的兩隻手綁在十字架上
[00:20:55.000 --> 00:20:59.000]  用鐵絲把他的兩隻腳綁在十字架上
[00:20:59.000 --> 00:21:03.000]  把他的兩隻腳綁在十字架上
[00:21:03.000 --> 00:21:07.000]  那天晚上他回到家裏
[00:21:07.000 --> 00:21:09.000]  預備睡覺的時候
[00:21:09.000 --> 00:21:13.000]  忽然他心裏有一個感受
[00:21:13.000 --> 00:21:15.000]  他從來沒有的
[00:21:15.000 --> 00:21:17.000]  他心裏想
[00:21:17.000 --> 00:21:19.000]  今天晚上
[00:21:19.000 --> 00:21:23.000]  我不過是表演一下已經這麼難受
[00:21:23.000 --> 00:21:26.000]  我只不過是表演一下已經這麼難受了
[00:21:26.000 --> 00:21:30.000]  當日耶穌真的被人釘在十字架上
[00:21:30.000 --> 00:21:33.000]  那個痛苦是何等的大
[00:21:33.000 --> 00:21:37.000]  當那一天主耶穌真的被人釘在十字架上的時候
[00:21:37.000 --> 00:21:39.000]  他會有多麼的難受呢
[00:21:39.000 --> 00:21:41.000]  他想到這裏心裏受感動
[00:21:41.000 --> 00:21:44.000]  他想到這裏的時候心裏就受感動
[00:21:44.000 --> 00:21:47.000]  他感受到基督的大愛
[00:21:47.000 --> 00:21:49.000]  他起來
[00:21:49.000 --> 00:21:51.000]  跪在床前
[00:21:51.000 --> 00:21:53.000]  禱告
[00:21:53.000 --> 00:21:55.000]  獻上感謝
[00:21:55.000 --> 00:21:57.000]  打開了他的心
[00:21:57.000 --> 00:22:01.000]  接受了基督做他的救主
[00:22:01.000 --> 00:22:04.000]  有很大的改變
[00:22:04.000 --> 00:22:06.000]  在那一年裏
[00:22:06.000 --> 00:22:12.000]  他帶了十四個同學信主
[00:22:12.000 --> 00:22:16.000]  為什麼這樣的改變呢
[00:22:16.000 --> 00:22:20.000]  他真認識了主
[00:22:20.000 --> 00:22:24.000]  聖靈開了他的心
[00:22:24.000 --> 00:22:28.000]  把他帶進對主的經驗裏
[00:22:28.000 --> 00:22:36.000]  所以保羅在這裏懇切地禱告
[00:22:36.000 --> 00:22:39.000]  求神藉著聖靈
[00:22:39.000 --> 00:22:42.000]  讓基督徒真知道神
[00:22:42.000 --> 00:22:44.000]  他求神藉著聖靈
[00:22:44.000 --> 00:22:46.000]  讓基督徒真的知道他
[00:22:46.000 --> 00:22:49.000]  第四方面的長進
[00:22:49.000 --> 00:22:53.000]  就是從對物質的追求
[00:22:53.000 --> 00:22:57.000]  改變長進到對屬靈的追求
[00:22:57.000 --> 00:22:59.000]  就是從對物質的追求
[00:22:59.000 --> 00:23:02.000]  長進到對屬靈的追求
[00:23:02.000 --> 00:23:04.000]  我們看第十八節
[00:23:04.000 --> 00:23:06.000]  一章第十八節
[00:23:08.000 --> 00:23:11.000]  並且照明你們心中的眼睛
[00:23:11.000 --> 00:23:13.000]  使你們知道他的恩
[00:23:13.000 --> 00:23:16.000]  照有何等指望
[00:23:16.000 --> 00:23:18.000]  他在聖徒中得的基業
[00:23:18.000 --> 00:23:20.000]  有何等豐富的榮耀
[00:23:20.000 --> 00:23:24.000]  在這裏保羅這樣說
[00:23:24.000 --> 00:23:27.000]  他是在十七節講下來的
[00:23:27.000 --> 00:23:33.000]  聖靈光照基督徒心中的眼睛
[00:23:33.000 --> 00:23:37.000]  讓他們立刻看見
[00:23:37.000 --> 00:23:41.000]  過去沒有看見的
[00:23:41.000 --> 00:23:44.000]  看見了什麼呢
[00:23:44.000 --> 00:23:46.000]  看見了神的恩照
[00:23:46.000 --> 00:23:50.000]  在神的屬靈的恩典裏面
[00:23:50.000 --> 00:23:56.000]  有何等的指望
[00:23:56.000 --> 00:24:05.000]  屬靈的事物有何等豐富的內容
[00:24:05.000 --> 00:24:08.000]  過去沒有看見
[00:24:08.000 --> 00:24:13.000]  過去單單看世界物質的豐富
[00:24:13.000 --> 00:24:15.000]  物質的享受
[00:24:15.000 --> 00:24:18.000]  物質裏面的樂趣
[00:24:18.000 --> 00:24:22.000]  所以全部的精神思想力量
[00:24:22.000 --> 00:24:24.000]  都用在那方面的追求上
[00:24:24.000 --> 00:24:27.000]  所以他整副的精神他的思想精力
[00:24:27.000 --> 00:24:29.000]  都用在那一方面
[00:24:29.000 --> 00:24:31.000]  但現在
[00:24:31.000 --> 00:24:34.000]  聖靈光照他的心眼
[00:24:34.000 --> 00:24:37.000]  有一個新的看見
[00:24:37.000 --> 00:24:40.000]  原來在神的恩照裏面
[00:24:40.000 --> 00:24:48.000]  屬靈的恩典裏面有這麼樣的豐富
[00:24:48.000 --> 00:24:50.000]  這個時候
[00:24:50.000 --> 00:24:55.000]  他就轉變了追求的方向
[00:24:55.000 --> 00:24:59.000]  對屬靈的事物有了興趣
[00:24:59.000 --> 00:25:01.000]  有了味道
[00:25:01.000 --> 00:25:03.000]  有了感受
[00:25:03.000 --> 00:25:07.000]  有了新的追求
[00:25:07.000 --> 00:25:09.000]  感謝主
[00:25:09.000 --> 00:25:13.000]  在紐約我和鄭義富弟兄
[00:25:13.000 --> 00:25:19.000]  開始了一個聚會
[00:25:19.000 --> 00:25:23.000]  我們向神禱告
[00:25:23.000 --> 00:25:26.000]  求神為這個教會
[00:25:26.000 --> 00:25:32.000]  預備一個全時間的童工
[00:25:32.000 --> 00:25:34.000]  我和鄭義富弟兄
[00:25:34.000 --> 00:25:37.000]  都是在神殿的教書
[00:25:37.000 --> 00:25:40.000]  週末在那個教會裏侍奉
[00:25:40.000 --> 00:25:41.000]  我和鄭義富弟兄
[00:25:41.000 --> 00:25:44.000]  都是週日在神學院教書
[00:25:44.000 --> 00:25:47.000]  週末在教會裏侍奉
[00:25:47.000 --> 00:25:52.000]  單單週末侍奉絕對不夠
[00:25:52.000 --> 00:25:58.000]  所以我們求主預備一個全時間的童工
[00:25:58.000 --> 00:26:00.000]  主就工作
[00:26:00.000 --> 00:26:03.000]  感動了一位弟兄
[00:26:03.000 --> 00:26:06.000]  他在公司工作
[00:26:06.000 --> 00:26:09.000]  他的地位很高
[00:26:09.000 --> 00:26:11.000]  他也很聰明
