
[00:00:00.000 --> 00:00:11.000]  主啊,我們真是經歷了禰的奇妙和真實,經歷了禰的豐富,經歷了禰全輩的救恩。
[00:13:00.000 --> 00:13:03.000]  那裡提到普遍的復活,
[00:13:03.000 --> 00:13:07.000]  和general resurrection,
[00:13:07.000 --> 00:13:11.000]  和那個rapture resurrection,
[00:13:11.000 --> 00:13:14.000]  被提的復活是不同的,
[00:13:14.000 --> 00:13:18.000]  時間上是有差別的。
[00:13:18.000 --> 00:13:21.000]  但是,在誕異禮書裡面,
[00:13:21.000 --> 00:13:26.000]  同一節經文提到兩次的復活,
[00:13:26.000 --> 00:13:28.000]  好像同時發生。
[00:13:28.000 --> 00:13:35.000]  如果我們沒有瞭解聖經的這一個預言的特性,
[00:13:35.000 --> 00:13:39.000]  我們就會根據這一節聖經說,
[00:13:39.000 --> 00:13:42.000]  將來的復活都是同時發生。
[00:13:42.000 --> 00:13:44.000]  有人復活的永生,
[00:13:44.000 --> 00:13:47.000]  有人復活頂罪。
[00:13:47.000 --> 00:13:51.000]  不但在誕異禮書裡面這樣說,
[00:13:51.000 --> 00:13:55.000]  我們的祖耶穌基督講到復活的時候,
[00:13:55.000 --> 00:13:59.000]  也是在同一句話裡面提到兩種的審判。
[00:13:59.000 --> 00:14:01.000]  我們來看一看,
[00:14:01.000 --> 00:14:04.000]  約翰福音第五章,
[00:14:04.000 --> 00:14:07.000]  約翰福音第五章,
[00:14:07.000 --> 00:14:14.000]  第28,29節。
[00:14:14.000 --> 00:14:18.000]  你們不要把這事看作稀奇,
[00:14:18.000 --> 00:14:19.000]  時候要到,
[00:14:19.000 --> 00:14:23.000]  凡在墳墓里的都要聽見他的聲音,
[00:14:23.000 --> 00:14:24.000]  救出來,
[00:14:24.000 --> 00:14:26.000]  行善的復活的身,
[00:14:26.000 --> 00:14:29.000]  作惡的復活頂罪。
[00:14:29.000 --> 00:14:35.000]  又是很清楚的好像兩種的復活同時發生。
[00:14:35.000 --> 00:14:38.000]  主題到將來的事,
[00:14:38.000 --> 00:14:42.000]  是這樣一般性的體說預言,
[00:14:42.000 --> 00:14:43.000]  但是,
[00:14:43.000 --> 00:14:47.000]  到了事情實際發生的時候,
[00:14:47.000 --> 00:14:51.000]  兩者之間有距離的。
[00:14:51.000 --> 00:14:53.000]  再舉一個例子,
[00:14:53.000 --> 00:14:56.000]  請翻到西伯來書,
[00:14:56.000 --> 00:14:59.000]  第一章第二節。
[00:14:59.000 --> 00:15:01.000]  西伯來書,
[00:15:01.000 --> 00:15:03.000]  第一章第二節。
[00:15:03.000 --> 00:15:05.000]  就在這末世,
[00:15:05.000 --> 00:15:08.000]  借著他兒子小於我們,
[00:15:08.000 --> 00:15:12.000]  又早已利他為承受萬有的,
[00:15:12.000 --> 00:15:16.000]  也曾借著他創造諸世界。
[00:15:16.000 --> 00:15:17.000]  這裡提到,
[00:15:17.000 --> 00:15:20.000]  在末世的時候,
[00:15:20.000 --> 00:15:25.000]  借著神的兒子耶穌基督小於我們,
[00:15:25.000 --> 00:15:26.000]  在這裡,
[00:15:26.000 --> 00:15:29.000]  我們必然發生一個問題。
[00:15:29.000 --> 00:15:30.000]  事實上,
[00:15:30.000 --> 00:15:35.000]  有不少的弟兄姊妹讀經讀到這的時候,
[00:15:35.000 --> 00:15:38.000]  感覺到是有問題。
[00:15:38.000 --> 00:15:43.000]  就是末世兩個字引發的問題。
[00:15:43.000 --> 00:15:45.000]  耶穌在世的時候,
[00:15:45.000 --> 00:15:47.000]  他講道的時候,
[00:15:47.000 --> 00:15:51.000]  神借著他小於教導我們的時候,
[00:15:51.000 --> 00:15:53.000]  是已經末世了嗎?
[00:15:53.000 --> 00:15:55.000]  主耶穌在世的時候,
[00:15:55.000 --> 00:15:58.000]  就已經是末世了嗎?
[00:15:58.000 --> 00:16:00.000]  如果不是,
[00:16:00.000 --> 00:16:02.000]  為什麼這裡說是呢?
[00:16:02.000 --> 00:16:04.000]  如果說是,
[00:16:04.000 --> 00:16:06.000]  那麼主耶穌第一次來,
[00:16:06.000 --> 00:16:07.000]  已經是末世了,
[00:16:07.000 --> 00:16:09.000]  第二次來是什麼呢?
[00:16:09.000 --> 00:16:14.000]  你們有沒有感覺到這個問題?
[00:16:14.000 --> 00:16:18.000]  這個問題性質是一樣的,
[00:16:18.000 --> 00:16:22.000]  都是與這個預言的特性有關的。
[00:16:22.000 --> 00:16:23.000]  就是說,
[00:16:23.000 --> 00:16:25.000]  在《聖經》裡面,
[00:16:25.000 --> 00:16:29.000]  把人類的歷史分作兩個階段。
[00:16:29.000 --> 00:16:34.000]  第一個叫做The Former days,
[00:16:34.000 --> 00:16:37.000]  第二個叫The latter days,
[00:16:37.000 --> 00:16:44.000]  用《聖經》的這段經文頭兩節來自句,
[00:16:44.000 --> 00:16:46.000]  這個名詞來說呢,
[00:16:46.000 --> 00:16:48.000]  就是第一節的古史,
[00:16:48.000 --> 00:16:51.000]  和第二節的末世。
[00:16:51.000 --> 00:16:53.000]  第一節,
[00:16:53.000 --> 00:16:55.000]  神既在古史,
[00:16:55.000 --> 00:17:00.000]  借著眾先知多次多方的小育列祖,
[00:17:00.000 --> 00:17:02.000]  就在這末世,
[00:17:02.000 --> 00:17:04.000]  借著他兒子小育我們,
[00:17:04.000 --> 00:17:06.000]  古史,末世。
[00:17:06.000 --> 00:17:08.000]  這個古史呢,
[00:17:08.000 --> 00:17:10.000]  就是第一個階段,
[00:17:10.000 --> 00:17:14.000]  就是在前的時代,
[00:17:14.000 --> 00:17:16.000]  The former days,
[00:17:16.000 --> 00:17:19.000]  或者說The former age,
[00:17:19.000 --> 00:17:23.000]  或者說The former stage,
[00:17:23.000 --> 00:17:29.000]  到了主耶穌降世的時候開始,
[00:17:29.000 --> 00:17:31.000]  就是The latter days,
[00:17:31.000 --> 00:17:33.000]  末世的時候,
[00:17:33.000 --> 00:17:35.000]  末後的日子的時候,
[00:17:35.000 --> 00:17:37.000]  是第二個階段,
[00:17:37.000 --> 00:17:39.000]  The second stage,
[00:17:39.000 --> 00:17:44.000]  這是一個大體上的劃分,
[00:17:44.000 --> 00:17:48.000]  我們瞭解了這一個劃分,
[00:17:48.000 --> 00:17:53.000]  我們就會解決了這個難題了。
[00:17:53.000 --> 00:17:55.000]  所以主耶穌第一次來,
[00:17:55.000 --> 00:17:57.000]  是末世的開始,
[00:17:57.000 --> 00:17:59.000]  他的第二次來,
[00:17:59.000 --> 00:18:01.000]  是末世的結束。
[00:18:01.000 --> 00:18:03.000]  他的第二次來,
[00:18:03.000 --> 00:18:06.000]  也可以說是末世的末世。
[00:18:06.000 --> 00:18:08.000]  跟這個相關聯的,
[00:18:08.000 --> 00:18:10.000]  還有一處的經文,
[00:18:10.000 --> 00:18:14.000]  我們再看石頭形狀第二章。
[00:18:14.000 --> 00:18:18.000]  石頭形狀第二章,
[00:18:18.000 --> 00:18:20.000]  第七節,
[00:18:20.000 --> 00:18:23.000]  第十六節開始,
[00:18:23.000 --> 00:18:26.000]  到第二十一節。
[00:18:26.000 --> 00:18:29.000]  石頭形狀第二章,
[00:18:29.000 --> 00:18:32.000]  第十六節到二十一節,
[00:18:32.000 --> 00:18:34.000]  這是彼得講的話,
[00:18:34.000 --> 00:18:38.000]  這正是先知約爾所說的,
[00:18:38.000 --> 00:18:40.000]  神說在末後的日子,
[00:18:40.000 --> 00:18:44.000]  我要將我的靈澆灌凡有血氣的。
[00:18:44.000 --> 00:18:47.000]  你們的兒女要說預言,
[00:18:47.000 --> 00:18:50.000]  你們的少年人要見異象,
[00:18:50.000 --> 00:18:52.000]  老年人要做異夢。
[00:18:52.000 --> 00:18:53.000]  在那些日子,
[00:18:53.000 --> 00:18:57.000]  我要將我的靈澆灌我的僕人和使女,
[00:18:57.000 --> 00:18:59.000]  他們就要說預言。
[00:18:59.000 --> 00:19:00.000]  在天上,
[00:19:00.000 --> 00:19:02.000]  我要顯出奇事,
[00:19:02.000 --> 00:19:03.000]  在地下,
[00:19:03.000 --> 00:19:05.000]  我要顯出神跡,
[00:19:05.000 --> 00:19:06.000]  有血,
[00:19:06.000 --> 00:19:07.000]  有火,
[00:19:07.000 --> 00:19:08.000]  有煙霧,
[00:19:08.000 --> 00:19:10.000]  日頭要變為黑暗,
[00:19:10.000 --> 00:19:12.000]  月亮要變為血。
[00:19:12.000 --> 00:19:17.000]  這都在主大而明顯的日子未到以前,
[00:19:17.000 --> 00:19:19.000]  到那時,
[00:19:19.000 --> 00:19:23.000]  凡求告諸民的就必得救。
[00:19:23.000 --> 00:19:25.000]  這是在五旬節,
[00:19:25.000 --> 00:19:27.000]  聖靈降臨的時候,
[00:19:27.000 --> 00:19:30.000]  門頭被聖靈充滿,
[00:19:30.000 --> 00:19:33.000]  有些人覺得很稀奇,
[00:19:33.000 --> 00:19:34.000]  用當時的現象,
[00:19:34.000 --> 00:19:36.000]  是超自然的現象,
[00:19:36.000 --> 00:19:40.000]  因此彼得站起來向他們解釋,
[00:19:40.000 --> 00:19:45.000]  這些旁觀者都是猶太人,
[00:19:45.000 --> 00:19:49.000]  他們曉得先知曰兒的預言,
[00:19:49.000 --> 00:19:52.000]  所以彼得向他們說,
[00:19:52.000 --> 00:19:54.000]  五旬節的情況,
[00:19:54.000 --> 00:19:56.000]  聖靈降臨,
[00:19:56.000 --> 00:19:59.000]  有超自然的現象出現,
[00:19:59.000 --> 00:20:05.000]  這種情況就是應驗了先知曰兒所預言的話說,
[00:20:05.000 --> 00:20:12.000]  神在末後的日子將祂的靈要澆灌凡有血氣的。
[00:20:12.000 --> 00:20:15.000]  我們的問題就是,
[00:20:15.000 --> 00:20:17.000]  五旬節的時候,
[00:20:17.000 --> 00:20:19.000]  是教會剛開始的時候,
[00:20:19.000 --> 00:20:24.000]  是我們的祖剛剛升天不久的時候,
[00:20:24.000 --> 00:20:28.000]  難道這個時候就是末後的日子嗎?
[00:20:28.000 --> 00:20:32.000]  你們讀到這個時候有感覺問題嗎?
[00:20:32.000 --> 00:20:35.000]  我相信這個問題是很明顯的。
[00:20:35.000 --> 00:20:38.000]  這裡所說的末後的日子,
[00:20:38.000 --> 00:20:41.000]  就是最後一天,
[00:20:41.000 --> 00:20:43.000]  最後一天,
[00:20:43.000 --> 00:20:45.000]  第二階段,
[00:20:45.000 --> 00:20:50.000]  因此彼得能夠引用曰兒的預言,
[00:20:50.000 --> 00:20:53.000]  這是一個正確的引用,
[00:20:53.000 --> 00:20:55.000]  心態,
[00:20:55.000 --> 00:20:57.000]  聖經的學者認為,
[00:20:57.000 --> 00:20:59.000]  這就是錯誤,
[00:20:59.000 --> 00:21:02.000]  這就是聖經裡面的錯誤之一。
[00:21:02.000 --> 00:21:04.000]  但是,
[00:21:04.000 --> 00:21:07.000]  我們相信聖經是神的話,
[00:21:07.000 --> 00:21:09.000]  是聖靈所啓示的,
[00:21:09.000 --> 00:21:11.000]  所默示的。
[00:21:11.000 --> 00:21:15.000]  我們相信聖經是正確的,
[00:21:15.000 --> 00:21:20.000]  因此我們要對它有正確的認識。
[00:21:20.000 --> 00:21:24.000]  我們要從信心來尋求答案。
[00:21:24.000 --> 00:21:26.000]  這個答案就是,
[00:21:26.000 --> 00:21:29.000]  這個末後的日子的稱呼,
[00:21:29.000 --> 00:21:33.000]  在神的整體計劃裡面,
[00:21:33.000 --> 00:21:36.000]  對將來的事的說法,
[00:21:36.000 --> 00:21:39.000]  實際上兩個山峰遠看,
[00:21:39.000 --> 00:21:41.000]  好像並擺在一起,
[00:21:41.000 --> 00:21:46.000]  但是事實上是有時間的距離的。
[00:21:46.000 --> 00:21:50.000]  這是第一個特性。
[00:21:50.000 --> 00:21:53.000]  現在看第二個特性,
[00:21:53.000 --> 00:21:58.000]  就是聖經預言的一般性和特殊性。
[00:21:58.000 --> 00:22:05.000]  這就是聖經預言的一般性和特殊性。
[00:22:05.000 --> 00:22:08.000]  我們舉例子來看,
[00:22:08.000 --> 00:22:15.000]  提摩太后書第三章,
[00:22:15.000 --> 00:22:19.000]  第一節到第五節,
[00:22:19.000 --> 00:22:24.000]  你應該知道,末世必有危險的日子來到,
[00:22:24.000 --> 00:22:27.000]  因為那時人要專顧自己,
[00:22:27.000 --> 00:22:31.000]  貪愛錢財,自誇,狂傲,
[00:22:31.000 --> 00:22:34.000]  妄讀,違背父母,忘恩負義,
[00:22:34.000 --> 00:22:39.000]  心不聖潔,無親情,不解怨,
[00:22:39.000 --> 00:22:42.000]  好說讒言,不能自圓,
[00:22:42.000 --> 00:22:45.000]  性情兇暴,不愛良善,
[00:22:45.000 --> 00:22:48.000]  賣主賣友,任意妄為,
[00:22:48.000 --> 00:22:52.000]  自高自大,愛艷樂不愛神,
[00:22:52.000 --> 00:22:56.000]  有敬謙的外貌,卻背了敬謙的識義,
[00:22:56.000 --> 00:22:58.000]  這等人你要躲開。
[00:22:58.000 --> 00:23:02.000]  這五節所提到的情況,
[00:23:02.000 --> 00:23:08.000]  包羅說這是末世危險的日子的情況。
[00:23:08.000 --> 00:23:11.000]  這裡所說的情況,
[00:23:11.000 --> 00:23:14.000]  有它的一般性的意義,
[00:23:14.000 --> 00:23:18.000]  也就是說可以在某一種的程度上,
[00:23:18.000 --> 00:23:22.000]  應用在任何一個時代的身上。
[00:23:22.000 --> 00:23:25.000]  在諾亞的日子,
[00:23:25.000 --> 00:23:27.000]  有這個現象。
[00:23:27.000 --> 00:23:31.000]  在一千年前,
[00:23:31.000 --> 00:23:33.000]  世界有些地方,
[00:23:33.000 --> 00:23:36.000]  有這樣的情況。
[00:23:36.000 --> 00:23:39.000]  在包羅戰事的時候,
[00:23:39.000 --> 00:23:43.000]  已經有這樣的情況。
[00:23:43.000 --> 00:23:47.000]  這是一個一般的描述。
[00:23:47.000 --> 00:23:51.000]  所以這是它的一般的參考。
[00:23:51.000 --> 00:23:54.000]  但是,除此以外,
[00:23:54.000 --> 00:23:57.000]  還有它的具體參考,
[00:23:57.000 --> 00:24:00.000]  有它的特殊的意義,
[00:24:00.000 --> 00:24:03.000]  與最後一天相關。
[00:24:03.000 --> 00:24:06.000]  到了末世的時候,
[00:24:06.000 --> 00:24:09.000]  這些情況變本加厲,
[00:24:09.000 --> 00:24:13.000]  有高峰性的出現。
[00:24:13.000 --> 00:24:16.000]  這些事情在最後一天,
[00:24:16.000 --> 00:24:22.000]  會發生到最嚴重的程度。
[00:24:22.000 --> 00:24:25.000]  在耶穌的第二次來臨之前,
[00:24:25.000 --> 00:24:27.000]  最嚴重的程度,
[00:24:27.000 --> 00:24:29.000]  到了末世,
[00:24:29.000 --> 00:24:31.000]  才充分的,
[00:24:31.000 --> 00:24:34.000]  完全的出現。
[00:24:34.000 --> 00:24:39.000]  今天我們看看世上的情況。
[00:24:39.000 --> 00:24:41.000]  我們把這些特點,
[00:24:41.000 --> 00:24:44.000]  預言的這些現象的特點,
[00:24:44.000 --> 00:24:45.000]  看的時候,
[00:24:45.000 --> 00:24:47.000]  我們讀一句,
[00:24:47.000 --> 00:24:49.000]  我們就心裡說是的。
[00:24:49.000 --> 00:24:52.000]  讀一句,心裡說是的。
[00:24:52.000 --> 00:24:54.000]  你看,專顧自己。
[00:24:54.000 --> 00:24:58.000]  可以說這是自我主義。
[00:24:58.000 --> 00:25:01.000]  今天無論是在哲學上,
[00:25:01.000 --> 00:25:03.000]  無論是在生活上,
[00:25:03.000 --> 00:25:05.000]  人都是自我主義,
[00:25:05.000 --> 00:25:07.000]  自我中心。
[00:25:07.000 --> 00:25:09.000]  今天的哲學,
[00:25:09.000 --> 00:25:14.000]  所謂的Existentialism,
[00:25:14.000 --> 00:25:16.000]  存在主義的哲學,
[00:25:16.000 --> 00:25:18.000]  也就是以人為中心。
[00:25:18.000 --> 00:25:20.000]  所以在生活上,
[00:25:20.000 --> 00:25:23.000]  在哲學上,
[00:25:23.000 --> 00:25:26.000]  都是自我中心。
[00:25:26.000 --> 00:25:28.000]  貪愛錢財,
[00:25:28.000 --> 00:25:32.000]  今天很強很強的物質主義,
[00:25:32.000 --> 00:25:36.000]  Materialism是多麼的明顯,
[00:25:36.000 --> 00:25:39.000]  超越過去任何的時代。
[00:25:39.000 --> 00:25:41.000]  違背父母,
[00:25:41.000 --> 00:25:44.000]  家庭制度被破壞,
[00:25:44.000 --> 00:25:47.000]  孝道已經失去了
[00:25:47.000 --> 00:25:51.000]  它的原來的強的作用。
[00:25:51.000 --> 00:25:53.000]  心不勝節,
[00:25:53.000 --> 00:25:55.000]  黃色的時代,
[00:25:55.000 --> 00:25:57.000]  黃色的潮流,
[00:25:57.000 --> 00:25:59.000]  已經到了一個過去,
[00:25:59.000 --> 00:26:04.000]  前所未有的高峰的表現。
[00:26:04.000 --> 00:26:07.000]  無親情,不解怨,
[00:26:07.000 --> 00:26:09.000]  性情兇暴,
[00:26:09.000 --> 00:26:12.000]  我們可以說這是Terrorism,
