
[00:00:00.000 --> 00:00:03.800]  今年的主題是警醒禱告 同行天路
[00:01:56.680 --> 00:01:58.840]  去勸喻一群信徒
[00:01:58.840 --> 00:01:59.840]  我們不要這樣
[00:01:59.840 --> 00:02:02.280]  我們應該親近上帝
[00:02:02.280 --> 00:02:07.960]  去在種種的誘惑當中
[00:02:07.960 --> 00:02:10.640]  在物欲的世界裡
[00:02:10.640 --> 00:02:12.120]  不要被牽引著
[00:02:12.120 --> 00:02:13.840]  而去跟從上帝
[00:02:13.840 --> 00:02:15.680]  在第四章一至第三節
[00:02:15.680 --> 00:02:16.680]  《雅各》這樣說
[00:02:16.680 --> 00:02:19.760]  你們中間的真戰鬥牛
[00:02:19.760 --> 00:02:21.160]  是從哪裡來的呢
[00:02:21.160 --> 00:02:24.480]  不是從你們八體中戰鬥之私欲來的嗎
[00:02:24.480 --> 00:02:26.320]  你們貪戀還是得不著
[00:02:26.320 --> 00:02:27.680]  你們殺害嫉妒
[00:02:27.680 --> 00:02:30.200]  又鬥毆真戰也不能得
[00:02:30.200 --> 00:02:32.400]  你們得不著是因為你們不求
[00:02:32.400 --> 00:02:35.000]  你們求也得不著是因為你們妄求
[00:02:35.000 --> 00:02:37.920]  要浪費在你們的言錄中
[00:02:37.920 --> 00:02:39.520]  在這裡雖然沒有明確說到
[00:02:39.520 --> 00:02:41.320]  一些財富的問題
[00:02:41.320 --> 00:02:43.120]  但是《雅各》種種的表達
[00:02:43.120 --> 00:02:44.160]  已經顯示
[00:02:44.160 --> 00:02:48.560]  當時的信徒就是為了這個問題而產生的紛爭
[00:02:48.560 --> 00:02:50.000]  在這裡《雅各》說
[00:02:50.000 --> 00:02:52.320]  你們為了滿足自己的私欲
[00:02:52.320 --> 00:02:56.400]  為了滿足自己這一種追求財物
[00:02:56.400 --> 00:02:58.080]  物欲的一種滿足
[00:02:58.080 --> 00:03:02.320]  而不惜互相的爭鬥
[00:03:02.320 --> 00:03:03.720]  在這裡《雅各》說
[00:03:03.720 --> 00:03:05.240]  你們有沒有祈禱呢
[00:03:05.240 --> 00:03:06.160]  你們有祈禱
[00:03:06.160 --> 00:03:06.960]  不過你們的祈禱
[00:03:06.960 --> 00:03:09.080]  就是為了滿足你們的私欲
[00:03:09.080 --> 00:03:11.440]  所以你們整個生命
[00:03:11.440 --> 00:03:14.160]  都是浪費在一個
[00:03:14.160 --> 00:03:18.560]  你們認為很快很享樂的生活當中
[00:03:18.560 --> 00:03:21.720]  在這裡《雅各》說
[00:03:21.720 --> 00:03:23.400]  這些私欲
[00:03:23.400 --> 00:03:26.280]  在你們當中發動的時候
[00:03:26.280 --> 00:03:29.240]  表面是一些彼此的鬥爭
[00:03:29.240 --> 00:03:31.280]  彼此的意見不合
[00:03:31.280 --> 00:03:33.720]  彼此的一些磨擦
[00:03:33.720 --> 00:03:36.800]  但是其實這是一個屬靈的真相
[00:03:36.800 --> 00:03:39.120]  《雅各》將一個現實的事件
[00:03:39.120 --> 00:03:43.360]  去看到這個不單只是現實的衝突這麼簡單
[00:03:43.360 --> 00:03:47.600]  而是反映出你們和上帝之間的關係
[00:03:47.600 --> 00:03:48.760]  在這裡甚至說
[00:03:48.760 --> 00:03:49.640]  《雅各》說
[00:03:49.640 --> 00:03:51.360]  你們因為這種私欲
[00:03:51.360 --> 00:03:52.840]  起了殺念
[00:03:52.840 --> 00:03:55.880]  不過其實不是一種殺念
[00:03:55.880 --> 00:03:57.760]  而是一種恨意
[00:03:57.760 --> 00:03:59.800]  因著這種貪念
[00:03:59.800 --> 00:04:02.720]  因著你們追求財富的目的
[00:04:02.720 --> 00:04:05.920]  而產生種種的罪惡
[00:04:05.920 --> 00:04:09.680]  而且為了得到更多的財利
[00:04:09.680 --> 00:04:13.680]  不惜犧牲弟兄姊妹之間的情誼
[00:04:13.680 --> 00:04:16.120]  在這裡《雅各》說
[00:04:16.120 --> 00:04:18.680]  你們不單止用你們的行動
[00:04:18.680 --> 00:04:20.840]  去爭取你們的利益
[00:04:20.840 --> 00:04:22.640]  你們還出絕招
[00:04:22.640 --> 00:04:24.200]  什麼呢? 祈禱
[00:04:24.200 --> 00:04:27.520]  你們祈求上帝去幫助你們
[00:04:27.520 --> 00:04:30.920]  去滿足你們這個私欲
[00:04:30.920 --> 00:04:32.120]  《雅各》在這裡說
[00:04:32.120 --> 00:04:33.920]  你們這樣的祈禱
[00:04:33.920 --> 00:04:36.480]  你們就算由早上祈禱到晚上
[00:04:36.480 --> 00:04:39.000]  24小時祈禱都是沒有用的
[00:04:39.000 --> 00:04:41.160]  因為你們是忘求
[00:04:41.160 --> 00:04:44.040]  在這裡《雅各》在這裡
[00:04:44.040 --> 00:04:46.280]  繼續說
[00:04:46.280 --> 00:04:49.560]  當這些信徒
[00:04:49.560 --> 00:04:51.720]  他們是這樣的時候
[00:04:51.720 --> 00:04:54.480]  他們的整個生命
[00:04:54.480 --> 00:04:57.560]  都被自己的私欲困住了
[00:04:57.560 --> 00:05:00.040]  在第四至第十節
[00:05:00.040 --> 00:05:02.160]  《雅各》在這裡說
[00:05:02.160 --> 00:05:06.440]  這些人在行為上去抵擋上帝
[00:05:06.440 --> 00:05:09.480]  在心態上是遠離上帝
[00:05:09.480 --> 00:05:11.440]  在第四節一開始就說
[00:05:11.440 --> 00:05:12.880]  這些淫亂的人
[00:05:12.880 --> 00:05:14.800]  作為一個小傑
[00:05:14.800 --> 00:05:17.280]  在這裡《雅各》說
[00:05:17.280 --> 00:05:19.080]  你們以私欲去相爭
[00:05:19.080 --> 00:05:20.360]  大膽地
[00:05:20.360 --> 00:05:24.200]  可以說因為你們的私欲而向上帝祈求
[00:05:24.200 --> 00:05:28.920]  這些人其實是一些淫亂的人
[00:05:28.920 --> 00:05:30.840]  第四第五節《雅各》就這樣說
[00:05:30.840 --> 00:05:32.640]  你們這些淫亂的人
[00:05:32.640 --> 00:05:34.400]  豈不知與世俗為友
[00:05:34.400 --> 00:05:35.960]  就是與神為敵嗎?
[00:05:35.960 --> 00:05:38.520]  所以凡想要與世俗為友
[00:05:38.520 --> 00:05:40.480]  就是與神為敵了
[00:05:40.480 --> 00:05:43.240]  你們想經上所說的話是徒然的嗎?
[00:05:43.240 --> 00:05:45.240]  神所賜住在我們裡面的靈
[00:05:45.240 --> 00:05:47.880]  是戀愛以至於嫉妒嗎?
[00:05:47.880 --> 00:05:50.720]  在這裡《雅各》主要有
[00:05:50.720 --> 00:05:53.680]  兩個很集地性的一個問句
[00:05:53.680 --> 00:05:54.920]  《雅各》在這裡說
[00:05:54.920 --> 00:05:56.080]  你們不知道嗎?
[00:05:56.080 --> 00:05:57.600]  你們不知道?
[00:05:57.600 --> 00:05:59.280]  你們是不是真的不知道呢?
[00:05:59.280 --> 00:05:59.840]  不是
[00:05:59.840 --> 00:06:00.960]  你們是知道的
[00:06:00.960 --> 00:06:02.280]  其實你們知道
[00:06:02.280 --> 00:06:05.800]  應該怎樣過一個跟從上帝的生活
[00:06:05.800 --> 00:06:08.240]  不過你們的行為
[00:06:08.240 --> 00:06:10.200]  卻是反映另一樣東西
[00:06:10.200 --> 00:06:12.440]  用我們的說法
[00:06:12.440 --> 00:06:14.040]  你們想的是一套
[00:06:14.040 --> 00:06:16.200]  做的又是一套
[00:06:16.200 --> 00:06:18.360]  你們所知和你們所行
[00:06:18.360 --> 00:06:20.360]  是不配合的
[00:06:20.360 --> 00:06:23.640]  上帝和世俗是勢不兩立的
[00:06:23.640 --> 00:06:24.600]  甚麼是世俗呢?
[00:06:24.600 --> 00:06:25.720]  在這裡是指
[00:06:25.720 --> 00:06:27.640]  當你以遠離
[00:06:27.640 --> 00:06:29.200]  不是以上帝為中心
[00:06:29.200 --> 00:06:33.480]  而是以追求人生的物慾為滿足的時候
[00:06:33.480 --> 00:06:36.080]  這個就是與上帝為敵
[00:06:36.080 --> 00:06:39.480]  《雅各》在這裡也提出了另一個很重要的方向
[00:06:39.480 --> 00:06:41.640]  就是你要認清自己的身份
[00:06:41.640 --> 00:06:42.800]  《雅各》提醒他們
[00:06:42.800 --> 00:06:46.160]  你們說你們是一群跟從上帝的人
[00:06:46.160 --> 00:06:49.680]  所以既然你自稱自己有這樣的身份
[00:06:49.680 --> 00:06:54.000]  你就應該過一個合乎上帝心意的生活
[00:06:54.000 --> 00:06:58.160]  在這裡《雅各》提醒這些信徒
[00:06:58.160 --> 00:06:59.680]  當然《雅各》也知道
[00:06:59.680 --> 00:07:02.600]  在人世間有撒旦的試探
[00:07:02.600 --> 00:07:05.800]  有人性的一個困擾
[00:07:05.800 --> 00:07:07.680]  所以《雅各》在這裡說
[00:07:07.680 --> 00:07:11.240]  其實我們要求上帝的恩典的幫助
[00:07:11.240 --> 00:07:14.520]  去讓我們教清楚人生的方向
[00:07:14.520 --> 00:07:16.520]  在第六第七節這樣說
[00:07:16.520 --> 00:07:19.120]  但他設更多的恩典
[00:07:19.120 --> 00:07:20.160]  所以經常說
[00:07:20.160 --> 00:07:21.680]  神阻擋驕傲的人
[00:07:21.680 --> 00:07:23.920]  恃恩給謙卑的人
[00:07:23.920 --> 00:07:25.600]  故此你們要信服神
[00:07:25.600 --> 00:07:27.040]  不要抵擋魔鬼
[00:07:27.040 --> 00:07:28.640]  魔鬼就必離開你們
[00:07:28.640 --> 00:07:30.080]  逃跑了
[00:07:30.080 --> 00:07:32.360]  在這裡人生在世
[00:07:32.360 --> 00:07:35.680]  難免受不同的事
[00:07:35.680 --> 00:07:40.320]  或者人去有一個影響
[00:07:40.320 --> 00:07:41.760]  或者誘惑
[00:07:41.760 --> 00:07:44.000]  撒旦也用不同的方式
[00:07:44.000 --> 00:07:45.880]  讓我們遠離上帝
[00:07:45.880 --> 00:07:47.360]  不過《雅各》在這裡說
[00:07:47.360 --> 00:07:49.880]  上帝是一個施恩的上帝
[00:07:49.880 --> 00:07:52.840]  如果人願意在上帝面前謙卑的時候
[00:07:52.840 --> 00:07:55.560]  願意領受上帝的教訓的時候
[00:07:55.560 --> 00:07:57.480]  接受上帝的引導
[00:07:57.480 --> 00:08:00.720]  魔鬼就會遠離你們
[00:08:00.720 --> 00:08:02.800]  在這裡《雅各》在這裡說
[00:08:02.800 --> 00:08:06.040]  一個謙卑的人會有什麼情況呢
[00:08:06.040 --> 00:08:07.400]  第六節說
[00:08:07.400 --> 00:08:11.280]  上帝會賜下恩典給謙卑的人
[00:08:11.280 --> 00:08:12.960]  第十節說
[00:08:12.960 --> 00:08:17.480]  上帝會讓這個人從卑微的地步升高
[00:08:17.480 --> 00:08:20.880]  在中間的部分說
[00:08:20.880 --> 00:08:22.960]  究竟一個謙卑的人有什麼表現呢
[00:08:22.960 --> 00:08:25.320]  第八至十節《雅各》說
[00:08:25.320 --> 00:08:26.480]  你們親近神
[00:08:26.480 --> 00:08:28.000]  神就必親近你們
[00:08:28.000 --> 00:08:30.640]  有罪的人要潔淨你們的手
[00:08:30.640 --> 00:08:34.320]  深懷異議的人要清潔你們的心
[00:08:34.320 --> 00:08:37.600]  你們要受苦悲哀哭泣
[00:08:37.600 --> 00:08:39.800]  將喜笑變作悲哀
[00:08:39.800 --> 00:08:41.840]  歡樂變作愁悶
[00:08:41.840 --> 00:08:43.640]  不要在主面前自卑
[00:08:43.640 --> 00:08:46.120]  主就必叫你們升高
[00:08:46.120 --> 00:08:51.640]  可以說在上帝面前的謙卑的人
[00:08:51.640 --> 00:08:53.000]  他會抵擋魔鬼
[00:08:53.000 --> 00:08:54.560]  他會親近上帝
[00:08:54.560 --> 00:08:57.000]  在這裡當人親近上帝的時候
[00:08:57.000 --> 00:08:58.320]  魔鬼就離開了
[00:08:58.320 --> 00:08:59.600]  就遠離你了
[00:08:59.600 --> 00:09:01.320]  不是因為你有多厲害
[00:09:01.320 --> 00:09:02.560]  魔鬼怕了你
[00:09:02.560 --> 00:09:03.240]  不是
[00:09:03.240 --> 00:09:04.800]  也不是因為你做了多少事
[00:09:04.800 --> 00:09:06.120]  所以魔鬼就會走了
[00:09:06.120 --> 00:09:07.000]  不是
[00:09:07.000 --> 00:09:08.080]  《雅各》在這裡說
[00:09:08.080 --> 00:09:09.760]  當你親近上帝的時候
[00:09:09.760 --> 00:09:13.040]  因為魔鬼是不會親近上帝的
[00:09:13.040 --> 00:09:16.840]  所以當你有一個親近上帝的心
[00:09:16.840 --> 00:09:19.120]  這個魔鬼就會遠離你
[00:09:19.120 --> 00:09:20.480]  《雅各》在這裡說
[00:09:20.480 --> 00:09:22.040]  罪人是指有罪的人
[00:09:22.040 --> 00:09:24.160]  是指深懷異議的人
[00:09:24.160 --> 00:09:25.800]  《雅各》其實提醒
[00:09:25.800 --> 00:09:28.640]  人生在世不要深懷異議
[00:09:28.640 --> 00:09:30.480]  不要一腳踏兩船
[00:09:30.480 --> 00:09:34.720]  不要選擇熟悉物質生活的享受
[00:09:34.720 --> 00:09:37.000]  追求的越追求越快樂的生活
[00:09:37.000 --> 00:09:38.000]  這樣的心態
[00:09:38.000 --> 00:09:40.720]  另一方面又說我願意去跟從上帝
[00:09:40.720 --> 00:09:42.640]  其實《雅各》在這裡提醒我們
[00:09:42.640 --> 00:09:44.960]  要專一跟從上帝
[00:09:44.960 --> 00:09:47.840]  某個程度可以這麼說
[00:09:47.840 --> 00:09:50.120]  你要麼就專一跟從世界
[00:09:50.120 --> 00:09:52.440]  要麼就專一跟從上帝
[00:09:52.440 --> 00:09:55.720]  不要兩者一腳踏兩船
[00:09:55.720 --> 00:09:57.960]  當然《雅各》提醒信徒
[00:09:57.960 --> 00:10:00.640]  你們要專一跟從上帝
[00:10:00.640 --> 00:10:03.280]  專一去跟從一位愛我們
[00:10:03.280 --> 00:10:05.320]  施恩給我們的上帝
[00:10:05.320 --> 00:10:06.680]  《雅各》在這裡說
[00:10:06.680 --> 00:10:08.600]  一個謙卑的人
[00:10:08.600 --> 00:10:10.640]  是不會向上帝誇口的
[00:10:10.640 --> 00:10:12.480]  他會潔淨他們的手
[00:10:12.480 --> 00:10:14.200]  也會潔淨自己的心
[00:10:14.200 --> 00:10:16.280]  在上帝面前去懺悔
[00:10:16.280 --> 00:10:18.080]  可以說是悔改
[00:10:18.080 --> 00:10:20.080]  《雅各》在這裡提醒
[00:10:20.080 --> 00:10:24.000]  你要改變裡面的那種價值觀
[00:10:24.000 --> 00:10:25.520]  你們以為
[00:10:25.520 --> 00:10:28.000]  今天你住四八尺的樓
[00:10:28.000 --> 00:10:30.680]  明天住八八尺的樓你就更加快樂
[00:10:30.680 --> 00:10:31.920]  《雅各》在這裡說不是的
[00:10:31.920 --> 00:10:36.480]  你不會因為物質的增多而有更多的快樂
[00:10:36.480 --> 00:10:37.920]  或者會快樂
[00:10:37.920 --> 00:10:40.360]  《雅各》提醒
[00:10:40.360 --> 00:10:42.280]  這一班信徒
[00:10:42.280 --> 00:10:45.920]  你們要將你的價值觀糾正
[00:10:45.920 --> 00:10:47.280]  不要以為
[00:10:47.280 --> 00:10:50.720]  人世間的物質生活可以滿足到你
[00:10:50.720 --> 00:10:52.800]  唯有上帝
[00:10:52.800 --> 00:10:55.680]  才可以讓人得到真正的滿足
[00:10:55.680 --> 00:10:57.160]  所以《雅各》在這裡
[00:10:57.160 --> 00:10:59.880]  很清楚地要肯定一班信徒
[00:10:59.880 --> 00:11:02.960]  立定心智在上帝的身邊
[00:11:02.960 --> 00:11:04.280]  接著11、12節
[00:11:04.280 --> 00:11:05.960]  他再一次地說
[00:11:05.960 --> 00:11:10.080]  怎樣才算上帝在我們身邊
[00:11:10.080 --> 00:11:11.320]  11、12節說
[00:11:11.320 --> 00:11:13.760]  弟兄們,你們不可彼此批評
[00:11:13.760 --> 00:11:15.840]  人若批評弟兄,論斷弟兄
[00:11:15.840 --> 00:11:18.400]  則是批評律法,論斷律法
[00:11:18.400 --> 00:11:21.720]  你若論斷律法,就不是遵行律法
[00:11:21.720 --> 00:11:23.240]  乃是判斷人的
[00:11:23.240 --> 00:11:25.600]  設立律法和判斷人的只有一位
[00:11:25.600 --> 00:11:28.640]  則是哪能救人,也能滅人的
[00:11:28.640 --> 00:11:32.440]  你是誰竟敢論斷別人呢?
[00:11:32.440 --> 00:11:35.680]  在這裡《雅各》引申討論一個互相詆毀
[00:11:35.680 --> 00:11:39.600]  違背律法,與神為敵的問題
[00:11:39.600 --> 00:11:43.120]  在這裡當信徒
[00:11:43.120 --> 00:11:45.200]  或者當教會的人
[00:11:45.200 --> 00:11:48.960]  為著財利,為著物質
[00:11:48.960 --> 00:11:50.840]  而去彼此爭鬥的時候
[00:11:50.840 --> 00:11:53.160]  在過程當中,彼此的詆毀
[00:11:53.160 --> 00:11:55.440]  是很容易想像的一件事
[00:11:55.440 --> 00:11:57.440]  接著當中有人會說
[00:11:57.440 --> 00:12:03.120]  一個愛人如己
[00:12:03.120 --> 00:12:06.160]  愛鄰舍如同自己的律法
[00:12:06.160 --> 00:12:08.640]  是否要遵守呢?不一定要遵守
[00:12:08.640 --> 00:12:11.000]  一個審斷弟兄
[00:12:11.000 --> 00:12:17.960]  《雅各》在這裡讓我們看到一件事
[00:12:17.960 --> 00:12:22.200]  就是審斷弟兄的意思是審斷鄰舍
[00:12:22.200 --> 00:12:24.960]  在《雅各》裡面,除了這裡出現之外
[00:12:24.960 --> 00:12:27.240]  第二章第八節說
[00:12:27.240 --> 00:12:29.160]  愛鄰舍如同自己
[00:12:29.160 --> 00:12:32.880]  是一個至尊的律法,在《雅各》來說
[00:12:32.880 --> 00:12:38.680]  這是上帝定下的一個很重要的生活原則
[00:12:38.680 --> 00:12:40.880]  不要憑著外貌待人
[00:12:40.880 --> 00:12:45.200]  這是上帝給人的一個生活規範
[00:12:45.200 --> 00:12:48.480]  在這裡,當時應該有人說
[00:12:48.480 --> 00:12:52.240]  這條律法,愛鄰舍如同自己
[00:12:52.240 --> 00:12:55.840]  是否要遵守呢?我為什麼要遵守呢?
[00:12:55.840 --> 00:12:58.880]  《雅各》說,定立這條律法的是上帝
[00:12:58.880 --> 00:13:01.560]  判斷這條律法,你有沒有遵守的
[00:13:01.560 --> 00:13:03.160]  也是上帝
[00:13:03.160 --> 00:13:07.880]  所以如果你說,你自己代替上帝
[00:13:07.880 --> 00:13:10.360]  你說,可以說
[00:13:10.360 --> 00:13:12.240]  這條律法可不可以遵守
[00:13:12.240 --> 00:13:17.760]  或者你覺得怎樣去遵守,就是等於絕對了
[00:13:17.760 --> 00:13:20.880]  就是這樣,你作為一個審判者
[00:13:20.880 --> 00:13:23.480]  所以,如果是這樣的時候
[00:13:23.480 --> 00:13:25.920]  你就是與神為敵
[00:13:25.920 --> 00:13:27.760]  《雅各》在這裡說
[00:13:27.760 --> 00:13:30.560]  設立律法的只有一個,就是上帝
[00:13:30.560 --> 00:13:34.560]  作為法官去判斷你有沒有遵守這個律法
[00:13:34.560 --> 00:13:36.160]  也是上帝
[00:13:36.160 --> 00:13:38.040]  所以《雅各》說
[00:13:38.040 --> 00:13:41.840]  上帝只有一位,審判官只有一位
[00:13:41.840 --> 00:13:44.480]  如果我們以上帝自居
[00:13:44.480 --> 00:13:48.560]  以審判者自居的話,你就是與神為敵
[00:13:48.560 --> 00:13:52.200]  《雅各》其實是說這個意思
[00:13:52.200 --> 00:13:57.000]  在這段經文裡面,我們很快看了這段經文的內容
[00:13:57.000 --> 00:13:59.920]  這段經文,其實我們最少有三個向度
[00:13:59.920 --> 00:14:03.560]  對我們真是有一個很深的提醒
[00:14:03.560 --> 00:14:05.960]  《雅各》第一個的問題就是
[00:14:05.960 --> 00:14:08.640]  當時教會,就是有一班人
[00:14:08.640 --> 00:14:12.200]  有衝突,有紛爭,有打鬥
[00:14:12.200 --> 00:14:16.840]  很嚴重,如果不是的話,就不用公開處理
[00:14:16.840 --> 00:14:21.160]  在上文就說到,屬地的人,或者不是屬於上帝的人
[00:14:21.160 --> 00:14:24.920]  就是以財富為他們生命的核心
[00:14:24.920 --> 00:14:27.760]  追求更多的財富過他們的人生
[00:14:27.760 --> 00:14:30.560]  接著,在教會裡面出現了紛爭
[00:14:30.560 --> 00:14:34.440]  這班人同樣是為了追求這些財富
[00:14:34.440 --> 00:14:37.360]  爭多而彼此的紛爭
[00:14:37.360 --> 00:14:41.640]  表面上,好像是一些意見不合
[00:14:41.640 --> 00:14:43.840]  或者各方面的衝突
[00:14:43.840 --> 00:14:48.160]  但是《雅各》可以看到,這不單只是一些衝突這麼簡單
[00:14:48.160 --> 00:14:53.640]  是反映了這班信徒內心裡面的那種價值觀
[00:14:53.640 --> 00:14:57.640]  你們因為有這種價值觀,才有這種衝突
[00:14:57.640 --> 00:15:01.200]  所以《雅各》在針對這個問題
[00:15:01.200 --> 00:15:04.080]  其實不是你們人與人之間的問題
[00:15:04.080 --> 00:15:09.520]  藉著這個問題去見到,是你們與上帝之間的問題
[00:15:09.520 --> 00:15:12.720]  在《雅各》書裡面,一個很重要的主題是什麼呢?
[00:15:12.720 --> 00:15:14.600]  就是一個真實的信心
[00:15:14.600 --> 00:15:16.720]  如果一個人真的有信心
[00:15:16.720 --> 00:15:21.080]  他必定會顯於他外在的一些行為
[00:15:21.080 --> 00:15:23.560]  這是一個很重要的主題
[00:15:23.560 --> 00:15:29.000]  所以在這一段經文裡面,就聚焦了信徒當中的衝突
[00:15:29.000 --> 00:15:33.160]  而這些衝突反映了他們內心裡面那一種
[00:15:33.160 --> 00:15:36.280]  不正確的價值觀和私慾的危險
[00:15:36.280 --> 00:15:39.960]  所以《雅各》提醒他們,你們要小心
[00:15:39.960 --> 00:15:43.680]  就是要扭轉這種價值觀
[00:15:43.680 --> 00:15:47.720]  在這裡《雅各》給出一個屬靈的藥方
[00:15:47.720 --> 00:15:50.760]  現實的問題給出一個屬靈的藥方
[00:15:50.760 --> 00:15:54.160]  讓他們活出一個和好的關係
[00:15:54.160 --> 00:15:57.840]  在這裡《雅各》很強調,很強烈的指出
[00:15:57.840 --> 00:16:03.000]  衝突的根源是因為你們的私慾和貪戀
[00:16:03.000 --> 00:16:04.760]  甚至你們祈禱
[00:16:04.760 --> 00:16:08.440]  你們祈求上帝滿足你們的私慾
[00:16:08.440 --> 00:16:10.520]  你們這個錯誤的動機
[00:16:10.520 --> 00:16:13.120]  就是你們在祈禱
[00:16:13.120 --> 00:16:20.880]  就算你們由早到晚都不會走正確的路
[00:16:20.880 --> 00:16:24.320]  也都不會得到上帝的垂聽
[00:16:24.320 --> 00:16:28.600]  因為你們的祈禱不是為了遵循上帝的吩咐
[00:16:28.600 --> 00:16:32.320]  《雅各》一開始開門見山就說出
[00:16:32.320 --> 00:16:36.320]  他們這個問題,貪戀
[00:16:36.320 --> 00:16:40.000]  因為你們內心有一種貪戀財富
[00:16:40.000 --> 00:16:42.840]  強烈的渴望,你們得不到
[00:16:42.840 --> 00:16:44.120]  你們有嫉妒
[00:16:44.120 --> 00:16:46.840]  嫉妒其他人所擁有的比你們更多
[00:16:46.840 --> 00:16:50.720]  你感到不滿,所以你有行為去爭取
[00:16:50.720 --> 00:16:54.440]  獲取更多的財富,不擇手段
[00:16:54.440 --> 00:16:58.520]  以至形成一種罪惡的漩渦在你們當中
[00:16:58.520 --> 00:17:01.600]  最後才導致關係的破裂
[00:17:01.600 --> 00:17:02.960]  所以《雅各》說
[00:17:02.960 --> 00:17:07.240]  一個衝突是一場屬靈爭戰
[00:17:07.240 --> 00:17:10.720]  不是一個表面衝突那麼簡單
[00:17:10.720 --> 00:17:13.160]  《雅各》說
[00:17:13.160 --> 00:17:16.800]  當你追求世上的物質生活的時候
[00:17:16.800 --> 00:17:19.560]  你是與上帝為敵
[00:17:19.560 --> 00:17:23.200]  現實的衝突也引伸魔鬼的工作
[00:17:23.200 --> 00:17:26.400]  在過程中,撒旦也透過不同的方式
[00:17:26.400 --> 00:17:28.640]  使人遠離上帝
[00:17:28.640 --> 00:17:32.960]  積著錯誤的觀念,積著你錯誤的動機
[00:17:32.960 --> 00:17:35.440]  你遠離上帝
[00:17:35.440 --> 00:17:36.720]  如果大家還記得
[00:17:36.720 --> 00:17:39.520]  在上一次講《已忽所書》的時候
[00:17:39.520 --> 00:17:41.800]  講到屬靈爭戰
[00:17:41.800 --> 00:17:43.680]  本來去講屬靈爭戰
[00:17:43.680 --> 00:17:46.000]  就不是去講魔鬼打一拳來
[00:17:46.000 --> 00:17:47.040]  你就打一拳
[00:17:47.040 --> 00:17:49.040]  打一掌,回一掌魔鬼
[00:17:49.040 --> 00:17:49.960]  不是的
[00:17:49.960 --> 00:17:51.800]  焦點不是魔鬼
[00:17:51.800 --> 00:17:55.880]  焦點是你自己與上帝之間的關係
[00:17:55.880 --> 00:17:57.200]  所以保羅的提醒是
[00:17:57.200 --> 00:17:59.000]  站立得穩
[00:17:59.000 --> 00:18:00.360]  在這場屬靈爭戰中
[00:18:00.360 --> 00:18:02.120]  焦點不是魔鬼
[00:18:02.120 --> 00:18:05.040]  也不需要對準它
[00:18:05.040 --> 00:18:07.240]  最重要是你對準上帝
[00:18:07.240 --> 00:18:09.480]  你站立得穩
