
[00:00:00.000 --> 00:00:04.000]  侍奉是生命的流露
[00:03:39.000 --> 00:03:41.000]  壞樹結壞果子
[00:03:41.000 --> 00:03:44.000]  這是大自然的一個定律
[00:03:44.000 --> 00:03:47.000]  也是樹林的境界的一個定律
[00:03:47.000 --> 00:03:50.000]  所以無論哪一位弟兄姊妹
[00:03:50.000 --> 00:03:53.000]  如果你心中想到侍奉
[00:03:53.000 --> 00:03:56.000]  請你先想生命
[00:03:56.000 --> 00:04:02.000]  我們感謝主在這一次的教練會裡面
[00:04:02.000 --> 00:04:04.000]  是我們在七十路裡面
[00:04:04.000 --> 00:04:07.000]  領受生命的信息
[00:04:07.000 --> 00:04:09.000]  得到生命的栽培
[00:04:09.000 --> 00:04:14.000]  然後想到領受侍奉的信息
[00:04:14.000 --> 00:04:18.000]  在侍奉上呵護著的心意
[00:04:18.000 --> 00:04:22.000]  這兩樣配合起來
[00:04:22.000 --> 00:04:26.000]  就是我們要在教練會裡面所得到的
[00:04:26.000 --> 00:04:29.000]  在教練會裡面得到
[00:04:29.000 --> 00:04:32.000]  離開教練會以後
[00:04:32.000 --> 00:04:34.000]  繼續的得到
[00:04:34.000 --> 00:04:36.000]  流出來
[00:04:36.000 --> 00:04:38.000]  發出侍奉
[00:04:38.000 --> 00:04:40.000]  結出果子
[00:04:40.000 --> 00:04:44.000]  這是神對這個教練會的旨意
[00:04:44.000 --> 00:04:46.000]  讓我們離開以後
[00:04:46.000 --> 00:04:48.000]  去結果子
[00:04:48.000 --> 00:04:50.000]  所以說我檢選你們
[00:04:50.000 --> 00:04:53.000]  分派你們去結果子
[00:04:53.000 --> 00:04:56.000]  這是主檢選的目的
[00:04:56.000 --> 00:04:57.000]  結果子
[00:04:57.000 --> 00:05:01.000]  而且叫你們的果子長存
[00:05:01.000 --> 00:05:02.000]  感謝主
[00:05:02.000 --> 00:05:04.000]  世界上沒有長存的東西
[00:05:04.000 --> 00:05:07.000]  只有我們的好生命裡面
[00:05:07.000 --> 00:05:10.000]  發出來的侍奉的果子
[00:05:10.000 --> 00:05:15.000]  有永遠長存的價值和福氣
[00:05:15.000 --> 00:05:19.000]  叫你們的果子長存
[00:05:19.000 --> 00:05:23.000]  我們在七十路裡面
[00:05:23.000 --> 00:05:26.000]  從十方面來看
[00:05:26.000 --> 00:05:29.000]  呵護神心意的侍奉
[00:05:29.000 --> 00:05:31.000]  第一方面
[00:05:31.000 --> 00:05:33.000]  見證了這侍奉
[00:05:33.000 --> 00:05:36.000]  十二章十一點
[00:05:36.000 --> 00:05:39.000]  十二章十一點
[00:05:39.000 --> 00:05:41.000]  弟兄勝過他
[00:05:41.000 --> 00:05:43.000]  是因高揚的學
[00:05:43.000 --> 00:05:46.000]  和自己所見證的道
[00:05:46.000 --> 00:05:48.000]  他們雖至於死
[00:05:48.000 --> 00:05:52.000]  也不礙其性命
[00:05:52.000 --> 00:05:57.000]  他們自己所見證的道
[00:05:57.000 --> 00:05:58.000]  道
[00:05:58.000 --> 00:06:00.000]  是誰的
[00:06:00.000 --> 00:06:06.000]  所以說他們自己所見證的道
[00:06:06.000 --> 00:06:07.000]  道
[00:06:07.000 --> 00:06:09.000]  是神的
[00:06:09.000 --> 00:06:11.000]  但是另外一個方面
[00:06:11.000 --> 00:06:12.000]  道
[00:06:12.000 --> 00:06:15.000]  是我們自己的
[00:06:15.000 --> 00:06:18.000]  什麼時候我們見證道
[00:06:18.000 --> 00:06:21.000]  這個道和我們自己
[00:06:21.000 --> 00:06:24.000]  就連在一起
[00:06:24.000 --> 00:06:26.000]  結合起來
[00:06:26.000 --> 00:06:30.000]  就成了有能力的
[00:06:30.000 --> 00:06:33.000]  活潑的道
[00:06:33.000 --> 00:06:35.000]  神的道是活潑的
[00:06:35.000 --> 00:06:37.000]  是有功效的
[00:06:37.000 --> 00:06:41.000]  比一切良人的力見更快
[00:06:41.000 --> 00:06:43.000]  甚至靈與魂
[00:06:43.000 --> 00:06:44.000]  不解與不隨
[00:06:44.000 --> 00:06:47.000]  都能刺入剖開
[00:06:47.000 --> 00:06:50.000]  連心中的意念和主義
[00:06:50.000 --> 00:06:52.000]  都能辨明
[00:06:52.000 --> 00:06:56.000]  這是神活潑的道
[00:06:56.000 --> 00:06:59.000]  有功效
[00:06:59.000 --> 00:07:01.000]  在我們這一方面
[00:07:01.000 --> 00:07:06.000]  什麼時候我們見證道
[00:07:06.000 --> 00:07:08.000]  就是說我們用生活
[00:07:08.000 --> 00:07:10.000]  用我們的行動
[00:07:10.000 --> 00:07:12.000]  用我們的生命
[00:07:12.000 --> 00:07:15.000]  見證我們所見證的道的時候
[00:07:15.000 --> 00:07:18.000]  這個道立刻成為活潑的道
[00:07:18.000 --> 00:07:19.000]  有功效的道
[00:07:19.000 --> 00:07:23.000]  可以進入人的內心
[00:07:23.000 --> 00:07:26.000]  沒有見證的道
[00:07:26.000 --> 00:07:28.000]  不會活潑
[00:07:28.000 --> 00:07:29.000]  不會有功效
[00:07:29.000 --> 00:07:32.000]  不會進到人的裡面
[00:07:32.000 --> 00:07:35.000]  也不會進到我們自己裡面
[00:07:35.000 --> 00:07:39.000]  是表面的東西
[00:07:39.000 --> 00:07:43.000]  我們在道的學習上
[00:07:43.000 --> 00:07:48.000]  必須和我們的生命連在一起
[00:07:48.000 --> 00:07:51.000]  和我們的行動連在一起
[00:07:51.000 --> 00:07:57.000]  我們就成為生命的見證者
[00:07:57.000 --> 00:08:00.000]  主耶穌的門徒說
[00:08:00.000 --> 00:08:03.000]  當生靈降臨在你們身上
[00:08:03.000 --> 00:08:06.000]  你們就必得有能力
[00:08:06.000 --> 00:08:09.000]  從耶路撒冷直到地底
[00:08:09.000 --> 00:08:12.000]  做我的見證
[00:08:12.000 --> 00:08:13.000]  原文是說
[00:08:13.000 --> 00:08:17.000]  你們是我的見證
[00:08:17.000 --> 00:08:23.000]  做見證和是見證有分別
[00:08:23.000 --> 00:08:27.000]  做見證是把見證當作工作
[00:08:27.000 --> 00:08:29.000]  做完了就完了
[00:08:29.000 --> 00:08:31.000]  一個人在公司辦事
[00:08:31.000 --> 00:08:32.000]  九點鐘上班
[00:08:32.000 --> 00:08:34.000]  五點鐘下班
[00:08:34.000 --> 00:08:35.000]  在這段時間之內
[00:08:35.000 --> 00:08:37.000]  就是辦公司的事
[00:08:37.000 --> 00:08:39.000]  在那裡工作
[00:08:39.000 --> 00:08:41.000]  一下班了
[00:08:41.000 --> 00:08:43.000]  就離開公司
[00:08:43.000 --> 00:08:44.000]  就做自己的事
[00:08:44.000 --> 00:08:49.000]  歡喜做什麼就做什麼
[00:08:49.000 --> 00:08:51.000]  那幾個鐘頭是職業
[00:08:51.000 --> 00:08:55.000]  其他的時間是你歡喜做什麼
[00:08:55.000 --> 00:08:56.000]  就做什麼
[00:08:56.000 --> 00:08:58.000]  是你的歡喜的流露
[00:08:58.000 --> 00:09:02.000]  是你的生命的流露
[00:09:02.000 --> 00:09:05.000]  如果我們的見證
[00:09:05.000 --> 00:09:07.000]  單單是做見證
[00:09:07.000 --> 00:09:09.000]  我們就會這樣
[00:09:09.000 --> 00:09:13.000]  做完了就放下
[00:09:13.000 --> 00:09:15.000]  那麼另外我是我
[00:09:15.000 --> 00:09:18.000]  主的道是主的道
[00:09:18.000 --> 00:09:22.000]  我們乃是見證
[00:09:22.000 --> 00:09:25.000]  我們的見證是我們生命的流露
[00:09:25.000 --> 00:09:31.000]  所以二十四小時都在見證
[00:09:31.000 --> 00:09:32.000]  從我們生命的裡面
[00:09:32.000 --> 00:09:35.000]  發出來的任何一件事
[00:09:35.000 --> 00:09:38.000]  都是見證
[00:09:38.000 --> 00:09:40.000]  所以生命有瑕疵
[00:09:40.000 --> 00:09:42.000]  見證必然有瑕疵
[00:09:42.000 --> 00:09:45.000]  不可避免
[00:09:45.000 --> 00:09:47.000]  永遠永遠不會有一個
[00:09:47.000 --> 00:09:49.000]  生命不完全的人
[00:09:49.000 --> 00:09:52.000]  而有完全的見證
[00:09:52.000 --> 00:09:55.000]  不可能
[00:09:55.000 --> 00:09:59.000]  格林多厚書四章第二節
[00:09:59.000 --> 00:10:02.000]  包羅講到他的侍奉的時候這樣說
[00:10:02.000 --> 00:10:05.000]  把真理表明出來
[00:10:05.000 --> 00:10:11.000]  更多說把我們見於人的兩性
[00:10:11.000 --> 00:10:13.000]  兩句話分不開
[00:10:13.000 --> 00:10:14.000]  把真理表明出來
[00:10:14.000 --> 00:10:18.000]  這是生命的見證
[00:10:18.000 --> 00:10:21.000]  這個時候就把我們自己
[00:10:21.000 --> 00:10:23.000]  和我們的工作
[00:10:23.000 --> 00:10:27.000]  見於介紹給人的兩性
[00:10:27.000 --> 00:10:28.000]  什麼時候真理
[00:10:28.000 --> 00:10:30.000]  能夠進到人的兩性裡去
[00:10:30.000 --> 00:10:32.000]  就是當我們把真理
[00:10:32.000 --> 00:10:35.000]  表明出來的時候
[00:10:35.000 --> 00:10:38.000]  我在這裡講到很容易
[00:10:38.000 --> 00:10:41.000]  因為你們不認識我
[00:10:41.000 --> 00:10:43.000]  我無論講什麼
[00:10:43.000 --> 00:10:48.000]  你們心裡可能說阿門阿門阿門
[00:10:48.000 --> 00:10:52.000]  如果我和你們一同生活
[00:10:52.000 --> 00:10:54.000]  一同工作
[00:10:54.000 --> 00:10:55.000]  恐怕那個時候
[00:10:55.000 --> 00:10:58.000]  阿門的聲音會少一點
[00:10:58.000 --> 00:11:00.000]  為什麼
[00:11:00.000 --> 00:11:03.000]  這個問題很重要
[00:11:03.000 --> 00:11:05.000]  只不能夠
[00:11:05.000 --> 00:11:08.000]  用表明出來的真理
[00:11:08.000 --> 00:11:10.000]  把一個侍奉著的人
[00:11:10.000 --> 00:11:14.000]  介入介紹給別人的兩性
[00:11:14.000 --> 00:11:15.000]  什麼時候走的到
[00:11:15.000 --> 00:11:17.000]  進到我們的兩性
[00:11:17.000 --> 00:11:18.000]  就有功效
[00:11:18.000 --> 00:11:20.000]  什麼時候進不入我們的兩性
[00:11:20.000 --> 00:11:22.000]  就沒有功效
[00:11:22.000 --> 00:11:24.000]  什麼時候有這個功效
[00:11:24.000 --> 00:11:27.000]  就是當真理被表明出來的時候
[00:11:27.000 --> 00:11:29.000]  被見證出來的時候
[00:11:29.000 --> 00:11:32.000]  才有這一個進入人的兩性
[00:11:32.000 --> 00:11:34.000]  改變人的兩性
[00:11:34.000 --> 00:11:38.000]  影響人的兩性的功效
[00:11:38.000 --> 00:11:39.000]  第二
[00:11:39.000 --> 00:11:42.000]  我們的侍奉
[00:11:42.000 --> 00:11:45.000]  是祭祀的侍奉
[00:11:45.000 --> 00:11:47.000]  五章第十節提到
[00:11:47.000 --> 00:11:51.000]  被救贖的人做祭祀
[00:11:51.000 --> 00:11:57.000]  祭祀是神人之間的人
[00:11:57.000 --> 00:12:00.000]  向人代表神
[00:12:00.000 --> 00:12:02.000]  向神代表人
[00:12:02.000 --> 00:12:05.000]  把人的需要告訴神
[00:12:05.000 --> 00:12:08.000]  把神的旨意宣告給人
[00:12:08.000 --> 00:12:11.000]  這是祭祀
[00:12:11.000 --> 00:12:13.000]  所有蒙恩得救的人
[00:12:13.000 --> 00:12:15.000]  都是祭祀
[00:12:15.000 --> 00:12:17.000]  如果一個基督徒不了解
[00:12:17.000 --> 00:12:19.000]  這個基本的真理
[00:12:19.000 --> 00:12:21.000]  他不會追求侍奉
[00:12:21.000 --> 00:12:26.000]  他不會站在祭祀的地位上
[00:12:26.000 --> 00:12:28.000]  每一位弟兄姊妹在這裡
[00:12:28.000 --> 00:12:33.000]  都是祭祀
[00:12:33.000 --> 00:12:37.000]  我們一聽見一個專名詞
[00:12:37.000 --> 00:12:40.000]  某一個機構裡面的人物
[00:12:40.000 --> 00:12:42.000]  被叫做祭祀
[00:12:42.000 --> 00:12:45.000]  用英文話在講祭祀的時候
[00:12:45.000 --> 00:12:47.000]  He's a priest
[00:12:47.000 --> 00:12:53.000]  你的感覺有點不大自然
[00:12:53.000 --> 00:12:54.000]  但是
[00:12:54.000 --> 00:12:55.000]  聖經裡面告訴我們
[00:12:55.000 --> 00:12:58.000]  我們都是祭祀
[00:12:58.000 --> 00:13:00.000]  都是祭祀
[00:13:00.000 --> 00:13:02.000]  在教會歷史裡面
[00:13:02.000 --> 00:13:04.000]  發生一次真正的
[00:13:04.000 --> 00:13:07.000]  淑林的革命
[00:13:07.000 --> 00:13:09.000]  什麼時候發生
[00:13:09.000 --> 00:13:12.000]  就是馬丁路德寫了
[00:13:12.000 --> 00:13:13.000]  印了
[00:13:13.000 --> 00:13:14.000]  發表了
[00:13:14.000 --> 00:13:16.000]  他從神所領受的
[00:13:16.000 --> 00:13:19.000]  基本的真理的進擊的時候
[00:13:19.000 --> 00:13:20.000]  那個小冊子
[00:13:20.000 --> 00:13:24.000]  叫做信徒的祭祀之分
[00:13:24.000 --> 00:13:28.000]  The priesthood of all believers
[00:13:28.000 --> 00:13:30.000]  這個信息一發表
[00:13:30.000 --> 00:13:32.000]  歐洲就產生了
[00:13:32.000 --> 00:13:36.000]  真正的淑林的革命
[00:13:36.000 --> 00:13:39.000]  不再是某一個階層的人
[00:13:39.000 --> 00:13:41.000]  某一族的人
[00:13:41.000 --> 00:13:44.000]  某一部分的人是祭祀
[00:13:44.000 --> 00:13:46.000]  乃是所有的信徒
[00:13:46.000 --> 00:13:48.000]  包括你我在內
[00:13:48.000 --> 00:13:50.000]  都是祭祀
[00:13:50.000 --> 00:13:54.000]  這是個革命性的真理
[00:13:54.000 --> 00:13:57.000]  在舊約和新約之間
[00:13:57.000 --> 00:13:59.000]  有著一個革命性的改變
[00:13:59.000 --> 00:14:00.000]  在舊約裡面
[00:14:00.000 --> 00:14:02.000]  立委人中間
[00:14:02.000 --> 00:14:04.000]  有一部分人是祭祀
[00:14:04.000 --> 00:14:06.000]  只限於他們
[00:14:06.000 --> 00:14:07.000]  其他的以色列人
[00:14:07.000 --> 00:14:09.000]  和普通的以色列人
[00:14:09.000 --> 00:14:11.000]  在一般的以色列人之間
[00:14:11.000 --> 00:14:12.000]  和祭祀之間
[00:14:12.000 --> 00:14:15.000]  有一條界線
[00:14:15.000 --> 00:14:17.000]  那是舊約時代
[00:14:17.000 --> 00:14:19.000]  新約時代
[00:14:19.000 --> 00:14:21.000]  在神的恩典之下
[00:14:21.000 --> 00:14:24.000]  產生了革命性的改變
[00:14:24.000 --> 00:14:26.000]  就是所有的信徒
[00:14:26.000 --> 00:14:28.000]  都是祭祀
[00:14:28.000 --> 00:14:31.000]  我們讀彼得前書的時候
[00:14:31.000 --> 00:14:33.000]  看見使徒彼得
[00:14:33.000 --> 00:14:35.000]  用兩個字
[00:14:35.000 --> 00:14:37.000]  兩個名詞
[00:14:37.000 --> 00:14:38.000]  他講到
[00:14:38.000 --> 00:14:40.000]  教會裡面的弟兄的時候
[00:14:40.000 --> 00:14:44.000]  他用Brotherhood
[00:14:44.000 --> 00:14:45.000]  這一個字來代表
[00:14:45.000 --> 00:14:49.000]  教會裡面的弟兄
[00:14:49.000 --> 00:14:51.000]  有人把它翻作弟兄團
[00:14:51.000 --> 00:14:52.000]  教會是什麼
[00:14:52.000 --> 00:14:54.000]  教會就是弟兄團
[00:14:54.000 --> 00:14:57.000]  對不起姊妹
[00:14:57.000 --> 00:14:58.000]  但是感謝主
[00:14:58.000 --> 00:15:04.000]  聖經把姊妹當作弟兄
[00:15:04.000 --> 00:15:10.000]  弟兄包括姊妹在內
[00:15:10.000 --> 00:15:12.000]  還有一個字
[00:15:12.000 --> 00:15:13.000]  祭祀
[00:15:13.000 --> 00:15:16.000]  也是用一個名詞來講
[00:15:16.000 --> 00:15:20.000]  Priesthood
[00:15:20.000 --> 00:15:21.000]  單數的字
[00:15:21.000 --> 00:15:25.000]  包括所有的基督徒
[00:15:25.000 --> 00:15:27.000]  也可以翻作祭祀團
[00:15:27.000 --> 00:15:29.000]  教會是什麼
[00:15:29.000 --> 00:15:31.000]  是弟兄團
[00:15:31.000 --> 00:15:34.000]  是祭祀團
[00:15:34.000 --> 00:15:37.000]  有君尊的祭祀
[00:15:37.000 --> 00:15:40.000]  讓我們接受這個吉祀
[00:15:40.000 --> 00:15:42.000]  這一個亮光
[00:15:42.000 --> 00:15:46.000]  這一條路
[00:15:46.000 --> 00:15:49.000]  各位在座的弟兄姊妹
[00:15:49.000 --> 00:15:51.000]  如果你過去還沒有了解
[00:15:51.000 --> 00:15:53.000]  或者沒有接受
[00:15:53.000 --> 00:15:55.000]  這個真理
[00:15:55.000 --> 00:15:57.000]  請你今天
[00:15:57.000 --> 00:15:59.000]  在離開下面過一天
[00:15:59.000 --> 00:16:01.000]  清楚地認識
[00:16:01.000 --> 00:16:04.000]  確定地接受
[00:16:04.000 --> 00:16:05.000]  回去以後
[00:16:05.000 --> 00:16:08.000]  你站在祭祀的地位上
[00:16:08.000 --> 00:16:10.000]  是否
[00:16:10.000 --> 00:16:13.000]  已做了中間者
[00:16:13.000 --> 00:16:15.000]  就是成了橋樑
[00:16:15.000 --> 00:16:18.000]  是神人相通
[00:16:18.000 --> 00:16:20.000]  神的旨意
[00:16:20.000 --> 00:16:21.000]  神的恩典
[00:16:21.000 --> 00:16:23.000]  神的能力
[00:16:23.000 --> 00:16:25.000]  透過你這個橋樑
[00:16:25.000 --> 00:16:28.000]  透過你這個渠道
[00:16:28.000 --> 00:16:29.000]  領導別人
[00:16:29.000 --> 00:16:35.000]  這就是祭祀的之分
[00:16:35.000 --> 00:16:37.000]  當我們擔起這個之分的時候
[00:16:37.000 --> 00:16:40.000]  立刻我們的人生的中心
[00:16:40.000 --> 00:16:43.000]  從自己挪開了
[00:16:43.000 --> 00:16:47.000]  我們有了兩個樑頭
[00:16:47.000 --> 00:16:48.000]  神在這一頭
[00:16:48.000 --> 00:16:53.000]  人在那一頭
[00:16:53.000 --> 00:16:54.000]  不再是在這裡
[00:16:54.000 --> 00:16:58.000]  中心不再在這裡
[00:16:58.000 --> 00:17:00.000]  在那裡
[00:17:00.000 --> 00:17:03.000]  在那裡
[00:17:03.000 --> 00:17:04.000]  我們伸開兩隻手
[00:17:04.000 --> 00:17:07.000]  一隻手從神那裡接受
[00:17:07.000 --> 00:17:08.000]  接受
[00:17:08.000 --> 00:17:09.000]  長長地接受
[00:17:09.000 --> 00:17:12.000]  另外一隻手伸出去
[00:17:12.000 --> 00:17:13.000]  給予
[00:17:13.000 --> 00:17:14.000]  給予
[00:17:14.000 --> 00:17:15.000]  給予
[00:17:15.000 --> 00:17:18.000]  有的人只有這一隻手
[00:17:18.000 --> 00:17:20.000]  這隻手沒有了
[00:17:20.000 --> 00:17:21.000]  只有一隻手
[00:17:21.000 --> 00:17:27.000]  這叫獨臂基督徒
[00:17:27.000 --> 00:17:28.000]  今天
[00:17:28.000 --> 00:17:29.000]  諸問我們
[00:17:29.000 --> 00:17:31.000]  你這隻手呢
[00:17:31.000 --> 00:17:33.000]  那一隻手在哪裡
[00:17:33.000 --> 00:17:34.000]  你的手在哪裡
[00:17:34.000 --> 00:17:35.000]  讓我們說
[00:17:35.000 --> 00:17:37.000]  主啊在這裡
[00:17:37.000 --> 00:17:40.000]  主啊我的另外一隻手在這裡
[00:17:40.000 --> 00:17:42.000]  主說
[00:17:42.000 --> 00:17:44.000]  伸出來
[00:17:44.000 --> 00:17:46.000]  用它
[00:17:46.000 --> 00:17:47.000]  接受
[00:17:47.000 --> 00:17:48.000]  給予
[00:17:48.000 --> 00:17:50.000]  這就是通道
[00:17:50.000 --> 00:17:52.000]  這就是橋樑
[00:17:52.000 --> 00:17:55.000]  這就是祭祀
[00:17:55.000 --> 00:17:58.000]  在屈士錄裡面
[00:17:58.000 --> 00:18:01.000]  兩次說
[00:18:01.000 --> 00:18:03.000]  信徒是祭祀
[00:18:03.000 --> 00:18:05.000]  一章第六節
[00:18:05.000 --> 00:18:08.000]  五章第十節
[00:18:08.000 --> 00:18:10.000]  一章第六節
[00:18:10.000 --> 00:18:12.000]  五章第十節
[00:18:12.000 --> 00:18:16.000]  這是對於信徒的兩次全面的形容
[00:18:16.000 --> 00:18:18.000]  把我們的身份地位
[00:18:18.000 --> 00:18:21.000]  清楚的形容出來
[00:18:21.000 --> 00:18:23.000]  都提到祭祀
[00:18:23.000 --> 00:18:25.000]  神不忘記
[00:18:25.000 --> 00:18:28.000]  這個之分在我們身上
[00:18:28.000 --> 00:18:30.000]  我們也不要忘記
[00:18:30.000 --> 00:18:33.000]  神已經把這個之分
[00:18:33.000 --> 00:18:35.000]  給了我們
[00:18:35.000 --> 00:18:37.000]  第三
[00:18:37.000 --> 00:18:39.000]  至死忠心的侍奉
[00:18:39.000 --> 00:18:42.000]  二章十節
[00:18:42.000 --> 00:18:47.000]  你勿要至死忠心
[00:18:47.000 --> 00:18:54.000]  我求賜給你那生命的豢養
[00:18:54.000 --> 00:18:56.000]  在這四個字裡面
[00:18:56.000 --> 00:18:58.000]  有兩個要點
[00:18:58.000 --> 00:19:00.000]  第一忠心
[00:19:00.000 --> 00:19:03.000]  第二至死
[00:19:03.000 --> 00:19:07.000]  至死就是一致到底
[00:19:07.000 --> 00:19:09.000]  我們的生命有多久
[00:19:09.000 --> 00:19:12.000]  我們的忠心也有多久
[00:19:12.000 --> 00:19:16.000]  我們的忠心不半度二倍
[00:19:16.000 --> 00:19:21.000]  我們的忠心有始有終
[00:19:21.000 --> 00:19:24.000]  主是創始成終者
[00:19:24.000 --> 00:19:25.000]  如果我們把我們的侍奉
[00:19:25.000 --> 00:19:27.000]  放在這位主的手中
[00:19:27.000 --> 00:19:29.000]  他能夠讓我們的侍奉
[00:19:29.000 --> 00:19:32.000]  被他創始也被他成終
[00:19:32.000 --> 00:19:36.000]  他是我們的信心的創始成終者
[00:19:36.000 --> 00:19:38.000]  讓我們加上一句說
[00:19:38.000 --> 00:19:42.000]  他也是我們侍奉的創始成終者
[00:19:42.000 --> 00:19:45.000]  如果一個人的侍奉的創始
[00:19:45.000 --> 00:19:47.000]  是從族來
[00:19:47.000 --> 00:19:49.000]  他的成終也是從族來
[00:19:49.000 --> 00:19:52.000]  這個人有不了
[00:19:52.000 --> 00:19:54.000]  主的護照
[00:19:54.000 --> 00:19:56.000]  創始
[00:19:56.000 --> 00:19:58.000]  當我們繼續
[00:19:58.000 --> 00:20:00.000]  仰望這位主的時候
[00:20:00.000 --> 00:20:04.000]  他就給我們成終
[00:20:04.000 --> 00:20:05.000]  他是阿拉伐
[00:20:05.000 --> 00:20:07.000]  他是阿美加
[00:20:07.000 --> 00:20:10.000]  他是初他是終
[00:20:10.000 --> 00:20:12.000]  他所動的善功
[00:20:12.000 --> 00:20:18.000]  他必成全直到那日
[00:20:18.000 --> 00:20:21.000]  但願我們的侍奉的工作
[00:20:21.000 --> 00:20:23.000]  是他所動的善功
[00:20:23.000 --> 00:20:24.000]  在你的心裡
[00:20:24.000 --> 00:20:26.000]  在我的心裡
[00:20:26.000 --> 00:20:29.000]  動了善功
[00:20:29.000 --> 00:20:32.000]  動了也必成全
[00:20:32.000 --> 00:20:33.000]  成全到什麼時候
[00:20:33.000 --> 00:20:35.000]  直到那日
[00:20:35.000 --> 00:20:37.000]  不但到我們死的時候
[00:20:37.000 --> 00:20:41.000]  而且超越我們死的時候
[00:20:41.000 --> 00:20:43.000]  那是神的作為
[00:20:43.000 --> 00:20:46.000]  神對我們的要求呢
[00:20:46.000 --> 00:20:48.000]  一死為界限
[00:20:48.000 --> 00:20:51.000]  我們的責任到死為止
[00:20:51.000 --> 00:20:53.000]  死以後是神的死
[00:20:53.000 --> 00:20:56.000]  死以前是我們的死
[00:20:56.000 --> 00:21:00.000]  死以前是我們和主的合作
[00:21:00.000 --> 00:21:02.000]  講到合作我們太猖狂了
[00:21:02.000 --> 00:21:05.000]  我是誰怎麼能和主合作
[00:21:05.000 --> 00:21:07.000]  把主當作我的partner
[00:21:07.000 --> 00:21:09.000]  這還了得嗎
[00:21:09.000 --> 00:21:11.000]  感謝主
[00:21:11.000 --> 00:21:13.000]  主就是這樣
[00:21:13.000 --> 00:21:16.000]  重視我們
[00:21:16.000 --> 00:21:19.000]  把他的恩典給了我們以後
