
[00:00:00.000 --> 00:00:03.880]  領子每月寺的蘇基督的恩惠平安與你們同在
[00:05:29.320 --> 00:05:33.200]  去看今天所面對的處境
[00:05:33.200 --> 00:05:39.680]  我們所迎接的是一場末世的屬靈爭戰
[00:05:40.480 --> 00:05:44.040]  這場生戰延續到今天
[00:05:44.040 --> 00:05:48.920]  當我們今天面對著眼前
[00:05:48.920 --> 00:05:50.720]  好像很大的困難
[00:05:50.720 --> 00:05:53.640]  我們都會容易被牽動
[00:05:53.640 --> 00:05:56.400]  會覺得這是最大的事情
[00:05:56.400 --> 00:06:00.520]  不過當我們從上帝的眼界出發
[00:06:00.520 --> 00:06:04.520]  或者幫助我們有更多的警醒
[00:06:04.520 --> 00:06:07.560]  其實上帝早就預告了
[00:06:08.760 --> 00:06:10.520]  告訴我們會是這樣
[00:06:10.520 --> 00:06:14.000]  以致我們不會被嚇倒
[00:06:14.000 --> 00:06:15.840]  而失去盼望
[00:06:15.840 --> 00:06:18.080]  這些事情一定會有
[00:06:18.080 --> 00:06:19.160]  一定會發生
[00:06:19.160 --> 00:06:22.720]  就讓我們能夠更加確信
[00:06:22.720 --> 00:06:24.320]  上帝知道
[00:06:24.320 --> 00:06:26.520]  上帝一定同在
[00:06:26.520 --> 00:06:29.680]  所以保羅接著就去描述
[00:06:29.680 --> 00:06:33.160]  列出了一個末世罪惡的清單
[00:06:33.160 --> 00:06:35.840]  當然當中反映了不少的
[00:06:35.840 --> 00:06:37.640]  是那些假教師的情況
[00:06:38.120 --> 00:06:40.720]  這個清單有18項
[00:06:40.720 --> 00:06:43.880]  我不再讀一次了
[00:06:43.880 --> 00:06:45.760]  剛才你讀的時候
[00:06:45.760 --> 00:06:47.360]  這些罪惡清單
[00:06:47.360 --> 00:06:50.200]  可能我們當中有些自己也有關係
[00:06:50.200 --> 00:06:55.840]  這個清單似乎沒有一個很特定的編排
[00:06:55.840 --> 00:06:57.360]  不過其中一個觀察
[00:06:57.360 --> 00:07:03.280]  是它頭和尾都用愛來作為判斷
[00:07:03.280 --> 00:07:05.920]  清單的開始是
[00:07:05.920 --> 00:07:07.760]  只愛自己
[00:07:08.760 --> 00:07:10.880]  其實這個就是自我中心
[00:07:10.880 --> 00:07:15.880]  這個是罪惡的起點和溫床
[00:07:15.880 --> 00:07:19.000]  只愛自己
[00:07:19.000 --> 00:07:23.280]  就容易帶來後面的罪惡
[00:07:23.280 --> 00:07:27.000]  人類的第一宗謀殺案
[00:07:27.000 --> 00:07:29.720]  就是該人覺得自己有道理
[00:07:29.720 --> 00:07:32.560]  他只是覺得自己最好
[00:07:32.560 --> 00:07:36.640]  弟弟的性命都可以除去
[00:07:37.640 --> 00:07:39.960]  清單最後一項都是講愛的
[00:07:39.960 --> 00:07:42.480]  不過是愛享樂
[00:07:42.480 --> 00:07:44.160]  而不愛上帝
[00:07:44.160 --> 00:07:46.320]  喜愛什麼呢?
[00:07:46.320 --> 00:07:50.400]  喜愛那些外在生活的滿足
[00:07:50.400 --> 00:07:56.080]  不去追求上帝在生命裡面的滿足
[00:07:56.080 --> 00:07:59.720]  所以保羅最後用一句話
[00:07:59.720 --> 00:08:02.320]  去概括這些假教師的問題
[00:08:02.320 --> 00:08:06.200]  他們有敬虔的外表
[00:08:07.200 --> 00:08:10.400]  不過否定敬虔的實質
[00:08:10.400 --> 00:08:12.520]  這些人怎樣呢?
[00:08:12.520 --> 00:08:13.800]  虛有其表
[00:08:13.800 --> 00:08:18.000]  他們靠的是那些可以看到的形式
[00:08:18.000 --> 00:08:20.200]  當時假教師是怎樣呢?
[00:08:20.200 --> 00:08:21.520]  當然要有口才
[00:08:21.520 --> 00:08:24.840]  當然是很多門面功夫
[00:08:24.840 --> 00:08:28.680]  當時甚至可能有一些禁慾的行為
[00:08:28.680 --> 00:08:30.520]  他們會守齋戒
[00:08:30.520 --> 00:08:31.880]  我們會做一些這樣的事情
[00:08:31.880 --> 00:08:33.960]  顯得他很敬虔
[00:08:35.120 --> 00:08:37.600]  做一些敬虔的宗教儀式
[00:08:37.600 --> 00:08:39.280]  以致
[00:08:39.280 --> 00:08:41.120]  如果你記得我上一次提到
[00:08:41.120 --> 00:08:43.920]  他以致能夠得到他的利益
[00:08:43.920 --> 00:08:46.000]  當他這樣說
[00:08:46.000 --> 00:08:47.800]  就有人聽
[00:08:47.800 --> 00:08:50.360]  當時的巡迴在說
[00:08:50.360 --> 00:08:52.960]  他也會供養他
[00:08:52.960 --> 00:08:54.480]  起碼進家裡
[00:08:54.480 --> 00:08:57.000]  去家裡分享
[00:08:57.000 --> 00:08:59.640]  他說到會照應他
[00:08:59.640 --> 00:09:01.160]  煮粥、吃物
[00:09:01.160 --> 00:09:04.400]  敬虔的實質
[00:09:05.280 --> 00:09:06.400]  那些公義
[00:09:06.400 --> 00:09:07.800]  正直
[00:09:07.800 --> 00:09:08.920]  誠信
[00:09:08.920 --> 00:09:10.120]  憐憫
[00:09:10.120 --> 00:09:11.640]  仁愛等等
[00:09:11.640 --> 00:09:14.400]  保羅說他們不僅不重視
[00:09:14.400 --> 00:09:16.400]  這裡說甚至是否定
[00:09:16.400 --> 00:09:18.640]  禍本亦做背料
[00:09:18.640 --> 00:09:20.240]  意思就是
[00:09:20.240 --> 00:09:22.880]  他根本不覺得這些敬虔的實質
[00:09:22.880 --> 00:09:23.960]  有什麼價值
[00:09:23.960 --> 00:09:27.400]  我們也聽過一些說話
[00:09:27.400 --> 00:09:29.680]  忠忠直直
[00:09:29.680 --> 00:09:31.440]  忠衰乞食
[00:09:31.440 --> 00:09:33.200]  原來有下一句
[00:09:34.240 --> 00:09:35.680]  奸奸搞搞
[00:09:35.680 --> 00:09:37.640]  朝食晚飽
[00:09:37.640 --> 00:09:42.520]  世界其實
[00:09:42.520 --> 00:09:45.000]  不少這些歪曲的道理
[00:09:45.000 --> 00:09:48.240]  適時務者為俊傑
[00:09:48.240 --> 00:09:50.680]  損人利己都可以
[00:09:50.680 --> 00:09:51.960]  被接納
[00:09:51.960 --> 00:09:53.520]  甚至稱讚
[00:09:53.520 --> 00:09:54.840]  識撈
[00:09:54.840 --> 00:09:57.200]  雙長如戰場
[00:09:57.200 --> 00:10:00.880]  這些是末世的景象
[00:10:02.240 --> 00:10:05.120]  我們會不會漸漸被同化呢
[00:10:05.120 --> 00:10:06.960]  今天
[00:10:06.960 --> 00:10:09.960]  我們看重自己的是什麼
[00:10:09.960 --> 00:10:12.520]  敬虔的外表
[00:10:12.520 --> 00:10:14.880]  敬虔的實質
[00:10:14.880 --> 00:10:19.280]  我們著重自己所做過的
[00:10:19.280 --> 00:10:20.280]  那些業績
[00:10:20.280 --> 00:10:21.400]  那些功勞
[00:10:21.400 --> 00:10:22.560]  那些表演
[00:10:22.560 --> 00:10:25.080]  抑或看重的
[00:10:25.080 --> 00:10:29.280]  是上帝在我們生命裏結的聖靈的果子
[00:10:30.760 --> 00:10:32.760]  我們著重的只是敬虔的外表
[00:10:32.760 --> 00:10:34.200]  所以準時回教會
[00:10:34.200 --> 00:10:34.960]  祈禱
[00:10:34.960 --> 00:10:35.920]  讀聖經
[00:10:35.920 --> 00:10:36.880]  侍奉
[00:10:36.880 --> 00:10:38.920]  抑或
[00:10:38.920 --> 00:10:41.120]  是那些敬虔的實質
[00:10:41.120 --> 00:10:43.960]  那些對主的信心
[00:10:43.960 --> 00:10:46.600]  那些對人的愛心
[00:10:46.600 --> 00:10:49.280]  那些對將來的盼望
[00:10:49.280 --> 00:10:54.600]  面對著假教師的存在
[00:10:54.600 --> 00:10:57.960]  保羅對提摩太的提醒是
[00:10:59.600 --> 00:11:02.000]  這些人你要避開
[00:11:02.000 --> 00:11:06.520]  其實你不能夠改變他們
[00:11:06.520 --> 00:11:08.280]  不過可以怎樣
[00:11:08.280 --> 00:11:10.880]  你可以不同流合污
[00:11:10.880 --> 00:11:13.920]  當人在說
[00:11:13.920 --> 00:11:16.200]  人在江湖身不由己
[00:11:16.200 --> 00:11:18.200]  我的體會是
[00:11:18.200 --> 00:11:20.400]  其實因為他們只有一個江湖
[00:11:20.400 --> 00:11:22.840]  在那裏賴以為生
[00:11:22.840 --> 00:11:25.440]  屬神的人呢
[00:11:25.440 --> 00:11:28.680]  其實我們有另一個江湖
[00:11:29.680 --> 00:11:32.680]  那個是上帝的掌權和預備
[00:11:32.680 --> 00:11:36.480]  我們是靠上帝這個江湖為生的
[00:11:36.480 --> 00:11:38.080]  是耶穌說的
[00:11:38.080 --> 00:11:41.360]  人活著不是單靠食物
[00:11:41.360 --> 00:11:43.680]  是靠上帝的話
[00:11:43.680 --> 00:11:46.760]  所以保羅說
[00:11:46.760 --> 00:11:48.880]  不要跟他們硬碰
[00:11:48.880 --> 00:11:49.880]  避開
[00:11:49.880 --> 00:11:50.760]  做好自己
[00:11:50.760 --> 00:11:52.400]  其實耶穌也這樣說的
[00:11:52.400 --> 00:11:54.560]  當你面對迫迫
[00:11:54.560 --> 00:11:56.520]  有人再這城裏迫迫你們
[00:11:56.520 --> 00:11:58.480]  你就逃到那城裏去
[00:11:58.480 --> 00:11:59.000]  好
[00:11:59.000 --> 00:12:05.000]  保羅說這些假教師的情況
[00:12:05.000 --> 00:12:07.320]  其中有一段是難以解釋的
[00:12:07.320 --> 00:12:12.400]  因為他們當中有些人潛入別人的家裏
[00:12:12.400 --> 00:12:14.280]  操縱無知的婦女
[00:12:14.280 --> 00:12:16.040]  其實當時大概的情況是
[00:12:16.040 --> 00:12:16.760]  那些假教師
[00:12:16.760 --> 00:12:17.640]  正如我剛才所說
[00:12:17.640 --> 00:12:21.480]  他們分享他們的假訊息
[00:12:21.480 --> 00:12:23.400]  就進入到家裏
[00:12:23.400 --> 00:12:26.040]  特別是尊貴的婦女
[00:12:26.040 --> 00:12:27.800]  可能丈夫要出去工作
[00:12:27.800 --> 00:12:29.040]  家裏有空間
[00:12:29.040 --> 00:12:30.240]  來聽
[00:12:30.240 --> 00:12:32.000]  哇 好聽
[00:12:32.000 --> 00:12:34.200]  哇 真的是新奇
[00:12:34.200 --> 00:12:37.120]  哇 不是平時我們聽到那麼悶的
[00:12:37.120 --> 00:12:39.360]  說話又說得清楚
[00:12:39.360 --> 00:12:40.200]  精彩
[00:12:40.200 --> 00:12:41.760]  保羅說
[00:12:41.760 --> 00:12:43.480]  對他們來說
[00:12:43.480 --> 00:12:48.040]  其實他們自己被割讓他們的自我
[00:12:48.040 --> 00:12:49.440]  他很想
[00:12:49.440 --> 00:12:51.040]  覺得很動聽
[00:12:51.040 --> 00:12:51.960]  來牽引別人
[00:12:51.960 --> 00:12:54.840]  所以就算常常學習
[00:12:54.840 --> 00:12:57.320]  不能夠認識真理
[00:12:58.320 --> 00:13:01.320]  假教師當時面對的狀況
[00:13:01.320 --> 00:13:02.840]  所以對提摩太太來說
[00:13:02.840 --> 00:13:04.960]  你未必覺得
[00:13:04.960 --> 00:13:06.280]  我又沒有口才
[00:13:06.280 --> 00:13:09.920]  那些婦女又不聽我說
[00:13:09.920 --> 00:13:11.480]  保羅說
[00:13:11.480 --> 00:13:12.720]  不要緊
[00:13:12.720 --> 00:13:14.320]  不關你事
[00:13:14.320 --> 00:13:18.080]  可能這些都反映我們今天
[00:13:18.080 --> 00:13:20.400]  我們都可能
[00:13:20.400 --> 00:13:21.840]  有時喜歡
[00:13:21.840 --> 00:13:23.840]  這個不動聽
[00:13:23.840 --> 00:13:25.040]  我轉台
[00:13:26.000 --> 00:13:28.000]  這間教會的崇拜不動聽
[00:13:28.000 --> 00:13:30.320]  我去一些動聽的崇拜
[00:13:30.320 --> 00:13:32.000]  一樣的
[00:13:32.000 --> 00:13:33.760]  保羅說
[00:13:33.760 --> 00:13:34.560]  放心
[00:13:34.560 --> 00:13:36.880]  那是末世的狀況
[00:13:36.880 --> 00:13:39.680]  不是你可以改變
[00:13:39.680 --> 00:13:41.840]  然後
[00:13:41.840 --> 00:13:45.760]  他在第八節 第九節
[00:13:45.760 --> 00:13:48.160]  他形容
[00:13:48.160 --> 00:13:50.320]  這些人的信仰
[00:13:50.320 --> 00:13:52.320]  他們所傳遞的價值
[00:13:53.400 --> 00:13:56.440]  就會好像昔日和摩西鬥法的
[00:13:56.440 --> 00:13:58.440]  那些埃及術士一樣
[00:13:58.440 --> 00:14:00.440]  雅尼和楊臂
[00:14:00.440 --> 00:14:02.840]  在聖經裡面沒有說名字
[00:14:02.840 --> 00:14:04.560]  不過在猶太文獻
[00:14:04.560 --> 00:14:05.720]  大部分都有
[00:14:05.720 --> 00:14:07.680]  不過可以很簡單
[00:14:07.680 --> 00:14:09.360]  其實他未必真是那個名字
[00:14:09.360 --> 00:14:10.760]  我們有時說
[00:14:10.760 --> 00:14:12.640]  一個人
[00:14:12.640 --> 00:14:13.600]  我們用什麼呢
[00:14:13.600 --> 00:14:14.800]  陳大文
[00:14:14.800 --> 00:14:16.280]  大概意思
[00:14:16.280 --> 00:14:17.600]  他只是給他一個名字
[00:14:17.600 --> 00:14:18.880]  不過
[00:14:18.880 --> 00:14:20.520]  保羅在這裡說
[00:14:20.520 --> 00:14:21.760]  這些人
[00:14:22.280 --> 00:14:25.600]  他們就好像當日的埃及術士一樣
[00:14:25.600 --> 00:14:29.960]  那些是經不起考驗的
[00:14:29.960 --> 00:14:34.840]  他們的愚昧是一定會被顯露出來
[00:14:34.840 --> 00:14:38.440]  所以保羅對提摩太的怨言是
[00:14:38.440 --> 00:14:40.920]  你放眼看現在所面對
[00:14:40.920 --> 00:14:42.440]  是一個末世的狀況
[00:14:42.440 --> 00:14:45.480]  你不要去同流合污
[00:14:45.480 --> 00:14:48.040]  你不要去介意
[00:14:48.040 --> 00:14:49.640]  你做的事有沒有果效
[00:14:51.000 --> 00:14:53.720]  你不要讓他們這些反對
[00:14:53.720 --> 00:14:54.560]  就覺得
[00:14:54.560 --> 00:14:55.880]  真是慘
[00:14:55.880 --> 00:14:56.640]  搞不定
[00:14:56.640 --> 00:14:58.440]  保羅說
[00:14:58.440 --> 00:15:01.120]  放長雙眼看他們的結局
[00:15:01.120 --> 00:15:03.160]  不用激氣
[00:15:03.160 --> 00:15:06.360]  上帝一定會主持公道的
[00:15:06.360 --> 00:15:09.560]  我們今天可能都面對
[00:15:09.560 --> 00:15:12.400]  不同的人面對著不同的艱難
[00:15:12.400 --> 00:15:14.880]  而且令我們激氣的
[00:15:14.880 --> 00:15:17.080]  是那些罪惡的勢力
[00:15:18.080 --> 00:15:21.200]  雖然你站在不同的角度
[00:15:21.200 --> 00:15:23.080]  不同的看法
[00:15:23.080 --> 00:15:25.680]  你所見到的惡人可能都不同
[00:15:25.680 --> 00:15:29.840]  不過我們可不可以像保羅那樣提醒我們
[00:15:29.840 --> 00:15:32.920]  見到這個是末世的景象
[00:15:32.920 --> 00:15:36.080]  繼續相信主一早就知道
[00:15:36.080 --> 00:15:37.680]  而且
[00:15:37.680 --> 00:15:39.760]  知道這些惡勢力
[00:15:39.760 --> 00:15:42.160]  是經不起考驗的
[00:15:42.160 --> 00:15:45.760]  最後只會顯出他的愚昧
[00:15:47.400 --> 00:15:49.840]  就存著這份信心忍耐
[00:15:49.840 --> 00:15:53.080]  面對著艱難
[00:15:53.080 --> 00:15:55.400]  保羅提提摩太
[00:15:55.400 --> 00:15:57.200]  懂得看這個時勢
[00:15:57.200 --> 00:16:01.560]  然後保羅就從這個世局的眼界
[00:16:01.560 --> 00:16:04.640]  回到提摩太的自己
[00:16:04.640 --> 00:16:09.520]  第十節到第十七節中間
[00:16:09.520 --> 00:16:12.200]  第十節和第十四節都同樣出現
[00:16:12.200 --> 00:16:13.280]  「至於你」這個字
[00:16:13.280 --> 00:16:15.520]  所以可以分開兩段來看
[00:16:15.520 --> 00:16:16.440]  我們先看
[00:16:16.760 --> 00:16:18.760]  第十節到第十三節
[00:16:18.760 --> 00:16:20.240]  我們一起讀吧 預備起
[00:16:20.240 --> 00:16:21.680]  「至於你
[00:16:21.680 --> 00:16:24.120]  你依從了我的教導
[00:16:24.120 --> 00:16:29.640]  品行、自向、信心、忍耐、愛心、堅忍
[00:16:29.640 --> 00:16:33.120]  以及我在安提摩、以哥廉
[00:16:33.120 --> 00:16:36.600]  路斯德所受的迫害和苦難
[00:16:36.600 --> 00:16:39.440]  我忍受了何等的迫害
[00:16:39.440 --> 00:16:42.880]  可是主救我脫離了這一切
[00:16:43.320 --> 00:16:46.400]  其實所有立志在基督耶穌裡
[00:16:46.400 --> 00:16:48.080]  敬虔生活的人
[00:16:48.080 --> 00:16:50.480]  都將要遭受迫害
[00:16:50.480 --> 00:16:51.640]  再者
[00:16:51.640 --> 00:16:55.040]  惡人和騙子卻會越來越壞
[00:16:55.040 --> 00:16:56.640]  既欺騙人
[00:16:56.640 --> 00:16:58.680]  也被人欺騙」
[00:16:58.680 --> 00:17:01.640]  保羅在此再一次提提摩太
[00:17:01.640 --> 00:17:04.840]  是有外在的處境是艱難的
[00:17:04.840 --> 00:17:06.680]  甚至是惡人當道
[00:17:06.680 --> 00:17:07.840]  不過
[00:17:07.840 --> 00:17:12.200]  不要忘記我們的身份和膚色
[00:17:12.840 --> 00:17:15.880]  其實《誠封書信》保羅是不斷
[00:17:15.880 --> 00:17:18.160]  用自己的生命見證
[00:17:18.160 --> 00:17:20.040]  去提醒提摩太
[00:17:20.040 --> 00:17:21.760]  你去學習
[00:17:21.760 --> 00:17:23.240]  去依從
[00:17:23.240 --> 00:17:27.560]  保羅在前面用十八項來描述惡人
[00:17:27.560 --> 00:17:28.440]  在這裡
[00:17:28.440 --> 00:17:32.360]  他向提摩太列出的是德行的清單
[00:17:32.360 --> 00:17:38.840]  「教導、品行、自向、信心、忍耐、愛心、堅忍」
[00:17:38.840 --> 00:17:41.200]  保羅要傳承
[00:17:41.200 --> 00:17:43.840]  一直在傳承的是他的言教
[00:17:43.840 --> 00:17:45.080]  新教
[00:17:45.080 --> 00:17:47.760]  不只是信心和愛心
[00:17:47.760 --> 00:17:48.880]  我們經常聽到
[00:17:48.880 --> 00:17:51.200]  面對著反對的人
[00:17:51.200 --> 00:17:53.760]  更需要的是一份忍耐
[00:17:53.760 --> 00:17:55.840]  和本那裡譯作寬容
[00:17:55.840 --> 00:17:59.080]  而在艱難的處境
[00:17:59.080 --> 00:18:00.520]  要去服侍上帝
[00:18:00.520 --> 00:18:01.920]  需要的
[00:18:01.920 --> 00:18:04.320]  就是後面提到的那份堅忍
[00:18:04.320 --> 00:18:06.760]  是堅忍
[00:18:06.760 --> 00:18:09.080]  就能夠為主受苦
[00:18:09.640 --> 00:18:11.320]  就帶出保羅後面說
[00:18:11.320 --> 00:18:13.160]  他自己受苦的見證
[00:18:13.160 --> 00:18:15.800]  保羅提三個城市
[00:18:15.800 --> 00:18:18.320]  安提柯、以哥廉、路斯德
[00:18:18.320 --> 00:18:22.680]  這是保羅第一次的宣教旅程
[00:18:22.680 --> 00:18:24.600]  去的那幾個城市
[00:18:24.600 --> 00:18:27.720]  記載在《小徒行傳》的十三章和十四章
[00:18:27.720 --> 00:18:30.320]  這三個地方
[00:18:30.320 --> 00:18:32.040]  其實保羅的遭遇
[00:18:32.040 --> 00:18:33.240]  已經不簡單
[00:18:33.240 --> 00:18:35.040]  你想想他第一次去短川
[00:18:35.040 --> 00:18:37.440]  在安提柯
[00:18:37.440 --> 00:18:38.000]  沒錯
[00:18:38.000 --> 00:18:41.280]  在那個地方很多人都聽道信主
[00:18:41.280 --> 00:18:43.640]  不過有些反對他的猶太人
[00:18:43.640 --> 00:18:44.600]  在安提柯
[00:18:44.600 --> 00:18:47.080]  挑動人們趕他出城
[00:18:47.080 --> 00:18:49.160]  在以哥廉
[00:18:49.160 --> 00:18:51.480]  人們差點要用石頭
[00:18:51.480 --> 00:18:52.480]  扔他
[00:18:52.480 --> 00:18:55.000]  就是逃跑
[00:18:55.000 --> 00:18:56.880]  在路斯德
[00:18:56.880 --> 00:18:58.240]  更嚴重
[00:18:58.240 --> 00:19:00.680]  被人打到昏迷
[00:19:00.680 --> 00:19:02.840]  甚至以為他死了
[00:19:02.840 --> 00:19:04.840]  拖他出城外
[00:19:04.840 --> 00:19:05.600]  如果你記得
[00:19:05.600 --> 00:19:07.320]  然後他醒過來
[00:19:07.320 --> 00:19:08.480]  再進去
[00:19:08.480 --> 00:19:11.760]  名副其實死過翻生
[00:19:11.760 --> 00:19:16.320]  其實保羅的宣教服侍有很多經歷
[00:19:16.320 --> 00:19:18.520]  為什麼他選擇
[00:19:18.520 --> 00:19:20.880]  跟提摩太說這幾個地方
[00:19:20.880 --> 00:19:23.720]  很大可能是因為這些事跡
