
[00:00:00.000 --> 00:00:07.800]  今天要讀的經文是《沙漠及上》三章一到十節
[00:06:27.000 --> 00:06:30.000]  他必須對這個聲音很靈敏
[00:06:30.000 --> 00:06:35.000]  尤其是對神的聲音很靈敏
[00:06:35.000 --> 00:06:38.000]  要懂得怎麼聽神的話
[00:06:39.000 --> 00:06:43.000]  要懂得怎麼跟著神的指引去行動
[00:06:43.000 --> 00:06:47.000]  因為這是有關他們生死的大事
[00:06:47.000 --> 00:06:50.000]  否則他們這麼小的國家
[00:06:50.000 --> 00:06:52.000]  周圍都是外邦人
[00:06:52.000 --> 00:06:54.000]  隨時都可能滅國的
[00:06:54.000 --> 00:06:56.000]  他們不聽神的話
[00:06:56.000 --> 00:06:58.000]  不倚靠神的話
[00:06:58.000 --> 00:07:00.000]  他們隨時可能滅國
[00:07:00.000 --> 00:07:04.000]  所以他們要很認真的聽
[00:07:04.000 --> 00:07:06.000]  我們今天說聽不了沒關係
[00:07:06.000 --> 00:07:08.000]  回去再看嘛
[00:07:08.000 --> 00:07:10.000]  否則的話回去再聽一下
[00:07:10.000 --> 00:07:12.000]  港九培林的錄音
[00:07:12.000 --> 00:07:14.000]  回聽就好了
[00:07:14.000 --> 00:07:16.000]  他們當年可不行的
[00:07:16.000 --> 00:07:20.000]  所以我想問一下大家
[00:07:20.000 --> 00:07:24.000]  以色列人必須要對神的聲音很敏感
[00:07:24.000 --> 00:07:28.000]  那我們今天對什麼樣的聲音
[00:07:28.000 --> 00:07:32.000]  什麼樣的話語很靈敏呢
[00:07:36.000 --> 00:07:38.000]  電話的聲音電話鈴聲
[00:07:38.000 --> 00:07:40.000]  有可能
[00:07:40.000 --> 00:07:42.000]  所以有的時候你發現沒有
[00:07:42.000 --> 00:07:44.000]  丈夫的一句話
[00:07:44.000 --> 00:07:47.000]  可能會引得妻子勃然大怒
[00:07:47.000 --> 00:07:49.000]  有可能
[00:07:49.000 --> 00:07:51.000]  老師的一句話
[00:07:51.000 --> 00:07:57.000]  可能會讓學生難過抑鬱好幾天
[00:07:57.000 --> 00:08:00.000]  同事同學的一句話
[00:08:00.000 --> 00:08:03.000]  可能會讓我們懷怒在心
[00:08:03.000 --> 00:08:05.000]  很長時間
[00:08:06.000 --> 00:08:08.000]  因為我們都有自己的頻道
[00:08:08.000 --> 00:08:12.000]  對某些聲音我們是非常敏感的
[00:08:12.000 --> 00:08:16.000]  就剛剛春香姐妹說的
[00:08:16.000 --> 00:08:20.000]  可能我們對電話鈴聲非常敏感
[00:08:20.000 --> 00:08:22.000]  但同時的話
[00:08:22.000 --> 00:08:25.000]  我們對於有些聲音
[00:08:25.000 --> 00:08:27.000]  又非常不在意
[00:08:27.000 --> 00:08:32.000]  比方說我在地鐵裡面看到有孩子亂跑
[00:08:32.000 --> 00:08:34.000]  然後媽媽就大聲說
[00:08:34.000 --> 00:08:36.000]  危險啊不要跑啊
[00:08:36.000 --> 00:08:38.000]  回來啊
[00:08:38.000 --> 00:08:40.000]  你們講這個孩子聽得到嗎
[00:08:40.000 --> 00:08:43.000]  多拿搖頭了
[00:08:43.000 --> 00:08:44.000]  聽不到
[00:08:44.000 --> 00:08:45.000]  是的
[00:08:45.000 --> 00:08:49.000]  孩子一般都是聽不到頑皮依舊
[00:08:49.000 --> 00:08:52.000]  我有個朋友跟我講
[00:08:52.000 --> 00:08:54.000]  他有一次在公園裡頭
[00:08:54.000 --> 00:08:58.000]  他看到鄰居的孩子被欺負了
[00:08:58.000 --> 00:09:01.000]  那個孩子的媽媽就在附近
[00:09:02.000 --> 00:09:04.000]  坐著玩iPad
[00:09:04.000 --> 00:09:07.000]  她一點都聽不到這個孩子被欺負的聲音
[00:09:07.000 --> 00:09:12.000]  我還有一個學生
[00:09:12.000 --> 00:09:14.000]  他就更加厲害了
[00:09:14.000 --> 00:09:16.000]  我這個學生已經都結婚了
[00:09:16.000 --> 00:09:18.000]  我的學生有的都很大了
[00:09:18.000 --> 00:09:21.000]  結婚了然後太太每次跟他說一些事情
[00:09:21.000 --> 00:09:23.000]  然後半天半天
[00:09:23.000 --> 00:09:25.000]  他才回答說
[00:09:25.000 --> 00:09:27.000]  老婆你剛才說什麼
[00:09:27.000 --> 00:09:30.000]  聽不到
[00:09:30.000 --> 00:09:32.000]  人就是有這種特異功能
[00:09:32.000 --> 00:09:34.000]  某些話聽得很清楚
[00:09:34.000 --> 00:09:37.000]  但是有些話聽完了之後
[00:09:37.000 --> 00:09:39.000]  半天半天說
[00:09:39.000 --> 00:09:40.000]  你剛才說什麼
[00:09:40.000 --> 00:09:43.000]  他老婆就很沒有脾氣那樣的
[00:09:43.000 --> 00:09:45.000]  所以你發現沒有
[00:09:45.000 --> 00:09:47.000]  我們對各種聲音的話
[00:09:47.000 --> 00:09:51.000]  敏感差異度可以這麼大
[00:09:51.000 --> 00:09:55.000]  那我們對神的聲音呢
[00:09:55.000 --> 00:09:59.000]  我們又有怎樣的敏感度呢
[00:10:00.000 --> 00:10:03.000]  或許今天這段經文的話
[00:10:03.000 --> 00:10:06.000]  就會給我們一些提醒
[00:10:06.000 --> 00:10:10.000]  這段經文裡面有兩個主人公
[00:10:10.000 --> 00:10:14.000]  當然如果你要細看的話有三個
[00:10:14.000 --> 00:10:18.000]  但是因為第三個他不是人
[00:10:18.000 --> 00:10:20.000]  他是神
[00:10:20.000 --> 00:10:22.000]  主人公的話一個是誰
[00:10:22.000 --> 00:10:24.000]  一個是童子薩摩爾
[00:10:24.000 --> 00:10:26.000]  大家了解薩摩爾嗎
[00:10:26.000 --> 00:10:28.000]  應該有點了解
[00:10:28.000 --> 00:10:30.000]  薩摩爾的母親一直不生孩子
[00:10:30.000 --> 00:10:32.000]  所以她覺得很屈辱
[00:10:32.000 --> 00:10:35.000]  然後的話
[00:10:35.000 --> 00:10:36.000]  古代女人不生孩子
[00:10:36.000 --> 00:10:38.000]  是件很屈辱的事情
[00:10:38.000 --> 00:10:39.000]  其實我們現在知道
[00:10:39.000 --> 00:10:40.000]  不生孩子
[00:10:40.000 --> 00:10:43.000]  大部分問題是男人的事情
[00:10:43.000 --> 00:10:45.000]  然後的話
[00:10:45.000 --> 00:10:46.000]  她覺得很屈辱
[00:10:46.000 --> 00:10:47.000]  那怎麼辦呢
[00:10:47.000 --> 00:10:49.000]  她就去求神了
[00:10:49.000 --> 00:10:51.000]  然後神就給了她
[00:10:51.000 --> 00:10:53.000]  投生子薩摩爾
[00:10:53.000 --> 00:10:55.000]  然後薩摩爾的母親
[00:10:55.000 --> 00:10:56.000]  很感激神
[00:10:57.000 --> 00:10:58.000]  除去了她這個屈辱
[00:10:58.000 --> 00:11:00.000]  就把薩摩爾獻給神
[00:11:00.000 --> 00:11:04.000]  讓薩摩爾從小跟著大祭司以利學習
[00:11:04.000 --> 00:11:06.000]  終身侍奉神
[00:11:06.000 --> 00:11:10.000]  也就是說
[00:11:10.000 --> 00:11:13.000]  薩摩爾一出生不久就變成神學生了
[00:11:13.000 --> 00:11:17.000]  第二個主人公就是誰
[00:11:17.000 --> 00:11:19.000]  大祭司以利
[00:11:19.000 --> 00:11:23.000]  但是你發現沒有
[00:11:23.000 --> 00:11:25.000]  這個大祭司以利
[00:11:25.000 --> 00:11:27.000]  他是以色列最大的祭司
[00:11:27.000 --> 00:11:30.000]  但是他自己的兩個兒子都管不好
[00:11:30.000 --> 00:11:33.000]  溺愛過度
[00:11:33.000 --> 00:11:37.000]  他養出兩個兒子
[00:11:37.000 --> 00:11:41.000]  藐視獻給耶和華的祭物
[00:11:41.000 --> 00:11:43.000]  從其他百姓手裡
[00:11:43.000 --> 00:11:46.000]  搶奪給耶和華的祭物
[00:11:46.000 --> 00:11:51.000]  而且還跟會牧侍奉的女人通姦
[00:11:54.000 --> 00:11:55.000]  你想想看
[00:11:55.000 --> 00:11:56.000]  大祭司是幹嘛的
[00:11:56.000 --> 00:11:59.000]  是教導百姓來敬拜耶和華的
[00:11:59.000 --> 00:12:01.000]  結果他自己兒子這個樣子
[00:12:01.000 --> 00:12:03.000]  你說威信會怎麼樣
[00:12:03.000 --> 00:12:06.000]  而且最諷刺的是
[00:12:06.000 --> 00:12:08.000]  以利沒有好好管教他們
[00:12:08.000 --> 00:12:11.000]  還居然讓兩個兒子
[00:12:11.000 --> 00:12:13.000]  繼續做祭司
[00:12:13.000 --> 00:12:17.000]  兩個不尊敬耶和華的人來做祭司
[00:12:17.000 --> 00:12:19.000]  可想而知
[00:12:19.000 --> 00:12:21.000]  是關係戶來的
[00:12:21.000 --> 00:12:23.000]  是太子爺來的
[00:12:24.000 --> 00:12:26.000]  否則以他們這樣的道德水準
[00:12:26.000 --> 00:12:28.000]  有什麼資格做祭司
[00:12:28.000 --> 00:12:32.000]  你說今天我是大學教書的
[00:12:32.000 --> 00:12:35.000]  我可不可以隨便讓我的兒子也來教書
[00:12:35.000 --> 00:12:38.000]  所以你發現沒有
[00:12:38.000 --> 00:12:40.000]  放縱也是作惡
[00:12:40.000 --> 00:12:45.000]  如果不是以利的不作為放縱的話
[00:12:45.000 --> 00:12:48.000]  他兒子能這樣膽大包天嗎
[00:12:48.000 --> 00:12:52.000]  所以說以利的行為也是作惡
[00:12:52.000 --> 00:12:57.000]  講完前後的故事
[00:12:57.000 --> 00:12:58.000]  我們就看到一個對比了
[00:12:58.000 --> 00:13:01.000]  就是一名弱小的女子
[00:13:01.000 --> 00:13:03.000]  非常尊重神
[00:13:03.000 --> 00:13:07.000]  所以把自己的投生子獻給神
[00:13:07.000 --> 00:13:09.000]  來做神學生
[00:13:09.000 --> 00:13:12.000]  中生侍奉神
[00:13:12.000 --> 00:13:16.000]  而這個投生子的師父
[00:13:16.000 --> 00:13:19.000]  尊貴的大祭司以利
[00:13:20.000 --> 00:13:23.000]  卻放任自己的兒子藐視神
[00:13:23.000 --> 00:13:25.000]  你看到這個對比沒有
[00:13:25.000 --> 00:13:30.000]  所以在這樣的背景底下
[00:13:30.000 --> 00:13:32.000]  三章第一節說
[00:13:32.000 --> 00:13:34.000]  在那些日子
[00:13:34.000 --> 00:13:36.000]  耶和華的言語稀少
[00:13:36.000 --> 00:13:40.000]  這有兩種可能
[00:13:40.000 --> 00:13:42.000]  一種可能是面對這樣
[00:13:42.000 --> 00:13:45.000]  膽大妄為的子民
[00:13:45.000 --> 00:13:48.000]  耶和華就不想起誓說話了
[00:13:49.000 --> 00:13:50.000]  懶得講
[00:13:50.000 --> 00:13:54.000]  另外一種可能是
[00:13:54.000 --> 00:13:57.000]  耶和華起誓了話語
[00:13:57.000 --> 00:14:00.000]  但沒幾個人真正願意去聽
[00:14:00.000 --> 00:14:03.000]  因為言語稀少
[00:14:03.000 --> 00:14:07.000]  還可以翻譯成很少聽見
[00:14:07.000 --> 00:14:09.000]  那很少聽見
[00:14:09.000 --> 00:14:12.000]  一方面可能是耶和華說話少
[00:14:12.000 --> 00:14:15.000]  另外一種可能就是
[00:14:15.000 --> 00:14:17.000]  以色列民有耳朵
[00:14:18.000 --> 00:14:19.000]  但是不願意聽
[00:14:19.000 --> 00:14:22.000]  就像那個小孩在地鐵裡跑的話
[00:14:22.000 --> 00:14:24.000]  他有耳朵
[00:14:24.000 --> 00:14:26.000]  他聽不見
[00:14:26.000 --> 00:14:30.000]  你看看耶和華的話
[00:14:30.000 --> 00:14:33.000]  早就放在以色列的歷史當中了
[00:14:33.000 --> 00:14:36.000]  放在以色列的律例典章當中了
[00:14:36.000 --> 00:14:38.000]  也就是說
[00:14:38.000 --> 00:14:40.000]  其實耶和華已經說了很多了
[00:14:40.000 --> 00:14:42.000]  不是直接說而已
[00:14:42.000 --> 00:14:45.000]  但是以色列人還不是恣意妄為
[00:14:45.000 --> 00:14:47.000]  不願意聽嗎
[00:14:47.000 --> 00:14:48.000]  你看以利都不願意聽
[00:14:48.000 --> 00:14:51.000]  所以聽不見
[00:14:51.000 --> 00:14:55.000]  話要能被聽見
[00:14:55.000 --> 00:15:00.000]  需要有一顆願意聽人家說話的心
[00:15:00.000 --> 00:15:03.000]  否則
[00:15:03.000 --> 00:15:05.000]  左耳朵進
[00:15:05.000 --> 00:15:07.000]  右耳朵就出了
[00:15:07.000 --> 00:15:10.000]  所以在這樣的情況底下
[00:15:10.000 --> 00:15:11.000]  有一天
[00:15:11.000 --> 00:15:12.000]  年輕的薩摩爾
[00:15:12.000 --> 00:15:14.000]  在耶和華的帳幕那裡睡覺
[00:15:16.000 --> 00:15:17.000]  薩摩爾
[00:15:17.000 --> 00:15:19.000]  是年輕的薩摩爾
[00:15:19.000 --> 00:15:21.000]  在帳幕那裡睡覺
[00:15:21.000 --> 00:15:24.000]  以利自己跑到別的地方睡覺去了
[00:15:24.000 --> 00:15:28.000]  所以薩摩爾
[00:15:28.000 --> 00:15:31.000]  他就聽見了耶和華召喚他
[00:15:31.000 --> 00:15:34.000]  但是那時候他年輕
[00:15:34.000 --> 00:15:35.000]  他沒經驗
[00:15:35.000 --> 00:15:37.000]  他還沒有分辨力
[00:15:37.000 --> 00:15:40.000]  所以他不知道是誰呼喚他
[00:15:40.000 --> 00:15:42.000]  他以為是誰
[00:15:42.000 --> 00:15:45.000]  他以為是大祭司以利呼喚他
[00:15:45.000 --> 00:15:46.000]  他就跑去
[00:15:46.000 --> 00:15:48.000]  他是很勤快的
[00:15:48.000 --> 00:15:50.000]  他大晚上就跑去問老師
[00:15:50.000 --> 00:15:53.000]  老師說我沒有呼喚你
[00:15:53.000 --> 00:15:56.000]  其實翻譯的意思就是說
[00:15:56.000 --> 00:15:58.000]  大晚上的不要吵我了
[00:15:58.000 --> 00:16:00.000]  趕緊睡吧
[00:16:00.000 --> 00:16:05.000]  這樣的呼喚發生了三次
[00:16:05.000 --> 00:16:08.000]  大祭司終於明白了
[00:16:08.000 --> 00:16:11.000]  原來是耶和華呼喚童子
[00:16:11.000 --> 00:16:12.000]  你發現沒有
[00:16:12.000 --> 00:16:15.000]  大祭司要經過三次才知道
[00:16:15.000 --> 00:16:17.000]  原來是耶和華呼喚
[00:16:17.000 --> 00:16:21.000]  最後以利教導薩摩爾說
[00:16:21.000 --> 00:16:23.000]  你要恭敬回答
[00:16:23.000 --> 00:16:25.000]  耶和華請說
[00:16:25.000 --> 00:16:27.000]  僕人敬聽
[00:16:27.000 --> 00:16:31.000]  然後第四次
[00:16:31.000 --> 00:16:33.000]  薩摩爾就照樣做了
[00:16:33.000 --> 00:16:37.000]  這個故事看起來很簡單
[00:16:37.000 --> 00:16:40.000]  很簡單就那麼幾句
[00:16:40.000 --> 00:16:42.000]  但你如果通過看上文下理
[00:16:42.000 --> 00:16:46.000]  你發現這個故事藏著很多玄機
[00:16:46.000 --> 00:16:50.000]  第一個微妙的地方
[00:16:50.000 --> 00:16:51.000]  我們可以體會一下
[00:16:51.000 --> 00:16:53.000]  就是體會一下
[00:16:53.000 --> 00:16:55.000]  以利當時的心情
[00:16:55.000 --> 00:16:59.000]  你想作為大祭司
[00:16:59.000 --> 00:17:01.000]  執掌權力多年
[00:17:01.000 --> 00:17:04.000]  他本來是最合法的
[00:17:04.000 --> 00:17:07.000]  替耶和華傳話的人
[00:17:09.000 --> 00:17:10.000]  但是你發現沒有
[00:17:10.000 --> 00:17:12.000]  在他的時候
[00:17:12.000 --> 00:17:14.000]  耶和華已經很久不向他說話了
[00:17:14.000 --> 00:17:17.000]  最後向誰說話
[00:17:17.000 --> 00:17:21.000]  向他的徒弟童子薩摩爾說話
[00:17:21.000 --> 00:17:25.000]  你說以利的心情會怎樣
[00:17:25.000 --> 00:17:31.000]  他可能明白
[00:17:31.000 --> 00:17:34.000]  神真的已經拋棄了他
[00:17:34.000 --> 00:17:37.000]  神不要他了
[00:17:37.000 --> 00:17:39.000]  所以他後面跟薩摩爾說
[00:17:39.000 --> 00:17:42.000]  你一定要告訴我
[00:17:42.000 --> 00:17:43.000]  神向你說了什麼
[00:17:43.000 --> 00:17:45.000]  你看看他是什麼心情
[00:17:45.000 --> 00:17:47.000]  他很恐慌
[00:17:47.000 --> 00:17:51.000]  你可以體會一下
[00:17:51.000 --> 00:17:55.000]  他很恐慌
[00:17:55.000 --> 00:17:56.000]  但是當他知道
[00:17:56.000 --> 00:17:58.000]  神因為縱容他
[00:17:58.000 --> 00:18:00.000]  他縱容兒子
[00:18:00.000 --> 00:18:02.000]  作惡不管
[00:18:02.000 --> 00:18:03.000]  所以神會審判他一家
[00:18:03.000 --> 00:18:05.000]  也就是說
[00:18:05.000 --> 00:18:06.000]  他一家將至
[00:18:06.000 --> 00:18:07.000]  會遭遇非常悲慘的事情
[00:18:07.000 --> 00:18:11.000]  他的回答是什麼呢
[00:18:11.000 --> 00:18:14.000]  他的回答翻譯成我們現代話
[00:18:14.000 --> 00:18:16.000]  他是耶和華
[00:18:16.000 --> 00:18:18.000]  他喜歡怎麼做都可以
[00:18:18.000 --> 00:18:22.000]  然後呢
[00:18:22.000 --> 00:18:24.000]  然後就沒有然後了
[00:18:24.000 --> 00:18:26.000]  你發現沒有
[00:18:26.000 --> 00:18:27.000]  他說完了這句話之後
[00:18:27.000 --> 00:18:29.000]  他沒有任何悔改
[00:18:29.000 --> 00:18:31.000]  補救的行動
[00:18:31.000 --> 00:18:34.000]  這是不是很奇怪
[00:18:34.000 --> 00:18:35.000]  有人說
[00:18:35.000 --> 00:18:37.000]  他不是批評了他的孩子嗎
[00:18:37.000 --> 00:18:40.000]  然後呢
[00:18:40.000 --> 00:18:42.000]  然後就沒有然後了
[00:18:42.000 --> 00:18:46.000]  所以你發現沒有
[00:18:46.000 --> 00:18:48.000]  從以利的身上我們看見沒有
[00:18:48.000 --> 00:18:50.000]  我們看見一個非常奇怪的現象
[00:18:50.000 --> 00:18:52.000]  一方面他很恐慌很焦慮
[00:18:52.000 --> 00:18:54.000]  另外一方面的話
[00:18:54.000 --> 00:18:56.000]  他沒有任何舉動
[00:18:56.000 --> 00:18:59.000]  他沒有懲戒兒子
[00:18:59.000 --> 00:19:01.000]  他讓他們繼續做祭司
[00:19:01.000 --> 00:19:03.000]  繼續做祭司
[00:19:03.000 --> 00:19:04.000]  繼續作惡
[00:19:04.000 --> 00:19:10.000]  所以看到這裡我突然明白
[00:19:10.000 --> 00:19:13.000]  聽不進去好話的
[00:19:13.000 --> 00:19:15.000]  不願意聽勸的人
[00:19:15.000 --> 00:19:18.000]  被寵壞的
[00:19:18.000 --> 00:19:20.000]  像巨嬰一樣的人
[00:19:20.000 --> 00:19:24.000]  不單單是以利的兩個兒子
[00:19:24.000 --> 00:19:27.000]  你要看深一層的話
[00:19:27.000 --> 00:19:29.000]  以利這個大祭司
[00:19:29.000 --> 00:19:31.000]  不也是一樣嗎
[00:19:31.000 --> 00:19:32.000]  聽不進去好話
[00:19:32.000 --> 00:19:39.000]  你發現沒有
[00:19:39.000 --> 00:19:40.000]  在第二章的時候
[00:19:40.000 --> 00:19:42.000]  耶和華已經借著他的僕人
[00:19:42.000 --> 00:19:44.000]  向以利傳話了
[00:19:44.000 --> 00:19:46.000]  神嚴肅的對以利說
[00:19:46.000 --> 00:19:48.000]  說什麼
[00:19:48.000 --> 00:19:50.000]  你尊重你的兒子
[00:19:50.000 --> 00:19:52.000]  過於尊重我
[00:19:52.000 --> 00:19:54.000]  但尊重我的
[00:19:54.000 --> 00:19:56.000]  我必看中他
[00:19:56.000 --> 00:19:57.000]  藐視我的
[00:19:57.000 --> 00:19:59.000]  他必被輕視
[00:20:00.000 --> 00:20:01.000]  而且說明了
[00:20:01.000 --> 00:20:02.000]  你的兩個兒子
[00:20:02.000 --> 00:20:03.000]  會在一日之間死掉
[00:20:03.000 --> 00:20:06.000]  你家中所生的
[00:20:06.000 --> 00:20:07.000]  都必死在中年
[00:20:07.000 --> 00:20:09.000]  而且你現在很富貴
[00:20:09.000 --> 00:20:11.000]  尊貴
[00:20:11.000 --> 00:20:12.000]  你家裡將來
[00:20:12.000 --> 00:20:14.000]  你家裡的人將來
[00:20:14.000 --> 00:20:16.000]  必向我忠心的祭司求一點餅
[00:20:16.000 --> 00:20:18.000]  求一點銀子
[00:20:18.000 --> 00:20:21.000]  你要聽到這個話
[00:20:21.000 --> 00:20:23.000]  是不是已經很重很重的話了
[00:20:23.000 --> 00:20:25.000]  那你想如果是我的話
[00:20:25.000 --> 00:20:26.000]  我就會問
[00:20:26.000 --> 00:20:27.000]  耶和華那我怎麼辦呢
[00:20:27.000 --> 00:20:29.000]  我怎麼補救啊
[00:20:30.000 --> 00:20:31.000]  以利沒有
[00:20:31.000 --> 00:20:34.000]  現在呢
[00:20:34.000 --> 00:20:36.000]  神又借著童子
[00:20:36.000 --> 00:20:37.000]  向以利傳話了
[00:20:37.000 --> 00:20:39.000]  其實你發現沒有
[00:20:39.000 --> 00:20:41.000]  神還是很愛以利的
[00:20:41.000 --> 00:20:43.000]  一次兩次的傳話
[00:20:43.000 --> 00:20:45.000]  如果我是以利
[00:20:45.000 --> 00:20:46.000]  都兩次這麼重
[00:20:46.000 --> 00:20:48.000]  我肯定會想
[00:20:48.000 --> 00:20:49.000]  怎麼好好悔改
