
[00:00:00.000 --> 00:00:02.000]  當我們看回《針研》的時候
[00:06:48.000 --> 00:06:51.000]  因此聖經《約翰福音》第一章第四節說
[00:06:51.000 --> 00:06:54.000]  「生命在他裡頭
[00:06:54.000 --> 00:06:58.000]  這生命就是人的光」
[00:06:58.000 --> 00:06:59.000]  神的話就是我們的生命
[00:06:59.000 --> 00:07:01.000]  因此我們要很小心
[00:07:01.000 --> 00:07:03.000]  保存著神的話
[00:07:03.000 --> 00:07:05.000]  在我們生命當中
[00:07:05.000 --> 00:07:08.000]  神的話帶給我們太大的祝福
[00:07:08.000 --> 00:07:12.000]  再看前面第四章第八節
[00:07:12.000 --> 00:07:14.000]  我們看和合本
[00:07:14.000 --> 00:07:17.000]  「高舉智慧,他就使你高聲;
[00:07:17.000 --> 00:07:21.000]  懷抱智慧,他就使你尊榮;
[00:07:21.000 --> 00:07:23.000]  他必將華冠加在你頭上,
[00:07:23.000 --> 00:07:26.000]  把榮面交給你。」
[00:07:26.000 --> 00:07:28.000]  你發覺領受神的話
[00:07:28.000 --> 00:07:31.000]  有高聲、有尊榮、有榮面
[00:07:31.000 --> 00:07:34.000]  是今天很多人很想得到
[00:07:34.000 --> 00:07:36.000]  很多人都很想得到
[00:07:36.000 --> 00:07:38.000]  我最近和一些弟兄姊妹
[00:07:38.000 --> 00:07:40.000]  談香港的中學生
[00:07:40.000 --> 00:07:44.000]  很多父母盼望子女能夠望子成龍
[00:07:44.000 --> 00:07:47.000]  希望他們能夠進入最好的名校、大學
[00:07:47.000 --> 00:07:48.000]  有好的工作
[00:07:48.000 --> 00:07:50.000]  這是很自然的一種期盼
[00:07:50.000 --> 00:07:54.000]  因此很想中學生多點學習
[00:07:54.000 --> 00:07:57.000]  你不要以為現在少年人比較有空
[00:07:57.000 --> 00:07:59.000]  可能比你還忙
[00:07:59.000 --> 00:08:01.000]  你說忙什麼?
[00:08:01.000 --> 00:08:02.000]  忙打機
[00:08:02.000 --> 00:08:04.000]  不單打機
[00:08:04.000 --> 00:08:05.000]  還忙什麼?
[00:08:05.000 --> 00:08:08.000]  放學後急急去哪裡?
[00:08:08.000 --> 00:08:10.000]  去補習
[00:08:10.000 --> 00:08:12.000]  很多科都要補
[00:08:12.000 --> 00:08:13.000]  不單補習
[00:08:13.000 --> 00:08:15.000]  還要學小提琴、學鋼琴
[00:08:15.000 --> 00:08:18.000]  還要學各種運動
[00:08:18.000 --> 00:08:20.000]  當然這些補習和運動
[00:08:20.000 --> 00:08:23.000]  有其重要性、有其好處
[00:08:23.000 --> 00:08:24.000]  但最近聽到
[00:08:24.000 --> 00:08:28.000]  有些時候聽到少年人星期六全日補習
[00:08:28.000 --> 00:08:30.000]  到晚上很晚睡
[00:08:30.000 --> 00:08:32.000]  早上能不能起床呢?
[00:08:32.000 --> 00:08:33.000]  起不了床
[00:08:33.000 --> 00:08:35.000]  當然不會靈修讀聖經
[00:08:35.000 --> 00:08:41.000]  更加很多時候不會去崇拜、去主人學
[00:08:41.000 --> 00:08:43.000]  有些時候當你想起
[00:08:43.000 --> 00:08:47.000]  如果聖經說神的道是我們的生命
[00:08:47.000 --> 00:08:49.000]  是你的命
[00:08:49.000 --> 00:08:54.000]  是不是要比較留心重視它?
[00:08:54.000 --> 00:08:55.000]  我想人最大的問題
[00:08:55.000 --> 00:08:58.000]  不是沒有去尋求聖經
[00:08:58.000 --> 00:09:01.000]  而是輕視聖經
[00:09:01.000 --> 00:09:03.000]  輕視最重要的
[00:09:03.000 --> 00:09:06.000]  而追尋次要的
[00:09:06.000 --> 00:09:08.000]  你發覺中國人有句成語說
[00:09:08.000 --> 00:09:13.000]  寫本逐末
[00:09:13.000 --> 00:09:15.000]  寫起最優先的
[00:09:15.000 --> 00:09:18.000]  去追逐次要的
[00:09:18.000 --> 00:09:20.000]  有時我問自己
[00:09:20.000 --> 00:09:26.000]  會不會有些家長會幫小朋友補習聖經呢?
[00:09:26.000 --> 00:09:29.000]  為什麼不應該補習聖經?
[00:09:29.000 --> 00:09:31.000]  沒錯,不需要考聖經
[00:09:31.000 --> 00:09:36.000]  但起碼對少年人的成長更重要
[00:09:36.000 --> 00:09:41.000]  有些時候我們不敢去怪責誰
[00:09:41.000 --> 00:09:42.000]  只是不斷鼓勵自己
[00:09:42.000 --> 00:09:45.000]  如果神的話是你的生命
[00:09:45.000 --> 00:09:48.000]  就應該重視生命
[00:09:48.000 --> 00:09:53.000]  放上時間代價去認識、去明白、去跟隨
[00:09:53.000 --> 00:09:56.000]  這也是聖經對我們不斷的勉勵
[00:09:56.000 --> 00:09:59.000]  在下面我們再看第十四節開始
[00:09:59.000 --> 00:10:02.000]  就聖經提到我們要避開很多邪惡的事情
[00:10:02.000 --> 00:10:05.000]  第十四、第五、十五節
[00:10:05.000 --> 00:10:07.000]  不可走進惡人的路徑
[00:10:07.000 --> 00:10:09.000]  不可踏上壞人的道路
[00:10:09.000 --> 00:10:12.000]  要躲避、不可從那裡經過
[00:10:12.000 --> 00:10:14.000]  要轉身離去
[00:10:14.000 --> 00:10:17.000]  是三次說不可、不可、不可
[00:10:17.000 --> 00:10:19.000]  要怎樣?要怎樣?
[00:10:19.000 --> 00:10:23.000]  你覺得好像很指令性
[00:10:23.000 --> 00:10:25.000]  沒錯,聖經很強調
[00:10:25.000 --> 00:10:27.000]  命令我們要小心
[00:10:27.000 --> 00:10:30.000]  因為作者很緊張
[00:10:30.000 --> 00:10:32.000]  一定要留心這件事情
[00:10:32.000 --> 00:10:33.000]  不可以輕忽
[00:10:33.000 --> 00:10:38.000]  因為你一踏進去就很危險
[00:10:38.000 --> 00:10:42.000]  一位牧者用英文這樣說
[00:10:42.000 --> 00:10:44.000]  他說你要小心
[00:10:44.000 --> 00:10:47.000]  如果你很輕率地踏出這一步
[00:10:47.000 --> 00:10:51.000]  他說Don't take the first step
[00:10:51.000 --> 00:10:52.000]  然後他說
[00:10:52.000 --> 00:10:57.000]  For you may not be the master of your destiny thereafter
[00:10:57.000 --> 00:11:00.000]  你入了局之後
[00:11:00.000 --> 00:11:03.000]  不是可以隨你自由出局
[00:11:03.000 --> 00:11:05.000]  你走錯那一步
[00:11:05.000 --> 00:11:09.000]  你將來長遠很苦
[00:11:09.000 --> 00:11:14.000]  我好像在賣電視廣告一樣
[00:11:14.000 --> 00:11:17.000]  很多廣告說你不要吸毒
[00:11:17.000 --> 00:11:20.000]  吸一口你終生遺憾
[00:11:20.000 --> 00:11:22.000]  又何止是吸毒呢?
[00:11:22.000 --> 00:11:23.000]  人生很多事情
[00:11:23.000 --> 00:11:26.000]  你一旦隨便地踏進去
[00:11:26.000 --> 00:11:29.000]  你可能一生遺憾
[00:11:29.000 --> 00:11:31.000]  所以聖經很直接、很清晰地說
[00:11:31.000 --> 00:11:33.000]  不可
[00:11:33.000 --> 00:11:35.000]  他說你不可以踏進去
[00:11:35.000 --> 00:11:38.000]  一踏進去你就一生遺憾
[00:11:38.000 --> 00:11:41.000]  為什麼?第十七節說
[00:11:41.000 --> 00:11:42.000]  第十六節
[00:11:42.000 --> 00:11:44.000]  因為他們不行惡就不能入睡
[00:11:44.000 --> 00:11:48.000]  不使人跌倒就要失眠
[00:11:48.000 --> 00:11:52.000]  竟然要害人才能睡著
[00:11:52.000 --> 00:11:54.000]  不害死你
[00:11:54.000 --> 00:11:56.000]  他不安樂
[00:11:56.000 --> 00:11:58.000]  你說有沒有這樣的人?
[00:11:58.000 --> 00:11:59.000]  你留心看
[00:11:59.000 --> 00:12:02.000]  這個世界有很多邪惡的事情
[00:12:02.000 --> 00:12:04.000]  也有很多惡人
[00:12:04.000 --> 00:12:06.000]  當他要這樣做的時候
[00:12:06.000 --> 00:12:07.000]  很明顯你發覺
[00:12:07.000 --> 00:12:11.000]  他已經被整個邪惡控制了
[00:12:11.000 --> 00:12:14.000]  有些人說吸毒的時候
[00:12:14.000 --> 00:12:16.000]  明明知道對身體不好
[00:12:16.000 --> 00:12:19.000]  但總是控制不到就吸毒
[00:12:19.000 --> 00:12:21.000]  因為他沉溺了
[00:12:21.000 --> 00:12:25.000]  人在罪當中沉溺了
[00:12:25.000 --> 00:12:27.000]  被罪控制著
[00:12:27.000 --> 00:12:30.000]  當他犯錯、害人的時候
[00:12:30.000 --> 00:12:32.000]  他才可以舒服
[00:12:32.000 --> 00:12:34.000]  這些情況
[00:12:34.000 --> 00:12:38.000]  當你小心看這個社會是常常見到的
[00:12:38.000 --> 00:12:39.000]  聖經又說
[00:12:39.000 --> 00:12:41.000]  這些人是吃奸惡的
[00:12:41.000 --> 00:12:44.000]  在剛才讀的第十七節
[00:12:44.000 --> 00:12:47.000]  他們吃的是奸惡的飯
[00:12:47.000 --> 00:12:50.000]  他們喝的是強暴的酒
[00:12:50.000 --> 00:12:52.000]  或者換句話說
[00:12:52.000 --> 00:12:56.000]  是以賴罪來維生的
[00:12:56.000 --> 00:12:59.000]  以賴犯罪來維持自己的
[00:12:59.000 --> 00:13:01.000]  好像這些強暴是他的酒
[00:13:01.000 --> 00:13:04.000]  這間惡是他的食物
[00:13:04.000 --> 00:13:07.000]  聖經很清楚提醒要警覺
[00:13:07.000 --> 00:13:11.000]  這些人的路越走越幽暗的第十九節
[00:13:11.000 --> 00:13:13.000]  惡人的道路幽暗
[00:13:13.000 --> 00:13:16.000]  他們不知道自己因甚麼跌倒
[00:13:16.000 --> 00:13:19.000]  自己跌倒了也不知道甚麼緣故
[00:13:19.000 --> 00:13:20.000]  但相對來說
[00:13:20.000 --> 00:13:22.000]  聖經勉勵我們第十八節說
[00:13:22.000 --> 00:13:25.000]  二人的路徑卻像黎明的曙光
[00:13:25.000 --> 00:13:29.000]  越來越明亮直到日午
[00:13:29.000 --> 00:13:31.000]  走在正義的路上
[00:13:31.000 --> 00:13:33.000]  越走可以越光明
[00:13:33.000 --> 00:13:35.000]  而且是越來越光明
[00:13:35.000 --> 00:13:38.000]  好像日午一樣
[00:13:38.000 --> 00:13:40.000]  香港人常常強調
[00:13:40.000 --> 00:13:43.000]  一個多元化的社會
[00:13:43.000 --> 00:13:46.000]  沒錯我們基督徒常常都會說
[00:13:46.000 --> 00:13:49.000]  聖經勉勵我們要恨惡罪惡
[00:13:49.000 --> 00:13:52.000]  但要我們愛甚麼
[00:13:52.000 --> 00:13:55.000]  罪人
[00:13:55.000 --> 00:13:56.000]  對於犯錯的人
[00:13:56.000 --> 00:13:58.000]  我們學習去寬恕
[00:13:58.000 --> 00:14:01.000]  學習去幫助他回轉
[00:14:01.000 --> 00:14:02.000]  恨罪
[00:14:02.000 --> 00:14:04.000]  但不是恨罪人
[00:14:04.000 --> 00:14:07.000]  是愛罪人
[00:14:07.000 --> 00:14:09.000]  但這個時代告訴你
[00:14:09.000 --> 00:14:11.000]  你可以放心
[00:14:11.000 --> 00:14:14.000]  你可以去愛罪人
[00:14:14.000 --> 00:14:18.000]  不過你也要愛罪惡
[00:14:18.000 --> 00:14:20.000]  因為他既然喜歡這樣做
[00:14:20.000 --> 00:14:21.000]  你要尊重他
[00:14:21.000 --> 00:14:24.000]  你可以給他如此
[00:14:24.000 --> 00:14:25.000]  我過去提及
[00:14:25.000 --> 00:14:28.000]  我聽到一位大學教授說一句話
[00:14:28.000 --> 00:14:33.000]  我詫異到差不多六神無主
[00:14:33.000 --> 00:14:34.000]  他說甚麼
[00:14:34.000 --> 00:14:37.000]  他說當一個人有第三者
[00:14:37.000 --> 00:14:39.000]  鮑爾拉
[00:14:39.000 --> 00:14:41.000]  你就任由他吧
[00:14:41.000 --> 00:14:43.000]  好像一個男人想吃飯
[00:14:43.000 --> 00:14:44.000]  多吃一碗
[00:14:44.000 --> 00:14:46.000]  就讓他多吃一碗
[00:14:46.000 --> 00:14:48.000]  他想吃三碗就讓他吃三碗
[00:14:48.000 --> 00:14:52.000]  他需要吃
[00:14:52.000 --> 00:14:53.000]  我很詫異
[00:14:53.000 --> 00:14:57.000]  人竟然會將有第三者
[00:14:57.000 --> 00:14:58.000]  分愛情
[00:14:58.000 --> 00:15:01.000]  等同於多吃一碗飯
[00:15:01.000 --> 00:15:02.000]  因此告訴你
[00:15:02.000 --> 00:15:05.000]  你愛這個罪惡
[00:15:05.000 --> 00:15:06.000]  在這個時代裏面
[00:15:06.000 --> 00:15:08.000]  你會發現有很多事情
[00:15:08.000 --> 00:15:10.000]  在你身邊發生
[00:15:10.000 --> 00:15:13.000]  在你身邊有很多奸惡的事情
[00:15:13.000 --> 00:15:15.000]  聖經要我們去分辨
[00:15:15.000 --> 00:15:18.000]  要我們去逃避
[00:15:18.000 --> 00:15:19.000]  但如何能夠逃避
[00:15:19.000 --> 00:15:21.000]  這些邪惡的事情呢
[00:15:21.000 --> 00:15:23.000]  聖經再說
[00:15:23.000 --> 00:15:26.000]  我們先看第23節
[00:15:26.000 --> 00:15:28.000]  我請大家一起讀出23節
[00:15:28.000 --> 00:15:31.000]  你要謹守你的心
[00:15:31.000 --> 00:15:33.000]  勝過謹守一切
[00:15:33.000 --> 00:15:35.000]  因為生命的存緣
[00:15:35.000 --> 00:15:37.000]  由此而出
[00:15:37.000 --> 00:15:39.000]  我們比較熟悉和學本說
[00:15:39.000 --> 00:15:40.000]  你要保守你的心
[00:15:40.000 --> 00:15:43.000]  勝過保守一切
[00:15:43.000 --> 00:15:44.000]  怎樣說保守你的心
[00:15:44.000 --> 00:15:47.000]  勝過保守其他一切
[00:15:47.000 --> 00:15:49.000]  你都會保守其他的
[00:15:49.000 --> 00:15:51.000]  如果你留心你的健康
[00:15:51.000 --> 00:15:53.000]  你會保守自己
[00:15:53.000 --> 00:15:54.000]  你去餐館
[00:15:54.000 --> 00:15:56.000]  你很喜歡吃生蠔
[00:15:56.000 --> 00:15:58.000]  有一碟生蠔放在你面前
[00:15:58.000 --> 00:16:00.000]  你見到好像有點異樣
[00:16:00.000 --> 00:16:01.000]  試一試
[00:16:01.000 --> 00:16:04.000]  咦 有點霉霉的
[00:16:04.000 --> 00:16:06.000]  你知道不新鮮
[00:16:06.000 --> 00:16:07.000]  甚至污染了
[00:16:07.000 --> 00:16:09.000]  你會怎樣做
[00:16:09.000 --> 00:16:10.000]  肉痛一點
[00:16:10.000 --> 00:16:12.000]  算了不要吃了
[00:16:12.000 --> 00:16:14.000]  你會保護自己
[00:16:14.000 --> 00:16:16.000]  不吃你想吃的東西
[00:16:16.000 --> 00:16:19.000]  因為你知道健康重要
[00:16:19.000 --> 00:16:22.000]  你會用方法保守自己的健康
[00:16:22.000 --> 00:16:25.000]  或者你說我要保守自己的財富
[00:16:25.000 --> 00:16:28.000]  因此當你知道自己有錢的時候
[00:16:28.000 --> 00:16:30.000]  怎樣善於管理它
[00:16:30.000 --> 00:16:32.000]  適當地投資
[00:16:32.000 --> 00:16:34.000]  你會保守自己的金錢
[00:16:34.000 --> 00:16:36.000]  或者你說你想保守你的工作
[00:16:36.000 --> 00:16:38.000]  你就會留心去進修
[00:16:38.000 --> 00:16:41.000]  讓你自己能夠不斷有上進
[00:16:41.000 --> 00:16:42.000]  有進步
[00:16:42.000 --> 00:16:45.000]  能夠回應工作的挑戰等等
[00:16:45.000 --> 00:16:47.000]  但你要記得
[00:16:47.000 --> 00:16:49.000]  你要保守你的心
[00:16:49.000 --> 00:16:53.000]  勝過保守這些一切
[00:16:53.000 --> 00:16:56.000]  如果你保守你的健康
[00:16:56.000 --> 00:16:57.000]  保守你的金錢
[00:16:57.000 --> 00:16:58.000]  保守你的工作
[00:16:58.000 --> 00:17:01.000]  你更加要保守你的心
[00:17:01.000 --> 00:17:04.000]  因為你的心是決定了你人生
[00:17:04.000 --> 00:17:06.000]  會有什麼樣的生活
[00:17:06.000 --> 00:17:08.000]  你的行為
[00:17:08.000 --> 00:17:11.000]  你的心是決定了你的生活
[00:17:11.000 --> 00:17:13.000]  或者你說要怎樣保守
[00:17:13.000 --> 00:17:15.000]  怎樣保守我的心
[00:17:15.000 --> 00:17:16.000]  聖經告訴我們
[00:17:16.000 --> 00:17:20.000]  在我們的心裏可以出現很多邪惡的事情
[00:17:20.000 --> 00:17:22.000]  我請大家去看聖經的新約
[00:17:22.000 --> 00:17:24.000]  你看看耶穌所說的話
[00:17:24.000 --> 00:17:29.000]  不如我們去看聖經的馬可福音第七章
[00:17:29.000 --> 00:17:34.000]  聖經馬可福音第七章
[00:17:34.000 --> 00:17:39.000]  聖經提到當時有法利塞人
[00:17:39.000 --> 00:17:41.000]  來質問耶穌的門徒
[00:17:41.000 --> 00:17:44.000]  為什麼他們吃飯之前不洗手呢?
[00:17:44.000 --> 00:17:47.000]  為什麼不遵從很多潔淨的禮儀呢?
[00:17:47.000 --> 00:17:49.000]  耶穌就回答他們
[00:17:49.000 --> 00:17:51.000]  七章第十五節
[00:17:51.000 --> 00:17:57.000]  七章十五節和合本
[00:17:57.000 --> 00:18:02.000]  耶穌說:從外面進去的不能污穢人
[00:18:02.000 --> 00:18:04.000]  沒錯,吃了髒東西
[00:18:04.000 --> 00:18:06.000]  充其量可能會卸下
