
[00:00:00.000 --> 00:00:03.320]  我們今天思想的是《出拉及記》的經文
[00:06:32.640 --> 00:06:35.640]  所謂冬冷夏熱
[00:06:35.640 --> 00:06:36.640]  不單止這樣
[00:06:36.640 --> 00:06:38.640]  他們所賺到的微薄的金錢
[00:06:38.640 --> 00:06:43.640]  不夠還那些中間介紹公司的一些借款
[00:06:43.640 --> 00:06:44.640]  每一個人出來的時候
[00:06:44.640 --> 00:06:46.640]  要用六萬至八萬的人民幣
[00:06:46.640 --> 00:06:49.640]  才能夠來到那個地方
[00:06:49.640 --> 00:06:50.640]  而且用一年半的時間
[00:06:50.640 --> 00:06:53.640]  才能夠還到大部分
[00:06:53.640 --> 00:06:56.640]  但接著中間的人就要他們回去
[00:06:56.640 --> 00:06:58.640]  因為他可以再帶第二批出來
[00:06:58.640 --> 00:07:00.640]  再賺第二筆錢
[00:07:00.640 --> 00:07:01.640]  因此是白做
[00:07:01.640 --> 00:07:05.640]  只是拿來將錢還給那些中間的公司
[00:07:05.640 --> 00:07:07.640]  當他們不肯走的時候
[00:07:07.640 --> 00:07:08.640]  公司就找人打他們
[00:07:08.640 --> 00:07:09.640]  毒打他們
[00:07:09.640 --> 00:07:11.640]  要他們離開
[00:07:11.640 --> 00:07:12.640]  很多類似的故事
[00:07:12.640 --> 00:07:14.640]  你小心聽的時候你會聽到
[00:07:14.640 --> 00:07:16.640]  但有些時候我會感覺
[00:07:16.640 --> 00:07:17.640]  現在在我們的時代
[00:07:17.640 --> 00:07:18.640]  我們資訊很多
[00:07:18.640 --> 00:07:21.640]  比較容易知道很多不同地方的需要
[00:07:21.640 --> 00:07:24.640]  但慢慢事情我們聽得多
[00:07:24.640 --> 00:07:29.640]  我們開始有一些視而不見的情況
[00:07:29.640 --> 00:07:31.640]  我們不會感受到有什麼特別
[00:07:31.640 --> 00:07:33.640]  有什麼大的需要
[00:07:33.640 --> 00:07:35.640]  我們依然有我們的生活
[00:07:35.640 --> 00:07:38.640]  有我們自己日常的工作
[00:07:38.640 --> 00:07:40.640]  我記得一次聽一位目者說了一件事
[00:07:40.640 --> 00:07:42.640]  他說說在美國有一次
[00:07:42.640 --> 00:07:43.640]  在一間餐廳裡面
[00:07:43.640 --> 00:07:46.640]  突然間大家一起吃東西的時候
[00:07:46.640 --> 00:07:48.640]  有一個槍手進來了
[00:07:48.640 --> 00:07:53.640]  向著其中一個卡位的一個男士開槍
[00:07:53.640 --> 00:07:56.640]  這個男士倒在血泊當中
[00:07:56.640 --> 00:07:59.640]  很多人很驚慌就走了
[00:07:59.640 --> 00:08:03.640]  有些匆匆的放下幾張銀紙就走了
[00:08:03.640 --> 00:08:05.640]  但其中一張餐桌
[00:08:05.640 --> 00:08:08.640]  有一對夫婦在那裡吃早餐
[00:08:08.640 --> 00:08:10.640]  一邊吃
[00:08:10.640 --> 00:08:12.640]  繼續吃他的早餐
[00:08:12.640 --> 00:08:14.640]  繼續享受他的早點
[00:08:14.640 --> 00:08:17.640]  若無其事直到警察來到
[00:08:17.640 --> 00:08:19.640]  叫人離開
[00:08:19.640 --> 00:08:21.640]  他們才施施然的離開
[00:08:21.640 --> 00:08:23.640]  當我聽到的時候
[00:08:23.640 --> 00:08:24.640]  有些時候我都會反省
[00:08:24.640 --> 00:08:28.640]  我們是不是太習慣很多不同的需要
[00:08:28.640 --> 00:08:32.640]  以致我們有些時候的確是視而不見
[00:08:32.640 --> 00:08:34.640]  曾經提到一位神
[00:08:34.640 --> 00:08:37.640]  他看見了他們的困苦
[00:08:37.640 --> 00:08:39.640]  曾經告訴我們
[00:08:39.640 --> 00:08:41.640]  神跟摩西說
[00:08:41.640 --> 00:08:43.640]  我實在看見了
[00:08:43.640 --> 00:08:45.640]  他們受督公所克制
[00:08:45.640 --> 00:08:46.640]  所發出的哀聲
[00:08:46.640 --> 00:08:48.640]  我聽見了
[00:08:48.640 --> 00:08:50.640]  我原知道他們的痛苦
[00:08:50.640 --> 00:08:51.640]  因此他來到
[00:08:51.640 --> 00:08:54.640]  他呼召摩西
[00:08:54.640 --> 00:08:58.640]  呼召摩西來回應這些人的這麼大的需要
[00:08:58.640 --> 00:09:01.640]  在第二方面大家再看
[00:09:01.640 --> 00:09:03.640]  當神打發摩西的時候
[00:09:03.640 --> 00:09:04.640]  在第十節
[00:09:04.640 --> 00:09:06.640]  神就跟著跟摩西說
[00:09:06.640 --> 00:09:08.640]  我看見了他們的痛苦
[00:09:08.640 --> 00:09:11.640]  故此我要打發你去見法老
[00:09:11.640 --> 00:09:14.640]  使你可以將我的百姓以色列人
[00:09:14.640 --> 00:09:16.640]  從埃及領出來
[00:09:16.640 --> 00:09:17.640]  打發他
[00:09:17.640 --> 00:09:18.640]  摩西怎麼說呢?
[00:09:18.640 --> 00:09:20.640]  第十一節
[00:09:20.640 --> 00:09:21.640]  摩西對神說
[00:09:21.640 --> 00:09:22.640]  我像什麼人
[00:09:22.640 --> 00:09:24.640]  竟能去見法老
[00:09:24.640 --> 00:09:27.640]  將以色列人從埃及領出來呢?
[00:09:27.640 --> 00:09:29.640]  他說我是誰呢?
[00:09:29.640 --> 00:09:32.640]  我怎麼敢來做這麼大的事呢?
[00:09:32.640 --> 00:09:34.640]  當摩西聽見神的吩咐的時候
[00:09:34.640 --> 00:09:36.640]  他就感覺到自己很不足
[00:09:36.640 --> 00:09:38.640]  然後遠離小心看聖經的時候
[00:09:38.640 --> 00:09:41.640]  有四個很重要的原因
[00:09:41.640 --> 00:09:44.640]  摩西提出來推至神的吩咐
[00:09:44.640 --> 00:09:46.640]  他說不行的不行
[00:09:46.640 --> 00:09:49.640]  當中包括一些很誠實謙卑的表達
[00:09:49.640 --> 00:09:52.640]  也包括了很多很個人的恐懼
[00:09:52.640 --> 00:09:54.640]  很怕被人排斥
[00:09:54.640 --> 00:09:55.640]  也有很多不同的藉口
[00:09:55.640 --> 00:09:57.640]  摩西一點一點地提出來
[00:09:57.640 --> 00:09:59.640]  但每一次神都幫助他
[00:09:59.640 --> 00:10:00.640]  幫助摩西
[00:10:00.640 --> 00:10:05.640]  將眼光從自己轉向神
[00:10:05.640 --> 00:10:08.640]  很多時候我們聽見一些呼召
[00:10:08.640 --> 00:10:10.640]  就算是稍微的呼召
[00:10:10.640 --> 00:10:11.640]  我們就會說
[00:10:11.640 --> 00:10:12.640]  不行的不行的
[00:10:12.640 --> 00:10:13.640]  我是誰呀?
[00:10:13.640 --> 00:10:14.640]  我這個年紀
[00:10:14.640 --> 00:10:15.640]  我這個健康狀況
[00:10:15.640 --> 00:10:17.640]  我這個學歷
[00:10:17.640 --> 00:10:19.640]  怎麼行怎麼行
[00:10:19.640 --> 00:10:22.640]  但聖經就提醒我們一件事情
[00:10:22.640 --> 00:10:23.640]  他說
[00:10:23.640 --> 00:10:25.640]  我要與你同在
[00:10:25.640 --> 00:10:26.640]  在第十二節
[00:10:26.640 --> 00:10:27.640]  神說
[00:10:27.640 --> 00:10:30.640]  我必與你同在
[00:10:30.640 --> 00:10:33.640]  有時候我心裏面有一種感覺
[00:10:33.640 --> 00:10:34.640]  沒錯
[00:10:34.640 --> 00:10:36.640]  謙卑是一種很好的美德
[00:10:36.640 --> 00:10:37.640]  我們常常都提到
[00:10:37.640 --> 00:10:39.640]  要學習謙卑的侍奉
[00:10:39.640 --> 00:10:40.640]  但有時候你會發覺
[00:10:40.640 --> 00:10:41.640]  謙卑會轉變
[00:10:41.640 --> 00:10:43.640]  或者說偏差了
[00:10:43.640 --> 00:10:46.640]  成為了一種退縮
[00:10:46.640 --> 00:10:48.640]  大家記得當摩西
[00:10:48.640 --> 00:10:50.640]  在法魯的皇宮
[00:10:50.640 --> 00:10:52.640]  受到很多的教育
[00:10:52.640 --> 00:10:53.640]  當時聖經就說
[00:10:53.640 --> 00:10:55.640]  他很願意關心自己的同胞
[00:10:55.640 --> 00:10:58.640]  因此在前面第二章第十一節
[00:10:58.640 --> 00:11:00.640]  就提到摩西長大之後
[00:11:00.640 --> 00:11:02.640]  他就去到他的弟兄
[00:11:02.640 --> 00:11:04.640]  他是以色列人當中
[00:11:04.640 --> 00:11:06.640]  看他們的重擔
[00:11:06.640 --> 00:11:09.640]  當時他見到有一個自己的同胞
[00:11:09.640 --> 00:11:10.640]  被埃及人打
[00:11:10.640 --> 00:11:13.640]  因此他就將埃及人打死
[00:11:13.640 --> 00:11:15.640]  救了自己的弟兄
[00:11:15.640 --> 00:11:17.640]  最後他當時有一個很大的志願
[00:11:17.640 --> 00:11:19.640]  要幫自己的同胞
[00:11:19.640 --> 00:11:21.640]  要成為一個拯救者
[00:11:21.640 --> 00:11:24.640]  但他當時帶著血氣之勇去做
[00:11:24.640 --> 00:11:27.640]  因此很快就很恐懼
[00:11:27.640 --> 00:11:29.640]  逃離埃及
[00:11:29.640 --> 00:11:30.640]  接著神帶領他到米殿
[00:11:30.640 --> 00:11:31.640]  四十年之久
[00:11:31.640 --> 00:11:34.640]  在一個曠野當中做牧羊人
[00:11:34.640 --> 00:11:36.640]  本來一個王子的身份
[00:11:36.640 --> 00:11:38.640]  突然間一跌
[00:11:38.640 --> 00:11:40.640]  去到曠野寂寂無名
[00:11:40.640 --> 00:11:42.640]  做一個牧羊人
[00:11:42.640 --> 00:11:43.640]  但在四十年
[00:11:43.640 --> 00:11:46.640]  被他磨練了一種謙和的性情
[00:11:46.640 --> 00:11:50.640]  很願意和很多平凡的人一起
[00:11:50.640 --> 00:11:53.640]  生命裏面產生一種美好的質素
[00:11:53.640 --> 00:11:56.640]  但這種謙和卻是失了一種信心
[00:11:56.640 --> 00:11:58.640]  不相信神能夠在他身上
[00:11:58.640 --> 00:12:01.640]  做成很偉大的事情
[00:12:01.640 --> 00:12:02.640]  不能相信神
[00:12:02.640 --> 00:12:03.640]  可以在我身上
[00:12:03.640 --> 00:12:06.640]  做成奇妙的事情
[00:12:06.640 --> 00:12:08.640]  我相信大家都認識
[00:12:08.640 --> 00:12:10.640]  很多國字西宣教士
[00:12:10.640 --> 00:12:11.640]  很多年之前
[00:12:11.640 --> 00:12:13.640]  已經有很多同工勸他
[00:12:13.640 --> 00:12:14.640]  要小心身體
[00:12:14.640 --> 00:12:15.640]  因為這位宣教士
[00:12:15.640 --> 00:12:17.640]  有很多疾病
[00:12:17.640 --> 00:12:18.640]  很多問題
[00:12:18.640 --> 00:12:21.640]  很多身體軟弱的地方
[00:12:21.640 --> 00:12:22.640]  大家都想著
[00:12:22.640 --> 00:12:24.640]  這位若不堪封的姊妹
[00:12:24.640 --> 00:12:28.640]  可能不能夠長時間在宣教工場
[00:12:28.640 --> 00:12:31.640]  但每當我一直聽他的消息
[00:12:31.640 --> 00:12:32.640]  到今天
[00:12:32.640 --> 00:12:35.640]  他仍然可以繼續為神工作
[00:12:35.640 --> 00:12:36.640]  雖然每一次聽他說
[00:12:36.640 --> 00:12:38.640]  身體不太好
[00:12:38.640 --> 00:12:40.640]  他又照舊這樣做
[00:12:40.640 --> 00:12:43.640]  又是照舊這樣發揮不同的作用
[00:12:43.640 --> 00:12:45.640]  讓我感覺到
[00:12:45.640 --> 00:12:46.640]  在軟弱當中
[00:12:46.640 --> 00:12:48.640]  更加顯出不是他去做
[00:12:48.640 --> 00:12:50.640]  是神在他身上的工作
[00:12:50.640 --> 00:12:52.640]  神告訴摩西
[00:12:52.640 --> 00:12:54.640]  你不要說自己是什麼人
[00:12:54.640 --> 00:12:55.640]  你要知道
[00:12:55.640 --> 00:12:56.640]  我與你同在
[00:12:56.640 --> 00:12:58.640]  你就能夠去做成
[00:12:58.640 --> 00:13:00.640]  你做不到的事情
[00:13:00.640 --> 00:13:02.640]  摩西繼續提出很多藉口
[00:13:02.640 --> 00:13:06.640]  或者我們簡單看看第四章第十節
[00:13:06.640 --> 00:13:09.640]  第四章第十節
[00:13:09.640 --> 00:13:11.640]  摩西對耶和華說
[00:13:11.640 --> 00:13:14.640]  主啊 我數日不是能言的人
[00:13:14.640 --> 00:13:18.640]  就從你開始跟我說話也是這樣
[00:13:18.640 --> 00:13:20.640]  我本是絕口不說的
[00:13:20.640 --> 00:13:24.640]  摩西沒有什麼話說
[00:13:24.640 --> 00:13:25.640]  他說 神啊
[00:13:25.640 --> 00:13:27.640]  祢知道我怎麼樣
[00:13:27.640 --> 00:13:28.640]  祢一開始跟我說話
[00:13:28.640 --> 00:13:30.640]  我都不懂得怎樣回答祢
[00:13:30.640 --> 00:13:33.640]  所以祢知道我是絕口不說的
[00:13:33.640 --> 00:13:34.640]  一直遊說神
[00:13:34.640 --> 00:13:37.640]  相信祂是絕口不說
[00:13:37.640 --> 00:13:41.640]  神告訴他在第十一節
[00:13:41.640 --> 00:13:42.640]  耶和華對他說
[00:13:42.640 --> 00:13:44.640]  誰做人的口呢?
[00:13:44.640 --> 00:13:47.640]  誰使人口啞耳聾目明眼闔呢?
[00:13:47.640 --> 00:13:49.640]  豈不是我耶和華嗎?
[00:13:49.640 --> 00:13:50.640]  現在去吧
[00:13:50.640 --> 00:13:51.640]  我必賜你口才
[00:13:51.640 --> 00:13:53.640]  只教你所當說的話
[00:13:53.640 --> 00:13:54.640]  你去吧
[00:13:54.640 --> 00:13:56.640]  當時摩西沒有什麼話可以說
[00:13:56.640 --> 00:13:58.640]  第十三節摩西說
[00:13:58.640 --> 00:14:02.640]  主啊 你願打發誰就打發誰去吧
[00:14:02.640 --> 00:14:03.640]  沒有話可以說
[00:14:03.640 --> 00:14:06.640]  如果祢願打發誰就打發誰
[00:14:06.640 --> 00:14:10.640]  然後知道不包括我
[00:14:10.640 --> 00:14:13.640]  但那時候神就發怒了
[00:14:13.640 --> 00:14:15.640]  耶和華向摩西發怒說
[00:14:15.640 --> 00:14:17.640]  不是有你哥哥阿倫嗎?
[00:14:17.640 --> 00:14:19.640]  我知道他是能言的
[00:14:19.640 --> 00:14:23.640]  好 就將他作為你的口
[00:14:23.640 --> 00:14:28.640]  你就將當講的說話傳給他
[00:14:28.640 --> 00:14:29.640]  聆聽心態的時候就發覺
[00:14:29.640 --> 00:14:32.640]  神似乎有少少妥協的地方
[00:14:32.640 --> 00:14:34.640]  但神在當中仍然要求摩西
[00:14:34.640 --> 00:14:37.640]  回應神的呼召
[00:14:37.640 --> 00:14:38.640]  雖然是這樣
[00:14:38.640 --> 00:14:43.640]  神仍然盼望摩西能夠與他同心
[00:14:43.640 --> 00:14:44.640]  我記得當我再看回
[00:14:44.640 --> 00:14:48.640]  克里威廉這位差傳之父
[00:14:48.640 --> 00:14:50.640]  他的見證的時候
[00:14:50.640 --> 00:14:51.640]  在他十二歲的時候
[00:14:51.640 --> 00:14:52.640]  他自己出來
[00:14:52.640 --> 00:14:56.640]  因為他是一個很少受教育的人
[00:14:56.640 --> 00:14:58.640]  他離開學校預備做園丁
[00:14:58.640 --> 00:14:59.640]  他很喜歡種植
[00:14:59.640 --> 00:15:01.640]  很想做園丁
[00:15:01.640 --> 00:15:03.640]  因此當他自己去到一個公園裡面
[00:15:03.640 --> 00:15:05.640]  去到一些地方做園丁的時候
[00:15:05.640 --> 00:15:07.640]  他很想很想這樣做
[00:15:07.640 --> 00:15:09.640]  但經過了兩年之後
[00:15:09.640 --> 00:15:11.640]  他要放棄 為什麼呢?
[00:15:11.640 --> 00:15:14.640]  因為他發覺原來自己是受不住日曬
[00:15:14.640 --> 00:15:16.640]  日曬的時候身體敏感
[00:15:16.640 --> 00:15:18.640]  聞到一些花香草香
[00:15:18.640 --> 00:15:21.640]  身體就有很多敏感症狀出現
[00:15:21.640 --> 00:15:25.640]  因此之後他要放棄這個園丁的職責
[00:15:25.640 --> 00:15:28.640]  當他後來被神呼召去到印度工作的時候
[00:15:28.640 --> 00:15:29.640]  我想他第一個就考慮
[00:15:29.640 --> 00:15:32.640]  印度這麼強烈的太陽
[00:15:32.640 --> 00:15:34.640]  一定做不到
[00:15:34.640 --> 00:15:37.640]  但想不到接著四十年
[00:15:37.640 --> 00:15:38.640]  他在印度當中
[00:15:38.640 --> 00:15:41.640]  將很多印度的語言翻譯成聖經
[00:15:41.640 --> 00:15:44.640]  成為印度宣教的重要人物
[00:15:44.640 --> 00:15:46.640]  沒有人會想到一個人
[00:15:46.640 --> 00:15:48.640]  受不起少許英國的陽光
[00:15:48.640 --> 00:15:53.640]  但卻是受到印度四十年烈日當空的太陽
[00:15:53.640 --> 00:15:55.640]  誰做人?
[00:15:55.640 --> 00:15:57.640]  誰做我們的眼?
[00:15:57.640 --> 00:15:59.640]  誰做我們的口?
[00:15:59.640 --> 00:16:01.640]  誰做我們的皮膚?
[00:16:01.640 --> 00:16:05.640]  我們怎可以說神啊,不可以的
[00:16:05.640 --> 00:16:07.640]  如果神給你感動
[00:16:07.640 --> 00:16:08.640]  給你呼召
[00:16:08.640 --> 00:16:10.640]  你就要相信神能夠
[00:16:10.640 --> 00:16:12.640]  祂願你同在
[00:16:12.640 --> 00:16:16.640]  你就能夠做你自己不能夠做的事情
[00:16:16.640 --> 00:16:18.640]  面對著神很多時候的呼召
[00:16:18.640 --> 00:16:20.640]  有兩種的回應
[00:16:20.640 --> 00:16:22.640]  有些人被動地等
[00:16:22.640 --> 00:16:24.640]  神啊,我也不是很有心
[00:16:24.640 --> 00:16:26.640]  不過如果你呼召,我就等候吧
[00:16:26.640 --> 00:16:29.640]  你來到呼召,我就會回應
[00:16:29.640 --> 00:16:31.640]  但第二種情況
[00:16:31.640 --> 00:16:34.640]  有些人心裡真的感受到周圍人群的困苦
[00:16:34.640 --> 00:16:36.640]  他就不是被動地等候
[00:16:36.640 --> 00:16:38.640]  而是主動地告訴神
[00:16:38.640 --> 00:16:41.640]  神啊,我在這裡
[00:16:41.640 --> 00:16:44.640]  如果你要我承擔
[00:16:44.640 --> 00:16:46.640]  我願意
[00:16:46.640 --> 00:16:48.640]  我願意
[00:16:48.640 --> 00:16:50.640]  我們一起祈禱

